energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.77188594,3.37538766,1.63565785,0.46316340,0.00896473,0.33848632,0.92782016,0.75543882,0.00456999,1.83279482
-5.76588294,3.35278282,1.63903575,0.46195128,0.00876629,0.33215961,0.92962236,0.74723678,0.00455660,1.82632092
-5.75987994,3.33025412,1.64197308,0.46060547,0.00852227,0.32711556,0.93193905,0.73914665,0.00456433,1.81795200
-5.75387694,3.30825262,1.64456886,0.45923247,0.00823701,0.32334516,0.93479531,0.73126174,0.00459596,1.80796529
-5.74787394,3.28721561,1.64689040,0.45794363,0.00791568,0.32081860,0.93818037,0.72368137,0.00465406,1.79665228
-5.74187094,3.26755029,1.64896941,0.45685157,0.00756411,0.31948603,0.94204723,0.71650688,0.00474085,1.78430834
-5.73586793,3.24961892,1.65080025,0.45606649,0.00718850,0.31927880,0.94631402,0.70983735,0.00485806,1.77122271
-5.72986493,3.23372561,1.65234036,0.45569241,0.00679527,0.32011132,0.95086732,0.70376518,0.00500679,1.75766928
-5.72386193,3.22010520,1.65351294,0.45582346,0.00639081,0.32188345,0.95556697,0.69837171,0.00518743,1.74389832
-5.71785893,3.20891454,1.65421164,0.45654041,0.00598130,0.32448328,0.96025237,0.69372299,0.00539955,1.73012951
-5.71185593,3.20022627,1.65430703,0.45790730,0.00557256,0.32779024,0.96474968,0.68986598,0.00564184,1.71654621
-5.70585293,3.19402534,1.65365449,0.45996855,0.00516988,0.33167833,0.96887971,0.68682528,0.00591212,1.70329141
-5.69984992,3.19020813,1.65210301,0.46274648,0.00477792,0.33601948,0.97246587,0.68460061,0.00620727,1.69046512
-5.69384692,3.18858450,1.64950437,0.46623939,0.00440065,0.34068672,0.97534192,0.68316517,0.00652331,1.67812342
-5.68784392,3.18888229,1.64572227,0.47042033,0.00404128,0.34555724,0.97735903,0.68246498,0.00685546,1.66627908
-5.68184092,3.19075455,1.64064076,0.47523666,0.00370229,0.35051498,0.97839175,0.68241936,0.00719819,1.65490378
-5.67583792,3.19378905,1.63417155,0.48061038,0.00338539,0.35545298,0.97834261,0.68292258,0.00754538,1.64393170
-5.66983492,3.19752000,1.62625993,0.48643946,0.00309163,0.36027502,0.97714526,0.68384655,0.00789046,1.63326445
-5.66383192,3.20144162,1.61688877,0.49259997,0.00282140,0.36489692,0.97476582,0.68504473,0.00822655,1.62277721
-5.65782891,3.20502324,1.60608069,0.49894917,0.00257454,0.36924715,0.97120268,0.68635691,0.00854666,1.61232570
-5.65182591,3.20772554,1.59389815,0.50532938,0.00235040,0.37326698,0.96648464,0.68761482,0.00884389,1.60175393
-5.64582291,3.20901736,1.58044158,0.51157259,0.00214798,0.37691015,0.96066765,0.68864831,0.00911159,1.59090235
-5.63981991,3.20839255,1.56584578,0.51750554,0.00196594,0.38014203,0.95383046,0.68929186,0.00934362,1.57961603
-5.63381691,3.20538635,1.55027469,0.52295530,0.00180276,0.38293853,0.94606937,0.68939101,0.00953444,1.56775266
-5.62781391,3.19959043,1.53391497,0.52775484,0.00165677,0.38528467,0.93749245,0.68880858,0.00967938,1.55518996
-5.62181091,3.19066618,1.51696867,0.53174855,0.00152624,0.38717305,0.92821360,0.68743017,0.00977470,1.54183211
-5.61580790,3.17835552,1.49964536,0.53479742,0.00140944,0.38860214,0.91834672,0.68516883,0.00981773,1.52761498
-5.60980490,3.16248857,1.48215415,0.53678352,0.00130470,0.38957469,0.90800033,0.68196844,0.00980700,1.51250970
-5.60380190,3.14298796,1.46469580,0.53761377,0.00121041,0.39009610,0.89727283,0.67780579,0.00974220,1.49652456
-5.59779890,3.11986921,1.44745540,0.53722258,0.00112512,0.39017308,0.88624862,0.67269110,0.00962429,1.47970490
-5.59179590,3.09323723,1.43059571,0.53557345,0.00104748,0.38981234,0.87499517,0.66666695,0.00945538,1.46213102
-5.58579290,3.06327896,1.41425158,0.53265923,0.00097630,0.38901963,0.86356115,0.65980569,0.00923875,1.44391413
-5.57978989,3.03025234,1.39852535,0.52850131,0.00091056,0.38779898,0.85197559,0.65220542,0.00897871,1.42519050
-5.57378689,2.99447222,1.38348360,0.52314751,0.00084937,0.38615221,0.84024799,0.64398469,0.00868048,1.40611408
-5.56778389,2.95629381,1.36915517,0.51666899,0.00079200,0.38407874,0.82836940,0.63527630,0.00835008,1.38684788
-5.56178089,2.91609448,1.35553053,0.50915638,0.00073787,0.38157559,0.81631420,0.62622044,0.00799415,1.36755474
-5.55577789,2.87425496,1.34256245,0.50071512,0.00068650,0.37863769,0.80404258,0.61695756,0.00761976,1.34838768
-5.54977489,2.83114079,1.33016799,0.49146059,0.00063754,0.37525838,0.79150352,0.60762131,0.00723429,1.32948072
-5.54377189,2.78708521,1.31823169,0.48151304,0.00059074,0.37143007,0.77863807,0.59833201,0.00684519,1.31094043
-5.53776888,2.74237413,1.30660985,0.47099275,0.00054592,0.36714509,0.76538284,0.58919089,0.00645986,1.29283880
-5.53176588,2.69723430,1.29513574,0.46001550,0.00050298,0.36239666,0.75167359,0.58027546,0.00608546,1.27520787
-5.52576288,2.65182500,1.28362556,0.44868878,0.00046187,0.35717986,0.73744867,0.57163618,0.00572881,1.25803644
-5.51975988,2.60623384,1.27188503,0.43710873,0.00042257,0.35149266,0.72265233,0.56329462,0.00539619,1.24126903
-5.51375688,2.56047662,1.25971615,0.42535789,0.00038511,0.34533689,0.70723770,0.55524313,0.00509328,1.22480721
-5.50775388,2.51450130,1.24692416,0.41350405,0.00034951,0.33871913,0.69116933,0.54744607,0.00482504,1.20851323
-5.50175088,2.46819564,1.23332410,0.40159985,0.00031583,0.33165139,0.67442536,0.53984233,0.00459563,1.19221575
-5.49574787,2.42139794,1.21874705,0.38968335,0.00028411,0.32415164,0.65699907,0.53234917,0.00440834,1.17571729
-5.48974487,2.37391013,1.20304544,0.37777929,0.00025438,0.31624411,0.63889983,0.52486697,0.00426556,1.15880316
-5.48374187,2.32551242,1.18609747,0.36590099,0.00022668,0.30795923,0.62015348,0.51728466,0.00416870,1.14125114
-5.47773887,2.27597853,1.16781029,0.35405262,0.00020100,0.29933335,0.60080205,0.50948560,0.00411822,1.12284162
-5.47173587,2.22509065,1.14812193,0.34223175,0.00017736,0.29040817,0.58090284,0.50135341,0.00411359,1.10336742
-5.46573287,2.17265336,1.12700183,0.33043195,0.00015572,0.28122982,0.56052694,0.49277774,0.00415328,1.08264307
-5.45972986,2.11850564,1.10445003,0.31864530,0.00013605,0.27184780,0.53975722,0.48365940,0.00423484,1.06051288
-5.45372686,2.06253068,1.08049515,0.30686464,0.00011829,0.26231360,0.51868592,0.47391489,0.00435489,1.03685750
-5.44772386,2.00466295,1.05519131,0.29508549,0.00010238,0.25267933,0.49741184,0.46348005,0.00450919,1.01159881
-5.44172086,1.94489243,1.02861416,0.28330758,0.00008822,0.24299623,0.47603741,0.45231269,0.00469273,0.98470288
-5.43571786,1.88326618,1.00085646,0.27153584,0.00007573,0.23331315,0.45466566,0.44039427,0.00489981,0.95618103
-5.42971486,1.81988720,0.97202338,0.25978105,0.00006482,0.22367529,0.43339735,0.42773058,0.00512417,0.92608907
-5.42371186,1.75491131,0.94222793,0.24805996,0.00005538,0.21412301,0.41232820,0.41435151,0.00535910,0.89452490
-5.41770885,1.68854208,0.91158670,0.23639510,0.00004731,0.20469096,0.39154660,0.40030995,0.00559764,0.86162475
-5.41170585,1.62102477,0.88021636,0.22481429,0.00004053,0.19540747,0.37113174,0.38568005,0.00583268,0.82755822
-5.40570285,1.55263941,0.84823093,0.21334987,0.00003493,0.18629432,0.35115225,0.37055503,0.00605720,0.79252276
-5.39969985,1.48369381,0.81574004,0.20203787,0.00003045,0.17736687,0.33166545,0.35504446,0.00626441,0.75673752
-5.39369685,1.41451666,0.78284820,0.19091708,0.00002701,0.16863447,0.31271722,0.33927147,0.00644794,0.72043727
-5.38769385,1.34545128,0.74965505,0.18002810,0.00002455,0.16010122,0.29434240,0.32336982,0.00660204,0.68386641
-5.38169085,1.27684995,0.71625641,0.16941246,0.00002304,0.15176697,0.27656571,0.30748097,0.00672169,0.64727332
-5.37568784,1.20906915,0.68274603,0.15911188,0.00002244,0.14362849,0.25940311,0.29175123,0.00680276,0.61090542
-5.36968484,1.14246553,0.64921772,0.14916754,0.00002274,0.13568075,0.24286348,0.27632916,0.00684212,0.57500469
-5.36368184,1.07739246,0.61576764,0.13961953,0.00002394,0.12791821,0.22695043,0.26136296,0.00683773,0.53980398
-5.35767884,1.01419712,0.58249649,0.13050634,0.00002605,0.12033609,0.21166431,0.24699809,0.00678865,0.50552400
-5.35167584,0.95321778,0.54951131,0.12186450,0.00002910,0.11293143,0.19700404,0.23337505,0.00669508,0.47237084
-5.34567284,0.89478104,0.51692666,0.11372819,0.00003313,0.10570408,0.18296886,0.22062714,0.00655831,0.44053413
-5.33966983,0.83919897,0.48486519,0.10612896,0.00003817,0.09865732,0.16955989,0.20887832,0.00638064,0.41018560
-5.33366683,0.78676577,0.45345723,0.09909536,0.00004427,0.09179834,0.15678128,0.19824108,0.00616530,0.38147801
-5.32766383,0.73775416,0.42283964,0.09265265,0.00005148,0.08513842,0.14464116,0.18881430,0.00591630,0.35454440
-5.32166083,0.69241127,0.39315388,0.08682243,0.00005984,0.07869279,0.13315218,0.18068106,0.00563830,0.32949762
-5.31565783,0.65095428,0.36454337,0.08162234,0.00006939,0.07248042,0.12233186,0.17390654,0.00533640,0.30643002
-5.30965483,0.61356602,0.33715042,0.07706566,0.00008014,0.06652348,0.11220251,0.16853598,0.00501603,0.28541348
-5.30365183,0.58039059,0.31111287,0.07316103,0.00009210,0.06084675,0.10279114,0.16459272,0.00468270,0.26649960
-5.29764882,0.55152957,0.28656069,0.06991217,0.00010525,0.05547698,0.09412911,0.16207661,0.00434189,0.24972029
-5.29164582,0.52703892,0.26361275,0.06731774,0.00011955,0.05044216,0.08625172,0.16096263,0.00399886,0.23508863
-5.28564282,0.50692700,0.24237408,0.06537124,0.00013492,0.04577086,0.07919785,0.16120012,0.00365853,0.22260022
-5.27963982,0.49115393,0.22293356,0.06406114,0.00015126,0.04149161,0.07300951,0.16271248,0.00332535,0.21223488
-5.27363682,0.47963246,0.20536247,0.06337115,0.00016843,0.03763242,0.06773157,0.16539765,0.00300325,0.20395881
-5.26763382,0.47223058,0.18971365,0.06328062,0.00018626,0.03422033,0.06341146,0.16912928,0.00269552,0.19772711
-5.26163082,0.46877572,0.17602158,0.06376523,0.00020455,0.03128115,0.06009891,0.17375876,0.00240483,0.19348669
-5.25562781,0.46906050,0.16430312,0.06479765,0.00022305,0.02883921,0.05784573,0.17911804,0.00213319,0.19117934
-5.24962481,0.47284990,0.15455884,0.06634855,0.00024152,0.02691726,0.05670554,0.18502324,0.00188197,0.19074492
-5.24362181,0.47988931,0.14677494,0.06838749,0.00025967,0.02553635,0.05673331,0.19127903,0.00165197,0.19212446
-5.23761881,0.48991334,0.14092534,0.07088394,0.00027719,0.02471577,0.05798484,0.19768346,0.00144340,0.19526295
-5.23161581,0.50265461,0.13697403,0.07380826,0.00029379,0.02447287,0.06051592,0.20403341,0.00125604,0.20011168
-5.22561281,0.51785229,0.13487717,0.07713254,0.00030917,0.02482294,0.06438115,0.21013009,0.00108921,0.20663000
-5.21960980,0.53525969,0.13458506,0.08083131,0.00032302,0.02577890,0.06963252,0.21578465,0.00094193,0.21478615
-5.21360680,0.55465064,0.13604364,0.08488200,0.00033508,0.02735091,0.07631754,0.22082356,0.00081295,0.22455726
-5.20760380,0.57582406,0.13919549,0.08926520,0.00034511,0.02954585,0.08447709,0.22509355,0.00070085,0.23592832
-5.20160080,0.59860660,0.14398014,0.09396454,0.00035289,0.03236676,0.09414294,0.22846584,0.00060409,0.24889015
-5.19559780,0.62285318,0.15033397,0.09896639,0.00035826,0.03581206,0.10533507,0.23083958,0.00052107,0.26343642
-5.18959480,0.64844529,0.15818931,0.10425915,0.00036111,0.03987484,0.11805881,0.23214426,0.00045022,0.27955993
-5.18359180,0.67528730,0.16747321,0.10983240,0.00036138,0.04454204,0.13230212,0.23234104,0.00039000,0.29724813
-5.17758879,0.70330106,0.17810585,0.11567582,0.00035905,0.04979374,0.14803288,0.23142292,0.00033894,0.31647847
-5.17158579,0.73241905,0.18999868,0.12177796,0.00035419,0.05560248,0.16519664,0.22941378,0.00029572,0.33721344
-5.16558279,0.76257669,0.20305263,0.12812501,0.00034690,0.06193274,0.18371479,0.22636636,0.00025909,0.35939607
-5.15957979,0.79370435,0.21715651,0.13469962,0.00033734,0.06874067,0.20348336,0.22235933,0.00022799,0.38294578
-5.15357679,0.82571957,0.23218574,0.14147985,0.00032571,0.07597403,0.22437264,0.21749352,0.00020146,0.40775520
-5.14757379,0.85852019,0.24800168,0.14843836,0.00031226,0.08357239,0.24622760,0.21188763,0.00017870,0.43368807
-5.14157079,0.89197876,0.26445156,0.15554192,0.00029726,0.09146769,0.26886928,0.20567354,0.00015902,0.46057837
-5.13556778,0.92593874,0.28136928,0.16275123,0.00028102,0.09958508,0.29209707,0.19899158,0.00014186,0.48823096
-5.12956478,0.96021284,0.29857689,0.17002120,0.00026385,0.10784409,0.31569188,0.19198575,0.00012677,0.51642367
-5.12356178,0.99458351,0.31588697,0.17730154,0.00024607,0.11615996,0.33942016,0.18479945,0.00011340,0.54491074
-5.11755878,1.02880575,0.33310567,0.18453780,0.00022802,0.12444536,0.36303849,0.17757148,0.00010145,0.57342768
-5.11155578,1.06261199,0.35003639,0.19167266,0.00021000,0.13261209,0.38629869,0.17043285,0.00009074,0.60169706
-5.10555278,1.09571879,0.36648388,0.19864752,0.00019233,0.14057297,0.40895325,0.16350424,0.00008110,0.62943519
-5.09954977,1.12783491,0.38225869,0.20540419,0.00017530,0.14824366,0.43076069,0.15689417,0.00007244,0.65635921
-5.09354677,1.15867035,0.39718157,0.21188670,0.00015918,0.15554449,0.45149086,0.15069807,0.00006468,0.68219427
-5.08754377,1.18794572,0.41108782,0.21804299,0.00014423,0.16240202,0.47092972,0.14499803,0.00005779,0.70668051
-5.08154077,1.21540135,0.42383124,0.22382647,0.00013068,0.16875043,0.48888363,0.13986320,0.00005174,0.72957932
-5.07553777,1.24080577,0.43528757,0.22919733,0.00011875,0.17453267,0.50518281,0.13535078,0.00004655,0.75067879
-5.06953477,1.26396288,0.44535724,0.23412347,0.00010866,0.17970121,0.51968390,0.13150746,0.00004223,0.76979792
-5.06353177,1.28471758,0.45396731,0.23858109,0.00010059,0.18421845,0.53227165,0.12837109,0.00003880,0.78678958
-5.05752876,1.30295948,0.46107259,0.24255477,0.00009475,0.18805691,0.54285962,0.12597261,0.00003629,0.80154195
-5.05152576,1.31862470,0.46665583,0.24603727,0.00009133,0.19119891,0.55138990,0.12433790,0.00003476,0.81397863
-5.04552276,1.33169558,0.47072702,0.24902873,0.00009055,0.19363615,0.55783214,0.12348962,0.00003425,0.82405731
-5.03951976,1.34219857,0.47332199,0.25153572,0.00009260,0.19536886,0.56218172,0.12344876,0.00003483,0.83176733
-5.03351676,1.35020037,0.47450017,0.25356984,0.00009773,0.19640499,0.56445750,0.12423599,0.00003656,0.83712622
-5.02751376,1.35580290,0.47434186,0.25514628,0.00010617,0.19675909,0.56469911,0.12587259,0.00003952,0.84017551
-5.02151076,1.35913712,0.47294499,0.25628220,0.00011820,0.19645126,0.56296410,0.12838109,0.00004381,0.84097618
-5.01550775,1.36035652,0.47042165,0.25699521,0.00013409,0.19550610,0.55932505,0.13178544,0.00004949,0.83960391
-5.00950475,1.35963039,0.46689438,0.25730195,0.00015414,0.19395174,0.55386680,0.13611087,0.00005668,0.83614458
-5.00350175,1.35713741,0.46249254,0.25721688,0.00017866,0.19181896,0.54668395,0.14138338,0.00006546,0.83069015
-4.99749875,1.35305992,0.45734876,0.25675146,0.00020794,0.18914054,0.53787875,0.14762897,0.00007594,0.82333524
-4.99149575,1.34757910,0.45159561,0.25591361,0.00024230,0.18595073,0.52755936,0.15487259,0.00008820,0.81417452
-4.98549275,1.34087130,0.44536265,0.25470761,0.00028201,0.18228493,0.51583857,0.16313693,0.00010233,0.80330106
-4.97948974,1.33310562,0.43877386,0.25313445,0.00032734,0.17817952,0.50283293,0.17244114,0.00011839,0.79080567
-4.97348674,1.32444269,0.43194549,0.25119245,0.00037851,0.17367189,0.48866229,0.18279942,0.00013645,0.77677715
-4.96748374,1.31503465,0.42498442,0.24887841,0.00043567,0.16880052,0.47344963,0.19421970,0.00015653,0.76130353
-4.96148074,1.30502621,0.41798705,0.24618880,0.00049892,0.16360515,0.45732108,0.20670233,0.00017863,0.74447389
-4.95547774,1.29455639,0.41103860,0.24312136,0.00056828,0.15812706,0.44040609,0.22023894,0.00020273,0.72638091
-4.94947474,1.28376089,0.40421297,0.23967662,0.00064366,0.15240920,0.42283758,0.23481143,0.00022877,0.70712357
-4.94347174,1.27277460,0.39757297,0.23585948,0.00072489,0.14649639,0.40475205,0.25039112,0.00025664,0.68681009
-4.93746873,1.26173420,0.39117099,0.23168062,0.00081166,0.14043533,0.38628942,0.26693818,0.00028621,0.66556061
-4.93146573,1.25078021,0.38505002,0.22715773,0.00090357,0.13427453,0.36759269,0.28440126,0.00031728,0.64350955
-4.92546273,1.24005861,0.37924488,0.22231631,0.00100008,0.12806408,0.34880731,0.30271742,0.00034964,0.62080725
-4.91945973,1.22972161,0.37378373,0.21719020,0.00110055,0.12185531,0.33008011,0.32181222,0.00038302,0.59762096
-4.91345673,1.21992738,0.36868967,0.21182161,0.00120420,0.11570019,0.31155803,0.34160023,0.00041712,0.57413473
-4.90745373,1.21083892,0.36398237,0.20626071,0.00131018,0.10965066,0.29338642,0.36198566,0.00045161,0.55054842
-4.90145073,1.20262172,0.35967963,0.20056469,0.00141753,0.10375787,0.27570713,0.38286332,0.00048614,0.52707552
-4.89544772,1.19544050,0.35579882,0.19479656,0.00152521,0.09807121,0.25865632,0.40411978,0.00052031,0.50393997
-4.88944472,1.18945505,0.35235803,0.18902337,0.00163216,0.09263737,0.24236219,0.42563469,0.00055375,0.48137207
-4.88344172,1.18481532,0.34937693,0.18331432,0.00173726,0.08749936,0.22694263,0.44728230,0.00058607,0.45960340
-4.87743872,1.18165593,0.34687716,0.17773852,0.00183939,0.08269549,0.21250279,0.46893305,0.00061689,0.43886125
-4.87143572,1.18009037,0.34488228,0.17236273,0.00193746,0.07825851,0.19913297,0.49045519,0.00064584,0.41936241
-4.86543272,1.18020505,0.34341718,0.16724906,0.00203043,0.07421472,0.18690649,0.51171632,0.00067258,0.40130687
-4.85942971,1.18205355,0.34250701,0.16245280,0.00211732,0.07058335,0.17587804,0.53258490,0.00069680,0.38487150
-4.85342671,1.18565112,0.34217550,0.15802039,0.00219725,0.06737597,0.16608226,0.55293149,0.00071825,0.37020396
-4.84742371,1.19096980,0.34244290,0.15398775,0.00226944,0.06459616,0.15753278,0.57262975,0.00073669,0.35741729
-4.84142071,1.19793433,0.34332344,0.15037890,0.00233326,0.06223938,0.15022178,0.59155717,0.00075197,0.34658518
-4.83541771,1.20641895,0.34482263,0.14720507,0.00238820,0.06029301,0.14411993,0.60959539,0.00076398,0.33773828
-4.82941471,1.21624544,0.34693431,0.14446416,0.00243391,0.05873663,0.13917701,0.62663022,0.00077266,0.33086176
-4.82341171,1.22718231,0.34963781,0.14214075,0.00247017,0.05754252,0.13532288,0.64255133,0.00077800,0.32589416
-4.81740870,1.23894556,0.35289533,0.14020656,0.00249693,0.05667630,0.13246912,0.65725161,0.00078006,0.32272771
-4.81140570,1.25120085,0.35664970,0.13862127,0.00251426,0.05609782,0.13051099,0.67062640,0.00077894,0.32121014
-4.80540270,1.26356738,0.36082283,0.13733390,0.00252233,0.05576218,0.12932994,0.68257261,0.00077477,0.32114799
-4.79939970,1.27562339,0.36531481,0.13628439,0.00252145,0.05562082,0.12879645,0.69298799,0.00076774,0.32231133
-4.79339670,1.28691341,0.37000408,0.13540559,0.00251200,0.05562284,0.12877316,0.70177048,0.00075804,0.32443982
-4.78739370,1.29695707,0.37474851,0.13462545,0.00249441,0.05571623,0.12911824,0.70881807,0.00074590,0.32724985
-4.78139070,1.30525950,0.37938765,0.13386933,0.00246918,0.05584923,0.12968889,0.71402910,0.00073156,0.33044261
-4.77538769,1.31132304,0.38374596,0.13306244,0.00243682,0.05597165,0.13034484,0.71730321,0.00071525,0.33371280
-4.76938469,1.31466011,0.38763717,0.13213226,0.00239784,0.05603615,0.13095182,0.71854299,0.00069722,0.33675767
-4.76338169,1.31480669,0.39086936,0.13101084,0.00235276,0.05599937,0.13138480,0.71765637,0.00067768,0.33928606
-4.75737869,1.31133631,0.39325090,0.12963699,0.00230205,0.05582305,0.13153097,0.71455966,0.00065687,0.34102712
-4.75137569,1.30387370,0.39459672,0.12795825,0.00224619,0.05547488,0.13129235,0.70918118,0.00063497,0.34173835
-4.74537269,1.29210793,0.39473478,0.12593250,0.00218559,0.05492926,0.13058791,0.70146540,0.00061218,0.34121277
-4.73936968,1.27580420,0.39351247,0.12352935,0.00212066,0.05416776,0.12935519,0.69137716,0.00058865,0.33928473
-4.73336668,1.25481396,0.39080254,0.12073100,0.00205176,0.05317947,0.12755126,0.67890599,0.00056452,0.33583442
-4.72736368,1.22908268,0.38650827,0.11753283,0.00197925,0.05196103,0.12515318,0.66407001,0.00053994,0.33079064
-4.72136068,1.19865497,0.38056772,0.11394353,0.00190346,0.05051647,0.12215774,0.64691930,0.00051500,0.32413198
-4.71535768,1.16367666,0.37295672,0.10998474,0.00182474,0.04885686,0.11858064,0.62753840,0.00048981,0.31588623
-4.70935468,1.12439366,0.36369052,0.10569044,0.00174342,0.04699968,0.11445511,0.60604767,0.00046447,0.30612819
-4.70335168,1.08114749,0.35282395,0.10110585,0.00165988,0.04496816,0.10983005,0.58260346,0.00043907,0.29497590
-4.69734867,1.03436764,0.34045011,0.09628604,0.00157451,0.04279030,0.10476770,0.55739685,0.00041369,0.28258561
-4.69134567,0.98456097,0.32669768,0.09129439,0.00148773,0.04049792,0.09934111,0.53065098,0.00038843,0.26914564
-4.68534267,0.93229853,0.31172688,0.08620064,0.00140000,0.03812558,0.09363128,0.50261712,0.00036338,0.25486943
-4.67933967,0.87820037,0.29572437,0.08107900,0.00131181,0.03570952,0.08772432,0.47356941,0.00033863,0.23998810
-4.67333667,0.82291886,0.27889732,0.07600606,0.00122366,0.03328650,0.08170855,0.44379870,0.00031428,0.22474285
-4.66733367,0.76712120,0.26146687,0.07105878,0.00113611,0.03089285,0.07567178,0.41360559,0.00029044,0.20937743
-4.66133067,0.71147188,0.24366134,0.06631245,0.00104968,0.02856346,0.06969878,0.38329314,0.00026720,0.19413097
-4.65532766,0.65661565,0.22570946,0.06183886,0.00096493,0.02633094,0.06386904,0.35315935,0.00024467,0.17923148
-4.64932466,0.60316172,0.20783387,0.05770450,0.00088239,0.02422484,0.05825490,0.32349001,0.00022294,0.16489009
-4.64332166,0.55166956,0.19024526,0.05396904,0.00080255,0.02227111,0.05291999,0.29455202,0.00020211,0.15129620
