energy_ev,total_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.90395198,1.97117062,0.61440822,0.44044775,0.26202420,0.45392143,0.02596002,0.08726710,0.04155997,0.76148172
-5.89794897,1.93740634,0.61515903,0.41866254,0.25505234,0.45849986,0.02765709,0.08340304,0.04105201,0.74026471
-5.89194597,1.90182813,0.61438735,0.39683848,0.24764612,0.46291586,0.02933414,0.07943897,0.04063015,0.71773779
-5.88594297,1.86461109,0.61209383,0.37517708,0.23987491,0.46703272,0.03097062,0.07540451,0.04029053,0.69413067
-5.87993997,1.82590440,0.60828723,0.35386045,0.23180933,0.47070705,0.03254550,0.07133033,0.04002571,0.66967004
-5.87393697,1.78582527,0.60298232,0.33304802,0.22351897,0.47379067,0.03403764,0.06724720,0.03982489,0.64457349
-5.86793397,1.74445551,0.59619828,0.31287426,0.21507027,0.47613309,0.03542607,0.06318518,0.03967423,0.61904423
-5.86193097,1.70184074,0.58795783,0.29344731,0.20652478,0.47758443,0.03669037,0.05917287,0.03955731,0.59326715
-5.85592796,1.65799245,0.57828692,0.27484863,0.19793785,0.47799888,0.03781110,0.05523674,0.03945566,0.56740598
-5.84992496,1.61289271,0.56721517,0.25713371,0.18935762,0.47723849,0.03877017,0.05140061,0.03934942,0.54160186
-5.84392196,1.56650116,0.55477688,0.24033351,0.18082467,0.47517716,0.03955125,0.04768525,0.03921800,0.51597310
-5.83791896,1.51876395,0.54101240,0.22445678,0.17237194,0.47170465,0.04014019,0.04410815,0.03904079,0.49061611
-5.83191596,1.46962394,0.52596990,0.20949293,0.16402516,0.46673060,0.04052538,0.04068340,0.03879794,0.46560733
-5.82591296,1.41903165,0.50970720,0.19541532,0.15580365,0.46018810,0.04069810,0.03742174,0.03847104,0.44100588
-5.81990995,1.36695617,0.49229355,0.18218492,0.14772130,0.45203685,0.04065284,0.03433068,0.03804375,0.41685675
-5.81390695,1.31339545,0.47381113,0.16975390,0.13978784,0.44226565,0.04038748,0.03141478,0.03750246,0.39319436
-5.80790395,1.25838538,0.45435620,0.15806929,0.13201018,0.43089412,0.03990346,0.02867591,0.03683671,0.37004610
-5.80190095,1.20200711,0.43403967,0.14707637,0.12439377,0.41797341,0.03920588,0.02611372,0.03603962,0.34743579
-5.79589795,1.14439220,0.41298710,0.13672171,0.11694391,0.40358609,0.03830338,0.02372596,0.03510807,0.32538677
-5.78989495,1.08572547,0.39133801,0.12695587,0.10966691,0.38784487,0.03720807,0.02150894,0.03404281,0.30392461
-5.78389195,1.02624531,0.36924456,0.11773557,0.10257112,0.37089046,0.03593525,0.01945794,0.03284843,0.28307922
-5.77788894,0.96624162,0.34686966,0.10902543,0.09566773,0.35288851,0.03450311,0.01756765,0.03153317,0.26288643
-5.77188594,0.90605157,0.32438450,0.10079919,0.08897129,0.33402572,0.03293227,0.01583248,0.03010856,0.24338903
-5.76588294,0.84605342,0.30196581,0.09304058,0.08250015,0.31450540,0.03124532,0.01424695,0.02858903,0.22463722
-5.75987994,0.78665898,0.27979279,0.08574367,0.07627655,0.29454252,0.02946625,0.01280600,0.02699140,0.20668873
-5.75387694,0.72830512,0.25804403,0.07891307,0.07032666,0.27435863,0.02761989,0.01150524,0.02533426,0.18960854
-5.74787394,0.67144489,0.23689457,0.07256377,0.06468044,0.25417669,0.02573131,0.01034120,0.02363737,0.17346843
-5.74187094,0.61653873,0.21651307,0.06672092,0.05937142,0.23421617,0.02382523,0.00931157,0.02192105,0.15834647
-5.73586793,0.56404637,0.19705958,0.06141945,0.05443645,0.21468848,0.02192552,0.00841535,0.02020554,0.14432644
-5.72986493,0.51441974,0.17868364,0.05670376,0.04991546,0.19579304,0.02005468,0.00765305,0.01851046,0.13149751
-5.72386193,0.46809722,0.16152307,0.05262732,0.04585129,0.17771394,0.01823342,0.00702683,0.01685427,0.11995397
-5.71785893,0.42549947,0.14570334,0.04925240,0.04228947,0.16061751,0.01648034,0.00654061,0.01525391,0.10979527
-5.71185593,0.38702685,0.13133756,0.04664981,0.03927819,0.14465056,0.01481170,0.00620022,0.01372439,0.10112621
-5.70585293,0.35305842,0.11852706,0.04489865,0.03686824,0.12993953,0.01324125,0.00601346,0.01227862,0.09405738
-5.69984992,0.32395225,0.10736247,0.04408603,0.03511302,0.11659040,0.01178021,0.00599020,0.01092725,0.08870563
-5.69384692,0.30004683,0.09792520,0.04430668,0.03406854,0.10468914,0.01043729,0.00614239,0.00967863,0.08519460
-5.68784392,0.28166307,0.09028913,0.04566236,0.03379341,0.09430289,0.00921884,0.00648407,0.00853884,0.08365504
-5.68184092,0.26910657,0.08452253,0.04826106,0.03434869,0.08548138,0.00812899,0.00703128,0.00751182,0.08422497
-5.67583792,0.26266947,0.08068976,0.05221571,0.03579767,0.07825872,0.00716993,0.00780197,0.00659953,0.08704932
-5.66983492,0.26263165,0.07885295,0.05764258,0.03820536,0.07265512,0.00634221,0.00881581,0.00580220,0.09227899
-5.66383192,0.26926058,0.07907318,0.06465899,0.04163782,0.06867872,0.00564496,0.01009386,0.00511851,0.10006931
-5.65782891,0.28280964,0.08141126,0.07338060,0.04616123,0.06632711,0.00507628,0.01165826,0.00454590,0.11057754
-5.65182591,0.30351449,0.08592791,0.08391796,0.05184054,0.06558852,0.00463348,0.01353177,0.00408075,0.12395962
-5.64582291,0.33158748,0.09268326,0.09637261,0.05873799,0.06644273,0.00431334,0.01573718,0.00371870,0.14036593
-5.63981991,0.36720991,0.10173565,0.11083264,0.06691114,0.06886146,0.00411241,0.01829669,0.00345476,0.15993622
-5.63381691,0.41052246,0.11313972,0.12736776,0.07641083,0.07280841,0.00402711,0.02123119,0.00328353,0.18279376
-5.62781391,0.46161397,0.12694381,0.14602432,0.08727877,0.07823882,0.00405396,0.02455947,0.00319934,0.20903882
-5.62181091,0.52050907,0.14318677,0.16682013,0.09954503,0.08509877,0.00418963,0.02829735,0.00319633,0.23874173
-5.61580790,0.58715515,0.16189422,0.18973957,0.11322549,0.09332420,0.00443099,0.03245680,0.00326850,0.27193575
-5.60980490,0.66140944,0.18307440,0.21472915,0.12831924,0.10283987,0.00477511,0.03704506,0.00340977,0.30861001
-5.60380190,0.74302684,0.20671389,0.24169385,0.14480616,0.11355827,0.00521923,0.04206375,0.00361397,0.34870297
-5.59779890,0.83164937,0.23277317,0.27049445,0.16264469,0.12537871,0.00576067,0.04750805,0.00387481,0.39209657
-5.59179590,0.92679793,0.26118238,0.30094623,0.18176990,0.13818670,0.00639671,0.05336595,0.00418587,0.43861151
-5.58579290,1.02786717,0.29183745,0.33281916,0.20209205,0.15185374,0.00712446,0.05961759,0.00454057,0.48800402
-5.57978989,1.13412403,0.32459674,0.36583982,0.22349558,0.16623763,0.00794073,0.06623477,0.00493212,0.53996437
-5.57378689,1.24471063,0.35927846,0.39969525,0.24583877,0.18118338,0.00884187,0.07318062,0.00535354,0.59411733
-5.56778389,1.35865163,0.39565909,0.43403857,0.26895394,0.19652471,0.00982365,0.08040942,0.00579762,0.65002490
-5.56178089,1.47486644,0.43347287,0.46849657,0.29264847,0.21208635,0.01088111,0.08786671,0.00625699,0.70719127
-5.55577789,1.59218621,0.47241265,0.50267889,0.31670642,0.22768680,0.01200851,0.09548959,0.00672411,0.76507014
-5.54977489,1.70937528,0.51213206,0.53618875,0.34089099,0.24314179,0.01319923,0.10320726,0.00719138,0.82307429
-5.54377189,1.82515678,0.55224929,0.56863484,0.36494759,0.25826821,0.01444577,0.11094184,0.00765123,0.88058727
-5.53776888,1.93824164,0.59235232,0.59964387,0.38860773,0.27288839,0.01573977,0.11860942,0.00809621,0.93697694
-5.53176588,2.04736021,0.63200566,0.62887348,0.41159337,0.28683459,0.01707208,0.12612140,0.00851916,0.99161045
-5.52576288,2.15129559,0.67075858,0.65602493,0.43362206,0.29995356,0.01843284,0.13338601,0.00891336,1.04387041
-5.51975988,2.24891741,0.70815457,0.68085491,0.45441235,0.31211098,0.01981168,0.14031011,0.00927267,1.09317158
-5.51375688,2.33921507,0.74374196,0.70318626,0.47368973,0.32319563,0.02119787,0.14680109,0.00959171,1.13897763
-5.50775388,2.42132910,0.77708525,0.72291670,0.49119273,0.33312303,0.02258055,0.15276897,0.00986601,1.18081737
-5.50175088,2.49457938,0.80777701,0.74002540,0.50667913,0.34183848,0.02394894,0.15812857,0.01009218,1.21829984
-5.49574787,2.55848921,0.83544979,0.75457698,0.51993215,0.34931934,0.02529261,0.16280167,0.01026802,1.25112767
-5.48974487,2.61280404,0.85978768,0.76672249,0.53076627,0.35557637,0.02660167,0.16671920,0.01039264,1.27910814
-5.48374187,2.65750384,0.88053697,0.77669737,0.53903274,0.36065411,0.02786701,0.16982324,0.01046656,1.30216141
-5.47773887,2.69280853,0.89751559,0.78481623,0.54462434,0.36463022,0.02908046,0.17206888,0.01049173,1.32032544
-5.47173587,2.71917580,0.91062058,0.79146450,0.54747934,0.36761372,0.03023495,0.17342581,0.01047159,1.33375728
-5.46573287,2.73729089,0.91983341,0.79708720,0.54758440,0.36974220,0.03132459,0.17387954,0.01041101,1.34273042
-5.45972986,2.74804856,0.92522263,0.80217501,0.54497631,0.37117797,0.03234470,0.17343223,0.01031628,1.34762811
-5.45372686,2.75252715,0.92694360,0.80724816,0.53974229,0.37210337,0.03329185,0.17210312,0.01019495,1.34893265
-5.44772386,2.75195555,0.92523505,0.81283846,0.53201897,0.37271516,0.03416375,0.16992833,0.01005579,1.34721080
-5.44172086,2.74767372,0.92041255,0.81947024,0.52198974,0.37321834,0.03495916,0.16696028,0.00990852,1.34309571
-5.43571786,2.74108786,0.91285890,0.82764065,0.50988078,0.37381943,0.03567778,0.16326653,0.00976368,1.33726577
-5.42971486,2.73362182,0.90301169,0.83780013,0.49595549,0.37471948,0.03632002,0.15892806,0.00963236,1.33042114
-5.42371186,2.72666602,0.89134841,0.85033360,0.48050778,0.37610702,0.03688688,0.15403723,0.00952596,1.32325854
-5.41770885,2.72152597,0.87836977,0.86554316,0.46385421,0.37815114,0.03737976,0.14869520,0.00945588,1.31644553
-5.41170585,2.71937211,0.86458167,0.88363296,0.44632530,0.38099499,0.03780023,0.14300918,0.00943322,1.31059483
-5.40570285,2.72119297,0.85047679,0.90469672,0.42825630,0.38474994,0.03814995,0.13708933,0.00946849,1.30624015
-5.39969985,2.72775360,0.83651646,0.92870869,0.40997781,0.38949050,0.03843050,0.13104571,0.00957124,1.30381415
-5.39369685,2.73956109,0.82311364,0.95551819,0.39180642,0.39525045,0.03864331,0.12498511,0.00974978,1.30362982
-5.38769385,2.75683878,0.81061792,0.98484842,0.37403604,0.40202008,0.03878959,0.11900813,0.01001083,1.30586600
-5.38169085,2.77951050,0.79930304,1.01629940,0.35692989,0.40974489,0.03887032,0.11320643,0.01035928,1.31055782
-5.37568784,2.80719587,0.78935784,1.04935543,0.34071377,0.41832578,0.03888625,0.10766039,0.01079788,1.31759265
-5.36968484,2.83921719,0.78088082,1.08339670,0.32557064,0.42762082,0.03883797,0.10243713,0.01132706,1.32671186
-5.36368184,2.87461804,0.77387877,1.11771504,0.31163694,0.43744852,0.03872594,0.09758913,0.01194475,1.33751862
-5.35767884,2.91219327,0.76826963,1.15153318,0.29900047,0.44759263,0.03855057,0.09315332,0.01264628,1.34949131
-5.35167584,2.95052931,0.76388925,1.18402710,0.28770027,0.45780838,0.03831237,0.08915075,0.01342433,1.36200241
-5.34567284,2.98805369,0.76050206,1.21435068,0.27772807,0.46782987,0.03801195,0.08558688,0.01426901,1.37434202
-5.33966983,3.02309179,0.75781487,1.24166185,0.26903155,0.47737846,0.03765019,0.08245229,0.01516801,1.38574509
-5.33366683,3.05392870,0.75549346,1.26514919,0.26151901,0.48617191,0.03722828,0.07972405,0.01610676,1.39542136
-5.32766383,3.07887391,0.75318091,1.28405828,0.25506538,0.49393388,0.03674783,0.07736730,0.01706880,1.40258670
-5.32166083,3.09632593,0.75051705,1.29771643,0.24951912,0.50040353,0.03621092,0.07533736,0.01803614,1.40649450
-5.31565783,3.10483454,0.74715788,1.30555516,0.24470988,0.50534480,0.03562023,0.07358198,0.01898973,1.40646594
-5.30965483,3.10315781,0.74279433,1.30712933,0.24045643,0.50855501,0.03497903,0.07204372,0.01991000,1.40191755
-5.30365183,3.09031177,0.73716917,1.30213228,0.23657465,0.50987247,0.03429131,0.07066248,0.02077740,1.39238521
-5.29764882,3.06561040,0.73009157,1.29040627,0.23288512,0.50918283,0.03356179,0.06937788,0.02157302,1.37754334
-5.29164582,3.02869449,0.72144845,1.27194795,0.22922017,0.50642376,0.03279602,0.06813154,0.02227914,1.35721857
-5.28564282,2.97954815,0.71121218,1.24690851,0.22542996,0.50158792,0.03200036,0.06686913,0.02287986,1.33139742
-5.27963982,2.91850231,0.69944422,1.21558863,0.22138755,0.49472391,0.03118205,0.06554216,0.02336156,1.30022764
-5.27363682,2.84622514,0.68629471,1.17842854,0.21699266,0.48593534,0.03034916,0.06410940,0.02371337,1.26401332
-5.26763382,2.76370002,0.67199777,1.13599348,0.21217413,0.47537778,0.02951059,0.06253793,0.02392755,1.22320401
-5.26163082,2.67219197,0.65686299,1.08895541,0.20689096,0.46325393,0.02867597,0.06080384,0.02399972,1.17837862
-5.25562781,2.57320418,0.64126335,1.03807169,0.20113206,0.44980707,0.02785553,0.05889249,0.02392900,1.13022463
-5.24962481,2.46842657,0.62562015,0.98416167,0.19491472,0.43531296,0.02705994,0.05679842,0.02371802,1.07951390
-5.24362181,2.35967853,0.61038563,0.92808216,0.18828199,0.42007070,0.02630006,0.05452498,0.02337280,1.02707601
-5.23761881,2.24884851,0.59602407,0.87070291,0.18129911,0.40439273,0.02558667,0.05208356,0.02290251,0.97377037
-5.23161581,2.13783271,0.58299216,0.81288286,0.17404923,0.38859445,0.02493014,0.04949264,0.02231914,0.92045840
-5.22561281,2.02847566,0.57171957,0.75544826,0.16662871,0.37298385,0.02434006,0.04677669,0.02163702,0.86797683
-5.21960980,1.92251488,0.56259049,0.69917338,0.15914208,0.35785156,0.02382488,0.04396490,0.02087238,0.81711324
-5.21360680,1.82153181,0.55592702,0.64476430,0.15169716,0.34346174,0.02339149,0.04108989,0.02004276,0.76858477
-5.20760380,1.72691085,0.55197518,0.59284652,0.14440030,0.33004409,0.02304490,0.03818641,0.01916644,0.72302081
-5.20160080,1.63980789,0.55089404,0.54395632,0.13735214,0.31778739,0.02278786,0.03529011,0.01826192,0.68095010
-5.19559780,1.56112933,0.55274870,0.49853627,0.13064402,0.30683479,0.02262065,0.03243646,0.01734734,0.64279268
-5.18959480,1.49152208,0.55750718,0.45693451,0.12435508,0.29728097,0.02254089,0.02965980,0.01644009,0.60885677
-5.18359180,1.43137457,0.56504165,0.41940780,0.11855030,0.28917129,0.02254343,0.02699251,0.01555638,0.57934047
-5.17758879,1.38082833,0.57513389,0.38612764,0.11327940,0.28250300,0.02262046,0.02446452,0.01471095,0.55433795
-5.17158579,1.33979915,0.58748471,0.35718917,0.10857665,0.27722830,0.02276160,0.02210283,0.01391690,0.53384963
-5.16558279,1.30800667,0.60172713,0.33262209,0.10446156,0.27325924,0.02295427,0.01993143,0.01318555,0.51779573
-5.15957979,1.28501063,0.61744252,0.31240296,0.10094028,0.27047408,0.02318402,0.01797120,0.01252651,0.50603228
-5.15357679,1.27025181,0.63417926,0.29646812,0.09800775,0.26872487,0.02343512,0.01624012,0.01194768,0.49836885
-5.14757379,1.26309571,0.65147281,0.28472657,0.09565021,0.26784590,0.02369110,0.01475349,0.01145551,0.49458690
-5.14157079,1.26287662,0.66886651,0.27707212,0.09384816,0.26766259,0.02393548,0.01352430,0.01105513,0.49445793
-5.13556778,1.26893989,0.68593186,0.27339416,0.09257934,0.26800039,0.02415242,0.01256360,0.01075066,0.49776034
-5.12956478,1.28068030,0.70228758,0.27358655,0.09182172,0.26869339,0.02432745,0.01188090,0.01054543,0.50429424
-5.12356178,1.29757464,0.71761616,0.27755420,0.09155624,0.26959200,0.02444814,0.01148453,0.01044226,0.51389337
-5.11755878,1.31920670,0.73167740,0.28521700,0.09176911,0.27056965,0.02450467,0.01138195,0.01044365,0.52643356
-5.11155578,1.34528365,0.74431798,0.29651099,0.09245357,0.27152795,0.02449038,0.01157990,0.01055195,0.54183715
-5.10555278,1.37564273,0.75547654,0.31138663,0.09361104,0.27240028,0.02440214,0.01208451,0.01076948,0.56007326
-5.09954977,1.41024804,0.76518412,0.32980442,0.09525140,0.27315345,0.02424059,0.01290124,0.01109851,0.58115369
-5.09354677,1.44917753,0.77355973,0.35172805,0.09739260,0.27378768,0.02401021,0.01403465,0.01154127,0.60512473
-5.08754377,1.49260090,0.78080122,0.37711551,0.10005946,0.27433456,0.02371927,0.01548805,0.01209973,0.63205528
-5.08154077,1.54074954,0.78717199,0.40590857,0.10328168,0.27485349,0.02337956,0.01726307,0.01277549,0.66202173
-5.07553777,1.59388019,0.79298407,0.43802146,0.10709127,0.27542658,0.02300601,0.01935902,0.01356940,0.69509060
-5.06953477,1.65223421,0.79857842,0.47332924,0.11151947,0.27615232,0.02261617,0.02177229,0.01448135,0.73129968
-5.06353177,1.71599488,0.80430359,0.51165667,0.11659321,0.27713849,0.02222951,0.02449554,0.01550987,0.77063893
-5.05752876,1.78524507,0.81049362,0.55276837,0.12233149,0.27849454,0.02186674,0.02751709,0.01665178,0.81303206
-5.05152576,1.85992773,0.81744656,0.59636090,0.12874176,0.28032398,0.02154899,0.03082016,0.01790191,0.85832003
-5.04552276,1.93981177,0.82540455,0.64205741,0.13581648,0.28271708,0.02129701,0.03438234,0.01925282,0.90624755
-5.03951976,2.02446528,0.83453667,0.68940557,0.14353018,0.28574427,0.02113034,0.03817509,0.02069456,0.95645346
-5.03351676,2.11323818,0.84492535,0.73787886,0.15183706,0.28945065,0.02106661,0.04216348,0.02221460,1.00846583
-5.02751376,2.20525543,0.85655716,0.78688181,0.16066949,0.29385188,0.02112086,0.04630617,0.02379780,1.06170235
-5.02151076,2.29942191,0.86931848,0.83575895,0.16993730,0.29893153,0.02130496,0.05055554,0.02542654,1.11547630
-5.01550775,2.39443911,0.88299621,0.88380751,0.17952823,0.30464025,0.02162724,0.05485821,0.02708093,1.16900815
-5.00950475,2.48883336,0.89728365,0.93029346,0.18930931,0.31089658,0.02209224,0.05915577,0.02873921,1.22144256
-5.00350175,2.58099462,0.91179114,0.97447027,0.19912938,0.31758959,0.02270061,0.06338577,0.03037820,1.27187012
-4.99749875,2.66922442,0.92606110,1.01559981,0.20882262,0.32458295,0.02344926,0.06748306,0.03197393,1.31935322
-4.99149575,2.75179087,0.93958658,1.05297454,0.21821288,0.33172059,0.02433161,0.07138121,0.03350224,1.36295478
-4.98549275,2.82698839,0.95183248,1.08593992,0.22711881,0.33883334,0.02533810,0.07501426,0.03493958,1.40176879
-4.97948974,2.89319957,0.96225848,1.11391621,0.23535948,0.34574642,0.02645678,0.07831845,0.03626375,1.43495126
-4.97348674,2.94895615,0.97034243,1.13641860,0.24276032,0.35228748,0.02767407,0.08123409,0.03745465,1.46175013
-4.96748374,2.99299654,0.97560323,1.15307477,0.24915906,0.35829462,0.02897564,0.08370734,0.03849503,1.48153294
-4.96148074,3.02431703,0.97762203,1.16363901,0.25441144,0.36362418,0.03034731,0.08569192,0.03937115,1.49381082
-4.95547774,3.04221443,0.97606087,1.16800223,0.25839644,0.36815785,0.03177597,0.08715066,0.04007334,1.49825772
-4.94947474,3.04631792,0.97067783,1.16619742,0.26102078,0.37180880,0.03325051,0.08805669,0.04059647,1.49472406
-4.94347174,3.03660884,0.96133815,1.15840011,0.26222245,0.37452644,0.03476264,0.08839449,0.04094023,1.48324413
-4.93746873,3.01342724,0.94802083,1.14492395,0.26197315,0.37629975,0.03630757,0.08816039,0.04110926,1.46403682
-4.93146573,2.97746493,0.93082048,1.12621135,0.26027947,0.37715880,0.03788456,0.08736285,0.04111311,1.43749977
-4.92546273,2.92974520,0.90994451,1.10281969,0.25718283,0.37717447,0.03949722,0.08602219,0.04096603,1.40419706
-4.91945973,2.87159017,0.88570581,1.07540363,0.25275806,0.37645637,0.04115355,0.08417003,0.04068657,1.36484116
-4.91345673,2.80457692,0.85851135,1.04469414,0.24711081,0.37514891,0.04286577,0.08184829,0.04029701,1.32026983
-4.90745373,2.73048454,0.82884741,1.01147525,0.24037384,0.37342582,0.04464980,0.07910787,0.03982263,1.27141901
-4.90145073,2.65123402,0.79726205,0.97655933,0.23270238,0.37148310,0.04652451,0.07600706,0.03929097,1.21929289
-4.89544772,2.56882373,0.76434567,0.94076192,0.22426871,0.36953097,0.04851073,0.07260971,0.03873080,1.16493238
-4.88944472,2.48526295,0.73071059,0.90487715,0.21525636,0.36778490,0.05062994,0.06898331,0.03817124,1.10938341
-4.88344172,2.40250621,0.69697054,0.86965452,0.20585397,0.36645624,0.05290293,0.06519697,0.03764072,1.05366605
-4.87743872,2.32239100,0.66372077,0.83577810,0.19624927,0.36574277,0.05534822,0.06131945,0.03716598,0.99874597
-4.87143572,2.24658127,0.63151982,0.80384861,0.18662326,0.36581969,0.05798049,0.05741732,0.03677124,0.94550895
-4.86543272,2.17651883,0.60087337,0.77436922,0.17714502,0.36683130,0.06080908,0.05355319,0.03647726,0.89473959
-4.85942971,2.11338422,0.57222094,0.74773527,0.16796707,0.36888389,0.06383655,0.04978432,0.03630071,0.84710461
-4.85342671,2.05806869,0.54592567,0.72422837,0.15922176,0.37204004,0.06705747,0.04616141,0.03625360,0.80314143
-4.84742371,2.01115774,0.52226766,0.70401469,0.15101853,0.37631479,0.07045747,0.04272771,0.03634287,0.76325200
-4.84142071,1.97292684,0.50144077,0.68714760,0.14344224,0.38167360,0.07401269,0.03951847,0.03657025,0.72770200
-4.83541771,1.94334904,0.48355292,0.67357424,0.13655258,0.38803249,0.07768954,0.03656075,0.03693221,0.69662512
-4.82941471,1.92211385,0.46862985,0.66314566,0.13038453,0.39526028,0.08144499,0.03387348,0.03742020,0.67003195
-4.82341171,1.90865644,0.45662171,0.65563002,0.12494968,0.40318279,0.08522725,0.03146789,0.03802102,0.64782298
-4.81740870,1.90219555,0.44741242,0.65072822,0.12023851,0.41158895,0.08897689,0.02934812,0.03871741,0.62980485
-4.81140570,1.90177854,0.44083104,0.64809124,0.11622328,0.42023858,0.09262844,0.02751212,0.03948872,0.61570905
-4.80540270,1.90633138,0.43666472,0.64733855,0.11286151,0.42887144,0.09611227,0.02595264,0.04031175,0.60521235
-4.79939970,1.91471160,0.43467256,0.64807663,0.11009983,0.43721725,0.09935680,0.02465844,0.04116169,0.59795768
-4.79339670,1.92576193,0.43459981,0.64991716,0.10787797,0.44500618,0.10229096,0.02361544,0.04201304,0.59357502
-4.78739370,1.93836229,0.43619181,0.65249389,0.10613278,0.45197948,0.10484664,0.02280797,0.04284056,0.59170100
-4.78139070,1.95147829,0.43920701,0.65547776,0.10480212,0.45789966,0.10696122,0.02221999,0.04362022,0.59199678
-4.77538769,1.96420409,0.44342864,0.65858965,0.10382837,0.46255985,0.10857994,0.02183615,0.04432999,0.59416336
-4.76938469,1.97579816,0.44867454,0.66161029,0.10316157,0.46579196,0.10965806,0.02164286,0.04495062,0.59795381
-4.76338169,1.98571061,0.45480481,0.66438712,0.10276194,0.46747326,0.11016265,0.02162909,0.04546616,0.60318203
-4.75737869,1.99360109,0.46172694,0.66683787,0.10260180,0.46753109,0.11007402,0.02178712,0.04586438,0.60972784
-4.75137569,1.99934693,0.46939834,0.66895077,0.10266685,0.46594566,0.10938663,0.02211304,0.04613704,0.61753828
-4.74537269,2.00304133,0.47782619,0.67078159,0.10295668,0.46275057,0.10810952,0.02260707,0.04627987,0.62662518
-4.73936968,2.00498201,0.48706468,0.67244775,0.10348460,0.45803144,0.10626618,0.02327375,0.04629250,0.63705929
-4.73336668,2.00565113,0.49720980,0.67411976,0.10427689,0.45192236,0.10389391,0.02412183,0.04617809,0.64896140
-4.72736368,2.00568760,0.50839196,0.67601050,0.10537129,0.44460070,0.10104269,0.02516412,0.04594294,0.66249076
-4.72136068,2.00585310,0.52076681,0.67836299,0.10681509,0.43628024,0.09777360,0.02641704,0.04559590,0.67783162
-4.71535768,2.00699361,0.53450473,0.68143698,0.10866271,0.42720323,0.09415689,0.02790008,0.04514774,0.69517847
-4.70935468,2.00999816,0.54977933,0.68549530,0.11097288,0.41763150,0.09026978,0.02963514,0.04461049,0.71472063
-4.70335168,2.01575652,0.56675572,0.69079031,0.11380567,0.40783713,0.08619402,0.03164568,0.04399675,0.73662700
-4.69734867,2.02511783,0.58557882,0.69755114,0.11721931,0.39809307,0.08201347,0.03395581,0.04331905,0.76103153
-4.69134567,2.03885159,0.60636234,0.70597220,0.12126700,0.38866402,0.07781156,0.03658930,0.04258930,0.78802023
-4.68534267,2.05761256,0.62917893,0.71620345,0.12599375,0.37979789,0.07366893,0.03956846,0.04181833,0.81762001
-4.67933967,2.08191085,0.65405176,0.72834258,0.13143349,0.37171819,0.06966123,0.04291300,0.04101549,0.84978998
-4.67333667,2.11208786,0.68094806,0.74242950,0.13760634,0.36461751,0.06585716,0.04663894,0.04018847,0.88441541
-4.66733367,2.14829889,0.70977457,0.75844311,0.14451630,0.35865226,0.06231677,0.05075736,0.03934319,0.92130453
-4.66133067,2.19050258,0.74037542,0.77630031,0.15214930,0.35393873,0.05909016,0.05527334,0.03848382,0.96018836
-4.65532766,2.23845713,0.77253208,0.79585724,0.16047185,0.35055065,0.05621647,0.06018484,0.03761294,1.00072324
-4.64932466,2.29172310,0.80596568,0.81691247,0.16943009,0.34851798,0.05372327,0.06548173,0.03673174,1.04249610
-4.64332166,2.34967220,0.84034130,0.83921182,0.17894957,0.34782711,0.05162629,0.07114496,0.03584034,1.08503205
