energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.76588294,3.08258170,0.25252949,0.00671393,0.02862340,1.44720556,1.46005345,0.95221175
-5.75987994,3.20411847,0.25778374,0.00715986,0.03007290,1.51221612,1.47209499,1.00944008
-5.75387694,3.32319994,0.26264046,0.00760143,0.03152923,1.57687243,1.48125974,1.06690012
-5.74787394,3.43937785,0.26706978,0.00803372,0.03298236,1.64114263,1.48793688,1.12437687
-5.74187094,3.55232755,0.27103686,0.00845172,0.03442129,1.70512089,1.49260723,1.18173419
-5.73586793,3.66187582,0.27450262,0.00885042,0.03583435,1.76904388,1.49584679,1.23892929
-5.72986493,3.76802801,0.27742503,0.00922496,0.03720938,1.83330480,1.49832897,1.29602565
-5.72386193,3.87099262,0.27976074,0.00957071,0.03853415,1.89846353,1.50082485,1.35320359
-5.71785893,3.97120116,0.28146720,0.00988342,0.03979663,1.96525163,1.50420049,1.41076736
-5.71185593,4.06932111,0.28250490,0.01015932,0.04098543,2.03457077,1.50941056,1.46914782
-5.70585293,4.16625990,0.28283983,0.01039525,0.04209015,2.10748342,1.51748751,1.52889995
-5.69984992,4.26315816,0.28244595,0.01058874,0.04310176,2.18519498,1.52952580,1.59069433
-5.69384692,4.36137092,0.28130739,0.01073814,0.04401290,2.26902663,1.54666078,1.65530215
-5.68784392,4.46243572,0.27942055,0.01084260,0.04481818,2.36037886,1.57004232,1.72357352
-5.68184092,4.56802757,0.27679569,0.01090219,0.04551438,2.46068581,1.60080331,1.79640919
-5.67583792,4.67990108,0.27345808,0.01091786,0.04610057,2.57136136,1.64002376,1.87472600
-5.66983492,4.79982110,0.26944856,0.01089142,0.04657813,2.69373824,1.68869150,1.95941691
-5.66383192,4.92948387,0.26482348,0.01082552,0.04695071,2.82900210,1.74766056,2.05130687
-5.65782891,5.07043139,0.25965405,0.01072355,0.04722409,2.97812283,1.81760910,2.15110583
-5.65182591,5.22396253,0.25402496,0.01058954,0.04740592,3.14178612,1.89899845,2.25936102
-5.64582291,5.39104487,0.24803252,0.01042801,0.04750546,3.32032824,1.99203533,2.37641050
-5.63981991,5.57223157,0.24178221,0.01024386,0.04753316,3.51367754,2.09663934,2.50234015
-5.63381691,5.76758781,0.23538580,0.01004216,0.04750028,3.72130595,2.21241747,2.63694677
-5.62781391,5.97663128,0.22895817,0.00982801,0.04741851,3.94219370,2.33864777,2.77970927
-5.62181091,6.19829073,0.22261396,0.00960639,0.04729945,4.17481031,2.47427337,2.92977023
-5.61580790,6.43088604,0.21646406,0.00938194,0.04715428,4.41711386,2.61790831,3.08592968
-5.60980490,6.67213251,0.21061229,0.00915887,0.04699334,4.66657045,2.76785571,3.24665210
-5.60380190,6.91917074,0.20515220,0.00894083,0.04682585,4.92019436,2.92213840,3.41008780
-5.59779890,7.16862252,0.20016419,0.00873077,0.04665959,5.17460873,3.07854167,3.57410834
-5.59179590,7.41667173,0.19571311,0.00853093,0.04650075,5.42612536,3.23466687,3.73635561
-5.58579290,7.65916764,0.19184637,0.00834278,0.04635383,5.67084130,3.38799436,3.89430307
-5.57978989,7.89174725,0.18859257,0.00816700,0.04622153,5.90474881,3.53595347,4.04532704
-5.57378689,8.10997167,0.18596087,0.00800359,0.04610485,6.12385458,3.67599677,4.18678543
-5.56778389,8.30947085,0.18394094,0.00785185,0.04600317,6.32430314,3.80567579,4.31610064
-5.56178089,8.48609051,0.18250360,0.00771053,0.04591438,6.50249940,3.92271482,4.43084306
-5.55577789,8.63603441,0.18160210,0.00757794,0.04583510,6.65522476,4.02507984,4.52881159
-5.54977489,8.75599568,0.18117398,0.00745207,0.04576090,6.77974162,4.11103927,4.60810746
-5.54377189,8.84327100,0.18114339,0.00733071,0.04568660,6.87388149,4.17921417,4.66719793
-5.53776888,8.89585247,0.18142397,0.00721164,0.04560651,6.93611259,4.22861545,4.70496711
-5.53176588,8.91249294,0.18192188,0.00709270,0.04551472,6.96558416,4.25866669,4.72075134
-5.52576288,8.89274198,0.18253918,0.00697197,0.04540541,6.96214516,4.26921161,4.71435784
-5.51975988,8.83695120,0.18317722,0.00684782,0.04527303,6.92633724,4.26050614,4.68606573
-5.51375688,8.74624908,0.18373999,0.00671902,0.04511265,6.85936218,4.23319577,4.63660969
-5.50775388,8.62248711,0.18413734,0.00658477,0.04492004,6.76302620,4.18827955,4.56714720
-5.50175088,8.46816032,0.18428787,0.00644472,0.04469196,6.63966382,4.12706286,4.47921136
-5.49574787,8.28630662,0.18412144,0.00629901,0.04442620,6.49204557,4.05110136,4.37465154
-5.48974487,8.08039024,0.18358119,0.00614818,0.04412171,6.32327419,3.96213927,4.25556518
-5.48374187,7.85417515,0.18262505,0.00599315,0.04377863,6.13667437,3.86204494,4.12422388
-5.47773887,7.61159472,0.18122662,0.00583515,0.04339829,5.93568151,3.75274690,3.98299742
-5.47173587,7.35662374,0.17937549,0.00567562,0.04298314,5.72373436,3.63617344,3.83427923
-5.46573287,7.09315855,0.17707689,0.00551614,0.04253671,5.50417644,3.51419824,3.68041639
-5.45972986,6.82491031,0.17435093,0.00535832,0.04206345,5.28016994,3.38859443,3.52364723
-5.45372686,6.55531558,0.17123127,0.00520371,0.04156859,5.05462549,3.26099859,3.36604860
-5.44772386,6.28746709,0.16776338,0.00505373,0.04105802,4.83014959,3.13288559,3.20949467
-5.44172086,6.02406653,0.16400260,0.00490959,0.04053808,4.60901090,3.00555490,3.05562802
-5.43571786,5.76739982,0.16001196,0.00477224,0.04001545,4.39312534,2.88012761,2.90584356
-5.42971486,5.51933408,0.15585989,0.00464234,0.03949696,4.18405874,2.75755364,2.76128458
-5.42371186,5.28133435,0.15161803,0.00452025,0.03898949,3.98304535,2.63862729,2.62285010
-5.41770885,5.05449724,0.14735910,0.00440602,0.03849985,3.79101931,2.52400959,2.49121182
-5.41170585,4.83959793,0.14315495,0.00429942,0.03803471,3.60865604,2.41425500,2.36683883
-5.40570285,4.63714622,0.13907484,0.00419999,0.03760055,3.43641981,2.30984033,2.25002781
-5.39969985,4.44744731,0.13518402,0.00410706,0.03720357,3.27461414,2.21119357,2.14093629
-5.39369685,4.27066300,0.13154246,0.00401984,0.03684971,3.12343124,2.11872028,2.03961681
-5.38769385,4.10686902,0.12820393,0.00393748,0.03654457,2.98299759,2.03282594,1.94604960
-5.38169085,3.95610495,0.12521521,0.00385910,0.03629337,2.85341265,1.95393230,1.86017197
-5.37568784,3.81841383,0.12261551,0.00378387,0.03610086,2.73477890,1.88248705,1.78190289
-5.36968484,3.69386931,0.12043596,0.00371106,0.03597120,2.62722154,1.81896573,1.71116141
-5.36368184,3.58258911,0.11869926,0.00364005,0.03590783,2.53089742,1.76386615,1.64787851
-5.35767884,3.48473468,0.11741931,0.00357039,0.03591325,2.44599308,1.71769533,1.59200193
-5.35167584,3.40049768,0.11660094,0.00350180,0.03598880,2.37271281,1.68094995,1.54349448
-5.34567284,3.33007493,0.11623956,0.00343414,0.03613443,2.31125800,1.65409154,1.50232629
-5.33966983,3.27363406,0.11632103,0.00336742,0.03634839,2.26179979,1.63751771,1.46846222
-5.33366683,3.23127280,0.11682140,0.00330178,0.03662704,2.22444706,1.63153143,1.44184560
-5.32766383,3.20297512,0.11770698,0.00323742,0.03696455,2.19921254,1.63631005,1.42237997
-5.32166083,3.18856766,0.11893444,0.00317462,0.03735280,2.18597924,1.65187600,1.40991020
-5.31565783,3.18767985,0.12045117,0.00311364,0.03778126,2.18446997,1.67807100,1.40420478
-5.30965483,3.19971078,0.12219598,0.00305471,0.03823698,2.19422204,1.71453544,1.40494056
-5.30365183,3.22380556,0.12410004,0.00299801,0.03870478,2.21456902,1.76069433,1.41169136
-5.29764882,3.25884324,0.12608821,0.00294361,0.03916741,2.24463124,1.81575094,1.42392134
-5.29164582,3.30343772,0.12808068,0.00289148,0.03960599,2.28331580,1.87868882,1.44098396
-5.28564282,3.35595224,0.12999495,0.00284150,0.04000045,2.32932671,1.94828260,1.46212677
-5.27963982,3.41452728,0.13174804,0.00279339,0.04033019,2.38118495,2.02311749,1.48650208
-5.27363682,3.47712092,0.13325897,0.00274684,0.04057467,2.43725781,2.10161703,1.51318322
-5.26763382,3.54156005,0.13445125,0.00270140,0.04071420,2.49579645,2.18207815,1.54118558
-5.26163082,3.60560009,0.13525544,0.00265664,0.04073067,2.55498008,2.26271242,1.56949164
-5.25562781,3.66699050,0.13561154,0.00261208,0.04060821,2.61296485,2.34169203,1.59707875
-5.24962481,3.72354309,0.13547116,0.00256729,0.04033395,2.66793539,2.41719857,1.62294834
-5.24362181,3.77319989,0.13479941,0.00252187,0.03989851,2.71815662,2.48747297,1.64615526
-5.23761881,3.81409743,0.13357622,0.00247555,0.03929645,2.76202376,2.55086443,1.66583578
-5.23161581,3.84462457,0.13179732,0.00242815,0.03852662,2.79810823,2.60587654,1.68123300
-5.22561281,3.86347114,0.12947452,0.00237963,0.03759224,2.82519754,2.65120865,1.69171854
-5.21960980,3.86966548,0.12663550,0.00233009,0.03650088,2.84232750,2.68579087,1.69680947
-5.21360680,3.86259916,0.12332303,0.00227978,0.03526428,2.84880556,2.70881134,1.69617990
-5.20760380,3.84203824,0.11959367,0.00222907,0.03389794,2.84422432,2.71973471,1.68966669
-5.20160080,3.80812064,0.11551598,0.00217846,0.03242071,2.82846495,2.71831120,1.67726923
-5.19559780,3.76134039,0.11116845,0.00212852,0.03085412,2.80169061,2.70457595,1.65914347
-5.18959480,3.70251960,0.10663703,0.00207992,0.02922170,2.76433040,2.67883901,1.63559062
-5.18359180,3.63277001,0.10201264,0.00203332,0.02754833,2.71705491,2.64166647,1.60704120
-5.17758879,3.55344617,0.09738853,0.00198940,0.02585938,2.66074482,2.59385385,1.57403543
-5.17158579,3.46609265,0.09285773,0.00194880,0.02418010,2.59645398,2.53639311,1.53720098
-5.16558279,3.37238794,0.08851065,0.00191210,0.02253488,2.52536912,2.47043489,1.49722918
-5.15957979,3.27408772,0.08443289,0.00187980,0.02094665,2.44876801,2.39724789,1.45485092
-5.15357679,3.17296997,0.08070338,0.00185230,0.01943639,2.36797788,2.31817707,1.41081339
-5.14757379,3.07078438,0.07739276,0.00182989,0.01802270,2.28433627,2.23460278,1.36585866
-5.14157079,2.96920790,0.07456223,0.00181276,0.01672149,2.19915553,2.14790236,1.32070499
-5.13556778,2.86980824,0.07226265,0.00180101,0.01554583,2.11369260,2.05941583,1.27603154
-5.12956478,2.77401619,0.07053410,0.00179466,0.01450579,2.02912492,1.97041682,1.23246709
-5.12356178,2.68310743,0.06940567,0.00179368,0.01360853,1.94653304,1.88208966,1.19058280
-5.11755878,2.59819407,0.06889564,0.00179803,0.01285839,1.86689027,1.79551318,1.15088919
-5.11155578,2.52022526,0.06901183,0.00180767,0.01225705,1.79105904,1.71165123,1.11383700
-5.10555278,2.44999629,0.06975225,0.00182265,0.01180380,1.71979343,1.63134976,1.07982155
-5.09954977,2.38816479,0.07110593,0.00184311,0.01149586,1.65374722,1.55533987,1.04919003
-5.09354677,2.33527277,0.07305385,0.00186932,0.01132873,1.59348602,1.48424587,1.02225091
-5.08754377,2.29177263,0.07556998,0.00190176,0.01129654,1.53950252,1.41859749,0.99928467
-5.08154077,2.25805551,0.07862246,0.00194111,0.01139247,1.49223338,1.35884478,0.98055511
-5.07553777,2.23448004,0.08217479,0.00198832,0.01160911,1.45207628,1.30537461,0.96632020
-5.06953477,2.22139990,0.08618694,0.00204459,0.01193893,1.41940600,1.25852745,0.95684177
-5.06353177,2.21918829,0.09061658,0.00211142,0.01237458,1.39458819,1.21861321,0.95239333
-5.05752876,2.22825808,0.09542017,0.00219061,0.01290928,1.37798987,1.18592513,0.95326533
-5.05152576,2.24907613,0.10055399,0.00228423,0.01353714,1.36998581,1.16075080,0.95976736
-5.04552276,2.28217086,0.10597500,0.00239463,0.01425342,1.37096023,1.14337967,0.97222701
-5.03951976,2.32813228,0.11164164,0.00252439,0.01505476,1.38130361,1.13410654,0.99098525
-5.03351676,2.38760392,0.11751441,0.00267629,0.01593930,1.40140440,1.13323086,1.01638813
-5.02751376,2.46126667,0.12355620,0.00285324,0.01690676,1.43163608,1.14105175,1.04877517
-5.02151076,2.54981452,0.12973250,0.00305821,0.01795842,1.47233988,1.15785906,1.08846472
-5.01550775,2.65392284,0.13601132,0.00329414,0.01909702,1.52380400,1.18392074,1.13573663
-5.00950475,2.77421014,0.14236294,0.00356386,0.02032651,1.58624022,1.21946721,1.19081313
-5.00350175,2.91119441,0.14875942,0.00386993,0.02165179,1.65975895,1.26467337,1.25383846
-4.99749875,3.06524573,0.15517401,0.00421459,0.02307828,1.74434412,1.31963919,1.32485827
-4.99149575,3.23653710,0.16158041,0.00459959,0.02461149,1.83982898,1.38436966,1.40379974
-4.98549275,3.42499555,0.16795196,0.00502604,0.02625647,1.94587436,1.45875526,1.49045338
-4.97948974,3.63025607,0.17426094,0.00549436,0.02801723,2.06195068,1.54255387,1.58445767
-4.97348674,3.85162067,0.18047783,0.00600409,0.02989620,2.18732483,1.63537513,1.68528731
-4.96748374,4.08802522,0.18657080,0.00655382,0.03189361,2.32105315,1.73666824,1.79224629
-4.96148074,4.33801633,0.19250546,0.00714111,0.03400704,2.46198131,1.84571400,1.90446619
-4.95547774,4.59974044,0.19824479,0.00776240,0.03623092,2.60875173,1.96162187,2.02091061
-4.94947474,4.87094673,0.20374942,0.00841304,0.03855624,2.75981881,2.08333259,2.14038584
-4.94347174,5.14900516,0.20897829,0.00908723,0.04097033,2.91347196,2.20962661,2.26155792
-4.93746873,5.43093999,0.21388955,0.00977813,0.04345684,3.06786600,2.33913864,2.38297598
-4.93146573,5.71347882,0.21844175,0.01047790,0.04599587,3.22105808,2.47037800,2.50310105
-4.92546273,5.99311595,0.22259531,0.01117788,0.04856422,3.37105006,2.60175437,2.62033981
-4.91945973,6.26618857,0.22631408,0.01186872,0.05113592,3.51583481,2.73160840,2.73308199
-4.91345673,6.52896314,0.22956702,0.01254064,0.05368281,3.65344486,2.85824612,2.83974018
-4.90745373,6.77772899,0.23232972,0.01318361,0.05617530,3.78200127,2.97997616,2.93879046
-4.90145073,7.00889549,0.23458589,0.01378769,0.05858324,3.89976107,3.09514829,3.02881234
-4.89544772,7.21908892,0.23632851,0.01434324,0.06087681,4.00516113,3.20219212,3.10852633
-4.88944472,7.40524491,0.23756065,0.01484124,0.06302750,4.09685659,3.29965430,3.17682755
-4.88344172,7.56469265,0.23829585,0.01527355,0.06500898,4.17375251,3.38623292,3.23281407
-4.87743872,7.69522695,0.23855802,0.01563317,0.06679803,4.23502717,3.46080764,3.27580863
-4.87143572,7.79516538,0.23838086,0.01591445,0.06837521,4.28014624,3.52246464,3.30537308
-4.86543272,7.86338766,0.23780670,0.01611325,0.06972558,4.30886739,3.57051504,3.32131473
-4.85942971,7.89935600,0.23688498,0.01622710,0.07083906,4.32123520,3.60450658,3.32368468
-4.85342671,7.90311549,0.23567022,0.01625523,0.07171077,4.31756688,3.62422789,3.31276813
-4.84742371,7.87527506,0.23421978,0.01619861,0.07234109,4.29842963,3.62970542,3.28906746
-4.84142071,7.81696994,0.23259133,0.01605985,0.07273553,4.26461098,3.62119347,3.25327876
-4.83541771,7.72980812,0.23084026,0.01584311,0.07290446,4.21708352,3.59915782,3.20626325
-4.82941471,7.61580339,0.22901725,0.01555397,0.07286266,4.15696595,3.56425396,3.14901484
-4.82341171,7.47729852,0.22716588,0.01519913,0.07262871,4.08548228,3.51730109,3.08262544
-4.81740870,7.31688253,0.22532066,0.01478625,0.07222427,4.00392113,3.45925322,3.00824967
-4.81140570,7.13730588,0.22350553,0.01432363,0.07167336,3.91359709,3.39116881,2.92707054
-4.80540270,6.94139775,0.22173275,0.01381997,0.07100151,3.81581564,3.31418043,2.84026745
-4.79939970,6.73198891,0.22000252,0.01328406,0.07023492,3.71184326,3.22946586,2.74898809
-4.79339670,6.51184359,0.21830318,0.01272456,0.06939974,3.60288380,3.13822180,2.65432492
-4.78739370,6.28360282,0.21661203,0.01214974,0.06852127,3.49006180,3.04164149,2.55729734
-4.78139070,6.04974123,0.21489674,0.01156733,0.06762333,3.37441322,2.94089686,2.45883973
-4.77538769,5.81253825,0.21311739,0.01098431,0.06672764,3.25688358,2.83712590,2.35979567
-4.76938469,5.57406408,0.21122884,0.01040687,0.06585344,3.13833294,2.73142543,2.26091806
-4.76338169,5.33617965,0.20918350,0.00984032,0.06501701,3.01954718,2.62484924,2.16287467
-4.75737869,5.10054944,0.20693436,0.00928907,0.06423151,2.90125434,2.51841114,2.06625834
-4.75137569,4.86866495,0.20443796,0.00875670,0.06350673,2.78414489,2.41309229,1.97160092
-4.74537269,4.64187652,0.20165739,0.00824600,0.06284908,2.66889423,2.30985194,1.87938978
-4.73936968,4.42143055,0.19856503,0.00775908,0.06226161,2.55618607,2.20964039,1.79008570
-4.73336668,4.20850909,0.19514490,0.00729748,0.06174408,2.44673492,2.11341286,1.70414076
-4.72736368,4.00426878,0.19139463,0.00686232,0.06129314,2.34130619,2.02214313,1.62201517
-4.72136068,3.80987614,0.18732679,0.00645438,0.06090259,2.24073242,1.93683536,1.54419166
-4.71535768,3.62653661,0.18296964,0.00607427,0.06056363,2.14592441,1.85853290,1.47118655
-4.70935468,3.45551514,0.17836724,0.00572252,0.06026525,2.05787609,1.78832294,1.40355648
-4.70335168,3.29814640,0.17357883,0.00539967,0.05999457,1.97766243,1.72733575,1.34190025
-4.69734867,3.15583361,0.16867766,0.00510631,0.05973733,1.90642987,1.67673798,1.28685531
-4.69134567,3.03003529,0.16374914,0.00484313,0.05947829,1.84537913,1.63771918,1.23908869
-4.68534267,2.92224005,0.15888848,0.00461095,0.05920181,1.79574047,1.61147152,1.19928248
-4.67933967,2.83393008,0.15419791,0.00441064,0.05889229,1.75874209,1.59916260,1.16811432
-4.67333667,2.76653453,0.14978352,0.00424313,0.05853474,1.73557241,1.60190195,1.14623331
-4.66733367,2.72137475,0.14575184,0.00410932,0.05811526,1.72733737,1.62070189,1.13423252
-4.66133067,2.69960354,0.14220638,0.00400998,0.05762157,1.73501440,1.65643407,1.13261887
-4.65532766,2.70214123,0.13924404,0.00394571,0.05704348,1.75940461,1.70978309,1.14178190
-4.64932466,2.72961142,0.13695173,0.00391676,0.05637327,1.80108527,1.78119906,1.16196275
-4.64332166,2.78227976,0.13540313,0.00392304,0.05560604,1.86036465,1.87085139,1.19322489
-4.63731866,2.85999888,0.13465586,0.00396394,0.05474003,1.93724135,1.97858592,1.23542813
-4.63131566,2.96216265,0.13474901,0.00403834,0.05377675,2.03137044,2.10388792,1.28820759
-4.62531266,3.08767290,0.13570122,0.00414450,0.05272112,2.14203826,2.24585349,1.35095876
-4.61930965,3.23492103,0.13750942,0.00428006,0.05158147,2.26814803,2.40317150,1.42283028
-4.61330665,3.40178678,0.14014819,0.00444202,0.05036949,2.40821750,2.57411834,1.50272517
-4.60730365,3.58565560,0.14356991,0.00462680,0.04910006,2.56039008,2.75656698,1.58931138
-4.60130065,3.78345543,0.14770565,0.00483025,0.04779110,2.72245985,2.94801160,1.68104185
-4.59529765,3.99171268,0.15246691,0.00504775,0.04646330,2.89191064,3.14560833,1.77618412
-4.58929465,4.20662657,0.15774809,0.00527432,0.04513989,3.06596842,3.34623166,1.87285886
-4.58329165,4.42415981,0.16342971,0.00550470,0.04384631,3.24166591,3.54654579,1.96908629
-4.57728864,4.64014286,0.16938234,0.00573353,0.04261000,3.41591729,3.74308881,2.06283910
-4.57128564,4.85038810,0.17547100,0.00595547,0.04146007,3.58560065,3.93236721,2.15209991
-4.56528264,5.05080979,0.18156000,0.00616537,0.04042707,3.74764504,4.11095744,2.23492124
-4.55927964,5.23754479,0.18751805,0.00635839,0.03954271,3.89911883,4.27561045,2.30948533
-4.55327664,5.40706936,0.19322338,0.00653016,0.03883959,4.03731565,4.42335514,2.37416160
-4.54727364,5.55630673,0.19856863,0.00667689,0.03835091,4.15983444,4.55159619,2.42755883
-4.54127064,5.68272084,0.20346545,0.00679548,0.03811011,4.26465001,4.65820185,2.46857010
-4.53526763,5.78439207,0.20784839,0.00688360,0.03815048,4.35017121,4.74157777,2.49640805
-4.52926463,5.86007141,0.21167804,0.00693973,0.03850462,4.41528397,4.80072327,2.51062899
-4.52326163,5.90921075,0.21494320,0.00696322,0.03920389,4.45937761,4.83526743,2.51114469
-4.51725863,5.93196797,0.21766186,0.00695424,0.04027762,4.48235324,4.84548305,2.49822111
-4.51125563,5.92918664,0.21988110,0.00691377,0.04175235,4.48461413,4.83227799,2.47246432
-4.50525263,5.90235165,0.22167567,0.00684354,0.04365078,4.46703890,4.79716394,2.43479421
-4.49924962,5.85352300,0.22314548,0.00674597,0.04599083,4.43093887,4.74220435,2.38640718
-4.49324662,5.78525109,0.22441193,0.00662402,0.04878446,4.37800206,4.66994369,2.32872987
-4.48724362,5.70047772,0.22561332,0.00648113,0.05203664,4.31022659,4.58332157,2.26336587
-4.48124062,5.60242765,0.22689947,0.00632108,0.05574429,4.22984672,4.48557537,2.19203813
-4.47523762,5.49449557,0.22842586,0.00614786,0.05989535,4.13925521,4.38013593,2.11652979
-4.46923462,5.38013388,0.23034744,0.00596558,0.06446810,4.04092524,4.27052066,2.03862588
-4.46323162,5.26274583,0.23281243,0.00577835,0.06943068,3.93733541,4.16022860,1.96005872
-4.45722861,5.14558848,0.23595635,0.00559018,0.07474104,3.83090068,4.05264137,1.88245906
-4.45122561,5.03168902,0.23989661,0.00540489,0.08034718,3.72391169,3.95093372,1.80731489
-4.44522261,4.92377703,0.24472761,0.00522608,0.08618790,3.61848435,3.85799639,1.73593931
-4.43921961,4.82423447,0.25051691,0.00505704,0.09219400,3.51652088,3.77637354,1.66944824
-4.43321661,4.73506392,0.25730223,0.00490078,0.09828989,3.41968273,3.70821578,1.60874827
-4.42721361,4.65787484,0.26508958,0.00475994,0.10439569,3.32937536,3.65524936,1.55453438
-4.42121061,4.59388643,0.27385253,0.00463688,0.11042960,3.24674397,3.61876097,1.50729673
-4.41520760,4.54394514,0.28353248,0.00453361,0.11631061,3.17267915,3.59959716,1.46733534
-4.40920460,4.50855417,0.29404002,0.00445186,0.12196134,3.10783071,3.59817668,1.43478106
-4.40320160,4.48791195,0.30525721,0.00439310,0.12731093,3.05262790,3.61451370,1.40962121
-4.39719860,4.48195627,0.31704069,0.00435855,0.13229780,3.00730415,3.64824964,1.39172784
-4.39119560,4.49041100,0.32922541,0.00434920,0.13687217,2.97192421,3.69869112,1.38088687
-4.38519260,4.51283225,0.34162905,0.00436585,0.14099821,2.94641215,3.76485186,1.37682634
-4.37918959,4.54865147,0.35405666,0.00440909,0.14465567,2.93057838,3.84549620,1.37924221
-4.37318659,4.59721325,0.36630564,0.00447931,0.14784088,2.92414460,3.93918258,1.38782044
-4.36718359,4.65780632,0.37817081,0.00457668,0.15056712,2.92676564,4.04430526,1.40225454
-4.36118059,4.72968691,0.38944943,0.00470113,0.15286421,2.93804758,4.15913331,1.42225788
-4.35517759,4.81209406,0.39994611,0.00485234,0.15477747,2.95756203,4.28184601,1.44757090
-4.34917459,4.90425746,0.40947735,0.00502965,0.15636601,2.98485646,4.41056443,1.47796300
-4.34317159,5.00539846,0.41787588,0.00523207,0.15770032,3.01946117,4.54337906,1.51323013
-4.33716858,5.11472580,0.42499438,0.00545817,0.15885957,3.06089329,4.67837388,1.55318850
-4.33116558,5.23142748,0.43070872,0.00570613,0.15992846,3.10865866,4.81364727,1.59766554
-4.32516258,5.35466083,0.43492061,0.00597363,0.16099388,3.16225230,4.94733053,1.64648929
-4.31915958,5.48354232,0.43755955,0.00625784,0.16214162,3.22115829,5.07760458,1.69947717
-4.31315658,5.61713903,0.43858398,0.00655546,0.16345317,3.28484984,5.20271573,1.75642534
-4.30715358,5.75446308,0.43798178,0.00686267,0.16500276,3.35278998,5.32099099,1.81709949
