energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.78989495,0.41411691,0.01756769,0.02147766,0.01749470,0.13091696,0.19479568,0.00076683,0.17360822
-5.78389195,0.42654384,0.01842802,0.02212705,0.01822132,0.13601553,0.19975561,0.00065732,0.17872468
-5.77788894,0.43865495,0.01921577,0.02275993,0.01890013,0.14080751,0.20472109,0.00057139,0.18372564
-5.77188594,0.44980680,0.01991178,0.02334285,0.01950831,0.14511782,0.20936872,0.00050437,0.18833911
-5.76588294,0.45943213,0.02049888,0.02384627,0.02002565,0.14879108,0.21341418,0.00045230,0.19232527
-5.75987994,0.46704666,0.02096235,0.02424500,0.02043492,0.15169438,0.21661497,0.00041181,0.19547938
-5.75387694,0.47225455,0.02129031,0.02451844,0.02072219,0.15371963,0.21877244,0.00038012,0.19763400
-5.74787394,0.47475217,0.02147405,0.02465077,0.02087703,0.15478531,0.21973325,0.00035493,0.19866056
-5.74187094,0.47432997,0.02150822,0.02463111,0.02089268,0.15483752,0.21938974,0.00033439,0.19847012
-5.73586793,0.47087224,0.02139100,0.02445342,0.02076612,0.15385043,0.21767960,0.00031705,0.19701322
-5.72986493,0.46435456,0.02112404,0.02411644,0.02049797,0.15182582,0.21458432,0.00030175,0.19427878
-5.72386193,0.45483910,0.02071241,0.02362341,0.02009240,0.14879190,0.21012683,0.00028766,0.19029208
-5.71785893,0.44246772,0.02016433,0.02298169,0.01955683,0.14480142,0.20436805,0.00027416,0.18511189
-5.71185593,0.42745327,0.01949089,0.02220236,0.01890163,0.13992905,0.19740270,0.00026081,0.17882672
-5.70585293,0.41006912,0.01870562,0.02129959,0.01813969,0.13426825,0.18935435,0.00024738,0.17155048
-5.69984992,0.39063770,0.01782401,0.02029011,0.01728594,0.12792768,0.18036996,0.00023372,0.16341756
-5.69384692,0.36951815,0.01686300,0.01919253,0.01635686,0.12102732,0.17061416,0.00021982,0.15457770
-5.68784392,0.34709387,0.01584045,0.01802668,0.01536996,0.11369458,0.16026343,0.00020572,0.14519067
-5.68184092,0.32376025,0.01477461,0.01681299,0.01434325,0.10606032,0.14950046,0.00019154,0.13542113
-5.67583792,0.29991324,0.01368356,0.01557186,0.01329479,0.09825524,0.13850889,0.00017743,0.12543374
-5.66983492,0.27593907,0.01258481,0.01432312,0.01224226,0.09040654,0.12746864,0.00016356,0.11538880
-5.66383192,0.25220560,0.01149484,0.01308557,0.01120256,0.08263514,0.11655204,0.00015015,0.10543850
-5.65782891,0.22905538,0.01042882,0.01187660,0.01019161,0.07505341,0.10592085,0.00013740,0.09572394
-5.65182591,0.20680091,0.00940031,0.01071191,0.00922410,0.06776360,0.09572418,0.00012553,0.08637294
-5.64582291,0.18572184,0.00842117,0.00960534,0.00831339,0.06085691,0.08609761,0.00011477,0.07749874
-5.63981991,0.16606438,0.00750143,0.00856881,0.00747154,0.05441324,0.07716312,0.00010534,0.06919951
-5.63381691,0.14804253,0.00664932,0.00761235,0.00670937,0.04850149,0.06903017,0.00009747,0.06155863
-5.62781391,0.13184118,0.00587137,0.00674422,0.00603659,0.04318053,0.06179748,0.00009140,0.05464570
-5.62181091,0.11762063,0.00517254,0.00597110,0.00546200,0.03850048,0.05555566,0.00008740,0.04851814
-5.61580790,0.10552222,0.00455639,0.00529830,0.00499377,0.03450449,0.05039037,0.00008574,0.04322316
-5.60980490,0.09567478,0.00402535,0.00473013,0.00463968,0.03123058,0.04638585,0.00008673,0.03880013
-5.60380190,0.08820142,0.00358091,0.00427011,0.00440738,0.02871376,0.04362865,0.00009071,0.03528302
-5.59779890,0.08322627,0.00322388,0.00392134,0.00430467,0.02698796,0.04221129,0.00009805,0.03270287
-5.59179590,0.08088080,0.00295463,0.00368678,0.00433973,0.02608790,0.04223575,0.00010919,0.03109002
-5.58579290,0.08130927,0.00277324,0.00356948,0.00452122,0.02605066,0.04381639,0.00012461,0.03047615
-5.57978989,0.08467308,0.00267974,0.00357281,0.00485844,0.02691685,0.04708226,0.00014486,0.03089582
-5.57378689,0.09115357,0.00267416,0.00370064,0.00536132,0.02873138,0.05217855,0.00017054,0.03238752
-5.56778389,0.10095314,0.00275660,0.00395738,0.00604035,0.03154366,0.05926690,0.00020234,0.03499412
-5.56178089,0.11429436,0.00292729,0.00434804,0.00690641,0.03540724,0.06852467,0.00024100,0.03876276
-5.55577789,0.13141722,0.00318650,0.00487816,0.00797053,0.04037892,0.08014276,0.00028738,0.04374401
-5.54977489,0.15257414,0.00353448,0.00555369,0.00924356,0.04651721,0.09432222,0.00034241,0.04999047
-5.54377189,0.17802316,0.00397131,0.00638082,0.01073574,0.05388040,0.11126942,0.00040710,0.05755485
-5.53776888,0.20801924,0.00449671,0.00736574,0.01245631,0.06252408,0.13118992,0.00048261,0.06648752
-5.53176588,0.24280409,0.00510987,0.00851437,0.01441297,0.07249842,0.15428121,0.00057021,0.07683377
-5.52576288,0.28259484,0.00580922,0.00983205,0.01661145,0.08384524,0.18072445,0.00067133,0.08863087
-5.51975988,0.32757213,0.00659220,0.01132329,0.01905508,0.09659502,0.21067554,0.00078755,0.10190514
-5.51375688,0.37786803,0.00745513,0.01299145,0.02174442,0.11076411,0.24425579,0.00092070,0.11666924
-5.50775388,0.43355459,0.00839295,0.01483856,0.02467701,0.12635232,0.28154269,0.00107283,0.13291975
-5.50175088,0.49463360,0.00939918,0.01686508,0.02784723,0.14334091,0.32256116,0.00124631,0.15063547
-5.49574787,0.56102823,0.01046582,0.01906987,0.03124633,0.16169150,0.36727577,0.00144385,0.16977637
-5.48974487,0.63257720,0.01158339,0.02145014,0.03486265,0.18134563,0.41558445,0.00166855,0.19028356
-5.48374187,0.70903198,0.01274097,0.02400162,0.03868199,0.20222543,0.46731410,0.00192399,0.21208018
-5.47773887,0.79005747,0.01392646,0.02671869,0.04268815,0.22423526,0.52221845,0.00221424,0.23507343
-5.47173587,0.87523636,0.01512671,0.02959476,0.04686365,0.24726446,0.57997858,0.00254391,0.25915759
-5.46573287,0.96407728,0.01632796,0.03262262,0.05119056,0.27119089,0.64020621,0.00291818,0.28421802
-5.45972986,1.05602635,0.01751617,0.03579493,0.05565134,0.29588551,0.70244980,0.00334284,0.31013587
-5.45372686,1.15048195,0.01867748,0.03910469,0.06022983,0.32121738,0.76620341,0.00382420,0.33679342
-5.44772386,1.24681189,0.01979866,0.04254576,0.06491201,0.34705905,0.83091793,0.00436911,0.36407952
-5.44172086,1.34437210,0.02086759,0.04611329,0.06968681,0.37329202,0.89601440,0.00498482,0.39189496
-5.43571786,1.44252590,0.02187374,0.04980413,0.07454657,0.39981172,0.96089873,0.00567887,0.42015732
-5.42971486,1.54066277,0.02280855,0.05361700,0.07948737,0.42653190,1.02497717,0.00645892,0.44880490
-5.42371186,1.63821529,0.02366576,0.05755264,0.08450897,0.45338793,1.08767186,0.00733251,0.47779939
-5.41770885,1.73467347,0.02444168,0.06161368,0.08961442,0.48033869,1.14843561,0.00830682,0.50712699
-5.41170585,1.82959527,0.02513532,0.06580435,0.09480935,0.50736703,1.20676515,0.00938835,0.53679783
-5.40570285,1.92261283,0.02574838,0.07012991,0.10010085,0.53447843,1.26221233,0.01058261,0.56684341
-5.39969985,2.01343387,0.02628515,0.07459602,0.10549612,0.56169798,1.31439259,0.01189379,0.59731233
-5.39369685,2.10183826,0.02675225,0.07920783,0.11100079,0.58906584,1.36299049,0.01332439,0.62826425
-5.38769385,2.18766996,0.02715831,0.08396900,0.11661718,0.61663124,1.40776202,0.01487495,0.65976252
-5.38169085,2.27082516,0.02751344,0.08888069,0.12234246,0.64444555,1.44853380,0.01654371,0.69186584
-5.37568784,2.35123729,0.02782876,0.09394053,0.12816690,0.67255471,1.48519947,0.01832644,0.72461939
-5.36968484,2.42886034,0.02811574,0.09914167,0.13407239,0.70099163,1.51771356,0.02021623,0.75804621
-5.36368184,2.50365165,0.02838567,0.10447209,0.14003121,0.72976901,1.54608368,0.02220348,0.79213917
-5.35767884,2.57555575,0.02864899,0.10991397,0.14600536,0.75887314,1.57036139,0.02427590,0.82685436
-5.35167584,2.64449037,0.02891483,0.11544354,0.15194631,0.78825917,1.59063277,0.02641868,0.86210618
-5.34567284,2.71033604,0.02919048,0.12103115,0.15779549,0.81784812,1.60700921,0.02861473,0.89776482
-5.33966983,2.77292987,0.02948105,0.12664167,0.16348531,0.84752598,1.61961914,0.03084506,0.93365608
-5.33366683,2.83206429,0.02978925,0.13223531,0.16894085,0.87714500,1.62860112,0.03308921,0.96956391
-5.32766383,2.88749071,0.03011527,0.13776871,0.17408207,0.90652704,1.63409875,0.03532582,1.00523541
-5.32166083,2.93892785,0.03045681,0.14319621,0.17882655,0.93546875,1.63625739,0.03753317,1.04038808
-5.31565783,2.98607409,0.03080925,0.14847141,0.18309247,0.96374841,1.63522279,0.03968980,1.07471888
-5.30965483,3.02862263,0.03116592,0.15354872,0.18680187,0.99113364,1.63114130,0.04177514,1.10791452
-5.30365183,3.06627834,0.03151851,0.15838491,0.18988386,1.01738968,1.62416133,0.04377002,1.13966234
-5.29764882,3.09877476,0.03185747,0.16294056,0.19227769,1.04228755,1.61443555,0.04565718,1.16966104
-5.29164582,3.12588972,0.03217257,0.16718120,0.19393545,1.06561151,1.60212338,0.04742169,1.19763055
-5.28564282,3.14745839,0.03245335,0.17107828,0.19482433,1.08716526,1.58739307,0.04905117,1.22332050
-5.27963982,3.16338247,0.03268966,0.17460966,0.19492826,1.10677664,1.57042305,0.05053601,1.24651664
-5.27363682,3.17363482,0.03287209,0.17775975,0.19424885,1.12430038,1.55140203,0.05186933,1.26704500
-5.26763382,3.17825914,0.03299234,0.18051929,0.19280556,1.13961895,1.53052781,0.05304690,1.28477350
-5.26163082,3.17736464,0.03304353,0.18288473,0.19063518,1.15264146,1.50800451,0.05406686,1.29961114
-5.25562781,3.17111637,0.03302041,0.18485732,0.18779062,1.16330100,1.48403848,0.05492944,1.31150491
-5.24962481,3.15972192,0.03291944,0.18644199,0.18433902,1.17155068,1.45883311,0.05563653,1.32043496
-5.24362181,3.14341572,0.03273880,0.18764608,0.18035943,1.17735890,1.43258297,0.05619122,1.32640838
-5.23761881,3.12244247,0.03247830,0.18847812,0.17594012,1.18070445,1.40546775,0.05659738,1.32945235
-5.23161581,3.09704097,0.03213922,0.18894667,0.17117561,1.18157190,1.37764650,0.05685923,1.32960739
-5.22561281,3.06743007,0.03172409,0.18905938,0.16616376,1.17994791,1.34925296,0.05698100,1.32692116
-5.21960980,3.03379784,0.03123644,0.18882232,0.16100286,1.17581889,1.32039209,0.05696662,1.32144355
-5.21360680,2.99629511,0.03068050,0.18823969,0.15578897,1.16917022,1.29113862,0.05681959,1.31322356
-5.20760380,2.95503398,0.03006097,0.18731388,0.15061361,1.15998730,1.26153756,0.05654291,1.30230801
-5.20160080,2.91009161,0.02938278,0.18604595,0.14556182,1.14825839,1.23160694,0.05613917,1.28874258
-5.19559780,2.86151907,0.02865084,0.18443640,0.14071070,1.13397910,1.20134265,0.05561071,1.27257472
-5.18959480,2.80935467,0.02786994,0.18248630,0.13612833,1.11715808,1.17072513,0.05495990,1.25385847
-5.18359180,2.75364077,0.02704462,0.18019854,0.13187322,1.09782362,1.13972759,0.05418948,1.23266058
-5.17758879,2.69444283,0.02617915,0.17757926,0.12799408,1.07603057,1.10832511,0.05330295,1.20906750
-5.17158579,2.63186916,0.02527753,0.17463919,0.12452993,1.05186687,1.07650407,0.05230497,1.18319257
-5.16558279,2.56608989,0.02434354,0.17139495,0.12151045,1.02545930,1.04427135,0.05120167,1.15518273
-5.15957979,2.49735357,0.02338088,0.16787002,0.11895650,0.99697785,1.01166251,0.05000103,1.12522409
-5.15357679,2.42600002,0.02239323,0.16409545,0.11688067,0.96663811,0.97874844,0.04871306,1.09354589
-5.14757379,2.35246826,0.02138443,0.16011015,0.11528787,0.93470159,0.94564000,0.04734987,1.06042217
-5.14157079,2.27729870,0.02035861,0.15596071,0.11417586,0.90147363,0.91249025,0.04592572,1.02617110
-5.13556778,2.20112914,0.01932031,0.15170078,0.11353569,0.86729892,0.87949407,0.04445682,0.99115143
-5.12956478,2.12468443,0.01827455,0.14738997,0.11335200,0.83255464,0.84688508,0.04296103,0.95575650
-5.12356178,2.04876033,0.01722697,0.14309235,0.11360321,0.79764174,0.81493008,0.04145748,0.92040558
-5.11755878,1.97420197,0.01618380,0.13887460,0.11426171,0.76297439,0.78392123,0.03996603,0.88553316
-5.11155578,1.90187832,0.01515194,0.13480383,0.11529389,0.72896840,0.75416628,0.03850665,0.85157656
-5.10555278,1.83265372,0.01413888,0.13094532,0.11666025,0.69602896,0.72597763,0.03709882,0.81896247
-5.09954977,1.76735801,0.01315271,0.12736013,0.11831561,0.66453834,0.69966056,0.03576080,0.78809307
-5.09354677,1.70675694,0.01220199,0.12410281,0.12020933,0.63484418,0.67550148,0.03450903,0.75933248
-5.08754377,1.65152427,0.01129570,0.12121927,0.12228588,0.60724877,0.65375672,0.03335747,0.73299415
-5.08154077,1.60221716,0.01044314,0.11874491,0.12448552,0.58199997,0.63464250,0.03231717,0.70932990
-5.07553777,1.55925604,0.00965380,0.11670312,0.12674527,0.55928408,0.61832666,0.03139579,0.68852117
-5.06953477,1.52291005,0.00893729,0.11510426,0.12900016,0.53922089,0.60492252,0.03059736,0.67067287
-5.06353177,1.49328873,0.00830322,0.11394510,0.13118473,0.52186133,0.59448519,0.02992217,0.65581029
-5.05752876,1.47034044,0.00776110,0.11320874,0.13323470,0.50718748,0.58701045,0.02936680,0.64387902
-5.05152576,1.45385738,0.00732027,0.11286519,0.13508887,0.49511522,0.58243633,0.02892432,0.63474812
-5.04552276,1.44348704,0.00698978,0.11287229,0.13669098,0.48549910,0.58064704,0.02858461,0.62821628
-5.03951976,1.43874937,0.00677831,0.11317728,0.13799170,0.47813941,0.58147919,0.02833484,0.62402064
-5.03351676,1.43905871,0.00669406,0.11371860,0.13895036,0.47279101,0.58472973,0.02816005,0.62184798
-5.02751376,1.44374929,0.00674464,0.11442817,0.13953653,0.46917356,0.59016526,0.02804377,0.62134766
-5.02151076,1.45210312,0.00693691,0.11523381,0.13973132,0.46698280,0.59753208,0.02796877,0.62214574
-5.01550775,1.46337869,0.00727685,0.11606185,0.13952819,0.46590232,0.60656640,0.02791770,0.62385961
-5.00950475,1.47683914,0.00776935,0.11683976,0.13893338,0.46561548,0.61700426,0.02787382,0.62611258
-5.00350175,1.49177873,0.00841802,0.11749874,0.13796575,0.46581702,0.62859053,0.02782160,0.62854763
-4.99749875,1.50754610,0.00922494,0.11797608,0.13665617,0.46622384,0.64108662,0.02774728,0.63083986
-4.99149575,1.52356379,0.01019041,0.11821734,0.13504633,0.46658483,0.65427657,0.02763927,0.63270718
-4.98549275,1.53934290,0.01131269,0.11817819,0.13318710,0.46668920,0.66797124,0.02748852,0.63391870
-4.97948974,1.55449280,0.01258775,0.11782585,0.13113651,0.46637323,0.68201057,0.02728860,0.63430072
-4.97348674,1.56872561,0.01400903,0.11714010,0.12895739,0.46552519,0.69626396,0.02703582,0.63374004
-4.96748374,1.58185560,0.01556722,0.11611390,0.12671478,0.46408834,0.71062886,0.02672909,0.63218473
-4.96148074,1.59379402,0.01725011,0.11475345,0.12447334,0.46206201,0.72502781,0.02636969,0.62964226
-4.95547774,1.60453998,0.01904248,0.11307794,0.12229479,0.45950064,0.73940441,0.02596099,0.62617552
-4.94947474,1.61416811,0.02092614,0.11111875,0.12023553,0.45651106,0.75371841,0.02550799,0.62189667
-4.94347174,1.62281398,0.02287995,0.10891833,0.11834458,0.45324799,0.76794042,0.02501692,0.61695957
-4.93746873,1.63065824,0.02488007,0.10652880,0.11666202,0.44990788,0.78204667,0.02449475,0.61155094
-4.93146573,1.63791027,0.02690025,0.10401013,0.11521787,0.44672149,0.79601401,0.02394869,0.60588083
-4.92546273,1.64479242,0.02891221,0.10142822,0.11403157,0.44394525,0.80981563,0.02338579,0.60017283
-4.91945973,1.65152528,0.03088623,0.09885278,0.11311214,0.44185177,0.82341763,0.02281251,0.59465444
-4.91345673,1.65831485,0.03279174,0.09635513,0.11245887,0.44071967,0.83677652,0.02223445,0.58954783
-4.90745373,1.66534179,0.03459804,0.09400594,0.11206265,0.44082319,0.84983777,0.02165611,0.58506161
-4.90145073,1.67275314,0.03627504,0.09187310,0.11190781,0.44242175,0.86253539,0.02108072,0.58138350
-4.89544772,1.68065647,0.03779412,0.09001957,0.11197434,0.44574977,0.87479233,0.02051029,0.57867436
-4.88944472,1.68911656,0.03912887,0.08850151,0.11224044,0.45100725,0.88652171,0.01994558,0.57706355
-4.88344172,1.69815425,0.04025591,0.08736654,0.11268526,0.45835120,0.89762853,0.01938631,0.57664571
-4.87743872,1.70774734,0.04115559,0.08665236,0.11329152,0.46788837,0.90801184,0.01883132,0.57747902
-4.87143572,1.71783313,0.04181258,0.08638556,0.11404811,0.47966952,0.91756697,0.01827885,0.57958470
-4.86543272,1.72831232,0.04221645,0.08658092,0.11495225,0.49368548,0.92618798,0.01772684,0.58294786
-4.85942971,1.73905387,0.04236192,0.08724096,0.11601125,0.50986520,0.93376980,0.01717320,0.58751950
-4.85342671,1.74990056,0.04224916,0.08835592,0.11724358,0.52807584,0.94021040,0.01661610,0.59321937
-4.84742371,1.76067487,0.04188370,0.08990417,0.11867934,0.54812509,0.94541257,0.01605425,0.59993975
-4.84142071,1.77118499,0.04127635,0.09185291,0.12035980,0.56976551,0.94928558,0.01548709,0.60754972
-4.83541771,1.78123066,0.04044281,0.09415931,0.12233624,0.59270097,0.95174656,0.01491494,0.61589994
-4.82941471,1.79060871,0.03940319,0.09677183,0.12466789,0.61659469,0.95272170,0.01433910,0.62482749
-4.82341171,1.79911805,0.03818134,0.09963190,0.12741914,0.64107881,0.95214738,0.01376187,0.63416087
-4.81740870,1.80656410,0.03680412,0.10267573,0.13065609,0.66576499,0.94997107,0.01318650,0.64372463
-4.81140570,1.81276238,0.03530053,0.10583622,0.13444253,0.69025561,0.94615223,0.01261706,0.65334382
-4.80540270,1.81754134,0.03370079,0.10904494,0.13883561,0.71415504,0.94066305,0.01205829,0.66284776
-4.79939970,1.82074427,0.03203546,0.11223399,0.14388132,0.73708063,0.93348918,0.01151536,0.67207330
-4.79339670,1.82223033,0.03033450,0.11533781,0.14961013,0.75867280,0.92463020,0.01099368,0.68086732
-4.78739370,1.82187473,0.02862645,0.11829476,0.15603282,0.77860398,0.91410002,0.01049858,0.68908852
-4.78139070,1.81956815,0.02693767,0.12104845,0.16313704,0.79658589,0.90192694,0.01003509,0.69660848
-4.77538769,1.81521556,0.02529169,0.12354886,0.17088453,0.81237513,0.88815354,0.00960770,0.70331204
-4.76938469,1.80873462,0.02370871,0.12575303,0.17920938,0.82577684,0.87283623,0.00922011,0.70909720
-4.76338169,1.80005394,0.02220524,0.12762564,0.18801741,0.83664638,0.85604448,0.00887510,0.71387454
-4.75737869,1.78911141,0.02079387,0.12913909,0.19718687,0.84488933,0.83785982,0.00857435,0.71756650
-4.75137569,1.77585298,0.01948327,0.13027353,0.20657032,0.85045981,0.81837456,0.00831842,0.72010655
-4.74537269,1.76023207,0.01827824,0.13101656,0.21599786,0.85335756,0.79769038,0.00810671,0.72143849
-4.73936968,1.74220993,0.01717995,0.13136278,0.22528160,0.85362396,0.77591680,0.00793748,0.72151611
-4.73336668,1.72175694,0.01618632,0.13131328,0.23422105,0.85133754,0.75316967,0.00780799,0.72030323
-4.72736368,1.69885510,0.01529242,0.13087502,0.24260944,0.84660911,0.72956973,0.00771459,0.71777413
-4.72136068,1.67350148,0.01449103,0.13006025,0.25024052,0.83957693,0.70524133,0.00765292,0.71391460
-4.71535768,1.64571257,0.01377312,0.12888586,0.25691571,0.83040212,0.68031138,0.00761809,0.70872330
-4.70935468,1.61552910,0.01312850,0.12737286,0.26245113,0.81926447,0.65490843,0.00760493,0.70221342
-4.70335168,1.58302105,0.01254631,0.12554584,0.26668421,0.80635868,0.62916207,0.00760818,0.69441443
-4.69734867,1.54829228,0.01201558,0.12343250,0.26947967,0.79189107,0.60320236,0.00762272,0.68537372
-4.69134567,1.51148432,0.01152567,0.12106319,0.27073447,0.77607655,0.57715945,0.00764371,0.67515780
-4.68534267,1.47277874,0.01106671,0.11847049,0.27038151,0.75913593,0.55116315,0.00766683,0.66385295
-4.67933967,1.43239775,0.01062989,0.11568869,0.26839201,0.74129312,0.52534237,0.00768834,0.65156489
-4.67333667,1.39060267,0.01020768,0.11275333,0.26477633,0.72277227,0.49982444,0.00770517,0.63841761
-4.66733367,1.34768997,0.00979401,0.10970056,0.25958333,0.70379458,0.47473412,0.00771498,0.62455089
-4.66133067,1.30398496,0.00938431,0.10656653,0.25289820,0.68457484,0.45019239,0.00771615,0.61011686
-4.65532766,1.25983331,0.00897549,0.10338664,0.24483903,0.66531741,0.42631486,0.00770770,0.59527540
-4.64932466,1.21559065,0.00856585,0.10019472,0.23555221,0.64621203,0.40321002,0.00768926,0.58018881
-4.64332166,1.17161086,0.00815494,0.09702226,0.22520691,0.62742939,0.38097726,0.00766093,0.56501576
-4.63731866,1.12823373,0.00774339,0.09389749,0.21398900,0.60911666,0.35970488,0.00762316,0.54990511
-4.63131566,1.08577265,0.00733267,0.09084469,0.20209463,0.59139345,0.33946822,0.00757662,0.53498978
-4.62531266,1.04450326,0.00692487,0.08788341,0.18972377,0.57434824,0.32032803,0.00752208,0.52038124
-4.61930965,1.00465375,0.00652247,0.08502798,0.17707406,0.55803584,0.30232929,0.00746025,0.50616482
-4.61330665,0.96639750,0.00612818,0.08228713,0.16433517,0.54247594,0.28550064,0.00739172,0.49239641
-4.60730365,0.92984869,0.00574466,0.07966386,0.15168392,0.52765317,0.26985447,0.00731686,0.47910057
-4.60130065,0.89506118,0.00537443,0.07715555,0.13928026,0.51351867,0.25538788,0.00723577,0.46627042
-4.59529765,0.86203087,0.00501973,0.07475436,0.12726426,0.49999329,0.24208441,0.00714829,0.45386936
-4.58929465,0.83070145,0.00468244,0.07244780,0.11575420,0.48697237,0.22991660,0.00705397,0.44183436
-4.58329165,0.80097327,0.00436401,0.07021966,0.10484557,0.47433190,0.21884929,0.00695218,0.43008099
-4.57728864,0.77271479,0.00406547,0.06805099,0.09461114,0.46193580,0.20884346,0.00684216,0.41850956
-4.57128564,0.74577601,0.00378746,0.06592129,0.08510182,0.44964398,0.19986055,0.00672309,0.40701236
-4.56528264,0.72000301,0.00353025,0.06380973,0.07634828,0.43732069,0.19186686,0.00659423,0.39548127
-4.55927964,0.69525274,0.00329380,0.06169645,0.06836308,0.42484282,0.18483800,0.00645506,0.38381550
-4.55327664,0.67140721,0.00307788,0.05956364,0.06114322,0.41210764,0.17876289,0.00630531,0.37192890
-4.54727364,0.64838614,0.00288211,0.05739668,0.05467290,0.39903948,0.17364733,0.00614514,0.35975650
-4.54127064,0.62615748,0.00270604,0.05518492,0.04892631,0.38559508,0.16951664,0.00597520,0.34725981
-4.53526763,0.60474492,0.00254926,0.05292238,0.04387035,0.37176730,0.16641737,0.00579667,0.33443067
-4.52926463,0.58423221,0.00241143,0.05060806,0.03946715,0.35758693,0.16441782,0.00561133,0.32129340
-4.52326163,0.56476386,0.00229232,0.04824609,0.03567630,0.34312260,0.16360731,0.00542152,0.30790520
-4.51725863,0.54654216,0.00219189,0.04584553,0.03245664,0.32847872,0.16409417,0.00523016,0.29435480
-4.51125563,0.52982081,0.00211024,0.04341999,0.02976778,0.31379166,0.16600235,0.00504066,0.28075939
-4.50525263,0.51489524,0.00204764,0.04098695,0.02757107,0.29922433,0.16946691,0.00485684,0.26726017
-4.49924962,0.50209032,0.00200450,0.03856701,0.02583031,0.28495955,0.17462838,0.00468285,0.25401665
-4.49324662,0.49174586,0.00198133,0.03618292,0.02451197,0.27119238,0.18162620,0.00452302,0.24120010
