energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.53776888,9.83326510,0.01209598,2.48592890,0.17108988,4.81064717,4.41233102,0.10954977,2.70096556
-5.53176588,9.59754876,0.01282769,2.38467689,0.16851004,4.73616920,4.23255683,0.11084941,2.69409249
-5.52576288,9.35691012,0.01357130,2.28246126,0.16647693,4.66529503,4.05053922,0.11202301,2.68551732
-5.51975988,9.11607063,0.01431794,2.18101621,0.16504468,4.60005012,3.86926358,0.11309265,2.67581097
-5.51375688,8.87946488,0.01505856,2.08194959,0.16425143,4.54232719,3.69149043,0.11408138,2.66553208
-5.50775388,8.65116183,0.01578418,1.98671421,0.16411784,4.49386540,3.51970575,0.11501231,2.65521605
-5.50175088,8.43479960,0.01648618,1.89658508,0.16464597,4.45623275,3.35608227,0.11590772,2.64536458
-5.49574787,8.23353445,0.01715654,1.81264281,0.16581885,4.43081132,3.20245224,0.11678822,2.63643580
-5.48974487,8.05000426,0.01778816,1.73576322,0.16760059,4.41878512,3.06029146,0.11767202,2.62883548
-5.48374187,7.88630658,0.01837504,1.66661289,0.16993716,4.42113027,2.93071423,0.11857429,2.62290928
-5.47773887,7.74399092,0.01891252,1.60565048,0.17275779,4.43860757,2.81447865,0.11950670,2.61893650
-5.47173587,7.62406465,0.01939738,1.55313326,0.17597702,4.47175737,2.71200128,0.12047715,2.61712555
-5.46573287,7.52701183,0.01982798,1.50912845,0.17949734,4.52089688,2.62338004,0.12148969,2.61761130
-5.45972986,7.45282375,0.02020427,1.47352865,0.18321232,4.58612007,2.54842439,0.12254463,2.62045439
-5.45372686,7.40103991,0.02052780,1.44607077,0.18701024,4.66730033,2.48669103,0.12363880,2.62564276
-5.44772386,7.37079784,0.02080158,1.42635764,0.19077792,4.76409584,2.43752408,0.12476611,2.63309504
-5.44172086,7.36088975,0.02103006,1.41388157,0.19440484,4.87595782,2.40009794,0.12591807,2.64266602
-5.43571786,7.36982415,0.02121886,1.40804899,0.19778716,5.00214143,2.37346139,0.12708458,2.65415370
-5.42971486,7.39589001,0.02137462,1.40820525,0.20083160,5.14171912,2.35658137,0.12825463,2.66730768
-5.42371186,7.43722119,0.02150478,1.41365887,0.20345895,5.29359600,2.34838491,0.12941717,2.68183859
-5.41770885,7.49185873,0.02161728,1.42370435,0.20560708,5.45652685,2.34779781,0.13056178,2.69742797
-5.41170585,7.55780875,0.02172042,1.43764265,0.20723323,5.62913402,2.35377864,0.13167936,2.71373832
-5.40570285,7.63309382,0.02182253,1.45479891,0.20831551,5.80992568,2.36534711,0.13276261,2.73042264
-5.39969985,7.71579596,0.02193179,1.47453661,0.20885346,5.99731376,2.38160581,0.13380642,2.74713329
-5.39369685,7.80408991,0.02205604,1.49626799,0.20886772,6.18963094,2.40175483,0.13480797,2.76352954
-5.38769385,7.89626574,0.02220257,1.51946027,0.20839863,6.38514620,2.42509883,0.13576671,2.77928375
-5.38169085,7.99074041,0.02237801,1.54363788,0.20750404,6.58207861,2.45104683,0.13668400,2.79408581
-5.37568784,8.08605854,0.02258814,1.56838073,0.20625623,6.77860919,2.47910505,0.13756269,2.80764580
-5.36968484,8.18088322,0.02283787,1.59331896,0.20473810,6.97289080,2.50886361,0.13840644,2.81969502
-5.36368184,8.27397839,0.02313105,1.61812475,0.20303901,7.16305652,2.53997829,0.13921888,2.82998524
-5.35767884,8.36418453,0.02347050,1.64250188,0.20125016,7.34722685,2.57214857,0.14000274,2.83828679
-5.35167584,8.45039032,0.02385787,1.66617401,0.19945999,7.52351655,2.60509372,0.14075892,2.84438546
-5.34567284,8.53150270,0.02429365,1.68887249,0.19774975,7.69004183,2.63852856,0.14148559,2.84807898
-5.33966983,8.60641822,0.02477708,1.71032477,0.19618939,7.84492895,2.67214054,0.14217743,2.84917322
-5.33366683,8.67399846,0.02530620,1.73024428,0.19483413,7.98632502,2.70556998,0.14282491,2.84747882
-5.32766383,8.73305198,0.02587777,1.74832257,0.19372173,8.11241196,2.73839464,0.14341398,2.84280867
-5.32166083,8.78232499,0.02648731,1.76422455,0.19287069,8.22142415,2.77012005,0.14392583,2.83497658
-5.31565783,8.82050222,0.02712916,1.77758713,0.19227947,8.31167029,2.80017634,0.14433709,2.82379759
-5.30965483,8.84621913,0.02779651,1.78802164,0.19192673,8.38155953,2.82792184,0.14462024,2.80909012
-5.30365183,8.85808528,0.02848151,1.79511999,0.19177258,8.42963146,2.85265376,0.14474442,2.79068006
-5.29764882,8.85471847,0.02917546,1.79846435,0.19176084,8.45458946,2.87362507,0.14467645,2.76840671
-5.29164582,8.83478812,0.02986893,1.79763988,0.19182203,8.45533604,2.89006707,0.14438215,2.74213051
-5.28564282,8.79706561,0.03055202,1.79224975,0.19187720,8.43100896,2.90121618,0.14382784,2.71174202
-5.27963982,8.74047908,0.03121461,1.78193167,0.19184209,8.38101608,2.90634348,0.14298191,2.67717181
-5.27363682,8.66416925,0.03184664,1.76637494,0.19163171,8.30506727,2.90478538,0.14181654,2.63840058
-5.26763382,8.56754303,0.03243841,1.74533693,0.19116481,8.20320112,2.89597342,0.14030922,2.59546884
-5.26163082,8.45032140,0.03298090,1.71865806,0.19036836,8.07580454,2.87946173,0.13844430,2.54848552
-5.25562781,8.31257844,0.03346602,1.68627433,0.18918145,7.92362369,2.85495028,0.13621417,2.49763468
-5.24962481,8.15476870,0.03388687,1.64822658,0.18755873,7.74776456,2.82230277,0.13362025,2.44317987
-5.24362181,7.97774087,0.03423797,1.60466591,0.18547300,7.54968256,2.78155802,0.13067361,2.38546552
-5.23761881,7.78273623,0.03451538,1.55585488,0.18291702,7.33116070,2.73293426,0.12739514,2.32491506
-5.23161581,7.57137163,0.03471681,1.50216438,0.17990424,7.09427653,2.67682610,0.12381539,2.26202562
-5.22561281,7.34560722,0.03484157,1.44406617,0.17646862,6.84135903,2.61379447,0.11997398,2.19735937
-5.21960980,7.10770035,0.03489055,1.38212158,0.17266348,6.57493671,2.54454996,0.11591860,2.13153170
-5.21360680,6.86014769,0.03486604,1.31696687,0.16855936,6.29767907,2.46993064,0.11170367,2.06519687
-5.20760380,6.60561831,0.03477154,1.24929586,0.16424114,6.01233398,2.39087557,0.10738879,1.99903154
-5.20160080,6.34688098,0.03461148,1.17984083,0.15980446,5.72166339,2.30839536,0.10303687,1.93371715
-5.19559780,6.08672909,0.03439096,1.10935245,0.15535167,5.42838053,2.22354125,0.09871221,1.86992188
-5.18959480,5.82790682,0.03411545,1.03857973,0.15098745,5.13509104,2.13737432,0.09447855,1.80828317
-5.18359180,5.57303988,0.03379048,0.96825077,0.14681435,4.84424061,2.05093612,0.09039712,1.74939159
-5.17758879,5.32457373,0.03342140,0.89905516,0.14292844,4.55807130,1.96522199,0.08652481,1.69377682
-5.17158579,5.08472185,0.03301320,0.83162863,0.13941525,4.27858806,1.88115813,0.08291265,1.64189643
-5.16558279,4.85542581,0.03257027,0.76654043,0.13634616,4.00753652,1.79958307,0.07960437,1.59412790
-5.15957979,4.63832825,0.03209643,0.70428390,0.13377552,3.74639250,1.72123410,0.07663543,1.55076408
-5.15357679,4.43475898,0.03159482,0.64527020,0.13173841,3.49636306,1.64673864,0.07403227,1.51201217
-5.14757379,4.24573400,0.03106800,0.58982544,0.13024932,3.25839833,1.57661066,0.07181196,1.47799603
-5.14157079,4.07196621,0.03051804,0.53819081,0.12930166,3.03321290,1.51125158,0.06998214,1.44876153
-5.13556778,3.91388632,0.02994668,0.49052578,0.12886817,2.82131526,1.45095517,0.06854129,1.42428420
-5.12956478,3.77167191,0.02935550,0.44691365,0.12890223,2.62304315,1.39591572,0.06747933,1.40447878
-5.12356178,3.64528248,0.02874614,0.40736928,0.12933983,2.43860315,1.34623876,0.06677835,1.38920980
-5.11755878,3.53449794,0.02812044,0.37184848,0.13010232,2.26811202,1.30195330,0.06641362,1.37830245
-5.11155578,3.43895848,0.02748062,0.34025835,0.13109964,2.11163805,1.26302500,0.06635467,1.37155314
-5.10555278,3.35820342,0.02682938,0.31246843,0.13223389,1.96924047,1.22936933,0.06656652,1.36873905
-5.09954977,3.29170739,0.02616997,0.28832182,0.13340314,1.84100523,1.20086417,0.06701081,1.36962618
-5.09354677,3.23891225,0.02550618,0.26764614,0.13450532,1.72707570,1.17736126,0.06764705,1.37397559
-5.08754377,3.19925374,0.02484230,0.25026360,0.13544184,1.62767732,1.15869615,0.06843366,1.38154773
-5.08154077,3.17218204,0.02418296,0.23600023,0.13612107,1.54313518,1.14469635,0.06932903,1.39210472
-5.07553777,3.15717624,0.02353303,0.22469362,0.13646133,1.47388403,1.13518753,0.07029237,1.40541081
-5.06953477,3.15375265,0.02289738,0.21619921,0.13639330,1.42047032,1.12999794,0.07128447,1.42123142
-5.06353177,3.16146749,0.02228066,0.21039477,0.13586196,1.38354616,1.12896091,0.07226830,1.43933098
-5.05752876,3.17991448,0.02168710,0.20718319,0.13482773,1.36385528,1.13191584,0.07320952,1.45947020
-5.05152576,3.20871839,0.02112031,0.20649334,0.13326706,1.36221122,1.13870777,0.07407674,1.48140318
-5.04552276,3.24752519,0.02058308,0.20827915,0.13117235,1.37946815,1.14918583,0.07484188,1.50487476
-5.03951976,3.29598993,0.02007726,0.21251699,0.12855128,1.41648503,1.16320091,0.07548024,1.52961869
-5.03351676,3.35376304,0.01960367,0.21920149,0.12542560,1.47408387,1.18060278,0.07597063,1.55535673
-5.02751376,3.42047601,0.01916210,0.22833991,0.12182963,1.55300318,1.20123679,0.07629545,1.58179899
-5.02151076,3.49572710,0.01875132,0.23994555,0.11780830,1.65384793,1.22494063,0.07644065,1.60864556
-5.01550775,3.57906765,0.01836918,0.25403021,0.11341510,1.77703765,1.25154103,0.07639585,1.63558932
-5.00950475,3.66998967,0.01801278,0.27059634,0.10870993,1.92275439,1.28085089,0.07615425,1.66231989
-5.00350175,3.76791501,0.01767860,0.28962907,0.10375695,2.09089279,1.31266668,0.07571270,1.68852839
-4.99749875,3.87218688,0.01736279,0.31108852,0.09862256,2.28101452,1.34676654,0.07507172,1.71391282
-4.99149575,3.98206379,0.01706132,0.33490294,0.09337354,2.49230938,1.38290903,0.07423547,1.73818371
-4.98549275,4.09671674,0.01677027,0.36096289,0.08807545,2.72356562,1.42083268,0.07321176,1.76106972
-4.97948974,4.21522985,0.01648603,0.38911697,0.08279127,2.97315172,1.46025664,0.07201199,1.78232315
-4.97348674,4.33660498,0.01620548,0.41916925,0.07758036,3.23901163,1.50088225,0.07065109,1.80172488
-4.96748374,4.45977068,0.01592617,0.45087869,0.07249764,3.51867502,1.54239597,0.06914739,1.81908896
-4.96148074,4.58359565,0.01564643,0.48396081,0.06759309,3.80928365,1.58447339,0.06752242,1.83426652
-4.95547774,4.70690680,0.01536545,0.51809132,0.06291142,4.10763390,1.62678449,0.06580065,1.84714916
-4.94947474,4.82851167,0.01508333,0.55291202,0.05849197,4.41023507,1.66900008,0.06400922,1.85767184
-4.94347174,4.94722475,0.01480100,0.58803841,0.05436871,4.71338184,1.71079901,0.06217748,1.86581530
-4.93746873,5.06189686,0.01452024,0.62306897,0.05057040,5.01323865,1.75187619,0.06033664,1.87160793
-4.93146573,5.17144636,0.01424351,0.65759551,0.04712074,5.30593278,1.79195067,0.05851918,1.87512730
-4.92546273,5.27489082,0.01397387,0.69121423,0.04403860,5.58765232,1.83077367,0.05675835,1.87650099
-4.91945973,5.37137740,0.01371476,0.72353688,0.04133823,5.85474477,1.86813570,0.05508758,1.87590682
-4.91345673,5.46021007,0.01346990,0.75420145,0.03902943,6.10381180,1.90387242,0.05353982,1.87357209
-4.90745373,5.54087188,0.01324304,0.78288194,0.03711773,6.33179561,1.93786872,0.05214693,1.86977171
-4.90145073,5.61304053,0.01303779,0.80929663,0.03560448,6.53605304,1.97006034,0.05093898,1.86482484
-4.89544772,5.67659588,0.01285746,0.83321448,0.03448695,6.71441368,2.00043300,0.04994359,1.85908995
-4.88944472,5.73161832,0.01270481,0.85445938,0.03375841,6.86521977,2.02901859,0.04918527,1.85295794
-4.88344172,5.77837778,0.01258199,0.87291214,0.03340817,6.98734613,2.05588862,0.04868472,1.84684344
-4.87743872,5.81731343,0.01249032,0.88851011,0.03342173,7.08019991,2.08114510,0.04845827,1.84117418
-4.87143572,5.84900514,0.01243022,0.90124468,0.03378089,7.14370117,2.10490938,0.04851718,1.83637874
-4.86543272,5.87413810,0.01240111,0.91115688,0.03446397,7.17824604,2.12730951,0.04886721,1.83287307
-4.85942971,5.89346297,0.01240141,0.91833150,0.03544619,7.18465575,2.14846710,0.04950811,1.83104629
-4.85342671,5.90775384,0.01242850,0.92289018,0.03670004,7.16411511,2.16848462,0.05043325,1.83124647
-4.84742371,5.91776712,0.01247878,0.92498400,0.03819597,7.11810463,2.18743394,0.05162946,1.83376716
-4.84142071,5.92420387,0.01254775,0.92478611,0.03990306,7.04833076,2.20534740,0.05307692,1.83883556
-4.83541771,5.92767856,0.01263014,0.92248488,0.04178999,6.95665827,2.22221194,0.05474927,1.84660293
-4.82941471,5.92869628,0.01272007,0.91827796,0.04382612,6.84504851,2.23796710,0.05661392,1.85713829
-4.82341171,5.92764020,0.01281128,0.91236762,0.04598273,6.71550654,2.25250725,0.05863259,1.87042560
-4.81740870,5.92477010,0.01289735,0.90495751,0.04823437,6.57003913,2.26568814,0.06076200,1.88636505
-4.81140570,5.92023218,0.01297196,0.89625096,0.05056041,6.41062465,2.27733746,0.06295483,1.90477848
-4.80540270,5.91407938,0.01302918,0.88645062,0.05294654,6.23919484,2.28726907,0.06516088,1.92541885
-4.79939970,5.90630066,0.01306374,0.87575937,0.05538644,6.05762763,2.29529978,0.06732831,1.94798322
-4.79339670,5.89685707,0.01307132,0.86438213,0.05788326,5.86774908,2.30126787,0.06940513,1.97212885
-4.78739370,5.88572186,0.01304878,0.85252820,0.06045115,5.67134223,2.30505197,0.07134067,1.99749127
-4.78139070,5.87292163,0.01299444,0.84041364,0.06311654,5.47016009,2.30658904,0.07308716,2.02370368
-4.77538769,5.85857532,0.01290824,0.82826343,0.06591926,5.26593995,2.30589020,0.07460117,2.05041624
-4.76938469,5.84292814,0.01279188,0.81631284,0.06891325,5.06041651,2.30305310,0.07584504,2.07731452
-4.76338169,5.82637777,0.01264894,0.80480778,0.07216701,4.85533124,2.29827000,0.07678814,2.10413579
-4.75737869,5.80949071,0.01248486,0.79400392,0.07576352,4.65243658,2.29183069,0.07740783,2.13068253
-4.75137569,5.79300728,0.01230696,0.78416428,0.07979964,4.45349357,2.28411983,0.07769025,2.15683217
-4.74537269,5.77783471,0.01212431,0.77555541,0.08438502,4.26026265,2.27560871,0.07763078,2.18254280
-4.73936968,5.76502824,0.01194757,0.76844227,0.08964031,4.07448779,2.26684148,0.07723410,2.20785448
-4.73336668,5.75576103,0.01178874,0.76308177,0.09569480,3.89787477,2.25841654,0.07651405,2.23288612
-4.72736368,5.75128445,0.01166096,0.75971558,0.10268347,3.73206489,2.25096385,0.07549302,2.25782815
-4.72136068,5.75288047,0.01157808,0.75856220,0.11074334,3.57860582,2.24511925,0.07420119,2.28293153
-4.71535768,5.76180881,0.01155437,0.75980896,0.12000942,3.43892114,2.24149692,0.07267532,2.30849348
-4.70935468,5.77925121,0.01160410,0.76360421,0.13061007,3.31428055,2.24066136,0.07095753,2.33484080
-4.70335168,5.80625565,0.01174110,0.77005014,0.14266210,3.20577221,2.24310023,0.06909373,2.36231150
-4.69734867,5.84368298,0.01197837,0.77919659,0.15626559,3.11427861,2.24919915,0.06713208,2.39123563
-4.69134567,5.89215855,0.01232763,0.79103617,0.17149879,3.04045713,2.25921989,0.06512134,2.42191602
-4.68534267,5.95203083,0.01279889,0.80550105,0.18841302,2.98472570,2.27328274,0.06310937,2.45460989
-4.67933967,6.02333886,0.01340013,0.82246144,0.20702806,2.94725409,2.29135399,0.06114153,2.48951179
-4.67333667,6.10578980,0.01413686,0.84172607,0.22732806,2.92796064,2.31323903,0.05925945,2.52673883
-4.66733367,6.19874763,0.01501191,0.86304460,0.24925828,2.92651422,2.33858156,0.05749985,2.56631838
-4.66133067,6.30123336,0.01602513,0.88611190,0.27272279,2.94234075,2.36686884,0.05589363,2.60817903
-4.65532766,6.41193691,0.01717328,0.91057418,0.29758347,2.97463378,2.39744298,0.05446524,2.65214486
-4.64932466,6.52924030,0.01844992,0.93603672,0.32366030,3.02236842,2.42951789,0.05323230,2.69793338
-4.64332166,6.65125147,0.01984547,0.96207298,0.35073314,3.08431785,2.46220125,0.05220551,2.74515730
-4.63731866,6.77584769,0.02134736,0.98823481,0.37854506,3.15907202,2.49452079,0.05138877,2.79333003
-4.63131566,6.90072730,0.02294019,1.01406333,0.40680715,3.24505802,2.52545393,0.05077960,2.84187492
-4.62531266,7.02346802,0.02460617,1.03910034,0.43520478,3.34056174,2.55395977,0.05036975,2.89013791
-4.61930965,7.14159028,0.02632552,1.06289962,0.46340518,3.44375084,2.57901212,0.05014594,2.93740339
-4.61330665,7.25262325,0.02807699,1.08503795,0.49106593,3.55269875,2.59963258,0.05009081,2.98291276
-4.60730365,7.35417169,0.02983854,1.10512538,0.51784435,3.66540987,2.61492222,0.05018384,3.02588507
-4.60130065,7.44398125,0.03158792,1.12281443,0.54340708,3.77984586,2.62409086,0.05040246,3.06553914
-4.59529765,7.52000012,0.03330343,1.13780797,0.56743980,3.89395315,2.62648267,0.05072298,3.10111645
-4.58929465,7.58043482,0.03496459,1.14986543,0.58965633,4.00569151,2.62159733,0.05112157,3.13190387
-4.58329165,7.62379821,0.03655274,1.15880726,0.60980698,4.11306358,2.60910565,0.05157511,3.15725541
-4.57728864,7.64894806,0.03805172,1.16451749,0.62768549,4.21414501,2.58885942,0.05206191,3.17661223
-4.57128564,7.65511475,0.03944826,1.16694426,0.64313443,4.30711482,2.56089484,0.05256225,3.18952001
-4.56528264,7.64191718,0.04073239,1.16609853,0.65604863,4.39028549,2.52542969,0.05305877,3.19564305
-4.55927964,7.60936643,0.04189763,1.16205095,0.66637648,4.46213187,2.48285424,0.05353667,3.19477441
-4.55327664,7.55785720,0.04294103,1.15492713,0.67411914,4.52131844,2.43371662,0.05398372,3.18684183
-4.54727364,7.48814751,0.04386304,1.14490157,0.67932753,4.56672387,2.37870308,0.05439010,3.17190904
-4.54127064,7.40132776,0.04466726,1.13219055,0.68209737,4.59746218,2.31861430,0.05474815,3.15017254
-4.53526763,7.29878059,0.04535992,1.11704436,0.68256255,4.61289970,2.25433868,0.05505194,3.12195394
-4.52926463,7.18213331,0.04594941,1.09973912,0.68088709,4.61266717,2.18682386,0.05529682,3.08768834
-4.52326163,7.05320507,0.04644552,1.08056873,0.67725628,4.59666638,2.11704772,0.05547890,3.04790913
-4.51725863,6.91395097,0.04685879,1.05983711,0.67186739,4.56507105,2.04598989,0.05559459,3.00323005
-4.51125563,6.76640537,0.04719975,1.03785112,0.66492046,4.51832179,1.97460515,0.05564014,2.95432518
-4.50525263,6.61262647,0.04747818,1.01491437,0.65660977,4.45711510,1.90379942,0.05561133,2.90190774
-4.49924962,6.45464441,0.04770252,0.99132218,0.64711624,4.38238665,1.83440926,0.05550320,2.84670863
-4.49324662,6.29441420,0.04787931,0.96735763,0.63660142,4.29528949,1.76718540,0.05530996,2.78945533
