energy_ev,total_up,Au_p_up,Au_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.39969985,1.87380342,0.58366774,1.28294832,0.20504119,0.00947390,0.05681540,0.15283770
-5.39369685,1.84299885,0.57419208,1.26106392,0.20245910,0.00928730,0.05600157,0.15003063
-5.38769385,1.80160694,0.56143994,1.23180622,0.19884271,0.00904123,0.05488145,0.14631171
-5.38169085,1.75081943,0.54579181,1.19598353,0.19432898,0.00874135,0.05349078,0.14177556
-5.37568784,1.69203902,0.52769394,1.15455080,0.18907581,0.00839438,0.05187100,0.13653462
-5.36968484,1.62683444,0.50764431,1.10857931,0.18325665,0.00800796,0.05006776,0.13071555
-5.36368184,1.55689106,0.48617697,1.05922325,0.17705476,0.00759039,0.04812932,0.12445536
-5.35767884,1.48395908,0.46384561,1.00768476,0.17065711,0.00715039,0.04610492,0.11789723
-5.35167584,1.40980154,0.44120690,0.95517871,0.16424830,0.00669690,0.04404309,0.11118633
-5.34567284,1.33614407,0.41880427,0.90289880,0.15800477,0.00623877,0.04199010,0.10446577
-5.33966983,1.26462843,0.39715268,0.85198599,0.15208946,0.00578462,0.03998849,0.09787280
-5.33366683,1.19677134,0.37672496,0.80350062,0.14664721,0.00534264,0.03807584,0.09153540
-5.32766383,1.13393005,0.35794021,0.75839882,0.14180101,0.00492038,0.03628380,0.08556934
-5.32166083,1.07727532,0.34115433,0.71751404,0.13764929,0.00452469,0.03463728,0.08007585
-5.31565783,1.02777271,0.32665319,0.68154382,0.13426427,0.00416158,0.03315414,0.07513979
-5.30965483,0.98617197,0.31464834,0.65104207,0.13169141,0.00383615,0.03184497,0.07082856
-5.30365183,0.95300459,0.30527531,0.62641659,0.12995001,0.00355260,0.03071333,0.06719149
-5.29764882,0.92858877,0.29859435,0.60793149,0.12903476,0.00331422,0.02975618,0.06425988
-5.29164582,0.91304118,0.29459354,0.59571402,0.12891827,0.00312336,0.02896461,0.06204751
-5.28564282,0.90629430,0.29319385,0.58976499,0.12955432,0.00298153,0.02832471,0.06055164
-5.27963982,0.90811839,0.29425600,0.58997221,0.13088173,0.00288940,0.02781871,0.05975435
-5.27363682,0.91814652,0.29758867,0.59612598,0.13282862,0.00284692,0.02742612,0.05962423
-5.26763382,0.93590176,0.30295779,0.60793590,0.13531686,0.00285334,0.02712502,0.06011828
-5.26163082,0.96082480,0.31009648,0.62504808,0.13826650,0.00290727,0.02689329,0.06118395
-5.25562781,0.99230123,0.31871528,0.64706217,0.14159997,0.00300681,0.02670981,0.06276124
-5.24962481,1.02968708,0.32851244,0.67354736,0.14524593,0.00314956,0.02655560,0.06478489
-5.24362181,1.07233174,0.33918368,0.70405685,0.14914250,0.00333271,0.02641479,0.06718640
-5.23761881,1.11959758,0.35043146,0.73814032,0.15323979,0.00355307,0.02627541,0.06989608
-5.23161581,1.17087553,0.36197321,0.77535402,0.15750169,0.00380717,0.02613003,0.07284481
-5.22561281,1.22559631,0.37354845,0.81526823,0.16190672,0.00409127,0.02597612,0.07596568
-5.21960980,1.28323715,0.38492458,0.85747209,0.16644809,0.00440144,0.02581623,0.07919541
-5.21360680,1.34332395,0.39590125,0.90157567,0.17113282,0.00473358,0.02565797,0.08247549
-5.20760380,1.40542933,0.40631320,0.94720966,0.17598016,0.00508347,0.02551366,0.08575303
-5.20160080,1.46916679,0.41603158,0.99402278,0.18101926,0.00544685,0.02539995,0.08898141
-5.19559780,1.53418192,0.42496385,1.04167747,0.18628628,0.00581940,0.02533709,0.09212057
-5.18959480,1.60014122,0.43305228,1.08984428,0.19182118,0.00619685,0.02534818,0.09513714
-5.18359180,1.66671968,0.44027138,1.13819557,0.19766423,0.00657499,0.02545821,0.09800426
-5.17758879,1.73358798,0.44662423,1.18639916,0.20385250,0.00694973,0.02569311,0.10070130
-5.17158579,1.80040046,0.45213823,1.23411253,0.21041655,0.00731714,0.02607868,0.10321330
-5.16558279,1.86678483,0.45686033,1.28097826,0.21737741,0.00767350,0.02663954,0.10553041
-5.15957979,1.93233450,0.46085213,1.32662116,0.22474410,0.00801538,0.02739813,0.10764726
-5.15357679,1.99660435,0.46418511,1.37064773,0.23251175,0.00833962,0.02837380,0.10956225
-5.14757379,2.05911048,0.46693622,1.41264798,0.24066049,0.00864347,0.02958191,0.11127698
-5.14157079,2.11933422,0.46918408,1.45220011,0.24915506,0.00892455,0.03103321,0.11279565
-5.13556778,2.17673049,0.47100591,1.48887779,0.25794526,0.00918097,0.03273323,0.11412471
-5.12956478,2.23074022,0.47247535,1.52225993,0.26696721,0.00941130,0.03468201,0.11527250
-5.12356178,2.28080633,0.47366117,1.55194252,0.27614520,0.00961469,0.03687386,0.11624911
-5.11755878,2.32639243,0.47462686,1.57755199,0.28539426,0.00979081,0.03929749,0.11706641
-5.11155578,2.36700327,0.47543106,1.59875940,0.29462308,0.00993992,0.04193624,0.11773812
-5.10555278,2.40220575,0.47612859,1.61529464,0.30373734,0.01006289,0.04476858,0.11828005
-5.09954977,2.43164926,0.47677205,1.62695980,0.31264302,0.01016116,0.04776875,0.11871033
-5.09354677,2.45508411,0.47741358,1.63364083,0.32124980,0.01023672,0.05090759,0.11904970
-5.08754377,2.47237683,0.47810684,1.63531685,0.32947419,0.01029213,0.05415357,0.11932176
-5.08154077,2.48352138,0.47890869,1.63206623,0.33724226,0.01033039,0.05747381,0.11955308
-5.07553777,2.48864549,0.47988067,1.62406918,0.34449196,0.01035494,0.06083525,0.11977326
-5.06953477,2.48801158,0.48108991,1.61160641,0.35117486,0.01036954,0.06420578,0.12001478
-5.06353177,2.48201213,0.48260960,1.59505374,0.35725723,0.01037820,0.06755542,0.12031260
-5.05752876,2.47115969,0.48451880,1.57487310,0.36272057,0.01038504,0.07085727,0.12070371
-5.05152576,2.45607197,0.48690167,1.55159990,0.36756151,0.01039426,0.07408845,0.12122629
-5.04552276,2.43745278,0.48984636,1.52582780,0.37179124,0.01040994,0.07723084,0.12191884
-5.03951976,2.41606990,0.49344346,1.49819121,0.37543445,0.01043601,0.08027154,0.12281907
-5.03351676,2.39273113,0.49778439,1.46934681,0.37852807,0.01047615,0.08320315,0.12396275
-5.02751376,2.36825967,0.50295982,1.43995459,0.38111972,0.01053369,0.08602384,0.12538246
-5.02151076,2.34347032,0.50905844,1.41065978,0.38326621,0.01061158,0.08873705,0.12710645
-5.01550775,2.31914760,0.51616612,1.38207613,0.38503210,0.01071235,0.09135112,0.12915754
-5.00950475,2.29602695,0.52436580,1.35477158,0.38648835,0.01083814,0.09387855,0.13155222
-5.00350175,2.27477974,0.53373801,1.32925680,0.38771135,0.01099069,0.09633522,0.13430000
-4.99749875,2.25600280,0.54436228,1.30597694,0.38878208,0.01117139,0.09873945,0.13740308
-4.99149575,2.24021254,0.55631915,1.28530689,0.38978564,0.01138138,0.10111094,0.14085627
-4.98549275,2.22784358,0.56969284,1.26754985,0.39081092,0.01162160,0.10346981,0.14464740
-4.97948974,2.21925151,0.58457421,1.25293903,0.39195050,0.01189290,0.10583553,0.14875794
-4.97348674,2.21471897,0.60106373,1.24164201,0.39330045,0.01219611,0.10822609,0.15316406
-4.96748374,2.21446413,0.61927418,1.23376698,0.39496011,0.01253215,0.11065712,0.15783787
-4.96148074,2.21865029,0.63933250,1.22937035,0.39703153,0.01290204,0.11314128,0.16274886
-4.95547774,2.22739550,0.66138045,1.22846470,0.39961856,0.01330699,0.11568770,0.16786551
-4.94947474,2.24078095,0.68557370,1.23102642,0.40282528,0.01374834,0.11830161,0.17315671
-4.94347174,2.25885683,0.71207888,1.23700218,0.40675392,0.01422754,0.12098410,0.17859323
-4.93746873,2.28164501,0.74106840,1.24631369,0.41150193,0.01474606,0.12373195,0.18414880
-4.93146573,2.30913763,0.77271289,1.25886023,0.41715840,0.01530522,0.12653760,0.18980087
-4.92546273,2.34129146,0.80717120,1.27451874,0.42379981,0.01590606,0.12938909,0.19553094
-4.91945973,2.37801800,0.84457827,1.29314134,0.43148526,0.01654908,0.13227011,0.20132434
-4.91345673,2.41916993,0.88503112,1.31455061,0.44025133,0.01723404,0.13516005,0.20716956
-4.90745373,2.46452459,0.92857360,1.33853294,0.45010686,0.01795968,0.13803401,0.21305697
-4.90145073,2.51376593,0.97518059,1.36483071,0.46102795,0.01872351,0.14086289,0.21897719
-4.89544772,2.56646629,1.02474258,1.39313398,0.47295354,0.01952157,0.14361348,0.22491901
-4.88944472,2.62206967,1.07705153,1.42307263,0.48578178,0.02034825,0.14624861,0.23086715
-4.88344172,2.67987836,1.13178913,1.45421004,0.49936778,0.02119617,0.14872740,0.23679995
-4.87743872,2.73904447,1.18851838,1.48603897,0.51352275,0.02205615,0.15100563,0.24268714
-4.87143572,2.79856803,1.24667948,1.51798069,0.52801505,0.02291719,0.15303630,0.24848798
-4.86543272,2.85730261,1.30559077,1.54938799,0.54257306,0.02376663,0.15477039,0.25414985
-4.85942971,2.91396945,1.36445531,1.57955238,0.55689018,0.02459035,0.15615778,0.25960746
-4.85342671,2.96718024,1.42237331,1.60771574,0.57063173,0.02537309,0.15714846,0.26478286
-4.84742371,3.01546826,1.47836047,1.63308639,0.58344365,0.02609882,0.15769389,0.26958635
-4.84142071,3.05732714,1.53137180,1.65485892,0.59496276,0.02675120,0.15774855,0.27391817
-4.83541771,3.09125566,1.58033030,1.67223727,0.60482817,0.02731411,0.15727159,0.27767116
-4.82941471,3.11580698,1.62415935,1.68446002,0.61269336,0.02777218,0.15622851,0.28073411
-4.82341171,3.12963990,1.66181769,1.69082670,0.61823842,0.02811134,0.15459284,0.28299580
-4.81740870,3.13156978,1.69233545,1.69072395,0.62118191,0.02831935,0.15234766,0.28434950
-4.81140570,3.12061660,1.71484953,1.68365003,0.62129172,0.02838626,0.14948688,0.28469766
-4.80540270,3.09604768,1.72863684,1.66923660,0.61839450,0.02830487,0.14601626,0.28395670
-4.79939970,3.05741279,1.73314374,1.64726646,0.61238309,0.02807101,0.14195407,0.28206142
-4.79339670,3.00456989,1.72801024,1.61768627,0.60322170,0.02768377,0.13733128,0.27896906
-4.78739370,2.93770006,1.71308785,1.58061372,0.59094849,0.02714559,0.13219136,0.27466259
-4.78139070,2.85731077,1.68845015,1.53633850,0.57567547,0.02646224,0.12658961,0.26915309
-4.77538769,2.76422740,1.65439556,1.48531713,0.55758582,0.02564269,0.12059202,0.26248124
-4.76938469,2.65957328,1.61144232,1.42816187,0.53692859,0.02469882,0.11427388,0.25471761
-4.76338169,2.54473941,1.56031569,1.36562417,0.51401126,0.02364510,0.10771791,0.24596188
-4.75737869,2.42134515,1.50192827,1.29857350,0.48919039,0.02249810,0.10101230,0.23634103
-4.75137569,2.29119192,1.43735419,1.22797259,0.46286086,0.02127604,0.09424853,0.22600653
-4.74537269,2.15621186,1.36779842,1.15485013,0.43544424,0.01999821,0.08751919,0.21513061
-4.73936968,2.01841401,1.29456261,1.08027215,0.40737668,0.01868446,0.08091581,0.20390195
-4.73336668,1.87982989,1.21900880,1.00531336,0.37909701,0.01735459,0.07452684,0.19252081
-4.72736368,1.74246098,1.14252257,0.93102940,0.35103529,0.01602791,0.06843585,0.18119384
-4.72136068,1.60822969,1.06647690,0.85843120,0.32360238,0.01472274,0.06271995,0.17012880
-4.71535768,1.47893560,0.99219806,0.78846196,0.29718083,0.01345601,0.05744852,0.15952937
-4.70935468,1.35621788,0.92093444,0.72197775,0.27211720,0.01224294,0.05268221,0.14959011
-4.70335168,1.24152501,0.85382930,0.65973168,0.24871605,0.01109680,0.04847232,0.14049188
-4.69734867,1.13609176,0.79189778,0.60236225,0.22723564,0.01002875,0.04486038,0.13239765
-4.69134567,1.04092375,0.73600871,0.55038546,0.20788528,0.00904776,0.04187802,0.12544890
-4.68534267,0.95678907,0.68687112,0.50419085,0.19082422,0.00816058,0.03954712,0.11976259
-4.67933967,0.88421655,0.64502550,0.46404093,0.17616191,0.00737185,0.03788005,0.11542882
-4.67333667,0.82349980,0.61083954,0.43007364,0.16395954,0.00668416,0.03688013,0.11250903
-4.66733367,0.77470635,0.58450803,0.40230759,0.15423254,0.00609825,0.03654218,0.11103498
-4.66133067,0.73769088,0.56605649,0.38064926,0.14695386,0.00561319,0.03685315,0.11100826
-4.65532766,0.71211196,0.55534822,0.36490217,0.14205790,0.00522663,0.03779281,0.11240050
-4.64932466,0.69745139,0.55209431,0.35477722,0.13944487,0.00493497,0.03933454,0.11515421
-4.64332166,0.69303558,0.55586629,0.34990422,0.13898540,0.00473366,0.04144605,0.11918422
-4.63731866,0.69805850,0.56611110,0.34984405,0.14052535,0.00461744,0.04409024,0.12437981
-4.63131566,0.71160572,0.58216803,0.35410151,0.14389069,0.00458048,0.04722606,0.13060732
-4.62531266,0.73267929,0.60328750,0.36213844,0.14889234,0.00461671,0.05080937,0.13771349
-4.61930965,0.76022299,0.62865120,0.37338711,0.15533095,0.00471993,0.05479385,0.14552926
-4.61330665,0.79314793,0.65739352,0.38726383,0.16300163,0.00488400,0.05913194,0.15387407
-4.60730365,0.83035792,0.68862369,0.40318234,0.17169835,0.00510301,0.06377577,0.16256064
-4.60130065,0.87077442,0.72144851,0.42056712,0.18121830,0.00537142,0.06867803,0.17139993
-4.59529765,0.91336055,0.75499486,0.43886629,0.19136578,0.00568410,0.07379283,0.18020638
-4.58929465,0.95714378,0.78843179,0.45756374,0.20195582,0.00603649,0.07907643,0.18880314
-4.58329165,1.00123660,0.82099132,0.47619045,0.21281735,0.00642458,0.08448791,0.19702707
-4.57728864,1.04485469,0.85198753,0.49433448,0.22379585,0.00684498,0.08998957,0.20473347
-4.57128564,1.08733206,0.88083316,0.51164942,0.23475536,0.00729492,0.09554725,0.21180023
-4.56528264,1.12813252,0.90705333,0.52786096,0.24558003,0.00777221,0.10113034,0.21813124
-4.55927964,1.16685712,0.93029558,0.54277141,0.25617480,0.00827520,0.10671165,0.22365898
-4.55327664,1.20324736,0.95033626,0.55626182,0.26646563,0.00880275,0.11226701,0.22834606
-4.54727364,1.23718390,0.96708265,0.56829171,0.27639898,0.00935409,0.11777468,0.23218570
-4.54127064,1.26868101,0.98057107,0.57889642,0.28594083,0.00992881,0.12321464,0.23520116
-4.53526763,1.29787709,0.99096095,0.58818201,0.29507524,0.01052673,0.12856772,0.23744399
-4.52926463,1.32502169,0.99852543,0.59631815,0.30380260,0.01114780,0.13381478,0.23899141
-4.52326163,1.35045981,1.00363870,0.60352919,0.31213776,0.01179206,0.13893582,0.23994279
-4.51725863,1.37461436,1.00676119,0.61008375,0.32010818,0.01245953,0.14390929,0.24041547
-4.51125563,1.39796771,1.00842302,0.61628355,0.32775223,0.01315019,0.14871154,0.24054017
-4.50525263,1.42104326,1.00920680,0.62245169,0.33511788,0.01386394,0.15331653,0.24045620
-4.49924962,1.44438809,1.00973059,0.62892118,0.34226175,0.01460060,0.15769583,0.24030666
-4.49324662,1.46855731,1.01063173,0.63602397,0.34924870,0.01535992,0.16181894,0.24023403
-4.48724362,1.49410103,1.01255229,0.64408116,0.35615196,0.01614166,0.16565388,0.24037618
-4.48124062,1.52155409,1.01612663,0.65339447,0.36305373,0.01694560,0.16916818,0.24086306
-4.47523762,1.55142897,1.02197133,0.66423948,0.37004610,0.01777168,0.17233001,0.24181414
-4.46923462,1.58421165,1.03067770,0.67686056,0.37723232,0.01862006,0.17510959,0.24333677
-4.46323162,1.62036013,1.04280656,0.69146759,0.38472799,0.01949122,0.17748061,0.24552528
-4.45722861,1.66030498,1.05888508,0.70823436,0.39266209,0.02038601,0.17942175,0.24846089
-4.45122561,1.70445123,1.07940513,0.72729826,0.40117757,0.02130577,0.18091802,0.25221224
-4.44522261,1.75318047,1.10482233,0.74876123,0.41043120,0.02225234,0.18196200,0.25683640
-4.43921961,1.80685251,1.13555526,0.77269129,0.42059248,0.02322802,0.18255472,0.26238015
-4.43321661,1.86580531,1.17198386,0.79912446,0.43184142,0.02423560,0.18270626,0.26888132
-4.42721361,1.93035243,1.21444639,0.82806647,0.44436505,0.02527822,0.18243589,0.27636992
-4.42121061,2.00077734,1.26323425,0.85949412,0.45835247,0.02635922,0.18177183,0.28486894
-4.41520760,2.07732400,1.31858430,0.89335569,0.47398868,0.02748199,0.18075055,0.29439456
-4.40920460,2.16018345,1.38066836,0.92957050,0.49144703,0.02864971,0.17941569,0.30495572
-4.40320160,2.24947676,1.44957995,0.96802715,0.51088067,0.02986503,0.17781656,0.31655292
-4.39719860,2.34523448,1.52531860,1.00858077,0.53241310,0.03112984,0.17600640,0.32917632
-4.39119560,2.44737363,1.60777241,1.05104920,0.55612842,0.03244484,0.17404038,0.34280309
-4.38519260,2.55567326,1.69669953,1.09520852,0.58206145,0.03380926,0.17197349,0.35739437
-4.37918959,2.66975003,1.79170998,1.14078811,0.61018840,0.03522052,0.16985841,0.37289174
-4.37318659,2.78903530,1.89224887,1.18746596,0.64041856,0.03667388,0.16774340,0.38921376
-4.36718359,2.91275567,1.99758265,1.23486453,0.67258749,0.03816226,0.16567044,0.40625263
-4.36118059,3.03991868,2.10678964,1.28254797,0.70645230,0.03967596,0.16367356,0.42387148
-4.35517759,3.16930532,2.21875648,1.33002104,0.74168947,0.04120265,0.16177749,0.44190243
-4.34917459,3.29947101,2.33218148,1.37673044,0.77789556,0.04272728,0.15999673,0.46014580
-4.34317159,3.42875621,2.44558597,1.42206889,0.81459115,0.04423225,0.15833506,0.47837078
-4.33716858,3.55530746,2.55733425,1.46538234,0.85122808,0.04569761,0.15678546,0.49631757
-4.33116558,3.67710923,2.66566222,1.50598041,0.88720011,0.04710144,0.15533055,0.51370124
-4.32516258,3.79202630,2.76871450,1.54315002,0.92185673,0.04842033,0.15394343,0.53021723
-4.31915958,3.89785577,2.86458907,1.57617210,0.95451973,0.04962999,0.15258896,0.54554845
-4.31315658,3.99238725,2.95138828,1.60434071,0.98450224,0.05070594,0.15122547,0.55937378
-4.30715358,4.07346928,3.02727437,1.62698415,1.01112930,0.05162430,0.14980668,0.57137757
