energy_ev,total_up,B_p_up,B_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.77788894,2.68462796,0.24025447,0.00000000,1.12439699,1.33594138,1.00311200,0.00000000
-5.77188594,2.70312584,0.23764445,0.00000000,1.10224163,1.36349860,1.00228223,0.00000000
-5.76588294,2.74220779,0.23719553,0.00000000,1.08774704,1.40303160,1.00688241,0.00000000
-5.75987994,2.80132759,0.23887932,0.00000000,1.08046581,1.45454072,1.01642861,0.00000000
-5.75387694,2.87980609,0.24265983,0.00000000,1.07988547,1.51796820,1.03038077,0.00000000
-5.74787394,2.97688922,0.24850018,0.00000000,1.08546533,1.59321736,1.04817134,0.00000000
-5.74187094,3.09179782,0.25636825,0.00000000,1.09667066,1.68016689,1.06923201,0.00000000
-5.73586793,3.22376668,0.26624113,0.00000000,1.11300255,1.77867904,1.09301735,0.00000000
-5.72986493,3.37207062,0.27810800,0.00000000,1.13402212,1.88860106,1.11902426,0.00000000
-5.72386193,3.53603637,0.29197133,0.00000000,1.15936816,2.00975962,1.14680662,0.00000000
-5.71785893,3.71504005,0.30784622,0.00000000,1.18876745,2.14194853,1.17598462,0.00000000
-5.71185593,3.90849087,0.32575808,0.00000000,1.22203765,2.28491052,1.20624860,0.00000000
-5.70585293,4.11580266,0.34573856,0.00000000,1.25908275,2.43831432,1.23735769,0.00000000
-5.69984992,4.33635560,0.36782011,0.00000000,1.29988172,2.60172867,1.26913358,0.00000000
-5.69384692,4.56945131,0.39202934,0.00000000,1.34447118,2.77459528,1.30145034,0.00000000
-5.68784392,4.81426479,0.41837962,0.00000000,1.39292319,2.95620287,1.33422102,0.00000000
-5.68184092,5.06979721,0.44686328,0.00000000,1.44531969,3.14566454,1.36738226,0.00000000
-5.67583792,5.33483318,0.47744389,0.00000000,1.50172494,3.34190055,1.40087803,0.00000000
-5.66983492,5.60790646,0.51004911,0.00000000,1.56215777,3.54362848,1.43464367,0.00000000
-5.66383192,5.88727708,0.54456439,0.00000000,1.62656508,3.74936232,1.46859127,0.00000000
-5.65782891,6.17092242,0.58082812,0.00000000,1.69479826,3.95742143,1.50259752,0.00000000
-5.65182591,6.45654403,0.61862838,0.00000000,1.76659369,4.16594998,1.53649457,0.00000000
-5.64582291,6.74159072,0.65770169,0.00000000,1.84155870,4.37294662,1.57006474,0.00000000
-5.63981991,7.02329772,0.69773375,0.00000000,1.91916349,4.57630366,1.60303915,0.00000000
-5.63381691,7.29874046,0.73836234,0.00000000,1.99873977,4.77385419,1.63510038,0.00000000
-5.62781391,7.56490074,0.77918227,0.00000000,2.07948618,4.96342532,1.66588906,0.00000000
-5.62181091,7.81874215,0.81975221,0.00000000,2.16048022,5.14289509,1.69501371,0.00000000
-5.61580790,8.05729101,0.85960318,0.00000000,2.24069640,5.31025019,1.72206335,0.00000000
-5.60980490,8.27771883,0.89824825,0.00000000,2.31902948,5.46364189,1.74662208,0.00000000
-5.60380190,8.47742187,0.93519331,0.00000000,2.39432209,5.60143708,1.76828461,0.00000000
-5.59779890,8.65409403,0.96994815,0.00000000,2.46539532,5.72226208,1.78667186,0.00000000
-5.59179590,8.80578909,1.00203772,0.00000000,2.53108094,5.82503679,1.80144589,0.00000000
-5.58579290,8.93096948,1.03101302,0.00000000,2.59025402,5.90899759,1.81232302,0.00000000
-5.57978989,9.02853931,1.05646118,0.00000000,2.64186444,5.97370793,1.81908478,0.00000000
-5.57378689,9.09786029,1.07801461,0.00000000,2.68496626,6.01905620,1.82158589,0.00000000
-5.56778389,9.13875044,1.09535873,0.00000000,2.71874364,6.04524123,1.81975911,0.00000000
-5.56178089,9.15146617,1.10823830,0.00000000,2.74253261,6.05274653,1.81361681,0.00000000
-5.55577789,9.13666954,1.11646215,0.00000000,2.75583794,6.04230487,1.80324929,0.00000000
-5.54977489,9.09538304,1.11990626,0.00000000,2.75834477,6.01485553,1.78882014,0.00000000
-5.54377189,9.02893518,1.11851534,0.00000000,2.74992478,5.97149660,1.77055911,0.00000000
-5.53776888,8.93890013,1.11230293,0.00000000,2.73063699,5.91343522,1.74875309,0.00000000
-5.53176588,8.82703526,1.10135009,0.00000000,2.70072353,5.84193852,1.72373574,0.00000000
-5.52576288,8.69522005,1.08580301,0.00000000,2.66060075,5.75828783,1.69587659,0.00000000
-5.51975988,8.54539955,1.06586954,0.00000000,2.61084634,5.66373860,1.66557017,0.00000000
-5.51375688,8.37953518,1.04181481,0.00000000,2.55218313,5.55948763,1.63322594,0.00000000
-5.50775388,8.19956480,1.01395624,0.00000000,2.48546026,5.44664924,1.59925931,0.00000000
-5.50175088,8.00737329,0.98265784,0.00000000,2.41163249,5.32624076,1.56408437,0.00000000
-5.49574787,7.80477415,0.94832409,0.00000000,2.33173839,5.19917753,1.52810842,0.00000000
-5.48974487,7.59350148,0.91139334,0.00000000,2.24687802,5.06627679,1.49172830,0.00000000
-5.48374187,7.37521154,0.87233091,0.00000000,2.15819064,4.92826942,1.45532868,0.00000000
-5.47773887,7.15149183,0.83162186,0.00000000,2.06683313,4.78581787,1.41928170,0.00000000
-5.47173587,6.92387573,0.78976350,0.00000000,1.97395925,4.63953849,1.38394798,0.00000000
-5.46573287,6.69386027,0.74725780,0.00000000,1.88070034,4.49002622,1.34967824,0.00000000
-5.45972986,6.46292437,0.70460358,0.00000000,1.78814750,4.33787963,1.31681526,0.00000000
-5.45372686,6.23254560,0.66228881,0.00000000,1.69733557,4.18372423,1.28569563,0.00000000
-5.44772386,6.00421298,0.62078295,0.00000000,1.60922900,4.02823254,1.25665083,0.00000000
-5.44172086,5.77943473,0.58052957,0.00000000,1.52470969,3.87213945,1.23000736,0.00000000
-5.43571786,5.55973950,0.54193938,0.00000000,1.44456696,3.71625191,1.20608565,0.00000000
-5.42971486,5.34667104,0.50538388,0.00000000,1.36948961,3.56145249,1.18519761,0.00000000
-5.42371186,5.14177621,0.47118975,0.00000000,1.30006018,3.40869673,1.16764302,0.00000000
-5.41770885,4.94658717,0.43963415,0.00000000,1.23675138,3.25900460,1.15370465,0.00000000
-5.41170585,4.76259880,0.41094114,0.00000000,1.17992479,3.11344684,1.14364275,0.00000000
-5.40570285,4.59124308,0.38527939,0.00000000,1.12983165,2.97312702,1.13768894,0.00000000
-5.39969985,4.43386187,0.36276105,0.00000000,1.08661584,2.83916070,1.13604028,0.00000000
-5.39369685,4.29168005,0.34344210,0.00000000,1.05031878,2.71265276,1.13885361,0.00000000
-5.38769385,4.16578060,0.32732405,0.00000000,1.02088625,2.59467426,1.14624094,0.00000000
-5.38169085,4.05708314,0.31435689,0.00000000,0.99817669,2.48623986,1.15826595,0.00000000
-5.37568784,3.96632688,0.30444333,0.00000000,0.98197091,2.38828692,1.17494200,0.00000000
-5.36968484,3.89405893,0.29744402,0.00000000,0.97198271,2.30165691,1.19623170,0.00000000
-5.36368184,3.84062790,0.29318366,0.00000000,0.96787004,2.22707964,1.22204811,0.00000000
-5.35767884,3.80618285,0.29145774,0.00000000,0.96924637,2.16516056,1.25225727,0.00000000
-5.35167584,3.79067685,0.29203966,0.00000000,0.97569170,2.11637113,1.28668186,0.00000000
-5.34567284,3.79387421,0.29468791,0.00000000,0.98676286,2.08104187,1.32510564,0.00000000
-5.33966983,3.81536029,0.29915316,0.00000000,1.00200273,2.05935799,1.36727806,0.00000000
-5.33366683,3.85455258,0.30518486,0.00000000,1.02094799,2.05135682,1.41291872,0.00000000
-5.32766383,3.91071189,0.31253727,0.00000000,1.04313525,2.05692679,1.46172126,0.00000000
-5.32166083,3.98295259,0.32097467,0.00000000,1.06810538,2.07580748,1.51335617,0.00000000
-5.31565783,4.07025126,0.33027552,0.00000000,1.09540608,2.10759034,1.56747246,0.00000000
-5.30965483,4.17145333,0.34023573,0.00000000,1.12459284,2.15172017,1.62369807,0.00000000
-5.30365183,4.28527785,0.35067078,0.00000000,1.15522852,2.20749723,1.68163913,0.00000000
-5.29764882,4.41032104,0.36141681,0.00000000,1.18688199,2.27408045,1.74087834,0.00000000
-5.29164582,4.54505943,0.37233085,0.00000000,1.21912628,2.35049203,1.80097303,0.00000000
-5.28564282,4.68785401,0.38329014,0.00000000,1.25153673,2.43562430,1.86145338,0.00000000
-5.27963982,4.83695699,0.39419096,0.00000000,1.28368978,2.52824929,1.92182146,0.00000000
-5.27363682,4.99052247,0.40494689,0.00000000,1.31516287,2.62703183,1.98155195,0.00000000
-5.26763382,5.14662283,0.41548688,0.00000000,1.34553587,2.73054689,2.04009495,0.00000000
-5.26163082,5.30327174,0.42575333,0.00000000,1.37439444,2.83730135,2.09688150,0.00000000
-5.25562781,5.45845461,0.43570018,0.00000000,1.40133539,2.94576064,2.15133216,0.00000000
-5.24962481,5.61016668,0.44529137,0.00000000,1.42597419,3.05437983,2.20286873,0.00000000
-5.24362181,5.75645808,0.45449952,0.00000000,1.44795422,3.16163888,2.25092879,0.00000000
-5.23761881,5.89548474,0.46330511,0.00000000,1.46695755,3.26608086,2.29498285,0.00000000
-5.23161581,6.02556315,0.47169599,0.00000000,1.48271652,3.36635214,2.33455304,0.00000000
-5.22561281,6.14522642,0.47966717,0.00000000,1.49502556,3.46124259,2.36923268,0.00000000
-5.21960980,6.25327875,0.48722089,0.00000000,1.50375225,3.54972432,2.39870527,0.00000000
-5.21360680,6.34884485,0.49436670,0.00000000,1.50884689,3.63098658,2.42276180,0.00000000
-5.20760380,6.43141120,0.50112152,0.00000000,1.51034971,3.70446517,2.44131504,0.00000000
-5.20160080,6.50085586,0.50750940,0.00000000,1.50839486,3.76986436,2.45440955,0.00000000
-5.19559780,6.55746419,0.51356096,0.00000000,1.50321070,3.82716968,2.46222642,0.00000000
-5.18959480,6.60192840,0.51931229,0.00000000,1.49511586,3.87665057,2.46508199,0.00000000
-5.18359180,6.63532977,0.52480330,0.00000000,1.48451094,3.91885205,2.46342007,0.00000000
-5.17758879,6.65910320,0.53007540,0.00000000,1.47186583,3.95457536,2.45779758,0.00000000
-5.17158579,6.67498492,0.53516868,0.00000000,1.45770314,3.98484800,2.44886410,0.00000000
-5.16558279,6.68494512,0.54011858,0.00000000,1.44257821,4.01088423,2.43733592,0.00000000
-5.15957979,6.69110825,0.54495217,0.00000000,1.42705658,4.03403761,2.42396583,0.00000000
-5.15357679,6.69566452,0.54968439,0.00000000,1.41168998,4.05574763,2.40951013,0.00000000
-5.14757379,6.70077672,0.55431429,0.00000000,1.39699194,4.07748280,2.39469438,0.00000000
-5.14157079,6.70848693,0.55882172,0.00000000,1.38341435,4.10068277,2.38017981,0.00000000
-5.13556778,6.72062765,0.56316458,0.00000000,1.37132602,4.12670207,2.36653218,0.00000000
-5.12956478,6.73874173,0.56727700,0.00000000,1.36099462,4.15675802,2.35419480,0.00000000
-5.12356178,6.76401519,0.57106862,0.00000000,1.35257277,4.19188501,2.34346720,0.00000000
-5.11755878,6.79722610,0.57442512,0.00000000,1.34608934,4.23289703,2.33449083,0.00000000
-5.11155578,6.83871201,0.57721018,0.00000000,1.34144622,4.28035987,2.32724239,0.00000000
-5.10555278,6.88835730,0.57926882,0.00000000,1.33842114,4.33457384,2.32153552,0.00000000
-5.09954977,6.94560093,0.58043203,0.00000000,1.33667626,4.39556732,2.31703070,0.00000000
-5.09354677,7.00946384,0.58052272,0.00000000,1.33577229,4.46310091,2.31325289,0.00000000
-5.08754377,7.07859427,0.57936254,0.00000000,1.33518761,4.53668150,2.30961615,0.00000000
-5.08154077,7.15132866,0.57677941,0.00000000,1.33434134,4.61558499,2.30545394,0.00000000
-5.07553777,7.22576465,0.57261536,0.00000000,1.33261941,4.69888639,2.30005366,0.00000000
-5.06953477,7.29984278,0.56673435,0.00000000,1.32940234,4.78549542,2.29269363,0.00000000
-5.06353177,7.37143255,0.55902955,0.00000000,1.32409348,4.87419599,2.28268073,0.00000000
-5.05752876,7.43841920,0.54942989,0.00000000,1.31614634,4.96368768,2.26938696,0.00000000
-5.05152576,7.49878706,0.53790532,0.00000000,1.30508972,5.05262760,2.25228304,0.00000000
-5.04552276,7.55069625,0.52447066,0.00000000,1.29054962,5.13967107,2.23096760,0.00000000
-5.03951976,7.59254951,0.50918780,0.00000000,1.27226675,5.22350981,2.20519070,0.00000000
-5.03351676,7.62304711,0.49216600,0.00000000,1.25010916,5.30290666,2.17487054,0.00000000
-5.02751376,7.64122787,0.47356047,0.00000000,1.22407927,5.37672586,2.14010289,0.00000000
-5.02151076,7.64649561,0.45356915,0.00000000,1.19431522,5.44395849,2.10116288,0.00000000
-5.01550775,7.63863061,0.43242790,0.00000000,1.16108660,5.50374258,2.05849922,0.00000000
-5.00950475,7.61778651,0.41040437,0.00000000,1.12478487,5.55537779,2.01272126,0.00000000
-5.00350175,7.58447358,0.38779076,0.00000000,1.08590901,5.59833450,1.96457964,0.00000000
-4.99749875,7.53952971,0.36489591,0.00000000,1.04504729,5.63225766,1.91494141,0.00000000
-4.99149575,7.48408098,0.34203699,0.00000000,1.00285591,5.65696534,1.86476086,0.00000000
-4.98549275,7.41949363,0.31953125,0.00000000,0.96003577,5.67244237,1.81504715,0.00000000
-4.97948974,7.34731983,0.29768801,0.00000000,0.91730817,5.67882956,1.76683033,0.00000000
-4.97348674,7.26923929,0.27680136,0.00000000,0.87539080,5.67640878,1.72112683,0.00000000
-4.96748374,7.18699913,0.25714366,0.00000000,0.83497478,5.66558468,1.67890590,0.00000000
-4.96148074,7.10235406,0.23896010,0.00000000,0.79670378,5.64686355,1.64105814,0.00000000
-4.95547774,7.01700909,0.22246438,0.00000000,0.76115600,5.62083028,1.60836724,0.00000000
-4.94947474,6.93256661,0.20783566,0.00000000,0.72882951,5.58812421,1.58148586,0.00000000
-4.94347174,6.85047967,0.19521657,0.00000000,0.70013153,5.54941488,1.56091642,0.00000000
-4.93746873,6.77201290,0.18471246,0.00000000,0.67537173,5.50537874,1.54699738,0.00000000
-4.93146573,6.69821240,0.17639157,0.00000000,0.65475971,5.45667785,1.53989543,0.00000000
-4.92546273,6.62988559,0.17028614,0.00000000,0.63840657,5.40394155,1.53960373,0.00000000
-4.91945973,6.56759149,0.16639419,0.00000000,0.62633017,5.34775190,1.54594624,0.00000000
-4.91345673,6.51164191,0.16468193,0.00000000,0.61846385,5.28863380,1.55858791,0.00000000
-4.90745373,6.46211316,0.16508660,0.00000000,0.61466795,5.22704999,1.57705031,0.00000000
-4.90145073,6.41886784,0.16751960,0.00000000,0.61474369,5.16340125,1.60073218,0.00000000
-4.89544772,6.38158560,0.17186976,0.00000000,0.61844851,5.09803166,1.62893406,0.00000000
-4.88944472,6.34980146,0.17800680,0.00000000,0.62551247,5.03123824,1.66088612,0.00000000
-4.88344172,6.32294980,0.18578473,0.00000000,0.63565473,4.96328447,1.69577821,0.00000000
-4.87743872,6.30041183,0.19504519,0.00000000,0.64859959,4.89441622,1.73279088,0.00000000
-4.87143572,6.28156413,0.20562073,0.00000000,0.66409125,4.82487904,1.77112625,0.00000000
-4.86543272,6.26582572,0.21733798,0.00000000,0.68190686,4.75493525,1.81003740,0.00000000
-4.85942971,6.25270096,0.23002056,0.00000000,0.70186707,4.68487921,1.84885527,0.00000000
-4.85342671,6.24181597,0.24349187,0.00000000,0.72384386,4.61504951,1.88701172,0.00000000
-4.84742371,6.23294631,0.25757758,0.00000000,0.74776508,4.54583671,1.92405791,0.00000000
-4.84142071,6.22603426,0.27210789,0.00000000,0.77361564,4.47768558,1.95967725,0.00000000
-4.83541771,6.22119436,0.28691944,0.00000000,0.80143512,4.41109136,1.99369214,0.00000000
-4.82941471,6.21870689,0.30185687,0.00000000,0.83131200,4.34658975,2.02606454,0.00000000
-4.82341171,6.21899925,0.31677406,0.00000000,0.86337465,4.28474100,2.05689008,0.00000000
-4.81740870,6.22261631,0.33153489,0.00000000,0.89777944,4.22610866,2.08638620,0.00000000
-4.81140570,6.23018124,0.34601367,0.00000000,0.93469658,4.17123448,2.11487496,0.00000000
-4.80540270,6.24234923,0.36009519,0.00000000,0.97429425,4.12061065,2.14276122,0.00000000
-4.79939970,6.25975672,0.37367437,0.00000000,1.01672184,4.07465159,2.17050762,0.00000000
-4.79339670,6.28296938,0.38665574,0.00000000,1.06209305,4.03366687,2.19860742,0.00000000
-4.78739370,6.31243207,0.39895264,0.00000000,1.11046983,3.99783756,2.22755661,0.00000000
-4.78139070,6.34842405,0.41048630,0.00000000,1.16184784,3.96719769,2.25782692,0.00000000
-4.77538769,6.39102232,0.42118505,0.00000000,1.21614439,3.94162244,2.28984081,0.00000000
-4.76938469,6.44007560,0.43098346,0.00000000,1.27318943,3.92082419,2.32394984,0.00000000
-4.76338169,6.49519070,0.43982187,0.00000000,1.33272018,3.90435720,2.36041724,0.00000000
-4.75737869,6.55573238,0.44764605,0.00000000,1.39437975,3.89163099,2.39940564,0.00000000
-4.75137569,6.62083669,0.45440732,0.00000000,1.45771997,3.88193190,2.44097001,0.00000000
-4.74537269,6.68943718,0.46006300,0.00000000,1.52220833,3.87445188,2.48505622,0.00000000
-4.73936968,6.76030231,0.46457723,0.00000000,1.58723880,3.86832298,2.53150467,0.00000000
-4.73336668,6.83208170,0.46792210,0.00000000,1.65214605,3.86265549,2.58005864,0.00000000
-4.72736368,6.90335844,0.47007909,0.00000000,1.71622250,3.85657763,2.63037640,0.00000000
-4.72136068,6.97270408,0.47104056,0.00000000,1.77873731,3.84927429,2.68204613,0.00000000
-4.71535768,7.03873298,0.47081134,0.00000000,1.83895655,3.84002269,2.73460262,0.00000000
-4.70935468,7.10015270,0.46941011,0.00000000,1.89616363,3.82822272,2.78754443,0.00000000
-4.70335168,7.15580751,0.46687055,0.00000000,1.94967891,3.81342009,2.84035062,0.00000000
-4.69734867,7.20471252,0.46324209,0.00000000,1.99887790,3.79532124,2.89249600,0.00000000
-4.69134567,7.24607683,0.45859012,0.00000000,2.04320704,3.77379899,2.94346413,0.00000000
-4.68534267,7.27931459,0.45299555,0.00000000,2.08219663,3.74888882,2.99275752,0.00000000
-4.67933967,7.30404395,0.44655382,0.00000000,2.11547028,3.72077623,3.03990481,0.00000000
-4.67333667,7.32007457,0.43937312,0.00000000,2.14275079,3.68977613,3.08446475,0.00000000
-4.66733367,7.32738502,0.43157208,0.00000000,2.16386224,3.65630562,3.12602740,0.00000000
-4.66133067,7.32609217,0.42327677,0.00000000,2.17872842,3.62085209,3.16421267,0.00000000
-4.65532766,7.31641499,0.41461741,0.00000000,2.18736788,3.58393850,3.19866709,0.00000000
-4.64932466,7.29863526,0.40572455,0.00000000,2.18988601,3.54608813,3.22905914,0.00000000
-4.64332166,7.27305824,0.39672525,0.00000000,2.18646466,3.50779078,3.25507415,0.00000000
-4.63731866,7.23997551,0.38773917,0.00000000,2.17734986,3.46947238,3.27640926,0.00000000
-4.63131566,7.19963267,0.37887480,0.00000000,2.16283836,3.43146951,3.29276927,0.00000000
-4.62531266,7.15220343,0.37022608,0.00000000,2.14326359,3.39401031,3.30386368,0.00000000
-4.61930965,7.09777168,0.36186951,0.00000000,2.11898166,3.35720238,3.30940558,0.00000000
-4.61330665,7.03632230,0.35386176,0.00000000,2.09035816,3.32102820,3.30911251,0.00000000
-4.60730365,6.96774096,0.34623811,0.00000000,2.05775600,3.28534794,3.30270935,0.00000000
-4.60130065,6.89182251,0.33901163,0.00000000,2.02152505,3.24990941,3.28993333,0.00000000
-4.59529765,6.80828744,0.33217318,0.00000000,1.98199367,3.21436403,3.27054085,0.00000000
-4.58929465,6.71680504,0.32569226,0.00000000,1.93946260,3.17828810,3.24431587,0.00000000
-4.58329165,6.61702179,0.31951868,0.00000000,1.89420110,3.14120788,3.21107939,0.00000000
-4.57728864,6.50859357,0.31358496,0.00000000,1.84644558,3.10262723,3.17069972,0.00000000
-4.57128564,6.39121953,0.30780941,0.00000000,1.79640049,3.06205620,3.12310280,0.00000000
-4.56528264,6.26467616,0.30209972,0.00000000,1.74424140,3.01903940,3.06828225,0.00000000
-4.55927964,6.12884965,0.29635703,0.00000000,1.69011981,2.97318266,3.00630853,0.00000000
-4.55327664,5.98376498,0.29048013,0.00000000,1.63416955,2.92417684,2.93733673,0.00000000
-4.54727364,5.82961036,0.28436984,0.00000000,1.57651419,2.87181782,2.86161257,0.00000000
-4.54127064,5.66675583,0.27793320,0.00000000,1.51727503,2.81602186,2.77947622,0.00000000
-4.53526763,5.49576516,0.27108748,0.00000000,1.45657929,2.75683574,2.69136359,0.00000000
-4.52926463,5.31740038,0.26376366,0.00000000,1.39456781,2.69444153,2.59780498,0.00000000
-4.52326163,5.13261890,0.25590938,0.00000000,1.33140202,2.62915564,2.49942081,0.00000000
-4.51725863,4.94256302,0.24749123,0.00000000,1.26726966,2.56142269,2.39691464,0.00000000
-4.51125563,4.74854245,0.23849616,0.00000000,1.20238894,2.49180439,2.29106342,0.00000000
-4.50525263,4.55201061,0.22893214,0.00000000,1.13701092,2.42096417,2.18270530,0.00000000
-4.49924962,4.35453550,0.21882799,0.00000000,1.07141999,2.34964842,2.07272536,0.00000000
-4.49324662,4.15776675,0.20823231,0.00000000,1.00593235,2.27866526,1.96203971,0.00000000
-4.48724362,3.96340004,0.19721178,0.00000000,0.94089272,2.20886199,1.85157850,0.00000000
-4.48124062,3.77314067,0.18584875,0.00000000,0.87666932,2.14110229,1.74226853,0.00000000
-4.47523762,3.58866779,0.17423833,0.00000000,0.81364762,2.07624422,1.63501609,0.00000000
-4.46923462,3.41160084,0.16248518,0.00000000,0.75222290,2.01512009,1.53069060,0.00000000
-4.46323162,3.24346962,0.15070005,0.00000000,0.69279244,1.95851899,1.43010991,0.00000000
-4.45722861,3.08568908,0.13899632,0.00000000,0.63574736,1.90717255,1.33402760,0.00000000
-4.45122561,2.93953973,0.12748673,0.00000000,0.58146486,1.86174433,1.24312283,0.00000000
-4.44522261,2.80615397,0.11628035,0.00000000,0.53030105,1.82282297,1.15799310,0.00000000
-4.43921961,2.68650853,0.10547995,0.00000000,0.48258483,1.79091869,1.07914999,0.00000000
-4.43321661,2.58142255,0.09517996,0.00000000,0.43861300,1.76646292,1.00701804,0.00000000
-4.42721361,2.49156076,0.08546494,0.00000000,0.39864682,1.74981016,0.94193645,0.00000000
-4.42121061,2.41744059,0.07640870,0.00000000,0.36291017,1.74124122,0.88416351,0.00000000
-4.41520760,2.35944214,0.06807399,0.00000000,0.33158917,1.74096710,0.83388317,0.00000000
-4.40920460,2.31781974,0.06051280,0.00000000,0.30483336,1.74913226,0.79121345,0.00000000
-4.40320160,2.29271386,0.05376713,0.00000000,0.28275814,1.76581671,0.75621593,0.00000000
-4.39719860,2.28416220,0.04787024,0.00000000,0.26544836,1.79103623,0.72890595,0.00000000
-4.39119560,2.29210924,0.04284817,0.00000000,0.25296275,1.82474034,0.70926287,0.00000000
-4.38519260,2.31641355,0.03872147,0.00000000,0.24533896,1.86680791,0.69723998,0.00000000
-4.37918959,2.35685285,0.03550706,0.00000000,0.24259889,1.91704094,0.69277354,0.00000000
-4.37318659,2.41312680,0.03322001,0.00000000,0.24475407,1.97515685,0.69579081,0.00000000
-4.36718359,2.48485824,0.03187519,0.00000000,0.25181070,2.04078045,0.70621667,0.00000000
-4.36118059,2.57159346,0.03148870,0.00000000,0.26377433,2.11343650,0.72397883,0.00000000
-4.35517759,2.67280248,0.03207892,0.00000000,0.28065366,2.19254437,0.74901154,0.00000000
-4.34917459,2.78788041,0.03366720,0.00000000,0.30246349,2.27741563,0.78125783,0.00000000
-4.34317159,2.91615061,0.03627805,0.00000000,0.32922657,2.36725611,0.82067025,0.00000000
-4.33716858,3.05687040,0.03993886,0.00000000,0.36097415,2.46117291,0.86721034,0.00000000
-4.33116558,3.20923973,0.04467917,0.00000000,0.39774524,2.55818705,0.92084668,0.00000000
-4.32516258,3.37241257,0.05052938,0.00000000,0.43958436,2.65725164,0.98155169,0.00000000
-4.31915958,3.54551085,0.05751909,0.00000000,0.48653786,2.75727536,1.04929712,0.00000000
-4.31315658,3.72763977,0.06567498,0.00000000,0.53864870,2.85715004,1.12404824,0.00000000
-4.30715358,3.91790342,0.07501848,0.00000000,0.59594985,2.95578124,1.20575656,0.00000000
