energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.44772386,0.04690511,0.00027803,0.00087685,0.00458697,0.01404932,0.00092837,0.02621504,0.00427142,0.00103933
-5.44172086,0.05892788,0.00035120,0.00110143,0.00577726,0.01762796,0.00116332,0.03293866,0.00537940,0.00131000
-5.43571786,0.07351406,0.00044052,0.00137372,0.00722642,0.02196260,0.00144736,0.04109751,0.00672865,0.00163952
-5.42971486,0.09107060,0.00054869,0.00170120,0.00897728,0.02717117,0.00178798,0.05092005,0.00835934,0.00203748
-5.42371186,0.11203524,0.00067865,0.00209184,0.01107662,0.03337984,0.00219308,0.06265237,0.01031543,0.00251425
-5.41770885,0.13687114,0.00083356,0.00255403,0.01357475,0.04072131,0.00267092,0.07655513,0.01264435,0.00308085
-5.41170585,0.16605951,0.00101676,0.00309638,0.01652510,0.04933244,0.00322987,0.09289965,0.01539664,0.00374880
-5.40570285,0.20009029,0.00123172,0.00372750,0.01998357,0.05935127,0.00387824,0.11196281,0.01862534,0.00452985
-5.39969985,0.23945107,0.00148195,0.00445580,0.02400778,0.07091357,0.00462397,0.13402099,0.02238536,0.00543578
-5.39369685,0.28461430,0.00177095,0.00528916,0.02865619,0.08414882,0.00547440,0.15934310,0.02673261,0.00647799
-5.38769385,0.33602337,0.00210214,0.00623465,0.03398723,0.09917591,0.00643588,0.18818302,0.03172320,0.00766726
-5.38169085,0.39407790,0.00247874,0.00729813,0.04005836,0.11609857,0.00751346,0.22077160,0.03741244,0.00901328
-5.37568784,0.45911916,0.00290368,0.00848400,0.04692523,0.13500081,0.00871056,0.25730877,0.04385396,0.01052431
-5.36968484,0.53141612,0.00337955,0.00979476,0.05464105,0.15594266,0.01002861,0.29795606,0.05109882,0.01220681
-5.36368184,0.61115337,0.00390848,0.01123076,0.06325615,0.17895632,0.01146677,0.34283011,0.05919487,0.01406511
-5.35767884,0.69842157,0.00449211,0.01278992,0.07281795,0.20404318,0.01302170,0.39199772,0.06818617,0.01610112
-5.35167584,0.79321159,0.00513156,0.01446749,0.08337134,0.23117191,0.01468733,0.44547293,0.07811282,0.01831413
-5.34567284,0.89541304,0.00582738,0.01625598,0.09495961,0.26027778,0.01645484,0.50321657,0.08901097,0.02070077
-5.33966983,1.00481806,0.00657965,0.01814508,0.10762600,0.29126365,0.01831262,0.56513872,0.10091335,0.02325503
-5.33366683,1.12113074,0.00738797,0.02012179,0.12141576,0.32400251,0.02024645,0.63110438,0.11385004,0.02596849
-5.32766383,1.24398236,0.00825164,0.02217063,0.13637896,0.35834181,0.02223973,0.70094234,0.12784970,0.02883066
-5.32166083,1.37295241,0.00916972,0.02427397,0.15257374,0.39410947,0.02427387,0.77445718,0.14294104,0.03182953
-5.31565783,1.50759457,0.01014129,0.02641250,0.17007002,0.43112134,0.02632880,0.85144402,0.15915469,0.03495222
-5.30965483,1.64746687,0.01116558,0.02856582,0.18895345,0.46918998,0.02838354,0.93170556,0.17652499,0.03818579
-5.30365183,1.79216444,0.01224222,0.03071306,0.20932945,0.50813413,0.03041691,1.01507034,0.19509198,0.04151818
-5.29764882,1.94135314,0.01337144,0.03283364,0.23132696,0.54778856,0.03240824,1.10141142,0.21490310,0.04493909
-5.29164582,2.09480182,0.01455427,0.03490803,0.25510160,0.58801358,0.03433812,1.19066409,0.23601451,0.04844101
-5.28564282,2.25241102,0.01579265,0.03691850,0.28083797,0.62870363,0.03618908,1.28284135,0.25849194,0.05202008
-5.27963982,2.41423571,0.01708961,0.03884979,0.30875062,0.66979423,0.03794633,1.37804584,0.28241069,0.05567686
-5.27363682,2.58049958,0.01844919,0.04068978,0.33908345,0.71126672,0.03959820,1.47647683,0.30785473,0.05941689
-5.26763382,2.75159907,0.01987648,0.04242990,0.37210709,0.75315015,0.04113662,1.57843103,0.33491475,0.06325105
-5.26163082,2.92809535,0.02137736,0.04406552,0.40811416,0.79551999,0.04255735,1.68429657,0.36368496,0.06719552
-5.25562781,3.11069316,0.02295827,0.04559604,0.44741211,0.83849335,0.04385999,1.79453922,0.39425882,0.07127142
-5.24962481,3.30020631,0.02462584,0.04702479,0.49031371,0.88222056,0.04504787,1.90968087,0.42672352,0.07550415
-5.24362181,3.49751011,0.02638635,0.04835877,0.53712517,0.92687350,0.04612766,2.03027056,0.46115344,0.07992220
-5.23761881,3.70348216,0.02824519,0.04960812,0.58813210,0.97263075,0.04710886,2.15684872,0.49760285,0.08455572
-5.23161581,3.91893364,0.03020621,0.05078543,0.64358385,1.01966051,0.04800309,2.28990600,0.53609800,0.08943473
-5.22561281,4.14453397,0.03227106,0.05190486,0.70367653,1.06810184,0.04882330,2.42983839,0.57662907,0.09458704
-5.21960980,4.38073271,0.03443851,0.05298120,0.76853550,1.11804546,0.04958285,2.57690079,0.61914227,0.10003603
-5.21360680,4.62768264,0.03670383,0.05402879,0.83819806,1.16951500,0.05029464,2.73116147,0.66353270,0.10579843
-5.20760380,4.88516853,0.03905826,0.05506047,0.91259727,1.22245008,0.05097024,2.89246001,0.70963825,0.11188206
-5.20160080,5.15254618,0.04148857,0.05608661,0.99154760,1.27669220,0.05161915,3.06037134,0.75723512,0.11828381
-5.19559780,5.42869590,0.04397684,0.05711420,1.07473351,1.33197463,0.05224816,3.23417847,0.80603530,0.12498794
-5.18959480,5.71199417,0.04650041,0.05814609,1.16170171,1.38791714,0.05286098,3.41285599,0.85568633,0.13196483
-5.18359180,6.00030650,0.04903205,0.05918051,1.25185769,1.44402623,0.05345804,3.59506624,0.90577369,0.13917019
-5.17758879,6.29100355,0.05154035,0.06021083,1.34446735,1.49970124,0.05403659,3.77916919,0.95582580,0.14654499
-5.17158579,6.58100113,0.05399040,0.06122548,1.43866379,1.55424650,0.05459098,3.96324674,1.00532181,0.15401595
-5.16558279,6.86682391,0.05634461,0.06220833,1.53345960,1.60688910,0.05511330,4.14514092,1.05370187,0.16149682
-5.15957979,7.14469091,0.05856382,0.06313918,1.62776442,1.65680176,0.05559413,4.32250534,1.10037976,0.16889023
-5.15357679,7.41061992,0.06060844,0.06399459,1.72040737,1.70312989,0.05602352,4.49286782,1.14475736,0.17609024
-5.14757379,7.66054661,0.06243981,0.06474888,1.81016370,1.74502154,0.05639206,4.65370202,1.18624055,0.18298531
-5.14157079,7.89045353,0.06402156,0.06537535,1.89578482,1.78165899,0.05669200,4.80250503,1.22425582,0.18946172
-5.13556778,8.09650302,0.06532094,0.06584746,1.97603051,1.81229036,0.05691837,4.93687759,1.25826706,0.19540730
-5.12956478,8.27516832,0.06631006,0.06614024,2.04970220,1.83625976,0.05707000,5.05460336,1.28779164,0.20071512
-5.12356178,8.42335661,0.06696705,0.06623147,2.11567604,1.85303440,0.05715036,5.15372367,1.31241529,0.20528722
-5.11755878,8.53851836,0.06727696,0.06610288,2.17293430,1.86222733,0.05716816,5.23260432,1.33180500,0.20903800
-5.11155578,8.61873793,0.06723243,0.06574115,2.22059399,1.86361470,0.05713774,5.28999140,1.34571945,0.21189728
-5.10555278,8.66280126,0.06683406,0.06513866,2.25793155,1.85714663,0.05707905,5.32505361,1.35401642,0.21381274
-5.09954977,8.67023752,0.06609058,0.06429405,2.28440266,1.84295118,0.05701737,5.33740932,1.35665698,0.21475179
-5.09354677,8.64133333,0.06501857,0.06321242,2.29965631,1.82133120,0.05698268,5.32713707,1.35370620,0.21470262
-5.08754377,8.57711883,0.06364199,0.06190528,2.30354305,1.79275438,0.05700865,5.29476963,1.34533044,0.21367452
-5.08154077,8.47932698,0.06199141,0.06039022,2.29611674,1.75783680,0.05713141,5.24127168,1.33179126,0.21169746
-5.07553777,8.35032820,0.06010304,0.05869027,2.27763038,1.71732110,0.05738806,5.16800290,1.31343641,0.20882085
-5.06953477,8.19304394,0.05801750,0.05683307,2.24852605,1.67205013,0.05781504,5.07666801,1.29068813,0.20511174
-5.06353177,8.01084335,0.05577855,0.05484983,2.20941974,1.62293748,0.05844634,4.96925665,1.26402952,0.20065235
-5.05752876,7.80742823,0.05343170,0.05277417,2.16108173,1.57093628,0.05931175,4.84797569,1.23398937,0.19553724
-5.05152576,7.58671142,0.05102284,0.05064090,2.10441362,1.51700759,0.06043523,4.71517731,1.20112622,0.18987017
-5.04552276,7.35269413,0.04859688,0.04848478,2.04042286,1.46208993,0.06183335,4.57328595,1.16601232,0.18376074
-5.03951976,7.10934739,0.04619650,0.04633932,1.97019583,1.40707106,0.06351401,4.42472719,1.12921809,0.17732111
-5.03351676,6.86050217,0.04386107,0.04423578,1.89487067,1.35276318,0.06547552,4.27186133,1.09129765,0.17066281
-5.02751376,6.60975243,0.04162570,0.04220217,1.81561061,1.29988244,0.06770597,4.11692425,1.05277595,0.16389382
-5.02151076,6.36037405,0.03952051,0.04026260,1.73357870,1.24903331,0.07018301,3.96197718,1.01413796,0.15711597
-5.01550775,6.11526202,0.03757009,0.03843679,1.64991471,1.20069827,0.07287412,3.80886710,0.97582009,0.15042282
-5.00950475,5.87688701,0.03579318,0.03673977,1.56571470,1.15523287,0.07573716,3.65919830,0.93820412,0.14389802
-5.00350175,5.64727164,0.03420256,0.03518190,1.48201348,1.11286603,0.07872147,3.51431541,0.90161363,0.13761413
-4.99749875,5.42798574,0.03280513,0.03376903,1.39977050,1.07370512,0.08176920,3.37529766,0.86631295,0.13163204
-4.99149575,5.22015908,0.03160215,0.03250291,1.31985875,1.03774547,0.08481702,3.24296343,0.83250828,0.12600079
-4.98549275,5.02450941,0.03058960,0.03138173,1.24305698,1.00488336,0.08779799,3.11788390,0.80035095,0.12075790
-4.97948974,4.84138309,0.02975875,0.03040079,1.17004472,0.97493182,0.09064364,3.00040437,0.76994231,0.11593002
-4.97348674,4.67080531,0.02909669,0.02955325,1.10139985,0.94763842,0.09328605,2.89067139,0.74133993,0.11153394
-4.96748374,4.51253658,0.02858705,0.02883091,1.03759838,0.92270403,0.09565999,2.78866386,0.71456466,0.10757779
-4.96148074,4.36613245,0.02821067,0.02822497,0.97901594,0.89980189,0.09770481,2.69422640,0.68960825,0.10406242
-4.95547774,4.23100328,0.02794633,0.02772675,0.92593053,0.87859608,0.09936632,2.60710299,0.66644093,0.10098285
-4.94947474,4.10647152,0.02777145,0.02732827,0.87852620,0.85875882,0.10059826,2.52696958,0.64501876,0.09832968
-4.94347174,3.99182405,0.02766284,0.02702278,0.83689721,0.83998595,0.10136357,2.45346410,0.62529033,0.09609046
-4.93746873,3.88635796,0.02759726,0.02680506,0.80105250,0.82201027,0.10163525,2.38621301,0.60720265,0.09425100
-4.93146573,3.78941849,0.02755213,0.02667168,0.77092018,0.80461235,0.10139692,2.32485356,0.59070594,0.09279640
-4.92546273,3.70042836,0.02750602,0.02662097,0.74635193,0.78762873,0.10064297,2.26905146,0.57575735,0.09171208
-4.91945973,3.61890867,0.02743916,0.02665294,0.72712747,0.77095738,0.09937839,2.21851382,0.56232350,0.09098443
-4.91345673,3.54449143,0.02733385,0.02676899,0.71295891,0.75456064,0.09761828,2.17299771,0.55038197,0.09060146
-4.90745373,3.47692479,0.02717481,0.02697161,0.70349546,0.73846558,0.09538705,2.13231467,0.53992179,0.09055316
-4.90145073,3.41607199,0.02694943,0.02726383,0.69832841,0.72276236,0.09271743,2.09633194,0.53094313,0.09083178
-4.89544772,3.36190538,0.02664797,0.02764878,0.69699680,0.70760050,0.08964927,2.06497117,0.52345645,0.09143195
-4.88944472,3.31449700,0.02626361,0.02812914,0.69899398,0.69318373,0.08622822,2.03820541,0.51748121,0.09235076
-4.88344172,3.27400711,0.02579252,0.02870656,0.70377525,0.67976349,0.08250433,2.01605515,0.51304444,0.09358773
-4.87743872,3.24067199,0.02523374,0.02938125,0.71076662,0.66763164,0.07853069,1.99858415,0.51017934,0.09514479
-4.87143572,3.21479201,0.02458908,0.03015153,0.71937495,0.65711243,0.07436199,1.98589567,0.50892406,0.09702622
-4.86543272,3.19672069,0.02386287,0.03101351,0.72899920,0.64855425,0.07005331,1.97812914,0.50932073,0.09923858
-4.85942971,3.18685525,0.02306173,0.03196091,0.73904273,0.64232110,0.06565881,1.97545778,0.51141485,0.10179069
-4.85342671,3.18562848,0.02219419,0.03298496,0.74892637,0.63878413,0.06123076,1.97808669,0.51525490,0.10469350
-4.84742371,3.19350158,0.02127041,0.03407451,0.75810174,0.63831322,0.05681854,1.98625112,0.52089224,0.10795997
-4.84142071,3.21095738,0.02030169,0.03521614,0.76606451,0.64126865,0.05246789,2.00021448,0.52838091,0.11160493
-4.83541771,3.23849272,0.01930016,0.03639450,0.77236681,0.64799285,0.04822031,2.02026515,0.53777744,0.11564469
-4.82941471,3.27660910,0.01827836,0.03759272,0.77662846,0.65880211,0.04411256,2.04671140,0.54914011,0.12009663
-4.82341171,3.32580020,0.01724884,0.03879285,0.77854624,0.67397832,0.04017639,2.07987369,0.56252768,0.12497854
-4.81740870,3.38653539,0.01622384,0.03997642,0.77790076,0.69376043,0.03643835,2.12007347,0.57799728,0.13030769
-4.81140570,3.45923820,0.01521498,0.04112493,0.77456051,0.71833587,0.03291973,2.16761808,0.59560122,0.13609973
-4.80540270,3.54425940,0.01423299,0.04222046,0.76848278,0.74783159,0.02963665,2.22278154,0.61538277,0.14236726
-4.79939970,3.64184464,0.01328750,0.04324609,0.75971132,0.78230512,0.02660022,2.28578116,0.63737067,0.14911816
-4.79339670,3.75209715,0.01238693,0.04418637,0.74837064,0.82173561,0.02381680,2.35675062,0.66157270,0.15635378
-4.78739370,3.87493676,0.01153832,0.04502767,0.73465741,0.86601507,0.02128832,2.43571031,0.68796828,0.16406690
-4.78139070,4.01005684,0.01074736,0.04575840,0.71882907,0.91494036,0.01901266,2.52253623,0.71650055,0.17223964
-4.77538769,4.15688161,0.01001831,0.04636918,0.70119039,0.96820612,0.01698404,2.61692910,0.74706827,0.18084149
-4.76938469,4.31452642,0.00935415,0.04685284,0.68207845,1.02539938,0.01519353,2.71838560,0.77951812,0.18982746
-4.76338169,4.48176410,0.00875654,0.04720438,0.66184702,1.08599631,0.01362945,2.82617390,0.81363778,0.19913656
-4.75737869,4.65700046,0.00822600,0.04742079,0.64085086,1.14936168,0.01227790,2.93931548,0.84915068,0.20869074
-4.75137569,4.83826194,0.00776197,0.04750085,0.61943092,1.21475165,0.01112319,3.05657541,0.88571264,0.21839447
-4.74537269,5.02319809,0.00736298,0.04744482,0.59790107,1.28132033,0.01014830,3.17646281,0.92291117,0.22813496
-4.73936968,5.20910082,0.00702673,0.04725417,0.57653702,1.34813044,0.00933537,3.29724282,0.96026776,0.23778321
-4.73336668,5.39294181,0.00675021,0.04693128,0.55556789,1.41416830,0.00866604,3.41696097,0.99724339,0.24719595
-4.72736368,5.57142837,0.00652984,0.04647918,0.53517081,1.47836299,0.00812192,3.53347999,1.03324740,0.25621838
-4.72136068,5.74107697,0.00636157,0.04590133,0.51546870,1.53960958,0.00768487,3.64452866,1.06764971,0.26468774
-4.71535768,5.89830272,0.00624092,0.04520145,0.49653116,1.59679572,0.00733737,3.74776139,1.09979595,0.27243762
-4.70935468,6.03952176,0.00616311,0.04438346,0.47837839,1.64883104,0.00706278,3.84082645,1.12902509,0.27930280
-4.70335168,6.16126303,0.00612314,0.04345143,0.46098765,1.69467815,0.00684561,3.92144044,1.15468904,0.28512455
-4.69734867,6.26028465,0.00611580,0.04240966,0.44430200,1.73338435,0.00667166,3.98746590,1.17617310,0.28975600
-4.69134567,6.33369005,0.00613577,0.04126279,0.42824050,1.76411255,0.00652826,4.03698852,1.19291678,0.29306760
-4.68534267,6.37903851,0.00617771,0.04001593,0.41270954,1.78617035,0.00640435,4.06839079,1.20443362,0.29495206
-4.67933967,6.39444514,0.00623624,0.03867489,0.39761442,1.79903584,0.00629053,4.08041841,1.21032941,0.29532892
-4.67333667,6.37866554,0.00630611,0.03724633,0.38287082,1.80237910,0.00617919,4.07223647,1.21031778,0.29414825
-4.66733367,6.33116119,0.00638217,0.03573792,0.36841541,1.79607831,0.00606443,4.04347281,1.20423238,0.29139343
-4.66133067,6.25214257,0.00645951,0.03415855,0.35421527,1.78022994,0.00594210,3.99424660,1.19203530,0.28708278
-4.65532766,6.14258820,0.00653353,0.03251834,0.34027565,1.75515237,0.00580970,3.92518081,1.17382098,0.28127014
-4.64932466,6.00423880,0.00660001,0.03082874,0.32664597,1.72138298,0.00566630,3.83739825,1.14981593,0.27404417
-4.64332166,5.83956722,0.00665518,0.02910246,0.31342369,1.67966879,0.00551246,3.73250163,1.12037385,0.26552656
