energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,2.77853412,-2.81391928,0.03454617,-0.03805411,0.10066684,-0.10801240,0.89138957,-0.89242235,0.40899026,-0.41575102,0.85397759,-0.85155019,0.28144887,-0.28696048,0.04336301,-0.04417512,1.42977020,-1.44132226
-5.93396698,2.74714558,-2.78941832,0.03282605,-0.03614619,0.09757257,-0.10457100,0.88765592,-0.89226299,0.40199073,-0.40985469,0.85250782,-0.85407327,0.27795778,-0.28299342,0.04205125,-0.04299809,1.41661310,-1.43263940
-5.92796398,2.70493144,-2.75481307,0.03103572,-0.03417236,0.09427608,-0.10096837,0.87969374,-0.88801244,0.39334945,-0.40230629,0.84658676,-0.85223813,0.27383925,-0.27863582,0.04064298,-0.04173479,1.39759702,-1.41843354
-5.92196098,2.65210865,-2.71007354,0.02919162,-0.03214918,0.09078163,-0.09720536,0.86760611,-0.87967778,0.38317965,-0.39318709,0.83631666,-0.84604720,0.26903271,-0.27380722,0.03914313,-0.04038765,1.37284236,-1.39868791
-5.91595798,2.58915587,-2.65539722,0.02731153,-0.03009436,0.08710080,-0.09328821,0.85159170,-0.86735539,0.37162907,-0.38261171,0.82189956,-0.83559838,0.26350563,-0.26844535,0.03755812,-0.03895993,1.34260750,-1.37350768
-5.90995498,2.51681000,-2.59121855,0.02541410,-0.02802629,0.08325248,-0.08922906,0.83194153,-0.85123177,0.35887731,-0.37072677,0.80363412,-0.82108567,0.25725572,-0.26251038,0.03589599,-0.03745605,1.30728688,-1.34312455
-5.90395198,2.43605281,-2.51820937,0.02351820,-0.02596354,0.07926257,-0.08504617,0.80903247,-0.83158119,0.34513214,-0.35770849,0.78190900,-0.80279649,0.25031171,-0.25598798,0.03416643,-0.03588172,1.26740385,-1.30789670
-5.89794897,2.34808806,-2.43727003,0.02164240,-0.02392444,0.07516326,-0.08076378,0.78331760,-0.80876021,0.33062470,-0.34375921,0.75719317,-0.78110579,0.24273277,-0.24889106,0.03238068,-0.03424410,1.22359861,-1.26830383
-5.89194597,2.25431019,-2.34951141,0.01980439,-0.02192653,0.07099209,-0.07641170,0.75531384,-0.78319930,0.31560408,-0.32910313,0.73002341,-0.75646715,0.23460661,-0.24126031,0.03055139,-0.03255182,1.17661173,-1.22493758
-5.88594297,2.15626570,-2.25622869,0.01802057,-0.01998618,0.06679088,-0.07202458,0.72558740,-0.75539165,0.30033118,-0.31398122,0.70098956,-0.72940115,0.22604626,-0.23316320,0.02869239,-0.03081493,1.12726388,-1.17848757
-5.87993997,2.05560907,-2.15886766,0.01630558,-0.01811814,0.06260434,-0.06764092,0.69473742,-0.72587983,0.28507225,-0.29864555,0.67071795,-0.70048141,0.21718594,-0.22469192,0.02681835,-0.02904475,1.07643260,-1.12972359
-5.87393697,1.95405479,-2.05898527,0.01467203,-0.01633533,0.05847871,-0.06330203,0.66337873,-0.69524064,0.27009220,-0.28335326,0.63985383,-0.67031895,0.20817600,-0.21596006,0.02494448,-0.02725367,1.02502707,-1.07947466
-5.86793397,1.85332769,-1.95820582,0.01313033,-0.01464850,0.05446033,-0.05905071,0.63212406,-0.66406878,0.25564808,-0.26836036,0.60904326,-0.63954522,0.19917733,-0.20709843,0.02308612,-0.02545491,0.97396192,-1.02860591
-5.86193097,1.75511335,-1.85817468,0.01168849,-0.01306616,0.05059421,-0.05492996,0.60156672,-0.63295996,0.24198273,-0.25391553,0.57891524,-0.60879474,0.19035540,-0.19825014,0.02125836,-0.02366215,0.92413101,-0.97799399
-5.85592796,1.66101060,-1.76051139,0.01035220,-0.01159454,0.04692274,-0.05098168,0.57226411,-0.60249420,0.22931899,-0.24025414,0.55006467,-0.57868768,0.18187425,-0.18956519,0.01947568,-0.02188922,0.87638233,-0.92850223
-5.84992496,1.57248771,-1.66676389,0.00912485,-0.01023754,0.04348445,-0.04724542,0.54472276,-0.57321970,0.21785452,-0.22759268,0.52303672,-0.54981318,0.17389069,-0.18119484,0.01775161,-0.02014975,0.83149478,-0.88095633
-5.84392196,1.49084394,-1.57836576,0.00800768,-0.00899693,0.04031300,-0.04375722,0.51938548,-0.54563812,0.20775741,-0.21612383,0.49831308,-0.52271391,0.16654890,-0.17328603,0.01609838,-0.01845683,0.79015772,-0.83612151
-5.83791896,1.41717752,-1.49659779,0.00700001,-0.00787249,0.03743631,-0.04054858,0.49662083,-0.52019161,0.19916271,-0.20601211,0.47630058,-0.49787233,0.15997560,-0.16597605,0.01452674,-0.01682268,0.75295400,-0.79468212
-5.83191596,1.35236113,-1.42255537,0.00609952,-0.00686220,0.03487593,-0.03764563,0.47671539,-0.49725209,0.19216997,-0.19739052,0.45732236,-0.47569921,0.15427607,-0.15938767,0.01304577,-0.01525839,0.72034678,-0.75722407
-5.82591296,1.29702532,-1.35712259,0.00530250,-0.00596259,0.03264664,-0.03506850,0.45986886,-0.47711302,0.18684175,-0.19035797,0.44161186,-0.45652444,0.14953101,-0.15362498,0.01166275,-0.01377369,0.69267071,-0.72422104
-5.81990995,1.25155025,-1.30095384,0.00460422,-0.00516896,0.03075621,-0.03283080,0.44619219,-0.45998401,0.18320323,-0.18497772,0.42930979,-0.44059073,0.14579442,-0.14876998,0.01038316,-0.01237680,0.67012745,-0.69602450
-5.81390695,1.21606569,-1.25446328,0.00399920,-0.00447572,0.02920548,-0.03093949,0.43570846,-0.44598821,0.18124286,-0.18127685,0.42046386,-0.42804998,0.14309250,-0.14488011,0.00921073,-0.01107432,0.65278554,-0.67285796
-5.80790395,1.19045885,-1.21782234,0.00348159,-0.00387671,0.02798854,-0.02939475,0.42835669,-0.43516254,0.18091394,-0.17924666,0.41503143,-0.41896248,0.14142351,-0.14198673,0.00814753,-0.00987125,0.64058452,-0.65481555
-5.80190095,1.17438957,-1.19096488,0.00304541,-0.00336550,0.02709317,-0.02819024,0.42399795,-0.42746064,0.18213722,-0.17884410,0.41288467,-0.41329896,0.14075865,-0.14009463,0.00719413,-0.00877097,0.63334291,-0.64186464
-5.79589795,1.16731199,-1.17359984,0.00268490,-0.00293568,0.02650145,-0.02731339,0.42242376,-0.42275837,0.18480429,-0.17999403,0.41381810,-0.41094511,0.14104385,-0.13918243,0.00634985,-0.00777542,0.63076973,-0.63385248
-5.78989495,1.16850174,-1.16523039,0.00239473,-0.00258108,0.02619044,-0.02674599,0.42336620,-0.42086148,0.18878170,-0.18259244,0.41755813,-0.41170849,0.14220232,-0.13920395,0.00561298,-0.00688519,0.63247884,-0.63051630
-5.78389195,1.17708747,-1.16517888,0.00217025,-0.00229611,0.02613314,-0.02646487,0.42650946,-0.42151513,0.19391574,-0.18651028,0.42377429,-0.41532757,0.14413777,-0.14009043,0.00498109,-0.00609978,0.63800572,-0.63149660
-5.77788894,1.19208556,-1.17261648,0.00200764,-0.00207584,0.02629935,-0.02644268,0.43150216,-0.42441490,0.20003757,-0.19159800,0.43209160,-0.42148233,0.14673821,-0.14175336,0.00445128,-0.00541779,0.64682589,-0.63635287
-5.77188594,1.21243676,-1.18659629,0.00190410,-0.00191629,0.02665673,-0.02664883,0.43797030,-0.42921885,0.20696881,-0.19769058,0.44210379,-0.42980636,0.14988007,-0.14408800,0.00402048,-0.00483723,0.65837435,-0.64458120
-5.76588294,1.23704333,-1.20608881,0.00185796,-0.00181447,0.02717187,-0.02705047,0.44553003,-0.43556007,0.21452713,-0.20461282,0.45338690,-0.43989963,0.15343256,-0.14697728,0.00368574,-0.00435576,0.67206531,-0.65563315
-5.75987994,1.26480549,-1.23001835,0.00186871,-0.00176856,0.02781131,-0.02761353,0.45380007,-0.44305937,0.22253186,-0.21218489,0.46551266,-0.45134192,0.15726212,-0.15029596,0.00344442,-0.00397093,0.68731153,-0.66893513
-5.75387694,1.29465597,-1.25729906,0.00193705,-0.00177790,0.02854256,-0.02830371,0.46241326,-0.45133769,0.23080931,-0.22022780,0.47806138,-0.46370605,0.16123669,-0.15391490,0.00329448,-0.00368050,0.70354261,-0.68390757
-5.74787394,1.32559141,-1.28686953,0.00206489,-0.00184306,0.02933505,-0.02908756,0.47102683,-0.46002765,0.23919776,-0.22856874,0.49063384,-0.47657081,0.16522979,-0.15770537,0.00323454,-0.00348256,0.72022166,-0.69998327
-5.74187094,1.35669965,-1.31772448,0.00225524,-0.00196583,0.03016098,-0.02993338,0.47933122,-0.46878407,0.24755175,-0.23704599,0.50286178,-0.48953286,0.16912420,-0.16154300,0.00326410,-0.00337580,0.73685972,-0.71662430
-5.73586793,1.38718203,-1.34894273,0.00251217,-0.00214911,0.03099603,-0.03081212,0.48705703,-0.47729297,0.25574566,-0.24551327,0.51441674,-0.50221749,0.17281508,-0.16531155,0.00338349,-0.00335959,0.75302752,-0.73333674
-5.72986493,1.41636989,-1.37971032,0.00284059,-0.00239687,0.03181994,-0.03169811,0.49398010,-0.48527882,0.26367640,-0.25384344,0.52501684,-0.51428765,0.17621255,-0.16890604,0.00359393,-0.00343409,0.76836427,-0.74968299
-5.72386193,1.44373505,-1.40933816,0.00324611,-0.00271397,0.03261685,-0.03256966,0.49992443,-0.49250997,0.27126505,-0.26193122,0.53443147,-0.52545112,0.17924353,-0.17223549,0.00389740,-0.00360022,0.78258313,-0.76529111
-5.71785893,1.46889365,-1.43727357,0.00373475,-0.00310598,0.03337554,-0.03340951,0.50476311,-0.49880193,0.27845741,-0.26969499,0.54248371,-0.53546557,0.18185286,-0.17522479,0.00429656,-0.00385969,0.79547330,-0.77986091
-5.71185593,1.49160377,-1.46310558,0.00431270,-0.00357896,0.03408934,-0.03420502,0.50841719,-0.50401863,0.28522346,-0.27707751,0.54905041,-0.54414139,0.18400361,-0.17781604,0.00479447,-0.00421482,0.80689884,-0.79316679
-5.70585293,1.51175676,-1.48656367,0.00498595,-0.00413917,0.03475601,-0.03494827,0.51085270,-0.50807167,0.29155570,-0.28404549,0.55406020,-0.55134224,0.18567678,-0.17996902,0.00539438,-0.00466841,0.81679414,-0.80505712
-5.69984992,1.52936304,-1.50751053,0.00575997,-0.00479279,0.03537722,-0.03563583,0.51207598,-0.51091767,0.29746640,-0.29058815,0.55748944,-0.55698350,0.18687012,-0.18166100,0.00609939,-0.00522349,0.82515668,-0.81545050
-5.69384692,1.54453305,-1.52592898,0.00663931,-0.00554551,0.03595806,-0.03626845,0.51212774,-0.51255391,0.30298404,-0.29671460,0.55935652,-0.56102860,0.18759641,-0.18288580,0.00691211,-0.00588303,0.83203718,-0.82432903
-5.68784392,1.55745441,-1.54190411,0.00762721,-0.00640225,0.03650623,-0.03685050,0.51107598,-0.51301262,0.30814890,-0.30245046,0.55971475,-0.56348376,0.18788124,-0.18365223,0.00783426,-0.00664960,0.83752788,-0.83172909
-5.68184092,1.56836642,-1.55560131,0.00872519,-0.00736669,0.03703124,-0.03738927,0.50900839,-0.51235420,0.31300817,-0.30783354,0.55864446,-0.56439128,0.18776025,-0.18398202,0.00886625,-0.00752502,0.84174952,-0.83773008
-5.67583792,1.57753321,-1.56724168,0.00993271,-0.00844091,0.03754345,-0.03789416,0.50602438,-0.51065970,0.31761071,-0.31290913,0.55624444,-0.56382179,0.18727618,-0.18390723,0.01000684,-0.00850996,0.84483763,-0.84244176
-5.66983492,1.58521702,-1.57707568,0.01124677,-0.00962501,0.03805315,-0.03837577,0.50222740,-0.50802309,0.32200185,-0.31772482,0.55262358,-0.56186609,0.18647577,-0.18346749,0.01125269,-0.00960355,0.84692901,-0.84599093
-5.66383192,1.59165281,-1.58535682,0.01266164,-0.01091673,0.03856960,-0.03884495,0.49771769,-0.50454354,0.32621838,-0.32232530,0.54789283,-0.55862686,0.18540664,-0.18270693,0.01259811,-0.01080299,0.84814890,-0.84850800
-5.65782891,1.59702559,-1.59231644,0.01416864,-0.01231118,0.03910019,-0.03931188,0.49258598,-0.50031831,0.33028403,-0.32674743,0.54215804,-0.55421070,0.18411439,-0.18167127,0.01403471,-0.01210327,0.84859964,-0.85011429
-5.65182591,1.60145174,-1.59814092,0.01575597,-0.01380054,0.03964968,-0.03978515,0.48690833,-0.49543637,0.33420580,-0.33101567,0.53551408,-0.54872109,0.18263994,-0.18040488,0.01555126,-0.01349677,0.84835135,-0.85091069
-5.64582291,1.60496501,-1.60295267,0.01740868,-0.01537394,0.04021960,-0.04027103,0.48074234,-0.48997319,0.33797119,-0.33513832,0.52804036,-0.54225237,0.18101734,-0.17894824,0.01713360,-0.01497319,0.84743508,-0.85096811
-5.63981991,1.60750821,-1.60679564,0.01910878,-0.01701734,0.04080783,-0.04077275,0.47412497,-0.48398689,0.34154657,-0.33910464,0.51979805,-0.53488520,0.17927211,-0.17733574,0.01876466,-0.01651931,0.84583879,-0.85032051
-5.63381691,1.60893075,-1.60962619,0.02083538,-0.01871362,0.04140838,-0.04129008,0.46707178,-0.47751586,0.34487690,-0.34288312,0.51082898,-0.52668361,0.17742012,-0.17559391,0.02042457,-0.01811904,0.84350630,-0.84896045
-5.62781391,1.60899234,-1.61130976,0.02256506,-0.02044271,0.04201144,-0.04181905,0.45957790,-0.47057794,0.34788661,-0.34642095,0.50115622,-0.51769370,0.17546718,-0.17374036,0.02209102,-0.01975355,0.84033932,-0.84683771
-5.62181091,1.60737242,-1.61162350,0.02427234,-0.02218193,0.04260354,-0.04235183,0.45162024,-0.46317109,0.35048190,-0.34964476,0.49078623,-0.50794394,0.17340917,-0.17178311,0.02373960,-0.02140145,0.83620224,-0.84386076
-5.61580790,1.60368501,-1.61026457,0.02593021,-0.02390632,0.04316806,-0.04287695,0.44316103,-0.45527547,0.35255413,-0.35246269,0.47971222,-0.49744708,0.17123292,-0.16972072,0.02534433,-0.02303918,0.83092958,-0.83990115
-5.60980490,1.59749797,-1.60686376,0.02751082,-0.02558927,0.04368581,-0.04337963,0.43415234,-0.44685676,0.35398431,-0.35476758,0.46791860,-0.48620318,0.16891747,-0.16754293,0.02687835,-0.02464148,0.82433554,-0.83480030
-5.60380190,1.58835580,-1.60100358,0.02898625,-0.02720312,0.04413581,-0.04384230,0.42454117,-0.43787044,0.35464837,-0.35644120,0.45538604,-0.47420381,0.16643598,-0.16523175,0.02831457,-0.02618202,0.81622510,-0.82837860
-5.59779890,1.57580465,-1.59223997,0.03032929,-0.02871989,0.04449622,-0.04424537,0.41427501,-0.42826670,0.35442300,-0.35735940,0.44209688,-0.46143679,0.16375792,-0.16276321,0.02962648,-0.02763404,0.80640621,-0.82044599
-5.59179590,1.55941836,-1.58012627,0.03151428,-0.03011209,0.04474531,-0.04456803,0.40330739,-0.41799579,0.35319182,-0.35739778,0.42804036,-0.44789130,0.16085145,-0.16010928,0.03078895,-0.02897110,0.79470218,-0.81081365
-5.58579290,1.53882404,-1.56423845,0.03251794,-0.03135352,0.04486242,-0.04478920,0.39160305,-0.40701338,0.35085147,-0.35643775,0.41321758,-0.43356291,0.15768610,-0.15724018,0.03177904,-0.03016789,0.78096385,-0.79930604
-5.57978989,1.51372604,-1.54420003,0.03332010,-0.03242010,0.04482900,-0.04488849,0.37914268,-0.39528566,0.34731742,-0.35437253,0.39764562,-0.41845828,0.15423521,-0.15412672,0.03257676,-0.03120103,0.76508071,-0.78577275
-5.57378689,1.48392708,-1.51970576,0.03390442,-0.03329069,0.04462950,-0.04484717,0.36592676,-0.38279388,0.34252914,-0.35111298,0.38136077,-0.40259913,0.15047843,-0.15074277,0.03316575,-0.03204978,0.74699062,-0.77009947
-5.56778389,1.44934553,-1.49054254,0.03425893,-0.03394773,0.04425217,-0.04464909,0.35197839,-0.36953817,0.33645448,-0.34659287,0.36442072,-0.38602534,0.14640381,-0.14706748,0.03353387,-0.03269681,0.72668745,-0.75221756
-5.56178089,1.41002806,-1.45660695,0.03437649,-0.03437791,0.04368971,-0.04428146,0.33734507,-0.35554037,0.32909292,-0.34077328,0.34690539,-0.36879702,0.14200963,-0.14308740,0.03367364,-0.03312876,0.70422650,-0.73211182
-5.55577789,1.36615720,-1.41791827,0.03425504,-0.03457264,0.04293977,-0.04373559,0.32209932,-0.34084578,0.32047769,-0.33364609,0.32891675,-0.35099538,0.13730577,-0.13879820,0.03358254,-0.03333675,0.67972738,-0.70982602
-5.54977489,1.31805343,-1.37462681,0.03389770,-0.03452833,0.04200523,-0.04300741,0.30633804,-0.32552385,0.31067655,-0.32523627,0.31057739,-0.33272247,0.13231453,-0.13420606,0.03326315,-0.03331670,0.65337424,-0.68546609
-5.54377189,1.26617197,-1.32701689,0.03331269,-0.03424660,0.04089433,-0.04209778,0.29018096,-0.30966771,0.29979131,-0.31560295,0.29202806,-0.31409991,0.12707106,-0.12932861,0.03272306,-0.03306953,0.62541351,-0.65920072
-5.53776888,1.21109447,-1.27550477,0.03251308,-0.03373420,0.03962047,-0.04101269,0.27376800,-0.29339266,0.28795604,-0.30483922,0.27342448,-0.29526649,0.12162315,-0.12419534,0.03197471,-0.03260115,0.59614923,-0.63125964
-5.53176588,1.15351603,-1.22063162,0.03151636,-0.03300285,0.03820203,-0.03976322,0.25725592,-0.27683381,0.27533418,-0.29307061,0.25493346,-0.27637514,0.11603057,-0.11884757,0.03103494,-0.03192227,0.56593633,-0.60192943
-5.52576288,1.09422833,-1.16305190,0.03034391,-0.03206886,0.03666178,-0.03836529,0.24081433,-0.26014285,0.26211455,-0.28045256,0.23672855,-0.25758920,0.11036395,-0.11333800,0.02992451,-0.03104815,0.53517206,-0.57154747
-5.51975988,1.03409971,-1.10351799,0.02902029,-0.03095259,0.03502636,-0.03683929,0.22462132,-0.24348434,0.24850662,-0.26716669,0.21898563,-0.23907836,0.10470326,-0.10772974,0.02866743,-0.02999805,0.50428616,-0.54049399
-5.51375688,0.97405285,-1.04286162,0.02757249,-0.02967785,0.03332544,-0.03520952,0.20885885,-0.22703155,0.23473512,-0.25341639,0.20187848,-0.22101438,0.09913593,-0.10209504,0.02729022,-0.02879464,0.47373008,-0.50918293
-5.50775388,0.91504128,-0.98197303,0.02602914,-0.02827112,0.03159100,-0.03350350,0.19370817,-0.21096212,0.22103421,-0.23942164,0.18557452,-0.20356694,0.09375477,-0.09651363,0.02582110,-0.02746336,0.44396570,-0.47805178
-5.50175088,0.85802535,-0.92177876,0.02441967,-0.02676076,0.02985640,-0.03175126,0.17934536,-0.19545371,0.20764160,-0.22541347,0.17023097,-0.18689963,0.08865565,-0.09107088,0.02428920,-0.02603158,0.41545395,-0.44755099
-5.49574787,0.80394857,-0.86321883,0.02277347,-0.02517621,0.02815548,-0.02998444,0.16593721,-0.18067977,0.19479255,-0.21162819,0.15599153,-0.17116635,0.08393514,-0.08585573,0.02272370,-0.02452782,0.38864383,-0.41813319
-5.48974487,0.75371512,-0.80722415,0.02111916,-0.02354709,0.02652175,-0.02823549,0.15363742,-0.16680565,0.18271427,-0.19830162,0.14298352,-0.15650817,0.07968812,-0.08095854,0.02115308,-0.02298097,0.36396188,-0.39024267
-5.48374187,0.70816897,-0.75469484,0.01948387,-0.02190247,0.02498750,-0.02653681,0.14258340,-0.15398503,0.17162057,-0.18566349,0.13131573,-0.14305073,0.07600546,-0.07646893,0.01960437,-0.02141946,0.34180265,-0.36430543
-5.47773887,0.66807524,-0.70648001,0.01789261,-0.02027009,0.02358313,-0.02491990,0.13289348,-0.14235687,0.16170716,-0.17393218,0.12107677,-0.13090222,0.07297179,-0.07247358,0.01810255,-0.01987059,0.32252018,-0.34071999
-5.47173587,0.63410414,-0.66335955,0.01636782,-0.01867574,0.02233642,-0.02341463,0.12466481,-0.13204273,0.15314752,-0.16331000,0.11233407,-0.12015193,0.07066352,-0.06905421,0.01666999,-0.01835983,0.30642070,-0.31984911
-5.46573287,0.60681765,-0.62602808,0.01492895,-0.01714267,0.02127207,-0.02204854,0.11797165,-0.12314479,0.14608950,-0.15397898,0.10513341,-0.11086930,0.06914704,-0.06628558,0.01532603,-0.01691028,0.29375666,-0.30201270
-5.45972986,0.58665931,-0.59508157,0.01359218,-0.01569121,0.02041122,-0.02084624,0.11286439,-0.11574420,0.14065269,-0.14609733,0.09949887,-0.10310353,0.06847725,-0.06423379,0.01408670,-0.01554225,0.28472217,-0.28748181
-5.45372686,0.57394700,-0.57100644,0.01237030,-0.01433842,0.01977121,-0.01982896,0.10936895,-0.10989998,0.13692659,-0.13979667,0.09543329,-0.09688353,0.06869636,-0.06295471,0.01296452,-0.01427286,0.27944976,-0.27647390
-5.44772386,0.56886887,-0.55417149,0.01127263,-0.01309787,0.01936543,-0.01901414,0.10748677,-0.10564842,0.13496958,-0.13517992,0.09291908,-0.09221828,0.06983310,-0.06249266,0.01196842,-0.01311587,0.27800864,-0.26914927
-5.44172086,0.57148254,-0.54482258,0.01030508,-0.01197961,0.01920331,-0.01841523,0.10719526,-0.10300283,0.13480863,-0.13231989,0.09191931,-0.08909754,0.07190230,-0.06287944,0.01110376,-0.01208156,0.28040446,-0.26560876
-5.43571786,0.58171728,-0.54308000,0.00947031,-0.01099015,0.01929044,-0.01804153,0.10844875,-0.10195371,0.13643990,-0.13125877,0.09237918,-0.08749272,0.07490488,-0.06413357,0.01037248,-0.01117668,0.28658036,-0.26589268
-5.42971486,0.59937946,-0.54893871,0.00876789,-0.01013258,0.01962885,-0.01789821,0.11117986,-0.10246938,0.13982999,-0.13200814,0.09422770,-0.08735805,0.07882828,-0.06625998,0.00977330,-0.01040457,0.29641968,-0.26998100
-5.42371186,0.62416101,-0.56227127,0.00819459,-0.00940677,0.02021735,-0.01798646,0.11530136,-0.10449690,0.14491801,-0.13454985,0.09737966,-0.08863195,0.08364732,-0.06924996,0.00930194,-0.00976532,0.30974997,-0.27779475
-5.41770885,0.65565087,-0.58283360,0.00774466,-0.00880961,0.02105202,-0.01830370,0.12070852,-0.10796343,0.15161833,-0.13883751,0.10173788,-0.09123862,0.08932554,-0.07308161,0.00895152,-0.00925599,0.32634854,-0.28919878
-5.41170585,0.69334920,-0.61027353,0.00741019,-0.00833537,0.02212680,-0.01884398,0.12728180,-0.11277797,0.15982391,-0.14479868,0.10719563,-0.09508977,0.09581691,-0.07772057,0.00871285,-0.00887090,0.34594931,-0.30400574
-5.40570285,0.73668423,-0.64414202,0.00718143,-0.00797597,0.02343408,-0.01959841,0.13489007,-0.11883354,0.16941025,-0.15233771,0.11363933,-0.10008667,0.10306798,-0.08312133,0.00857488,-0.00860197,0.36825106,-0.32198143
-5.39969985,0.78503128,-0.68390710,0.00704715,-0.00772144,0.02496541,-0.02055578,0.14339413,-0.12600967,0.18023986,-0.16133918,0.12095147,-0.10612233,0.11102028,-0.08922886,0.00852507,-0.00843907,0.39292671,-0.34285144
-5.39369685,0.83773351,-0.72897024,0.00699501,-0.00756022,0.02671218,-0.02170319,0.15265057,-0.13417542,0.19216697,-0.17167181,0.12901360,-0.11308400,0.11961304,-0.09598062,0.00854983,-0.00837042,0.41963362,-0.36630895
-5.38769385,0.89412383,-0.77868495,0.00701188,-0.00747963,0.02866631,-0.02302676,0.16251585,-0.14319263,0.20504255,-0.18319293,0.13770949,-0.12085580,0.12878599,-0.10330905,0.00863494,-0.00838298,0.44802447,-0.39202378
-5.38169085,0.95354708,-0.83237707,0.00708423,-0.00746620,0.03082084,-0.02451246,0.17285045,-0.15291960,0.21871933,-0.19575319,0.14692821,-0.12932152,0.13848221,-0.11114429,0.00876591,-0.00846286,0.47775846,-0.41965215
-5.37568784,1.01538181,-0.88936631,0.00719840,-0.00750607,0.03317052,-0.02614683,0.18352304,-0.16321493,0.23305666,-0.20920151,0.15656714,-0.13836760,0.14865081,-0.11941708,0.00892844,-0.00859570,0.50851233,-0.44884730
-5.36968484,1.07906053,-0.94898831,0.00734093,-0.00758537,0.03571219,-0.02791782,0.19441436,-0.17394151,0.24792501,-0.22339002,0.16653468,-0.14788606,0.15924930,-0.12806181,0.00910874,-0.00876707,0.53999076,-0.47927028
-5.36368184,1.14408750,-1.01061625,0.00749887,-0.00769050,0.03844504,-0.02981552,0.20542078,-0.18497046,0.26320988,-0.23817886,0.17675263,-0.15777734,0.17024558,-0.13701957,0.00929384,-0.00896285,0.57193565,-0.51060067
-5.35767884,1.21005310,-1.07368123,0.00765999,-0.00780850,0.04137068,-0.03183285,0.21645727,-0.19618493,0.27881487,-0.25344057,0.18715797,-0.16795293,0.18161919,-0.14624093,0.00947195,-0.00916954,0.60413375,-0.54254671
-5.35167584,1.27664378,-1.13769030,0.00781307,-0.00792728,0.04449302,-0.03396607,0.22745958,-0.20748349,0.29466383,-0.26906384,0.19770400,-0.17833762,0.19336195,-0.15568843,0.00963266,-0.00937460,0.63642217,-0.57485440
-5.34567284,1.34364703,-1.20224123,0.00794805,-0.00803589,0.04781785,-0.03621519,0.23838561,-0.21878301,0.31070179,-0.28495652,0.20836070,-0.18887129,0.20547768,-0.16533853,0.00976717,-0.00956673,0.66869142,-0.60731489
