energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.86793397,2.92954882,0.00295892,0.57638787,0.77234453,0.75312930,1.08603028,0.86706288,1.03725720,0.00000000
-5.86193097,2.78998481,0.00270194,0.56745452,0.72183924,0.70441748,1.05246697,0.83231328,0.97246677,0.00000000
-5.85592796,2.65243893,0.00245278,0.55732250,0.67251485,0.65772195,1.01924570,0.79753545,0.90967681,0.00000000
-5.84992496,2.51774756,0.00221353,0.54600173,0.62474463,0.61331958,0.98641062,0.76295919,0.84929245,0.00000000
-5.84392196,2.38654916,0.00198593,0.53350686,0.57883128,0.57139495,0.95395128,0.72876902,0.79161806,0.00000000
-5.83791896,2.25929490,0.00177138,0.51985874,0.53500693,0.53204718,0.92181105,0.69510565,0.73686124,0.00000000
-5.83191596,2.13626724,0.00157094,0.50508621,0.49343581,0.49529954,0.88989778,0.66206985,0.68514041,0.00000000
-5.82591296,2.01760459,0.00138531,0.48922803,0.45421926,0.46111107,0.85809591,0.62972819,0.63649525,0.00000000
-5.81990995,1.90333028,0.00121488,0.47233473,0.41740236,0.42938960,0.82627935,0.59812017,0.59089915,0.00000000
-5.81390695,1.79338370,0.00105975,0.45447036,0.38298189,0.40000535,0.79432441,0.56726623,0.54827290,0.00000000
-5.80790395,1.68765183,0.00091974,0.43571363,0.35091498,0.37280437,0.76212188,0.53717605,0.50849879,0.00000000
-5.80190095,1.58599929,0.00079448,0.41615867,0.32112799,0.34762138,0.72958787,0.50785665,0.47143446,0.00000000
-5.79589795,1.48829549,0.00068340,0.39591498,0.29352511,0.32429131,0.69667270,0.47931973,0.43692578,0.00000000
-5.78989495,1.39443761,0.00058581,0.37510682,0.26799639,0.30265922,0.66336745,0.45158793,0.40481831,0.00000000
-5.78389195,1.30436856,0.00050092,0.35387170,0.24442493,0.28258829,0.62970807,0.42469979,0.37496692,0.00000000
-5.77788894,1.21808946,0.00042790,0.33235829,0.22269285,0.26396575,0.59577680,0.39871298,0.34724331,0.00000000
-5.77188594,1.13566645,0.00036589,0.31072370,0.20268614,0.24670666,0.56170097,0.37370602,0.32154135,0.00000000
-5.76588294,1.05723199,0.00031404,0.28913027,0.18429819,0.23075564,0.52764956,0.34977821,0.29778017,0.00000000
-5.75987994,0.98298106,0.00027157,0.26774198,0.16743210,0.21608665,0.49382754,0.32704810,0.27590521,0.00000000
-5.75387694,0.91316297,0.00023774,0.24672076,0.15200188,0.20270103,0.46046861,0.30565047,0.25588738,0.00000000
-5.74787394,0.84806953,0.00021189,0.22622281,0.13793257,0.19062417,0.42782671,0.28573223,0.23772048,0.00000000
-5.74187094,0.78802042,0.00019346,0.20639500,0.12515963,0.17990094,0.39616677,0.26744733,0.22141744,0.00000000
-5.73586793,0.73334680,0.00018198,0.18737173,0.11362758,0.17059031,0.36575519,0.25095106,0.20700542,0.00000000
-5.72986493,0.68437396,0.00017707,0.16927214,0.10328826,0.16275945,0.33685060,0.23639399,0.19452035,0.00000000
-5.72386193,0.64140391,0.00017846,0.15219796,0.09409877,0.15647753,0.30969505,0.22391578,0.18400101,0.00000000
-5.71785893,0.60469863,0.00018595,0.13623196,0.08601935,0.15180962,0.28450632,0.21363920,0.17548316,0.00000000
-5.71185593,0.57446470,0.00019940,0.12143706,0.07901127,0.14881075,0.26147127,0.20566443,0.16899379,0.00000000
-5.70585293,0.55083974,0.00021877,0.10785607,0.07303491,0.14752053,0.24074066,0.20006403,0.16454594,0.00000000
-5.69984992,0.53388124,0.00024400,0.09551214,0.06804818,0.14795843,0.22242540,0.19687848,0.16213405,0.00000000
-5.69384692,0.52355790,0.00027511,0.08440972,0.06400518,0.15011977,0.20659432,0.19611273,0.16173018,0.00000000
-5.68784392,0.51974394,0.00031208,0.07453603,0.06085533,0.15397270,0.19327338,0.19773356,0.16328118,0.00000000
-5.68184092,0.52221631,0.00035487,0.06586291,0.05854298,0.15945621,0.18244633,0.20166806,0.16670689,0.00000000
-5.67583792,0.53065501,0.00040341,0.05834909,0.05700734,0.16647911,0.17405658,0.20780314,0.17189940,0.00000000
-5.66983492,0.54464655,0.00045757,0.05194254,0.05618294,0.17492022,0.16801024,0.21598620,0.17872352,0.00000000
-5.66383192,0.56369040,0.00051710,0.04658303,0.05600047,0.18462966,0.16418014,0.22602698,0.18701835,0.00000000
-5.65782891,0.58720846,0.00058168,0.04220475,0.05638794,0.19543122,0.16241060,0.23770049,0.19660003,0.00000000
-5.65182591,0.61455731,0.00065086,0.03873886,0.05727229,0.20712587,0.16252300,0.25075117,0.20726557,0.00000000
-5.64582291,0.64504315,0.00072407,0.03611602,0.05858115,0.21949621,0.16432172,0.26489807,0.21879767,0.00000000
-5.63981991,0.67793900,0.00080061,0.03426870,0.06024489,0.23231191,0.16760058,0.27984107,0.23097052,0.00000000
-5.63381691,0.71250392,0.00087964,0.03313349,0.06219878,0.24533587,0.17214944,0.29526800,0.24355626,0.00000000
-5.62781391,0.74800370,0.00096022,0.03265306,0.06438523,0.25833096,0.17776097,0.31086255,0.25633215,0.00000000
-5.62181091,0.78373260,0.00104128,0.03277798,0.06675601,0.27106725,0.18423730,0.32631261,0.26908798,0.00000000
-5.61580790,0.81903533,0.00112167,0.03346834,0.06927437,0.28332928,0.19139656,0.34131912,0.28163364,0.00000000
-5.60980490,0.85332868,0.00120018,0.03469502,0.07191693,0.29492335,0.19907904,0.35560486,0.29380654,0.00000000
-5.60380190,0.88612201,0.00127556,0.03644076,0.07467531,0.30568434,0.20715280,0.36892302,0.30547851,0.00000000
-5.59779890,0.91703572,0.00134656,0.03870083,0.07755733,0.31548191,0.21551864,0.38106529,0.31656188,0.00000000
-5.59179590,0.94581686,0.00141197,0.04148337,0.08058778,0.32422575,0.22411406,0.39186903,0.32701453,0.00000000
-5.58579290,0.97235112,0.00147065,0.04480934,0.08380854,0.33186960,0.23291623,0.40122331,0.33684342,0.00000000
-5.57978989,0.99667045,0.00152158,0.04871194,0.08727814,0.33841385,0.24194356,0.40907341,0.34610654,0.00000000
-5.57378689,1.01895561,0.00156389,0.05323565,0.09107055,0.34390646,0.25125584,0.41542369,0.35491285,0.00000000
-5.56778389,1.03953324,0.00159687,0.05843458,0.09527330,0.34844217,0.26095278,0.42033844,0.36342022,0.00000000
-5.56178089,1.05886719,0.00162004,0.06437041,0.09998483,0.35215982,0.27117083,0.42394078,0.37183120,0.00000000
-5.55577789,1.07754388,0.00163312,0.07110966,0.10531111,0.35523792,0.28207819,0.42640929,0.38038660,0.00000000
-5.54977489,1.09625208,0.00163609,0.07872044,0.11136162,0.35788837,0.29386818,0.42797272,0.38935707,0.00000000
-5.54377189,1.11575751,0.00162917,0.08726874,0.11824478,0.36034878,0.30675091,0.42890262,0.39903282,0.00000000
-5.53776888,1.13687286,0.00161281,0.09681422,0.12606290,0.36287337,0.32094358,0.42950430,0.40971177,0.00000000
-5.53176588,1.16042438,0.00158767,0.10740577,0.13490686,0.36572293,0.33665964,0.43010621,0.42168657,0.00000000
-5.52576288,1.18721617,0.00155465,0.11907688,0.14485074,0.36915421,0.35409717,0.43104840,0.43523100,0.00000000
-5.51975988,1.21799350,0.00151479,0.13184101,0.15594654,0.37340915,0.37342690,0.43267022,0.45058625,0.00000000
-5.51375688,1.25340689,0.00146929,0.14568727,0.16821930,0.37870435,0.39478042,0.43529787,0.46794774,0.00000000
-5.50775388,1.29397828,0.00141946,0.16057645,0.18166284,0.38522140,0.41823917,0.43923230,0.48745297,0.00000000
-5.50175088,1.34007114,0.00136668,0.17643783,0.19623638,0.39309836,0.44382455,0.44473794,0.50917132,0.00000000
-5.49574787,1.39186584,0.00131234,0.19316684,0.21186218,0.40242288,0.47148998,0.45203275,0.53309596,0.00000000
-5.48974487,1.44934174,0.00125786,0.21062390,0.22842455,0.41322730,0.50111519,0.46128000,0.55913874,0.00000000
-5.48374187,1.51226694,0.00120458,0.22863448,0.24577028,0.42548599,0.53250323,0.47258218,0.58712822,0.00000000
-5.47773887,1.58019670,0.00115381,0.24699062,0.26371056,0.43911507,0.56538060,0.48597722,0.61681122,0.00000000
-5.47173587,1.65248064,0.00110672,0.26545395,0.28202455,0.45397462,0.59940049,0.50143739,0.64785789,0.00000000
-5.46573287,1.72827895,0.00106439,0.28376013,0.30046439,0.46987332,0.63414939,0.51887068,0.67987036,0.00000000
-5.45972986,1.80658700,0.00102778,0.30162474,0.31876170,0.48657525,0.66915678,0.53812477,0.71239462,0.00000000
-5.45372686,1.88626759,0.00099769,0.31875040,0.33663521,0.50380869,0.70390772,0.55899338,0.74493517,0.00000000
-5.44772386,1.96608946,0.00097480,0.33483488,0.35379944,0.52127647,0.73785782,0.58122467,0.77697207,0.00000000
-5.44172086,2.04477055,0.00095963,0.34957994,0.36997386,0.53866735,0.77045005,0.60453133,0.80797936,0.00000000
-5.43571786,2.12102411,0.00095260,0.36270058,0.38489237,0.55566802,0.80113268,0.62860193,0.83744429,0.00000000
-5.42971486,2.19360555,0.00095398,0.37393421,0.39831260,0.57197512,0.82937761,0.65311305,0.86488635,0.00000000
-5.42371186,2.26135808,0.00096391,0.38304946,0.41002458,0.58730666,0.85469819,0.67774152,0.88987528,0.00000000
-5.41770885,2.32325493,0.00098245,0.38985416,0.41985846,0.60141242,0.87666582,0.70217655,0.91204709,0.00000000
-5.41170585,2.37843650,0.00100955,0.39420215,0.42769084,0.61408291,0.89492452,0.72613091,0.93111750,0.00000000
-5.40570285,2.42624062,0.00104504,0.39599861,0.43344952,0.62515631,0.90920290,0.74935112,0.94689204,0.00000000
-5.39969985,2.46622496,0.00108867,0.39520361,0.43711627,0.63452349,0.91932280,0.77162599,0.95927241,0.00000000
-5.39369685,2.49818054,0.00114010,0.39183384,0.43872774,0.64213055,0.92520451,0.79279353,0.96825883,0.00000000
-5.38769385,2.52213632,0.00119889,0.38596224,0.43837415,0.64797927,0.92686821,0.81274594,0.97394836,0.00000000
-5.38169085,2.53835480,0.00126450,0.37771580,0.43619619,0.65212533,0.92443164,0.83143272,0.97652936,0.00000000
-5.37568784,2.54731931,0.00133629,0.36727137,0.43238001,0.65467454,0.91810430,0.84886198,0.97627246,0.00000000
-5.36968484,2.54971414,0.00141351,0.35484997,0.42715070,0.65577756,0.90817849,0.86510001,0.97351860,0.00000000
-5.36368184,2.54639854,0.00149532,0.34070962,0.42076453,0.65562329,0.89501762,0.88026940,0.96866486,0.00000000
-5.35767884,2.53837642,0.00158075,0.32513716,0.41350037,0.65443147,0.87904253,0.89454590,0.96214883,0.00000000
-5.35167584,2.52676313,0.00166876,0.30843948,0.40565062,0.65244491,0.86071647,0.90815414,0.95443241,0.00000000
-5.34567284,2.51275104,0.00175820,0.29093432,0.39751216,0.64992163,0.84052933,0.92136264,0.94598576,0.00000000
-5.33966983,2.49757538,0.00184785,0.27294131,0.38937754,0.64712747,0.81898202,0.93447806,0.93727228,0.00000000
-5.33366683,2.48248157,0.00193641,0.25477334,0.38152693,0.64432924,0.79657146,0.94783885,0.92873512,0.00000000
-5.32766383,2.46869496,0.00202257,0.23672873,0.37422096,0.64178870,0.77377678,0.96180836,0.92078586,0.00000000
-5.32166083,2.45739373,0.00210501,0.21908438,0.36769469,0.63975752,0.75104723,0.97676741,0.91379546,0.00000000
-5.31565783,2.44968514,0.00218240,0.20209013,0.36215292,0.63847308,0.72879200,0.99310613,0.90808798,0.00000000
-5.30965483,2.44658518,0.00225350,0.18596433,0.35776676,0.63815513,0.70737228,1.01121504,0.90393655,0.00000000
-5.30365183,2.44900131,0.00231715,0.17089084,0.35467143,0.63900315,0.68709541,1.03147525,0.90156188,0.00000000
-5.29764882,2.45771782,0.00237231,0.15701725,0.35296536,0.64119419,0.66821132,1.05424770,0.90113256,0.00000000
-5.29164582,2.47338322,0.00241808,0.14445439,0.35271018,0.64488098,0.65091086,1.07986143,0.90276699,0.00000000
-5.28564282,2.49649919,0.00245376,0.13327686,0.35393160,0.65019011,0.63532598,1.10860091,0.90653632,0.00000000
-5.27963982,2.52741036,0.00247882,0.12352459,0.35662103,0.65722009,0.62153143,1.14069273,0.91246788,0.00000000
-5.27363682,2.56629491,0.00249297,0.11520507,0.36073746,0.66603920,0.60954764,1.17629191,0.92054874,0.00000000
-5.26763382,2.61315559,0.00249610,0.10829622,0.36620982,0.67668304,0.59934467,1.21546836,0.93072889,0.00000000
-5.26163082,2.66781156,0.00248833,0.10274963,0.37293934,0.68915187,0.59084675,1.25819406,0.94292384,0.00000000
-5.25562781,2.72989141,0.00246999,0.09849399,0.38080202,0.70340784,0.58393740,1.30433173,0.95701632,0.00000000
-5.24962481,2.79882804,0.00244157,0.09543870,0.38965111,0.71937220,0.57846476,1.35362570,0.97285736,0.00000000
-5.24362181,2.87385637,0.00240373,0.09347734,0.39931946,0.73692301,0.57424723,1.40569589,0.99026640,0.00000000
-5.23761881,2.95401474,0.00235726,0.09249113,0.40962206,0.75589333,0.57107904,1.46003548,1.00903113,0.00000000
-5.23161581,3.03815122,0.00230303,0.09235219,0.42035854,0.77607050,0.56873597,1.51601309,1.02890698,0.00000000
-5.22561281,3.12493553,0.00224200,0.09292653,0.43131585,0.79719661,0.56698100,1.57287990,1.04961687,0.00000000
-5.21960980,3.21287751,0.00217514,0.09407694,0.44227122,0.81897056,0.56556999,1.62978193,1.07085158,0.00000000
-5.21360680,3.30035232,0.00210341,0.09566560,0.45299540,0.84105180,0.56425728,1.68577759,1.09227099,0.00000000
-5.20760380,3.38563259,0.00202775,0.09755645,0.46325632,0.86306597,0.56280122,1.73986003,1.11350674,0.00000000
-5.20160080,3.46692700,0.00194906,0.09961749,0.47282306,0.88461234,0.56096962,1.79098403,1.13416635,0.00000000
-5.19559780,3.54242448,0.00186814,0.10172280,0.48147021,0.90527294,0.55854494,1.83809620,1.15383907,0.00000000
-5.18959480,3.61034269,0.00178573,0.10375446,0.48898251,0.92462314,0.55532926,1.88016770,1.17210334,0.00000000
-5.18359180,3.66897908,0.00170246,0.10560422,0.49515962,0.94224344,0.55114879,1.91622792,1.18853583,0.00000000
-5.17758879,3.71676257,0.00161889,0.10717508,0.49982088,0.95773174,0.54585787,1.94539787,1.20272170,0.00000000
-5.17158579,3.75230358,0.00153547,0.10838262,0.50280989,0.97071591,0.53934229,1.96692166,1.21426576,0.00000000
-5.16558279,3.77444028,0.00145260,0.10915608,0.50399872,0.98086581,0.53152176,1.98019464,1.22280388,0.00000000
-5.15957979,3.78227869,0.00137059,0.10943922,0.50329143,0.98790441,0.52235150,1.98478691,1.22801443,0.00000000
-5.15357679,3.77522480,0.00128970,0.10919089,0.50062692,0.99161735,0.51182278,1.98046098,1.22962876,0.00000000
-5.14757379,3.75300701,0.00121015,0.10838522,0.49598068,0.99186051,0.49996243,1.96718275,1.22744053,0.00000000
-5.14157079,3.71568773,0.00113214,0.10701153,0.48936560,0.98856520,0.48683118,1.94512517,1.22131322,0.00000000
-5.13556778,3.66366334,0.00105584,0.10507384,0.48083156,0.98174071,0.47252108,1.91466451,1.21118535,0.00000000
-5.12956478,3.59765256,0.00098141,0.10259010,0.47046388,0.97147410,0.45715189,1.87636915,1.19707330,0.00000000
-5.12356178,3.51867347,0.00090901,0.09959096,0.45838070,0.95792714,0.44086667,1.83098161,1.17907140,0.00000000
-5.11755878,3.42801038,0.00083881,0.09611839,0.44472928,0.94133062,0.42382679,1.77939441,1.15734928,0.00000000
-5.11155578,3.32717171,0.00077097,0.09222394,0.42968157,0.92197632,0.40620640,1.72262095,1.13214670,0.00000000
-5.10555278,3.21784098,0.00070567,0.08796678,0.41342907,0.90020681,0.38818680,1.66176259,1.10376595,0.00000000
-5.09954977,3.10182283,0.00064306,0.08341177,0.39617724,0.87640379,0.36995076,1.59797334,1.07256234,0.00000000
-5.09354677,2.98098645,0.00058331,0.07862724,0.37813979,0.85097525,0.35167710,1.53242367,1.03893299,0.00000000
-5.08754377,2.85720864,0.00052657,0.07368300,0.35953299,0.82434213,0.33353575,1.46626479,1.00330469,0.00000000
-5.08154077,2.73231884,0.00047298,0.06864830,0.34057019,0.79692505,0.31568336,1.40059473,0.96612115,0.00000000
-5.07553777,2.60804801,0.00042264,0.06358999,0.32145692,0.76913143,0.29825977,1.33642765,0.92783027,0.00000000
-5.06953477,2.48598336,0.00037563,0.05857093,0.30238646,0.74134371,0.28138529,1.27466711,0.88887184,0.00000000
-5.06353177,2.36753017,0.00033201,0.05364856,0.28353630,0.71390903,0.26515887,1.21608441,0.84966633,0.00000000
-5.05752876,2.25388195,0.00029179,0.04887390,0.26506527,0.68713052,0.24965728,1.16130236,0.81060483,0.00000000
-5.05152576,2.14599951,0.00025495,0.04429072,0.24711159,0.66126075,0.23493509,1.11078502,0.77204074,0.00000000
-5.04552276,2.04459927,0.00022145,0.03993507,0.22979176,0.63649722,0.22102560,1.06483328,0.73428328,0.00000000
-5.03951976,1.95015071,0.00019118,0.03583519,0.21320017,0.61298015,0.20794231,1.02358645,0.69759293,0.00000000
-5.03351676,1.86288255,0.00016404,0.03201153,0.19740945,0.59079240,0.19568122,0.98702921,0.66217893,0.00000000
-5.02751376,1.78279694,0.00013987,0.02847719,0.18247148,0.56996154,0.18422342,0.95500362,0.62819868,0.00000000
-5.02151076,1.70969056,0.00011851,0.02523843,0.16841880,0.55046378,0.17353812,0.92722551,0.59575903,0.00000000
-5.01550775,1.64318166,0.00009977,0.02229544,0.15526653,0.53222963,0.16358576,0.90330426,0.56491923,0.00000000
-5.00950475,1.58274155,0.00008344,0.01964315,0.14301450,0.51515094,0.15432129,0.88276539,0.53569531,0.00000000
-5.00350175,1.52772921,0.00006934,0.01727219,0.13164957,0.49908897,0.14569726,0.86507479,0.50806565,0.00000000
-4.99749875,1.47742760,0.00005724,0.01516980,0.12114799,0.48388328,0.13766679,0.84966367,0.48197748,0.00000000
-4.99149575,1.43108023,0.00004693,0.01332079,0.11147785,0.46936087,0.13018621,0.83595344,0.45735393,0.00000000
-4.98549275,1.38792660,0.00003823,0.01170839,0.10260133,0.45534541,0.12321732,0.82337938,0.43410143,0.00000000
-4.97948974,1.34723540,0.00003093,0.01031515,0.09447689,0.44166617,0.11672933,0.81141242,0.41211710,0.00000000
-4.97348674,1.30833414,0.00002486,0.00912357,0.08706123,0.42816617,0.11070019,0.79957819,0.39129590,0.00000000
-4.96748374,1.27063446,0.00001984,0.00811678,0.08031105,0.41470956,0.10511757,0.78747286,0.37153724,0.00000000
-4.96148074,1.23365226,0.00001573,0.00727900,0.07418458,0.40118768,0.09997923,0.77477499,0.35275085,0.00000000
-4.95547774,1.19702219,0.00001239,0.00659595,0.06864279,0.38752383,0.09529302,0.76125348,0.33486174,0.00000000
-4.94947474,1.16050613,0.00000969,0.00605505,0.06365038,0.37367648,0.09107629,0.74677104,0.31781405,0.00000000
-4.94347174,1.12399567,0.00000753,0.00564558,0.05917648,0.35964098,0.08735497,0.73128354,0.30157377,0.00000000
-4.93746873,1.08750869,0.00000582,0.00535873,0.05519503,0.34544955,0.08416218,0.71483524,0.28613017,0.00000000
-4.93146573,1.05118057,0.00000447,0.00518745,0.05168496,0.33116988,0.08153653,0.69755033,0.27149599,0.00000000
-4.92546273,1.01525042,0.00000342,0.00512637,0.04863009,0.31690217,0.07952008,0.67962127,0.25770641,0.00000000
-4.91945973,0.98004339,0.00000262,0.00517148,0.04601872,0.30277497,0.07815613,0.66129463,0.24481691,0.00000000
-4.91345673,0.94594971,0.00000201,0.00531989,0.04384311,0.28893999,0.07748678,0.64285507,0.23290003,0.00000000
-4.90745373,0.91340169,0.00000155,0.00556944,0.04209873,0.27556601,0.07755047,0.62460834,0.22204133,0.00000000
-4.90145073,0.88284977,0.00000124,0.00591835,0.04078332,0.26283233,0.07837945,0.60686415,0.21233463,0.00000000
-4.89544772,0.85473854,0.00000103,0.00636483,0.03989591,0.25092196,0.07999738,0.58991961,0.20387672,0.00000000
-4.88944472,0.82948407,0.00000091,0.00690670,0.03943573,0.24001478,0.08241709,0.57404417,0.19676191,0.00000000
-4.88344172,0.80745333,0.00000088,0.00754100,0.03940116,0.23028110,0.08563852,0.55946664,0.19107642,0.00000000
-4.87743872,0.78894665,0.00000094,0.00826371,0.03978871,0.22187573,0.08964711,0.54636487,0.18689304,0.00000000
-4.87143572,0.77418405,0.00000108,0.00906942,0.04059206,0.21493286,0.09441250,0.53485855,0.18426619,0.00000000
-4.86543272,0.76329573,0.00000131,0.00995117,0.04180140,0.20956194,0.09988778,0.52500545,0.18322761,0.00000000
-4.85942971,0.75631731,0.00000166,0.01090031,0.04340283,0.20584467,0.10600926,0.51680102,0.18378277,0.00000000
-4.85342671,0.75318977,0.00000212,0.01190644,0.04537812,0.20383324,0.11269685,0.51018146,0.18590835,0.00000000
-4.84742371,0.75376409,0.00000274,0.01295750,0.04770481,0.20354982,0.11985506,0.50502992,0.18955075,0.00000000
-4.84142071,0.75781020,0.00000354,0.01403992,0.05035653,0.20498726,0.12737459,0.50118549,0.19462571,0.00000000
-4.83541771,0.76502985,0.00000456,0.01513889,0.05330378,0.20811109,0.13513458,0.49845441,0.20101920,0.00000000
-4.82941471,0.77507265,0.00000585,0.01623871,0.05651493,0.21286248,0.14300540,0.49662286,0.20858946,0.00000000
-4.82341171,0.78755457,0.00000746,0.01732324,0.05995766,0.21916219,0.15085192,0.49547080,0.21717014,0.00000000
-4.81740870,0.80207789,0.00000944,0.01837644,0.06360057,0.22691521,0.15853720,0.49478592,0.22657452,0.00000000
-4.81140570,0.81825173,0.00001188,0.01938289,0.06741501,0.23601591,0.16592642,0.49437709,0.23660060,0.00000000
-4.80540270,0.83571214,0.00001485,0.02032842,0.07137706,0.24635340,0.17289097,0.49408671,0.24703683,0.00000000
-4.79939970,0.85414078,0.00001842,0.02120067,0.07546947,0.25781686,0.17931252,0.49380113,0.25766834,0.00000000
-4.79339670,0.87328124,0.00002270,0.02198967,0.07968357,0.27030067,0.18508689,0.49345885,0.26828344,0.00000000
-4.78739370,0.89295235,0.00002779,0.02268835,0.08402088,0.28370883,0.19012758,0.49305592,0.27867999,0.00000000
-4.78139070,0.91305750,0.00003377,0.02329292,0.08849441,0.29795879,0.19436879,0.49264834,0.28867156,0.00000000
-4.77538769,0.93358984,0.00004077,0.02380316,0.09312951,0.31298420,0.19776778,0.49235140,0.29809292,0.00000000
-4.76938469,0.95463271,0.00004886,0.02422264,0.09796411,0.32873656,0.20030648,0.49233577,0.30680486,0.00000000
-4.76338169,0.97635540,0.00005816,0.02455864,0.10304831,0.34518574,0.20199227,0.49282076,0.31469791,0.00000000
-4.75737869,0.99900423,0.00006876,0.02482208,0.10844323,0.36231915,0.20285779,0.49406481,0.32169497,0.00000000
-4.75137569,1.02288931,0.00008071,0.02502715,0.11421913,0.38013984,0.20295990,0.49635380,0.32775265,0.00000000
-4.74537269,1.04836755,0.00009409,0.02519090,0.12045275,0.39866340,0.20237772,0.49998752,0.33286139,0.00000000
-4.73936968,1.07582256,0.00010893,0.02533259,0.12722399,0.41791399,0.20120985,0.50526504,0.33704420,0.00000000
-4.73336668,1.10564244,0.00012524,0.02547303,0.13461200,0.43791966,0.19957095,0.51246955,0.34035434,0.00000000
-4.72736368,1.13819642,0.00014300,0.02563378,0.14269083,0.45870724,0.19758768,0.52185332,0.34287189,0.00000000
-4.72136068,1.17381142,0.00016214,0.02583628,0.15152477,0.48029706,0.19539433,0.53362345,0.34469954,0.00000000
-4.71535768,1.21274985,0.00018257,0.02610112,0.16116373,0.50269794,0.19312820,0.54792918,0.34595771,0.00000000
-4.70935468,1.25518959,0.00020416,0.02644713,0.17163879,0.52590267,0.19092506,0.56485111,0.34677940,0.00000000
-4.70335168,1.30120736,0.00022672,0.02689078,0.18295815,0.54988424,0.18891473,0.58439308,0.34730493,0.00000000
-4.69734867,1.35076637,0.00025004,0.02744553,0.19510390,0.57459329,0.18721717,0.60647692,0.34767691,0.00000000
-4.69134567,1.40370900,0.00027385,0.02812138,0.20802966,0.59995677,0.18593905,0.63094057,0.34803564,0.00000000
-4.68534267,1.45975507,0.00029786,0.02892469,0.22165940,0.62587802,0.18517102,0.65753946,0.34851514,0.00000000
-4.67933967,1.51850596,0.00032174,0.02985801,0.23588751,0.65223848,0.18498588,0.68595144,0.34924000,0.00000000
-4.67333667,1.57945455,0.00034513,0.03092029,0.25058040,0.67890068,0.18543748,0.71578483,0.35032320,0.00000000
-4.66733367,1.64200060,0.00036766,0.03210713,0.26557934,0.70571279,0.18656060,0.74658956,0.35186476,0.00000000
-4.66133067,1.70547108,0.00038897,0.03341134,0.28070480,0.73251411,0.18837164,0.77787078,0.35395143,0.00000000
-4.65532766,1.76914428,0.00040867,0.03482350,0.29576193,0.75914159,0.19087002,0.80910442,0.35665714,0.00000000
-4.64932466,1.83227683,0.00042640,0.03633275,0.31054704,0.78543671,0.19404032,0.83975416,0.36004412,0.00000000
-4.64332166,1.89413204,0.00044183,0.03792755,0.32485479,0.81125244,0.19785486,0.86928883,0.36416459,0.00000000
