energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.78389195,1.30713016,0.31666051,0.29913259,0.02484223,0.08514069,0.05574596,0.39543745,0.46383742,0.05010108
-5.77788894,1.26276627,0.30013936,0.29664348,0.02620204,0.08017696,0.05529131,0.37629771,0.43755522,0.04797078
-5.77188594,1.22107187,0.28502535,0.29393699,0.02764661,0.07552853,0.05469789,0.35865354,0.41342378,0.04597940
-5.76588294,1.18230622,0.27147505,0.29099456,0.02916869,0.07124009,0.05395326,0.34265004,0.39159650,0.04413673
-5.75987994,1.14666279,0.25960346,0.28779917,0.03076210,0.06734501,0.05305029,0.32839857,0.37216640,0.04245052
-5.75387694,1.11427879,0.24948488,0.28433840,0.03242200,0.06386570,0.05198793,0.31597865,0.35517041,0.04092685
-5.74787394,1.08524429,0.24115437,0.28060716,0.03414486,0.06081414,0.05077164,0.30543997,0.34059456,0.03957035
-5.74187094,1.05961015,0.23460977,0.27660975,0.03592840,0.05819263,0.04941366,0.29680428,0.32837962,0.03838448
-5.73586793,1.03739425,0.22981407,0.27236133,0.03777130,0.05599463,0.04793292,0.29006711,0.31842711,0.03737156
-5.72986493,1.01858563,0.22669790,0.26788845,0.03967278,0.05420568,0.04635480,0.28519908,0.31060501,0.03653281
-5.72386193,1.00314657,0.22516232,0.26322894,0.04163203,0.05280431,0.04471056,0.28214688,0.30475331,0.03586827
-5.71785893,0.99101254,0.22508165,0.25843095,0.04364757,0.05176307,0.04303662,0.28083393,0.30068903,0.03537662
-5.71185593,0.98209069,0.22630648,0.25355142,0.04571651,0.05104942,0.04137368,0.28116089,0.29821079,0.03505494
-5.70585293,0.97625712,0.22866678,0.24865396,0.04783381,0.05062673,0.03976563,0.28300600,0.29710282,0.03489850
-5.69984992,0.97335372,0.23197533,0.24380645,0.04999157,0.05045522,0.03825846,0.28622570,0.29713868,0.03490050
-5.69384692,0.97318526,0.23603133,0.23907838,0.05217845,0.05049288,0.03689903,0.29065551,0.29808460,0.03505186
-5.68784392,0.97551728,0.24062432,0.23453825,0.05437917,0.05069646,0.03573389,0.29611140,0.29970272,0.03534107
-5.68184092,0.98007541,0.24553840,0.23025101,0.05657423,0.05102239,0.03480806,0.30239191,0.30175427,0.03575413
-5.67583792,0.98654659,0.25055673,0.22627583,0.05873992,0.05142771,0.03416390,0.30928091,0.30400290,0.03627466
-5.66983492,0.99458237,0.25546622,0.22266424,0.06084845,0.05187100,0.03384000,0.31655126,0.30621817,0.03688399
-5.66383192,1.00380442,0.26006232,0.21945862,0.06286848,0.05231330,0.03387020,0.32396915,0.30817917,0.03756157
-5.65782891,1.01381211,0.26415378,0.21669121,0.06476579,0.05271887,0.03428265,0.33129919,0.30967847,0.03828529
-5.65182591,1.02419192,0.26756725,0.21438350,0.06650431,0.05305601,0.03509909,0.33830995,0.31052607,0.03903205
-5.64582291,1.03452811,0.27015141,0.21254606,0.06804720,0.05329764,0.03633413,0.34477983,0.31055339,0.03977835
-5.63981991,1.04441433,0.27178068,0.21117875,0.06935820,0.05342185,0.03799474,0.35050298,0.30961712,0.04050091
-5.63381691,1.05346528,0.27235815,0.21027116,0.07040299,0.05341225,0.04007990,0.35529498,0.30760271,0.04117735
-5.62781391,1.06132813,0.27181767,0.20980334,0.07115054,0.05325815,0.04258042,0.35899810,0.30442741,0.04178685
-5.62181091,1.06769288,0.27012498,0.20974672,0.07157448,0.05295456,0.04547888,0.36148580,0.30004256,0.04231070
-5.61580790,1.07230132,0.26727793,0.21006516,0.07165425,0.05250210,0.04874990,0.36266631,0.29443510,0.04273290
-5.60980490,1.07495428,0.26330561,0.21071613,0.07137612,0.05190662,0.05236047,0.36248511,0.28762816,0.04304053
-5.60380190,1.07551678,0.25826658,0.21165202,0.07073392,0.05117883,0.05627068,0.36092619,0.27968063,0.04322408
-5.59779890,1.07392115,0.25224627,0.21282154,0.06972950,0.05033368,0.06043454,0.35801217,0.27068572,0.04327770
-5.59179590,1.07016816,0.24535368,0.21417131,0.06837291,0.04938982,0.06480113,0.35380310,0.26076860,0.04319919
-5.58579290,1.06432625,0.23771753,0.21564752,0.06668225,0.04836890,0.06931590,0.34839422,0.25008316,0.04299002
-5.57978989,1.05652916,0.22948213,0.21719782,0.06468320,0.04729496,0.07392217,0.34191270,0.23880801,0.04265514
-5.57378689,1.04697225,0.22080306,0.21877329,0.06240836,0.04619376,0.07856281,0.33451359,0.22714200,0.04220275
-5.56778389,1.03590780,0.21184295,0.22033059,0.05989629,0.04509231,0.08318190,0.32637512,0.21529924,0.04164392
-5.56178089,1.02363955,0.20276751,0.22183413,0.05719039,0.04401834,0.08772653,0.31769358,0.20350406,0.04099226
-5.55577789,1.01051672,0.19374181,0.22325822,0.05433773,0.04299995,0.09214842,0.30867802,0.19198588,0.04026342
-5.54977489,0.99692766,0.18492718,0.22458919,0.05138772,0.04206531,0.09640542,0.29954490,0.18097425,0.03947466
-5.54377189,0.98329314,0.17647851,0.22582717,0.04839084,0.04124248,0.10046282,0.29051279,0.17069423,0.03864436
-5.53776888,0.97005930,0.16854212,0.22698757,0.04539742,0.04055922,0.10429428,0.28179739,0.16136207,0.03779154
-5.53176588,0.95769023,0.16125417,0.22810201,0.04245646,0.04004293,0.10788241,0.27360683,0.15318139,0.03693539
-5.52576288,0.94665991,0.15473946,0.22921866,0.03961463,0.03972053,0.11121889,0.26613735,0.14633982,0.03609482
-5.51975988,0.93744352,0.14911068,0.23040177,0.03691534,0.03961835,0.11430419,0.25956943,0.14100607,0.03528803
-5.51375688,0.93050795,0.14446785,0.23173040,0.03439805,0.03976194,0.11714675,0.25406428,0.13732743,0.03453205
-5.50775388,0.92630143,0.14089801,0.23329628,0.03209766,0.04017586,0.11976183,0.24976086,0.13542762,0.03384240
-5.50175088,0.92524234,0.13847493,0.23520081,0.03004405,0.04088332,0.12216990,0.24677319,0.13540495,0.03323271
-5.49574787,0.92770736,0.13725886,0.23755121,0.02826180,0.04190579,0.12439477,0.24518819,0.13733069,0.03271439
-5.48974487,0.93401917,0.13729620,0.24045605,0.02676995,0.04326240,0.12646155,0.24506392,0.14124768,0.03229632
-5.48374187,0.94443403,0.13861907,0.24402023,0.02558189,0.04496941,0.12839452,0.24642819,0.14716904,0.03198465
-5.47773887,0.95912985,0.14124479,0.24833963,0.02470532,0.04703950,0.13021507,0.24927783,0.15507711,0.03178253
-5.47173587,0.97819523,0.14517530,0.25349570,0.02414227,0.04948105,0.13193980,0.25357830,0.16492257,0.03169006
-5.46573287,1.00161998,0.15039654,0.25955026,0.02388916,0.05229745,0.13357898,0.25926400,0.17662381,0.03170420
-5.45972986,1.02928796,0.15687785,0.26654076,0.02393690,0.05548646,0.13513538,0.26623919,0.19006664,0.03181876
-5.45372686,1.06097261,0.16457150,0.27447623,0.02427104,0.05903960,0.13660355,0.27437959,0.20510451,0.03202457
-5.44772386,1.09633577,0.17341243,0.28333426,0.02487202,0.06294175,0.13796977,0.28353469,0.22155918,0.03230968
-5.44172086,1.13493018,0.18331825,0.29305907,0.02571538,0.06717082,0.13921243,0.29353074,0.23922218,0.03265962
-5.43571786,1.17620579,0.19418954,0.30356095,0.02677217,0.07169770,0.14030301,0.30417454,0.25785698,0.03305782
-5.42971486,1.21951998,0.20591064,0.31471699,0.02800934,0.07648635,0.14120752,0.31525769,0.27720197,0.03348609
-5.42371186,1.26415155,0.21835078,0.32637332,0.02939033,0.08149416,0.14188846,0.32656159,0.29697440,0.03392512
-5.41770885,1.30931804,0.23136563,0.33834865,0.03087567,0.08667247,0.14230693,0.33786268,0.31687514,0.03435514
-5.41170585,1.35419581,0.24479932,0.35043899,0.03242377,0.09196739,0.14242505,0.34893805,0.33659422,0.03475647
-5.40570285,1.39794236,0.25848669,0.36242346,0.03399177,0.09732066,0.14220839,0.35957110,0.35581711,0.03511018
-5.39969985,1.43971977,0.27225599,0.37407090,0.03553647,0.10267077,0.14162835,0.36955706,0.37423154,0.03539870
-5.39369685,1.47871853,0.28593160,0.38514698,0.03701536,0.10795414,0.14066431,0.37870824,0.39153463,0.03560641
-5.38769385,1.51418072,0.29933699,0.39542151,0.03838765,0.11310635,0.13930545,0.38685872,0.40744005,0.03572009
-5.38169085,1.54542164,0.31229765,0.40467569,0.03961533,0.11806341,0.13755217,0.39386843,0.42168511,0.03572939
-5.37568784,1.57184899,0.32464389,0.41270891,0.04066417,0.12276298,0.13541706,0.39962633,0.43403726,0.03562713
-5.36968484,1.59297874,0.33621357,0.41934493,0.04150462,0.12714556,0.13292522,0.40405265,0.44429995,0.03540949
-5.36368184,1.60844732,0.34685454,0.42443700,0.04211265,0.13115551,0.13011418,0.40710015,0.45231744,0.03507611
-5.35767884,1.61801943,0.35642679,0.42787198,0.04247036,0.13474202,0.12703313,0.40875422,0.45797849,0.03463001
-5.35167584,1.62159139,0.36480437,0.42957312,0.04256644,0.13785989,0.12374171,0.40903208,0.46121860,0.03407750
-5.34567284,1.61919001,0.37187692,0.42950144,0.04239638,0.14047021,0.12030838,0.40798082,0.46202091,0.03342780
-5.33966983,1.61096706,0.37755091,0.42765587,0.04196249,0.14254080,0.11680830,0.40567472,0.46041553,0.03269275
-5.33366683,1.59718979,0.38175064,0.42407197,0.04127367,0.14404659,0.11332100,0.40221164,0.45647751,0.03188633
-5.32766383,1.57822791,0.38441889,0.41881950,0.04034495,0.14496982,0.10992781,0.39770894,0.45032336,0.03102411
-5.32166083,1.55453783,0.38551740,0.41199893,0.03919681,0.14530015,0.10670915,0.39229884,0.44210655,0.03012271
-5.31565783,1.52664469,0.38502715,0.40373715,0.03785438,0.14503465,0.10374188,0.38612361,0.43201187,0.02919922
-5.30965483,1.49512314,0.38294842,0.39418244,0.03634643,0.14417765,0.10109665,0.37933064,0.42024922,0.02827060
-5.30365183,1.46057754,0.37930069,0.38349922,0.03470435,0.14274062,0.09883549,0.37206760,0.40704690,0.02735312
-5.29764882,1.42362240,0.37412239,0.37186245,0.03296098,0.14074184,0.09700956,0.36447786,0.39264471,0.02646186
-5.29164582,1.38486374,0.36747046,0.35945226,0.03114956,0.13820613,0.09565728,0.35669637,0.37728717,0.02561020
-5.28564282,1.34488208,0.35941970,0.34644877,0.02930261,0.13516443,0.09480289,0.34884601,0.36121717,0.02480948
-5.27963982,1.30421754,0.35006194,0.33302738,0.02745099,0.13165332,0.09445527,0.34103460,0.34467006,0.02406866
-5.27363682,1.26335747,0.33950493,0.31935464,0.02562304,0.12771453,0.09460744,0.33335266,0.32786862,0.02339409
-5.26763382,1.22272698,0.32787098,0.30558485,0.02384388,0.12339430,0.09523639,0.32587195,0.31101886,0.02278944
-5.26163082,1.18268252,0.31529540,0.29185742,0.02213488,0.11874273,0.09630350,0.31864475,0.29430678,0.02225564
-5.25562781,1.14350862,0.30192459,0.27829499,0.02051331,0.11381308,0.09775547,0.31170405,0.27789620,0.02179094
-5.24962481,1.10541772,0.28791392,0.26500242,0.01899218,0.10866091,0.09952568,0.30506452,0.26192756,0.02139113
-5.24362181,1.06855296,0.27342546,0.25206650,0.01758027,0.10334335,0.10153613,0.29872416,0.24651768,0.02104977
-5.23761881,1.03299369,0.25862550,0.23955641,0.01628225,0.09791817,0.10369963,0.29266673,0.23176040,0.02075851
-5.23161581,0.99876333,0.24368198,0.22752473,0.01509904,0.09244296,0.10592248,0.28686472,0.21772803,0.02050752
-5.22561281,0.96583916,0.22876198,0.21600906,0.01402821,0.08697431,0.10810733,0.28128280,0.20447337,0.02028587
-5.21960980,0.93416363,0.21402918,0.20503397,0.01306449,0.08156699,0.11015623,0.27588156,0.19203228,0.02008209
-5.21360680,0.90365655,0.19964151,0.19461336,0.01220031,0.07627326,0.11197374,0.27062147,0.18042655,0.01988457
-5.20760380,0.87422760,0.18574904,0.18475279,0.01142642,0.07114220,0.11347000,0.26546677,0.16966705,0.01968209
-5.20160080,0.84578862,0.17249202,0.17545204,0.01073247,0.06621917,0.11456359,0.26038922,0.15975683,0.01946426
-5.19559780,0.81826511,0.15999935,0.16670745,0.01010754,0.06154540,0.11518414,0.25537144,0.15069418,0.01922194
-5.18959480,0.79160636,0.14838724,0.15851414,0.00954070,0.05715762,0.11527457,0.25040969,0.14247557,0.01894757
-5.18359180,0.76579367,0.13775827,0.15086788,0.00902143,0.05308787,0.11479278,0.24551599,0.13509819,0.01863547
-5.17758879,0.74084651,0.12820071,0.14376663,0.00854001,0.04936335,0.11371288,0.24071940,0.12856216,0.01828203
-5.17158579,0.71682600,0.11978810,0.13721161,0.00808784,0.04600637,0.11202576,0.23606638,0.12287240,0.01788581
-5.16558279,0.69383586,0.11257907,0.13120794,0.00765761,0.04303438,0.10973905,0.23162024,0.11803996,0.01744756
-5.15957979,0.67202066,0.10661733,0.12576480,0.00724346,0.04046004,0.10687654,0.22745961,0.11408298,0.01697015
-5.15357679,0.65156149,0.10193184,0.12089508,0.00684106,0.03829126,0.10347697,0.22367608,0.11102722,0.01645836
-5.14757379,0.63266947,0.09853705,0.11661471,0.00644755,0.03653141,0.09959228,0.22037104,0.10890620,0.01591871
-5.14157079,0.61557731,0.09643322,0.11294152,0.00606150,0.03517936,0.09528559,0.21765200,0.10776111,0.01535911
-5.13556778,0.60052956,0.09560684,0.10989398,0.00568278,0.03422967,0.09062867,0.21562840,0.10764033,0.01478850
-5.12956478,0.58777209,0.09603116,0.10748962,0.00531241,0.03367270,0.08569938,0.21440735,0.10859896,0.01421654
-5.12356178,0.57754138,0.09766677,0.10574352,0.00495241,0.03349482,0.08057891,0.21408940,0.11069811,0.01365315
-5.11755878,0.57005428,0.10046233,0.10466677,0.00460555,0.03367858,0.07534913,0.21476455,0.11400417,0.01310818
-5.11155578,0.56549882,0.10435547,0.10426511,0.00427521,0.03420295,0.07009008,0.21650890,0.11858815,0.01259103
-5.10555278,0.56402650,0.10927389,0.10453779,0.00396515,0.03504364,0.06487764,0.21938187,0.12452492,0.01211038
-5.09954977,0.56574651,0.11513664,0.10547677,0.00367938,0.03617345,0.05978165,0.22342432,0.13189250,0.01167387
-5.09354677,0.57072207,0.12185570,0.10706622,0.00342195,0.03756274,0.05486425,0.22865761,0.14077129,0.01128799
-5.08754377,0.57896897,0.12933770,0.10928245,0.00319683,0.03917995,0.05017879,0.23508353,0.15124313,0.01095784
-5.08154077,0.59045625,0.13748592,0.11209415,0.00300777,0.04099222,0.04576903,0.24268512,0.16339024,0.01068714
-5.07553777,0.60510879,0.14620232,0.11546297,0.00285819,0.04296605,0.04166886,0.25142826,0.17729367,0.01047820
-5.06953477,0.62281137,0.15538973,0.11934437,0.00275111,0.04506804,0.03790233,0.26126391,0.19303147,0.01033195
-5.06353177,0.64341382,0.16495397,0.12368865,0.00268902,0.04726560,0.03448404,0.27213062,0.21067619,0.01024803
-5.05752876,0.66673665,0.17480573,0.12844201,0.00267386,0.04952767,0.03141982,0.28395726,0.23029174,0.01022492
-5.05152576,0.69257661,0.18486235,0.13354773,0.00270694,0.05182539,0.02870759,0.29666564,0.25192961,0.01026008
-5.04552276,0.72071173,0.19504905,0.13894707,0.00278885,0.05413264,0.02633841,0.31017279,0.27562437,0.01035007
-5.03951976,0.75090522,0.20529975,0.14458014,0.00291947,0.05642653,0.02429756,0.32439267,0.30138849,0.01049076
-5.03351676,0.78290801,0.21555734,0.15038648,0.00309789,0.05868759,0.02256572,0.33923720,0.32920670,0.01067739
-5.02751376,0.81645979,0.22577327,0.15630533,0.00332238,0.06089994,0.02112000,0.35461653,0.35903011,0.01090474
-5.02151076,0.85128833,0.23590661,0.16227567,0.00359036,0.06305118,0.01993501,0.37043846,0.39077021,0.01116720
-5.01550775,0.88710739,0.24592244,0.16823602,0.00389838,0.06513204,0.01898380,0.38660714,0.42429323,0.01145884
-5.00950475,0.92361353,0.25578979,0.17412400,0.00424214,0.06713597,0.01823863,0.40302117,0.45941526,0.01177348
-5.00350175,0.96048218,0.26547923,0.17987585,0.00461649,0.06905852,0.01767165,0.41957122,0.49589843,0.01210469
-4.99749875,0.99736369,0.27496017,0.18542588,0.00501548,0.07089655,0.01725550,0.43613761,0.53344858,0.01244584
-4.99149575,1.03387984,0.28419819,0.19070608,0.00543240,0.07264746,0.01696366,0.45258791,0.57171487,0.01279010
-4.98549275,1.06962158,0.29315248,0.19564592,0.00585993,0.07430837,0.01677085,0.46877504,0.61029157,0.01313048
-4.97948974,1.10414850,0.30177374,0.20017242,0.00629023,0.07587531,0.01665319,0.48453605,0.64872223,0.01345981
-4.97348674,1.13699066,0.31000248,0.20421072,0.00671509,0.07734257,0.01658847,0.49969183,0.68650639,0.01377088
-4.96748374,1.16765291,0.31776815,0.20768494,0.00712612,0.07870214,0.01655618,0.51404810,0.72310880,0.01405643
-4.96148074,1.19562209,0.32498903,0.21051960,0.00751495,0.07994333,0.01653764,0.52739749,0.75797090,0.01430931
-4.95547774,1.22037687,0.33157298,0.21264140,0.00787342,0.08105270,0.01651608,0.53952302,0.79052429,0.01452255
-4.94947474,1.24140015,0.33741913,0.21398141,0.00819384,0.08201405,0.01647666,0.55020282,0.82020579,0.01468958
-4.94347174,1.25819329,0.34242035,0.21447741,0.00846917,0.08280884,0.01640657,0.55921581,0.84647341,0.01480431
-4.93746873,1.27029188,0.34646651,0.21407651,0.00869327,0.08341664,0.01629504,0.56634834,0.86882266,0.01486137
-4.93146573,1.27728187,0.34944831,0.21273757,0.00886105,0.08381596,0.01613337,0.57140123,0.88680243,0.01485625
-4.92546273,1.27881555,0.35126145,0.21043361,0.00896862,0.08398503,0.01591503,0.57419701,0.90002975,0.01478549
-4.91945973,1.27462626,0.35181105,0.20715374,0.00901347,0.08390285,0.01563558,0.57458698,0.90820282,0.01464677
-4.91345673,1.26454109,0.35101594,0.20290470,0.00899450,0.08355022,0.01529272,0.57245756,0.91111149,0.01443909
-4.90745373,1.24849078,0.34881266,0.19771176,0.00891207,0.08291070,0.01488622,0.56773580,0.90864493,0.01416277
-4.90145073,1.22651621,0.34515898,0.19161900,0.00876799,0.08197163,0.01441786,0.56039353,0.90079595,0.01381957
-4.89544772,1.19877114,0.34003667,0.18468880,0.00856546,0.08072492,0.01389128,0.55045004,0.88766183,0.01341258
-4.88944472,1.16552083,0.33345345,0.17700068,0.00830896,0.07916772,0.01331184,0.53797313,0.86944166,0.01294622
-4.88344172,1.12713683,0.32544400,0.16864945,0.00800415,0.07730286,0.01268647,0.52307837,0.84643023,0.01242610
-4.87743872,1.08408781,0.31606988,0.15974278,0.00765762,0.07513913,0.01202339,0.50592675,0.81900893,0.01185886
-4.87143572,1.03692728,0.30541858,0.15039831,0.00727679,0.07269124,0.01133190,0.48672065,0.78763389,0.01125199
-4.86543272,0.98627845,0.29360148,0.14074043,0.00686965,0.06997962,0.01062216,0.46569850,0.75282215,0.01061364
-4.85942971,0.93281717,0.28075113,0.13089693,0.00644457,0.06702993,0.00990490,0.44312826,0.71513624,0.00995235
-4.85342671,0.87725362,0.26701765,0.12099563,0.00601012,0.06387247,0.00919121,0.41930011,0.67516805,0.00927682
-4.84742371,0.82031370,0.25256472,0.11116115,0.00557488,0.06054132,0.00849231,0.39451856,0.63352257,0.00859572
-4.84142071,0.76272076,0.23756517,0.10151202,0.00514725,0.05707345,0.00781937,0.36909449,0.59080207,0.00791740
-4.83541771,0.70517848,0.22219637,0.09215815,0.00473538,0.05350771,0.00718337,0.34333729,0.54759143,0.00724980
-4.82941471,0.64835558,0.20663574,0.08319885,0.00434704,0.04988380,0.00659495,0.31754747,0.50444500,0.00660017
-4.82341171,0.59287266,0.19105635,0.07472133,0.00398952,0.04624124,0.00606436,0.29201000,0.46187545,0.00597504
-4.81740870,0.53929170,0.17562298,0.06679982,0.00366964,0.04261843,0.00560141,0.26698854,0.42034475,0.00538007
-4.81140570,0.48810826,0.16048864,0.05949522,0.00339372,0.03905176,0.00521547,0.24272076,0.38025756,0.00482000
-4.80540270,0.43974649,0.14579164,0.05285523,0.00316757,0.03557489,0.00491548,0.21941482,0.34195695,0.00429865
-4.79939970,0.39455677,0.13165341,0.04691492,0.00299649,0.03221813,0.00470993,0.19724699,0.30572242,0.00381891
-4.79339670,0.35281586,0.11817690,0.04169767,0.00288536,0.02900803,0.00460694,0.17636047,0.27177003,0.00338280
-4.78739370,0.31472910,0.10544575,0.03721635,0.00283858,0.02596709,0.00461427,0.15686528,0.24025441,0.00299151
-4.78139070,0.28043441,0.09352412,0.03347460,0.00286010,0.02311368,0.00473924,0.13883906,0.21127239,0.00264546
-4.77538769,0.25000759,0.08245711,0.03046822,0.00295344,0.02046209,0.00498879,0.12232881,0.18486779,0.00234444
-4.76938469,0.22346853,0.07227167,0.02818648,0.00312162,0.01802278,0.00536932,0.10735324,0.16103729,0.00208765
-4.76338169,0.20078790,0.06297811,0.02661335,0.00336711,0.01580270,0.00588660,0.09390555,0.13973673,0.00187381
-4.75737869,0.18189407,0.05457176,0.02572853,0.00369172,0.01380575,0.00654564,0.08195674,0.12088785,0.00170126
-4.75137569,0.16667975,0.04703510,0.02550831,0.00409653,0.01203335,0.00735042,0.07145886,0.10438497,0.00156798
-4.74537269,0.15500826,0.04033986,0.02592615,0.00458170,0.01048502,0.00830370,0.06234854,0.09010149,0.00147174
-4.73936968,0.14671932,0.03444933,0.02695315,0.00514635,0.00915902,0.00940676,0.05455024,0.07789594,0.00141008
-4.73336668,0.14163403,0.02932056,0.02855817,0.00578838,0.00805302,0.01065912,0.04797945,0.06761756,0.00138039
-4.72736368,0.13955928,0.02490650,0.03070798,0.00650432,0.00716469,0.01205831,0.04254557,0.05911119,0.00137994
-4.72136068,0.14029142,0.02115800,0.03336716,0.00728918,0.00649231,0.01359962,0.03815452,0.05222149,0.00140589
-4.71535768,0.14361943,0.01802557,0.03649798,0.00813634,0.00603530,0.01527599,0.03471101,0.04679645,0.00145534
-4.70935468,0.14932752,0.01546096,0.04006034,0.00903747,0.00579461,0.01707783,0.03212046,0.04269020,0.00152528
-4.70335168,0.15719744,0.01341838,0.04401169,0.00998252,0.00577308,0.01899308,0.03029058,0.03976513,0.00161268
-4.69734867,0.16701054,0.01185557,0.04830710,0.01095976,0.00597568,0.02100724,0.02913269,0.03789349,0.00171443
-4.69134567,0.17854967,0.01073451,0.05289944,0.01195590,0.00640950,0.02310359,0.02856271,0.03695834,0.00182741
-4.68534267,0.19160108,0.01002188,0.05773977,0.01295628,0.00708376,0.02526346,0.02850191,0.03685410,0.00194848
-4.67933967,0.20595628,0.00968926,0.06277776,0.01394509,0.00800958,0.02746665,0.02887745,0.03748666,0.00207452
-4.67333667,0.22141388,0.00971313,0.06796247,0.01490578,0.00919957,0.02969192,0.02962272,0.03877313,0.00220245
-4.66733367,0.23778147,0.01007455,0.07324302,0.01582141,0.01066733,0.03191753,0.03067760,0.04064132,0.00232929
-4.66133067,0.25487734,0.01075881,0.07856954,0.01667509,0.01242681,0.03412183,0.03198846,0.04302900,0.00245221
-4.65532766,0.27253203,0.01175475,0.08389407,0.01745048,0.01449149,0.03628391,0.03350817,0.04588293,0.00256852
-4.64932466,0.29058962,0.01305406,0.08917139,0.01813226,0.01687348,0.03838418,0.03519600,0.04915777,0.00267581
-4.64332166,0.30890865,0.01465047,0.09435990,0.01870665,0.01958256,0.04040494,0.03701736,0.05281487,0.00277195
