energy_ev,total_up,P_s_up,P_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.68184092,7.77106961,0.00485169,0.11669861,2.15577976,4.83099085,0.18912489,2.36559373
-5.67583792,7.76595235,0.00469165,0.11762095,2.17309933,4.80641868,0.19142869,2.38313437
-5.66983492,7.75385572,0.00455635,0.11847572,2.18956792,4.77711333,0.19381534,2.39831558
-5.66383192,7.73566033,0.00444528,0.11924560,2.20512249,4.74388633,0.19629861,2.41126215
-5.65782891,7.71245658,0.00435769,0.11991969,2.21975047,4.70768971,0.19889027,2.42215900
-5.65182591,7.68548719,0.00429260,0.12049267,2.23347445,4.66958068,0.20159868,2.43123359
-5.64582291,7.65608451,0.00424884,0.12096368,2.24633387,4.63068375,0.20442736,2.43873647
-5.63981991,7.62560634,0.00422502,0.12133501,2.25836508,4.59215263,0.20737353,2.44492104
-5.63381691,7.59537388,0.00421960,0.12161078,2.26958083,4.55513404,0.21042696,2.45002387
-5.62781391,7.56661565,0.00423087,0.12179548,2.27995086,4.52073549,0.21356899,2.45424666
-5.62181091,7.54042069,0.00425699,0.12189264,2.28938484,4.48999865,0.21677193,2.45774100
-5.61580790,7.51770340,0.00429602,0.12190371,2.29771910,4.46387948,0.21999894,2.46059695
-5.60980490,7.49918223,0.00434590,0.12182707,2.30470827,4.44323585,0.22320438,2.46283614
-5.60380190,7.48537267,0.00440456,0.12165747,2.31002270,4.42882245,0.22633476,2.46440996
-5.59779890,7.47659459,0.00446989,0.12138571,2.31325234,4.42129259,0.22933012,2.46520294
-5.59179590,7.47299263,0.00453984,0.12099879,2.31391693,4.42120553,0.23212609,2.46504117
-5.58579290,7.47456731,0.00461244,0.12048042,2.31148259,4.42903787,0.23465625,2.46370527
-5.57978989,7.48121409,0.00468591,0.11981190,2.30538376,4.44519681,0.23685491,2.46094702
-5.57378689,7.49276651,0.00475865,0.11897327,2.29504958,4.47003338,0.23866009,2.45650860
-5.56778389,7.50903989,0.00482936,0.11794480,2.27993326,4.50385338,0.24001652,2.45014316
-5.56178089,7.52987150,0.00489707,0.11670851,2.25954273,4.54692416,0.24087860,2.44163535
-5.55577789,7.55515374,0.00496121,0.11524988,2.23347081,4.59947597,0.24121302,2.43082043
-5.54977489,7.58485763,0.00502162,0.11355940,2.20142316,4.66169674,0.24100095,2.41760061
-5.54377189,7.61904425,0.00507857,0.11163401,2.16324218,4.73372020,0.24023971,2.40195776
-5.53776888,7.65786360,0.00513279,0.10947832,2.11892563,4.81560786,0.23894368,2.38396144
-5.53176588,7.70154059,0.00518544,0.10710544,2.06863860,4.90732597,0.23714453,2.36377197
-5.52576288,7.75034980,0.00523806,0.10453745,2.01271825,5.00871934,0.23489064,2.34163828
-5.51975988,7.80458115,0.00529252,0.10180547,1.95167094,5.11948440,0.23224577,2.31789101
-5.51375688,7.86449964,0.00535096,0.09894922,1.88616193,5.23914414,0.22928710,2.29293118
-5.50775388,7.93030284,0.00541568,0.09601625,1.81699812,5.36702769,0.22610261,2.26721551
-5.50175088,8.00208018,0.00548903,0.09306066,1.74510488,5.50225717,0.22278809,2.24123939
-5.49574787,8.07977766,0.00557330,0.09014159,1.67149814,5.64374408,0.21944383,2.21551865
-5.48974487,8.16317154,0.00567065,0.08732142,1.59725308,5.79019690,0.21617125,2.19057127
-5.48374187,8.25185357,0.00578293,0.08466373,1.52347120,5.94014062,0.21306952,2.16690022
-5.47773887,8.34522934,0.00591161,0.08223124,1.45124696,6.09194846,0.21023242,2.14497832
-5.47173587,8.44253039,0.00605770,0.08008373,1.38163581,6.24388452,0.20774562,2.12523571
-5.46573287,8.54283922,0.00622167,0.07827599,1.31562451,6.39415570,0.20568422,2.10805038
-5.45972986,8.64512544,0.00640340,0.07685602,1.25410513,6.54097014,0.20411102,2.09374196
-5.45372686,8.74829013,0.00660214,0.07586331,1.19785313,6.68259881,0.20307514,2.08256832
-5.44772386,8.85121489,0.00681652,0.07532753,1.14751036,6.81743658,0.20261130,2.07472488
-5.44172086,8.95281134,0.00704457,0.07526742,1.10357288,6.94405884,0.20273951,2.07034570
-5.43571786,9.05206701,0.00728375,0.07569003,1.06638376,7.06126992,0.20346522,2.06950584
-5.42971486,9.14808357,0.00753103,0.07659034,1.03613043,7.16814003,0.20477982,2.07222415
-5.42371186,9.24010402,0.00778297,0.07795115,1.01284632,7.26402793,0.20666137,2.07846578
-5.41770885,9.32752629,0.00803578,0.07974336,0.99641616,7.34858774,0.20907555,2.08814386
-5.41170585,9.40990194,0.00828545,0.08192650,0.98658442,7.42175886,0.21197662,2.10111990
-5.40570285,9.48691945,0.00852787,0.08444962,0.98296627,7.48373966,0.21530849,2.11720287
-5.39969985,9.55837342,0.00875887,0.08725237,0.98506059,7.53494598,0.21900572,2.13614693
-5.39369685,9.62412161,0.00897440,0.09026639,0.99226443,7.57595726,0.22299452,2.15764804
-5.38769385,9.68403315,0.00917056,0.09341684,1.00388868,7.60745320,0.22719366,2.18134023
-5.38169085,9.73793188,0.00934371,0.09662413,1.01917441,7.63014518,0.23151543,2.20679190
-5.37568784,9.78553924,0.00949054,0.09980582,1.03730975,7.64470654,0.23586659,2.23350301
-5.36968484,9.82642137,0.00960814,0.10287849,1.05744704,7.65170612,0.24014941,2.26090406
-5.36368184,9.85994482,0.00969401,0.10575982,1.07872008,7.65154937,0.24426274,2.28835740
-5.35767884,9.88524485,0.00974611,0.10837047,1.10026124,7.64443073,0.24810342,2.31516150
-5.35167584,9.90120934,0.00976293,0.11063613,1.12121829,7.63030030,0.25156765,2.34055880
-5.34567284,9.90648064,0.00974340,0.11248920,1.14077080,7.60884702,0.25455278,2.36374703
-5.33966983,9.89947612,0.00968700,0.11387055,1.15814569,7.57949951,0.25695915,2.38389424
-5.33366683,9.87842723,0.00959368,0.11473092,1.17263191,7.54144478,0.25869220,2.40015704
-5.32766383,9.84143572,0.00946388,0.11503207,1.18359378,7.49366360,0.25966461,2.41170158
-5.32166083,9.78654421,0.00929851,0.11474768,1.19048271,7.43498087,0.25979859,2.41772651
-5.31565783,9.71181776,0.00909895,0.11386389,1.19284709,7.36412793,0.25902810,2.41748693
-5.30965483,9.61543207,0.00886697,0.11237948,1.19034003,7.27981345,0.25730085,2.41031834
-5.30365183,9.49576368,0.00860479,0.11030570,1.18272462,7.18079892,0.25458026,2.39565942
-5.29764882,9.35147729,0.00831499,0.10766572,1.16987671,7.06597454,0.25084685,2.37307263
-5.29164582,9.18160552,0.00800048,0.10449380,1.15178495,6.93443145,0.24609944,2.34226156
-5.28564282,8.98561673,0.00766452,0.10083410,1.12854821,6.78552634,0.24035566,2.30308423
-5.27963982,8.76346750,0.00731067,0.09673927,1.10037032,6.61893524,0.23365206,2.25556165
-5.27363682,8.51563678,0.00694272,0.09226885,1.06755247,6.43469359,0.22604359,2.19988127
-5.26763382,8.24314021,0.00656471,0.08748746,1.03048339,6.23322096,0.21760250,2.13639498
-5.26163082,7.94752383,0.00618086,0.08246301,0.98962780,6.01532915,0.20841677,2.06561200
-5.25562781,7.63083781,0.00579560,0.07726486,0.94551337,5.78221391,0.19858798,1.98818676
-5.24962481,7.29559148,0.00541346,0.07196205,0.89871684,5.53543075,0.18822890,1.90490246
-5.24362181,6.94469235,0.00503911,0.06662161,0.84984965,5.27685667,0.17746070,1.81665108
-5.23761881,6.58137196,0.00467735,0.06130711,0.79954358,5.00864005,0.16641000,1.72441062
-5.23161581,6.20910248,0.00433306,0.05607738,0.74843694,4.73314131,0.15520590,1.62922068
-5.22561281,5.83150790,0.00401122,0.05098545,0.69716164,4.45286759,0.14397701,1.53215738
-5.21960980,5.45227385,0.00371694,0.04607781,0.64633151,4.17040465,0.13284868,1.43430850
-5.21360680,5.07505979,0.00345542,0.04139387,0.59653226,3.88834893,0.12194046,1.33674994
-5.20760380,4.70341717,0.00323202,0.03696575,0.54831308,3.60924299,0.11136398,1.24052416
-5.20160080,4.34071622,0.00305227,0.03281824,0.50218013,3.33551650,0.10122110,1.14662124
-5.19559780,3.99008377,0.00292185,0.02896901,0.45859195,3.06943509,0.09160260,1.05596306
-5.18959480,3.65435333,0.00284668,0.02542907,0.41795651,2.81305819,0.08258727,0.96939086
-5.18359180,3.33602824,0.00283283,0.02220326,0.38062995,2.56820691,0.07424142,0.88765610
-5.17758879,3.03725771,0.00288659,0.01929098,0.34691668,2.33644214,0.06661877,0.81141464
-5.17158579,2.75982499,0.00301441,0.01668690,0.31707058,2.11905243,0.05976078,0.74122395
-5.16558279,2.50514647,0.00322285,0.01438181,0.29129690,1.91705104,0.05369710,0.67754272
-5.15957979,2.27427990,0.00351846,0.01236339,0.26975473,1.73118088,0.04844644,0.62073275
-5.15357679,2.06793984,0.00390775,0.01061704,0.25255960,1.56192610,0.04401736,0.57106217
-5.14757379,1.88651832,0.00439694,0.00912658,0.23978591,1.40952865,0.04040934,0.52870983
-5.14157079,1.73010877,0.00499186,0.00787501,0.23146915,1.27400837,0.03761375,0.49377016
-5.13556778,1.59853141,0.00569773,0.00684507,0.22760755,1.15518528,0.03561477,0.46625805
-5.12956478,1.49135882,0.00651892,0.00601979,0.22816325,1.05270255,0.03439032,0.44611371
-5.12356178,1.40794048,0.00745872,0.00538297,0.23306298,0.96604947,0.03391281,0.43320704
-5.11755878,1.34742582,0.00851911,0.00491949,0.24219825,0.89458333,0.03414982,0.42734161
-5.11155578,1.30878539,0.00970056,0.00461565,0.25542533,0.83755010,0.03506471,0.42825831
-5.10555278,1.29083065,0.01100181,0.00445933,0.27256516,0.79410343,0.03661705,0.43563883
-5.09954977,1.29223249,0.01241970,0.00444019,0.29340355,0.76332222,0.03876314,0.44910916
-5.09354677,1.31153954,0.01394912,0.00454969,0.31769181,0.74422689,0.04145639,0.46824357
-5.08754377,1.34719690,0.01558293,0.00478113,0.34514814,0.73579483,0.04464778,0.49256925
-5.08154077,1.39756635,0.01731205,0.00512967,0.37546012,0.73697536,0.04828639,0.52157194
-5.07553777,1.46094851,0.01912550,0.00559222,0.40828821,0.74670473,0.05231999,0.55470280
-5.06953477,1.53560774,0.02101070,0.00616738,0.44327054,0.76392150,0.05669575,0.59138671
-5.06353177,1.61979999,0.02295367,0.00685529,0.48002897,0.78758251,0.06136103,0.63103183
-5.05752876,1.71180337,0.02493940,0.00765746,0.51817614,0.81667976,0.06626437,0.67304057
-5.05152576,1.80995128,0.02695228,0.00857661,0.55732349,0.85025786,0.07135644,0.71682147
-5.04552276,1.91266703,0.02897646,0.00961641,0.59708977,0.88743214,0.07659118,0.76180178
-5.03951976,2.01849915,0.03099635,0.01078126,0.63710975,0.92740684,0.08192682,0.80744016
-5.03351676,2.12615584,0.03299704,0.01207600,0.67704263,0.96949286,0.08732697,0.85323900
-5.02751376,2.23453718,0.03496469,0.01350561,0.71657977,1.01312461,0.09276153,0.89875568
-5.02151076,2.34276355,0.03688684,0.01507488,0.75545123,1.05787509,0.09820744,0.94361226
-5.01550775,2.45019878,0.03875275,0.01678811,0.79343074,1.10346851,0.10364924,0.98750302
-5.00950475,2.55646666,0.04055349,0.01864880,0.83033889,1.14978992,0.10907936,1.03019937
-5.00350175,2.66145980,0.04228208,0.02065927,0.86604425,1.19689100,0.11449805,1.07155183
-4.99749875,2.76533992,0.04393341,0.02282043,0.90046233,1.24499167,0.11991306,1.11148895
-4.99149575,2.86852936,0.04550418,0.02513152,0.93355268,1.29447694,0.12533893,1.15001311
-4.98549275,2.97169359,0.04699263,0.02758988,0.96531392,1.34588893,0.13079599,1.18719338
-4.97948974,3.07571509,0.04839830,0.03019082,0.99577750,1.39991373,0.13630902,1.22315584
-4.97348674,3.18165931,0.04972175,0.03292755,1.02500012,1.45736327,0.14190576,1.25807181
-4.96748374,3.29073360,0.05096413,0.03579116,1.05305563,1.51915222,0.14761513,1.29214441
-4.96148074,3.40424019,0.05212695,0.03877072,1.08002669,1.58627030,0.15346538,1.32559442
-4.95547774,3.52352470,0.05321172,0.04185335,1.10599676,1.65975024,0.15948214,1.35864579
-4.94947474,3.64992134,0.05421971,0.04502447,1.13104276,1.74063206,0.16568652,1.39151157
-4.94347174,3.78469640,0.05515179,0.04826802,1.15522882,1.82992410,0.17209330,1.42438094
-4.93746873,3.92899134,0.05600827,0.05156671,1.17860128,1.92856169,0.17870921,1.45740761
-4.93146573,4.08376697,0.05678894,0.05490232,1.20118520,2.03736414,0.18553153,1.49070025
-4.92546273,4.24975005,0.05749306,0.05825594,1.22298233,2.15699125,0.19254685,1.52431503
-4.91945973,4.42738369,0.05811953,0.06160822,1.24397043,2.28790026,0.19973021,1.55825050
-4.91345673,4.61678299,0.05866702,0.06493957,1.26410393,2.43030474,0.20704459,1.59244490
-4.90745373,4.81769723,0.05913424,0.06823030,1.28331569,2.58413681,0.21444080,1.62677579
-4.90145073,5.02948013,0.05952011,0.07146073,1.30151948,2.74901418,0.22185769,1.66106192
-4.89544772,5.25106947,0.05982405,0.07461124,1.31861328,2.92421385,0.22922293,1.69506713
-4.88944472,5.48097761,0.06004617,0.07766222,1.33448278,3.10865396,0.23645405,1.72850619
-4.88344172,5.71729396,0.06018743,0.08059413,1.34900534,3.30088557,0.24346008,1.76105213
-4.87743872,5.95770075,0.06024983,0.08338742,1.36205386,3.49909560,0.25014338,1.79234505
-4.87143572,6.19950255,0.06023642,0.08602252,1.37350084,3.70112235,0.25640199,1.82200197
-4.86543272,6.43967016,0.06015136,0.08847992,1.38322229,3.90448405,0.26213222,1.84962754
-4.85942971,6.67489851,0.05999985,0.09074020,1.39110171,4.10642092,0.26723147,1.87482535
-4.85342671,6.90167793,0.05978805,0.09278427,1.39703390,4.30395028,0.27160123,1.89720937
-4.84742371,7.11637713,0.05952289,0.09459359,1.40092881,4.49393370,0.27515011,1.91641547
-4.84142071,7.31533586,0.05921193,0.09615057,1.40271515,4.67315452,0.27779682,1.93211243
-4.83541771,7.49496442,0.05886307,0.09743901,1.40234388,4.83840341,0.27947301,1.94401221
-4.82941471,7.65184652,0.05848432,0.09844466,1.39979145,4.98656905,0.28012579,1.95187906
-4.82341171,7.78284172,0.05808353,0.09915579,1.39506246,5.11473056,0.27971983,1.95553726
-4.81740870,7.88518338,0.05766812,0.09956384,1.38819194,5.22024796,0.27823899,1.95487698
-4.81140570,7.95656813,0.05724481,0.09966403,1.37924673,5.30084697,0.27568738,1.94985822
-4.80540270,7.99523275,0.05681935,0.09945600,1.36832610,5.35469433,0.27208973,1.94051258
-4.79939970,8.00001544,0.05639630,0.09894426,1.35556137,5.38046044,0.26749110,1.92694286
-4.79339670,7.97039851,0.05597884,0.09813870,1.34111455,5.37736637,0.26195602,1.90932049
-4.78739370,7.90653072,0.05556860,0.09705484,1.32517605,5.34521307,0.25556689,1.88788108
-4.78139070,7.80922853,0.05516554,0.09571404,1.30796149,5.28439168,0.24842191,1.86291839
-4.77538769,7.67995633,0.05476794,0.09414348,1.28970796,5.19587422,0.24063261,1.83477706
-4.76938469,7.52078692,0.05437237,0.09237608,1.27066987,5.08118553,0.23232092,1.80384460
-4.76338169,7.33434435,0.05397381,0.09045020,1.25111467,4.94235763,0.22361624,1.77054320
-4.75737869,7.12373202,0.05356582,0.08840923,1.23131887,4.78186898,0.21465235,1.73532182
-4.75137569,6.89244961,0.05314074,0.08630107,1.21156458,4.60257125,0.20556443,1.69864893
-4.74537269,6.64430253,0.05269007,0.08417753,1.19213681,4.40760729,0.19648632,1.66100636
-4.73936968,6.38330786,0.05220481,0.08209359,1.17332173,4.20032365,0.18754810,1.62288440
-4.73336668,6.11360056,0.05167594,0.08010668,1.15540587,3.98418151,0.17887398,1.58477826
-4.72736368,5.83934323,0.05109488,0.07827580,1.13867632,3.76266940,0.17058071,1.54718572
-4.72136068,5.56464226,0.05045407,0.07666070,1.12342161,3.53922103,0.16277633,1.51060587
-4.71535768,5.29347256,0.04974741,0.07532094,1.10993299,3.31714074,0.15555934,1.47553842
-4.70935468,5.02961224,0.04897085,0.07431490,1.09850574,3.09953877,0.14901828,1.44248319
-4.70335168,4.77658788,0.04812277,0.07369882,1.08944003,2.88927767,0.14323148,1.41193922
-4.69734867,4.53763051,0.04720445,0.07352570,1.08304088,2.68893065,0.13826708,1.38440301
-4.69134567,4.31564160,0.04622028,0.07384419,1.07961663,2.50075190,0.13418315,1.36036533
-4.68534267,4.11316829,0.04517806,0.07469741,1.07947577,2.32665840,0.13102780,1.34030632
-4.67933967,3.93238628,0.04408899,0.07612173,1.08292169,2.16822230,0.12883926,1.32468858
-4.67333667,3.77508945,0.04296764,0.07814558,1.09024534,2.02667258,0.12764581,1.31394820
-4.66733367,3.64268453,0.04183177,0.08078818,1.10171588,1.90290443,0.12746566,1.30848389
-4.66133067,3.53618991,0.04070198,0.08405843,1.11756951,1.79749477,0.12830657,1.30864451
-4.65532766,3.45623765,0.03960132,0.08795380,1.13799712,1.71072227,0.13016541,1.31471559
-4.64932466,3.40307819,0.03855469,0.09245949,1.16313112,1.64259046,0.13302761,1.32690542
-4.64332166,3.37658743,0.03758828,0.09754774,1.19303246,1.59285261,0.13686654,1.34533160
-4.63731866,3.37627651,0.03672881,0.10317744,1.22767841,1.56103728,0.14164301,1.37000877
-4.63131566,3.40130427,0.03600289,0.10929413,1.26695214,1.54647379,0.14730478,1.40083852
-4.62531266,3.45049332,0.03543617,0.11583036,1.31063474,1.54831703,0.15378642,1.43760219
-4.61930965,3.52234992,0.03505272,0.12270649,1.35840051,1.56557130,0.16100934,1.47995713
-4.61330665,3.61508841,0.03487422,0.12983199,1.40981602,1.59711306,0.16888222,1.52743720
-4.60730365,3.72666055,0.03491938,0.13710709,1.46434327,1.64171261,0.17730186,1.57945754
-4.60130065,3.85478999,0.03520335,0.14442497,1.52134717,1.69805478,0.18615449,1.63532383
-4.59529765,3.99701180,0.03573716,0.15167429,1.58010724,1.76475897,0.19531742,1.69424591
-4.58929465,4.15071670,0.03652734,0.15874200,1.63983316,1.84039860,0.20466128,1.75535530
-4.58329165,4.31319931,0.03757561,0.16551640,1.69968375,1.92352017,0.21405248,1.81772612
-4.57728864,4.48170962,0.03887865,0.17189036,1.75878852,2.01266217,0.22335610,1.88039857
-4.57128564,4.65350633,0.04042797,0.17776447,1.81627113,2.10637374,0.23243896,1.94240418
-4.56528264,4.82591072,0.04221000,0.18305011,1.87127361,2.20323316,0.24117285,2.00279182
-4.55927964,4.99635971,0.04420612,0.18767230,1.92298057,2.30186605,0.24943776,2.06065339
-4.55327664,5.16245635,0.04639294,0.19157212,1.97064219,2.40096300,0.25712503,2.11514840
-4.54727364,5.32201636,0.04874265,0.19470877,2.01359532,2.49929646,0.26414023,2.16552633
-4.54127064,5.47310917,0.05122348,0.19706098,2.05128173,2.59573642,0.27040577,2.21114609
-4.53526763,5.61409225,0.05380023,0.19862788,2.08326280,2.68926460,0.27586306,2.25149180
-4.52926463,5.74363752,0.05643499,0.19942915,2.10923030,2.77898659,0.28047402,2.28618445
-4.52326163,5.86074891,0.05908780,0.19950451,2.12901272,2.86414165,0.28422216,2.31498896
-4.51725863,5.96477056,0.06171758,0.19891255,2.14257716,2.94410955,0.28711280,2.33781658
-4.51125563,6.05538507,0.06428290,0.19772886,2.15002661,3.01841415,0.28917271,2.35472244
-4.50525263,6.13260187,0.06674295,0.19604364,2.15159289,3.08672341,0.29044896,2.36589851
-4.49924962,6.19673578,0.06905841,0.19395872,2.14762552,3.14884549,0.29100712,2.37166219
-4.49324662,6.24837647,0.07119240,0.19158421,2.13857703,3.20472087,0.29092875,2.37244096
-4.48724362,6.28834934,0.07311126,0.18903484,2.12498507,3.25441052,0.29030840,2.36875354
-4.48124062,6.31766928,0.07478534,0.18642608,2.10745225,3.29808029,0.28925003,2.36118842
-4.47523762,6.33748853,0.07618966,0.18387029,2.08662412,3.33598194,0.28786321,2.35038025
-4.46923462,6.34904052,0.07730442,0.18147282,2.06316628,3.36843135,0.28625898,2.33698506
-4.46323162,6.35358159,0.07811539,0.17932847,2.03774131,3.39578477,0.28454582,2.32165517
-4.45722861,6.35233281,0.07861409,0.17751823,2.01098636,3.41841393,0.28282564,2.30501463
-4.45122561,6.34642427,0.07879780,0.17610652,1.98349222,3.43668122,0.28119014,2.28763619
-4.44522261,6.33684415,0.07866945,0.17513896,1.95578452,3.45091613,0.27971762,2.27002064
-4.43921961,6.32439499,0.07823729,0.17464090,1.92830799,3.46139404,0.27847046,2.25257937
-4.43321661,6.30965911,0.07751436,0.17461661,1.90141416,3.46831867,0.27749330,2.23562099
-4.42721361,6.29297528,0.07651799,0.17504934,1.87535315,3.47180917,0.27681214,2.21934241
-4.42121061,6.27442774,0.07526900,0.17590203,1.85026981,3.47189281,0.27643423,2.20382507
-4.41520760,6.25384864,0.07379099,0.17711898,1.82620444,3.46850374,0.27634900,2.18903641
-4.40920460,6.23083390,0.07210953,0.17862807,1.80309805,3.46148817,0.27652978,2.17483654
-4.40320160,6.20477211,0.07025133,0.18034371,1.78080192,3.45061583,0.27693633,2.16098999
-4.39719860,6.17488512,0.06824354,0.18217031,1.75909097,3.43559725,0.27751795,2.14718187
-4.39119560,6.14027832,0.06611297,0.18400605,1.73768048,3.41610593,0.27821715,2.13303776
-4.38519260,6.09999812,0.06388556,0.18574695,1.71624506,3.39180410,0.27897347,2.11814630
-4.37918959,6.05309332,0.06158583,0.18729096,1.69443918,3.36237068,0.27972733,2.10208330
-4.37318659,5.99867713,0.05923652,0.18854184,1.67191800,3.32752959,0.28042374,2.08443615
-4.36718359,5.93598600,0.05685831,0.18941283,1.64835749,3.28707667,0.28101542,2.06482713
-4.36118059,5.86443206,0.05446965,0.18982974,1.62347281,3.24090337,0.28146534,2.04293431
-4.35517759,5.78364570,0.05208678,0.18973349,1.59703386,3.18901561,0.28174844,2.01850902
-4.34917459,5.69350592,0.04972368,0.18908189,1.56887722,3.13154653,0.28185232,1.99138875
-4.34317159,5.59415642,0.04739225,0.18785060,1.53891403,3.06876212,0.28177706,1.96150489
-4.33716858,5.48600664,0.04510243,0.18603332,1.50713311,3.00105919,0.28153388,1.92888487
-4.33116558,5.36971753,0.04286245,0.18364111,1.47359962,2.92895584,0.28114305,1.89364871
-4.32516258,5.24617323,0.04067897,0.18070098,1.43844920,2.85307485,0.28063098,1.85600033
-4.31915958,5.11644045,0.03855733,0.17725384,1.40187825,2.77412102,0.28002670,1.81621421
-4.31315658,4.98171840,0.03650175,0.17335195,1.36413097,2.69285395,0.27935808,1.77461845
-4.30715358,4.84328248,0.03451548,0.16905592,1.32548420,2.61005802,0.27864802,1.73157540
