energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.68784392,6.31263172,0.62274817,3.14834536,1.87292442,0.90664704,0.01136290,0.80221728,0.04527819,1.31330975
-5.68184092,6.31164974,0.62342664,3.15710644,1.87345841,0.90209283,0.01118826,0.80459843,0.04565764,1.31159376
-5.67583792,6.33124662,0.62629771,3.17683731,1.88227617,0.89933356,0.01108208,0.80935544,0.04622475,1.31373127
-5.66983492,6.36963650,0.63122155,3.20660959,1.89873252,0.89815590,0.01104259,0.81621274,0.04696872,1.31935384
-5.66383192,6.42479130,0.63804059,3.24533509,1.92208278,0.89833692,0.01106763,0.82486518,0.04787609,1.32806695
-5.65782891,6.49447899,0.64658071,3.29179195,1.95149303,0.89964722,0.01115453,0.83498246,0.04893082,1.33945475
-5.65182591,6.57630443,0.65665251,3.34465295,1.98605196,0.90185395,0.01130021,0.84621429,0.05011434,1.35308472
-5.64582291,6.66775315,0.66805285,3.40251550,2.02478451,0.90472364,0.01150109,0.85819615,0.05140586,1.36851235
-5.63981991,6.76623759,0.68056674,3.46393287,2.06666750,0.90802511,0.01175314,0.87055581,0.05278255,1.38528623
-5.63381691,6.86914577,0.69396977,3.52744600,2.11064728,0.91153239,0.01205191,0.88292056,0.05421995,1.40295354
-5.62781391,6.97389173,0.70803115,3.59161537,2.15565933,0.91502780,0.01239252,0.89492506,0.05569240,1.42106607
-5.62181091,7.07796718,0.72251732,3.65505224,2.20064965,0.91830527,0.01276972,0.90621964,0.05717358,1.43918690
-5.61580790,7.17899334,0.73719634,3.71644859,2.24459742,0.92117369,0.01317800,0.91647890,0.05863700,1.45689758
-5.60980490,7.27477183,0.75184268,3.77460513,2.28653847,0.92346056,0.01361161,0.92541028,0.06005671,1.47380577
-5.60380190,7.36333331,0.76624261,3.82845663,2.32558890,0.92501554,0.01406472,0.93276239,0.06140783,1.48955314
-5.59779890,7.44298240,0.78019978,3.87709398,2.36096794,0.92571398,0.01453149,0.93833261,0.06266725,1.50382331
-5.59179590,7.51233743,0.79354087,3.91978239,2.39201925,0.92546026,0.01500623,0.94197385,0.06381416,1.51634948
-5.58579290,7.57036337,0.80612095,3.95597523,2.41822966,0.92419069,0.01548349,0.94359984,0.06483066,1.52692139
-5.57978989,7.61639680,0.81782845,3.98532316,2.43924462,0.92187586,0.01595822,0.94318899,0.06570216,1.53539131
-5.57378689,7.65016139,0.82858916,4.00767823,2.45487928,0.91852226,0.01642585,0.94078622,0.06641779,1.54167869
-5.56778389,7.67177332,0.83836927,4.02309296,2.46512480,0.91417306,0.01688242,0.93650288,0.06697069,1.54577314
-5.56178089,7.68173577,0.84717700,4.03181426,2.47014915,0.90890777,0.01732467,0.93051444,0.06735808,1.54773541
-5.55577789,7.68092229,0.85506273,4.03427258,2.47029224,0.90284090,0.01775003,0.92305605,0.06758132,1.54769637
-5.54977489,7.67054951,0.86211748,4.03106651,2.46605532,0.89611944,0.01815675,0.91441606,0.06764579,1.54585366
-5.54377189,7.65213950,0.86846974,4.02294340,2.45808482,0.88891920,0.01854381,0.90492759,0.06756062,1.54246618
-5.53776888,7.62747303,0.87428061,4.01077650,2.44715115,0.88144011,0.01891093,0.89495858,0.06733839,1.53784639
-5.53176588,7.59853530,0.87973743,3.99553948,2.43412327,0.87390061,0.01925850,0.88490054,0.06699461,1.53235083
-5.52576288,7.56745561,0.88504624,3.97827904,2.41993981,0.86653128,0.01958749,0.87515652,0.06654728,1.52636892
-5.51975988,7.53644338,0.89042310,3.96008638,2.40557805,0.85956791,0.01989933,0.86612871,0.06601625,1.52031057
-5.51375688,7.50772253,0.89608493,3.94206855,2.39202176,0.85324437,0.02019577,0.85820613,0.06542264,1.51459311
-5.50775388,7.48346655,0.90224007,3.92532033,2.38022941,0.84778541,0.02047878,0.85175306,0.06478827,1.50962789
-5.50175088,7.46573655,0.90907905,3.91089762,2.37110386,0.84339979,0.02075034,0.84709836,0.06413501,1.50580713
-5.49574787,7.45642438,0.91676606,3.89979285,2.36546463,0.84027388,0.02101235,0.84452639,0.06348431,1.50349160
-5.48974487,7.45720271,0.92543134,3.89291335,2.36402401,0.83856612,0.02126645,0.84426956,0.06285667,1.50299944
-5.48374187,7.46948363,0.93516511,3.89106283,2.36736746,0.83840235,0.02151396,0.84650298,0.06227124,1.50459670
-5.47773887,7.49438686,0.94601299,3.89492671,2.37593925,0.83987238,0.02175573,0.85134111,0.06174552,1.50848983
-5.47173587,7.53271848,0.95797340,3.90506132,2.39003333,0.84302767,0.02199209,0.85883660,0.06129510,1.51482040
-5.46573287,7.58496029,0.97099690,3.92188727,2.40978967,0.84788029,0.02222280,0.86898109,0.06093349,1.52366214
-5.45972986,7.65126964,0.98498742,3.94568678,2.43519575,0.85440315,0.02244707,0.88170794,0.06067208,1.53502046
-5.45372686,7.73148933,0.99980540,3.97660501,2.46609288,0.86253130,0.02266352,0.89689639,0.06052011,1.54883413
-5.44772386,7.82516624,1.01527267,4.01465493,2.50218652,0.87216427,0.02287029,0.91437716,0.06048473,1.56497926
-5.44172086,7.93157782,1.03117857,4.05972545,2.54306008,0.88316931,0.02306504,0.93393879,0.06057112,1.58327499
-5.43571786,8.04976446,1.04728734,4.11159227,2.58819106,0.89538527,0.02324512,0.95533464,0.06078257,1.60349083
-5.42971486,8.17856640,1.06334607,4.16993085,2.63696902,0.90862695,0.02340758,0.97829003,0.06112067,1.62535502
-5.42371186,8.31666328,1.07909310,4.23433093,2.68871413,0.92268980,0.02354937,1.00250923,0.06158544,1.64856375
-5.41770885,8.46261449,1.09426629,4.30431190,2.74269587,0.93735467,0.02366742,1.02768212,0.06217546,1.67279064
-5.41170585,8.61489901,1.10861090,4.37933833,2.79815107,0.95239257,0.02375873,1.05349023,0.06288801,1.69769610
-5.40570285,8.77195289,1.12188680,4.45883512,2.85430078,0.96756931,0.02382055,1.07961211,0.06371913,1.72293635
-5.39969985,8.93220352,1.13387460,4.54220148,2.91036573,0.98264981,0.02385044,1.10572793,0.06466371,1.74817159
-5.39369685,9.09409945,1.14438077,4.62882346,2.96558001,0.99740220,0.02384638,1.13152337,0.06571554,1.77307326
-5.38769385,9.25613524,1.15324135,4.71808422,3.01920314,1.01160156,0.02380682,1.15669290,0.06686728,1.79733010
-5.38169085,9.41687094,1.16032444,4.80937211,3.07053037,1.02503334,0.02373080,1.18094249,0.06811050,1.82065289
-5.37568784,9.57494604,1.16553139,4.90208592,3.11890145,1.03749645,0.02361793,1.20399204,0.06943565,1.84277797
-5.36968484,9.72908812,1.16879681,4.99563760,3.16370813,1.04880615,0.02346845,1.22557751,0.07083205,1.86346943
-5.36368184,9.87811659,1.17008760,5.08945213,3.20440047,1.05879656,0.02328324,1.24545310,0.07228788,1.88252015
-5.35767884,10.02094210,1.16940104,5.18296512,3.24049224,1.06732303,0.02306379,1.26339339,0.07379016,1.89975180
-5.35167584,10.15656240,1.16676230,5.27561817,3.27156553,1.07426421,0.02281222,1.27919572,0.07532487,1.91501393
-5.34567284,10.28405555,1.16222155,5.36685275,3.29727473,1.07952388,0.02253117,1.29268264,0.07687693,1.92818248
-5.33966983,10.40257142,1.15585072,5.45610308,3.31734978,1.08303253,0.02222381,1.30370453,0.07843036,1.93915774
-5.33366683,10.51132244,1.14774035,5.54278873,3.33159880,1.08474851,0.02189372,1.31214232,0.07996844,1.94786207
-5.32766383,10.60957472,1.13799644,5.62630779,3.33990995,1.08465888,0.02154487,1.31791009,0.08147390,1.95423759
-5.32166083,10.69664028,1.12673758,5.70603147,3.34225234,1.08277974,0.02118145,1.32095745,0.08292914,1.95824392
-5.31565783,10.77187146,1.11409237,5.78130071,3.33867594,1.07915599,0.02080785,1.32127157,0.08431654,1.95985622
-5.30965483,10.83465798,1.10019722,5.85142581,3.32931023,1.07386055,0.02042851,1.31887856,0.08561879,1.95906352
-5.30365183,10.88442735,1.08519444,5.91568939,3.31436153,1.06699284,0.02004783,1.31384413,0.08681915,1.95586754
-5.29764882,10.92064886,1.06923068,5.97335332,3.29410889,1.05867664,0.01967005,1.30627335,0.08790190,1.95028194
-5.29164582,10.94284122,1.05245567,6.02366962,3.26889851,1.04905719,0.01929917,1.29630931,0.08885260,1.94233202
-5.28564282,10.95058363,1.03502103,6.06589536,3.23913662,1.03829771,0.01893884,1.28413077,0.08965850,1.93205485
-5.27963982,10.94352979,1.01707932,6.09931121,3.20528102,1.02657519,0.01859228,1.26994861,0.09030878,1.91949967
-5.27363682,10.92142410,0.99878293,6.12324292,3.16783135,1.01407580,0.01826220,1.25400128,0.09079489,1.90472854
-5.26763382,10.88411907,0.98028295,6.13708492,3.12731825,1.00098975,0.01795076,1.23654914,0.09111070,1.88781702
-5.26163082,10.83159268,0.96172789,6.14032488,3.08429169,0.98750605,0.01765951,1.21786807,0.09125270,1.86885478
-5.25562781,10.76396452,0.94326208,6.13256786,3.03930866,0.97380705,0.01738941,1.19824232,0.09122005,1.84794596
-5.24962481,10.68150918,0.92502391,6.11355884,2.99292065,0.96006315,0.01714081,1.17795694,0.09101458,1.82520913
-5.24362181,10.58466574,0.90714372,6.08320204,2.94566098,0.94642776,0.01691349,1.15728999,0.09064069,1.80077680
-5.23761881,10.47404218,0.88974151,6.04157587,2.89803252,0.93303273,0.01670672,1.13650486,0.09010519,1.77479419
-5.23161581,10.35041383,0.87292446,5.98894235,2.85049598,0.91998439,0.01651928,1.11584289,0.08941705,1.74741751
-5.22561281,10.21471530,0.85678442,5.92575011,2.80345907,0.90736047,0.01634963,1.09551656,0.08858703,1.71881144
-5.21960980,10.06802584,0.84139538,5.85263053,2.75726689,0.89520784,0.01619593,1.07570365,0.08762737,1.68914613
-5.21360680,9.91154840,0.82681122,5.77038692,2.71219384,0.88354146,0.01605616,1.05654242,0.08655128,1.65859364
-5.20760380,9.74658323,0.81306373,5.67997698,2.66843731,0.87234432,0.01592828,1.03812812,0.08537258,1.62732414
-5.20160080,9.57449721,0.80016121,5.58248934,2.62611348,0.86156866,0.01581025,1.02051101,0.08410519,1.59550189
-5.19559780,9.39669052,0.78808762,5.47911524,2.58525551,0.85113832,0.01570022,1.00369590,0.08276274,1.56328151
-5.18959480,9.21456251,0.77680266,5.37111679,2.54581429,0.84095221,0.01559653,0.98764348,0.08135816,1.53080452
-5.18359180,9.02947880,0.76624259,5.25979342,2.50766202,0.83088884,0.01549787,0.97227318,0.07990343,1.49819657
-5.17758879,8.84274166,0.75632210,5.14644831,2.47059865,0.82081174,0.01540326,0.95746780,0.07840927,1.46556552
-5.17158579,8.65556539,0.74693711,5.03235657,2.43436132,0.81057562,0.01531214,0.94307955,0.07688504,1.43300062
-5.16558279,8.46905858,0.73796846,4.91873679,2.39863656,0.80003302,0.01522435,0.92893745,0.07533871,1.40057282
-5.15957979,8.28421413,0.72928650,4.80672741,2.36307519,0.78904124,0.01514017,0.91485581,0.07377688,1.36833631
-5.15357679,8.10190795,0.72075634,4.69736901,2.32730949,0.77746931,0.01506023,0.90064356,0.07220499,1.33633132
-5.14757379,7.92290629,0.71224359,4.59159328,2.29097216,0.76520466,0.01498551,0.88611393,0.07062751,1.30458797
-5.14157079,7.74788124,0.70362038,4.49021888,2.25371643,0.75215928,0.01491728,0.87109430,0.06904827,1.27313100
-5.13556778,7.57743336,0.69477139,4.39395406,2.21523663,0.73827505,0.01485701,0.85543568,0.06747081,1.24198517
-5.12956478,7.41211977,0.68559961,4.30340549,2.17528825,0.72352815,0.01480629,0.83902145,0.06589876,1.21118095
-5.12356178,7.25248575,0.67603148,4.21909221,2.13370675,0.70793208,0.01476674,0.82177508,0.06433621,1.18076012
-5.11755878,7.09909745,0.66602131,4.14146352,2.09042404,0.69153949,0.01473996,0.80366632,0.06278805,1.15078100
-5.11155578,6.95257336,0.65555458,4.07091911,2.04548196,0.67444238,0.01472739,0.78471566,0.06126025,1.12132287
-5.10555278,6.81361205,0.64464998,4.00783001,1.99904168,0.65677094,0.01473030,0.76499678,0.05976008,1.09248921
-5.09954977,6.68301390,0.63336011,3.95255841,1.95138863,0.63869079,0.01474968,0.74463698,0.05829624,1.06440960
-5.09354677,6.56169495,0.62177069,3.90547507,1.90293237,0.62039888,0.01478620,0.72381519,0.05687885,1.03724001
-5.08754377,6.45069136,0.60999839,3.86697263,1.85420113,0.60211820,0.01484020,0.70275808,0.05551938,1.01116132
-5.08154077,6.35115349,0.59818713,3.83747394,1.80583101,0.58409132,0.01491168,0.68173390,0.05423047,0.98637616
-5.07553777,6.26432934,0.58650332,3.81743445,1.75855016,0.56657322,0.01500026,0.66104464,0.05302557,0.96310407
-5.06953477,6.19153752,0.57512992,3.80733833,1.71315827,0.54982357,0.01510527,0.64101663,0.05191864,0.94157520
-5.06353177,6.13413072,0.56425974,3.80768824,1.67050228,0.53409876,0.01522572,0.62199000,0.05092364,0.92202277
-5.05752876,6.09345107,0.55408824,3.81898918,1.63144908,0.51964395,0.01536041,0.60430740,0.05005409,0.90467463
-5.05152576,6.07077922,0.54480613,3.84172700,1.59685636,0.50668556,0.01550793,0.58830249,0.04932255,0.88974440
-5.04552276,6.06727963,0.53659199,3.87634278,1.56754277,0.49542432,0.01566680,0.57428855,0.04874009,0.87742235
-5.03951976,6.08394429,0.52960537,3.92320421,1.54425871,0.48602924,0.01583546,0.56254778,0.04831589,0.86786679
-5.03351676,6.12153785,0.52398054,3.98257555,1.52765884,0.47863263,0.01601240,0.55332173,0.04805680,0.86119605
-5.02751376,6.18054652,0.51982112,4.05458772,1.51827758,0.47332640,0.01619621,0.54680303,0.04796702,0.85748162
-5.02151076,6.26113336,0.51719582,4.13921008,1.51650862,0.47015972,0.01638558,0.54312900,0.04804790,0.85674275
-5.01550775,6.36310233,0.51613550,4.23622560,1.52258929,0.46913809,0.01657939,0.54237721,0.04829780,0.85894266
-5.00950475,6.48587269,0.51663143,4.34521074,1.53659039,0.47022383,0.01677673,0.54456311,0.04871210,0.86398671
-5.00350175,6.62846557,0.51863503,4.46552130,1.55841200,0.47333802,0.01697686,0.54963992,0.04928333,0.87172245
-4.99749875,6.78950337,0.52205893,4.59628532,1.58778534,0.47836359,0.01717922,0.55750065,0.05000138,0.88194177
-4.99149575,6.96722271,0.52677922,4.73640367,1.62428060,0.48514971,0.01738340,0.56798211,0.05085385,0.89438490
-4.98549275,7.15950061,0.53263898,4.88455875,1.66732045,0.49351701,0.01758907,0.58087081,0.05182647,0.90874623
-4.97948974,7.36389333,0.53945273,5.03923132,1.71619851,0.50326370,0.01779594,0.59591039,0.05290353,0.92468169
-4.97348674,7.57768680,0.54701178,5.19872515,1.77010230,0.51417206,0.01800368,0.61281029,0.05406850,0.94181753
-4.96748374,7.79795696,0.55509015,5.36119889,1.82813942,0.52601542,0.01821181,0.63125536,0.05530450,0.95975998
-4.96148074,8.02163796,0.56345105,5.52470407,1.88936623,0.53856499,0.01841968,0.65091600,0.05659487,0.97810563
-4.95547774,8.24559609,0.57185343,5.68722819,1.95281773,0.55159664,0.01862637,0.67145838,0.05792370,0.99645216
-4.94947474,8.46670665,0.58005874,5.84674119,2.01753773,0.56489725,0.01883065,0.69255457,0.05927626,1.01440886
-4.94347174,8.68193138,0.58783733,6.00124385,2.08260806,0.57827036,0.01903095,0.71389201,0.06063942,1.03160681
-4.93746873,8.88839345,0.59497464,6.14881626,2.14717603,0.59154116,0.01922532,0.73518218,0.06200193,1.04770821
-4.93146573,9.08344775,0.60127677,6.28766458,2.21047901,0.60456044,0.01941150,0.75616824,0.06335462,1.06241468
-4.92546273,9.26474367,0.60657538,6.41616436,2.27186563,0.61720755,0.01958691,0.77663127,0.06469054,1.07547407
-4.91945973,9.43027858,0.61073172,6.53289881,2.33081281,0.62939229,0.01974876,0.79639519,0.06600487,1.08668581
-4.91345673,9.57843984,0.61363982,6.63669050,2.38693825,0.64105561,0.01989411,0.81533005,0.06729487,1.09590442
-4.90745373,9.70803426,0.61522858,6.72662533,2.44000808,0.65216926,0.02002005,0.83335392,0.06855963,1.10304121
-4.90145073,9.81830383,0.61546275,6.80206786,2.48993954,0.66273436,0.02012377,0.85043316,0.06979980,1.10806410
-4.89544772,9.90892749,0.61434292,6.86266750,2.53679872,0.67277897,0.02020274,0.86658121,0.07101722,1.11099558
-4.88944472,9.98000889,0.61190431,6.90835527,2.58079351,0.68235488,0.02025484,0.88185608,0.07221454,1.11190892
-4.88344172,10.03205089,0.60821451,6.93933150,2.62226191,0.69153356,0.02027852,0.89635650,0.07339479,1.11092287
-4.87743872,10.06591785,0.60337034,6.95604490,2.66165627,0.70040164,0.02027291,0.91021693,0.07456095,1.10819494
-4.87143572,10.08278727,0.59749370,6.95916417,2.69952366,0.70905590,0.02023792,0.92360167,0.07571563,1.10391362
-4.86543272,10.08409278,0.59072679,6.94954321,2.73648308,0.71759812,0.02017431,0.93669798,0.07686065,1.09828988
-4.85942971,10.07146068,0.58322676,6.92818169,2.77319993,0.72612970,0.02008374,0.94970859,0.07799681,1.09154817
-4.85342671,10.04664269,0.57515992,6.89618256,2.81035853,0.73474652,0.01996874,0.96284369,0.07912372,1.08391742
-4.84742371,10.01144722,0.56669590,6.85470845,2.84863326,0.74353397,0.01983268,0.97631255,0.08023963,1.07562225
-4.84142071,9.96767214,0.55800182,6.80493879,2.88865927,0.75256239,0.01967971,0.99031490,0.08134148,1.06687486
-4.83541771,9.91704129,0.54923672,6.74802952,2.93100330,0.76188301,0.01951461,1.00503246,0.08242494,1.05786778
-4.82941471,9.86114728,0.54054654,6.68507691,2.97613587,0.77152460,0.01934262,1.02062060,0.08348456,1.04876781
-4.82341171,9.80140239,0.53205973,6.61708704,3.02440540,0.78149076,0.01916933,1.03720055,0.08451407,1.03971141
-4.81740870,9.73899950,0.52388373,6.54495191,3.07601546,0.79175815,0.01900042,1.05485231,0.08550657,1.03080152
-4.81140570,9.67488401,0.51610238,6.46943304,3.13100587,0.80227550,0.01884149,1.07360849,0.08645495,1.02210607
-4.80540270,9.60973759,0.50877439,6.39115276,3.18923876,0.81296368,0.01869785,1.09344952,0.08735216,1.01365805
-4.79939970,9.54397392,0.50193289,6.31059327,3.25039015,0.82371657,0.01857433,1.11430019,0.08819156,1.00545707
-4.79339670,9.47774615,0.49558602,6.22810292,3.31394783,0.83440302,0.01847509,1.13602800,0.08896723,0.99747244
-4.78739370,9.41096513,0.48971849,6.14390899,3.37921593,0.84486960,0.01840348,1.15844336,0.08967423,0.98964729
-4.78139070,9.34332741,0.48429412,6.05813585,3.44532646,0.85494427,0.01836192,1.18130174,0.09030877,0.98190375
-4.77538769,9.27435111,0.47925897,5.97082726,3.51125768,0.86444080,0.01835177,1.20430796,0.09086832,0.97414882
-4.76938469,9.20341810,0.47454519,5.88197133,3.57585897,0.87316377,0.01837334,1.22712233,0.09135164,0.96628051
-4.76338169,9.12982023,0.47007517,5.79152671,3.63788153,0.88091411,0.01842583,1.24936881,0.09175874,0.95819429
-4.75737869,9.05280756,0.46576594,5.69944864,3.69601392,0.88749494,0.01850739,1.27064466,0.09209070,0.94978917
-4.75137569,8.97163664,0.46153343,5.60571351,3.74892120,0.89271756,0.01861517,1.29053152,0.09234954,0.94097347
-4.74537269,8.88561679,0.45729675,5.51034087,3.79528620,0.89640735,0.01874540,1.30860738,0.09253790,0.93166994
-4.73936968,8.79415277,0.45298191,5.41341211,3.83385136,0.89840944,0.01889360,1.32445904,0.09265880,0.92182009
-4.73336668,8.69678243,0.44852524,5.31508512,3.86345929,0.89859388,0.01905466,1.33769455,0.09271534,0.91138757
-4.72736368,8.59320828,0.44387608,5.21560478,3.88309062,0.89686025,0.01922310,1.34795525,0.09271043,0.90036066
-4.72136068,8.48332221,0.43899893,5.11530914,3.89189744,0.89314142,0.01939324,1.35492679,0.09264655,0.88875367
-4.71535768,8.36722309,0.43387491,5.01463155,3.88923096,0.88740643,0.01955945,1.35834878,0.09252564,0.87660748
-4.70935468,8.24522707,0.42850248,4.91409904,3.87466249,0.87966237,0.01971634,1.35802276,0.09234893,0.86398916
-4.70335168,8.11787091,0.42289763,4.81432764,3.84799676,0.86995523,0.01985905,1.35381813,0.09211704,0.85099079
-4.69734867,7.98590876,0.41709336,4.71601491,3.80927746,0.85836967,0.01998340,1.34567593,0.09183004,0.83772760
-4.69134567,7.85030290,0.41113870,4.61993052,3.75878484,0.84502777,0.02008612,1.33361040,0.09148765,0.82433559
-4.68534267,7.71220922,0.40509729,4.52690521,3.69702584,0.83008688,0.02016506,1.31770840,0.09108959,0.81096865
-4.67933967,7.57295822,0.39904555,4.43781870,3.62471745,0.81373661,0.02021925,1.29812674,0.09063589,0.79779546
-4.67333667,7.43403199,0.39307058,4.35358666,3.54276435,0.79619501,0.02024910,1.27508773,0.09012738,0.78499605
-4.66733367,7.29703812,0.38726783,4.27514714,3.45223190,0.77770433,0.02025637,1.24887318,0.08956609,0.77275834
-4.66133067,7.16368092,0.38173866,4.20344645,3.35431602,0.75852622,0.02024427,1.21981727,0.08895577,0.76127455
-4.65532766,7.03573047,0.37658774,4.13942437,3.25031110,0.73893669,0.02021735,1.18829840,0.08830226,0.75073759
-4.64932466,6.91498994,0.37192051,4.08399881,3.14157750,0.71922096,0.02018144,1.15473064,0.08761389,0.74133756
-4.64332166,6.80326160,0.36784050,4.03804963,3.02950964,0.69966823,0.02014353,1.11955488,0.08690174,0.73325822
