energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.68184092,5.31638519,0.01699706,0.33835528,1.01625013,0.46370243,2.06569550,1.29427537,0.05379257,2.41932385
-5.67583792,5.52037836,0.01818910,0.34954933,1.05139116,0.47840606,2.22001810,1.33244743,0.05430285,2.51741195
-5.66983492,5.73202445,0.01940761,0.36247056,1.08729276,0.49230990,2.38989081,1.37289181,0.05463588,2.61660985
-5.66383192,5.95025914,0.02064169,0.37707765,1.12367724,0.50536028,2.57484595,1.41549399,0.05477469,2.71631992
-5.65782891,6.17386162,0.02188007,0.39330971,1.16024613,0.51751987,2.77408860,1.46008254,0.05470757,2.81591755
-5.65182591,6.40142116,0.02311123,0.41108166,1.19667943,0.52876500,2.98646765,1.50641735,0.05442807,2.91474126
-5.64582291,6.63130661,0.02432351,0.43027958,1.23263506,0.53908229,3.21045436,1.55417971,0.05393498,3.01208308
-5.63981991,6.86164174,0.02550522,0.45075643,1.26774891,0.54846483,3.44413069,1.60296487,0.05323199,3.10718015
-5.63381691,7.09028960,0.02664475,0.47232846,1.30163572,0.55690808,3.68518967,1.65227797,0.05232734,3.19920894
-5.62781391,7.31484908,0.02773071,0.49477280,1.33389130,0.56440595,3.93094959,1.70153417,0.05123334,3.28728305
-5.62181091,7.53266590,0.02875199,0.51782647,1.36409622,0.57094722,4.17838325,1.75006340,0.04996570,3.37045585
-5.61580790,7.74086026,0.02969794,0.54118732,1.39182143,0.57651258,4.42416316,1.79712010,0.04854288,3.44772860
-5.60980490,7.93637199,0.03055843,0.56451697,1.41663563,0.58107270,4.66472231,1.84189810,0.04698535,3.51806473
-5.60380190,8.11602331,0.03132399,0.58744589,1.43811469,0.58458734,4.89632988,1.88355040,0.04531488,3.58041024
-5.59779890,8.27659810,0.03198594,0.60958082,1.45585272,0.58700578,5.11517996,1.92121335,0.04355383,3.63372007
-5.59179590,8.41493554,0.03253650,0.63051413,1.46947456,0.58826852,5.31749072,1.95403452,0.04172445,3.67698961
-5.58579290,8.52803473,0.03296890,0.64983509,1.47864932,0.58831031,5.49961060,1.98120318,0.03984837,3.70929028
-5.57978989,8.61316622,0.03327751,0.66714254,1.48310422,0.58706429,5.65812770,2.00198224,0.03794609,3.72980764
-5.57378689,8.66798537,0.03345798,0.68205853,1.48263824,0.58446709,5.78997783,2.01574015,0.03603657,3.73788017
-5.56778389,8.69064237,0.03350732,0.69424229,1.47713470,0.58046462,5.89254670,2.02198139,0.03413706,3.73303688
-5.56178089,8.67988307,0.03342401,0.70340395,1.46657215,0.57501825,5.96376167,2.02037407,0.03226287,3.71503155
-5.55577789,8.63513558,0.03320810,0.70931730,1.45103282,0.56811090,6.00216882,2.01077321,0.03042735,3.68387168
-5.54977489,8.55657761,0.03286126,0.71183103,1.43070795,0.55975282,6.00699169,1.99323851,0.02864198,3.63984033
-5.54377189,8.44518044,0.03238684,0.71087781,1.40589974,0.54998664,5.97816862,1.96804567,0.02691642,3.58350938
-5.53776888,8.30272680,0.03178988,0.70648072,1.37701926,0.53889135,5.91636686,1.93569045,0.02525872,3.51574307
-5.53176588,8.13180055,0.03107710,0.69875676,1.34458052,0.52658493,5.82297235,1.89688513,0.02367549,3.43769124
-5.52576288,7.93574806,0.03025684,0.68791710,1.30919054,0.51322552,5.70005551,1.85254743,0.02217217,3.35077206
-5.51975988,7.71861209,0.02933897,0.67426413,1.27153585,0.49901088,5.55031421,1.80378204,0.02075317,3.25664492
-5.51375688,7.48504048,0.02833479,0.65818529,1.23236577,0.48417623,5.37699639,1.75185548,0.01942213,3.15717402
-5.50775388,7.24017328,0.02725685,0.64014403,1.19247319,0.46899042,5.18380548,1.69816520,0.01818201,3.05438443
-5.50175088,6.98951248,0.02611871,0.62066819,1.15267359,0.45375065,4.97479268,1.64420410,0.01703529,2.95041213
-5.49574787,6.73877990,0.02493481,0.60033633,1.11378311,0.43877589,4.75424053,1.59152169,0.01598399,2.84745004
-5.48974487,6.49376852,0.02372011,0.57976259,1.07659666,0.42439937,4.52654260,1.54168345,0.01502978,2.74769240
-5.48374187,6.26019330,0.02248989,0.55958070,1.04186693,0.41096038,4.29608395,1.49622975,0.01417393,2.65327955
-5.47773887,6.04354700,0.02125941,0.54042764,1.01028503,0.39879570,4.06712702,1.45663574,0.01341737,2.56624536
-5.47173587,5.84896627,0.02004368,0.52292773,0.98246372,0.38823127,3.84370696,1.42427370,0.01276061,2.48846932
-5.46573287,5.68111252,0.01885716,0.50767761,0.95892365,0.37957409,3.62953988,1.40037876,0.01220370,2.42163489
-5.45972986,5.54407144,0.01771350,0.49523252,0.94008322,0.37310510,3.42794682,1.38601922,0.01174623,2.36719569
-5.45372686,5.44127381,0.01662531,0.48609433,0.92625215,0.36907296,3.24179513,1.38207213,0.01138726,2.32635028
-5.44772386,5.37543939,0.01560400,0.48070161,0.91762913,0.36768928,3.07345847,1.38920469,0.01112532,2.30002627
-5.44172086,5.34854452,0.01465960,0.47942181,0.91430323,0.36912523,2.92479534,1.40786173,0.01095839,2.28887384
-5.43571786,5.36181313,0.01380066,0.48254557,0.91625889,0.37350980,2.79714559,1.43825948,0.01088394,2.29326832
-5.42971486,5.41572958,0.01303420,0.49028334,0.92338420,0.38092964,2.69134336,1.48038530,0.01089897,2.31332116
-5.42371186,5.51007154,0.01236572,0.50276378,0.93548177,0.39143038,2.60774457,1.53400319,0.01100008,2.34889823
-5.41770885,5.64395959,0.01179919,0.52003418,0.95228164,0.40501937,2.54626638,1.59866449,0.01118353,2.39964422
-5.41170585,5.81592059,0.01133717,0.54206225,0.97345556,0.42166948,2.50643593,1.67372310,0.01144535,2.46501142
-5.40570285,6.02396083,0.01098089,0.56873936,0.99863187,0.44132385,2.48744538,1.75835467,0.01178143,2.54429139
-5.39969985,6.26564523,0.01073036,0.59988469,1.02741032,0.46390108,2.48821037,1.85157874,0.01218761,2.63664772
-5.39369685,6.53817893,0.01058458,0.63525029,1.05937608,0.48930060,2.50742914,1.95228307,0.01265980,2.74114816
-5.38769385,6.83848765,0.01054159,0.67452657,1.09411238,0.51740782,2.54363982,2.05924955,0.01319397,2.85679480
-5.38169085,7.16329387,0.01059867,0.71734835,1.13121137,0.54809880,2.59527367,2.17118054,0.01378628,2.98255064
-5.37568784,7.50918615,0.01075245,0.76330106,1.17028264,0.58124391,2.66070267,2.28672533,0.01443305,3.11736182
-5.36968484,7.87267995,0.01099901,0.81192732,1.21095936,0.61671055,2.73828008,2.40450578,0.01513078,3.26017456
-5.36368184,8.25026863,0.01133392,0.86273358,1.25290185,0.65436442,2.82637337,2.52314089,0.01587607,3.40994649
-5.35767884,8.63846426,0.01175238,0.91519707,1.29579871,0.69406951,2.92338919,2.64126970,0.01666562,3.56565244
-5.35167584,9.03382863,0.01224913,0.96877295,1.33936574,0.73568671,3.02779056,2.75757240,0.01749609,3.72628494
-5.34567284,9.43299529,0.01281855,1.02290179,1.38334287,0.77907115,3.13810689,2.87078933,0.01836401,3.89085028
-5.33966983,9.83268412,0.01345459,1.07701735,1.42748981,0.82406847,3.25293781,2.97973790,0.01926571,4.05836089
-5.33366683,10.22971033,0.01415078,1.13055465,1.47158064,0.87051039,3.37095193,3.08332739,0.02019714,4.22782553
-5.32766383,10.62098977,0.01490015,1.18295837,1.51539813,0.91820983,3.49088178,3.18057168,0.02115385,4.39823839
-5.32166083,11.00354288,0.01569528,1.23369140,1.55872816,0.96695603,3.61151642,3.27059991,0.02213083,4.56856853
-5.31565783,11.37449892,0.01652827,1.28224339,1.60135494,1.01651009,3.73169297,3.35266527,0.02312253,4.73775108
-5.30965483,11.73110243,0.01739073,1.32813917,1.64305723,1.06660130,3.85028825,3.42615184,0.02412277,4.90468119
-5.30365183,12.07072278,0.01827391,1.37094675,1.68360606,1.11692473,3.96621161,3.49057964,0.02512477,5.06821181
-5.29764882,12.39086784,0.01916869,1.41028454,1.72276410,1.16714025,4.07839968,3.54560771,0.02612122,5.22715594
-5.29164582,12.68920165,0.02006575,1.44582761,1.76028664,1.21687335,4.18581362,3.59103529,0.02710434,5.38029354
-5.28564282,12.96356573,0.02095571,1.47731261,1.79592427,1.26571781,4.28743904,3.62680096,0.02806603,5.52638331
-5.27963982,13.21200321,0.02182930,1.50454109,1.82942686,1.31324027,4.38228870,3.65297958,0.02899795,5.66417885
-5.27363682,13.43278439,0.02267752,1.52738110,1.86054874,1.35898669,4.46940775,3.66977699,0.02989178,5.79244853
-5.26763382,13.62443211,0.02349188,1.54576683,1.88905449,1.40249041,4.54788111,3.67752238,0.03073935,5.90999834
-5.26163082,13.78574550,0.02426455,1.55969635,1.91472511,1.44328164,4.61684250,3.67665831,0.03153285,6.01569652
-5.25562781,13.91582018,0.02498859,1.56922744,1.93736398,1.48089793,4.67548471,3.66772838,0.03226503,6.10849886
-5.24962481,14.01406378,0.02565809,1.57447183,1.95680233,1.51489537,4.72307034,3.65136284,0.03292940,6.18747354
-5.24362181,14.08020541,0.02626831,1.57558794,1.97290384,1.54485990,4.75894273,3.62826224,0.03352040,6.25182436
-5.23761881,14.11429866,0.02681578,1.57277274,1.98556808,1.57041847,4.78253653,3.59917971,0.03403360,6.30091128
-5.23161581,14.11671747,0.02729837,1.56625286,1.99473265,1.59124947,4.79338757,3.56490205,0.03446581,6.33426764
-5.22561281,14.08814548,0.02771531,1.55627574,2.00037404,1.60709217,4.79114195,3.52623048,0.03481529,6.35161327
-5.21960980,14.02955902,0.02806717,1.54310100,2.00250710,1.61775476,4.77556391,3.48396145,0.03508183,6.35286315
-5.21360680,13.94220485,0.02835579,1.52699265,2.00118324,1.62312071,4.74654269,3.43886823,0.03526690,6.33813144
-5.20760380,13.82757367,0.02858423,1.50821239,1.99648776,1.62315331,4.70409808,3.39168381,0.03537374,6.30773082
-5.20160080,13.68737065,0.02875662,1.48701431,1.98853611,1.61789822,4.64838467,3.34308575,0.03540751,6.26216743
-5.19559780,13.52348395,0.02887805,1.46364116,1.97746974,1.60748402,4.57969478,3.29368336,0.03537535,6.20213151
-5.18959480,13.33795268,0.02895446,1.43832223,1.96345147,1.59212069,4.49845976,3.24400761,0.03528646,6.12848441
-5.18359180,13.13293472,0.02899243,1.41127267,1.94666063,1.57209625,4.40524961,3.19450400,0.03515218,6.04224207
-5.17758879,12.91067543,0.02899910,1.38269419,1.92728828,1.54777155,4.30077065,3.14552843,0.03498603,5.94455580
-5.17158579,12.67347739,0.02898202,1.35277676,1.90553248,1.51957340,4.18586090,3.09734608,0.03480367,5.83669057
-5.16558279,12.42367146,0.02894901,1.32170105,1.88159376,1.48798635,4.06148302,3.05013310,0.03462287,5.72000143
-5.15957979,12.16358904,0.02890806,1.28964120,1.85567085,1.45354311,3.92871446,3.00398092,0.03446337,5.59590853
-5.15357679,11.89553552,0.02886718,1.25676753,1.82795679,1.41681411,3.78873482,2.95890263,0.03434667,5.46587116
-5.14757379,11.62176456,0.02883434,1.22324907,1.79863530,1.37839613,3.64281030,2.91484140,0.03429573,5.33136123
-5.14157079,11.34445327,0.02881733,1.18925537,1.76787757,1.33890048,3.49227539,2.87168014,0.03433457,5.19383682
-5.13556778,11.06567810,0.02882365,1.15495774,1.73583950,1.29894076,3.33851221,2.82925230,0.03448773,5.05471612
-5.12956478,10.78739168,0.02886037,1.12052967,1.70265938,1.25912060,3.18292781,2.78735330,0.03477968,4.91535229
-5.12356178,10.51140087,0.02893405,1.08614656,1.66845614,1.22002143,3.02693027,2.74575231,0.03523407,4.77700988
-5.11755878,10.23934653,0.02905054,1.05198489,1.63332832,1.18219065,2.87190428,2.70420405,0.03587294,4.64084313
-5.11155578,9.97268572,0.02921484,1.01822102,1.59735367,1.14613034,2.71918716,2.66246046,0.03671582,4.50787686
-5.10555278,9.71267696,0.02943096,0.98502990,1.56058963,1.11228683,2.57004621,2.62028194,0.03777887,4.37899028
-5.09954977,9.46036951,0.02970174,0.95258387,1.52307461,1.08104127,2.42565826,2.57744820,0.03907394,4.25490426
-5.09354677,9.21659718,0.03002867,0.92105192,1.48483020,1.05270153,2.28709238,2.53376827,0.04060771,4.13617240
-5.08754377,8.98197745,0.03041176,0.89059942,1.44586420,1.02749562,2.15529627,2.48908988,0.04238093,4.02317618
-5.08154077,8.75691619,0.03084938,0.86138853,1.40617437,1.00556689,2.03108685,2.44330779,0.04438779,3.91612439
-5.07553777,8.54161815,0.03133819,0.83357931,1.36575284,0.98697113,1.91514529,2.39637115,0.04661539,3.81505682
-5.06953477,8.33610291,0.03187303,0.80733130,1.32459090,0.97167587,1.80801652,2.34828945,0.04904353,3.71985217
-5.06353177,8.14022601,0.03244692,0.78280548,1.28268403,0.95956187,1.71011274,2.29913718,0.05164470,3.63024003
-5.05752876,7.95370423,0.03305110,0.76016628,1.24003679,0.95042693,1.62172065,2.24905672,0.05438425,3.54581637
-5.05152576,7.77614414,0.03367510,0.73958333,1.19666740,0.94399202,1.54301152,2.19825941,0.05722099,3.46606236
-5.04552276,7.60707252,0.03430690,0.72123243,1.15261172,0.93990960,1.47405331,2.14702470,0.06010791,3.39036570
-5.03951976,7.44596741,0.03493315,0.70529554,1.10792637,0.93777401,1.41482378,2.09569703,0.06299327,3.31804396
-5.03351676,7.29228817,0.03553943,0.69195936,1.06269082,0.93713368,1.36522380,2.04468054,0.06582185,3.24836918
-5.02751376,7.14550345,0.03611058,0.68141223,1.01700835,0.93750474,1.32508970,1.99443162,0.06853642,3.18059303
-5.02151076,7.00511558,0.03663106,0.67383933,0.97100577,0.93838578,1.29420412,1.94544924,0.07107934,3.11397177
-5.01550775,6.87068059,0.03708536,0.66941602,0.92483194,0.93927312,1.27230450,1.89826343,0.07339423,3.04779026
-5.00950475,6.74182299,0.03745841,0.66829960,0.87865522,0.93967623,1.25908897,1.85342207,0.07542765,2.98138444
-5.00350175,6.61824488,0.03773603,0.67061981,0.83265991,0.93913262,1.25421930,1.81147642,0.07713076,2.91416160
-4.99749875,6.49972950,0.03790528,0.67646837,0.78704195,0.93722186,1.25732121,1.77296587,0.07846080,2.84561785
-4.99149575,6.38613915,0.03795492,0.68588834,0.74200411,0.93357799,1.26798219,1.73840241,0.07938243,2.77535253
-4.98549275,6.27740830,0.03787573,0.69886379,0.69775098,0.92790011,1.28574741,1.70825543,0.07986880,2.70307895
-4.97948974,6.17353259,0.03766078,0.71531064,0.65448381,0.91996052,1.31011451,1.68293738,0.07990237,2.62863154
-4.97348674,6.07455460,0.03730566,0.73506923,0.61239581,0.90961039,1.34052803,1.66279087,0.07947539,2.55196901
-4.96748374,5.98054781,0.03680865,0.75789946,0.57166771,0.89678250,1.37637443,1.64807781,0.07859007,2.47317368
-4.96148074,5.89159959,0.03617080,0.78347890,0.53246409,0.88149128,1.41697858,1.63897083,0.07725834,2.39244709
-4.95547774,5.80779467,0.03539585,0.81140443,0.49493045,0.86382992,1.46160249,1.63554760,0.07550145,2.31010207
-4.94947474,5.72919990,0.03449019,0.84119759,0.45919099,0.84396495,1.50944705,1.63778794,0.07334909,2.22655161
-4.94347174,5.65585139,0.03346266,0.87231374,0.42534739,0.82212843,1.55965718,1.64557410,0.07083837,2.14229499
-4.93746873,5.58774451,0.03232430,0.90415476,0.39347824,0.79860823,1.61133075,1.65869389,0.06801259,2.05790163
-4.93146573,5.52482739,0.03108802,0.93608504,0.36363928,0.77373672,1.66353111,1.67684664,0.06491981,1.97399325
-4.92546273,5.46699779,0.02976825,0.96745001,0.33586421,0.74787852,1.71530318,1.69965156,0.06161134,1.89122493
-4.91945973,5.41410349,0.02838054,0.99759656,0.31016600,0.72141765,1.76569242,1.72665806,0.05814027,1.81026574
-4.91345673,5.36594561,0.02694115,1.02589436,0.28653853,0.69474478,1.81376596,1.75735757,0.05455992,1.73177948
-4.90745373,5.32228445,0.02546658,1.05175701,0.26495843,0.66824490,1.85863501,1.79119624,0.05092248,1.65640625
-4.90145073,5.28284694,0.02397319,1.07466213,0.24538703,0.64228595,1.89947746,1.82758794,0.04727769,1.58474523
-4.89544772,5.24733501,0.02247682,1.09416922,0.22777222,0.61720878,1.93555948,1.86592695,0.04367177,1.51733943
-4.88944472,5.21543384,0.02099240,1.10993440,0.21205027,0.59331868,1.96625508,1.90559994,0.04014648,1.45466243
-4.88344172,5.18681930,0.01953364,1.12172126,0.19814740,0.57087866,1.99106249,1.94599662,0.03673847,1.39710784
-4.87743872,5.16116368,0.01811285,1.12940723,0.18598120,0.55010467,2.00961650,1.98651888,0.03347874,1.34498128
-4.87143572,5.13813930,0.01674067,1.13298499,0.17546184,0.53116271,2.02169608,2.02658813,0.03039245,1.29849520
-4.86543272,5.11741945,0.01542599,1.13255896,0.16649302,0.51416773,2.02722667,2.06565081,0.02749883,1.25776647
-4.85942971,5.09867666,0.01417588,1.12833696,0.15897290,0.49918422,2.02627716,2.10318196,0.02481133,1.22281650
-4.85342671,5.08157834,0.01299562,1.12061740,0.15279473,0.48622826,2.01905148,2.13868732,0.02233795,1.19357381
-4.84742371,5.06578028,0.01188872,1.10977277,0.14784761,0.47527082,2.00587535,2.17170391,0.02008161,1.16987868
-4.84142071,5.05091843,0.01085707,1.09623025,0.14401716,0.46624194,1.98717867,2.20179960,0.01804076,1.15148960
-4.83541771,5.03660001,0.00990104,1.08045044,0.14118621,0.45903564,1.96347463,2.22857221,0.01620995,1.13809109
-4.82941471,5.02239472,0.00901973,1.06290532,0.13923566,0.45351523,1.93533643,2.25164823,0.01458045,1.12930272
-4.82341171,5.00782733,0.00821110,1.04405671,0.13804544,0.44951887,1.90337291,2.27068198,0.01314099,1.12468882
-4.81740870,4.99237244,0.00747222,1.02433614,0.13749563,0.44686502,1.86820418,2.28535527,0.01187831,1.12376873
-4.81140570,4.97545276,0.00679950,1.00412735,0.13746774,0.44535789,1.83043857,2.29537817,0.01077788,1.12602741
-4.80540270,4.95644166,0.00618883,0.98375220,0.13784616,0.44479254,1.79065187,2.30049089,0.00982436,1.13092626
-4.79939970,4.93467074,0.00563586,0.96346065,0.13851973,0.44495987,1.74936997,2.30046713,0.00900222,1.13791399
-4.79339670,4.90944302,0.00513609,0.94342526,0.13938352,0.44565122,1.70705552,2.29511877,0.00829607,1.14643776
-4.78739370,4.88005193,0.00468509,0.92374035,0.14034064,0.44666276,1.66409918,2.28430197,0.00769113,1.15595442
-4.78139070,4.84580598,0.00427855,0.90442585,0.14130413,0.44779983,1.62081579,2.26792442,0.00717344,1.16594213
-4.77538769,4.80605880,0.00391245,0.88543530,0.14219897,0.44888100,1.57744544,2.24595353,0.00673016,1.17591229
-4.76938469,4.76024373,0.00358310,0.86666768,0.14296398,0.44974226,1.53415910,2.21842520,0.00634971,1.18542193
-4.76338169,4.70791201,0.00328716,0.84798211,0.14355383,0.45024106,1.49106856,2.18545275,0.00602188,1.19408659
-4.75737869,4.64877314,0.00302173,0.82921476,0.14394087,0.45026048,1.44823978,2.14723562,0.00573792,1.20159349
-4.75137569,4.58273602,0.00278433,0.81019677,0.14411702,0.44971331,1.40570893,2.10406730,0.00549052,1.20771506
-4.74537269,4.50994899,0.00257289,0.79077241,0.14409539,0.44854612,1.36350023,2.05634210,0.00527388,1.21232234
-4.73936968,4.43083708,0.00238575,0.77081637,0.14391191,0.44674305,1.32164443,2.00456023,0.00508360,1.21539802
-4.73336668,4.34613448,0.00222167,0.75024938,0.14362664,0.44432936,1.28019703,1.94933085,0.00491669,1.21704854
-4.72736368,4.25691049,0.00207977,0.72905136,0.14332496,0.44137440,1.23925526,1.89137261,0.00477150,1.21751471
-4.72136068,4.16458717,0.00195951,0.70727147,0.14311836,0.43799387,1.19897279,1.83151152,0.00464764,1.21718020
-4.71535768,4.07094700,0.00186072,0.68503465,0.14314499,0.43435107,1.15957155,1.77067567,0.00454594,1.21657712
-4.70935468,3.97812944,0.00178351,0.66254440,0.14356962,0.43065709,1.12134988,1.70988690,0.00446831,1.21638801
-4.70335168,3.88861512,0.00172827,0.64008164,0.14458321,0.42716945,1.08468651,1.65024907,0.00441778,1.21744358
-4.69734867,3.80519703,0.00169568,0.61799989,0.14640175,0.42418932,1.05004022,1.59293310,0.00439829,1.22071550
-4.69134567,3.73093837,0.00168664,0.59671682,0.14926438,0.42205694,1.01794483,1.53915878,0.00441473,1.22730377
-4.68534267,3.66911713,0.00170227,0.57670277,0.15343068,0.42114528,0.98899971,1.49017359,0.00447278,1.23841839
-4.67933967,3.62315791,0.00174386,0.55846645,0.15917698,0.42185197,0.96385606,1.44722873,0.00457887,1.25535502
-4.67333667,3.59655194,0.00181284,0.54253861,0.16679167,0.42458942,0.94319920,1.41155292,0.00474005,1.27946493
-4.66733367,3.59276691,0.00191075,0.52945412,0.17656943,0.42977344,0.92772753,1.38432425,0.00496389,1.31211938
-4.66133067,3.61514823,0.00203914,0.51973307,0.18880436,0.43781042,0.91812877,1.36664090,0.00525840,1.35466918
-4.65532766,3.66681448,0.00219956,0.51386159,0.20378205,0.44908362,0.91505433,1.35949128,0.00563183,1.40840029
-4.64932466,3.75054953,0.00239349,0.51227297,0.22177072,0.46393864,0.91909247,1.36372448,0.00609259,1.47448656
-4.64332166,3.86869473,0.00262220,0.51532956,0.24301150,0.48266887,0.93074152,1.38002185,0.00664902,1.55394115
