energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.81990995,1.95473107,0.00439067,0.28155269,0.68912130,0.45424478,0.00375486,0.95745278,0.45889654,0.23010672
-5.81390695,2.03053194,0.00488305,0.29063769,0.71667520,0.47083618,0.00392956,0.99634486,0.47713332,0.23935138
-5.80790395,2.11167924,0.00541372,0.29997450,0.74449928,0.48957904,0.00413406,1.03821284,0.49569979,0.24908723
-5.80190095,2.19684445,0.00597662,0.30941879,0.77230984,0.51006757,0.00436453,1.08236636,0.51439783,0.25917222
-5.79589795,2.28478135,0.00656470,0.31884892,0.79985555,0.53191471,0.00461718,1.12814414,0.53305194,0.26947476
-5.78989495,2.37432864,0.00717004,0.32816421,0.82691612,0.55475347,0.00488822,1.17491829,0.55150916,0.27987449
-5.78389195,2.46440898,0.00778388,0.33728266,0.85329981,0.57823725,0.00517379,1.22209692,0.56963817,0.29026240
-5.77788894,2.55402529,0.00839678,0.34613807,0.87884013,0.60203950,0.00546994,1.26912540,0.58732766,0.30054052
-5.77188594,2.64225531,0.00899878,0.35467714,0.90339227,0.62585277,0.00577260,1.31548662,0.60448422,0.31062137
-5.76588294,2.72824533,0.00957965,0.36285640,0.92682933,0.64938753,0.00607758,1.36070068,0.62102992,0.32042691
-5.75987994,2.81120384,0.01012911,0.37063945,0.94903898,0.67237096,0.00638058,1.40432409,0.63689990,0.32988756
-5.75387694,2.89039593,0.01063710,0.37799445,0.96992059,0.69454572,0.00667724,1.44594892,0.65203992,0.33894089
-5.74787394,2.96513880,0.01109408,0.38489203,0.98938301,0.71566914,0.00696321,1.48520204,0.66640420,0.34753046
-5.74187094,3.03479877,0.01149129,0.39130379,1.00734309,0.73551265,0.00723424,1.52174447,0.67995343,0.35560461
-5.73586793,3.09878989,0.01182104,0.39720120,1.02372497,0.75386174,0.00748624,1.55527096,0.69265312,0.36311535
-5.72986493,3.15657405,0.01207696,0.40255508,1.03845981,0.77051636,0.00771544,1.58550979,0.70447218,0.37001748
-5.72386193,3.20766242,0.01225416,0.40733547,1.05148607,0.78529178,0.00791846,1.61222269,0.71538170,0.37626776
-5.71785893,3.25161783,0.01234945,0.41151182,1.06274986,0.79801987,0.00809244,1.63520478,0.72535392,0.38182435
-5.71185593,3.28805770,0.01236137,0.41505350,1.07220533,0.80855068,0.00823515,1.65428442,0.73436122,0.38664649
-5.70585293,3.31665708,0.01229031,0.41793037,1.07981476,0.81675429,0.00834504,1.66932294,0.74237517,0.39069425
-5.69984992,3.33715153,0.01213840,0.42011342,1.08554835,0.82252268,0.00842131,1.68021406,0.74936555,0.39392867
-5.69384692,3.34933931,0.01190948,0.42157540,1.08938346,0.82577166,0.00846395,1.68688309,0.75529937,0.39631200
-5.68784392,3.35308300,0.01160893,0.42229131,1.09130353,0.82644265,0.00847374,1.68928579,0.76013993,0.39780815
-5.68184092,3.34831021,0.01124345,0.42223884,1.09129648,0.82450416,0.00845219,1.68740716,0.76384603,0.39838339
-5.67583792,3.33501359,0.01082088,0.42139870,1.08935312,0.81995302,0.00840149,1.68126000,0.76637139,0.39800718
-5.66983492,3.31325029,0.01034987,0.41975488,1.08546540,0.81281517,0.00832445,1.67088367,0.76766447,0.39665326
-5.66383192,3.28314108,0.00983963,0.41729486,1.07962521,0.80314603,0.00822431,1.65634303,0.76766882,0.39430082
-5.65782891,3.24486946,0.00929960,0.41400998,1.07182358,0.79103039,0.00810467,1.63772771,0.76632408,0.39093579
-5.65182591,3.19868107,0.00873924,0.40989587,1.06205088,0.77658184,0.00796929,1.61515201,0.76356776,0.38655235
-5.64582291,3.14488347,0.00816769,0.40495305,1.05029804,0.75994176,0.00782200,1.58875527,0.75933782,0.38115432
-5.63981991,3.08384668,0.00759361,0.39918778,1.03655884,0.74127787,0.00766646,1.55870296,0.75357609,0.37475662
-5.63381691,3.01600426,0.00702492,0.39261315,1.02083353,0.72078234,0.00750612,1.52518824,0.74623243,0.36738666
-5.62781391,2.94185499,0.00646873,0.38525036,1.00313337,0.69866958,0.00734403,1.48843401,0.73726948,0.35908556
-5.62181091,2.86196470,0.00593117,0.37713013,0.98348612,0.67517365,0.00718274,1.44869513,0.72666780,0.34990908
-5.61580790,2.77696807,0.00541737,0.36829422,0.96194196,0.65054535,0.00702430,1.40626054,0.71443115,0.33992833
-5.60980490,2.68756972,0.00493144,0.35879692,0.93857955,0.62504902,0.00687013,1.36145511,0.70059157,0.32923001
-5.60380190,2.59454418,0.00447647,0.34870633,0.91351181,0.59895910,0.00672106,1.31464064,0.68521391,0.31791630
-5.59779890,2.49873417,0.00405464,0.33810537,0.88689071,0.57255640,0.00657733,1.26621594,0.66839952,0.30610413
-5.59179590,2.40104661,0.00366724,0.32709238,0.85891098,0.54612421,0.00643865,1.21661551,0.65028881,0.29392414
-5.58579290,2.30244611,0.00331481,0.31578114,0.82981195,0.51994421,0.00630426,1.16630675,0.63106236,0.28151889
-5.57978989,2.20394553,0.00299725,0.30430033,0.79987755,0.49429229,0.00617303,1.11578542,0.61094043,0.26904081
-5.57378689,2.10659364,0.00271393,0.29279223,0.76943400,0.46943429,0.00604355,1.06556950,0.59018075,0.25664962
-5.56778389,2.01145995,0.00246376,0.28141075,0.73884529,0.44562182,0.00591423,1.01619132,0.56907460,0.24450936
-5.56178089,1.91961692,0.00224537,0.27031881,0.70850649,0.42308812,0.00578346,0.96818833,0.54794122,0.23278525
-5.55577789,1.83212022,0.00205716,0.25968505,0.67883497,0.40204421,0.00564970,0.92209273,0.52712071,0.22164033
-5.54977489,1.74998743,0.00189735,0.24968003,0.65026002,0.38267535,0.00551154,0.87842020,0.50696570,0.21123211
-5.54377189,1.67417610,0.00176413,0.24047203,0.62321116,0.36513789,0.00536787,0.83765839,0.48783198,0.20170925
-5.53776888,1.60556188,0.00165560,0.23222260,0.59810573,0.34955670,0.00521788,0.80025542,0.47006866,0.19320843
-5.53176588,1.54491761,0.00156989,0.22508201,0.57533612,0.33602319,0.00506116,0.76660891,0.45400797,0.18585156
-5.52576288,1.49289408,0.00150514,0.21918479,0.55525745,0.32459406,0.00489772,0.73705600,0.43995522,0.17974331
-5.51975988,1.45000320,0.00145952,0.21464546,0.53817591,0.31529073,0.00472797,0.71186467,0.42817935,0.17496907
-5.51375688,1.41660425,0.00143122,0.21155476,0.52433845,0.30809964,0.00455277,0.69122673,0.41890421,0.17159339
-5.50775388,1.39289361,0.00141848,0.20997626,0.51392419,0.30297316,0.00437334,0.67525268,0.41230111,0.16965894
-5.50175088,1.37889826,0.00141955,0.20994378,0.50703775,0.29983139,0.00419124,0.66396855,0.40848263,0.16918589
-5.49574787,1.37447332,0.00143269,0.21145941,0.50370487,0.29856456,0.00400833,0.65731490,0.40749815,0.17017177
-5.48974487,1.37930350,0.00145619,0.21449243,0.50387032,0.29903595,0.00382663,0.65514778,0.40933101,0.17259179
-5.48374187,1.39290856,0.00148833,0.21897900,0.50739825,0.30108545,0.00364831,0.65724169,0.41389755,0.17639950
-5.47773887,1.41465228,0.00152742,0.22482277,0.51407482,0.30453343,0.00347555,0.66329437,0.42104790,0.18152772
-5.47173587,1.44375490,0.00157177,0.23189629,0.52361308,0.30918483,0.00331049,0.67293324,0.43056861,0.18788984
-5.46573287,1.47930853,0.00161974,0.24004328,0.53565978,0.31483350,0.00315515,0.68572316,0.44218710,0.19538124
-5.45972986,1.52029512,0.00166970,0.24908161,0.54980398,0.32126652,0.00301132,0.70117554,0.45557756,0.20388095
-5.45372686,1.56560668,0.00172012,0.25880705,0.56558718,0.32826850,0.00288053,0.71875833,0.47036850,0.21325343
-5.44772386,1.61406721,0.00176952,0.26899757,0.58251453,0.33562575,0.00276401,0.73790683,0.48615149,0.22335045
-5.44172086,1.66445607,0.00181652,0.27941819,0.60006699,0.34313021,0.00266262,0.75803507,0.50249105,0.23401318
-5.43571786,1.71553216,0.00185986,0.28982623,0.61771396,0.35058312,0.00257684,0.77854758,0.51893538,0.24507435
-5.42971486,1.76605880,0.00189844,0.29997686,0.63492617,0.35779840,0.00250679,0.79885131,0.53502761,0.25636050
-5.42371186,1.81482860,0.00193130,0.30962874,0.65118846,0.36460574,0.00245222,0.81836767,0.55031748,0.26769450
-5.41770885,1.86068807,0.00195766,0.31854974,0.66601213,0.37085316,0.00241252,0.83654430,0.56437292,0.27889812
-5.41170585,1.90256153,0.00197691,0.32652247,0.67894667,0.37640943,0.00238678,0.85286654,0.57679131,0.28979478
-5.40570285,1.93947373,0.00198866,0.33334960,0.68959045,0.38116582,0.00237385,0.86686838,0.58721017,0.30021248
-5.39969985,1.97057080,0.00199269,0.33885864,0.69760033,0.38503765,0.00237237,0.87814252,0.59531688,0.30998682
-5.39369685,1.99513905,0.00198901,0.34290631,0.70269971,0.38796525,0.00238083,0.88634959,0.60085710,0.31896407
-5.38769385,2.01262098,0.00197777,0.34538205,0.70468512,0.38991450,0.00239766,0.89122602,0.60364171,0.32700429
-5.38169085,2.02262820,0.00195934,0.34621089,0.70343094,0.39087685,0.00242128,0.89259052,0.60355201,0.33398434
-5.37568784,2.02495067,0.00193424,0.34535531,0.69889234,0.39086878,0.00245019,0.89034896,0.60054296,0.33980079
-5.36968484,2.01956199,0.00190311,0.34281623,0.69110629,0.38993080,0.00248298,0.88449728,0.59464430,0.34437244
-5.36368184,2.00662036,0.00186672,0.33863299,0.68019056,0.38812579,0.00251844,0.87512254,0.58595967,0.34764260
-5.35767884,1.98646510,0.00182594,0.33288232,0.66634099,0.38553683,0.00255555,0.86240186,0.57466348,0.34958076
-5.35167584,1.95960867,0.00178168,0.32567638,0.64982677,0.38226447,0.00259356,0.84659914,0.56099587,0.35018377
-5.34567284,1.92672424,0.00173489,0.31715992,0.63098420,0.37842354,0.00263196,0.82805983,0.54525571,0.34947629
-5.33966983,1.88862910,0.00168651,0.30750655,0.61020887,0.37413949,0.00267056,0.80720360,0.52779202,0.34751058
-5.33366683,1.84626433,0.00163746,0.29691441,0.58794669,0.36954444,0.00270938,0.78451510,0.50899400,0.34436541
-5.32766383,1.80067118,0.00158857,0.28560121,0.56468373,0.36477295,0.00274874,0.76053319,0.48928002,0.34014439
-5.32166083,1.75296483,0.00154061,0.27379889,0.54093551,0.35995776,0.00278913,0.73583866,0.46908587,0.33497338
-5.31565783,1.70430633,0.00149421,0.26174796,0.51723558,0.35522554,0.00283126,0.71104090,0.44885280,0.32899738
-5.30965483,1.65587339,0.00144989,0.24969186,0.49412404,0.35069286,0.00287590,0.68676381,0.42901550,0.32237673
-5.30365183,1.60883091,0.00140802,0.23787117,0.47213595,0.34646249,0.00292393,0.66363125,0.40999051,0.31528292
-5.29764882,1.56430212,0.00136880,0.22651825,0.45179008,0.34262030,0.00297617,0.64225244,0.39216542,0.30789398
-5.29164582,1.52334092,0.00133232,0.21585197,0.43357804,0.33923263,0.00303341,0.62320760,0.37588904,0.30038978
-5.28564282,1.48690637,0.00129849,0.20607308,0.41795409,0.33634450,0.00309626,0.60703415,0.36146285,0.29294722
-5.27963982,1.45583979,0.00126711,0.19735991,0.40532565,0.33397858,0.00316512,0.59421379,0.34913402,0.28573558
-5.27363682,1.43084509,0.00123785,0.18986486,0.39604476,0.33213503,0.00324015,0.58516078,0.33908992,0.27891208
-5.26763382,1.41247270,0.00121030,0.18371137,0.39040060,0.33079211,0.00332118,0.58021154,0.33145452,0.27261791
-5.26163082,1.40110753,0.00118397,0.17899176,0.38861297,0.32990772,0.00340769,0.57961589,0.32628643,0.26697472
-5.25562781,1.39696106,0.00115834,0.17576559,0.39082710,0.32942158,0.00349881,0.58353014,0.32357885,0.26208175
-5.24962481,1.40006775,0.00113288,0.17405894,0.39710963,0.32925817,0.00359331,0.59201207,0.32326114,0.25801360
-5.24362181,1.41028578,0.00110709,0.17386427,0.40744602,0.32933019,0.00368958,0.60501808,0.32520212,0.25481883
-5.23761881,1.42730206,0.00108049,0.17514105,0.42173936,0.32954243,0.00378572,0.62240257,0.32921484,0.25251923
-5.23161581,1.45064140,0.00105270,0.17781706,0.43981066,0.32979603,0.00387956,0.64391956,0.33506272,0.25110991
-5.22561281,1.47967958,0.00102342,0.18179033,0.46140082,0.32999275,0.00396873,0.66922672,0.34246693,0.25056014
-5.21960980,1.51366006,0.00099249,0.18693173,0.48617425,0.33003941,0.00405071,0.69789175,0.35111463,0.25081494
-5.21360680,1.55171407,0.00095985,0.19308804,0.51372410,0.32985210,0.00412296,0.72940101,0.36066804,0.25179725
-5.20760380,1.59288345,0.00092557,0.20008565,0.54357935,0.32936026,0.00418301,0.76317042,0.37077394,0.25341082
-5.20160080,1.63614598,0.00088989,0.20773457,0.57521346,0.32851028,0.00422851,0.79855831,0.38107342,0.25554353
-5.19559780,1.68044239,0.00085317,0.21583288,0.60805468,0.32726877,0.00425737,0.83488010,0.39121153,0.25807110
-5.18959480,1.72470463,0.00081588,0.22417136,0.64149779,0.32562522,0.00426782,0.87142441,0.40084670,0.26086120
-5.18359180,1.76788443,0.00077864,0.23253839,0.67491700,0.32359407,0.00425850,0.90747023,0.40965952,0.26377765
-5.17758879,1.80898158,0.00074218,0.24072476,0.70767990,0.32121609,0.00422852,0.94230468,0.41736072,0.26668471
-5.17158579,1.84707102,0.00070730,0.24852849,0.73916188,0.31855899,0.00417749,0.97524087,0.42369811,0.26945124
-5.16558279,1.88132779,0.00067489,0.25575946,0.76876081,0.31571729,0.00410557,1.00563529,0.42846229,0.27195473
-5.15957979,1.91104926,0.00064590,0.26224361,0.79591137,0.31281132,0.00401346,1.03290415,0.43149104,0.27408488
-5.15357679,1.93567361,0.00062132,0.26782681,0.82009876,0.30998538,0.00390237,1.05653809,0.43267210,0.27574678
-5.14757379,1.95479395,0.00060215,0.27237809,0.84087109,0.30740509,0.00377401,1.07611481,0.43194456,0.27686348
-5.14157079,1.96816759,0.00058941,0.27579225,0.85785019,0.30525381,0.00363054,1.09130900,0.42929861,0.27737788
-5.13556778,1.97571984,0.00058408,0.27799169,0.87074032,0.30372833,0.00347446,1.10189941,0.42477385,0.27725388
-5.12956478,1.97754229,0.00058711,0.27892752,0.87933455,0.30303378,0.00330857,1.10777254,0.41845620,0.27647677
-5.12356178,1.97388542,0.00059939,0.27857977,0.88351840,0.30337789,0.00313587,1.10892298,0.41047355,0.27505277
-5.11755878,1.96514579,0.00062173,0.27695681,0.88327080,0.30496471,0.00295945,1.10545031,0.40099036,0.27300787
-5.11155578,1.95184827,0.00065485,0.27409402,0.87866216,0.30798800,0.00278241,1.09755280,0.39020145,0.27038590
-5.10555278,1.93462388,0.00069934,0.27005170,0.86984979,0.31262435,0.00260775,1.08551796,0.37832513,0.26724594
-5.09954977,1.91418413,0.00075562,0.26491229,0.85707068,0.31902644,0.00243831,1.06971066,0.36559597,0.26365931
-5.09354677,1.89129287,0.00082400,0.25877715,0.84063218,0.32731641,0.00227666,1.05055901,0.35225757,0.25970606
-5.08754377,1.86673680,0.00090456,0.25176287,0.82090077,0.33757985,0.00212506,1.02853882,0.33855529,0.25547133
-5.08154077,1.84129568,0.00099720,0.24399734,0.79828947,0.34986050,0.00198542,1.00415716,0.32472952,0.25104157
-5.07553777,1.81571368,0.00110160,0.23561569,0.77324443,0.36415590,0.00185921,0.97793568,0.31100936,0.24650090
-5.06953477,1.79067279,0.00121720,0.22675624,0.74623119,0.38041430,0.00174751,0.95039440,0.29760711,0.24192775
-5.06353177,1.76676940,0.00134323,0.21755666,0.71772103,0.39853290,0.00165094,0.92203652,0.28471360,0.23739183
-5.05752876,1.74449495,0.00147865,0.20815034,0.68817811,0.41835765,0.00156973,0.89333470,0.27249444,0.23295169
-5.05152576,1.72422135,0.00162221,0.19866325,0.65804763,0.43968462,0.00150368,0.86471934,0.26108725,0.22865289
-5.04552276,1.70619151,0.00177242,0.18921116,0.62774551,0.46226298,0.00145225,0.83656920,0.25059995,0.22452675
-5.03951976,1.69051528,0.00192759,0.17989751,0.59764970,0.48579967,0.00141455,0.80920432,0.24111002,0.22058992
-5.03351676,1.67717076,0.00208586,0.17081177,0.56809347,0.50996539,0.00138942,0.78288163,0.23266466,0.21684455
-5.02751376,1.66601068,0.00224523,0.16202838,0.53936070,0.53440199,0.00137548,0.75779292,0.22528186,0.21327910
-5.02151076,1.65677337,0.00240356,0.15360634,0.51168312,0.55873100,0.00137116,0.73406529,0.21895222,0.20986976
-5.01550775,1.64909775,0.00255870,0.14558920,0.48523945,0.58256284,0.00137482,0.71176358,0.21364138,0.20658233
-5.00950475,1.64254141,0.00270846,0.13800560,0.46015632,0.60550667,0.00138472,0.69089475,0.20929308,0.20337438
-5.00350175,1.63660111,0.00285070,0.13087027,0.43651073,0.62718040,0.00139914,0.67141375,0.20583254,0.20019778
-4.99749875,1.63073468,0.00298338,0.12418524,0.41433382,0.64722058,0.00141640,0.65323051,0.20317019,0.19700119
-4.99149575,1.62438343,0.00310461,0.11794138,0.39361568,0.66529184,0.00143491,0.63621777,0.20120553,0.19373266
-4.98549275,1.61699422,0.00321270,0.11212016,0.37431088,0.68109561,0.00145323,0.62021946,0.19983110,0.19034205
-4.97948974,1.60804053,0.00330619,0.10669545,0.35634460,0.69437781,0.00147004,0.60505917,0.19893632,0.18678321
-4.97348674,1.59704162,0.00338391,0.10163534,0.33961889,0.70493533,0.00148425,0.59054858,0.19841128,0.18301592
-4.96748374,1.58357942,0.00344503,0.09690401,0.32401905,0.71262101,0.00149494,0.57649553,0.19815020,0.17900746
-4.96148074,1.56731264,0.00348900,0.09246343,0.30941977,0.71734717,0.00150141,0.56271158,0.19805464,0.17473377
-4.95547774,1.54798762,0.00351566,0.08827502,0.29569087,0.71908736,0.00150318,0.54901882,0.19803621,0.17018021
-4.94947474,1.52544595,0.00352518,0.08430102,0.28270267,0.71787646,0.00149999,0.53525593,0.19801890,0.16534200
-4.94347174,1.49962855,0.00351807,0.08050580,0.27033060,0.71380907,0.00149178,0.52128319,0.19794080,0.16022415
-4.93746873,1.47057628,0.00349515,0.07685686,0.25845922,0.70703622,0.00147866,0.50698652,0.19775526,0.15484111
-4.93146573,1.43842712,0.00345754,0.07332567,0.24698540,0.69776053,0.00146092,0.49228043,0.19743143,0.14921613
-4.92546273,1.40341010,0.00340661,0.06988820,0.23582080,0.68622990,0.00143901,0.47710977,0.19695412,0.14338032
-4.91945973,1.36583626,0.00334394,0.06652536,0.22489351,0.67272990,0.00141348,0.46145045,0.19632302,0.13737146
-4.91345673,1.32608690,0.00327127,0.06322306,0.21414887,0.65757518,0.00138497,0.44530886,0.19555130,0.13123269
-4.90745373,1.28459949,0.00319043,0.05997219,0.20354962,0.64109993,0.00135418,0.42872035,0.19466356,0.12501109
-4.90145073,1.24185186,0.00310333,0.05676835,0.19307531,0.62364784,0.00132185,0.41174659,0.19369336,0.11875615
-4.89544772,1.19834506,0.00301185,0.05361143,0.18272111,0.60556181,0.00128871,0.39447207,0.19268023,0.11251826
-4.88944472,1.15458553,0.00291782,0.05050509,0.17249606,0.58717369,0.00125545,0.37699977,0.19166644,0.10634721
-4.88344172,1.11106723,0.00282294,0.04745605,0.16242094,0.56879449,0.00122273,0.35944632,0.19069361,0.10029076
-4.87743872,1.06825448,0.00272878,0.04447343,0.15252580,0.55070524,0.00119110,0.34193670,0.18979932,0.09439333
-4.87143572,1.02656600,0.00263668,0.04156794,0.14284729,0.53314908,0.00116104,0.32459886,0.18901393,0.08869485
-4.86543272,0.98636094,0.00254776,0.03875111,0.13342602,0.51632460,0.00113290,0.30755834,0.18835768,0.08322978
-4.85942971,0.94792749,0.00246288,0.03603458,0.12430382,0.50038096,0.00110691,0.29093326,0.18783844,0.07802632
-4.85342671,0.91147446,0.00238265,0.03342940,0.11552134,0.48541484,0.00108319,0.27482985,0.18744993,0.07310588
-4.84742371,0.87712625,0.00230738,0.03094545,0.10711583,0.47146941,0.00106171,0.25933867,0.18717090,0.06848284
-4.84142071,0.84492152,0.00223712,0.02859094,0.09911929,0.45853542,0.00104232,0.24453174,0.18696496,0.06416441
-4.83541771,0.81481542,0.00217168,0.02637206,0.09155707,0.44655431,0.00102478,0.23046067,0.18678143,0.06015092
-4.82941471,0.78668552,0.00211064,0.02429273,0.08444687,0.43542325,0.00100873,0.21715581,0.18655689,0.05643624
-4.82341171,0.76034084,0.00205340,0.02235451,0.07779823,0.42500193,0.00099373,0.20462650,0.18621762,0.05300840
-4.81740870,0.73553379,0.00199919,0.02055661,0.07161248,0.41512065,0.00097932,0.19286219,0.18568263,0.04985045
-4.81140570,0.71197423,0.00194715,0.01889600,0.06588311,0.40558955,0.00096496,0.18183458,0.18486718,0.04694138
-4.80540270,0.68934500,0.00189636,0.01736768,0.06059639,0.39620834,0.00095013,0.17150032,0.18368667,0.04425725
-4.79939970,0.66731818,0.00184589,0.01596494,0.05573247,0.38677626,0.00093432,0.16180433,0.18206056,0.04177223
-4.79339670,0.64557112,0.00179485,0.01467976,0.05126646,0.37710162,0.00091706,0.15268343,0.17991627,0.03945974
-4.78739370,0.62380167,0.00174241,0.01350315,0.04716984,0.36701066,0.00089792,0.14407006,0.17719270,0.03729348
-4.78139070,0.60174169,0.00168787,0.01242559,0.04341176,0.35635518,0.00087658,0.13589586,0.17384331,0.03524842
-4.77538769,0.57916836,0.00163068,0.01143735,0.03996039,0.34501879,0.00085277,0.12809504,0.16983846,0.03330158
-4.76938469,0.55591282,0.00157042,0.01052889,0.03678409,0.33292133,0.00082635,0.12060726,0.16516707,0.03143273
-4.76338169,0.53186570,0.00150690,0.00969112,0.03385256,0.32002148,0.00079727,0.11337992,0.15983735,0.02962486
-4.75737869,0.50697966,0.00144006,0.00891567,0.03113760,0.30631750,0.00076558,0.10636988,0.15387674,0.02786448
-4.75137569,0.48126873,0.00137005,0.00819504,0.02861385,0.29184604,0.00073145,0.09954447,0.14733093,0.02614176
-4.74537269,0.45480485,0.00129718,0.00752271,0.02625916,0.27667938,0.00069510,0.09288177,0.14026215,0.02445041
-4.73936968,0.42771192,0.00122189,0.00689322,0.02405482,0.26092111,0.00065686,0.08637041,0.13274682,0.02278750
-4.73336668,0.40015774,0.00114475,0.00630213,0.02198558,0.24470073,0.00061711,0.08000871,0.12487262,0.02115310
-4.72736368,0.37234452,0.00106643,0.00574596,0.02003942,0.22816739,0.00057627,0.07380340,0.11673528,0.01954981
-4.72136068,0.34449850,0.00098765,0.00522213,0.01820732,0.21148324,0.00053482,0.06776810,0.10843512,0.01798224
-4.71535768,0.31685914,0.00090917,0.00472881,0.01648282,0.19481659,0.00049320,0.06192149,0.10007364,0.01645645
-4.70935468,0.28966868,0.00083173,0.00426476,0.01486154,0.17833535,0.00045189,0.05628545,0.09175025,0.01497941
-4.70335168,0.26316237,0.00075606,0.00382923,0.01334068,0.16220103,0.00041133,0.05088328,0.08355925,0.01355843
-4.69734867,0.23755981,0.00068283,0.00342177,0.01191857,0.14656341,0.00037191,0.04573797,0.07558729,0.01220067
-4.69134567,0.21305777,0.00061264,0.00304214,0.01059415,0.13155622,0.00033401,0.04087071,0.06791126,0.01091273
-4.68534267,0.18982461,0.00054602,0.00269012,0.00936661,0.11729385,0.00029794,0.03629969,0.06059674,0.00970034
-4.67933967,0.16799652,0.00048336,0.00236550,0.00823503,0.10386911,0.00026394,0.03203914,0.05369705,0.00856802
-4.67333667,0.14767535,0.00042499,0.00206793,0.00719811,0.09135214,0.00023221,0.02809875,0.04725279,0.00751902
-4.66733367,0.12892815,0.00037110,0.00179693,0.00625402,0.07979025,0.00020288,0.02448331,0.04129192,0.00655514
-4.66133067,0.11178812,0.00032181,0.00155179,0.00540026,0.06920870,0.00017601,0.02119268,0.03583028,0.00567679
-4.65532766,0.09625679,0.00027714,0.00133162,0.00463363,0.05961221,0.00015164,0.01822203,0.03087249,0.00488305
-4.64932466,0.08230715,0.00023700,0.00113533,0.00395025,0.05098701,0.00012972,0.01556215,0.02641312,0.00417173
-4.64332166,0.06988752,0.00020125,0.00096163,0.00334562,0.04330342,0.00011019,0.01320008,0.02243811,0.00353961
