energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.90995498,0.62284883,0.16827338,0.11502886,0.03014895,0.03277122,0.00324793,0.27441778,0.27688158,0.06205222
-5.90395198,0.61944018,0.17858657,0.11098103,0.02882143,0.03401424,0.00319699,0.27649476,0.27531148,0.06254084
-5.89794897,0.61949485,0.19064907,0.10727335,0.02750342,0.03560813,0.00320345,0.28035368,0.27484405,0.06334580
-5.89194597,0.62342996,0.20448783,0.10397915,0.02621776,0.03756675,0.00327439,0.28618096,0.27562737,0.06451636
-5.88594297,0.63160608,0.22009543,0.10116293,0.02498665,0.03989735,0.00341674,0.29413669,0.27778727,0.06609922
-5.87993997,0.64431984,0.23742898,0.09887966,0.02383143,0.04260025,0.00363716,0.30435063,0.28142488,0.06813720
-5.87393697,0.66179706,0.25640964,0.09717420,0.02277230,0.04566865,0.00394192,0.31691846,0.28661449,0.07066789
-5.86793397,0.68418640,0.27692296,0.09608088,0.02182801,0.04908853,0.00433670,0.33189816,0.29340164,0.07372223
-5.86193097,0.71155345,0.29881977,0.09562317,0.02101556,0.05283868,0.00482641,0.34930661,0.30180149,0.07732317
-5.85592796,0.74387521,0.32191782,0.09581334,0.02034987,0.05689078,0.00541498,0.36911648,0.31179737,0.08148429
-5.84992496,0.78103521,0.34600387,0.09665228,0.01984344,0.06120964,0.00610512,0.39125337,0.32333963,0.08620852
-5.84392196,0.82281929,0.37083633,0.09812921,0.01950599,0.06575348,0.00689812,0.41559342,0.33634471,0.09148706
-5.83791896,0.86891248,0.39614843,0.10022159,0.01934414,0.07047435,0.00779357,0.44196163,0.35069466,0.09729845
-5.83191596,0.91889733,0.42165174,0.10289503,0.01936107,0.07531863,0.00878922,0.47013088,0.36623705,0.10360797
-5.82591296,0.97225399,0.44704013,0.10610329,0.01955625,0.08022759,0.00988071,0.49982211,0.38278548,0.11036739
-5.81990995,1.02836270,0.47199411,0.10978853,0.01992523,0.08513823,0.01106153,0.53070569,0.40012078,0.11751518
-5.81390695,1.08650893,0.49618556,0.11388171,0.02045951,0.08998401,0.01232285,0.56240439,0.41799301,0.12497722
-5.80790395,1.14589168,0.51928277,0.11830320,0.02114650,0.09469597,0.01365360,0.59449790,0.43612440,0.13266807
-5.80190095,1.20563517,0.54095589,0.12296386,0.02196962,0.09920374,0.01504051,0.62652930,0.45421321,0.14049287
-5.79589795,1.26480411,0.56088257,0.12776623,0.02290846,0.10343691,0.01646832,0.65801321,0.47193873,0.14834978
-5.78989495,1.32242251,0.57875399,0.13260627,0.02393918,0.10732629,0.01792010,0.68844595,0.48896715,0.15613308
-5.78389195,1.37749574,0.59428098,0.13737532,0.02503493,0.11080547,0.01937760,0.71731720,0.50495854,0.16373667
-5.77788894,1.42903549,0.60720018,0.14196241,0.02616651,0.11381230,0.02082181,0.74412314,0.51957449,0.17105815
-5.77188594,1.47608693,0.61728019,0.14625693,0.02730300,0.11629042,0.02223348,0.76838064,0.53248650,0.17800302
-5.76588294,1.51775712,0.62432745,0.15015136,0.02841264,0.11819082,0.02359381,0.78964193,0.54338468,0.18448914
-5.75987994,1.55324369,0.62819163,0.15354425,0.02946367,0.11947325,0.02488516,0.80750936,0.55198654,0.19045108
-5.75387694,1.58186262,0.62877037,0.15634315,0.03042520,0.12010747,0.02609169,0.82164945,0.55804548,0.19584420
-5.74787394,1.60307374,0.62601317,0.15846739,0.03126818,0.12007435,0.02720011,0.83180575,0.56135869,0.20064823
-5.74187094,1.61650285,0.61992412,0.15985075,0.03196621,0.11936667,0.02820027,0.83780966,0.56177405,0.20487021
-5.73586793,1.62195906,0.61056333,0.16044362,0.03249638,0.11798961,0.02908572,0.83958886,0.55919568,0.20854645
-5.72986493,1.61944654,0.59804694,0.16021479,0.03283992,0.11596085,0.02985411,0.83717260,0.55358791,0.21174344
-5.72386193,1.60916960,0.58254557,0.15915264,0.03298277,0.11331037,0.03050744,0.83069360,0.54497736,0.21455753
-5.71785893,1.59153070,0.56428116,0.15726573,0.03291598,0.11007980,0.03105215,0.82038621,0.53345302,0.21711329
-5.71185593,1.56712118,0.54352228,0.15458257,0.03263590,0.10632143,0.03149903,0.80658086,0.51916434,0.21956047
-5.70585293,1.53670459,0.52057801,0.15115091,0.03214422,0.10209685,0.03186285,0.78969477,0.50231723,0.22206971
-5.69984992,1.50119345,0.49579054,0.14703613,0.03144784,0.09747534,0.03216192,0.77021929,0.48316818,0.22482689
-5.69384692,1.46161995,0.46952689,0.14231917,0.03055848,0.09253199,0.03241737,0.74870434,0.46201688,0.22802648
-5.68784392,1.41910189,0.44216979,0.13709385,0.02949226,0.08734569,0.03265228,0.72574040,0.43919734,0.23186396
-5.68184092,1.37480519,0.41410842,0.13146381,0.02826904,0.08199703,0.03289074,0.70193909,0.41506823,0.23652770
-5.67583792,1.32990460,0.38572904,0.12553912,0.02691174,0.07656621,0.03315678,0.67791278,0.39000267,0.24219048
-5.66983492,1.28554420,0.35740615,0.11943283,0.02544550,0.07113113,0.03347322,0.65425444,0.36437785,0.24900115
-5.66383192,1.24279951,0.32949436,0.11325742,0.02389695,0.06576552,0.03386067,0.63151838,0.33856523,0.25707677
-5.65782891,1.20264275,0.30232134,0.10712158,0.02229335,0.06053742,0.03433640,0.61020279,0.31292127,0.26649546
-5.65182591,1.16591280,0.27618204,0.10112710,0.02066186,0.05550797,0.03491349,0.59073481,0.28777946,0.27729059
-5.64582291,1.13329109,0.25133452,0.09536637,0.01902882,0.05073045,0.03560005,0.57345879,0.26344366,0.28944633
-5.63981991,1.10528450,0.22799724,0.08992027,0.01741922,0.04624978,0.03639864,0.55862804,0.24018303,0.30289510
-5.63381691,1.08221567,0.20634803,0.08485668,0.01585615,0.04210231,0.03730594,0.54640068,0.21822872,0.31751696
-5.62781391,1.06422140,0.18652461,0.08022967,0.01436050,0.03831597,0.03831271,0.53683937,0.19777220,0.33314111
-5.62181091,1.05125864,0.16862650,0.07607920,0.01295071,0.03491078,0.03940389,0.52991504,0.17896530,0.34954951
-5.61580790,1.04311794,0.15271818,0.07243155,0.01164266,0.03189953,0.04055912,0.52551436,0.16192173,0.36648270
-5.60980490,1.03944343,0.13883316,0.06930017,0.01044967,0.02928876,0.04175333,0.52345040,0.14671986,0.38364733
-5.60380190,1.03975828,0.12697883,0.06668708,0.00938264,0.02707980,0.04295769,0.52347611,0.13340656,0.40072555
-5.59779890,1.04349442,0.11714159,0.06458459,0.00845018,0.02526997,0.04414066,0.52529967,0.12200171,0.41738560
-5.59179590,1.05002486,0.10929212,0.06297726,0.00765884,0.02385366,0.04526919,0.52860128,0.11250321,0.43329325
-5.58579290,1.05869721,0.10339045,0.06184406,0.00701340,0.02282349,0.04630998,0.53305030,0.10489202,0.44812378
-5.57978989,1.06886669,0.09939043,0.06116043,0.00651713,0.02217126,0.04723079,0.53832201,0.09913702,0.46157371
-5.57378689,1.07992717,0.09724365,0.06090032,0.00617200,0.02188872,0.04800173,0.54411337,0.09519945,0.47337204
-5.56778389,1.09133867,0.09690230,0.06103800,0.00597894,0.02196818,0.04859636,0.55015679,0.09303667,0.48329027
-5.56178089,1.10265034,0.09832112,0.06154956,0.00593798,0.02240287,0.04899278,0.55623160,0.09260512,0.49115093
-5.55577789,1.11351775,0.10145818,0.06241401,0.00604835,0.02318700,0.04917444,0.56217253,0.09386233,0.49683409
-5.54977489,1.12371403,0.10627462,0.06361410,0.00630856,0.02431565,0.04913073,0.56787502,0.09676794,0.50028170
-5.54377189,1.13313435,0.11273332,0.06513651,0.00671633,0.02578439,0.04885741,0.57329723,0.10128390,0.50149941
-5.53776888,1.14179398,0.12079673,0.06697186,0.00726851,0.02758870,0.04835662,0.57845866,0.10737361,0.50055598
-5.53176588,1.14982015,0.13042390,0.06911409,0.00796097,0.02972321,0.04763683,0.58343575,0.11500057,0.49758020
-5.52576288,1.15743852,0.14156708,0.07155973,0.00878844,0.03218092,0.04671239,0.58835471,0.12412623,0.49275556
-5.51975988,1.16495513,0.15416802,0.07430675,0.00974427,0.03495226,0.04560294,0.59338217,0.13470772,0.48631297
-5.51375688,1.17273511,0.16815437,0.07735333,0.01082030,0.03802426,0.04433263,0.59871415,0.14669534,0.47852189
-5.50775388,1.18117935,0.18343638,0.08069658,0.01200664,0.04137977,0.04292918,0.60456416,0.16003019,0.46968021
-5.50175088,1.19070064,0.19990423,0.08433119,0.01329159,0.04499681,0.04142285,0.61115099,0.17464223,0.46010366
-5.49574787,1.20170062,0.21742624,0.08824835,0.01466158,0.04884818,0.03984538,0.61868701,0.19044880,0.45011483
-5.48974487,1.21454871,0.23584813,0.09243479,0.01610115,0.05290128,0.03822894,0.62736751,0.20735392,0.44003273
-5.48374187,1.22956425,0.25499351,0.09687217,0.01759307,0.05711820,0.03660507,0.63736165,0.22524847,0.43016298
-5.47773887,1.24700253,0.27466576,0.10153680,0.01911856,0.06145617,0.03500379,0.64880543,0.24401117,0.42078915
-5.47173587,1.26704541,0.29465112,0.10639973,0.02065758,0.06586828,0.03345278,0.66179693,0.26351055,0.41216562
-5.46573287,1.28979661,0.31472309,0.11142728,0.02218920,0.07030446,0.03197670,0.67639394,0.28360770,0.40451195
-5.45972986,1.31528178,0.33464790,0.11658177,0.02369212,0.07471273,0.03059669,0.69261386,0.30415970,0.39800900
-5.45372686,1.34345268,0.35419076,0.12182277,0.02514521,0.07904067,0.02933006,0.71043570,0.32502354,0.39279678
-5.44772386,1.37419507,0.37312276,0.12710838,0.02652805,0.08323694,0.02819003,0.72980383,0.34606030,0.38897382
-5.44172086,1.40733925,0.39122780,0.13239679,0.02782161,0.08725289,0.02718581,0.75063294,0.36713929,0.38659803
-5.43571786,1.44267236,0.40830949,0.13764782,0.02900884,0.09104411,0.02632262,0.77281386,0.38814185,0.38568866
-5.42971486,1.47995128,0.42419730,0.14282442,0.03007522,0.09457184,0.02560196,0.79621955,0.40896462,0.38622926
-5.42371186,1.51891517,0.43875195,0.14789401,0.03100927,0.09780418,0.02502191,0.82071080,0.42952191,0.38817116
-5.41770885,1.55929656,0.45186935,0.15282960,0.03180303,0.10071701,0.02457756,0.84614124,0.44974708,0.39143744
-5.41170585,1.60083047,0.46348324,0.15761054,0.03245229,0.10329455,0.02426139,0.87236117,0.46959276,0.39592689
-5.40570285,1.64326069,0.47356592,0.16222301,0.03295686,0.10552956,0.02406382,0.89922011,0.48902975,0.40151803
-5.39969985,1.68634324,0.48212747,0.16666003,0.03332057,0.10742318,0.02397361,0.92656790,0.50804486,0.40807277
-5.39369685,1.72984675,0.48921308,0.17092112,0.03355121,0.10898427,0.02397837,0.95425433,0.52663753,0.41543989
-5.38769385,1.77355021,0.49489886,0.17501165,0.03366030,0.11022855,0.02406502,0.98212764,0.54481567,0.42345815
-5.38169085,1.81723835,0.49928636,0.17894185,0.03366278,0.11117732,0.02422020,1.01003196,0.56259081,0.43195906
-5.37568784,1.86069561,0.50249592,0.18272561,0.03357651,0.11185596,0.02443066,1.03780427,0.57997293,0.44076947
-5.36968484,1.90369923,0.50465947,0.18637913,0.03342174,0.11229237,0.02468363,1.06527121,0.59696544,0.44971398
-5.36368184,1.94601251,0.50591299,0.18991958,0.03322055,0.11251522,0.02496715,1.09224619,0.61356045,0.45861726
-5.35767884,1.98737902,0.50638916,0.19336370,0.03299611,0.11255234,0.02527029,1.11852732,0.62973496,0.46730650
-5.35167584,2.02751855,0.50621053,0.19672668,0.03277213,0.11242917,0.02558342,1.14389647,0.64544800,0.47561386
-5.34567284,2.06612546,0.50548365,0.20002112,0.03257210,0.11216744,0.02589835,1.16811980,0.66063924,0.48337919
-5.33966983,2.10286985,0.50429438,0.20325632,0.03241878,0.11178413,0.02620851,1.19095000,0.67522902,0.49045286
-5.33366683,2.13740189,0.50270469,0.20643791,0.03233353,0.11129076,0.02650899,1.21213018,0.68912014,0.49669872
-5.32766383,2.16935906,0.50075100,0.20956774,0.03233593,0.11069297,0.02679655,1.23139957,0.70220113,0.50199722
-5.32166083,2.19837641,0.49844419,0.21264414,0.03244330,0.10999057,0.02706962,1.24850061,0.71435106,0.50624841
-5.31565783,2.22409907,0.49577113,0.21566244,0.03267042,0.10917783,0.02732823,1.26318730,0.72544568,0.50937481
-5.30965483,2.24619652,0.49269771,0.21861578,0.03302927,0.10824419,0.02757382,1.27523440,0.73536447,0.51132398
-5.30365183,2.26437785,0.48917298,0.22149605,0.03352897,0.10717518,0.02780907,1.28444689,0.74399837,0.51207054
-5.29764882,2.27840697,0.48513434,0.22429499,0.03417565,0.10595354,0.02803771,1.29066939,0.75125769,0.51161768
-5.29164582,2.28811699,0.48051320,0.22700526,0.03497256,0.10456055,0.02826418,1.29379477,0.75707969,0.50999777
-5.28564282,2.29342279,0.47524106,0.22962151,0.03592010,0.10297740,0.02849338,1.29377166,0.76143555,0.50727216
-5.27963982,2.29433089,0.46925535,0.23214131,0.03701603,0.10118648,0.02873034,1.29061023,0.76433605,0.50353004
-5.27363682,2.29094595,0.46250497,0.23456578,0.03825561,0.09917272,0.02897989,1.28438600,0.76583576,0.49888621
-5.26763382,2.28347328,0.45495504,0.23690006,0.03963182,0.09692468,0.02924635,1.27524117,0.76603529,0.49347799
-5.26163082,2.27221699,0.44659078,0.23915340,0.04113559,0.09443551,0.02953320,1.26338348,0.76508141,0.48746115
-5.25562781,2.25757363,0.43742012,0.24133890,0.04275600,0.09170365,0.02984286,1.24908233,0.76316484,0.48100505
-5.24962481,2.24002132,0.42747521,0.24347288,0.04448048,0.08873327,0.03017642,1.23266239,0.76051566,0.47428709
-5.24362181,2.22010468,0.41681247,0.24557391,0.04629496,0.08553448,0.03053348,1.21449464,0.75739660,0.46748675
-5.23761881,2.19841611,0.40551146,0.24766156,0.04818404,0.08212321,0.03091200,1.19498531,0.75409405,0.46077932
-5.23161581,2.17557409,0.39367255,0.24975479,0.05013107,0.07852086,0.03130827,1.17456303,0.75090753,0.45432964
-5.22561281,2.15219933,0.38141350,0.25187022,0.05211826,0.07475381,0.03171687,1.15366458,0.74813762,0.44828606
-5.21960980,2.12888989,0.36886525,0.25402033,0.05412670,0.07085260,0.03213076,1.13272001,0.74607316,0.44277486
-5.21360680,2.10619631,0.35616709,0.25621155,0.05613644,0.06685113,0.03254137,1.11213751,0.74497810,0.43789538
-5.20760380,2.08459784,0.34346148,0.25844251,0.05812651,0.06278560,0.03293881,1.09228878,0.74507867,0.43371613
-5.20160080,2.06448111,0.33088879,0.26070257,0.06007498,0.05869358,0.03331210,1.07349556,0.74655139,0.43027189
-5.19559780,2.04612201,0.31858230,0.26297055,0.06195906,0.05461293,0.03364942,1.05601778,0.74951269,0.42756217
-5.18959480,2.02967194,0.30666348,0.26521396,0.06375520,0.05058089,0.03393848,1.04004407,0.75401049,0.42555092
-5.18359180,2.01514919,0.29523812,0.26738873,0.06543931,0.04663314,0.03416679,1.02568490,0.76001834,0.42416767
-5.17758879,2.00243586,0.28439309,0.26943942,0.06698700,0.04280307,0.03432212,1.01296889,0.76743241,0.42331001
-5.17158579,1.99128078,0.27419423,0.27130014,0.06837390,0.03912114,0.03439278,1.00184237,0.77607172,0.42284734
-5.16558279,1.98130837,0.26468518,0.27289594,0.06957607,0.03561441,0.03436806,0.99217237,0.78568150,0.42262583
-5.15957979,1.97203328,0.25588725,0.27414487,0.07057048,0.03230616,0.03423853,0.98375293,0.79593994,0.42247427
-5.15357679,1.96288020,0.24780043,0.27496048,0.07133553,0.02921577,0.03399643,0.97631454,0.80646783,0.42221073
-5.14757379,1.95320810,0.24040519,0.27525476,0.07185168,0.02635866,0.03363591,0.96953639,0.81684104,0.42164973
-5.14157079,1.94233795,0.23366524,0.27494142,0.07210200,0.02374636,0.03315326,0.96306079,0.82660518,0.42060949
-5.13556778,1.92958267,0.22753083,0.27393931,0.07207282,0.02138675,0.03254716,0.95650937,0.83529196,0.41891927
-5.12956478,1.91427795,0.22194254,0.27217588,0.07175431,0.01928426,0.03181873,0.94950015,0.84243653,0.41642615
-5.12356178,1.89581281,0.21683538,0.26959053,0.07114100,0.01744023,0.03097160,0.94166492,0.84759509,0.41300126
-5.11755878,1.87365826,0.21214275,0.26613770,0.07023225,0.01585327,0.03001190,0.93266604,0.85036202,0.40854506
-5.11155578,1.84739298,0.20780038,0.26178951,0.06903261,0.01451956,0.02894812,0.92221199,0.85038574,0.40299150
-5.10555278,1.81672487,0.20374981,0.25653792,0.06755200,0.01343324,0.02779099,0.91007097,0.84738266,0.39631095
-5.09954977,1.78150739,0.19994128,0.25039620,0.06580580,0.01258667,0.02655320,0.89608191,0.84114860,0.38851169
-5.09354677,1.74175020,0.19633601,0.24339973,0.06381481,0.01197069,0.02524914,0.88016255,0.83156717,0.37964002
-5.08754377,1.69762352,0.19290767,0.23560606,0.06160496,0.01157480,0.02389457,0.86231411,0.81861479,0.36977900
-5.08154077,1.64945620,0.18964305,0.22709420,0.05920697,0.01138733,0.02250622,0.84262252,0.80236214,0.35904582
-5.07553777,1.59772752,0.18654184,0.21796316,0.05665578,0.01139553,0.02110147,0.82125611,0.78297205,0.34758804
-5.06953477,1.54305332,0.18361576,0.20832985,0.05398990,0.01158555,0.01969790,0.79845993,0.76069388,0.33557879
-5.06353177,1.48616702,0.18088691,0.19832639,0.05125067,0.01194254,0.01831294,0.77454717,0.73585486,0.32321122
-5.05752876,1.42789643,0.17838559,0.18809685,0.04848134,0.01245058,0.01696351,0.74988780,0.70884865,0.31069233
-5.05152576,1.36913737,0.17614768,0.17779373,0.04572620,0.01309270,0.01566568,0.72489532,0.68012175,0.29823655
-5.04552276,1.31082528,0.17421185,0.16757406,0.04302960,0.01385088,0.01443438,0.70001197,0.65015841,0.28605922
-5.03951976,1.25390585,0.17261656,0.15759544,0.04043500,0.01470614,0.01328314,0.67569315,0.61946458,0.27437026
-5.03351676,1.19930586,0.17139722,0.14801204,0.03798398,0.01563854,0.01222388,0.65239165,0.58855180,0.26336823
-5.02751376,1.14790526,0.17058359,0.13897075,0.03571539,0.01662741,0.01126674,0.63054245,0.55792137,0.25323489
-5.02151076,1.10051142,0.17019751,0.13060746,0.03366444,0.01765154,0.01041994,0.61054831,0.52804970,0.24413058
-5.01550775,1.05783631,0.17025106,0.12304376,0.03186195,0.01868945,0.00968973,0.59276708,0.49937512,0.23619030
-5.00950475,1.02047721,0.17074532,0.11638391,0.03033362,0.01971973,0.00908033,0.57750072,0.47228664,0.22952078
-5.00350175,0.98890150,0.17166968,0.11071235,0.02909950,0.02072144,0.00859388,0.56498659,0.44711503,0.22419840
-4.99749875,0.96343564,0.17300167,0.10609163,0.02817345,0.02167456,0.00823049,0.55539099,0.42412624,0.22026814
-4.99149575,0.94425861,0.17470741,0.10256098,0.02756283,0.02256044,0.00798825,0.54880529,0.40351740,0.21774332
-4.98549275,0.93139977,0.17674249,0.10013535,0.02726827,0.02336224,0.00786334,0.54524437,0.38541515,0.21660629
-4.97948974,0.92474088,0.17905337,0.09880509,0.02728360,0.02406544,0.00785005,0.54464761,0.36987647,0.21680995
-4.97348674,0.92402235,0.18157902,0.09853624,0.02759592,0.02465819,0.00794092,0.54688199,0.35689152,0.21827992
-4.96748374,0.92885308,0.18425290,0.09927139,0.02818581,0.02513170,0.00812690,0.55174744,0.34638843,0.22091746
-4.96148074,0.93872389,0.18700510,0.10093110,0.02902774,0.02548050,0.00839744,0.55898398,0.33823964,0.22460291
-4.95547774,0.95302383,0.18976452,0.10341602,0.03009057,0.02570261,0.00874075,0.56828055,0.33226954,0.22919969
-4.94947474,0.97105920,0.19246108,0.10660937,0.03133831,0.02579965,0.00914397,0.57928522,0.32826311,0.23455868
-4.94347174,0.99207464,0.19502789,0.11038005,0.03273091,0.02577677,0.00959341,0.59161645,0.32597511,0.24052284
-4.93746873,1.01527572,0.19740324,0.11458612,0.03422526,0.02564254,0.01007486,0.60487519,0.32513965,0.24693222
-4.93146573,1.03985261,0.19953240,0.11907864,0.03577626,0.02540867,0.01057386,0.61865738,0.32547977,0.25362885
-4.92546273,1.06500403,0.20136924,0.12370571,0.03733802,0.02508966,0.01107601,0.63256651,0.32671677,0.26046175
-4.91945973,1.08996089,0.20287747,0.12831673,0.03886507,0.02470239,0.01156733,0.64622598,0.32857904,0.26729166
-4.91345673,1.11400882,0.20403169,0.13276653,0.04031362,0.02426557,0.01203456,0.65929060,0.33081005,0.27399557
-4.90745373,1.13650891,0.20481797,0.13691947,0.04164274,0.02379915,0.01246550,0.67145715,0.33317547,0.28047066
-4.90145073,1.15691581,0.20523413,0.14065318,0.04281554,0.02332379,0.01284931,0.68247337,0.33546906,0.28663765
-4.89544772,1.17479268,0.20528957,0.14386191,0.04380018,0.02286013,0.01317677,0.69214514,0.33751724,0.29244343
-4.88944472,1.18982215,0.20500474,0.14645921,0.04457070,0.02242823,0.01344054,0.70034143,0.33918225,0.29786275
-4.88344172,1.20181296,0.20441014,0.14838009,0.04510772,0.02204695,0.01363525,0.70699697,0.34036372,0.30289897
-4.87743872,1.21070184,0.20354494,0.14958224,0.04539885,0.02173336,0.01375769,0.71211227,0.34099879,0.30758372
-4.87143572,1.21655065,0.20245526,0.15004653,0.04543887,0.02150224,0.01380677,0.71575113,0.34106061,0.31197561
-4.86543272,1.21953869,0.20119213,0.14977662,0.04522967,0.02136563,0.01378348,0.71803559,0.34055550,0.31615784
-4.85942971,1.21995067,0.19980911,0.14879771,0.04477985,0.02133248,0.01369081,0.71913866,0.33951881,0.32023503
-4.85342671,1.21816082,0.19835992,0.14715458,0.04410421,0.02140838,0.01353348,0.71927513,0.33800973,0.32432924
-4.84742371,1.21461399,0.19689595,0.14490889,0.04322292,0.02159540,0.01331776,0.71869092,0.33610532,0.32857542
-4.84142071,1.20980460,0.19546384,0.14213599,0.04216051,0.02189206,0.01305110,0.71765145,0.33389406,0.33311662
-4.83541771,1.20425471,0.19410335,0.13892136,0.04094484,0.02229340,0.01274181,0.71642982,0.33146926,0.33809906
-4.82941471,1.19849204,0.19284558,0.13535676,0.03960584,0.02279120,0.01239869,0.71529527,0.32892272,0.34366741
-4.82341171,1.19302945,0.19171169,0.13153647,0.03817438,0.02337433,0.01203065,0.71450260,0.32633888,0.34996046
-4.81740870,1.18834661,0.19071219,0.12755362,0.03668104,0.02402915,0.01164639,0.71428310,0.32378991,0.35710739
-4.81140570,1.18487489,0.18984697,0.12349691,0.03515509,0.02474014,0.01125402,0.71483755,0.32133188,0.36522482
-4.80540270,1.18298614,0.18910603,0.11944775,0.03362352,0.02549055,0.01086085,0.71633137,0.31900228,0.37441467
-4.79939970,1.18298579,0.18847098,0.11547805,0.03211030,0.02626317,0.01047310,0.71889244,0.31681905,0.38476288
-4.79339670,1.18511030,0.18791723,0.11164864,0.03063580,0.02704113,0.01009581,0.72261134,0.31478101,0.39633889
-4.78739370,1.18952898,0.18741685,0.10800848,0.02921649,0.02780882,0.00973269,0.72754390,0.31286984,0.40919585
-4.78139070,1.19634959,0.18694193,0.10459446,0.02786479,0.02855276,0.00938617,0.73371588,0.31105336,0.42337125
-4.77538769,1.20562719,0.18646833,0.10143203,0.02658920,0.02926245,0.00905743,0.74112921,0.30928983,0.43888783
-4.76938469,1.21737522,0.18597961,0.09853629,0.02539460,0.02993128,0.00874649,0.74976931,0.30753325,0.45575453
-4.76338169,1.23157812,0.18547100,0.09591363,0.02428269,0.03055722,0.00845241,0.75961283,0.30573897,0.47396721
-4.75737869,1.24820413,0.18495310,0.09356379,0.02325263,0.03114351,0.00817350,0.77063534,0.30386967,0.49350893
-4.75137569,1.26721759,0.18445525,0.09148201,0.02230171,0.03169919,0.00790755,0.78281828,0.30190099,0.51434971
-4.74537269,1.28858973,0.18402827,0.08966140,0.02142606,0.03223948,0.00765204,0.79615466,0.29982674,0.53644550
-4.73936968,1.31230714,0.18374644,0.08809518,0.02062141,0.03278595,0.00740446,0.81065326,0.29766321,0.55973667
-4.73336668,1.33837759,0.18370859,0.08677869,0.01988380,0.03336654,0.00716247,0.82634090,0.29545245,0.58414575
-4.72736368,1.36683277,0.18403813,0.08571118,0.01921012,0.03401530,0.00692415,0.84326282,0.29326427,0.60957487
-4.72136068,1.39772788,0.18488213,0.08489713,0.01859871,0.03477201,0.00668815,0.86148110,0.29119681,0.63590303
-4.71535768,1.43113835,0.18640907,0.08434715,0.01804962,0.03568147,0.00645381,0.88107127,0.28937567,0.66298357
-4.70935468,1.46715385,0.18880573,0.08407833,0.01756490,0.03679266,0.00622126,0.90211759,0.28795166,0.69064205
-4.70335168,1.50587033,0.19227275,0.08411411,0.01714862,0.03815758,0.00599144,0.92470704,0.28709707,0.71867520
-4.69734867,1.54738048,0.19701941,0.08448362,0.01680672,0.03982999,0.00576608,0.94892270,0.28700089,0.74685082
-4.69134567,1.59176330,0.20325736,0.08522053,0.01654682,0.04186386,0.00554765,0.97483689,0.28786285,0.77490938
-4.68534267,1.63907352,0.21119366,0.08636156,0.01637775,0.04431177,0.00533922,1.00250428,0.28988670,0.80256702
-4.67933967,1.68933125,0.22102325,0.08794454,0.01630906,0.04722300,0.00514440,1.03195562,0.29327293,0.82952044
-4.67333667,1.74251250,0.23292095,0.09000629,0.01635042,0.05064172,0.00496711,1.06319206,0.29821112,0.85545331
-4.66733367,1.79854082,0.24703337,0.09258034,0.01651093,0.05460499,0.00481141,1.09618056,0.30487225,0.88004414
-4.66133067,1.85728037,0.26347085,0.09569448,0.01679844,0.05914079,0.00468139,1.13085018,0.31340119,0.90297529
-4.65532766,1.91853055,0.28229976,0.09936851,0.01721885,0.06426617,0.00458089,1.16708949,0.32390958,0.92394270
-4.64932466,1.98202214,0.30353547,0.10361200,0.01777549,0.06998547,0.00451339,1.20474505,0.33646947,0.94266580
-4.64332166,2.04741514,0.32713624,0.10842237,0.01846854,0.07628885,0.00448183,1.24362078,0.35110775,0.95889715
