energy_ev,total_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.71185593,0.75439686,0.27521135,0.11196624,0.34799988,0.08145720,0.01323081,0.09083949,0.29150503,0.00000000
-5.70585293,0.68590743,0.24969484,0.10294568,0.31686962,0.07336055,0.01176339,0.08282765,0.26584221,0.00000000
-5.69984992,0.62049923,0.22498116,0.09484239,0.28649238,0.06566343,0.01039448,0.07500643,0.24119542,0.00000000
-5.69384692,0.55891217,0.20132120,0.08780298,0.25721525,0.05842570,0.00912884,0.06746876,0.21786618,0.00000000
-5.68784392,0.50177052,0.17892158,0.08196139,0.22932956,0.05169403,0.00796918,0.06029330,0.19611297,0.00000000
-5.68184092,0.44958158,0.15794382,0.07743904,0.20306879,0.04550211,0.00691626,0.05354384,0.17614988,0.00000000
-5.67583792,0.40273819,0.13850506,0.07434524,0.17860868,0.03987131,0.00596907,0.04726923,0.15814687,0.00000000
-5.66983492,0.36152452,0.12068045,0.07277765,0.15606928,0.03481172,0.00512511,0.04150381,0.14223130,0.00000000
-5.66383192,0.32612440,0.10450656,0.07282276,0.13551861,0.03032337,0.00438060,0.03626828,0.12849060,0.00000000
-5.65782891,0.29663135,0.08998591,0.07455616,0.11697762,0.02639776,0.00373075,0.03157090,0.11697565,0.00000000
-5.65182591,0.27305978,0.07709213,0.07804261,0.10042610,0.02301934,0.00317006,0.02740891,0.10770470,0.00000000
-5.64582291,0.25535643,0.06577545,0.08333577,0.08580911,0.02016718,0.00269256,0.02377013,0.10066755,0.00000000
-5.63981991,0.24341168,0.05596853,0.09047763,0.07304370,0.01781647,0.00229208,0.02063465,0.09582968,0.00000000
-5.63381691,0.23707031,0.04759210,0.09949768,0.06202552,0.01594008,0.00196247,0.01797638,0.09313631,0.00000000
-5.62781391,0.23614121,0.04056048,0.11041175,0.05263518,0.01450991,0.00169782,0.01576473,0.09251607,0.00000000
-5.62181091,0.24040622,0.03478669,0.12322086,0.04474407,0.01349814,0.00149265,0.01396599,0.09388442,0.00000000
-5.61580790,0.24962772,0.03018715,0.13790991,0.03821958,0.01287834,0.00134205,0.01254464,0.09714660,0.00000000
-5.60980490,0.26355537,0.02668585,0.15444663,0.03292959,0.01262639,0.00124187,0.01146452,0.10220031,0.00000000
-5.60380190,0.28193191,0.02421798,0.17278075,0.02874625,0.01272134,0.00118878,0.01068973,0.10893797,0.00000000
-5.59779890,0.30449843,0.02273306,0.19284364,0.02554897,0.01314606,0.00118040,0.01018546,0.11724890,0.00000000
-5.59179590,0.33099915,0.02219744,0.21454844,0.02322673,0.01388779,0.00121537,0.00991858,0.12702127,0.00000000
-5.58579290,0.36118612,0.02259630,0.23779093,0.02167976,0.01493859,0.00129345,0.00985815,0.13814403,0.00000000
-5.57978989,0.39482376,0.02393517,0.26245104,0.02082064,0.01629567,0.00141550,0.00997576,0.15050885,0.00000000
-5.57378689,0.43169353,0.02624083,0.28839508,0.02057488,0.01796170,0.00158359,0.01024582,0.16401215,0.00000000
-5.56778389,0.47159857,0.02956175,0.31547865,0.02088119,0.01994487,0.00180097,0.01064573,0.17855717,0.00000000
-5.56178089,0.51436837,0.03396792,0.34355007,0.02169125,0.02225905,0.00207209,0.01115601,0.19405612,0.00000000
-5.55577789,0.55986300,0.03955011,0.37245426,0.02296942,0.02492365,0.00240257,0.01176035,0.21043229,0.00000000
-5.54977489,0.60797702,0.04641846,0.40203681,0.02469200,0.02796346,0.00279914,0.01244570,0.22762209,0.00000000
-5.54377189,0.65864233,0.05470040,0.43214809,0.02684649,0.03140829,0.00326953,0.01320219,0.24557685,0.00000000
-5.53776888,0.71182989,0.06453785,0.46264708,0.02943058,0.03529250,0.00382241,0.01402312,0.26426428,0.00000000
-5.53176588,0.76754978,0.07608352,0.49340478,0.03245106,0.03965418,0.00446714,0.01490487,0.28366937,0.00000000
-5.52576288,0.82584935,0.08949659,0.52430691,0.03592253,0.04453434,0.00521360,0.01584675,0.30379474,0.00000000
-5.51975988,0.88680912,0.10493743,0.55525581,0.03986603,0.04997564,0.00607191,0.01685079,0.32466012,0.00000000
-5.51375688,0.95053639,0.12256166,0.58617120,0.04430754,0.05602108,0.00705209,0.01792150,0.34630105,0.00000000
-5.50775388,1.01715633,0.14251352,0.61699005,0.04927632,0.06271237,0.00816374,0.01906554,0.36876665,0.00000000
-5.50175088,1.08680094,0.16491870,0.64766521,0.05480319,0.07008813,0.00941561,0.02029133,0.39211640,0.00000000
-5.49574787,1.15959582,0.18987688,0.67816302,0.06091871,0.07818193,0.01081517,0.02160858,0.41641614,0.00000000
-5.48974487,1.23564542,0.21745412,0.70846005,0.06765126,0.08702027,0.01236817,0.02302781,0.44173320,0.00000000
-5.48374187,1.31501724,0.24767546,0.73853895,0.07502520,0.09662043,0.01407822,0.02455975,0.46813091,0.00000000
-5.47773887,1.39772566,0.28051799,0.76838387,0.08305896,0.10698846,0.01594633,0.02621482,0.49566267,0.00000000
-5.47173587,1.48371609,0.31590482,0.79797548,0.09176331,0.11811719,0.01797053,0.02800245,0.52436574,0.00000000
-5.46573287,1.57285041,0.35370015,0.82728599,0.10113975,0.12998458,0.02014558,0.02993060,0.55425513,0.00000000
-5.45972986,1.66489437,0.39370591,0.85627437,0.11117917,0.14255227,0.02246272,0.03200514,0.58531772,0.00000000
-5.45372686,1.75950784,0.43566019,0.88488211,0.12186078,0.15576457,0.02490955,0.03422942,0.61750699,0.00000000
-5.44772386,1.85623852,0.47923772,0.91302966,0.13315146,0.16954799,0.02747003,0.03660390,0.65073854,0.00000000
-5.44172086,1.95451970,0.52405258,0.94061382,0.14500545,0.18381121,0.03012458,0.03912584,0.68488679,0.00000000
-5.43571786,2.05367256,0.56966321,0.96750626,0.15736465,0.19844579,0.03285043,0.04178922,0.71978286,0.00000000
-5.42971486,2.15291307,0.61557971,0.99355316,0.17015927,0.21332738,0.03562200,0.04458469,0.75521398,0.00000000
-5.42371186,2.25136370,0.66127331,1.01857623,0.18330905,0.22831767,0.03841145,0.04749978,0.79092451,0.00000000
-5.41770885,2.34806964,0.70618775,1.04237491,0.19672501,0.24326691,0.04118945,0.05051917,0.82661851,0.00000000
-5.41170585,2.44201901,0.74975225,1.06472984,0.21031148,0.25801700,0.04392592,0.05362519,0.86196406,0.00000000
-5.40570285,2.53216674,0.79139568,1.08540747,0.22396864,0.27240505,0.04659095,0.05679829,0.89659903,0.00000000
-5.39969985,2.61746105,0.83056133,1.10416565,0.23759522,0.28626732,0.04915573,0.06001783,0.93013841,0.00000000
-5.39369685,2.69687168,0.86672182,1.12076010,0.25109138,0.29944346,0.05159349,0.06326269,0.96218278,0.00000000
-5.38769385,2.76941892,0.89939354,1.13495137,0.26436160,0.31178075,0.05388040,0.06651210,0.99232781,0.00000000
-5.38169085,2.83420209,0.92815003,1.14651228,0.27731741,0.32313836,0.05599644,0.06974633,1.02017442,0.00000000
-5.37568784,2.89042658,0.95263377,1.15523542,0.28987984,0.33339136,0.05792609,0.07294737,1.04533925,0.00000000
-5.36968484,2.93742810,0.97256589,1.16094037,0.30198145,0.34243431,0.05965888,0.07609951,1.06746515,0.00000000
-5.36368184,2.97469320,0.98775342,1.16348061,0.31356779,0.35018432,0.06118980,0.07918974,1.08623108,0.00000000
-5.35767884,3.00187514,0.99809378,1.16274950,0.32459816,0.35658340,0.06251944,0.08220801,1.10136130,0.00000000
-5.35167584,3.01880424,1.00357627,1.15868530,0.33504574,0.36160001,0.06365390,0.08514727,1.11263327,0.00000000
-5.34567284,3.02549239,1.00428057,1.15127494,0.34489677,0.36522969,0.06460451,0.08800328,1.11988401,0.00000000
-5.33966983,3.02213109,1.00037239,1.14055620,0.35414915,0.36749471,0.06538722,0.09077423,1.12301463,0.00000000
-5.33366683,3.00908333,0.99209627,1.12661840,0.36281018,0.36844284,0.06602190,0.09346014,1.12199281,0.00000000
-5.32766383,2.98686931,0.97976610,1.10960122,0.37089374,0.36814505,0.06653133,0.09606209,1.11685308,0.00000000
-5.32166083,2.95614665,0.96375353,1.08969194,0.37841702,0.36669248,0.06694010,0.09858127,1.10769498,0.00000000
-5.31565783,2.91768590,0.94447494,1.06712095,0.38539691,0.36419260,0.06727341,0.10101805,1.09467901,0.00000000
-5.30965483,2.87234228,0.92237751,1.04215575,0.39184635,0.36076479,0.06755576,0.10337088,1.07802073,0.00000000
-5.30365183,2.82102507,0.89792482,1.01509377,0.39777086,0.35653559,0.06780972,0.10563533,1.05798307,0.00000000
-5.29764882,2.76466587,0.87158270,0.98625413,0.40316535,0.35163373,0.06805473,0.10780324,1.03486751,0.00000000
-5.29164582,2.70418723,0.84380585,0.95596883,0.40801167,0.34618523,0.06830605,0.10986198,1.00900415,0.00000000
-5.28564282,2.64047312,0.81502577,0.92457376,0.41227691,0.34030877,0.06857388,0.11179404,0.98074155,0.00000000
-5.27963982,2.57434253,0.78564026,0.89239981,0.41591261,0.33411165,0.06886275,0.11357683,0.95043647,0.00000000
-5.27363682,2.50652745,0.75600509,0.85976464,0.41885518,0.32768633,0.06917110,0.11518286,0.91844416,0.00000000
-5.26763382,2.43765615,0.72642790,0.82696529,0.42102725,0.32110794,0.06949130,0.11658021,0.88510959,0.00000000
-5.26163082,2.36824238,0.69716442,0.79427211,0.42234028,0.31443268,0.06980984,0.11773341,0.85075988,0.00000000
-5.25562781,2.29868091,0.66841723,0.76192409,0.42269802,0.30769734,0.07010790,0.11860451,0.81569836,0.00000000
-5.24962481,2.22924927,0.64033666,0.73012576,0.42200089,0.30091978,0.07036215,0.11915457,0.78020025,0.00000000
-5.24362181,2.16011534,0.61302382,0.69904578,0.42015093,0.29410046,0.07054584,0.11934518,0.74451010,0.00000000
-5.23761881,2.09135011,0.58653539,0.66881696,0.41705708,0.28722476,0.07063005,0.11914023,0.70884098,0.00000000
-5.23161581,2.02294457,0.56088976,0.63953781,0.41264053,0.28026604,0.07058504,0.11850764,0.67337518,0.00000000
-5.22561281,1.95482948,0.53607418,0.61127523,0.40683986,0.27318930,0.07038169,0.11742106,0.63826625,0.00000000
-5.21960980,1.88689679,0.51205236,0.58406805,0.39961552,0.26595493,0.06999294,0.11586140,0.60364203,0.00000000
-5.21360680,1.81902127,0.48877221,0.55793123,0.39095361,0.25852275,0.06939506,0.11381809,0.56960844,0.00000000
-5.20760380,1.75108099,0.46617315,0.53286030,0.38086857,0.25085566,0.06856888,0.11129007,0.53625354,0.00000000
-5.20160080,1.68297554,0.44419284,0.50883574,0.36940465,0.24292304,0.06750066,0.10828639,0.50365165,0.00000000
-5.19559780,1.61464099,0.42277284,0.48582715,0.35663614,0.23470353,0.06618286,0.10482634,0.47186716,0.00000000
-5.18959480,1.54606089,0.40186314,0.46379678,0.34266624,0.22618713,0.06461449,0.10093929,0.44095780,0.00000000
-5.18359180,1.47727282,0.38142528,0.44270258,0.32762474,0.21737651,0.06280122,0.09666398,0.41097725,0.00000000
-5.17758879,1.40837063,0.36143428,0.42250037,0.31166451,0.20828748,0.06075520,0.09204750,0.38197689,0.00000000
-5.17158579,1.33950236,0.34187921,0.40314541,0.29495709,0.19894870,0.05849456,0.08714397,0.35400676,0.00000000
-5.16558279,1.27086443,0.32276256,0.38459328,0.27768759,0.18940063,0.05604272,0.08201288,0.32711570,0.00000000
-5.15957979,1.20269285,0.30409881,0.36680023,0.26004915,0.17969388,0.05342742,0.07671736,0.30135083,0.00000000
-5.15357679,1.13525217,0.28591216,0.34972316,0.24223721,0.16988705,0.05067975,0.07132227,0.27675652,0.00000000
-5.14757379,1.06882328,0.26823380,0.33331937,0.22444399,0.16004433,0.04783292,0.06589236,0.25337292,0.00000000
-5.14157079,1.00369085,0.25109903,0.31754631,0.20685325,0.15023284,0.04492116,0.06049046,0.23123446,0.00000000
-5.13556778,0.94013137,0.23454436,0.30236137,0.18963572,0.14052007,0.04197857,0.05517587,0.21036825,0.00000000
-5.12956478,0.87840252,0.21860483,0.28772197,0.17294525,0.13097145,0.03903810,0.05000297,0.19079277,0.00000000
-5.12356178,0.81873448,0.20331182,0.27358594,0.15691589,0.12164821,0.03613061,0.04502005,0.17251683,0.00000000
-5.11755878,0.76132355,0.18869123,0.25991224,0.14165994,0.11260556,0.03328414,0.04026851,0.15553901,0.00000000
-5.11155578,0.70632836,0.17476239,0.24666199,0.12726691,0.10389146,0.03052336,0.03578234,0.13984755,0.00000000
-5.10555278,0.65386850,0.16153746,0.23379986,0.11380351,0.09554565,0.02786915,0.03158788,0.12542081,0.00000000
-5.09954977,0.60402570,0.14902147,0.22129561,0.10131440,0.08759934,0.02533841,0.02770391,0.11222819,0.00000000
-5.09354677,0.55684689,0.13721279,0.20912575,0.08982375,0.08007515,0.02294408,0.02414201,0.10023148,0.00000000
-5.08754377,0.51234901,0.12610407,0.19727522,0.07933735,0.07298756,0.02069521,0.02090710,0.08938663,0.00000000
-5.08154077,0.47052498,0.11568338,0.18573885,0.06984522,0.06634361,0.01859725,0.01799817,0.07964569,0.00000000
-5.07553777,0.43135030,0.10593565,0.17452271,0.06132442,0.06014375,0.01665241,0.01540919,0.07095904,0.00000000
-5.06953477,0.39478991,0.09684401,0.16364506,0.05374208,0.05438298,0.01486004,0.01313001,0.06327758,0.00000000
-5.06353177,0.36080483,0.08839125,0.15313694,0.04705837,0.04905191,0.01321714,0.01114736,0.05655493,0.00000000
-5.05752876,0.32935815,0.08056102,0.14304236,0.04122939,0.04413790,0.01171880,0.00944582,0.05074944,0.00000000
-5.05152576,0.30042029,0.07333893,0.13341810,0.03620979,0.03962612,0.01035867,0.00800872,0.04582608,0.00000000
-5.04552276,0.27397320,0.06671333,0.12433308,0.03195509,0.03550046,0.00912938,0.00681900,0.04175799,0.00000000
-5.03951976,0.25001346,0.06067598,0.11586742,0.02842369,0.03174441,0.00802295,0.00585996,0.03852769,0.00000000
-5.03351676,0.22855429,0.05522228,0.10811116,0.02557843,0.02834170,0.00703113,0.00511587,0.03612798,0.00000000
-5.02751376,0.20962651,0.05035145,0.10116278,0.02338778,0.02527681,0.00614567,0.00457246,0.03456245,0.00000000
-5.02151076,0.19327852,0.04606637,0.09512754,0.02182663,0.02253545,0.00535856,0.00421734,0.03384553,0.00000000
-5.01550775,0.17957544,0.04237332,0.09011564,0.02087664,0.02010476,0.00466226,0.00404018,0.03400224,0.00000000
-5.00950475,0.16859760,0.03928155,0.08624041,0.02052634,0.01797356,0.00404979,0.00403287,0.03506745,0.00000000
-5.00350175,0.16043841,0.03680279,0.08361629,0.02077078,0.01613244,0.00351492,0.00418951,0.03708484,0.00000000
-4.99749875,0.15520187,0.03495066,0.08235694,0.02161100,0.01457388,0.00305218,0.00450633,0.04010544,0.00000000
-4.99149575,0.15299978,0.03374006,0.08257322,0.02305324,0.01329227,0.00265703,0.00498149,0.04418585,0.00000000
-4.98549275,0.15394872,0.03318662,0.08437125,0.02510792,0.01228401,0.00232586,0.00561487,0.04938626,0.00000000
-4.97948974,0.15816703,0.03330609,0.08785038,0.02778858,0.01154756,0.00205607,0.00640772,0.05576813,0.00000000
-4.97348674,0.16577182,0.03411385,0.09310130,0.03111069,0.01108354,0.00184617,0.00736242,0.06339180,0.00000000
-4.96748374,0.17687610,0.03562445,0.10020411,0.03509054,0.01089487,0.00169582,0.00848206,0.07231404,0.00000000
-4.96148074,0.19158620,0.03785124,0.10922659,0.03974411,0.01098695,0.00160591,0.00977021,0.08258564,0.00000000
-4.95547774,0.20999952,0.04080611,0.12022250,0.04508612,0.01136779,0.00157864,0.01123060,0.09424911,0.00000000
-4.94947474,0.23220277,0.04449934,0.13323030,0.05112930,0.01204822,0.00161761,0.01286692,0.10733671,0.00000000
-4.94347174,0.25827081,0.04893950,0.14827207,0.05788387,0.01304211,0.00172784,0.01468266,0.12186891,0.00000000
-4.93746873,0.28826615,0.05413357,0.16535293,0.06535731,0.01436649,0.00191587,0.01668109,0.13785328,0.00000000
-4.93146573,0.32223919,0.06008707,0.18446098,0.07355450,0.01604171,0.00218977,0.01886528,0.15528407,0.00000000
-4.92546273,0.36022913,0.06680435,0.20556783,0.08247811,0.01809143,0.00255908,0.02123826,0.17414241,0.00000000
-4.91945973,0.40226572,0.07428889,0.22862983,0.09212941,0.02054261,0.00303485,0.02380324,0.19439724,0.00000000
-4.91345673,0.44837148,0.08254373,0.25358995,0.10250925,0.02342528,0.00362941,0.02656398,0.21600696,0.00000000
-4.90745373,0.49856436,0.09157171,0.28038029,0.11361931,0.02677217,0.00435627,0.02952509,0.23892165,0.00000000
-4.90145073,0.55286050,0.10137586,0.30892516,0.12546338,0.03061819,0.00522984,0.03269255,0.26308586,0.00000000
-4.89544772,0.61127683,0.11195942,0.33914457,0.13804868,0.03499959,0.00626505,0.03607401,0.28844161,0.00000000
-4.88944472,0.67383292,0.12332583,0.37095791,0.15138692,0.03995294,0.00747695,0.03967916,0.31493163,0.00000000
-4.88344172,0.74055182,0.13547829,0.40428755,0.16549511,0.04551386,0.00888019,0.04352000,0.34250229,0.00000000
-4.87743872,0.81145934,0.14841907,0.43906212,0.18039573,0.05171546,0.01048840,0.04761083,0.37110616,0.00000000
-4.87143572,0.88658132,0.16214843,0.47521909,0.19611645,0.05858658,0.01231353,0.05196815,0.40070379,0.00000000
-4.86543272,0.96593864,0.17666300,0.51270640,0.21268882,0.06614979,0.01436511,0.05661026,0.43126442,0.00000000
-4.85942971,1.04953959,0.19195396,0.55148270,0.23014634,0.07441927,0.01664950,0.06155659,0.46276549,0.00000000
-4.85342671,1.13736969,0.20800464,0.59151622,0.24852146,0.08339857,0.01916908,0.06682668,0.49519066,0.00000000
-4.84742371,1.22937893,0.22478801,0.63278187,0.26784180,0.09307844,0.02192155,0.07243898,0.52852639,0.00000000
-4.84142071,1.32546693,0.24226391,0.67525662,0.28812554,0.10343470,0.02489924,0.07840929,0.56275700,0.00000000
-4.83541771,1.42546649,0.26037634,0.71891329,0.30937633,0.11442641,0.02808852,0.08474902,0.59785844,0.00000000
-4.82941471,1.52912636,0.27905087,0.76371274,0.33157773,0.12599434,0.03146938,0.09146336,0.63379094,0.00000000
-4.82341171,1.63609421,0.29819251,0.80959509,0.35468766,0.13805994,0.03501519,0.09854936,0.67049104,0.00000000
-4.81740870,1.74590111,0.31768418,0.85647016,0.37863325,0.15052495,0.03869266,0.10599410,0.70786344,0.00000000
-4.81140570,1.85794849,0.33738597,0.90420786,0.40330628,0.16327165,0.04246210,0.11377310,0.74577307,0.00000000
-4.80540270,1.97149914,0.35713547,0.95262903,0.42855977,0.17616395,0.04627785,0.12184902,0.78403828,0.00000000
-4.79939970,2.08567323,0.37674925,1.00149765,0.45420609,0.18904928,0.05008910,0.13017083,0.82242546,0.00000000
-4.79339670,2.19945051,0.39602557,1.05051475,0.48001678,0.20176134,0.05384089,0.13867359,0.86064585,0.00000000
-4.78739370,2.31167945,0.41474843,1.09931508,0.50572450,0.21412369,0.05747540,0.14727882,0.89835487,0.00000000
-4.78139070,2.42109374,0.43269281,1.14746661,0.53102706,0.22595405,0.06093346,0.15589566,0.93515454,0.00000000
-4.77538769,2.52633624,0.44963105,1.19447375,0.55559378,0.23706925,0.06415623,0.16442274,0.97059897,0.00000000
-4.76938469,2.62599011,0.46534017,1.23978408,0.57907382,0.24729063,0.06708694,0.17275073,1.00420315,0.00000000
-4.76338169,2.71861617,0.47960972,1.28279893,0.60110652,0.25644972,0.06967279,0.18076565,1.03545479,0.00000000
-4.75737869,2.80279540,0.49225000,1.32288741,0.62133315,0.26439396,0.07186668,0.18835258,1.06382886,0.00000000
-4.75137569,2.87717499,0.50310012,1.35940365,0.63940970,0.27099226,0.07362895,0.19539986,1.08880443,0.00000000
-4.74537269,2.94051588,0.51203558,1.39170653,0.65502019,0.27614005,0.07492886,0.20180350,1.10988289,0.00000000
-4.73936968,2.99173992,0.51897496,1.41918108,0.66788969,0.27976377,0.07574584,0.20747148,1.12660696,0.00000000
-4.73336668,3.02997430,0.52388530,1.44126075,0.67779665,0.28182436,0.07607049,0.21232801,1.13857952,0.00000000
-4.72736368,3.05459102,0.52678585,1.45744943,0.68458372,0.28231980,0.07590508,0.21631716,1.14548132,0.00000000
-4.72136068,3.06523963,0.52775003,1.46734222,0.68816651,0.28128639,0.07526380,0.21940600,1.14708670,0.00000000
-4.71535768,3.06187120,0.52690530,1.47064391,0.68853987,0.27879875,0.07417253,0.22158685,1.14327659,0.00000000
-4.70935468,3.04475239,0.52443097,1.46718426,0.68578123,0.27496856,0.07266820,0.22287858,1.13404789,0.00000000
-4.70335168,3.01446854,0.52055394,1.45692932,0.68005084,0.26994197,0.07079780,0.22332688,1.11951902,0.00000000
-4.69734867,2.97191550,0.51554253,1.43998811,0.67158872,0.26389584,0.06861704,0.22300339,1.09993102,0.00000000
-4.69134567,2.91828023,0.50969863,1.41661437,0.66070860,0.25703289,0.06618869,0.22200384,1.07564424,0.00000000
-4.68534267,2.85501089,0.50334842,1.38720317,0.64778887,0.24957602,0.06358070,0.22044510,1.04713075,0.00000000
-4.67933967,2.78377753,0.49683220,1.35228259,0.63326104,0.24176188,0.06086419,0.21846140,1.01496263,0.00000000
-4.67333667,2.70642489,0.49049350,1.31250069,0.61759623,0.23383405,0.05811128,0.21619978,0.97979677,0.00000000
-4.66733367,2.62491931,0.48466813,1.26860839,0.60129019,0.22603602,0.05539302,0.21381510,0.94235683,0.00000000
-4.66133067,2.54129180,0.47967349,1.22143906,0.58484753,0.21860418,0.05277724,0.21146467,0.90341296,0.00000000
-4.65532766,2.45757953,0.47579857,1.17188559,0.56876587,0.21176115,0.05032667,0.20930287,0.86376038,0.00000000
-4.64932466,2.37576801,0.47329493,1.12087590,0.55352052,0.20570959,0.04809717,0.20747592,0.82419744,0.00000000
-4.64332166,2.29773615,0.47236914,1.06934808,0.53955020,0.20062671,0.04613621,0.20611705,0.78550419,0.00000000
