energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.34567284,3.15425343,0.78783315,1.60581183,0.00042945,0.04576204,0.31256511,1.05559545,0.65920022,0.00000000
-5.33966983,3.15080205,0.77599519,1.57473849,0.00043764,0.04421539,0.31668509,1.08469616,0.65656533,0.00000000
-5.33366683,3.14499904,0.76322063,1.54384709,0.00044566,0.04276651,0.32000354,1.11210353,0.65280779,0.00000000
-5.32766383,3.13723455,0.74964151,1.51354573,0.00045341,0.04142880,0.32249443,1.13773560,0.64803961,0.00000000
-5.32166083,3.12793670,0.73540164,1.48423473,0.00046085,0.04021428,0.32414680,1.16154397,0.64237713,0.00000000
-5.31565783,3.11755784,0.72065359,1.45629791,0.00046802,0.03913362,0.32496464,1.18351109,0.63593730,0.00000000
-5.30965483,3.10655893,0.70555504,1.43009361,0.00047499,0.03819613,0.32496623,1.20364626,0.62883379,0.00000000
-5.30365183,3.09539220,0.69026475,1.40594563,0.00048187,0.03740974,0.32418289,1.22198088,0.62117336,0.00000000
-5.29764882,3.08448316,0.67493814,1.38413421,0.00048884,0.03678091,0.32265739,1.23856279,0.61305250,0.00000000
-5.29164582,3.07421257,0.65972271,1.36488775,0.00049611,0.03631444,0.32044188,1.25345046,0.60455453,0.00000000
-5.28564282,3.06489938,0.64475363,1.34837534,0.00050389,0.03601330,0.31759570,1.26670700,0.59574728,0.00000000
-5.27963982,3.05678556,0.63014959,1.33470084,0.00051244,0.03587836,0.31418294,1.27839448,0.58668152,0.00000000
-5.27363682,3.05002380,0.61600924,1.32389873,0.00052199,0.03590814,0.31027012,1.28856878,0.57739026,0.00000000
-5.26763382,3.04466883,0.60240841,1.31593229,0.00053280,0.03609854,0.30592384,1.29727527,0.56788884,0.00000000
-5.26163082,3.04067311,0.58939836,1.31069427,0.00054511,0.03644264,0.30120875,1.30454550,0.55817598,0.00000000
-5.25562781,3.03788737,0.57700506,1.30801038,0.00055913,0.03693057,0.29618580,1.31039505,0.54823563,0.00000000
-5.24962481,3.03606618,0.56522969,1.30764562,0.00057508,0.03754941,0.29091081,1.31482259,0.53803964,0.00000000
-5.24362181,3.03487857,0.55405039,1.30931339,0.00059317,0.03828326,0.28543354,1.31781022,0.52755107,0.00000000
-5.23761881,3.03392338,0.54342509,1.31268716,0.00061360,0.03911342,0.27979708,1.31932502,0.51672795,0.00000000
-5.23161581,3.03274870,0.53329537,1.31741427,0.00063660,0.04001875,0.27403778,1.31932157,0.50552739,0.00000000
-5.22561281,3.03087462,0.52359116,1.32313145,0.00066243,0.04097608,0.26818545,1.31774542,0.49390974,0.00000000
-5.21960980,3.02781810,0.51423600,1.32948117,0.00069137,0.04196083,0.26226399,1.31453718,0.48184271,0.00000000
-5.21360680,3.02311889,0.50515259,1.33612834,0.00072381,0.04294769,0.25629225,1.30963697,0.46930506,0.00000000
-5.20760380,3.01636496,0.49626831,1.34277631,0.00076021,0.04391139,0.25028506,1.30298907,0.45628989,0.00000000
-5.20160080,3.00721634,0.48752047,1.34918148,0.00080115,0.04482756,0.24425439,1.29454630,0.44280715,0.00000000
-5.19559780,2.99542572,0.47886092,1.35516566,0.00084735,0.04567347,0.23821056,1.28427408,0.42888541,0.00000000
-5.18959480,2.98085503,0.47025971,1.36062545,0.00089968,0.04642886,0.23216331,1.27215385,0.41457270,0.00000000
-5.18359180,2.96348666,0.46170781,1.36553814,0.00095918,0.04707662,0.22612288,1.25818569,0.39993644,0.00000000
-5.17758879,2.94342882,0.45321838,1.36996350,0.00102704,0.04760333,0.22010073,1.24239010,0.38506244,0.00000000
-5.17158579,2.92091465,0.44482689,1.37404145,0.00110459,0.04799967,0.21411024,1.22480873,0.37005294,0.00000000
-5.16558279,2.89629481,0.43658973,1.37798543,0.00119333,0.04826066,0.20816701,1.20550427,0.35502400,0.00000000
-5.15957979,2.87002409,0.42858162,1.38207171,0.00129484,0.04838564,0.20228902,1.18455944,0.34010215,0.00000000
-5.15357679,2.84264247,0.42089187,1.38662513,0.00141077,0.04837814,0.19649646,1.16207525,0.32542051,0.00000000
-5.14757379,2.81475169,0.41361963,1.39200180,0.00154277,0.04824546,0.19081139,1.13816863,0.31111467,0.00000000
-5.14157079,2.78698839,0.40686850,1.39856971,0.00169244,0.04799817,0.18525727,1.11296979,0.29731843,0.00000000
-5.13556778,2.75999530,0.40074071,1.40668799,0.00186124,0.04764938,0.17985821,1.08661921,0.28415956,0.00000000
-5.12956478,2.73439190,0.39533123,1.41668610,0.00205042,0.04721404,0.17463823,1.05926485,0.27175581,0.00000000
-5.12356178,2.71074604,0.39072211,1.42884374,0.00226092,0.04670800,0.16962046,1.03105933,0.26021141,0.00000000
-5.11755878,2.68954802,0.38697736,1.44337275,0.00249332,0.04614725,0.16482630,1.00215760,0.24961402,0.00000000
-5.11155578,2.67118830,0.38413867,1.46040173,0.00274773,0.04554708,0.16027462,0.97271492,0.24003242,0.00000000
-5.10555278,2.65594013,0.38222212,1.47996427,0.00302374,0.04492137,0.15598114,0.94288535,0.23151487,0.00000000
-5.09954977,2.64394764,0.38121615,1.50199148,0.00332037,0.04428201,0.15195775,0.91282079,0.22408828,0.00000000
-5.09354677,2.63522015,0.38108089,1.52630900,0.00363601,0.04363840,0.14821217,0.88267028,0.21775817,0.00000000
-5.08754377,2.62963270,0.38174876,1.55263896,0.00396844,0.04299725,0.14474761,0.85257986,0.21250933,0.00000000
-5.08154077,2.62693276,0.38312643,1.58060655,0.00431483,0.04236243,0.14156271,0.82269253,0.20830722,0.00000000
-5.07553777,2.62675263,0.38509804,1.60975109,0.00467176,0.04173505,0.13865164,0.79314841,0.20509988,0.00000000
-5.06953477,2.62862688,0.38752942,1.63954107,0.00503535,0.04111376,0.13600430,0.76408485,0.20282040,0.00000000
-5.06353177,2.63201398,0.39027317,1.66939249,0.00540127,0.04049506,0.13360687,0.73563645,0.20138974,0.00000000
-5.05752876,2.63632089,0.39317440,1.69868972,0.00576491,0.03987389,0.13144237,0.70793495,0.20071979,0.00000000
-5.05152576,2.64092981,0.39607673,1.72680801,0.00612154,0.03924414,0.12949145,0.68110874,0.20071657,0.00000000
-5.04552276,2.64522566,0.39882847,1.75313675,0.00646637,0.03859929,0.12773334,0.65528225,0.20128342,0.00000000
-5.03951976,2.64862341,0.40128853,1.77710253,0.00679483,0.03793309,0.12614690,0.63057506,0.20232415,0.00000000
-5.03351676,2.65059408,0.40333204,1.79819121,0.00710262,0.03724010,0.12471173,0.60710090,0.20374599,0.00000000
-5.02751376,2.65068875,0.40485519,1.81596810,0.00738595,0.03651626,0.12340940,0.58496656,0.20546228,0.00000000
-5.02151076,2.64855955,0.40577943,1.83009560,0.00764161,0.03575931,0.12222468,0.56427095,0.20739494,0.00000000
-5.01550775,2.64397722,0.40605468,1.84034772,0.00786715,0.03496916,0.12114676,0.54510432,0.20947649,0.00000000
-5.00950475,2.63684471,0.40566150,1.84662103,0.00806091,0.03414805,0.12017040,0.52754786,0.21165180,0.00000000
-5.00350175,2.62720644,0.40461228,1.84894160,0.00822211,0.03330068,0.11929694,0.51167367,0.21387943,0.00000000
-4.99749875,2.61525315,0.40295129,1.84746792,0.00835085,0.03243410,0.11853520,0.49754521,0.21613250,0.00000000
-4.99149575,2.60132194,0.40075372,1.84248941,0.00844813,0.03155753,0.11790211,0.48521829,0.21839924,0.00000000
-4.98549275,2.58589177,0.39812368,1.83442091,0.00851572,0.03068207,0.11742302,0.47474234,0.22068307,0.00000000
-4.97948974,2.56957429,0.39519126,1.82379294,0.00855616,0.02982031,0.11713178,0.46616207,0.22300221,0.00000000
-4.97348674,2.55310005,0.39210877,1.81123817,0.00857257,0.02898582,0.11707031,0.45951922,0.22538888,0.00000000
-4.96748374,2.53730044,0.38904619,1.79747435,0.00856854,0.02819263,0.11728790,0.45485420,0.22788801,0.00000000
-4.96148074,2.52308546,0.38618595,1.78328415,0.00854795,0.02745468,0.11783989,0.45220739,0.23055549,0.00000000
-4.95547774,2.51141780,0.38371724,1.76949240,0.00851483,0.02678528,0.11878615,0.45161988,0.23345589,0.00000000
-4.94947474,2.50328360,0.38182987,1.75694133,0.00847315,0.02619649,0.12018893,0.45313331,0.23665983,0.00000000
-4.94347174,2.49966063,0.38070793,1.74646449,0.00842669,0.02569874,0.12211043,0.45678882,0.24024086,0.00000000
-4.93746873,2.50148457,0.38052333,1.73886015,0.00837889,0.02530030,0.12461012,0.46262469,0.24427195,0.00000000
-4.93146573,2.50961437,0.38142944,1.73486494,0.00833268,0.02500702,0.12774169,0.47067297,0.24882180,0.00000000
-4.92546273,2.52479779,0.38355501,1.73512867,0.00829044,0.02482203,0.13154998,0.48095481,0.25395086,0.00000000
-4.91945973,2.54763830,0.38699859,1.74019113,0.00825387,0.02474565,0.13606796,0.49347488,0.25970747,0.00000000
-4.91345673,2.57856474,0.39182362,1.75046191,0.00822399,0.02477534,0.14131371,0.50821510,0.26612398,0.00000000
-4.90745373,2.61780512,0.39805441,1.76620391,0.00820111,0.02490583,0.14728788,0.52512793,0.27321331,0.00000000
-4.90145073,2.66536580,0.40567328,1.78752157,0.00818485,0.02512931,0.15397147,0.54412974,0.28096597,0.00000000
-4.89544772,2.72101764,0.41461891,1.81435421,0.00817421,0.02543574,0.16132424,0.56509477,0.28934776,0.00000000
-4.88944472,2.78428990,0.42478625,1.84647517,0.00816761,0.02581327,0.16928388,0.58785014,0.29829834,0.00000000
-4.88344172,2.85447308,0.43602789,1.88349706,0.00816304,0.02624871,0.17776597,0.61217236,0.30773089,0.00000000
-4.87743872,2.93063106,0.44815712,1.92488310,0.00815811,0.02672805,0.18666482,0.63778590,0.31753277,0.00000000
-4.87143572,3.01162279,0.46095257,1.96996448,0.00815020,0.02723706,0.19585525,0.66436408,0.32756751,0.00000000
-4.86543272,3.09613324,0.47416441,2.01796326,0.00813660,0.02776183,0.20519533,0.69153253,0.33767787,0.00000000
-4.85942971,3.18271295,0.48752199,2.06802017,0.00811464,0.02828938,0.21452993,0.71887535,0.34769013,0.00000000
-4.85342671,3.26982488,0.50074253,2.11922624,0.00808179,0.02880813,0.22369504,0.74594385,0.35741938,0.00000000
-4.84742371,3.35589696,0.51354083,2.17065735,0.00803580,0.02930843,0.23252272,0.77226771,0.36667557,0.00000000
-4.84142071,3.43937847,0.52563939,2.22141010,0.00797481,0.02978293,0.24084648,0.79736804,0.37527024,0.00000000
-4.83541771,3.51879778,0.53677870,2.27063773,0.00789743,0.03022690,0.24850682,0.82077198,0.38302349,0.00000000
-4.82941471,3.59281922,0.54672721,2.31758458,0.00780283,0.03063844,0.25535683,0.84202805,0.38977101,0.00000000
-4.82341171,3.66029635,0.55529059,2.36161756,0.00769078,0.03101860,0.26126744,0.86072163,0.39537072,0.00000000
-4.81740870,3.72031938,0.56231985,2.40225329,0.00756172,0.03137136,0.26613221,0.87648970,0.39970877,0.00000000
-4.81140570,3.77225450,0.56771792,2.43917978,0.00741675,0.03170356,0.26987138,0.88903429,0.40270466,0.00000000
-4.80540270,3.81577315,0.57144446,2.47227147,0.00725764,0.03202465,0.27243499,0.89813374,0.40431511,0.00000000
-4.79939970,3.85086998,0.57351859,2.50159719,0.00708684,0.03234647,0.27380499,0.90365137,0.40453653,0.00000000
-4.79339670,3.87786840,0.57401953,2.52742039,0.00690738,0.03268284,0.27399611,0.90554101,0.40340607,0.00000000
-4.78739370,3.89741351,0.57308497,2.55019182,0.00672288,0.03304914,0.27305565,0.90384914,0.40100103,0.00000000
-4.78139070,3.91045261,0.57090735,2.57053470,0.00653745,0.03346192,0.27106198,0.89871361,0.39743677,0.00000000
-4.77538769,3.91820412,0.56772824,2.58922323,0.00635562,0.03393836,0.26812200,0.89035886,0.39286323,0.00000000
-4.76938469,3.92211623,0.56383098,2.60715505,0.00618227,0.03449584,0.26436766,0.87908808,0.38746015,0.00000000
-4.76338169,3.92381714,0.55953205,2.62531906,0.00602251,0.03515142,0.25995164,0.86527253,0.38143132,0.00000000
-4.75737869,3.92505881,0.55517138,2.64475961,0.00588159,0.03592144,0.25504238,0.84933878,0.37499805,0.00000000
-4.75137569,3.92765686,0.55110225,2.66653872,0.00576484,0.03682112,0.24981886,0.83175423,0.36839223,0.00000000
-4.74537269,3.93342878,0.54768094,2.69169761,0.00567753,0.03786415,0.24446513,0.81301179,0.36184919,0.00000000
-4.73936968,3.94413305,0.54525673,2.72121918,0.00562481,0.03906241,0.23916493,0.79361436,0.35560076,0.00000000
-4.73336668,3.96141131,0.54416248,2.75599255,0.00561162,0.04042569,0.23409661,0.77405964,0.34986872,0.00000000
-4.72736368,3.98673576,0.54470612,2.79678109,0.00564260,0.04196152,0.22942849,0.75482603,0.34485885,0.00000000
-4.72136068,4.02136322,0.54716333,2.84419488,0.00572202,0.04367492,0.22531478,0.73636006,0.34075591,0.00000000
-4.71535768,4.06629742,0.55177143,2.89866841,0.00585374,0.04556838,0.22189220,0.71906558,0.33771939,0.00000000
-4.70935468,4.12226022,0.55872463,2.96044408,0.00604107,0.04764168,0.21927734,0.70329526,0.33588045,0.00000000
-4.70335168,4.18967223,0.56817059,3.02956183,0.00628680,0.04989193,0.21756476,0.68934430,0.33533971,0.00000000
-4.69734867,4.26864285,0.58020823,3.10585491,0.00659304,0.05231347,0.21682578,0.67744634,0.33616612,0.00000000
-4.69134567,4.35896943,0.59488661,3.18895174,0.00696121,0.05489793,0.21710800,0.66777173,0.33839666,0.00000000
-4.68534267,4.46014479,0.61220480,3.27828326,0.00739195,0.05763420,0.21843533,0.66042761,0.34203685,0.00000000
-4.67933967,4.57137224,0.63211236,3.37309554,0.00788504,0.06050849,0.22080861,0.65545989,0.34706190,0.00000000
-4.67333667,4.69158708,0.65451060,3.47246663,0.00843932,0.06350439,0.22420647,0.65285654,0.35341832,0.00000000
-4.66733367,4.81948323,0.67925406,3.57532720,0.00905265,0.06660289,0.22858666,0.65255214,0.36102598,0.00000000
-4.66133067,4.95354410,0.70615242,3.68048396,0.00972177,0.06978254,0.23388749,0.65443314,0.36978034,0.00000000
-4.65532766,5.09207640,0.73497267,3.78664523,0.01044229,0.07301954,0.24002940,0.65834381,0.37955489,0.00000000
-4.64932466,5.23324591,0.76544142,3.89244785,0.01120862,0.07628789,0.24691667,0.66409245,0.39020364,0.00000000
-4.64332166,5.37511459,0.79724766,3.99648470,0.01201393,0.07955962,0.25443915,0.67145775,0.40156364,0.00000000
