energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.38169085,2.17663008,0.75927847,0.61231355,0.01572248,0.18092339,0.01416949,0.80449176,1.08712507,0.08618500
-5.37568784,2.13427225,0.74092518,0.59321689,0.01445265,0.17867068,0.01437972,0.78867093,1.07039257,0.08541721
-5.36968484,2.09430106,0.72250618,0.57542336,0.01322747,0.17648152,0.01461830,0.77365487,1.05403025,0.08473248
-5.36368184,2.05678122,0.70423050,0.55890519,0.01205880,0.17437944,0.01487813,0.75947229,1.03816048,0.08412665
-5.35767884,2.02161938,0.68624840,0.54360413,0.01095611,0.17237125,0.01515049,0.74609227,1.02282097,0.08358853
-5.35167584,1.98857335,0.66864940,0.52943525,0.00992650,0.17044702,0.01542529,0.73342622,1.00796843,0.08310040
-5.34567284,1.95726877,0.65146352,0.51629214,0.00897476,0.16858109,0.01569141,0.72133297,0.99348602,0.08263873
-5.33966983,1.92722243,0.63466562,0.50405312,0.00810356,0.16673389,0.01593714,0.70962670,0.97919420,0.08217523
-5.33366683,1.89787090,0.61818253,0.49258823,0.00731366,0.16485446,0.01615060,0.69808729,0.96486414,0.08167821
-5.32766383,1.86860284,0.60190248,0.48176650,0.00660410,0.16288360,0.01632019,0.68647247,0.95023323,0.08111405
-5.32166083,1.83879318,0.58568628,0.47146315,0.00597251,0.16075738,0.01643505,0.67453108,0.93502155,0.08044884
-5.31565783,1.80783761,0.56937949,0.46156652,0.00541537,0.15841092,0.01648547,0.66201679,0.91894856,0.07965000
-5.30965483,1.77518530,0.55282504,0.45198414,0.00492822,0.15578214,0.01646328,0.64870140,0.90174911,0.07868780
-5.30365183,1.74036848,0.53587548,0.44264796,0.00450595,0.15281533,0.01636214,0.63438719,0.88318801,0.07753679
-5.29764882,1.70302747,0.51840422,0.43351838,0.00414303,0.14946435,0.01617779,0.61891755,0.86307237,0.07617697
-5.29164582,1.66292997,0.50031527,0.42458704,0.00383366,0.14569531,0.01590820,0.60218553,0.84126134,0.07459470
-5.28564282,1.61998400,0.48155089,0.41587830,0.00357197,0.14148856,0.01555365,0.58413977,0.81767273,0.07278332
-5.27963982,1.57424413,0.46209700,0.40744940,0.00335215,0.13683999,0.01511665,0.56478770,0.79228652,0.07074337
-5.27363682,1.52591092,0.44198600,0.39938946,0.00316855,0.13176154,0.01460184,0.54419599,0.76514504,0.06848255
-5.26763382,1.47532399,0.42129707,0.39181724,0.00301576,0.12628089,0.01401583,0.52248820,0.73635032,0.06601533
-5.26163082,1.42294932,0.40015404,0.38487793,0.00288872,0.12044048,0.01336687,0.49983999,0.70605868,0.06336231
-5.25562781,1.36936161,0.37872098,0.37873913,0.00278267,0.11429591,0.01266457,0.47647214,0.67447320,0.06054930
-5.24962481,1.31522284,0.35719598,0.37358595,0.00269327,0.10791368,0.01191950,0.45264191,0.64183455,0.05760629
-5.24362181,1.26125792,0.33580340,0.36961557,0.00261655,0.10136868,0.01114289,0.42863312,0.60841087,0.05456624
-5.23761881,1.20822882,0.31478503,0.36703123,0.00254897,0.09474132,0.01034618,0.40474552,0.57448712,0.05146387
-5.23161581,1.15690797,0.29439077,0.36603579,0.00248738,0.08811458,0.00954068,0.38128394,0.54035470,0.04833445
-5.22561281,1.10805221,0.27486905,0.36682497,0.00242903,0.08157110,0.00873725,0.35854770,0.50630164,0.04521266
-5.21960980,1.06237786,0.25645766,0.36958023,0.00237157,0.07519041,0.00794602,0.33682061,0.47260388,0.04213150
-5.21360680,1.02053792,0.23937510,0.37446154,0.00231306,0.06904647,0.00717610,0.31636207,0.43951793,0.03912150
-5.20760380,0.98310157,0.22381304,0.38160002,0.00225193,0.06320548,0.00643546,0.29739928,0.40727507,0.03620990
-5.20160080,0.95053686,0.20992985,0.39109066,0.00218698,0.05772421,0.00573078,0.28012106,0.37607719,0.03342020
-5.19559780,0.92319640,0.19784554,0.40298527,0.00211737,0.05264871,0.00506736,0.26467303,0.34609424,0.03077177
-5.18959480,0.90130656,0.18763817,0.41728588,0.00204259,0.04801353,0.00444915,0.25115454,0.31746321,0.02827970
-5.18359180,0.88496020,0.17934173,0.43393891,0.00196246,0.04384133,0.00387878,0.23961699,0.29028842,0.02595477
-5.17758879,0.87411288,0.17294547,0.45283032,0.00187708,0.04014303,0.00335762,0.23006375,0.26464288,0.02380362
-5.17158579,0.86858268,0.16839472,0.47378218,0.00178678,0.03691822,0.00288591,0.22245140,0.24057064,0.02182899
-5.16558279,0.86805359,0.16559289,0.49655092,0.00169215,0.03415595,0.00246291,0.21669222,0.21808954,0.02003006
-5.15957979,0.87208238,0.16440479,0.52082756,0.00159394,0.03183582,0.00208701,0.21265781,0.19719457,0.01840283
-5.15357679,0.88010885,0.16466086,0.54624025,0.00149303,0.02992920,0.00175595,0.21018365,0.17786114,0.01694063
-5.14757379,0.89146946,0.16616237,0.57235929,0.00139042,0.02840069,0.00146693,0.20907445,0.16004854,0.01563454
-5.14157079,0.90541392,0.16868726,0.59870463,0.00128714,0.02720952,0.00121680,0.20911013,0.14370312,0.01447386
-5.13556778,0.92112462,0.17199657,0.62475600,0.00118426,0.02631116,0.00100217,0.21005234,0.12876119,0.01344661
-5.12956478,0.93773844,0.17584110,0.64996529,0.00108281,0.02565877,0.00081956,0.21165119,0.11515176,0.01253992
-5.12356178,0.95437035,0.17996833,0.67377106,0.00098377,0.02520463,0.00066549,0.21365229,0.10279873,0.01174045
-5.11755878,0.97013830,0.18412928,0.69561461,0.00088803,0.02490151,0.00053656,0.21580355,0.09162292,0.01103475
-5.11155578,0.98418855,0.18808501,0.71495706,0.00079641,0.02470390,0.00042957,0.21786199,0.08154368,0.01040960
-5.10555278,0.99572069,0.19161292,0.73129681,0.00070955,0.02456903,0.00034149,0.21960002,0.07248028,0.00985228
-5.09954977,1.00401145,0.19451220,0.74418663,0.00062802,0.02445783,0.00026957,0.22081120,0.06435299,0.00935082
-5.09354677,1.00843635,0.19660871,0.75324961,0.00055221,0.02433566,0.00021131,0.22131534,0.05708406,0.00889422
-5.08754377,1.00848852,0.19775886,0.75819322,0.00048242,0.02417285,0.00016449,0.22096260,0.05059838,0.00847255
-5.08154077,1.00379372,0.19785246,0.75882085,0.00041879,0.02394505,0.00012717,0.21963670,0.04482420,0.00807714
-5.07553777,0.99412106,0.19681452,0.75504020,0.00036139,0.02363349,0.00009766,0.21725697,0.03969356,0.00770061
-5.06953477,0.97938893,0.19460586,0.74686817,0.00031018,0.02322492,0.00007451,0.21377927,0.03514269,0.00733693
-5.06353177,0.95966588,0.19122263,0.73443185,0.00026506,0.02271152,0.00005651,0.20919575,0.03111239,0.00698140
-5.05752876,0.93516645,0.18669468,0.71796571,0.00022588,0.02209059,0.00004263,0.20353345,0.02754822,0.00663063
-5.05152576,0.90624207,0.18108301,0.69780493,0.00019247,0.02136413,0.00003203,0.19685195,0.02440065,0.00628250
-5.04552276,0.87336761,0.17447631,0.67437522,0.00016467,0.02053835,0.00002404,0.18923996,0.02162519,0.00593601
-5.03951976,0.83712400,0.16698680,0.64817960,0.00014237,0.01962304,0.00001810,0.18081130,0.01918237,0.00559123
-5.03351676,0.79817786,0.15874560,0.61978267,0.00012552,0.01863097,0.00001378,0.17170025,0.01703772,0.00524910
-5.02751376,0.75725893,0.14989779,0.58979306,0.00011415,0.01757715,0.00001075,0.16205652,0.01516164,0.00491134
-5.02151076,0.71513629,0.14059733,0.55884476,0.00010843,0.01647825,0.00000875,0.15204017,0.01352924,0.00458029
-5.01550775,0.67259435,0.13100220,0.52757816,0.00010871,0.01535191,0.00000759,0.14181658,0.01212018,0.00425873
-5.00950475,0.63040952,0.12126976,0.49662142,0.00011548,0.01421615,0.00000717,0.13155170,0.01091843,0.00394977
-5.00350175,0.58932840,0.11155260,0.46657295,0.00012950,0.01308887,0.00000740,0.12140773,0.00991204,0.00365670
-4.99749875,0.55004822,0.10199499,0.43798544,0.00015175,0.01198740,0.00000825,0.11153949,0.00909292,0.00338287
-4.99149575,0.51320014,0.09273002,0.41135211,0.00018351,0.01092814,0.00000972,0.10209136,0.00845660,0.00313161
-4.98549275,0.47933571,0.08387746,0.38709539,0.00022634,0.00992633,0.00001187,0.09319505,0.00800199,0.00290612
-4.97948974,0.44891685,0.07554238,0.36555832,0.00028215,0.00899585,0.00001475,0.08496810,0.00773122,0.00270942
-4.97348674,0.42230942,0.06781446,0.34699881,0.00035319,0.00814915,0.00001846,0.07751309,0.00764937,0.00254430
-4.96748374,0.39978013,0.06076794,0.33158678,0.00044206,0.00739725,0.00002313,0.07091750,0.00776432,0.00241332
-4.96148074,0.38149680,0.05446215,0.31940394,0.00055169,0.00674978,0.00002891,0.06525417,0.00808647,0.00231877
-4.95547774,0.36753150,0.04894249,0.31044630,0.00068537,0.00621508,0.00003595,0.06058208,0.00862854,0.00226268
-4.94947474,0.35786617,0.04424168,0.30462890,0.00084666,0.00580029,0.00004445,0.05694754,0.00940524,0.00224682
-4.94347174,0.35240036,0.04038123,0.30179257,0.00103940,0.00551153,0.00005461,0.05438541,0.01043286,0.00227271
-4.93746873,0.35096048,0.03737299,0.30171248,0.00126757,0.00535396,0.00006663,0.05292041,0.01172890,0.00234164
-4.93146573,0.35331009,0.03522061,0.30410789,0.00153527,0.00533189,0.00008072,0.05256823,0.01331144,0.00245464
-4.92546273,0.35916085,0.03392091,0.30865297,0.00184652,0.00544885,0.00009711,0.05333649,0.01519852,0.00261248
-4.91945973,0.36818357,0.03346498,0.31498820,0.00220520,0.00570758,0.00011600,0.05522533,0.01740732,0.00281568
-4.91345673,0.38001898,0.03383905,0.32273196,0.00261484,0.00611001,0.00013757,0.05822767,0.01995333,0.00306443
-4.90745373,0.39428806,0.03502512,0.33149209,0.00307845,0.00665714,0.00016200,0.06232915,0.02284934,0.00335854
-4.90145073,0.41060136,0.03700125,0.34087695,0.00359832,0.00734897,0.00018940,0.06750763,0.02610440,0.00369743
-4.89544772,0.42856747,0.03974169,0.35050587,0.00417585,0.00818431,0.00021986,0.07373256,0.02972276,0.00408003
-4.88944472,0.44780029,0.04321681,0.36001849,0.00481133,0.00916060,0.00025341,0.08096403,0.03370278,0.00450470
-4.88344172,0.46792515,0.04739295,0.36908305,0.00550374,0.01027380,0.00029001,0.08915189,0.03803601,0.00496917
-4.87743872,0.48858388,0.05223234,0.37740326,0.00625061,0.01151820,0.00032955,0.09823485,0.04270624,0.00547049
-4.87143572,0.50943884,0.05769303,0.38472371,0.00704789,0.01288639,0.00037185,0.10813989,0.04768892,0.00600498
-4.86543272,0.53017615,0.06372913,0.39083379,0.00788982,0.01436917,0.00041666,0.11878203,0.05295073,0.00656818
-4.85942971,0.55050824,0.07029131,0.39557010,0.00876894,0.01595567,0.00046363,0.13006462,0.05844952,0.00715486
-4.85342671,0.57017610,0.07732774,0.39881734,0.00967608,0.01763352,0.00051237,0.14188035,0.06413463,0.00775909
-4.84742371,0.58895117,0.08478537,0.40050797,0.01060044,0.01938912,0.00056240,0.15411289,0.06994759,0.00837427
-4.84142071,0.60663748,0.09261174,0.40062051,0.01152980,0.02120810,0.00061323,0.16663950,0.07582333,0.00899326
-4.83541771,0.62307377,0.10075722,0.39917698,0.01245069,0.02307578,0.00066430,0.17933421,0.08169172,0.00960853
-4.82941471,0.63813611,0.10917758,0.39623944,0.01334874,0.02497789,0.00071510,0.19207191,0.08747965,0.01021239
-4.82341171,0.65174068,0.11783691,0.39190598,0.01420901,0.02690120,0.00076512,0.20473298,0.09311340,0.01079717
-4.81740870,0.66384704,0.12671065,0.38630632,0.01501640,0.02883440,0.00081393,0.21720829,0.09852128,0.01135550
-4.81140570,0.67446139,0.13578859,0.37959723,0.01575610,0.03076880,0.00086118,0.22940451,0.10363655,0.01188059
-4.80540270,0.68363988,0.14507764,0.37195790,0.01641404,0.03269917,0.00090671,0.24124929,0.10840035,0.01236649
-4.79939970,0.69149152,0.15460427,0.36358546,0.01697735,0.03462440,0.00095051,0.25269605,0.11276459,0.01280839
-4.79339670,0.69818034,0.16441611,0.35469063,0.01743482,0.03654811,0.00099282,0.26372817,0.11669470,0.01320284
-4.78739370,0.70392646,0.17458287,0.34549363,0.01777724,0.03847907,0.00103412,0.27436207,0.12017197,0.01354798
-4.78139070,0.70900565,0.18519612,0.33622029,0.01799778,0.04043139,0.00107523,0.28464915,0.12319549,0.01384367
-4.77538769,0.71374700,0.19636784,0.32709834,0.01809221,0.04242449,0.00111729,0.29467612,0.12578352,0.01409165
-4.76938469,0.71852831,0.20822781,0.31835388,0.01805911,0.04448280,0.00116179,0.30456372,0.12797408,0.01429551
-4.76338169,0.72376924,0.22091948,0.31020782,0.01789988,0.04663515,0.00121061,0.31446359,0.12982492,0.01446068
-4.75737869,0.72992176,0.23459474,0.30287246,0.01761876,0.04891391,0.00126599,0.32455348,0.13141265,0.01459430
-4.75137569,0.73745830,0.24940735,0.29654783,0.01722268,0.05135382,0.00133054,0.33503060,0.13283103,0.01470499
-4.74537269,0.74685756,0.26550551,0.29141812,0.01672101,0.05399061,0.00140721,0.34610366,0.13418856,0.01480260
-4.73936968,0.75858849,0.28302362,0.28764793,0.01612526,0.05685942,0.00149922,0.35798353,0.13560536,0.01489786
-4.73336668,0.77309285,0.30207367,0.28537847,0.01544874,0.05999306,0.00161006,0.37087314,0.13720945,0.01500200
-4.72736368,0.79076704,0.32273668,0.28472387,0.01470607,0.06342025,0.00174335,0.38495691,0.13913251,0.01512631
-4.72136068,0.81194397,0.34505439,0.28576757,0.01391274,0.06716381,0.00190278,0.40039027,0.14150539,0.01528171
-4.71535768,0.83687567,0.36902199,0.28855906,0.01308465,0.07123901,0.00209199,0.41728967,0.14445342,0.01547827
-4.70935468,0.86571763,0.39458188,0.29311107,0.01223762,0.07565206,0.00231447,0.43572366,0.14809170,0.01572485
-4.70335168,0.89851554,0.42161925,0.29939743,0.01138695,0.08039886,0.00257338,0.45570553,0.15252069,0.01602868
-4.69734867,0.93519526,0.44995952,0.30735170,0.01054704,0.08546406,0.00287143,0.47718781,0.15782206,0.01639502
-4.69134567,0.97555668,0.47936807,0.31686689,0.00973103,0.09082060,0.00321076,0.50005906,0.16405514,0.01682692
-4.68534267,1.01927197,0.50955239,0.32779624,0.00895052,0.09642959,0.00359275,0.52414324,0.17125407,0.01732507
-4.67933967,1.06588853,0.54016667,0.33995528,0.00821536,0.10224070,0.00401792,0.54920160,0.17942575,0.01788765
-4.67333667,1.11483684,0.57081878,0.35312513,0.00753355,0.10819305,0.00448582,0.57493743,0.18854876,0.01851041
-4.66733367,1.16544313,0.60107963,0.36705714,0.00691113,0.11421652,0.00499492,0.60100324,0.19857328,0.01918678
-4.66133067,1.21694665,0.63049438,0.38147871,0.00635224,0.12023356,0.00554255,0.62701040,0.20942210,0.01990801
-4.65532766,1.26852100,0.65859532,0.39610031,0.00585916,0.12616137,0.00612490,0.65254079,0.22099266,0.02066355
-4.64932466,1.31929886,0.68491586,0.41062333,0.00543248,0.13191435,0.00673705,0.67716006,0.23316018,0.02144139
-4.64332166,1.36839945,0.70900517,0.42474874,0.00507122,0.13740686,0.00737302,0.70043206,0.24578173,0.02222848
