energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.66983492,2.17957611,0.28756329,0.06422806,0.14345205,0.83564888,0.00000000,0.65140194,0.39141248
-5.66383192,2.11588213,0.29229034,0.06742058,0.13730325,0.80952536,0.00000000,0.61767173,0.37932990
-5.65782891,2.05455852,0.29791971,0.07051234,0.13128618,0.78471198,0.00000000,0.58541974,0.36747263
-5.65182591,1.99552940,0.30432717,0.07345116,0.12540601,0.76122197,0.00000000,0.55474172,0.35582194
-5.64582291,1.93859139,0.31134488,0.07618455,0.11966199,0.73900634,0.00000000,0.52567768,0.34434188
-5.63981991,1.88344675,0.31876651,0.07866109,0.11404973,0.71796580,0.00000000,0.49822067,0.33298527
-5.63381691,1.82973863,0.32635388,0.08083182,0.10856338,0.69796424,0.00000000,0.47232656,0.32169980
-5.62781391,1.77708666,0.33384514,0.08265161,0.10319765,0.67884279,0.00000000,0.44792413,0.31043385
-5.62181091,1.72512071,0.34096389,0.08408049,0.09794954,0.66043393,0.00000000,0.42492514,0.29914193
-5.61580790,1.67351123,0.34742910,0.08508479,0.09281967,0.64257462,0.00000000,0.40323363,0.28778911
-5.60980490,1.62199461,0.35296523,0.08563819,0.08781328,0.62511802,0.00000000,0.38275414,0.27635460
-5.60380190,1.57039264,0.35731231,0.08572247,0.08294059,0.60794318,0.00000000,0.36339855,0.26483407
-5.59779890,1.51862518,0.36023534,0.08532813,0.07821687,0.59096229,0.00000000,0.34509129,0.25324084
-5.59179590,1.46671591,0.36153277,0.08445462,0.07366193,0.57412526,0.00000000,0.32777271,0.24160580
-5.58579290,1.41479119,0.36104372,0.08311046,0.06929935,0.55742160,0.00000000,0.31140082,0.22997631
-5.57978989,1.36307244,0.35865347,0.08131293,0.06515528,0.54087954,0.00000000,0.29595126,0.21841399
-5.57378689,1.31186281,0.35429716,0.07908764,0.06125708,0.52456270,0.00000000,0.28141586,0.20699187
-5.56778389,1.26152922,0.34796158,0.07646774,0.05763184,0.50856450,0.00000000,0.26779984,0.19579077
-5.56178089,1.21248081,0.33968493,0.07349300,0.05430473,0.49300086,0.00000000,0.25511813,0.18489546
-5.55577789,1.16514523,0.32955461,0.07020870,0.05129759,0.47800155,0.00000000,0.24339100,0.17439060
-5.54977489,1.11994410,0.31770329,0.06666433,0.04862749,0.46370080,0.00000000,0.23263933,0.16435675
-5.54377189,1.07726891,0.30430347,0.06291232,0.04630553,0.45022768,0.00000000,0.22287991,0.15486673
-5.53776888,1.03745875,0.28956069,0.05900662,0.04433602,0.43769684,0.00000000,0.21412105,0.14598235
-5.53176588,1.00078081,0.27370591,0.05500137,0.04271576,0.42620008,0.00000000,0.20635870,0.13775179
-5.52576288,0.96741487,0.25698737,0.05094962,0.04143387,0.41579929,0.00000000,0.19957341,0.13020765
-5.51975988,0.93744218,0.23966230,0.04690209,0.04047176,0.40652101,0.00000000,0.19372820,0.12336575
-5.51375688,0.91083952,0.22198875,0.04290623,0.03980359,0.39835301,0.00000000,0.18876756,0.11722474
-5.50775388,0.88747849,0.20421813,0.03900525,0.03939695,0.39124302,0.00000000,0.18461749,0.11176643
-5.50175088,0.86713005,0.18658842,0.03523753,0.03921383,0.38509973,0.00000000,0.18118671,0.10695691
-5.49574787,0.84947409,0.16931857,0.03163607,0.03921188,0.37979588,0.00000000,0.17836893,0.10274824
-5.48974487,0.83411340,0.15260399,0.02822832,0.03934572,0.37517342,0.00000000,0.17604604,0.09908077
-5.48374187,0.82059145,0.13661343,0.02503604,0.03956854,0.37105037,0.00000000,0.17409203,0.09588577
-5.47773887,0.80841295,0.12148711,0.02207550,0.03983358,0.36722913,0.00000000,0.17237756,0.09308851
-5.47173587,0.79706631,0.10733621,0.01935770,0.04009571,0.36350561,0.00000000,0.17077490,0.09061131
-5.46573287,0.78604686,0.09424336,0.01688888,0.04031296,0.35967904,0.00000000,0.16916292,0.08837680
-5.45972986,0.77487973,0.08226440,0.01467106,0.04044782,0.35556159,0.00000000,0.16743209,0.08631091
-5.45372686,0.76314133,0.07143072,0.01270262,0.04046846,0.35098762,0.00000000,0.16548905,0.08434569
-5.44772386,0.75047853,0.06175250,0.01097907,0.04034973,0.34582200,0.00000000,0.16326076,0.08242181
-5.44172086,0.73662456,0.05322221,0.00949371,0.04007386,0.33996701,0.00000000,0.16069787,0.08049056
-5.43571786,0.72141120,0.04581844,0.00823832,0.03963093,0.33336771,0.00000000,0.15777727,0.07851540
-5.42971486,0.70477656,0.03950979,0.00720388,0.03901910,0.32601532,0.00000000,0.15450377,0.07647298
-5.42371186,0.68676839,0.03425858,0.00638115,0.03824452,0.31794867,0.00000000,0.15091068,0.07435357
-5.41770885,0.66754275,0.03002436,0.00576122,0.03732096,0.30925357,0.00000000,0.14705949,0.07216096
-5.41170585,0.64735841,0.02676695,0.00533597,0.03626930,0.30006025,0.00000000,0.14303849,0.06991189
-5.40570285,0.62656715,0.02444901,0.00509843,0.03511668,0.29053888,0.00000000,0.13896060,0.06763492
-5.39969985,0.60560058,0.02303807,0.00504307,0.03389562,0.28089367,0.00000000,0.13496026,0.06536895
-5.39369685,0.58495423,0.02250790,0.00516591,0.03264286,0.27135553,0.00000000,0.13118972,0.06316147
-5.38769385,0.56516942,0.02283926,0.00546459,0.03139821,0.26217395,0.00000000,0.12781472,0.06106643
-5.38169085,0.54681388,0.02402001,0.00593832,0.03020335,0.25360809,0.00000000,0.12500978,0.05914209
-5.37568784,0.53046175,0.02604460,0.00658774,0.02910050,0.24591785,0.00000000,0.12295318,0.05744869
-5.36968484,0.51667376,0.02891297,0.00741460,0.02813130,0.23935492,0.00000000,0.12182184,0.05604618
-5.36368184,0.50597826,0.03262896,0.00842149,0.02733555,0.23415430,0.00000000,0.12178616,0.05499202
-5.35767884,0.49885353,0.03719816,0.00961138,0.02675017,0.23052652,0.00000000,0.12300500,0.05433908
-5.35167584,0.49571211,0.04262555,0.01098713,0.02640820,0.22865080,0.00000000,0.12562086,0.05413375
-5.34567284,0.49688714,0.04891273,0.01255095,0.02633795,0.22866926,0.00000000,0.12975543,0.05441427
-5.33966983,0.50262139,0.05605507,0.01430379,0.02656222,0.23068241,0.00000000,0.13550549,0.05520933
-5.33366683,0.51305876,0.06403880,0.01624477,0.02709773,0.23474583,0.00000000,0.14293936,0.05653689
-5.32766383,0.52823860,0.07283827,0.01837053,0.02795465,0.24086827,0.00000000,0.15209395,0.05840331
-5.32166083,0.54809272,0.08241335,0.02067468,0.02913631,0.24901092,0.00000000,0.16297236,0.06080282
-5.31565783,0.57244515,0.09270736,0.02314725,0.03063900,0.25908802,0.00000000,0.17554233,0.06371724
-5.30965483,0.60101448,0.10364540,0.02577422,0.03245195,0.27096866,0.00000000,0.18973532,0.06711594
-5.30365183,0.63341873,0.11513345,0.02853720,0.03455752,0.28447957,0.00000000,0.20544653,0.07095627
-5.29764882,0.66918261,0.12705811,0.03141322,0.03693142,0.29940908,0.00000000,0.22253572,0.07518405
-5.29164582,0.70774703,0.13928727,0.03437463,0.03954316,0.31551183,0.00000000,0.24082893,0.07973459
-5.28564282,0.74848065,0.15167163,0.03738926,0.04235660,0.33251438,0.00000000,0.26012110,0.08453380
-5.27963982,0.79069335,0.16404708,0.04042073,0.04533067,0.35012140,0.00000000,0.28017955,0.08949967
-5.27363682,0.83365124,0.17623802,0.04342893,0.04842020,0.36802247,0.00000000,0.30074833,0.09454400
-5.26763382,0.87659317,0.18806131,0.04637078,0.05157681,0.38589925,0.00000000,0.32155328,0.09957429
-5.26163082,0.91874814,0.19933104,0.04920108,0.05475001,0.40343292,0.00000000,0.34230784,0.10449588
-5.25562781,0.95935350,0.20986367,0.05187360,0.05788827,0.42031169,0.00000000,0.36271928,0.10921424
-5.24962481,0.99767333,0.21948348,0.05434225,0.06094018,0.43623831,0.00000000,0.38249546,0.11363727
-5.24362181,1.03301671,0.22802814,0.05656239,0.06385567,0.45093728,0.00000000,0.40135166,0.11767775
-5.23761881,1.06475516,0.23535403,0.05849212,0.06658715,0.46416167,0.00000000,0.41901752,0.12125558
-5.23161581,1.09233896,0.24134120,0.06009362,0.06909069,0.47569933,0.00000000,0.43524377,0.12430006
-5.22561281,1.11531168,0.24589769,0.06133439,0.07132702,0.48537829,0.00000000,0.44980854,0.12675185
-5.21960980,1.13332242,0.24896288,0.06218835,0.07326257,0.49307122,0.00000000,0.46252306,0.12856468
-5.21360680,1.14613539,0.25050997,0.06263679,0.07487019,0.49869879,0.00000000,0.47323662,0.12970670
-5.20760380,1.15363634,0.25054715,0.06266909,0.07612989,0.50223172,0.00000000,0.48184045,0.13016143
-5.20160080,1.15583549,0.24911763,0.06228320,0.07702922,0.50369155,0.00000000,0.48827062,0.12992823
-5.19559780,1.15286700,0.24629832,0.06148577,0.07756357,0.50314994,0.00000000,0.49250955,0.12902225
-5.18959480,1.14498457,0.24219734,0.06029203,0.07773615,0.50072660,0.00000000,0.49458631,0.12747392
-5.18359180,1.13255355,0.23695037,0.05872544,0.07755782,0.49658580,0.00000000,0.49457556,0.12532790
-5.17758879,1.11603959,0.23071605,0.05681693,0.07704668,0.49093153,0.00000000,0.49259509,0.12264162
-5.17158579,1.09599426,0.22367054,0.05460402,0.07622740,0.48400152,0.00000000,0.48880214,0.11948336
-5.16558279,1.07303811,0.21600159,0.05212969,0.07513043,0.47606027,0.00000000,0.48338860,0.11593003
-5.15957979,1.04784179,0.20790223,0.04944109,0.07379103,0.46739129,0.00000000,0.47657509,0.11206470
-5.15357679,1.02110582,0.19956450,0.04658822,0.07224815,0.45828876,0.00000000,0.46860432,0.10797401
-5.14757379,0.99353995,0.19117327,0.04362251,0.07054328,0.44904913,0.00000000,0.45973383,0.10374547
-5.14157079,0.96584270,0.18290068,0.04059545,0.06871917,0.43996256,0.00000000,0.45022839,0.09946493
-5.13556778,0.93868185,0.17490109,0.03755734,0.06681867,0.43130493,0.00000000,0.44035240,0.09521410
-5.12956478,0.91267673,0.16730697,0.03455615,0.06488350,0.42333038,0.00000000,0.43036243,0.09106847
-5.12356178,0.88838282,0.16022581,0.03163647,0.06295323,0.41626481,0.00000000,0.42050029,0.08709546
-5.11755878,0.86627923,0.15373797,0.02883882,0.06106426,0.41030050,0.00000000,0.41098685,0.08335304
-5.11155578,0.84675933,0.14789580,0.02619897,0.05924913,0.40559199,0.00000000,0.40201680,0.07988874
-5.10555278,0.83012506,0.14272377,0.02374765,0.05753586,0.40225344,0.00000000,0.39375448,0.07673916
-5.09954977,0.81658454,0.13821964,0.02151037,0.05594763,0.40035735,0.00000000,0.38633101,0.07392997
-5.09354677,0.80625336,0.13435664,0.01950745,0.05450258,0.39993473,0.00000000,0.37984268,0.07147625
-5.08754377,0.79915891,0.13108637,0.01775422,0.05321390,0.40097664,0.00000000,0.37435067,0.06938334
-5.08154077,0.79524765,0.12834240,0.01626140,0.05209010,0.40343685,0.00000000,0.36988194,0.06764791
-5.07553777,0.79439466,0.12604429,0.01503554,0.05113543,0.40723553,0.00000000,0.36643135,0.06625940
-5.06953477,0.79641498,0.12410188,0.01407956,0.05035050,0.41226375,0.00000000,0.36396467,0.06520154
-5.06353177,0.80107615,0.12241966,0.01339335,0.04973302,0.41838850,0.00000000,0.36242246,0.06445409
-5.05752876,0.80811126,0.12090106,0.01297435,0.04927861,0.42545794,0.00000000,0.36172446,0.06399444
-5.05152576,0.81723198,0.11945235,0.01281812,0.04898169,0.43330685,0.00000000,0.36177451,0.06379928
-5.04552276,0.82814108,0.11798628,0.01291892,0.04883633,0.44176182,0.00000000,0.36246550,0.06384607
-5.03951976,0.84054392,0.11642505,0.01327014,0.04883714,0.45064625,0.00000000,0.36368451,0.06411430
-5.03351676,0.85415868,0.11470275,0.01386474,0.04898012,0.45978488,0.00000000,0.36531776,0.06458657
-5.02751376,0.86872499,0.11276716,0.01469550,0.04926337,0.46900786,0.00000000,0.36725534,0.06524931
-5.02151076,0.88401103,0.11058078,0.01575530,0.04968785,0.47815427,0.00000000,0.36939578,0.06609328
-5.01550775,0.89981890,0.10812135,0.01703715,0.05025792,0.48707528,0.00000000,0.37165018,0.06711373
-5.00950475,0.91598859,0.10538174,0.01853421,0.05098189,0.49563667,0.00000000,0.37394617,0.06831027
-5.00350175,0.93240041,0.10236924,0.02023969,0.05187247,0.50372112,0.00000000,0.37623159,0.06968657
-4.99749875,0.94897649,0.09910459,0.02214662,0.05294710,0.51123014,0.00000000,0.37847785,0.07124971
-4.99149575,0.96568109,0.09562053,0.02424760,0.05422826,0.51808570,0.00000000,0.38068317,0.07300945
-4.98549275,0.98252035,0.09196022,0.02653440,0.05574369,0.52423175,0.00000000,0.38287555,0.07497735
-4.97948974,0.99954141,0.08817552,0.02899764,0.05752659,0.52963540,0.00000000,0.38511549,0.07716575
-4.97348674,1.01683104,0.08432525,0.03162627,0.05961567,0.53428808,0.00000000,0.38749839,0.07958681
-4.96748374,1.03451400,0.08047347,0.03440724,0.06205520,0.53820627,0.00000000,0.39015649,0.08225153
-4.96148074,1.05275083,0.07668787,0.03732510,0.06489491,0.54143197,0.00000000,0.39326023,0.08516881
-4.95547774,1.07173536,0.07303835,0.04036168,0.06818976,0.54403277,0.00000000,0.39701871,0.08834466
-4.94947474,1.09169146,0.06959563,0.04349587,0.07199956,0.54610130,0.00000000,0.40167914,0.09178150
-4.94347174,1.11286911,0.06643015,0.04670353,0.07638833,0.54775403,0.00000000,0.40752501,0.09547764
-4.93746873,1.13553950,0.06361100,0.04995755,0.08142344,0.54912937,0.00000000,0.41487259,0.09942692
-4.93146573,1.15998896,0.06120497,0.05322807,0.08717441,0.55038475,0.00000000,0.42406578,0.10361850
-4.92546273,1.18651167,0.05927566,0.05648284,0.09371134,0.55169305,0.00000000,0.43546889,0.10803679
-4.91945973,1.21540087,0.05788256,0.05968778,0.10110298,0.55323787,0.00000000,0.44945746,0.11266162
-4.91345673,1.24693871,0.05708009,0.06280773,0.10941439,0.55520820,0.00000000,0.46640697,0.11746842
-4.90745373,1.28138470,0.05691665,0.06580724,0.11870421,0.55779217,0.00000000,0.48667962,0.12242856
-4.90145073,1.31896296,0.05743343,0.06865162,0.12902153,0.56117038,0.00000000,0.51060949,0.12750973
-4.89544772,1.35984849,0.05866322,0.07130789,0.14040253,0.56550872,0.00000000,0.53848624,0.13267638
-4.88944472,1.40415302,0.06062912,0.07374590,0.15286686,0.57095129,0.00000000,0.57053819,0.13789014
-4.88344172,1.45191074,0.06334316,0.07593931,0.16641396,0.57761328,0.00000000,0.60691504,0.14311024
-4.87743872,1.50306468,0.06680493,0.07786658,0.18101949,0.58557453,0.00000000,0.64767134,0.14829392
-4.87143572,1.55745448,0.07100033,0.07951183,0.19663204,0.59487384,0.00000000,0.69275130,0.15339672
-4.86543272,1.61480613,0.07590043,0.08086543,0.21317026,0.60550437,0.00000000,0.74197586,0.15837280
-4.85942971,1.67472460,0.08146056,0.08192451,0.23052079,0.61741045,0.00000000,0.79503295,0.16317521
-4.85342671,1.73669012,0.08761983,0.08269323,0.24853700,0.63048608,0.00000000,0.85147174,0.16775612
-4.84742371,1.80005862,0.09430102,0.08318269,0.26703887,0.64457517,0.00000000,0.91070143,0.17206710
-4.84142071,1.86406700,0.10141101,0.08341076,0.28581413,0.65947377,0.00000000,0.97199545,0.17605941
-4.83541771,1.92784352,0.10884177,0.08340154,0.30462075,0.67493415,0.00000000,1.03450106,0.17968438
-4.82941471,1.99042341,0.11647199,0.08318470,0.32319086,0.69067089,0.00000000,1.09725469,0.18289391
-4.82341171,2.05076957,0.12416930,0.08279456,0.34123604,0.70636857,0.00000000,1.15920271,0.18564110
-4.81740870,2.10779787,0.13179309,0.08226908,0.35845395,0.72169102,0.00000000,1.21922718,0.18788097
-4.81140570,2.16040636,0.13919778,0.08164868,0.37453606,0.73629163,0.00000000,1.27617583,0.18957141
-4.80540270,2.20750732,0.14623660,0.08097501,0.38917620,0.74982438,0.00000000,1.32889523,0.19067419
-4.79939970,2.24806095,0.15276557,0.08028968,0.40207976,0.76195513,0.00000000,1.37626576,0.19115608
-4.79339670,2.28110914,0.15864761,0.07963303,0.41297297,0.77237260,0.00000000,1.41723717,0.19099003
-4.78739370,2.30580792,0.16375666,0.07904283,0.42161202,0.78079861,0.00000000,1.45086296,0.19015632
-4.78139070,2.32145686,0.16798146,0.07855316,0.42779145,0.78699698,0.00000000,1.47633221,0.18864363
-4.77538769,2.32752410,0.17122903,0.07819336,0.43135161,0.79078080,0.00000000,1.49299728,0.18644998
-4.76938469,2.32366547,0.17342748,0.07798701,0.43218458,0.79201758,0.00000000,1.50039609,0.18358338
-4.76338169,2.30973693,0.17452823,0.07795116,0.43023845,0.79063210,0.00000000,1.49826797,0.18006228
-4.75737869,2.28579943,0.17450727,0.07809569,0.42551962,0.78660689,0.00000000,1.48656223,0.17591557
-4.75137569,2.25211595,0.17336567,0.07842279,0.41809306,0.77998020,0.00000000,1.46543914,0.17118234
-4.74537269,2.20914093,0.17112913,0.07892672,0.40808038,0.77084185,0.00000000,1.43526327,0.16591111
-4.73936968,2.15750248,0.16784665,0.07959377,0.39565603,0.75932703,0.00000000,1.39658945,0.16015886
-4.73336668,2.09797858,0.16358849,0.08040239,0.38104152,0.74560851,0.00000000,1.35014232,0.15398957
-4.72736368,2.03146823,0.15844328,0.08132361,0.36449814,0.72988783,0.00000000,1.29679021,0.14747261
-4.72136068,1.95895937,0.15251475,0.08232176,0.34631853,0.71238594,0.00000000,1.23751493,0.14068090
-4.71535768,1.88149505,0.14591800,0.08335529,0.32681726,0.69333373,0.00000000,1.17337866,0.13368892
-4.70935468,1.80013965,0.13877552,0.08437797,0.30632123,0.67296324,0.00000000,1.10548972,0.12657080
-4.70335168,1.71594680,0.13121326,0.08534022,0.28515993,0.65149975,0.00000000,1.03496851,0.11939840
-4.69734867,1.62993032,0.12335686,0.08619062,0.26365621,0.62915533,0.00000000,0.96291526,0.11223964
-4.69134567,1.54303959,0.11532809,0.08687762,0.24211787,0.60612402,0.00000000,0.89038072,0.10515703
-4.68534267,1.45613994,0.10724179,0.08735117,0.22083031,0.58257884,0.00000000,0.81834082,0.09820651
-4.67933967,1.36999889,0.09920335,0.08756459,0.20005051,0.55867057,0.00000000,0.74767614,0.09143663
-4.67333667,1.28527799,0.09130667,0.08747613,0.18000250,0.53452834,0.00000000,0.67915651,0.08488811
-4.66733367,1.20253043,0.08363290,0.08705059,0.16087433,0.51026166,0.00000000,0.61343104,0.07859369
-4.66133067,1.12220351,0.07624962,0.08626066,0.14281660,0.48596360,0.00000000,0.55102340,0.07257835
-4.65532766,1.04464547,0.06921072,0.08508796,0.12594234,0.46171487,0.00000000,0.49233189,0.06685979
-4.64932466,0.97011557,0.06255670,0.08352386,0.11032824,0.43758823,0.00000000,0.43763395,0.06144912
-4.64332166,0.89879642,0.05631541,0.08156983,0.09601692,0.41365299,0.00000000,0.38709417,0.05635174
-4.63731866,0.83080744,0.05050322,0.07923749,0.08302005,0.38997906,0.00000000,0.34077522,0.05156826
-4.63131566,0.76621854,0.04512627,0.07654829,0.07132217,0.36664040,0.00000000,0.29865065,0.04709549
-4.62531266,0.70506302,0.04018201,0.07353273,0.06088481,0.34371751,0.00000000,0.26061894,0.04292740
-4.61930965,0.64734906,0.03566071,0.07022937,0.05165085,0.32129881,0.00000000,0.22651784,0.03905598
-4.61330665,0.59306928,0.03154699,0.06668349,0.04354882,0.29948100,0.00000000,0.19613861,0.03547201
-4.60730365,0.54220795,0.02782122,0.06294554,0.03649699,0.27836809,0.00000000,0.16923929,0.03216565
-4.60130065,0.49474591,0.02446088,0.05906947,0.03040720,0.25806959,0.00000000,0.14555683,0.02912695
-4.59529765,0.45066306,0.02144163,0.05511100,0.02518821,0.23869772,0.00000000,0.12481774,0.02634609
-4.58929465,0.40993891,0.01873832,0.05112584,0.02074854,0.22036396,0.00000000,0.10674698,0.02381362
-4.58329165,0.37255118,0.01632575,0.04716807,0.01699893,0.20317523,0.00000000,0.09107517,0.02152045
-4.57728864,0.33847328,0.01417923,0.04328862,0.01385411,0.18722983,0.00000000,0.07754414,0.01945782
-4.57128564,0.30767069,0.01227506,0.03953394,0.01123423,0.17261351,0.00000000,0.06591091,0.01761712
-4.56528264,0.28009703,0.01059080,0.03594497,0.00906576,0.15939574,0.00000000,0.05595021,0.01598971
-4.55927964,0.25569007,0.00910541,0.03255628,0.00728206,0.14762655,0.00000000,0.04745595,0.01456672
-4.55327664,0.23436810,0.00779937,0.02939559,0.00582357,0.13733396,0.00000000,0.04024158,0.01333881
-4.54727364,0.21602695,0.00665467,0.02648346,0.00463772,0.12852213,0.00000000,0.03413976,0.01229598
-4.54127064,0.20053788,0.00565474,0.02383330,0.00367872,0.12117039,0.00000000,0.02900152,0.01142740
-4.53526763,0.18774659,0.00478441,0.02145164,0.00290709,0.11523306,0.00000000,0.02469495,0.01072132
-4.52926463,0.17747323,0.00402980,0.01933851,0.00228917,0.11064014,0.00000000,0.02110379,0.01016503
-4.52326163,0.16951365,0.00337822,0.01748806,0.00179655,0.10729873,0.00000000,0.01812582,0.00974481
-4.51725863,0.16364163,0.00281808,0.01588931,0.00140545,0.10509529,0.00000000,0.01567135,0.00944607
-4.51125563,0.15961216,0.00233881,0.01452693,0.00109614,0.10389840,0.00000000,0.01366173,0.00925346
-4.50525263,0.15716553,0.00193078,0.01338210,0.00085239,0.10356214,0.00000000,0.01202801,0.00915105
-4.49924962,0.15603209,0.00158521,0.01243341,0.00066096,0.10392987,0.00000000,0.01070975,0.00912254
-4.49324662,0.15593753,0.00129416,0.01165771,0.00051108,0.10483827,0.00000000,0.00965398,0.00915154
