energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.80790395,2.28374434,0.56909410,1.71629840,0.00881241,0.03108006,0.18383844,0.00920787,0.41944578
-5.80190095,2.32866350,0.57462259,1.74829371,0.00908680,0.03080153,0.18053098,0.01020830,0.42915149
-5.79589795,2.37350751,0.57991094,1.77911987,0.00939237,0.03049539,0.17712797,0.01133577,0.43981534
-5.78989495,2.41780569,0.58503488,1.80820808,0.00973134,0.03017490,0.17374925,0.01259659,0.45146583
-5.78389195,2.46103980,0.59004855,1.83497908,0.01010486,0.02985261,0.17050303,0.01399531,0.46410478
-5.77788894,2.50265762,0.59498098,1.85886171,0.01051289,0.02953987,0.16748225,0.01553428,0.47770547
-5.77188594,2.54208863,0.59983422,1.87931188,0.01095418,0.02924642,0.16476162,0.01721345,0.49221188
-5.76588294,2.57876063,0.60458301,1.89583090,0.01142626,0.02898013,0.16239556,0.01903000,0.50753865
-5.75987994,2.61211676,0.60917609,1.90798232,0.01192546,0.02874680,0.16041711,0.02097823,0.52357210
-5.75387694,2.64163169,0.61353887,1.91540638,0.01244698,0.02855014,0.15883762,0.02304943,0.54017199
-5.74787394,2.66682632,0.61757719,1.91783147,0.01298507,0.02839178,0.15764748,0.02523178,0.55717407
-5.74187094,2.68728029,0.62118212,1.91508194,0.01353309,0.02827147,0.15681753,0.02751045,0.57439323
-5.73586793,2.70264171,0.62423508,1.90708205,0.01408377,0.02818720,0.15630127,0.02986768,0.59162722
-5.72986493,2.71263364,0.62661339,1.89385598,0.01462936,0.02813550,0.15603760,0.03228303,0.60866068
-5.72386193,2.71705741,0.62819553,1.87552387,0.01516183,0.02811168,0.15595396,0.03473360,0.62526943
-5.71785893,2.71579251,0.62886614,1.85229438,0.01567313,0.02811009,0.15596982,0.03719445,0.64122486
-5.71185593,2.70879349,0.62852027,1.82445421,0.01615531,0.02812442,0.15600021,0.03963898,0.65629821
-5.70585293,2.69608424,0.62706687,1.79235516,0.01660080,0.02814790,0.15595917,0.04203941,0.67026482
-5.69984992,2.67775008,0.62443130,1.75639959,0.01700252,0.02817349,0.15576313,0.04436726,0.68290798
-5.69384692,2.65392854,0.62055692,1.71702510,0.01735405,0.02819409,0.15533385,0.04659390,0.69402261
-5.68784392,2.62479932,0.61540571,1.67468912,0.01764978,0.02820264,0.15460104,0.04869109,0.70341849
-5.68184092,2.59057435,0.60895804,1.62985437,0.01788497,0.02819221,0.15350448,0.05063148,0.71092313
-5.67583792,2.55148858,0.60121183,1.58297581,0.01805588,0.02815611,0.15199558,0.05238914,0.71638431
-5.66983492,2.50779213,0.59218105,1.53448968,0.01815978,0.02808789,0.15003847,0.05394008,0.71967222
-5.66383192,2.45974435,0.58189409,1.48480513,0.01819499,0.02798144,0.14761048,0.05526263,0.72068132
-5.65782891,2.40761017,0.57039184,1.43429869,0.01816091,0.02783102,0.14470219,0.05633795,0.71933185
-5.65182591,2.35165889,0.55772598,1.38331169,0.01805801,0.02763133,0.14131692,0.05715032,0.71557121
-5.64582291,2.29216548,0.54395741,1.33215064,0.01788780,0.02737758,0.13746998,0.05768747,0.70937503
-5.63981991,2.22941420,0.52915505,1.28109018,0.01765280,0.02706560,0.13318745,0.05794085,0.70074803
-5.63381691,2.16370419,0.51339499,1.23037844,0.01735651,0.02669198,0.12850479,0.05790582,0.68972473
-5.62781391,2.09535653,0.49676011,1.18024404,0.01700337,0.02625415,0.12346530,0.05758174,0.67636987
-5.62181091,2.02472215,0.47934005,1.13090439,0.01659871,0.02575058,0.11811849,0.05697208,0.66077859
-5.61580790,1.95218981,0.46123149,1.08257441,0.01614866,0.02518092,0.11251840,0.05608440,0.64307623
-5.60980490,1.87819355,0.44253857,1.03547509,0.01566013,0.02454610,0.10672201,0.05493023,0.62341775
-5.60380190,1.80321862,0.42337351,0.98984121,0.01514072,0.02384851,0.10078773,0.05352495,0.60198665
-5.59779890,1.72780542,0.40385697,0.94592759,0.01459859,0.02309203,0.09477408,0.05188758,0.57899338
-5.59179590,1.65255074,0.38411842,0.90401331,0.01404245,0.02228214,0.08873844,0.05004043,0.55467310
-5.58579290,1.57810583,0.36429599,0.86440364,0.01348137,0.02142589,0.08273610,0.04800878,0.52928290
-5.57978989,1.50517117,0.34453609,0.82742919,0.01292467,0.02053190,0.07681942,0.04582044,0.50309830
-5.57378689,1.43448777,0.32499248,0.79344237,0.01238183,0.01961024,0.07103722,0.04350526,0.47640931
-5.56778389,1.36682517,0.30582489,0.76281117,0.01186225,0.01867232,0.06543434,0.04109466,0.44951587
-5.56178089,1.30296653,0.28719726,0.73591041,0.01137516,0.01773072,0.06005138,0.03862107,0.42272294
-5.55577789,1.24369143,0.26927555,0.71311105,0.01092939,0.01679898,0.05492457,0.03611739,0.39633545
-5.54977489,1.18975697,0.25222531,0.69476777,0.01053322,0.01589139,0.05008579,0.03361645,0.37065302
-5.54377189,1.14187817,0.23620910,0.68120582,0.01019418,0.01502272,0.04556270,0.03115054,0.34596490
-5.53776888,1.10070855,0.22138392,0.67270752,0.00991890,0.01420805,0.04137890,0.02875088,0.32254519
-5.53176588,1.06682183,0.20789868,0.66949940,0.00971294,0.01346250,0.03755426,0.02644730,0.30064852
-5.52576288,1.04069573,0.19589202,0.67174057,0.00958066,0.01280104,0.03410519,0.02426779,0.28050633
-5.51975988,1.02269869,0.18549038,0.67951312,0.00952511,0.01223836,0.03104502,0.02223832,0.26232393
-5.51375688,1.01308010,0.17680655,0.69281503,0.00954796,0.01178866,0.02838430,0.02038258,0.24627835
-5.50775388,1.01196481,0.16993865,0.71155628,0.00964945,0.01146564,0.02613112,0.01872187,0.23251709
-5.50175088,1.01935187,0.16496961,0.73555824,0.00982840,0.01128234,0.02429147,0.01727502,0.22115762
-5.49574787,1.03511778,0.16196704,0.76455669,0.01008224,0.01125115,0.02286938,0.01605838,0.21228770
-5.48974487,1.05902402,0.16098348,0.79820823,0.01040711,0.01138374,0.02186720,0.01508588,0.20596637
-5.48374187,1.09072824,0.16205687,0.83610006,0.01079792,0.01169105,0.02128560,0.01436901,0.20222541
-5.47773887,1.12979871,0.16521128,0.87776243,0.01124858,0.01218325,0.02112368,0.01391692,0.20107116
-5.47173587,1.17573094,0.17045745,0.92268333,0.01175206,0.01286966,0.02137882,0.01373647,0.20248653
-5.46573287,1.22796572,0.17779342,0.97032467,0.01230069,0.01375867,0.02204652,0.01383225,0.20643296
-5.45972986,1.28590740,0.18720472,1.02013896,0.01288624,0.01485759,0.02312020,0.01420656,0.21285224
-5.45372686,1.34894150,0.19866440,1.07158587,0.01350019,0.01617247,0.02459082,0.01485940,0.22166806
-5.44772386,1.41645062,0.21213250,1.12414756,0.01413388,0.01770786,0.02644654,0.01578837,0.23278708
-5.44172086,1.48782790,0.22755525,1.17734221,0.01477867,0.01946650,0.02867233,0.01698856,0.24609965
-5.43571786,1.56248738,0.24486371,1.23073487,0.01542610,0.02144898,0.03124954,0.01845242,0.26148006
-5.42971486,1.63987088,0.26397223,1.28394537,0.01606799,0.02365339,0.03415560,0.02016959,0.27878643
-5.42371186,1.71945130,0.28477659,1.33665279,0.01669654,0.02607488,0.03736374,0.02212675,0.29786034
-5.41770885,1.80073246,0.30715211,1.38859652,0.01730439,0.02870531,0.04084282,0.02430753,0.31852630
-5.41170585,1.88324597,0.33095187,1.43957407,0.01788465,0.03153284,0.04455738,0.02669239,0.34059139
-5.40570285,1.96654574,0.35600527,1.48943592,0.01843090,0.03454168,0.04846781,0.02925862,0.36384505
-5.39969985,2.05020086,0.38211710,1.53807806,0.01893722,0.03771178,0.05253081,0.03198043,0.38805940
-5.39369685,2.13378806,0.40906737,1.58543286,0.01939813,0.04101874,0.05669996,0.03482913,0.41299018
-5.38769385,2.21688448,0.43661195,1.63145901,0.01980860,0.04443383,0.06092667,0.03777338,0.43837854
-5.38169085,2.29906182,0.46448440,1.67613150,0.02016405,0.04792406,0.06516123,0.04077966,0.46395368
-5.37568784,2.37988271,0.49239874,1.71943219,0.02046031,0.05145254,0.06935411,0.04381278,0.48943653
-5.36968484,2.45889989,0.52005352,1.76134188,0.02069366,0.05497894,0.07345739,0.04683649,0.51454435
-5.36368184,2.53565866,0.54713685,1.80183425,0.02086086,0.05846011,0.07742636,0.04981430,0.53899622
-5.35767884,2.60970265,0.57333250,1.84087207,0.02095918,0.06185087,0.08122105,0.05271025,0.56251927
-5.35167584,2.68058272,0.59832676,1.87840587,0.02098650,0.06510494,0.08480780,0.05548978,0.58485536
-5.34567284,2.74786858,0.62181582,1.91437490,0.02094136,0.06817597,0.08816073,0.05812064,0.60576810
-5.33966983,2.81116230,0.64351343,1.94871015,0.02082308,0.07101865,0.09126299,0.06057374,0.62504963
-5.33366683,2.87011275,0.66315856,1.98133899,0.02063181,0.07358990,0.09410772,0.06282398,0.64252714
-5.32766383,2.92442996,0.68052253,2.01219077,0.02036868,0.07584997,0.09669872,0.06485095,0.65806845
-5.32166083,2.97389826,0.69541551,2.04120278,0.02003582,0.07776359,0.09905073,0.06663952,0.67158658
-5.31565783,3.01838695,0.70769192,2.06832595,0.01963643,0.07930098,0.10118924,0.06818029,0.68304293
-5.30965483,3.05785776,0.71725451,2.09352949,0.01917481,0.08043872,0.10314986,0.06946984,0.69244869
-5.30365183,3.09236819,0.72405695,2.11680415,0.01865633,0.08116051,0.10497724,0.07051071,0.69986460
-5.29764882,3.12207025,0.72810469,2.13816366,0.01808738,0.08145765,0.10672355,0.07131133,0.70539872
-5.29164582,3.14720452,0.72945413,2.15764410,0.01747527,0.08132941,0.10844658,0.07188556,0.70920239
-5.28564282,3.16808964,0.72821006,2.17530133,0.01682814,0.08078305,0.11020748,0.07225215,0.71146438
-5.27963982,3.18510764,0.72452154,2.19120659,0.01615474,0.07983368,0.11206832,0.07243400,0.71240356
-5.27363682,3.19868610,0.71857629,2.20544080,0.01546425,0.07850390,0.11408947,0.07245716,0.71226025
-5.26763382,3.20927789,0.71059403,2.21808786,0.01476609,0.07682316,0.11632701,0.07234988,0.71128672
-5.26163082,3.21733998,0.70081882,2.22922775,0.01406968,0.07482698,0.11883020,0.07214147,0.70973719
-5.25562781,3.22331226,0.68951097,2.23892992,0.01338419,0.07255602,0.12163926,0.07186112,0.70785783
-5.24962481,3.22759784,0.67693875,2.24724774,0.01271838,0.07005497,0.12478345,0.07153680,0.70587710
-5.24362181,3.23054589,0.66337027,2.25421425,0.01208035,0.06737143,0.12827964,0.07119416,0.70399698
-5.23761881,3.23243794,0.64906585,2.25983985,0.01147743,0.06455466,0.13213144,0.07085559,0.70238547
-5.23161581,3.23347831,0.63427116,2.26411194,0.01091602,0.06165439,0.13632897,0.07053936,0.70117062
-5.22561281,3.23378916,0.61921140,2.26699664,0.01040155,0.05871965,0.14084931,0.07025900,0.70043633
-5.21960980,3.23341008,0.60408666,2.26844229,0.00993840,0.05579765,0.14565754,0.07002283,0.70022024
-5.21360680,3.23230216,0.58906850,2.26838451,0.00952997,0.05293275,0.15070853,0.06983376,0.70051355
-5.20760380,3.23035586,0.57429795,2.26675218,0.00917870,0.05016560,0.15594923,0.06968926,0.70126285
-5.20160080,3.22740201,0.55988471,2.26347391,0.00888621,0.04753236,0.16132143,0.06958160,0.70237389
-5.19559780,3.22322500,0.54590756,2.25848419,0.00865340,0.04506413,0.16676491,0.06949823,0.70371684
-5.18959480,3.21757721,0.53241588,2.25172885,0.00848060,0.04278644,0.17222070,0.06942247,0.70513304
-5.18359180,3.21019350,0.51943197,2.24316907,0.00836777,0.04071905,0.17763435,0.06933418,0.70644259
-5.17758879,3.20080507,0.50695415,2.23278372,0.00831463,0.03887575,0.18295907,0.06921073,0.70745266
-5.17158579,3.18915162,0.49496027,2.22056974,0.00832081,0.03726439,0.18815840,0.06902787,0.70796594
-5.16558279,3.17499141,0.48341158,2.20654051,0.00838597,0.03588707,0.19320840,0.06876084,0.70778890
-5.15957979,3.15810869,0.47225661,2.19072230,0.00850990,0.03474037,0.19809913,0.06838527,0.70673957
-5.15357679,3.13831843,0.46143509,2.17314928,0.00869251,0.03381576,0.20283523,0.06787822,0.70465441
-5.14757379,3.11546838,0.45088159,2.15385745,0.00893387,0.03310009,0.20743576,0.06721902,0.70139401
-5.14157079,3.08943882,0.44052888,2.13287802,0.00923412,0.03257614,0.21193298,0.06639003,0.69684766
-5.13556778,3.06014037,0.43031090,2.11023110,0.00959336,0.03222326,0.21637030,0.06537733,0.69093629
-5.12956478,3.02751065,0.42016535,2.08592013,0.01001146,0.03201802,0.22079946,0.06417118,0.68361414
-5.12356178,2.99151018,0.41003573,2.05992778,0.01048788,0.03193495,0.22527698,0.06276635,0.67486889
-5.11755878,2.95211845,0.39987308,2.03221386,0.01102145,0.03194727,0.22986020,0.06116230,0.66472060
-5.11155578,2.90933063,0.38963719,2.00271549,0.01161011,0.03202757,0.23460303,0.05936315,0.65321937
-5.10555278,2.86315550,0.37929751,1.97134985,0.01225069,0.03214857,0.23955173,0.05737757,0.64044220
-5.09954977,2.81361505,0.36883373,1.93801950,0.01293869,0.03228378,0.24474097,0.05521843,0.62648907
-5.09354677,2.76074595,0.35823603,1.90262017,0.01366811,0.03240817,0.25019040,0.05290241,0.61147857
-5.08754377,2.70460294,0.34750516,1.86505056,0.01443133,0.03249873,0.25590206,0.05044952,0.59554342
-5.08154077,2.64526427,0.33665236,1.82522390,0.01521910,0.03253500,0.26185869,0.04788240,0.57882602
-5.07553777,2.58283860,0.32569907,1.78308044,0.01602052,0.03249953,0.26802325,0.04522579,0.56147424
-5.06953477,2.51747339,0.31467668,1.73860046,0.01682323,0.03237826,0.27433965,0.04250577,0.54363775
-5.06353177,2.44936396,0.30362612,1.69181691,0.01761359,0.03216072,0.28073471,0.03974912,0.52546496
-5.05752876,2.37876286,0.29259745,1.64282714,0.01837700,0.03184030,0.28712123,0.03698264,0.50710063
-5.05152576,2.30598886,0.28164947,1.59180301,0.01909831,0.03141427,0.29340219,0.03423257,0.48868425
-5.04552276,2.23143503,0.27084924,1.53899887,0.01976227,0.03088375,0.29947569,0.03152397,0.47034914
-5.03951976,2.15557510,0.26027164,1.48475692,0.02035402,0.03025364,0.30524040,0.02888028,0.45222225
-5.03351676,2.07896789,0.24999888,1.42950968,0.02085965,0.02953237,0.31060122,0.02632290,0.43442446
-5.02751376,2.00225901,0.24011994,1.37377934,0.02126675,0.02873164,0.31547485,0.02387086,0.41707132
-5.02151076,1.92617969,0.23072996,1.31817398,0.02156491,0.02786602,0.31979472,0.02154064,0.40027406
-5.01550775,1.85154237,0.22192943,1.26338065,0.02174621,0.02695252,0.32351524,0.01934597,0.38414062
-5.00950475,1.77923311,0.21382338,1.21015572,0.02180565,0.02601012,0.32661477,0.01729787,0.36877666
-5.00350175,1.71020058,0.20652025,1.15931249,0.02174147,0.02505917,0.32909733,0.01540464,0.35428619
-4.99749875,1.64544211,0.20013069,1.11170682,0.02155536,0.02412088,0.33099278,0.01367202,0.34077191
-4.99149575,1.58598690,0.19476602,1.06822093,0.02125264,0.02321666,0.33235539,0.01210333,0.32833497
-4.98549275,1.53287698,0.19053666,1.02974611,0.02084217,0.02236758,0.33326101,0.01069975,0.31707429
-4.97948974,1.48714632,0.18755016,0.99716472,0.02033635,0.02159373,0.33380276,0.00946057,0.30708521
-4.97348674,1.44979893,0.18590928,0.97133213,0.01975078,0.02091363,0.33408564,0.00838349,0.29845771
-4.96748374,1.42178647,0.18570972,0.95305896,0.01910402,0.02034376,0.33422033,0.00746493,0.29127415
-4.96148074,1.40398615,0.18703795,0.94309424,0.01841716,0.01989800,0.33431646,0.00670031,0.28560677
-4.95547774,1.39717973,0.18996893,0.94210985,0.01771327,0.01958721,0.33447595,0.00608437,0.28151494
-4.94947474,1.40203409,0.19456388,0.95068645,0.01701694,0.01941892,0.33478654,0.00561143,0.27904248
-4.94347174,1.41908410,0.20086821,0.96930135,0.01635361,0.01939700,0.33531619,0.00527555,0.27821514
-4.93746873,1.44871813,0.20890949,0.99831827,0.01574903,0.01952154,0.33610847,0.00507080,0.27903839
-4.93146573,1.49116663,0.21869581,1.03797926,0.01522856,0.01978875,0.33717931,0.00499129,0.28149566
-4.92546273,1.54649386,0.23021427,1.08839853,0.01481661,0.02019100,0.33851531,0.00503133,0.28554716
-4.91945973,1.61459282,0.24342977,1.14955824,0.01453596,0.02071701,0.34007366,0.00518542,0.29112938
-4.91345673,1.69518321,0.25828418,1.22130600,0.01440726,0.02135208,0.34178360,0.00544822,0.29815513
-4.90745373,1.78781222,0.27469574,1.30335393,0.01444838,0.02207846,0.34354951,0.00581448,0.30651437
-4.90145073,1.89185779,0.29255879,1.39527889,0.01467398,0.02287582,0.34525517,0.00627897,0.31607554
-4.89544772,2.00653393,0.31174380,1.49652390,0.01509497,0.02372184,0.34676917,0.00683628,0.32668746
-4.88944472,2.13089771,0.33209775,1.60640034,0.01571815,0.02459274,0.34795090,0.00748075,0.33818170
-4.88344172,2.26385763,0.35344472,1.72409092,0.01654584,0.02546405,0.34865704,0.00820624,0.35037521
-4.87743872,2.40418306,0.37558686,1.84865349,0.01757565,0.02631120,0.34874791,0.00900603,0.36307321
-4.87143572,2.55051460,0.39830568,1.97902558,0.01880026,0.02711028,0.34809354,0.00987268,0.37607226
-4.86543272,2.70137554,0.42136371,2.11403008,0.02020740,0.02783869,0.34657910,0.01079793,0.38916333
-4.85942971,2.85518435,0.44450663,2.25238232,0.02177986,0.02847574,0.34410939,0.01177264,0.40213493
-4.85342671,3.01026875,0.46746579,2.39269886,0.02349575,0.02900320,0.34061229,0.01278683,0.41477615
-4.84742371,3.16488154,0.48996138,2.53350867,0.02532871,0.02940579,0.33604101,0.01382974,0.42687979
-4.84142071,3.31721888,0.51170609,2.67326697,0.02724852,0.02967154,0.33037516,0.01488995,0.43824530
-4.83541771,3.46544131,0.53240945,2.81037231,0.02922162,0.02979199,0.32362065,0.01595555,0.44868187
-4.82941471,3.60769798,0.55178273,2.94318718,0.03121190,0.02976236,0.31580854,0.01701446,0.45801142
-4.82341171,3.74215422,0.56954446,3.07006229,0.03318164,0.02958151,0.30699303,0.01805466,0.46607160
-4.81740870,3.86702251,0.58542635,3.18936454,0.03509245,0.02925189,0.29724873,0.01906458,0.47271889
-4.81140570,3.98059649,0.59917968,3.29950826,0.03690640,0.02877927,0.28666743,0.02003343,0.47783149
-4.80540270,4.08128745,0.61058175,3.39898926,0.03858713,0.02817246,0.27535465,0.02095154,0.48131225
-4.79939970,4.16766229,0.61944234,3.48642067,0.04010096,0.02744291,0.26342609,0.02181072,0.48309133
-4.79339670,4.23848181,0.62560987,3.56056946,0.04141801,0.02660432,0.25100415,0.02260456,0.48312857
-4.78739370,4.29273765,0.62897693,3.62039223,0.04251318,0.02567209,0.23821478,0.02332860,0.48141545
-4.78139070,4.32968638,0.62948500,3.66506874,0.04336700,0.02466294,0.22518459,0.02398053,0.47797641
-4.77538769,4.34887891,0.62712805,3.69403144,0.04396635,0.02359436,0.21203848,0.02456026,0.47286956
-4.76938469,4.35018344,0.62195475,3.70698957,0.04430489,0.02248417,0.19889763,0.02506981,0.46618655
-4.76338169,4.33380052,0.61406922,3.70394615,0.04438334,0.02135014,0.18587803,0.02551324,0.45805156
-4.75737869,4.30026891,0.60363013,3.68520683,0.04420944,0.02020960,0.17308935,0.02589637,0.44861941
-4.75137569,4.25046128,0.59084815,3.65137954,0.04379767,0.01907914,0.16063425,0.02622646,0.43807273
-4.74537269,4.18556954,0.57598182,3.60336460,0.04316876,0.01797439,0.14860802,0.02651183,0.42661840
-4.73936968,4.10707969,0.55933196,3.54233517,0.04234889,0.01690980,0.13709838,0.02676141,0.41448316
-4.73336668,4.01673709,0.54123484,3.46970858,0.04136882,0.01589860,0.12618558,0.02698425,0.40190882
-4.72736368,3.91650317,0.52205435,3.38710951,0.04026272,0.01495267,0.11594256,0.02718910,0.38914699
-4.72136068,3.80850516,0.50217354,3.29632628,0.03906699,0.01408261,0.10643523,0.02738395,0.37645379
-4.71535768,3.69498103,0.48198582,3.19926211,0.03781904,0.01329777,0.09772276,0.02757566,0.36408457
-4.70935468,3.57822163,0.46188620,3.09788321,0.03655597,0.01260632,0.08985791,0.02776969,0.35228895
-4.70335168,3.46051245,0.44226284,2.99416592,0.03531340,0.01201538,0.08288731,0.02796984,0.34130635
-4.69734867,3.34407720,0.42348920,2.89004489,0.03412437,0.01153114,0.07685169,0.02817818,0.33136207
-4.69134567,3.23102546,0.40591698,2.78736437,0.03301835,0.01115900,0.07178612,0.02839507,0.32266411
-4.68534267,3.12330584,0.38987012,2.68783441,0.03202048,0.01090372,0.06772009,0.02861922,0.31540062
-4.67933967,3.02266644,0.37563973,2.59299331,0.03115097,0.01076950,0.06467760,0.02884791,0.30973813
-4.67333667,2.93062324,0.36348011,2.50417746,0.03042470,0.01076008,0.06267712,0.02907727,0.30582029
-4.66733367,2.84843698,0.35360578,2.42249920,0.02985107,0.01087881,0.06173138,0.02930256,0.30376707
-4.66133067,2.77709862,0.34618929,2.34883279,0.02943405,0.01112864,0.06184719,0.02951856,0.30367430
-4.65532766,2.71732265,0.34135989,2.28380843,0.02917235,0.01151215,0.06302501,0.02971987,0.30561335
-4.64932466,2.66954784,0.33920266,2.22781353,0.02905985,0.01203141,0.06525843,0.02990127,0.30963073
-4.64332166,2.63394399,0.33975813,2.18100060,0.02908613,0.01268789,0.06853356,0.03005798,0.31574763
-4.63731866,2.61042387,0.34302212,2.14330045,0.02923701,0.01348232,0.07282828,0.03018589,0.32395908
-4.63131566,2.59865879,0.34894592,2.11443970,0.02949535,0.01441445,0.07811139,0.03028166,0.33423294
-4.62531266,2.59809692,0.35743644,2.09396123,0.02984168,0.01548282,0.08434171,0.03034285,0.34650853
-4.61930965,2.60798311,0.36835677,2.08124661,0.03025497,0.01668455,0.09146723,0.03036784,0.36069509
-4.61330665,2.62737973,0.38152678,2.07553937,0.03071333,0.01801502,0.09942422,0.03035575,0.37667022
-4.60730365,2.65518771,0.39672423,2.07596839,0.03119465,0.01946765,0.10813654,0.03030631,0.39427845
-4.60130065,2.69016774,0.41368637,2.08157078,0.03167720,0.02103372,0.11751511,0.03021966,0.41333021
-4.59529765,2.73096161,0.43211221,2.09131399,0.03214016,0.02270209,0.12745767,0.03009611,0.43360143
-4.58929465,2.77611379,0.45166569,2.10411677,0.03256401,0.02445920,0.13784887,0.02993596,0.45483405
-4.58329165,2.82409373,0.47197984,2.11886935,0.03293096,0.02628895,0.14856083,0.02973928,0.47673767
-4.57728864,2.87331922,0.49266213,2.13445257,0.03322514,0.02817278,0.15945411,0.02950576,0.49899250
-4.57128564,2.92218114,0.51330093,2.14975650,0.03343288,0.03008984,0.17037926,0.02923458,0.52125377
-4.56528264,2.96906997,0.53347318,2.16369861,0.03354278,0.03201724,0.18117884,0.02892443,0.54315761
-4.55927964,3.01240410,0.55275308,2.17524158,0.03354584,0.03393039,0.19169003,0.02857346,0.56432834
-4.55327664,3.05065970,0.57072170,2.18341099,0.03343547,0.03580351,0.20174760,0.02817947,0.58438709
-4.54727364,3.08240194,0.58697713,2.18731265,0.03320753,0.03761017,0.21118741,0.02773997,0.60296143
-4.54127064,3.10631670,0.60114496,2.18614946,0.03286029,0.03932389,0.21985014,0.02725249,0.61969578
-4.53526763,3.12124197,0.61288856,2.17923735,0.03239441,0.04091886,0.22758517,0.02671478,0.63426208
-4.52926463,3.12619783,0.62191897,2.16601997,0.03181289,0.04237061,0.23425457,0.02612509,0.64637049
-4.52326163,3.12041368,0.62800365,2.14608138,0.03112098,0.04365672,0.23973694,0.02548248,0.65577944
-4.51725863,3.10335166,0.63097408,2.11915621,0.03032619,0.04475749,0.24393090,0.02478705,0.66230477
-4.51125563,3.07472492,0.63073147,2.08513685,0.02943814,0.04565652,0.24675824,0.02404020,0.66582738
-4.50525263,3.03450966,0.62725062,2.04407682,0.02846849,0.04634123,0.24816640,0.02324481,0.66629915
-4.49924962,2.98295028,0.62058155,1.99619028,0.02743085,0.04680328,0.24813030,0.02240536,0.66374683
-4.49324662,2.92055702,0.61084884,1.94184726,0.02634064,0.04703879,0.24665335,0.02152800,0.65827356
