energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.38769385,1.07982007,0.00284509,0.21812890,0.08362572,0.11787427,0.03447577,0.32087612,0.19255874,0.32096371
-5.38169085,1.11343099,0.00276784,0.22460230,0.09135422,0.12418494,0.03471246,0.33699942,0.19983561,0.32752518
-5.37568784,1.16136715,0.00271186,0.23369198,0.10071043,0.13232394,0.03546046,0.35852146,0.20996670,0.33728077
-5.36968484,1.22397284,0.00267919,0.24557087,0.11172355,0.14228124,0.03670069,0.38543056,0.22309393,0.35050513
-5.36368184,1.30146519,0.00267184,0.26041041,0.12440372,0.15401837,0.03840573,0.41764112,0.23935342,0.36747767
-5.35767884,1.39392826,0.00269178,0.27838003,0.13874088,0.16746705,0.04054007,0.45499118,0.25887493,0.38848134
-5.35167584,1.50130804,0.00274089,0.29964635,0.15470380,0.18252807,0.04306035,0.49724072,0.28178105,0.41380111
-5.34567284,1.62340907,0.00282089,0.32437210,0.17223969,0.19907088,0.04591580,0.54407142,0.30818594,0.44372185
-5.33966983,1.75989345,0.00293335,0.35271466,0.19127433,0.21693384,0.04904877,0.59508807,0.33819375,0.47852592
-5.33366683,1.91028248,0.00307958,0.38482416,0.21171286,0.23592533,0.05239546,0.64982207,0.37189657,0.51848991
-5.32766383,2.07396145,0.00326060,0.42084096,0.23344134,0.25582593,0.05588684,0.70773736,0.40937204,0.56388070
-5.32166083,2.25018726,0.00347716,0.46089246,0.25632892,0.27639160,0.05944975,0.76823876,0.45068026,0.61495026
-5.31565783,2.43809866,0.00372963,0.50508888,0.28023082,0.29735796,0.06300823,0.83068282,0.49586018,0.67192920
-5.30965483,2.63672833,0.00401806,0.55351810,0.30499180,0.31844548,0.06648508,0.89439092,0.54492522,0.73501868
-5.30365183,2.84501597,0.00434209,0.60623913,0.33045011,0.33936572,0.06980346,0.95866432,0.59785802,0.80438038
-5.29764882,3.06182126,0.00470103,0.66327444,0.35644166,0.35982809,0.07288872,1.02280053,0.65460449,0.88012469
-5.29164582,3.28593562,0.00509381,0.72460092,0.38280420,0.37954711,0.07567024,1.08611048,0.71506694,0.96229688
-5.28564282,3.51609157,0.00551900,0.79013982,0.40938128,0.39824986,0.07808319,1.14793552,0.77909661,1.05086164
-5.27963982,3.75096895,0.00597485,0.85974582,0.43602563,0.41568319,0.08007031,1.20766358,0.84648571,1.14568623
-5.27363682,3.98919736,0.00645926,0.93319570,0.46260190,0.43162049,0.08158344,1.26474370,0.91695939,1.24652313
-5.26763382,4.22935465,0.00696985,1.01017721,0.48898839,0.44586765,0.08258481,1.31869799,0.99016798,1.35299279
-5.26163082,4.46996186,0.00750391,1.09027890,0.51507777,0.45826791,0.08304813,1.36913060,1.06568017,1.46456766
-5.25562781,4.70947541,0.00805845,1.17298153,0.54077665,0.46870550,0.08295918,1.41573324,1.14297767,1.58055869
-5.24962481,4.94627794,0.00863016,1.25765220,0.56600414,0.47710770,0.08231614,1.45828690,1.22145208,1.70010560
-5.24362181,5.17866969,0.00921546,1.34354186,0.59068941,0.48344554,0.08112948,1.49665997,1.30040458,1.82217218
-5.23761881,5.40486228,0.00981042,1.42978708,0.61476863,0.48773287,0.07942143,1.53080295,1.37904912,1.94554785
-5.23161581,5.62297752,0.01041085,1.51541680,0.63818145,0.49002413,0.07722510,1.56074031,1.45651962,2.06885644
-5.22561281,5.83105318,0.01101220,1.59936443,0.66086754,0.49041089,0.07458326,1.58656028,1.53188153,2.19057305
-5.21960980,6.02705789,0.01160966,1.68048553,0.68276348,0.48901738,0.07154686,1.60840339,1.60414787,2.30904912
-5.21360680,6.20891659,0.01219813,1.75758112,0.70380053,0.48599549,0.06817335,1.62645078,1.67229970,2.42254578
-5.20760380,6.37454742,0.01277229,1.82942586,0.72390359,0.48151925,0.06452480,1.64091334,1.73531063,2.52927479
-5.20160080,6.52191009,0.01332667,1.89480070,0.74299161,0.47577951,0.06066605,1.65202239,1.79217468,2.62744594
-5.19559780,6.64906487,0.01385574,1.95252856,0.76097978,0.46897875,0.05666284,1.66002292,1.84193656,2.71531940
-5.18959480,6.75424035,0.01435403,2.00151182,0.77778349,0.46132650,0.05258003,1.66516974,1.88372326,2.79126084
-5.18359180,6.83590711,0.01481626,2.04076996,0.79332402,0.45303555,0.04848004,1.66772683,1.91677551,2.85379718
-5.17758879,6.89285402,0.01523754,2.06947560,0.80753561,0.44431888,0.04442140,1.66796987,1.94047770,2.90167022
-5.17158579,6.92426262,0.01561353,2.08698715,0.82037373,0.43538762,0.04045763,1.66619156,1.95438466,2.93388560
-5.16558279,6.92977535,0.01594063,2.09287639,0.83182373,0.42644971,0.03663638,1.66270893,1.95824400,2.94975466
-5.15957979,6.90955275,0.01621615,2.08694945,0.84190949,0.41770926,0.03299879,1.65787193,1.95201253,2.94892671
-5.15357679,6.86431531,0.01643849,2.06925991,0.85070118,0.40936640,0.02957922,1.65207185,1.93586580,2.93141010
-5.14757379,6.79536610,0.01660728,2.04011326,0.85832139,0.40161729,0.02640510,1.64574858,1.91019994,2.89758048
-5.14157079,6.70459104,0.01672346,2.00006211,0.86494910,0.39465410,0.02349714,1.63939533,1.87562539,2.84817568
-5.13556778,6.59443480,0.01678934,1.94989238,0.87082058,0.38866457,0.02086965,1.63355964,1.83295254,2.78427715
-5.12956478,6.46785179,0.01680858,1.89060070,0.87622712,0.38383105,0.01853098,1.62883982,1.78316961,2.70727839
-5.12356178,6.32823262,0.01678614,1.82336412,0.88150887,0.38032867,0.01648412,1.62587607,1.72741359,2.61884186
-5.11755878,6.17930829,0.01672809,1.74950346,0.88704515,0.37832258,0.01472734,1.62533601,1.66693538,2.52084606
-5.11155578,6.02503527,0.01664148,1.67044168,0.89324109,0.37796432,0.01325483,1.62789483,1.60306053,2.41532517
-5.10555278,5.86946617,0.01653401,1.58765945,0.90051116,0.37938716,0.01205736,1.63421040,1.53714725,2.30440396
-5.09954977,5.71661145,0.01641377,1.50264959,0.90926030,0.38270089,0.01112286,1.64489462,1.47054342,2.19023064
-5.09354677,5.57029814,0.01628889,1.41687251,0.91986331,0.38798598,0.01043701,1.66048207,1.40454451,2.07491087
-5.08754377,5.43403243,0.01616721,1.33171440,0.93264387,0.39528771,0.00998368,1.68139788,1.34035402,1.96044538
-5.08154077,5.31087217,0.01605590,1.24844993,0.94785388,0.40461061,0.00974536,1.70792657,1.27904818,1.84867394
-5.07553777,5.20331584,0.01596114,1.16821081,0.96565478,0.41591353,0.00970350,1.74018377,1.22154625,1.74122777
-5.06953477,5.11321311,0.01588787,1.09196126,0.98610158,0.42910598,0.00983877,1.77809308,1.16858748,1.63949204
-5.06353177,5.04170159,0.01583952,1.02048113,1.00913094,0.44404592,0.01013135,1.82136942,1.12071563,1.54457961
-5.05752876,4.98917297,0.01581790,0.95435687,1.03455398,0.46053963,0.01056105,1.86951085,1.07827135,1.45731656
-5.05152576,4.95527045,0.01582308,0.89398045,1.06205470,0.47834366,0.01110759,1.92179961,1.04139256,1.37823963
-5.04552276,4.93891768,0.01585346,0.83955566,1.09119410,0.49716923,0.01175071,1.97731327,1.01002252,1.30760486
-5.03951976,4.93837809,0.01590584,0.79111105,1.12142036,0.51668898,0.01247043,2.03494598,0.98392503,1.24540655
-5.03351676,4.95134208,0.01597565,0.74851863,1.15208464,0.53654601,0.01324723,2.09343947,0.96270580,1.19140508
-5.02751376,4.97503785,0.01605718,0.71151707,1.18246203,0.55636497,0.01406234,2.15142262,0.94583886,1.14516182
-5.02151076,5.00636094,0.01614395,0.67973803,1.21177685,0.57576476,0.01489802,2.20745830,0.93269680,1.10607930
-5.01550775,5.04201648,0.01622909,0.65273434,1.23923105,0.59437242,0.01573787,2.26009529,0.92258334,1.07344429
-5.00950475,5.07866741,0.01630575,0.63000863,1.26403460,0.61183750,0.01656715,2.30792305,0.91476680,1.04647201
-5.00350175,5.11308196,0.01636748,0.61104112,1.28543629,0.62784634,0.01737314,2.34962681,0.90851302,1.02434924
-4.99749875,5.14227351,0.01640868,0.59531534,1.30275367,0.64213547,0.01814545,2.38404025,0.90311638,1.00627444
-4.99149575,5.16362659,0.01642495,0.58234084,1.31540042,0.65450358,0.01887632,2.41019335,0.89792776,0.99149343
-4.98549275,5.17500316,0.01641338,0.57167208,1.32291014,0.66482118,0.01956089,2.42735289,0.89237820,0.97932905
-4.97948974,5.17482478,0.01637278,0.56292281,1.32495515,0.67303773,0.02019739,2.43505366,0.88599770,0.96920400
-4.97348674,5.16212707,0.01630385,0.55577577,1.32135956,0.67918550,0.02078724,2.43311887,0.87842841,0.96065607
-4.96748374,5.13658459,0.01620923,0.54998737,1.31210592,0.68338008,0.02133512,2.42166860,0.86943202,0.95334566
-4.96148074,5.09850543,0.01609344,0.54538775,1.29733522,0.68581732,0.02184888,2.40111602,0.85889123,0.94705551
-4.95547774,5.04879685,0.01596278,0.54187630,1.27734034,0.68676688,0.02233945,2.37215161,0.84680563,0.94168336
-4.94947474,4.98890396,0.01582509,0.53941342,1.25255316,0.68656252,0.02282057,2.33571603,0.83328253,0.93722822
-4.94347174,4.92072560,0.01568946,0.53800903,1.22352635,0.68558964,0.02330859,2.29296337,0.81852325,0.93377139
-4.93746873,4.84651204,0.01556587,0.53770887,1.19091047,0.68427063,0.02382209,2.24521638,0.80280605,0.93145355
-4.93146573,4.76875017,0.01546482,0.53857927,1.15542787,0.68304863,0.02438158,2.19391619,0.78646651,0.93044943
-4.92546273,4.69004257,0.01539688,0.54069163,1.11784452,0.68237067,0.02500917,2.14056889,0.76987651,0.93094162
-4.91945973,4.61298658,0.01537226,0.54410723,1.07894128,0.68267075,0.02572829,2.08669175,0.75342302,0.93309501
-4.91345673,4.54005986,0.01540045,0.54886363,1.03948587,0.68435387,0.02656350,2.03376159,0.73748771,0.93703342
-4.90745373,4.47351787,0.01548977,0.55496308,1.00020711,0.68778162,0.02754027,1.98316768,0.72242836,0.94281981
-4.90145073,4.41530838,0.01564713,0.56236389,0.96177223,0.69326016,0.02868502,1.93617144,0.70856301,0.95044094
-4.89544772,4.36700678,0.01587769,0.57097501,0.92476848,0.70103084,0.03002515,1.89387436,0.69615738,0.95979758
-4.88944472,4.32977472,0.01618471,0.58065423,0.88968963,0.71126417,0.03158915,1.85719549,0.68541620,0.97070060
-4.88344172,4.30434332,0.01656941,0.59121008,0.85692773,0.72405705,0.03340690,1.82685906,0.67647858,0.98287315
-4.87743872,4.29102075,0.01703097,0.60240708,0.82677033,0.73943339,0.03550985,1.80339213,0.66941735,0.99595877
-4.87143572,4.28972251,0.01756654,0.61397435,0.79940289,0.75734796,0.03793134,1.78713185,0.66424235,1.00953489
-4.86543272,4.30002170,0.01817135,0.62561668,0.77491605,0.77769298,0.04070679,1.77824127,0.66090703,1.02313083
-4.85942971,4.32121526,0.01883890,0.63702767,0.75331707,0.80030714,0.04387381,1.77673199,0.65931794,1.03624939
-4.85342671,4.35240159,0.01956119,0.64790403,0.73454447,0.82498627,0.04747210,1.78249217,0.65934625,1.04839057
-4.84742371,4.39256431,0.02032897,0.65796022,0.71848507,0.85149506,0.05154314,1.79531747,0.66084054,1.05907626
-4.84142071,4.44065695,0.02113206,0.66694263,0.70499233,0.87957903,0.05612957,1.81494309,0.66364008,1.06787436
-4.83541771,4.49568308,0.02195963,0.67464245,0.69390480,0.90897624,0.06127426,1.84107460,0.66758773,1.07442101
-4.82941471,4.55676751,0.02280053,0.68090654,0.68506385,0.93942775,0.06701892,1.87341577,0.67254164,1.07843990
-4.82341171,4.62321424,0.02364360,0.68564568,0.67832969,0.97068670,0.07340250,1.91169169,0.67838532,1.07975738
-4.81740870,4.69454823,0.02447795,0.68883983,0.67359484,1.00252520,0.08045904,1.95566592,0.68503534,1.07831290
-4.81140570,4.77053906,0.02529319,0.69054014,0.67079451,1.03473906,0.08821536,2.00515085,0.69244652,1.07416411
-4.80540270,4.85120562,0.02607971,0.69086762,0.66991345,1.06715000,0.09668847,2.06001082,0.70061435,1.06748661
-4.79939970,4.93680239,0.02682883,0.69000869,0.67098900,1.09960568,0.10588282,2.12015827,0.70957477,1.05856851
-4.79339670,5.02778876,0.02753299,0.68820788,0.67411040,1.13197748,0.11578765,2.18554331,0.71940137,1.04780010
-4.78739370,5.12478400,0.02818585,0.68575821,0.67941440,1.16415658,0.12637439,2.25613782,0.73020045,1.03565953
-4.78139070,5.22851122,0.02878245,0.68298973,0.68707757,1.19604874,0.13759450,2.33191538,0.74210439,1.02269516
-4.77538769,5.33973430,0.02931919,0.68025701,0.69730581,1.22756828,0.14937772,2.41282853,0.75526375,1.00950581
-4.76938469,5.45919184,0.02979397,0.67792620,0.71032154,1.25863184,0.16163103,2.49878517,0.76983882,0.99671973
-4.76338169,5.58753254,0.03020619,0.67636228,0.72634938,1.28915258,0.17423842,2.58962577,0.78599102,0.98497355
-4.75737869,5.72525585,0.03055675,0.67591728,0.74560089,1.31903514,0.18706153,2.68510311,0.80387477,0.97489210
-4.75137569,5.87266147,0.03084813,0.67691978,0.76825925,1.34817195,0.19994134,2.78486594,0.82363023,0.96706989
-4.74537269,6.02981049,0.03108431,0.67966625,0.79446458,1.37644114,0.21270086,2.88844802,0.84537729,0.96205510
-4.73936968,6.19650012,0.03127086,0.68441440,0.82430048,1.40370624,0.22514880,2.99526304,0.86921102,0.96033640
-4.73336668,6.37225318,0.03141484,0.69137869,0.85778259,1.42981778,0.23708420,3.10460641,0.89519859,0.96233297
-4.72736368,6.55632238,0.03152484,0.70072789,0.89484962,1.45461653,0.24830176,3.21566355,0.92337786,0.96838773
-4.72136068,6.74770854,0.03161090,0.71258465,0.93535723,1.47793838,0.25859778,3.32752473,0.95375726,0.97876370
-4.71535768,6.94519135,0.03168442,0.72702665,0.97907519,1.49962035,0.26777646,3.43920556,0.98631689,0.99364316
-4.70935468,7.14737010,0.03175810,0.74408904,1.02568783,1.51950731,0.27565617,3.54967222,1.02101040,1.01312918
-4.70335168,7.35271161,0.03184572,0.76376774,1.07479798,1.53745903,0.28207562,3.65787000,1.05776745,1.03724898
-4.69734867,7.55960234,0.03196199,0.78602315,1.12593404,1.55335694,0.28689942,3.76275385,1.09649618,1.06595866
-4.69134567,7.76640106,0.03212226,0.81078383,1.17856010,1.56711015,0.29002291,3.86331913,1.13708551,1.09914860
-4.68534267,7.97148912,0.03234219,0.83794977,1.23208860,1.57866030,0.29137593,3.95863106,1.17940678,1.13664901
-4.67933967,8.17331519,0.03263738,0.86739495,1.28589493,1.58798480,0.29092544,4.04785134,1.22331455,1.17823530
-4.67333667,8.37043193,0.03302290,0.89896894,1.33933341,1.59509829,0.28867672,4.13026035,1.26864640,1.22363271
-4.66733367,8.56152276,0.03351280,0.93249750,1.39175395,1.60005200,0.28467323,4.20527411,1.31522159,1.27252008
-4.66133067,8.74541718,0.03411956,0.96778196,1.44251849,1.60293123,0.27899501,4.27245475,1.36283856,1.32453258
-4.65532766,8.92109436,0.03485351,1.00459784,1.49101667,1.60385075,0.27175587,4.33151424,1.41127159,1.37926339
-4.64932466,9.08767500,0.03572224,1.04269250,1.53667984,1.60294854,0.26309926,4.38231114,1.46026666,1.43626450
-4.64332166,9.24440266,0.03673006,1.08178254,1.57899300,1.60037818,0.25319330,4.42484053,1.50953692,1.49504677
