energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.69384692,1.64261116,0.01394011,0.12754509,0.84503953,0.65191906,0.60415356,0.14504633,0.01835702,0.72467132
-5.68784392,1.66701223,0.01355321,0.13148837,0.86081482,0.65725472,0.62102159,0.14827030,0.01885594,0.73838564
-5.68184092,1.68929259,0.01319652,0.13507609,0.87445962,0.66234096,0.63553737,0.15136059,0.01927976,0.75067498
-5.67583792,1.70844825,0.01287370,0.13821924,0.88549652,0.66671461,0.64742655,0.15422025,0.01961970,0.76115453
-5.66983492,1.72359828,0.01258895,0.14084035,0.89353476,0.66995737,0.65647482,0.15676326,0.01986862,0.76949865
-5.66383192,1.73400964,0.01234694,0.14287578,0.89828165,0.67170764,0.66253368,0.15891659,0.02002128,0.77545003
-5.65782891,1.73911621,0.01215268,0.14427747,0.89955018,0.67166993,0.66552410,0.16062181,0.02007449,0.77882613
-5.65182591,1.73853171,0.01201132,0.14501415,0.89726252,0.66962194,0.66543804,0.16183612,0.02002719,0.77952282
-5.64582291,1.73205594,0.01192792,0.14507200,0.89144926,0.66541900,0.66233758,0.16253294,0.01988051,0.77751513
-5.63981991,1.71967463,0.01190720,0.14445466,0.88224457,0.65899595,0.65635192,0.16270188,0.01963769,0.77285503
-5.63381691,1.70155285,0.01195324,0.14318266,0.86987748,0.65036642,0.64767227,0.16234819,0.01930396,0.76566656
-5.62781391,1.67802288,0.01206920,0.14129227,0.85465990,0.63961982,0.63654503,0.16149172,0.01888637,0.75613856
-5.62181091,1.64956710,0.01225702,0.13883388,0.83697202,0.62691627,0.62326339,0.16016545,0.01839352,0.74451548
-5.61580790,1.61679706,0.01251723,0.13586996,0.81724580,0.61247973,0.60815797,0.15841367,0.01783533,0.73108662
-5.60980490,1.58042980,0.01284870,0.13247266,0.79594756,0.59658980,0.59158677,0.15628994,0.01722269,0.71617468
-5.60380190,1.54126262,0.01324857,0.12872133,0.77356045,0.57957252,0.57392495,0.15385490,0.01656716,0.70012381
-5.59779890,1.50014751,0.01371218,0.12469989,0.75056762,0.56179063,0.55555482,0.15117406,0.01588066,0.68328812
-5.59179590,1.45796636,0.01423312,0.12049423,0.72743704,0.54363365,0.53685652,0.14831574,0.01517514,0.66602087
-5.58579290,1.41560784,0.01480337,0.11618979,0.70460837,0.52550805,0.51819959,0.14534911,0.01446228,0.64866500
-5.57978989,1.37394696,0.01541354,0.11186942,0.68248260,0.50782796,0.49993588,0.14234255,0.01375331,0.63154529
-5.57378689,1.33382758,0.01605315,0.10761144,0.66141457,0.49100650,0.48239375,0.13936234,0.01305872,0.61496235
-5.56778389,1.29604850,0.01671104,0.10348818,0.64170865,0.47544789,0.46587390,0.13647172,0.01238816,0.59918860
-5.56178089,1.26135294,0.01737578,0.09956478,0.62361730,0.46154052,0.45064656,0.13373022,0.01175029,0.58446621
-5.55577789,1.23042134,0.01803615,0.09589846,0.60734253,0.44965080,0.43695013,0.13119347,0.01115271,0.57100678
-5.54977489,1.20386716,0.01868162,0.09253812,0.59303950,0.44011791,0.42499106,0.12891315,0.01060196,0.55899269
-5.54377189,1.18223490,0.01930278,0.08952424,0.58082198,0.43324922,0.41494460,0.12693727,0.01010351,0.54857946
-5.53776888,1.16599987,0.01989177,0.08688903,0.57076903,0.42931624,0.40695638,0.12531050,0.00966177,0.53989902
-5.53176588,1.15556884,0.02044261,0.08465688,0.56293206,0.42855103,0.40114424,0.12407457,0.00928021,0.53306320
-5.52576288,1.15128083,0.02095147,0.08284479,0.55734183,0.43114284,0.39760024,0.12326861,0.00896135,0.52816719
-5.51975988,1.15340740,0.02141676,0.08146299,0.55401471,0.43723494,0.39639251,0.12292931,0.00870691,0.52529236
-5.51375688,1.16215190,0.02183920,0.08051550,0.55295771,0.44692147,0.39756659,0.12309086,0.00851782,0.52450826
-5.50775388,1.17764727,0.02222166,0.08000070,0.55417186,0.46024440,0.40114623,0.12378458,0.00839428,0.52587340
-5.50175088,1.19995224,0.02256895,0.07991172,0.55765372,0.47719060,0.40713353,0.12503827,0.00833586,0.52943476
-5.49574787,1.22904591,0.02288744,0.08023686,0.56339500,0.49768913,0.41550829,0.12687516,0.00834143,0.53522591
-5.48974487,1.26482115,0.02318459,0.08095978,0.57138018,0.52160892,0.42622668,0.12931266,0.00840926,0.54326383
-5.48374187,1.30707704,0.02346846,0.08205963,0.58158254,0.54875702,0.43921941,0.13236076,0.00853696,0.55354467
-5.47773887,1.35551116,0.02374708,0.08351114,0.59395880,0.57887777,0.45438942,0.13602038,0.00872147,0.56603866
-5.47173587,1.40971251,0.02402786,0.08528456,0.60844282,0.61165304,0.47160949,0.14028156,0.00895904,0.58068464
-5.46573287,1.46915564,0.02431702,0.08734564,0.62493895,0.64670375,0.49071989,0.14512186,0.00924521,0.59738452
-5.45972986,1.53319710,0.02461904,0.08965566,0.64331554,0.68359305,0.51152646,0.15050480,0.00957475,0.61599828
-5.45372686,1.60107484,0.02493624,0.09217147,0.66339914,0.72183104,0.53379930,0.15637879,0.00994173,0.63633981
-5.44772386,1.67191112,0.02526843,0.09484567,0.68496997,0.76088141,0.55727236,0.16267639,0.01033946,0.65817409
-5.44172086,1.74471963,0.02561272,0.09762691,0.70775904,0.80016968,0.58164414,0.16931426,0.01076054,0.68121614
-5.43571786,1.81841685,0.02596347,0.10046036,0.73144745,0.83909317,0.60657970,0.17619355,0.01119697,0.70513183
-5.42971486,1.89183792,0.02631241,0.10328836,0.75566791,0.87703242,0.63171393,0.18320120,0.01164019,0.72954092
-5.42371186,1.96375666,0.02664887,0.10605124,0.78000886,0.91336365,0.65665632,0.19021174,0.01208123,0.75402231
-5.41770885,2.03290936,0.02696022,0.10868830,0.80402094,0.94747219,0.68099698,0.19708986,0.01251087,0.77812144
-5.41170585,2.09802177,0.02723237,0.11113896,0.82722590,0.97876615,0.70431399,0.20369353,0.01291979,0.80135967
-5.40570285,2.15783827,0.02745038,0.11334399,0.84912756,1.00669010,0.72618170,0.20987765,0.01329881,0.82324535
-5.39969985,2.21115249,0.02759913,0.11524682,0.86922444,1.03073823,0.74617988,0.21549801,0.01363908,0.84328634
-5.39369685,2.25683808,0.02766403,0.11679495,0.88702364,1.05046653,0.76390341,0.22041551,0.01393228,0.86100322
-5.38769385,2.29387866,0.02763171,0.11794124,0.90205547,1.06550362,0.77897215,0.22450043,0.01417085,0.87594305
-5.38169085,2.32139584,0.02749060,0.11864519,0.91388806,1.07555983,0.79104060,0.22763651,0.01434820,0.88769290
-5.37568784,2.33867424,0.02723159,0.11887408,0.92214159,1.08043438,0.79980715,0.22972472,0.01445885,0.89589263
-5.36968484,2.34518269,0.02684835,0.11860401,0.92650137,1.08002026,0.80502245,0.23068663,0.01449862,0.90024661
-5.36368184,2.34059070,0.02633774,0.11782063,0.92672930,1.07430692,0.80649655,0.23046708,0.01446471,0.90053361
-5.35767884,2.32477985,0.02569997,0.11651972,0.92267324,1.06338061,0.80410471,0.22903613,0.01435578,0.89661474
-5.35167584,2.29784953,0.02493859,0.11470748,0.91427383,1.04742249,0.79779141,0.22639023,0.01417199,0.88843900
-5.34567284,2.26011697,0.02406037,0.11240053,0.90156861,1.02670463,0.78757258,0.22255248,0.01391496,0.87604616
-5.33966983,2.21211164,0.02307512,0.10962572,0.88469316,1.00158418,0.77353585,0.21757208,0.01358774,0.85956709
-5.33366683,2.15456417,0.02199521,0.10641949,0.86387916,0.97249582,0.75583882,0.21152290,0.01319469,0.83922127
-5.32766383,2.08839035,0.02083523,0.10282720,0.83944973,0.93994286,0.73470536,0.20450129,0.01274134,0.81531183
-5.32166083,2.01467066,0.01961133,0.09890202,0.81181182,0.90448731,0.71042015,0.19662329,0.01223422,0.78821811
-5.31565783,1.93462611,0.01834077,0.09470376,0.78144638,0.86673914,0.68332149,0.18802118,0.01168070,0.75838620
-5.30965483,1.84959119,0.01704125,0.09029747,0.74889628,0.82734500,0.65379277,0.17883977,0.01108873,0.72631772
-5.30365183,1.76098467,0.01573041,0.08575196,0.71475276,0.78697679,0.62225287,0.16923233,0.01046667,0.69255719
-5.29764882,1.67027921,0.01442527,0.08113818,0.67964060,0.74632013,0.58914572,0.15935648,0.00982305,0.65767861
-5.29164582,1.57897054,0.01314177,0.07652765,0.64420273,0.70606309,0.55492948,0.14937016,0.00916637,0.62227147
-5.28564282,1.48854693,0.01189442,0.07199087,0.60908464,0.66688515,0.52006570,0.13942769,0.00850490,0.58692672
-5.27963982,1.40045985,0.01069596,0.06759573,0.57491905,0.62944678,0.48500869,0.12967626,0.00784652,0.55222317
-5.27363682,1.31609616,0.00955716,0.06340613,0.54231131,0.59437940,0.45019563,0.12025271,0.00719856,0.51871453
-5.26763382,1.23675268,0.00848673,0.05948064,0.51182593,0.56227611,0.41603742,0.11128087,0.00656766,0.48691756
-5.26163082,1.16361315,0.00749123,0.05587130,0.48397440,0.53368293,0.38291087,0.10286935,0.00595973,0.45730149
-5.25562781,1.09772830,0.00657520,0.05262271,0.45920472,0.50909088,0.35115206,0.09510992,0.00537983,0.43027898
-5.24962481,1.03999895,0.00574115,0.04977115,0.43789266,0.48892866,0.32105128,0.08807641,0.00483219,0.40619861
-5.24362181,0.99116237,0.00498985,0.04734406,0.42033496,0.47355614,0.29284939,0.08182411,0.00432014,0.38533927
-5.23761881,0.95178198,0.00432043,0.04535958,0.40674442,0.46325862,0.26673582,0.07638970,0.00384621,0.36790613
-5.23161581,0.92224033,0.00373064,0.04382644,0.39724702,0.45824185,0.24284795,0.07179159,0.00341209,0.35402847
-5.22561281,0.90273539,0.00321711,0.04274392,0.39188088,0.45862808,0.22127195,0.06803066,0.00301876,0.34375912
-5.21960980,0.89327994,0.00277554,0.04210207,0.39059712,0.46445294,0.20204478,0.06509131,0.00266650,0.33707560
-5.21360680,0.89370414,0.00240097,0.04188216,0.39326242,0.47566349,0.18515738,0.06294282,0.00235500,0.33388262
-5.20760380,0.90366105,0.00208795,0.04205717,0.39966326,0.49211741,0.17055858,0.06154085,0.00208345,0.33401613
-5.20160080,0.92263495,0.00183075,0.04259258,0.40951166,0.51358349,0.15815990,0.06082922,0.00185061,0.33724851
-5.19559780,0.94995252,0.00162355,0.04344720,0.42245228,0.53974352,0.14784063,0.06074164,0.00165487,0.34329492
-5.18959480,0.98479648,0.00146051,0.04457416,0.43807073,0.57019568,0.13945335,0.06120368,0.00149437,0.35182057
-5.18359180,1.02622168,0.00133594,0.04592205,0.45590301,0.60445955,0.13282952,0.06213464,0.00136706,0.36244888
-5.17758879,1.07317341,0.00124436,0.04743602,0.47544574,0.64198264,0.12778497,0.06344950,0.00127071,0.37477021
-5.17158579,1.12450761,0.00118057,0.04905909,0.49616716,0.68214862,0.12412527,0.06506080,0.00120303,0.38835110
-5.16558279,1.17901275,0.00113971,0.05073336,0.51751854,0.72428707,0.12165076,0.06688045,0.00116166,0.40274377
-5.15957979,1.23543301,0.00111724,0.05240131,0.53894594,0.76768462,0.12016121,0.06882155,0.00114420,0.41749585
-5.15357679,1.29249230,0.00110902,0.05400704,0.55990183,0.81159739,0.11945997,0.07079993,0.00114826,0.43215984
-5.14757379,1.34891872,0.00111131,0.05549749,0.57985663,0.85526446,0.11935765,0.07273577,0.00117146,0.44630245
-5.14157079,1.40346891,0.00112072,0.05682354,0.59830965,0.89792200,0.11967523,0.07455488,0.00121142,0.45951342
-5.13556778,1.45495174,0.00113426,0.05794103,0.61479925,0.93881785,0.12024666,0.07618998,0.00126579,0.47141359
-5.12956478,1.50225085,0.00114934,0.05881166,0.62891206,0.97722606,0.12092086,0.07758164,0.00133221,0.48166219
-5.12356178,1.54434537,0.00116370,0.05940371,0.64029089,1.01246109,0.12156328,0.07867912,0.00140835,0.48996310
-5.11755878,1.58032844,0.00117549,0.05969256,0.64864120,1.04389124,0.12205683,0.07944097,0.00149191,0.49606988
-5.11155578,1.60942295,0.00118317,0.05966112,0.65373598,1.07095089,0.12230250,0.07983538,0.00158057,0.49978952
-5.10555278,1.63099418,0.00118557,0.05929993,0.65541882,1.09315131,0.12221945,0.07984030,0.00167206,0.50098485
-5.09954977,1.64455896,0.00118182,0.05860716,0.65360527,1.11008965,0.12174472,0.07944344,0.00176415,0.49957548
-5.09354677,1.64979124,0.00117139,0.05758836,0.64828230,1.12145586,0.12083268,0.07864185,0.00185464,0.49553736
-5.08754377,1.64652385,0.00115399,0.05625604,0.63950604,1.12703748,0.11945411,0.07744153,0.00194143,0.48890095
-5.08154077,1.63474669,0.00112962,0.05462907,0.62739782,1.12672204,0.11759511,0.07585669,0.00202248,0.47974805
-5.07553777,1.61460121,0.00109851,0.05273193,0.61213871,1.12049722,0.11525575,0.07390892,0.00209593,0.46820760
-5.06953477,1.58637174,0.00106109,0.05059387,0.59396280,1.10844865,0.11244862,0.07162624,0.00216004,0.45445035
-5.06353177,1.55047378,0.00101794,0.04824792,0.57314935,1.09075555,0.10919731,0.06904203,0.00221329,0.43868281
-5.05752876,1.50743980,0.00096981,0.04572987,0.55001423,1.06768450,0.10553468,0.06619391,0.00225436,0.42114053
-5.05152576,1.45790300,0.00091753,0.04307725,0.52490084,1.03958123,0.10150132,0.06312258,0.00228220,0.40208114
-5.04552276,1.40257956,0.00086199,0.04032827,0.49817080,1.00686118,0.09714382,0.05987070,0.00229603,0.38177707
-5.03951976,1.34224989,0.00080413,0.03752087,0.47019482,0.96999866,0.09251322,0.05648178,0.00229539,0.36050854
-5.03351676,1.27773954,0.00074487,0.03469177,0.44134381,0.92951526,0.08766342,0.05299912,0.00228009,0.33855667
-5.02751376,1.20990006,0.00068511,0.03187565,0.41198073,0.88596766,0.08264979,0.04946491,0.00225028,0.31619718
-5.02151076,1.13959061,0.00062570,0.02910451,0.38245316,0.83993525,0.07752781,0.04591933,0.00220640,0.29369463
-5.01550775,1.06766040,0.00056741,0.02640704,0.35308685,0.79200785,0.07235186,0.04239989,0.00214918,0.27129747
-5.00950475,0.99493270,0.00051093,0.02380822,0.32418043,0.74277378,0.06717414,0.03894084,0.00207961,0.24923391
-5.00350175,0.92219042,0.00045684,0.02132908,0.29600118,0.69280862,0.06204379,0.03557270,0.00199892,0.22770865
-4.99749875,0.85016372,0.00040562,0.01898651,0.26878211,0.64266493,0.05700608,0.03232200,0.00190852,0.20690055
-4.99149575,0.77951973,0.00035763,0.01679332,0.24272008,0.59286301,0.05210182,0.02921106,0.00180998,0.18696120
-4.98549275,0.71085448,0.00031314,0.01475831,0.21797518,0.54388301,0.04736693,0.02625800,0.00170496,0.16801433
-4.97948974,0.64468715,0.00027232,0.01288655,0.19467097,0.49615846,0.04283209,0.02347675,0.00159518,0.15015596
-4.97348674,0.58145650,0.00023525,0.01117962,0.17289578,0.45007131,0.03852263,0.02087723,0.00148237,0.13345532
-4.96748374,0.52151953,0.00020192,0.00963606,0.15270467,0.40594851,0.03445849,0.01846560,0.00136821,0.11795631
-4.96148074,0.46515206,0.00017225,0.00825174,0.13412206,0.36406014,0.03065434,0.01624456,0.00125430,0.10367943
-4.95547774,0.41255129,0.00014613,0.00702033,0.11714485,0.32461912,0.02711977,0.01421373,0.00114213,0.09062410
-4.94947474,0.36383983,0.00012340,0.00593374,0.10174582,0.28778218,0.02385967,0.01236997,0.00103305,0.07877124
-4.94347174,0.31907121,0.00010386,0.00498256,0.08787724,0.25365229,0.02087454,0.01070789,0.00092822,0.06808597
-4.93746873,0.27823641,0.00008730,0.00415646,0.07547455,0.22228204,0.01816102,0.00922018,0.00082866,0.05852036
-4.93146573,0.24127130,0.00007353,0.00344462,0.06445993,0.19367809,0.01571236,0.00789807,0.00073517,0.05001617
-4.92546273,0.20806449,0.00006233,0.00283599,0.05474573,0.16780628,0.01351895,0.00673167,0.00064839,0.04250740
-4.91945973,0.17846560,0.00005351,0.00231964,0.04623769,0.14459725,0.01156887,0.00571040,0.00056876,0.03592280
-4.91345673,0.15229340,0.00004691,0.00188500,0.03883785,0.12395235,0.00984843,0.00482324,0.00049659,0.03018799
-4.90745373,0.12934382,0.00004239,0.00152201,0.03244709,0.10574966,0.00834264,0.00405909,0.00043201,0.02522751
-4.90145073,0.10939747,0.00003983,0.00122128,0.02696737,0.08984990,0.00703576,0.00340699,0.00037504,0.02096644
-4.89544772,0.09222655,0.00003916,0.00097423,0.02230353,0.07610195,0.00591169,0.00285633,0.00032559,0.01733187
-4.88944472,0.07760111,0.00004033,0.00077308,0.01836484,0.06434808,0.00495439,0.00239705,0.00028350,0.01425403
-4.88344172,0.06529433,0.00004331,0.00061098,0.01506610,0.05442848,0.00414819,0.00201972,0.00024853,0.01166717
-4.87743872,0.05508700,0.00004812,0.00048194,0.01232851,0.04618526,0.00347810,0.00171570,0.00022039,0.00951025
-4.87143572,0.04677108,0.00005480,0.00038087,0.01008020,0.03946560,0.00293000,0.00147713,0.00019878,0.00772736
-4.86543272,0.04015230,0.00006339,0.00030355,0.00825660,0.03412434,0.00249085,0.00129701,0.00018338,0.00626798
-4.85942971,0.03505196,0.00007397,0.00024663,0.00680052,0.03002570,0.00214876,0.00116915,0.00017387,0.00508709
-4.85342671,0.03130787,0.00008661,0.00020759,0.00566218,0.02704445,0.00189310,0.00108821,0.00016992,0.00414518
-4.84742371,0.02877470,0.00010139,0.00018475,0.00479902,0.02506634,0.00171453,0.00104959,0.00017123,0.00340807
-4.84142071,0.02732367,0.00011836,0.00017725,0.00417555,0.02398807,0.00160497,0.00104945,0.00017750,0.00284683
-4.83541771,0.02684174,0.00013758,0.00018511,0.00376309,0.02371672,0.00155761,0.00108460,0.00018841,0.00243750
-4.82941471,0.02723063,0.00015906,0.00020923,0.00353953,0.02416897,0.00156689,0.00115245,0.00020368,0.00216091
-4.82341171,0.02840545,0.00018279,0.00025148,0.00348912,0.02526990,0.00162842,0.00125097,0.00022300,0.00200245
-4.81740870,0.03029341,0.00020870,0.00031474,0.00360234,0.02695184,0.00173895,0.00137865,0.00024605,0.00195188
-4.81140570,0.03283248,0.00023668,0.00040304,0.00387578,0.02915305,0.00189638,0.00153441,0.00027250,0.00200322
-4.80540270,0.03597025,0.00026657,0.00052166,0.00431209,0.03181658,0.00209968,0.00171762,0.00030197,0.00215457
-4.79939970,0.03966306,0.00029812,0.00067728,0.00492012,0.03488927,0.00234896,0.00192810,0.00033408,0.00240812
-4.79339670,0.04387538,0.00033106,0.00087808,0.00571496,0.03832100,0.00264545,0.00216609,0.00036838,0.00277009
-4.78739370,0.04857956,0.00036503,0.00113394,0.00671812,0.04206418,0.00299155,0.00243232,0.00040440,0.00325077
-4.78139070,0.05375602,0.00039960,0.00145656,0.00795777,0.04607370,0.00339089,0.00272802,0.00044164,0.00386456
-4.77538769,0.05939368,0.00043433,0.00185956,0.00946890,0.05030713,0.00384842,0.00305504,0.00047956,0.00463001
-4.76938469,0.06549083,0.00046869,0.00235860,0.01129343,0.05472529,0.00437048,0.00341586,0.00051761,0.00556986
-4.76338169,0.07205611,0.00050214,0.00297143,0.01348027,0.05929316,0.00496490,0.00381370,0.00055522,0.00671106
-4.75737869,0.07910969,0.00053413,0.00371786,0.01608520,0.06398100,0.00564105,0.00425260,0.00059184,0.00808463
-4.75137569,0.08668453,0.00056407,0.00461966,0.01917052,0.06876567,0.00640992,0.00473749,0.00062694,0.00972556
-4.74537269,0.09482731,0.00059142,0.00570042,0.02280447,0.07363206,0.00728411,0.00527421,0.00066002,0.01167246
-4.73936968,0.10359934,0.00061564,0.00698523,0.02706028,0.07857445,0.00827782,0.00586959,0.00069065,0.01396711
-4.73336668,0.11307680,0.00063625,0.00850029,0.03201491,0.08359777,0.00940676,0.00653137,0.00071850,0.01665387
-4.72736368,0.12335058,0.00065284,0.01027239,0.03774733,0.08871863,0.01068804,0.00726819,0.00074332,0.01977878
-4.72136068,0.13452536,0.00066505,0.01232821,0.04433650,0.09396600,0.01213988,0.00808949,0.00076500,0.02338859
-4.71535768,0.14671795,0.00067263,0.01469361,0.05185880,0.09938141,0.01378140,0.00900533,0.00078354,0.02752955
-4.70935468,0.16005480,0.00067542,0.01739272,0.06038527,0.10501874,0.01563224,0.01002619,0.00079912,0.03224596
-4.70335168,0.17466875,0.00067337,0.02044694,0.06997840,0.11094340,0.01771211,0.01116273,0.00081204,0.03757870
-4.69734867,0.19069496,0.00066652,0.02387393,0.08068886,0.11723094,0.02004040,0.01242544,0.00082278,0.04356354
-4.69134567,0.20826637,0.00065503,0.02768658,0.09255206,0.12396523,0.02263563,0.01382436,0.00083194,0.05022954
-4.68534267,0.22750858,0.00063916,0.03189192,0.10558489,0.13123600,0.02551500,0.01536868,0.00084031,0.05759734
-4.67933967,0.24853458,0.00061925,0.03649024,0.11978261,0.13913618,0.02869386,0.01706641,0.00084876,0.06567777
-4.67333667,0.27143954,0.00059574,0.04147420,0.13511630,0.14775878,0.03218535,0.01892397,0.00085831,0.07447046
-4.66733367,0.29629595,0.00056913,0.04682822,0.15153094,0.15719377,0.03600001,0.02094593,0.00087003,0.08396299
-4.66133067,0.32314934,0.00053998,0.05252810,0.16894429,0.16752492,0.04014554,0.02313470,0.00088509,0.09413021
-4.65532766,0.35201501,0.00050888,0.05854087,0.18724684,0.17882680,0.04462666,0.02549036,0.00090464,0.10493426
-4.64932466,0.38287592,0.00047646,0.06482507,0.20630293,0.19116215,0.04944516,0.02801052,0.00092989,0.11632494
-4.64332166,0.41568196,0.00044336,0.07133123,0.22595306,0.20457969,0.05460004,0.03069033,0.00096196,0.12824083
