energy_ev,total_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.84992496,7.50753783,1.71342313,0.80193679,0.99670665,0.40789884,0.02534153,0.12106152,0.19130605,4.12517039
-5.84392196,7.64713318,1.72201103,0.82401074,1.00951321,0.41829895,0.02702850,0.12366602,0.19764888,4.19956358
-5.83791896,7.77517434,1.72999340,0.84438132,1.01992714,0.42802933,0.02875609,0.12592829,0.20399521,4.26817148
-5.83191596,7.88880380,1.73664412,0.86277820,1.02769816,0.43688699,0.03050392,0.12780579,0.21023797,4.32940252
-5.82591296,7.98541681,1.74128679,0.87896613,1.03262327,0.44468151,0.03225004,0.12926215,0.21626805,4.38179597
-5.81990995,8.06271533,1.74331324,0.89274808,1.03455011,0.45123958,0.03397143,0.13026784,0.22197660,4.42405288
-5.81390695,8.11874691,1.74219727,0.90396640,1.03337815,0.45640883,0.03564435,0.13080056,0.22725708,4.45505882
-5.80790395,8.15192881,1.73750362,0.91250236,1.02905790,0.46006086,0.03724482,0.13084546,0.23200741,4.47389825
-5.80190095,8.16105772,1.72889228,0.91827414,1.02158840,0.46209345,0.03874913,0.13039518,0.23613176,4.47986107
-5.79589795,8.14530717,1.71611853,0.92123356,1.01101324,0.46243191,0.04013424,0.12944968,0.23954237,4.47244219
-5.78989495,8.10421432,1.69902932,0.92136213,0.99741558,0.46102965,0.04137832,0.12801592,0.24216104,4.45133528
-5.78389195,8.03765888,1.67755684,0.91866668,0.98091255,0.45786803,0.04246112,0.12610740,0.24392053,4.41642202
-5.77788894,7.94583666,1.65171011,0.91317495,0.96164940,0.45295544,0.04336446,0.12374364,0.24476570,4.36775839
-5.77188594,7.82923029,1.62156537,0.90493164,0.93979376,0.44632598,0.04407254,0.12094948,0.24465445,4.30555932
-5.76588294,7.68857933,1.58725624,0.89399519,0.91553038,0.43803753,0.04457234,0.11775444,0.24355850,4.23018294
-5.75987994,7.52485167,1.54896418,0.88043538,0.88905643,0.42816962,0.04485385,0.11419196,0.24146383,4.14211553
-5.75387694,7.33921750,1.50690988,0.86433210,0.86057772,0.41682095,0.04491036,0.11029872,0.23837102,4.04195783
-5.74787394,7.13302657,1.46134598,0.84577510,0.83030570,0.40410682,0.04473855,0.10611386,0.23429524,3.93041306
-5.74187094,6.90778897,1.41255118,0.82486468,0.79845529,0.39015648,0.04433863,0.10167834,0.22926605,3.80827691
-5.73586793,6.66515897,1.36082584,0.80171321,0.76524348,0.37511048,0.04371435,0.09703426,0.22332687,3.67642904
-5.72986493,6.40692118,1.30648890,0.77644709,0.73088852,0.35911806,0.04287292,0.09222424,0.21653424,3.53582590
-5.72386193,6.13497803,1.24987575,0.74920891,0.69560949,0.34233463,0.04182489,0.08729082,0.20895679,3.38749402
-5.71785893,5.85133711,1.19133683,0.72015948,0.65962605,0.32491928,0.04058391,0.08227600,0.20067398,3.23252325
-5.71185593,5.55809734,1.13123643,0.68947941,0.62315824,0.30703250,0.03916648,0.07722065,0.19177453,3.07205918
-5.70585293,5.25743274,1.06995135,0.65736984,0.58642604,0.28883391,0.03759153,0.07216415,0.18235472,2.90729409
-5.69984992,4.95157305,1.00786915,0.62405233,0.54964864,0.27048018,0.03588009,0.06714395,0.17251649,2.73945604
-5.69384692,4.64278065,0.94538552,0.58976756,0.51304326,0.25212300,0.03405473,0.06219517,0.16236536,2.56979585
-5.68784392,4.33332378,0.88290089,0.55477284,0.47682355,0.23390723,0.03213912,0.05735035,0.15200834,2.39957184
-5.68184092,4.02544642,0.82081600,0.51933854,0.44119748,0.21596916,0.03015750,0.05263911,0.14155181,2.23003274
-5.67583792,3.72133557,0.75952659,0.48374354,0.40636494,0.19843495,0.02813414,0.04808791,0.13109941,2.06239896
-5.66983492,3.42308711,0.69941744,0.44826982,0.37251502,0.18141924,0.02609282,0.04371991,0.12075010,1.89784316
-5.66383192,3.13267151,0.64085587,0.41319658,0.33982312,0.16502397,0.02405638,0.03955476,0.11059632,1.73747063
-5.65782891,2.85190093,0.58418520,0.37879413,0.30844814,0.14933743,0.02204625,0.03560860,0.10072244,1.58230042
-5.65182591,2.58239924,0.52971836,0.34531785,0.27852990,0.13443361,0.02008205,0.03189395,0.09120347,1.43324820
-5.64582291,2.32557635,0.47773204,0.31300259,0.25018680,0.12037178,0.01818131,0.02841982,0.08210400,1.29111139
-5.63981991,2.08260803,0.42846175,0.28205770,0.22351407,0.10719645,0.01635921,0.02519176,0.07347760,1.15655755
-5.63381691,1.85442224,0.38209800,0.25266300,0.19858252,0.09493751,0.01462843,0.02221206,0.06536641,1.03011628
-5.62781391,1.64169244,0.33878381,0.22496585,0.17543808,0.08361081,0.01299904,0.01947993,0.05780121,0.91217516
-5.62181091,1.44483821,0.29861366,0.19907934,0.15410184,0.07321892,0.01147855,0.01699185,0.05080164,0.80297973
-5.61580790,1.26403293,0.26163389,0.17508179,0.13457098,0.06375222,0.01007194,0.01474180,0.04437685,0.70263752
-5.60980490,1.09921806,0.22784454,0.15301734,0.11682020,0.05519014,0.00878184,0.01272172,0.03852630,0.61112573
-5.60380190,0.95012323,0.19720247,0.13289772,0.10080375,0.04750259,0.00760870,0.01092185,0.03324078,0.52830220
-5.59779890,0.81629112,0.16962560,0.11470492,0.08645793,0.04065162,0.00655106,0.00933116,0.02850357,0.45391910
-5.59179590,0.69710589,0.14499796,0.09839469,0.07370391,0.03459299,0.00560580,0.00793783,0.02429175,0.38763857
-5.58579290,0.59182401,0.12317542,0.08390056,0.06245079,0.02927789,0.00476845,0.00672963,0.02057744,0.32904976
-5.57978989,0.49960614,0.10399169,0.07113833,0.05259875,0.02465458,0.00403351,0.00569439,0.01732915,0.27768641
-5.57378689,0.41954898,0.08726451,0.06001069,0.04404214,0.02066998,0.00339472,0.00482040,0.01451302,0.23304444
-5.56778389,0.35071592,0.07280155,0.05041183,0.03667245,0.01727114,0.00284536,0.00409684,0.01209404,0.19459880
-5.56178089,0.29216570,0.06040613,0.04223193,0.03038112,0.01440656,0.00237855,0.00351410,0.01003704,0.16181933
-5.55577789,0.24297832,0.04988227,0.03536136,0.02506195,0.01202740,0.00198744,0.00306420,0.00830774,0.13418491
-5.54977489,0.20227770,0.04103918,0.02969437,0.02061328,0.01008844,0.00166544,0.00274102,0.00687350,0.11119587
-5.54377189,0.16925074,0.03369504,0.02513247,0.01693976,0.00854891,0.00140641,0.00254063,0.00570400,0.09238445
-5.53776888,0.14316270,0.02768005,0.02158713,0.01395375,0.00737308,0.00120478,0.00246150,0.00477179,0.07732307
-5.53176588,0.12336878,0.02283861,0.01898205,0.01157641,0.00653072,0.00105564,0.00250465,0.00405264,0.06563062
-5.52576288,0.10932206,0.01903098,0.01725479,0.00973837,0.00599731,0.00095485,0.00267385,0.00352586,0.05697674
-5.51975988,0.10057802,0.01613405,0.01635791,0.00838017,0.00575410,0.00089899,0.00297562,0.00317438,0.05108417
-5.51375688,0.09679578,0.01404168,0.01625956,0.00745241,0.00578804,0.00088547,0.00341931,0.00298485,0.04772947
-5.50775388,0.09773639,0.01266443,0.01694359,0.00691563,0.00609145,0.00091239,0.00401699,0.00294751,0.04674213
-5.50175088,0.10325837,0.01192885,0.01840913,0.00674007,0.00666168,0.00097854,0.00478336,0.00305613,0.04800231
-5.49574787,0.11331085,0.01177641,0.02066984,0.00690518,0.00750050,0.00108332,0.00573551,0.00330772,0.05143740
-5.48974487,0.12792445,0.01216220,0.02375258,0.00739910,0.00861339,0.00122660,0.00689260,0.00370228,0.05701747
-5.48374187,0.14720017,0.01305330,0.02769581,0.00821800,0.01000878,0.00140862,0.00827548,0.00424242,0.06474987
-5.47773887,0.17129652,0.01442712,0.03254754,0.00936531,0.01169711,0.00162984,0.00990614,0.00493300,0.07467307
-5.47173587,0.20041515,0.01626956,0.03836300,0.01085102,0.01368978,0.00189080,0.01180712,0.00578063,0.08684976
-5.46573287,0.23478515,0.01857319,0.04520190,0.01269077,0.01599812,0.00219195,0.01400080,0.00679316,0.10135958
-5.45972986,0.27464635,0.02133540,0.05312552,0.01490508,0.01863223,0.00253348,0.01650857,0.00797916,0.11829142
-5.45372686,0.32023201,0.02455666,0.06219349,0.01751847,0.02159984,0.00291519,0.01934996,0.00934730,0.13773547
-5.44772386,0.37175123,0.02823883,0.07246051,0.02055856,0.02490516,0.00333634,0.02254171,0.01090576,0.15977533
-5.44172086,0.42937143,0.03238360,0.08397291,0.02405523,0.02854784,0.00379548,0.02609679,0.01266157,0.18448019
-5.43571786,0.49320169,0.03699117,0.09676532,0.02803972,0.03252197,0.00429039,0.03002343,0.01462002,0.21189740
-5.42971486,0.56327715,0.04205908,0.11085736,0.03254376,0.03681526,0.00481799,0.03432422,0.01678396,0.24204562
-5.42371186,0.63954528,0.04758128,0.12625069,0.03759876,0.04140842,0.00537428,0.03899526,0.01915330,0.27490881
-5.41770885,0.72185458,0.05354749,0.14292637,0.04323488,0.04627473,0.00595437,0.04402545,0.02172442,0.31043117
-5.41170585,0.80994615,0.05994284,0.16084274,0.04948029,0.05137996,0.00655249,0.04939594,0.02448970,0.34851350
-5.40570285,0.90344870,0.06674776,0.17993389,0.05636037,0.05668251,0.00716212,0.05507980,0.02743722,0.38901088
-5.39969985,1.00187746,0.07393821,0.20010888,0.06389696,0.06213394,0.00777610,0.06104196,0.03055046,0.43173203
-5.39369685,1.10463718,0.08148615,0.22125174,0.07210769,0.06767978,0.00838685,0.06723943,0.03380827,0.47644034
-5.38769385,1.21102941,0.08936033,0.24322233,0.08100532,0.07326073,0.00898657,0.07362175,0.03718487,0.52285672
-5.38169085,1.32026406,0.09752719,0.26585814,0.09059725,0.07881408,0.00956748,0.08013186,0.04065012,0.57066414
-5.37568784,1.43147491,0.10595210,0.28897692,0.10088497,0.08427547,0.01012218,0.08670723,0.04416993,0.61951375
-5.36968484,1.54373884,0.11460060,0.31238013,0.11186375,0.08958080,0.01064384,0.09328126,0.04770680,0.66903258
-5.36368184,1.65609810,0.12343984,0.33585718,0.12352237,0.09466834,0.01112657,0.09978498,0.05122060,0.71883232
-5.35767884,1.76758486,0.13243998,0.35919028,0.13584299,0.09948083,0.01156568,0.10614897,0.05466943,0.76851909
-5.35167584,1.87724736,0.14157561,0.38215968,0.14880118,0.10396766,0.01195788,0.11230544,0.05801061,0.81770378
-5.34567284,1.98417654,0.15082711,0.40454932,0.16236615,0.10808685,0.01230153,0.11819035,0.06120174,0.86601252
-5.33966983,2.08753227,0.16018184,0.42615240,0.17650108,0.11180695,0.01259676,0.12374568,0.06420184,0.91309702
-5.33366683,2.18656816,0.16963530,0.44677690,0.19116379,0.11510856,0.01284554,0.12892151,0.06697244,0.95864429
-5.32766383,2.28065408,0.17919202,0.46625073,0.20630752,0.11798559,0.01305171,0.13367804,0.06947865,1.00238543
-5.32166083,2.36929546,0.18886631,0.48442635,0.22188195,0.12044610,0.01322084,0.13798737,0.07169014,1.04410318
-5.31565783,2.45214878,0.19868279,0.50118459,0.23783447,0.12251274,0.01336014,0.14183501,0.07358195,1.08363794
-5.30965483,2.52903255,0.20867678,0.51643772,0.25411165,0.12422270,0.01347821,0.14522100,0.07513516,1.12089212
-5.30365183,2.59993360,0.21889439,0.53013148,0.27066080,0.12562719,0.01358472,0.14816064,0.07633740,1.15583265
-5.29764882,2.66500834,0.22939248,0.54224611,0.28743169,0.12679054,0.01369010,0.15068481,0.07718302,1.18849160
-5.29164582,2.72457911,0.24023834,0.55279635,0.30437835,0.12778884,0.01380513,0.15283970,0.07767318,1.21896505
-5.28564282,2.77912575,0.25150917,0.56183046,0.32146078,0.12870826,0.01394053,0.15468622,0.07781563,1.24741010
-5.27963982,2.82927282,0.26329132,0.56942827,0.33864651,0.12964296,0.01410656,0.15629875,0.07762426,1.27404037
-5.27363682,2.87577289,0.27567917,0.57569858,0.35591201,0.13069294,0.01431260,0.15776361,0.07711858,1.29912007
-5.26763382,2.91948649,0.28877376,0.58077575,0.37324371,0.13196152,0.01456683,0.15917699,0.07632293,1.32295687
-5.26163082,2.96135956,0.30268105,0.58481595,0.39063859,0.13355289,0.01487585,0.16064257,0.07526568,1.34589391
-5.25562781,3.00239886,0.31750979,0.58799312,0.40810431,0.13556957,0.01524449,0.16226882,0.07397828,1.36830105
-5.24962481,3.04364638,0.33336892,0.59049477,0.42565867,0.13810987,0.01567563,0.16416614,0.07249437,1.39056577
-5.24362181,3.08615316,0.35036464,0.59251796,0.44332856,0.14126555,0.01617007,0.16644380,0.07084893,1.41308385
-5.23761881,3.13095353,0.36859696,0.59426542,0.46114824,0.14511957,0.01672660,0.16920683,0.06907739,1.43625012
-5.23161581,3.17904009,0.38815595,0.59594204,0.47915701,0.14974405,0.01734203,0.17255308,0.06721504,1.46044938
-5.22561281,3.23134027,0.40911757,0.59775184,0.49739645,0.15519850,0.01801142,0.17657025,0.06529635,1.48604774
-5.21960980,3.28869469,0.43153936,0.59989532,0.51590721,0.16152826,0.01872829,0.18133329,0.06335463,1.51338447
-5.21360680,3.35183786,0.45545592,0.60256730,0.53472554,0.16876326,0.01948495,0.18690209,0.06142171,1.54276450
-5.20760380,3.42138143,0.48087455,0.60595514,0.55387980,0.17691703,0.02027285,0.19331950,0.05952781,1.57445151
-5.20160080,3.49780017,0.50777104,0.61023723,0.57338695,0.18598606,0.02108297,0.20060991,0.05770150,1.60866183
-5.19559780,3.58142070,0.53608591,0.61558173,0.59324947,0.19594939,0.02190619,0.20877821,0.05596978,1.64555904
-5.18959480,3.67241315,0.56572130,0.62214523,0.61345258,0.20676855,0.02273369,0.21780942,0.05435817,1.68524932
-5.18359180,3.77078541,0.59653870,0.63007132,0.63396224,0.21838778,0.02355725,0.22766871,0.05289085,1.72777752
-5.17758879,3.87638008,0.62835777,0.63948890,0.65472372,0.23073449,0.02436958,0.23830209,0.05159069,1.77312402
-5.17158579,3.98887373,0.66095629,0.65051001,0.67566115,0.24372009,0.02516453,0.24963747,0.05047934,1.82120221
-5.16558279,4.10777852,0.69407162,0.66322719,0.69667782,0.25724104,0.02593720,0.26158624,0.04957713,1.87185681
-5.15957979,4.23244579,0.72740351,0.67771026,0.71765737,0.27118016,0.02668402,0.27404523,0.04890284,1.92486294
-5.15357679,4.36207170,0.76061849,0.69400255,0.73846576,0.28540825,0.02740270,0.28689889,0.04847344,1.97992606
-5.14757379,4.49570467,0.79335581,0.71211673,0.75895398,0.29978596,0.02809212,0.30002179,0.04830357,2.03668285
-5.14157079,4.63225475,0.82523480,0.73203019,0.77896125,0.31416584,0.02875211,0.31328110,0.04840500,2.09470324
-5.13556778,4.77050508,0.85586358,0.75368055,0.79831872,0.32839475,0.02938318,0.32653921,0.04878602,2.15349375
-5.12956478,4.90912539,0.88484896,0.77696119,0.81685339,0.34231635,0.02998620,0.33965619,0.04945065,2.21250228
-5.12356178,5.04668817,0.91180723,0.80171751,0.83439219,0.35577381,0.03056206,0.35249215,0.05039803,2.27112470
-5.11755878,5.18168741,0.93637567,0.82774400,0.85076599,0.36861277,0.03111128,0.36490942,0.05162173,2.32871334
-5.11155578,5.31256064,0.95822426,0.85478272,0.86581355,0.38068422,0.03163368,0.37677443,0.05310924,2.38458761
-5.10555278,5.43771422,0.97706746,0.88252347,0.87938526,0.39184765,0.03212811,0.38795942,0.05484161,2.43804681
-5.09954977,5.55555221,0.99267547,0.91060589,0.89134660,0.40197404,0.03259213,0.39834383,0.05679333,2.48838526
-5.09354677,5.66450882,1.00488469,0.93862394,0.90158134,0.41094890,0.03302193,0.40781553,0.05893247,2.53490958
-5.08754377,5.76308422,1.01360688,0.96613265,0.90999451,0.41867509,0.03341221,0.41627180,0.06122108,2.57695784
-5.08154077,5.84988306,1.01883670,0.99265744,0.91651503,0.42507550,0.03375626,0.42362023,0.06361602,2.61392024
-5.07553777,5.92365521,1.02065715,1.01770551,0.92109812,0.43009543,0.03404606,0.42977947,0.06606995,2.64526078
-5.06953477,5.98333717,1.01924266,1.04077944,0.92372744,0.43370449,0.03427255,0.43468000,0.06853279,2.67053907
-5.06353177,6.02809302,1.01485942,1.06139224,0.92441692,0.43589819,0.03442597,0.43826485,0.07095326,2.68943143
-5.05752876,6.05735295,1.00786278,1.07908345,0.92321223,0.43669883,0.03449630,0.44049036,0.07328083,2.70175030
-5.05152576,6.07084755,0.99869160,1.09343559,0.92019181,0.43615588,0.03447368,0.44132694,0.07546763,2.70746080
-5.04552276,6.06863564,0.98785940,1.10409022,0.91546727,0.43434563,0.03434898,0.44075985,0.07747052,2.70669340
-5.03951976,6.05112374,0.97594235,1.11076277,0.90918316,0.43137012,0.03411427,0.43878995,0.07925313,2.69975165
-5.03351676,6.01907513,0.96356444,1.11325540,0.90151576,0.42735531,0.03376331,0.43543430,0.08078773,2.68711397
-5.02751376,5.97360700,0.95137987,1.11146724,0.89267086,0.42244851,0.03329200,0.43072668,0.08205694,2.66942885
-5.02151076,5.91617440,0.94005327,1.10540115,0.88288036,0.41681510,0.03269869,0.42471779,0.08305505,2.64750307
-5.01550775,5.84854050,0.93023825,1.09516686,0.87239767,0.41063454,0.03198451,0.41747511,0.08378908,2.62228258
-5.00950475,5.77273309,0.92255490,1.08097987,0.86149167,0.40409585,0.03115342,0.40908242,0.08427925,2.59482660
-5.00350175,5.69098826,0.91756704,1.06315623,0.85043961,0.39739252,0.03021232,0.39963878,0.08455908,2.56627527
-4.99749875,5.60568258,0.91576014,1.04210324,0.83951881,0.39071723,0.02917087,0.38925704,0.08467484,2.53781207
-4.99149575,5.51925631,0.91752063,1.01830640,0.82899752,0.38425626,0.02804131,0.37806184,0.08468459,2.51062218
-4.98549275,5.43413024,0.92311771,0.99231314,0.81912532,0.37818402,0.02683814,0.36618713,0.08465658,2.48584865
-4.97948974,5.35261985,0.93268834,0.96471410,0.81012329,0.37265775,0.02557763,0.35377323,0.08466724,2.46454804
-4.97348674,5.27685030,0.94622633,0.93612265,0.80217463,0.36781260,0.02427741,0.34096362,0.08479875,2.44764768
-4.96748374,5.20867620,0.96357620,0.90715378,0.79541608,0.36375736,0.02295587,0.32790147,0.08513619,2.43590648
-4.96148074,5.14961009,0.98443220,0.87840307,0.78993063,0.36057097,0.02163165,0.31472610,0.08576450,2.42988128
-4.95547774,5.10076293,1.00834298,0.85042686,0.78574214,0.35829991,0.02032306,0.30156956,0.08676528,2.42990035
-4.94947474,5.06279968,1.03472178,0.82372432,0.78281202,0.35695666,0.01904755,0.28855339,0.08821356,2.43604559
-4.94347174,5.03591228,1.06286212,0.79872234,0.78103854,0.35651935,0.01782129,0.27578583,0.09017460,2.44814420
-4.93746873,5.01981138,1.09195843,0.77576360,0.78025864,0.35693250,0.01665872,0.26335946,0.09270104,2.46577058
-4.93146573,5.01373744,1.12113107,0.75509842,0.78025263,0.35810894,0.01557229,0.25134959,0.09583021,2.48825838
-4.92546273,5.01649063,1.14945459,0.73688049,0.78075126,0.35993286,0.01457215,0.23981318,0.09958204,2.51472211
-4.91945973,5.02647820,1.17598838,0.72116646,0.78144524,0.36226375,0.01366610,0.22878861,0.10395737,2.54408766
-4.91345673,5.04177700,1.19980829,0.70791938,0.78199661,0.36494124,0.01285948,0.21829612,0.10893697,2.57512997
-4.90745373,5.06020814,1.22003790,0.69701539,0.78205151,0.36779049,0.01215522,0.20833890,0.11448119,2.60651641
-4.90145073,5.07942034,1.23587820,0.68825342,0.78125368,0.37062808,0.01155394,0.19890484,0.12053031,2.63685368
-4.89544772,5.09697789,1.24663434,0.68136712,0.77925822,0.37326799,0.01105415,0.18996873,0.12700557,2.66473627
-4.88944472,5.11044944,1.25173830,0.67603853,0.77574471,0.37552755,0.01065238,0.18149478,0.13381094,2.68879421
-4.88344172,5.11749347,1.25076656,0.67191259,0.77042931,0.37723305,0.01034349,0.17343948,0.14083546,2.70773812
-4.87743872,5.11593707,1.24345211,0.66861211,0.76307509,0.37822495,0.01012089,0.16575437,0.14795613,2.72039973
-4.87143572,5.10384480,1.22969029,0.66575219,0.75350035,0.37836224,0.00997684,0.15838895,0.15504126,2.72576639
-4.86543272,5.07957525,1.20953846,0.66295396,0.74158432,0.37752611,0.00990267,0.15129317,0.16195417,2.72300825
-4.85942971,5.04182358,1.18320961,0.65985679,0.72727042,0.37562262,0.00988905,0.14441987,0.16855700,2.71149750
-4.85342671,4.98964911,1.15106044,0.65612882,0.71056672,0.37258438,0.00992620,0.13772664,0.17471462,2.69081933
-4.84742371,4.92248798,1.11357466,0.65147559,0.69154386,0.36837132,0.01000413,0.13117735,0.18029842,2.66077461
-4.84142071,4.84015132,1.07134239,0.64564647,0.67033071,0.36297040,0.01011283,0.12474326,0.18518985,2.62137492
-4.83541771,4.74281035,1.02503680,0.63843909,0.64710796,0.35639461,0.01024238,0.11840358,0.18928361,2.57283066
-4.82941471,4.63097023,0.97538916,0.62970172,0.62210025,0.34868109,0.01038315,0.11214567,0.19249032,2.51553337
-4.82341171,4.50543483,0.92316342,0.61933374,0.59556713,0.33988879,0.01052594,0.10596484,0.19473869,2.45003354
-4.81740870,4.36726488,0.86913151,0.60728457,0.56779353,0.33009552,0.01066203,0.09986387,0.19597700,2.37701528
-4.81140570,4.21773207,0.81405029,0.59355122,0.53908007,0.31939492,0.01078335,0.09385220,0.19617397,2.29726926
-4.80540270,4.05827145,0.75864106,0.57817477,0.50973385,0.30789314,0.01088254,0.08794505,0.19531902,2.21166526
-4.79939970,3.89043452,0.70357227,0.56123613,0.48005985,0.29570570,0.01095305,0.08216241,0.19342179,2.12112549
-4.79339670,3.71584483,0.64944579,0.54285138,0.45035360,0.28295439,0.01098923,0.07652802,0.19051122,2.02659976
-4.78739370,3.53615784,0.59678708,0.52316680,0.42089500,0.26976450,0.01098636,0.07106839,0.18663403,1.92904325
-4.78139070,3.35302592,0.54603919,0.50235410,0.39194374,0.25626244,0.01094079,0.06581200,0.18185283,1.82939751
-4.77538769,3.16806952,0.49756040,0.48060575,0.36373613,0.24257369,0.01084991,0.06078855,0.17624391,1.72857498
-4.76938469,2.98285461,0.45162519,0.45813075,0.33648350,0.22882124,0.01071225,0.05602847,0.16989479,1.62744704
-4.76338169,2.79887635,0.40842810,0.43515082,0.31037192,0.21512438,0.01052745,0.05156261,0.16290163,1.52683570
-4.75737869,2.61754860,0.36808983,0.41189708,0.28556315,0.20159800,0.01029629,0.04742206,0.15536666,1.42750844
-4.75137569,2.44019861,0.33066516,0.38860731,0.26219660,0.18835218,0.01002065,0.04363822,0.14739562,1.33017590
-4.74537269,2.26806600,0.29615192,0.36552360,0.24039208,0.17549207,0.00970345,0.04024299,0.13909533,1.23549193
-4.73936968,2.10230510,0.26450061,0.34289045,0.22025300,0.16311805,0.00934860,0.03726903,0.13057142,1.14405544
-4.73336668,1.94398967,0.23562405,0.32095327,0.20186990,0.15132605,0.00896088,0.03475010,0.12192636,1.05641351
-4.72736368,1.79411897,0.20940672,0.29995703,0.18532398,0.14020794,0.00854582,0.03272146,0.11325765,0.97306530
-4.72136068,1.65362429,0.18571337,0.28014516,0.17069038,0.12985197,0.00810955,0.03122010,0.10465632,0.89446623
-4.71535768,1.52337522,0.16439677,0.26175850,0.15804113,0.12034315,0.00765865,0.03028498,0.09620577,0.82103207
-4.70935468,1.40418483,0.14530433,0.24503414,0.14744748,0.11176359,0.00720000,0.02995699,0.08798080,0.75314265
-4.70335168,1.29681345,0.12828356,0.23020426,0.13898156,0.10419263,0.00674057,0.03027882,0.08004698,0.69114498
-4.69734867,1.20197054,0.11318649,0.21749472,0.13271729,0.09770690,0.00628726,0.03129441,0.07246024,0.63535548
-4.69134567,1.12031447,0.09987285,0.20712343,0.12873038,0.09238006,0.00584677,0.03304828,0.06526675,0.58606155
-4.68534267,1.05245016,0.08821242,0.19929847,0.12709757,0.08828251,0.00542539,0.03558440,0.05850291,0.54352212
-4.67933967,0.99892463,0.07808646,0.19421589,0.12789505,0.08548071,0.00502888,0.03894486,0.05219569,0.50796747
-4.67333667,0.96022063,0.06938846,0.19205721,0.13119606,0.08403647,0.00466237,0.04316818,0.04636299,0.47959834
-4.66733367,0.93674861,0.06202432,0.19298674,0.13706795,0.08400595,0.00433023,0.04828739,0.04101424,0.45858436
-4.66133067,0.92883746,0.05591218,0.19714854,0.14556867,0.08543863,0.00403602,0.05432796,0.03615104,0.44506204
-4.65532766,0.93672433,0.05098192,0.20466337,0.15674294,0.08837606,0.00378240,0.06130556,0.03176795,0.43913241
-4.64932466,0.96054428,0.04717442,0.21562554,0.17061833,0.09285065,0.00357115,0.06922389,0.02785332,0.44085846
-4.64332166,1.00032000,0.04444083,0.23009970,0.18720133,0.09888442,0.00340311,0.07807252,0.02439013,0.45026258
