energy_ev,total_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.90395198,0.73570598,0.24252406,0.21352733,0.34858087,0.00000000,0.01317129,0.08127518,0.00620675,0.29996918
-5.89794897,0.75186538,0.25109954,0.21551252,0.37213863,0.00000000,0.01151805,0.08460221,0.00695099,0.29874630
-5.89194597,0.77777178,0.26269101,0.22098282,0.39946835,0.00000000,0.01003095,0.08896580,0.00778161,0.30147961
-5.88594297,0.81319474,0.27727664,0.22984818,0.43048154,0.00000000,0.00870864,0.09431483,0.00869472,0.30810930
-5.87993997,0.85783598,0.29481623,0.24200093,0.46505811,0.00000000,0.00754719,0.10059833,0.00968460,0.31854441
-5.87393697,0.91132514,0.31525049,0.25731265,0.50304474,0.00000000,0.00654055,0.10776434,0.01074354,0.33266305
-5.86793397,0.97321531,0.33849972,0.27563108,0.54425313,0.00000000,0.00568099,0.11575874,0.01186186,0.35031241
-5.86193097,1.04297847,0.36446204,0.29677717,0.58845805,0.00000000,0.00495950,0.12452397,0.01302788,0.37130847
-5.85592796,1.12000114,0.39301111,0.32054251,0.63539543,0.00000000,0.00436613,0.13399784,0.01422807,0.39543542
-5.84992496,1.20358068,0.42399365,0.34668702,0.68476063,0.00000000,0.00389042,0.14411234,0.01544717,0.42244503
-5.84392196,1.29292264,0.45722675,0.37493741,0.73620724,0.00000000,0.00352157,0.15479254,0.01666848,0.45205599
-5.83791896,1.38713973,0.49249545,0.40498634,0.78934646,0.00000000,0.00324877,0.16595576,0.01787419,0.48395348
-5.83191596,1.48525286,0.52955050,0.43649260,0.84374744,0.00000000,0.00306132,0.17751090,0.01904572,0.51778921
-5.82591296,1.58619486,0.56810681,0.46908237,0.89893873,0.00000000,0.00294883,0.18935807,0.02016422,0.55318205
-5.81990995,1.68881724,0.60784280,0.50235184,0.95441111,0.00000000,0.00290126,0.20138866,0.02121102,0.58971963
-5.81390695,1.79190021,0.64840069,0.53587102,1.00962180,0.00000000,0.00290900,0.21348566,0.02216812,0.62696096
-5.80790395,1.89416644,0.68938818,0.56918911,1.06400039,0.00000000,0.00296297,0.22552452,0.02301873,0.66444025
-5.80190095,1.99429828,0.73038148,0.60184114,1.11695630,0.00000000,0.00305455,0.23737440,0.02374773,0.70167204
-5.79589795,2.09095846,0.77092991,0.63335585,1.16788790,0.00000000,0.00317566,0.24889986,0.02434209,0.73815762
-5.78989495,2.18281386,0.81056193,0.66326473,1.21619306,0.00000000,0.00331876,0.25996298,0.02479131,0.77339273
-5.78389195,2.26856187,0.84879279,0.69111193,1.26128110,0.00000000,0.00347684,0.27042581,0.02508766,0.80687631
-5.77788894,2.34695855,0.88513344,0.71646468,1.30258564,0.00000000,0.00364344,0.28015320,0.02522645,0.83812022
-5.77188594,2.41684783,0.91910064,0.73892398,1.33957832,0.00000000,0.00381269,0.28901579,0.02520613,0.86665956
-5.76588294,2.47719074,0.95022800,0.75813519,1.37178266,0.00000000,0.00397934,0.29689319,0.02502833,0.89206330
-5.75987994,2.52709354,0.97807759,0.77379795,1.39878792,0.00000000,0.00413876,0.30367720,0.02469772,0.91394491
-5.75387694,2.56583388,1.00225170,0.78567527,1.42026223,0.00000000,0.00428702,0.30927493,0.02422191,0.93197248
-5.74787394,2.59288372,1.02240451,0.79360117,1.43596462,0.00000000,0.00442093,0.31361176,0.02361112,0.94587808
-5.74187094,2.60792809,1.03825293,0.79748667,1.44575537,0.00000000,0.00453805,0.31663394,0.02287786,0.95546582
-5.73586793,2.61087879,1.04958649,0.79732379,1.44960419,0.00000000,0.00463674,0.31831081,0.02203653,0.96061845
-5.72986493,2.60188233,1.05627559,0.79318727,1.44759583,0.00000000,0.00471618,0.31863649,0.02110297,0.96130196
-5.72386193,2.58132139,1.05827779,0.78523391,1.43993256,0.00000000,0.00477637,0.31763089,0.02009403,0.95756812
-5.71785893,2.54980963,1.05564182,0.77369951,1.42693337,0.00000000,0.00481809,0.31534005,0.01902703,0.94955461
-5.71185593,2.50817955,1.04850890,0.75889328,1.40902952,0.00000000,0.00484292,0.31183576,0.01791938,0.93748276
-5.70585293,2.45746369,1.03711126,0.74119008,1.38675644,0.00000000,0.00485312,0.30721429,0.01678810,0.92165278
-5.69984992,2.39886942,1.02176775,0.72102053,1.36074190,0.00000000,0.00485155,0.30159439,0.01564947,0.90243661
-5.69384692,2.33374797,1.00287641,0.69885931,1.33169070,0.00000000,0.00484159,0.29511451,0.01451867,0.88026844
-5.68784392,2.26355868,0.98090434,0.67521222,1.30036617,0.00000000,0.00482702,0.28792927,0.01340951,0.85563333
-5.68184092,2.18982936,0.95637491,0.65060219,1.26756896,0.00000000,0.00481181,0.28020529,0.01233427,0.82905408
-5.67583792,2.11411425,0.92985284,0.62555492,1.23411370,0.00000000,0.00480002,0.27211656,0.01130345,0.80107686
-5.66983492,2.03795076,0.90192756,0.60058461,1.20080444,0.00000000,0.00479565,0.26383938,0.01032578,0.77225600
-5.66383192,1.96281673,0.87319551,0.57618030,1.16840953,0.00000000,0.00480241,0.25554715,0.00940814,0.74313862
-5.65782891,1.89008962,0.84424194,0.55279339,1.13763700,0.00000000,0.00482362,0.24740508,0.00855558,0.71424943
-5.65182591,1.82100921,0.81562306,0.53082672,1.10911148,0.00000000,0.00486206,0.23956516,0.00777143,0.68607645
-5.64582291,1.75664530,0.78784915,0.51062574,1.08335352,0.00000000,0.00491986,0.23216150,0.00705735,0.65905810
-5.63981991,1.69787173,0.76136949,0.49247210,1.06076230,0.00000000,0.00499836,0.22530624,0.00641351,0.63357223
-5.63381691,1.64534768,0.73655962,0.47657986,1.04160263,0.00000000,0.00509811,0.21908625,0.00583873,0.60992751
-5.62781391,1.59950736,0.71371166,0.46309451,1.02599677,0.00000000,0.00521883,0.21356077,0.00533066,0.58835750
-5.62181091,1.56055827,0.69302797,0.45209490,1.01392176,0.00000000,0.00535941,0.20876002,0.00488596,0.56901779
-5.61580790,1.52848841,0.67461865,0.44359786,1.00521230,0.00000000,0.00551798,0.20468504,0.00450049,0.55198611
-5.60980490,1.50308206,0.65850278,0.43756539,0.99956942,0.00000000,0.00569203,0.20130863,0.00416950,0.53726568
-5.60380190,1.48394354,0.64461354,0.43391406,0.99657448,0.00000000,0.00587849,0.19857735,0.00388782,0.52479139
-5.59779890,1.47052784,0.63280685,0.43252612,0.99570811,0.00000000,0.00607397,0.19641468,0.00365002,0.51443869
-5.59179590,1.46217685,0.62287311,0.43326181,0.99637328,0.00000000,0.00627487,0.19472503,0.00345059,0.50603470
-5.58579290,1.45815933,0.61455153,0.43597226,0.99792144,0.00000000,0.00647767,0.19339849,0.00328404,0.49937098
-5.57978989,1.45771286,0.60754620,0.44051214,0.99968071,0.00000000,0.00667908,0.19231613,0.00314510,0.49421739
-5.57378689,1.46008561,0.60154324,0.44675159,1.00098464,0.00000000,0.00687627,0.19135556,0.00302880,0.49033632
-5.56778389,1.46457587,0.59622807,0.45458652,1.00120045,0.00000000,0.00706711,0.19039653,0.00293054,0.48749654
-5.56178089,1.47056731,0.59130192,0.46394677,0.99975525,0.00000000,0.00725028,0.18932628,0.00284620,0.48548605
-5.55577789,1.47755812,0.58649688,0.47480145,0.99615908,0.00000000,0.00742544,0.18804443,0.00277217,0.48412316
-5.54977489,1.48518255,0.58158850,0.48716122,0.99002375,0.00000000,0.00759332,0.18646713,0.00270541,0.48326532
-5.54377189,1.49322350,0.57640565,0.50107706,0.98107664,0.00000000,0.00775576,0.18453032,0.00264341,0.48281522
-5.53776888,1.50161565,0.57083688,0.51663542,0.96916882,0.00000000,0.00791571,0.18219196,0.00258423,0.48272376
-5.53176588,1.51043882,0.56483325,0.53395008,0.95427725,0.00000000,0.00807710,0.17943311,0.00252645,0.48298989
-5.52576288,1.51990181,0.55840737,0.55315077,0.93650114,0.00000000,0.00824476,0.17625791,0.00246913,0.48365718
-5.51975988,1.53031775,0.55162894,0.57436914,0.91605264,0.00000000,0.00842421,0.17269235,0.00241175,0.48480748
-5.51375688,1.54207212,0.54461697,0.59772285,0.89324267,0.00000000,0.00862139,0.16878211,0.00235415,0.48655184
-5.50775388,1.55558533,0.53752936,0.62329853,0.86846259,0.00000000,0.00884240,0.16458941,0.00229645,0.48901939
-5.50175088,1.57127196,0.53055028,0.65113459,0.84216283,0.00000000,0.00909316,0.16018919,0.00223899,0.49234469
-5.49574787,1.58949885,0.52387618,0.68120488,0.81482958,0.00000000,0.00937910,0.15566482,0.00218221,0.49665429
-5.48974487,1.61054468,0.51770129,0.71340434,0.78696088,0.00000000,0.00970479,0.15110348,0.00212664,0.50205330
-5.48374187,1.63456327,0.51220339,0.74753743,0.75904321,0.00000000,0.01007364,0.14659156,0.00207277,0.50861278
-5.47773887,1.66155285,0.50753056,0.78331043,0.73152981,0.00000000,0.01048758,0.14221024,0.00202104,0.51635850
-5.47173587,1.69133314,0.50378975,0.82032816,0.70482169,0.00000000,0.01094684,0.13803155,0.00197178,0.52526207
-5.46573287,1.72353190,0.50103779,0.85809567,0.67925216,0.00000000,0.01144974,0.13411496,0.00192516,0.53523461
-5.45972986,1.75758169,0.49927512,0.89602515,0.65507558,0.00000000,0.01199258,0.13050477,0.00188119,0.54612367
-5.45372686,1.79272745,0.49844282,0.93344794,0.63246041,0.00000000,0.01256961,0.12722839,0.00183971,0.55771346
-5.44772386,1.82804454,0.49842283,0.96963143,0.61148708,0.00000000,0.01317306,0.12429545,0.00180039,0.56972856
-5.44172086,1.86246669,0.49904144,1.00380014,0.59215012,0.00000000,0.01379331,0.12169791,0.00176278,0.58184088
-5.43571786,1.89482241,0.50007580,1.03516015,0.57436449,0.00000000,0.01441908,0.11941103,0.00172629,0.59367967
-5.42971486,1.92387809,0.50126300,1.06292586,0.55797538,0.00000000,0.01503778,0.11739509,0.00169027,0.60484400
-5.42371186,1.94838579,0.50231139,1.08634772,0.54277091,0.00000000,0.01563582,0.11559787,0.00165400,0.61491730
-5.41770885,1.96713323,0.50291328,1.10473986,0.52849679,0.00000000,0.01619912,0.11395759,0.00161681,0.62348307
-5.41170585,1.97899364,0.50275866,1.11750608,0.51487220,0.00000000,0.01671350,0.11240628,0.00157804,0.63014115
-5.40570285,1.98297287,0.50154894,1.12416306,0.50160594,0.00000000,0.01716521,0.11087325,0.00153716,0.63452368
-5.39969985,1.97825178,0.49901031,1.12435980,0.48841216,0.00000000,0.01754139,0.10928872,0.00149373,0.63631010
-5.39369685,1.96422165,0.49490593,1.11789212,0.47502476,0.00000000,0.01783055,0.10758712,0.00144750,0.63524048
-5.38769385,1.94051140,0.48904650,1.10471190,0.46121008,0.00000000,0.01802295,0.10571030,0.00139837,0.63112652
-5.38169085,1.90700523,0.48129872,1.08493042,0.44677715,0.00000000,0.01811096,0.10361012,0.00134649,0.62385990
-5.37568784,1.86385047,0.47159148,1.05881598,0.43158548,0.00000000,0.01808933,0.10125073,0.00129218,0.61341763
-5.36968484,1.81145533,0.45991937,1.02678590,0.41554993,0.00000000,0.01795539,0.09861010,0.00123600,0.59986421
-5.36368184,1.75047728,0.44634378,0.98939350,0.39864293,0.00000000,0.01770913,0.09568106,0.00117873,0.58335072
-5.35767884,1.68180294,0.43099146,0.94731075,0.38089402,0.00000000,0.01735314,0.09247171,0.00112134,0.56411093
-5.35167584,1.60652075,0.41405089,0.90130765,0.36238708,0.00000000,0.01689256,0.08900524,0.00106502,0.54245484
-5.34567284,1.52588817,0.39576674,0.85222932,0.34325548,0.00000000,0.01633486,0.08531926,0.00101115,0.51875998
-5.33966983,1.44129509,0.37643276,0.80097187,0.32367573,0.00000000,0.01568954,0.08146467,0.00096130,0.49346103
-5.33366683,1.35422526,0.35638359,0.74845828,0.30385997,0.00000000,0.01496781,0.07750419,0.00091720,0.46703821
-5.32766383,1.26621750,0.33598589,0.69561511,0.28404773,0.00000000,0.01418220,0.07351057,0.00088073,0.44000514
-5.32166083,1.17882834,0.31562910,0.64335108,0.26449753,0.00000000,0.01334612,0.06956466,0.00085393,0.41289654
-5.31565783,1.09359723,0.29571644,0.59253809,0.24547858,0.00000000,0.01247346,0.06575339,0.00083897,0.38625621
-5.30965483,1.01201546,0.27665612,0.54399518,0.22726293,0.00000000,0.01157815,0.06216768,0.00083815,0.36062585
-5.30365183,0.93549937,0.25885325,0.49847564,0.21011834,0.00000000,0.01067377,0.05890039,0.00085388,0.33653470
-5.29764882,0.86536811,0.24270245,0.45665742,0.19430195,0.00000000,0.00977322,0.05604434,0.00088867,0.31449041
-5.29164582,0.80282584,0.22858122,0.41913646,0.18005499,0.00000000,0.00888838,0.05369038,0.00094509,0.29497104
-5.28564282,0.74894814,0.21684405,0.38642279,0.16759829,0.00000000,0.00802990,0.05192563,0.00102576,0.27841816
-5.27963982,0.70467180,0.20781720,0.35893883,0.15712875,0.00000000,0.00720700,0.05083167,0.00113330,0.26523098
-5.27363682,0.67078741,0.20179391,0.33701937,0.14881646,0.00000000,0.00642738,0.05048295,0.00127030,0.25576124
-5.26763382,0.64793388,0.19903000,0.32091266,0.14280255,0.00000000,0.00569712,0.05094509,0.00143921,0.25030866
-5.26163082,0.63659396,0.19973963,0.31078208,0.13919734,0.00000000,0.00502078,0.05227335,0.00164234,0.24911680
-5.25562781,0.63709022,0.20409101,0.30670790,0.13807894,0.00000000,0.00440134,0.05451103,0.00188171,0.25236902
-5.24962481,0.64958086,0.21220220,0.30868874,0.13949185,0.00000000,0.00384041,0.05768792,0.00215897,0.26018454
-5.24362181,0.67405515,0.22413667,0.31664265,0.14344585,0.00000000,0.00333830,0.06181881,0.00247533,0.27261442
-5.23761881,0.71032838,0.23989898,0.33040751,0.14991477,0.00000000,0.00289416,0.06690206,0.00283142,0.28963766
-5.23161581,0.75803673,0.25943051,0.34974105,0.15883546,0.00000000,0.00250623,0.07291832,0.00322716,0.31115742
-5.22561281,0.81663254,0.28260560,0.37432059,0.17010690,0.00000000,0.00217194,0.07982941,0.00366171,0.33699771
-5.21960980,0.88538072,0.30922842,0.40374298,0.18358954,0.00000000,0.00188810,0.08757763,0.00413334,0.36690079
-5.21360680,0.96335746,0.33903078,0.43752509,0.19910517,0.00000000,0.00165107,0.09608524,0.00463936,0.40052580
-5.20760380,1.04945201,0.37167146,0.47510539,0.21643739,0.00000000,0.00145692,0.10525467,0.00517605,0.43744891
-5.20160080,1.14237283,0.40673735,0.51584719,0.23533298,0.00000000,0.00130153,0.11496910,0.00573868,0.47716551
-5.19559780,1.24065898,0.44374681,0.55904395,0.25550425,0.00000000,0.00118074,0.12509382,0.00632144,0.51909476
-5.18959480,1.34269746,0.48215538,0.60392705,0.27663261,0.00000000,0.00109042,0.13547823,0.00691760,0.56258687
-5.18359180,1.44674710,0.52136431,0.64967630,0.29837345,0.00000000,0.00102656,0.14595856,0.00751947,0.60693319
-5.17758879,1.55096900,0.56073161,0.69543321,0.32036237,0.00000000,0.00098531,0.15636130,0.00811862,0.65137928
-5.17158579,1.65346327,0.59958582,0.74031695,0.34222259,0.00000000,0.00096306,0.16650725,0.00870603,0.69514065
-5.16558279,1.75231140,0.63724200,0.78344277,0.36357366,0.00000000,0.00095647,0.17621614,0.00927226,0.73742101
-5.15957979,1.84562293,0.67301958,0.82394216,0.38404095,0.00000000,0.00096245,0.18531161,0.00980773,0.77743247
-5.15357679,1.93158507,0.70626159,0.86098433,0.40326586,0.00000000,0.00097825,0.19362642,0.01030296,0.81441692
-5.14757379,2.00851319,0.73635432,0.89379802,0.42091615,0.00000000,0.00100139,0.20100767,0.01074882,0.84766797
-5.14157079,2.07490030,0.76274682,0.92169274,0.43669616,0.00000000,0.00102973,0.20732185,0.01113685,0.87655243
-5.13556778,2.12946303,0.78496919,0.94407862,0.45035627,0.00000000,0.00106143,0.21245938,0.01145949,0.90053038
-5.12956478,2.17118223,0.80264899,0.96048366,0.46170122,0.00000000,0.00109498,0.21633858,0.01171033,0.91917290
-5.12356178,2.19933589,0.81552474,0.97056784,0.47059686,0.00000000,0.00112917,0.21890873,0.01188432,0.93217663
-5.11755878,2.21352282,0.82345601,0.97413309,0.47697488,0.00000000,0.00116306,0.22015217,0.01197796,0.93937434
-5.11155578,2.21367571,0.82642936,0.97112863,0.48083519,0.00000000,0.00119602,0.22008525,0.01198941,0.94074089
-5.10555278,2.20006263,0.82455983,0.96165149,0.48224584,0.00000000,0.00122767,0.21875806,0.01191853,0.93639434
-5.09954977,2.17327681,0.81808790,0.94594191,0.48134030,0.00000000,0.00125787,0.21625298,0.01176692,0.92659183
-5.09354677,2.13421501,0.80737178,0.92437385,0.47831217,0.00000000,0.00128667,0.21268204,0.01153785,0.91172062
-5.08754377,2.08404514,0.79287549,0.89744113,0.47340748,0.00000000,0.00131433,0.20818329,0.01123615,0.89228442
-5.08154077,2.02416485,0.77515318,0.86573968,0.46691495,0.00000000,0.00134123,0.20291621,0.01086804,0.86888563
-5.07553777,1.95615256,0.75483026,0.82994672,0.45915446,0.00000000,0.00136783,0.19705639,0.01044096,0.84220442
-5.06953477,1.88171348,0.73258235,0.79079793,0.45046451,0.00000000,0.00139469,0.19078983,0.00996328,0.81297530
-5.06353177,1.80262270,0.70911279,0.74906355,0.44118888,0.00000000,0.00142237,0.18430690,0.00944407,0.78196255
-5.05752876,1.72066802,0.68512974,0.70552441,0.43166345,0.00000000,0.00145140,0.17779638,0.00889281,0.74993519
-5.05152576,1.63759484,0.66132380,0.66094910,0.42220353,0.00000000,0.00148228,0.17143968,0.00831915,0.71764289
-5.04552276,1.55505537,0.63834703,0.61607296,0.41309244,0.00000000,0.00151541,0.16540564,0.00773260,0.68579351
-5.03951976,1.47456411,0.61679415,0.57157987,0.40457164,0.00000000,0.00155112,0.15984580,0.00714235,0.65503331
-5.03351676,1.39746106,0.59718651,0.52808734,0.39683316,0.00000000,0.00158962,0.15489066,0.00655702,0.62593037
-5.02751376,1.32488384,0.57995942,0.48613545,0.39001428,0.00000000,0.00163101,0.15064665,0.00598454,0.59896184
-5.02151076,1.25774933,0.56545292,0.44617964,0.38419487,0.00000000,0.00167535,0.14719416,0.00543198,0.57450515
-5.01550775,1.19674486,0.55390632,0.40858765,0.37939741,0.00000000,0.00172259,0.14458651,0.00490550,0.55283340
-5.00950475,1.14232873,0.54545632,0.37364020,0.37558950,0.00000000,0.00177272,0.14284976,0.00441034,0.53411478
-5.00350175,1.09473926,0.54013852,0.34153511,0.37268878,0.00000000,0.00182576,0.14198348,0.00395079,0.51841566
-4.99749875,1.05401126,0.53789196,0.31239444,0.37056983,0.00000000,0.00188181,0.14196216,0.00353026,0.50570698
-4.99149575,1.01999871,0.53856635,0.28627403,0.36907276,0.00000000,0.00194119,0.14273736,0.00315135,0.49587342
-4.98549275,0.99240198,0.54193139,0.26317469,0.36801286,0.00000000,0.00200443,0.14424029,0.00281598,0.48872465
-4.97948974,0.97079810,0.54768774,0.24305446,0.36719098,0.00000000,0.00207239,0.14638475,0.00252550,0.48400814
-4.97348674,0.95467249,0.55547908,0.22584114,0.36640396,0.00000000,0.00214633,0.14907043,0.00228081,0.48142271
-4.96748374,0.94345063,0.56490477,0.21144457,0.36545468,0.00000000,0.00222792,0.15218616,0.00208251,0.48063247
-4.96148074,0.93652828,0.57553276,0.19976788,0.36416132,0.00000000,0.00231934,0.15561332,0.00193103,0.48128033
-4.95547774,0.93329918,0.58691225,0.19071734,0.36236526,0.00000000,0.00242325,0.15922911,0.00182673,0.48300086
-4.94947474,0.93317912,0.59858590,0.18421038,0.35993756,0.00000000,0.00254282,0.16290968,0.00177000,0.48543196
-4.94347174,0.93562590,0.61010123,0.18018133,0.35678358,0.00000000,0.00268169,0.16653309,0.00176130,0.48822515
-4.93746873,0.94015452,0.62102120,0.17858488,0.35284574,0.00000000,0.00284389,0.16998197,0.00180124,0.49105429
-4.93146573,0.94634742,0.63093365,0.17939704,0.34810431,0.00000000,0.00303381,0.17314598,0.00189055,0.49362262
-4.92546273,0.95385994,0.63945962,0.18261371,0.34257647,0.00000000,0.00325602,0.17592391,0.00203003,0.49566810
-4.91945973,0.96242094,0.64626055,0.18824689,0.33631353,0.00000000,0.00351512,0.17822552,0.00222055,0.49696710
-4.91345673,0.97182918,0.65104414,0.19631894,0.32939681,0.00000000,0.00381562,0.17997302,0.00246289,0.49733651
-4.90745373,0.98194582,0.65356901,0.20685501,0.32193227,0.00000000,0.00416167,0.18110228,0.00275765,0.49663448
-4.90145073,0.99268376,0.65364811,0.21987426,0.31404430,0.00000000,0.00455687,0.18156364,0.00310510,0.49475977
-4.89544772,1.00399458,0.65115076,0.23538011,0.30586897,0.00000000,0.00500406,0.18132244,0.00350503,0.49165013
-4.88944472,1.01585372,0.64600345,0.25335027,0.29754708,0.00000000,0.00550504,0.18035915,0.00395657,0.48727954
-4.88344172,1.02824491,0.63818934,0.27372691,0.28921738,0.00000000,0.00606043,0.17866920,0.00445804,0.48165490
-4.87743872,1.04114449,0.62774643,0.29640758,0.28101018,0.00000000,0.00666938,0.17626242,0.00500682,0.47481192
-4.87143572,1.05450660,0.61476456,0.32123754,0.27304171,0.00000000,0.00732950,0.17316225,0.00559917,0.46681068
-4.86543272,1.06824995,0.59938123,0.34800377,0.26540935,0.00000000,0.00803666,0.16940450,0.00623020,0.45773095
-4.85942971,1.08224684,0.58177631,0.37643133,0.25818796,0.00000000,0.00878498,0.16503595,0.00689377,0.44766733
-4.85342671,1.09631508,0.56216596,0.40618230,0.25142743,0.00000000,0.00956680,0.16011270,0.00758249,0.43672453
-4.84742371,1.11021333,0.54079573,0.43685765,0.24515137,0.00000000,0.01037274,0.15469828,0.00828778,0.42501279
-4.84142071,1.12364009,0.51793321,0.46800195,0.23935717,0.00000000,0.01119185,0.14886176,0.00899997,0.41264373
-4.83541771,1.13623666,0.49386039,0.49911128,0.23401716,0.00000000,0.01201180,0.14267566,0.00970845,0.39972663
-4.82941471,1.14759386,0.46886607,0.52964372,0.22908085,0.00000000,0.01281917,0.13621406,0.01040187,0.38636530
-4.82341171,1.15726249,0.44323847,0.55903251,0.22447815,0.00000000,0.01359978,0.12955061,0.01106844,0.37265569
-4.81740870,1.16476693,0.41725834,0.58670112,0.22012333,0.00000000,0.01433907,0.12275689,0.01169620,0.35868411
-4.81140570,1.16962144,0.39119282,0.61207985,0.21591949,0.00000000,0.01502255,0.11590083,0.01227338,0.34452631
-4.80540270,1.17134829,0.36529016,0.63462312,0.21176350,0.00000000,0.01563621,0.10904545,0.01278871,0.33024718
-4.79939970,1.16949693,0.33977552,0.65382680,0.20755086,0.00000000,0.01616699,0.10224790,0.01323182,0.31590122
-4.79339670,1.16366313,0.31484781,0.66924479,0.20318060,0.00000000,0.01660320,0.09555875,0.01359352,0.30153351
-4.78739370,1.15350725,0.29067774,0.68050398,0.19855981,0.00000000,0.01693493,0.08902166,0.01386615,0.28718118
-4.78139070,1.13877053,0.26740694,0.68731706,0.19360759,0.00000000,0.01715436,0.08267320,0.01404382,0.27287523
-4.77538769,1.11928866,0.24514808,0.68949236,0.18825841,0.00000000,0.01725608,0.07654308,0.01412260,0.25864245
-4.76938469,1.09500177,0.22398597,0.68694047,0.18246465,0.00000000,0.01723722,0.07065445,0.01410070,0.24450749
-4.76338169,1.06596044,0.20397932,0.67967709,0.17619820,0.00000000,0.01709756,0.06502447,0.01397849,0.23049465
-4.75737869,1.03232721,0.18516315,0.66782214,0.16945125,0.00000000,0.01683958,0.05966497,0.01375849,0.21662956
-4.75137569,0.99437371,0.16755155,0.65159520,0.16223608,0.00000000,0.01646829,0.05458309,0.01344529,0.20294039
-4.74537269,0.95247333,0.15114068,0.63130735,0.15458402,0.00000000,0.01599109,0.04978210,0.01304539,0.18945873
-4.73936968,0.90709001,0.13591183,0.60735000,0.14654371,0.00000000,0.01541748,0.04526205,0.01256697,0.17621989
-4.73336668,0.85876362,0.12183435,0.58018121,0.13817863,0.00000000,0.01475875,0.04102046,0.01201958,0.16326285
-4.72736368,0.80809266,0.10886844,0.55031004,0.12956419,0.00000000,0.01402757,0.03705289,0.01141386,0.15062964
-4.72136068,0.75571521,0.09696763,0.51827994,0.12078448,0.00000000,0.01323759,0.03335341,0.01076119,0.13836446
-4.71535768,0.70228903,0.08608091,0.48465153,0.11192887,0.00000000,0.01240298,0.02991502,0.01007331,0.12651238
-4.70935468,0.64847174,0.07615452,0.44998596,0.10308861,0.00000000,0.01153803,0.02672993,0.00936197,0.11511799
-4.70335168,0.59490188,0.06713336,0.41482908,0.09435359,0.00000000,0.01065675,0.02378976,0.00863867,0.10422381
-4.69734867,0.54218179,0.05896210,0.37969742,0.08580938,0.00000000,0.00977244,0.02108567,0.00791428,0.09386879
-4.69134567,0.49086276,0.05158598,0.34506610,0.07753474,0.00000000,0.00889746,0.01860846,0.00719882,0.08408693
-4.68534267,0.44143314,0.04495134,0.31135924,0.06959950,0.00000000,0.00804289,0.01634862,0.00650130,0.07490610
-4.67933967,0.39430952,0.03900598,0.27894292,0.06206307,0.00000000,0.00721841,0.01429632,0.00582950,0.06634708
-4.67333667,0.34983119,0.03369939,0.24812089,0.05497345,0.00000000,0.00643210,0.01244141,0.00518992,0.05842293
-4.66733367,0.30825790,0.02898284,0.21913272,0.04836677,0.00000000,0.00569045,0.01077351,0.00458775,0.05113874
-4.66133067,0.26977051,0.02480945,0.19215449,0.04226737,0.00000000,0.00499828,0.00928197,0.00402686,0.04449160
-4.65532766,0.23447445,0.02113423,0.16730146,0.03668827,0.00000000,0.00435890,0.00795600,0.00350985,0.03847104
-4.64932466,0.20240540,0.01791413,0.14463256,0.03163207,0.00000000,0.00377410,0.00678469,0.00303818,0.03305956
-4.64332166,0.17353679,0.01510805,0.12415624,0.02709209,0.00000000,0.00324437,0.00575716,0.00261227,0.02823352
