energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.90395198,4.18504519,0.79203691,0.54312781,0.00751345,0.64402145,1.39794818,1.76875416,0.01016586,1.26010212
-5.89794897,4.32013471,0.81993130,0.55966893,0.00778382,0.66746512,1.43759039,1.82913835,0.01081879,1.29041635
-5.89194597,4.45546399,0.84747189,0.57619709,0.00801279,0.69080107,1.47737315,1.88962321,0.01148613,1.32129811
-5.88594297,4.58905760,0.87433179,0.59253271,0.00819591,0.71358594,1.51663945,1.94928078,0.01215561,1.35246960
-5.87993997,4.71881357,0.90017656,0.60847561,0.00832960,0.73536151,1.55468842,2.00713436,0.01281430,1.38359845
-5.87393697,4.84255738,0.92467193,0.62380882,0.00841125,0.75566895,1.59079644,2.06218429,0.01344892,1.41430242
-5.86793397,4.95810062,0.94749166,0.63830349,0.00843933,0.77406335,1.62423926,2.11343559,0.01404617,1.44415629
-5.86193097,5.06330175,0.96832505,0.65172456,0.00841343,0.79012780,1.65431443,2.15992609,0.01459307,1.47270052
-5.85592796,5.15612675,0.98688399,0.66383718,0.00833427,0.80348657,1.68036279,2.20075416,0.01507739,1.49945171
-5.84992496,5.23470699,1.00290918,0.67441345,0.00820365,0.81381664,1.70178824,2.23510478,0.01548798,1.52391416
-5.84392196,5.29739220,1.01617540,0.68323930,0.00802441,0.82085725,1.71807506,2.26227294,0.01581509,1.54559260
-5.83791896,5.34279659,1.02649567,0.69012124,0.00780031,0.82441706,1.72880199,2.28168346,0.01605071,1.56400530
-5.83191596,5.36983655,1.03372435,0.69489265,0.00753589,0.82437874,1.73365282,2.29290667,0.01618883,1.57869744
-5.82591296,5.37775865,1.03775907,0.69741951,0.00723634,0.82070075,1.73242318,2.29566920,0.01622558,1.58925430
-5.81990995,5.36615750,1.03854173,0.69760511,0.00690735,0.81341660,1.72502351,2.28985982,0.01615938,1.59531374
-5.81390695,5.33498296,1.03605855,0.69539377,0.00655485,0.80263152,1.71147843,2.27553021,0.01599095,1.59657776
-5.80790395,5.28453716,1.03033940,0.69077337,0.00618493,0.78851695,1.69192274,2.25289078,0.01572327,1.59282265
-5.80190095,5.21546168,1.02145648,0.68377645,0.00580361,0.77130325,1.66659453,2.22230195,0.01536149,1.58390750
-5.79589795,5.12871603,1.00952262,0.67448011,0.00541672,0.75127087,1.63582592,2.18426140,0.01491266,1.56978069
-5.78989495,5.02554844,0.99468910,0.66300444,0.00502971,0.72874068,1.60003192,2.13938796,0.01438555,1.55048415
-5.78389195,4.90746025,0.97714324,0.64950972,0.00464759,0.70406374,1.55969810,2.08840273,0.01379030,1.52615514
-5.77788894,4.77616546,0.95710570,0.63419234,0.00427482,0.67761095,1.51536728,2.03210841,0.01313807,1.49702546
-5.77188594,4.63354674,0.93482748,0.61727980,0.00391522,0.64976311,1.46762610,1.97136745,0.01244071,1.46341809
-5.76588294,4.48160929,0.91058658,0.59902467,0.00357197,0.62090154,1.41709147,1.90707985,0.01171035,1.42574103
-5.75987994,4.32243396,0.88468431,0.57969797,0.00324757,0.59139956,1.36439740,1.84016121,0.01095910,1.38447877
-5.75387694,4.15813081,0.85744101,0.55958208,0.00294387,0.56161511,1.31018238,1.77152183,0.01019866,1.34018135
-5.74787394,3.99079402,0.82919136,0.53896343,0.00266210,0.53188440,1.25507738,1.70204715,0.00944005,1.29345141
-5.74187094,3.82245944,0.80027900,0.51812519,0.00240289,0.50251685,1.19969473,1.63258013,0.00869337,1.24492952
-5.73586793,3.65506518,0.77105063,0.49734028,0.00216636,0.47379111,1.14461767,1.56390585,0.00796758,1.19527836
-5.72986493,3.49041633,0.74184956,0.47686478,0.00195217,0.44595214,1.09039091,1.49673853,0.00727036,1.14516610
-5.72386193,3.33015403,0.71300885,0.45693215,0.00175959,0.41920941,1.03751203,1.43171112,0.00660805,1.09524966
-5.71785893,3.17572961,0.68484423,0.43774817,0.00158759,0.39373583,0.98642392,1.36936754,0.00598558,1.04615831
-5.71185593,3.02838402,0.65764694,0.41948701,0.00143490,0.36966756,0.93750829,1.31015748,0.00540653,0.99847824
-5.70585293,2.88913280,0.63167691,0.40228829,0.00130008,0.34710447,0.89108039,1.25443372,0.00487314,0.95273856
-5.69984992,2.75875685,0.60715637,0.38625535,0.00118156,0.32611120,0.84738509,1.20245185,0.00438648,0.90939922
-5.69384692,2.63779884,0.58426444,0.37145469,0.00107774,0.30671874,0.80659450,1.15437217,0.00394653,0.86884127
-5.68784392,2.52656540,0.56313271,0.35791645,0.00098700,0.28892653,0.76880721,1.11026348,0.00355236,0.83135965
-5.68184092,2.42513471,0.54384235,0.34563605,0.00090778,0.27270490,0.73404937,1.07010878,0.00320229,0.79715888
-5.67583792,2.33336938,0.52642273,0.33457674,0.00083856,0.25799805,0.70227754,1.03381226,0.00289408,0.76635153
-5.66983492,2.25093393,0.51085182,0.32467291,0.00077791,0.24472730,0.67338353,1.00120774,0.00262510,0.73895958
-5.66383192,2.17731666,0.49705841,0.31583415,0.00072455,0.23279472,0.64720101,0.97206793,0.00239248,0.71491852
-5.65782891,2.11185491,0.48492602,0.30794968,0.00067727,0.22208702,0.62351378,0.94611460,0.00219330,0.69408387
-5.65182591,2.05376336,0.47429860,0.30089319,0.00063505,0.21247970,0.60206556,0.92302916,0.00202473,0.67623995
-5.64582291,2.00216422,0.46498755,0.29452773,0.00059697,0.20384133,0.58257086,0.90246362,0.00188413,0.66111039
-5.63981991,1.95611871,0.45677999,0.28871065,0.00056226,0.19603780,0.56472670,0.88405163,0.00176919,0.64837011
-5.63381691,1.91465892,0.44944791,0.28329822,0.00053029,0.18893662,0.54822464,0.86741944,0.00167798,0.63765819
-5.62781391,1.87681898,0.44275771,0.27815011,0.00050056,0.18241092,0.53276270,0.85219652,0.00160904,0.62859120
-5.62181091,1.84166502,0.43647985,0.27313330,0.00047268,0.17634321,0.51805670,0.83802579,0.00156144,0.62077668
-5.61580790,1.80832277,0.43039817,0.26812560,0.00044639,0.17062862,0.50385062,0.82457314,0.00153472,0.61382609
-5.60980490,1.77600228,0.42431846,0.26301852,0.00042155,0.16517765,0.48992544,0.81153608,0.00152897,0.60736710
-5.60380190,1.74401903,0.41807595,0.25771959,0.00039808,0.15991823,0.47610624,0.79865142,0.00154476,0.60105462
-5.59779890,1.71181074,0.41154139,0.25215403,0.00037602,0.15479706,0.46226723,0.78570164,0.00158310,0.59458044
-5.59179590,1.67894965,0.40462549,0.24626584,0.00035547,0.14978020,0.44833454,0.77251998,0.00164538,0.58768113
-5.58579290,1.64514976,0.39728159,0.24001821,0.00033659,0.14485281,0.43428666,0.75899380,0.00173329,0.58014405
-5.57978989,1.61026893,0.38950638,0.23339345,0.00031960,0.14001823,0.42015261,0.74506637,0.00184869,0.57181129
-5.57378689,1.57430578,0.38133876,0.22639230,0.00030474,0.13529621,0.40600795,0.73073671,0.00199352,0.56258153
-5.56778389,1.53739159,0.37285679,0.21903277,0.00029230,0.13072058,0.39196879,0.71605760,0.00216969,0.55240979
-5.56178089,1.49977740,0.36417304,0.21134856,0.00028257,0.12633639,0.37818414,0.70113167,0.00237889,0.54130515
-5.55577789,1.46181690,0.35542842,0.20338706,0.00027584,0.12219654,0.36482696,0.68610563,0.00262249,0.52932654
-5.54977489,1.42394557,0.34678481,0.19520706,0.00027238,0.11835825,0.35208433,0.67116287,0.00290138,0.51657688
-5.54377189,1.38665710,0.33841686,0.18687624,0.00027247,0.11487933,0.34014708,0.65651450,0.00321585,0.50319579
-5.53776888,1.35047773,0.33050325,0.17846850,0.00027633,0.11181453,0.32919945,0.64238930,0.00356545,0.48935115
-5.53176588,1.31593968,0.32321780,0.17006117,0.00028414,0.10921203,0.31940914,0.62902292,0.00394888,0.47522993
-5.52576288,1.28355481,0.31672090,0.16173227,0.00029603,0.10711028,0.31091819,0.61664666,0.00436390,0.46102862
-5.51975988,1.25378940,0.31115150,0.15355791,0.00031206,0.10553531,0.30383502,0.60547649,0.00480729,0.44694379
-5.51375688,1.22704133,0.30662008,0.14560979,0.00033223,0.10449857,0.29822801,0.59570277,0.00527482,0.43316295
-5.50775388,1.20362065,0.30320289,0.13795302,0.00035646,0.10399542,0.29412084,0.58748103,0.00576123,0.41985636
-5.50175088,1.18373424,0.30093772,0.13064432,0.00038457,0.10400437,0.29148971,0.58092454,0.00626033,0.40716993
-5.49574787,1.16747558,0.29982138,0.12373052,0.00041633,0.10448702,0.29026263,0.57609885,0.00676505,0.39521961
-5.48974487,1.15481975,0.29980896,0.11724758,0.00045142,0.10538873,0.29032077,0.57301863,0.00726763,0.38408742
-5.48374187,1.14562427,0.30081498,0.11122004,0.00048941,0.10664004,0.29150172,0.57164717,0.00775974,0.37381930
-5.47773887,1.13963536,0.30271627,0.10566096,0.00052985,0.10815868,0.29360461,0.57189834,0.00823271,0.36442481
-5.47173587,1.13649961,0.30535658,0.10057234,0.00057218,0.10985219,0.29639681,0.57364109,0.00867777,0.35587859
-5.46573287,1.13578027,0.30855257,0.09594586,0.00061581,0.11162094,0.29962192,0.57670622,0.00908631,0.34812349
-5.45972986,1.13697729,0.31210101,0.09176410,0.00066013,0.11336155,0.30300872,0.58089500,0.00945012,0.34107514
-5.45372686,1.13955024,0.31578675,0.08800201,0.00070448,0.11497036,0.30628073,0.58598913,0.00976166,0.33462760
-5.44772386,1.14294263,0.31939126,0.08462849,0.00074821,0.11634703,0.30916592,0.59176160,0.01001432,0.32865981
-5.44172086,1.14660657,0.32270110,0.08160825,0.00079068,0.11739803,0.31140616,0.59798766,0.01020262,0.32304245
-5.43571786,1.15002631,0.32551613,0.07890356,0.00083132,0.11803973,0.31276610,0.60445530,0.01032240,0.31764481
-5.42971486,1.15273953,0.32765700,0.07647594,0.00086956,0.11820123,0.31304107,0.61097467,0.01037098,0.31234129
-5.42371186,1.15435520,0.32897161,0.07428775,0.00090494,0.11782665,0.31206363,0.61738585,0.01034721,0.30701721
-5.41770885,1.15456719,0.32934016,0.07230354,0.00093709,0.11687676,0.30970868,0.62356451,0.01025156,0.30157368
-5.41170585,1.15316295,0.32867881,0.07049105,0.00096570,0.11533001,0.30589678,0.62942515,0.01008606,0.29593120
-5.40570285,1.15002708,0.32694152,0.06882201,0.00099061,0.11318294,0.30059569,0.63492181,0.00985422,0.29003208
-5.39969985,1.14513949,0.32412030,0.06727256,0.00101174,0.11044979,0.29382022,0.64004620,0.00956092,0.28384139
-5.39369685,1.13856884,0.32024379,0.06582335,0.00102912,0.10716156,0.28563016,0.64482352,0.00921223,0.27734666
-5.38769385,1.13046148,0.31537434,0.06445940,0.00104289,0.10336450,0.27612685,0.64930616,0.00881521,0.27055639
-5.38169085,1.12102700,0.30960376,0.06316967,0.00105329,0.09911810,0.26544821,0.65356593,0.00837763,0.26349752
-5.37568784,1.11052119,0.30304809,0.06194651,0.00106064,0.09449265,0.25376285,0.65768526,0.00790778,0.25621216
-5.36968484,1.09922771,0.29584162,0.06078490,0.00106530,0.08956666,0.24126326,0.66174796,0.00741415,0.24875373
-5.36368184,1.08743950,0.28813056,0.05968171,0.00106773,0.08442402,0.22815862,0.66583036,0.00690521,0.24118299
-5.35767884,1.07544104,0.28006664,0.05863494,0.00106837,0.07915119,0.21466744,0.66999316,0.00638919,0.23356399
-5.35167584,1.06349259,0.27180096,0.05764295,0.00106770,0.07383450,0.20101035,0.67427474,0.00587382,0.22596030
-5.34567284,1.05181698,0.26347840,0.05670393,0.00106620,0.06855759,0.18740330,0.67868620,0.00536621,0.21843179
-5.33966983,1.04058977,0.25523283,0.05581537,0.00106431,0.06339917,0.17405149,0.68320846,0.00487265,0.21103191
-5.33366683,1.02993291,0.24718313,0.05497381,0.00106244,0.05843110,0.16114398,0.68779151,0.00439858,0.20380578
-5.32766383,1.01991211,0.23943036,0.05417460,0.00106096,0.05371683,0.14884943,0.69235572,0.00394845,0.19678900
-5.32166083,1.01053763,0.23205586,0.05341200,0.00106016,0.04931021,0.13731269,0.69679512,0.00352576,0.19000715
-5.31565783,1.00176812,0.22512047,0.05267924,0.00106029,0.04525477,0.12665252,0.70098221,0.00313303,0.18347600
-5.30965483,0.99351694,0.21866453,0.05196876,0.00106151,0.04158333,0.11696024,0.70477394,0.00277188,0.17720224
-5.30365183,0.98566022,0.21270884,0.05127255,0.00106391,0.03831790,0.10829938,0.70801835,0.00244307,0.17118462
-5.29764882,0.97804599,0.20725606,0.05058245,0.00106752,0.03547001,0.10070605,0.71056139,0.00214661,0.16541538
-5.29164582,0.97050355,0.20229274,0.04989046,0.00107229,0.03304118,0.09419009,0.71225335,0.00188182,0.15988179
-5.28564282,0.96285244,0.19779148,0.04918907,0.00107811,0.03102370,0.08873682,0.71295466,0.00164751,0.15456767
-5.27963982,0.95491052,0.19371334,0.04847150,0.00108480,0.02940146,0.08430918,0.71254054,0.00144203,0.14945480
-5.27363682,0.94650067,0.19001021,0.04773180,0.00109214,0.02815105,0.08085029,0.71090437,0.00126342,0.14452415
-5.26763382,0.93745595,0.18662700,0.04696499,0.00109984,0.02724276,0.07828620,0.70795969,0.00110946,0.13975676
-5.26163082,0.92762313,0.18350375,0.04616706,0.00110758,0.02664177,0.07652879,0.70364088,0.00097782,0.13513444
-5.25562781,0.91686472,0.18057749,0.04533490,0.00111499,0.02630931,0.07547879,0.69790259,0.00086613,0.13064014
-5.24962481,0.90505976,0.17778389,0.04446620,0.00112170,0.02620377,0.07502877,0.69071827,0.00077201,0.12625816
-5.24362181,0.89210366,0.17505865,0.04355933,0.00112728,0.02628183,0.07506614,0.68207799,0.00069318,0.12197409
-5.23761881,0.87790754,0.17233887,0.04261325,0.00113132,0.02649958,0.07547600,0.67198600,0.00062745,0.11777476
-5.23161581,0.86239743,0.16956410,0.04162735,0.00113340,0.02681351,0.07614398,0.66045827,0.00057280,0.11364807
-5.22561281,0.84551372,0.16667753,0.04060148,0.00113310,0.02718153,0.07695888,0.64752037,0.00052737,0.10958290
-5.21960980,0.82721117,0.16362691,0.03953590,0.00113005,0.02756386,0.07781519,0.63320584,0.00048951,0.10556914
-5.21360680,0.80745957,0.16036565,0.03843142,0.00112387,0.02792387,0.07861536,0.61755541,0.00045772,0.10159779
-5.20760380,0.78624531,0.15685378,0.03728955,0.00111426,0.02822880,0.07927186,0.60061681,0.00043071,0.09766126
-5.20160080,0.76357358,0.15305890,0.03611276,0.00110096,0.02845045,0.07970904,0.58244552,0.00040737,0.09375387
-5.19559780,0.73947134,0.14895710,0.03490480,0.00108378,0.02856564,0.07986458,0.56310599,0.00038676,0.08987242
-5.18959480,0.71399055,0.14453378,0.03367103,0.00106261,0.02855669,0.07969073,0.54267345,0.00036811,0.08601699
-5.18359180,0.68721152,0.13978430,0.03241892,0.00103740,0.02841166,0.07915509,0.52123582,0.00035078,0.08219169
-5.17758879,0.65924609,0.13471446,0.03115839,0.00100822,0.02812452,0.07824115,0.49889565,0.00033429,0.07840561
-5.17158579,0.63024012,0.12934073,0.02990230,0.00097520,0.02769514,0.07694836,0.47577172,0.00031826,0.07467363
-5.16558279,0.60037523,0.12369022,0.02866684,0.00093858,0.02712919,0.07529191,0.45200017,0.00030242,0.07101721
-5.15957979,0.56986950,0.11780032,0.02747190,0.00089865,0.02643792,0.07330208,0.42773480,0.00028658,0.06746515
-5.15357679,0.53897681,0.11171808,0.02634137,0.00085580,0.02563776,0.07102342,0.40314659,0.00027066,0.06405407
-5.14757379,0.50798503,0.10549926,0.02530343,0.00081048,0.02474993,0.06851351,0.37842237,0.00025461,0.06082884
-5.14157079,0.47721290,0.09920713,0.02439065,0.00076318,0.02379991,0.06584164,0.35376246,0.00023845,0.05784278
-5.13556778,0.44700569,0.09291108,0.02364008,0.00071444,0.02281682,0.06308720,0.32937764,0.00022224,0.05515763
-5.12956478,0.41772995,0.08668504,0.02309320,0.00066481,0.02183287,0.06033803,0.30548535,0.00020606,0.05284335
-5.12356178,0.38976736,0.08060578,0.02279571,0.00061486,0.02088264,0.05768870,0.28230545,0.00019001,0.05097761
-5.11755878,0.36350809,0.07475126,0.02279727,0.00056512,0.02000250,0.05523876,0.26005567,0.00017421,0.04964514
-5.11155578,0.33934367,0.06919887,0.02315096,0.00051612,0.01922994,0.05309093,0.23894698,0.00015878,0.04893673
-5.10555278,0.31765982,0.06402389,0.02391269,0.00046836,0.01860294,0.05134941,0.21917904,0.00014384,0.04894807
-5.09954977,0.29882920,0.05929794,0.02514031,0.00042225,0.01815932,0.05011814,0.20093596,0.00012949,0.04977817
-5.09354677,0.28320421,0.05508769,0.02689261,0.00037819,0.01793616,0.04949909,0.18438251,0.00011584,0.05152762
-5.08754377,0.27111010,0.05145363,0.02922805,0.00033648,0.01796914,0.04959059,0.16966077,0.00010296,0.05429644
-5.08154077,0.26283819,0.04844906,0.03220327,0.00029736,0.01829195,0.05048555,0.15688743,0.00009091,0.05818161
-5.07553777,0.25863933,0.04611924,0.03587138,0.00026103,0.01893562,0.05226968,0.14615161,0.00007974,0.06327436
-5.06953477,0.25871758,0.04450059,0.04028011,0.00022757,0.01992786,0.05501965,0.13751335,0.00006948,0.06965702
-5.06353177,0.26322410,0.04362012,0.04546967,0.00019705,0.02129236,0.05880111,0.13100256,0.00006013,0.07739976
-5.05752876,0.27225135,0.04349487,0.05147060,0.00016945,0.02304804,0.06366669,0.12661852,0.00005168,0.08655699
-5.05152576,0.28582750,0.04413144,0.05830153,0.00014471,0.02520832,0.06965386,0.12432980,0.00004412,0.09716376
-5.04552276,0.30391143,0.04552561,0.06596695,0.00012272,0.02778038,0.07678289,0.12407464,0.00003740,0.10923213
-5.03951976,0.32638834,0.04766207,0.07445510,0.00010336,0.03076443,0.08505478,0.12576167,0.00003150,0.12274774
-5.03351676,0.35306626,0.05051410,0.08373615,0.00008643,0.03415300,0.09444939,0.12927104,0.00002634,0.13766671
-5.02751376,0.38367383,0.05404355,0.09376073,0.00007178,0.03793043,0.10492382,0.13445595,0.00002188,0.15391312
-5.02151076,0.41785968,0.05820086,0.10445888,0.00005919,0.04207245,0.11641124,0.14114464,0.00001805,0.17137718
-5.01550775,0.45519371,0.06292528,0.11573970,0.00004846,0.04654591,0.12882021,0.14914282,0.00001480,0.18991444
-5.00950475,0.49517070,0.06814539,0.12749165,0.00003940,0.05130883,0.14203469,0.15823670,0.00001206,0.20934605
-5.00350175,0.53721648,0.07377992,0.13958364,0.00003181,0.05631072,0.15591492,0.16819654,0.00000977,0.22946033
-4.99749875,0.58069691,0.07973884,0.15186697,0.00002550,0.06149323,0.17029908,0.17878087,0.00000789,0.25001575
-4.99149575,0.62492973,0.08592489,0.16417816,0.00002029,0.06679110,0.18500605,0.18974131,0.00000636,0.27074530
-4.98549275,0.66919930,0.09223550,0.17634252,0.00001604,0.07213356,0.19983907,0.20082799,0.00000514,0.29136234
-4.97948974,0.71277386,0.09856499,0.18817860,0.00001259,0.07744597,0.21459045,0.21179549,0.00000419,0.31156770
-4.97348674,0.75492524,0.10480723,0.19950317,0.00000982,0.08265188,0.22904707,0.22240924,0.00000348,0.33105797
-4.96748374,0.79495011,0.11085848,0.21013675,0.00000761,0.08767527,0.24299673,0.23245213,0.00000298,0.34953468
-4.96148074,0.83219237,0.11662052,0.21990939,0.00000586,0.09244302,0.25623491,0.24173125,0.00000269,0.36671410
-4.95547774,0.86606574,0.12200377,0.22866652,0.00000449,0.09688748,0.26857193,0.25008448,0.00000258,0.38233713
-4.94947474,0.89607561,0.12693050,0.23627458,0.00000343,0.10094899,0.27984007,0.25738663,0.00000266,0.39617911
-4.94347174,0.92183928,0.13133773,0.24262625,0.00000262,0.10457839,0.28990036,0.26355504,0.00000294,0.40805889
-4.93746873,0.94310349,0.13517996,0.24764491,0.00000201,0.10773911,0.29864873,0.26855414,0.00000343,0.41784681
-4.93146573,0.95975849,0.13843132,0.25128820,0.00000157,0.11040913,0.30602118,0.27239897,0.00000416,0.42547123
-4.92546273,0.97184768,0.14108718,0.25355050,0.00000125,0.11258223,0.31199773,0.27515732,0.00000515,0.43092309
-4.91945973,0.97957227,0.14316511,0.25446406,0.00000105,0.11426893,0.31660473,0.27695023,0.00000646,0.43425835
-4.91345673,0.98329038,0.14470495,0.25409877,0.00000093,0.11549659,0.31991553,0.27795097,0.00000813,0.43559802
-4.90745373,0.98351041,0.14576806,0.25256055,0.00000089,0.11630898,0.32204928,0.27838215,0.00001023,0.43512571
-4.90145073,0.98087861,0.14643574,0.24998833,0.00000092,0.11676508,0.32316773,0.27851115,0.00001282,0.43308259
-4.89544772,0.97616102,0.14680677,0.24654970,0.00000102,0.11693726,0.32347028,0.27864381,0.00001601,0.42976006
-4.88944472,0.97022043,0.14699408,0.24243548,0.00000119,0.11690883,0.32318718,0.27911655,0.00001986,0.42549019
-4.88344172,0.96398884,0.14712085,0.23785326,0.00000143,0.11677098,0.32257130,0.28028702,0.00002450,0.42063429
-4.87743872,0.95843643,0.14731594,0.23302033,0.00000175,0.11661940,0.32188859,0.28252363,0.00003002,0.41557013
-4.87143572,0.95453814,0.14770895,0.22815616,0.00000217,0.11655047,0.32140772,0.28619415,0.00003655,0.41067813
-4.86543272,0.95323898,0.14842504,0.22347471,0.00000269,0.11665742,0.32138923,0.29165367,0.00004420,0.40632718
-4.85942971,0.95541940,0.14957978,0.21917700,0.00000334,0.11702639,0.32207469,0.29923245,0.00005311,0.40286066
-4.85342671,0.96186196,0.15127417,0.21544417,0.00000415,0.11773276,0.32367632,0.30922381,0.00006339,0.40058307
-4.84742371,0.97322067,0.15359003,0.21243124,0.00000514,0.11883769,0.32636743,0.32187272,0.00007517,0.39974808
-4.84142071,0.98999417,0.15658609,0.21026196,0.00000634,0.12038531,0.33027425,0.33736532,0.00008857,0.40054822
-4.83541771,1.01250382,0.16029477,0.20902479,0.00000780,0.12240033,0.33546940,0.35581981,0.00010369,0.40310682
-4.82941471,1.04087770,0.16471996,0.20877031,0.00000957,0.12488659,0.34196737,0.37727918,0.00012063,0.40747254
-4.82341171,1.07504115,0.16983582,0.20951005,0.00001169,0.12782619,0.34972218,0.40170607,0.00013947,0.41361658
-4.81740870,1.11471452,0.17558673,0.21121681,0.00001424,0.13117967,0.35862742,0.42897996,0.00016027,0.42143293
-4.81140570,1.15941810,0.18188837,0.21382648,0.00001728,0.13488690,0.36851864,0.45889712,0.00018308,0.43074151
-4.80540270,1.20848451,0.18862992,0.21724119,0.00002089,0.13886887,0.37917810,0.49117329,0.00020792,0.44129410
-4.79939970,1.26107784,0.19567739,0.22133373,0.00002517,0.14303022,0.39034158,0.52544918,0.00023478,0.45278298
-4.79339670,1.31621926,0.20287779,0.22595300,0.00003021,0.14726247,0.40170718,0.56129868,0.00026364,0.46485179
-4.78739370,1.37281801,0.21006420,0.23093028,0.00003611,0.15144773,0.41294559,0.59823965,0.00029445,0.47710823
-4.78139070,1.42970660,0.21706131,0.23608604,0.00004298,0.15546283,0.42371154,0.63574688,0.00032714,0.48913816
-4.77538769,1.48567901,0.22369143,0.24123703,0.00005095,0.15918373,0.43365589,0.67326686,0.00036162,0.50052048
-4.76938469,1.53953029,0.22978054,0.24620328,0.00006013,0.16248985,0.44243795,0.71023373,0.00039778,0.51084214
-4.76338169,1.59009598,0.23516429,0.25081481,0.00007065,0.16526836,0.44973740,0.74608581,0.00043550,0.51971277
-4.75737869,1.63628974,0.23969352,0.25491777,0.00008262,0.16741813,0.45526550,0.78028215,0.00047463,0.52677830
-4.75137569,1.67713763,0.24323928,0.25837958,0.00009616,0.16885318,0.45877502,0.81231813,0.00051503,0.53173302
-4.74537269,1.71180769,0.24569696,0.26109319,0.00011137,0.16950556,0.46006850,0.84173973,0.00055654,0.53432958
-4.73936968,1.73963349,0.24698949,0.26297998,0.00012833,0.16932751,0.45900461,0.86815560,0.00059899,0.53438663
-4.73336668,1.76013079,0.24706944,0.26399140,0.00014711,0.16829278,0.45550232,0.89124651,0.00064221,0.53179374
-4.72736368,1.77300680,0.24591995,0.26410922,0.00016775,0.16639718,0.44954282,0.91077182,0.00068603,0.52651360
-4.72136068,1.77816162,0.24355453,0.26334451,0.00019027,0.16365828,0.44116908,0.92657260,0.00073025,0.51858125
-4.71535768,1.77568223,0.24001569,0.26173532,0.00021464,0.16011433,0.43048328,0.93857150,0.00077469,0.50810078
-4.70935468,1.76582942,0.23537263,0.25934335,0.00024080,0.15582245,0.41764217,0.94676930,0.00081915,0.49523945
-4.70335168,1.74901863,0.22971802,0.25624969,0.00026865,0.15085623,0.40285071,0.95123869,0.00086340,0.48021976
-4.69734867,1.72579591,0.22316411,0.25255001,0.00029804,0.14530285,0.38635430,0.95211547,0.00090724,0.46330986
-4.69134567,1.69681028,0.21583841,0.24834932,0.00032879,0.13925990,0.36843005,0.94958806,0.00095043,0.44481274
-4.68534267,1.66278423,0.20787908,0.24375674,0.00036067,0.13283198,0.34937742,0.94388571,0.00099274,0.42505490
-4.67933967,1.62448380,0.19943037,0.23888044,0.00039342,0.12612735,0.32950869,0.93526640,0.00103393,0.40437481
-4.67333667,1.58268991,0.19063824,0.23382305,0.00042672,0.11925464,0.30913978,0.92400497,0.00107377,0.38311187
-4.66733367,1.53817229,0.18164644,0.22867784,0.00046023,0.11231991,0.28858153,0.91038231,0.00111205,0.36159624
-4.66133067,1.49166712,0.17259304,0.22352569,0.00049362,0.10542402,0.26813203,0.89467606,0.00114859,0.34013993
-4.65532766,1.44385945,0.16360778,0.21843306,0.00052648,0.09866052,0.24807003,0.87715337,0.00118323,0.31902945
-4.64932466,1.39537073,0.15481003,0.21345110,0.00055845,0.09211397,0.22864972,0.85806587,0.00121591,0.29852026
-4.64332166,1.34675180,0.14630763,0.20861571,0.00058914,0.08585888,0.21009688,0.83764714,0.00124660,0.27883299
