energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.89794897,4.88934373,0.02630819,0.61513635,0.01737283,0.00000000,3.28550820,1.80851054,0.10146193,2.07707954
-5.89194597,4.84550070,0.02608493,0.61629224,0.01700405,0.00000000,3.23085541,1.82815755,0.09907829,2.05147280
-5.88594297,4.80902949,0.02585751,0.62031589,0.01661916,0.00000000,3.18140014,1.85250407,0.09675229,2.02685818
-5.87993997,4.77968545,0.02561676,0.62713659,0.01621896,0.00000000,3.13699492,1.88136076,0.09448698,2.00318585
-5.87393697,4.75715655,0.02535467,0.63664710,0.01580475,0.00000000,3.09746704,1.91447265,0.09228784,1.98040445
-5.86793397,4.74108767,0.02506468,0.64870545,0.01537847,0.00000000,3.06263867,1.95152232,0.09016346,1.95847321
-5.86193097,4.73110417,0.02474212,0.66313748,0.01494276,0.00000000,3.03234653,1.99213431,0.08812601,1.93737273
-5.85592796,4.72683420,0.02438437,0.67974043,0.01450103,0.00000000,3.00646071,2.03588121,0.08619150,1.91711411
-5.84992496,4.72793002,0.02399101,0.69828774,0.01405744,0.00000000,2.98490253,2.08229163,0.08437985,1.89774603
-5.84392196,4.73408790,0.02356388,0.71853499,0.01361691,0.00000000,2.96766139,2.13086032,0.08271469,1.87936001
-5.83791896,4.74506691,0.02310699,0.74022703,0.01318508,0.00000000,2.95481003,2.18106044,0.08122307,1.86209344
-5.83191596,4.76070629,0.02262636,0.76310625,0.01276821,0.00000000,2.94651828,2.23235804,0.07993484,1.84613077
-5.82591296,4.78094132,0.02212977,0.78692171,0.01237308,0.00000000,2.94306453,2.28422842,0.07888198,1.83170278
-5.81990995,4.80581741,0.02162646,0.81143876,0.01200688,0.00000000,2.94484451,2.33617387,0.07809780,1.81908426
-5.81390695,4.83550170,0.02112673,0.83644886,0.01167703,0.00000000,2.95237680,2.38774225,0.07761598,1.80859005
-5.80790395,4.87029165,0.02064155,0.86177890,0.01139103,0.00000000,2.96630400,2.43854542,0.07746970,1.80056985
-5.80190095,4.91061955,0.02018212,0.88729960,0.01115630,0.00000000,2.98738908,2.48827652,0.07769064,1.79540174
-5.79589795,4.95705197,0.01975945,0.91293228,0.01097999,0.00000000,3.01650572,2.53672499,0.07830807,1.79348454
-5.78989495,5.01028303,0.01938399,0.93865344,0.01086882,0.00000000,3.05462212,2.58378814,0.07934799,1.79522910
-5.78389195,5.07112036,0.01906519,0.96449657,0.01082891,0.00000000,3.10277745,2.62947804,0.08083231,1.80104844
-5.77788894,5.14046290,0.01881126,0.99055082,0.01086564,0.00000000,3.16205071,2.67392295,0.08277816,1.81134673
-5.77188594,5.21926983,0.01862887,1.01695615,0.01098346,0.00000000,3.23352176,2.71736220,0.08519727,1.82650716
-5.76588294,5.30852034,0.01852297,1.04389487,0.01118582,0.00000000,3.31822511,2.76013438,0.08809542,1.84687848
-5.75987994,5.40916457,0.01849665,1.07157978,0.01147500,0.00000000,3.41709702,2.80265849,0.09147201,1.87276048
-5.75387694,5.52206660,0.01855109,1.10023903,0.01185203,0.00000000,3.53091764,2.84540856,0.09531962,1.90438843
-5.74787394,5.64794093,0.01868557,1.13009841,0.01231658,0.00000000,3.66024969,2.88888235,0.09962377,1.94191673
-5.74187094,5.78728466,0.01889750,1.16136186,0.01286690,0.00000000,3.80537642,2.93356558,0.10436256,1.98540224
-5.73586793,5.94030826,0.01918256,1.19419097,0.01349971,0.00000000,3.96624146,2.97989311,0.10950647,2.03478768
-5.72986493,6.10686827,0.01953480,1.22868470,0.01421021,0.00000000,4.14239382,3.02820914,0.11501819,2.08988609
-5.72386193,6.28640552,0.01994688,1.26486052,0.01499201,0.00000000,4.33294130,3.07872859,0.12085247,2.15036683
-5.71785893,6.47789313,0.02041019,1.30263791,0.01583710,0.00000000,4.53651562,3.13150194,0.12695611,2.21574431
-5.71185593,6.67979787,0.02091513,1.34182561,0.01673595,0.00000000,4.75125232,3.18638580,0.13326806,2.28537034
-5.70585293,6.89005880,0.02145132,1.38211338,0.01767747,0.00000000,4.97478823,3.24302141,0.13971961,2.35843110
-5.69984992,7.10608613,0.02200780,1.42306915,0.01864918,0.00000000,5.20427833,3.30082263,0.14623488,2.43394953
-5.69384692,7.32478273,0.02257334,1.46414207,0.01963730,0.00000000,5.43643345,3.35897503,0.15273145,2.51079398
-5.68784392,7.54258953,0.02313664,1.50467159,0.02062694,0.00000000,5.66757887,3.41644675,0.15912134,2.58769366
-5.68184092,7.75555511,0.02368659,1.54390264,0.02160236,0.00000000,5.89373334,3.47201124,0.16531220,2.66326085
-5.67583792,7.95942815,0.02421254,1.58100626,0.02254724,0.00000000,6.11070627,3.52428157,0.17120893,2.73602004
-5.66983492,8.14977055,0.02470459,1.61510504,0.02344498,0.00000000,6.31421055,3.57175507,0.17671545,2.80444323
-5.66383192,8.32208731,0.02515380,1.64530240,0.02427914,0.00000000,6.49998684,3.61286647,0.18173689,2.86699055
-5.65782891,8.47196845,0.02555253,1.67071421,0.02503377,0.00000000,6.66393466,3.64604740,0.18618188,2.92215491
-5.65182591,8.59523723,0.02589467,1.69050156,0.02569388,0.00000000,6.80224515,3.66978941,0.18996510,2.96850900
-5.64582291,8.68809809,0.02617588,1.70390301,0.02624581,0.00000000,6.91152954,3.68270740,0.19300977,3.00475272
-5.63981991,8.74727780,0.02639389,1.71026485,0.02667772,0.00000000,6.98893795,3.68360064,0.19525021,3.02975899
-5.63381691,8.77015294,0.02654863,1.70906789,0.02697990,0.00000000,7.03226287,3.67150793,0.19663412,3.04261580
-5.62781391,8.75485761,0.02664242,1.69994954,0.02714512,0.00000000,7.04002263,3.64575442,0.19712464,3.04266233
-5.62181091,8.70036572,0.02668006,1.68272015,0.02716891,0.00000000,7.01152065,3.60598741,0.19670199,3.02951740
-5.61580790,8.60654368,0.02666887,1.65737277,0.02704973,0.00000000,6.94687768,3.55219935,0.19536459,3.00309848
-5.60980490,8.47417032,0.02661860,1.62408598,0.02678907,0.00000000,6.84703520,3.48473685,0.19312957,2.96363015
-5.60380190,8.30492287,0.02654128,1.58321974,0.02639144,0.00000000,6.71372964,3.40429498,0.19003266,2.91164137
-5.59779890,8.10132894,0.02645100,1.53530436,0.02586424,0.00000000,6.54943839,3.31189738,0.18612744,2.84795129
-5.59179590,7.86668683,0.02636350,1.48102340,0.02521758,0.00000000,6.35729990,3.20886286,0.18148380,2.77364414
-5.58579290,7.60495729,0.02629579,1.42119125,0.02446396,0.00000000,6.14101146,3.09676033,0.17618594,2.69003412
-5.57978989,7.32063196,0.02626557,1.35672649,0.02361788,0.00000000,5.90470899,2.97735418,0.17032974,2.59862179
-5.57378689,7.01858429,0.02629066,1.28862241,0.02269536,0.00000000,5.65283431,2.85254289,0.16401969,2.50104394
-5.56778389,6.70390997,0.02638832,1.21791595,0.02171350,0.00000000,5.38999553,2.72429374,0.15736559,2.39901913
-5.56178089,6.38176388,0.02657465,1.14565658,0.02068988,0.00000000,5.12082655,2.59457680,0.15047908,2.29429153
-5.55577789,6.05720107,0.02686384,1.07287629,0.01964208,0.00000000,4.84985160,2.46530135,0.14347013,2.18857536
-5.54977489,5.73502847,0.02726763,1.00056212,0.01858711,0.00000000,4.58136005,2.33825747,0.13644381,2.08350271
-5.54377189,5.41967373,0.02779473,0.92963208,0.01754101,0.00000000,4.31929658,2.21506543,0.12949727,1.98057679
-5.53776888,5.11507622,0.02845036,0.86091539,0.01651837,0.00000000,4.06717038,2.09713499,0.12271728,1.88113268
-5.53176588,4.82460422,0.02923598,0.79513762,0.01553201,0.00000000,3.82798643,1.98563599,0.11617819,1.78630714
-5.52576288,4.55100077,0.03014907,0.73291092,0.01459275,0.00000000,3.60420060,1.88148114,0.10994064,1.69701845
-5.51975988,4.29635916,0.03118317,0.67472953,0.01370920,0.00000000,3.39769922,1.78532125,0.10405084,1.61395691
-5.51375688,4.06212760,0.03232807,0.62097029,0.01288775,0.00000000,3.20980250,1.69755242,0.09854058,1.53758582
-5.50775388,3.84914117,0.03357017,0.57189764,0.01213258,0.00000000,3.04129030,1.61833418,0.09342785,1.46815255
-5.50175088,3.65767779,0.03489298,0.52767267,0.01144577,0.00000000,2.89244768,1.54761711,0.08871801,1.40570851
-5.49574787,3.48753415,0.03627785,0.48836531,0.01082751,0.00000000,2.76312694,1.48517783,0.08440545,1.35013655
-5.48974487,3.33811653,0.03770474,0.45396880,0.01027638,0.00000000,2.65282214,1.43065927,0.08047567,1.30118423
-5.48374187,3.20854109,0.03915311,0.42441569,0.00978961,0.00000000,2.56075200,1.38361373,0.07690752,1.25850068
-5.47773887,3.09773796,0.04060289,0.39959424,0.00936348,0.00000000,2.48594663,1.34354633,0.07367560,1.22167510
-5.47173587,3.00455364,0.04203539,0.37936456,0.00899366,0.00000000,2.42733385,1.30995653,0.07075267,1.19027494
-5.46573287,2.92784658,0.04343421,0.36357357,0.00867556,0.00000000,2.38382081,1.28237553,0.06811185,1.16388153
-5.45972986,2.86657140,0.04478605,0.35206818,0.00840466,0.00000000,2.35436747,1.26039787,0.06572861,1.14212163
-5.45372686,2.81984800,0.04608137,0.34470614,0.00817683,0.00000000,2.33804874,1.24370575,0.06358244,1.12469345
-5.44772386,2.78701297,0.04731489,0.34136417,0.00798855,0.00000000,2.33410288,1.23208518,0.06165806,1.11138583
-5.44172086,2.76765145,0.04848591,0.34194312,0.00783714,0.00000000,2.34196459,1.22543345,0.05994625,1.10209020
-5.43571786,2.76160879,0.04959836,0.34637011,0.00772088,0.00000000,2.36128195,1.22375800,0.05844416,1.09680472
-5.42971486,2.76898251,0.05066069,0.35459768,0.00763904,0.00000000,2.39191710,1.22716710,0.05715520,1.09563094
-5.42371186,2.79009579,0.05168547,0.36660027,0.00759193,0.00000000,2.43393149,1.23585329,0.05608848,1.09876321
-5.41770885,2.82545466,0.05268878,0.38236807,0.00758078,0.00000000,2.48755693,1.25007069,0.05525790,1.10647193
-5.41170585,2.87569171,0.05368950,0.40189900,0.00760764,0.00000000,2.55315449,1.27010780,0.05468093,1.11908148
-5.40570285,2.94149974,0.05470832,0.42518901,0.00767517,0.00000000,2.63116357,1.29625729,0.05437718,1.13694416
-5.39969985,3.02355879,0.05576671,0.45222135,0.00778641,0.00000000,2.72204388,1.32878466,0.05436677,1.16041162
-5.39369685,3.12246052,0.05688584,0.48295532,0.00794455,0.00000000,2.82621327,1.36789728,0.05466874,1.18980515
-5.38769385,3.23863351,0.05808541,0.51731514,0.00815261,0.00000000,2.94398429,1.41371557,0.05529944,1.22538625
-5.38169085,3.37227304,0.05938258,0.55517931,0.00841319,0.00000000,3.07550248,1.46624763,0.05627100,1.26732896
-5.37568784,3.52327840,0.06079096,0.59637111,0.00872814,0.00000000,3.22068901,1.52536852,0.05759006,1.31569497
-5.36968484,3.69120059,0.06231973,0.64065065,0.00909836,0.00000000,3.37919027,1.59080516,0.05925670,1.37041280
-5.36368184,3.87520240,0.06397288,0.68770884,0.00952355,0.00000000,3.55033645,1.66212718,0.06126363,1.43126163
-5.35767884,4.07403257,0.06574873,0.73716367,0.01000201,0.00000000,3.73311095,1.73874436,0.06359570,1.49786059
-5.35167584,4.28601498,0.06763958,0.78855899,0.01053052,0.00000000,3.92613192,1.81991022,0.06622979,1.56966374
-5.34567284,4.50905327,0.06963165,0.84136606,0.01110429,0.00000000,4.12764690,1.90473172,0.06913491,1.64596101
-5.33966983,4.74065075,0.07170520,0.89498783,0.01171691,0.00000000,4.33554098,1.99218438,0.07227269,1.72588498
-5.33366683,4.97794499,0.07383489,0.94876606,0.01236045,0.00000000,4.54735852,2.08113207,0.07559810,1.80842318
-5.32766383,5.21775585,0.07599040,1.00199111,0.01302554,0.00000000,4.76033815,2.17035058,0.07906043,1.89243566
-5.32166083,5.45664556,0.07813716,1.05391421,0.01370159,0.00000000,4.97146006,2.25855403,0.08260440,1.97667705
-5.31565783,5.69098892,0.08023728,1.10376196,0.01437702,0.00000000,5.17750454,2.34442302,0.08617152,2.05982265
-5.30965483,5.91705152,0.08225062,1.15075266,0.01503954,0.00000000,5.37512013,2.42663360,0.08970138,2.14049758
-5.30365183,6.13107376,0.08413595,1.19411395,0.01567647,0.00000000,5.56089954,2.50388609,0.09313312,2.21730832
-5.29764882,6.32935809,0.08585216,1.23310132,0.01627513,0.00000000,5.73146106,2.57493293,0.09640685,2.28887560
-5.29164582,6.50835706,0.08735947,1.26701687,0.01682318,0.00000000,5.88353314,2.63860479,0.09946490,2.35386789
-5.28564282,6.66475963,0.08862069,1.29522759,0.01730898,0.00000000,6.01403938,2.69383437,0.10225317,2.41103451
-5.27963982,6.79557321,0.08960235,1.31718268,0.01772198,0.00000000,6.12018131,2.73967748,0.10472219,2.45923738
-5.27363682,6.89819921,0.09027579,1.33242912,0.01805301,0.00000000,6.19951612,2.77533091,0.10682812,2.49748070
-5.26763382,6.97049968,0.09061813,1.34062498,0.01829461,0.00000000,6.25002660,2.80014704,0.10853357,2.52493760
-5.26163082,7.01085333,0.09061304,1.34154988,0.01844125,0.00000000,6.27018097,2.81364499,0.10980826,2.54097305
-5.25562781,7.01819913,0.09025142,1.33511221,0.01848950,0.00000000,6.25897999,2.81551827,0.11062948,2.54516237
-5.24962481,6.99206612,0.08953183,1.32135274,0.01843819,0.00000000,6.21598997,2.80563899,0.11098240,2.53730469
-5.24362181,6.93258878,0.08846076,1.30044440,0.01828845,0.00000000,6.14135983,2.78405879,0.11086026,2.51743107
-5.23761881,6.84050711,0.08705263,1.27268832,0.01804369,0.00000000,6.03582183,2.75100651,0.11026435,2.48580679
-5.23161581,6.71715180,0.08532967,1.23850607,0.01770957,0.00000000,5.90067546,2.70688284,0.10920387,2.44292784
-5.22561281,6.56441467,0.08332149,1.19842854,0.01729378,0.00000000,5.73775520,2.65225209,0.10769570,2.38951163
-5.21960980,6.38470542,0.08106449,1.15308172,0.01680595,0.00000000,5.54938308,2.58783139,0.10576399,2.32648197
-5.21360680,6.18089609,0.07860115,1.10317005,0.01625736,0.00000000,5.33830788,2.51447735,0.10343970,2.25494902
-5.20760380,5.95625486,0.07597903,1.04945788,0.01566068,0.00000000,5.10763312,2.43317064,0.10076000,2.17618447
-5.20160080,5.71437144,0.07324973,0.99274977,0.01502969,0.00000000,4.86073656,2.34499858,0.09776760,2.09159297
-5.19559780,5.45907612,0.07046769,0.93387039,0.01437896,0.00000000,4.60118408,2.25113613,0.09451003,2.00268038
-5.18959480,5.19435513,0.06768894,0.87364466,0.01372355,0.00000000,4.33264121,2.15282554,0.09103876,1.91101999
-5.18359180,4.92426476,0.06496975,0.81287897,0.01307870,0.00000000,4.05878523,2.05135508,0.08740835,1.81821762
-5.17758879,4.65284652,0.06236535,0.75234383,0.01245953,0.00000000,3.78322096,1.94803712,0.08367549,1.72587659
-5.17158579,4.38404592,0.05992861,0.69275877,0.01188078,0.00000000,3.50940281,1.84418600,0.07989801,1.63556367
-5.16558279,4.12163667,0.05770877,0.63477961,0.01135656,0.00000000,3.24056550,1.74109616,0.07613390,1.54877674
-5.15957979,3.86915211,0.05575039,0.57898855,0.01090012,0.00000000,2.97966513,1.64002081,0.07244026,1.46691517
-5.15357679,3.62982540,0.05409221,0.52588702,0.01052369,0.00000000,2.72933194,1.54215164,0.06887231,1.39125347
-5.14757379,3.40653918,0.05276637,0.47589152,0.01023826,0.00000000,2.49183537,1.44859991,0.06548240,1.32291874
-5.14157079,3.20178557,0.05179767,0.42933207,0.01005351,0.00000000,2.26906170,1.36037924,0.06231907,1.26287247
-5.13556778,3.01763647,0.05120304,0.38645316,0.00997763,0.00000000,2.06250362,1.27839049,0.05942621,1.21189653
-5.12956478,2.85572412,0.05099126,0.34741698,0.01001728,0.00000000,1.87326117,1.20340886,0.05684226,1.17058374
-5.12356178,2.71723138,0.05116280,0.31230831,0.01017744,0.00000000,1.70205264,1.13607341,0.05459951,1.13933261
-5.11755878,2.60289092,0.05170991,0.28114092,0.01046141,0.00000000,1.54923397,1.07687924,0.05272357,1.11834620
-5.11155578,2.51299258,0.05261687,0.25386495,0.01087067,0.00000000,1.41482507,1.02617222,0.05123290,1.10763460
-5.10555278,2.44739769,0.05386045,0.23037482,0.01140484,0.00000000,1.29854136,0.98414636,0.05013848,1.10702076
-5.09954977,2.40555938,0.05541049,0.21051754,0.01206164,0.00000000,1.19982870,0.95084379,0.04944367,1.11614912
-5.09354677,2.38654799,0.05723063,0.19410075,0.01283678,0.00000000,1.11790036,0.92615725,0.04914411,1.13449673
-5.08754377,2.38908055,0.05927914,0.18090067,0.01372398,0.00000000,1.05177453,0.90983495,0.04922785,1.16138636
-5.08154077,2.41155369,0.06150987,0.17066939,0.01471485,0.00000000,1.00031131,0.90148780,0.04967555,1.19600136
-5.07553777,2.45207945,0.06387321,0.16314159,0.01579897,0.00000000,0.96224827,0.90059875,0.05046082,1.23740202
-5.06953477,2.50852358,0.06631716,0.15804068,0.01696383,0.00000000,0.93623396,0.90653427,0.05155073,1.28454317
-5.06353177,2.57854621,0.06878831,0.15508413,0.01819493,0.00000000,0.92085908,0.91855775,0.05290638,1.33629299
-5.05752876,2.65964467,0.07123294,0.15398823,0.01947586,0.00000000,0.91468503,0.93584486,0.05448364,1.39145303
-5.05152576,2.74919867,0.07359796,0.15447234,0.02078849,0.00000000,0.91627005,0.95750048,0.05623397,1.44877925
-5.04552276,2.84451754,0.07583197,0.15626253,0.02211316,0.00000000,0.92419292,0.98257740,0.05810539,1.50700423
-5.03951976,2.94288968,0.07788612,0.15909500,0.02342901,0.00000000,0.93707459,1.01009629,0.06004349,1.56486043
-5.03351676,3.04163382,0.07971502,0.16271902,0.02471430,0.00000000,0.95359783,1.03906679,0.06199255,1.62110426
-5.02751376,3.13815154,0.08127752,0.16689979,0.02594688,0.00000000,0.97252523,1.06850948,0.06389680,1.67454094
-5.02151076,3.22998043,0.08253744,0.17142104,0.02710463,0.00000000,0.99271558,1.09747814,0.06570156,1.72404947
-5.01550775,3.31484669,0.08346422,0.17608739,0.02816601,0.00000000,1.01313860,1.12508180,0.06735458,1.76860749
-5.00950475,3.39071583,0.08403348,0.18072662,0.02911062,0.00000000,1.03288805,1.15050614,0.06880726,1.80731512
-5.00350175,3.45583985,0.08422741,0.18519160,0.02991972,0.00000000,1.05119283,1.17303331,0.07001582,1.83941712
-4.99749875,3.50879903,0.08403515,0.18936189,0.03057685,0.00000000,1.06742593,1.19205962,0.07094242,1.86432248
-4.99149575,3.54853657,0.08345296,0.19314493,0.03106828,0.00000000,1.08111065,1.20711031,0.07155615,1.88162041
-4.98549275,3.57438397,0.08248428,0.19647673,0.03138345,0.00000000,1.09192384,1.21785063,0.07183380,1.89109202
-4.97948974,3.58607571,0.08113963,0.19932185,0.03151540,0.00000000,1.09969568,1.22409281,0.07176044,1.89271660
-4.97348674,3.58375179,0.07943634,0.20167274,0.03146096,0.00000000,1.10440578,1.22579813,0.07132982,1.88667217
-4.96748374,3.56794716,0.07739819,0.20354836,0.03122089,0.00000000,1.10617527,1.22307407,0.07054439,1.87332954
-4.96148074,3.53956790,0.07505475,0.20499191,0.03079995,0.00000000,1.10525515,1.21616633,0.06941516,1.85323998
-4.95547774,3.49985432,0.07244071,0.20606798,0.03020668,0.00000000,1.10201074,1.20544584,0.06796120,1.82711652
-4.94947474,3.45033223,0.06959499,0.20685885,0.02945323,0.00000000,1.09690301,1.19139127,0.06620896,1.79580949
-4.94347174,3.39275402,0.06655976,0.20746044,0.02855492,0.00000000,1.09046724,1.17456770,0.06419130,1.76027713
-4.93746873,3.32903201,0.06337938,0.20797777,0.02752978,0.00000000,1.08328983,1.15560226,0.06194630,1.72155246
-4.93146573,3.26116695,0.06009927,0.20852028,0.02639801,0.00000000,1.07598442,1.13515800,0.05951603,1.68070783
-4.92546273,3.19117510,0.05676479,0.20919726,0.02518133,0.00000000,1.06916840,1.11390707,0.05694513,1.63881880
-4.91945973,3.12101729,0.05342015,0.21011352,0.02390235,0.00000000,1.06344082,1.09250461,0.05427941,1.59692907
-4.91345673,3.05253347,0.05010737,0.21136565,0.02258390,0.00000000,1.05936312,1.07156457,0.05156443,1.55601816
-4.90745373,2.98738598,0.04686537,0.21303903,0.02124848,0.00000000,1.05744341,1.05163873,0.04884428,1.51697342
-4.90145073,2.92701430,0.04372921,0.21520569,0.01991760,0.00000000,1.05812527,1.03319982,0.04616037,1.48056770
-4.89544772,2.87260339,0.04072945,0.21792334,0.01861139,0.00000000,1.06178162,1.01662968,0.04355051,1.44744378
-4.88944472,2.82506697,0.03789179,0.22123534,0.01734814,0.00000000,1.06871381,1.00221280,0.04104816,1.41810609
-4.88344172,2.78504599,0.03523679,0.22517181,0.01614403,0.00000000,1.07915583,0.99013555,0.03868192,1.39291997
-4.87743872,2.75292195,0.03277992,0.22975172,0.01501297,0.00000000,1.09328323,0.98049079,0.03647531,1.37211822
-4.87143572,2.72884333,0.03053163,0.23498568,0.01396648,0.00000000,1.11122568,0.97328748,0.03444669,1.35581407
-4.86543272,2.71276311,0.02849776,0.24087935,0.01301374,0.00000000,1.13308228,0.96846430,0.03260947,1.34401953
-4.85942971,2.70448400,0.02667990,0.24743704,0.01216166,0.00000000,1.15893795,0.96590646,0.03097251,1.33666755
-4.85342671,2.70370825,0.02507601,0.25466529,0.01141507,0.00000000,1.18887952,0.96546412,0.02954055,1.33363632
-4.84742371,2.71008789,0.02368098,0.26257592,0.01077691,0.00000000,1.22300984,0.96697142,0.02831486,1.33477375
-4.84142071,2.72327195,0.02248726,0.27118847,0.01024849,0.00000000,1.26145824,0.97026446,0.02729384,1.33992035
-4.83541771,2.74294686,0.02148552,0.28053148,0.00982975,0.00000000,1.30438625,0.97519715,0.02647370,1.34892872
-4.82941471,2.76886723,0.02066512,0.29064261,0.00951945,0.00000000,1.35198728,0.98165373,0.02584900,1.36167821
-4.82341171,2.80087463,0.02001468,0.30156730,0.00931544,0.00000000,1.40447964,0.98955719,0.02541320,1.37808361
-4.81740870,2.83890292,0.01952243,0.31335597,0.00921483,0.00000000,1.46209290,0.99887291,0.02515903,1.39809724
-4.81140570,2.88296995,0.01917647,0.32605995,0.00921409,0.00000000,1.52504769,1.00960754,0.02507884,1.42170420
-4.80540270,2.93315599,0.01896501,0.33972605,0.00930919,0.00000000,1.59352998,1.02180311,0.02516471,1.44891125
-4.79939970,2.98957092,0.01887634,0.35439039,0.00949563,0.00000000,1.66766122,1.03552698,0.02540856,1.47973011
-4.79339670,3.05231250,0.01889891,0.37007159,0.00976844,0.00000000,1.74746610,1.05085852,0.02580206,1.51415639
-4.78739370,3.12141919,0.01902115,0.38676394,0.01012221,0.00000000,1.83284023,1.06787361,0.02633653,1.55214613
-4.78139070,3.19682133,0.01923140,0.40443095,0.01055099,0.00000000,1.92352007,1.08662824,0.02700276,1.59359151
-4.77538769,3.27829485,0.01951771,0.42299992,0.01104834,0.00000000,2.01905756,1.10714265,0.02779087,1.63829805
-4.76938469,3.36542139,0.01986769,0.44235786,0.01160721,0.00000000,2.11880187,1.12938744,0.02869011,1.68596521
-4.76338169,3.45755882,0.02026841,0.46234929,0.01222002,0.00000000,2.22189029,1.15327278,0.02968875,1.73617227
-4.75737869,3.55382499,0.02070634,0.48277627,0.01287863,0.00000000,2.32724991,1.17864210,0.03077407,1.78837102
-4.75137569,3.65309718,0.02116735,0.50340080,0.01357442,0.00000000,2.43361109,1.20527075,0.03193240,1.84188640
-4.74537269,3.75402837,0.02163682,0.52394976,0.01429837,0.00000000,2.53953316,1.23287031,0.03314926,1.89592566
-4.73936968,3.85508044,0.02209978,0.54412222,0.01504124,0.00000000,2.64344184,1.26109850,0.03440964,1.94959610
-4.73336668,3.95457324,0.02254126,0.56359893,0.01579368,0.00000000,2.74367733,1.28957448,0.03569834,2.00193084
-4.72736368,4.05074723,0.02294654,0.58205361,0.01654651,0.00000000,2.83855098,1.31789865,0.03700036,2.05192141
-4.72136068,4.14183662,0.02330159,0.59916546,0.01729086,0.00000000,2.92640822,1.34567607,0.03830142,2.09855566
-4.71535768,4.22614869,0.02359351,0.61463231,0.01801843,0.00000000,3.00569445,1.37254197,0.03958835,2.14085885
-4.70935468,4.30214501,0.02381092,0.62818367,0.01872171,0.00000000,3.07502063,1.39818792,0.04084963,2.17793568
-4.70335168,4.36851946,0.02394441,0.63959300,0.01939412,0.00000000,3.13322495,1.42238694,0.04207576,2.20901080
-4.69734867,4.42426839,0.02398693,0.64868845,0.02003018,0.00000000,3.17942711,1.44501591,0.04325953,2.23346538
-4.69134567,4.46874842,0.02393403,0.65536146,0.02062563,0.00000000,3.21307206,1.46607374,0.04439626,2.25086763
-4.68534267,4.50171812,0.02378414,0.65957262,0.02117743,0.00000000,3.23396051,1.48569388,0.04548384,2.26099519
-4.67933967,4.52336084,0.02353866,0.66135452,0.02168375,0.00000000,3.24226428,1.50415038,0.04652263,2.26384818
-4.67333667,4.53428669,0.02320193,0.66081122,0.02214391,0.00000000,3.23852515,1.52185646,0.04751518,2.25965193
-4.66733367,4.53551333,0.02278111,0.65811440,0.02255821,0.00000000,3.22363711,1.53935567,0.04846590,2.24884899
-4.66133067,4.52842625,0.02228601,0.65349628,0.02292775,0.00000000,3.19881254,1.55730567,0.04938044,2.23208106
-4.65532766,4.51472034,0.02172867,0.64723967,0.02325424,0.00000000,3.16553387,1.57645523,0.05026517,2.21016139
-4.64932466,4.49632584,0.02112299,0.63966571,0.02353968,0.00000000,3.12549306,1.59761545,0.05112642,2.18403949
-4.64332166,4.47532256,0.02048427,0.63111973,0.02378619,0.00000000,3.08052198,1.62162667,0.05196979,2.15475970
