energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.81390695,0.81420992,0.62846101,0.06311484,0.01096795,0.13110165,0.39482079,0.00000000,0.22848571,0.08833166
-5.80790395,0.85081938,0.65985706,0.06482847,0.01063091,0.13898511,0.41152366,0.00000000,0.23253595,0.09276425
-5.80190095,0.88879004,0.69118065,0.06673423,0.01036056,0.14674162,0.42894847,0.00000000,0.23720276,0.09759582
-5.79589795,0.92737361,0.72178339,0.06877586,0.01014653,0.15423038,0.44673272,0.00000000,0.24227385,0.10276727
-5.78989495,0.96579651,0.75100937,0.07089422,0.00997762,0.16131073,0.46450050,0.00000000,0.24752615,0.10821401
-5.78389195,1.00328600,0.77821812,0.07302940,0.00984232,0.16784689,0.48187530,0.00000000,0.25273444,0.11386779
-5.77788894,1.03909608,0.80280750,0.07512281,0.00972930,0.17371273,0.49849260,0.00000000,0.25767983,0.11965839
-5.77188594,1.07253184,0.82423568,0.07711915,0.00962784,0.17879641,0.51401172,0.00000000,0.26215771,0.12551519
-5.76588294,1.10297157,0.84204108,0.07896819,0.00952823,0.18300456,0.52812654,0.00000000,0.26598501,0.13136855
-5.75987994,1.12988563,0.85585973,0.08062624,0.00942213,0.18626587,0.54057469,0.00000000,0.26900642,0.13715093
-5.75387694,1.15285156,0.86543914,0.08205740,0.00930281,0.18853408,0.55114481,0.00000000,0.27109935,0.14279776
-5.74787394,1.17156492,0.87064821,0.08323438,0.00916539,0.18979002,0.55968185,0.00000000,0.27217753,0.14824813
-5.74187094,1.18584559,0.87148281,0.08413906,0.00900692,0.19004276,0.56609003,0.00000000,0.27219320,0.15344520
-5.73586793,1.19563964,0.86806687,0.08476269,0.00882647,0.18932977,0.57033378,0.00000000,0.27113772,0.15833651
-5.72986493,1.20101672,0.86064900,0.08510566,0.00862506,0.18771613,0.57243644,0.00000000,0.26904092,0.16287407
-5.72386193,1.20216362,0.84959479,0.08517714,0.00840559,0.18529279,0.57247717,0.00000000,0.26596892,0.16701454
-5.71785893,1.19937420,0.83537529,0.08499432,0.00817269,0.18217393,0.57058610,0.00000000,0.26202091,0.17071922
-5.71185593,1.19303647,0.81855206,0.08458150,0.00793246,0.17849365,0.56693817,0.00000000,0.25732486,0.17395424
-5.70585293,1.18361746,0.79975952,0.08396900,0.00769227,0.17440195,0.56174591,0.00000000,0.25203246,0.17669068
-5.69984992,1.17164643,0.77968515,0.08319192,0.00746039,0.17006029,0.55525151,0.00000000,0.24631345,0.17890490
-5.69384692,1.15769719,0.75904838,0.08228891,0.00724573,0.16563676,0.54771847,0.00000000,0.24034958,0.18057885
-5.68784392,1.14236999,0.73857881,0.08130082,0.00705748,0.16130118,0.53942318,0.00000000,0.23432849,0.18170052
-5.68184092,1.12627358,0.71899441,0.08026937,0.00690476,0.15722006,0.53064656,0.00000000,0.22843752,0.18226436
-5.67583792,1.11000765,0.70098034,0.07923592,0.00679627,0.15355177,0.52166600,0.00000000,0.22285783,0.18227173
-5.66983492,1.09414625,0.68516902,0.07824019,0.00673999,0.15044193,0.51274787,0.00000000,0.21775881,0.18173119
-5.66383192,1.07922217,0.67212169,0.07731916,0.00674284,0.14801911,0.50414043,0.00000000,0.21329301,0.18065872
-5.65782891,1.06571253,0.66231218,0.07650594,0.00681044,0.14639108,0.49606749,0.00000000,0.20959160,0.17907764
-5.65182591,1.05402589,0.65611294,0.07582886,0.00694681,0.14564148,0.48872271,0.00000000,0.20676053,0.17701833
-5.64582291,1.04449082,0.65378381,0.07531057,0.00715425,0.14582721,0.48226468,0.00000000,0.20487734,0.17451763
-5.63981991,1.03734624,0.65546371,0.07496731,0.00743310,0.14697645,0.47681274,0.00000000,0.20398885,0.17161794
-5.63381691,1.03273374,0.66116539,0.07480834,0.00778172,0.14908739,0.47244372,0.00000000,0.20410951,0.16836603
-5.62781391,1.03069205,0.67077351,0.07483546,0.00819637,0.15212775,0.46918961,0.00000000,0.20522074,0.16481162
-5.62181091,1.03115397,0.68404609,0.07504284,0.00867131,0.15603519,0.46703628,0.00000000,0.20727106,0.16100577
-5.61580790,1.03394610,0.70061949,0.07541690,0.00919883,0.16071841,0.46592337,0.00000000,0.21017718,0.15699914
-5.60980490,1.03879159,0.72001677,0.07593653,0.00976941,0.16605921,0.46574545,0.00000000,0.21382595,0.15284037
-5.60380190,1.04531607,0.74165959,0.07657356,0.01037196,0.17191532,0.46635452,0.00000000,0.21807725,0.14857439
-5.59779890,1.05305704,0.76488326,0.07729338,0.01099405,0.17812404,0.46756393,0.00000000,0.22276773,0.14424112
-5.59179590,1.06147654,0.78895479,0.07805593,0.01162227,0.18450659,0.46915372,0.00000000,0.22771538,0.13987434
-5.58579290,1.06997714,0.81309350,0.07881689,0.01224260,0.19087302,0.47087730,0.00000000,0.23272475,0.13550103
-5.57978989,1.07792071,0.83649358,0.07952906,0.01284081,0.19702773,0.47246937,0.00000000,0.23759287,0.13114104
-5.57378689,1.08464964,0.85834808,0.08014399,0.01340293,0.20277514,0.47365482,0.00000000,0.24211543,0.12680732
-5.56778389,1.08950970,0.87787336,0.08061368,0.01391567,0.20792568,0.47415842,0.00000000,0.24609326,0.12250651
-5.56178089,1.09187383,0.89433330,0.08089236,0.01436689,0.21230153,0.47371482,0.00000000,0.24933884,0.11823995
-5.55577789,1.09116571,0.90706236,0.08093832,0.01474598,0.21574217,0.47207857,0.00000000,0.25168245,0.11400504
-5.54977489,1.08688232,0.91548644,0.08071558,0.01504431,0.21810936,0.46903371,0.00000000,0.25297791,0.10979687
-5.54377189,1.07861435,0.91914092,0.08019543,0.01525554,0.21929150,0.46440248,0.00000000,0.25310756,0.10560995
-5.53776888,1.06606353,0.91768488,0.07935779,0.01537586,0.21920691,0.45805271,0.00000000,0.25198633,0.10144000
-5.53176588,1.04905606,0.91091110,0.07819221,0.01540422,0.21780628,0.44990366,0.00000000,0.24956462,0.09728572
-5.52576288,1.02755149,0.89875130,0.07669858,0.01534242,0.21507382,0.43992990,0.00000000,0.24583007,0.09315029
-5.51975988,1.00164661,0.88127645,0.07488742,0.01519512,0.21102728,0.42816306,0.00000000,0.24080787,0.08904268
-5.51375688,0.97157407,0.85869219,0.07277978,0.01496978,0.20571680,0.41469149,0.00000000,0.23455980,0.08497857
-5.50775388,0.93769599,0.83132951,0.07040679,0.01467643,0.19922262,0.39965759,0.00000000,0.22718203,0.08098087
-5.50175088,0.90049256,0.79963135,0.06780879,0.01432750,0.19165180,0.38325327,0.00000000,0.21880164,0.07707982
-5.49574787,0.86054648,0.76413557,0.06503412,0.01393742,0.18313405,0.36571347,0.00000000,0.20957223,0.07331271
-5.48974487,0.81852372,0.72545523,0.06213766,0.01352222,0.17381706,0.34730820,0.00000000,0.19966859,0.06972304
-5.48374187,0.77515161,0.68425706,0.05917908,0.01309912,0.16386121,0.32833345,0.00000000,0.18928087,0.06635945
-5.47773887,0.73119510,0.64123911,0.05622103,0.01268600,0.15343426,0.30910133,0.00000000,0.17860833,0.06327420
-5.47173587,0.68743228,0.59710839,0.05332710,0.01230087,0.14270597,0.28992989,0.00000000,0.16785309,0.06052147
-5.46573287,0.64463005,0.55255963,0.05055993,0.01196136,0.13184308,0.27113308,0.00000000,0.15721389,0.05815534
-5.45972986,0.60352087,0.50825578,0.04797924,0.01168422,0.12100465,0.25301107,0.00000000,0.14688028,0.05622779
-5.45372686,0.56478137,0.46481096,0.04564002,0.01148475,0.11033804,0.23584147,0.00000000,0.13702741,0.05478654
-5.44772386,0.52901348,0.42277634,0.04359092,0.01137638,0.09997563,0.21987161,0.00000000,0.12781138,0.05387298
-5.44172086,0.49672859,0.38262933,0.04187279,0.01137022,0.09003233,0.20531205,0.00000000,0.11936553,0.05352021
-5.43571786,0.46833509,0.34476611,0.04051752,0.01147468,0.08060387,0.19233158,0.00000000,0.11179753,0.05375122
-5.42971486,0.44412950,0.30949761,0.03954715,0.01169518,0.07176596,0.18105371,0.00000000,0.10518746,0.05457731
-5.42371186,0.42429122,0.27704859,0.03897322,0.01203388,0.06357420,0.17155468,0.00000000,0.09958668,0.05599689
-5.41770885,0.40888093,0.24755971,0.03879646,0.01248956,0.05606464,0.16386296,0.00000000,0.09501776,0.05799453
-5.41170585,0.39784236,0.22109208,0.03900679,0.01305752,0.04925496,0.15796012,0.00000000,0.09147506,0.06054046
-5.40570285,0.39100736,0.19763381,0.03958362,0.01372964,0.04314612,0.15378307,0.00000000,0.08892618,0.06359050
-5.39969985,0.38810374,0.17710823,0.04049636,0.01449449,0.03772434,0.15122735,0.00000000,0.08731402,0.06708642
-5.39369685,0.38876585,0.15938313,0.04170536,0.01533753,0.03296332,0.15015154,0.00000000,0.08655944,0.07095675
-5.38769385,0.39254723,0.14428064,0.04316289,0.01624145,0.02882654,0.15038242,0.00000000,0.08656439,0.07511815
-5.38169085,0.39893512,0.13158735,0.04481456,0.01718661,0.02526965,0.15172080,0.00000000,0.08721539,0.07947707
-5.37568784,0.40736637,0.12106421,0.04660078,0.01815147,0.02224270,0.15394789,0.00000000,0.08838725,0.08393197
-5.36968484,0.41724424,0.11245604,0.04845841,0.01911320,0.01969226,0.15683193,0.00000000,0.08994707,0.08837578
-5.36368184,0.42795574,0.10550028,0.05032258,0.02004830,0.01756333,0.16013496,0.00000000,0.09175814,0.09269872
-5.35767884,0.43888898,0.09993487,0.05212848,0.02093327,0.01580103,0.16361957,0.00000000,0.09368390,0.09679126
-5.35167584,0.44945013,0.09550519,0.05381318,0.02174527,0.01435201,0.16705539,0.00000000,0.09559173,0.10054723
-5.34567284,0.45907935,0.09196978,0.05531744,0.02246280,0.01316561,0.17022522,0.00000000,0.09735649,0.10386685
-5.33966983,0.46726552,0.08910517,0.05658734,0.02306638,0.01219477,0.17293055,0.00000000,0.09886373,0.10665972
-5.33366683,0.47355905,0.08670945,0.05757580,0.02353907,0.01139667,0.17499642,0.00000000,0.10001249,0.10884742
-5.32766383,0.47758260,0.08460488,0.05824379,0.02386705,0.01073316,0.17627540,0.00000000,0.10071758,0.11036590
-5.32166083,0.47903927,0.08263951,0.05856140,0.02403996,0.01017098,0.17665061,0.00000000,0.10091135,0.11116731
-5.31565783,0.47771814,0.08068789,0.05850845,0.02405124,0.00968185,0.17603779,0.00000000,0.10054481,0.11122135
-5.30965483,0.47349688,0.07865097,0.05807493,0.02389827,0.00924233,0.17438618,0.00000000,0.09958818,0.11051595
-5.30365183,0.46634154,0.07645526,0.05726097,0.02358239,0.00883365,0.17167839,0.00000000,0.09803081,0.10905747
-5.29764882,0.45630357,0.07405143,0.05607654,0.02310879,0.00844138,0.16792927,0.00000000,0.09588047,0.10687013
-5.29164582,0.44351420,0.07141239,0.05454086,0.02248628,0.00805507,0.16318377,0.00000000,0.09316215,0.10399495
-5.28564282,0.42817660,0.06853098,0.05268146,0.02172694,0.00766783,0.15751397,0.00000000,0.08991634,0.10048814
-5.27963982,0.41055613,0.06541744,0.05053309,0.02084566,0.00727593,0.15101551,0.00000000,0.08619690,0.09641904
-5.27363682,0.39096927,0.06209667,0.04813637,0.01985962,0.00687830,0.14380338,0.00000000,0.08206874,0.09186771
-5.26763382,0.36977163,0.05860553,0.04553640,0.01878772,0.00647615,0.13600757,0.00000000,0.07760522,0.08692237
-5.26163082,0.34734563,0.05499008,0.04278129,0.01764996,0.00607256,0.12776851,0.00000000,0.07288551,0.08167665
-5.25562781,0.32408852,0.05130313,0.03992073,0.01646690,0.00567209,0.11923265,0.00000000,0.06799207,0.07622696
-5.24962481,0.30040099,0.04760187,0.03700459,0.01525906,0.00528050,0.11054831,0.00000000,0.06300823,0.07067000
-5.24362181,0.27667710,0.04394590,0.03408172,0.01404641,0.00490444,0.10186208,0.00000000,0.05801607,0.06510048
-5.23761881,0.25329565,0.04039560,0.03119894,0.01284798,0.00455126,0.09331565,0.00000000,0.05309461,0.05960925
-5.23161581,0.23061346,0.03701077,0.02840013,0.01168148,0.00422888,0.08504350,0.00000000,0.04831843,0.05428187
-5.22561281,0.20896054,0.03384980,0.02572574,0.01056302,0.00394560,0.07717124,0.00000000,0.04375670,0.04919754
-5.21960980,0.18863735,0.03096909,0.02321236,0.00950704,0.00371013,0.06981473,0.00000000,0.03947268,0.04442860
-5.21360680,0.16991404,0.02842286,0.02089266,0.00852618,0.00353152,0.06307999,0.00000000,0.03552363,0.04004046
-5.20760380,0.15303141,0.02626323,0.01879544,0.00763133,0.00341920,0.05706372,0.00000000,0.03196116,0.03609196
-5.20160080,0.13820353,0.02454057,0.01694597,0.00683174,0.00338295,0.05185452,0.00000000,0.02883194,0.03263608
-5.19559780,0.12562162,0.02330393,0.01536640,0.00613523,0.00343302,0.04753445,0.00000000,0.02617868,0.02972103
-5.18959480,0.11545874,0.02260159,0.01407631,0.00554835,0.00358005,0.04418104,0.00000000,0.02404133,0.02739144
-5.18359180,0.10787501,0.02248164,0.01309330,0.00507665,0.00383515,0.04186935,0.00000000,0.02245846,0.02568974
-5.17758879,0.10302295,0.02299237,0.01243361,0.00472497,0.00420981,0.04067416,0.00000000,0.02146864,0.02465758
-5.17158579,0.10105243,0.02418257,0.01211266,0.00449764,0.00471582,0.04067188,0.00000000,0.02111176,0.02433706
-5.16558279,0.10211491,0.02610155,0.01214557,0.00439873,0.00536511,0.04194226,0.00000000,0.02143027,0.02477193
-5.15957979,0.10636669,0.02879889,0.01254748,0.00443219,0.00616957,0.04456952,0.00000000,0.02247015,0.02600835
-5.15357679,0.11397077,0.03232382,0.01333377,0.00460202,0.00714070,0.04864305,0.00000000,0.02428157,0.02809544
-5.14757379,0.12509715,0.03672432,0.01452009,0.00491231,0.00828932,0.05425727,0.00000000,0.02691924,0.03108531
-5.14157079,0.13992148,0.04204582,0.01612218,0.00536721,0.00962513,0.06151086,0.00000000,0.03044226,0.03503271
-5.13556778,0.15862186,0.04832962,0.01815552,0.00597086,0.01115625,0.07050513,0.00000000,0.03491362,0.03999412
-5.12956478,0.18137400,0.05561104,0.02063475,0.00672726,0.01288879,0.08134164,0.00000000,0.04039909,0.04602637
-5.12356178,0.20834468,0.06391738,0.02357299,0.00763997,0.01482628,0.09411900,0.00000000,0.04696574,0.05318480
-5.11755878,0.23968383,0.07326586,0.02698096,0.00871195,0.01696929,0.10892908,0.00000000,0.05467996,0.06152088
-5.11155578,0.27551548,0.08366149,0.03086599,0.00994513,0.01931497,0.12585258,0.00000000,0.06360506,0.07107960
-5.10555278,0.31592795,0.09509518,0.03523103,0.01134014,0.02185675,0.14495421,0.00000000,0.07379852,0.08189642
-5.09954977,0.36096374,0.10754207,0.04007360,0.01289588,0.02458409,0.16627759,0.00000000,0.08530902,0.09399417
-5.09354677,0.41060958,0.12096029,0.04538481,0.01460926,0.02748243,0.18984027,0.00000000,0.09817332,0.10737982
-5.08754377,0.46478720,0.13529021,0.05114851,0.01647481,0.03053326,0.21562877,0.00000000,0.11241306,0.12204137
-5.08154077,0.52334525,0.15045433,0.05734057,0.01848446,0.03371433,0.24359428,0.00000000,0.12803184,0.13794509
-5.07553777,0.58605311,0.16635773,0.06392840,0.02062733,0.03700012,0.27364898,0.00000000,0.14501244,0.15503306
-5.06953477,0.65259678,0.18288933,0.07087075,0.02288963,0.04036239,0.30566329,0.00000000,0.16331459,0.17322140
-5.06353177,0.72257745,0.19992375,0.07811783,0.02525470,0.04377093,0.33946443,0.00000000,0.18287335,0.19239924
-5.05752876,0.79551303,0.21732379,0.08561168,0.02770312,0.04719439,0.37483616,0.00000000,0.20359814,0.21242853
-5.05152576,0.87084270,0.23494347,0.09328698,0.03021292,0.05060127,0.41152013,0.00000000,0.22537276,0.23314481
-5.04552276,0.94793474,0.25263147,0.10107213,0.03276002,0.05396082,0.44921878,0.00000000,0.24805630,0.25435911
-5.03951976,1.02609732,0.27023478,0.10889068,0.03531867,0.05724404,0.48759968,0.00000000,0.27148497,0.27586079
-5.03351676,1.10459211,0.28760246,0.11666294,0.03786205,0.06042453,0.52630148,0.00000000,0.29547508,0.29742148
-5.02751376,1.18265030,0.30458924,0.12430791,0.04036292,0.06347924,0.56494118,0.00000000,0.31982682,0.31879993
-5.02151076,1.25949043,0.32105881,0.13174526,0.04279439,0.06638901,0.60312247,0.00000000,0.34432892,0.33974768
-5.01550775,1.33433742,0.33688667,0.13889740,0.04513062,0.06913897,0.64044496,0.00000000,0.36876407,0.36001536
-5.00950475,1.40644210,0.35196235,0.14569151,0.04734762,0.07171859,0.67651400,0.00000000,0.39291476,0.37935933
-5.00350175,1.47510035,0.36619087,0.15206145,0.04942390,0.07412152,0.71095064,0.00000000,0.41656949,0.39754861
-4.99749875,1.53967124,0.37949356,0.15794948,0.05134114,0.07634524,0.74340135,0.00000000,0.43952890,0.41437153
-4.99149575,1.59959336,0.39180797,0.16330769,0.05308474,0.07839037,0.77354731,0.00000000,0.46161185,0.42964213
-4.98549275,1.65439864,0.40308720,0.16809912,0.05464414,0.08025986,0.80111275,0.00000000,0.48266090,0.44320577
-4.97948974,1.70372333,0.41329860,0.17229845,0.05601318,0.08195806,0.82587204,0.00000000,0.50254718,0.45494399
-4.97348674,1.74731559,0.42242203,0.17589236,0.05719010,0.08348969,0.84765542,0.00000000,0.52117428,0.46477812
-4.96748374,1.78503959,0.43044785,0.17887941,0.05817753,0.08485882,0.86635310,0.00000000,0.53848115,0.47267178
-4.96148074,1.81687601,0.43737480,0.18126963,0.05898223,0.08606798,0.88191755,0.00000000,0.55444377,0.47863187
-4.95547774,1.84291913,0.44320812,0.18308363,0.05961471,0.08711735,0.89436406,0.00000000,0.56907551,0.48270832
-4.94947474,1.86337076,0.44795783,0.18435156,0.06008879,0.08800423,0.90376957,0.00000000,0.58242634,0.48499235
-4.94347174,1.87853131,0.45163751,0.18511172,0.06042093,0.08872274,0.91026976,0.00000000,0.59458063,0.48561346
-4.93746873,1.88878860,0.45426358,0.18540908,0.06062965,0.08926380,0.91405471,0.00000000,0.60565390,0.48473530
-4.93146573,1.89460482,0.45585521,0.18529368,0.06073481,0.08961548,0.91536315,0.00000000,0.61578843,0.48255049
-4.92546273,1.89650218,0.45643471,0.18481905,0.06075694,0.08976353,0.91447554,0.00000000,0.62514797,0.47927465
-4.91945973,1.89504779,0.45602843,0.18404061,0.06071661,0.08969228,0.91170632,0.00000000,0.63391167,0.47513991
-4.91345673,1.89083815,0.45466807,0.18301428,0.06063387,0.08938569,0.90739538,0.00000000,0.64226740,0.47038798
-4.90745373,1.88448368,0.45239210,0.18179508,0.06052769,0.08882853,0.90189904,0.00000000,0.65040471,0.46526319
-4.90145073,1.87659369,0.44924726,0.18043605,0.06041565,0.08800767,0.89558077,0.00000000,0.65850751,0.46000568
-4.89544772,1.86776184,0.44528986,0.17898720,0.06031355,0.08691330,0.88880190,0.00000000,0.66674674,0.45484474
-4.88944472,1.85855259,0.44058673,0.17749472,0.06023524,0.08554014,0.88191235,0.00000000,0.67527323,0.44999285
-4.88344172,1.84948845,0.43521567,0.17600030,0.06019253,0.08388841,0.87524178,0.00000000,0.68421093,0.44564029
-4.87743872,1.84103861,0.42926521,0.17454061,0.06019507,0.08196455,0.86909125,0.00000000,0.69365066,0.44195054
-4.87143572,1.83360871,0.42283378,0.17314683,0.06025043,0.07978180,0.86372566,0.00000000,0.70364474,0.43905669
-4.86543272,1.82753223,0.41602815,0.17184439,0.06036409,0.07736031,0.85936705,0.00000000,0.71420255,0.43705883
-4.85942971,1.82306356,0.40896125,0.17065269,0.06053954,0.07472705,0.85618924,0.00000000,0.72528734,0.43602260
-4.85342671,1.82037306,0.40174950,0.16958490,0.06077830,0.07191536,0.85431366,0.00000000,0.73681442,0.43597888
-4.84742371,1.81954436,0.39450981,0.16864786,0.06108003,0.06896428,0.85380698,0.00000000,0.74865095,0.43692469
-4.84142071,1.82057410,0.38735642,0.16784206,0.06144251,0.06591757,0.85468025,0.00000000,0.76061745,0.43882535
-4.83541771,1.82337442,0.38039780,0.16716164,0.06186169,0.06282265,0.85689010,0.00000000,0.77249114,0.44161772
-4.82941471,1.82777824,0.37373384,0.16659460,0.06233166,0.05972931,0.86034172,0.00000000,0.78401099,0.44521470
-4.82341171,1.83354752,0.36745345,0.16612300,0.06284466,0.05668849,0.86489378,0.00000000,0.79488471,0.44951054
-4.81740870,1.84038420,0.36163285,0.16572345,0.06339104,0.05375094,0.87036516,0.00000000,0.80479717,0.45438713
-4.81140570,1.84794377,0.35633442,0.16536763,0.06395930,0.05096602,0.87654313,0.00000000,0.81342033,0.45972079
-4.80540270,1.85585091,0.35160644,0.16502303,0.06453612,0.04838061,0.88319292,0.00000000,0.82042413,0.46538942
-4.79939970,1.86371667,0.34748342,0.16465385,0.06510642,0.04603810,0.89006806,0.00000000,0.82548805,0.47127965
-4.79339670,1.87115634,0.34398718,0.16422202,0.06565350,0.04397759,0.89692117,0.00000000,0.82831281,0.47729370
-4.78739370,1.87780733,0.34112834,0.16368830,0.06615930,0.04223325,0.90351457,0.00000000,0.82863173,0.48335545
-4.78139070,1.88334590,0.33890819,0.16301353,0.06660461,0.04083382,0.90963031,0.00000000,0.82622124,0.48941548
-4.77538769,1.88750192,0.33732074,0.16215986,0.06696947,0.03980231,0.91507891,0.00000000,0.82090998,0.49545467
-4.76938469,1.89007076,0.33635462,0.16109195,0.06723358,0.03915576,0.91970655,0.00000000,0.81258613,0.50148608
-4.76338169,1.89092140,0.33599475,0.15977812,0.06737675,0.03890518,0.92340002,0.00000000,0.80120249,0.50755484
-4.75737869,1.89000038,0.33622362,0.15819138,0.06737947,0.03905551,0.92608945,0.00000000,0.78677917,0.51373598
-4.75137569,1.88733092,0.33702193,0.15631028,0.06722341,0.03960562,0.92774836,0.00000000,0.76940363,0.52013008
-4.74537269,1.88300747,0.33836863,0.15411954,0.06689199,0.04054840,0.92839120,0.00000000,0.74922819,0.52685688
-4.73936968,1.87718549,0.34024028,0.15161045,0.06637094,0.04187083,0.92806844,0.00000000,0.72646501,0.53404711
-4.73336668,1.87006734,0.34260981,0.14878111,0.06564873,0.04355399,0.92685944,0.00000000,0.70137890,0.54183281
-4.72736368,1.86188468,0.34544474,0.14563625,0.06471709,0.04557319,0.92486364,0.00000000,0.67427827,0.55033658
-4.72136068,1.85287866,0.34870504,0.14218701,0.06357128,0.04789807,0.92219044,0.00000000,0.64550469,0.55966044
-4.71535768,1.84327893,0.35234083,0.13845033,0.06221044,0.05049268,0.91894855,0.00000000,0.61542165,0.56987479
-4.70935468,1.83328276,0.35629021,0.13444834,0.06063767,0.05331573,0.91523531,0.00000000,0.58440286,0.58100813
-4.70335168,1.82303565,0.36047726,0.13020744,0.05886007,0.05632083,0.91112678,0.00000000,0.55282091,0.59303829
-4.69734867,1.81261460,0.36481075,0.12575740,0.05688870,0.05945695,0.90666907,0.00000000,0.52103647,0.60588564
-4.69134567,1.80201529,0.36918345,0.12113042,0.05473830,0.06266894,0.90187171,0.00000000,0.48938881,0.61940890
-4.68534267,1.79114396,0.37347249,0.11636008,0.05242704,0.06589830,0.89670322,0.00000000,0.45818765,0.63340391
-4.67933967,1.77981475,0.37754069,0.11148046,0.04997603,0.06908405,0.89108946,0.00000000,0.42770688,0.64760553
-4.67333667,1.76775275,0.38123900,0.10652529,0.04740881,0.07216390,0.88491478,0.00000000,0.39818010,0.66169296
-4.66733367,1.75460286,0.38441004,0.10152717,0.04475081,0.07507546,0.87802596,0.00000000,0.36979813,0.67529810
-4.66133067,1.73994405,0.38689264,0.09651702,0.04202868,0.07775775,0.87023884,0.00000000,0.34270840,0.68801693
-4.65532766,1.72330840,0.38852718,0.09152358,0.03926965,0.08015271,0.86134731,0.00000000,0.31701604,0.69942321
-4.64932466,1.70420398,0.38916161,0.08657311,0.03650089,0.08220680,0.85113414,0.00000000,0.29278659,0.70908411
-4.64332166,1.68214028,0.38865777,0.08168928,0.03374887,0.08387269,0.83938310,0.00000000,0.27004980,0.71657686
