energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.75387694,1.72449689,0.02428097,0.00854712,0.54662508,0.33098636,0.05054959,1.02681922,0.28979372,0.03200693
-5.74787394,1.68815985,0.02277402,0.00842460,0.52601598,0.34092581,0.04800655,1.00155999,0.28049215,0.03025260
-5.74187094,1.66000635,0.02136805,0.00835357,0.50730836,0.35322645,0.04566502,0.98094169,0.27210245,0.02869166
-5.73586793,1.64086184,0.02009107,0.00833441,0.49085013,0.36799125,0.04354939,0.96547566,0.26480445,0.02733854
-5.72986493,1.63135389,0.01896801,0.00836643,0.47692665,0.38527278,0.04167948,0.95555785,0.25874647,0.02620521
-5.72386193,1.63188587,0.01802016,0.00844785,0.46575290,0.40506838,0.04006976,0.95145309,0.25404059,0.02530052
-5.71785893,1.64261869,0.01726477,0.00857579,0.45746824,0.42731696,0.03872878,0.95328407,0.25075939,0.02462977
-5.71185593,1.66346069,0.01671473,0.00874627,0.45213361,0.45189708,0.03765891,0.96102534,0.24893422,0.02419431
-5.70585293,1.69406552,0.01637829,0.00895435,0.44973123,0.47862669,0.03685631,0.97450196,0.24855477,0.02399137
-5.69984992,1.73383757,0.01625899,0.00919416,0.45016665,0.50726428,0.03631113,0.99339267,0.24957009,0.02401392
-5.69384692,1.78194427,0.01635554,0.00945908,0.45327271,0.53751143,0.03600784,1.01723715,0.25189072,0.02425077
-5.68784392,1.83733445,0.01666187,0.00974191,0.45881548,0.56901680,0.03592581,1.04544687,0.25539186,0.02468665
-5.68184092,1.89876207,0.01716727,0.01003499,0.46650149,0.60138128,0.03603994,1.07731902,0.25991741,0.02530248
-5.67583792,1.96481421,0.01785652,0.01033044,0.47598633,0.63416442,0.03632146,1.11205301,0.26528470,0.02607570
-5.66983492,2.03394269,0.01871024,0.01062032,0.48688400,0.66689188,0.03673867,1.14876897,0.27128964,0.02698065
-5.66383192,2.10449841,0.01970525,0.01089682,0.49877697,0.69906387,0.03725787,1.18652778,0.27771226,0.02798907
-5.65782891,2.17476759,0.02081497,0.01115240,0.51122657,0.73016442,0.03784416,1.22435223,0.28432243,0.02907063
-5.65182591,2.24300931,0.02201006,0.01138001,0.52378356,0.75967143,0.03846230,1.26124871,0.29088557,0.03019351
-5.64582291,2.30749361,0.02325899,0.01157318,0.53599864,0.78706724,0.03907754,1.29622927,0.29716834,0.03132507
-5.63981991,2.36653949,0.02452875,0.01172618,0.54743270,0.81184963,0.03965634,1.32833338,0.30294408,0.03243249
-5.63381691,2.41855204,0.02578565,0.01183409,0.55766672,0.83354295,0.04016710,1.35664930,0.30799804,0.03348351
-5.62781391,2.46205821,0.02699609,0.01189291,0.56631100,0.85170924,0.04058083,1.38033435,0.31213222,0.03444711
-5.62181091,2.49574021,0.02812747,0.01189961,0.57301381,0.86595891,0.04087166,1.39863398,0.31516970,0.03529421
-5.61580790,2.51846593,0.02914894,0.01185216,0.57746896,0.87596087,0.04101736,1.41089892,0.31695855,0.03599837
-5.60980490,2.52931550,0.03003228,0.01174956,0.57942241,0.88145151,0.04099971,1.41660018,0.31737505,0.03653642
-5.60380190,2.52760315,0.03075265,0.01159182,0.57867762,0.88224246,0.04080481,1.41534132,0.31632623,0.03688899
-5.59779890,2.51289369,0.03128918,0.01137995,0.57509944,0.87822654,0.04042327,1.40686760,0.31375172,0.03704100
-5.59179590,2.48501282,0.03162563,0.01111589,0.56861660,0.86938186,0.03985030,1.39107177,0.30962470,0.03698198
-5.58579290,2.44405074,0.03175070,0.01080248,0.55922243,0.85577362,0.03908567,1.36799594,0.30395212,0.03670638
-5.57978989,2.39035882,0.03165831,0.01044337,0.54697398,0.83755346,0.03813359,1.33782957,0.29677392,0.03621357
-5.57378689,2.32453895,0.03134772,0.01004290,0.53198937,0.81495649,0.03700248,1.30090350,0.28816147,0.03550782
-5.56778389,2.24742612,0.03082337,0.00960603,0.51444357,0.78829566,0.03570461,1.25767991,0.27821516,0.03459810
-5.56178089,2.16006420,0.03009464,0.00913820,0.49456253,0.75795394,0.03425565,1.20873878,0.26706122,0.03349775
-5.55577789,2.06367610,0.02917541,0.00864521,0.47261607,0.72437437,0.03267419,1.15476096,0.25484783,0.03222394
-5.54977489,1.95962896,0.02808355,0.00813308,0.44890957,0.68804832,0.03098110,1.09650868,0.24174078,0.03079713
-5.54377189,1.84939588,0.02684014,0.00760792,0.42377490,0.64950245,0.02919896,1.03480392,0.22791862,0.02924041
-5.53776888,1.73451536,0.02546882,0.00707580,0.39756076,0.60928490,0.02735136,0.97050572,0.21356769,0.02757871
-5.53176588,1.61655012,0.02399489,0.00654263,0.37062300,0.56795104,0.02546226,0.90448700,0.19887702,0.02583808
-5.52576288,1.49704675,0.02244454,0.00601402,0.34331503,0.52604961,0.02355534,0.83761196,0.18403345,0.02404490
-5.51975988,1.37749768,0.02084405,0.00549518,0.31597888,0.48410950,0.02165345,0.77071471,0.16921694,0.02222515
-5.51375688,1.25930678,0.01921899,0.00499084,0.28893706,0.44262784,0.01977801,0.70457998,0.15459649,0.02040375
-5.50775388,1.14375969,0.01759360,0.00450519,0.26248551,0.40205968,0.01794859,0.63992652,0.14032649,0.01860393
-5.50175088,1.03199976,0.01599018,0.00404177,0.23688795,0.36280966,0.01618255,0.57739356,0.12654391,0.01684677
-5.49574787,0.92501027,0.01442867,0.00360351,0.21237159,0.32522574,0.01449474,0.51753086,0.11336614,0.01515079
-5.48974487,0.82360292,0.01292628,0.00319266,0.18912437,0.28959529,0.01289735,0.46079225,0.10088969,0.01353167
-5.48374187,0.72841287,0.01149730,0.00281084,0.16729374,0.25614335,0.01139985,0.40753284,0.08918955,0.01200215
-5.47773887,0.63989973,0.01015301,0.00245905,0.14698672,0.22503298,0.01000897,0.35800957,0.07831946,0.01057195
-5.47173587,0.55835412,0.00890172,0.00213768,0.12827141,0.19636763,0.00872885,0.31238482,0.06831263,0.00924785
-5.46573287,0.48390890,0.00774888,0.00184663,0.11117945,0.17019508,0.00756119,0.27073275,0.05918322,0.00803388
-5.45972986,0.41655427,0.00669729,0.00158534,0.09570945,0.14651278,0.00650549,0.23304768,0.05092815,0.00693152
-5.45372686,0.35615572,0.00574740,0.00135286,0.08183105,0.12527414,0.00555935,0.19925418,0.04352929,0.00594005
-5.44772386,0.30247384,0.00489758,0.00114796,0.06948945,0.10639557,0.00471874,0.16921806,0.03695587,0.00505684
-5.44172086,0.25518506,0.00414453,0.00096919,0.05861008,0.08976372,0.00397833,0.14275805,0.03116704,0.00427773
-5.43571786,0.21390253,0.00348356,0.00081499,0.04910338,0.07524288,0.00333184,0.11965740,0.02611432,0.00359742
-5.42971486,0.17819616,0.00290903,0.00068373,0.04086929,0.06268201,0.00277230,0.09967512,0.02174409,0.00300982
-5.42371186,0.14761157,0.00241460,0.00057384,0.03380156,0.05192141,0.00229237,0.08255652,0.01799984,0.00250841
-5.41770885,0.12168713,0.00199360,0.00048386,0.02779155,0.04279873,0.00188456,0.06804275,0.01482420,0.00208657
-5.41170585,0.09996905,0.00163927,0.00041250,0.02273159,0.03515428,0.00154149,0.05587922,0.01216081,0.00173785
-5.40570285,0.08202424,0.00134503,0.00035874,0.01851780,0.02883554,0.00125606,0.04582274,0.00995578,0.00145626
-5.39969985,0.06745086,0.00110461,0.00032183,0.01505238,0.02370089,0.00102161,0.03764743,0.00815902,0.00123649
-5.39369685,0.05588673,0.00091229,0.00030141,0.01224539,0.01962254,0.00083201,0.03114935,0.00672516,0.00107409
-5.38769385,0.04701561,0.00076298,0.00029751,0.01001601,0.01648874,0.00068179,0.02615004,0.00561438,0.00096562
-5.38169085,0.04057164,0.00065230,0.00031059,0.00829339,0.01420537,0.00056615,0.02249891,0.00479284,0.00090879
-5.37568784,0.03634205,0.00057665,0.00034159,0.00701712,0.01269683,0.00048103,0.02007479,0.00423311,0.00090252
-5.36968484,0.03416843,0.00053323,0.00039195,0.00613738,0.01190655,0.00042307,0.01878655,0.00391422,0.00094700
-5.36368184,0.03394662,0.00052006,0.00046362,0.00561475,0.01179688,0.00038963,0.01857308,0.00382175,0.00104374
-5.35767884,0.03562561,0.00053594,0.00055907,0.00541991,0.01234877,0.00037877,0.01940266,0.00394773,0.00119552
-5.35167584,0.03920536,0.00058042,0.00068127,0.00553306,0.01356098,0.00038917,0.02127170,0.00429037,0.00140641
-5.34567284,0.04473375,0.00065376,0.00083367,0.00594331,0.01544901,0.00042013,0.02420313,0.00485390,0.00168162
-5.33966983,0.05230272,0.00075687,0.00102019,0.00664784,0.01804383,0.00047147,0.02824423,0.00564811,0.00202745
-5.33366683,0.06204361,0.00089119,0.00124511,0.00765104,0.02139019,0.00054349,0.03346410,0.00668801,0.00245112
-5.32766383,0.07412173,0.00105863,0.00151303,0.00896362,0.02554486,0.00063688,0.03995072,0.00799339,0.00296059
-5.32166083,0.08873023,0.00126144,0.00182877,0.01060155,0.03057450,0.00075269,0.04780765,0.00958826,0.00356430
-5.31565783,0.10608331,0.00150214,0.00219721,0.01258506,0.03655336,0.00089219,0.05715033,0.01150034,0.00427093
-5.30965483,0.12640873,0.00178329,0.00262319,0.01493753,0.04356078,0.00105683,0.06810208,0.01376045,0.00508907
-5.30365183,0.14993989,0.00210748,0.00311133,0.01768439,0.05167855,0.00124813,0.08078987,0.01640194,0.00602686
-5.29764882,0.17690762,0.00247707,0.00366587,0.02085199,0.06098816,0.00146763,0.09533986,0.01946002,0.00709165
-5.29164582,0.20753176,0.00289411,0.00429045,0.02446654,0.07156806,0.00171679,0.11187299,0.02297111,0.00828957
-5.28564282,0.24201300,0.00336020,0.00498799,0.02855302,0.08349098,0.00199692,0.13050053,0.02697228,0.00962517
-5.27963982,0.28052520,0.00387630,0.00576045,0.03313421,0.09682148,0.00230909,0.15132002,0.03150062,0.01110104
-5.27363682,0.32320856,0.00444268,0.00660871,0.03822984,0.11161376,0.00265412,0.17441163,0.03659271,0.01271746
-5.26763382,0.37016402,0.00505876,0.00753243,0.04385589,0.12790998,0.00303251,0.19983510,0.04228418,0.01447215
-5.26163082,0.42144924,0.00572309,0.00852994,0.05002404,0.14573910,0.00344441,0.22762765,0.04860931,0.01636002
-5.25562781,0.47707658,0.00643328,0.00959822,0.05674145,0.16511635,0.00388967,0.25780279,0.05560080,0.01837312
-5.24962481,0.53701310,0.00718604,0.01073288,0.06401067,0.18604350,0.00436777,0.29035034,0.06328957,0.02050063
-5.24362181,0.60118303,0.00797716,0.01192826,0.07182994,0.20850984,0.00487795,0.32523768,0.07170468,0.02272902
-5.23761881,0.66947249,0.00880170,0.01317753,0.08019374,0.23249392,0.00541922,0.36241216,0.08087339,0.02504230
-5.23161581,0.74173646,0.00965404,0.01447290,0.08909362,0.25796597,0.00599048,0.40180478,0.09082123,0.02742248
-5.22561281,0.81780773,0.01052808,0.01580586,0.09851931,0.28489089,0.00659060,0.44333482,0.10157204,0.02985011
-5.21960980,0.89750737,0.01141750,0.01716751,0.10846009,0.31323163,0.00721851,0.48691539,0.11314816,0.03230500
-5.21360680,0.98065617,0.01231591,0.01854888,0.11890630,0.34295271,0.00787334,0.53245936,0.12557040,0.03476695
-5.20760380,1.06708643,0.01321717,0.01994130,0.12985107,0.37402364,0.00855453,0.57988563,0.13885800,0.03721663
-5.20160080,1.15665332,0.01411559,0.02133678,0.14129203,0.40642195,0.00926189,0.62912506,0.15302843,0.03963650
-5.19559780,1.24924509,0.01500620,0.02272835,0.15323312,0.44013563,0.00999564,0.68012589,0.16809706,0.04201165
-5.18959480,1.34479140,0.01588491,0.02411039,0.16568624,0.47516455,0.01075652,0.73285823,0.18407661,0.04433069
-5.18359180,1.44326923,0.01674873,0.02547888,0.17867288,0.51152089,0.01154567,0.78731718,0.20097645,0.04658649
-5.17758879,1.54470572,0.01759580,0.02683163,0.19222548,0.54922819,0.01236464,0.84352457,0.21880182,0.04877682
-5.17158579,1.64917796,0.01842549,0.02816836,0.20638861,0.58831922,0.01321527,0.90152896,0.23755287,0.05090484
-5.16558279,1.75680938,0.01923834,0.02949072,0.22121984,0.62883249,0.01409948,0.96140406,0.25722376,0.05297936
-5.15957979,1.86776315,0.02003598,0.03080223,0.23679038,0.67080780,0.01501915,1.02324552,0.27780181,0.05501495
-5.15357679,1.98223303,0.02082094,0.03210806,0.25318535,0.71428082,0.01597583,1.08716649,0.29926681,0.05703180
-5.14757379,2.10043208,0.02159644,0.03341484,0.27050375,0.75927735,0.01697054,1.15329206,0.32159062,0.05905535
-5.14157079,2.22258047,0.02236610,0.03473024,0.28885809,0.80580745,0.01800347,1.22175328,0.34473716,0.06111574
-5.13556778,2.34889286,0.02313368,0.03606260,0.30837363,0.85386014,0.01907382,1.29268087,0.36866281,0.06324707
-5.12956478,2.47956667,0.02390275,0.03742055,0.32918732,0.90339895,0.02017958,1.36619947,0.39331734,0.06548647
-5.12356178,2.61477192,0.02467640,0.03881249,0.35144625,0.95435896,0.02131742,1.44242252,0.41864535,0.06787305
-5.11755878,2.75464352,0.02545701,0.04024615,0.37530569,1.00664567,0.02248264,1.52144835,0.44458819,0.07044678
-5.11155578,2.89927655,0.02624605,0.04172827,0.40092664,1.06013597,0.02366928,1.60335767,0.47108638,0.07324731
-5.10555278,3.04872476,0.02704393,0.04326411,0.42847285,1.11468144,0.02487022,1.68821253,0.49808221,0.07631268
-5.09954977,3.20300249,0.02785003,0.04485724,0.45810718,1.17011389,0.02607755,1.77605680,0.52552266,0.07967821
-5.09354677,3.36208942,0.02866269,0.04650930,0.48998743,1.22625308,0.02728292,1.86691787,0.55336214,0.08337526
-5.08754377,3.52593783,0.02947944,0.04821980,0.52426145,1.28291622,0.02847807,1.96080938,0.58156511,0.08743016
-5.08154077,3.69448132,0.03029716,0.04998610,0.56106172,1.33992868,0.02965542,2.05773438,0.61010819,0.09186325
-5.07553777,3.86764407,0.03111246,0.05180341,0.60049936,1.39713535,0.03080871,2.15768856,0.63898165,0.09668795
-5.06953477,4.04534946,0.03192201,0.05366480,0.64265773,1.45441190,0.03193368,2.26066283,0.66819002,0.10191006
-5.06353177,4.22752679,0.03272297,0.05556139,0.68758582,1.51167500,0.03302873,2.36664485,0.69775178,0.10752712
-5.05752876,4.41411524,0.03351334,0.05748250,0.73529165,1.56889088,0.03409553,2.47561893,0.72769798,0.11352803
-5.05152576,4.60506400,0.03429238,0.05941580,0.78573597,1.62608123,0.03513951,2.58756403,0.75806970,0.11989274
-5.04552276,4.80032796,0.03506085,0.06134760,0.83882656,1.68332600,0.03617019,2.70244953,0.78891461,0.12659223
-5.03951976,4.99985874,0.03582129,0.06326305,0.89441357,1.74076238,0.03720138,2.82022884,0.82028249,0.13358860
-5.03351676,5.20359092,0.03657811,0.06514638,0.95228612,1.79857979,0.03825112,2.94083083,0.85222005,0.14083547
-5.02751376,5.41142396,0.03733757,0.06698118,1.01217055,1.85701068,0.03934138,3.06414954,0.88476520,0.14827853
-5.02151076,5.62320054,0.03810759,0.06875061,1.07373061,1.91631727,0.04049753,3.19003252,0.91794113,0.15585632
-5.01550775,5.83868223,0.03889755,0.07043772,1.13656975,1.97677473,0.04174753,3.31826845,0.95175037,0.16350127
-5.00950475,6.05752396,0.03971776,0.07202567,1.20023558,2.03865129,0.04312095,3.44857471,0.98616924,0.17114094
-5.00350175,6.27924845,0.04057901,0.07349806,1.26422658,2.10218619,0.04464769,3.58058567,1.02114287,0.17869939
-4.99749875,6.50322250,0.04149190,0.07483918,1.32800081,2.16756649,0.04635661,3.71384242,1.05658128,0.18609883
-4.99149575,6.72863627,0.04246620,0.07603438,1.39098652,2.23490386,0.04827408,3.84778471,1.09235637,0.19326127
-4.98549275,6.95448740,0.04351010,0.07707033,1.45259410,2.30421263,0.05042236,3.98174576,1.12830049,0.20011033
-4.97948974,7.17957097,0.04462955,0.07793539,1.51222915,2.37539025,0.05281820,4.11495039,1.16420621,0.20657302
-4.97348674,7.40247668,0.04582766,0.07861990,1.56930599,2.44820147,0.05547138,4.24651708,1.19982774,0.21258148
-4.96748374,7.62159383,0.04710413,0.07911651,1.62326107,2.52226731,0.05838355,4.37546404,1.23488384,0.21807461
-4.96148074,7.83512488,0.04845484,0.07942043,1.67356587,2.59705964,0.06154725,4.50071961,1.26906211,0.22299956
-4.95547774,8.04110754,0.04987162,0.07952967,1.71973854,2.67190214,0.06494529,4.62113674,1.30202471,0.22731291
-4.94947474,8.23744539,0.05134219,0.07944520,1.76135400,2.74597800,0.06855047,4.73551150,1.33341521,0.23098166
-4.94347174,8.42194646,0.05285023,0.07917104,1.79805206,2.81834454,0.07232572,4.84260517,1.36286644,0.23398382
-4.93746873,8.59236870,0.05437569,0.07871429,1.82954321,2.88795432,0.07622463,4.94116937,1.39000913,0.23630873
-4.93146573,8.74647137,0.05589527,0.07808501,1.85561205,2.95368237,0.08019239,5.02997357,1.41448096,0.23795694
-4.92546273,8.88207046,0.05738306,0.07729607,1.87611826,3.01435844,0.08416710,5.10783419,1.43593591,0.23893985
-4.91945973,8.99709660,0.05881126,0.07636286,1.89099517,3.06880322,0.08808145,5.17364426,1.45405341,0.23927895
-4.91345673,9.08965312,0.06015106,0.07530290,1.90024618,3.11586701,0.09186463,5.22640284,1.46854722,0.23900478
-4.90745373,9.15807237,0.06137357,0.07413542,1.90393932,3.15446919,0.09544443,5.26524298,1.47917352,0.23815571
-4.90145073,9.20096790,0.06245071,0.07288080,1.90220016,3.18363694,0.09874949,5.28945727,1.48573806,0.23677650
-4.89544772,9.21728057,0.06335611,0.07156005,1.89520374,3.20254129,0.10171152,5.29852008,1.48810212,0.23491676
-4.88944472,9.20631654,0.06406599,0.07019416,1.88316567,3.21052906,0.10426740,5.29210549,1.48618700,0.23262933
-4.88344172,9.16777577,0.06455984,0.06880348,1.86633307,3.20714924,0.10636121,5.27010030,1.47997698,0.22996879
-4.87743872,9.10176972,0.06482105,0.06740717,1.84497558,3.19217261,0.10794589,5.23261173,1.46952055,0.22698994
-4.87143572,9.00882772,0.06483732,0.06602261,1.81937704,3.16560385,0.10898462,5.17996932,1.45493002,0.22374655
-4.86543272,8.88989194,0.06460102,0.06466489,1.78982792,3.12768574,0.10945184,5.11272144,1.43637945,0.22029022
-4.85942971,8.74630143,0.06410924,0.06334642,1.75661908,3.07889545,0.10933382,5.03162634,1.41410116,0.21666960
-4.85342671,8.57976640,0.06336377,0.06207659,1.72003683,3.01993329,0.10862886,4.93763869,1.38838096,0.21292981
-4.84742371,8.39233411,0.06237090,0.06086155,1.68035955,2.95170483,0.10734704,4.83189217,1.35955237,0.20911226
-4.84142071,8.18634847,0.06114112,0.05970416,1.63785592,2.87529730,0.10550959,4.71567915,1.32799021,0.20525471
-4.83541771,7.96440539,0.05968866,0.05860402,1.59278469,2.79195181,0.10314797,4.59042858,1.29410381,0.20139171
-4.82941471,7.72930597,0.05803099,0.05755764,1.54539587,2.70303274,0.10030262,4.45768305,1.25833025,0.19755528
-4.82341171,7.48400979,0.05618828,0.05655878,1.49593326,2.60999570,0.09702156,4.31907600,1.22112779,0.19377585
-4.81740870,7.23158981,0.05418278,0.05559883,1.44463782,2.51435570,0.09335874,4.17630989,1.18296993,0.19008338
-4.81140570,6.97519035,0.05203826,0.05466733,1.39175186,2.41765647,0.08937247,4.03113584,1.14433997,0.18650859
-4.80540270,6.71798879,0.04977948,0.05375263,1.33752334,2.32144205,0.08512372,3.88533488,1.10572638,0.18308421
-4.79939970,6.46316121,0.04743158,0.05284246,1.28221019,2.22723127,0.08067459,3.74070091,1.06761876,0.17984614
-4.79339670,6.21385143,0.04501973,0.05192463,1.22608399,2.13649532,0.07608673,3.59902474,1.03050428,0.17683446
-4.78739370,5.97314249,0.04256860,0.05098773,1.16943280,2.05063841,0.07142011,3.46207871,0.99486441,0.17409408
-4.78139070,5.74402916,0.04010208,0.05002170,1.11256263,1.97098126,0.06673182,3.33160088,0.96117154,0.17167512
-4.77538769,5.52938967,0.03764297,0.04901837,1.05579753,1.89874660,0.06207511,3.20927804,0.92988523,0.16963270
-4.76938469,5.33195515,0.03521272,0.04797194,0.99947778,1.83504623,0.05749864,3.09672630,0.90144773,0.16802626
-4.76338169,5.15427499,0.03283122,0.04687930,0.94395639,1.78086853,0.05304589,2.99546877,0.87627840,0.16691834
-4.75737869,4.99867716,0.03051669,0.04574013,0.88959382,1.73706598,0.04875482,2.90690959,0.85476701,0.16637266
-4.75137569,4.86722276,0.02828552,0.04455701,0.83675108,1.70434192,0.04465761,2.83230422,0.83726554,0.16645179
-4.74537269,4.76165506,0.02615217,0.04333521,0.78578149,1.68323620,0.04078064,2.77272630,0.82407873,0.16721420
-4.73936968,4.68334404,0.02412908,0.04208243,0.73702150,1.67410993,0.03714451,2.72903181,0.81545357,0.16871105
-4.73336668,4.63322820,0.02222663,0.04080838,0.69078099,1.67712933,0.03376422,2.70182185,0.81156793,0.17098267
-4.72736368,4.61175648,0.02045307,0.03952424,0.64733355,1.69224968,0.03064944,2.69140568,0.81251897,0.17405497
-4.72136068,4.61883357,0.01881453,0.03824206,0.60690728,1.71920018,0.02780480,2.69776627,0.81831206,0.17793607
-4.71535768,4.65377247,0.01731492,0.03697409,0.56967665,1.75747116,0.02523030,2.72053063,0.82885068,0.18261314
-4.70935468,4.71525852,0.01595604,0.03573213,0.53575582,1.80630500,0.02292168,2.75894744,0.84392842,0.18804996
-4.70335168,4.80132890,0.01473753,0.03452689,0.50519399,1.86469230,0.02087094,2.81187438,0.86322357,0.19418506
-4.69734867,4.90937129,0.01365699,0.03336741,0.47797283,1.93137487,0.01906672,2.87777736,0.88629735,0.20093095
-4.69134567,5.03614480,0.01271005,0.03226063,0.45400655,2.00485664,0.01749486,2.95474332,0.91259599,0.20817435
-4.68534267,5.17782512,0.01189051,0.03121101,0.43314431,2.08342356,0.01613888,3.04050784,0.94145757,0.21577755
-4.67933967,5.33007486,0.01119049,0.03022036,0.41517524,2.16517288,0.01498048,3.13249789,0.97212337,0.22358105
-4.67333667,5.48813861,0.01060064,0.02928777,0.39983568,2.24805183,0.01400004,3.22788942,1.00375410,0.23140730
-4.66733367,5.64696065,0.01011040,0.02840972,0.38681844,2.32990508,0.01317715,3.32367851,1.03545039,0.23906555
-4.66133067,5.80132215,0.00970823,0.02758031,0.37578366,2.40852982,0.01249108,3.41676401,1.06627722,0.24635761
-4.65532766,5.94599315,0.00938190,0.02679167,0.36637091,2.48173672,0.01192128,3.50403886,1.09529128,0.25308426
-4.64932466,6.07589350,0.00911880,0.02603440,0.35821180,2.54741447,0.01144777,3.58248659,1.12157039,0.25905216
-4.64332166,6.18625640,0.00890625,0.02529817,0.35094280,2.60359554,0.01105163,3.64927913,1.14424361,0.26408089
