energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.78989495,4.52880941,0.05867922,0.64104117,0.29825856,0.25519596,1.90156831,1.68477109,0.03972896,2.09827470
-5.78389195,4.47933713,0.05910861,0.62631052,0.28688182,0.25212807,1.86836419,1.67432074,0.03938786,2.08426942
-5.77788894,4.42828379,0.05936538,0.61196897,0.27572501,0.24924697,1.83571933,1.66270809,0.03898939,2.06903336
-5.77188594,4.37516977,0.05943552,0.59798681,0.26484875,0.24651384,1.80345033,1.64968918,0.03853342,2.05226791
-5.76588294,4.31954781,0.05930753,0.58432089,0.25430893,0.24388378,1.77138223,1.63504239,0.03802022,2.03371001
-5.75987994,4.26105158,0.05897285,0.57092209,0.24415777,0.24130878,1.73937107,1.61858753,0.03745061,2.01315597
-5.75387694,4.19944170,0.05842635,0.55774289,0.23444481,0.23874087,1.70732480,1.60020400,0.03682614,1.99048349
-5.74787394,4.13464669,0.05766655,0.54474468,0.22521773,0.23613525,1.67522142,1.57984670,0.03614925,1.96567056
-5.74187094,4.06679653,0.05669590,0.53190431,0.21652303,0.23345330,1.64312335,1.55755913,0.03542336,1.93881022
-5.73586793,3.99624690,0.05552089,0.51921968,0.20840636,0.23066528,1.61118741,1.53348247,0.03465293,1.91012032
-5.72986493,3.92359250,0.05415200,0.50671387,0.20091270,0.22775271,1.57966984,1.50786044,0.03384350,1.87994761
-5.72386193,3.84966870,0.05260359,0.49443782,0.19408618,0.22471016,1.54892603,1.48103923,0.03300159,1.84876582
-5.71785893,3.77554081,0.05089360,0.48247122,0.18796970,0.22154660,1.51940504,1.45346251,0.03213465,1.81716768
-5.71185593,3.70248154,0.04904320,0.47092168,0.18260427,0.21828601,1.49163897,1.42566152,0.03125085,1.78585097
-5.70585293,3.63193708,0.04707626,0.45992217,0.17802821,0.21496734,1.46622770,1.39824064,0.03035894,1.75559916
-5.69984992,3.56548324,0.04501879,0.44962687,0.17427614,0.21164385,1.44381952,1.37185878,0.02946798,1.72725737
-5.69384692,3.50477335,0.04289832,0.44020563,0.17137789,0.20838163,1.42508851,1.34720752,0.02858710,1.70170443
-5.68784392,3.45148003,0.04074318,0.43183722,0.16935739,0.20525764,1.41070953,1.32498677,0.02772530,1.67982233
-5.68184092,3.40723326,0.03858182,0.42470187,0.16823154,0.20235708,1.40133178,1.30587887,0.02689118,1.66246415
-5.67583792,3.37355727,0.03644209,0.41897326,0.16800915,0.19977031,1.39755204,1.29052243,0.02609275,1.65042180
-5.66983492,3.35180898,0.03435060,0.41481044,0.16869002,0.19758941,1.39988872,1.27948678,0.02533732,1.64439483
-5.66383192,3.34312051,0.03233214,0.41235006,0.17026416,0.19590451,1.40875753,1.27324828,0.02463135,1.64496170
-5.65782891,3.34834843,0.03040906,0.41169925,0.17271125,0.19480000,1.42445008,1.27216950,0.02398042,1.65255454
-5.65182591,3.36803172,0.02860091,0.41292955,0.17600038,0.19435089,1.44711598,1.27648210,0.02338929,1.66743858
-5.64582291,3.40236056,0.02692405,0.41607205,0.18008999,0.19461929,1.47674955,1.28627444,0.02286191,1.68969707
-5.63981991,3.45115739,0.02539143,0.42111422,0.18492825,0.19565138,1.51318139,1.30148418,0.02240163,1.71922240
-5.63381691,3.51387113,0.02401243,0.42799835,0.19045361,0.19747480,1.55607557,1.32189668,0.02201132,1.75571385
-5.62781391,3.58958524,0.02279288,0.43662187,0.19659574,0.20009675,1.60493253,1.34714902,0.02169358,1.79868214
-5.62181091,3.67703935,0.02173510,0.44683949,0.20327678,0.20350282,1.65909771,1.37673978,0.02145102,1.84746073
-5.61580790,3.77466391,0.02083813,0.45846715,0.21041269,0.20765660,1.71777584,1.41004420,0.02128640,1.90122354
-5.60980490,3.88062658,0.02009796,0.47128752,0.21791496,0.21250019,1.78005038,1.44633418,0.02120291,1.95900842
-5.60380190,3.99288866,0.01950788,0.48505695,0.22569234,0.21795546,1.84490744,1.48480231,0.02120431,2.01974555
-5.59779890,4.10926934,0.01905890,0.49951352,0.23365264,0.22392620,1.91126360,1.52458905,0.02129507,2.08228973
-5.59179590,4.22751521,0.01874018,0.51438575,0.24170448,0.23030088,1.97799627,1.56481179,0.02148044,2.14545528
-5.58579290,4.34537205,0.01853950,0.52940179,0.24975895,0.23695611,2.04397578,1.60459476,0.02176644,2.20805223
-5.57978989,4.46065618,0.01844374,0.54429843,0.25773104,0.24376050,2.10809770,1.64309833,0.02215984,2.26892233
-5.57378689,4.57132205,0.01843940,0.55882969,0.26554079,0.25057878,2.16931437,1.67954659,0.02266796,2.32697349
-5.56778389,4.67552357,0.01851300,0.57277456,0.27311419,0.25727611,2.22666411,1.71325194,0.02329852,2.38121129
-5.56178089,4.77166636,0.01865154,0.58594349,0.28038356,0.26372228,2.27929712,1.74363568,0.02405934,2.43076629
-5.55577789,4.85844896,0.01884285,0.59818337,0.28728779,0.26979567,2.32649702,1.77024379,0.02495806,2.47491616
-5.54977489,4.93489136,0.01907594,0.60938078,0.29377199,0.27538677,2.36769705,1.79275718,0.02600173,2.51310185
-5.54377189,5.00035000,0.01934120,0.61946343,0.29978703,0.28040123,2.40249045,1.81099629,0.02719649,2.54493724
-5.53776888,5.05451881,0.01963063,0.62839966,0.30528871,0.28476222,2.43063474,1.82491970,0.02854718,2.57021213
-5.53176588,5.09741693,0.01993792,0.63619614,0.31023688,0.28841202,2.45204975,1.83461731,0.03005697,2.58888875
-5.52576288,5.12936397,0.02025848,0.64289392,0.31459440,0.29131294,2.46680977,1.84029842,0.03172706,2.60109213
-5.51975988,5.15094475,0.02058943,0.64856306,0.31832630,0.29344740,2.47513039,1.84227547,0.03355636,2.60709514
-5.51375688,5.16296542,0.02092950,0.65329616,0.32139901,0.29481733,2.47735090,1.84094458,0.03554132,2.60729919
-5.50775388,5.16640368,0.02127889,0.65720113,0.32377984,0.29544290,2.47391315,1.83676371,0.03767576,2.60221150
-5.50175088,5.16235574,0.02163912,0.66039367,0.32543689,0.29536073,2.46533821,1.83022989,0.03995078,2.59242051
-5.49574787,5.15198271,0.02201277,0.66298978,0.32633927,0.29462160,2.45220197,1.82185639,0.04235479,2.57857030
-5.48974487,5.13645909,0.02240329,0.66509871,0.32645777,0.29328794,2.43511095,1.81215110,0.04487357,2.56133554
-5.48374187,5.11692559,0.02281476,0.66681673,0.32576588,0.29143108,2.41467943,1.80159696,0.04749039,2.54139784
-5.47773887,5.09444832,0.02325164,0.66822197,0.32424125,0.28912846,2.39150908,1.79063527,0.05018626,2.51942447
-5.47173587,5.06998564,0.02371856,0.66937058,0.32186728,0.28646099,2.36617163,1.77965236,0.05294012,2.49605020
-5.46573287,5.04436365,0.02422009,0.67029428,0.31863501,0.28351051,2.33919543,1.76896994,0.05572917,2.47186261
-5.45972986,5.01826059,0.02476051,0.67099951,0.31454499,0.28035761,2.31105603,1.75883933,0.05852913,2.44739118
-5.45372686,4.99219991,0.02534367,0.67146794,0.30960905,0.27707971,2.28217086,1.74943922,0.06131457,2.42310001
-5.44772386,4.96655147,0.02597275,0.67165840,0.30385187,0.27374959,2.25289785,1.74087681,0.06405923,2.39938413
-5.44172086,4.94153975,0.02665012,0.67151002,0.29731222,0.27043427,2.22353754,1.73319186,0.06673633,2.37656879
-5.43571786,4.91725766,0.02737720,0.67094630,0.29004371,0.26719434,2.19433801,1.72636292,0.06931888,2.35491137
-5.42971486,4.89368477,0.02815427,0.66987997,0.28211507,0.26408364,2.16550202,1.72031529,0.07177997,2.33460523
-5.42371186,4.87070808,0.02898033,0.66821823,0.27360982,0.26114927,2.13719548,1.71493005,0.07409310,2.31578505
-5.41770885,4.84814429,0.02985305,0.66586820,0.26462533,0.25843190,2.10955649,1.71005354,0.07623242,2.29853287
-5.41170585,4.82576199,0.03076855,0.66274232,0.25527140,0.25596633,2.08270420,1.70550679,0.07817312,2.28288461
-5.40570285,4.80330278,0.03172144,0.65876337,0.24566823,0.25378215,2.05674688,1.70109456,0.07989166,2.26883641
-5.39969985,4.78050063,0.03270469,0.65386902,0.23594400,0.25190457,2.03178865,1.69661366,0.08136616,2.25635071
-5.39369685,4.75709879,0.03370967,0.64801572,0.22623214,0.25035515,2.00793448,1.69186038,0.08257674,2.24536180
-5.38769385,4.73286392,0.03472620,0.64118176,0.21666838,0.24915264,1.98529345,1.68663693,0.08350585,2.23578074
-5.38169085,4.70759762,0.03574266,0.63336954,0.20738768,0.24831361,1.96397995,1.68075702,0.08413869,2.22749983
-5.37568784,4.68114519,0.03674616,0.62460691,0.19852123,0.24785297,1.94411329,1.67405046,0.08446357,2.22039657
-5.36968484,4.65340207,0.03772282,0.61494771,0.19019367,0.24778432,1.92581571,1.66636721,0.08447225,2.21433737
-5.36368184,4.62431823,0.03865808,0.60447141,0.18252041,0.24812014,1.90920927,1.65758065,0.08416031,2.20918107
-5.35767884,4.59390091,0.03953708,0.59328209,0.17560551,0.24887174,1.89441198,1.64759050,0.08352741,2.20478249
-5.35167584,4.56221602,0.04034509,0.58150667,0.16953977,0.25004904,1.88153367,1.63632538,0.08257755,2.20099615
-5.34567284,4.52938848,0.04106799,0.56929259,0.16439943,0.25166025,1.87067183,1.62374502,0.08131917,2.19768015
-5.33966983,4.49560187,0.04169281,0.55680505,0.16024523,0.25371135,1.86190807,1.60984219,0.07976523,2.19470025
-5.33366683,4.46109725,0.04220813,0.54422376,0.15712197,0.25620563,1.85530527,1.59464434,0.07793314,2.19193412
-5.32766383,4.42617144,0.04260464,0.53173953,0.15505853,0.25914304,1.85090563,1.57821478,0.07584454,2.18927564
-5.32166083,4.39117454,0.04287547,0.51955050,0.15406819,0.26251978,1.84872990,1.56065329,0.07352508,2.18663906
-5.31565783,4.35650652,0.04301659,0.50785840,0.15414942,0.26632788,1.84877761,1.54209619,0.07100392,2.18396274
-5.30965483,4.32261293,0.04302699,0.49686456,0.15528680,0.27055488,1.85102818,1.52271539,0.06831326,2.18121240
-5.30365183,4.28997907,0.04290887,0.48676602,0.15745224,0.27518384,1.85544287,1.50271664,0.06548772,2.17838342
-5.29764882,4.25912285,0.04266759,0.47775164,0.16060626,0.28019331,1.86196715,1.48233662,0.06256364,2.17550201
-5.29164582,4.23058578,0.04231154,0.46999820,0.16469938,0.28555770,1.87053322,1.46183888,0.05957838,2.17262511
-5.28564282,4.20492206,0.04185192,0.46366676,0.16967349,0.29124767,1.88106234,1.44150862,0.05656953,2.16983870
-5.27963982,4.18268574,0.04130234,0.45889898,0.17546313,0.29723068,1.89346665,1.42164630,0.05357417,2.16725451
-5.27363682,4.16441587,0.04067834,0.45581376,0.18199672,0.30347163,1.90765019,1.40256019,0.05062815,2.16500504
-5.26763382,4.15061986,0.03999684,0.45450403,0.18919760,0.30993347,1.92350894,1.38455802,0.04776541,2.16323694
-5.26163082,4.14175536,0.03927550,0.45503390,0.19698495,0.31657780,1.94092965,1.36793792,0.04501733,2.16210302
-5.25562781,4.13821113,0.03853206,0.45743611,0.20527460,0.32336528,1.95978760,1.35297902,0.04241226,2.16175303
-5.24962481,4.14028750,0.03778372,0.46170993,0.21397954,0.33025595,1.97994328,1.33993182,0.03997503,2.16232358
-5.24362181,4.14817728,0.03704650,0.46781962,0.22301050,0.33720927,2.00123836,1.32900900,0.03772667,2.16392784
-5.23761881,4.16194798,0.03633468,0.47569345,0.23227633,0.34418403,2.02349115,1.32037674,0.03568412,2.16664537
-5.23161581,4.18152634,0.03566032,0.48522351,0.24168435,0.35113793,2.04649211,1.31414719,0.03386015,2.17051273
-5.22561281,4.20668632,0.03503289,0.49626633,0.25114072,0.35802716,2.06999994,1.31037235,0.03226335,2.17551558
-5.21960980,4.23704153,0.03445907,0.50864432,0.26055095,0.36480568,2.09373876,1.30903972,0.03089812,2.18158272
-5.21360680,4.27204296,0.03394256,0.52214832,0.26982041,0.37142471,2.11739690,1.31007008,0.02976492,2.18858274
-5.20760380,4.31098305,0.03348417,0.53654099,0.27885510,0.37783205,2.14062786,1.31331761,0.02886041,2.19632368
-5.20160080,4.35300630,0.03308198,0.55156137,0.28756255,0.38397183,2.16305379,1.31857248,0.02817780,2.20455590
-5.19559780,4.39712694,0.03273159,0.56693019,0.29585299,0.38978432,2.18427166,1.32556596,0.02770715,2.21297851
-5.18959480,4.44225331,0.03242651,0.58235619,0.30364071,0.39520627,2.20386227,1.33397796,0.02743577,2.22124904
-5.18359180,4.48721857,0.03215867,0.59754303,0.31084555,0.40017156,2.22140187,1.34344686,0.02734864,2.22899630
-5.17758879,4.53081661,0.03191894,0.61219674,0.31739458,0.40461234,2.23647610,1.35358119,0.02742881,2.23583565
-5.17158579,4.57184194,0.03169769,0.62603335,0.32322383,0.40846064,2.24869556,1.36397288,0.02765785,2.24138634
-5.16558279,4.60913186,0.03148534,0.63878652,0.32827993,0.41165031,2.25771244,1.37421137,0.02801633,2.24528967
-5.15957979,4.64160889,0.03127296,0.65021478,0.33252171,0.41411927,2.26323712,1.38389807,0.02848419,2.24722732
-5.15357679,4.66832146,0.03105268,0.66010814,0.33592148,0.41581202,2.26505394,1.39266060,0.02904120,2.24693854
-5.14757379,4.68848062,0.03081816,0.66829374,0.33846600,0.41668207,2.26303500,1.40016590,0.02966735,2.24423536
-5.14157079,4.70149092,0.03056485,0.67464019,0.34015708,0.41669434,2.25715118,1.40613183,0.03034318,2.23901471
-5.13556778,4.70697353,0.03029023,0.67906068,0.34101155,0.41582723,2.24747940,1.41033662,0.03105014,2.23126670
-5.12956478,4.70478031,0.02999384,0.68151427,0.34106079,0.41407428,2.23420550,1.41262557,0.03177085,2.22107839
-5.12356178,4.69499785,0.02967729,0.68200574,0.34034967,0.41144518,2.21762238,1.41291495,0.03248935,2.20863273
-5.11755878,4.67794116,0.02934404,0.68058373,0.33893495,0.40796626,2.19812311,1.41119269,0.03319126,2.19420249
-5.11155578,4.65413720,0.02899923,0.67733736,0.33688318,0.40368007,2.17618921,1.40751594,0.03386390,2.17813952
-5.10555278,4.62429904,0.02864925,0.67239157,0.33426822,0.39864439,2.15237444,1.40200577,0.03449638,2.16085972
-5.09954977,4.58929211,0.02830143,0.66590131,0.33116852,0.39293042,2.12728484,1.39483922,0.03507963,2.14282450
-5.09354677,4.55009422,0.02796353,0.65804506,0.32766425,0.38662045,2.10155588,1.38623922,0.03560634,2.12451988
-5.08754377,4.50775169,0.02764336,0.64901788,0.32383441,0.37980501,2.07582781,1.37646300,0.03607090,2.10643414
-5.08154077,4.46333395,0.02734836,0.63902437,0.31975417,0.37257969,2.05072053,1.36578970,0.03646929,2.08903542
-5.07553777,4.41788900,0.02708520,0.62827197,0.31549253,0.36504183,2.02680896,1.35450775,0.03679894,2.07275045
-5.06953477,4.37240231,0.02685948,0.61696485,0.31111037,0.35728731,2.00460052,1.34290282,0.03705857,2.05794569
-5.06353177,4.32776114,0.02667552,0.60529862,0.30665906,0.34940750,1.98451553,1.33124702,0.03724802,2.04491174
-5.05752876,4.28472618,0.02653622,0.59345616,0.30217973,0.34148666,1.96687164,1.31978973,0.03736806,2.03385204
-5.05152576,4.24391178,0.02644300,0.58160453,0.29770305,0.33359991,1.95187308,1.30875067,0.03742022,2.02487639
-5.04552276,4.20577558,0.02639592,0.56989325,0.29324973,0.32581183,1.93960514,1.29831530,0.03740670,2.01799955
-5.03951976,4.17061758,0.02639376,0.55845357,0.28883149,0.31817574,1.93003420,1.28863284,0.03733015,2.01314495
-5.03351676,4.13858850,0.02643427,0.54739891,0.28445253,0.31073376,1.92301316,1.27981663,0.03719365,2.01015323
-5.02751376,4.10970625,0.02651445,0.53682614,0.28011132,0.30351755,1.91829201,1.27194683,0.03700060,2.00879508
-5.02151076,4.08387916,0.02663083,0.52681756,0.27580265,0.29654964,1.91553292,1.26507489,0.03675473,2.00878741
-5.01550775,4.06093428,0.02677981,0.51744319,0.27151968,0.28984528,1.91432909,1.25922947,0.03646002,2.00981213
-5.00950475,4.04064852,0.02695795,0.50876331,0.26725594,0.28341465,1.91422628,1.25442319,0.03612082,2.01153615
-5.00350175,4.02278069,0.02716222,0.50083087,0.26300716,0.27726532,1.91474607,1.25065955,0.03574181,2.01363169
-4.99749875,4.00710206,0.02739023,0.49369360,0.25877273,0.27140466,1.91540961,1.24793958,0.03532811,2.01579549
-4.99149575,3.99342372,0.02764031,0.48739565,0.25455680,0.26584222,1.91576074,1.24626750,0.03488530,2.01776611
-4.98549275,3.98161876,0.02791158,0.48197862,0.25036889,0.26059175,1.91538744,1.24565506,0.03441954,2.01933820
-4.97948974,3.97163817,0.02820390,0.47748194,0.24622408,0.25567292,1.91394052,1.24612410,0.03393752,2.02037302
-4.97348674,3.96351935,0.02851769,0.47394262,0.24214271,0.25111242,1.91114888,1.24770716,0.03344653,2.02080480
-4.96748374,3.95738703,0.02885376,0.47139436,0.23814969,0.24694459,1.90683068,1.25044601,0.03295445,2.02064259
-4.96148074,3.95344651,0.02921299,0.46986621,0.23427345,0.24321135,1.90089984,1.25438829,0.03246965,2.01996757
-4.95547774,3.95196989,0.02959599,0.46938088,0.23054472,0.23996164,1.89336807,1.25958236,0.03200090,2.01892618
-4.94947474,3.95327641,0.03000276,0.46995279,0.22699508,0.23725014,1.88434207,1.26607078,0.03155728,2.01771947
-4.94347174,3.95770806,0.03043232,0.47158627,0.22365556,0.23513567,1.87401649,1.27388302,0.03114791,2.01658940
-4.93746873,3.96560230,0.03088238,0.47427380,0.22055527,0.23367900,1.86266296,1.28302766,0.03078181,2.01580295
-4.93146573,3.97726372,0.03134909,0.47799470,0.21772021,0.23294048,1.85061599,1.29348509,0.03046761,2.01563494
-4.92546273,3.99293637,0.03182683,0.48271424,0.21517236,0.23297743,1.83825629,1.30520090,0.03021329,2.01635061
-4.91945973,4.01277869,0.03230814,0.48838339,0.21292897,0.23384151,1.82599259,1.31808084,0.03002596,2.01818893
-4.91345673,4.03684258,0.03278373,0.49493915,0.21100233,0.23557608,1.81424279,1.33198767,0.02991154,2.02134754
-4.90745373,4.06505810,0.03324263,0.50230561,0.20939970,0.23821392,1.80341527,1.34674035,0.02987459,2.02597012
-4.90145073,4.09722458,0.03367246,0.51039560,0.20812367,0.24177505,1.79389125,1.36211571,0.02991807,2.03213681
-4.89544772,4.13300890,0.03405977,0.51911296,0.20717271,0.24626509,1.78600906,1.37785288,0.03004322,2.03985821
-4.88944472,4.17195114,0.03439053,0.52835524,0.20654200,0.25167406,1.78005072,1.39366006,0.03024945,2.04907305
-4.88344172,4.21347716,0.03465064,0.53801676,0.20622434,0.25797567,1.77623166,1.40922382,0.03053431,2.05964961
-4.87743872,4.25691765,0.03482653,0.54799195,0.20621117,0.26512721,1.77469354,1.42422007,0.03089358,2.07139083
-4.87143572,4.30153253,0.03490574,0.55817865,0.20649354,0.27307005,1.77550074,1.43832654,0.03132131,2.08404251
-4.86543272,4.34653945,0.03487745,0.56848151,0.20706312,0.28173059,1.77864026,1.45123594,0.03181004,2.09730428
-4.85942971,4.39114497,0.03473305,0.57881502,0.20791294,0.29102193,1.78402497,1.46266924,0.03235103,2.11084257
-4.85342671,4.43457672,0.03446655,0.58910639,0.20903812,0.30084587,1.79150010,1.47238824,0.03293449,2.12430498
-4.84742371,4.47611508,0.03407492,0.59929792,0.21043633,0.31109541,1.80085232,1.48020697,0.03354996,2.13733522
-4.84142071,4.51512274,0.03355831,0.60934896,0.21210805,0.32165760,1.81182119,1.48600107,0.03418658,2.14958797
-4.83541771,4.55107094,0.03292013,0.61923737,0.21405672,0.33241662,1.82411223,1.48971484,0.03483345,2.16074294
-4.82941471,4.58356102,0.03216699,0.62896034,0.21628860,0.34325697,1.83741118,1.49136546,0.03547998,2.17051753
-4.82341171,4.61234058,0.03130852,0.63853476,0.21881256,0.35406677,1.85139866,1.49104427,0.03611612,2.17867769
-4.81740870,4.63731357,0.03035712,0.64799692,0.22163971,0.36474086,1.86576475,1.48891486,0.03673271,2.18504648
-4.81140570,4.65854388,0.02932745,0.65740168,0.22478291,0.37518374,1.88022280,1.48520818,0.03732163,2.18951018
-4.80540270,4.67625259,0.02823606,0.66682108,0.22825616,0.38531218,1.89452188,1.48021488,0.03787601,2.19202176
-4.79939970,4.69080893,0.02710078,0.67634235,0.23207398,0.39505732,1.90845741,1.47427517,0.03839030,2.19260177
-4.79339670,4.70271545,0.02594016,0.68606544,0.23625067,0.40436628,1.92187938,1.46776674,0.03886032,2.19133666
-4.78739370,4.71258804,0.02477291,0.69609988,0.24079949,0.41320310,1.93469803,1.46109110,0.03928329,2.18837465
-4.78139070,4.72113146,0.02361736,0.70656122,0.24573177,0.42154899,1.94688631,1.45465920,0.03965771,2.18391958
-4.77538769,4.72911144,0.02249091,0.71756689,0.25105595,0.42940185,1.95847941,1.44887660,0.03998328,2.17822266
-4.76938469,4.73732412,0.02140963,0.72923164,0.25677650,0.43677506,1.96957090,1.44412897,0.04026074,2.17157283
-4.76338169,4.74656391,0.02038786,0.74166251,0.26289277,0.44369554,1.98030579,1.44076842,0.04049174,2.16428570
-4.75737869,4.75759071,0.01943794,0.75495355,0.26939771,0.45020117,1.99087064,1.43910097,0.04067863,2.15669161
-4.75137569,4.77109757,0.01856997,0.76918033,0.27627659,0.45633770,2.00148107,1.43937584,0.04082427,2.14912311
-4.74537269,4.78767982,0.01779174,0.78439440,0.28350569,0.46215519,2.01236718,1.44177657,0.04093188,2.14190221
-4.73936968,4.80780648,0.01710868,0.80061802,0.29105098,0.46770418,2.02375739,1.44641445,0.04100484,2.13532770
-4.73336668,4.83179518,0.01652388,0.81783926,0.29886699,0.47303185,2.03586157,1.45332418,0.04104660,2.12966309
-4.72736368,4.85979129,0.01603821,0.83600775,0.30689585,0.47817826,2.04885408,1.46246203,0.04106054,2.12512540
-4.72136068,4.89175223,0.01565047,0.85503153,0.31506670,0.48317281,2.06285778,1.47370632,0.04104985,2.12187518
-4.71535768,4.92743774,0.01535759,0.87477502,0.32329546,0.48803143,2.07792963,1.48686032,0.04101754,2.12000829
-4.70935468,4.96640671,0.01515485,0.89505858,0.33148514,0.49275421,2.09404899,1.50165722,0.04096637,2.11954967
-4.70335168,5.00802121,0.01503614,0.91565976,0.33952680,0.49732413,2.11110915,1.51776731,0.04089882,2.12044947
-4.69734867,5.05145783,0.01499419,0.93631648,0.34730113,0.50170652,2.12891294,1.53480685,0.04081713,2.12258184
-4.69134567,5.09572664,0.01502087,0.95673213,0.35468071,0.50584978,2.14717276,1.55234865,0.04072329,2.12574667
-4.68534267,5.13969735,0.01510739,0.97658267,0.36153308,0.50968699,2.16551539,1.56993388,0.04061910,2.12967416
-4.67933967,5.18213241,0.01524459,0.99552559,0.36772425,0.51313864,2.18349166,1.58708506,0.04050617,2.13403261
-4.67333667,5.22172605,0.01542313,1.01321045,0.37312292,0.51611628,2.20059070,1.60331964,0.04038595,2.13843893
-4.66733367,5.25714822,0.01563375,1.02929076,0.37760496,0.51852691,2.21625837,1.61816400,0.04025982,2.14247193
-4.66133067,5.28709203,0.01586743,1.04343667,0.38105822,0.52027799,2.22991926,1.63116749,0.04012901,2.14568784
-4.65532766,5.31032303,0.01611559,1.05534807,0.38338716,0.52128284,2.24100116,1.64191609,0.03999476,2.14763761
-4.64932466,5.32572840,0.01637023,1.06476744,0.38451746,0.52146603,2.24896111,1.65004528,0.03985824,2.14788537
-4.64332166,5.33236416,0.01662412,1.07149190,0.38439997,0.52076865,2.25331170,1.65525178,0.03972068,2.14602727
