energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Li_s_up,Li_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,1.55808044,-1.30244450,0.02936734,-0.01901613,0.25233047,-0.30010468,0.33394472,-0.37224986,0.35563003,-0.22574125,0.16759901,-0.12624050,0.01876580,-0.01409546,0.51701590,-0.33907089
-5.90395198,1.52691672,-1.35463550,0.02906681,-0.02019544,0.24274485,-0.31092316,0.32562518,-0.38261146,0.34715237,-0.23759899,0.16571199,-0.13167474,0.01834549,-0.01497556,0.51382269,-0.35391017
-5.89794897,1.49330984,-1.40166416,0.02868065,-0.02132840,0.23282294,-0.32038159,0.31725614,-0.39110944,0.33777037,-0.24874431,0.16356452,-0.13666991,0.01785645,-0.01582665,0.50977539,-0.36762255
-5.89194597,1.45783732,-1.44300564,0.02821397,-0.02240481,0.22266518,-0.32836673,0.30893571,-0.39767323,0.32763058,-0.25904202,0.16119970,-0.14116500,0.01731381,-0.01663674,0.50505609,-0.38007178
-5.88594297,1.42119209,-1.47825705,0.02767484,-0.02341637,0.21238928,-0.33479566,0.30078106,-0.40227716,0.31691214,-0.26837390,0.15867337,-0.14511111,0.01673504,-0.01739412,0.49988669,-0.39115062
-5.87993997,1.38417601,-1.50714753,0.02707434,-0.02435703,0.20212923,-0.33961796,0.29292878,-0.40494106,0.30582412,-0.27664203,0.15605420,-0.14847259,0.01613964,-0.01808759,0.49452702,-0.40078351
-5.87393697,1.34768914,-1.52954417,0.02642632,-0.02522317,0.19203340,-0.34281668,0.28553425,-0.40572920,0.29460176,-0.28377144,0.15342349,-0.15122777,0.01554878,-0.01870675,0.48927156,-0.40892812
-5.86793397,1.31271519,-1.54545339,0.02574717,-0.02601376,0.18226190,-0.34440838,0.27877004,-0.40474769,0.28350172,-0.28971202,0.15087446,-0.15336926,0.01498488,-0.01924228,0.48444517,-0.41557596
-5.86193097,1.28030357,-1.55501762,0.02505549,-0.02673030,0.17298349,-0.34444185,0.27282347,-0.40214027,0.27279657,-0.29443953,0.14851122,-0.15490382,0.01447110,-0.01968621,0.48039768,-0.42075175
-5.85592796,1.25154860,-1.55850724,0.02437162,-0.02737667,0.16437188,-0.34299582,0.26789329,-0.39808280,0.26276873,-0.29795563,0.14644736,-0.15585168,0.01403093,-0.02003213,0.47749750,-0.42451176
-5.84992496,1.22756649,-1.55630828,0.02371721,-0.02795887,0.15660184,-0.34017561,0.26418578,-0.39277663,0.25370398,-0.30028689,0.14480410,-0.15624557,0.01368759,-0.02027539,0.47612441,-0.42694102
-5.84392196,1.20947050,-1.54890610,0.02311465,-0.02848461,0.14984508,-0.33610890,0.26191014,-0.38644115,0.24588483,-0.30148287,0.14370816,-0.15612920,0.01346361,-0.02041323,0.47666152,-0.42814957
-5.83791896,1.19834488,-1.53686600,0.02258655,-0.02896278,0.14426608,-0.33094076,0.26127357,-0.37930576,0.23958382,-0.30161333,0.14328914,-0.15555545,0.01338022,-0.02044486,0.47948654,-0.42826799
-5.83191596,1.19521797,-1.52081143,0.02215508,-0.02940291,0.14001801,-0.32482825,0.26247596,-0.37160184,0.23505689,-0.30076462,0.14367666,-0.15458432,0.01345692,-0.02037150,0.48496245,-0.42744222
-5.82591296,1.20103490,-1.50140097,0.02184143,-0.02981454,0.13723882,-0.31793474,0.26570438,-0.36355485,0.23253707,-0.29903553,0.14499712,-0.15328068,0.01371092,-0.02019630,0.49342764,-0.42582816
-5.81990995,1.21663039,-1.47930499,0.02166520,-0.03020659,0.13604753,-0.31042425,0.27112749,-0.35537708,0.23222831,-0.29653288,0.14737017,-0.15171194,0.01415668,-0.01992428,0.50518569,-0.42358605
-5.81390695,1.24270195,-1.45518326,0.02164376,-0.03058680,0.13654081,-0.30245606,0.27889011,-0.34726127,0.23429980,-0.29336682,0.15090498,-0.14994584,0.01480545,-0.01956214,0.52049500,-0.42087518
-5.80790395,1.27978420,-1.42966446,0.02179175,-0.03096114,0.13878995,-0.29417988,0.28910782,-0.33937550,0.23888069,-0.28964637,0.15569630,-0.14804831,0.01566483,-0.01911809,0.53955842,-0.41784896
-5.80190095,1.32822476,-1.40332857,0.02212047,-0.03133345,0.14283820,-0.28573169,0.30186208,-0.33185954,0.24605538,-0.28547533,0.16182061,-0.14608162,0.01673840,-0.01860157,0.56251324,-0.41465072
-5.79589795,1.38816246,-1.37669308,0.02263747,-0.03170509,0.14869852,-0.27723057,0.31719577,-0.32482273,0.25585936,-0.28094868,0.16933220,-0.14410291,0.01802538,-0.01802304,0.58942188,-0.41141045
-5.78989495,1.45950874,-1.35020346,0.02334605,-0.03207480,0.15635185,-0.26877656,0.33510940,-0.31834363,0.26827584,-0.27614989,0.17825962,-0.14216301,0.01952037,-0.01739370,0.62026364,-0.40824261
-5.78389195,1.54193305,-1.32422846,0.02424498,-0.03243871,0.16574598,-0.26044968,0.35555831,-0.31247132,0.28323323,-0.27114900,0.18860253,-0.14030588,0.02121317,-0.01672521,0.65492803,-0.40524512
-5.77788894,1.63485335,-1.29906022,0.02532822,-0.03279046,0.17679490,-0.25231008,0.37845085,-0.30722835,0.30060364,-0.26600176,0.20032909,-0.13856834,0.02308876,-0.01602949,0.69321005,-0.40249952
-5.77188594,1.73743254,-1.27491922,0.02658480,-0.03312151,0.18937902,-0.24439933,0.40364778,-0.30261514,0.32020253,-0.26074979,0.21337421,-0.13698039,0.02512726,-0.01531851,0.73480797,-0.40007246
-5.76588294,1.84858192,-1.25196352,0.02799882,-0.03342160,0.20334608,-0.23674276,0.43096321,-0.29861559,0.34178976,-0.25542170,0.22763875,-0.13556587,0.02730418,-0.01460411,0.77932401,-0.39801811
-5.75987994,1.96697227,-1.23030177,0.02954962,-0.03367929,0.21851286,-0.22935261,0.46016693,-0.29520369,0.36507214,-0.25003499,0.24298977,-0.13434356,0.02959073,-0.01389789,0.82626821,-0.39638165
-5.75387694,2.09105333,-1.21000914,0.03121205,-0.03388255,0.23466789,-0.22223190,0.49098848,-0.29235074,0.38970753,-0.24459886,0.25926206,-0.13332855,0.03195425,-0.01321118,0.87506579,-0.39520340
-5.74787394,2.21908182,-1.19114520,0.03295694,-0.03401945,0.25157504,-0.21537873,0.52312274,-0.29003284,0.41531079,-0.23911734,0.27626091,-0.13253375,0.03435888,-0.01255498,0.92506808,-0.39452345
-5.74187094,2.34915784,-1.17377259,0.03475176,-0.03407885,0.26897807,-0.20879077,0.55623715,-0.28823831,0.44146136,-0.23359285,0.29376619,-0.13197162,0.03676631,-0.01194003,0.97556697,-0.39438650
-5.73586793,2.47926937,-1.15797549,0.03656135,-0.03405099,0.28660603,-0.20246967,0.58998036,-0.28697464,0.46771254,-0.22802979,0.31153756,-0.13165583,0.03913663,-0.01137688,1.02581253,-0.39484659
-5.72986493,2.60734357,-1.14387677,0.03834883,-0.03392812,0.30417952,-0.19642519,0.62399195,-0.28627470,0.49360226,-0.22243796,0.32932089,-0.13160281,0.04142937,-0.01087596,1.07503343,-0.39597145
-5.72386193,2.73130365,-1.13165270,0.04007665,-0.03370498,0.32141757,-0.19067874,0.65791311,-0.28620175,0.51866520,-0.21683559,0.34685547,-0.13183317,0.04360457,-0.01044773,1.12245958,-0.39784618
-5.71785893,2.84912941,-1.12154443,0.04170764,-0.03337916,0.33804498,-0.18526617,0.69139770,-0.28685322,0.54244572,-0.21125179,0.36388185,-0.13237274,0.04562384,-0.01010277,1.16734601,-0.40057609
-5.71185593,2.95891913,-1.11386554,0.04320615,-0.03295137,0.35379994,-0.18023968,0.72412335,-0.28836279,0.56451136,-0.20572823,0.38015003,-0.13325338,0.04745151,-0.00985185,1.20899714,-0.40428834
-5.70585293,3.05895045,-1.10900502,0.04453919,-0.03242553,0.36844158,-0.17566868,0.75580195,-0.29090081,0.58446637,-0.20032005,0.39542761,-0.13451325,0.04905568,-0.00970609,1.24679050,-0.40913245
-5.69984992,3.14773747,-1.10742543,0.04567749,-0.03180878,0.38175710,-0.17163955,0.78618929,-0.29467290,0.60196459,-0.19509580,0.40950744,-0.13619675,0.05040918,-0.00967686,1.28019865,-0.41527933
-5.69384692,3.22408167,-1.10965619,0.04659646,-0.03111129,0.39356837,-0.16825433,0.81509302,-0.29991659,0.61672127,-0.19013649,0.42221470,-0.13835393,0.05149045,-0.00977585,1.30880836,-0.42291892
-5.68784392,3.28711390,-1.11628203,0.04727706,-0.03034602,0.40373752,-0.16562835,0.84237880,-0.30689628,0.62852329,-0.18553382,0.43341261,-0.14103944,0.05228414,-0.01001490,1.33233616,-0.43225647
-5.68184092,3.33632562,-1.12792695,0.04770641,-0.02952832,0.41217123,-0.16388689,0.86797407,-0.31589629,0.63723704,-0.18138765,0.44300701,-0.14431105,0.05278168,-0.01040587,1.35063922,-0.44350735
-5.67583792,3.37158742,-1.14523421,0.04787825,-0.02867552,0.41882369,-0.16316100,0.89186933,-0.32721244,0.64281378,-0.17780275,0.45094908,-0.14822778,0.05298147,-0.01096039,1.36372124,-0.45689061
-5.66983492,3.39315381,-1.16884300,0.04779312,-0.02780636,0.42369780,-0.16358265,0.91411671,-0.34114215,0.64529203,-0.17488519,0.45723637,-0.15284760,0.05288893,-0.01168949,1.37173277,-0.47262148
-5.66383192,3.40165377,-1.19936260,0.04745834,-0.02694049,0.42684475,-0.16527945,0.93482597,-0.35797337,0.64479676,-0.17273840,0.46191198,-0.15822494,0.05251633,-0.01260328,1.37496586,-0.49090280
-5.65782891,3.39806732,-1.23734484,0.04688765,-0.02609789,0.42836180,-0.16836902,0.95415790,-0.37797271,0.64153535,-0.17145910,0.46506187,-0.16440788,0.05188235,-0.01371044,1.37384341,-0.51191587
-5.65182591,3.38368891,-1.28325608,0.04610069,-0.02529834,0.42838838,-0.17295340,0.97231560,-0.40137300,0.63579048,-0.17113332,0.46681047,-0.17143533,0.05101144,-0.01501776,1.36890341,-0.53581085
-5.64582291,3.36007919,-1.33744945,0.04512225,-0.02456083,0.42710070,-0.17911360,0.98953397,-0.42836072,0.62791007,-0.17183275,0.46731480,-0.17933414,0.04993313,-0.01652957,1.36077896,-0.56269705
-5.63981991,3.32900739,-1.40013867,0.04398126,-0.02390314,0.42470503,-0.18690452,1.00606794,-0.45906372,0.61829479,-0.17361138,0.46675738,-0.18811637,0.04868103,-0.01824725,1.35017491,-0.59263350
-5.63381691,3.29238677,-1.47137446,0.04270973,-0.02334133,0.42142997,-0.19635054,1.02218002,-0.49353971,0.60738355,-0.17650289,0.46533829,-0.19777679,0.04729193,-0.02016870,1.33784215,-0.62562018
-5.62781391,3.25220597,-1.55102455,0.04134153,-0.02288943,0.41751811,-0.20744183,1.03812771,-0.53176592,0.59563765,-0.18051853,0.46326674,-0.20829074,0.04580468,-0.02228785,1.32455076,-0.66159027
-5.62181091,3.21045940,-1.63875837,0.03991115,-0.02255908,0.41321722,-0.22013166,1.05415148,-0.57363045,0.58352430,-0.18564594,0.46075255,-0.21961259,0.04425921,-0.02459429,1.31106323,-0.70040396
-5.61580790,3.16907949,-1.73403734,0.03845249,-0.02235929,0.40877169,-0.23433479,1.07046383,-0.61892590,0.57150009,-0.19184866,0.45799800,-0.23167469,0.04269552,-0.02707293,1.29810877,-0.74184406
-5.60980490,3.12987361,-1.83611156,0.03699764,-0.02229632,0.40441422,-0.24992709,1.08723982,-0.66734548,0.55999523,-0.19906654,0.45519027,-0.24438720,0.04115274,-0.02970386,1.28635985,-0.78561393
-5.60380190,3.09446810,-1.94402346,0.03557586,-0.02237359,0.40035834,-0.26674639,1.10460952,-0.71848222,0.54939916,-0.20721702,0.45249500,-0.25763869,0.03966826,-0.03246233,1.27641180,-0.83133802
-5.59779890,3.06426127,-2.05661903,0.03421265,-0.02259163,0.39679186,-0.28459466,1.12265263,-0.77183157,0.54004810,-0.21619710,0.45005096,-0.27129763,0.03827705,-0.03531886,1.26876616,-0.87856531
-5.59179590,3.04038688,-2.17256657,0.03292904,-0.02294824,0.39387161,-0.30324148,1.14139530,-0.82679750,0.53221504,-0.22588612,0.44796621,-0.28521485,0.03701102,-0.03823964,1.26381813,-0.92677579
-5.58579290,3.02368879,-2.29038307,0.03174111,-0.02343858,0.39171948,-0.32242876,1.16080915,-0.88270235,0.52610238,-0.23614913,0.44631577,-0.29922686,0.03589852,-0.04118698,1.26184852,-0.97539008
-5.57978989,3.01470707,-2.40846773,0.03065965,-0.02405540,0.39041992,-0.34187650,1.18081233,-0.93880027,0.52183762,-0.24684080,0.44514067,-0.31316002,0.03496396,-0.04412009,1.26301991,-1.02378209
-5.57378689,3.01367513,-2.52514181,0.02969013,-0.02478934,0.39001885,-0.36128968,1.20127249,-0.99429412,0.51947192,-0.25780962,0.44444859,-0.32683550,0.03422755,-0.04699595,1.26737694,-1.07129455
-5.56778389,3.02052709,-2.63869395,0.02883288,-0.02562925,0.39052393,-0.38036577,1.22201101,-1.04835549,0.51898162,-0.26890241,0.44421558,-0.34007471,0.03370505,-0.04977039,1.27485034,-1.11725693
-5.56178089,3.03491410,-2.74742927,0.02808342,-0.02656254,0.39190602,-0.39880286,1.24280854,-1.10014714,0.52027238,-0.27996881,0.44438904,-0.35270524,0.03340767,-0.05239924,1.28526403,-1.16100541
-5.55577789,3.05622810,-2.84972097,0.02743301,-0.02757559,0.39410178,-0.41630809,1.26341106,-1.14884738,0.52318568,-0.29086567,0.44489137,-0.36456688,0.03334198,-0.05483967,1.29834470,-1.20190402
-5.54977489,3.08363136,-2.94406217,0.02686935,-0.02865414,0.39701702,-0.43260601,1.28353641,-1.19367540,0.52750720,-0.30146115,0.44562435,-0.37551749,0.03350987,-0.05705150,1.31373334,-1.23936633
-5.54377189,3.11609005,-3.02911631,0.02637730,-0.02978367,0.40053082,-0.44744663,1.30288080,-1.23391660,0.53297666,-0.31163836,0.44647377,-0.38543857,0.03390852,-0.05899852,1.33099786,-1.27287671
-5.53776888,3.15241029,-3.10376369,0.02593980,-0.03094977,0.40449998,-0.46061286,1.32112508,-1.26894700,0.53929863,-0.32129841,0.44731416,-0.39424011,0.03453043,-0.06064980,1.34964646,-1.30201038
-5.53176588,3.19127513,-3.16714241,0.02553866,-0.03213844,0.40876379,-0.47192700,1.33794074,-1.29825567,0.54615378,-0.33036276,0.44801342,-0.40186459,0.03536344,-0.06198082,1.36914104,-1.32645113
-5.52576288,3.23128134,-3.21868157,0.02515548,-0.03333640,0.41314883,-0.48125608,1.35299533,-1.32146401,0.55321004,-0.33877478,0.44843722,-0.40828973,0.03639083,-0.06297452,1.38891054,-1.34600599
-5.51975988,3.27097500,-3.25812519,0.02477240,-0.03453122,0.41747370,-0.48851576,1.36595762,-1.33834129,0.56013348,-0.34650041,0.44845289,-0.41353008,0.03759147,-0.06362202,1.40836363,-1.36061603
-5.51375688,3.30888531,-3.28554552,0.02437284,-0.03571152,0.42155360,-0.49367268,1.37650234,-1.34881526,0.56659817,-0.35352800,0.44793295,-0.41763706,0.03893998,-0.06392321,1.42690100,-1.37036252
-5.50775388,3.34355622,-3.30134481,0.02394208,-0.03686701,0.42520463,-0.49674509,1.38431476,-1.35297757,0.57229520,-0.35986728,0.44675807,-0.42069757,0.04040704,-0.06388693,1.44392681,-1.37546819
-5.50175088,3.37357567,-3.30624521,0.02346779,-0.03798845,0.42824776,-0.49780181,1.38909524,-1.35108336,0.57694028,-0.36554759,0.44481957,-0.42283111,0.04195978,-0.06353095,1.45885970,-1.37629310
-5.49574787,3.39760258,-3.30126677,0.02294032,-0.03906766,0.43051256,-0.49695946,1.39056393,-1.34354508,0.58028000,-0.37061535,0.44202143,-0.42418554,0.04356228,-0.06288153,1.47114317,-1.37332529
-5.48974487,3.41439164,-3.28769441,0.02235292,-0.04009734,0.43184047,-0.49437810,1.38846570,-1.33092047,0.58209673,-0.37513108,0.43828198,-0.42493163,0.04517622,-0.06197276,1.48025553,-1.36716629
-5.48374187,3.42281596,-3.26703478,0.02170185,-0.04107101,0.43208795,-0.49025555,1.38257538,-1.31389519,0.58221207,-0.37916592,0.43353519,-0.42525660,0.04676159,-0.06084551,1.48571951,-1.35851200
-5.47773887,3.42188796,-3.24096469,0.02098623,-0.04198281,0.43112908,-0.48482040,1.37270337,-1.29326071,0.58048909,-0.38279802,0.42773177,-0.42535691,0.04827757,-0.05954624,1.48711150,-1.34812958
-5.47173587,3.41077817,-3.21127318,0.02020796,-0.04282736,0.42885808,-0.47832424,1.35870137,-1.26988825,0.57683328,-0.38610882,0.42083999,-0.42543072,0.04968350,-0.05812547,1.48407036,-1.33683127
-5.46573287,3.38883218,-3.17979937,0.01937137,-0.04359971,0.42519134,-0.47103326,1.34046829,-1.24469980,0.57119264,-0.38917947,0.41284644,-0.42567016,0.05093992,-0.05663616,1.47630577,-1.32544605
-5.45972986,3.35558521,-3.14836856,0.01848292,-0.04429520,0.42006920,-0.46321953,1.31795582,-1.21863735,0.56355672,-0.39208751,0.40375655,-0.42625388,0.05200960,-0.05513201,1.46360579,-1.31479032
-5.45372686,3.31077422,-3.11872909,0.01755079,-0.04490945,0.41345734,-0.45515243,1.29117360,-1.19263157,0.55395510,-0.39490395,0.39359502,-0.42734016,0.05285864,-0.05366565,1.44584354,-1.30563874
-5.44772386,3.25434674,-3.09249240,0.01658444,-0.04543843,0.40534771,-0.44709041,1.26019343,-1.16757106,0.54245517,-0.39769091,0.38240600,-0.42906078,0.05345746,-0.05228692,1.42298249,-1.29869636
-5.44172086,3.18646624,-3.07107850,0.01559421,-0.04587847,0.39575902,-0.43927344,1.22515237,-1.14427350,0.52915949,-0.40049978,0.37025308,-0.43151599,0.05378173,-0.05104124,1.39508022,-1.29457314
-5.43571786,3.10751323,-3.05566889,0.01459083,-0.04622648,0.38473667,-0.43191631,1.18625420,-1.12345957,0.51420278,-0.40337001,0.35721901,-0.43477072,0.05381314,-0.04996812,1.36229020,-1.29376183
-5.42971486,3.01808165,-3.04716852,0.01358510,-0.04648007,0.37235212,-0.42520314,1.14376910,-1.10573075,0.49774853,-0.40632851,0.34340501,-0.43885211,0.05354001,-0.04909989,1.32486138,-1.29662002
-5.42371186,2.91897025,-3.04617796,0.01258748,-0.04663775,0.35870161,-0.41928306,1.09803135,-1.09155165,0.47998539,-0.40938967,0.32892972,-0.44374845,0.05295766,-0.04846069,1.28313525,-1.30335703
-5.41770885,2.81116863,-3.05297669,0.01160781,-0.04669917,0.34390426,-0.41426724,1.04943483,-1.08123744,0.46112329,-0.41255584,0.31392769,-0.44940956,0.05206859,-0.04806574,1.23754048,-1.31402598
-5.41170585,2.69583802,-3.06751763,0.01065508,-0.04666527,0.32809961,-0.41022737,0.99842648,-1.07494666,0.44138935,-0.41581822,0.29854737,-0.45574839,0.05088234,-0.04792097,1.18858479,-1.32852143
-5.40570285,2.57428693,-3.08943294,0.00973721,-0.04653846,0.31144447,-0.40719540,0.94549780,-1.07267959,0.42102351,-0.41915818,0.28294868,-0.46264392,0.04941523,-0.04802291,1.13684448,-1.34658229
-5.39969985,2.44794228,-3.11805032,0.00886092,-0.04632274,0.29410937,-0.40516461,0.89117457,-1.07428194,0.40027404,-0.42254866,0.26730003,-0.46994507,0.04768971,-0.04835891,1.08295160,-1.36780010
-5.39369685,2.31831656,-3.15241908,0.00803173,-0.04602371,0.27627456,-0.40409186,0.83600525,-1.07945365,0.37939281,-0.42595581,0.25177504,-0.47747544,0.04573364,-0.04890774,1.02757925,-1.39163201
-5.38769385,2.18697212,-3.19134452,0.00725386,-0.04564854,0.25812576,-0.40390080,0.78054838,-1.08776220,0.35863050,-0.42934053,0.23654881,-0.48503873,0.04357935,-0.04964039,0.97142533,-1.41741804
-5.38169085,2.05548357,-3.23342923,0.00653031,-0.04520588,0.23984978,-0.40448599,0.72535957,-1.09865992,0.33823165,-0.43265997,0.22179406,-0.49242456,0.04126250,-0.05052116,0.91519537,-1.44440181
-5.37568784,1.92539947,-3.27711965,0.00586288,-0.04470558,0.22163013,-0.40571762,0.67097845,-1.11150438,0.31842979,-0.43586888,0.20767702,-0.49941451,0.03882104,-0.05150893,0.85958491,-1.47175406
-5.36968484,1.79820480,-3.32075602,0.00525232,-0.04415847,0.20364288,-0.40744672,0.61791622,-1.12558119,0.29944270,-0.43892071,0.19435348,-0.50578820,0.03629390,-0.05255860,0.80526213,-1.49859796
-5.36368184,1.67528516,-3.36262400,0.00469838,-0.04357600,0.18605282,-0.40951054,0.56664415,-1.14012830,0.28146779,-0.44176843,0.18196476,-0.51132922,0.03371993,-0.05362266,0.75285124,-1.52403542
-5.35767884,1.55789419,-3.40100625,0.00419996,-0.04296977,0.16901009,-0.41173803,0.51758355,-1.15436088,0.26467792,-0.44436515,0.17063411,-0.51583068,0.03113674,-0.05465271,0.70291720,-1.54717348
-5.35167584,1.44712509,-3.43423220,0.00375524,-0.04235117,0.15264736,-0.41395518,0.47109748,-1.16749604,0.24921764,-0.44666439,0.16046343,-0.51910042,0.02857975,-0.05560110,0.65595234,-1.56714994
-5.34567284,1.34388722,-3.46072462,0.00336179,-0.04173088,0.13707777,-0.41598997,0.42748444,-1.17877652,0.23520007,-0.44862019,0.15153044,-0.52096560,0.02608130,-0.05642238,0.61236523,-1.58315751
-5.33966983,1.24888852,-3.47904171,0.00301673,-0.04111842,0.12239342,-0.41767697,0.38697423,-1.18749270,0.22270446,-0.45018693,0.14388651,-0.52127668,0.02367000,-0.05707471,0.57247226,-1.59446574
-5.33366683,1.16262416,-3.48791358,0.00271678,-0.04052182,0.10866474,-0.41886132,0.34972606,-1.19300233,0.21177455,-0.45131911,0.13755516,-0.51991077,0.02137021,-0.05752105,0.53649196,-1.60044012
-5.32766383,1.08537173,-3.48627231,0.00245843,-0.03994717,0.09594046,-0.41940206,0.31582874,-1.19474736,0.20241794,-0.45197101,0.13253128,-0.51677418,0.01920172,-0.05773025,0.50454250,-1.60055799
-5.32166083,1.01719288,-3.47327502,0.00223798,-0.03939843,0.08424827,-0.41917476,0.28530293,-1.19226768,0.19460630,-0.45209631,0.12878112,-0.51180436,0.01717963,-0.05767776,0.47664201,-1.59442082
-5.31565783,0.95794127,-3.44831974,0.00205167,-0.03887723,0.07359606,-0.41807351,0.25810530,-1.18521128,0.18827665,-0.45164790,0.12624312,-0.50497099,0.01531437,-0.05734625,0.45271207,-1.58176262
-5.30965483,0.90727648,-3.41105385,0.00189572,-0.03838275,0.06397366,-0.41601210,0.23413410,-1.17334084,0.18333360,-0.45057774,0.12482950,-0.49627639,0.01361190,-0.05672584,0.43258379,-1.56245455
-5.30365183,0.86468297,-3.36137543,0.00176639,-0.03791181,0.05535491,-0.41292466,0.21323618,-1.15653667,0.17965255,-0.44883700,0.12442860,-0.48575519,0.01207401,-0.05581419,0.41600652,-1.53650548
-5.29764882,0.82949374,-3.29942780,0.00166004,-0.03745895,0.04770009,-0.40876562,0.19521487,-1.13479612,0.17708379,-0.44637648,0.12490796,-0.47347336,0.01069875,-0.05461625,0.40265869,-1.50405892
-5.29164582,0.80091742,-3.22558795,0.00157319,-0.03701668,0.04095842,-0.40350923,0.17983854,-1.10822955,0.17545725,-0.44314730,0.12611796,-0.45952654,0.00948097,-0.05314387,0.39216043,-1.46538639
-5.28564282,0.77806809,-3.14044949,0.00150254,-0.03657581,0.03507068,-0.39714863,0.16684944,-1.07705331,0.17458806,-0.43910201,0.12789602,-0.44403772,0.00841279,-0.05141510,0.38408752,-1.42087762
-5.27963982,0.75999668,-3.04480107,0.00144498,-0.03612587,0.02997172,-0.38969464,0.15597261,-1.04158000,0.17428239,-0.43419595,0.13007121,-0.42715449,0.00748423,-0.04945346,0.37798620,-1.37102806
-5.27363682,0.74572289,-2.93960117,0.00139769,-0.03565552,0.02559292,-0.38117434,0.14692453,-1.00220650,0.17434366,-0.42838897,0.13246904,-0.40904571,0.00668378,-0.04728699,0.37338832,-1.31642408
-5.26763382,0.73426675,-2.82595033,0.00135810,-0.03515310,0.02186441,-0.37162946,0.13942125,-0.95940024,0.17457881,-0.42164742,0.13491647,-0.38989780,0.00599891,-0.04494722,0.36982638,-1.25772657
-5.26163082,0.72467864,-2.70506167,0.00132391,-0.03460714,0.01871707,-0.36111485,0.13318584,-0.91368423,0.17480442,-0.41394626,0.13724678,-0.36991081,0.00541659,-0.04246816,0.36684791,-1.19565331
