energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.45372686,5.36042306,0.10578362,0.18074105,0.41295059,2.48092597,0.00000000,1.22426910,0.86448872
-5.44772386,5.12277271,0.10036999,0.16598706,0.38216880,2.39412338,0.00000000,1.15528197,0.81512962
-5.44172086,4.89720096,0.09530067,0.15243665,0.35380084,2.31066924,0.00000000,1.09100640,0.76827883
-5.43571786,4.68352565,0.09060476,0.14012512,0.32789677,2.23032048,0.00000000,1.03152873,0.72399649
-5.42971486,4.48124777,0.08630136,0.12905849,0.30445304,2.15274769,0.00000000,0.97682559,0.68226955
-5.42371186,4.28964167,0.08240071,0.11921706,0.28342125,2.07757505,0.00000000,0.92678419,0.64302693
-5.41770885,4.10784228,0.07890537,0.11055933,0.26471712,2.00441727,0.00000000,0.88122246,0.60615482
-5.41170585,3.93492459,0.07581144,0.10302606,0.24822904,1.93291169,0.00000000,0.83990787,0.57151127
-5.40570285,3.76997194,0.07310970,0.09654416,0.23382601,1.86274415,0.00000000,0.80257427,0.53893941
-5.39969985,3.61213053,0.07078653,0.09103041,0.22136466,1.79366775,0.00000000,0.76893606,0.50827866
-5.39369685,3.46064915,0.06882491,0.08639480,0.21069524,1.72551423,0.00000000,0.73869955,0.47937378
-5.38769385,3.31490395,0.06720504,0.08254341,0.20166655,1.65819833,0.00000000,0.71157133,0.45208150
-5.38169085,3.17440910,0.06590507,0.07938092,0.19412984,1.59171558,0.00000000,0.68726409,0.42627478
-5.37568784,3.03881539,0.06490161,0.07681260,0.18794185,1.52613479,0.00000000,0.66550016,0.40184500
-5.36968484,2.90789885,0.06417024,0.07474591,0.18296703,1.46158646,0.00000000,0.64601331,0.37870220
-5.36368184,2.78154237,0.06368601,0.07309175,0.17907925,1.39824846,0.00000000,0.62854938,0.35677396
-5.35767884,2.65971305,0.06342391,0.07176539,0.17616304,1.33633057,0.00000000,0.61286633,0.33600310
-5.35167584,2.54243801,0.06335949,0.07068719,0.17411460,1.27605907,0.00000000,0.59873423,0.31634486
-5.34567284,2.42978116,0.06346940,0.06978310,0.17284263,1.21766258,0.00000000,0.58593552,0.29776370
-5.33966983,2.32182263,0.06373207,0.06898516,0.17226906,1.16136011,0.00000000,0.57426592,0.28023030
-5.33366683,2.21864250,0.06412836,0.06823179,0.17232971,1.10735169,0.00000000,0.56353602,0.26371879
-5.32766383,2.12030927,0.06464223,0.06746817,0.17297483,1.05581216,0.00000000,0.55357351,0.24820457
-5.32166083,2.02687337,0.06526134,0.06664649,0.17416939,1.00688779,0.00000000,0.54422602,0.23366269
-5.31565783,1.93836528,0.06597751,0.06572622,0.17589318,0.96069562,0.00000000,0.53536412,0.22006686
-5.30965483,1.85479729,0.06678711,0.06467436,0.17814038,0.91732492,0.00000000,0.52688420,0.20738910
-5.30365183,1.77616786,0.06769105,0.06346553,0.18091862,0.87684017,0.00000000,0.51871087,0.19559974
-5.29764882,1.70246720,0.06869470,0.06208207,0.18424742,0.83928482,0.00000000,0.51079845,0.18466791
-5.29164582,1.63368274,0.06980738,0.06051393,0.18815589,0.80468502,0.00000000,0.50313121,0.17456208
-5.28564282,1.56980324,0.07104160,0.05875849,0.19267964,0.77305287,0.00000000,0.49572213,0.16525074
-5.27963982,1.51082065,0.07241195,0.05682013,0.19785709,0.74438841,0.00000000,0.48861004,0.15670288
-5.27363682,1.45672892,0.07393378,0.05470976,0.20372503,0.71868030,0.00000000,0.48185514,0.14888838
-5.26763382,1.40751969,0.07562162,0.05244402,0.21031386,0.69590474,0.00000000,0.47553298,0.14177807
-5.26163082,1.36317480,0.07748749,0.05004448,0.21764249,0.67602296,0.00000000,0.46972726,0.13534344
-5.25562781,1.32365634,0.07953912,0.04753667,0.22571327,0.65897740,0.00000000,0.46452173,0.12955621
-5.24962481,1.28889480,0.08177831,0.04494895,0.23450732,0.64468698,0.00000000,0.45999171,0.12438750
-5.24362181,1.25877668,0.08419933,0.04231148,0.24398034,0.63304211,0.00000000,0.45619581,0.11980700
-5.23761881,1.23313266,0.08678774,0.03965510,0.25405951,0.62390001,0.00000000,0.45316831,0.11578198
-5.23161581,1.21172750,0.08951947,0.03701024,0.26464143,0.61708095,0.00000000,0.45091282,0.11227642
-5.22561281,1.19425311,0.09236043,0.03440603,0.27559161,0.61236610,0.00000000,0.44939759,0.10925033
-5.21960980,1.18032552,0.09526656,0.03186944,0.28674548,0.60949739,0.00000000,0.44855300,0.10665926
-5.21360680,1.16948679,0.09818453,0.02942465,0.29791108,0.60817984,0.00000000,0.44827133,0.10445429
-5.20760380,1.16121199,0.10105288,0.02709255,0.30887335,0.60808653,0.00000000,0.44840902,0.10258231
-5.20160080,1.15492159,0.10380377,0.02489051,0.31939997,0.60886623,0.00000000,0.44879138,0.10098684
-5.19559780,1.14999871,0.10636512,0.02283232,0.32924855,0.61015344,0.00000000,0.44921953,0.09960915
-5.18959480,1.14581073,0.10866315,0.02092825,0.33817471,0.61158052,0.00000000,0.44947923,0.09838987
-5.18359180,1.14173413,0.11062511,0.01918545,0.34594091,0.61279146,0.00000000,0.44935122,0.09727082
-5.17758879,1.13718136,0.11218225,0.01760831,0.35232547,0.61345635,0.00000000,0.44862253,0.09619712
-5.17158579,1.13162843,0.11327260,0.01619911,0.35713137,0.61328609,0.00000000,0.44709807,0.09511931
-5.16558279,1.12464159,0.11384371,0.01495868,0.36019432,0.61204639,0.00000000,0.44461206,0.09399553
-5.15957979,1.11590175,0.11385502,0.01388714,0.36138982,0.60957027,0.00000000,0.44103862,0.09279347
-5.15357679,1.10522532,0.11327989,0.01298471,0.36063872,0.60576846,0.00000000,0.43630100,0.09149220
-5.14757379,1.09258033,0.11210699,0.01225248,0.35791101,0.60063700,0.00000000,0.43037908,0.09008350
-5.14157079,1.07809703,0.11034130,0.01169325,0.35322764,0.59426165,0.00000000,0.42331478,0.08857286
-5.13556778,1.06207240,0.10800434,0.01131229,0.34666033,0.58681882,0.00000000,0.41521524,0.08698004
-5.12956478,1.04496852,0.10513388,0.01111813,0.33832927,0.57857295,0.00000000,0.40625364,0.08533911
-5.12356178,1.02740487,0.10178309,0.01112324,0.32839889,0.56987046,0.00000000,0.39666788,0.08369801
-5.11755878,1.01014517,0.09801918,0.01134478,0.31707196,0.56113051,0.00000000,0.38675715,0.08211777
-5.11155578,0.99407956,0.09392157,0.01180524,0.30458216,0.55283314,0.00000000,0.37687692,0.08067126
-5.10555278,0.98020313,0.08957987,0.01253315,0.29118575,0.54550526,0.00000000,0.36743255,0.07944178
-5.09954977,0.96959201,0.08509155,0.01356366,0.27715239,0.53970527,0.00000000,0.35887200,0.07852136
-5.09354677,0.96337825,0.08055961,0.01493920,0.26275596,0.53600693,0.00000000,0.35167811,0.07800906
-5.08754377,0.96272476,0.07609029,0.01671004,0.24826539,0.53498335,0.00000000,0.34636083,0.07800919
-5.08154077,0.96880145,0.07179089,0.01893493,0.23393626,0.53719168,0.00000000,0.34344973,0.07862968
-5.07553777,0.98276342,0.06776781,0.02168151,0.22000322,0.54315912,0.00000000,0.34348707,0.07998059
-5.06953477,1.00573212,0.06412494,0.02502677,0.20667377,0.55337084,0.00000000,0.34702159,0.08217279
-5.06353177,1.03877967,0.06096224,0.02905731,0.19412342,0.56826008,0.00000000,0.35460300,0.08531686
-5.05752876,1.08291661,0.05837479,0.03386940,0.18249247,0.58820059,0.00000000,0.36677722,0.08952223
-5.05152576,1.13908283,0.05645197,0.03956878,0.17188444,0.61350154,0.00000000,0.38408192,0.09489643
-5.04552276,1.20814109,0.05527703,0.04627014,0.16236606,0.64440471,0.00000000,0.40704237,0.10154449
-5.03951976,1.29087251,0.05492674,0.05409617,0.15396879,0.68108365,0.00000000,0.43616687,0.10956830
-5.03351676,1.38797282,0.05547123,0.06317611,0.14669166,0.72364446,0.00000000,0.47194165,0.11906596
-5.02751376,1.50004850,0.05697378,0.07364373,0.14050517,0.77212764,0.00000000,0.51482457,0.13013087
-5.02151076,1.62761143,0.05949062,0.08563470,0.13535606,0.82651052,0.00000000,0.56523729,0.14285053
-5.01550775,1.77107113,0.06307050,0.09928328,0.13117255,0.88670969,0.00000000,0.62355563,0.15730496
-5.00950475,1.93072362,0.06775417,0.11471837,0.12786996,0.95258293,0.00000000,0.69009787,0.17356464
-5.00350175,2.10673615,0.07357350,0.13205884,0.12535615,1.02393020,0.00000000,0.76511090,0.19168789
-4.99749875,2.29912767,0.08055041,0.15140834,0.12353676,1.10049347,0.00000000,0.84875449,0.21171777
-4.99149575,2.50774498,0.08869549,0.17284960,0.12231988,1.18195509,0.00000000,0.94108387,0.23367842
-4.98549275,2.73223532,0.09800638,0.19643838,0.12161999,1.26793493,0.00000000,1.04203136,0.25757100
-4.97948974,2.97201632,0.10846603,0.22219735,0.12136109,1.35798638,0.00000000,1.15138767,0.28336943
-4.97348674,3.22624495,0.12004079,0.25011007,0.12147883,1.45159163,0.00000000,1.26878400,0.31101590
-4.96748374,3.49378735,0.13267865,0.28011535,0.12192170,1.54815686,0.00000000,1.39367587,0.34041665
-4.96148074,3.77319194,0.14630751,0.31210236,0.12265127,1.64700796,0.00000000,1.52533007,0.37143808
-4.95547774,4.06266815,0.16083382,0.34590679,0.12364155,1.74738768,0.00000000,1.66281590,0.40390357
-4.94947474,4.36007336,0.17614164,0.38130833,0.12487760,1.84845480,0.00000000,1.80500186,0.43759129
-4.94347174,4.66291060,0.19209231,0.41802984,0.12635360,1.94928636,0.00000000,1.95055889,0.47223327
-4.93746873,4.96833899,0.20852473,0.45573840,0.12807046,2.04888352,0.00000000,2.09797103,0.50751600
-4.93146573,5.27319874,0.22525654,0.49404853,0.13003329,2.14618146,0.00000000,2.24555407,0.54308274
-4.92546273,5.57405175,0.24208613,0.53252757,0.13224887,2.24006391,0.00000000,2.39148233,0.57853774
-4.91945973,5.86723818,0.25879550,0.57070333,0.13472329,2.32938215,0.00000000,2.53382349,0.61345234
-4.91345673,6.14894849,0.27515406,0.60807388,0.13746001,2.41297834,0.00000000,2.67058077,0.64737292
-4.90745373,6.41530945,0.29092322,0.64411932,0.14045848,2.48971275,0.00000000,2.79974137,0.67983070
-4.90145073,6.66248207,0.30586166,0.67831517,0.14371329,2.55849401,0.00000000,2.91932977,0.71035295
-4.89544772,6.88676803,0.31973124,0.71014696,0.14721403,2.61831136,0.00000000,3.02746398,0.73847543
-4.88944472,7.08472103,0.33230313,0.73912550,0.15094585,2.66826765,0.00000000,3.12241256,0.76375549
-4.88344172,7.25325835,0.34336418,0.76480235,0.15489054,2.70761164,0.00000000,3.20265012,0.78578549
-4.87743872,7.38976818,0.35272314,0.78678458,0.15902817,2.73576819,0.00000000,3.26690881,0.80420587
-4.87143572,7.49220745,0.36021644,0.80474851,0.16333902,2.75236465,0.00000000,3.31422347,0.81871736
-4.86543272,7.55918569,0.36571341,0.81845153,0.16780573,2.75725213,0.00000000,3.34396813,0.82909175
-4.85942971,7.59003027,0.36912052,0.82774150,0.17241528,2.75052042,0.00000000,3.35588198,0.83518069
-4.85342671,7.58482950,0.37038463,0.83256325,0.17716084,2.73250535,0.00000000,3.35008337,0.83692206
-4.84742371,7.54445055,0.36949491,0.83296179,0.18204305,2.70378793,0.00000000,3.32707066,0.83434360
-4.84142071,7.47053037,0.36648338,0.82908197,0.18707072,2.66518490,0.00000000,3.28770977,0.82756343
-4.83541771,7.36543914,0.36142404,0.82116447,0.19226070,2.61773052,0.00000000,3.23320830,0.81678753
-4.82941471,7.23221655,0.35443059,0.80953831,0.19763692,2.56265013,0.00000000,3.16507741,0.80230394
-4.82341171,7.07448310,0.34565281,0.79460998,0.20322856,2.50132612,0.00000000,3.08508250,0.78447421
-4.81740870,6.89632920,0.33527171,0.77684979,0.20906738,2.43525741,0.00000000,2.99518502,0.76372206
-4.81140570,6.70218641,0.32349374,0.75677579,0.21518428,2.36601403,0.00000000,2.89747746,0.74051994
-4.80540270,6.49668570,0.31054421,0.73493606,0.22160541,2.29518827,0.00000000,2.79411446,0.71537388
-4.79939970,6.28450838,0.29666028,0.71189010,0.22834790,2.22434439,0.00000000,2.68724287,0.68880744
-4.79339670,6.07023581,0.28208373,0.68819002,0.23541558,2.15496896,0.00000000,2.57893361,0.66134514
-4.78739370,5.85820391,0.26705391,0.66436245,0.24279503,2.08842354,0.00000000,2.47111826,0.63349638
-4.78139070,5.65236843,0.25180106,0.64089179,0.25045204,2.02590191,0.00000000,2.36553294,0.60574022
-4.77538769,5.45618628,0.23654035,0.61820557,0.25832910,1.96839329,0.00000000,2.26367155,0.57851188
-4.76938469,5.27251773,0.22146681,0.59666248,0.26634390,1.91665330,0.00000000,2.16675026,0.55219121
-4.76338169,5.10355301,0.20675131,0.57654342,0.27438908,1.87118363,0.00000000,2.07568426,0.52709380
-4.75737869,4.95076601,0.19253769,0.55804603,0.28233353,1.83222123,0.00000000,1.99107745,0.50346485
-4.75137569,4.81489625,0.17894116,0.54128257,0.29002498,1.79973750,0.00000000,1.91322490,0.48147599
-4.74537269,4.69595941,0.16604788,0.52628139,0.29729412,1.77344740,0.00000000,1.84212747,0.46122506
-4.73936968,4.59328505,0.15391570,0.51299160,0.30395995,1.75282794,0.00000000,1.77751754,0.44273878
-4.73336668,4.50557928,0.14257584,0.50129062,0.30983610,1.73714531,0.00000000,1.71889392,0.42597793
-4.72736368,4.43100908,0.13203553,0.49099426,0.31473799,1.72548936,0.00000000,1.66556429,0.41084481
-4.72136068,4.36730403,0.12228124,0.48186870,0.31849038,1.71681397,0.00000000,1.61669259,0.39719253
-4.71535768,4.31187069,0.11328238,0.47364378,0.32093490,1.70998158,0.00000000,1.57134932,0.38483553
-4.70935468,4.26191451,0.10499526,0.46602701,0.32193729,1.70380999,0.00000000,1.52856202,0.37356098
-4.70335168,4.21456405,0.09736706,0.45871757,0.32139382,1.69711959,0.00000000,1.48736411,0.36314031
-4.69734867,4.16699226,0.09033969,0.45141984,0.31923677,1.68877896,0.00000000,1.44683969,0.35334065
-4.69134567,4.11653013,0.08385330,0.44385584,0.31543843,1.67774730,0.00000000,1.40616281,0.34393542
-4.68534267,4.06076851,0.07784935,0.43577612,0.31001363,1.66311194,0.00000000,1.36462988,0.33471393
-4.67933967,3.99764441,0.07227321,0.42696875,0.30302053,1.64411969,0.00000000,1.32168411,0.32548948
-4.67333667,3.92550932,0.06707607,0.41726627,0.29455978,1.62020098,0.00000000,1.27693176,0.31610585
-4.66733367,3.84317754,0.06221635,0.40655022,0.28477187,1.59098611,0.00000000,1.23014987,0.30644193
-4.66133067,3.74995381,0.05766044,0.39475350,0.27383311,1.55631333,0.00000000,1.18128599,0.29641462
-4.65532766,3.64564025,0.05338293,0.38186038,0.26195021,1.51622873,0.00000000,1.13045046,0.28597973
-4.64932466,3.53052340,0.04936631,0.36790452,0.24935373,1.47097831,0.00000000,1.07790217,0.27513128
-4.64332166,3.40534326,0.04560033,0.35296511,0.23629089,1.42099294,0.00000000,1.02402904,0.26389922
-4.63731866,3.27124638,0.04208100,0.33716147,0.22301785,1.36686704,0.00000000,0.96932443,0.25234575
-4.63131566,3.12972593,0.03880934,0.32064646,0.20979187,1.30933225,0.00000000,0.91436079,0.24056058
-4.62531266,2.98255186,0.03579006,0.30359907,0.19686367,1.24922718,0.00000000,0.85976199,0.22865543
-4.61930965,2.83169441,0.03303019,0.28621645,0.18447020,1.18746478,0.00000000,0.80617547,0.21675788
-4.61330665,2.67924453,0.03053765,0.26870586,0.17282815,1.12499853,0.00000000,0.75424546,0.20500507
-4.60730365,2.52733414,0.02832005,0.25127688,0.16212829,1.06278898,0.00000000,0.70458809,0.19353736
-4.60130065,2.37805968,0.02638351,0.23413393,0.15253085,1.00177169,0.00000000,0.65776943,0.18249227
-4.59529765,2.23341132,0.02473171,0.21746969,0.14416196,0.94282785,0.00000000,0.61428686,0.17199889
-4.58929465,2.09521034,0.02336515,0.20145935,0.13711132,0.88675850,0.00000000,0.57455425,0.16217290
-4.58329165,1.96505650,0.02228059,0.18625590,0.13143093,0.83426308,0.00000000,0.53889127,0.15311244
-4.57728864,1.84428674,0.02147076,0.17198664,0.12713498,0.78592286,0.00000000,0.50751678,0.14489487
-4.57128564,1.73394600,0.02092416,0.15875080,0.12420083,0.74218967,0.00000000,0.48054630,0.13757444
-4.56528264,1.63477064,0.02062525,0.14661834,0.12257085,0.70337999,0.00000000,0.45799327,0.13118103
-4.55927964,1.54718413,0.02055460,0.13562988,0.12215530,0.66967433,0.00000000,0.43977386,0.12571981
-4.55327664,1.47130455,0.02068939,0.12579766,0.12283584,0.64112161,0.00000000,0.42571484,0.12117191
-4.54727364,1.40696284,0.02100395,0.11710736,0.12446978,0.61764816,0.00000000,0.41556420,0.11749588
-4.54127064,1.35373041,0.02147044,0.10952074,0.12689479,0.59907057,0.00000000,0.40900370,0.11463002
-4.53526763,1.31095457,0.02205962,0.10297880,0.12993409,0.58511185,0.00000000,0.40566313,0.11249530
-4.52926463,1.27779981,0.02274171,0.09740550,0.13340185,0.57541993,0.00000000,0.40513549,0.11099882
-4.52326163,1.25329306,0.02348729,0.09271164,0.13710870,0.56958768,0.00000000,0.40699255,0.11003769
-4.51725863,1.23637077,0.02426817,0.08879888,0.14086731,0.56717345,0.00000000,0.41080022,0.10950300
-4.51125563,1.22592589,0.02505833,0.08556373,0.14449769,0.56772134,0.00000000,0.41613323,0.10928398
-4.50525263,1.22085277,0.02583476,0.08290134,0.14783230,0.57078025,0.00000000,0.42258851,0.10927191
-4.49924962,1.22008811,0.02657829,0.08070891,0.15072060,0.57592089,0.00000000,0.42979683,0.10936390
-4.49324662,1.22264669,0.02727429,0.07888875,0.15303308,0.58275026,0.00000000,0.43743242,0.10946613
