energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.90995498,10.84733026,0.81793388,0.47090581,0.02205918,0.87138289,2.02897181,5.20750121,0.07137183,4.27078982
-5.90395198,10.73208448,0.80415102,0.48224938,0.02390514,0.85475724,2.07567375,5.08536677,0.07240326,4.25472033
-5.89794897,10.62033695,0.79249663,0.49360009,0.02580869,0.83642123,2.12769012,4.96041990,0.07343458,4.24371055
-5.89194597,10.51161034,0.78257088,0.50486181,0.02774724,0.81666956,2.18408487,4.83345802,0.07443183,4.23685614
-5.88594297,10.40547470,0.77396162,0.51593190,0.02969593,0.79583759,2.24388529,4.70536750,0.07536286,4.23320637
-5.87993997,10.30154135,0.76625670,0.52670009,0.03162801,0.77429446,2.30610507,4.57709610,0.07619782,4.23177670
-5.87393697,10.19945133,0.75905523,0.53704778,0.03351537,0.75243527,2.36976660,4.44962203,0.07690946,4.23155996
-5.86793397,10.09886053,0.75197751,0.54684767,0.03532910,0.73067273,2.43392206,4.32392116,0.07747333,4.23153635
-5.86193097,9.99942344,0.74467368,0.55596403,0.03704016,0.70942839,2.49767311,4.20093400,0.07786801,4.23068318
-5.85592796,9.90077761,0.73683078,0.56425365,0.03862008,0.68912360,2.56018862,4.08153402,0.07807524,4.22798491
-5.84992496,9.80253094,0.72817843,0.57156747,0.04004165,0.67017058,2.62072034,3.96649897,0.07807997,4.22244395
-5.84392196,9.70425333,0.71849300,0.57775309,0.04127965,0.65296370,2.67861604,3.85648666,0.07787048,4.21309287
-5.83791896,9.60547406,0.70760032,0.58265800,0.04231155,0.63787119,2.73332999,3.75201615,0.07743839,4.19900818
-5.83191596,9.50568563,0.69537720,0.58613337,0.04311812,0.62522744,2.78443027,3.65345561,0.07677876,4.17932572
-5.82591296,9.40435448,0.68175151,0.58803856,0.04368395,0.61532617,2.83160298,3.56101708,0.07589007,4.15325752
-5.81990995,9.30093815,0.66670130,0.58824574,0.04399798,0.60841456,2.87465301,3.47475855,0.07477429,4.12010971
-5.81390695,9.19490830,0.65025271,0.58664487,0.04405379,0.60468852,2.91350129,3.39459327,0.07343684,4.07930072
-5.80790395,9.08577835,0.63247702,0.58314834,0.04384978,0.60428922,2.94817884,3.32030550,0.07188657,4.03037919
-5.80190095,8.97313434,0.61348687,0.57769539,0.04338934,0.60730114,2.97881752,3.25157237,0.07013569,3.97304050
-5.79589795,8.85666728,0.59343172,0.57025593,0.04268067,0.61375150,3.00563810,3.18799040,0.06819963,3.90714109
-5.78989495,8.73620537,0.57249274,0.56083342,0.04173670,0.62361136,3.02893608,3.12910563,0.06609685,3.83270970
-5.78389195,8.61174426,0.55087726,0.54946691,0.04057467,0.63679840,3.04906592,3.07444593,0.06384856,3.74995468
-5.77788894,8.48347393,0.52881283,0.53623189,0.03921576,0.65318125,3.06642458,3.02355407,0.06147842,3.65926673
-5.77188594,8.35180074,0.50654124,0.52123992,0.03768454,0.67258543,3.08143510,2.97601996,0.05901212,3.56121672
-5.76588294,8.21736360,0.48431233,0.50463714,0.03600838,0.69480085,3.09453126,2.93151072,0.05647693,3.45654839
-5.75987994,8.08104354,0.46237811,0.48660162,0.03421681,0.71959048,3.10614405,2.88979739,0.05390120,3.34616588
-5.75387694,7.94396615,0.44098700,0.46733958,0.03234086,0.74670019,3.11669082,2.85077688,0.05131382,3.23111653
-5.74787394,7.80749666,0.42037855,0.44708087,0.03041240,0.77586931,3.12656762,2.81448849,0.04874370,3.11256949
-5.74187094,7.67322779,0.40077869,0.42607362,0.02846351,0.80684157,3.13614515,2.78112409,0.04621921,2.99179064
-5.73586793,7.54296056,0.38239552,0.40457852,0.02652590,0.83937607,3.14576837,2.75103163,0.04376770,2.87011502
-5.72986493,7.41867838,0.36541584,0.38286275,0.02463036,0.87325766,3.15575978,2.72471168,0.04141503,2.74891738
-5.72386193,7.30251513,0.35000239,0.36119400,0.02280633,0.90830640,3.16642564,2.70280705,0.03918519,2.62958217
-5.71785893,7.19671749,0.33629187,0.33983460,0.02108153,0.94438553,3.17806466,2.68608583,0.03709995,2.51347366
-5.71185593,7.10360248,0.32439358,0.31903607,0.01948168,0.98140745,3.19097806,2.67541839,0.03517866,2.40190741
-5.70585293,7.02551067,0.31438889,0.29903427,0.01803027,1.01933745,3.20548001,2.67174893,0.03343806,2.29612364
-5.69984992,6.96475586,0.30633124,0.28004513,0.01674845,1.05819460,3.22190709,2.67606275,0.03189221,2.19726346
-5.69384692,6.92357215,0.30024670,0.26226127,0.01565496,1.09804985,3.24062574,2.68935014,0.03055248,2.10634832
-5.68784392,6.90405916,0.29613502,0.24584935,0.01476610,1.13902105,3.26203651,2.71256825,0.02942761,2.02426326
-5.68184092,6.90812672,0.29397103,0.23094827,0.01409576,1.18126501,3.28657421,2.74660222,0.02852382,1.95174406
-5.67583792,6.93744000,0.29370632,0.21766829,0.01365549,1.22496680,3.31470339,2.79222697,0.02784492,1.88936845
-5.66983492,6.99336681,0.29527111,0.20609073,0.01345453,1.27032671,3.34690876,2.85007104,0.02739252,1.83755141
-5.66383192,7.07692846,0.29857627,0.19626858,0.01349993,1.31754526,3.38368067,2.92058406,0.02716616,1.79654437
-5.65782891,7.18875606,0.30351541,0.18822763,0.01379659,1.36680708,3.42549614,3.00400884,0.02716351,1.76643811
-5.65182591,7.32905419,0.30996704,0.18196814,0.01434734,1.41826437,3.47279635,3.10035973,0.02738055,1.74716904
-5.64582291,7.49757370,0.31779675,0.17746702,0.01515302,1.47202065,3.52596162,3.20940799,0.02781174,1.73852863
-5.63981991,7.69359578,0.32685949,0.17468033,0.01621256,1.52811597,3.58528563,3.33067518,0.02845013,1.74017562
-5.63381691,7.91592875,0.33700189,0.17354604,0.01752303,1.58651414,3.65095034,3.46343525,0.02928758,1.75165053
-5.62781391,8.16291907,0.34806470,0.17398701,0.01907978,1.64709295,3.72300351,3.60672559,0.03031487,1.77239234
-5.62181091,8.43247763,0.35988540,0.17591403,0.02087653,1.70963810,3.80134042,3.75936698,0.03152186,1.80175674
-5.61580790,8.72212150,0.37230098,0.17922888,0.02290553,1.77384118,3.88569150,3.91999236,0.03289769,1.83903566
-5.60980490,9.02903111,0.38515088,0.18382741,0.02515771,1.83930220,3.97561693,4.08708335,0.03443090,1.88347773
-5.60380190,9.35012158,0.39828015,0.18960237,0.02762293,1.90553676,4.07050938,4.25901376,0.03610972,1.93430908
-5.59779890,9.68212647,0.41154276,0.19644614,0.03029021,1.97198764,4.16960501,4.43409839,0.03792223,1.99075410
-5.59179590,10.02169116,0.42480499,0.20425318,0.03314794,2.03804038,4.27200284,4.61064546,0.03985661,2.05205566
-5.58579290,10.36547241,0.43794880,0.21292214,0.03618419,2.10304242,4.37669177,4.78701047,0.04190139,2.11749404
-5.57978989,10.71023993,0.45087508,0.22235755,0.03938692,2.16632469,4.48258403,4.96164925,0.04404568,2.18640407
-5.57378689,11.05297518,0.46350656,0.23247112,0.04274421,2.22722473,4.58855340,5.13316778,0.04627938,2.25818989
-5.56778389,11.39096254,0.47579026,0.24318250,0.04624436,2.28511021,4.69347617,5.30036614,0.04859339,2.33233644
-5.56178089,11.72186770,0.48769923,0.25441957,0.04987601,2.33940147,4.79627245,5.46227442,0.05097965,2.40841730
-5.55577789,12.04379859,0.49923342,0.26611812,0.05362805,2.38959199,4.89594520,5.61817829,0.05343124,2.48609822
-5.54977489,12.35534458,0.51041945,0.27822105,0.05748949,2.43526548,4.99161480,5.76763253,0.05594230,2.56513585
-5.54377189,12.65559070,0.52130923,0.29067703,0.06144917,2.47610866,5.08254650,5.91046121,0.05850788,2.64537163
-5.53776888,12.94410469,0.53197724,0.30343873,0.06549533,2.51191885,5.16816903,6.04674379,0.06112361,2.72672060
-5.53176588,13.22089622,0.54251645,0.31646062,0.06961515,2.54260584,5.24808285,6.17678734,0.06378537,2.80915538
-5.52576288,13.48634909,0.55303303,0.32969656,0.07379410,2.56818788,5.32205719,6.30108549,0.06648874,2.89268603
-5.51975988,13.74112902,0.56363980,0.34309722,0.07801530,2.58878176,5.39001574,6.42026577,0.06922845,2.97733621
-5.51375688,13.98607108,0.57444886,0.35660747,0.08225885,2.60458759,5.45201167,6.53502774,0.07199772,3.06311708
-5.50775388,14.22205264,0.58556345,0.37016400,0.08650122,2.61586903,5.50819332,6.64607483,0.07478763,3.15000002
-5.50175088,14.44985860,0.59706964,0.38369323,0.09071472,2.62293005,5.55876257,6.75404351,0.07758641,3.23788962
-5.49574787,14.67004694,0.60902813,0.39710967,0.09486712,2.62608968,5.60392866,6.85943372,0.08037894,3.32659882
-5.48974487,14.88282272,0.62146663,0.41031502,0.09892148,2.62565616,5.64386041,6.96254463,0.08314623,3.41582745
-5.48374187,15.08792908,0.63437340,0.42319793,0.10283620,2.62190219,5.67864009,7.06341985,0.08586515,3.50514599
-5.47773887,15.28456276,0.64769222,0.43563460,0.10656544,2.61504279,5.70822251,7.16180559,0.08850832,3.59398577
-5.47173587,15.47132090,0.66131936,0.44749040,0.11005968,2.60521733,5.73240204,7.25712514,0.09104428,3.68163666
-5.46573287,15.64618413,0.67510264,0.45862216,0.11326673,2.59247689,5.75079061,7.34847176,0.09343786,3.76725297
-5.45972986,15.80653903,0.68884298,0.46888151,0.11613293,2.57677788,5.76280850,7.43462145,0.09565085,3.84986777
-5.45372686,15.94924077,0.70229844,0.47811881,0.11860461,2.55798265,5.76768923,7.51406574,0.09764296,3.92841531
-5.44772386,16.07071426,0.71519054,0.48618771,0.12062973,2.53586693,5.76449902,7.58506361,0.09937297,4.00176089
-5.44172086,16.16708985,0.72721294,0.49295006,0.12215966,2.51013418,5.75217004,7.64571035,0.10080009,4.06873681
-5.43571786,16.23436718,0.73804183,0.49828104,0.12315095,2.48043571,5.72954622,7.69402024,0.10188547,4.12818285
-5.42971486,16.26859924,0.74734776,0.50207408,0.12356707,2.44639592,5.69543898,7.72801896,0.10259383,4.17898919
-5.42371186,16.26608677,0.75480830,0.50424556,0.12338002,2.40764083,5.64869007,7.74584093,0.10289497,4.22013968
-5.41770885,16.22357271,0.76012093,0.50473883,0.12257165,2.36382850,5.58823786,7.74582645,0.10276536,4.25075312
-5.41170585,16.13842602,0.76301548,0.50352741,0.12113478,2.31467948,5.51318327,7.72661341,0.10218947,4.27012030
-5.40570285,16.00880456,0.76326550,0.50061721,0.11907385,2.26000541,5.42285148,7.68721855,0.10116091,4.27773484
-5.39969985,15.83378795,0.76069806,0.49604757,0.11640522,2.19973428,5.31684580,7.62710383,0.09968326,4.27331620
-5.39369685,15.61347276,0.75520144,0.48989110,0.11315704,2.13393059,5.19509049,7.54622416,0.09777058,4.25682341
-5.38769385,15.34902481,0.74673025,0.48225218,0.10936865,2.06280941,5.05786009,7.44505394,0.09544752,4.22845905
-5.38169085,15.04268534,0.73530796,0.47326436,0.10508964,1.98674338,4.90579342,7.32459088,0.09274904,4.18866311
-5.37568784,14.69773067,0.72102657,0.46308653,0.10037850,1.90626228,4.73989156,7.18633683,0.08971973,4.13809716
-5.36968484,14.31838736,0.70404354,0.45189823,0.09530098,1.82204504,4.56149976,7.03225674,0.08641273,4.07761989
-5.36368184,13.90970722,0.68457622,0.43989418,0.08992824,1.73490463,4.37227449,6.86471763,0.08288840,4.00825515
-5.35767884,13.47740866,0.66289407,0.42727827,0.08433483,1.64576666,4.17413730,6.68641098,0.07921258,3.93115448
-5.35167584,13.02769224,0.63930919,0.41425739,0.07859667,1.55564254,3.96921797,6.50026219,0.07545473,3.84755602
-5.34567284,12.56703953,0.61416549,0.40103520,0.07278901,1.46559874,3.75979003,6.30933168,0.07168588,3.75874200
-5.33966983,12.10200491,0.58782724,0.38780626,0.06698451,1.37672344,3.54820177,6.11671227,0.06797650,3.66599679
-5.33366683,11.63900969,0.56066749,0.37475060,0.06125156,1.29009221,3.33680621,5.92542741,0.06439447,3.57056773
-5.32766383,11.18414760,0.53305677,0.36202914,0.05565283,1.20673415,3.12789314,5.73833495,0.06100300,3.47363027
-5.32166083,10.74300964,0.50535272,0.34977987,0.05024404,1.12760005,2.92362632,5.55804006,0.05785884,3.37625892
-5.31565783,10.32053480,0.47789094,0.33811510,0.04507318,1.05353370,2.72598815,5.38682092,0.05501065,3.27940507
-5.30965483,9.92089166,0.45097737,0.32711985,0.04017992,0.98524752,2.53673394,5.22656952,0.05249767,3.18388209
-5.30365183,9.54739421,0.42488244,0.31685115,0.03559542,0.92330335,2.35735711,5.07874937,0.05034869,3.09035802
-5.29764882,9.20245325,0.39983699,0.30733863,0.03134245,0.86809895,2.18906595,4.94437091,0.04858138,2.99935543
-5.29164582,8.88756321,0.37603016,0.29858586,0.02743572,0.81986049,2.03277212,4.82398467,0.04720198,2.91125789
-5.28564282,8.60332266,0.35360887,0.29057273,0.02388246,0.77864114,1.88909047,4.71769146,0.04620537,2.82632197
-5.27963982,8.34948544,0.33267897,0.28325847,0.02068319,0.74432558,1.75834924,4.62516803,0.04557547,2.74469375
-5.27363682,8.12503814,0.31330770,0.27658525,0.01783261,0.71664002,1.64060918,4.54570648,0.04528601,2.66642827
-5.26763382,7.92829918,0.29552723,0.27048222,0.01532051,0.69516704,1.53569026,4.47826480,0.04530158,2.59151075
-5.26163082,7.75703402,0.27933899,0.26486969,0.01313284,0.67936482,1.44320388,4.42152601,0.04557893,2.51987811
-5.25562781,7.60858068,0.26471844,0.25966343,0.01125259,0.66858951,1.36258896,4.37396303,0.04606859,2.45143950
-5.24962481,7.47998021,0.25162011,0.25477882,0.00966075,0.66212017,1.29314991,4.33390646,0.04671655,2.38609478
-5.24362181,7.36810648,0.23998253,0.25013476,0.00833716,0.65918513,1.23409492,4.29961248,0.04746606,2.32375008
-5.23761881,7.26979047,0.22973291,0.24565713,0.00726116,0.65898879,1.18457278,4.26932822,0.04825958,2.26432973
-5.23161581,7.18193462,0.22079135,0.24128185,0.00641228,0.66073793,1.14370708,4.24135239,0.04904059,2.20778421
-5.22561281,7.10161365,0.21307440,0.23695722,0.00577066,0.66366670,1.11062655,4.21408914,0.04975537,2.15409391
-5.21960980,7.02615892,0.20649802,0.23264572,0.00531742,0.66705924,1.08449078,4.18609343,0.05035470,2.10326900
-5.21360680,6.95322430,0.20097977,0.22832511,0.00503492,0.67026945,1.06451071,4.15610700,0.05079525,2.05534546
-5.20760380,6.88083254,0.19644021,0.22398873,0.00490681,0.67273712,1.04996364,4.12308393,0.05104083,2.01037813
-5.20160080,6.80740174,0.19280378,0.21964528,0.00491812,0.67400015,1.04020273,4.08620586,0.05106330,1.96843113
-5.19559780,6.73175263,0.18999887,0.21531780,0.00505515,0.67370237,1.03466114,4.04488685,0.05084321,1.92956672
-5.18959480,6.65309795,0.18795758,0.21104217,0.00530539,0.67159714,1.03285133,3.99876866,0.05037008,1.89383332
-5.18359180,6.57101613,0.18661497,0.20686501,0.00565733,0.66754655,1.03436009,3.94770750,0.04964241,1.86125351
-5.17758879,6.48541176,0.18590817,0.20284122,0.00610025,0.66151664,1.03884000,3.89175354,0.04866730,1.83181298
-5.17158579,6.39646610,0.18577528,0.19903118,0.00662407,0.65356907,1.04599834,3.83112490,0.04745990,1.80545102
-5.16558279,6.30458091,0.18615445,0.19549776,0.00721908,0.64384963,1.05558417,3.76617780,0.04604247,1.78205338
-5.15957979,6.21031920,0.18698298,0.19230330,0.00787582,0.63257458,1.06737475,3.69737481,0.04444333,1.76144779
-5.15357679,6.11434619,0.18819686,0.18950657,0.00858490,0.62001518,1.08116214,3.62525290,0.04269568,1.74340272
-5.14757379,6.01737386,0.18973054,0.18716003,0.00933689,0.60648161,1.09674090,3.55039313,0.04083623,1.72762934
-5.14157079,5.92011184,0.19151724,0.18530737,0.01012227,0.59230678,1.11389771,3.47339331,0.03890392,1.71378680
-5.13556778,5.82322695,0.19348971,0.18398142,0.01093137,0.57783090,1.13240361,3.39484482,0.03693857,1.70149063
-5.12956478,5.72731330,0.19558146,0.18320273,0.01175446,0.56338755,1.15200929,3.31531465,0.03497965,1.69032397
-5.12356178,5.63287376,0.19772853,0.18297864,0.01258176,0.54929168,1.17244397,3.23533289,0.03306524,1.67985108
-5.11755878,5.54031350,0.19987160,0.18330308,0.01340357,0.53583012,1.19341784,3.15538596,0.03123102,1.66963266
-5.11155578,5.44994502,0.20195853,0.18415707,0.01421045,0.52325486,1.21462825,3.07591540,0.02950962,1.65924244
-5.10555278,5.36200396,0.20394711,0.18550996,0.01499336,0.51177912,1.23576920,2.99732157,0.02793002,1.64828411
-5.09954977,5.27667409,0.20580795,0.18732126,0.01574385,0.50157631,1.25654396,2.91997153,0.02651731,1.63640825
-5.09354677,5.19411957,0.20752742,0.18954319,0.01645430,0.49278168,1.27668006,2.84421011,0.02529251,1.62332838
-5.08754377,5.11452220,0.20911045,0.19212369,0.01711806,0.48549630,1.29594609,2.77037306,0.02427270,1.60883557
-5.08154077,5.03812102,0.21058304,0.19500985,0.01772969,0.47979288,1.31416930,2.69880105,0.02347121,1.59281116
-5.07553777,4.96525176,0.21199436,0.19815166,0.01828506,0.47572307,1.33125331,2.62985334,0.02289801,1.57523697
-5.06953477,4.89638333,0.21341836,0.20150571,0.01878152,0.47332555,1.34719457,2.56392000,0.02256009,1.55620267
-5.06353177,4.83214887,0.21495461,0.20503895,0.01921795,0.47263426,1.36209698,2.50143170,0.02246199,1.53590993
-5.05752876,4.77336898,0.21672840,0.20873198,0.01959480,0.47368625,1.37618327,2.44286613,0.02260626,1.51467316
-5.05152576,4.72106514,0.21888988,0.21258196,0.01991407,0.47652858,1.38980248,2.38875046,0.02299384,1.49291657
-5.04552276,4.67646154,0.22161223,0.21660474,0.02017922,0.48122365,1.40343252,2.33965925,0.02362451,1.47116743
-5.03951976,4.64097414,0.22508876,0.22083616,0.02039503,0.48785266,1.41767712,2.29620761,0.02449709,1.45004561
-5.03351676,4.61618620,0.22952891,0.22533224,0.02056740,0.49651674,1.43325678,2.25903949,0.02560959,1.43024929
-5.02751376,4.60381006,0.23515313,0.23016832,0.02070314,0.50733574,1.45099314,2.22881142,0.02695924,1.41253696
-5.02151076,4.60563569,0.24218674,0.23543692,0.02080963,0.52044430,1.47178699,2.20617175,0.02854236,1.39770614
-5.01550775,4.62346681,0.25085280,0.24124444,0.02089455,0.53598564,1.49658998,2.19173638,0.03035412,1.38656891
-5.00950475,4.65904652,0.26136404,0.24770663,0.02096551,0.55410292,1.52637063,2.18606141,0.03238815,1.37992485
-5.00350175,4.71397448,0.27391430,0.25494308,0.02102973,0.57492877,1.56207549,2.18961386,0.03463616,1.37853210
-4.99749875,4.78961876,0.28866939,0.26307081,0.02109366,0.59857325,1.60458669,2.20274161,0.03708737,1.38307708
-4.99149575,4.88702557,0.30575792,0.27219726,0.02116274,0.62511097,1.65467724,2.22564367,0.03972809,1.39414409
-4.98549275,5.00683093,0.32526229,0.28241297,0.02124104,0.65456792,1.71296592,2.25834226,0.04254114,1.41218556
-4.97948974,5.14917836,0.34721028,0.29378424,0.02133109,0.68690874,1.77987373,2.30065819,0.04550548,1.43749436
-4.97348674,5.31364701,0.37156769,0.30634627,0.02143371,0.72202517,1.85558384,2.35219078,0.04859588,1.47017931
-4.96748374,5.49919448,0.39823237,0.32009701,0.02154790,0.75972648,1.94000731,2.41230383,0.05178269,1.51014512
-4.96148074,5.70411840,0.42703010,0.33499222,0.02167083,0.79973244,2.03275667,2.48011887,0.05503191,1.55707807
-4.95547774,5.92604037,0.45771266,0.35094200,0.02179793,0.84166961,2.13312897,2.55451668,0.05830528,1.61043857
-4.94947474,6.16191506,0.48995851,0.36780916,0.02192303,0.88507129,2.24010032,2.63414782,0.06156073,1.66946132
-4.94347174,6.40806635,0.52337614,0.38540957,0.02203857,0.92938159,2.35233276,2.71745275,0.06475296,1.73316402
-4.93746873,6.66025134,0.55751038,0.40351472,0.02213590,0.97396368,2.46819423,2.80269130,0.06783428,1.80036475
-4.93146573,6.91375165,0.59185162,0.42185643,0.02220564,1.01811231,2.58579194,2.88798135,0.07075555,1.86970800
-4.92546273,7.16349010,0.62584768,0.44013373,0.02223802,1.06107022,2.70301824,2.97134561,0.07346741,1.93969901
-4.91945973,7.40416954,0.65891825,0.45802160,0.02222335,1.10204807,2.81760808,3.05076525,0.07592152,2.00874532
-4.91345673,7.63042916,0.69047128,0.47518134,0.02215235,1.14024711,2.92720604,3.12423864,0.07807192,2.07520434
-4.90745373,7.83701257,0.71992083,0.49127220,0.02201663,1.17488386,3.02944056,3.18984290,0.07987640,2.13743518
-4.90145073,8.01894082,0.74670569,0.50596362,0.02180898,1.20521572,3.12200237,3.24579601,0.08129788,2.19385264
-4.89544772,8.17168310,0.77030796,0.51894773,0.02152373,1.23056637,3.20272385,3.29051668,0.08230555,2.24298128
-4.88944472,8.29131747,0.79027086,0.52995128,0.02115699,1.25034994,3.26965587,3.32267936,0.08287604,2.28350704
-4.88344172,8.37467398,0.80621480,0.53874672,0.02070681,1.26409267,3.32113848,3.34126188,0.08299424,2.31432402
-4.87743872,8.41945345,0.81785119,0.54516153,0.02017332,1.27145112,3.35586230,3.34558320,0.08265391,2.33457444
-4.87143572,8.42431569,0.82499299,0.54908558,0.01955872,1.27222594,3.37291752,3.33532945,0.08185805,2.34367956
-4.86543272,8.38893257,0.82756177,0.55047591,0.01886720,1.26637051,3.37182814,3.31056661,0.08061889,2.34136017
-4.85942971,8.31400284,0.82559064,0.54935887,0.01810486,1.25399397,3.35256981,3.27173904,0.07895761,2.32764555
-4.85342671,8.20122750,0.81922308,0.54582919,0.01727942,1.23535840,3.31557030,3.21965362,0.07690378,2.30287036
-4.84742371,8.05324639,0.80870757,0.54004627,0.01640004,1.21087026,3.26169257,3.15544988,0.07449443,2.26765958
-4.84142071,7.87353863,0.79438824,0.53222761,0.01547695,1.18106639,3.19220132,3.08055742,0.07177297,2.22290219
-4.83541771,7.66629148,0.77669214,0.52263989,0.01452116,1.14659530,3.10871464,2.99664226,0.06878786,2.16971484
-4.82941471,7.43624355,0.75611353,0.51158788,0.01354410,1.10819455,3.01314316,2.90554466,0.06559114,2.10939721
-4.82341171,7.18850971,0.73319617,0.49940198,0.01255724,1.06666519,2.90761972,2.80921106,0.06223687,2.04338136
-4.81740870,6.92839593,0.70851424,0.48642479,0.01157184,1.02284468,2.79442290,2.70962332,0.05877961,1.97317738
-4.81140570,6.66121252,0.68265300,0.47299746,0.01059858,0.97757922,2.67589811,2.60872842,0.05527284,1.90031788
-4.80540270,6.39209432,0.65618994,0.45944647,0.00964736,0.93169703,2.55437979,2.50837181,0.05176755,1.82630408
-4.79939970,6.12583571,0.62967728,0.44607143,0.00872705,0.88598344,2.43211816,2.41023734,0.04831102,1.75255567
-4.79339670,5.86674751,0.60362664,0.43313452,0.00784535,0.84115898,2.31121370,2.31579625,0.04494571,1.68036678
-4.78739370,5.61854133,0.57849632,0.42085194,0.00700867,0.79786135,2.19356164,2.22626746,0.04170846,1.61086967
-4.78139070,5.38424546,0.55468173,0.40938786,0.00622211,0.75663159,2.08080855,2.14259038,0.03862990,1.54500752
-4.77538769,5.16615465,0.53250916,0.39885090,0.00548943,0.71790512,1.97432202,2.06541121,0.03573414,1.48351699
-4.76938469,4.96581410,0.51223284,0.38929344,0.00481309,0.68200749,1.87517387,1.99508266,0.03303866,1.42692082
-4.76338169,4.78403657,0.49403526,0.38071347,0.00419435,0.64915481,1.78413654,1.93167659,0.03055457,1.37553010
-4.75737869,4.62094952,0.47803034,0.37305892,0.00363340,0.61945843,1.70169163,1.87500836,0.02828692,1.32945540
-4.75137569,4.47606811,0.46426902,0.36623413,0.00312943,0.59293327,1.62804908,1.82467107,0.02623529,1.28862568
-4.74537269,4.34838868,0.45274676,0.36010801,0.00268086,0.56950907,1.56317498,1.78007765,0.02439450,1.25281316
-4.73936968,4.23649669,0.44341218,0.35452343,0.00228547,0.54904386,1.50682573,1.74050824,0.02275538,1.22166280
-4.73336668,4.13868281,0.43617648,0.34930739,0.00194056,0.53133860,1.45858616,1.70516044,0.02130566,1.19472415
-4.72736368,4.05306077,0.43092274,0.34428133,0.00164310,0.51615232,1.41790943,1.67319977,0.02003082,1.17148409
-4.72136068,3.97768120,0.42751480,0.33927120,0.00138991,0.50321688,1.38415625,1.64380791,0.01891491,1.15139855
-4.71535768,3.91063615,0.42580516,0.33411667,0.00117777,0.49225078,1.35663183,1.61622674,0.01794134,1.13392179
-4.70935468,3.85015023,0.42564160,0.32867936,0.00100355,0.48297130,1.33461885,1.58979615,0.01709363,1.11853206
-4.70335168,3.79465503,0.42687233,0.32284948,0.00086430,0.47510481,1.31740550,1.56398447,0.01635592,1.10475271
-4.69734867,3.74284509,0.42934963,0.31655086,0.00075734,0.46839484,1.30430792,1.53841052,0.01571352,1.09216831
-4.69134567,3.69371451,0.43293193,0.30974426,0.00068031,0.46260796,1.29468682,1.51285686,0.01515325,1.08043541
-4.68534267,3.64657457,0.43748464,0.30242889,0.00063123,0.45753743,1.28795859,1.48727436,0.01466366,1.06928834
-4.67933967,3.60105379,0.44287988,0.29464215,0.00060848,0.45300496,1.28360136,1.46177841,0.01423522,1.05854027
-4.67333667,3.55708247,0.44899533,0.28645798,0.00061084,0.44886080,1.28115688,1.43663767,0.01386031,1.04808018
-4.66733367,3.51486437,0.45571278,0.27798372,0.00063746,0.44498252,1.28022910,1.41225644,0.01353320,1.03786672
-4.66133067,3.47483864,0.46291630,0.26935606,0.00068782,0.44127283,1.28048055,1.38915179,0.01324992,1.02791960
-4.65532766,3.43763505,0.47049076,0.26073607,0.00076171,0.43765695,1.28162743,1.36792689,0.01300808,1.01830948
-4.64932466,3.40402559,0.47832051,0.25230377,0.00085914,0.43407972,1.28343433,1.34924199,0.01280670,1.00914734
-4.64332166,3.37487522,0.48628872,0.24425250,0.00098028,0.43050288,1.28570926,1.33378421,0.01264597,1.00057377
