energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
0.15907954,1.23546731,0.30538452,0.97047948,0.00062860,0.01283297,0.00622368,0.07265020,0.13463965,0.11930112
0.16508254,1.16444669,0.29965255,0.91719698,0.00053587,0.01178893,0.00581532,0.06821881,0.12474117,0.11078281
0.17108554,1.10074622,0.29637146,0.86947975,0.00045397,0.01088735,0.00543596,0.06451096,0.11555949,0.10294864
0.17708854,1.04456158,0.29538892,0.82747582,0.00038224,0.01012746,0.00509074,0.06150614,0.10714490,0.09583977
0.18309155,0.99592083,0.29650390,0.79119815,0.00031990,0.00950647,0.00478375,0.05917230,0.09953159,0.08948548
0.18909455,0.95468899,0.29947147,0.76052863,0.00026617,0.00901976,0.00451798,0.05746694,0.09273758,0.08390265
0.19509755,0.92057727,0.30400896,0.73522596,0.00022023,0.00866101,0.00429528,0.05633841,0.08676502,0.07909549
0.20110055,0.89315658,0.30980317,0.71493707,0.00018126,0.00842237,0.00411639,0.05572737,0.08160095,0.07505570
0.20710355,0.87187508,0.31651872,0.69921185,0.00014848,0.00829470,0.00398096,0.05556841,0.07721844,0.07176283
0.21310655,0.85607923,0.32380713,0.68752073,0.00012116,0.00826779,0.00388763,0.05579177,0.07357815,0.06918514
0.21910955,0.84503768,0.33131657,0.67927448,0.00009862,0.00833057,0.00383412,0.05632515,0.07063013,0.06728072
0.22511256,0.83796729,0.33870187,0.67384564,0.00008023,0.00847144,0.00381735,0.05709558,0.06831598,0.06599896
0.23111556,0.83406062,0.34563461,0.67059092,0.00006546,0.00867850,0.00383359,0.05803126,0.06657119,0.06528237
0.23711856,0.83251378,0.35181288,0.66887374,0.00005384,0.00893989,0.00387864,0.05906342,0.06532762,0.06506864
0.24312156,0.83255399,0.35697038,0.66808625,0.00004495,0.00924409,0.00394795,0.06012808,0.06451608,0.06529292
0.24912456,0.83346586,0.36088455,0.66767011,0.00003848,0.00958025,0.00403687,0.06116769,0.06406892,0.06589029
0.25512756,0.83461550,0.36338352,0.66713524,0.00003416,0.00993847,0.00414077,0.06213266,0.06392250,0.06679827
0.26113057,0.83547174,0.36435137,0.66607598,0.00003181,0.01031017,0.00425529,0.06298259,0.06401957,0.06795931
0.26713357,0.83562368,0.36373174,0.66418420,0.00003128,0.01068831,0.00437644,0.06368736,0.06431137,0.06932322
0.27313657,0.83479400,0.36152954,0.66125877,0.00003252,0.01106768,0.00450085,0.06422788,0.06475944,0.07084938
0.27913957,0.83284743,0.35781054,0.65721110,0.00003550,0.01144506,0.00462582,0.06459649,0.06533703,0.07250860
0.28514257,0.82979424,0.35269907,0.65206672,0.00004026,0.01181938,0.00474953,0.06479708,0.06603013,0.07428460
0.29114557,0.82578825,0.34637369,0.64596254,0.00004686,0.01219178,0.00487103,0.06484481,0.06683793,0.07617503
0.29714857,0.82111969,0.33906105,0.63914016,0.00005542,0.01256556,0.00499037,0.06476543,0.06777280,0.07819183
0.30315158,0.81620267,0.33102808,0.63193517,0.00006606,0.01294611,0.00510854,0.06459430,0.06885971,0.08036104
0.30915458,0.81155790,0.32257288,0.62476293,0.00007896,0.01334064,0.00522752,0.06437499,0.07013510,0.08272184
0.31515758,0.80779090,0.31401443,0.61810119,0.00009427,0.01375795,0.00535010,0.06415761,0.07164511,0.08532498
0.32116058,0.80556642,0.30568164,0.61247011,0.00011217,0.01420796,0.00547986,0.06399682,0.07344346,0.08823048
0.32716358,0.80557987,0.29790192,0.60841026,0.00013284,0.01470125,0.00562093,0.06394965,0.07558870,0.09150474
0.33316658,0.80852659,0.29098983,0.60645945,0.00015641,0.01524857,0.00577786,0.06407314,0.07814120,0.09521705
0.33916958,0.81507006,0.28523597,0.60712893,0.00018301,0.01586014,0.00595534,0.06442191,0.08115978,0.09943572
0.34517259,0.82581000,0.28089662,0.61088002,0.00021272,0.01654512,0.00615798,0.06504574,0.08469820,0.10422390
0.35117559,0.84125175,0.27818444,0.61810177,0.00024556,0.01731095,0.00639005,0.06598717,0.08880163,0.10963526
0.35717859,0.86177782,0.27726044,0.62909060,0.00028150,0.01816272,0.00665520,0.06727941,0.09350318,0.11570973
0.36318159,0.88762292,0.27822761,0.64403264,0.00032043,0.01910272,0.00695622,0.06894438,0.09882071,0.12246957
0.36918459,0.91885360,0.28112634,0.66298956,0.00036216,0.02012990,0.00729481,0.07099120,0.10475406,0.12991585
0.37518759,0.95535328,0.28593185,0.68588842,0.00040642,0.02123960,0.00767137,0.07341503,0.11128283,0.13802557
0.38119060,0.99681372,0.29255378,0.71251616,0.00045284,0.02242331,0.00808484,0.07619648,0.11836482,0.14674973
0.38719360,1.04273332,0.30083783,0.74251914,0.00050096,0.02366866,0.00853262,0.07930147,0.12593524,0.15601234
0.39319660,1.09242293,0.31056968,0.77540776,0.00055026,0.02495949,0.00901052,0.08268173,0.13390692,0.16571054
0.39919960,1.14501898,0.32148088,0.81056646,0.00060011,0.02627622,0.00951277,0.08627578,0.14217128,0.17571597
0.40520260,1.19950395,0.33325666,0.84726872,0.00064983,0.02759623,0.01003214,0.09001056,0.15060032,0.18587731
0.41120560,1.25473370,0.34554549,0.88469672,0.00069869,0.02889455,0.01056008,0.09380351,0.15904956,0.19602407
0.41720860,1.30947070,0.35796987,0.92196519,0.00074593,0.03014454,0.01108696,0.09756509,0.16736168,0.20597138
0.42321161,1.36242227,0.37013832,0.95814852,0.00079079,0.03131882,0.01160237,0.10120167,0.17537100,0.21552579
0.42921461,1.41228238,0.38165780,0.99231033,0.00083252,0.03239014,0.01209543,0.10461874,0.18290841,0.22449182
0.43521761,1.45777553,0.39214648,1.02353423,0.00087041,0.03333238,0.01255515,0.10772414,0.18980674,0.23267894
0.44122061,1.49770094,0.40124609,1.05095486,0.00090383,0.03412151,0.01297087,0.11043140,0.19590623,0.23990885
0.44722361,1.53097550,0.40863357,1.07378778,0.00093225,0.03473650,0.01333259,0.11266292,0.20105998,0.24602267
0.45322661,1.55667347,0.41403153,1.09135710,0.00095526,0.03516012,0.01363140,0.11435292,0.20513902,0.25088774
0.45922961,1.57406158,0.41721712,1.10311978,0.00097260,0.03537968,0.01385982,0.11544997,0.20803693,0.25440376
0.46523262,1.58262794,0.41802900,1.10868552,0.00098417,0.03538751,0.01401208,0.11591913,0.20967369,0.25650809
0.47123562,1.58210357,0.41637205,1.10783157,0.00099006,0.03518138,0.01408441,0.11574346,0.20999867,0.25717977
0.47723862,1.57247577,0.41221988,1.10051171,0.00099053,0.03476463,0.01407520,0.11492495,0.20899254,0.25644234
0.48324162,1.55399267,0.40561480,1.08685921,0.00098606,0.03414611,0.01398511,0.11348481,0.20666815,0.25436512
0.48924462,1.52715900,0.39666552,1.06718363,0.00097728,0.03333998,0.01381707,0.11146303,0.20307023,0.25106301
0.49524762,1.49272309,0.38554263,1.04196162,0.00096502,0.03236525,0.01357627,0.10891740,0.19827400,0.24669479
0.50125063,1.45165587,0.37247199,1.01182225,0.00095029,0.03124522,0.01326994,0.10592186,0.19238275,0.24145994
0.50725363,1.40512263,0.35772664,0.97752745,0.00093422,0.03000669,0.01290721,0.10256436,0.18552448,0.23559407
0.51325663,1.35444879,0.34161724,0.93994841,0.00091805,0.02867918,0.01249879,0.09894429,0.17784781,0.22936319
0.51925963,1.30108091,0.32448167,0.90003889,0.00090314,0.02729397,0.01205662,0.09516953,0.16951731,0.22305695
0.52526263,1.24654443,0.30667424,0.85880655,0.00089086,0.02588318,0.01159354,0.09135333,0.16070843,0.21698107
0.53126563,1.19239969,0.28855475,0.81728320,0.00088263,0.02447881,0.01112283,0.08761101,0.15160231,0.21144915
0.53726863,1.14019764,0.27047795,0.77649523,0.00087982,0.02311184,0.01065786,0.08405667,0.14238058,0.20677415
0.54327164,1.09143657,0.25278373,0.73743500,0.00088376,0.02181135,0.01021164,0.08080004,0.13322042,0.20325973
0.54927464,1.04752127,0.23578820,0.70103420,0.00089566,0.02060379,0.00979643,0.07794340,0.12428999,0.20119168
0.55527764,1.00972562,0.21977617,0.66813975,0.00091658,0.01951233,0.00942341,0.07557887,0.11574439,0.20082963
0.56128064,0.97915957,0.20499483,0.63949309,0.00094743,0.01855630,0.00910235,0.07378595,0.10772229,0.20239929
0.56728364,0.95674125,0.19164909,0.61571307,0.00098886,0.01775084,0.00884134,0.07262955,0.10034319,0.20608536
0.57328664,0.94317481,0.17989830,0.59728288,0.00104132,0.01710664,0.00864657,0.07215835,0.09370546,0.21202534
0.57928964,0.93893440,0.16985459,0.58454119,0.00110496,0.01662981,0.00852222,0.07240367,0.08788518,0.22030435
0.58529265,0.94425452,0.16158255,0.57767756,0.00117965,0.01632190,0.00847036,0.07337887,0.08293561,0.23095118
0.59129565,0.95912691,0.15510031,0.57673200,0.00126496,0.01618007,0.00849094,0.07507917,0.07888740,0.24393576
0.59729865,0.98330399,0.15038178,0.58159865,0.00136013,0.01619733,0.00858184,0.07748201,0.07574942,0.25916807
0.60330165,1.01630864,0.14735998,0.59203335,0.00146412,0.01636293,0.00873902,0.08054795,0.07351017,0.27649873
0.60930465,1.05745030,0.14593126,0.60766466,0.00157558,0.01666279,0.00895661,0.08422191,0.07213957,0.29572127
0.61530765,1.10584668,0.14596028,0.62800822,0.00169289,0.01708010,0.00922724,0.08843499,0.07159130,0.31657622
0.62131066,1.16045100,0.14728562,0.65248385,0.00181418,0.01759584,0.00954221,0.09310659,0.07180526,0.33875695
0.62731366,1.22008376,0.14972576,0.68043497,0.00193739,0.01818948,0.00989187,0.09814690,0.07271041,0.36191722
0.63331666,1.28346839,0.15308544,0.71114977,0.00206029,0.01883962,0.01026589,0.10345968,0.07422766,0.38568027
0.63931966,1.34926983,0.15716213,0.74388363,0.00218056,0.01952470,0.01065359,0.10894517,0.07627287,0.40964938
0.64532266,1.41613491,0.16175245,0.77788189,0.00229582,0.02022361,0.01104435,0.11450313,0.07875975,0.43341944
0.65132566,1.48273318,0.16665852,0.81240264,0.00240374,0.02091638,0.01142784,0.12003588,0.08160280,0.45658926
0.65732866,1.54779709,0.17169392,0.84673839,0.00250206,0.02158469,0.01179440,0.12545121,0.08471993,0.47877423
0.66333167,1.61015983,0.17668925,0.88023623,0.00258868,0.02221246,0.01213527,0.13066506,0.08803496,0.49961886
0.66933467,1.66878968,0.18149701,0.91231566,0.00266171,0.02278619,0.01244285,0.13560385,0.09147977,0.51880856
0.67533767,1.72281941,0.18599580,0.94248338,0.00271954,0.02329534,0.01271082,0.14020648,0.09499610,0.53608037
0.68134067,1.77156965,0.19009357,0.97034467,0.00276088,0.02373253,0.01293433,0.14442570,0.09853693,0.55123207
0.68734367,1.81456519,0.19372991,0.99561078,0.00278478,0.02409360,0.01311003,0.14822902,0.10206740,0.56412910
0.69334667,1.85154348,0.19687721,1.01810223,0.00279070,0.02437762,0.01323606,0.15159899,0.10556529,0.57470918
0.69934967,1.88245506,0.19954073,1.03774774,0.00277847,0.02458672,0.01331199,0.15453285,0.10902097,0.58298418
0.70535268,1.90745577,0.20175741,1.05457910,0.00274833,0.02472583,0.01333875,0.15704164,0.11243686,0.58903907
0.71135568,1.92689109,0.20359359,1.06872211,0.00270088,0.02480231,0.01331841,0.15914874,0.11582637,0.59302811
0.71735868,1.94127333,0.20514156,1.08038405,0.00263711,0.02482552,0.01325404,0.16088798,0.11921249,0.59516814
0.72336168,1.95125260,0.20651513,1.08983839,0.00255829,0.02480629,0.01314946,0.16230135,0.12262588,0.59572941
0.72936468,1.95758291,0.20784431,1.09740736,0.00246597,0.02475637,0.01300899,0.16343649,0.12610267,0.59502412
0.73536768,1.96108475,0.20926926,1.10344322,0.00236194,0.02468786,0.01283726,0.16434401,0.12968200,0.59339326
0.74137069,1.96260602,0.21093379,1.10830915,0.00224810,0.02461261,0.01263895,0.16507481,0.13340342,0.59119228
0.74737369,1.96298265,0.21297852,1.11236045,0.00212647,0.02454169,0.01241861,0.16567753,0.13730413,0.58877603
0.75337669,1.96300089,0.21553407,1.11592702,0.00199911,0.02448491,0.01218044,0.16619625,0.14141641,0.58648380
0.75937969,1.96336257,0.21871450,1.11929773,0.00186803,0.02445032,0.01192820,0.16666839,0.14576500,0.58462495
0.76538269,1.96465482,0.22261116,1.12270734,0.00173519,0.02444394,0.01166510,0.16712317,0.15036487,0.58346574
0.77138569,1.96732543,0.22728738,1.12632638,0.00160241,0.02446946,0.01139373,0.16758041,0.15521923,0.58321802
0.77738869,1.97166457,0.23277410,1.13025433,0.00147134,0.02452809,0.01111603,0.16804981,0.16031803,0.58403002
0.78339170,1.97779371,0.23906661,1.13451628,0.00134347,0.02461854,0.01083336,0.16853080,0.16563691,0.58597988
0.78939470,1.98566178,0.24612276,1.13906305,0.00122004,0.02473703,0.01054653,0.16901276,0.17113672,0.58907197
0.79539770,1.99504870,0.25386247,1.14377462,0.00110210,0.02487748,0.01025586,0.16947575,0.17676365,0.59323623
0.80140070,2.00557599,0.26216888,1.14846663,0.00099047,0.02503178,0.00996132,0.16989160,0.18244997,0.59833064
0.80740370,2.01672378,0.27089094,1.15289966,0.00088574,0.02519007,0.00966262,0.17022533,0.18811539,0.60414650
0.81340670,2.02785363,0.27984754,1.15679064,0.00078832,0.02534118,0.00935933,0.17043677,0.19366904,0.61041652
0.81940970,2.03823605,0.28883290,1.15982614,0.00069840,0.02547305,0.00905099,0.17048248,0.19901194,0.61682525
0.82541271,2.04708158,0.29762327,1.16167681,0.00061605,0.02557326,0.00873723,0.17031761,0.20404003,0.62302148
0.83141571,2.05357439,0.30598451,1.16201256,0.00054114,0.02562947,0.00841785,0.16989795,0.20864748,0.62863213
0.83741871,2.05690690,0.31368034,1.16051781,0.00047347,0.02562999,0.00809290,0.16918176,0.21273037,0.63327696
0.84342171,2.05631432,0.32048102,1.15690632,0.00041274,0.02556421,0.00776275,0.16813162,0.21619038,0.63658367
0.84942471,2.05110773,0.32617203,1.15093522,0.00035855,0.02542311,0.00742812,0.16671605,0.21893863,0.63820257
0.85542771,2.04070456,0.33056249,1.14241763,0.00031049,0.02519960,0.00709011,0.16491092,0.22089921,0.63782045
0.86143072,2.02465544,0.33349292,1.13123359,0.00026810,0.02488893,0.00675025,0.16270058,0.22201253,0.63517294
0.86743372,2.00266649,0.33484205,1.11733901,0.00023092,0.02448889,0.00641042,0.16007875,0.22223822,0.63005495
0.87343672,1.97461636,0.33453245,1.10077233,0.00019849,0.02400004,0.00607294,0.15704904,0.22155744,0.62232876
0.87943972,1.94056744,0.33253471,1.08165882,0.00017037,0.02342580,0.00574046,0.15362521,0.21997465,0.61192953
0.88544272,1.90077112,0.32887004,1.06021236,0.00014615,0.02277245,0.00541602,0.14983112,0.21751856,0.59886799
0.89144572,1.85566693,0.32361114,1.03673481,0.00012544,0.02204905,0.00510297,0.14570033,0.21424242,0.58323034
0.89744872,1.80587569,0.31688144,1.01161288,0.00010788,0.02126729,0.00480496,0.14127550,0.21022352,0.56517539
0.90345173,1.75218730,0.30885267,0.98531284,0.00009318,0.02044118,0.00452592,0.13660752,0.20556196,0.54492917
0.90945473,1.69554340,0.29974085,0.95837300,0.00008106,0.01958682,0.00427003,0.13175446,0.20037871,0.52277731
0.91545773,1.63701582,0.28980100,0.93139438,0.00007128,0.01872192,0.00404166,0.12678031,0.19481310,0.49905560
0.92146073,1.57778151,0.27932063,0.90502961,0.00006366,0.01786543,0.00384537,0.12175367,0.18901973,0.47413915
0.92746373,1.51909478,0.26861238,0.87997048,0.00005804,0.01703705,0.00368585,0.11674636,0.18316494,0.44843067
0.93346673,1.46225771,0.25800598,0.85693416,0.00005430,0.01625674,0.00356784,0.11183201,0.17742300,0.42234836
0.93946973,1.40858953,0.24783984,0.83664845,0.00005235,0.01554420,0.00349611,0.10708457,0.17197203,0.39631392
0.94547274,1.35939569,0.23845250,0.81983622,0.00005211,0.01491837,0.00347535,0.10257704,0.16698979,0.37074108
0.95147574,1.31593733,0.23017418,0.80719923,0.00005356,0.01439699,0.00351010,0.09838011,0.16264949,0.34602501
0.95747874,1.27940172,0.22331859,0.79940155,0.00005666,0.01399607,0.00360461,0.09456096,0.15911557,0.32253304
0.96348174,1.25087425,0.21817527,0.79705284,0.00006140,0.01372952,0.00376275,0.09118216,0.15653966,0.30059682
0.96948474,1.23131234,0.21500250,0.80069170,0.00006779,0.01360876,0.00398786,0.08830063,0.15505673,0.28050598
0.97548774,1.22152172,0.21402102,0.81076943,0.00007582,0.01364238,0.00428258,0.08596681,0.15478151,0.26250362
0.98149075,1.22213557,0.21540848,0.82763464,0.00008549,0.01383590,0.00464873,0.08422381,0.15580520,0.24678335
0.98749375,1.23359681,0.21929495,0.85151904,0.00009681,0.01419158,0.00508711,0.08310679,0.15819260,0.23348789
0.99349675,1.25614403,0.22575938,0.88252500,0.00010974,0.01470829,0.00559737,0.08264237,0.16197974,0.22270920
0.99949975,1.28980147,0.23482716,0.92061546,0.00012425,0.01538148,0.00617784,0.08284823,0.16717197,0.21448988
1.00550275,1.33437355,0.24646881,0.96560670,0.00014028,0.01620321,0.00682544,0.08373278,0.17374278,0.20882566
1.01150575,1.38944431,0.26059995,1.01716466,0.00015775,0.01716231,0.00753557,0.08529498,0.18163323,0.20566884
1.01750875,1.45438225,0.27708251,1.07480528,0.00017655,0.01824460,0.00830204,0.08752433,0.19075221,0.20493247
1.02351176,1.52835079,0.29572730,1.13789937,0.00019653,0.01943316,0.00911709,0.09040100,0.20097760,0.20649504
1.02951476,1.61032453,0.31629786,1.20568231,0.00021753,0.02070877,0.00997142,0.09389612,0.21215822,0.21020561
1.03551776,1.69911134,0.33851572,1.27726867,0.00023933,0.02205038,0.01085430,0.09797228,0.22411682,0.21588908
1.04152076,1.79338000,0.36206688,1.35167172,0.00026173,0.02343560,0.01175376,0.10258416,0.23665396,0.22335152
1.04752376,1.89169276,0.38660949,1.42782742,0.00028446,0.02484136,0.01265681,0.10767936,0.24955268,0.23238550
1.05352676,1.99254219,0.41178248,1.50462232,0.00030727,0.02624451,0.01354973,0.11319944,0.26258412,0.24277511
1.05952976,2.09439115,0.43721502,1.58092448,0.00032989,0.02762247,0.01441840,0.11908100,0.27551359,0.25430074
1.06553277,2.19571448,0.46253640,1.65561621,0.00035204,0.02895393,0.01524872,0.12525697,0.28810719,0.26674342
1.07153577,2.29504102,0.48738614,1.72762751,0.00037347,0.03021939,0.01602701,0.13165792,0.30013865,0.27988860
1.07753877,2.39099413,0.51142380,1.79596860,0.00039393,0.03140184,0.01674043,0.13821343,0.31139612,0.29352947
1.08354177,2.48232922,0.53433827,1.85976015,0.00041320,0.03248720,0.01737737,0.14485342,0.32168859,0.30746952
1.08954477,2.56796635,0.55585596,1.91825978,0.00043109,0.03346473,0.01792789,0.15150945,0.33085184,0.32152452
1.09554777,2.64701672,0.57574771,1.97088342,0.00044748,0.03432737,0.01838403,0.15811589,0.33875338,0.33552385
1.10155078,2.71880156,0.59383400,2.01722060,0.00046227,0.03507185,0.01874011,0.16461096,0.34529638,0.34931112
1.10755378,2.78286275,0.60998822,2.05704267,0.00047542,0.03569875,0.01899294,0.17093756,0.35042227,0.36274438
1.11355678,2.83896453,0.62413790,2.09030365,0.00048695,0.03621237,0.01914189,0.17704393,0.35411184,0.37569568
1.11955978,2.88708647,0.63626376,2.11713347,0.00049692,0.03662048,0.01918898,0.18288409,0.35638487,0.38805043
1.12556278,2.92740800,0.64639673,2.13782415,0.00050546,0.03693390,0.01913876,0.18841802,0.35729822,0.39970648
1.13156578,2.96028557,0.65461311,2.15280948,0.00051273,0.03716603,0.01899811,0.19361172,0.35694246,0.41057317
1.13756878,2.98622366,0.66102808,2.16263934,0.00051893,0.03733222,0.01877604,0.19843701,0.35543724,0.42057043
1.14357179,3.00584144,0.66578798,2.16795009,0.00052430,0.03744909,0.01848327,0.20287126,0.35292555,0.42962823
1.14957479,3.01983683,0.66906183,2.16943258,0.00052907,0.03753383,0.01813190,0.20689699,0.34956723,0.43768626
1.15557779,3.02895009,0.67103251,2.16779962,0.00053351,0.03760347,0.01773490,0.21050142,0.34553202,0.44469421
1.16158079,3.03392896,0.67188821,2.16375446,0.00053787,0.03767414,0.01730568,0.21367605,0.34099241,0.45061243
1.16758379,3.03549714,0.67181451,2.15796223,0.00054237,0.03776046,0.01685765,0.21641628,0.33611681,0.45541318
1.17358679,3.03432792,0.67098764,2.15102556,0.00054725,0.03787496,0.01640374,0.21872108,0.33106317,0.45908229
1.17958979,3.03102415,0.66956921,2.14346582,0.00055267,0.03802761,0.01595604,0.22059294,0.32597348,0.46162127
1.18559280,3.02610549,0.66770268,2.13571069,0.00055879,0.03822548,0.01552549,0.22203775,0.32096937,0.46304950
1.19159580,3.02000342,0.66551182,2.12808866,0.00056573,0.03847259,0.01512162,0.22306505,0.31614890,0.46340659
1.19759880,3.01306386,0.66310101,2.12083046,0.00057356,0.03876986,0.01475238,0.22368834,0.31158474,0.46275452
1.20360180,3.00555697,0.66055736,2.11407713,0.00058233,0.03911523,0.01442413,0.22392554,0.30732380,0.46117941
1.20960480,2.99769303,0.65795445,2.10789396,0.00059205,0.03950395,0.01414161,0.22379957,0.30338807,0.45879274
1.21560780,2.98964316,0.65535728,2.10228915,0.00060273,0.03992898,0.01390805,0.22333899,0.29977679,0.45573175
1.22161081,2.98156306,0.65282793,2.09723593,0.00061433,0.04038150,0.01372540,0.22257858,0.29646962,0.45215890
1.22761381,2.97361801,0.65043166,2.09269647,0.00062686,0.04085153,0.01359452,0.22155996,0.29343061,0.44826033
1.23361681,2.96600719,0.64824263,2.08864594,0.00064030,0.04132862,0.01351547,0.22033195,0.29061270,0.44424313
1.23961981,2.95898520,0.64634894,2.08509499,0.00065466,0.04180250,0.01348778,0.21895075,0.28796251,0.44033152
1.24562281,2.95287929,0.64485637,2.08210906,0.00066996,0.04226377,0.01351078,0.21747983,0.28542508,0.43676198
1.25162581,2.94810038,0.64389053,2.07982308,0.00068629,0.04270453,0.01358383,0.21598948,0.28294829,0.43377733
1.25762881,2.94514708,0.64359692,2.07845046,0.00070371,0.04311890,0.01370655,0.21455596,0.28048679,0.43162014
1.26363182,2.94460154,0.64413886,2.07828537,0.00072237,0.04350348,0.01387897,0.21326022,0.27800513,0.43052548
1.26963482,2.94711714,0.64569323,2.07969811,0.00074242,0.04385759,0.01410162,0.21218623,0.27548002,0.43071340
1.27563782,2.95339798,0.64844397,2.08312335,0.00076403,0.04418342,0.01437557,0.21141889,0.27290162,0.43238137
1.28164082,2.96417102,0.65257370,2.08904171,0.00078739,0.04448602,0.01470230,0.21104162,0.27027381,0.43569698
1.28764382,2.98015201,0.65825385,2.09795558,0.00081270,0.04477303,0.01508361,0.21113369,0.26761351,0.44079118
1.29364682,3.00200672,0.66563366,2.11036021,0.00084014,0.04505437,0.01552137,0.21176734,0.26494904,0.44775241
1.29964982,3.03030967,0.67482884,2.12671176,0.00086985,0.04534174,0.01601723,0.21300488,0.26231781,0.45662178
1.30565283,3.06550228,0.68591031,2.14739392,0.00090196,0.04564799,0.01657234,0.21489587,0.25976336,0.46738956
1.31165583,3.10785297,0.69889395,2.17268504,0.00093650,0.04598639,0.01718697,0.21747454,0.25733207,0.47999321
1.31765883,3.15742156,0.71373180,2.20272773,0.00097346,0.04636999,0.01786022,0.22075748,0.25506968,0.49431691
1.32366183,3.21403012,0.73030549,2.23750274,0.00101273,0.04681078,0.01858969,0.22474189,0.25301786,0.51019286
1.32966483,3.27724221,0.74842235,2.27680892,0.00105412,0.04731903,0.01937124,0.22940443,0.25121103,0.52740412
1.33566783,3.34635229,0.76781463,2.32025047,0.00109732,0.04790267,0.02019878,0.23470070,0.24967366,0.54568907
1.34167084,3.42038621,0.78814201,2.36723274,0.00114193,0.04856678,0.02106420,0.24056546,0.24841814,0.56474736
1.34767384,3.49811348,0.80899764,2.41696711,0.00118746,0.04931318,0.02195739,0.24691369,0.24744332,0.58424704
1.35367684,3.57807127,0.82991738,2.46848507,0.00123329,0.05014023,0.02286628,0.25364232,0.24673386,0.60383282
1.35967984,3.65859944,0.85039223,2.52066120,0.00127875,0.05104280,0.02377715,0.26063268,0.24626041,0.62313501
1.36568284,3.73788548,0.86988320,2.57224422,0.00132309,0.05201235,0.02467488,0.26775359,0.24598048,0.64177900
1.37168584,3.81401752,0.88783838,2.62189481,0.00136550,0.05303723,0.02554338,0.27486496,0.24584008,0.65939488
1.37768884,3.88504321,0.90371113,2.66822862,0.00140514,0.05410306,0.02636611,0.28182167,0.24577593,0.67562691
1.38369185,3.94903203,0.91697891,2.70986243,0.00144117,0.05519330,0.02712654,0.28847777,0.24571822,0.69014257
1.38969485,4.00413822,0.92716177,2.74546154,0.00147276,0.05628981,0.02780878,0.29469060,0.24559357,0.70264085
1.39569785,4.04866158,0.93383968,2.77378605,0.00149913,0.05737353,0.02839807,0.30032487,0.24532831,0.71285960
1.40170085,4.08110356,0.93666799,2.79373400,0.00151954,0.05842511,0.02888133,0.30525639,0.24485167,0.72058165
1.40770385,4.10021623,0.93539039,2.80437948,0.00153338,0.05942553,0.02924762,0.30937539,0.24409888,0.72563963
1.41370685,4.10504199,0.92984862,2.80500397,0.00154012,0.06035669,0.02948849,0.31258936,0.24301394,0.72791926
1.41970985,4.09494269,0.91998877,2.79511981,0.00153939,0.06120187,0.02959832,0.31482515,0.24155206,0.72736126
1.42571286,4.06961698,0.90586381,2.77448469,0.00153093,0.06194606,0.02957439,0.31603051,0.23968158,0.72396155
1.43171586,4.02910563,0.88763226,2.74310704,0.00151467,0.06257630,0.02941701,0.31617491,0.23738533,0.71777014
1.43771886,3.97378488,0.86555323,2.70124222,0.00149066,0.06308173,0.02912942,0.31524964,0.23466145,0.70888850
1.44372186,3.90434869,0.83997805,2.64938016,0.00145916,0.06345372,0.02871758,0.31326735,0.23152362,0.69746578
1.44972486,3.82178100,0.81133886,2.58822520,0.00142055,0.06368569,0.02818994,0.31026097,0.22800071,0.68369385
1.45572786,3.72731965,0.78013476,2.51866957,0.00137535,0.06377309,0.02755701,0.30628226,0.22413592,0.66780148
1.46173087,3.62241386,0.74691611,2.44176176,0.00132424,0.06371315,0.02683099,0.30139983,0.21998552,0.65004777
1.46773387,3.50867725,0.71226764,2.35867154,0.00126799,0.06350468,0.02602529,0.29569703,0.21561707,0.63071516
1.47373687,3.38783853,0.67679096,2.27065309,0.00120746,0.06314787,0.02515406,0.28926952,0.21110752,0.61010205
1.47973987,3.26169181,0.64108724,2.17900794,0.00114358,0.06264410,0.02423172,0.28222286,0.20654084,0.58851542
1.48574287,3.13204833,0.60574054,2.08504906,0.00107733,0.06199579,0.02327254,0.27466998,0.20200575,0.56626358
1.49174587,3.00069116,0.57130246,1.99006728,0.00100968,0.06120627,0.02229024,0.26672871,0.19759313,0.54364915
1.49774887,2.86933418,0.53827832,1.89530111,0.00094160,0.06027978,0.02129767,0.25851935,0.19339356,0.52096255
1.50375188,2.73958607,0.50711553,1.80191044,0.00087403,0.05922140,0.02030656,0.25016235,0.18949481,0.49847610
1.50975488,2.61292000,0.47819405,1.71095484,0.00080783,0.05803712,0.01932731,0.24177607,0.18597946,0.47643876
1.51575788,2.49064930,0.45181942,1.62337624,0.00074379,0.05673391,0.01836890,0.23347462,0.18292260,0.45507181
1.52176088,2.37390892,0.42821819,1.53998623,0.00068262,0.05531974,0.01743879,0.22536584,0.18038969,0.43456524
1.52776388,2.26364267,0.40753579,1.46145764,0.00062489,0.05380369,0.01654299,0.21754936,0.17843469,0.41507523
1.53376688,2.16059566,0.38983679,1.38831989,0.00057107,0.05219595,0.01568604,0.21011475,0.17709833,0.39672250
1.53976988,2.06531162,0.37510739,1.32095799,0.00052152,0.05050781,0.01487114,0.20313984,0.17640673,0.37959166
1.54577289,1.97813453,0.36325987,1.25961445,0.00047646,0.04875156,0.01410027,0.19668914,0.17637027,0.36373149
