energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.58579290,0.96049878,0.66494925,0.25716932,0.00734445,0.22353362,0.23148324,0.44169960,0.00000000
-5.57978989,1.04989967,0.72187975,0.27934971,0.00828887,0.24556500,0.25506774,0.48213007,0.00000000
-5.57378689,1.14431018,0.78236746,0.30246563,0.00930301,0.26933053,0.28043728,0.52425109,0.00000000
-5.56778389,1.24321775,0.84612024,0.32635345,0.01038407,0.29478715,0.30751375,0.56775196,0.00000000
-5.56178089,1.34605719,0.91284039,0.35084139,0.01152789,0.32187992,0.33619623,0.61229595,0.00000000
-5.55577789,1.45221505,0.98222790,0.37575189,0.01272895,0.35054035,0.36635888,0.65752511,0.00000000
-5.54977489,1.56103374,1.05398209,0.40090398,0.01398031,0.38068413,0.39784887,0.70306547,0.00000000
-5.54377189,1.67181541,1.12780121,0.42611529,0.01527363,0.41220850,0.43048446,0.74853268,0.00000000
-5.53776888,1.78382568,1.20338032,0.45120386,0.01659926,0.44498944,0.46405353,0.79353775,0.00000000
-5.53176588,1.89629736,1.28040720,0.47598966,0.01794630,0.47887865,0.49831261,0.83769312,0.00000000
-5.52576288,2.00843426,1.35855681,0.50029584,0.01930273,0.51370073,0.53298679,0.88061861,0.00000000
-5.51975988,2.11941537,1.43748456,0.52394976,0.02065560,0.54925062,0.56777062,0.92194743,0.00000000
-5.51375688,2.22839968,1.51681888,0.54678376,0.02199122,0.58529175,0.60233022,0.96133205,0.00000000
-5.50775388,2.33453187,1.59615371,0.56863591,0.02329544,0.62155487,0.63630659,0.99844980,0.00000000
-5.50175088,2.43694912,1.67504155,0.58935064,0.02455387,0.65773811,0.66932049,1.03300807,0.00000000
-5.49574787,2.53478912,1.75298773,0.60877940,0.02575223,0.69350817,0.70097851,1.06474920,0.00000000
-5.48974487,2.62719949,1.82944657,0.62678144,0.02687662,0.72850301,0.73088055,1.09345457,0.00000000
-5.48374187,2.71334847,1.90382000,0.64322468,0.02791385,0.76233597,0.75862837,1.11894812,0.00000000
-5.47773887,2.79243683,1.97545903,0.65798677,0.02885176,0.79460151,0.78383492,1.14109890,0.00000000
-5.47173587,2.86371058,2.04366852,0.67095626,0.02967950,0.82488223,0.80613428,1.15982267,0.00000000
-5.46573287,2.92647427,2.10771533,0.68203402,0.03038781,0.85275731,0.82519167,1.17508232,0.00000000
-5.45972986,2.98010430,2.16683976,0.69113459,0.03096921,0.87781189,0.84071307,1.18688710,0.00000000
-5.45372686,3.02406170,2.22027007,0.69818768,0.03141822,0.89964732,0.85245416,1.19529055,0.00000000
-5.44772386,3.05790384,2.26723970,0.70313950,0.03173143,0.91789164,0.86022798,1.20038710,0.00000000
-5.44172086,3.08129448,2.30700645,0.70595402,0.03190760,0.93221016,0.86391102,1.20230745,0.00000000
-5.43571786,3.09401170,2.33887305,0.70661394,0.03194760,0.94231554,0.86344741,1.20121279,0.00000000
-5.42971486,3.09595326,2.36220811,0.70512133,0.03185437,0.94797702,0.85885086,1.19728806,0.00000000
-5.42371186,3.08713909,2.37646671,0.70149790,0.03163275,0.94902838,0.85020446,1.19073452,0.00000000
-5.41770885,3.06771086,2.38120959,0.69578490,0.03128927,0.94537431,0.83765810,1.18176197,0.00000000
-5.41170585,3.03792848,2.37612022,0.68804252,0.03083195,0.93699486,0.82142378,1.17058087,0.00000000
-5.40570285,2.99816397,2.36101893,0.67834892,0.03026997,0.92394781,0.80176893,1.15739489,0.00000000
-5.39969985,2.94889270,2.33587337,0.66679897,0.02961338,0.90636875,0.77900817,1.14239424,0.00000000
-5.39369685,2.89068273,2.30080500,0.65350257,0.02887280,0.88446896,0.75349381,1.12575007,0.00000000
-5.38769385,2.82418261,2.25609119,0.63858288,0.02805910,0.85853109,0.72560557,1.10761044,0.00000000
-5.38169085,2.75010826,2.20216285,0.62217439,0.02718316,0.82890277,0.69574002,1.08809791,0.00000000
-5.37568784,2.66922953,2.13959759,0.60442098,0.02625558,0.79598844,0.66430017,1.06730913,0.00000000
-5.36968484,2.58235703,2.06910889,0.58547409,0.02528647,0.76023973,0.63168560,1.04531627,0.00000000
-5.36368184,2.49032951,1.99153150,0.56549096,0.02428537,0.72214465,0.59828357,1.02217041,0.00000000
-5.35767884,2.39400253,1.90780362,0.54463311,0.02326106,0.68221613,0.56446140,0.99790658,0.00000000
-5.35167584,2.29423829,1.81894681,0.52306508,0.02222157,0.64098016,0.53056020,0.97255020,0.00000000
-5.34567284,2.19189704,1.72604402,0.50095334,0.02117417,0.59896413,0.49689031,0.94612456,0.00000000
-5.33966983,2.08782995,1.63021675,0.47846540,0.02012540,0.55668556,0.46372818,0.91865880,0.00000000
-5.33366683,1.98287334,1.53260205,0.45576913,0.01908114,0.51464175,0.43131493,0.89019592,0.00000000
-5.32766383,1.87784407,1.43433008,0.43303214,0.01804674,0.47330054,0.39985615,0.86080033,0.00000000
-5.32166083,1.77353587,1.33650288,0.41042116,0.01702708,0.43309248,0.36952308,0.83056438,0.00000000
-5.31565783,1.67071615,1.24017503,0.38810146,0.01602674,0.39440451,0.34045472,0.79961338,0.00000000
-5.30965483,1.57012311,1.14633647,0.36623601,0.01505002,0.35757535,0.31276066,0.76810890,0.00000000
-5.30365183,1.47246279,1.05589808,0.34498454,0.01410111,0.32289254,0.28652454,0.73624985,0.00000000
-5.29764882,1.37840575,0.96967994,0.32450235,0.01318409,0.29059116,0.26180770,0.70427138,0.00000000
-5.29164582,1.28858332,0.88840260,0.30493885,0.01230296,0.26085404,0.23865302,0.67244153,0.00000000
-5.28564282,1.20358326,0.81268125,0.28643581,0.01146166,0.23381340,0.21708861,0.64105569,0.00000000
-5.27963982,1.12394482,0.74302261,0.26912546,0.01066403,0.20955374,0.19713136,0.61042919,0.00000000
-5.27363682,1.05015346,0.67982447,0.25312832,0.00991374,0.18811562,0.17879014,0.58088831,0.00000000
-5.26763382,0.98263521,0.62337751,0.23855107,0.00921422,0.16950030,0.16206864,0.55276027,0.00000000
-5.26163082,0.92175123,0.57386919,0.22548432,0.00856856,0.15367485,0.14696793,0.52636252,0.00000000
-5.25562781,0.86779267,0.53138940,0.21400058,0.00797938,0.14057760,0.13348845,0.50199208,0.00000000
-5.24962481,0.82097632,0.49593746,0.20415247,0.00744878,0.13012368,0.12163182,0.47991535,0.00000000
-5.24362181,0.78144152,0.46743036,0.19597128,0.00697817,0.12221041,0.11140214,0.46035895,0.00000000
-5.23761881,0.74924839,0.44571180,0.18946614,0.00656822,0.11672255,0.10280704,0.44350213,0.00000000
-5.23161581,0.72437804,0.43056197,0.18462363,0.00621878,0.11353706,0.09585839,0.42947100,0.00000000
-5.22561281,0.70673468,0.42170765,0.18140816,0.00592884,0.11252737,0.09057270,0.41833508,0.00000000
-5.21960980,0.69614993,0.41883271,0.17976308,0.00569649,0.11356712,0.08697122,0.41010621,0.00000000
-5.21360680,0.69238918,0.42158868,0.17961246,0.00551896,0.11653320,0.08507967,0.40473990,0.00000000
-5.20760380,0.69516011,0.42960524,0.18086358,0.00539265,0.12130819,0.08492777,0.40213919,0.00000000
-5.20160080,0.70412288,0.44250069,0.18341014,0.00531317,0.12778202,0.08654822,0.40216072,0.00000000
-5.19559780,0.71890181,0.45989204,0.18713588,0.00527549,0.13585303,0.08997553,0.40462276,0.00000000
-5.18959480,0.73909814,0.48140467,0.19191874,0.00527400,0.14542828,0.09524426,0.40931490,0.00000000
-5.18359180,0.76430320,0.50668146,0.19763519,0.00530269,0.15642329,0.10238711,0.41600888,0.00000000
-5.17758879,0.79411163,0.53539108,0.20416467,0.00535530,0.16876116,0.11143245,0.42447004,0.00000000
-5.17158579,0.82813397,0.56723537,0.21139394,0.00542542,0.18237115,0.12240174,0.43446892,0.00000000
-5.16558279,0.86600805,0.60195552,0.21922109,0.00550673,0.19718688,0.13530662,0.44579243,0.00000000
-5.15957979,0.90740878,0.63933691,0.22755914,0.00559309,0.21314416,0.15014590,0.45825408,0.00000000
-5.15357679,0.95205572,0.67921240,0.23633892,0.00567870,0.23017851,0.16690256,0.47170276,0.00000000
-5.14757379,0.99971824,0.72146382,0.24551128,0.00575823,0.24822273,0.18554085,0.48602965,0.00000000
-5.14157079,1.05021792,0.76602161,0.25504827,0.00582693,0.26720432,0.20600364,0.50117298,0.00000000
-5.13556778,1.10342805,0.81286240,0.26494348,0.00588073,0.28704321,0.22821019,0.51712026,0.00000000
-5.12956478,1.15927021,0.86200459,0.27521132,0.00591624,0.30764963,0.25205448,0.53390799,0.00000000
-5.12356178,1.21770805,0.91350170,0.28588526,0.00593086,0.32892250,0.27740411,0.55161861,0.00000000
-5.11755878,1.27873842,0.96743386,0.29701521,0.00592272,0.35074826,0.30409999,0.57037494,0.00000000
-5.11155578,1.34238019,1.02389721,0.30866391,0.00589074,0.37300030,0.33195678,0.59033221,0.00000000
-5.10555278,1.40866101,1.08299173,0.32090258,0.00583451,0.39553897,0.36076415,0.61166783,0.00000000
-5.09954977,1.47760267,1.14480759,0.33380593,0.00575430,0.41821232,0.39028877,0.63456951,0.00000000
-5.09354677,1.54920536,1.20941041,0.34744670,0.00565095,0.44085735,0.42027699,0.65922192,0.00000000
-5.08754377,1.62343141,1.27682595,0.36188987,0.00552582,0.46330189,0.45045821,0.68579256,0.00000000
-5.08154077,1.70018919,1.34702455,0.37718678,0.00538066,0.48536684,0.48054859,0.71441731,0.00000000
-5.07553777,1.77931769,1.41990612,0.39336943,0.00521757,0.50686890,0.51025522,0.74518631,0.00000000
-5.06953477,1.86057232,1.49528609,0.41044497,0.00503886,0.52762340,0.53928041,0.77813068,0.00000000
-5.06353177,1.94361278,1.57288302,0.42839089,0.00484700,0.54744726,0.56732602,0.81321082,0.00000000
-5.05752876,2.02799330,1.65230863,0.44715086,0.00464454,0.56616192,0.59409780,0.85030669,0.00000000
-5.05152576,2.11315612,1.73306072,0.46663157,0.00443400,0.58359611,0.61930943,0.88921070,0.00000000
-5.04552276,2.19842860,1.81451972,0.48670072,0.00421785,0.59958837,0.64268645,0.92962368,0.00000000
-5.03951976,2.28302444,1.89594931,0.50718636,0.00399845,0.61398926,0.66396976,0.97115416,0.00000000
-5.03351676,2.36604945,1.97650151,0.52787757,0.00377798,0.62666325,0.68291894,1.01332136,0.00000000
-5.02751376,2.44651206,2.05522665,0.54852676,0.00355846,0.63749024,0.69931521,1.05556181,0.00000000
-5.02151076,2.52333866,2.13108801,0.56885349,0.00334168,0.64636681,0.71296417,1.09723980,0.00000000
-5.01550775,2.59539372,2.20298139,0.58854981,0.00312923,0.65320717,0.72369829,1.13766120,0.00000000
-5.00950475,2.66150421,2.26975884,0.60728705,0.00292244,0.65794394,0.73137922,1.17609053,0.00000000
-5.00350175,2.72048797,2.33025641,0.62472387,0.00272246,0.66052877,0.73589997,1.21177056,0.00000000
-4.99749875,2.77118503,2.38332471,0.64051541,0.00253018,0.66093284,0.73718682,1.24394393,0.00000000
-4.99149575,2.81249101,2.42786160,0.65432308,0.00234629,0.65914736,0.73520116,1.27187594,0.00000000
-4.98549275,2.84339128,2.46284559,0.66582489,0.00217129,0.65518396,0.72994094,1.29487765,0.00000000
-4.97948974,2.86299468,2.48736878,0.67472568,0.00200551,0.64907510,0.72144192,1.31232833,0.00000000
-4.97348674,2.87056521,2.50066796,0.68076699,0.00184909,0.64087430,0.70977833,1.32369644,0.00000000
-4.96748374,2.86555034,2.50215249,0.68373609,0.00170205,0.63065627,0.69506310,1.32855805,0.00000000
-4.96148074,2.84760456,2.49142762,0.68347376,0.00156427,0.61851672,0.67744731,1.32661212,0.00000000
-4.95547774,2.81660698,2.46831228,0.67988052,0.00143553,0.60457193,0.65711897,1.31769176,0.00000000
-4.94947474,2.77267198,2.43285029,0.67292087,0.00131554,0.58895776,0.63430080,1.30177107,0.00000000
-4.94347174,2.71615223,2.38531440,0.66262547,0.00120392,0.57182831,0.60924729,1.27896722,0.00000000
-4.93746873,2.64763379,2.32620294,0.64909110,0.00110028,0.55335387,0.58224070,1.24953767,0.00000000
-4.93146573,2.56792332,2.25622896,0.63247830,0.00100416,0.53371846,0.55358629,1.21387271,0.00000000
-4.92546273,2.47802793,2.17630239,0.61300689,0.00091513,0.51311674,0.52360683,1.17248362,0.00000000
-4.91945973,2.37912837,2.08750587,0.59094950,0.00083274,0.49175044,0.49263650,1.12598703,0.00000000
-4.91345673,2.27254680,1.99106524,0.56662345,0.00075656,0.46982452,0.46101434,1.07508623,0.00000000
-4.90745373,2.15971059,1.88831602,0.54038131,0.00068617,0.44754305,0.42907764,1.02055029,0.00000000
-4.90145073,2.04211363,1.78066717,0.51260059,0.00062122,0.42510508,0.39715531,0.96319188,0.00000000
-4.89544772,1.92127691,1.66956384,0.48367305,0.00056135,0.40270064,0.36556159,0.90384481,0.00000000
-4.88944472,1.79871013,1.55645035,0.45399401,0.00050629,0.38050714,0.33459036,0.84334218,0.00000000
-4.88344172,1.67587574,1.44273516,0.42395220,0.00045577,0.35868622,0.30451009,0.78249610,0.00000000
-4.87743872,1.55415700,1.32975889,0.39392053,0.00040961,0.33738132,0.27555986,0.72207960,0.00000000
-4.87143572,1.43483105,1.21876657,0.36424801,0.00036762,0.31671607,0.24794629,0.66281142,0.00000000
-4.86543272,1.31904788,1.11088500,0.33525325,0.00032971,0.29679343,0.22184168,0.60534416,0.00000000
-4.85942971,1.20781568,1.00710570,0.30721961,0.00029580,0.27769583,0.19738327,0.55025582,0.00000000
-4.85342671,1.10199266,0.90827374,0.28039200,0.00026585,0.25948607,0.17467355,0.49804500,0.00000000
-4.84742371,1.00228516,0.81508239,0.25497546,0.00023988,0.24220901,0.15378165,0.44912952,0.00000000
-4.84142071,0.90925151,0.72807332,0.23113532,0.00021793,0.22589389,0.13474556,0.40384816,0.00000000
-4.83541771,0.82331087,0.64764172,0.20899875,0.00020009,0.21055708,0.11757511,0.36246510,0.00000000
-4.82941471,0.74475608,0.57404572,0.18865751,0.00018649,0.19620516,0.10225547,0.32517655,0.00000000
-4.82341171,0.67376935,0.50741922,0.17017160,0.00017728,0.18283805,0.08875104,0.29211896,0.00000000
-4.81740870,0.61043978,0.44778707,0.15357349,0.00017267,0.17045204,0.07700944,0.26337816,0.00000000
-4.81140570,0.55478142,0.39508190,0.13887271,0.00017290,0.15904254,0.06696553,0.23899885,0.00000000
-4.80540270,0.50675086,0.34916144,0.12606041,0.00017823,0.14860641,0.05854520,0.21899384,0.00000000
-4.79939970,0.46626349,0.30982565,0.11511372,0.00018896,0.13914370,0.05166886,0.20335253,0.00000000
-4.79339670,0.43320753,0.27683288,0.10599967,0.00020544,0.13065881,0.04625447,0.19204819,0.00000000
-4.78739370,0.40745547,0.24991448,0.09867848,0.00022801,0.12316101,0.04222003,0.18504382,0.00000000
-4.78139070,0.38887237,0.22878748,0.09310622,0.00025705,0.11666421,0.03948555,0.18229631,0.00000000
-4.77538769,0.37732117,0.21316507,0.08923662,0.00029294,0.11118629,0.03797438,0.18375884,0.00000000
-4.76938469,0.37266496,0.20276479,0.08702222,0.00033606,0.10674780,0.03761408,0.18938174,0.00000000
-4.76338169,0.37476657,0.19731444,0.08641480,0.00038679,0.10337035,0.03833667,0.19911173,0.00000000
-4.75737869,0.38348596,0.19655608,0.08736521,0.00044548,0.10107468,0.04007852,0.21289008,0.00000000
-4.75137569,0.39867609,0.20024806,0.08982279,0.00051247,0.09987868,0.04277989,0.23064987,0.00000000
-4.74537269,0.42017788,0.20816583,0.09373448,0.00058804,0.09979545,0.04638424,0.25231284,0.00000000
-4.73936968,0.44781493,0.22010163,0.09904377,0.00067245,0.10083149,0.05083737,0.27778630,0.00000000
-4.73336668,0.48138895,0.23586355,0.10568979,0.00076589,0.10298527,0.05608662,0.30696041,0.00000000
-4.72736368,0.52067624,0.25527444,0.11360647,0.00086853,0.10624618,0.06208011,0.33970641,0.00000000
-4.72136068,0.56542600,0.27817073,0.12272220,0.00098045,0.11059396,0.06876614,0.37587597,0.00000000
-4.71535768,0.61536068,0.30440172,0.13295974,0.00110173,0.11599870,0.07609291,0.41530200,0.00000000
-4.70935468,0.67017868,0.33382916,0.14423679,0.00123240,0.12242133,0.08400846,0.45780095,0.00000000
-4.70335168,0.72955932,0.36632740,0.15646698,0.00137245,0.12981463,0.09246098,0.50317670,0.00000000
-4.69734867,0.79316984,0.40178387,0.16956132,0.00152188,0.13812473,0.10139938,0.55122570,0.00000000
-4.69134567,0.86067405,0.44009983,0.18343010,0.00168070,0.14729283,0.11077415,0.60174321,0.00000000
-4.68534267,0.93174194,0.48119097,0.19798502,0.00184894,0.15725720,0.12053842,0.65453010,0.00000000
-4.67933967,1.00605952,0.52498768,0.21314141,0.00202667,0.16795529,0.13064912,0.70939970,0.00000000
-4.67333667,1.08333796,0.57143456,0.22882040,0.00221403,0.17932561,0.14106813,0.76618400,0.00000000
-4.66733367,1.16332116,0.62048873,0.24495077,0.00241122,0.19130952,0.15176337,0.82473874,0.00000000
-4.66133067,1.24579088,0.67211681,0.26147038,0.00261854,0.20385252,0.16270964,0.88494651,0.00000000
-4.65532766,1.33056865,0.72629011,0.27832691,0.00283636,0.21690508,0.17388909,0.94671754,0.00000000
-4.64932466,1.41751387,0.78297813,0.29547782,0.00306515,0.23042292,0.18529139,1.00998770,0.00000000
-4.64332166,1.50651786,0.84214024,0.31288952,0.00330547,0.24436658,0.19691332,1.07471339,0.00000000
-4.63731866,1.59749378,0.90371591,0.33053554,0.00355797,0.25870043,0.20875792,1.14086351,0.00000000
-4.63131566,1.69036266,0.96761374,0.34839398,0.00382338,0.27339108,0.22083311,1.20840859,0.00000000
-4.62531266,1.78503644,1.03369986,0.36644411,0.00410250,0.28840535,0.23314997,1.27730760,0.00000000
-4.61930965,1.88139864,1.10178657,0.38466253,0.00439624,0.30370786,0.24572051,1.34749328,0.00000000
-4.61330665,1.97928423,1.17162182,0.40301897,0.00470554,0.31925853,0.25855540,1.41885670,0.00000000
-4.60730365,2.07845993,1.24288048,0.42147212,0.00503147,0.33501012,0.27166145,1.49123238,0.00000000
-4.60130065,2.17860648,1.31515831,0.43996571,0.00537521,0.35090607,0.28503928,1.56438490,0.00000000
-4.59529765,2.27930453,1.38796935,0.45842526,0.00573807,0.36687875,0.29868116,1.63799831,0.00000000
-4.58929465,2.38002547,1.46074744,0.47675566,0.00612155,0.38284843,0.31256932,1.71166932,0.00000000
-4.58329165,2.48012833,1.53285222,0.49484005,0.00652740,0.39872303,0.32667466,1.78490521,0.00000000
-4.57728864,2.57886367,1.60357992,0.51253990,0.00695766,0.41439876,0.34095624,1.85712708,0.00000000
-4.57128564,2.67538479,1.67217871,0.52969670,0.00741470,0.42976167,0.35536126,1.92767877,0.00000000
-4.56528264,2.76876634,1.73786832,0.54613503,0.00790133,0.44469011,0.36982592,1.99584148,0.00000000
-4.55927964,2.85802949,1.79986311,0.56166713,0.00842080,0.45905793,0.38427672,2.06085355,0.00000000
-4.55327664,2.94217300,1.85739763,0.57609865,0.00897683,0.47273835,0.39863245,2.12193484,0.00000000
-4.54727364,3.02020839,1.90975344,0.58923540,0.00957365,0.48560820,0.41280650,2.17831440,0.00000000
-4.54127064,3.09119765,1.95628591,0.60089074,0.01021591,0.49755239,0.42670947,2.22926021,0.00000000
-4.53526763,3.15429127,1.99644932,0.61089320,0.01090867,0.50846817,0.44025179,2.27410935,0.00000000
-4.52926463,3.20876466,2.02981911,0.61909402,0.01165721,0.51826913,0.45334626,2.31229695,0.00000000
-4.52326163,3.25405063,2.05610976,0.62537406,0.01246690,0.52688851,0.46591022,2.34338238,0.00000000
-4.51725863,3.28976618,2.07518732,0.62964977,0.01334298,0.53428171,0.47786729,2.36707097,0.00000000
-4.51125563,3.31573196,2.08707568,0.63187789,0.01429026,0.54042778,0.48914855,2.38323017,0.00000000
-4.50525263,3.33198311,2.09195617,0.63205857,0.01531279,0.54532983,0.49969303,2.39189902,0.00000000
-4.49924962,3.33877088,2.09016039,0.63023681,0.01641354,0.54901431,0.50944757,2.39329034,0.00000000
-4.49324662,3.33655472,2.08215654,0.62650201,0.01759404,0.55152915,0.51836608,2.38778539,0.00000000
