energy_ev,total_up,Au_p_up,Au_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.89794897,1.08496943,0.03811052,0.97620875,0.06674282,0.04040498,0.00080645,0.01062749,0.00188003,0.07566497
-5.89194597,1.11431319,0.03682665,1.00692916,0.06628784,0.04115866,0.00086094,0.01034138,0.00194314,0.07407570
-5.88594297,1.14099693,0.03578665,1.03489353,0.06594186,0.04184455,0.00091324,0.01008935,0.00199933,0.07256332
-5.87993997,1.16466431,0.03494902,1.05979391,0.06563802,0.04244946,0.00096233,0.00986000,0.00204710,0.07112442
-5.87393697,1.18504448,0.03428103,1.08138944,0.06531913,0.04296552,0.00100721,0.00964410,0.00208512,0.06976645
-5.86793397,1.20195604,0.03375872,1.09951070,0.06493810,0.04339022,0.00104697,0.00943460,0.00211231,0.06850681
-5.86193097,1.21530922,0.03336655,1.11406268,0.06445813,0.04372647,0.00108077,0.00922661,0.00212784,0.06737182
-5.85592796,1.22510605,0.03309691,1.12502621,0.06385262,0.04398239,0.00110789,0.00901727,0.00213115,0.06639547
-5.84992496,1.23143848,0.03294931,1.13245764,0.06310496,0.04417107,0.00112776,0.00880559,0.00212195,0.06561806
-5.84392196,1.23448429,0.03292952,1.13648687,0.06220803,0.04431010,0.00113996,0.00859225,0.00210023,0.06508468
-5.83791896,1.23450083,0.03304839,1.13731333,0.06116356,0.04442098,0.00114425,0.00837934,0.00206625,0.06484358
-5.83191596,1.23181652,0.03332071,1.13520018,0.05998121,0.04452840,0.00114056,0.00817010,0.00202052,0.06494435
-5.82591296,1.22682007,0.03376383,1.13046645,0.05867764,0.04465934,0.00112903,0.00796862,0.00196381,0.06543611
-5.81990995,1.21994774,0.03439628,1.12347742,0.05727527,0.04484207,0.00110996,0.00777954,0.00189708,0.06636550
-5.81390695,1.21166866,0.03523635,1.11463324,0.05580103,0.04510504,0.00108383,0.00760777,0.00182149,0.06777465
-5.80790395,1.20246867,0.03630068,1.10435602,0.05428496,0.04547572,0.00105127,0.00745816,0.00173834,0.06969918
-5.80190095,1.19283301,0.03760287,1.09307586,0.05275879,0.04597938,0.00101306,0.00733525,0.00164907,0.07216612
-5.79589795,1.18322842,0.03915216,1.08121606,0.05125454,0.04663787,0.00097007,0.00724302,0.00155515,0.07519202
-5.78989495,1.17408522,0.04095233,1.06917813,0.04980304,0.04746852,0.00092327,0.00718465,0.00145812,0.07878112
-5.78389195,1.16578018,0.04300063,1.05732714,0.04843273,0.04848302,0.00087368,0.00716234,0.00135950,0.08292388
-5.77788894,1.15862064,0.04528705,1.04597788,0.04716835,0.04968660,0.00082233,0.00717719,0.00126075,0.08759569
-5.77188594,1.15283092,0.04779378,1.03538273,0.04603003,0.05107730,0.00077027,0.00722903,0.00116328,0.09275608
-5.76588294,1.14854146,0.05049491,1.02572158,0.04503242,0.05264552,0.00071848,0.00731647,0.00106838,0.09834840
-5.75987994,1.14578137,0.05335658,1.01709437,0.04418411,0.05437383,0.00066790,0.00743681,0.00097720,0.10429993
-5.75387694,1.14447500,0.05633725,1.00951686,0.04348737,0.05623709,0.00061938,0.00758613,0.00089076,0.11052275
-5.74787394,1.14444264,0.05938848,1.00291977,0.04293805,0.05820290,0.00057367,0.00775938,0.00080988,0.11691505
-5.74187094,1.14540565,0.06245590,0.99715154,0.04252585,0.06023228,0.00053140,0.00795051,0.00073523,0.12336312
-5.73586793,1.14699601,0.06548054,0.99198465,0.04223475,0.06228070,0.00049307,0.00815265,0.00066731,0.12974394
-5.72986493,1.14876974,0.06840034,0.98712534,0.04204379,0.06429939,0.00045905,0.00835834,0.00060642,0.13592817
-5.72386193,1.15022399,0.07115192,0.98222641,0.04192796,0.06623676,0.00042957,0.00855974,0.00055270,0.14178367
-5.71785893,1.15081694,0.07367244,0.97690242,0.04185927,0.06804009,0.00040473,0.00874891,0.00050615,0.14717923
-5.71185593,1.14998969,0.07590156,0.97074674,0.04180794,0.06965723,0.00038451,0.00891805,0.00046659,0.15198844
-5.70585293,1.14718920,0.07778330,0.96334971,0.04174366,0.07103837,0.00036878,0.00905977,0.00043375,0.15609366
-5.69984992,1.14189121,0.07926793,0.95431685,0.04163683,0.07213772,0.00035727,0.00916731,0.00040723,0.15938967
-5.69384692,1.13362204,0.08031353,0.94328652,0.04145976,0.07291510,0.00034967,0.00923481,0.00038653,0.16178712
-5.68784392,1.12197843,0.08088743,0.92994609,0.04118774,0.07333728,0.00034554,0.00925743,0.00037112,0.16321543
-5.68184092,1.10664436,0.08096726,0.91404585,0.04079997,0.07337916,0.00034443,0.00923155,0.00036036,0.16362507
-5.67583792,1.08740417,0.08054169,0.89541008,0.04028037,0.07302453,0.00034582,0.00915487,0.00035364,0.16298920
-5.66983492,1.06415148,0.07961076,0.87394492,0.03961803,0.07226663,0.00034917,0.00902641,0.00035030,0.16130443
-5.66383192,1.03689350,0.07818580,0.84964247,0.03880760,0.07110827,0.00035392,0.00884660,0.00034969,0.15859080
-5.65782891,1.00575075,0.07628901,0.82258136,0.03784930,0.06956166,0.00035953,0.00861718,0.00035119,0.15489100
-5.65182591,0.97095219,0.07395262,0.79292365,0.03674878,0.06764787,0.00036549,0.00834113,0.00035422,0.15026877
-5.64582291,0.93282628,0.07121778,0.76090836,0.03551676,0.06539605,0.00037130,0.00802255,0.00035822,0.14480658
-5.63981991,0.89178843,0.06813315,0.72684217,0.03416846,0.06284237,0.00037653,0.00766651,0.00036271,0.13860287
-5.63381691,0.84832553,0.06475330,0.69108765,0.03272289,0.06002876,0.00038078,0.00727884,0.00036726,0.13176874
-5.62781391,0.80297846,0.06113703,0.65404983,0.03120201,0.05700154,0.00038374,0.00686597,0.00037152,0.12442444
-5.62181091,0.75632339,0.05734564,0.61616169,0.02962988,0.05380998,0.00038515,0.00643475,0.00037518,0.11669570
-5.61580790,0.70895273,0.05344117,0.57786925,0.02803172,0.05050487,0.00038483,0.00599218,0.00037804,0.10871014
-5.60980490,0.66145668,0.04948487,0.53961701,0.02643297,0.04713714,0.00038265,0.00554533,0.00037994,0.10059392
-5.60380190,0.61440600,0.04553576,0.50183433,0.02485853,0.04375659,0.00037859,0.00510111,0.00038078,0.09246859
-5.59779890,0.56833680,0.04164943,0.46492318,0.02333193,0.04041083,0.00037264,0.00466620,0.00038052,0.08444859
-5.59179590,0.52373773,0.03787714,0.42924782,0.02187476,0.03714438,0.00036491,0.00424691,0.00037917,0.07663908
-5.58579290,0.48104005,0.03426513,0.39512659,0.02050618,0.03399804,0.00035550,0.00384916,0.00037678,0.06913443
-5.57978989,0.44061071,0.03085430,0.36282607,0.01924256,0.03100842,0.00034459,0.00347841,0.00037343,0.06201738
-5.57378689,0.40274851,0.02768013,0.33255764,0.01809739,0.02820782,0.00033238,0.00313973,0.00036921,0.05535862
-5.56778389,0.36768323,0.02477289,0.30447637,0.01708120,0.02562423,0.00031910,0.00283782,0.00036424,0.04921703
-5.56178089,0.33557755,0.02215800,0.27868208,0.01620179,0.02328158,0.00030497,0.00257707,0.00035861,0.04364041
-5.55577789,0.30653140,0.01985667,0.25522242,0.01546448,0.02120019,0.00029025,0.00236165,0.00035245,0.03866652
-5.54977489,0.28058826,0.01788664,0.23409756,0.01487251,0.01939727,0.00027515,0.00219564,0.00034584,0.03432446
-5.54377189,0.25774304,0.01626293,0.21526620,0.01442753,0.01788758,0.00025990,0.00208313,0.00033888,0.03063629
-5.53776888,0.23795106,0.01499874,0.19865251,0.01413016,0.01668409,0.00024472,0.00202831,0.00033163,0.02761864
-5.53176588,0.22113743,0.01410618,0.18415369,0.01398053,0.01579863,0.00022977,0.00203556,0.00032416,0.02528437
-5.52576288,0.20720658,0.01359697,0.17164771,0.01397884,0.01524252,0.00021523,0.00210957,0.00031650,0.02364405
-5.51975988,0.19605130,0.01348304,0.16100087,0.01412588,0.01502708,0.00020124,0.00225531,0.00030870,0.02270726
-5.51375688,0.18756097,0.01377684,0.15207499,0.01442347,0.01516397,0.00018791,0.00247809,0.00030080,0.02248354
-5.50775388,0.18162867,0.01449154,0.14473386,0.01487482,0.01566543,0.00017534,0.00278349,0.00029285,0.02298306
-5.50175088,0.17815678,0.01564090,0.13884882,0.01548477,0.01654425,0.00016362,0.00317729,0.00028490,0.02421680
-5.49574787,0.17706107,0.01723900,0.13430327,0.01625991,0.01781363,0.00015284,0.00366535,0.00027703,0.02619641
-5.48974487,0.17827303,0.01929958,0.13099607,0.01720856,0.01948675,0.00014307,0.00425340,0.00026938,0.02893356
-5.48374187,0.18174064,0.02183529,0.12884379,0.01834065,0.02157617,0.00013439,0.00494685,0.00026210,0.03243901
-5.47773887,0.18742743,0.02485665,0.12778182,0.01966747,0.02409312,0.00012691,0.00575052,0.00025542,0.03672122
-5.47173587,0.19531026,0.02837089,0.12776447,0.02120131,0.02704651,0.00012074,0.00666835,0.00024963,0.04178478
-5.46573287,0.20537587,0.03238065,0.12876416,0.02295506,0.03044202,0.00011603,0.00770312,0.00024510,0.04762864
-5.45972986,0.21761663,0.03688273,0.13076980,0.02494170,0.03428102,0.00011295,0.00885614,0.00024227,0.05424424
-5.45372686,0.23202579,0.04186678,0.13378467,0.02717386,0.03855955,0.00011174,0.01012697,0.00024169,0.06161366
-5.44772386,0.24859262,0.04731416,0.13782394,0.02966335,0.04326741,0.00011265,0.01151319,0.00024402,0.06970802
-5.44172086,0.26729774,0.05319706,0.14291191,0.03242076,0.04838743,0.00011600,0.01301018,0.00025000,0.07848603
-5.43571786,0.28810907,0.05947779,0.14907938,0.03545511,0.05389483,0.00012216,0.01461100,0.00026050,0.08789305
-5.42971486,0.31097871,0.06610851,0.15636109,0.03877367,0.05975705,0.00013155,0.01630639,0.00027650,0.09786060
-5.42371186,0.33584084,0.07303136,0.16479349,0.04238185,0.06593372,0.00014464,0.01808475,0.00029908,0.10830649
-5.41770885,0.36261096,0.08017901,0.17441283,0.04628318,0.07237710,0.00016195,0.01993236,0.00032943,0.11913550
-5.41170585,0.39118639,0.08747573,0.18525367,0.05047951,0.07903280,0.00018404,0.02183359,0.00036882,0.13024088
-5.40570285,0.42144806,0.09483884,0.19734778,0.05497116,0.08584089,0.00021149,0.02377131,0.00041861,0.14150631
-5.39969985,0.45326343,0.10218072,0.21072331,0.05975726,0.09273731,0.00024492,0.02572729,0.00048020,0.15280865
-5.39369685,0.48649026,0.10941105,0.22540429,0.06483599,0.09965551,0.00028493,0.02768273,0.00055501,0.16402104
-5.38769385,0.52098096,0.11643944,0.24141014,0.07020487,0.10652834,0.00033212,0.02961887,0.00064446,0.17501648
-5.38169085,0.55658715,0.12317821,0.25875526,0.07586098,0.11329000,0.00038704,0.03151753,0.00074991,0.18567161
-5.37568784,0.59316414,0.12954523,0.27744846,0.08180096,0.11987799,0.00045020,0.03336175,0.00087261,0.19587059
-5.36968484,0.63057474,0.13546666,0.29749220,0.08802094,0.12623497,0.00052201,0.03513634,0.00101364,0.20550877
-5.36368184,0.66869240,0.14087960,0.31888146,0.09451628,0.13231049,0.00060276,0.03682839,0.00117389,0.21449620
-5.35767884,0.70740318,0.14573430,0.34160242,0.10128102,0.13806239,0.00069260,0.03842769,0.00135395,0.22276055
-5.35167584,0.74660663,0.14999600,0.36563077,0.10830721,0.14345790,0.00079154,0.03992701,0.00155407,0.23024950
-5.34567284,0.78621531,0.15364627,0.39092990,0.11558407,0.14847437,0.00089937,0.04132234,0.00177412,0.23693237
-5.33966983,0.82615339,0.15668368,0.41744905,0.12309704,0.15309960,0.00101570,0.04261293,0.00201351,0.24280096
-5.33366683,0.86635424,0.15912398,0.44512162,0.13082672,0.15733182,0.00113991,0.04380119,0.00227116,0.24786962
-5.32766383,0.90675750,0.16099957,0.47386385,0.13874793,0.16117930,0.00127117,0.04489258,0.00254549,0.25217443
-5.32166083,0.94730604,0.16235839,0.50357414,0.14682890,0.16465976,0.00140841,0.04589523,0.00283440,0.25577176
-5.31565783,0.98794314,0.16326231,0.53413317,0.15503059,0.16779947,0.00155037,0.04681964,0.00313525,0.25873610
-5.30965483,1.02861035,0.16378508,0.56540503,0.16330648,0.17063237,0.00169559,0.04767821,0.00344496,0.26115745
-5.30365183,1.06924645,0.16400991,0.59723942,0.17160262,0.17319912,0.00184245,0.04848481,0.00375999,0.26313828
-5.29764882,1.10978764,0.16402678,0.62947504,0.17985819,0.17554622,0.00198922,0.04925430,0.00407648,0.26479038
-5.29164582,1.15016919,0.16392966,0.66194392,0.18800655,0.17772531,0.00213408,0.05000210,0.00439030,0.26623158
-5.28564282,1.19032854,0.16381372,0.69447672,0.19597668,0.17979267,0.00227520,0.05074382,0.00469721,0.26758255
-5.27963982,1.23020950,0.16377257,0.72690856,0.20369511,0.18180889,0.00241078,0.05149491,0.00499298,0.26896380
-5.27363682,1.26976739,0.16389569,0.75908504,0.21108813,0.18383882,0.00253908,0.05227042,0.00527353,0.27049295
-5.26763382,1.30897443,0.16426608,0.79086810,0.21808430,0.18595158,0.00265854,0.05308474,0.00553508,0.27228230
-5.26163082,1.34782496,0.16495819,0.82214115,0.22461697,0.18822079,0.00276776,0.05395156,0.00577431,0.27443672
-5.25562781,1.38633971,0.16603617,0.85281307,0.23062681,0.19072467,0.00286558,0.05488366,0.00598847,0.27705185
-5.24962481,1.42456848,0.16755240,0.88282062,0.23606411,0.19354608,0.00295111,0.05589295,0.00617553,0.28021261
-5.24362181,1.46259078,0.16954643,0.91212898,0.24089073,0.19677229,0.00302377,0.05699035,0.00633425,0.28399193
-5.23761881,1.50051385,0.17204422,0.94073017,0.24508158,0.20049446,0.00308325,0.05818576,0.00646425,0.28844968
-5.23161581,1.53846788,0.17505768,0.96863924,0.24862550,0.20480652,0.00312956,0.05948797,0.00656602,0.29363174
-5.22561281,1.57659835,0.17858461,0.99588846,0.25152551,0.20980372,0.00316298,0.06090454,0.00664095,0.29956919
-5.21960980,1.61505571,0.18260884,1.02251961,0.25379839,0.21558040,0.00318407,0.06244162,0.00669123,0.30627766
-5.21360680,1.65398285,0.18710085,1.04857495,0.25547361,0.22222738,0.00319358,0.06410376,0.00671976,0.31375667
-5.20760380,1.69350102,0.19201851,1.07408727,0.25659171,0.22982870,0.00319246,0.06589367,0.00673009,0.32198927
-5.20160080,1.73369502,0.19730830,1.09906989,0.25720221,0.23845808,0.00318176,0.06781195,0.00672616,0.33094179
-5.19559780,1.77459874,0.20290668,1.12350714,0.25736111,0.24817496,0.00316260,0.06985681,0.00671223,0.34056381
-5.18959480,1.81618193,0.20874184,1.14734617,0.25712834,0.25902063,0.00313613,0.07202385,0.00669260,0.35078859
-5.18359180,1.85833948,0.21473569,1.17049078,0.25656509,0.27101435,0.00310344,0.07430584,0.00667145,0.36153372
-5.17758879,1.90088388,0.22080604,1.19279774,0.25573135,0.28414992,0.00306553,0.07669258,0.00665266,0.37270240
-5.17158579,1.94354191,0.22686900,1.21407622,0.25468372,0.29839280,0.00302332,0.07917092,0.00663960,0.38418504
-5.16558279,1.98595594,0.23284150,1.23409042,0.25347370,0.31367810,0.00297753,0.08172479,0.00663500,0.39586153
-5.15957979,2.02769019,0.23864381,1.25256562,0.25214646,0.32990954,0.00292874,0.08433546,0.00664086,0.40760388
-5.15357679,2.06824202,0.24420211,1.26919729,0.25074020,0.34695966,0.00287738,0.08698187,0.00665829,0.41927938
-5.14757379,2.10705782,0.24945088,1.28366316,0.24928612,0.36467125,0.00282368,0.08964112,0.00668758,0.43075409
-5.14157079,2.14355295,0.25433509,1.29563734,0.24780894,0.38286013,0.00276775,0.09228910,0.00672810,0.44189666
-5.13556778,2.17713478,0.25881212,1.30480608,0.24632791,0.40131929,0.00270956,0.09490120,0.00677848,0.45258224
-5.12956478,2.20722787,0.26285327,1.31088415,0.24485828,0.41982408,0.00264901,0.09745311,0.00683658,0.46269635
-5.12356178,2.23329972,0.26644488,1.31363093,0.24341297,0.43813855,0.00258591,0.09992166,0.00689973,0.47213865
-5.11755878,2.25488608,0.26958887,1.31286534,0.24200444,0.45602244,0.00252009,0.10228566,0.00696483,0.48082625
-5.11155578,2.27161407,0.27230278,1.30847871,0.24064649,0.47323869,0.00245135,0.10452675,0.00702855,0.48869662
-5.10555278,2.28322214,0.27461928,1.30044476,0.23935594,0.48956103,0.00237957,0.10663007,0.00708753,0.49570967
-5.09954977,2.28957538,0.27658510,1.28882611,0.23815398,0.50478130,0.00230469,0.10858489,0.00713858,0.50184917
-5.09354677,2.29067537,0.27825935,1.27377677,0.23706708,0.51871616,0.00222675,0.11038506,0.00717880,0.50712309
-5.08754377,2.28666391,0.27971148,1.25554053,0.23612743,0.53121277,0.00214591,0.11202920,0.00720582,0.51156307
-5.08154077,2.27782008,0.28101861,1.23444493,0.23537274,0.54215324,0.00206243,0.11352072,0.00721787,0.51522273
-5.07553777,2.26455073,0.28226262,1.21089140,0.23484543,0.55145745,0.00197671,0.11486758,0.00721388,0.51817504
-5.06953477,2.24737458,0.28352684,1.18534161,0.23459127,0.55908427,0.00188927,0.11608179,0.00719354,0.52050865
-5.06353177,2.22690076,0.28489256,1.15830096,0.23465739,0.56503097,0.00180070,0.11717864,0.00715730,0.52232341
-5.05752876,2.20380260,0.28643540,1.13029976,0.23508990,0.56933090,0.00171171,0.11817579,0.00710634,0.52372511
-5.05152576,2.17878797,0.28822172,1.10187326,0.23593106,0.57204963,0.00162304,0.11909204,0.00704248,0.52481977
-5.04552276,2.15256779,0.29030512,1.07354123,0.23721634,0.57327972,0.00153547,0.11994613,0.00696809,0.52570767
-5.03951976,2.12582409,0.29272324,1.04578841,0.23897141,0.57313452,0.00144981,0.12075530,0.00688596,0.52647732
-5.03351676,2.09917958,0.29549488,1.01904655,0.24120930,0.57174133,0.00136684,0.12153397,0.00679912,0.52719980
-5.02751376,2.07317013,0.29861774,0.99367917,0.24392789,0.56923441,0.00128728,0.12229242,0.00671073,0.52792373
-5.02151076,2.04822191,0.30206675,0.96996962,0.24710799,0.56574823,0.00121182,0.12303564,0.00662388,0.52867106
-5.01550775,2.02463440,0.30579322,0.94811321,0.25071206,0.56141144,0.00114106,0.12376239,0.00654150,0.52943412
-5.00950475,2.00257030,0.30972483,0.92821373,0.25468384,0.55634188,0.00107552,0.12446460,0.00646618,0.53017398
-5.00350175,1.98205305,0.31376663,0.91028448,0.25894893,0.55064301,0.00101562,0.12512706,0.00640016,0.53082046
-4.99749875,1.96297217,0.31780295,0.89425385,0.26341634,0.54440194,0.00096168,0.12572750,0.00634521,0.53127371
-4.99149575,1.94509627,0.32170036,0.87997510,0.26798109,0.53768908,0.00091394,0.12623716,0.00630264,0.53140747
-4.98549275,1.92809308,0.32531149,0.86723971,0.27252778,0.53055954,0.00087254,0.12662165,0.00627330,0.53107388
-4.97948974,1.91155548,0.32847977,0.85579375,0.27693497,0.52305600,0.00083758,0.12684224,0.00625769,0.53010973
-4.97348674,1.89503212,0.33104470,0.84535624,0.28108021,0.51521282,0.00080906,0.12685750,0.00625595,0.52834372
-4.96748374,1.87806090,0.33284777,0.83563856,0.28484560,0.50706117,0.00078699,0.12662517,0.00626804,0.52560464
-4.96148074,1.86020349,0.33373843,0.82636392,0.28812340,0.49863457,0.00077131,0.12610417,0.00629385,0.52172985
-4.95547774,1.84107891,0.33358020,0.81728567,0.29082164,0.48997447,0.00076199,0.12525669,0.00633329,0.51657375
-4.94947474,1.82039422,0.33225638,0.80820377,0.29286924,0.48113545,0.00075897,0.12405030,0.00638643,0.51001577
-4.94347174,1.79797048,0.32967521,0.79897824,0.29422051,0.47218956,0.00076224,0.12245978,0.00645361,0.50196750
-4.93746873,1.77376259,0.32577426,0.78953914,0.29485855,0.46322928,0.00077179,0.12046878,0.00653551,0.49237850
-4.93146573,1.74787175,0.32052370,0.77989245,0.29479764,0.45436906,0.00078764,0.11807111,0.00663321,0.48124055
-4.92546273,1.72054976,0.31392845,0.77012174,0.29408409,0.44574498,0.00080984,0.11527163,0.00674816,0.46859007
-4.91945973,1.69219507,0.30602899,0.76038545,0.29279579,0.43751257,0.00083843,0.11208661,0.00688221,0.45450865
-4.91345673,1.66334062,0.29690081,0.75091023,0.29104026,0.42984286,0.00087347,0.10854370,0.00703748,0.43912159
-4.90745373,1.63463432,0.28665259,0.74198061,0.28895127,0.42291674,0.00091501,0.10468138,0.00721630,0.42259461
-4.90145073,1.60681332,0.27542319,0.73392593,0.28668429,0.41691793,0.00096303,0.10054794,0.00742103,0.40512893
-4.89544772,1.58067357,0.26337758,0.72710511,0.28441088,0.41202509,0.00101750,0.09620015,0.00765389,0.38695494
-4.88944472,1.55703649,0.25070202,0.72189043,0.28231237,0.40840327,0.00107827,0.09170156,0.00791680,0.36832495
-4.88344172,1.53671475,0.23759862,0.71865120,0.28057313,0.40619542,0.00114514,0.08712067,0.00821119,0.34950523
-4.87743872,1.52047921,0.22427976,0.71773842,0.27937374,0.40551440,0.00121778,0.08252898,0.00853780,0.33076796
-4.87143572,1.50902893,0.21096240,0.71947125,0.27888453,0.40643595,0.00129575,0.07799898,0.00889650,0.31238343
-4.86543272,1.50296596,0.19786278,0.72412629,0.27925967,0.40899318,0.00137852,0.07360236,0.00928621,0.29461276
-4.85942971,1.50277644,0.18519160,0.73193004,0.28063224,0.41317278,0.00146542,0.06940834,0.00970478,0.27770169
-4.85342671,1.50881903,0.17314992,0.74305527,0.28311044,0.41891346,0.00155573,0.06548230,0.01014896,0.26187551
-4.84742371,1.52132116,0.16192590,0.75762126,0.28677517,0.42610653,0.00164864,0.06188477,0.01061442,0.24733535
-4.84142071,1.54038331,0.15169249,0.77569793,0.29167900,0.43459878,0.00174332,0.05867065,0.01109582,0.23425598
-4.83541771,1.56599085,0.14260599,0.79731352,0.29784663,0.44419763,0.00183895,0.05588894,0.01158697,0.22278488
-4.82941471,1.59803249,0.13480550,0.82246528,0.30527663,0.45467803,0.00193476,0.05358269,0.01208098,0.21304280
-4.82341171,1.63632403,0.12841313,0.85113236,0.31394447,0.46579115,0.00203010,0.05178927,0.01257054,0.20512523
-4.81740870,1.68063579,0.12353470,0.88328994,0.32380643,0.47727407,0.00212446,0.05054090,0.01304817,0.19910484
-4.81140570,1.73072161,0.12026095,0.91892365,0.33480417,0.48886021,0.00221753,0.04986521,0.01350650,0.19503444
-4.80540270,1.78634754,0.11866880,0.95804297,0.34686967,0.50028986,0.00230925,0.04978603,0.01393859,0.19295010
-4.79939970,1.84731793,0.11882258,1.00069273,0.35993014,0.51132018,0.00239982,0.05032402,0.01433824,0.19287426
-4.79339670,1.91349711,0.12077505,1.04696152,0.37391255,0.52173432,0.00248975,0.05149721,0.01470020,0.19481840
-4.78739370,1.98482474,0.12456788,1.09698622,0.38874746,0.53134908,0.00257985,0.05332137,0.01502047,0.19878498
-4.78139070,2.06132366,0.13023165,1.15095189,0.40437191,0.54002069,0.00267121,0.05581013,0.01529641,0.20476865
-4.77538769,2.14309907,0.13778502,1.20908665,0.42073114,0.54764855,0.00276519,0.05897475,0.01552689,0.21275637
-4.76938469,2.23032876,0.14723340,1.27165138,0.43777892,0.55417661,0.00286339,0.06282362,0.01571232,0.22272651
-4.76338169,2.32324446,0.15856674,1.33892436,0.45547660,0.55959258,0.00296758,0.06736141,0.01585463,0.23464698
-4.75737869,2.42210495,0.17175695,1.41118133,0.47379080,0.56392478,0.00307959,0.07258790,0.01595715,0.24847243
-4.75137569,2.52716220,0.18675473,1.48867179,0.49268994,0.56723712,0.00320130,0.07849669,0.01602440,0.26414080
-4.74537269,2.63862220,0.20348636,1.57159244,0.51213978,0.56962235,0.00333448,0.08507357,0.01606192,0.28156940
-4.73936968,2.75660258,0.22185039,1.66005921,0.53209831,0.57119412,0.00348073,0.09229500,0.01607594,0.30065089
-4.73336668,2.88108943,0.24171477,1.75407907,0.55251031,0.57207819,0.00364135,0.10012651,0.01607304,0.32124946
-4.72736368,3.01189578,0.26291454,1.85352338,0.57330201,0.57240338,0.00381726,0.10852130,0.01605986,0.34319760
-4.72136068,3.14862444,0.28525039,1.95810414,0.59437616,0.57229281,0.00400893,0.11741916,0.01604271,0.36629368
-4.71535768,3.29063745,0.30848834,2.06735477,0.61560796,0.57185575,0.00421627,0.12674572,0.01602727,0.39030082
-4.70935468,3.43703450,0.33236076,2.18061662,0.63684220,0.57118064,0.00443859,0.13641221,0.01601828,0.41494711
-4.70335168,3.58664204,0.35656883,2.29703251,0.65789184,0.57032956,0.00467459,0.14631576,0.01601933,0.43992749
-4.69734867,3.73801433,0.38078651,2.41554797,0.67853825,0.56933438,0.00492230,0.15634040,0.01603262,0.46490727
-4.69134567,3.88944720,0.40466601,2.53492086,0.69853332,0.56819487,0.00517913,0.16635859,0.01605890,0.48952737
-4.68534267,4.03900473,0.42784459,2.65373945,0.71760325,0.56687857,0.00544190,0.17623340,0.01609738,0.51341109
-4.67933967,4.18455805,0.44995265,2.77044866,0.73545417,0.56532263,0.00570688,0.18582136,0.01614580,0.53617235
-4.67333667,4.32383535,0.47062263,2.88338391,0.75177925,0.56343720,0.00596992,0.19497563,0.01620052,0.55742486
-4.66733367,4.45448131,0.48949858,2.99081160,0.76626704,0.56111035,0.00622654,0.20354976,0.01625669,0.57679222
-4.66133067,4.57412355,0.50624584,3.09097474,0.77861075,0.55821410,0.00647203,0.21140149,0.01630849,0.59391821
-4.65532766,4.68044385,0.52056067,3.18214225,0.78851807,0.55461119,0.00670162,0.21839686,0.01634937,0.60847710
-4.64932466,4.77125089,0.53217910,3.26266005,0.79572097,0.55016236,0.00691060,0.22441404,0.01637240,0.62018327
-4.64332166,4.84455191,0.54088493,3.33100201,0.79998526,0.54473357,0.00709447,0.22934714,0.01637056,0.62880006
