energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81990995,5.02871742,1.56442745,2.65938746,0.75660856,0.49007699,0.00471052,0.45714436,0.01746487,1.14003332
-5.81390695,4.89677770,1.49771873,2.60052730,0.73801884,0.48022143,0.00474844,0.44145196,0.01707129,1.10888106
-5.80790395,4.76307466,1.42938176,2.54040444,0.71872177,0.47085793,0.00476710,0.42580348,0.01660849,1.07737745
-5.80190095,4.62907357,1.36030806,2.47974955,0.69891006,0.46201041,0.00476561,0.41039452,0.01608174,1.04580148
-5.79589795,4.49632355,1.29139407,2.41935089,0.67878788,0.45370566,0.00474339,0.39542997,0.01549776,1.01444596
-5.78989495,4.36641817,1.22351992,2.36003659,0.65856563,0.44597003,0.00470022,0.38111951,0.01486438,0.98360796
-5.78389195,4.24095490,1.15752978,2.30265551,0.63845494,0.43882590,0.00463625,0.36767301,0.01419037,0.95357917
-5.77788894,4.12149449,1.09421421,2.24805737,0.61866395,0.43228818,0.00455201,0.35529569,0.01348512,0.92463655
-5.77188594,4.00952165,1.03429501,2.19707253,0.59939281,0.42636111,0.00444841,0.34418349,0.01275833,0.89703380
-5.76588294,3.90640779,0.97841254,2.15049173,0.58082977,0.42103561,0.00432672,0.33451840,0.01201979,0.87099366
-5.75987994,3.81337679,0.92711584,2.10904637,0.56314753,0.41628725,0.00418853,0.32646403,0.01127904,0.84670174
-5.75387694,3.73147432,0.88085531,2.07338947,0.54650020,0.41207516,0.00403574,0.32016145,0.01054519,0.82430156
-5.74787394,3.66154137,0.83997788,2.04407777,0.53102055,0.40834174,0.00387047,0.31572526,0.00982667,0.80389138
-5.74187094,3.60419212,0.80472440,2.02155521,0.51681791,0.40501343,0.00369502,0.31324003,0.00913107,0.78552256
-5.73586793,3.55979661,0.77522900,2.00613828,0.50397631,0.40200232,0.00351183,0.31275714,0.00846499,0.76919945
-5.72986493,3.52846843,0.75152026,1.99800337,0.49255321,0.39920859,0.00332336,0.31429202,0.00783396,0.75488095
-5.72386193,3.51005742,0.73352377,1.99717672,0.48257865,0.39652372,0.00313206,0.31782197,0.00724240,0.74248325
-5.71785893,3.50414774,0.72106604,2.00352724,0.47405480,0.39383411,0.00294029,0.32328452,0.00669358,0.73188388
-5.71185593,3.51006133,0.71387954,2.01676263,0.46695609,0.39102512,0.00275029,0.33057652,0.00618964,0.72292658
-5.70585293,3.52686695,0.71160884,2.03642921,0.46122980,0.38798517,0.00256407,0.33955401,0.00573167,0.71542700
-5.69984992,3.55339487,0.71381774,2.06191578,0.45679714,0.38460981,0.00238340,0.35003295,0.00531978,0.70917878
-5.69384692,3.58825726,0.71999748,2.09246179,0.45355497,0.38080541,0.00220982,0.36179104,0.00495318,0.70395986
-5.68784392,3.62987424,0.72957607,2.12717005,0.45137795,0.37649247,0.00204451,0.37457052,0.00463034,0.69953882
-5.68184092,3.67650542,0.74192872,2.16502387,0.45012132,0.37160827,0.00188842,0.38808222,0.00434908,0.69568096
-5.67583792,3.72628664,0.75638945,2.20490866,0.44962412,0.36610880,0.00174214,0.40201062,0.00410674,0.69215406
-5.66983492,3.77727133,0.77226383,2.24563758,0.44971299,0.35996996,0.00160603,0.41602019,0.00390029,0.68873360
-5.66383192,3.82747574,0.78884276,2.28598066,0.45020620,0.35318794,0.00148014,0.42976269,0.00372647,0.68520742
-5.65782891,3.87492710,0.80541716,2.32469677,0.45091817,0.34577887,0.00136434,0.44288532,0.00358196,0.68137972
-5.65182591,3.91771350,0.82129331,2.36056737,0.45166412,0.33777777,0.00125825,0.45503967,0.00346345,0.67707440
-5.64582291,3.95403400,0.83580841,2.39243099,0.45226481,0.32923693,0.00116138,0.46589092,0.00336779,0.67213779
-5.63981991,3.98224740,0.84834603,2.41921725,0.45255126,0.32022382,0.00107310,0.47512727,0.00329207,0.66644079
-5.63381691,4.00091803,0.85835104,2.43997898,0.45236933,0.31081864,0.00099271,0.48246901,0.00323373,0.65988033
-5.62781391,4.00885671,0.86534321,2.45392128,0.45158387,0.30111173,0.00091945,0.48767696,0.00319060,0.65238048
-5.62181091,4.00515530,0.86892927,2.46042609,0.45008254,0.29120085,0.00085259,0.49056000,0.00316098,0.64389303
-5.61580790,3.98921316,0.86881272,2.45907127,0.44777889,0.28118852,0.00079139,0.49098108,0.00314363,0.63439757
-5.60980490,3.96075444,0.86480090,2.44964320,0.44461480,0.27117945,0.00073517,0.48886171,0.00313784,0.62390127
-5.60380190,3.91983492,0.85680918,2.43214222,0.44056207,0.26127821,0.00068330,0.48418449,0.00314336,0.61243822
-5.59779890,3.86683811,0.84486166,2.40678056,0.43562309,0.25158701,0.00063523,0.47699359,0.00316040,0.60006830
-5.59179590,3.80246023,0.82908856,2.37397276,0.42983053,0.24220385,0.00059051,0.46739318,0.00318959,0.58687564
-5.58579290,3.72768467,0.80972016,2.33431879,0.42324609,0.23322074,0.00054873,0.45554367,0.00323187,0.57296665
-5.57978989,3.64374647,0.78707753,2.28858073,0.41595823,0.22472223,0.00050959,0.44165613,0.00328843,0.55846747
-5.57378689,3.55208834,0.76156035,2.23765370,0.40807904,0.21678401,0.00047284,0.42598495,0.00336061,0.54352092
-5.56778389,3.45430980,0.73363229,2.18253259,0.39974022,0.20947174,0.00043833,0.40881906,0.00344974,0.52828297
-5.56178089,3.35211135,0.70380452,2.12427566,0.39108837,0.20283988,0.00040590,0.39047216,0.00355709,0.51291869
-5.55577789,3.24723616,0.67261801,2.06396686,0.38227974,0.19693070,0.00037550,0.37127241,0.00368365,0.49759773
-5.54977489,3.14141122,0.64062532,2.00267825,0.37347457,0.19177333,0.00034706,0.35155178,0.00383011,0.48248954
-5.54377189,3.03629070,0.60837257,1.94143416,0.36483123,0.18738297,0.00032054,0.33163584,0.00399664,0.46775831
-5.53776888,2.93340340,0.57638231,1.88117841,0.35650042,0.18376022,0.00029592,0.31183408,0.00418288,0.45355795
-5.53176588,2.83410644,0.54513792,1.82274593,0.34861962,0.18089060,0.00027317,0.29243135,0.00438779,0.44002711
-5.52576288,2.73954685,0.51507010,1.76683968,0.34130793,0.17874440,0.00025226,0.27368060,0.00460965,0.42728464
-5.51975988,2.65063236,0.48654581,1.71401358,0.33466164,0.17727678,0.00023316,0.25579717,0.00484598,0.41542558
-5.51375688,2.56801210,0.45986008,1.66466191,0.32875062,0.17642828,0.00021579,0.23895476,0.00509358,0.40451786
-5.50775388,2.49206787,0.43523088,1.61901527,0.32361569,0.17612578,0.00020009,0.22328320,0.00534857,0.39460002
-5.50175088,2.42291569,0.41279695,1.57714283,0.31926708,0.17628397,0.00018598,0.20886793,0.00560643,0.38567993
-5.49574787,2.36041719,0.39261870,1.53896056,0.31568412,0.17680715,0.00017336,0.19575109,0.00586213,0.37773470
-5.48974487,2.30420012,0.37468188,1.50424472,0.31281606,0.17759167,0.00016210,0.18393411,0.00611027,0.37071189
-5.48374187,2.25368651,0.35890367,1.47264975,0.31058409,0.17852867,0.00015210,0.17338157,0.00634521,0.36453175
-5.47773887,2.20812726,0.34514097,1.44372964,0.30888449,0.17950716,0.00014323,0.16402604,0.00656128,0.35909076
-5.47173587,2.16664137,0.33320028,1.41696175,0.30759270,0.18041733,0.00013534,0.15577367,0.00675292,0.35426605
-5.46573287,2.12825812,0.32284879,1.39177209,0.30656823,0.18115406,0.00012833,0.14851023,0.00691492,0.34992064
-5.45972986,2.09196041,0.31382610,1.36756084,0.30566019,0.18162024,0.00012205,0.14210738,0.00704257,0.34590925
-5.45372686,2.05672763,0.30585621,1.34372750,0.30471317,0.18173003,0.00011639,0.13642875,0.00713184,0.34208447
-5.44772386,2.02157638,0.29865909,1.31969441,0.30357329,0.18141178,0.00011123,0.13133589,0.00717950,0.33830290
-5.44172086,1.98559765,0.29196169,1.29492821,0.30209416,0.18061049,0.00010647,0.12669351,0.00718329,0.33443108
-5.43571786,1.94798933,0.28550773,1.26895840,0.30014245,0.17928972,0.00010202,0.12237425,0.00714192,0.33035100
-5.42971486,1.90808298,0.27906620,1.24139275,0.29760294,0.17743284,0.00009780,0.11826255,0.00705520,0.32596476
-5.42371186,1.86536433,0.27243819,1.21192896,0.29438275,0.17504365,0.00009372,0.11425774,0.00692397,0.32119844
-5.41770885,1.81948698,0.26546203,1.18036262,0.29041473,0.17214617,0.00008975,0.11027614,0.00675011,0.31600487
-5.41170585,1.77027932,0.25801649,1.14659137,0.28565970,0.16878383,0.00008583,0.10625245,0.00653646,0.31036523
-5.40570285,1.71774464,0.25002233,1.11061523,0.28010767,0.16501792,0.00008193,0.10214013,0.00628668,0.30428954
-5.39969985,1.66205499,0.24144194,1.07253349,0.27377787,0.16092549,0.00007803,0.09791112,0.00600515,0.29781594
-5.39369685,1.60353931,0.23227755,1.03253837,0.26671773,0.15659671,0.00007412,0.09355480,0.00569681,0.29100887
-5.38769385,1.54266657,0.22256796,0.99090587,0.25900077,0.15213187,0.00007018,0.08907646,0.00536698,0.28395635
-5.38169085,1.48002492,0.21238420,0.94798436,0.25072367,0.14763813,0.00006624,0.08449526,0.00502119,0.27676634
-5.37568784,1.41629784,0.20182427,0.90418142,0.24200249,0.14322605,0.00006229,0.07984191,0.00466502,0.26956252
-5.36968484,1.35223831,0.19100732,0.85994939,0.23296839,0.13900625,0.00005837,0.07515611,0.00430393,0.26247953
-5.36368184,1.28864221,0.18006753,0.81577053,0.22376291,0.13508604,0.00005449,0.07048395,0.00394311,0.25565806
-5.35767884,1.22632186,0.16914802,0.77214205,0.21453314,0.13156633,0.00005069,0.06587539,0.00358737,0.24923976
-5.35167584,1.16608077,0.15839489,0.72956177,0.20542682,0.12853887,0.00004700,0.06138178,0.00324103,0.24336234
-5.34567284,1.10869053,0.14795181,0.68851492,0.19658776,0.12608387,0.00004346,0.05705369,0.00290783,0.23815501
-5.33966983,1.05487052,0.13795517,0.64946245,0.18815154,0.12426802,0.00004010,0.05293902,0.00259094,0.23373427
-5.33366683,1.00527102,0.12853003,0.61283126,0.18024179,0.12314309,0.00003698,0.04908134,0.00229284,0.23020045
-5.32766383,0.96046030,0.11978689,0.57900665,0.17296715,0.12274500,0.00003412,0.04551873,0.00201544,0.22763481
-5.32166083,0.92091571,0.11181940,0.54832711,0.16641885,0.12309339,0.00003157,0.04228291,0.00175999,0.22609748
-5.31565783,0.88701906,0.10470283,0.52108149,0.16066919,0.12419180,0.00002938,0.03939867,0.00152723,0.22562624
-5.30965483,0.85905592,0.09849354,0.49750848,0.15577066,0.12602824,0.00002759,0.03688373,0.00131735,0.22623608
-5.30365183,0.83721870,0.09322902,0.47779823,0.15175595,0.12857625,0.00002625,0.03474885,0.00113014,0.22791956
-5.29764882,0.82161293,0.08892875,0.46209577,0.14863857,0.13179638,0.00002540,0.03299813,0.00096500,0.23064800
-5.29164582,0.81226617,0.08559543,0.45050590,0.14641409,0.13563793,0.00002509,0.03162959,0.00082104,0.23437321
-5.28564282,0.80913877,0.08321673,0.44309892,0.14506192,0.14004098,0.00002537,0.03063585,0.00069715,0.23902990
-5.27963982,0.81213572,0.08176716,0.43991698,0.14454748,0.14493857,0.00002627,0.03000488,0.00059209,0.24453843
-5.27363682,0.82111875,0.08121017,0.44098020,0.14482454,0.15025897,0.00002785,0.02972080,0.00050449,0.25080790
-5.26763382,0.83591776,0.08150017,0.44629218,0.14583778,0.15592782,0.00003014,0.02976469,0.00043298,0.25773930
-5.26163082,0.85634100,0.08258453,0.45584440,0.14752527,0.16187032,0.00003319,0.03011533,0.00037618,0.26522870
-5.25562781,0.88218310,0.08440533,0.46961908,0.14982083,0.16801304,0.00003702,0.03074985,0.00033273,0.27317023
-5.24962481,0.91323059,0.08690086,0.48759015,0.15265614,0.17428561,0.00004166,0.03164431,0.00030138,0.28145871
-5.24362181,0.94926446,0.09000697,0.50972207,0.15596257,0.18062199,0.00004713,0.03277419,0.00028092,0.28999197
-5.23761881,0.99005964,0.09365797,0.53596663,0.15967256,0.18696138,0.00005344,0.03411467,0.00027025,0.29867254
-5.23161581,1.03538147,0.09778742,0.56625758,0.16372067,0.19324880,0.00006058,0.03564092,0.00026834,0.30740891
-5.22561281,1.08497939,0.10232853,0.60050361,0.16804414,0.19943524,0.00006853,0.03732825,0.00027426,0.31611613
-5.21960980,1.13857847,0.10721451,0.63857981,0.17258314,0.20547744,0.00007726,0.03915213,0.00028715,0.32471598
-5.21360680,1.19586926,0.11237862,0.68031844,0.17728063,0.21133746,0.00008672,0.04108824,0.00030619,0.33313662
-5.20760380,1.25649704,0.11775427,0.72549947,0.18208195,0.21698185,0.00009685,0.04311240,0.00033063,0.34131178
-5.20160080,1.32005120,0.12327494,0.77384172,0.18693426,0.22238078,0.00010754,0.04520056,0.00035974,0.34917983
-5.19559780,1.38605584,0.12887425,0.82499534,0.19178580,0.22750699,0.00011870,0.04732872,0.00039281,0.35668252
-5.18959480,1.45396251,0.13448598,0.87853632,0.19658527,0.23233477,0.00013021,0.04947293,0.00042913,0.36376377
-5.18359180,1.52314592,0.14004419,0.93396391,0.20128115,0.23683896,0.00014194,0.05160929,0.00046802,0.37036852
-5.17758879,1.59290351,0.14548354,0.99070118,0.20582128,0.24099413,0.00015374,0.05371399,0.00050877,0.37644175
-5.17158579,1.66245917,0.15073957,1.04809946,0.21015265,0.24477391,0.00016547,0.05576342,0.00055069,0.38192778
-5.16558279,1.73097157,0.15574925,1.10544662,0.21422144,0.24815057,0.00017698,0.05773431,0.00059309,0.38676990
-5.15957979,1.79754708,0.16045154,1.16197926,0.21797340,0.25109480,0.00018813,0.05960394,0.00063528,0.39091043
-5.15357679,1.86125699,0.16478803,1.21689855,0.22135455,0.25357590,0.00019878,0.06135035,0.00067662,0.39429104
-5.14757379,1.92115847,0.16870373,1.26938921,0.22431216,0.25556205,0.00020883,0.06295259,0.00071652,0.39685363
-5.14157079,1.97631854,0.17214775,1.31864092,0.22679602,0.25702095,0.00021818,0.06439103,0.00075444,0.39854141
-5.13556778,2.02584009,0.17507416,1.36387127,0.22875996,0.25792064,0.00022678,0.06564764,0.00078994,0.39930033
-5.12956478,2.06888865,0.17744265,1.40434934,0.23016351,0.25823049,0.00023460,0.06670632,0.00082270,0.39908079
-5.12356178,2.10471887,0.17921928,1.43941861,0.23097365,0.25792229,0.00024166,0.06755314,0.00085253,0.39783936
-5.11755878,2.13269938,0.18037711,1.46851838,0.23116661,0.25697151,0.00024800,0.06817669,0.00087941,0.39554075
-5.11155578,2.15233484,0.18089678,1.49120240,0.23072957,0.25535851,0.00025373,0.06856832,0.00090347,0.39215965
-5.10555278,2.16328419,0.18076695,1.50715407,0.22966223,0.25306975,0.00025898,0.06872238,0.00092505,0.38768250
-5.09954977,2.16537417,0.17998474,1.51619722,0.22797809,0.25009904,0.00026393,0.06863644,0.00094470,0.38210915
-5.09354677,2.15860749,0.17855593,1.51830210,0.22570552,0.24644851,0.00026879,0.06831147,0.00096315,0.37545421
-5.08754377,2.14316538,0.17649520,1.51358629,0.22288831,0.24212963,0.00027380,0.06775200,0.00098134,0.36774815
-5.08154077,2.11940421,0.17382610,1.50231055,0.21958591,0.23716389,0.00027921,0.06696618,0.00100040,0.35903808
-5.07553777,2.08784667,0.17058102,1.48486976,0.21587309,0.23158335,0.00028529,0.06596581,0.00102162,0.34938806
-5.06953477,2.04916772,0.16680092,1.46177961,0.21183913,0.22543097,0.00029230,0.06476633,0.00104642,0.33887907
-5.06353177,2.00417605,0.16253499,1.43365957,0.20758645,0.21876057,0.00030051,0.06338667,0.00107636,0.32760847
-5.05752876,1.95379206,0.15784009,1.40121319,0.20322873,0.21163664,0.00031013,0.06184911,0.00111302,0.31568910
-5.05152576,1.89902309,0.15278012,1.36520653,0.19888853,0.20413380,0.00032136,0.06017898,0.00115802,0.30324788
-5.04552276,1.84093722,0.14742512,1.32644579,0.19469447,0.19633597,0.00033437,0.05840432,0.00121292,0.29042404
-5.03951976,1.78063657,0.14185035,1.28575516,0.19077802,0.18833534,0.00034923,0.05655539,0.00127919,0.27736696
-5.03351676,1.71923125,0.13613509,1.24395579,0.18727001,0.18023106,0.00036600,0.05466422,0.00135815,0.26423378
-5.02751376,1.65781479,0.13036146,1.20184668,0.18429695,0.17212776,0.00038465,0.05276396,0.00145091,0.25118666
-5.02151076,1.59744203,0.12461307,1.16018820,0.18197738,0.16413394,0.00040507,0.05088832,0.00155828,0.23839003
-5.01550775,1.53911008,0.11897365,1.11968863,0.18041825,0.15636023,0.00042709,0.04907083,0.00168079,0.22600769
-5.00950475,1.48374282,0.11352569,1.08099412,0.17971158,0.14891768,0.00045050,0.04734420,0.00181859,0.21420004
-5.00350175,1.43217926,0.10834905,1.04468213,0.17993155,0.14191605,0.00047500,0.04573973,0.00197144,0.20312137
-4.99749875,1.38516599,0.10351975,1.01125821,0.18113208,0.13546219,0.00050025,0.04428662,0.00213870,0.19291749
-4.99149575,1.34335340,0.09910883,0.98115605,0.18334509,0.12965865,0.00052587,0.04301152,0.00231930,0.18372355
-4.98549275,1.30729567,0.09518133,0.95474021,0.18657958,0.12460233,0.00055145,0.04193809,0.00251179,0.17566236
-4.97948974,1.27745399,0.09179558,0.93231123,0.19082146,0.12038355,0.00057657,0.04108669,0.00271434,0.16884301
-4.97348674,1.25420252,0.08900257,0.91411247,0.19603431,0.11708514,0.00060081,0.04047418,0.00292481,0.16335994
-4.96748374,1.23783645,0.08684559,0.90033807,0.20216097,0.11478197,0.00062378,0.04011393,0.00314079,0.15929250
-4.96148074,1.22858149,0.08536010,0.89114148,0.20912592,0.11354048,0.00064509,0.04001584,0.00335970,0.15670472
-4.95547774,1.22660400,0.08457373,0.88664388,0.21683834,0.11341856,0.00066443,0.04018658,0.00357888,0.15564551
-4.94947474,1.23202101,0.08450645,0.88694196,0.22519583,0.11446541,0.00068153,0.04062985,0.00379566,0.15614908
-4.94347174,1.24490951,0.08517087,0.89211456,0.23408838,0.11672155,0.00069618,0.04134678,0.00400753,0.15823543
-4.93746873,1.26531424,0.08657263,0.90222770,0.24340268,0.12021877,0.00070827,0.04233631,0.00421219,0.16191095
-4.93146573,1.29325341,0.08871075,0.91733778,0.25302630,0.12498005,0.00071773,0.04359560,0.00440767,0.16716900
-4.92546273,1.32872206,0.09157802,0.93749258,0.26285172,0.13101941,0.00072459,0.04512043,0.00459243,0.17399033
-4.91945973,1.37169260,0.09516134,0.96273008,0.27277992,0.13834151,0.00072895,0.04690550,0.00476544,0.18234332
-4.91345673,1.42211246,0.09944193,0.99307507,0.28272335,0.14694118,0.00073096,0.04894467,0.00492622,0.19218408
-4.90745373,1.47989902,0.10439547,1.02853370,0.29260814,0.15680273,0.00073085,0.05123108,0.00507489,0.20345624
-4.90145073,1.54493178,0.10999214,1.06908617,0.30237551,0.16789918,0.00072888,0.05375713,0.00521218,0.21609061
-4.89544772,1.61704257,0.11619649,1.11467814,0.31198216,0.18019127,0.00072534,0.05651439,0.00533940,0.23000460
-4.88944472,1.69600395,0.12296733,1.16521099,0.32139989,0.19362657,0.00072053,0.05949329,0.00545838,0.24510161
-4.88344172,1.78151686,0.13025742,1.22053181,0.33061416,0.20813847,0.00071477,0.06268276,0.00557142,0.26127039
-4.87743872,1.87319811,0.13801326,1.28042349,0.33962204,0.22364539,0.00070835,0.06606979,0.00568117,0.27838442
-4.87143572,1.97056863,0.14617477,1.34459560,0.34842938,0.24005016,0.00070154,0.06963890,0.00579049,0.29630159
-4.86543272,2.07304335,0.15467516,1.41267673,0.35704756,0.25723964,0.00069456,0.07337158,0.00590236,0.31486408
-4.85942971,2.17992352,0.16344076,1.48420871,0.36548996,0.27508478,0.00068759,0.07724581,0.00601968,0.33389866
-4.85342671,2.29039225,0.17239107,1.55864339,0.37376825,0.29344100,0.00068076,0.08123556,0.00614514,0.35321744
-4.84742371,2.40351381,0.18143900,1.63534222,0.38188891,0.31214913,0.00067414,0.08531046,0.00628110,0.37261913
-4.84142071,2.51823718,0.19049127,1.71357905,0.38984996,0.33103677,0.00066772,0.08943558,0.00642939,0.39189084
-4.83541771,2.63340412,0.19944905,1.79254621,0.39763823,0.34992020,0.00066146,0.09357140,0.00659128,0.41081047
-4.82941471,2.74776181,0.20820888,1.87136388,0.40522720,0.36860667,0.00065527,0.09767393,0.00676733,0.42914952
-4.82341171,2.85997979,0.21666380,1.94909266,0.41257559,0.38689718,0.00064900,0.10169516,0.00695734,0.44667649
-4.81740870,2.96867104,0.22470474,2.02474902,0.41962684,0.40458956,0.00064250,0.10558359,0.00716033,0.46316062
-4.81140570,3.07241648,0.23222214,2.09732314,0.42630930,0.42148186,0.00063558,0.10928510,0.00737454,0.47837592
-4.80540270,3.16979225,0.23910781,2.16579877,0.43253741,0.43737585,0.00062805,0.11274394,0.00759747,0.49210545
-4.79939970,3.25939900,0.24525688,2.22917438,0.43821358,0.45208068,0.00061974,0.11590396,0.00782596,0.50414563
-4.79339670,3.33989221,0.25056993,2.28648496,0.44323092,0.46541640,0.00061051,0.11870991,0.00805626,0.51431054
-4.78739370,3.41001258,0.25495522,2.33682388,0.44747654,0.47721750,0.00060024,0.12110891,0.00828418,0.52243604
-4.78139070,3.46861570,0.25833092,2.37936396,0.45083543,0.48733611,0.00058887,0.12305191,0.00850521,0.52838353
-4.77538769,3.51469984,0.26062724,2.41337724,0.45319467,0.49564496,0.00057640,0.12449514,0.00871471,0.53204343
-4.76938469,3.54743120,0.26178852,2.43825286,0.45444792,0.50204000,0.00056289,0.12540154,0.00890801,0.53333799
-4.76338169,3.56616582,0.26177509,2.45351239,0.45449995,0.50644257,0.00054850,0.12574196,0.00908063,0.53222362
-4.75737869,3.57046747,0.26056487,2.45882236,0.45327112,0.50880110,0.00053343,0.12549631,0.00922840,0.52869241
-4.75137569,3.56012114,0.25815464,2.45400353,0.45070152,0.50909240,0.00051798,0.12465434,0.00934760,0.52277300
-4.74537269,3.53514160,0.25456092,2.43903679,0.44675479,0.50732241,0.00050253,0.12321627,0.00943511,0.51453063
-4.73936968,3.49577705,0.24982038,2.41406549,0.44142134,0.50352643,0.00048752,0.12119303,0.00948848,0.50406637
-4.73336668,3.44250762,0.24398980,2.37939422,0.43472093,0.49776894,0.00047350,0.11860623,0.00950602,0.49151559
-4.72736368,3.37603889,0.23714548,2.33548415,0.42670446,0.49014290,0.00046106,0.11548785,0.00948685,0.47704568
-4.72136068,3.29729067,0.22938213,2.28294505,0.41745493,0.48076858,0.00045085,0.11187952,0.00943096,0.46085304
-4.71535768,3.20738134,0.22081132,2.22252438,0.40708754,0.46979206,0.00044359,0.10783165,0.00933916,0.44315948
-4.70935468,3.10760815,0.21155941,2.15509348,0.39574878,0.45738324,0.00044005,0.10340219,0.00921309,0.42420811
-4.70335168,2.99942410,0.20176511,2.08163155,0.38361479,0.44373353,0.00044101,0.09865533,0.00905520,0.40425882
-4.69734867,2.88441186,0.19157670,2.00320760,0.37088868,0.42905322,0.00044732,0.09365993,0.00886865,0.38358352
-4.69134567,2.76425545,0.18114902,1.92096088,0.35779713,0.41356850,0.00045979,0.08848795,0.00865724,0.36246119
-4.68534267,2.64071037,0.17064036,1.83608024,0.34458632,0.39751828,0.00047926,0.08321285,0.00842535,0.34117308
-4.67933967,2.51557267,0.16020921,1.74978282,0.33151714,0.38115075,0.00050654,0.07790798,0.00817779,0.31999791
-4.67333667,2.39064785,0.15001126,1.66329261,0.31885999,0.36471968,0.00054237,0.07264514,0.00791974,0.29920751
-4.66733367,2.26772016,0.14019640,1.57781929,0.30688924,0.34848069,0.00058747,0.06749321,0.00765662,0.27906273
-4.66133067,2.14852285,0.13090610,1.49453770,0.29587740,0.33268736,0.00064243,0.06251701,0.00739395,0.25980993
-4.65532766,2.03471012,0.12227110,1.41456852,0.28608934,0.31758721,0.00070775,0.05777635,0.00713726,0.24167799
-4.64932466,1.92783121,0.11440951,1.33896045,0.27777654,0.30341787,0.00078376,0.05332527,0.00689197,0.22487595
-4.64332166,1.82930715,0.10742532,1.26867421,0.27117162,0.29040318,0.00087065,0.04921163,0.00666328,0.20959127
