energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.90395198,3.09338119,-2.25918045,0.89333765,-1.13826678,0.93925390,-0.47672309,0.02020065,-0.00971141,0.43230887,-0.50733964,0.03027208,-0.01559638,1.37297252,-0.93342494,0.65426931,-0.42163579,0.18564734,-0.10138080
-5.89794897,2.99464568,-2.22290953,0.87995021,-1.06680945,0.90339994,-0.47440036,0.02001679,-0.00992728,0.42016398,-0.48464002,0.02956810,-0.01676439,1.32942420,-0.93322033,0.63102528,-0.41635937,0.18023190,-0.10289930
-5.89194597,2.88648247,-2.19668415,0.86339820,-1.00203924,0.86570526,-0.47320479,0.01970998,-0.01014832,0.40738041,-0.46346735,0.02871375,-0.01800475,1.28067765,-0.93813330,0.60557365,-0.41388704,0.17404803,-0.10494555
-5.88594297,2.76996242,-2.18077143,0.84367177,-0.94451506,0.82648296,-0.47322976,0.01928559,-0.01037589,0.39395433,-0.44412872,0.02772289,-0.01930659,1.22737240,-0.94802025,0.57824066,-0.41416928,0.16718213,-0.10751295
-5.87993997,2.64626967,-2.17520722,0.82084095,-0.89461816,0.78605064,-0.47455813,0.01875109,-0.01061097,0.37989076,-0.42690282,0.02661139,-0.02065661,1.17021393,-0.96261169,0.54937749,-0.41709334,0.15972980,-0.11058139
-5.87393697,2.51667600,-2.17980408,0.79505214,-0.85255868,0.74472639,-0.47725978,0.01811589,-0.01085398,0.36520561,-0.41203670,0.02539668,-0.02203919,1.10995555,-0.98152116,0.51935157,-0.42248832,0.15179340,-0.11411763
-5.86793397,2.38251503,-2.19416453,0.76652309,-0.81838579,0.70282522,-0.48138914,0.01739103,-0.01110466,0.34992761,-0.39974288,0.02409724,-0.02343666,1.04738027,-1.00425753,0.48853819,-0.43013183,0.14347964,-0.11807606
-5.86193097,2.24515640,-2.21769899,0.73553639,-0.79200025,0.66065607,-0.48698290,0.01658886,-0.01136200,0.33409964,-0.39019653,0.02273213,-0.02482960,0.98328292,-1.03024018,0.45731246,-0.43975793,0.13489715,-0.12239974
-5.85592796,2.10598038,-2.24964756,0.70243136,-0.77316883,0.61851907,-0.49405791,0.01572266,-0.01162414,0.31777957,-0.38353290,0.02132058,-0.02619727,0.91845311,-1.05881663,0.42604185,-0.45106601,0.12615410,-0.12702189
-5.84992496,1.96635340,-2.28910468,0.66759484,-0.76153952,0.57670308,-0.50260928,0.01480633,-0.01188838,0.30104038,-0.37984477,0.01988149,-0.02751808,0.85365933,-1.08928186,0.39507939,-0.46373038,0.11735603,-0.13186757
-5.84392196,1.82760461,-2.33504605,0.63145070,-0.75665722,0.53548334,-0.51260892,0.01385394,-0.01215116,0.28396947,-0.37918026,0.01843306,-0.02877013,0.78963455,-1.12089896,0.36475775,-0.47741020,0.10860383,-0.13685563
-5.83791896,1.69100411,-2.38635680,0.59444859,-0.75797916,0.49511922,-0.52400439,0.01287943,-0.01240815,0.26666720,-0.38154079,0.01699241,-0.02993178,0.72706365,-1.15292016,0.33538413,-0.49175948,0.09999197,-0.14190086
-5.83191596,1.55774297,-2.44186037,0.55705219,-0.76488985,0.45585204,-0.53671842,0.01189626,-0.01265434,0.24924481,-0.38687972,0.01557533,-0.03098223,0.66657268,-1.18460783,0.30723611,-0.50643672,0.09160695,-0.14691625
-5.82591296,1.42891545,-2.50034748,0.51972728,-0.77671548,0.41790288,-0.55064896,0.01091712,-0.01288420,0.23182163,-0.39510150,0.01419599,-0.03190208,0.60872018,-1.21525468,0.28055830,-0.52111422,0.08352616,-0.15181536
-5.81990995,1.30550374,-2.56060443,0.48292993,-0.79273758,0.38147049,-0.56567003,0.00995363,-0.01309181,0.21452193,-0.40606184,0.01286679,-0.03267390,0.55399065,-1.24420268,0.25556000,-0.53548645,0.07581690,-0.15651459
-5.81390695,1.18836533,-2.62144049,0.44709539,-0.81220612,0.34672942,-0.58163326,0.00901621,-0.01327108,0.19747138,-0.41956887,0.01159824,-0.03328273,0.50278993,-1.27086006,0.23241361,-0.54927761,0.06853576,-0.16093550
-5.80790395,1.07822329,-2.68171370,0.41262770,-0.83435213,0.31382822,-0.59837028,0.00811387,-0.01341597,0.18079351,-0.43538551,0.01039888,-0.03371648,0.45544263,-1.29471606,0.21125383,-0.56224797,0.06172833,-0.16500692
-5.80190095,0.97565959,-2.74035489,0.37989064,-0.85840010,0.28288812,-0.61569593,0.00725415,-0.01352067,0.16460623,-0.45323327,0.00927533,-0.03396628,0.41219133,-1.31535292,0.19217755,-0.57419901,0.05542909,-0.16866690
-5.79589795,0.88111136,-2.79638923,0.34919996,-0.88358011,0.25400193,-0.63341212,0.00644306,-0.01357984,0.14901852,-0.47279722,0.00823227,-0.03402676,0.37319746,-1.33245495,0.17524438,-0.58497720,0.04966164,-0.17186432
-5.78989495,0.79487023,-2.84895524,0.32081730,-0.90914008,0.22723352,-0.65131237,0.00568509,-0.01358881,0.13412768,-0.49373247,0.00727261,-0.03389609,0.33854360,-1.34581436,0.16047769,-0.59447635,0.04443910,-0.17456032
-5.78389195,0.71708456,-2.89732057,0.29494581,-0.93435783,0.20261778,-0.66918676,0.00498328,-0.01354376,0.12001695,-0.51567167,0.00639754,-0.03357611,0.30823715,-1.35533378,0.14786616,-0.60263852,0.03976471,-0.17672921
-5.77788894,0.64776432,-2.94089435,0.27172754,-0.95855317,0.18016113,-0.68682723,0.00433930,-0.01344182,0.10675384,-0.53823350,0.00560673,-0.03307215,0.28221493,-1.36102549,0.13736565,-0.60945350,0.03563258,-0.17835911
-5.77188594,0.58678858,-2.97923552,0.25124260,-0.98109963,0.15984263,-0.70403277,0.00375356,-0.01328128,0.09438908,-0.56103185,0.00489853,-0.03239290,0.26034881,-1.36300725,0.12890151,-0.61495676,0.03202858,-0.17945202
-5.76588294,0.53391519,-3.01205689,0.23350998,-1.00143569,0.14161561,-0.72061444,0.00322537,-0.01306157,0.08295624,-0.58368518,0.00427008,-0.03155007,0.24245191,-1.36149502,0.12237108,-0.61922615,0.02893134,-0.18002353
-5.75987994,0.48879234,-3.03922457,0.21849003,-1.01907507,0.12540981,-0.73639985,0.00275311,-0.01278337,0.07247192,-0.60582588,0.00371760,-0.03055806,0.22828552,-1.35679270,0.11764658,-0.62237718,0.02631320,-0.18010204
-5.75387694,0.45097184,-3.06075245,0.20608831,-1.03361573,0.11113405,-0.75123685,0.00233439,-0.01244853,0.06293660,-0.62710899,0.00323651,-0.02943350,0.21756630,-1.34927918,0.11457810,-0.62455711,0.02414137,-0.17972752
-5.74787394,0.41992360,-3.07679176,0.19616073,-1.04474711,0.09867916,-0.76499612,0.00196619,-0.01206011,0.05433590,-0.64721999,0.00282166,-0.02819479,0.20997398,-1.33939309,0.11299690,-0.62593802,0.02237894,-0.17894984
-5.74187094,0.39505117,-3.08761574,0.18851974,-1.05225517,0.08792126,-0.77757269,0.00164508,-0.01162221,0.04664229,-0.66588137,0.00246750,-0.02686154,0.20515917,-1.32761558,0.11271895,-0.62670896,0.02098596,-0.17782676
-5.73586793,0.37570780,-3.09359961,0.18294139,-1.05602494,0.07872525,-0.78888607,0.00136732,-0.01113989,0.03981697,-0.68285744,0.00216824,-0.02545410,0.20275148,-1.31445183,0.11354857,-0.62706745,0.01992051,-0.17642156
-5.72986493,0.36121299,-3.09519666,0.17917302,-1.05604024,0.07094832,-0.79887901,0.00112902,-0.01061903,0.03381209,-0.69795748,0.00191801,-0.02399303,0.20236763,-1.30041166,0.11528233,-0.62721050,0.01913967,-0.17480048
-5.72386193,0.35086899,-3.09291095,0.17694132,-1.05238044,0.06444347,-0.80751512,0.00092626,-0.01006612,0.02857284,-0.71103694,0.00171098,-0.02249858,0.20361975,-1.28598996,0.11771309,-0.62732563,0.01860050,-0.17302997
-5.71785893,0.34397711,-3.08726792,0.17596075,-1.04521430,0.05906299,-0.81477528,0.00075522,-0.00948811,0.02403968,-0.72199683,0.00154147,-0.02099028,0.20612354,-1.27164764,0.12063413,-0.62758193,0.01826098,-0.17117399
-5.71185593,0.33985359,-3.07878407,0.17594174,-1.03479099,0.05466165,-0.82065332,0.00061221,-0.00889220,0.02015038,-0.73078135,0.00140409,-0.01948651,0.20950641,-1.25779366,0.12384338,-0.62812176,0.01808084,-0.16929125
-5.70585293,0.33784462,-3.06793718,0.17659893,-1.02142866,0.05109978,-0.82515110,0.00049379,-0.00828565,0.01684187,-0.73737415,0.00129374,-0.01800417,0.21341534,-1.24476897,0.12714758,-0.62905327,0.01802233,-0.16743282
-5.69984992,0.33734050,-3.05513857,0.17765879,-1.00550099,0.04824596,-0.82827360,0.00039681,-0.00767559,0.01405196,-0.74179344,0.00120575,-0.01655841,0.21752445,-1.23283296,0.13036643,-0.63044416,0.01805100,-0.16563987
-5.69384692,0.33778846,-3.04070898,0.17886689,-0.98742228,0.04597940,-0.83002420,0.00031843,-0.00706886,0.01172072,-0.74408645,0.00113587,-0.01516242,0.22154208,-1.22215293,0.13333641,-0.63231691,0.01813632,-0.16394202
-5.68784392,0.33870411,-3.02485943,0.17999423,-0.96763183,0.04419198,-0.83040071,0.00025618,-0.00647184,0.00979168,-0.74432363,0.00108032,-0.01382729,0.22521723,-1.21279717,0.13591446,-0.63464589,0.01825226,-0.16235598
-5.68184092,0.33968117,-3.00767829,0.18084285,-0.94657817,0.04278987,-0.82939245,0.00020796,-0.00589033,0.00821274,-0.74259301,0.00103581,-0.01256195,0.22834523,-1.20473207,0.13798111,-0.63735631,0.01837778,-0.16088495
-5.67583792,0.34039947,-2.98912553,0.18125036,-0.92470398,0.04169481,-0.82697867,0.00017205,-0.00532945,0.00693683,-0.73899514,0.00099956,-0.01137317,0.23077242,-1.19782325,0.13944317,-0.64032543,0.01849719,-0.15951854
-5.66983492,0.34063074,-2.96903452,0.18109334,-0.90243227,0.04084493,-0.82312849,0.00014714,-0.00479357,0.00592241,-0.73363886,0.00096926,-0.01026564,0.23239980,-1.19184099,0.14023572,-0.64338579,0.01860050,-0.15823332
-5.66383192,0.34024249,-2.94712161,0.18028964,-0.88015440,0.04019528,-0.81780249,0.00013231,-0.00428625,0.00513365,-0.72663823,0.00094308,-0.00924202,0.23318535,-1.18646969,0.14032355,-0.64633056,0.01868356,-0.15699403
-5.65782891,0.33919951,-2.92300305,0.17879943,-0.85822033,0.03971788,-0.81095573,0.00012706,-0.00381023,0.00454062,-0.71811054,0.00091967,-0.00830319,0.23314509,-1.18132095,0.13970164,-0.64892070,0.01874811,-0.15575530
-5.65182591,0.33756310,-2.89621833,0.17662500,-0.83693149,0.03940151,-0.80254228,0.00013132,-0.00336745,0.00411920,-0.70817555,0.00089808,-0.00744834,0.23235268,-1.17594985,0.13839502,-0.65089382,0.01880179,-0.15446388
-5.64582291,0.33548814,-2.86625871,0.17380945,-0.81653627,0.03925108,-0.79252058,0.00014544,-0.00295908,0.00385093,-0.69695573,0.00087779,-0.00667526,0.23093756,-1.16987377,0.13645775,-0.65197414,0.01885789,-0.15306124
-5.63981991,0.33321779,-2.83259936,0.17043421,-0.79722810,0.03928671,-0.78085966,0.00017025,-0.00258558,0.00372283,-0.68457726,0.00085864,-0.00598052,0.22908165,-1.16259271,0.13397110,-0.65188338,0.01893511,-0.15148642
-5.63381691,0.33107614,-2.79473311,0.16661561,-0.77914601,0.03954252,-0.76754531,0.00020701,-0.00224674,0.00372711,-0.67117150,0.00084080,-0.00535976,0.22701463,-1.15361048,0.13104112,-0.65035190,0.01905710,-0.14967902
-5.62781391,0.32945884,-2.75220389,0.16250049,-0.76237728,0.04006510,-0.75258606,0.00025753,-0.00194180,0.00386084,-0.65687655,0.00082473,-0.00480787,0.22500797,-1.14245567,0.12779539,-0.64712966,0.01925193,-0.14758206
-5.62181091,0.32882196,-2.70463796,0.15826112,-0.74696172,0.04091176,-0.73601824,0.00032409,-0.00166954,0.00412562,-0.64183859,0.00081113,-0.00431926,0.22336764,-1.12870140,0.12437941,-0.64199652,0.01955141,-0.14514480
-5.61580790,0.32966923,-2.65177085,0.15408955,-0.73289713,0.04214851,-0.71790981,0.00040955,-0.00142834,0.00452722,-0.62621248,0.00080094,-0.00388805,0.22242586,-1.11198321,0.12095242,-0.63477137,0.01999036,-0.14232515
-5.60980490,0.33253795,-2.59346866,0.15019157,-0.72014552,0.04384784,-0.69836251,0.00051732,-0.00121632,0.00507519,-0.61016157,0.00079522,-0.00350826,0.22253201,-1.09201406,0.11768296,-0.62531974,0.02060573,-0.13909169
-5.60380190,0.33798394,-2.52974247,0.14678038,-0.70863945,0.04608640,-0.67751216,0.00065140,-0.00103138,0.00578250,-0.59385633,0.00079518,-0.00317401,0.22404287,-1.06859609,0.11474428,-0.61355954,0.02143568,-0.13542522
-5.59779890,0.34656565,-2.46075501,0.14407035,-0.69828814,0.04894243,-0.65552694,0.00081638,-0.00087135,0.00666509,-0.57747177,0.00080211,-0.00287965,0.22731241,-1.04162846,0.11230964,-0.59946471,0.02251854,-0.13131970
-5.59179590,0.35882803,-2.38681947,0.14227076,-0.68898304,0.05249322,-0.63260370,0.00101742,-0.00073402,0.00774150,-0.56118370,0.00081735,-0.00261984,0.23268150,-1.01111129,0.11054771,-0.58306666,0.02389183,-0.12678260
-5.58579290,0.37528624,-2.30839058,0.14157990,-0.68060255,0.05681245,-0.60896246,0.00126024,-0.00061722,0.00903233,-0.54516398,0.00084226,-0.00238968,0.24046766,-0.97714550,0.10961822,-0.56445356,0.02559113,-0.12183472
-5.57978989,0.39640989,-2.22604886,0.14217957,-0.67301579,0.06196764,-0.58483947,0.00155108,-0.00051891,0.01055982,-0.52957488,0.00087818,-0.00218478,0.25095515,-0.93992882,0.10966778,-0.54376748,0.02764911,-0.11650941
-5.57378689,0.42260786,-2.14047893,0.14423011,-0.66608543,0.06801763,-0.56047913,0.00189662,-0.00043722,0.01234729,-0.51456319,0.00092640,-0.00200125,0.26438578,-0.89974825,0.11082619,-0.52119967,0.03009443,-0.11085131
-5.56778389,0.45421453,-2.05244364,0.14786606,-0.65966965,0.07501027,-0.53612532,0.00230385,-0.00037047,0.01441858,-0.50025409,0.00098818,-0.00183575,0.28095058,-0.85696968,0.11320317,-0.49698427,0.03295088,-0.10491474
-5.56178089,0.49147742,-1.96275541,0.15319258,-0.65362343,0.08298035,-0.51201266,0.00277999,-0.00031727,0.01679744,-0.48674561,0.00106471,-0.00168550,0.30078268,-0.81202502,0.11688564,-0.47139073,0.03623646,-0.09876172
-5.55577789,0.53454705,-1.87224688,0.16028269,-0.64779945,0.09194789,-0.48835826,0.00333229,-0.00027648,0.01950686,-0.47410385,0.00115708,-0.00154821,0.32395166,-0.76539776,0.12193561,-0.44471537,0.03996271,-0.09245994
-5.54977489,0.58346917,-1.78174230,0.16917534,-0.64204882,0.10191682,-0.46535436,0.00396785,-0.00024730,0.02256841,-0.46235950,0.00126634,-0.00142210,0.35045963,-0.71760774,0.12838864,-0.41727258,0.04413412,-0.08608048
-5.54377189,0.63817981,-1.69203160,0.17987446,-0.63622198,0.11287415,-0.44316242,0.00469336,-0.00022927,0.02600154,-0.45150587,0.00139346,-0.00130582,0.38023924,-0.66919560,0.13625311,-0.38938587,0.04874783,-0.07969576
-5.53776888,0.69850364,-1.60384833,0.19234892,-0.63017007,0.12478971,-0.42190891,0.00551489,-0.00022231,0.02982285,-0.44149880,0.00153938,-0.00119846,0.41315384,-0.62070798,0.14551004,-0.36137930,0.05379343,-0.07337751
-5.53176588,0.76415559,-1.51785261,0.20653350,-0.62374685,0.13761651,-0.40168298,0.00643756,-0.00022671,0.03404538,-0.43225844,0.00170504,-0.00109943,0.44899984,-0.57268377,0.15611380,-0.33356962,0.05925306,-0.06719501
-5.52576288,0.83474619,-1.43461979,0.22233074,-0.61681146,0.15129173,-0.38253624,0.00746529,-0.00024321,0.03867791,-0.42367295,0.00189137,-0.00100849,0.48751150,-0.52564205,0.16799347,-0.30625926,0.06510175,-0.06121369
-5.51975988,0.90979050,-1.35463514,0.23961384,-0.60923198,0.16573831,-0.36448443,0.00860045,-0.00027296,0.04372434,-0.41560394,0.00209939,-0.00092563,0.52836789,-0.48007221,0.18105492,-0.27973054,0.07130799,-0.05549392
-5.51375688,0.98872059,-1.27829445,0.25823034,-0.60088968,0.18086723,-0.34751100,0.00984361,-0.00031759,0.04918311,-0.40789342,0.00233021,-0.00085111,0.57120216,-0.43642621,0.19518366,-0.25424114,0.07783451,-0.05009035
-5.50775388,1.07090124,-1.20591009,0.27800670,-0.59168393,0.19658029,-0.33157217,0.01119325,-0.00037918,0.05504670,-0.40037191,0.00258510,-0.00078535,0.61561272,-0.39511338,0.21024833,-0.23002091,0.08463932,-0.04505148
-5.50175088,1.15564859,-1.13772172,0.29875347,-0.58153747,0.21277339,-0.31660321,0.01264548,-0.00046034,0.06130124,-0.39286718,0.00286553,-0.00072895,0.66117614,-0.35649760,0.22610472,-0.20726995,0.09167688,-0.04041966
-5.49574787,1.24225107,-1.07391068,0.32027112,-0.57040171,0.22934019,-0.30252548,0.01419388,-0.00056417,0.06792632,-0.38521333,0.00317319,-0.00068265,0.70746128,-0.32089665,0.24260044,-0.18615803,0.09889941,-0.03623136
-5.48974487,1.32999188,-1.01461668,0.34235620,-0.55826173,0.24617594,-0.28925383,0.01582936,-0.00069425,0.07489486,-0.37725942,0.00351005,-0.00064732,0.75404419,-0.28858359,0.25957979,-0.16682501,0.10625830,-0.03251771
-5.48374187,1.41817224,-0.95995563,0.36480778,-0.54514059,0.26318143,-0.27670385,0.01754004,-0.00085467,0.08217319,-0.36887748,0.00387839,-0.00062389,0.80052327,-0.25978975,0.27688907,-0.14938227,0.11370555,-0.02930525
-5.47773887,1.50613450,-0.91003715,0.38743379,-0.53110267,0.28026680,-0.26479860,0.01931134,-0.00104999,0.08972134,-0.35996924,0.00428075,-0.00061343,0.84653394,-0.23470894,0.29438176,-0.13391481,0.12119513,-0.02661680
-5.47173587,1.59328402,-0.86498057,0.41005720,-0.51625556,0.29735504,-0.25347446,0.02112598,-0.00128516,0.09749343,-0.35047133,0.00471992,-0.00061704,0.89176226,-0.21350232,0.31192380,-0.12048384,0.12868429,-0.02447236
-5.46573287,1.67910902,-0.82492819,0.43252171,-0.50075029,0.31438505,-0.24268572,0.02296429,-0.00156550,0.10543836,-0.34035859,0.00519893,-0.00063591,0.93595684,-0.19630369,0.32939838,-0.10912967,0.13613468,-0.02289004
-5.45972986,1.76319727,-0.79005489,0.45469683,-0.48477987,0.33131408,-0.23240776,0.02480441,-0.00189655,0.11350059,-0.32964552,0.00572092,-0.00067125,0.97893851,-0.18322443,0.34671037,-0.09987451,0.14351329,-0.02188678
-5.45372686,1.84524893,-0.76057343,0.47648193,-0.46857571,0.34811942,-0.22263873,0.02662271,-0.00228400,0.12162111,-0.31838554,0.00628907,-0.00072429,1.02060707,-0.17435782,0.36378990,-0.09272521,0.15079312,-0.02147902
-5.44772386,1.92508477,-0.73673483,0.49780932,-0.45240229,0.36479914,-0.21339959,0.02839428,-0.00273351,0.12973858,-0.30666843,0.00690640,-0.00079628,1.06094486,-0.16978240,0.38059516,-0.08767553,0.15795360,-0.02168310
-5.44172086,2.00264924,-0.71882384,0.51864603,-0.43654994,0.38137204,-0.20473262,0.03009344,-0.00325053,0.13779055,-0.29461590,0.00757566,-0.00088839,1.10001673,-0.16956380,0.39711409,-0.08470796,0.16498063,-0.02251535
-5.43571786,2.07800815,-0.70714950,0.53899427,-0.42132606,0.39787646,-0.19669858,0.03169438,-0.00384012,0.14571484,-0.28237568,0.00829909,-0.00100174,1.13796639,-0.17375513,0.41336480,-0.08379485,0.17186645,-0.02399191
-5.42971486,2.15134081,-0.70203107,0.55889042,-0.40704510,0.41436829,-0.18937262,0.03317174,-0.00450670,0.15345086,-0.27011444,0.00907818,-0.00113734,1.17500898,-0.18239547,0.42939481,-0.08489893,0.17860907,-0.02612826
-5.42371186,2.22292692,-0.70378018,0.57840259,-0.39401759,0.43091801,-0.18283931,0.03450136,-0.00525380,0.16094107,-0.25800987,0.00991353,-0.00129602,1.21142023,-0.19550668,0.44527884,-0.08797312,0.18521156,-0.02893835
-5.41770885,2.29312845,-0.71267977,0.59762680,-0.38253877,0.44760687,-0.17718697,0.03566084,-0.00608382,0.16813225,-0.24624249,0.01080451,-0.00147837,1.24752241,-0.21308843,0.46111533,-0.09295968,0.19168099,-0.03243349
-5.41170585,2.36236735,-0.72896103,0.61668179,-0.37287715,0.46452253,-0.17250166,0.03663026,-0.00699775,0.17497681,-0.23498733,0.01174912,-0.00168474,1.28366768,-0.23511186,0.47702161,-0.09978885,0.19802731,-0.03662097
-5.40570285,2.43109983,-0.75277927,0.63570270,-0.36526368,0.48175407,-0.16886119,0.03739265,-0.00799496,0.18143386,-0.22440624,0.01274379,-0.00191515,1.32021935,-0.26151194,0.49312800,-0.10837706,0.20426191,-0.04150244
-5.39969985,2.49978827,-0.78419014,0.65483382,-0.35988173,0.49938673,-0.16632937,0.03793458,-0.00907295,0.18747017,-0.21464085,0.01378322,-0.00216923,1.35753193,-0.29217916,0.50957084,-0.11862489,0.21039631,-0.04707219
-5.39369685,2.56887188,-0.82312735,0.67422048,-0.35685854,0.51749655,-0.16495077,0.03824648,-0.01022713,0.19306079,-0.20580665,0.01486028,-0.00244620,1.39593065,-0.32695100,0.52648487,-0.13041498,0.21644064,-0.05331539
-5.38769385,2.63873732,-0.86938318,0.69400069,-0.35625842,0.53614500,-0.16474639,0.03832300,-0.01145073,0.19818954,-0.19798843,0.01596602,-0.00274486,1.43569141,-0.36560372,0.54399506,-0.14361016,0.22240227,-0.06020635
-5.38169085,2.70969064,-0.92259291,0.71429645,-0.35807805,0.55537402,-0.16571019,0.03816309,-0.01273468,0.20284903,-0.19123717,0.01708972,-0.00306353,1.47702198,-0.40784518,0.56220838,-0.15805193,0.22828448,-0.06770700
-5.37568784,2.78193162,-0.98222439,0.73520538,-0.36224404,0.57520150,-0.16780689,0.03777010,-0.01406760,0.20704051,-0.18556847,0.01821900,-0.00340009,1.52004530,-0.45330930,0.58120574,-0.17355954,0.23408528,-0.07576561
-5.36968484,2.85553172,-1.04757350,0.75679279,-0.36861302,0.59561737,-0.17097090,0.03715166,-0.01543586,0.21077331,-0.18096257,0.01934008,-0.00375202,1.56478560,-0.50155276,0.60103445,-0.18992994,0.23979648,-0.08431594
-5.36368184,2.93041665,-1.11776632,0.77908469,-0.37697424,0.61658072,-0.17510671,0.03631942,-0.01682375,0.21406399,-0.17736586,0.02043808,-0.00411640,1.61115810,-0.55205451,0.62170167,-0.20693865,0.24540286,-0.09327686
-5.35767884,3.00635445,-1.19176842,0.80206188,-0.38705465,0.63801769,-0.18009042,0.03528874,-0.01821369,0.21693518,-0.17469373,0.02149741,-0.00449005,1.65896266,-0.60421863,0.64316909,-0.22434172,0.25088175,-0.10255258
-5.35167584,3.08294957,-1.26840137,0.82565550,-0.39852635,0.65982060,-0.18577261,0.03407824,-0.01958658,0.21941424,-0.17283464,0.02250220,-0.00486958,1.70788193,-0.65738069,0.66534908,-0.24187890,0.25620284,-0.11203351
-5.34567284,3.15964349,-1.34636648,0.84974432,-0.41101612,0.68184813,-0.19198232,0.03270922,-0.02092217,0.22153159,-0.17165511,0.02343685,-0.00525155,1.75748403,-0.71081800,0.68810271,-0.25927789,0.26132825,-0.12159781
