energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.85592796,5.08021004,0.52454020,0.53525875,0.00397880,1.21702479,1.16742019,1.04829273,0.13508456,1.56519293
-5.84992496,4.97443705,0.50530512,0.53377837,0.00399725,1.18744582,1.14365218,1.01400019,0.13277261,1.53160080
-5.84392196,4.86237965,0.48617439,0.53026334,0.00400573,1.15715037,1.11911233,0.97948603,0.13020475,1.49548010
-5.83791896,4.74470908,0.46703411,0.52463968,0.00400301,1.12663020,1.09422025,0.94527262,0.12739756,1.45670945
-5.83191596,4.62212744,0.44780046,0.51687884,0.00398805,1.09632433,1.06935618,0.91182277,0.12436916,1.41524399
-5.82591296,4.49536534,0.42842097,0.50699915,0.00396003,1.06661390,1.04485535,0.87953404,0.12113941,1.37111894
-5.81990995,4.36518140,0.40887492,0.49506589,0.00391841,1.03781973,1.02100461,0.84873607,0.11773016,1.32445117
-5.81390695,4.23236286,0.38917289,0.48118983,0.00386294,1.01020246,0.99804137,0.81969042,0.11416553,1.27543864
-5.80790395,4.09772616,0.36935540,0.46552437,0.00379368,0.98396485,0.97615441,0.79259291,0.11047210,1.22435735
-5.80190095,3.96211672,0.34949064,0.44826143,0.00371102,0.95925582,0.95548633,0.76757773,0.10667916,1.17155608
-5.79589795,3.82640721,0.32967143,0.42962616,0.00361570,0.93617578,0.93613731,0.74472309,0.10281872,1.11744873
-5.78989495,3.69149398,0.31001144,0.40987076,0.00350875,0.91478292,0.91816975,0.72405798,0.09892552,1.06250479
-5.78389195,3.55829137,0.29064092,0.38926767,0.00339151,0.89510000,0.90161366,0.70556959,0.09503685,1.00723804
-5.77788894,3.42772409,0.27170207,0.36810236,0.00326556,0.87712139,0.88647241,0.68921110,0.09119221,0.95219413
-5.77188594,3.30071804,0.25334423,0.34666600,0.00313273,0.86082018,0.87272879,0.67490969,0.08743288,0.89793724
-5.76588294,3.17819010,0.23571909,0.32524836,0.00299498,0.84615514,0.86035118,0.66257447,0.08380134,0.84503664
-5.75987994,3.06103749,0.21897621,0.30413101,0.00285443,0.83307762,0.84929981,0.65210428,0.08034053,0.79405321
-5.75387694,2.95012762,0.20325878,0.28358119,0.00271324,0.82153819,0.83953313,0.64339534,0.07709305,0.74552675
-5.74787394,2.84628891,0.18869995,0.26384641,0.00257360,0.81149317,0.83101428,0.63634871,0.07410030,0.69996417
-5.74187094,2.75030327,0.17541974,0.24514994,0.00243763,0.80291106,0.82371754,0.63087747,0.07140149,0.65782888
-5.73586793,2.66290067,0.16352252,0.22768723,0.00230741,0.79577881,0.81763500,0.62691372,0.06903267,0.61953177
-5.72986493,2.58475590,0.15309523,0.21162327,0.00218485,0.79010794,0.81278298,0.62441515,0.06702575,0.58542360
-5.72386193,2.51648748,0.14420607,0.19709095,0.00207171,0.78594027,0.80920841,0.62337129,0.06540752,0.55578910
-5.71785893,2.45865834,0.13690393,0.18419018,0.00196957,0.78335318,0.80699461,0.62380891,0.06419876,0.53084258
-5.71185593,2.41177772,0.13121809,0.17298790,0.00187975,0.78246401,0.80626627,0.62579655,0.06341335,0.51072509
-5.70585293,2.37630345,0.12715851,0.16351871,0.00180334,0.78343319,0.80719326,0.62944778,0.06305759,0.49550285
-5.69984992,2.35264362,0.12471631,0.15578612,0.00174119,0.78646583,0.80999265,0.63492266,0.06312952,0.48516711
-5.69384692,2.34115671,0.12386443,0.14976424,0.00169388,0.79181106,0.81492850,0.64242724,0.06361854,0.47963494
-5.68784392,2.34214913,0.12455850,0.14539982,0.00166171,0.79975891,0.82230906,0.65221047,0.06450509,0.47875124
-5.68184092,2.35586931,0.12673773,0.14261465,0.00164472,0.81063420,0.83248079,0.66455834,0.06576063,0.48229152
-5.67583792,2.38249783,0.13032573,0.14130804,0.00164271,0.82478725,0.84581896,0.67978501,0.06734783,0.48996567
-5.66983492,2.42213301,0.13523149,0.14135954,0.00165521,0.84258122,0.86271482,0.69822074,0.06922097,0.50142255
-5.66383192,2.47477225,0.14135012,0.14263178,0.00168152,0.86437616,0.88355917,0.72019685,0.07132664,0.51625533
-5.65782891,2.54028939,0.14856374,0.14497324,0.00172071,0.89051014,0.90872286,0.74602789,0.07360469,0.53400780
-5.65182591,2.61840911,0.15674235,0.14822130,0.00177166,0.92127791,0.93853462,0.77599157,0.07598948,0.55418137
-5.64582291,2.70867952,0.16574467,0.15220513,0.00183304,0.95690787,0.97325705,0.81030713,0.07841122,0.57624292
-5.63981991,2.81044471,0.17541922,0.15674872,0.00190337,0.99753837,1.01306187,0.84911318,0.08079769,0.59963344
-5.63381691,2.92281912,0.18560549,0.16167390,0.00198101,1.04319454,1.05800557,0.89244592,0.08307601,0.62377729
-5.62781391,3.04466594,0.19613526,0.16680335,0.00206421,1.09376688,1.10800682,0.94021912,0.08517452,0.64809211
-5.62181091,3.17458165,0.20683430,0.17196355,0.00215114,1.14899309,1.16282713,0.99220699,0.08702470,0.67199905
-5.61580790,3.31088878,0.21752422,0.17698768,0.00223988,1.20844434,1.22205616,1.04803119,0.08856312,0.69493332
-5.60980490,3.45163884,0.22802468,0.18171842,0.00232850,1.27151733,1.28510284,1.10715323,0.08973318,0.71635467
-5.60380190,3.59462676,0.23815585,0.18601050,0.00241505,1.33743322,1.35119363,1.16887302,0.09048675,0.73575764
-5.59779890,3.73741788,0.24774116,0.18973313,0.00249763,1.40524401,1.41937846,1.23233443,0.09078554,0.75268125
-5.59179590,3.87738784,0.25661028,0.19277205,0.00257440,1.47384699,1.48854505,1.29653813,0.09060218,0.76671798
-5.58579290,4.01177495,0.26460223,0.19503133,0.00264362,1.54200711,1.55744140,1.36036183,0.08992089,0.77752161
-5.57978989,4.13774404,0.27156869,0.19643475,0.00270369,1.60838695,1.62470622,1.42258740,0.08873787,0.78481396
-5.57378689,4.25245996,0.27737724,0.19692682,0.00275319,1.67158337,1.68890625,1.48193413,0.08706123,0.78839004
-5.56778389,4.35316830,0.28191454,0.19647333,0.00279087,1.73016964,1.74857938,1.53709710,0.08491050,0.78812180
-5.56178089,4.43728033,0.28508939,0.19506150,0.00281574,1.78274126,1.80228166,1.58678888,0.08231590,0.78396022
-5.55577789,4.50245876,0.28683546,0.19269973,0.00282706,1.82796382,1.84863641,1.62978312,0.07931715,0.77593570
-5.54977489,4.54670068,0.28711365,0.18941694,0.00282434,1.86462051,1.88638319,1.66495793,0.07596211,0.76415697
-5.54377189,4.56841400,0.28591401,0.18526153,0.00280742,1.89165744,1.91442449,1.69133706,0.07230521,0.74880846
-5.53776888,4.56648385,0.28325707,0.18030005,0.00277642,1.90822438,1.93186786,1.70812719,0.06840569,0.73014631
-5.53176588,4.54032586,0.27919459,0.17461564,0.00273177,1.91370921,1.93806158,1.71474923,0.06432589,0.70849321
-5.52576288,4.48992361,0.27380955,0.16830621,0.00267420,1.90776437,1.93262220,1.71086244,0.06012951,0.68423228
-5.51975988,4.41584852,0.26721559,0.16148255,0.00260476,1.89032408,1.91545262,1.69638012,0.05588000,0.65780008
-5.51375688,4.31926082,0.25955559,0.15426627,0.00252477,1.86161148,1.88674986,1.67147608,0.05163909,0.62967908
-5.50775388,4.20189164,0.25099968,0.14678780,0.00243581,1.82213551,1.84700234,1.63658176,0.04746554,0.60038978
-5.50175088,4.06600657,0.24174250,0.13918432,0.00233972,1.77267763,1.79697668,1.59237413,0.04341417,0.57048246
-5.49574787,3.91435224,0.23199992,0.13159780,0.00223853,1.71426908,1.73769494,1.53975498,0.03953507,0.54052898
-5.48974487,3.75008802,0.22200523,0.12417303,0.00213447,1.64815982,1.67040321,1.47982273,0.03587312,0.51111443
-5.48374187,3.57670539,0.21200484,0.11705581,0.00202989,1.57578053,1.59653326,1.41383799,0.03246780,0.48282897
-5.47773887,3.39793814,0.20225360,0.11039113,0.00192725,1.49869949,1.51765887,1.34318454,0.02935312,0.45625969
-5.47173587,3.21766663,0.19300992,0.10432145,0.00182907,1.41857603,1.43544873,1.26932743,0.02655785,0.43198253
-5.46573287,3.03981941,0.18453064,0.09898499,0.00173790,1.33711258,1.35161801,1.19376993,0.02410579,0.41055432
-5.45972986,2.86827525,0.17706580,0.09451407,0.00165623,1.25600711,1.26788027,1.11801101,0.02201620,0.39250471
-5.45372686,2.70676864,0.17085340,0.09103332,0.00158653,1.17690753,1.18590156,1.04350492,0.02030425,0.37832812
-5.44772386,2.55880108,0.16611429,0.08865796,0.00153111,1.10136967,1.10725813,0.97162416,0.01898146,0.36847555
-5.44172086,2.42756030,0.16304706,0.08749193,0.00149214,1.03081982,1.03339889,0.90362688,0.01805606,0.36334623
-5.43571786,2.31584908,0.16182334,0.08762588,0.00147159,0.96652291,0.96561356,0.84062958,0.01753334,0.36327922
-5.42971486,2.22602474,0.16258328,0.08913517,0.00147119,0.90955672,0.90500703,0.78358539,0.01741576,0.36854486
-5.42371186,2.15995012,0.16543147,0.09207775,0.00149236,0.86079255,0.85248022,0.73326840,0.01770304,0.37933649
-5.41770885,2.11895665,0.17043346,0.09649200,0.00153619,0.82088231,0.80871732,0.69026371,0.01839205,0.39576234
-5.41170585,2.10381966,0.17761280,0.10239463,0.00160342,0.79025201,0.77417942,0.65496329,0.01947653,0.41783815
-5.40570285,2.11474606,0.18694895,0.10977878,0.00169435,0.76910117,0.74910395,0.62756696,0.02094681,0.44548073
-5.39969985,2.15137461,0.19837603,0.11861225,0.00180886,0.75740793,0.73350970,0.60808821,0.02278930,0.47850303
-5.39369685,2.21278851,0.21178269,0.12883623,0.00194633,0.75493931,0.72720671,0.59636432,0.02498605,0.51661100
-5.38769385,2.29754060,0.22701312,0.14036450,0.00210568,0.76126615,0.72981065,0.59207010,0.02751423,0.55940297
-5.38169085,2.40369085,0.24386936,0.15308333,0.00228529,0.77578222,0.74076122,0.59473481,0.03034573,0.60637183
-5.37568784,2.52885614,0.26211511,0.16685218,0.00248307,0.79772712,0.75934396,0.60376184,0.03344678,0.65691054
-5.36968484,2.67027196,0.28148083,0.18150528,0.00269642,0.82621230,0.78471514,0.61845036,0.03677780,0.71032121
-5.36368184,2.82486532,0.30167048,0.19685431,0.00292231,0.86024983,0.81592928,0.63801885,0.04029342,0.76582805
-5.35767884,2.98933805,0.32236949,0.21269205,0.00315727,0.89878332,0.85196872,0.66162972,0.04394272,0.82259409
-5.35167584,3.16025896,0.34325408,0.22879711,0.00339752,0.94072033,0.89177493,0.68841479,0.04766976,0.87974151
-5.34567284,3.33416301,0.36400152,0.24493963,0.00363900,0.98496569,0.93428073,0.71750095,0.05141438,0.93637536
-5.33966983,3.50765493,0.38430125,0.26088780,0.00387748,1.03045473,0.97844302,0.74803554,0.05511325,0.99160975
-5.33366683,3.67751448,0.40386621,0.27641506,0.00410869,1.07618580,1.02327502,0.77921089,0.05870119,1.04459601
-5.32766383,3.84079976,0.42244425,0.29130775,0.00432840,1.12125090,1.06787726,0.81028726,0.06211270,1.09455156
-5.32166083,3.99494490,0.43982899,0.30537273,0.00453259,1.16486350,1.11146641,0.84061358,0.06528360,1.14078859
-5.31565783,4.13784816,0.45586958,0.31844493,0.00471755,1.20638248,1.15340078,0.86964539,0.06815285,1.18274104
-5.30965483,4.26794653,0.47047909,0.33039425,0.00487999,1.24533120,1.19320162,0.89695906,0.07066435,1.21998884
-5.30365183,4.38427310,0.48364081,0.34113150,0.00501719,1.28141078,1.23056911,0.92226199,0.07276859,1.25227799
-5.29764882,4.48649398,0.49541221,0.35061311,0.00512707,1.31450685,1.26539233,0.94539801,0.07442432,1.27953547
-5.29164582,4.57492221,0.50592622,0.35884430,0.00520829,1.34468916,1.29775221,0.96634778,0.07559985,1.30187790
-5.28564282,4.65050690,0.51538946,0.36588035,0.00526028,1.37220392,1.32791731,0.98522394,0.07627416,1.31961333
-5.27963982,4.71479700,0.52407742,0.37182599,0.00528327,1.39745870,1.35633182,1.00226099,0.07643759,1.33323552
-5.27363682,4.76988003,0.53232657,0.37683267,0.00527832,1.42100042,1.38359618,1.01780025,0.07609223,1.34341076
-5.26763382,4.81829749,0.54052348,0.38109383,0.00524727,1.44348701,1.41044051,1.03227022,0.07525181,1.35095732
-5.26163082,4.86293955,0.54909132,0.38483820,0.00519267,1.46565381,1.43769174,1.04616316,0.07394126,1.35681802
-5.25562781,4.90692285,0.55847401,0.38832144,0.00511771,1.48827605,1.46623533,1.06000884,0.07219587,1.36202689
-5.24962481,4.95345608,0.56911871,0.39181631,0.00502612,1.51212883,1.49697322,1.07434631,0.07006013,1.36767096
-5.24362181,5.00569870,0.58145709,0.39560183,0.00492202,1.53794641,1.53077930,1.08969515,0.06758622,1.37484860
-5.23761881,5.06661846,0.59588619,0.39995177,0.00480981,1.56638260,1.56845439,1.10652729,0.06483237,1.38462605
-5.23161581,5.13885392,0.61274953,0.40512307,0.00469400,1.59797394,1.61068258,1.12524064,0.06186107,1.39799373
-5.22561281,5.22458761,0.63231934,0.41134455,0.00457908,1.63310744,1.65799074,1.14613592,0.05873712,1.41582416
-5.21960980,5.32543550,0.65478057,0.41880647,0.00446938,1.67199438,1.71071311,1.16939747,0.05552590,1.43883317
-5.21360680,5.44235750,0.68021735,0.42765139,0.00436891,1.71465140,1.76896262,1.19507919,0.05229153,1.46754605
-5.20760380,5.57559311,0.70860278,0.43796668,0.00428131,1.76088981,1.83261038,1.22309610,0.04909535,1.50227011
-5.20160080,5.72462511,0.73979225,0.44977914,0.00420969,1.81031378,1.90127442,1.25322210,0.04599452,1.54307480
-5.19559780,5.88817324,0.77352109,0.46305183,0.00415659,1.86232737,1.97431851,1.28509382,0.04304089,1.58978052
-5.18959480,6.06421826,0.80940651,0.47768347,0.00412393,1.91615049,2.05086139,1.31822068,0.04028020,1.64195649
-5.18359180,6.25005586,0.84695418,0.49351021,0.00411297,1.97084279,2.12979629,1.35200056,0.03775146,1.69892826
-5.17758879,6.44237843,0.88556924,0.51031009,0.00412433,2.02533486,2.20982027,1.38574040,0.03548665,1.75979454
-5.17158579,6.63738169,0.92457164,0.52780964,0.00415800,2.07846518,2.28947240,1.41868094,0.03351069,1.82345303
-5.16558279,6.83089199,0.96321521,0.54569273,0.00421339,2.12902141,2.36717951,1.45002446,0.03184161,1.88863433
-5.15957979,7.01850950,1.00071006,0.56361111,0.00428935,2.17578427,2.44130769,1.47896427,0.03049089,1.95394289
-5.15357679,7.19576168,1.03624736,0.58119637,0.00438428,2.21757222,2.51021776,1.50471485,0.02946395,2.01790340
-5.14757379,7.35826103,1.06902574,0.59807278,0.00449622,2.25328505,2.57232238,1.52654125,0.02876082,2.07901105
-5.14157079,7.50186104,1.09827830,0.61387059,0.00462287,2.28194474,2.62614271,1.54378660,0.02837684,2.13578365
-5.13556778,7.62280439,1.12329905,0.62823915,0.00476173,2.30273186,2.67036224,1.55589668,0.02830338,2.18681370
-5.12956478,7.71785756,1.14346790,0.64085952,0.00491017,2.31501619,2.70387564,1.56244049,0.02852866,2.23081836
-5.12356178,7.78442681,1.15827296,0.65145588,0.00506551,2.31838040,2.72583073,1.56312624,0.02903851,2.26668525
-5.11755878,7.82065129,1.16732934,0.65980547,0.00522511,2.31263604,2.73566176,1.55781206,0.02981718,2.29351243
-5.11155578,7.82546969,1.17039352,0.66574655,0.00538641,2.29783120,2.73311277,1.54651125,0.03084813,2.31064082
-5.10555278,7.79865829,1.16737270,0.66918416,0.00554704,2.27424992,2.71825000,1.52939195,0.03211472,2.31767781
-5.09954977,7.74083923,1.15832865,0.67009341,0.00570484,2.24240333,2.69146294,1.50677146,0.03360096,2.31451110
-5.09354677,7.65345906,1.14347584,0.66852030,0.00585794,2.20301322,2.65345406,1.47910550,0.03529222,2.30131234
-5.08754377,7.53873875,1.12317396,0.66457984,0.00600474,2.15698876,2.60521761,1.44697307,0.03717581,2.27853030
-5.08154077,7.39959758,1.09791509,0.65845185,0.00614401,2.10539733,2.54800846,1.41105753,0.03924164,2.24687410
-5.07553777,7.23955413,1.06830602,0.65037434,0.00627489,2.04943086,2.48330224,1.37212477,0.04148267,2.20728715
-5.06953477,7.06260855,1.03504657,0.64063499,0.00639683,1.99036881,2.41274855,1.33099937,0.04389535,2.16091292
-5.06353177,6.87311065,0.99890485,0.62956083,0.00650970,1.92953928,2.33811884,1.28853960,0.04647994,2.10905414
-5.05752876,6.67561919,0.96069037,0.61750679,0.00661368,1.86827972,2.26125131,1.24561215,0.04924066,2.05312698
-5.05152576,6.47475735,0.92122639,0.60484331,0.00670927,1.80789829,2.18399458,1.20306755,0.05218567,1.99461222
-5.04552276,6.27506979,0.88132248,0.59194361,0.00679724,1.74963750,2.10815244,1.16171688,0.05532689,1.93500527
-5.03951976,6.08088618,0.84174853,0.57917114,0.00687859,1.69464083,2.03543137,1.12231050,0.05867955,1.87576710
-5.03351676,5.89619580,0.80321116,0.56686745,0.00695448,1.64392347,1.96739274,1.08551942,0.06226159,1.81827777
-5.02751376,5.72453702,0.76633350,0.55534120,0.00702613,1.59834791,1.90541101,1.05191962,0.06609276,1.76379442
-5.02151076,5.56890512,0.73163908,0.54485840,0.00709477,1.55860477,1.85063920,1.02197972,0.07019352,1.71341503
-5.01550775,5.43168073,0.69954019,0.53563449,0.00716152,1.52519935,1.80398243,0.99605212,0.07458382,1.66804924
-5.00950475,5.31458084,0.67033125,0.52782827,0.00722735,1.49844398,1.76608004,0.97436776,0.07928163,1.62839688
-5.00350175,5.21863292,0.64418698,0.52153812,0.00729294,1.47845627,1.73729668,0.95703449,0.08430143,1.59493505
-4.99749875,5.14417267,0.62116553,0.51680038,0.00735862,1.46516288,1.71772198,0.94403888,0.08965269,1.56791358
-4.99149575,5.09086448,0.60121596,0.51359022,0.00742436,1.45830881,1.70717878,0.93525141,0.09533835,1.54735908
-4.98549275,5.05774342,0.58418971,0.51182465,0.00748962,1.45747159,1.70523916,0.93043481,0.10135352,1.53308693
-4.97948974,5.04327697,0.56985541,0.51136783,0.00755344,1.46207991,1.71124757,0.92925514,0.10768429,1.52472065
-4.97348674,5.04544396,0.55791625,0.51203833,0.00761437,1.47143622,1.72435011,0.93129550,0.11430699,1.52171773
-4.96748374,5.06182800,0.54802909,0.51361805,0.00767049,1.48474251,1.74352907,0.93607187,0.12118773,1.52340079
-4.96148074,5.08972220,0.53982452,0.51586266,0.00771953,1.50112866,1.76764141,0.94305067,0.12828246,1.52899291
-4.95547774,5.12624171,0.53292701,0.51851294,0.00775889,1.51968255,1.79546024,0.95166760,0.13553748,1.53765567
-4.94947474,5.16844040,0.52697441,0.52130680,0.00778577,1.53948112,1.82571788,0.96134740,0.14289045,1.54852871
-4.94347174,5.21342799,0.52163604,0.52399130,0.00779728,1.55962159,1.85714950,0.97152372,0.15027197,1.56076917
-4.93746873,5.25848372,0.51662874,0.52633452,0.00779059,1.57925187,1.88853593,0.98165883,0.15760747,1.57358968
-4.93146573,5.30116289,0.51173048,0.52813643,0.00776305,1.59759937,1.91874454,0.99126236,0.16481964,1.58629368
-4.92546273,5.33939259,0.50679087,0.52923869,0.00771233,1.61399731,1.94676708,0.99990868,0.17183098,1.59830653
-4.91945973,5.37155327,0.50173857,0.52953263,0.00763655,1.62790756,1.97175324,1.00725211,0.17856662,1.60920151
-4.91345673,5.39654322,0.49658517,0.52896537,0.00753442,1.63893947,1.99303904,1.01303960,0.18495704,1.61871960
-4.90745373,5.41382343,0.49142564,0.52754356,0.00740529,1.64686370,2.01016916,1.01712034,0.19094073,1.62678224
-4.90145073,5.42344090,0.48643532,0.52533470,0.00724922,1.65162073,2.02291238,1.01945172,0.19646647,1.63349653
-4.89544772,5.42602916,0.48186365,0.52246591,0.00706703,1.65332344,2.03126976,1.02010170,0.20149520,1.63915254
-4.88944472,5.42278575,0.47802482,0.51912009,0.00686028,1.65225371,2.03547510,1.01924694,0.20600130,1.64421266
-4.88344172,5.41542693,0.47528577,0.51552975,0.00663124,1.64885290,2.03598766,1.01716712,0.20997319,1.64929328
-4.87743872,5.40612105,0.47405180,0.51196857,0.00638282,1.64370657,2.03347746,1.01423531,0.21341324,1.65513931
-4.87143572,5.39740301,0.47475046,0.50874119,0.00611848,1.63752391,2.02880353,1.01090475,0.21633683,1.66259241
-4.86543272,5.39207260,0.47781410,0.50617142,0.00584211,1.63111253,2.02298602,1.00769260,0.21877084,1.67255409
-4.85942971,5.39308106,0.48366169,0.50458965,0.00555787,1.62534974,2.01717312,1.00516123,0.22075137,1.68594505
-4.85342671,5.40340998,0.49268058,0.50431972,0.00527009,1.62115125,2.01260416,1.00389778,0.22232097,1.70366231
-4.84742371,5.42594796,0.50520878,0.50566600,0.00498308,1.61943884,2.01057030,1.00449283,0.22352560,1.72653607
-4.84142071,5.46336986,0.52151847,0.50890114,0.00470100,1.62110805,2.01237433,1.00751914,0.22441126,1.75528790
-4.83541771,5.51802428,0.54180116,0.51425511,0.00442773,1.62699754,2.01929115,1.01351126,0.22502074,1.79049228
-4.82941471,5.59183380,0.56615540,0.52190595,0.00416675,1.63786120,2.03253051,1.02294697,0.22539059,1.83254324
-4.82341171,5.68621273,0.59457724,0.53197268,0.00392103,1.65434426,2.05320317,1.03623113,0.22554849,1.88162761
-4.81740870,5.80200578,0.62695411,0.54451071,0.00369299,1.67696421,2.08229174,1.05368269,0.22551118,1.93770630
-4.81140570,5.93945028,0.66306235,0.55950984,0.00348443,1.70609726,2.12062692,1.07552533,0.22528320,2.00050461
-4.80540270,6.09816351,0.70256856,0.57689513,0.00329652,1.74197066,2.16886965,1.10188168,0.22485639,2.06951216
-4.79939970,6.27715510,0.74503498,0.59653038,0.00312982,1.78466070,2.22749917,1.13277153,0.22421022,2.14399263
-4.79339670,6.47486368,0.78992866,0.61822417,0.00298432,1.83409622,2.29680680,1.16811342,0.22331306,2.22300304
-4.78739370,6.68921519,0.83663418,0.64173810,0.00285949,1.89006686,2.37689483,1.20772958,0.22212410,2.30542186
-4.78139070,6.91769961,0.88446966,0.66679692,0.00275433,1.95223504,2.46767961,1.25135329,0.22059600,2.38998473
-4.77538769,7.15746176,0.93270530,0.69309993,0.00266754,2.02015080,2.56889788,1.29863836,0.21867804,2.47532632
-4.76938469,7.40540128,0.98058388,0.72033326,0.00259751,2.09326792,2.68011519,1.34916960,0.21631951,2.56002648
-4.76338169,7.65827665,1.02734243,0.74818235,0.00254254,2.17096053,2.80073540,1.40247394,0.21347327,2.64265873
-4.75737869,7.91280799,1.07223418,0.77634415,0.00250082,2.25253872,2.93001026,1.45803113,0.21009913,2.72183886
-4.75137569,8.16577406,1.11455001,0.80453855,0.00247063,2.33726248,3.06704852,1.51528379,0.20616696,2.79627178
-4.74537269,8.41409910,1.15363842,0.83251839,0.00245037,2.42435321,3.21082403,1.57364618,0.20165929,2.86479440
-4.73936968,8.65492650,1.18892345,0.86007798,0.00243862,2.51300247,3.36018308,1.63251156,0.19657327,2.92641320
-4.73336668,8.88567702,1.21991967,0.88705960,0.00243425,2.60237806,3.51385108,1.69125822,0.19092189,2.98033477
-4.72736368,9.10409065,1.24624388,0.91335796,0.00243641,2.69162762,3.67043948,1.74925416,0.18473442,3.02598859
-4.72136068,9.30825228,1.26762312,0.93892250,0.00244458,2.77988061,3.82845376,1.80586101,0.17805597,3.06304135
-4.71535768,9.49660229,1.28389870,0.96375767,0.00245854,2.86624941,3.98630376,1.86043754,0.17094640,3.09140271
-4.70935468,9.66793428,1.29502653,0.98792129,0.00247842,2.94983056,4.14231727,1.91234339,0.16347847,3.11122270
-4.70335168,9.82138246,1.30107361,1.01152116,0.00250462,3.02970732,4.29475821,1.96094349,0.15573541,3.12288151
-4.69734867,9.95640190,1.30221126,1.03471028,0.00253777,3.10495452,4.44184996,2.00561390,0.14780812,3.12697232
-4.69134567,10.07274438,1.29870550,1.05768097,0.00257874,3.17464632,4.58180440,2.04574911,0.13979204,3.12427850
-4.68534267,10.17043294,1.29090505,1.08065800,0.00262853,3.23786774,4.71285645,2.08077136,0.13178401,3.11574619
-4.67933967,10.24973697,1.27922769,1.10389121,0.00268822,3.29372977,4.83330363,2.11014164,0.12387905,3.10245369
-4.67333667,10.31114955,1.26414549,1.12764762,0.00275893,3.34138812,4.94154938,2.13337234,0.11616747,3.08557851
-4.66733367,10.35536759,1.24616962,1.15220333,0.00284174,3.38006477,5.03614833,2.15004094,0.10873221,3.06636352
-4.66133067,10.38327462,1.22583515,1.17783511,0.00293762,3.40907150,5.11585160,2.15980406,0.10164665,3.04608277
-4.65532766,10.39592516,1.20368639,1.20481193,0.00304742,3.42783393,5.17964932,2.16241104,0.09497287,3.02600777
-4.64932466,10.39452924,1.18026314,1.23338618,0.00317176,3.43591470,5.22680810,2.15771614,0.08876048,3.00737491
-4.64332166,10.38043495,1.15608802,1.26378476,0.00331103,3.43303406,5.25690067,2.14568834,0.08304589,2.99135409
