energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.14157079,8.96664243,0.06039601,0.74806555,2.55807304,0.86134671,0.16161136,4.93717438,3.47606653,1.30352207
-5.13556778,8.89514604,0.05741901,0.72686141,2.58790967,0.85801484,0.15615882,4.92415746,3.48184250,1.27874607
-5.12956478,8.81750170,0.05447161,0.70503447,2.61757690,0.85363442,0.15104820,4.90776508,3.48114625,1.25390373
-5.12356178,8.73603852,0.05158099,0.68284463,2.64730019,0.84845946,0.14632352,4.88916913,3.47473136,1.22941197
-5.11755878,8.65274117,0.04877064,0.66052176,2.67718891,0.84272019,0.14200568,4.86935897,3.46332486,1.20562493
-5.11155578,8.56919276,0.04605994,0.63826067,2.70722314,0.83661603,0.13809316,4.84910953,3.44759639,1.18282636
-5.10555278,8.48653882,0.04346394,0.61621804,2.73724670,0.83031043,0.13456372,4.82896060,3.42813248,1.16122525
-5.09954977,8.40547388,0.04099323,0.59451132,2.76696703,0.82392770,0.13137688,4.80920821,3.40541717,1.14095493
-5.09354677,8.32625075,0.03865414,0.57321958,2.79596216,0.81755201,0.12847710,4.78990838,3.37981995,1.12207567
-5.08754377,8.24871135,0.03644902,0.55238626,2.82369462,0.81122839,0.12579744,4.77089250,3.35159120,1.10458030
-5.08154077,8.17233676,0.03437663,0.53202354,2.84953179,0.80496556,0.12326359,4.75179349,3.32086533,1.08840275
-5.07553777,8.09631307,0.03243279,0.51211801,2.87277160,0.79874035,0.12079794,4.73208070,3.28767089,1.07342865
-5.06953477,8.01960874,0.03061098,0.49263724,2.89267251,0.79250336,0.11832362,4.71110155,3.25194676,1.05950741
-5.06353177,7.94105869,0.02890306,0.47353689,2.90848595,0.78618529,0.11576827,4.68812710,3.21356312,1.04646507
-5.05752876,7.85944996,0.02730000,0.45476786,2.91948978,0.77970373,0.11306734,4.66239906,3.17234557,1.03411708
-5.05152576,7.77360387,0.02579254,0.43628305,2.92502070,0.77296975,0.11016687,4.63317522,3.12810066,1.02228023
-5.04552276,7.68245023,0.02437183,0.41804337,2.92450403,0.76589406,0.10702562,4.59977098,3.08064107,1.01078321
-5.03951976,7.58508941,0.02302997,0.40002274,2.91747928,0.75839221,0.10361645,4.56159458,3.02980890,0.99947502
-5.03351676,7.48083941,0.02176042,0.38221171,2.90362007,0.75038885,0.09992695,4.51817441,2.97549539,0.98823123
-5.02751376,7.36926603,0.02055830,0.36461967,2.88274761,0.74182051,0.09595942,4.46917721,2.91765614,0.97695741
-5.02151076,7.25019535,0.01942055,0.34727554,2.85483700,0.73263730,0.09173011,4.41441680,2.85632101,0.96559016
-5.01550775,7.12370907,0.01834595,0.33022706,2.82001642,0.72280311,0.08726792,4.35385332,2.79159823,0.95409564
-5.00950475,6.99012433,0.01733502,0.31353870,2.77855940,0.71229489,0.08261255,4.28758401,2.72367305,0.94246596
-5.00350175,6.84996058,0.01638983,0.29728852,2.73087098,0.70110090,0.07781243,4.21582681,2.65280114,0.93071406
-4.99749875,6.70389673,0.01551366,0.28156411,2.67746881,0.68921845,0.07292221,4.13889845,2.57929775,0.91886731
-4.99149575,6.55272247,0.01471068,0.26645803,2.61896051,0.67665125,0.06800038,4.05718927,2.50352359,0.90696078
-4.98549275,6.39728756,0.01398549,0.25206300,2.55601881,0.66340680,0.06310667,3.97113680,2.42586878,0.89503051
-4.97948974,6.23845291,0.01334270,0.23846711,2.48935599,0.64949413,0.05829980,3.88120019,2.34673607,0.88310742
-4.97348674,6.07704686,0.01278648,0.22574934,2.41969908,0.63492198,0.05363531,3.78783736,2.26652469,0.87121237
-4.96748374,5.91382930,0.01232016,0.21397574,2.34776716,0.61969776,0.04916373,3.69148642,2.18561589,0.85935266
-4.96148074,5.74946563,0.01194585,0.20319620,2.27425174,0.60382727,0.04492916,3.59255235,2.10436115,0.84752008
-4.95547774,5.58451157,0.01166416,0.19344224,2.19980108,0.58731526,0.04096809,3.49139945,2.02307365,0.83569083
-4.94947474,5.41940884,0.01147391,0.18472564,2.12500874,0.57016675,0.03730880,3.38834966,1.94202337,0.82382695
-4.94347174,5.25449099,0.01137201,0.17703802,2.05040649,0.55238892,0.03397095,3.28368618,1.86143587,0.81187914
-4.93746873,5.08999780,0.01135340,0.17035138,1.97646133,0.53399345,0.03096567,3.17766147,1.78149440,0.79979074
-4.93146573,4.92609616,0.01141101,0.16461931,1.90357601,0.51499904,0.02829586,3.07050837,1.70234495,0.78750226
-4.92546273,4.76290489,0.01153595,0.15977899,1.83209233,0.49543384,0.02595681,2.96245300,1.62410347,0.77495620
-4.91945973,4.60052092,0.01171760,0.15575365,1.76229641,0.47533764,0.02393700,2.85372776,1.54686442,0.76210163
-4.91345673,4.43904425,0.01194395,0.15245539,1.69442493,0.45476346,0.02221904,2.74458301,1.47070988,0.74889816
-4.90745373,4.27859937,0.01220185,0.14978819,1.62867151,0.43377856,0.02078077,2.63529635,1.39571831,0.73531887
-4.90145073,4.11935153,0.01247738,0.14765094,1.56519247,0.41246454,0.01959630,2.52617826,1.32197221,0.72135212
-4.89544772,3.96151642,0.01275631,0.14594044,1.50411143,0.39091668,0.01863715,2.41757364,1.24956413,0.70700198
-4.88944472,3.80536287,0.01302443,0.14455409,1.44552230,0.36924241,0.01787325,2.30985911,1.17860069,0.69228732
-4.88344172,3.65120859,0.01326801,0.14339233,1.38949069,0.34755904,0.01727398,2.20343601,1.10920418,0.67723968
-4.87743872,3.49940967,0.01347422,0.14236073,1.33605369,0.32599085,0.01680901,2.09872000,1.04151205,0.66190009
-4.87143572,3.35034519,0.01363145,0.14137168,1.28521844,0.30466578,0.01644907,1.99612779,0.97567415,0.64631519
-4.86543272,3.20439834,0.01372970,0.14034570,1.23695997,0.28371179,0.01616663,1.89606235,0.91184839,0.63053299
-4.85942971,3.06193620,0.01376080,0.13921234,1.19121882,0.26325334,0.01593638,1.79889769,0.85019501,0.61459861
-4.85342671,2.92328982,0.01371864,0.13791078,1.14789919,0.24340785,0.01573560,1.70496451,0.79087018,0.59855043
-4.84742371,2.78873676,0.01359930,0.13639013,1.10686810,0.22428273,0.01554452,1.61453785,0.73401941,0.58241695
-4.84142071,2.65848741,0.01340111,0.13460949,1.06795622,0.20597277,0.01534637,1.52782779,0.67977133,0.56621468
-4.83541771,2.53267656,0.01312460,0.13253778,1.03096065,0.18855830,0.01512751,1.44497394,0.62823239,0.54994722
-4.82941471,2.41136098,0.01277244,0.13015349,0.99564997,0.17210402,0.01487738,1.36604423,0.57948267,0.53360568
-4.82341171,2.29452332,0.01234923,0.12744431,0.96177158,0.15665864,0.01458836,1.29103815,0.53357339,0.51717037
-4.81740870,2.18208234,0.01186130,0.12440670,0.92906114,0.14225522,0.01425566,1.21989437,0.49052599,0.50061374
-4.81140570,2.07390880,0.01131643,0.12104544,0.89725382,0.12891227,0.01387705,1.15250224,0.45033289,0.48390434
-4.80540270,1.96984613,0.01072350,0.11737316,0.86609686,0.11663546,0.01345265,1.08871663,0.41296000,0.46701163
-4.79939970,1.86973471,0.01009221,0.11340990,0.83536289,0.10541981,0.01298461,1.02837521,0.37835050,0.44991116
-4.79339670,1.77343819,0.00943269,0.10918257,0.80486326,0.09525237,0.01247687,0.97131722,0.34642988,0.43258998
-4.78739370,1.68087060,0.00875520,0.10472455,0.77446075,0.08611507,0.01193485,0.91740277,0.31711181,0.41505189
-4.78139070,1.59202256,0.00806980,0.10007512,0.74408112,0.07798774,0.01136518,0.86653177,0.29030450,0.39732210
-4.77538769,1.50698543,0.00738606,0.09527901,0.71372269,0.07085121,0.01077542,0.81866137,0.26591721,0.37945123
-4.76938469,1.42597210,0.00671285,0.09038579,0.68346371,0.06469017,0.01017382,0.77382140,0.24386659,0.36151828
-4.76338169,1.34933352,0.00605809,0.08544929,0.65346710,0.05949594,0.00956912,0.73212703,0.22408258,0.34363243
-4.75737869,1.27757031,0.00542866,0.08052697,0.62398241,0.05526890,0.00897033,0.69378811,0.20651357,0.32593370
-4.75137569,1.21133901,0.00483030,0.07567927,0.59534481,0.05202052,0.00838656,0.65911521,0.19113067,0.30859233
-4.74537269,1.15145279,0.00426751,0.07096881,0.56797148,0.04977501,0.00782690,0.62852174,0.17793091,0.29180698
-4.73936968,1.09887654,0.00374365,0.06645976,0.54235529,0.04857043,0.00730029,0.60252262,0.16693933,0.27580187
-4.73336668,1.05471672,0.00326088,0.06221696,0.51905621,0.04845935,0.00681542,0.58172925,0.15820983,0.26082296
-4.72736368,1.02020602,0.00282034,0.05830522,0.49869079,0.04950885,0.00638069,0.56684106,0.15182489,0.24713334
-4.72136068,0.99668339,0.00242216,0.05478851,0.48191993,0.05180009,0.00600412,0.55863396,0.14789402,0.23500807
-4.71535768,0.98556971,0.00206568,0.05172923,0.46943543,0.05542716,0.00569333,0.55794576,0.14655118,0.22472850
-4.70935468,0.98833969,0.00174949,0.04918740,0.46194560,0.06049542,0.00545547,0.56565896,0.14795104,0.21657639
-4.70335168,1.00649029,0.00147168,0.04722001,0.46016021,0.06711927,0.00529723,0.58268118,0.15226433,0.21082788
-4.69734867,1.04150624,0.00122989,0.04588032,0.46477508,0.07541933,0.00522477,0.60992343,0.15967224,0.20774744
-4.69134567,1.09482322,0.00102148,0.04521721,0.47645655,0.08551916,0.00524369,0.64827677,0.17036008,0.20758197
-4.68534267,1.16778917,0.00084367,0.04527461,0.49582609,0.09754151,0.00535901,0.69858747,0.18451030,0.21055508
-4.67933967,1.26162462,0.00069364,0.04609098,0.52344521,0.11160428,0.00557509,0.76163140,0.20229508,0.21686166
-4.67333667,1.37738279,0.00056862,0.04769883,0.55980096,0.12781617,0.00589557,0.83808799,0.22386857,0.22666282
-4.66733367,1.51591049,0.00046598,0.05012442,0.60529226,0.14627228,0.00632336,0.92851458,0.24935913,0.24008133
-4.66133067,1.67781105,0.00038328,0.05338745,0.66021737,0.16704985,0.00686051,1.03332172,0.27886181,0.25719762
-4.65532766,1.86341053,0.00031838,0.05750099,0.72476279,0.19020410,0.00750823,1.15275044,0.31243126,0.27804647
-4.64932466,2.07272869,0.00026938,0.06247147,0.79899407,0.21576458,0.00826677,1.28685228,0.35007547,0.30261450
-4.64332166,2.30545610,0.00023474,0.06829899,0.88284872,0.24373218,0.00913543,1.43547302,0.39175057,0.33083868
