energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.78389195,5.39765111,0.01336192,0.36722535,1.44829877,0.00000000,2.63480595,3.46672766,0.01678854,1.33740680
-5.77788894,5.45802117,0.01352065,0.35737648,1.40899358,0.00000000,2.55313577,3.56271517,0.01666090,1.33002818
-5.77188594,5.50568472,0.01368620,0.34706143,1.36608869,0.00000000,2.46758460,3.65017908,0.01648736,1.31926560
-5.76588294,5.54057212,0.01386300,0.33653317,1.32045072,0.00000000,2.38005389,3.72809918,0.01627147,1.30547524
-5.75987994,5.56260557,0.01405489,0.32603571,1.27292508,0.00000000,2.29236381,3.79547148,0.01601682,1.28900867
-5.75387694,5.57170730,0.01426504,0.31579886,1.22431694,0.00000000,2.20621077,3.85133726,0.01572706,1.27020526
-5.74787394,5.56781623,0.01449591,0.30603363,1.17537653,0.00000000,2.12313278,3.89481606,0.01540589,1.24938735
-5.74187094,5.55091203,0.01474919,0.29692866,1.12678901,0.00000000,2.04448309,3.92514104,0.01505699,1.22685834
-5.73586793,5.52104459,0.01502583,0.28864735,1.07916893,0.00000000,1.97141240,3.94169503,0.01468415,1.20290323
-5.72986493,5.47836671,0.01532606,0.28132600,1.03305896,0.00000000,1.90485922,3.94404525,0.01429123,1.17779156
-5.72386193,5.42316748,0.01564949,0.27507257,0.98893226,0.00000000,1.84554786,3.93197466,0.01388225,1.15178209
-5.71785893,5.35590342,0.01599512,0.26996639,0.94719779,0.00000000,1.79399295,3.90550817,0.01346144,1.12512857
-5.71185593,5.27722495,0.01636151,0.26605833,0.90820774,0.00000000,1.75050958,3.86493177,0.01303328,1.09808596
-5.70585293,5.18799565,0.01674676,0.26337178,0.87226585,0.00000000,1.71522775,3.81080324,0.01260250,1.07091642
-5.69984992,5.08930242,0.01714867,0.26190400,0.83963591,0.00000000,1.68810990,3.74395340,0.01217415,1.04389422
-5.69384692,4.98245490,0.01756476,0.26162807,0.81054938,0.00000000,1.66897040,3.66547715,0.01175352,1.01730915
-5.68784392,4.86897355,0.01799231,0.26249516,0.78521148,0.00000000,1.65749598,3.57671445,0.01134616,0.99146783
-5.68184092,4.75056605,0.01842841,0.26443721,0.76380493,0.00000000,1.65326608,3.47922149,0.01095774,0.96669256
-5.67583792,4.62909266,0.01886998,0.26736990,0.74649126,0.00000000,1.65577247,3.37473297,0.01059403,0.94331766
-5.66983492,4.50652170,0.01931372,0.27119579,0.73340924,0.00000000,1.66443762,3.26511703,0.01026070,0.92168320
-5.66383192,4.38487686,0.01975613,0.27580765,0.72467075,0.00000000,1.67863133,3.15232431,0.00996323,0.90212640
-5.65782891,4.26617874,0.02019350,0.28109184,0.72035426,0.00000000,1.69768546,3.03833339,0.00970672,0.88497102
-5.65182591,4.15238293,0.02062182,0.28693164,0.72049646,0.00000000,1.72090673,2.92509461,0.00949572,0.87051539
-5.64582291,4.04531765,0.02103681,0.29321039,0.72508274,0.00000000,1.74758750,2.81447466,0.00933407,0.85901952
-5.63981991,3.94662360,0.02143388,0.29981442,0.73403729,0.00000000,1.77701479,2.70820402,0.00922473,0.85069219
-5.63381691,3.85769886,0.02180813,0.30663562,0.74721368,0.00000000,1.80847764,2.60782934,0.00916961,0.84567877
-5.62781391,3.77965120,0.02215435,0.31357348,0.76438678,0.00000000,1.84127318,2.51467253,0.00916946,0.84405040
-5.62181091,3.71326011,0.02246708,0.32053668,0.78524680,0.00000000,1.87471150,2.42979803,0.00922376,0.84579537
-5.61580790,3.65895011,0.02274065,0.32744397,0.80939624,0.00000000,1.90811989,2.35398942,0.00933066,0.85081322
-5.60980490,3.61677661,0.02296927,0.33422456,0.83635017,0.00000000,1.94084650,2.28773590,0.00948694,0.85891214
-5.60380190,3.58642502,0.02314713,0.34081785,0.86554037,0.00000000,1.97226383,2.23122911,0.00968806,0.86980982
-5.59779890,3.56722299,0.02326853,0.34717258,0.89632339,0.00000000,2.00177231,2.18436988,0.00992820,0.88313817
-5.59179590,3.55816552,0.02332803,0.35324557,0.92799249,0.00000000,2.02880410,2.14678464,0.01020039,0.89845152
-5.58579290,3.55795172,0.02332061,0.35900013,0.95979317,0.00000000,2.05282740,2.11785030,0.01049668,0.91523839
-5.57978989,3.56503181,0.02324180,0.36440416,0.99094171,0.00000000,2.07335124,2.09672662,0.01080832,0.93293618
-5.57378689,3.57766238,0.02308793,0.36942834,1.02064622,0.00000000,2.08993068,2.08239437,0.01112603,0.95094836
-5.56778389,3.59396769,0.02285617,0.37404426,1.04812901,0.00000000,2.10217265,2.07369794,0.01144023,0.96866332
-5.56178089,3.61200447,0.02254480,0.37822290,1.07264969,0.00000000,2.10974180,2.06939031,0.01174131,0.98547417
-5.55577789,3.62982776,0.02215321,0.38193341,1.09352764,0.00000000,2.11236656,2.06817890,0.01201997,1.00079863
-5.54977489,3.64555507,0.02168210,0.38514228,1.11016307,0.00000000,2.10984473,2.06877042,0.01226746,1.01409806
-5.54377189,3.65742641,0.02113347,0.38781310,1.12205563,0.00000000,2.10204842,2.06991308,0.01247585,1.02489492
-5.53776888,3.66385803,0.02051066,0.38990675,1.12881968,0.00000000,2.08892796,2.07043489,0.01263829,1.03278781
-5.53176588,3.66348784,0.01981832,0.39138209,1.13019561,0.00000000,2.07051426,2.06927654,0.01274918,1.03746351
-5.52576288,3.65521106,0.01906236,0.39219703,1.12605663,0.00000000,2.04691940,2.06551822,0.01280437,1.03870558
-5.51975988,3.63820491,0.01824982,0.39230997,1.11641088,0.00000000,2.01833522,2.05839948,0.01280123,1.03639915
-5.51375688,3.61194205,0.01738873,0.39168144,1.10139872,0.00000000,1.98502960,2.04733203,0.01273871,1.03053182
-5.50775388,3.57619251,0.01648791,0.39027577,1.08128544,0.00000000,1.94734057,2.03190519,0.01261734,1.02119080
-5.50175088,3.53101472,0.01555677,0.38806283,1.05644981,0.00000000,1.90566826,2.01188463,0.01243918,1.00855637
-5.49574787,3.47673656,0.01460511,0.38501952,1.02736909,0.00000000,1.86046485,1.98720464,0.01220770,0.99289237
-5.48974487,3.41392783,0.01364279,0.38113114,0.99460115,0.00000000,1.81222315,1.95795495,0.01192761,0.97453391
-5.48374187,3.34336580,0.01267959,0.37639236,0.95876473,0.00000000,1.76146393,1.92436307,0.01160471,0.95387322
-5.47773887,3.26599569,0.01172491,0.37080789,0.92051850,0.00000000,1.70872281,1.88677314,0.01124562,0.93134419
-5.47173587,3.18288812,0.01078757,0.36439281,0.88054011,0.00000000,1.65453715,1.84562263,0.01085759,0.90740636
-5.46573287,3.09519550,0.00987564,0.35717257,0.83950582,0.00000000,1.59943356,1.80141794,0.01044821,0.88252895
-5.45972986,3.00410917,0.00899627,0.34918261,0.79807164,0.00000000,1.54391653,1.75471009,0.01002522,0.85717572
-5.45372686,2.91081904,0.00815560,0.34046777,0.75685651,0.00000000,1.48845872,1.70607139,0.00959622,0.83179100
-5.44772386,2.81647709,0.00735864,0.33108154,0.71642813,0.00000000,1.43349314,1.65607403,0.00916853,0.80678749
-5.44172086,2.72216576,0.00660930,0.32108506,0.67729163,0.00000000,1.37940752,1.60527119,0.00874894,0.78253606
-5.43571786,2.62887199,0.00591033,0.31054614,0.63988142,0.00000000,1.32654104,1.55418116,0.00834359,0.75935772
-5.42971486,2.53746732,0.00526343,0.29953815,0.60455595,0.00000000,1.27518321,1.50327459,0.00795783,0.73751795
-5.42371186,2.44869410,0.00466930,0.28813894,0.57159567,0.00000000,1.22557494,1.45296521,0.00759616,0.71722325
-5.41770885,2.36315758,0.00412774,0.27642980,0.54120354,0.00000000,1.17791143,1.40360364,0.00726212,0.69861987
-5.41170585,2.28132351,0.00363782,0.26449440,0.51350802,0.00000000,1.13234666,1.35547428,0.00695830,0.68179463
-5.40570285,2.20352070,0.00319795,0.25241778,0.48856814,0.00000000,1.08899908,1.30879493,0.00668634,0.66677746
-5.39969985,2.12994775,0.00280610,0.24028538,0.46638014,0.00000000,1.04795811,1.26371870,0.00644694,0.65354552
-5.39369685,2.06068337,0.00245991,0.22818210,0.44688538,0.00000000,1.00929113,1.22033788,0.00623992,0.64202875
-5.38769385,1.99569948,0.00215687,0.21619137,0.42997901,0.00000000,0.97305064,1.17868944,0.00606430,0.63211633
-5.38169085,1.93487644,0.00189443,0.20439422,0.41551920,0.00000000,0.93928126,1.13876164,0.00591835,0.62366415
-5.37568784,1.87801977,0.00167013,0.19286844,0.40333639,0.00000000,0.90802626,1.10050155,0.00579972,0.61650279
-5.36968484,1.82487776,0.00148174,0.18168769,0.39324245,0.00000000,0.87933351,1.06382311,0.00570553,0.61044595
-5.36368184,1.77515953,0.00132732,0.17092077,0.38503938,0.00000000,0.85326066,1.02861549,0.00563251,0.60529894
-5.35767884,1.72855279,0.00120534,0.16063083,0.37852741,0.00000000,0.82987930,0.99475150,0.00557708,0.60086725
-5.35167584,1.68474121,0.00111472,0.15087478,0.37351225,0.00000000,0.80927802,0.96209579,0.00553551,0.59696467
-5.34567284,1.64342055,0.00105487,0.14170278,0.36981141,0.00000000,0.79156431,0.93051280,0.00550401,0.59342100
-5.33966983,1.60431334,0.00102576,0.13315779,0.36725938,0.00000000,0.77686505,0.89987396,0.00547889,0.59008886
-5.33366683,1.56718158,0.00102792,0.12527534,0.36571163,0.00000000,0.76532556,0.87006424,0.00545665,0.58684953
-5.32766383,1.53183694,0.00106243,0.11808334,0.36504730,0.00000000,0.75710706,0.84098769,0.00543406,0.58361752
-5.32166083,1.49814820,0.00113097,0.11160203,0.36517055,0.00000000,0.75238259,0.81257177,0.00540832,0.58034363
-5.31565783,1.46604547,0.00123574,0.10584408,0.36601049,0.00000000,0.75133108,0.78477033,0.00537705,0.57701635
-5.30965483,1.43552094,0.00137952,0.10081469,0.36751987,0.00000000,0.75413000,0.75756523,0.00533844,0.57366156
-5.30365183,1.40662618,0.00156554,0.09651177,0.36967233,0.00000000,0.76094634,0.73096624,0.00529121,0.57034030
-5.29764882,1.37946584,0.00179753,0.09292616,0.37245859,0.00000000,0.77192633,0.70500948,0.00523467,0.56714486
-5.29164582,1.35418802,0.00207959,0.09004185,0.37588163,0.00000000,0.78718420,0.67975432,0.00516866,0.56419317
-5.28564282,1.33097188,0.00241619,0.08783617,0.37995102,0.00000000,0.80679035,0.65527883,0.00509360,0.56162177
-5.27963982,1.31001272,0.00281202,0.08628003,0.38467691,0.00000000,0.83075947,0.63167417,0.00501035,0.55957766
-5.27363682,1.29150567,0.00327197,0.08533809,0.39006372,0.00000000,0.85903920,0.60903805,0.00492016,0.55820938
-5.26763382,1.27562854,0.00380097,0.08496896,0.39610405,0.00000000,0.89150001,0.58746772,0.00482463,0.55765780
-5.26163082,1.26252495,0.00440386,0.08512545,0.40277314,0.00000000,0.92792689,0.56705281,0.00472552,0.55804709
-5.25562781,1.25228865,0.00508529,0.08575488,0.41002419,0.00000000,0.96801356,0.54786858,0.00462472,0.55947627
-5.24962481,1.24495002,0.00584952,0.08679943,0.41778474,0.00000000,1.01135961,0.52996981,0.00452407,0.56201183
-5.24362181,1.24046546,0.00670028,0.08819665,0.42595464,0.00000000,1.05747117,0.51338586,0.00442533,0.56568186
-5.23761881,1.23871047,0.00764054,0.08988013,0.43440541,0.00000000,1.10576520,0.49811715,0.00433001,0.57047197
-5.23161581,1.23947682,0.00867230,0.09178028,0.44298137,0.00000000,1.15557758,0.48413333,0.00423937,0.57632307
-5.22561281,1.24247407,0.00979642,0.09382530,0.45150242,0.00000000,1.20617484,0.47137322,0.00415428,0.58313146
-5.21960980,1.24733540,0.01101237,0.09594230,0.45976832,0.00000000,1.25676915,0.45974664,0.00407522,0.59075080
-5.21360680,1.25362748,0.01231800,0.09805857,0.46756434,0.00000000,1.30653615,0.44913800,0.00400229,0.59899618
-5.20760380,1.26086402,0.01370937,0.10010291,0.47466795,0.00000000,1.35463479,0.43941149,0.00393515,0.60764989
-5.20160080,1.26852207,0.01518052,0.10200702,0.48085627,0.00000000,1.40022842,0.43041764,0.00387310,0.61646854
-5.19559780,1.27606050,0.01672335,0.10370691,0.48591384,0.00000000,1.44250627,0.42200083,0.00381512,0.62519138
-5.18959480,1.28293959,0.01832750,0.10514423,0.48964024,0.00000000,1.48070430,0.41400754,0.00375991,0.63354907
-5.18359180,1.28864096,0.01998028,0.10626747,0.49185743,0.00000000,1.51412463,0.40629474,0.00370599,0.64127287
-5.17758879,1.29268673,0.02166667,0.10703299,0.49241607,0.00000000,1.54215278,0.39873821,0.00365174,0.64810353
-5.17158579,1.29465729,0.02336944,0.10740583,0.49120084,0.00000000,1.56427197,0.39124022,0.00359556,0.65379969
-5.16558279,1.29420694,0.02506927,0.10736026,0.48813440,0.00000000,1.58007406,0.38373650,0.00353588,0.65814548
-5.15957979,1.29107683,0.02674502,0.10688003,0.48317979,0.00000000,1.58926701,0.37620191,0.00347127,0.66095703
-5.15357679,1.28510483,0.02837411,0.10595837,0.47634136,0.00000000,1.59167843,0.36865488,0.00340050,0.66208785
-5.14757379,1.27623222,0.02993289,0.10459769,0.46766407,0.00000000,1.58725576,0.36116024,0.00332258,0.66143280
-5.14157079,1.26450708,0.03139720,0.10280903,0.45723150,0.00000000,1.57606303,0.35383052,0.00323684,0.65893088
-5.13556778,1.25008443,0.03274295,0.10061131,0.44516252,0.00000000,1.55827481,0.34682557,0.00314292,0.65456673
-5.12956478,1.23322340,0.03394672,0.09803038,0.43160700,0.00000000,1.53416783,0.34035060,0.00304077,0.64837086
-5.12356178,1.21428157,0.03498644,0.09509795,0.41674083,0.00000000,1.50411073,0.33465259,0.00293068,0.64041895
-5.11755878,1.19370679,0.03584206,0.09185051,0.40076039,0.00000000,1.46855264,0.33001522,0.00281324,0.63082999
-5.11155578,1.17202676,0.03649616,0.08832810,0.38387687,0.00000000,1.42801107,0.32675245,0.00268932,0.61976371
-5.10555278,1.14983665,0.03693457,0.08457326,0.36631065,0.00000000,1.38305947,0.32520067,0.00256002,0.60741706
-5.09954977,1.12778495,0.03714688,0.08062993,0.34828595,0.00000000,1.33431497,0.32570974,0.00242664,0.59402014
-5.09354677,1.10655776,0.03712679,0.07654246,0.33002586,0.00000000,1.28242646,0.32863301,0.00229064,0.57983130
-5.08754377,1.08686178,0.03687244,0.07235479,0.31174799,0.00000000,1.22806323,0.33431632,0.00215357,0.56513174
-5.08154077,1.06940616,0.03638655,0.06810972,0.29366072,0.00000000,1.17190416,0.34308634,0.00201706,0.55021945
-5.07553777,1.05488344,0.03567633,0.06384826,0.27596005,0.00000000,1.11462760,0.35523842,0.00188275,0.53540267
-5.06953477,1.04394986,0.03475340,0.05960917,0.25882712,0.00000000,1.05690175,0.37102414,0.00175226,0.52099286
-5.06353177,1.03720540,0.03363340,0.05542861,0.24242630,0.00000000,0.99937562,0.39063893,0.00162716,0.50729718
-5.05752876,1.03517396,0.03233557,0.05133983,0.22690377,0.00000000,0.94267031,0.41421013,0.00150896,0.49461089
-5.05152576,1.03828421,0.03088217,0.04737298,0.21238655,0.00000000,0.88737084,0.44178596,0.00139906,0.48320946
-5.04552276,1.04685175,0.02929781,0.04355499,0.19898188,0.00000000,0.83401829,0.47332569,0.00129873,0.47334090
-5.03951976,1.06106315,0.02760874,0.03990947,0.18677686,0.00000000,0.78310247,0.50869175,0.00120913,0.46521832
-5.03351676,1.08096272,0.02584208,0.03645668,0.17583831,0.00000000,0.73505511,0.54764403,0.00113129,0.45901312
-5.02751376,1.10644259,0.02402504,0.03321351,0.16621278,0.00000000,0.69024379,0.58983704,0.00106605,0.45484901
-5.02151076,1.13723679,0.02218427,0.03019345,0.15792670,0.00000000,0.64896681,0.63482015,0.00101414,0.45279713
-5.01550775,1.17291997,0.02034512,0.02740666,0.15098668,0.00000000,0.61144907,0.68204137,0.00097608,0.45287252
-5.00950475,1.21291105,0.01853108,0.02485997,0.14537983,0.00000000,0.57783928,0.73085482,0.00095227,0.45503210
-5.00350175,1.25648215,0.01676332,0.02255694,0.14107434,0.00000000,0.54820862,0.78053185,0.00094288,0.45917441
-4.99749875,1.30277270,0.01506029,0.02049796,0.13802011,0.00000000,0.52255099,0.83027585,0.00094791,0.46514109
-4.99149575,1.35080863,0.01343753,0.01868033,0.13614962,0.00000000,0.50078489,0.87924027,0.00096718,0.47272013
-4.98549275,1.39952596,0.01190744,0.01709838,0.13537893,0.00000000,0.48275706,0.92654940,0.00100029,0.48165092
-4.97948974,1.44779837,0.01047939,0.01574369,0.13560905,0.00000000,0.46824765,0.97132136,0.00104663,0.49163080
-4.97348674,1.49446754,0.00915970,0.01460524,0.13672737,0.00000000,0.45697705,1.01269235,0.00110539,0.50232303
-4.96748374,1.53837538,0.00795187,0.01366968,0.13860952,0.00000000,0.44861402,1.04984129,0.00117556,0.51336591
-4.96148074,1.57839688,0.00685684,0.01292161,0.14112141,0.00000000,0.44278493,1.08201401,0.00125593,0.52438262
-4.95547774,1.61347235,0.00587325,0.01234390,0.14412150,0.00000000,0.43908398,1.10854576,0.00134511,0.53499161
-4.94947474,1.64263792,0.00499782,0.01191801,0.14746342,0.00000000,0.43708393,1.12888140,0.00144157,0.54481700
-4.94347174,1.66505297,0.00422569,0.01162441,0.15099863,0.00000000,0.43634719,1.14259223,0.00154366,0.55349882
-4.93746873,1.68002381,0.00355076,0.01144298,0.15457941,0.00000000,0.43643684,1.14938887,0.00164970,0.56070266
-4.93146573,1.68702257,0.00296608,0.01135342,0.15806184,0.00000000,0.43692744,1.14912972,0.00175796,0.56612847
-4.92546273,1.68570082,0.00246413,0.01133568,0.16130893,0.00000000,0.43741515,1.14182467,0.00186681,0.56951819
-4.91945973,1.67589774,0.00203713,0.01137042,0.16419363,0.00000000,0.43752716,1.12763409,0.00197477,0.57066217
-4.91345673,1.65764261,0.00167731,0.01143945,0.16660185,0.00000000,0.43692998,1.10686317,0.00208059,0.56940407
-4.90745373,1.63115195,0.00137710,0.01152611,0.16843526,0.00000000,0.43533657,1.07995217,0.00218335,0.56564425
-4.90145073,1.59682169,0.00112931,0.01161568,0.16961390,0.00000000,0.43251218,1.04746305,0.00228257,0.55934160
-4.89544772,1.55521506,0.00092726,0.01169581,0.17007836,0.00000000,0.42827870,1.01006319,0.00237831,0.55051379
-4.88944472,1.50704676,0.00076487,0.01175674,0.16979175,0.00000000,0.42251758,0.96850715,0.00247129,0.53923614
-4.88344172,1.45316449,0.00063673,0.01179171,0.16874104,0.00000000,0.41517127,0.92361718,0.00256294,0.52563898
-4.87743872,1.39452852,0.00053815,0.01179711,0.16693805,0.00000000,0.40624323,0.87626352,0.00265555,0.50990395
-4.87143572,1.33219026,0.00046512,0.01177276,0.16441983,0.00000000,0.39579654,0.82734504,0.00275230,0.49225908
-4.86543272,1.26727057,0.00041431,0.01172198,0.16124851,0.00000000,0.38395133,0.77777124,0.00285739,0.47297309
-4.85942971,1.20093853,0.00038308,0.01165178,0.15751062,0.00000000,0.37088101,0.72844587,0.00297602,0.45234895
-4.85342671,1.13439121,0.00036939,0.01157282,0.15331588,0.00000000,0.35680757,0.68025275,0.00311445,0.43071700
-4.84742371,1.06883482,0.00037176,0.01149949,0.14879543,0.00000000,0.34199608,0.63404396,0.00328002,0.40842765
-4.84142071,1.00546764,0.00038923,0.01144983,0.14409966,0.00000000,0.32674857,0.59063043,0.00348110,0.38584408
-4.83541771,0.94546455,0.00042128,0.01144546,0.13939563,0.00000000,0.31139741,0.55077485,0.00372704,0.36333488
-4.82941471,0.88996339,0.00046776,0.01151142,0.13486406,0.00000000,0.29629853,0.51518660,0.00402810,0.34126696
-4.82341171,0.84005282,0.00052883,0.01167601,0.13069616,0.00000000,0.28182436,0.48451834,0.00439530,0.31999872
-4.81740870,0.79676134,0.00060491,0.01197054,0.12709008,0.00000000,0.26835683,0.45936381,0.00484027,0.29987366
-4.81140570,0.76104735,0.00069655,0.01242900,0.12424729,0.00000000,0.25628039,0.44025626,0.00537505,0.28121455
-4.80540270,0.73378957,0.00080444,0.01308770,0.12236878,0.00000000,0.24597522,0.42766706,0.00601183,0.26431805
-4.79939970,0.71577768,0.00092925,0.01398481,0.12165113,0.00000000,0.23781044,0.42200399,0.00676269,0.24945003
-4.79339670,0.70770270,0.00107164,0.01515975,0.12228255,0.00000000,0.23213765,0.42360879,0.00763928,0.23684148
-4.78739370,0.71014684,0.00123213,0.01665251,0.12443889,0.00000000,0.22928439,0.43275363,0.00865243,0.22668498
-4.78139070,0.72357278,0.00141106,0.01850284,0.12827956,0.00000000,0.22954777,0.44963634,0.00981180,0.21913187
-4.77538769,0.74831221,0.00160851,0.02074931,0.13394355,0.00000000,0.23318818,0.47437442,0.01112547,0.21428989
-4.76938469,0.78455385,0.00182427,0.02342820,0.14154540,0.00000000,0.24042289,0.50699776,0.01259952,0.21222148
-4.76338169,0.83233120,0.00205775,0.02657230,0.15117135,0.00000000,0.25141985,0.54744065,0.01423759,0.21294267
-4.75737869,0.89151058,0.00230795,0.03020960,0.16287562,0.00000000,0.26629147,0.59553320,0.01604052,0.21642244
-4.75137569,0.96177994,0.00257344,0.03436185,0.17667695,0.00000000,0.28508867,0.65099291,0.01800595,0.22258276
-4.74537269,1.04263933,0.00285232,0.03904313,0.19255553,0.00000000,0.30779525,0.71341712,0.02012803,0.23129925
-4.73936968,1.13339390,0.00314223,0.04425844,0.21045046,0.00000000,0.33432296,0.78227686,0.02239714,0.24240248
-4.73336668,1.23315019,0.00344036,0.05000226,0.23025787,0.00000000,0.36450735,0.85691311,0.02479973,0.25568002
-4.72736368,1.34081688,0.00374346,0.05625745,0.25182992,0.00000000,0.39810491,0.93653615,0.02731827,0.27087930
-4.72136068,1.45511060,0.00404790,0.06299415,0.27497477,0.00000000,0.43479168,1.02022860,0.02993132,0.28771129
-4.71535768,1.57456776,0.00434972,0.07016920,0.29945777,0.00000000,0.47416388,1.10695288,0.03261369,0.30585504
-4.70935468,1.69756275,0.00464473,0.07772579,0.32500396,0.00000000,0.51574061,1.19556344,0.03533681,0.32496324
-4.70335168,1.82233286,0.00492856,0.08559364,0.35130196,0.00000000,0.55896919,1.28482387,0.03806918,0.34466852
-4.69734867,1.94700986,0.00519681,0.09368969,0.37800933,0.00000000,0.60323306,1.37342901,0.04077701,0.36459070
-4.69134567,2.06965786,0.00544511,0.10191930,0.40475933,0.00000000,0.64786243,1.46003152,0.04342493,0.38434474
-4.68534267,2.18831666,0.00566928,0.11017804,0.43116904,0.00000000,0.69214768,1.54327261,0.04597686,0.40354925
-4.67933967,2.30104939,0.00586542,0.11835398,0.45684859,0.00000000,0.73535509,1.62181570,0.04839694,0.42183534
-4.67333667,2.40599315,0.00603001,0.12633046,0.48141126,0.00000000,0.77674479,1.69438229,0.05065052,0.43885571
-4.66733367,2.50141068,0.00616005,0.13398932,0.50448415,0.00000000,0.81559021,1.75978841,0.05270515,0.45429342
-4.66133067,2.58574116,0.00625310,0.14121432,0.52571902,0.00000000,0.85119849,1.81698042,0.05453159,0.46787025
-4.65532766,2.65764807,0.00630741,0.14789480,0.54480272,0.00000000,0.88293106,1.86506851,0.05610466,0.47935426
-4.64932466,2.71606192,0.00632192,0.15392931,0.56146697,0.00000000,0.91022361,1.90335644,0.05740408,0.48856616
-4.64332166,2.76021588,0.00629634,0.15922902,0.57549681,0.00000000,0.93260451,1.93136612,0.05841510,0.49538428
