energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.86193097,5.08459442,0.04360016,0.03995268,3.46341911,1.35056832,0.07377122,3.39729890,1.05882293,0.35718812
-5.85592796,4.98662703,0.04432517,0.03887033,3.38956177,1.32589167,0.07299866,3.33202682,1.03790675,0.35090185
-5.84992496,4.86867163,0.04498524,0.03766229,3.30330585,1.29545713,0.07189224,3.25332630,1.01398172,0.34312896
-5.84392196,4.73248192,0.04558592,0.03634294,3.20589263,1.25972314,0.07047188,3.16236296,0.98748421,0.33398178
-5.83791896,4.58013726,0.04613576,0.03492877,3.09875775,1.21923969,0.06876375,3.06052068,0.95890309,0.32359726
-5.83191596,4.41399476,0.04664603,0.03343798,2.98350105,1.17463488,0.06679963,2.94936997,0.92876859,0.31213395
-5.82591296,4.23663217,0.04713031,0.03189016,2.86185067,1.12659923,0.06461604,2.83063031,0.89763967,0.29976817
-5.81990995,4.05078355,0.04760397,0.03030572,2.73562258,1.07586811,0.06225327,2.70612747,0.86608991,0.28668964
-5.81390695,3.85926985,0.04808358,0.02870550,2.60667661,1.02320296,0.05975423,2.57774738,0.83469275,0.27309667
-5.80790395,3.66492681,0.04858616,0.02711017,2.47687061,0.96937198,0.05716321,2.44738808,0.80400622,0.25919105
-5.80190095,3.47053272,0.04912854,0.02553971,2.34801423,0.91513103,0.05452470,2.31691148,0.77455772,0.24517288
-5.79589795,3.27873866,0.04972653,0.02401293,2.22182397,0.86120526,0.05188208,2.18809659,0.74682952,0.23123545
-5.78989495,3.09200354,0.05039422,0.02254700,2.09988103,0.80827225,0.04927646,2.06259596,0.72124526,0.21756043
-5.78389195,2.91253650,0.05114325,0.02115697,1.98359365,0.75694719,0.04674561,1.94189677,0.69815812,0.20431354
-5.77788894,2.74224834,0.05198218,0.01985550,1.87416515,0.70777053,0.04432303,1.82728801,0.67784111,0.19164070
-5.77188594,2.58271385,0.05291602,0.01865254,1.77256891,0.66119847,0.04203716,1.71983481,0.66047975,0.17966510
-5.76588294,2.43514613,0.05394588,0.01755519,1.67953123,0.61759663,0.03991082,1.62036078,0.64616778,0.16848490
-5.75987994,2.30038364,0.05506874,0.01656760,1.59552261,0.57723690,0.03796089,1.52943877,0.63490574,0.15817195
-5.75387694,2.17889016,0.05627756,0.01569099,1.52075772,0.54029751,0.03619817,1.44739036,0.62660300,0.14877138
-5.74787394,2.07076739,0.05756144,0.01492378,1.45520403,0.50686625,0.03462750,1.37429373,0.62108283,0.14030208
-5.74187094,1.97577939,0.05890616,0.01426180,1.39859865,0.47694647,0.03324805,1.30999959,0.61809076,0.13275810
-5.73586793,1.89338757,0.06029484,0.01369856,1.35047262,0.45046560,0.03205385,1.25415415,0.61730574,0.12611069
-5.72986493,1.82279464,0.06170877,0.01322559,1.31018149,0.42728571,0.03103446,1.20622815,0.61835374,0.12031121
-5.72386193,1.76299541,0.06312848,0.01283290,1.27694108,0.40721564,0.03017578,1.16555058,0.62082343,0.11529433
-5.71785893,1.71283233,0.06453481,0.01250934,1.24986661,0.39002406,0.02946093,1.13134567,0.62428312,0.11098184
-5.71185593,1.67105329,0.06591017,0.01224312,1.22801371,0.37545304,0.02887123,1.10277139,0.62829846,0.10728646
-5.70585293,1.63636923,0.06723964,0.01202227,1.21041955,0.36323136,0.02838710,1.07895802,0.63244996,0.10411588
-5.69984992,1.60750931,0.06851209,0.01183503,1.19614226,0.35308721,0.02798905,1.05904509,0.63634977,0.10137657
-5.69384692,1.58327124,0.06972114,0.01167030,1.18429713,0.34475969,0.02765847,1.04221525,0.63965674,0.09897735
-5.68784392,1.56256504,0.07086583,0.01151797,1.17408806,0.33800864,0.02737842,1.02772372,0.64208942,0.09683256
-5.68184092,1.54444854,0.07195116,0.01136924,1.16483319,0.33262264,0.02713420,1.01492244,0.64343600,0.09486477
-5.67583792,1.52815344,0.07298816,0.01121684,1.15598364,0.32842474,0.02691382,1.00327788,0.64356118,0.09300681
-5.66983492,1.51310143,0.07399377,0.01105516,1.14713486,0.32527605,0.02670829,0.99238234,0.64240935,0.09120326
-5.66383192,1.49891003,0.07499027,0.01088033,1.13803056,0.32307689,0.02651172,0.98195838,0.64000417,0.08941123
-5.65782891,1.48538859,0.07600441,0.01069024,1.12855916,0.32176598,0.02632127,0.97185680,0.63644452,0.08760049
-5.65182591,1.47252523,0.07706628,0.01048442,1.11874349,0.32131753,0.02613695,0.96204852,0.63189718,0.08575311
-5.64582291,1.46046597,0.07820784,0.01026393,1.10872449,0.32173684,0.02596129,0.95261131,0.62658651,0.08386244
-5.63981991,1.44948761,0.07946130,0.01003115,1.09874019,0.32305462,0.02579886,0.94371232,0.62078184,0.08193182
-5.63381691,1.43996613,0.08085748,0.00978955,1.08910103,0.32532047,0.02565579,0.93558759,0.61478316,0.07997285
-5.62781391,1.43234264,0.08242397,0.00954342,1.08016326,0.32859613,0.02553915,0.92851988,0.60890579,0.07800358
-5.62181091,1.42708885,0.08418354,0.00929759,1.07230166,0.33294873,0.02545640,0.92281608,0.60346490,0.07604652
-5.61580790,1.42467379,0.08615258,0.00905719,1.06588316,0.33844461,0.02541480,0.91878537,0.59876049,0.07412679
-5.60980490,1.42553375,0.08833982,0.00882732,1.06124259,0.34514400,0.02542086,0.91671946,0.59506363,0.07227034
-5.60380190,1.43004654,0.09074535,0.00861288,1.05866167,0.35309693,0.02547991,0.91687550,0.59260435,0.07050244
-5.59779890,1.43851138,0.09336001,0.00841835,1.05835223,0.36234037,0.02559570,0.91946272,0.59156190,0.06884645
-5.59179590,1.45113495,0.09616511,0.00824762,1.06044412,0.37289690,0.02577008,0.92463298,0.59205746,0.06732295
-5.58579290,1.46802395,0.09913254,0.00810388,1.06497834,0.38477472,0.02600284,0.93247557,0.59414962,0.06594913
-5.57978989,1.48918396,0.10222536,0.00798960,1.07190522,0.39796894,0.02629161,0.94301613,0.59783258,0.06473868
-5.57378689,1.51452419,0.10539861,0.00790647,1.08108764,0.41246394,0.02663185,0.95621944,0.60303709,0.06370185
-5.56778389,1.54386725,0.10860051,0.00785543,1.09230872,0.42823643,0.02701697,0.97199542,0.60963378,0.06284586
-5.56178089,1.57696300,0.11177391,0.00783679,1.10528342,0.44525899,0.02743846,0.99020799,0.61743870,0.06217553
-5.55577789,1.61350519,0.11485789,0.00785028,1.11967330,0.46350355,0.02788615,1.01068565,0.62622057,0.06169403
-5.54977489,1.65314974,0.11778952,0.00789521,1.13510350,0.48294464,0.02834846,1.03323334,0.63570952,0.06140368
-5.54377189,1.69553334,0.12050560,0.00797057,1.15118122,0.50356185,0.02881277,1.05764451,0.64560676,0.06130684
-5.53776888,1.74029135,0.12294448,0.00807525,1.16751465,0.52534149,0.02926573,1.08371285,0.65559482,0.06140666
-5.53176588,1.78707390,0.12504772,0.00820811,1.18373164,0.54827693,0.02969361,1.11124289,0.66534799,0.06170774
-5.52576288,1.83555941,0.12676161,0.00836818,1.19949735,0.57236785,0.03008268,1.14005908,0.67454265,0.06221664
-5.51975988,1.88546509,0.12803856,0.00855475,1.21453006,0.59761802,0.03041958,1.17001281,0.68286715,0.06294220
-5.51375688,1.93655393,0.12883829,0.00876746,1.22861485,0.62403207,0.03069163,1.20098728,0.69003100,0.06389559
-5.50775388,1.98863825,0.12912872,0.00900640,1.24161439,0.65161115,0.03088722,1.23290004,0.69577314,0.06509021
-5.50175088,2.04157978,0.12888669,0.00927215,1.25347673,0.68034788,0.03099602,1.26570318,0.69986929,0.06654137
-5.49574787,2.09528662,0.12809840,0.00956575,1.26423966,0.71022089,0.03100937,1.29938148,0.70213791,0.06826572
-5.48974487,2.14970755,0.12675965,0.00988870,1.27403160,0.74118939,0.03092041,1.33394854,0.70244508,0.07028055
-5.48374187,2.20482403,0.12487579,0.01024290,1.28306893,0.77318795,0.03072435,1.36944133,0.70070782,0.07260301
-5.47773887,2.26064066,0.12246150,0.01063052,1.29164975,0.80612214,0.03041859,1.40591340,0.69689607,0.07524908
-5.47173587,2.31717445,0.11954037,0.01105392,1.30014420,0.83986513,0.03000283,1.44342711,0.69103316,0.07823266
-5.46573287,2.37444353,0.11614423,0.01151544,1.30898162,0.87425558,0.02947905,1.48204523,0.68319476,0.08156450
-5.45972986,2.43245578,0.11231240,0.01201725,1.31863477,0.90909713,0.02885156,1.52182219,0.67350629,0.08525119
-5.45372686,2.49119773,0.10809073,0.01256116,1.32960156,0.94415931,0.02812683,1.56279528,0.66213897,0.08929425
-5.44772386,2.55062417,0.10353054,0.01314837,1.34238490,0.97918016,0.02731336,1.60497615,0.64930435,0.09368923
-5.44172086,2.61064864,0.09868741,0.01377933,1.35747107,1.01387026,0.02642148,1.64834268,0.63524770,0.09842497
-5.43571786,2.67113513,0.09361998,0.01445346,1.37530756,1.04791799,0.02546300,1.69283158,0.62024028,0.10348301
-5.42971486,2.73189108,0.08838862,0.01516903,1.39628099,1.08099594,0.02445091,1.73833196,0.60457074,0.10883712
-5.42371186,2.79266189,0.08305412,0.01592297,1.42069606,1.11276787,0.02339904,1.78467991,0.58853595,0.11445309
-5.41770885,2.85312709,0.07767638,0.01671074,1.44875627,1.14289615,0.02232159,1.83165434,0.57243159,0.12028864
-5.41170585,2.91289822,0.07231320,0.01752629,1.48054739,1.17104914,0.02123279,1.87897442,0.55654272,0.12629363
-5.40570285,2.97151860,0.06701904,0.01836198,1.51602438,1.19690829,0.02014647,1.92629846,0.54113480,0.13241046
-5.39969985,3.02846521,0.06184408,0.01920862,1.55500246,1.22017469,0.01907568,1.97322479,0.52644543,0.13857469
-5.39369685,3.08315250,0.05683322,0.02005563,1.59715294,1.24057466,0.01803235,2.01929436,0.51267713,0.14471589
-5.38769385,3.13493865,0.05202543,0.02089108,1.64200416,1.25786451,0.01702703,2.06399546,0.49999148,0.15075875
-5.38169085,3.18313385,0.04745321,0.02170201,1.68894769,1.27183411,0.01606859,2.10677048,0.48850473,0.15662436
-5.37568784,3.22701107,0.04314226,0.02247466,1.73724986,1.28230941,0.01516415,2.14702465,0.47828518,0.16223165
-5.36968484,3.26581881,0.03911137,0.02319481,1.78606813,1.28915390,0.01431889,2.18413670,0.46935232,0.16749905
-5.36368184,3.29879598,0.03537254,0.02384814,1.83447209,1.29226914,0.01353612,2.21747132,0.46167777,0.17234615
-5.35767884,3.32518847,0.03193126,0.02442065,1.88146811,1.29159451,0.01281726,2.24639295,0.45518786,0.17669552
-5.35167584,3.34426703,0.02878698,0.02489907,1.92602685,1.28710633,0.01216200,2.27028084,0.44976787,0.18047449
-5.34567284,3.35534608,0.02593374,0.02527126,1.96711266,1.27881652,0.01156843,2.28854464,0.44526753,0.18361689
-5.33966983,3.35780279,0.02336090,0.02552663,2.00371369,1.26677099,0.01103327,2.30064023,0.44150768,0.18606466
-5.33366683,3.35109580,0.02105395,0.02565648,2.03487148,1.25104793,0.01055211,2.30608516,0.43828767,0.18776936
-5.32766383,3.33478299,0.01899540,0.02565433,2.05970913,1.23175599,0.01011964,2.30447320,0.43539326,0.18869335
-5.32166083,3.30853750,0.01716565,0.02551616,2.07745674,1.20903256,0.00972998,2.29548738,0.43260467,0.18881084
-5.31565783,3.27216145,0.01554385,0.02524056,2.08747354,1.18304212,0.00937688,2.27891115,0.42970455,0.18810854
-5.30965483,3.22559681,0.01410872,0.02482886,2.08926562,1.15397464,0.00905399,2.25463707,0.42648542,0.18658605
-5.30365183,3.16893284,0.01283931,0.02428509,2.08249911,1.12204394,0.00875513,2.22267286,0.42275662,0.18425583
-5.29764882,3.10240994,0.01171562,0.02361588,2.06700828,1.08748616,0.00847443,2.18314444,0.41835029,0.18114292
-5.29164582,3.02641960,0.01071918,0.02283034,2.04279859,1.05055799,0.00820656,2.13629602,0.41312646,0.17728429
-5.28564282,2.94150056,0.00983349,0.02193975,2.01004492,1.01153481,0.00794684,2.08248715,0.40697708,0.17272790
-5.27963982,2.84833132,0.00904434,0.02095725,1.96908528,0.97070855,0.00769135,2.02218696,0.39982897,0.16753154
-5.27363682,2.74771935,0.00834007,0.01989749,1.92041053,0.92838539,0.00743702,1.95596590,0.39164566,0.16176137
-5.26763382,2.64058737,0.00771171,0.01877621,1.86465085,0.88488305,0.00718167,1.88448527,0.38242830,0.15549047
-5.26163082,2.52795747,0.00715301,0.01760981,1.80255967,0.84052794,0.00692402,1.80848513,0.37221556,0.14879713
-5.25562781,2.41093349,0.00666045,0.01641489,1.73499577,0.79565205,0.00666370,1.72877091,0.36108272,0.14176324
-5.24962481,2.29068246,0.00623320,0.01520792,1.66290439,0.75058964,0.00640121,1.64619936,0.34914007,0.13447260
-5.24362181,2.16841564,0.00587294,0.01400477,1.58729808,0.70567393,0.00613794,1.56166425,0.33653065,0.12700942
-5.23761881,2.04536987,0.00558383,0.01282040,1.50923769,0.66123372,0.00587602,1.47608226,0.32342753,0.11945682
-5.23161581,1.92278957,0.00537226,0.01166859,1.42981427,0.61759012,0.00561836,1.39037941,0.31003067,0.11189560
-5.22561281,1.80190982,0.00524669,0.01056172,1.35013191,0.57505344,0.00536853,1.30547835,0.29656338,0.10440308
-5.21960980,1.68394089,0.00521751,0.00951056,1.27129204,0.53392025,0.00513067,1.22228658,0.28326858,0.09705216
-5.21360680,1.57005407,0.00529677,0.00852422,1.19437890,0.49447073,0.00490947,1.14168574,0.27040473,0.08991063
-5.20760380,1.46136902,0.00549796,0.00761009,1.12044646,0.45696628,0.00471003,1.06452197,0.25824153,0.08304059
-5.20160080,1.35894244,0.00583576,0.00677388,1.05050635,0.42164735,0.00453778,0.99159719,0.24705537,0.07649801
-5.19559780,1.26375773,0.00632571,0.00601963,0.98551675,0.38873154,0.00439839,0.92366108,0.23712446,0.07033254
-5.18959480,1.17671554,0.00698391,0.00534989,0.92637183,0.35841185,0.00429765,0.86140377,0.22872376,0.06458735
-5.18359180,1.09862487,0.00782651,0.00476578,0.87389163,0.33085512,0.00424135,0.80544877,0.22211946,0.05929906
-5.17758879,1.03019435,0.00886934,0.00426719,0.82881199,0.30620053,0.00423515,0.75634617,0.21756335,0.05449783
-5.17158579,0.97202368,0.01012727,0.00385287,0.79177446,0.28455813,0.00428445,0.71456588,0.21528673,0.05020735
-5.16558279,0.92459500,0.01161367,0.00352068,0.76331619,0.26600746,0.00439421,0.68049087,0.21549424,0.04644503
-5.15957979,0.88826430,0.01333971,0.00326762,0.74385968,0.25059615,0.00456885,0.65441039,0.21835754,0.04322203
-5.15357679,0.86325291,0.01531363,0.00309005,0.73370282,0.23833861,0.00481201,0.63651344,0.22400899,0.04054346
-5.14757379,0.84963956,0.01754007,0.00298376,0.73300942,0.22921476,0.00512647,0.62688257,0.23253562,0.03840847
-5.14157079,0.84735330,0.02001927,0.00294409,0.74180077,0.22316912,0.00551395,0.62548847,0.24397351,0.03681043
-5.13556778,0.85616802,0.02274645,0.00296599,0.75994881,0.22011003,0.00597496,0.63218578,0.25830290,0.03573713
-5.12956478,0.87569912,0.02571118,0.00304409,0.78717162,0.21990950,0.00650870,0.64671058,0.27544432,0.03517103
-5.12356178,0.90540326,0.02889693,0.00317277,0.82303192,0.22240357,0.00711298,0.66868020,0.29525607,0.03508956
-5.11755878,0.94458172,0.03228072,0.00334617,0.86693935,0.22739350,0.00778411,0.69759576,0.31753327,0.03546558
-5.11155578,0.99238822,0.03583303,0.00355828,0.91815709,0.23464785,0.00851694,0.73284814,0.34200881,0.03626792
-5.10555278,1.04784168,0.03951795,0.00380296,0.97581346,0.24390556,0.00930486,0.77372754,0.36835652,0.03746202
-5.09954977,1.10984433,0.04329351,0.00407400,1.03891875,0.25488022,0.01013991,0.81943712,0.39619641,0.03901077
-5.09354677,1.17720523,0.04711243,0.00436521,1.10638731,0.26726536,0.01101290,0.86911058,0.42510245,0.04087552
-5.08754377,1.24866907,0.05092297,0.00467048,1.17706493,0.28074090,0.01191365,0.92183374,0.45461241,0.04301711
-5.08154077,1.32294960,0.05467025,0.00498388,1.24976064,0.29498057,0.01283123,0.97666942,0.48423995,0.04539716
-5.07553777,1.39876697,0.05829758,0.00529978,1.32328238,0.30966008,0.01375425,1.03268534,0.51348837,0.04797935
-5.06953477,1.47488760,0.06174818,0.00561297,1.39647517,0.32446584,0.01467122,1.08898370,0.54186576,0.05073075
-5.06353177,1.55016514,0.06496690,0.00591877,1.46826041,0.33910395,0.01557092,1.14473158,0.56890096,0.05362317
-5.05752876,1.62358060,0.06790209,0.00621319,1.53767443,0.35330889,0.01644273,1.19919072,0.59415959,0.05663435
-5.05152576,1.69427984,0.07050735,0.00649299,1.60390469,0.36685182,0.01727704,1.25174518,0.61725960,0.05974905
-5.04552276,1.76160624,0.07274328,0.00675583,1.66632142,0.37954772,0.01806553,1.30192542,0.63788549,0.06295987
-5.03951976,1.82512661,0.07457898,0.00700033,1.72450302,0.39126128,0.01880149,1.34942727,0.65580045,0.06626774
-5.03351676,1.88464856,0.07599333,0.00722611,1.77825341,0.40191090,0.01948002,1.39412450,0.67085590,0.06968209
-5.02751376,1.94022772,0.07697586,0.00743382,1.82760995,0.41147072,0.02009819,1.43607385,0.68299756,0.07322052
-5.02151076,1.99216389,0.07752732,0.00762507,1.87284086,0.41997028,0.02065504,1.47551165,0.69226793,0.07690801
-5.01550775,2.04098525,0.07765973,0.00780240,1.91443164,0.42749183,0.02115161,1.51284171,0.69880465,0.08077569
-5.00950475,2.08742091,0.07739609,0.00796910,1.95306048,0.43416515,0.02159070,1.54861443,0.70283471,0.08485911
-5.00350175,2.13236231,0.07676952,0.00812909,1.98956319,0.44016019,0.02197675,1.58349754,0.70466473,0.08919604
-4.99749875,2.17681467,0.07582210,0.00828671,2.02488892,0.44567757,0.02231543,1.61823966,0.70466744,0.09382398
-4.99149575,2.22184052,0.07460324,0.00844647,2.06004840,0.45093751,0.02261329,1.65362778,0.70326512,0.09877731
-4.98549275,2.26849757,0.07316786,0.00861279,2.09605683,0.45616752,0.02287735,1.69044078,0.70091043,0.10408438
-4.97948974,2.31777392,0.07157422,0.00878978,2.13387423,0.46158947,0.02311462,1.72940086,0.69806576,0.10976449
-4.97348674,2.37052346,0.06988173,0.00898091,2.17434590,0.46740663,0.02333166,1.77112539,0.69518182,0.11582508
-4.96748374,2.42740506,0.06814868,0.00918883,2.21814617,0.47379134,0.02353413,1.81608157,0.69267657,0.12225919
-4.96148074,2.48882846,0.06643003,0.00941514,2.26572833,0.48087383,0.02372646,1.86454625,0.69091554,0.12904334
-4.95547774,2.55490998,0.06477544,0.00966018,2.31728340,0.48873289,0.02391145,1.91657329,0.69019434,0.13613606
-4.94947474,2.62544061,0.06322747,0.00992296,2.37271020,0.49738876,0.02409016,1.97197019,0.69072441,0.14347710
-4.94347174,2.69986852,0.06182016,0.01020108,2.43159846,0.50679878,0.02426167,2.03028566,0.69262250,0.15098741
-4.93746873,2.77729732,0.06057799,0.01049073,2.49322633,0.51685582,0.02442317,2.09080914,0.69590454,0.15857009
-4.93146573,2.85650065,0.05951526,0.01078680,2.55657263,0.52738989,0.02456997,2.15258257,0.70048416,0.16611207
-4.92546273,2.93595289,0.05863593,0.01108296,2.62034379,0.53817271,0.02469577,2.21442433,0.70617590,0.17348678
-4.91945973,3.01387495,0.05793386,0.01137194,2.68301435,0.54892508,0.02479286,2.27496450,0.71270291,0.18055745
-4.91345673,3.08829323,0.05739354,0.01164572,2.74287941,0.55932677,0.02485258,2.33268998,0.71970893,0.18718118
-4.90745373,3.15710923,0.05699110,0.01189585,2.79811674,0.56902853,0.02486567,2.38599762,0.72677370,0.19321343
-4.90145073,3.21817680,0.05669568,0.01211380,2.84685565,0.57766549,0.02482274,2.43325295,0.73343131,0.19851282
-4.89544772,3.26938340,0.05647111,0.01229126,2.88724952,0.58487158,0.02471478,2.47285182,0.73919038,0.20294603
-4.88944472,3.30873165,0.05627760,0.01242049,2.91754863,0.59029402,0.02453353,2.50328219,0.74355524,0.20639257
-4.88344172,3.33441756,0.05607366,0.01249465,2.93616990,0.59360753,0.02427198,2.52318316,0.74604715,0.20874921
-4.87743872,3.34490168,0.05581796,0.01250805,2.94176029,0.59452733,0.02392469,2.53139861,0.74622439,0.20993385
-4.87143572,3.33897013,0.05547105,0.01245643,2.93325122,0.59282058,0.02348807,2.52702295,0.74370055,0.20988867
-4.86543272,3.31578272,0.05499701,0.01233707,2.90990131,0.58831563,0.02296061,2.50943708,0.73816012,0.20858234
-4.85942971,3.27490629,0.05436484,0.01214899,2.87132602,0.58090876,0.02234298,2.47833293,0.72937078,0.20601141
-4.85342671,3.21633195,0.05354958,0.01189290,2.81751294,0.57056824,0.02163806,2.43372588,0.71719190,0.20220048
-4.84742371,3.14047582,0.05253309,0.01157125,2.74882240,0.55733543,0.02085084,2.37595455,0.70157907,0.19720148
-4.84142071,3.04816372,0.05130458,0.01118810,2.66597383,0.54132320,0.01998832,2.30566845,0.68258457,0.19109197
-4.83541771,2.94060100,0.04986078,0.01074898,2.57001903,0.52271159,0.01905923,2.22380433,0.66035402,0.18397246
-4.82941471,2.81932919,0.04820573,0.01026069,2.46230379,0.50174121,0.01807375,2.13155273,0.63511932,0.17596311
-4.82341171,2.68617211,0.04635040,0.00973104,2.34442023,0.47870464,0.01704322,2.03031654,0.60718868,0.16719977
-4.81740870,2.54317408,0.04431196,0.00916862,2.21815230,0.45393634,0.01597972,1.92166361,0.57693414,0.15782970
-4.81140570,2.39253329,0.04211288,0.00858250,2.08541707,0.42780159,0.01489573,1.80727601,0.54477725,0.14800708
-4.80540270,2.23653349,0.03977994,0.00798195,1.94820463,0.40068488,0.01380376,1.68889791,0.51117384,0.13788850
-4.79939970,2.07747682,0.03734301,0.00737618,1.80851914,0.37297851,0.01271603,1.56828474,0.47659839,0.12762873
-4.79339670,1.91762071,0.03483392,0.00677408,1.66832358,0.34507150,0.01164410,1.44715525,0.44152884,0.11737678
-4.78739370,1.75912092,0.03228533,0.00618404,1.52948992,0.31733963,0.01059865,1.32714865,0.40643237,0.10727246
-4.78139070,1.60398272,0.02972954,0.00561374,1.39375665,0.29013656,0.00958926,1.20978782,0.37175270,0.09744363
-4.77538769,1.45402149,0.02719761,0.00507005,1.26269455,0.26378662,0.00862423,1.09644981,0.33789937,0.08800397
-4.76938469,1.31083326,0.02471844,0.00455893,1.13768131,0.23857918,0.00771048,0.98834394,0.30523915,0.07905153
-4.76338169,1.17577568,0.02231809,0.00408534,1.01988525,0.21476467,0.00685348,0.88649779,0.27408978,0.07066793
-4.75737869,1.04995866,0.02001933,0.00365330,0.91025761,0.19255244,0.00605731,0.79175058,0.24471614,0.06291817
-4.75137569,0.93424431,0.01784120,0.00326587,0.80953289,0.17211004,0.00532464,0.70475348,0.21732853,0.05585102
-4.74537269,0.82925464,0.01579895,0.00292521,0.71823596,0.15356397,0.00465682,0.62597583,0.19208311,0.04949989
-4.73936968,0.73538594,0.01390398,0.00263264,0.63669499,0.13700157,0.00405404,0.55571627,0.16908407,0.04388407
-4.73336668,0.65282806,0.01216397,0.00238878,0.56505858,0.12247384,0.00351543,0.49411761,0.14838724,0.03901017
-4.72736368,0.58158720,0.01058319,0.00219355,0.50331583,0.10999891,0.00303921,0.44118409,0.13000485,0.03487385
-4.72136068,0.52151052,0.00916280,0.00204635,0.45131802,0.09956591,0.00262286,0.39680011,0.11391097,0.03146147
-4.71535768,0.47231128,0.00790126,0.00194613,0.40880061,0.09113894,0.00226329,0.36074914,0.10004738,0.02875182
-4.70935468,0.43359327,0.00679480,0.00189145,0.37540453,0.08466108,0.00195696,0.33273204,0.08832956,0.02671766
-4.70335168,0.40487351,0.00583786,0.00188055,0.35069600,0.08005806,0.00170001,0.31238399,0.07865247,0.02532719
-4.69734867,0.38560257,0.00502355,0.00191147,0.33418410,0.07724164,0.00148846,0.29928963,0.07089589,0.02454525
-4.69134567,0.37518201,0.00434404,0.00198203,0.32533594,0.07611246,0.00131821,0.29299584,0.06492927,0.02433431
-4.68534267,0.37297871,0.00379094,0.00208990,0.32358906,0.07656249,0.00118522,0.29302234,0.06061585,0.02465533
-4.67933967,0.37833620,0.00335562,0.00223261,0.32836117,0.07847694,0.00108552,0.29886982,0.05781610,0.02546826
-4.67333667,0.39058303,0.00302947,0.00240759,0.33905743,0.08173562,0.00101530,0.31002602,0.05639036,0.02673244
-4.66733367,0.40903862,0.00280406,0.00261213,0.35507558,0.08621407,0.00097092,0.32596988,0.05620081,0.02840683
-4.66133067,0.43301709,0.00267126,0.00284343,0.37580930,0.09178417,0.00094896,0.34617423,0.05711281,0.03045009
-4.65532766,0.46182945,0.00262334,0.00309859,0.40065022,0.09831462,0.00094621,0.37010726,0.05899566,0.03282053
-4.64932466,0.49478467,0.00265293,0.00337457,0.42898912,0.10567124,0.00095969,0.39723337,0.06172290,0.03547605
-4.64332166,0.53119033,0.00275299,0.00366823,0.46021666,0.11371720,0.00098660,0.42701360,0.06517230,0.03837406
