energy_ev,total_up,C_s_up,C_p_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.50175088,1.03609966,0.00232951,0.38435627,0.46594521,0.53169759,0.01709997,0.04240050
-5.49574787,1.05352589,0.00253221,0.38840729,0.47934001,0.53516823,0.01658957,0.04815110
-5.48974487,1.08132365,0.00277281,0.39618479,0.49736235,0.54293350,0.01623906,0.05505344
-5.48374187,1.12013848,0.00305237,0.40790382,0.52033523,0.55523987,0.01605588,0.06318798
-5.47773887,1.17058692,0.00337149,0.42376449,0.54856846,0.57231558,0.01604683,0.07263247
-5.47173587,1.23322931,0.00373023,0.44394280,0.58234314,0.59435881,0.01621796,0.08345907
-5.46573287,1.30853837,0.00412798,0.46857995,0.62189429,0.62152419,0.01657431,0.09573114
-5.45972986,1.39686484,0.00456337,0.49777080,0.66739222,0.65390813,0.01711967,0.10949981
-5.45372686,1.49840167,0.00503417,0.53155183,0.71892365,0.69153389,0.01785624,0.12480036
-5.44772386,1.61314845,0.00553725,0.56988923,0.77647325,0.73433713,0.01878426,0.14164855
-5.44172086,1.74087795,0.00606850,0.61266799,0.83990682,0.78215280,0.01990166,0.16003706
-5.43571786,1.88110654,0.00662286,0.65968232,0.90895693,0.83470428,0.02120364,0.17993210
-5.42971486,2.03307036,0.00719431,0.71062837,0.98321206,0.89159548,0.02268237,0.20127045
-5.42371186,2.19570882,0.00777596,0.76509963,1.06210991,0.95230663,0.02432673,0.22395691
-5.41770885,2.36765684,0.00836011,0.82258550,1.14493568,1.01619438,0.02612209,0.24786257
-5.41170585,2.54724701,0.00893846,0.88247349,1.23082579,1.08249639,0.02805028,0.27282369
-5.40570285,2.73252223,0.00950218,0.94405520,1.31877718,1.15034075,0.03008956,0.29864167
-5.39969985,2.92125923,0.01004224,1.00653600,1.40766235,1.21876003,0.03221483,0.32508396
-5.39369685,3.11100270,0.01054950,1.06904853,1.49624985,1.28670972,0.03439793,0.35188608
-5.38769385,3.29910950,0.01101508,1.13066950,1.58322967,1.35309058,0.03660805,0.37875477
-5.38169085,3.48280179,0.01143051,1.19043937,1.66724286,1.41677412,0.03881227,0.40537228
-5.37568784,3.65922756,0.01178804,1.24738444,1.74691442,1.47663045,0.04097624,0.43140173
-5.36968484,3.82552678,0.01208083,1.30054040,1.82088834,1.53155740,0.04306490,0.45649349
-5.36368184,3.97890099,0.01230321,1.34897675,1.88786355,1.58050992,0.04504330,0.48029229
-5.35767884,4.11668402,0.01245079,1.39182106,1.94662948,1.62252860,0.04687743,0.50244514
-5.35167584,4.23641133,0.01252066,1.42828232,1.99609990,1.65676634,0.04853507,0.52260954
-5.34567284,4.33588566,0.01251144,1.45767240,2.03534387,1.68251195,0.04998663,0.54046200
-5.33966983,4.41323650,0.01242335,1.47942500,2.06361250,1.69921012,0.05120589,0.55570633
-5.33366683,4.46697144,0.01225819,1.49311132,2.08036065,1.70647670,0.05217076,0.56808162
-5.32766383,4.49601734,0.01201930,1.49845179,2.08526281,1.70410893,0.05286383,0.57736947
-5.32166083,4.49975008,0.01171143,1.49532372,2.07822248,1.69209037,0.05327283,0.58340031
-5.31565783,4.47801163,0.01134065,1.48376432,2.05937491,1.67059011,0.05339104,0.58605850
-5.30965483,4.43111403,0.01091408,1.46396929,2.02908308,1.63995675,0.05321742,0.58528589
-5.30365183,4.35983012,0.01043980,1.43628685,1.98792727,1.60070720,0.05275667,0.58108396
-5.29764882,4.26537142,0.00992652,1.40120768,1.93668845,1.55351087,0.05201908,0.57351413
-5.29164582,4.14935405,0.00938340,1.35935100,1.87632651,1.49917000,0.05102034,0.56269639
-5.28564282,4.01375399,0.00881982,1.31144745,1.80795385,1.43859675,0.04978105,0.54880626
-5.27963982,3.86085326,0.00824509,1.25831929,1.73280553,1.37278809,0.04832623,0.53207011
-5.27363682,3.69317899,0.00766832,1.20085877,1.65220693,1.30279927,0.04668466,0.51275907
-5.26763382,3.51343755,0.00709815,1.14000522,1.56753996,1.22971685,0.04488816,0.49118178
-5.26163082,3.32444579,0.00654261,1.07672174,1.48020907,1.15463211,0.04297076,0.46767616
-5.25562781,3.12906194,0.00600898,1.01197214,1.39160785,1.07861570,0.04096787,0.44260060
-5.24962481,2.93011797,0.00550367,0.94669887,1.30308728,1.00269421,0.03891539,0.41632483
-5.24362181,2.73035571,0.00503214,0.88180241,1.21592646,0.92782927,0.03684885,0.38922083
-5.23761881,2.53236837,0.00459883,0.81812284,1.13130639,0.85489960,0.03480256,0.36165408
-5.23161581,2.33854900,0.00420717,0.75642377,1.05028747,0.78468634,0.03280879,0.33397547
-5.22561281,2.15104709,0.00385953,0.69737916,0.97379096,0.71786194,0.03089706,0.30651406
-5.21960980,1.97173407,0.00355729,0.64156307,0.90258483,0.65498249,0.02909347,0.27957096
-5.21360680,1.80217829,0.00330084,0.58944255,0.83727393,0.59648365,0.02742015,0.25341438
-5.20760380,1.64362962,0.00308967,0.54137365,0.77829470,0.54267977,0.02589485,0.22827613
-5.20160080,1.49701340,0.00292241,0.49760039,0.72591402,0.49376619,0.02453061,0.20434928
-5.19559780,1.36293336,0.00279691,0.45825668,0.68023238,0.44982422,0.02333557,0.18178729
-5.18959480,1.24168284,0.00271035,0.42337081,0.64119070,0.41082866,0.02231300,0.16070430
-5.18359180,1.13326331,0.00265931,0.39287236,0.60858083,0.37665713,0.02146129,0.14117651
-5.17758879,1.03740921,0.00263989,0.36660110,0.58205907,0.34710122,0.02077427,0.12324457
-5.17158579,0.95361790,0.00264778,0.34431765,0.56116241,0.32187875,0.02024154,0.10691668
-5.16558279,0.88118357,0.00267840,0.32571543,0.54532705,0.30064685,0.01984891,0.09217233
-5.15957979,0.81923380,0.00272696,0.31043362,0.53390856,0.28301552,0.01957901,0.07896632
-5.15357679,0.76676762,0.00278861,0.29807057,0.52620324,0.26856127,0.01941188,0.06723310
-5.14757379,0.72269382,0.00285851,0.28819757,0.52147016,0.25684046,0.01932576,0.05689106
-5.14157079,0.68586857,0.00293197,0.28037233,0.51895316,0.24740217,0.01929776,0.04784667
-5.13556778,0.65513119,0.00300449,0.27415200,0.51790238,0.23980022,0.01930465,0.03999844
-5.12956478,0.62933733,0.00307193,0.26910529,0.51759471,0.23360409,0.01932359,0.03324048
-5.12356178,0.60738875,0.00313050,0.26482356,0.51735255,0.22840867,0.01933284,0.02746565
-5.11755878,0.58825917,0.00317692,0.26093039,0.51656048,0.22384248,0.01931243,0.02256827
-5.11155578,0.57101570,0.00320843,0.25708972,0.51467935,0.21957446,0.01924465,0.01844633
-5.10555278,0.55483562,0.00322285,0.25301207,0.51125747,0.21531905,0.01911457,0.01500325
-5.09954977,0.53901833,0.00321860,0.24845913,0.50593863,0.21083967,0.01891036,0.01214924
-5.09354677,0.52299261,0.00319472,0.24324630,0.49846681,0.20595052,0.01862352,0.00980217
-5.08754377,0.50631932,0.00315088,0.23724358,0.48868769,0.20051690,0.01824896,0.00788816
-5.08154077,0.48868991,0.00308733,0.23037462,0.47654688,0.19445398,0.01778496,0.00634190
-5.07553777,0.46992122,0.00300486,0.22261427,0.46208536,0.18772444,0.01723305,0.00510668
-5.06953477,0.44994717,0.00290478,0.21398482,0.44543232,0.18033490,0.01659774,0.00413433
-5.06353177,0.42880796,0.00278882,0.20455108,0.42679599,0.17233163,0.01588616,0.00338498
-5.05752876,0.40663764,0.00265907,0.19441480,0.40645299,0.16379566,0.01510766,0.00282683
-5.05152576,0.38365065,0.00251788,0.18370853,0.38473682,0.15483767,0.01427334,0.00243592
-5.04552276,0.36012816,0.00236781,0.17258942,0.36202600,0.14559278,0.01339557,0.00219592
-5.03951976,0.33640500,0.00221152,0.16123311,0.33873276,0.13621572,0.01248746,0.00209801
-5.03351676,0.31285766,0.00205170,0.14982819,0.31529245,0.12687649,0.01156242,0.00214092
-5.02751376,0.28989403,0.00189099,0.13857128,0.29215460,0.11775671,0.01063370,0.00233100
-5.02151076,0.26794530,0.00173194,0.12766302,0.26977559,0.10904690,0.00971402,0.00268252
-5.01550775,0.24746023,0.00157695,0.11730517,0.24861359,0.10094478,0.00881520,0.00321810
-5.00950475,0.22890192,0.00142822,0.10769872,0.22912559,0.09365450,0.00794795,0.00396919
-5.00350175,0.21274719,0.00128775,0.09904323,0.21176674,0.08738702,0.00712168,0.00497678
-4.99749875,0.19948814,0.00115733,0.09153710,0.19699160,0.08236134,0.00634439,0.00629206
-4.99149575,0.18963567,0.00103851,0.08537882,0.18525730,0.07880649,0.00562265,0.00797718
-4.98549275,0.18372449,0.00093266,0.08076894,0.17702782,0.07696408,0.00496159,0.01010595
-4.97948974,0.18231879,0.00084097,0.07791244,0.17277914,0.07709117,0.00436508,0.01276444
-4.97348674,0.18601806,0.00076446,0.07702132,0.17300451,0.07946293,0.00383577,0.01605139
-4.96748374,0.19546208,0.00070404,0.07831704,0.17821904,0.08437506,0.00337528,0.02007835
-4.96148074,0.21133427,0.00066053,0.08203244,0.18896309,0.09214529,0.00298441,0.02496939
-4.95547774,0.23436254,0.00063470,0.08841283,0.20580360,0.10311369,0.00266328,0.03086044
-4.94947474,0.26531679,0.00062727,0.09771593,0.22933270,0.11764143,0.00241152,0.03789793
-4.94347174,0.30500235,0.00063895,0.11021034,0.26016308,0.13610765,0.00222846,0.04623683
-4.93746873,0.35424870,0.00067043,0.12617232,0.29891956,0.15890409,0.00211320,0.05603797
-4.93146573,0.41389317,0.00072240,0.14588074,0.34622667,0.18642735,0.00206477,0.06746457
-4.92546273,0.48475925,0.00079553,0.16960999,0.40269199,0.21906863,0.00208218,0.08067789
-4.91945973,0.56762981,0.00089042,0.19762103,0.46888557,0.25720107,0.00216441,0.09583227
-4.91345673,0.66321545,0.00100760,0.23015061,0.54531559,0.30116474,0.00231042,0.11306931
-4.90745373,0.77211885,0.00114744,0.26739891,0.63240109,0.35124965,0.00251910,0.13251157
-4.90145073,0.89479616,0.00131016,0.30951603,0.73044258,0.40767742,0.00278918,0.15425586
-4.89544772,1.03151675,0.00149569,0.35658783,0.83959170,0.47058195,0.00311910,0.17836632
-4.88944472,1.18232325,0.00170367,0.40862158,0.95982132,0.53999024,0.00350690,0.20486765
-4.88344172,1.34699362,0.00193337,0.46553242,1.09089756,0.61580400,0.00395005,0.23373871
-4.87743872,1.52500748,0.00218360,0.52713103,1.23235547,0.69778328,0.00444534,0.26490696
-4.87143572,1.71551890,0.00245271,0.59311362,1.38347993,0.78553293,0.00498873,0.29824394
-4.86543272,1.91733771,0.00273854,0.66305481,1.54329333,0.87849323,0.00557522,0.33356224
-4.85942971,2.12892136,0.00303838,0.73640422,1.71055151,0.97593530,0.00619879,0.37061428
-4.85342671,2.34837885,0.00334899,0.81248725,1.88374902,1.07696245,0.00685238,0.40909303
-4.84742371,2.57348808,0.00366660,0.89051075,2.06113440,1.18051779,0.00752784,0.44863505
-4.84142071,2.80172694,0.00398700,0.96957347,2.24073588,1.28539866,0.00821602,0.48882576
-4.83541771,3.03031844,0.00430557,1.04868166,2.42039714,1.39027777,0.00890689,0.52920705
-4.82941471,3.25628872,0.00461739,1.12676935,2.59782248,1.49373082,0.00958967,0.56928700
-4.82341171,3.47653678,0.00491733,1.20272281,2.77063002,1.59426988,0.01025308,0.60855157
-4.81740870,3.68791344,0.00520022,1.27540865,2.93641112,1.69038160,0.01088558,0.64647772
-4.81140570,3.88730684,0.00546095,1.34370427,3.09279378,1.78056874,0.01147567,0.68254766
-4.80540270,4.07173103,0.00569466,1.40652965,3.23750753,1.86339369,0.01201222,0.71626357
-4.79939970,4.23841403,0.00589685,1.46287921,3.36844691,1.93752189,0.01248477,0.74716218
-4.79339670,4.38488149,0.00606355,1.51185222,3.48373087,2.00176353,0.01288390,0.77482864
-4.78739370,4.50903216,0.00619143,1.55268051,3.58175545,2.05511151,0.01320150,0.79890895
-4.78139070,4.60920174,0.00627795,1.58475217,3.66123723,2.09677401,0.01343109,0.81912054
-4.77538769,4.68421216,0.00632139,1.60763020,3.72124580,2.12620000,0.01356799,0.83526033
-4.76938469,4.73340395,0.00632095,1.62106518,3.76122384,2.14309662,0.01360956,0.84721006
-4.76338169,4.75665032,0.00627680,1.62500141,3.78099399,2.14743751,0.01355525,0.85493854
-4.75737869,4.75435239,0.00618999,1.61957631,3.78075271,2.13946175,0.01340669,0.85850080
-4.75137569,4.72741608,0.00606252,1.60511318,3.76105157,2.11966341,0.01316764,0.85803422
-4.74537269,4.67721186,0.00589718,1.58210769,3.72276742,2.08877237,0.01284388,0.85375185
-4.73936968,4.60551979,0.00569751,1.55120888,3.66706337,2.04772726,0.01244307,0.84593327
-4.73336668,4.51446259,0.00546768,1.51319570,3.59534260,1.99764204,0.01197450,0.83491359
-4.72736368,4.40643024,0.00521233,1.46895020,3.50919780,1.93976757,0.01144888,0.82107095
-4.72136068,4.28399987,0.00493645,1.41942878,3.41035882,1.87545040,0.01087803,0.80481342
-4.71535768,4.14985462,0.00464521,1.36563272,3.30064092,1.80609026,0.01027458,0.78656565
-4.70935468,4.00670531,0.00434386,1.30857948,3.18189622,1.73309851,0.00965164,0.76675614
-4.70335168,3.85721808,0.00403754,1.24927576,3.05597004,1.65785905,0.00902256,0.74580550
-4.69734867,3.70395090,0.00373117,1.18869360,2.92466385,1.58169337,0.00840061,0.72411619
-4.69134567,3.54930100,0.00342939,1.12775001,2.78970553,1.50583090,0.00779875,0.70206422
-4.68534267,3.39546462,0.00313639,1.06729104,2.65272764,1.43138565,0.00722945,0.67999288
-4.67933967,3.24440980,0.00285593,1.00808018,2.51525324,1.35933949,0.00670448,0.65820868
-4.67333667,3.09786188,0.00259123,0.95079147,2.37868890,1.29053243,0.00623483,0.63697943
-4.66733367,2.95730113,0.00234500,0.89600678,2.24432375,1.22565946,0.00583061,0.61653437
-4.66133067,2.82397083,0.00211939,0.84421708,2.11333336,1.16527354,0.00550095,0.59706599
-4.65532766,2.69889422,0.00191604,0.79582689,1.98678695,1.10979381,0.00525406,0.57873334
-4.64932466,2.58289785,0.00173607,0.75116130,1.86565655,1.05951815,0.00509716,0.56166630
-4.64332166,2.47663924,0.00158017,0.71047483,1.75082655,1.01463873,0.00503650,0.54597045
-4.63731866,2.38063631,0.00144855,0.67396118,1.64310256,0.97525947,0.00507739,0.53173220
-4.63131566,2.29529644,0.00134110,0.64176328,1.54321849,0.94141414,0.00522417,0.51902357
-4.62531266,2.22094313,0.00125731,0.61398285,1.45184113,0.91308401,0.00548026,0.50790646
-4.61930965,2.15783864,0.00119644,0.59068898,1.36957191,0.89021396,0.00584808,0.49843603
-4.61330665,2.10620119,0.00115744,0.57192518,1.29694563,0.87272627,0.00632907,0.49066294
-4.60730365,2.06621612,0.00113907,0.55771468,1.23442641,0.86053149,0.00692361,0.48463435
-4.60130065,2.03804029,0.00113991,0.54806376,1.18240121,0.85353581,0.00763099,0.48039362
-4.59529765,2.02180000,0.00115833,0.54296303,1.14117146,0.85164496,0.00844931,0.47797877
-4.58929465,2.01758271,0.00119262,0.54238680,1.11094352,0.85476448,0.00937539,0.47741978
-4.58329165,2.02542334,0.00124089,0.54629069,1.09181871,0.86279671,0.01040475,0.47873496
-4.57728864,2.04528626,0.00130118,0.55460773,1.08378354,0.87563475,0.01153149,0.48192667
-4.57128564,2.07704418,0.00137144,0.56724338,1.08670093,0.89315423,0.01274823,0.48697664
-4.56528264,2.12045550,0.00144954,0.58406964,1.10030294,0.91520321,0.01404610,0.49384129
-4.55927964,2.17514159,0.00153334,0.60491903,1.12418554,0.94159133,0.01541473,0.50244735
-4.55327664,2.24056549,0.00162063,0.62957848,1.15780585,0.97207868,0.01684225,0.51268817
-4.54727364,2.31601380,0.00170924,0.65778383,1.20048209,1.00636548,0.01831538,0.52442102
-4.54127064,2.40058283,0.00179703,0.68921531,1.25139646,1.04408317,0.01981948,0.53746564
-4.53526763,2.49317055,0.00188194,0.72349428,1.30960109,1.08478770,0.02133873,0.55160424
-4.52926463,2.59247521,0.00196200,0.76018174,1.37402700,1.12795560,0.02285631,0.56658319
-4.52326163,2.69700139,0.00203538,0.79877872,1.44349623,1.17298335,0.02435456,0.58211629
-4.51725863,2.80507399,0.00210042,0.83872896,1.51673685,1.21919041,0.02581530,0.59788981
-4.51125563,2.91486027,0.00215569,0.87942394,1.59240087,1.26582595,0.02722007,0.61356896
-4.50525263,3.02439966,0.00219996,0.92021023,1.66908479,1.31207958,0.02855048,0.62880582
-4.49924962,3.13164081,0.00223228,0.96039939,1.74535261,1.35709549,0.02978848,0.64324821
-4.49324662,3.23448498,0.00225196,0.99927993,1.81976084,1.39999003,0.03091680,0.65654943
-4.48724362,3.33083435,0.00225860,1.03613139,1.89088525,1.43987193,0.03191924,0.66837829
-4.48124062,3.41864390,0.00225208,1.07024000,1.95734873,1.47586461,0.03278107,0.67842903
-4.47523762,3.49597496,0.00223257,1.10091552,2.01784971,1.50712972,0.03348934,0.68643087
-4.46923462,3.56104855,0.00220051,1.12750872,2.07119040,1.53289101,0.03403331,0.69215660
-4.46323162,3.61229638,0.00215659,1.14942888,2.11630418,1.55245762,0.03440464,0.69542989
-4.45722861,3.64840765,0.00210173,1.16616066,2.15228104,1.56524575,0.03459777,0.69613108
-4.45122561,3.66836960,0.00203705,1.17727963,2.17839056,1.57079778,0.03461011,0.69420112
-4.44522261,3.67150019,0.00196384,1.18246586,2.19410124,1.56879816,0.03444218,0.68964348
-4.43921961,3.65747137,0.00188352,1.18151489,2.19909559,1.55908503,0.03409780,0.68252408
-4.43321661,3.62632209,0.00179762,1.17434564,2.19328031,1.54165736,0.03358407,0.67296914
-4.42721361,3.57846015,0.00170772,1.16100477,2.17679076,1.51667699,0.03291137,0.66116110
-4.42121061,3.51465297,0.00161544,1.14166732,2.14998982,1.48446561,0.03209322,0.64733286
-4.41520760,3.43600742,0.00152241,1.11663341,2.11346052,1.44549661,0.03114612,0.63176059
-4.40920460,3.34393967,0.00143022,1.08632121,2.06799300,1.40038232,0.03008923,0.61475541
-4.40320160,3.24013602,0.00134042,1.05125633,2.01456577,1.34985690,0.02894405,0.59665432
-4.39719860,3.12650652,0.00125451,1.01205801,1.95432214,1.29475590,0.02773400,0.57781080
-4.39119560,3.00513304,0.00117386,0.96942268,1.88854244,1.23599299,0.02648392,0.55858535
-4.38519260,2.87821390,0.00109981,0.92410561,1.81861297,1.17453514,0.02521955,0.53933649
-4.37918959,2.74800706,0.00103354,0.87690118,1.74599279,1.11137696,0.02396694,0.52041232
-4.37318659,2.61677399,0.00097616,0.82862268,1.67217942,1.04751538,0.02275190,0.50214297
-4.36718359,2.48672600,0.00092864,0.78008232,1.59867450,0.98392544,0.02159936,0.48483421
-4.36118059,2.35997482,0.00089186,0.73207217,1.52695056,0.92153814,0.02053281,0.46876219
-4.35517759,2.23848875,0.00086657,0.68534658,1.45841977,0.86122092,0.01957371,0.45416939
-4.34917459,2.12405538,0.00085342,0.64060675,1.39440549,0.80376137,0.01874094,0.44126185
-4.34317159,2.01825167,0.00085293,0.59848761,1.33611730,0.74985444,0.01805039,0.43020747
-4.33716858,1.92242162,0.00086550,0.55954752,1.28462997,0.70009335,0.01751447,0.42113544
-4.33116558,1.83766159,0.00089143,0.52426066,1.24086666,0.65496418,0.01714184,0.41413647
-4.32516258,1.76481296,0.00093088,0.49301239,1.20558649,0.61484392,0.01693712,0.40926385
-4.31915958,1.70446164,0.00098391,0.46609707,1.17937642,0.58000168,0.01690075,0.40653515
-4.31315658,1.65694361,0.00105045,0.44371853,1.16264734,0.55060271,0.01702896,0.40593430
-4.30715358,1.62235584,0.00113030,0.42599261,1.15563412,0.52671466,0.01731384,0.40741417
