energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.89794897,2.06981687,1.21654133,0.53036248,0.00290852,0.16234315,0.98070555,0.14833114,1.19363552,0.00000000
-5.89194597,1.98098294,1.16525094,0.51555841,0.00311693,0.15072670,0.91780439,0.14201778,1.14591003,0.00000000
-5.88594297,1.89793929,1.11809326,0.50117394,0.00333235,0.13955780,0.85741947,0.13650359,1.10192862,0.00000000
-5.87993997,1.82181881,1.07583020,0.48739285,0.00355169,0.12896610,0.80039366,0.13190464,1.06236040,0.00000000
-5.87393697,1.75357911,1.03911583,0.47437139,0.00377191,0.11906334,0.74747048,0.12832066,1.02777275,0.00000000
-5.86793397,1.69398976,1.00848438,0.46223748,0.00399008,0.10994181,0.69928050,0.12583323,0.99862293,0.00000000
-5.86193097,1.64362509,0.98434151,0.45109119,0.00420343,0.10167344,0.65633147,0.12450424,0.97525261,0.00000000
-5.85592796,1.60286212,0.96695889,0.44100633,0.00440935,0.09430950,0.61900213,0.12437478,0.95788549,0.00000000
-5.84992496,1.57188333,0.95647210,0.43203309,0.00460549,0.08788071,0.58753986,0.12546431,0.94662755,0.00000000
-5.84392196,1.55068379,0.95288173,0.42420134,0.00478977,0.08239794,0.56206171,0.12777021,0.94146998,0.00000000
-5.83791896,1.53908200,0.95605745,0.41752437,0.00496037,0.07785329,0.54255888,0.13126782,0.94229436,0.00000000
-5.83191596,1.53673395,0.96574488,0.41200295,0.00511582,0.07422152,0.52890410,0.13591073,0.94887989,0.00000000
-5.82591296,1.54314971,0.98157493,0.40762913,0.00525492,0.07146178,0.52086161,0.14163161,0.96091238,0.00000000
-5.81990995,1.55771204,1.00307540,0.40438992,0.00537681,0.06951958,0.51809925,0.14834351,0.97799466,0.00000000
-5.81390695,1.57969651,1.02968443,0.40227035,0.00548092,0.06832890,0.52020232,0.15594148,0.99965834,0.00000000
-5.80790395,1.60829268,1.06076565,0.40125587,0.00556698,0.06781442,0.52668861,0.16430478,1.02537643,0.00000000
-5.80190095,1.64262578,1.09562442,0.40133402,0.00563498,0.06789387,0.53702420,0.17329943,1.05457676,0.00000000
-5.79589795,1.68177868,1.13352501,0.40249525,0.00568513,0.06848028,0.55063959,0.18278125,1.08665585,0.00000000
-5.78989495,1.72481351,1.17370809,0.40473285,0.00571786,0.06948428,0.56694558,0.19259914,1.12099290,0.00000000
-5.78389195,1.77079263,1.21540825,0.40804216,0.00573379,0.07081637,0.58534866,0.20259868,1.15696376,0.00000000
-5.77788894,1.81879850,1.25787089,0.41241891,0.00573367,0.07238896,0.60526527,0.21262594,1.19395429,0.00000000
-5.77188594,1.86795187,1.30036810,0.41785705,0.00571838,0.07411835,0.62613479,0.22253119,1.23137297,0.00000000
-5.76588294,1.91742797,1.34221294,0.42434601,0.00568889,0.07592649,0.64743067,0.23217268,1.26866227,0.00000000
-5.75987994,1.96647012,1.38277176,0.43186760,0.00564624,0.07774255,0.66866968,0.24142002,1.30530837,0.00000000
-5.75387694,2.01440030,1.42147399,0.44039276,0.00559152,0.07950413,0.68941888,0.25015732,1.34084906,0.00000000
-5.74787394,2.06062651,1.45781929,0.44987829,0.00552586,0.08115830,0.70930036,0.25828571,1.37487930,0.00000000
-5.74187094,2.10464640,1.49138170,0.46026373,0.00545037,0.08266219,0.72799353,0.26572524,1.40705444,0.00000000
-5.73586793,2.14604731,1.52181077,0.47146861,0.00536620,0.08398338,0.74523520,0.27241608,1.43709082,0.00000000
-5.72986493,2.18450267,1.54882988,0.48339027,0.00527445,0.08509975,0.76081757,0.27831890,1.46476399,0.00000000
-5.72386193,2.21976496,1.57223181,0.49590227,0.00517618,0.08599921,0.77458430,0.28341446,1.48990449,0.00000000
-5.71785893,2.25165579,1.59187212,0.50885377,0.00507242,0.08667889,0.78642510,0.28770240,1.51239158,0.00000000
-5.71185593,2.28005361,1.60766079,0.52206974,0.00496411,0.08714419,0.79626923,0.29119932,1.53214537,0.00000000
-5.70585293,2.30487972,1.61955275,0.53535228,0.00485214,0.08740747,0.80407826,0.29393623,1.54911777,0.00000000
-5.69984992,2.32608366,1.62753796,0.54848294,0.00473726,0.08748661,0.80983870,0.29595551,1.56328285,0.00000000
-5.69384692,2.34362853,1.63163168,0.56122623,0.00462016,0.08740338,0.81355478,0.29730751,1.57462726,0.00000000
-5.68784392,2.35747748,1.63186562,0.57333392,0.00450139,0.08718179,0.81524194,0.29804710,1.58314131,0.00000000
-5.68184092,2.36758184,1.62828043,0.58455045,0.00438139,0.08684645,0.81492126,0.29823008,1.58881112,0.00000000
-5.67583792,2.37387188,1.62092003,0.59461891,0.00426049,0.08642096,0.81261517,0.29790995,1.59161257,0.00000000
-5.66983492,2.37625059,1.60982799,0.60328754,0.00413888,0.08592651,0.80834453,0.29713494,1.59150708,0.00000000
-5.66383192,2.37459078,1.59504607,0.61031657,0.00401667,0.08538069,0.80212729,0.29594558,1.58843974,0.00000000
-5.65782891,2.36873581,1.57661489,0.61548497,0.00389388,0.08479654,0.79397847,0.29437283,1.58233965,0.00000000
-5.65182591,2.35850372,1.55457651,0.61859693,0.00377043,0.08418189,0.78391156,0.29243697,1.57312249,0.00000000
-5.64582291,2.34369447,1.52897863,0.61948781,0.00364620,0.08353907,0.77194099,0.29014712,1.56069513,0.00000000
-5.63981991,2.32410004,1.49987980,0.61802918,0.00352106,0.08286491,0.75808541,0.28750151,1.54496189,0.00000000
-5.63381691,2.29951647,1.46735545,0.61413293,0.00339484,0.08215103,0.74237149,0.28448844,1.52583214,0.00000000
-5.62781391,2.26975745,1.43150392,0.60775410,0.00326742,0.08138447,0.72483798,0.28108776,1.50322864,0.00000000
-5.62181091,2.23466849,1.39245222,0.59889242,0.00313872,0.08054855,0.70553955,0.27727298,1.47709632,0.00000000
-5.61580790,2.19414101,1.35036096,0.58759249,0.00300872,0.07962389,0.68455024,0.27301361,1.44741075,0.00000000
-5.60980490,2.14812555,1.30542815,0.57394260,0.00287750,0.07858960,0.66196629,0.26827793,1.41418608,0.00000000
-5.60380190,2.09664350,1.25789162,0.55807231,0.00274522,0.07742454,0.63790807,0.26303572,1.37748188,0.00000000
-5.59779890,2.03979675,1.20802985,0.54014888,0.00261217,0.07610860,0.61252102,0.25726102,1.33740860,0.00000000
-5.59179590,1.97777468,1.15616122,0.52037273,0.00247876,0.07462385,0.58597561,0.25093475,1.29413135,0.00000000
-5.58579290,1.91085844,1.10264170,0.49897216,0.00234550,0.07295571,0.55846624,0.24404701,1.24787188,0.00000000
-5.57978989,1.83942196,1.04786118,0.47619756,0.00221303,0.07109380,0.53020920,0.23659899,1.19890864,0.00000000
-5.57378689,1.76393003,0.99223850,0.45231530,0.00208207,0.06903275,0.50143976,0.22860446,1.14757486,0.00000000
-5.56778389,1.68493311,0.93621558,0.42760155,0.00195347,0.06677259,0.47240861,0.22009059,1.09425488,0.00000000
-5.56178089,1.60305944,0.88025081,0.40233630,0.00182812,0.06431910,0.44337777,0.21109837,1.03937865,0.00000000
-5.55577789,1.51900443,0.82481197,0.37679759,0.00170697,0.06168370,0.41461608,0.20168234,0.98341484,0.00000000
-5.54977489,1.43351791,0.77036897,0.35125627,0.00159101,0.05888328,0.38639463,0.19190978,0.92686260,0.00000000
-5.54377189,1.34738957,0.71738657,0.32597136,0.00148124,0.05593968,0.35898208,0.18185935,0.87024231,0.00000000
-5.53776888,1.26143310,0.66631726,0.30118597,0.00137866,0.05287903,0.33264018,0.17161938,0.81408569,0.00000000
-5.53176588,1.17646954,0.61759446,0.27712401,0.00128422,0.04973094,0.30761949,0.16128564,0.75892542,0.00000000
-5.52576288,1.09331041,0.57162618,0.25398753,0.00119881,0.04652757,0.28415541,0.15095891,0.70528468,0.00000000
-5.51975988,1.01274100,0.52878900,0.23195478,0.00112324,0.04330264,0.26246464,0.14074238,0.65366687,0.00000000
-5.51375688,0.93550440,0.48942265,0.21117888,0.00105823,0.04009042,0.24274194,0.13073888,0.60454571,0.00000000
-5.50775388,0.86228666,0.45382504,0.19178713,0.00100437,0.03692472,0.22515733,0.12104826,0.55835607,0.00000000
-5.50175088,0.79370339,0.42224777,0.17388078,0.00096209,0.03383805,0.20985374,0.11176480,0.51548557,0.00000000
-5.49574787,0.73028824,0.39489209,0.15753529,0.00093169,0.03086071,0.19694486,0.10297488,0.47626732,0.00000000
-5.48974487,0.67248330,0.37190540,0.14280093,0.00091328,0.02802017,0.18651343,0.09475492,0.44097376,0.00000000
-5.48374187,0.62063176,0.35337818,0.12970375,0.00090677,0.02534053,0.17860978,0.08716969,0.40981176,0.00000000
-5.47773887,0.57497277,0.33934147,0.11824667,0.00091189,0.02284207,0.17325063,0.08027095,0.38291915,0.00000000
-5.47173587,0.53563868,0.32976497,0.10841092,0.00092815,0.02054110,0.17041823,0.07409661,0.36036249,0.00000000
-5.46573287,0.50265449,0.32455574,0.10015746,0.00095489,0.01844987,0.17005972,0.06867019,0.34213629,0.00000000
-5.45972986,0.47593952,0.32355777,0.09342861,0.00099120,0.01657661,0.17208691,0.06400081,0.32816365,0.00000000
-5.45372686,0.45531120,0.32655240,0.08814973,0.00103600,0.01492579,0.17637638,0.06008349,0.31829817,0.00000000
-5.44772386,0.44049082,0.33325977,0.08423094,0.00108804,0.01349842,0.18277012,0.05689990,0.31232725,0.00000000
-5.44172086,0.43111111,0.34334151,0.08156895,0.00114588,0.01229246,0.19107666,0.05441939,0.30997663,0.00000000
-5.43571786,0.42672552,0.35640460,0.08004896,0.00120796,0.01130333,0.20107292,0.05260034,0.31091611,0.00000000
-5.42971486,0.42681890,0.37200671,0.07954654,0.00127260,0.01052445,0.21250671,0.05139177,0.31476650,0.00000000
-5.42371186,0.43081960,0.38966293,0.07992972,0.00133807,0.00994785,0.22510003,0.05073509,0.32110749,0.00000000
-5.41770885,0.43811265,0.40885389,0.08106104,0.00140259,0.00956473,0.23855325,0.05056607,0.32948659,0.00000000
-5.41170585,0.44805372,0.42903526,0.08279981,0.00146440,0.00936611,0.25255004,0.05081689,0.33942874,0.00000000
-5.40570285,0.45998392,0.44964852,0.08500435,0.00152178,0.00934344,0.26676310,0.05141820,0.35044664,0.00000000
-5.39969985,0.47324476,0.47013270,0.08753433,0.00157313,0.00948912,0.28086065,0.05230123,0.36205145,0.00000000
-5.39369685,0.48719330,0.48993688,0.09025322,0.00161698,0.00979710,0.29451341,0.05339980,0.37376380,0.00000000
-5.38769385,0.50121699,0.50853309,0.09303064,0.00165204,0.01026332,0.30740202,0.05465230,0.38512461,0.00000000
-5.38169085,0.51474788,0.52542927,0.09574472,0.00167726,0.01088618,0.31922461,0.05600341,0.39570573,0.00000000
-5.37568784,0.52727582,0.54018178,0.09828441,0.00169180,0.01166683,0.32970425,0.05740572,0.40511987,0.00000000
-5.36968484,0.53836026,0.55240704,0.10055159,0.00169512,0.01260947,0.33859612,0.05882107,0.41302967,0.00000000
-5.36368184,0.54764036,0.56179195,0.10246292,0.00168694,0.01372146,0.34569400,0.06022157,0.41915553,0.00000000
-5.35767884,0.55484295,0.56810245,0.10395146,0.00166727,0.01501334,0.35083579,0.06159034,0.42328203,0.00000000
-5.35167584,0.55978811,0.57119016,0.10496793,0.00163641,0.01649878,0.35390800,0.06292188,0.42526261,0.00000000
-5.34567284,0.56239222,0.57099656,0.10548150,0.00159488,0.01819423,0.35484881,0.06422203,0.42502241,0.00000000
-5.33966983,0.56266822,0.56755455,0.10548021,0.00154347,0.02011857,0.35364957,0.06550761,0.42255913,0.00000000
-5.33366683,0.56072306,0.56098742,0.10497087,0.00148317,0.02229256,0.35035480,0.06680560,0.41794187,0.00000000
-5.32766383,0.55675245,0.55150503,0.10397844,0.00141512,0.02473811,0.34506047,0.06815199,0.41130794,0.00000000
-5.32166083,0.55103310,0.53939748,0.10254498,0.00134061,0.02747743,0.33791077,0.06959030,0.40285783,0.00000000
-5.31565783,0.54391250,0.52502632,0.10072818,0.00126099,0.03053211,0.32909336,0.07116975,0.39284846,0.00000000
-5.30965483,0.53579695,0.50881377,0.09859940,0.00117766,0.03392204,0.31883340,0.07294324,0.38158498,0.00000000
-5.30365183,0.52713793,0.49123019,0.09624150,0.00109203,0.03766433,0.30738650,0.07496513,0.36941136,0.00000000
-5.29764882,0.51841753,0.47278032,0.09374633,0.00100543,0.04177218,0.29503098,0.07728890,0.35670025,0.00000000
-5.29164582,0.51013339,0.45398875,0.09121214,0.00091916,0.04625380,0.28205959,0.07996483,0.34384229,0.00000000
-5.28564282,0.50278373,0.43538508,0.08874091,0.00083439,0.05111141,0.26877122,0.08303773,0.33123537,0.00000000
-5.27963982,0.49685296,0.41748936,0.08643572,0.00075216,0.05634035,0.25546270,0.08654482,0.31927418,0.00000000
-5.27363682,0.49279839,0.40079815,0.08439826,0.00067336,0.06192837,0.24242108,0.09051386,0.30834032,0.00000000
-5.26763382,0.49103849,0.38577167,0.08272661,0.00059876,0.06785519,0.22991675,0.09496158,0.29879330,0.00000000
-5.26163082,0.49194302,0.37282247,0.08151324,0.00052893,0.07409223,0.21819734,0.09989246,0.29096273,0.00000000
-5.25562781,0.49582537,0.36230581,0.08084348,0.00046432,0.08060272,0.20748286,0.10529803,0.28514174,0.00000000
-5.24962481,0.50293710,0.35451207,0.08079425,0.00040522,0.08734202,0.19796197,0.11115647,0.28158189,0.00000000
-5.24362181,0.51346498,0.34966121,0.08143330,0.00035178,0.09425836,0.18978945,0.11743286,0.28048953,0.00000000
-5.23761881,0.52753021,0.34789945,0.08281885,0.00030405,0.10129375,0.18308502,0.12407977,0.28202362,0.00000000
-5.23161581,0.54518991,0.34929815,0.08499949,0.00026197,0.10838533,0.17793312,0.13103841,0.28629494,0.00000000
-5.22561281,0.56644037,0.35385469,0.08801462,0.00022539,0.11546680,0.17438390,0.13824014,0.29336653,0.00000000
-5.21960980,0.59122203,0.36149530,0.09189495,0.00019411,0.12247021,0.17245500,0.14560836,0.30325522,0.00000000
-5.21360680,0.61942551,0.37207964,0.09666337,0.00016787,0.12932784,0.17213402,0.15306078,0.31593398,0.00000000
-5.20760380,0.65089859,0.38540672,0.10233579,0.00014639,0.13597412,0.17338160,0.16051179,0.33133502,0.00000000
-5.20160080,0.68545344,0.40122211,0.10892216,0.00012936,0.14234769,0.17613475,0.16787512,0.34935315,0.00000000
-5.19559780,0.72287382,0.41922593,0.11642727,0.00011649,0.14839338,0.18031038,0.17506647,0.36984938,0.00000000
-5.18959480,0.76292193,0.43908135,0.12485153,0.00010746,0.15406405,0.18580880,0.18200611,0.39265454,0.00000000
-5.18359180,0.80534448,0.46042339,0.13419146,0.00010202,0.15932231,0.19251705,0.18862142,0.41757259,0.00000000
-5.17758879,0.84987773,0.48286755,0.14443991,0.00009988,0.16414207,0.20031205,0.19484917,0.44438369,0.00000000
-5.17158579,0.89625152,0.50601824,0.15558602,0.00010082,0.16850970,0.20906329,0.20063753,0.47284683,0.00000000
-5.16558279,0.94419197,0.52947657,0.16761475,0.00010463,0.17242502,0.21863530,0.20594777,0.50270207,0.00000000
-5.15957979,0.99342313,0.55284748,0.18050621,0.00011115,0.17590187,0.22888962,0.21075554,0.53367236,0.00000000
-5.15357679,1.04366756,0.57574612,0.19423460,0.00012022,0.17896833,0.23968653,0.21505173,0.56546517,0.00000000
-5.14757379,1.09464613,0.59780339,0.20876699,0.00013174,0.18166663,0.25088643,0.21884287,0.59777390,0.00000000
-5.14157079,1.14607737,0.61867060,0.22406193,0.00014565,0.18405263,0.26235109,0.22215113,0.63027945,0.00000000
-5.13556778,1.19767663,0.63802353,0.24006806,0.00016192,0.18619498,0.27394473,0.22501379,0.66265205,0.00000000
-5.12956478,1.24915547,0.65556582,0.25672278,0.00018056,0.18817394,0.28553512,0.22748241,0.69455351,0.00000000
-5.12356178,1.30022166,0.67103182,0.27395113,0.00020164,0.19007986,0.29699474,0.22962153,0.72564028,0.00000000
-5.11755878,1.35058005,0.68418928,0.29166509,0.00022527,0.19201144,0.30820215,0.23150705,0.75556726,0.00000000
-5.11155578,1.39993465,0.69484175,0.30976324,0.00025165,0.19407366,0.31904345,0.23322440,0.78399267,0.00000000
-5.10555278,1.44799206,0.70283099,0.32813110,0.00028103,0.19637561,0.32941412,0.23486641,0.81058385,0.00000000
-5.09954977,1.49446626,0.70803944,0.34664211,0.00031375,0.19902805,0.33922096,0.23653107,0.83502406,0.00000000
-5.09354677,1.53908489,0.71039273,0.36515929,0.00035027,0.20214100,0.34838430,0.23831915,0.85702012,0.00000000
-5.08754377,1.58159663,0.70986230,0.38353768,0.00039111,0.20582117,0.35684032,0.24033188,0.87631067,0.00000000
-5.08154077,1.62177960,0.70646799,0.40162750,0.00043695,0.21016942,0.36454335,0.24266854,0.89267473,0.00000000
-5.07553777,1.65945029,0.70028041,0.41927791,0.00048857,0.21527837,0.37146808,0.24542417,0.90594025,0.00000000
-5.06953477,1.69447261,0.69142312,0.43634136,0.00054688,0.22122997,0.37761160,0.24868745,0.91599228,0.00000000
-5.06353177,1.72676647,0.68007410,0.45267826,0.00061293,0.22809340,0.38299495,0.25253866,0.92278016,0.00000000
-5.05752876,1.75631551,0.66646653,0.46816187,0.00068789,0.23592310,0.38766424,0.25704790,0.92632356,0.00000000
-5.05152576,1.78317326,0.65088855,0.48268316,0.00077305,0.24475706,0.39169109,0.26227354,0.92671675,0.00000000
-5.04552276,1.80746735,0.63368175,0.49615538,0.00086978,0.25461552,0.39517228,0.26826086,0.92413088,0.00000000
-5.03951976,1.82940132,0.61523836,0.50851807,0.00097953,0.26549993,0.39822866,0.27504102,0.91881398,0.00000000
-5.03351676,1.84925367,0.59599681,0.51974034,0.00110380,0.27739225,0.40100309,0.28263031,0.91108852,0.00000000
-5.02751376,1.86737388,0.57643581,0.52982315,0.00124404,0.29025473,0.40365756,0.29102956,0.90134632,0.00000000
-5.02151076,1.88417536,0.55706684,0.53880036,0.00140168,0.30402993,0.40636943,0.30022398,0.89004108,0.00000000
-5.01550775,1.90012535,0.53842513,0.54673840,0.00157799,0.31864123,0.40932687,0.31018312,0.87767847,0.00000000
-5.00950475,1.91573177,0.52105935,0.55373459,0.00177408,0.33399349,0.41272362,0.32086106,0.86480404,0.00000000
-5.00350175,1.93152751,0.50552014,0.55991389,0.00199077,0.34997418,0.41675315,0.33219693,0.85198942,0.00000000
-4.99749875,1.94805246,0.49234776,0.56542424,0.00222856,0.36645464,0.42160250,0.34411543,0.83981698,0.00000000
-4.99149575,1.96583377,0.48205918,0.57043062,0.00248754,0.38329160,0.42744576,0.35652764,0.82886364,0.00000000
-4.98549275,1.98536510,0.47513489,0.57510797,0.00276732,0.40032880,0.43443760,0.36933189,0.81968415,0.00000000
-4.97948974,2.00708542,0.47200592,0.57963322,0.00306700,0.41739885,0.44270691,0.38241478,0.81279451,0.00000000
-4.97348674,2.03135830,0.47304119,0.58417688,0.00338507,0.43432510,0.45235087,0.39565226,0.80865591,0.00000000
-4.96748374,2.05845239,0.47853583,0.58889439,0.00371942,0.45092366,0.46342959,0.40891091,0.80765991,0.00000000
-4.96148074,2.08852408,0.48870070,0.59391777,0.00406732,0.46700546,0.47596150,0.42204927,0.81011517,0.00000000
-4.95547774,2.12160303,0.50365341,0.59934790,0.00442542,0.48237853,0.48991987,0.43491935,0.81623632,0.00000000
-4.94947474,2.15758148,0.52341146,0.60524788,0.00478978,0.49685027,0.50523044,0.44736836,0.82613544,0.00000000
-4.94347174,2.19620798,0.54788744,0.61163780,0.00515595,0.51022997,0.52177042,0.45924062,0.83981630,0.00000000
-4.93746873,2.23708623,0.57688695,0.61849126,0.00551900,0.52233152,0.53936907,0.47037972,0.85717193,0.00000000
-4.93146573,2.27967923,0.61010922,0.62573387,0.00587367,0.53297623,0.55780982,0.48063101,0.87798546,0.00000000
-4.92546273,2.32331919,0.64715075,0.63324386,0.00621450,0.54199596,0.57683400,0.48984434,0.90193455,0.00000000
-4.91945973,2.36722309,0.68751202,0.64085488,0.00653589,0.54923635,0.59614628,0.49787704,0.92859919,0.00000000
-4.91345673,2.41051352,0.73060726,0.64836090,0.00683234,0.55456022,0.61542160,0.50459720,0.95747290,0.00000000
-4.90745373,2.45224440,0.77577719,0.65552306,0.00709856,0.55785100,0.63431349,0.50988706,0.98797695,0.00000000
-4.90145073,2.49143070,0.82230452,0.66207821,0.00732963,0.55901614,0.65246359,0.51364643,1.01947730,0.00000000
-4.89544772,2.52708101,0.86943171,0.66774873,0.00752114,0.55799030,0.66951197,0.51579613,1.05130359,0.00000000
-4.88944472,2.55823181,0.91638065,0.67225325,0.00766935,0.55473823,0.68510799,0.51628107,1.08276964,0.00000000
-4.88344172,2.58398191,0.96237346,0.67531783,0.00777130,0.54925714,0.69892132,0.51507297,1.11319471,0.00000000
-4.87743872,2.60352554,1.00665381,0.67668695,0.00782487,0.54157834,0.71065245,0.51217253,1.14192465,0.00000000
-4.87143572,2.61618249,1.04850779,0.67613394,0.00782891,0.53176822,0.72004254,0.50761078,1.16835202,0.00000000
-4.86543272,2.62142388,1.08728361,0.67347030,0.00778321,0.51992806,0.72688196,0.50144953,1.19193452,0.00000000
-4.85942971,2.61889216,1.12240912,0.66855349,0.00768856,0.50619298,0.73101715,0.49378080,1.21221074,0.00000000
-4.85342671,2.60841433,1.15340652,0.66129285,0.00754666,0.49072973,0.73235549,0.48472512,1.22881256,0.00000000
-4.84742371,2.59000757,1.17990336,0.65165344,0.00736015,0.47373342,0.73086800,0.47442877,1.24147370,0.00000000
-4.84142071,2.56387689,1.20163953,0.63965747,0.00713244,0.45542325,0.72658947,0.46305991,1.25003397,0.00000000
-4.83541771,2.53040493,1.21846969,0.62538358,0.00686764,0.43603740,0.71961635,0.45080372,1.25443903,0.00000000
-4.82941471,2.49013431,1.23036115,0.60896373,0.00657043,0.41582719,0.71010218,0.43785684,1.25473585,0.00000000
-4.82341171,2.44374350,1.23738741,0.59057818,0.00624593,0.39505085,0.69825103,0.42442124,1.25106394,0.00000000
-4.81740870,2.39201741,1.23971760,0.57044863,0.00589952,0.37396705,0.68430914,0.41069775,1.24364317,0.00000000
-4.81140570,2.33581446,1.23760259,0.54883003,0.00553671,0.35282856,0.66855533,0.39687974,1.23275863,0.00000000
-4.80540270,2.27603167,1.23135858,0.52600143,0.00516302,0.33187629,0.65129060,0.38314709,1.21874366,0.00000000
-4.79939970,2.21357007,1.22134913,0.50225639,0.00478378,0.31133397,0.63282756,0.36966083,1.20196190,0.00000000
-4.79339670,2.14930198,1.20796668,0.47789328,0.00440409,0.29140375,0.61348028,0.35655879,1.18278955,0.00000000
-4.78739370,2.08404227,1.19161480,0.45320618,0.00402863,0.27226285,0.59355507,0.34395242,1.16159873,0.00000000
-4.78139070,2.01852495,1.17269195,0.42847650,0.00366164,0.25406156,0.57334267,0.33192498,1.13874306,0.00000000
-4.77538769,1.95338646,1.15157790,0.40396590,0.00330683,0.23692246,0.55311236,0.32053129,1.11454613,0.00000000
-4.76938469,1.88915642,1.12862344,0.37991063,0.00296733,0.22094103,0.53310814,0.30979901,1.08929348,0.00000000
-4.76338169,1.82625620,1.10414373,0.35651755,0.00264569,0.20618756,0.51354722,0.29973130,1.06322857,0.00000000
-4.75737869,1.76500517,1.07841576,0.33396186,0.00234387,0.19271022,0.49462082,0.29031100,1.03655264,0.00000000
-4.75137569,1.70563415,1.05167959,0.31238652,0.00206324,0.18053920,0.47649713,0.28150582,1.00942844,0.00000000
-4.74537269,1.64830482,1.02414322,0.29190328,0.00180466,0.16969156,0.45932609,0.27327450,0.98198730,0.00000000
-4.73936968,1.59313390,0.99599033,0.27259509,0.00156845,0.16017672,0.44324574,0.26557345,0.95433899,0.00000000
-4.73336668,1.54022032,0.96739029,0.25451966,0.00135453,0.15200217,0.42838956,0.25836371,0.92658332,0.00000000
-4.72736368,1.48967361,0.93850929,0.23771388,0.00116241,0.14517920,0.41489422,0.25161769,0.89882284,0.00000000
-4.72136068,1.44164154,0.90952176,0.22219876,0.00099129,0.13972834,0.40290726,0.24532548,0.87117536,0.00000000
-4.71535768,1.39633530,0.88062098,0.20798451,0.00084012,0.13568428,0.39259403,0.23950029,0.84378542,0.00000000
-4.70935468,1.35405043,0.85202797,0.19507560,0.00070765,0.13309995,0.38414337,0.23418288,0.81683379,0.00000000
-4.70335168,1.31518222,0.82399782,0.18347532,0.00059251,0.13204965,0.37777158,0.22944459,0.79054419,0.00000000
-4.69734867,1.28023432,0.79682286,0.17318972,0.00049324,0.13263101,0.37372425,0.22538891,0.76518670,0.00000000
-4.69134567,1.24982004,0.77083228,0.16423079,0.00040835,0.13496560,0.37227570,0.22215141,0.74107738,0.00000000
-4.68534267,1.22465590,0.74638798,0.15661856,0.00033638,0.13919821,0.37372583,0.21989808,0.71857403,0.00000000
-4.67933967,1.20554755,0.72387683,0.15038228,0.00027588,0.14549469,0.37839438,0.21882205,0.69806825,0.00000000
-4.67333667,1.19336864,0.70369957,0.14556052,0.00022550,0.15403831,0.38661276,0.21913875,0.67997398,0.00000000
-4.66733367,1.18903331,0.68625699,0.14220027,0.00018397,0.16502486,0.39871357,0.22107970,0.66471314,0.00000000
-4.66133067,1.19346358,0.67193409,0.14035524,0.00015013,0.17865635,0.41501823,0.22488519,0.65269910,0.00000000
-4.65532766,1.20755288,0.66108298,0.14008326,0.00012292,0.19513365,0.43582318,0.23079590,0.64431869,0.00000000
-4.64932466,1.23212731,0.65400567,0.14144320,0.00010143,0.21464811,0.46138513,0.23904393,0.63991380,0.00000000
-4.64332166,1.26790621,0.65093745,0.14449141,0.00008484,0.23737253,0.49190599,0.24984331,0.63976336,0.00000000
