energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.27963982,5.15110319,0.01708751,0.52972368,1.48582892,0.58352581,2.64561054,0.00000000,1.36153229,0.70404280
-5.27363682,4.94763727,0.01621749,0.50808139,1.43389574,0.55972107,2.54378935,0.00000000,1.32336160,0.67683495
-5.26763382,4.74968817,0.01538218,0.48755774,1.38313221,0.53630727,2.44425574,0.00000000,1.28660721,0.65089204
-5.26163082,4.55943233,0.01459469,0.46857155,1.33386486,0.51350852,2.34778699,0.00000000,1.25171897,0.62675195
-5.25562781,4.37860058,0.01386609,0.45150047,1.28629906,0.49149248,2.25492489,0.00000000,1.21904388,0.60489715
-5.24962481,4.20846831,0.01320527,0.43667419,1.24052292,0.47037107,2.16598094,0.00000000,1.18882480,0.58574645
-5.24362181,4.04986519,0.01261882,0.42436952,1.19651647,0.45020364,2.08105184,0.00000000,1.16120371,0.56964924
-5.23761881,3.90320250,0.01211099,0.41480706,1.15416544,0.43100242,2.00004379,0.00000000,1.13622922,0.55688203
-5.23161581,3.76851523,0.01168373,0.40814959,1.11327877,0.41273971,1.92270408,0.00000000,1.11386763,0.54764719
-5.22561281,3.64551561,0.01133679,0.40450187,1.07360869,0.39535642,1.84865767,0.00000000,1.09401655,0.54207356
-5.21960980,3.53365423,0.01106783,0.40391169,1.03487221,0.37877135,1.77744677,0.00000000,1.07652022,0.54021861
-5.21360680,3.43218476,0.01087265,0.40637195,0.99677273,0.36289062,1.70857096,0.00000000,1.06118547,0.54207180
-5.20760380,3.34022870,0.01074534,0.41182345,0.95902063,0.34761696,1.64152582,0.00000000,1.04779733,0.54755865
-5.20160080,3.25683648,0.01067861,0.42015829,0.92135178,0.33285814,1.57583808,0.00000000,1.03613346,0.55654545
-5.19559780,3.18104222,0.01066396,0.43122353,0.88354312,0.31853433,1.51109580,0.00000000,1.02597665,0.56884400
-5.18959480,3.11190988,0.01069204,0.44482506,0.84542461,0.30458406,1.44697225,0.00000000,1.01712493,0.58421644
-5.18359180,3.04856944,0.01075285,0.46073156,0.80688725,0.29096857,1.38324287,0.00000000,1.00939884,0.60237985
-5.17758879,2.99024239,0.01083607,0.47867844,0.76788704,0.27767447,1.31979507,0.00000000,1.00264584,0.62301068
-5.17158579,2.93625660,0.01093132,0.49837174,0.72844498,0.26471474,1.25663079,0.00000000,0.99674194,0.64574896
-5.16558279,2.88605134,0.01102842,0.51949205,0.68864348,0.25212817,1.19386257,0.00000000,0.99159075,0.67020240
-5.15957979,2.83917363,0.01111766,0.54169855,0.64861971,0.23997728,1.13170384,0.00000000,0.98712036,0.69595046
-5.15357679,2.79526756,0.01118998,0.56463300,0.60855659,0.22834512,1.07045447,0.00000000,0.98327861,0.72254868
-5.14757379,2.75405835,0.01123728,0.58792412,0.56867206,0.21733101,1.01048275,0.00000000,0.98002708,0.74953318
-5.14157079,2.71533313,0.01125248,0.61119199,0.52920750,0.20704562,0.95220515,0.00000000,0.97733467,0.77642579
-5.13556778,2.67892016,0.01122978,0.63405292,0.49041591,0.19760553,0.89606477,0.00000000,0.97517089,0.80273969
-5.12956478,2.64466822,0.01116469,0.65612454,0.45255061,0.18912761,0.84250999,0.00000000,0.97349967,0.82798575
-5.12356178,2.61242754,0.01105416,0.67703118,0.41585486,0.18172340,0.79197386,0.00000000,0.97227382,0.85167953
-5.11755878,2.58203335,0.01089656,0.69640954,0.38055306,0.17549372,0.74485534,0.00000000,0.97143063,0.87334903
-5.11155578,2.55329276,0.01069170,0.71391446,0.34684351,0.17052361,0.70150286,0.00000000,0.97088853,0.89254288
-5.10555278,2.52597556,0.01044076,0.72922489,0.31489320,0.16687787,0.66220057,0.00000000,0.97054521,0.90883897
-5.09954977,2.49980892,0.01014618,0.74204962,0.28483437,0.16459721,0.62715774,0.00000000,0.97027703,0.92185322
-5.09354677,2.47447602,0.00981154,0.75213290,0.25676306,0.16369521,0.59650117,0.00000000,0.96993971,0.93124824
-5.08754377,2.44961837,0.00944135,0.75925958,0.23073918,0.16415599,0.57027084,0.00000000,0.96937025,0.93674147
-5.08154077,2.42484130,0.00904092,0.76325975,0.20678817,0.16593298,0.54841857,0.00000000,0.96838995,0.93811273
-5.07553777,2.39972234,0.00861607,0.76401259,0.18490379,0.16894842,0.53080963,0.00000000,0.96680834,0.93521055
-5.06953477,2.37382193,0.00817298,0.76144933,0.16505185,0.17309402,0.51722708,0.00000000,0.96442798,0.92795720
-5.06353177,2.34669598,0.00771790,0.75555527,0.14717471,0.17823253,0.50737859,0.00000000,0.96104991,0.91635209
-5.05752876,2.31790989,0.00725700,0.74637063,0.13119605,0.18420034,0.50090567,0.00000000,0.95647968,0.90047342
-5.05152576,2.28705370,0.00679617,0.73399030,0.11702605,0.19081103,0.49739489,0.00000000,0.95053381,0.88047776
-5.04552276,2.25375791,0.00634081,0.71856248,0.10456650,0.19785985,0.49639090,0.00000000,0.94304662,0.85659783
-5.03951976,2.21770983,0.00589575,0.70028620,0.09371591,0.20512903,0.49741104,0.00000000,0.93387722,0.82913821
-5.03351676,2.17867001,0.00546514,0.67940782,0.08437442,0.21239376,0.49996111,0.00000000,0.92291676,0.79846935
-5.02751376,2.13648861,0.00505234,0.65621673,0.07644845,0.21942867,0.50355200,0.00000000,0.91009551,0.76502002
-5.02151076,2.09112136,0.00465997,0.63104025,0.06985514,0.22601475,0.50771673,0.00000000,0.89538989,0.72926846
-5.01550775,2.04264472,0.00428987,0.60423810,0.06452640,0.23194625,0.51202756,0.00000000,0.87882911,0.69173260
-5.00950475,1.99126989,0.00394313,0.57619649,0.06041267,0.23703759,0.51611256,0.00000000,0.86050138,0.65295971
-5.00350175,1.93735528,0.00362021,0.54732212,0.05748630,0.24112974,0.51967119,0.00000000,0.84055924,0.61351599
-4.99749875,1.88141683,0.00332096,0.51803616,0.05574447,0.24409610,0.52248839,0.00000000,0.81922404,0.57397620
-4.99149575,1.82413576,0.00304476,0.48876853,0.05521179,0.24584745,0.52444660,0.00000000,0.79678904,0.53491402
-4.98549275,1.76636307,0.00279058,0.45995243,0.05594216,0.24633581,0.52553533,0.00000000,0.77362114,0.49689310
-4.97948974,1.70912029,0.00255717,0.43201931,0.05802017,0.24555710,0.52585769,0.00000000,0.75016074,0.46045922
-4.97348674,1.65359593,0.00234305,0.40539420,0.06156170,0.24355240,0.52563363,0.00000000,0.72691962,0.42613360
-4.96748374,1.60113698,0.00214671,0.38049153,0.06671358,0.24040777,0.52519957,0.00000000,0.70447661,0.39440738
-4.96148074,1.55323516,0.00196662,0.35771120,0.07365240,0.23625261,0.52500415,0.00000000,0.68347087,0.36573728
-4.95547774,1.51150746,0.00180131,0.33743492,0.08258201,0.23125666,0.52560012,0.00000000,0.66459263,0.34054224
-4.94947474,1.47767089,0.00164946,0.32002263,0.09372994,0.22562558,0.52763234,0.00000000,0.64857142,0.31920089
-4.94347174,1.45351117,0.00150990,0.30580892,0.10734233,0.21959544,0.53182204,0.00000000,0.63616181,0.30204957
-4.93746873,1.44084584,0.00138162,0.29509923,0.12367754,0.21342620,0.53894756,0.00000000,0.62812668,0.28938075
-4.93146573,1.44148192,0.00126384,0.28816590,0.14299839,0.20739433,0.54982209,0.00000000,0.62521845,0.28144148
-4.92546273,1.45716894,0.00115592,0.28524379,0.16556300,0.20178499,0.56526870,0.00000000,0.62815849,0.27843176
-4.91945973,1.48954820,0.00105745,0.28652565,0.19161447,0.19688374,0.58609340,0.00000000,0.63761518,0.28050266
-4.91345673,1.54009964,0.00096812,0.29215728,0.22136966,0.19296830,0.61305696,0.00000000,0.65418126,0.28775414
-4.90745373,1.61008767,0.00088782,0.30223250,0.25500729,0.19030036,0.64684609,0.00000000,0.67835117,0.30023265
-4.90145073,1.70050793,0.00081651,0.31678841,0.29265588,0.18911779,0.68804516,0.00000000,0.71049913,0.31792849
-4.89544772,1.81203698,0.00075428,0.33580094,0.33438190,0.18962741,0.73710911,0.00000000,0.75085887,0.34077345
-4.88944472,1.94498724,0.00070129,0.35918132,0.38017884,0.19199855,0.79433879,0.00000000,0.79950610,0.36863883
-4.88344172,2.09926936,0.00065777,0.38677371,0.42995764,0.19635755,0.85985963,0.00000000,0.85634444,0.40133425
-4.87743872,2.27436461,0.00062403,0.41835445,0.48353925,0.20278327,0.93360465,0.00000000,0.92109600,0.43860791
-4.87143572,2.46930937,0.00060041,0.45363331,0.54064972,0.21130402,1.01530282,0.00000000,0.99329739,0.48014839
-4.86543272,2.68269368,0.00058735,0.49225717,0.60091854,0.22189568,1.10447356,0.00000000,1.07230198,0.52558872
-4.85942971,2.91267559,0.00058534,0.53381624,0.66388049,0.23448140,1.20042816,0.00000000,1.15728881,0.57451283
-4.85342671,3.15701207,0.00059499,0.57785312,0.72898139,0.24893285,1.30227852,0.00000000,1.24727880,0.62646458
-4.84742371,3.41310704,0.00061698,0.62387459,0.79558781,0.26507299,1.40895350,0.00000000,1.34115790,0.68095959
-4.84142071,3.67807595,0.00065214,0.67136597,0.86300065,0.28268059,1.51922284,0.00000000,1.43770723,0.73749953
-4.83541771,3.94882560,0.00070144,0.71980779,0.93047225,0.30149623,1.63172814,0.00000000,1.53563919,0.79558863
-4.82941471,4.22214698,0.00076599,0.76869408,0.99722661,0.32122983,1.74502038,0.00000000,1.63363881,0.85475181
-4.82341171,4.49481813,0.00084710,0.81755167,1.06248187,0.34156954,1.85760255,0.00000000,1.73040876,0.91455383
-4.81740870,4.76371311,0.00094625,0.86595968,1.12547416,0.36219184,1.96797638,0.00000000,1.82471626,0.97461843
-4.81140570,5.02591270,0.00106511,0.91356814,1.18548195,0.38277247,2.07469113,0.00000000,1.91544014,1.03464639
-4.80540270,5.27881187,0.00120553,0.96011480,1.24184945,0.40299794,2.17639276,0.00000000,2.00161571,1.09443173
-4.79939970,5.52021898,0.00136953,1.00543904,1.29400834,0.42257737,2.27187146,0.00000000,2.08247534,1.15387452
-4.79339670,5.74844189,0.00155927,1.04949203,1.34149636,0.44125394,2.36010543,0.00000000,2.15748270,1.21298961
-4.78739370,5.96235617,0.00177701,1.09234213,1.38397214,0.45881592,2.44029899,0.00000000,2.22635853,1.27191026
-4.78139070,6.16145168,0.00202509,1.13417498,1.42122520,0.47510644,2.51191342,0.00000000,2.28909645,1.33088588
-4.77538769,6.34585437,0.00230580,1.17528785,1.45318090,0.49003193,2.57468890,0.00000000,2.34596750,1.39027359
-4.76938469,6.51632164,0.00262140,1.21607794,1.47989982,0.50356856,2.62865657,0.00000000,2.39751265,1.45052337
-4.76338169,6.67421035,0.00297395,1.25702499,1.50157171,0.51576653,2.67414022,0.00000000,2.44452312,1.51215701
-4.75737869,6.82141845,0.00336526,1.29866843,1.51850446,0.52675180,2.71174718,0.00000000,2.48800884,1.57574138
-4.75137569,6.96030217,0.00379680,1.34157999,1.53110844,0.53672525,2.74234904,0.00000000,2.52915624,1.64185709
-4.74537269,7.09357209,0.00426955,1.38633273,1.53987737,0.54595895,2.76705283,0.00000000,2.56927669,1.71106342
-4.73936968,7.22417243,0.00478393,1.43346774,1.54536645,0.55478978,2.78716391,0.00000000,2.60974787,1.78386132
-4.73336668,7.35514884,0.00533966,1.48346015,1.54816905,0.56361043,2.80414202,0.00000000,2.65195040,1.86065600
-4.72736368,7.48951041,0.00593572,1.53668574,1.54889304,0.57285795,2.81955240,0.00000000,2.69720259,1.94172086
-4.72136068,7.63009195,0.00657021,1.59339011,1.54813799,0.58300026,2.83501372,0.00000000,2.74669614,2.02716467
-4.71535768,7.77942252,0.00724033,1.65366175,1.54647403,0.59452099,2.85214482,0.00000000,2.80143570,2.11690378
-4.70935468,7.93960584,0.00794230,1.71741053,1.54442351,0.60790308,2.87251209,0.00000000,2.86218509,2.21064088
-4.70335168,8.11221753,0.00867138,1.78435295,1.54244574,0.62361172,2.89757916,0.00000000,2.92942260,2.30785162
-4.69734867,8.29822321,0.00942188,1.85400502,1.54092554,0.64207720,2.92866049,0.00000000,3.00330743,2.40778038
-4.69134567,8.49792070,0.01018723,1.92568351,1.54016547,0.66367811,2.96688002,0.00000000,3.08365886,2.50944540
-4.68534267,8.71090794,0.01096004,1.99851573,1.54038181,0.68872572,3.01313586,0.00000000,3.16994911,2.61165392
-4.67933967,8.93607766,0.01173227,2.07145783,1.54170401,0.71744984,3.06807172,0.00000000,3.26131016,2.71302673
-4.67333667,9.17163813,0.01249540,2.14332111,1.54417703,0.74998682,3.13205561,0.00000000,3.35655442,2.81203157
-4.66733367,9.41515862,0.01324062,2.21280524,1.54776624,0.78637014,3.20516596,0.00000000,3.45420808,2.90702430
-4.66133067,9.66363714,0.01395904,2.27853742,1.55236409,0.82652398,3.28718522,0.00000000,3.55255603,2.99629608
-4.65532766,9.91358720,0.01464201,2.33911566,1.55779813,0.87026006,3.37760099,0.00000000,3.64969608,3.07812504
-4.64932466,10.16113997,0.01528133,2.39315464,1.56383978,0.91727794,3.47561436,0.00000000,3.74360044,3.15083011
-4.64332166,10.40215768,0.01586955,2.43933208,1.57021338,0.96716902,3.58015523,0.00000000,3.83218178,3.21282493
