energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.66383192,1.82837261,0.00421607,0.31133106,0.41439012,0.31653888,1.02375064,0.62507920,0.66289922,0.00000000
-5.65782891,1.75559258,0.00360162,0.29411114,0.41086955,0.29841337,0.98003637,0.59312982,0.65284340,0.00000000
-5.65182591,1.68775071,0.00305837,0.27782417,0.40838051,0.28121261,0.93908079,0.56279355,0.64432915,0.00000000
-5.64582291,1.62450437,0.00258175,0.26248582,0.40661211,0.26498097,0.90074069,0.53409514,0.63697553,0.00000000
-5.63981991,1.56538417,0.00216674,0.24808531,0.40523995,0.24973147,0.86479911,0.50701102,0.63036992,0.00000000
-5.63381691,1.50982311,0.00180811,0.23458893,0.40393737,0.23544922,0.83098092,0.48147564,0.62408446,0.00000000
-5.62781391,1.45718920,0.00150052,0.22194445,0.40238692,0.22209594,0.79897020,0.45738935,0.61769299,0.00000000
-5.62181091,1.40681987,0.00123869,0.21008590,0.40029154,0.20961505,0.76842857,0.43462736,0.61078800,0.00000000
-5.61580790,1.35805672,0.00101751,0.19893868,0.39738501,0.19793728,0.73901365,0.41304932,0.60299674,0.00000000
-5.60980490,1.31027907,0.00083210,0.18842468,0.39344137,0.18698634,0.71039690,0.39250900,0.59399590,0.00000000
-5.60380190,1.26293477,0.00067792,0.17846723,0.38828275,0.17668454,0.68228001,0.37286377,0.58352430,0.00000000
-5.59779890,1.21556707,0.00055078,0.16899558,0.38178555,0.16695803,0.65440919,0.35398322,0.57139299,0.00000000
-5.59179590,1.16783644,0.00044690,0.15994886,0.37388456,0.15774148,0.62658674,0.33575675,0.55749259,0.00000000
-5.58579290,1.11953668,0.00036288,0.15127924,0.36457500,0.14898200,0.59867975,0.31809978,0.54179744,0.00000000
-5.57978989,1.07060479,0.00029579,0.14295434,0.35391243,0.14064233,0.57062529,0.30095826,0.52436659,0.00000000
-5.57378689,1.02112452,0.00024305,0.13495874,0.34201053,0.13270300,0.54243252,0.28431162,0.50534176,0.00000000
-5.56778389,0.97132377,0.00020249,0.12729460,0.32903701,0.12516369,0.51418140,0.26817388,0.48494232,0.00000000
-5.56178089,0.92156641,0.00017230,0.11998145,0.31520779,0.11804362,0.48601855,0.25259314,0.46345774,0.00000000
-5.55577789,0.87233898,0.00015100,0.11305527,0.30077977,0.11138121,0.45815049,0.23764954,0.44123793,0.00000000
-5.54977489,0.82423341,0.00013743,0.10656679,0.28604251,0.10523295,0.43083480,0.22345196,0.41868185,0.00000000
-5.54377189,0.77792649,0.00013067,0.10057929,0.27130919,0.09967164,0.40436963,0.21013350,0.39622504,0.00000000
-5.53776888,0.73415719,0.00013008,0.09516601,0.25690715,0.09478421,0.37908230,0.19784629,0.37432645,0.00000000
-5.53176588,0.69370282,0.00013519,0.09040716,0.24316843,0.09066901,0.35531735,0.18675559,0.35345524,0.00000000
-5.52576288,0.65735485,0.00014572,0.08638683,0.23042046,0.08743299,0.33342460,0.17703371,0.33407770,0.00000000
-5.51975988,0.62589529,0.00016157,0.08318981,0.21897735,0.08518852,0.31374783,0.16885377,0.31664503,0.00000000
-5.51375688,0.60007418,0.00018271,0.08089845,0.20913178,0.08405020,0.29661421,0.16238365,0.30158191,0.00000000
-5.50775388,0.58058887,0.00020925,0.07958967,0.20114784,0.08413161,0.28232500,0.15778021,0.28927632,0.00000000
-5.50175088,0.56806530,0.00024136,0.07933224,0.19525474,0.08554201,0.27114767,0.15518404,0.28007069,0.00000000
-5.49574787,0.56304174,0.00027926,0.08018430,0.19164165,0.08838309,0.26330958,0.15471472,0.27425433,0.00000000
-5.48974487,0.56595499,0.00032321,0.08219127,0.19045354,0.09274585,0.25899339,0.15646683,0.27205742,0.00000000
-5.48374187,0.57712936,0.00037350,0.08538417,0.19178814,0.09870753,0.25833411,0.16050661,0.27364625,0.00000000
-5.47773887,0.59676834,0.00043040,0.08977843,0.19569396,0.10632863,0.26141792,0.16686956,0.27911995,0.00000000
-5.47173587,0.62494907,0.00049420,0.09537317,0.20216945,0.11565027,0.26828267,0.17555878,0.28850855,0.00000000
-5.46573287,0.66161974,0.00056517,0.10215104,0.21116314,0.12669166,0.27891998,0.18654429,0.30177231,0.00000000
-5.45972986,0.70659987,0.00064356,0.11007863,0.22257496,0.13944795,0.29327888,0.19976332,0.31880249,0.00000000
-5.45372686,0.75958365,0.00072962,0.11910743,0.23625858,0.15388850,0.31127089,0.21512149,0.33942339,0.00000000
-5.44772386,0.82014630,0.00082357,0.12917544,0.25202480,0.16995561,0.33277643,0.23249506,0.36339570,0.00000000
-5.44172086,0.88775349,0.00092561,0.14020926,0.26964606,0.18756391,0.35765240,0.25173413,0.39042133,0.00000000
-5.43571786,0.96177387,0.00103595,0.15212678,0.28886185,0.20660029,0.38574077,0.27266680,0.42014953,0.00000000
-5.42971486,1.04149445,0.00115482,0.16484028,0.30938525,0.22692474,0.41687788,0.29510420,0.45218433,0.00000000
-5.42371186,1.12613868,0.00128243,0.17825990,0.33091009,0.24837188,0.45090433,0.31884632,0.48609333,0.00000000
-5.41770885,1.21488684,0.00141904,0.19229741,0.35311903,0.27075333,0.48767498,0.34368844,0.52141754,0.00000000
-5.41170585,1.30689822,0.00156494,0.20687005,0.37569200,0.29386089,0.52706881,0.36942800,0.55768221,0.00000000
-5.40570285,1.40133441,0.00172044,0.22190430,0.39831501,0.31747050,0.56899826,0.39587163,0.59440831,0.00000000
-5.39969985,1.49738300,0.00188593,0.23733946,0.42068895,0.34134676,0.61341753,0.42284219,0.63112444,0.00000000
-5.39369685,1.59428070,0.00206179,0.25313081,0.44253806,0.36524805,0.66032949,0.45018528,0.66737858,0.00000000
-5.38769385,1.69133505,0.00224846,0.26925220,0.46361791,0.38893195,0.70979087,0.47777522,0.70274956,0.00000000
-5.38169085,1.78794372,0.00244638,0.28569787,0.48372232,0.41216080,0.76191516,0.50552000,0.73685751,0.00000000
-5.37568784,1.88361054,0.00265601,0.30248343,0.50268922,0.43470720,0.81687314,0.53336495,0.76937311,0.00000000
-5.36968484,1.97795738,0.00287773,0.31964585,0.52040495,0.45635922,0.87489076,0.56129500,0.80002508,0.00000000
-5.36368184,2.07073150,0.00311189,0.33724248,0.53680698,0.47692510,0.93624422,0.58933525,0.82860571,0.00000000
-5.35767884,2.16180761,0.00335872,0.35534897,0.55188477,0.49623729,1.00125234,0.61754977,0.85497406,0.00000000
-5.35167584,2.25118484,0.00361831,0.37405632,0.56567886,0.51415563,1.07026641,0.64603872,0.87905684,0.00000000
-5.34567284,2.33897839,0.00389057,0.39346695,0.57827811,0.53056962,1.14365773,0.67493363,0.90084684,0.00000000
-5.33966983,2.42540647,0.00417517,0.41369009,0.58981530,0.54539969,1.22180332,0.70439122,0.92039910,0.00000000
-5.33366683,2.51077305,0.00447155,0.43483668,0.60046118,0.55859746,1.30507025,0.73458579,0.93782503,0.00000000
-5.32766383,2.59544719,0.00477886,0.45701384,0.61041737,0.57014511,1.39379924,0.76570066,0.95328471,0.00000000
-5.32166083,2.67984008,0.00509597,0.48031933,0.61990824,0.58005387,1.48828810,0.79791878,0.96697804,0.00000000
-5.31565783,2.76438079,0.00542143,0.50483611,0.62917236,0.58836179,1.58877573,0.83141314,0.97913491,0.00000000
-5.30965483,2.84949195,0.00575354,0.53062726,0.63845364,0.59513108,1.69542717,0.86633718,0.99000511,0.00000000
-5.30365183,2.93556643,0.00609032,0.55773155,0.64799265,0.60044497,1.80832041,0.90281569,0.99984844,0.00000000
-5.29764882,3.02294604,0.00642955,0.58615969,0.65801851,0.60440447,1.92743528,0.94093661,1.00892536,0.00000000
-5.29164582,3.11190315,0.00676885,0.61589154,0.66874140,0.60712512,2.05264484,0.98074388,1.01748866,0.00000000
-5.28564282,3.20262581,0.00710571,0.64687426,0.68034622,0.60873377,2.18370956,1.02223190,1.02577641,0.00000000
-5.27963982,3.29520681,0.00743757,0.67902156,0.69298735,0.60936570,2.32027413,1.06534150,1.03400637,0.00000000
-5.27363682,3.38963685,0.00776186,0.71221390,0.70678464,0.60916189,2.46186716,1.10995776,1.04237189,0.00000000
-5.26763382,3.48580163,0.00807612,0.74629966,0.72182076,0.60826661,2.60790330,1.15590961,1.05103921,0.00000000
-5.26163082,3.58348257,0.00837800,0.78109719,0.73813971,0.60682518,2.75768762,1.20297117,1.06014609,0.00000000
-5.25562781,3.68236061,0.00866535,0.81639759,0.75574650,0.60498200,2.91042187,1.25086477,1.06980143,0.00000000
-5.24962481,3.78202241,0.00893625,0.85196795,0.77460779,0.60287846,3.06521213,1.29926541,1.08008556,0.00000000
-5.24362181,3.88196815,0.00918908,0.88755510,0.79465333,0.60065099,3.22107750,1.34780641,1.09105091,0.00000000
-5.23761881,3.98162020,0.00942246,0.92288944,0.81577799,0.59842879,3.37695937,1.39608599,1.10272281,0.00000000
-5.23161581,4.08033185,0.00963533,0.95768885,0.83784419,0.59633145,3.53173096,1.44367453,1.11509984,0.00000000
-5.22561281,4.17739565,0.00982687,0.99166248,0.86068452,0.59446622,3.68420691,1.49012210,1.12815393,0.00000000
-5.21960980,4.27205073,0.00999651,1.02451430,0.88410440,0.59292508,3.83315273,1.53496608,1.14182965,0.00000000
-5.21360680,4.36348905,0.01014386,1.05594636,0.90788476,0.59178151,3.97729423,1.57773856,1.15604306,0.00000000
-5.20760380,4.45086050,0.01026869,1.08566167,0.93178446,0.59108721,4.11532706,1.61797338,1.17067987,0.00000000
-5.20160080,4.53327713,0.01037085,1.11336685,0.95554268,0.59086890,4.24592653,1.65521265,1.18559341,0.00000000
-5.19559780,4.60981696,0.01045020,1.13877440,0.97888115,0.59112531,4.36775827,1.68901266,1.20060247,0.00000000
-5.18959480,4.67952802,0.01050663,1.16160495,1.00150638,0.59182476,4.47948995,1.71894917,1.21548952,0.00000000
-5.18359180,4.74143330,0.01053993,1.18158934,1.02311197,0.59290344,4.57980472,1.74462227,1.22999973,0.00000000
-5.17758879,4.79453751,0.01054980,1.19847085,1.04338126,0.59426467,4.66741655,1.76566066,1.24384103,0.00000000
-5.17158579,4.83783631,0.01053586,1.21200768,1.06199028,0.59577943,4.74108791,1.78172573,1.25668587,0.00000000
-5.16558279,4.87032862,0.01049758,1.22197571,1.07861138,0.59728813,4.79964990,1.79251547,1.26817466,0.00000000
-5.15957979,4.89103252,0.01043438,1.22817175,1.09291749,0.59860394,4.84202467,1.79776830,1.27792145,0.00000000
-5.15357679,4.89900473,0.01034560,1.23041716,1.10458712,0.59951748,4.86724990,1.79726709,1.28552154,0.00000000
-5.14757379,4.89336369,0.01023057,1.22856202,1.11331026,0.59980292,4.87450472,1.79084319,1.29056127,0.00000000
-5.14157079,4.87331559,0.01008867,1.22248956,1.11879489,0.59922521,4.86313631,1.77838073,1.29262956,0.00000000
-5.13556778,4.83818249,0.00991940,1.21212085,1.12077417,0.59754828,4.83268597,1.75982092,1.29133082,0.00000000
-5.12956478,4.78743152,0.00972246,1.19741944,1.11901400,0.59454380,4.78291365,1.73516619,1.28629884,0.00000000
-5.12356178,4.72070357,0.00949780,1.17839579,1.11332069,0.59000008,4.71381943,1.70448414,1.27721088,0.00000000
-5.11755878,4.63784006,0.00924569,1.15511114,1.10354846,0.58373085,4.62566060,1.66791079,1.26380138,0.00000000
-5.11155578,4.53890611,0.00896682,1.12768055,1.08960632,0.57558321,4.51896312,1.62565298,1.24587446,0.00000000
-5.10555278,4.42420853,0.00866226,1.09627473,1.07146398,0.56544465,4.39452636,1.57798956,1.22331468,0.00000000
-5.09954977,4.29430726,0.00833357,1.06112061,1.04915649,0.55324856,4.25342004,1.52527101,1.19609531,0.00000000
-5.09354677,4.15001917,0.00798275,1.02250025,1.02278713,0.53897803,4.09697318,1.46791738,1.16428366,0.00000000
-5.08754377,3.99241345,0.00761224,0.98074801,0.99252840,0.52266778,3.92675457,1.40641422,1.12804309,0.00000000
-5.08154077,3.82279825,0.00722491,0.93624605,0.95862093,0.50440401,3.74454536,1.34130657,1.08763157,0.00000000
-5.07553777,3.64269877,0.00682399,0.88941807,0.92137015,0.48432230,3.55230432,1.27319096,1.04339674,0.00000000
-5.06953477,3.45382748,0.00641297,0.84072159,0.88114082,0.46260367,3.35212688,1.20270557,0.99576767,0.00000000
-5.06353177,3.25804743,0.00599558,0.79063887,0.83834957,0.43946889,3.14619965,1.13051890,0.94524376,0.00000000
-5.05752876,3.05733024,0.00557568,0.73966691,0.79345572,0.41517156,2.93675180,1.05731725,0.89238115,0.00000000
-5.05152576,2.85371051,0.00515714,0.68830689,0.74695063,0.38999010,2.72600558,0.98379151,0.83777751,0.00000000
-5.04552276,2.64923851,0.00474376,0.63705346,0.69934623,0.36421921,2.51612769,0.91062376,0.78205564,0.00000000
-5.03951976,2.44593335,0.00433921,0.58638422,0.65116294,0.33816109,2.30918347,0.83847415,0.72584692,0.00000000
-5.03351676,2.24573841,0.00394692,0.53675002,0.60291772,0.31211701,2.10709571,0.76796879,0.66977513,0.00000000
-5.02751376,2.05048100,0.00357001,0.48856625,0.55511257,0.28637935,1.91160946,0.69968882,0.61444141,0.00000000
-5.02151076,1.86183769,0.00321128,0.44220550,0.50822408,0.26122464,1.72426402,0.63416140,0.56041108,0.00000000
-5.01550775,1.68130652,0.00287310,0.39799190,0.46269427,0.23690775,1.54637284,0.57185271,0.50820252,0.00000000
-5.00950475,1.51018697,0.00255748,0.35619720,0.41892315,0.21365742,1.37901168,0.51316321,0.45827879,0.00000000
-5.00350175,1.34956792,0.00226601,0.31703861,0.37726321,0.19167322,1.22301495,0.45842530,0.41104186,0.00000000
-4.99749875,1.20032362,0.00199987,0.28067856,0.33801584,0.17112402,1.07897969,0.40790331,0.36682974,0.00000000
-4.99149575,1.06311726,0.00175991,0.24722603,0.30142980,0.15214777,0.94727657,0.36179557,0.32591633,0.00000000
-4.98549275,0.93841127,0.00154663,0.21673937,0.26770164,0.13485256,0.82806664,0.32023841,0.28851363,0.00000000
-4.97948974,0.82648323,0.00136029,0.18923041,0.23697771,0.11931880,0.72132274,0.28331169,0.25477622,0.00000000
-4.97348674,0.72744629,0.00120089,0.16466947,0.20935782,0.10560223,0.62685410,0.25104539,0.22480732,0.00000000
-4.96748374,0.64127246,0.00106831,0.14299105,0.18489982,0.09373752,0.54433292,0.22342700,0.19866626,0.00000000
-4.96148074,0.56781755,0.00096229,0.12409988,0.16362518,0.08374225,0.47332136,0.20040897,0.17637651,0.00000000
-4.95547774,0.50684624,0.00088254,0.10787697,0.14552486,0.07562102,0.41329793,0.18191612,0.15793407,0.00000000
-4.94947474,0.45805604,0.00082872,0.09418551,0.13056530,0.06936932,0.36368219,0.16785242,0.14331560,0.00000000
-4.94347174,0.42109914,0.00080054,0.08287638,0.11869411,0.06497718,0.32385692,0.15810683,0.13248588,0.00000000
-4.93746873,0.39560105,0.00079773,0.07379306,0.10984527,0.06243223,0.29318712,0.15255808,0.12540428,0.00000000
-4.93146573,0.38117572,0.00082008,0.06677579,0.10394345,0.06172206,0.27103561,0.15107815,0.12202980,0.00000000
-4.92546273,0.37743640,0.00086741,0.06166511,0.10090747,0.06283591,0.25677501,0.15353439,0.12232475,0.00000000
-4.91945973,0.38400243,0.00093958,0.05830452,0.10065260,0.06576544,0.24979620,0.15979039,0.12625662,0.00000000
-4.91345673,0.40050196,0.00103644,0.05654248,0.10309180,0.07050476,0.24951360,0.16970556,0.13379838,0.00000000
-4.90745373,0.42657091,0.00115782,0.05623375,0.10813595,0.07704960,0.25536764,0.18313387,0.14492713,0.00000000
-4.90145073,0.46184883,0.00130343,0.05724016,0.11569302,0.08539582,0.26682494,0.19992172,0.15962125,0.00000000
-4.89544772,0.50597222,0.00147288,0.05943099,0.12566651,0.09553725,0.28337687,0.21990537,0.17785630,0.00000000
-4.88944472,0.55856627,0.00166557,0.06268298,0.13795331,0.10746306,0.30453709,0.24290836,0.19959997,0.00000000
-4.88344172,0.61923561,0.00188066,0.06688025,0.15244113,0.12115483,0.32983852,0.26873894,0.22480632,0.00000000
-4.87743872,0.68755526,0.00211700,0.07191406,0.16900588,0.13658347,0.35883054,0.29718810,0.25340978,0.00000000
-4.87143572,0.76306224,0.00237311,0.07768266,0.18750919,0.15370613,0.39107665,0.32802824,0.28531923,0.00000000
-4.86543272,0.84524887,0.00264716,0.08409125,0.20779631,0.17246340,0.42615301,0.36101289,0.32041259,0.00000000
-4.85942971,0.93355816,0.00293689,0.09105202,0.22969474,0.19277688,0.46364810,0.39587741,0.35853221,0.00000000
-4.85342671,1.02738181,0.00323969,0.09848441,0.25301355,0.21454731,0.50316347,0.43234080,0.39948160,0.00000000
-4.84742371,1.12606117,0.00355255,0.10631544,0.27754372,0.23765344,0.54431566,0.47010869,0.44302346,0.00000000
-4.84142071,1.22889106,0.00387210,0.11448022,0.30305957,0.26195176,0.58673893,0.50887730,0.48887956,0.00000000
-4.83541771,1.33512653,0.00419471,0.12292235,0.32932108,0.28727705,0.63008870,0.54833811,0.53673235,0.00000000
-4.82941471,1.44399212,0.00451647,0.13159439,0.35607738,0.31344395,0.67404513,0.58818323,0.58622842,0.00000000
-4.82341171,1.55469319,0.00483334,0.14045807,0.38307089,0.34024947,0.71831662,0.62811093,0.63698381,0.00000000
-4.81740870,1.66642878,0.00514121,0.14948429,0.41004234,0.36747632,0.76264257,0.66783115,0.68859082,0.00000000
-4.81140570,1.77840517,0.00543598,0.15865274,0.43673605,0.39489713,0.80679528,0.70707064,0.74062621,0.00000000
-4.80540270,1.88984946,0.00571370,0.16795117,0.46290551,0.42227916,0.85058030,0.74557732,0.79266035,0.00000000
-4.79939970,2.00002237,0.00597062,0.17737411,0.48831869,0.44938963,0.89383527,0.78312374,0.84426693,0.00000000
-4.79339670,2.10822958,0.00620333,0.18692122,0.51276305,0.47600118,0.93642694,0.81950927,0.89503274,0.00000000
-4.78739370,2.21383089,0.00640881,0.19659509,0.53604979,0.50189740,0.97824640,0.85456102,0.94456704,0.00000000
-4.78139070,2.31624676,0.00658450,0.20639870,0.55801715,0.52687816,1.01920261,0.88813326,0.99251010,0.00000000
-4.77538769,2.41496190,0.00672839,0.21633262,0.57853256,0.55076445,1.05921462,0.92010557,1.03854036,0.00000000
-4.76938469,2.50952579,0.00683899,0.22639195,0.59749365,0.57340264,1.09820273,0.95037971,1.08238000,0.00000000
-4.76338169,2.59955020,0.00691544,0.23656330,0.61482781,0.59466775,1.13607922,0.97887546,1.12379852,0.00000000
-4.75737869,2.68470393,0.00695741,0.24682198,0.63049064,0.61446593,1.17273914,1.00552574,1.16261427,0.00000000
-4.75137569,2.76470542,0.00696515,0.25712939,0.64446317,0.63273567,1.20805190,1.03027137,1.19869386,0.00000000
-4.74537269,2.83931366,0.00693943,0.26743113,0.65674818,0.64944800,1.24185413,1.05305581,1.23194952,0.00000000
-4.73936968,2.90831827,0.00688148,0.27765559,0.66736583,0.66460551,1.27394455,1.07382024,1.26233471,0.00000000
-4.73336668,2.97152963,0.00679297,0.28771355,0.67634882,0.67824028,1.30408117,1.09249949,1.28983823,0.00000000
-4.72736368,3.02876961,0.00667589,0.29749855,0.68373757,0.69041094,1.33198138,1.10901898,1.31447727,0.00000000
-4.72136068,3.07986405,0.00653252,0.30688833,0.68957551,0.70119885,1.35732494,1.12329312,1.33628985,0.00000000
-4.71535768,3.12463734,0.00636533,0.31574719,0.69390500,0.71070368,1.37976004,1.13522511,1.35532719,0.00000000
-4.70935468,3.16290970,0.00617697,0.32392933,0.69676390,0.71903857,1.39891225,1.14470852,1.37164640,0.00000000
-4.70335168,3.19449751,0.00597012,0.33128291,0.69818324,0.72632506,1.41439601,1.15163043,1.38530402,0.00000000
-4.69734867,3.21921666,0.00574753,0.33765483,0.69818587,0.73268802,1.42582814,1.15587599,1.39635068,0.00000000
-4.69134567,3.23688884,0.00551188,0.34289589,0.69678627,0.73825078,1.43284286,1.15733436,1.40482723,0.00000000
-4.68534267,3.24735035,0.00526584,0.34686627,0.69399150,0.74313054,1.43510740,1.15590548,1.41076241,0.00000000
-4.67933967,3.25046277,0.00501196,0.34944079,0.68980304,0.74743435,1.43233751,1.15150747,1.41417223,0.00000000
-4.67333667,3.24612496,0.00475268,0.35051404,0.68421952,0.75125566,1.42431209,1.14408410,1.41506079,0.00000000
-4.66733367,3.23428527,0.00449031,0.35000488,0.67723994,0.75467155,1.41088603,1.13361192,1.41342258,0.00000000
-4.66133067,3.21495337,0.00422706,0.34786011,0.66886725,0.75774075,1.39200073,1.12010662,1.40924587,0.00000000
-4.65532766,3.18821060,0.00396495,0.34405731,0.65911195,0.76050233,1.36769154,1.10362818,1.40251693,0.00000000
-4.64932466,3.15421833,0.00370590,0.33860650,0.64799546,0.76297534,1.33809191,1.08428444,1.39322473,0.00000000
-4.64332166,3.11322353,0.00345166,0.33155067,0.63555299,0.76515903,1.30343386,1.06223292,1.38136583,0.00000000
