energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.58579290,1.50749491,0.20434308,0.18984701,0.01277580,0.06785375,0.45951396,0.57326587,0.01272734,0.67635614
-5.57978989,1.50305494,0.19942148,0.18375266,0.01152693,0.06600027,0.44225570,0.59893910,0.01266003,0.67510129
-5.57378689,1.51360400,0.19578521,0.17970015,0.01047987,0.06450021,0.42933068,0.63115261,0.01272424,0.68062472
-5.56778389,1.53927419,0.19340749,0.17769111,0.00962774,0.06334378,0.42078246,0.67002118,0.01291768,0.69302296
-5.56178089,1.57987960,0.19222691,0.17768791,0.00896120,0.06250997,0.41656209,0.71552713,0.01323538,0.71224682
-5.55577789,1.63492502,0.19215119,0.17961578,0.00846882,0.06196808,0.41653360,0.76751724,0.01366975,0.73810404
-5.54977489,1.70362033,0.19306161,0.18336521,0.00813751,0.06167938,0.42048071,0.82570245,0.01421070,0.77026478
-5.54377189,1.78489997,0.19481798,0.18879495,0.00795276,0.06159898,0.42811475,0.88966049,0.01484578,0.80826950
-5.53776888,1.87744713,0.19726382,0.19573509,0.00789902,0.06167786,0.43908332,0.95884127,0.01556042,0.85153918
-5.53176588,1.97972205,0.20023176,0.20399067,0.00795991,0.06186469,0.45297958,1.03257519,0.01633820,0.89938756
-5.52576288,2.08999400,0.20354878,0.21334536,0.00811855,0.06210784,0.46935204,1.11008415,0.01716113,0.95103529
-5.51975988,2.20637639,0.20704133,0.22356552,0.00835775,0.06235701,0.48771452,1.19049510,0.01801004,1.00562571
-5.51375688,2.32686461,0.21054006,0.23440440,0.00866030,0.06256490,0.50755640,1.27285592,0.01886499,1.06224209
-5.50775388,2.44937599,0.21388423,0.24560668,0.00900917,0.06268847,0.52835297,1.35615338,0.01970565,1.11992605
-5.50175088,2.57179135,0.21692554,0.25691316,0.00938779,0.06269013,0.54957578,1.43933268,0.02051185,1.17769692
-5.49574787,2.69199750,0.21953154,0.26806563,0.00978027,0.06253853,0.57070305,1.52131828,0.02126401,1.23457177
-5.48974487,2.80792993,0.22158842,0.27881193,0.01017164,0.06220923,0.59122989,1.60103546,0.02194364,1.28958565
-5.48374187,2.91761499,0.22300329,0.28891103,0.01054815,0.06168498,0.61067836,1.67743208,0.02253381,1.34181179
-5.47773887,3.01921063,0.22370586,0.29813809,0.01089751,0.06095592,0.62860722,1.74950013,0.02301963,1.39038127
-5.47173587,3.11104487,0.22364961,0.30628938,0.01120911,0.06001943,0.64462111,1.81629639,0.02338867,1.43450174
-5.46573287,3.19165109,0.22281237,0.31318692,0.01147428,0.05887989,0.65837910,1.87696186,0.02363129,1.47347465
-5.45972986,3.25979921,0.22119642,0.31868273,0.01168654,0.05754821,0.66960232,1.93073929,0.02374094,1.50671075
-5.45372686,3.31452194,0.21882807,0.32266247,0.01184171,0.05604127,0.67808045,1.97698863,0.02371440,1.53374311
-5.44772386,3.35513534,0.21575664,0.32504843,0.01193815,0.05438121,0.68367679,2.01519983,0.02355185,1.55423758
-5.44172086,3.38125304,0.21205310,0.32580165,0.01197679,0.05259466,0.68633188,2.04500281,0.02325695,1.56800005
-5.43571786,3.39279351,0.20780812,0.32492313,0.01196125,0.05071191,0.68606512,2.06617436,0.02283670,1.57498050
-5.42971486,3.38998028,0.20312969,0.32245402,0.01189777,0.04876603,0.68297464,2.07864181,0.02230130,1.57527343
-5.42371186,3.37333463,0.19814030,0.31847476,0.01179521,0.04679193,0.67723493,2.08248336,0.02166387,1.56911471
-5.41770885,3.34366107,0.19297379,0.31310316,0.01166489,0.04482546,0.66909253,2.07792511,0.02094009,1.55687476
-5.41170585,3.30202571,0.18777172,0.30649141,0.01152042,0.04290250,0.65885950,2.06533475,0.02014779,1.53904829
-5.40570285,3.24972799,0.18267954,0.29882219,0.01137744,0.04105806,0.64690499,2.04521216,0.01930645,1.51624067
-5.39969985,3.18826644,0.17784255,0.29030386,0.01125332,0.03932541,0.63364501,2.01817686,0.01843665,1.48915135
-5.39369685,3.11929926,0.17340163,0.28116495,0.01116679,0.03773523,0.61953062,1.98495283,0.01755959,1.45855473
-5.38769385,3.04460073,0.16948904,0.27164813,0.01113755,0.03631488,0.60503498,1.94635082,0.01669647,1.42527899
-5.38169085,2.96601466,0.16622428,0.26200368,0.01118576,0.03508770,0.59063950,1.90324855,0.01586799,1.39018344
-5.37568784,2.88540602,0.16371011,0.25248289,0.01133159,0.03407235,0.57681961,1.85656935,0.01509381,1.35413514
-5.36968484,2.80461226,0.16202902,0.24333137,0.01159463,0.03328231,0.56403062,1.80725975,0.01439211,1.31798536
-5.36368184,2.72539563,0.16124010,0.23478259,0.01199339,0.03272552,0.55269410,1.75626655,0.01377912,1.28254675
-5.35767884,2.64939811,0.16137658,0.22705178,0.01254466,0.03240402,0.54318527,1.70451413,0.01326882,1.24857188
-5.35167584,2.57810026,0.16244408,0.22033043,0.01326299,0.03231390,0.53582189,1.65288275,0.01287260,1.21673396
-5.34567284,2.51278547,0.16441976,0.21478141,0.01416009,0.03244527,0.53085503,1.60218845,0.01259909,1.18761025
-5.33966983,2.45451079,0.16725235,0.21053503,0.01524431,0.03278245,0.52846212,1.55316534,0.01245403,1.16166909
-5.33366683,2.40408557,0.17086319,0.20768605,0.01652015,0.03330436,0.52874255,1.50645102,0.01244020,1.13926065
-5.32766383,2.36205862,0.17514834,0.20629168,0.01798788,0.03398502,0.53171609,1.46257555,0.01255745,1.12061222
-5.32166083,2.32871466,0.17998157,0.20637084,0.01964317,0.03479425,0.53732416,1.42195464,0.01280285,1.10582788
-5.31565783,2.30408018,0.18521836,0.20790448,0.02147693,0.03569849,0.54543403,1.38488715,0.01317089,1.09489295
-5.30965483,2.28793878,0.19070070,0.21083712,0.02347526,0.03666182,0.55584589,1.35155720,0.01365371,1.08768283
-5.30365183,2.27985539,0.19626254,0.21507956,0.02561950,0.03764698,0.56830248,1.32204066,0.01424151,1.08397618
-5.29764882,2.27920874,0.20173580,0.22051261,0.02788654,0.03861656,0.58250107,1.29631580,0.01492290,1.08347167
-5.29164582,2.28523060,0.20695651,0.22699193,0.03024928,0.03953417,0.59810728,1.27427756,0.01568547,1.08580790
-5.28564282,2.29705058,0.21177115,0.23435357,0.03267721,0.04036563,0.61477034,1.25575473,0.01651619,1.09058549
-5.27963982,2.31374433,0.21604267,0.24242035,0.03513728,0.04108007,0.63213905,1.24052921,0.01740207,1.09739045
-5.27363682,2.33438338,0.21965607,0.25100860,0.03759480,0.04165103,0.64987799,1.22835631,0.01833067,1.10581786
-5.26763382,2.35808427,0.22252324,0.25993515,0.04001458,0.04205732,0.66768306,1.21898515,0.01929068,1.11549466
-5.26163082,2.38405479,0.22458692,0.26902438,0.04236207,0.04228377,0.68529594,1.21217806,0.02027247,1.12610068
-5.25562781,2.41163523,0.22582352,0.27811480,0.04460460,0.04232178,0.70251653,1.20772794,0.02126857,1.13738674
-5.24962481,2.44033259,0.22624468,0.28706519,0.04671254,0.04216963,0.71921300,1.20547282,0.02227408,1.14918900
-5.24362181,2.46984605,0.22589754,0.29575978,0.04866050,0.04183257,0.73532870,1.20530665,0.02328704,1.16143884
-5.23761881,2.50008237,0.22486358,0.30411234,0.05042829,0.04132269,0.75088572,1.20718605,0.02430855,1.17416773
-5.23161581,2.53116019,0.22325617,0.31206891,0.05200176,0.04065850,0.76598461,1.21113242,0.02534290,1.18750665
-5.22561281,2.56340287,0.22121685,0.31960905,0.05337337,0.03986435,0.78080035,1.21722944,0.02639746,1.20168010
-5.21960980,2.59731990,0.21891048,0.32674545,0.05454254,0.03896964,0.79557429,1.22561603,0.02748242,1.21699482
-5.21360680,2.63357750,0.21651946,0.33352195,0.05551563,0.03800785,0.81060269,1.23647521,0.02861037,1.23382354
-5.20760380,2.67295942,0.21423720,0.34000988,0.05630567,0.03701550,0.82622177,1.25001924,0.02979572,1.25258449
-5.20160080,2.71631972,0.21226115,0.34630303,0.05693170,0.03603094,0.84279026,1.26647198,0.03105402,1.27371744
-5.19559780,2.76452934,0.21078560,0.35251130,0.05741790,0.03509312,0.86066980,1.28604915,0.03240108,1.29765737
-5.18959480,2.81841894,0.20999449,0.35875338,0.05779243,0.03424044,0.88020424,1.30893755,0.03385204,1.32480676
-5.18359180,2.87872050,0.21005454,0.36514881,0.05808604,0.03350947,0.90169861,1.33527427,0.03542045,1.35550784
-5.17758879,2.94601040,0.21110893,0.37180979,0.05833058,0.03293387,0.92539877,1.36512677,0.03711723,1.39001606
-5.17158579,3.02065676,0.21327172,0.37883316,0.05855746,0.03254335,0.95147275,1.39847501,0.03894977,1.42847591
-5.16558279,3.10277345,0.21662321,0.38629287,0.05879605,0.03236271,0.97999460,1.43519633,0.04092108,1.47090041
-5.15957979,3.19218336,0.22120639,0.39423357,0.05907225,0.03241115,1.01093168,1.47505407,0.04302907,1.51715512
-5.15357679,3.28839270,0.22702462,0.40266538,0.05940715,0.03270156,1.04413611,1.51769039,0.04526602,1.56694770
-5.14757379,3.39057809,0.23404053,0.41156037,0.05981606,0.03324014,1.07934086,1.56262397,0.04761830,1.61982356
-5.14157079,3.49758732,0.24217624,0.42085086,0.06030761,0.03402610,1.11616090,1.60925270,0.05006627,1.67516811
-5.13556778,3.60795439,0.25131491,0.43042966,0.06088338,0.03505160,1.15409951,1.65686161,0.05258447,1.73221569
-5.12956478,3.71992850,0.26130344,0.44015231,0.06153778,0.03630181,1.19255965,1.70463591,0.05514212,1.79006495
-5.12356178,3.83151627,0.27195636,0.44984121,0.06225826,0.03775527,1.23085997,1.75167865,0.05770377,1.84770057
-5.11755878,3.94053590,0.28306079,0.45929147,0.06302590,0.03938429,1.26825510,1.79703282,0.06023025,1.90402021
-5.11155578,4.04468108,0.29438217,0.46827825,0.06381627,0.04115563,1.30395909,1.83970688,0.06267985,1.95786614
-5.10555278,4.14159244,0.30567078,0.47656511,0.06460057,0.04303131,1.33717145,1.87870300,0.06500955,2.00806015
-5.09954977,4.22893369,0.31666868,0.48391318,0.06534694,0.04496954,1.36710437,1.91304702,0.06717643,2.05344059
-5.09354677,4.30446928,0.32711699,0.49009054,0.06602187,0.04692581,1.39301026,1.94181897,0.06913907,2.09289996
-5.08754377,4.36614066,0.33676319,0.49488137,0.06659170,0.04885410,1.41420814,1.96418312,0.07085899,2.12542179
-5.08154077,4.41213777,0.34536824,0.49809458,0.06702408,0.05070807,1.43010809,1.97941616,0.07230192,2.15011507
-5.07553777,4.44096299,0.35271334,0.49957134,0.06728934,0.05244244,1.44023247,1.98693267,0.07343898,2.16624515
-5.06953477,4.45148480,0.35860602,0.49919137,0.06736169,0.05401419,1.44423312,1.98630663,0.07424769,2.17325958
-5.06353177,4.44297905,0.36288546,0.49687748,0.06722022,0.05538388,1.44190384,1.97728816,0.07471266,2.17080809
-5.05752876,4.41515614,0.36542683,0.49259847,0.06684969,0.05651676,1.43318770,1.95981468,0.07482613,2.15875570
-5.05152576,4.36817296,0.36614444,0.48637003,0.06624100,0.05738380,1.41817891,1.93401614,0.07458811,2.13718861
-5.04552276,4.30262951,0.36499377,0.47825393,0.06539140,0.05796258,1.39711925,1.90021382,0.07400631,2.10641251
-5.03951976,4.21955002,0.36197213,0.46835528,0.06430446,0.05823790,1.37038933,1.85891292,0.07309580,2.06694354
-5.03351676,4.12035005,0.35711806,0.45681840,0.06298973,0.05820221,1.33849526,1.81078897,0.07187836,2.01949222
-5.02751376,4.00679053,0.35050950,0.44382126,0.06146223,0.05785573,1.30205118,1.75666875,0.07038162,1.96494105
-5.02151076,3.88092128,0.34226074,0.42956892,0.05974173,0.05720641,1.26175870,1.69750632,0.06863808,1.90431677
-5.01550775,3.74501613,0.33251840,0.41428634,0.05785187,0.05626947,1.21838410,1.63435512,0.06668393,1.83875843
-5.00950475,3.60150245,0.32145647,0.39821082,0.05581927,0.05506685,1.17273417,1.56833732,0.06455782,1.76948252
-5.00350175,3.45288812,0.30927072,0.38158444,0.05367249,0.05362634,1.12563197,1.50061146,0.06229958,1.69774667
-4.99749875,3.30168859,0.29617270,0.36464686,0.05144110,0.05198054,1.07789318,1.43233974,0.05994900,1.62481320
-4.99149575,3.15035714,0.28238346,0.34762871,0.04915473,0.05016572,1.03030413,1.36465613,0.05754467,1.55191408
-4.98549275,3.00122055,0.26812740,0.33074586,0.04684226,0.04822058,0.98360221,1.29863661,0.05512292,1.48021848
-4.97948974,2.85642281,0.25362631,0.31419467,0.04453106,0.04618493,0.93845935,1.23527238,0.05271694,1.41080410
-4.97348674,2.71787826,0.23909395,0.29814841,0.04224646,0.04409851,0.89546887,1.17544723,0.05035604,1.34463323
-4.96748374,2.58723587,0.22473128,0.28275488,0.04001132,0.04199976,0.85513624,1.11991953,0.04806516,1.28253427
-4.96148074,2.46585510,0.21072250,0.26813525,0.03784569,0.03992480,0.81787365,1.06930951,0.04586450,1.22518913
-4.95547774,2.35479387,0.19723200,0.25438392,0.03576677,0.03790658,0.78399835,1.02409201,0.04376947,1.17312674
-4.94947474,2.25480817,0.18440225,0.24156957,0.03378884,0.03597421,0.75373472,0.98459473,0.04179070,1.12672254
-4.94347174,2.16636264,0.17235274,0.22973696,0.03192343,0.03415245,0.72721937,0.95100175,0.03993429,1.08620362
-4.93746873,2.08965081,0.16117974,0.21890951,0.03017951,0.03246157,0.70450907,0.92336188,0.03820227,1.05165892
-4.93146573,2.02462348,0.15095695,0.20909231,0.02856381,0.03091724,0.68559078,0.90160117,0.03659302,1.02305373
-4.92546273,1.97102333,0.14173689,0.20027556,0.02708112,0.02953074,0.67039317,0.88553885,0.03510196,1.00024739
-4.91945973,1.92842365,0.13355280,0.19243797,0.02573465,0.02830931,0.65879887,0.87490574,0.03372215,0.98301337
-4.91345673,1.89626909,0.12642092,0.18555017,0.02452638,0.02725658,0.65065696,0.86936413,0.03244501,0.97106032
-4.90745373,1.87391627,0.12034305,0.17957781,0.02345735,0.02637311,0.64579484,0.86852815,0.03126097,0.96405318
-4.90145073,1.86067220,0.11530907,0.17448423,0.02252796,0.02565704,0.64402903,0.87198372,0.03016011,0.96163314
-4.89544772,1.85582872,0.11129935,0.17023266,0.02173808,0.02510458,0.64517439,0.87930700,0.02913273,0.96343557
-4.88944472,1.85869156,0.10828689,0.16678770,0.02108724,0.02471065,0.64905130,0.89008073,0.02816978,0.96910499
-4.88344172,1.86860266,0.10623908,0.16411619,0.02057465,0.02446924,0.65549070,0.90390770,0.02726328,0.97830666
-4.87743872,1.88495526,0.10511895,0.16218741,0.02019910,0.02437387,0.66433663,0.92042094,0.02640654,0.99073411
-4.87143572,1.90720136,0.10488599,0.16097261,0.01995889,0.02441774,0.67544654,0.93929032,0.02559428,1.00611279
-4.86543272,1.93485174,0.10549639,0.16044399,0.01985162,0.02459392,0.68868937,0.96022552,0.02482266,1.02419966
-4.85942971,1.96746920,0.10690295,0.16057322,0.01987395,0.02489526,0.70394170,0.98297542,0.02408920,1.04477919
-4.85342671,2.00465595,0.10905445,0.16132958,0.02002132,0.02531435,0.72108245,1.00732439,0.02339253,1.06765628
-4.84742371,2.04603644,0.11189496,0.16267805,0.02028770,0.02584328,0.73998642,1.03308571,0.02273220,1.09264680
-4.84142071,2.09123731,0.11536281,0.16457721,0.02066530,0.02647339,0.76051749,1.06009294,0.02210833,1.11956664
-4.83541771,2.13986598,0.11938978,0.16697748,0.02114436,0.02719494,0.78252171,1.08818978,0.02152125,1.14822007
-4.82941471,2.19148970,0.12390024,0.16981955,0.02171298,0.02799693,0.80582104,1.11721934,0.02097119,1.17838850
-4.82341171,2.24561675,0.12881072,0.17303335,0.02235710,0.02886678,0.83020821,1.14701339,0.02045795,1.20982042
-4.81740870,2.30168119,0.13402983,0.17653759,0.02306043,0.02979024,0.85544308,1.17738249,0.01998059,1.24222334
-4.81140570,2.35903246,0.13945861,0.18023996,0.02380467,0.03075130,0.88125081,1.20810752,0.01953726,1.27525845
-4.80540270,2.41693076,0.14499148,0.18403807,0.02456975,0.03173227,0.90732216,1.23893331,0.01912503,1.30853832
-4.79939970,2.47454868,0.15051771,0.18782104,0.02533414,0.03271398,0.93331595,1.26956471,0.01873983,1.34162809
-4.79339670,2.53097928,0.15592337,0.19147185,0.02607540,0.03367609,0.95886358,1.29966540,0.01837652,1.37405003
-4.78739370,2.58525032,0.16109374,0.19487017,0.02677068,0.03459753,0.98357552,1.32885953,0.01802899,1.40529139
-4.78139070,2.63634400,0.16591610,0.19789572,0.02739741,0.03545703,1.00704945,1.35673624,0.01769034,1.43481516
-4.77538769,2.68322128,0.17028262,0.20043186,0.02793389,0.03623369,1.02887973,1.38285680,0.01735315,1.46207314
-4.76938469,2.72484948,0.17409342,0.20236932,0.02836003,0.03690766,1.04866758,1.40676403,0.01700981,1.48652066
-4.76338169,2.76023185,0.17725946,0.20360987,0.02865797,0.03746075,1.06603173,1.42799364,0.01665281,1.50763232
-4.75737869,2.78843756,0.17970514,0.20406965,0.02881272,0.03787704,1.08061887,1.44608689,0.01627513,1.52491767
-4.75137569,2.80863069,0.18137056,0.20368216,0.02881257,0.03814342,1.09211350,1.46060408,0.01587048,1.53793641
-4.74537269,2.82009674,0.18221320,0.20240056,0.02864962,0.03824999,1.10024672,1.47113811,0.01543370,1.54631206
-4.73936968,2.82226556,0.18220897,0.20019933,0.02831994,0.03819042,1.10480366,1.47732777,0.01496088,1.54974369
-4.73336668,2.81472968,0.18135259,0.19707513,0.02782371,0.03796207,1.10562925,1.47886994,0.01444964,1.54801522
-4.72736368,2.79725726,0.17965728,0.19304680,0.02716523,0.03756607,1.10263216,1.47553031,0.01389916,1.54100186
-4.72136068,2.76979942,0.17715377,0.18815459,0.02635267,0.03700711,1.09578679,1.46715233,0.01331022,1.52867354
-4.71535768,2.73249167,0.17388866,0.18245862,0.02539779,0.03629326,1.08513348,1.45366375,0.01268518,1.51109551
-4.70935468,2.68564974,0.16992237,0.17603668,0.02431545,0.03543554,1.07077683,1.43508091,0.01202782,1.48842591
-4.70335168,2.62976025,0.16532660,0.16898144,0.02312309,0.03444744,1.05288253,1.41151031,0.01134322,1.46091096
-4.69734867,2.56546671,0.16018157,0.16139737,0.02184011,0.03334440,1.03167267,1.38314770,0.01063746,1.42887773
-4.69134567,2.49355182,0.15457316,0.15339725,0.02048718,0.03214321,1.00742006,1.35027465,0.00991739,1.39272531
-4.68534267,2.41491680,0.14859007,0.14509875,0.01908555,0.03086142,0.98044155,1.31325280,0.00919038,1.35291445
-4.67933967,2.33055868,0.14232118,0.13662097,0.01765646,0.02951676,0.95109088,1.27251594,0.00846398,1.30995638
-4.67333667,2.24154643,0.13585309,0.12808121,0.01622042,0.02812665,0.91975098,1.22856043,0.00774567,1.26440112
-4.66733367,2.14899670,0.12926813,0.11959207,0.01479677,0.02670774,0.88682630,1.18193396,0.00704259,1.21682561
-4.66133067,2.05404984,0.12264269,0.11125887,0.01340312,0.02527551,0.85273492,1.13322334,0.00636136,1.16782202
-4.65532766,1.95784682,0.11604605,0.10317766,0.01205507,0.02384404,0.81790092,1.08304137,0.00570782,1.11798647
-4.64932466,1.86150734,0.10953958,0.09543355,0.01076588,0.02242582,0.78274689,1.03201339,0.00508699,1.06790818
-4.64332166,1.76610967,0.10317643,0.08809963,0.00954638,0.02103164,0.74768666,0.98076369,0.00450289,1.01815941
