energy_ev,total_up,P_s_up,P_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.60380190,6.29743736,0.01544283,1.04835605,3.99386724,3.21757396,0.06361858,1.87739290
-5.59779890,6.26423455,0.01536741,1.03880407,3.94176860,3.21113462,0.06286563,1.87429947
-5.59179590,6.21708846,0.01523047,1.02673582,3.88011434,3.19740664,0.06196908,1.86763734
-5.58579290,6.15694482,0.01503412,1.01228798,3.80951268,3.17681874,0.06095076,1.85764993
-5.57978989,6.08502069,0.01478197,0.99565132,3.73075228,3.14993753,0.05983528,1.84465004
-5.57378689,6.00275463,0.01447900,0.97706205,3.64477551,3.11744212,0.05864927,1.82900590
-5.56778389,5.91175177,0.01413137,0.95679189,3.55264802,3.08009608,0.05742055,1.81112621
-5.56178089,5.81372646,0.01374622,0.93513741,3.45552587,3.03871823,0.05617740,1.79144489
-5.55577789,5.71044526,0.01333140,0.91240928,3.35462209,2.99415361,0.05494766,1.77040632
-5.54977489,5.60367278,0.01289528,0.88892170,3.25117394,2.94724605,0.05375804,1.74845185
-5.54377189,5.49512277,0.01244644,0.86498277,3.14641249,2.89881337,0.05263339,1.72600803
-5.53776888,5.38641628,0.01199350,0.84088591,3.04153564,2.84962640,0.05159609,1.70347721
-5.53176588,5.27904835,0.01154487,0.81690287,2.93768554,2.80039229,0.05066557,1.68123068
-5.52576288,5.17436411,0.01110856,0.79327841,2.83593125,2.75174278,0.04985791,1.65960446
-5.51975988,5.07354463,0.01069203,0.77022677,2.73725675,2.70422736,0.04918557,1.63889785
-5.51375688,4.97760218,0.01030210,0.74793008,2.64255456,2.65831140,0.04865728,1.61937436
-5.50775388,4.88738434,0.00994481,0.72653833,2.55262446,2.61437860,0.04827799,1.60126482
-5.50175088,4.80358561,0.00962540,0.70617107,2.46817686,2.57273743,0.04804908,1.58477210
-5.49574787,4.72676511,0.00934827,0.68692023,2.38983992,2.53363053,0.04796847,1.57007699
-5.48974487,4.65736862,0.00911704,0.66885414,2.31816940,2.49724639,0.04803104,1.55734460
-5.48374187,4.59575308,0.00893449,0.65202205,2.25366019,2.46373223,0.04822902,1.54673078
-5.47773887,4.54221164,0.00880268,0.63645911,2.19675831,2.43320720,0.04855241,1.53838787
-5.47173587,4.49699750,0.00872296,0.62219129,2.14787223,2.40577512,0.04898959,1.53246938
-5.46573287,4.46034497,0.00869605,0.60924007,2.10738258,2.38153568,0.04952775,1.52913320
-5.45972986,4.43248623,0.00872203,0.59762653,2.07564928,2.36059377,0.05015351,1.52854292
-5.45372686,4.41366294,0.00880045,0.58737468,2.05301541,2.34306617,0.05085342,1.53086717
-5.44772386,4.40413171,0.00893033,0.57851385,2.03980746,2.32908531,0.05161441,1.53627685
-5.44172086,4.40416334,0.00911013,0.57108007,2.03633168,2.31880001,0.05242421,1.54494038
-5.43571786,4.41403569,0.00933783,0.56511634,2.04286656,2.31237296,0.05327171,1.55701701
-5.42971486,4.43402055,0.00961084,0.56067180,2.05965188,2.30997532,0.05414723,1.57264864
-5.42371186,4.46436540,0.00992604,0.55779996,2.08687473,2.31177866,0.05504264,1.59195043
-5.41770885,4.50527094,0.01027972,0.55655595,2.12465326,2.31794465,0.05595147,1.61500072
-5.41170585,4.55686572,0.01066758,0.55699312,2.17301916,2.32861321,0.05686885,1.64183080
-5.40570285,4.61917957,0.01108471,0.55915903,2.23189979,2.34388965,0.05779145,1.67241509
-5.39969985,4.69211726,0.01152558,0.56309116,2.30110113,2.36383182,0.05871721,1.70666234
-5.39369685,4.77543425,0.01198411,0.56881253,2.38029257,2.38843777,0.05964514,1.74440846
-5.38769385,4.86871617,0.01245367,0.57632749,2.46899472,2.41763497,0.06057500,1.78541143
-5.38169085,4.97136370,0.01292716,0.58561798,2.56657109,2.45127181,0.06150694,1.82934889
-5.37568784,5.08258408,0.01339716,0.59664034,2.67222463,2.48911197,0.06244119,1.87581860
-5.36968484,5.20139044,0.01385602,0.60932309,2.78499947,2.53083230,0.06337773,1.92434228
-5.36368184,5.32660958,0.01429604,0.62356565,2.90378860,2.57602459,0.06431594,1.97437260
-5.35767884,5.45689852,0.01470968,0.63923820,3.02734731,2.62420142,0.06525445,2.02530352
-5.35167584,5.59076956,0.01508969,0.65618282,3.15431241,2.67480596,0.06619085,2.07648362
-5.34567284,5.72662318,0.01542941,0.67421568,3.28322670,2.72722560,0.06712165,2.12723206
-5.33966983,5.86278759,0.01572291,0.69313044,3.41256801,2.78080870,0.06804225,2.17685659
-5.33366683,5.99756336,0.01596519,0.71270259,3.54078187,2.83488394,0.06894693,2.22467292
-5.32766383,6.12927114,0.01615240,0.73269461,3.66631651,2.88878117,0.06982905,2.27002471
-5.32166083,6.25630027,0.01628193,0.75286159,3.78765902,2.94185290,0.07068117,2.31230320
-5.31565783,6.37715601,0.01635257,0.77295723,3.90337117,2.99349511,0.07149536,2.35096570
-5.30965483,6.49050298,0.01636454,0.79273972,4.01212337,3.04316651,0.07226340,2.38555206
-5.30365183,6.59520256,0.01631954,0.81197736,4.11272545,3.09040493,0.07297719,2.41569823
-5.29764882,6.69034249,0.01622069,0.83045352,4.20415295,3.13484014,0.07362896,2.44114638
-5.29164582,6.77525690,0.01607246,0.84797088,4.28556771,3.17620223,0.07421160,2.46175090
-5.28564282,6.84953592,0.01588058,0.86435447,4.35633203,3.21432501,0.07471893,2.47748009
-5.27963982,6.91302413,0.01565183,0.87945378,4.41601565,3.24914440,0.07514591,2.48841329
-5.27363682,6.96580802,0.01539385,0.89314348,4.46439541,3.28069161,0.07548878,2.49473361
-5.26763382,7.00819319,0.01511492,0.90532311,4.50144757,3.30908160,0.07574517,2.49671652
-5.26163082,7.04067218,0.01482368,0.91591559,4.52733330,3.33449745,0.07591414,2.49471489
-5.25562781,7.06388496,0.01452891,0.92486491,4.54237797,3.35717137,0.07599611,2.48914098
-5.24962481,7.07857376,0.01423921,0.93213306,4.54704529,3.37736348,0.07599283,2.48044650
-5.24362181,7.08553493,0.01396279,0.93769656,4.54190762,3.39533937,0.07590715,2.46910135
-5.23761881,7.08556996,0.01370718,0.94154281,4.52761387,3.41134786,0.07574290,2.45557229
-5.23161581,7.07943836,0.01347903,0.94366659,4.50485645,3.42559992,0.07550465,2.44030236
-5.22561281,7.06781479,0.01328393,0.94406691,4.47433905,3.43825010,0.07519745,2.42369211
-5.21960980,7.05125244,0.01312621,0.94274451,4.43674654,3.44938127,0.07482662,2.40608345
-5.21360680,7.03015467,0.01300885,0.93970016,4.39271864,3.45899376,0.07439753,2.38774691
-5.20760380,7.00475616,0.01293337,0.93493384,4.34282842,3.46699922,0.07391540,2.36887284
-5.20160080,6.97511471,0.01289983,0.92844495,4.28756663,3.47321992,0.07338510,2.34956701
-5.19559780,6.94111389,0.01290683,0.92023349,4.22733258,3.47739330,0.07281110,2.32985080
-5.18959480,6.90247667,0.01295155,0.91030204,4.16243174,3.47918191,0.07219736,2.30966587
-5.18359180,6.85878926,0.01302984,0.89865858,4.09308018,3.47818826,0.07154732,2.28888326
-5.17758879,6.80953420,0.01313641,0.88531982,4.01941535,3.47397397,0.07086397,2.26731635
-5.17158579,6.75413104,0.01326492,0.87031485,3.94151247,3.46608242,0.07014994,2.24473713
-5.16558279,6.69198284,0.01340828,0.85368882,3.85940556,3.45406412,0.06940767,2.22089509
-5.15957979,6.62252633,0.01355881,0.83550651,3.77311186,3.43750336,0.06863957,2.19553769
-5.15357679,6.54528320,0.01370854,0.81585541,3.68265811,3.41604527,0.06784829,2.16843163
-5.14757379,6.45991023,0.01384943,0.79484807,3.58810726,3.38942192,0.06703691,2.13938372
-5.14157079,6.36624574,0.01397368,0.77262367,3.48958400,3.35747623,0.06620926,2.10826053
-5.13556778,6.26434991,0.01407394,0.74934852,3.38729762,3.32018252,0.06537006,2.07500567
-5.12956478,6.15453704,0.01414361,0.72521541,3.28156095,3.27766274,0.06452522,2.03965391
-5.12356178,6.03739763,0.01417701,0.70044187,3.17280405,3.23019725,0.06368192,2.00234140
-5.11755878,5.91380914,0.01416959,0.67526722,3.06158203,3.17822964,0.06284873,1.96331132
-5.11155578,5.78493415,0.01411807,0.64994858,2.94857620,3.12236491,0.06203565,1.92291456
-5.10555278,5.65220567,0.01402058,0.62475591,2.83458848,3.06336086,0.06125401,1.88160531
-5.09954977,5.51729956,0.01387665,0.59996628,2.72052909,3.00211274,0.06051628,1.83993149
-5.09354677,5.38209475,0.01368726,0.57585760,2.60739804,2.93963139,0.05983589,1.79852039
-5.08754377,5.24862247,0.01345478,0.55270190,2.49626108,2.87701557,0.05922679,1.75805985
-5.08154077,5.11900613,0.01318288,0.53075859,2.38822113,2.81541941,0.05870310,1.71927579
-5.07553777,4.99539421,0.01287636,0.51026783,2.28438649,2.75601598,0.05827852,1.68290691
-5.06953477,4.87988848,0.01254099,0.49144426,2.18583705,2.69995848,0.05796585,1.64967760
-5.06353177,4.77447054,0.01218329,0.47447132,2.09359000,2.64834051,0.05777639,1.62027005
-5.05752876,4.68092970,0.01181026,0.45949641,2.00856655,2.60215696,0.05771936,1.59529686
-5.05152576,4.60079504,0.01142916,0.44662696,1.93156095,2.56226729,0.05780137,1.57527531
-5.04552276,4.53527480,0.01104724,0.43592764,1.86321318,2.52936261,0.05802596,1.56060432
-5.03951976,4.48520561,0.01067150,0.42741866,1.80398645,2.50393824,0.05839321,1.55154522
-5.03351676,4.45101406,0.01030842,0.42107547,1.75415029,2.48627276,0.05889949,1.54820725
-5.02751376,4.43269237,0.00996378,0.41682951,1.71377022,2.47641487,0.05953731,1.55053839
-5.02151076,4.42978955,0.00964250,0.41457035,1.68270410,2.47417843,0.06029543,1.55832217
-5.01550775,4.44141875,0.00934848,0.41414888,1.66060559,2.47914642,0.06115900,1.57118062
-5.00950475,4.46628084,0.00908450,0.41538162,1.64693449,2.49068350,0.06210996,1.58858346
-5.00350175,4.50270358,0.00885225,0.41805594,1.64097365,2.50795698,0.06312759,1.60986318
-4.99749875,4.54869503,0.00865225,0.42193607,1.64185189,2.52996541,0.06418915,1.63423564
-4.99149575,4.60200945,0.00848396,0.42676975,1.64857205,2.55557369,0.06527069,1.66082540
-4.98549275,4.66022304,0.00834586,0.43229532,1.66004329,2.58355336,0.06634792,1.68869480
-4.97948974,4.72081674,0.00823556,0.43824900,1.67511636,2.61262649,0.06739713,1.71687582
-4.97348674,4.78126298,0.00815000,0.44437229,1.69262073,2.64151142,0.06839609,1.74440329
-4.96748374,4.83911277,0.00808562,0.45041910,1.71140222,2.66896848,0.06932498,1.77034845
-4.96148074,4.89207992,0.00803853,0.45616258,1.73035978,2.69384394,0.07016717,1.79385117
-4.95547774,4.93811906,0.00800473,0.46140134,1.74848018,2.71511036,0.07090989,1.81414989
-4.94947474,4.97549440,0.00798035,0.46596492,1.76486938,2.73190187,0.07154479,1.83060796
-4.94347174,5.00283654,0.00796174,0.46971829,1.77877945,2.74354299,0.07206822,1.84273527
-4.93746873,5.01918546,0.00794574,0.47256533,1.78963025,2.74956991,0.07248145,1.85020457
-4.93146573,5.02401789,0.00792974,0.47445109,1.79702493,2.74974360,0.07279050,1.85286167
-4.92546273,5.01725847,0.00791185,0.47536274,1.80075904,2.74405438,0.07300591,1.85072932
-4.91945973,4.99927445,0.00789094,0.47532925,1.80082272,2.73271787,0.07314219,1.84400470
-4.91345673,4.97085451,0.00786672,0.47441977,1.79739623,2.71616293,0.07321717,1.83305068
-4.90745373,4.93317299,0.00783969,0.47274067,1.79083897,2.69501204,0.07325116,1.81838142
-4.90145073,4.88774131,0.00781118,0.47043150,1.78167252,2.67005537,0.07326598,1.80064296
-4.89544772,4.83634885,0.00778327,0.46765983,1.77055852,2.64221959,0.07328402,1.78058974
-4.88944472,4.78099602,0.00775867,0.46461533,1.75827221,2.61253298,0.07332713,1.75905806
-4.88344172,4.72382248,0.00774065,0.46150307,1.74567285,2.58208832,0.07341569,1.73693775
-4.87743872,4.66703336,0.00773292,0.45853654,1.73367200,2.55200500,0.07356768,1.71514307
-4.87143572,4.61282657,0.00773944,0.45593044,1.72320108,2.52339199,0.07379791,1.69458409
-4.86543272,4.56332392,0.00776431,0.45389354,1.71517927,2.49731295,0.07411737,1.67613963
-4.85942971,4.52050841,0.00781160,0.45262193,1.71048289,2.47475472,0.07453284,1.66063268
-4.85342671,4.48616984,0.00788522,0.45229278,1.70991742,2.45660019,0.07504663,1.64880906
-4.84742371,4.46186018,0.00798873,0.45305891,1.71419289,2.44360624,0.07565657,1.64132000
-4.84142071,4.44885980,0.00812529,0.45504427,1.72390344,2.43638730,0.07635623,1.63870891
-4.83541771,4.44815496,0.00829744,0.45834044,1.73951150,2.43540466,0.07713530,1.64140257
-4.82941471,4.46042651,0.00850711,0.46300433,1.76133701,2.44096151,0.07798012,1.64970663
-4.82341171,4.48604927,0.00875546,0.46905698,1.78955159,2.45320343,0.07887441,1.66380533
-4.81740870,4.52510115,0.00904289,0.47648352,1.82417773,2.47212367,0.07980001,1.68376478
-4.81140570,4.57738055,0.00936897,0.48523425,1.86509263,2.49757284,0.08073773,1.70953954
-4.80540270,4.64243068,0.00973245,0.49522669,1.91203628,2.52927186,0.08166819,1.74098170
-4.79939970,4.71956882,0.01013126,0.50634849,1.96462320,2.56682765,0.08257258,1.77785185
-4.79339670,4.80791898,0.01056262,0.51846108,2.02235724,2.60975035,0.08343343,1.81983119
-4.78739370,4.90644606,0.01102299,0.53140391,2.08464859,2.65747143,0.08423517,1.86653421
-4.78139070,5.01398998,0.01150825,0.54499904,2.15083242,2.70936181,0.08496464,1.91752115
-4.77538769,5.12929832,0.01201374,0.55905594,2.22018824,2.76474926,0.08561140,1.97230992
-4.76938469,5.25105636,0.01253441,0.57337642,2.29195928,2.82293446,0.08616791,2.03038683
-4.76338169,5.37791359,0.01306490,0.58775940,2.36537129,2.88320546,0.08662950,2.09121589
-4.75737869,5.50850624,0.01359967,0.60200546,2.43965003,2.94484999,0.08699431,2.15424665
-4.75137569,5.64147550,0.01413317,0.61592104,2.51403701,3.00716573,0.08726298,2.21892016
-4.74537269,5.77548162,0.01465989,0.62932223,2.58780307,3.06946844,0.08743830,2.28467350
-4.73936968,5.90921413,0.01517455,0.64203796,2.66025949,3.13109818,0.08752476,2.35094274
-4.73336668,6.04139888,0.01567214,0.65391270,2.73076650,3.19142374,0.08752812,2.41716486
-4.72736368,6.17080267,0.01614808,0.66480851,2.79873917,3.24984591,0.08745484,2.48277878
-4.72136068,6.29623631,0.01659825,0.67460656,2.86365080,3.30579973,0.08731166,2.54722600
-4.71535768,6.41655705,0.01701907,0.68320797,2.92503400,3.35875635,0.08710515,2.60995130
-4.70935468,6.53067151,0.01740757,0.69053421,2.98247996,3.40822481,0.08684130,2.67040389
-4.70335168,6.63753961,0.01776136,0.69652697,3.03563609,3.45375422,0.08652525,2.72803941
-4.69734867,6.73618056,0.01807873,0.70114761,3.08420280,3.49493655,0.08616109,2.78232316
-4.69134567,6.82568117,0.01835857,0.70437626,3.12792971,3.53141036,0.08575170,2.83273475
-4.68534267,6.90520676,0.01860040,0.70621073,3.16661196,3.56286542,0.08529876,2.87877432
-4.67933967,6.97401473,0.01880434,0.70666512,3.20008702,3.58904829,0.08480281,2.91997042
-4.67333667,7.03147037,0.01897105,0.70576843,3.22823234,3.60976868,0.08426337,2.95588926
-4.66733367,7.07706433,0.01910171,0.70356310,3.25096421,3.62490621,0.08367916,2.98614520
-4.66133067,7.11043084,0.01919800,0.70010352,3.26823785,3.63441725,0.08304832,3.01041200
-4.65532766,7.13136578,0.01926198,0.69545464,3.28004889,3.63834132,0.08236871,3.02843428
-4.64932466,7.13984305,0.01929610,0.68969066,3.28643581,3.63680646,0.08163816,3.04003865
-4.64332166,7.13602826,0.01930308,0.68289378,3.28748324,3.63003302,0.08085479,3.04514377
-4.63731866,7.12028825,0.01928590,0.67515300,3.28332563,3.61833534,0.08001723,3.04376856
-4.63131566,7.09319519,0.01924773,0.66656300,3.27415062,3.60212075,0.07912488,3.03603811
-4.62531266,7.05552449,0.01919179,0.65722303,3.26020172,3.58188553,0.07817805,3.02218646
-4.61930965,7.00824543,0.01912138,0.64723570,3.24177952,3.55820757,0.07717813,3.00255585
-4.61330665,6.95250443,0.01903972,0.63670580,3.21924101,3.53173556,0.07612768,2.97759218
-4.60730365,6.88960063,0.01894987,0.62573893,3.19299653,3.50317489,0.07503042,2.94783642
-4.60130065,6.82095443,0.01885472,0.61444006,3.16350399,3.47327041,0.07389122,2.91391214
-4.59529765,6.74806966,0.01875680,0.60291189,3.13126035,3.44278653,0.07271604,2.87650941
-4.58929465,6.67249069,0.01865827,0.59125317,3.09679030,3.41248545,0.07151179,2.83636558
-4.58329165,6.59575599,0.01856084,0.57955683,3.06063262,3.38310400,0.07028621,2.79424368
-4.57728864,6.51935003,0.01846567,0.56790814,3.02332456,3.35533037,0.06904768,2.75090925
-4.57128564,6.44465568,0.01837333,0.55638286,2.98538501,3.32978134,0.06780499,2.70710668
-4.56528264,6.37290902,0.01828380,0.54504552,2.94729726,3.30698133,0.06656720,2.66353606
-4.55927964,6.30515892,0.01819642,0.53394790,2.90949240,3.28734400,0.06534339,2.62083158
-4.55327664,6.24223306,0.01810993,0.52312783,2.87233408,3.27115742,0.06414248,2.57954258
-4.54727364,6.18471239,0.01802250,0.51260839,2.83610582,3.25857355,0.06297304,2.54011813
-4.54127064,6.13291498,0.01793180,0.50239758,2.80100155,3.24960252,0.06184313,2.50289579
-4.53526763,6.08689051,0.01783512,0.49248861,2.76712009,3.24411219,0.06076014,2.46809528
-4.52926463,6.04642546,0.01772945,0.48286071,2.73446411,3.24183305,0.05973071,2.43581708
-4.52326163,6.01105913,0.01761163,0.47348063,2.70294372,3.24236834,0.05876060,2.40604637
-4.51725863,5.98010966,0.01747853,0.46430470,2.67238473,3.24520909,0.05785469,2.37866168
-4.51125563,5.95270911,0.01732716,0.45528144,2.64254121,3.24975352,0.05701686,2.35344820
-4.50525263,5.92784596,0.01715487,0.44635467,2.61311189,3.25532995,0.05625007,2.33011481
-4.49924962,5.90441317,0.01695947,0.43746688,2.58375957,3.26122248,0.05555633,2.30831410
-4.49324662,5.88125990,0.01673939,0.42856295,2.55413262,3.26669824,0.05493676,2.28766444
-4.48724362,5.85724445,0.01649377,0.41959377,2.52388744,3.27103526,0.05439168,2.26777297
-4.48124062,5.83128634,0.01622257,0.41051989,2.49271088,3.27354989,0.05392062,2.24825860
-4.47523762,5.80241540,0.01592660,0.40131483,2.46034135,3.27362263,0.05352253,2.22877381
-4.46923462,5.76981590,0.01560760,0.39196793,2.42658768,3.27072152,0.05319582,2.20902449
-4.46323162,5.73286402,0.01526814,0.38248668,2.39134481,3.26442222,0.05293857,2.18878691
-4.45722861,5.69115736,0.01491166,0.37289837,2.35460545,3.25442412,0.05274861,2.16792116
-4.45122561,5.64453554,0.01454236,0.36325086,2.31646734,3.24056190,0.05262376,2.14638062
-4.44522261,5.59309123,0.01416508,0.35361263,2.27713576,3.22281231,0.05256199,2.12421723
-4.43921961,5.53717148,0.01378523,0.34407191,2.23692117,3.20129600,0.05256159,2.10158229
-4.43321661,5.47736956,0.01340858,0.33473497,2.19623229,3.17627434,0.05262135,2.07872309
-4.42721361,5.41450773,0.01304119,0.32572368,2.15556492,3.14814161,0.05274078,2.05597551
-4.42121061,5.34961198,0.01268918,0.31717235,2.11548717,3.11741273,0.05292023,2.03375303
-4.41520760,5.28387966,0.01235863,0.30922400,2.07662171,3.08470716,0.05316107,2.01253265
-4.40920460,5.21864136,0.01205542,0.30202621,2.03962598,3.05072947,0.05346574,1.99283845
-4.40320160,5.15531845,0.01178509,0.29572668,2.00517121,3.01624730,0.05383787,1.97522330
-4.39719860,5.09537783,0.01155270,0.29046873,1.97392098,2.98206743,0.05428226,1.96024959
-4.39119560,5.04028538,0.01136277,0.28638677,1.94651042,2.94901073,0.05480480,1.94846962
-4.38519260,4.99145964,0.01121915,0.28360207,1.92352649,2.91788680,0.05541240,1.94040636
-4.37918959,4.95022719,0.01112496,0.28221882,1.90549030,2.88946900,0.05611275,1.93653522
-4.37318659,4.91778104,0.01108256,0.28232069,1.89284173,2.86447072,0.05691410,1.93726743
-4.36718359,4.89514331,0.01109347,0.28396802,1.88592691,2.84352351,0.05782490,1.94293560
-4.36118059,4.88313316,0.01115838,0.28719555,1.88498875,2.82715773,0.05885345,1.95378173
-4.35517759,4.88234097,0.01127714,0.29201103,1.89016060,2.81578633,0.06000744,1.96994817
-4.34917459,4.89310937,0.01144873,0.29839440,1.90146311,2.80969215,0.06129354,1.99147164
-4.34317159,4.91552157,0.01167134,0.30629777,1.91880415,2.80901918,0.06271696,2.01828042
-4.33716858,4.94939737,0.01194233,0.31564616,1.94198149,2.81376801,0.06428098,2.05019484
-4.33116558,4.99429685,0.01225833,0.32633877,1.97068828,2.82379566,0.06598660,2.08693083
-4.32516258,5.04953144,0.01261524,0.33825098,2.00452065,2.83881968,0.06783223,2.12810648
-4.31915958,5.11418223,0.01300832,0.35123678,2.04298739,2.85842654,0.06981342,2.17325129
-4.31315658,5.18712472,0.01343225,0.36513167,2.08552134,2.88208401,0.07192278,2.22181775
-4.30715358,5.26705934,0.01388122,0.37975595,2.13149201,2.90915709,0.07414999,2.27319491
