energy_ev,total_up,Nb_p_up,Nb_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.63381691,2.44128567,1.85428455,1.23958375,0.00372255,1.15132396,0.02422155,0.46418976
-5.62781391,2.44965887,1.83992279,1.21686974,0.00422553,1.12429864,0.02598456,0.48600373
-5.62181091,2.46411199,1.83387887,1.19651485,0.00476351,1.10085544,0.02786959,0.50863004
-5.61580790,2.48459521,1.83622298,1.17868684,0.00533323,1.08118204,0.02986957,0.53192372
-5.60980490,2.51087896,1.84678367,1.16346938,0.00593041,1.06534468,0.03197297,0.55572814
-5.60380190,2.54256225,1.86515740,1.15086685,0.00654976,1.05329182,0.03416375,0.57987643
-5.59779890,2.57908749,1.89072641,1.14081214,0.00718505,1.04486242,0.03642145,0.60419309
-5.59179590,2.61976129,1.92268442,1.13317724,0.00782916,1.03979849,0.03872152,0.62849584
-5.58579290,2.66378063,1.96006920,1.12778603,0.00847426,1.03776127,0.04103580,0.65259777
-5.57978989,2.71026325,2.00180079,1.12442865,0.00911196,1.03835060,0.04333318,0.67630961
-5.57378689,2.75828102,2.04672373,1.12287679,0.00973347,1.04112633,0.04558043,0.69944215
-5.56778389,2.80689457,2.09365146,1.12289908,0.01032988,1.04563092,0.04774314,0.72180866
-5.56178089,2.85518760,2.14141087,1.12427566,0.01089238,1.05141209,0.04978675,0.74322723
-5.55577789,2.90229912,2.18888508,1.12681123,0.01141246,1.05804424,0.05167759,0.76352294
-5.54977489,2.94745183,2.23505225,1.13034574,0.01188221,1.06514774,0.05338391,0.78252973
-5.54377189,2.98997535,2.27901880,1.13476218,0.01229453,1.07240489,0.05487687,0.80009191
-5.53776888,3.02932286,2.32004537,1.13999083,0.01264329,1.07957185,0.05613141,0.81606528
-5.53176588,3.06508056,2.35756452,1.14600989,0.01292355,1.08648578,0.05712697,0.83031775
-5.52576288,3.09696935,2.39118931,1.15284220,0.01313167,1.09306703,0.05784804,0.84272966
-5.51975988,3.12483893,2.42071261,1.16054835,0.01326537,1.09931600,0.05828452,0.85319367
-5.51375688,3.14865467,2.44609755,1.16921657,0.01332380,1.10530523,0.05843188,0.86161445
-5.50775388,3.16847853,2.46745970,1.17894987,0.01330752,1.11116701,0.05829108,0.86790820
-5.50175088,3.18444497,2.48504233,1.18985131,0.01321840,1.11707729,0.05786834,0.87200216
-5.49574787,3.19673384,2.49918639,1.20200835,0.01305958,1.12323704,0.05717472,0.87383432
-5.48974487,3.20554193,2.51029690,1.21547707,0.01283526,1.12985198,0.05622557,0.87335332
-5.48374187,3.21105499,2.51880796,1.23026754,0.01255060,1.13711212,0.05503984,0.87051868
-5.47773887,3.21342226,2.52514827,1.24633107,0.01221149,1.14517219,0.05363937,0.86530150
-5.47173587,3.21273492,2.52970919,1.26355040,0.01182438,1.15413419,0.05204808,0.85768558
-5.46573287,3.20901007,2.53281698,1.28173343,0.01139607,1.16403315,0.05029124,0.84766885
-5.45972986,3.20218098,2.53471077,1.30061093,0.01093351,1.17482687,0.04839474,0.83526529
-5.45372686,3.19209443,2.53552717,1.31983872,0.01044364,1.18639024,0.04638440,0.82050687
-5.44772386,3.17851498,2.53529221,1.33900411,0.00993325,1.19851448,0.04428542,0.80344568
-5.44172086,3.16113614,2.53392078,1.35763643,0.00940881,1.21091129,0.04212186,0.78415585
-5.43571786,3.13959732,2.53122320,1.37522123,0.00887640,1.22322171,0.03991634,0.76273524
-5.42971486,3.11350579,2.52691842,1.39121734,0.00834162,1.23502899,0.03768970,0.73930661
-5.42371186,3.08246195,2.52065265,1.40507603,0.00780956,1.24587494,0.03546087,0.71401816
-5.41770885,3.04608666,2.51202237,1.41626125,0.00728475,1.25527863,0.03324679,0.68704334
-5.41170585,3.00404866,2.50060010,1.42426991,0.00677120,1.26275656,0.03106242,0.65857989
-5.40570285,2.95609084,2.48596154,1.42865132,0.00627239,1.26784305,0.02892076,0.62884795
-5.39969985,2.90205360,2.46771267,1.42902463,0.00579130,1.27010999,0.02683301,0.59808745
-5.39369685,2.84189432,2.44551522,1.42509375,0.00533050,1.26918476,0.02480864,0.56655474
-5.38769385,2.77570183,2.41910966,1.41665882,0.00489218,1.26476575,0.02285559,0.53451859
-5.38169085,2.70370535,2.38833436,1.40362404,0.00447821,1.25663449,0.02098040,0.50225584
-5.37568784,2.62627757,2.35314058,1.38600140,0.00409020,1.24466429,0.01918833,0.47004672
-5.36968484,2.54393195,2.31360255,1.36391049,0.00372959,1.22882486,0.01748354,0.43817017
-5.36368184,2.45731463,2.26992274,1.33757445,0.00339767,1.20918305,0.01586916,0.40689927
-5.35767884,2.36719145,2.22243213,1.30731248,0.00309566,1.18589991,0.01434739,0.37649700
-5.35167584,2.27443100,2.17158596,1.27352928,0.00282477,1.15922421,0.01291962,0.34721250
-5.34567284,2.17998458,2.11795538,1.23670229,0.00258621,1.12948324,0.01158646,0.31927789
-5.33966983,2.08486410,2.06221539,1.19736704,0.00238125,1.09707115,0.01034781,0.29290582
-5.33366683,1.99011884,2.00512994,1.15610156,0.00221127,1.06243565,0.00920295,0.26828761
-5.32766383,1.89681205,1.94753478,1.11351036,0.00207774,1.02606372,0.00815052,0.24559227
-5.32166083,1.80599830,1.89031866,1.07020862,0.00198225,0.98846693,0.00718864,0.22496600
-5.31565783,1.71870209,1.83440363,1.02680714,0.00192655,0.95016695,0.00631494,0.20653240
-5.30965483,1.63589852,1.78072515,0.98389838,0.00191253,0.91168183,0.00552663,0.19039316
-5.30365183,1.55849621,1.73021234,0.94204408,0.00194220,0.87351345,0.00482056,0.17662903
-5.29764882,1.48732296,1.68376921,0.90176460,0.00201770,0.83613652,0.00419333,0.16530120
-5.29164582,1.42311416,1.64225719,0.86353013,0.00214127,0.79998937,0.00364135,0.15645276
-5.28564282,1.36650412,1.60647944,0.82775394,0.00231524,0.76546668,0.00316095,0.15011025
-5.27963982,1.31802031,1.57716748,0.79478760,0.00254199,0.73291426,0.00274845,0.14628524
-5.27363682,1.27808051,1.55497041,0.76491818,0.00282392,0.70262592,0.00240030,0.14497584
-5.26763382,1.24699264,1.54044702,0.73836736,0.00316342,0.67484227,0.00211314,0.14616822
-5.26163082,1.22495742,1.53406127,0.71529232,0.00356286,0.64975152,0.00188389,0.14983800
-5.25562781,1.21207354,1.53618100,0.69578835,0.00402452,0.62749184,0.00170985,0.15595165
-5.24962481,1.20834520,1.54708017,0.67989295,0.00455061,0.60815538,0.00158878,0.16446790
-5.24362181,1.21369190,1.56694444,0.66759133,0.00514321,0.59179346,0.00151893,0.17533917
-5.23761881,1.22796008,1.59587979,0.65882295,0.00580428,0.57842279,0.00149908,0.18851304
-5.23161581,1.25093627,1.63392381,0.65348911,0.00653562,0.56803226,0.00152862,0.20393383
-5.22561281,1.28236135,1.68105896,0.65146106,0.00733889,0.56059008,0.00160748,0.22154418
-5.21960980,1.32194524,1.73722710,0.65258852,0.00821557,0.55605090,0.00173617,0.24128663
-5.21360680,1.36938137,1.80234416,0.65670809,0.00916694,0.55436243,0.00191568,0.26310512
-5.20760380,1.42436033,1.87631395,0.66365141,0.01019409,0.55547133,0.00214748,0.28694629
-5.20160080,1.48658172,1.95904010,0.67325255,0.01129781,0.55932797,0.00243336,0.31276040
-5.19559780,1.55576349,2.05043475,0.68535432,0.01247861,0.56588977,0.00277535,0.34050176
-5.18959480,1.63164815,2.15042319,0.69981318,0.01373660,0.57512292,0.00317560,0.37012856
-5.18359180,1.71400506,2.25894357,0.71650259,0.01507136,0.58700236,0.00363617,0.40160177
-5.17758879,1.80262852,2.37594106,0.73531441,0.01648187,0.60150989,0.00415887,0.43488330
-5.17158579,1.89733126,2.50135633,0.75615846,0.01796630,0.61863051,0.00474511,0.46993305
-5.16558279,1.99793372,2.63510841,0.77896010,0.01952188,0.63834715,0.00539566,0.50670505
-5.15957979,2.10424902,2.77707267,0.80365609,0.02114464,0.66063409,0.00611050,0.54514282
-5.15357679,2.21606483,2.92705474,0.83018884,0.02282929,0.68544941,0.00688865,0.58517386
-5.14757379,2.33312257,3.08476199,0.85849950,0.02456895,0.71272687,0.00772797,0.62670378
-5.14157079,2.45509565,3.24977407,0.88852026,0.02635500,0.74236791,0.00862509,0.66961031
-5.13556778,2.58156770,3.42151465,0.92016640,0.02817695,0.77423404,0.00957528,0.71373746
-5.12956478,2.71201265,3.59922620,0.95332857,0.03002228,0.80814045,0.01057247,0.75889035
-5.12356178,2.84577794,3.78195008,0.98786587,0.03187646,0.84385112,0.01160920,0.80483118
-5.11755878,2.98207240,3.96851356,1.02360020,0.03372296,0.88107592,0.01267670,0.85127657
-5.11155578,3.11995984,4.15752555,1.06031231,0.03554333,0.91947006,0.01376505,0.89789674
-5.10555278,3.25835951,4.34738192,1.09773982,0.03731750,0.95863603,0.01486333,0.94431682
-5.09954977,3.39605377,4.53628124,1.13557753,0.03902401,0.99812812,0.01595983,0.99012039
-5.09354677,3.53170319,4.72225097,1.17347997,0.04064046,1.03745943,0.01704240,1.03485526
-5.08754377,3.66386887,4.90318339,1.21106620,0.04214395,1.07611110,0.01809866,1.07804152
-5.08154077,3.79104116,5.07688037,1.24792666,0.04351170,1.11354341,0.01911641,1.11918159
-5.07553777,3.91167385,5.24110525,1.28363176,0.04472162,1.14920840,0.02008397,1.15777183
-5.06953477,4.02422232,5.39363994,1.31774187,0.04575292,1.18256333,0.02099047,1.19331548
-5.06353177,4.12718426,5.53234486,1.34981822,0.04658684,1.21308450,0.02182625,1.22533618
-5.05752876,4.21914110,5.65521940,1.37943431,0.04720718,1.24028090,0.02258311,1.25339168
-5.05152576,4.29879858,5.76046044,1.40618728,0.04760091,1.26370708,0.02325458,1.27708704
-5.04552276,4.36502480,5.84651681,1.42970900,0.04775865,1.28297486,0.02383616,1.29608687
-5.03951976,4.41688436,5.91213759,1.44967624,0.04767505,1.29776349,0.02432541,1.31012599
-5.03351676,4.45366741,5.95641262,1.46581984,0.04734907,1.30782795,0.02472213,1.31901820
-5.02751376,4.47491267,5.97880417,1.47793251,0.04678409,1.31300525,0.02502831,1.32266273
-5.02151076,4.48042384,5.97916873,1.48587515,0.04598790,1.31321866,0.02524815,1.32104821
-5.01550775,4.47027908,5.95776874,1.48958147,0.04497259,1.30847989,0.02538793,1.31425403
-5.00950475,4.44483345,5.91527413,1.48906101,0.04375417,1.29888932,0.02545594,1.30244914
-5.00350175,4.40471448,5.85275397,1.48440034,0.04235226,1.28463439,0.02546219,1.28588826
-4.99749875,4.35081125,5.77165890,1.47576252,0.04078951,1.26598629,0.02541826,1.26490585
-4.99149575,4.28425725,5.67379470,1.46338485,0.03909099,1.24329522,0.02533701,1.23990799
-4.98549275,4.20640765,5.56128823,1.44757477,0.03728355,1.21698425,0.02523229,1.21136246
-4.97948974,4.11881152,5.43654610,1.42870406,0.03539513,1.18754195,0.02511861,1.17978740
-4.97348674,4.02317957,5.30220727,1.40720134,0.03345402,1.15551395,0.02501085,1.14573889
-4.96748374,3.92134789,5.16109016,1.38354278,0.03148819,1.12149349,0.02492390,1.10979773
-4.96148074,3.81523856,5.01613524,1.35824134,0.02952467,1.08611087,0.02487233,1.07255585
-4.95547774,3.70681766,4.87034390,1.33183449,0.02758890,1.05002218,0.02487006,1.03460267
-4.94947474,3.59805142,4.72671457,1.30487073,0.02570431,1.01389706,0.02493002,0.99651168
-4.94347174,3.49086153,4.58817707,1.27789523,0.02389183,0.97840578,0.02506383,0.95882765
-4.93746873,3.38708046,4.45752648,1.25143487,0.02216961,0.94420572,0.02528150,0.92205469
-4.93146573,3.28840792,4.33735780,1.22598326,0.02055277,0.91192753,0.02559116,0.88664550
-4.92546273,3.19636962,4.23000287,1.20198622,0.01905330,0.88216106,0.02599877,0.85299209
-4.91945973,3.11227964,4.13747141,1.17982825,0.01768001,0.85544160,0.02650797,0.82141821
-4.91345673,3.03720766,4.06139770,1.15982068,0.01643858,0.83223667,0.02711984,0.79217366
-4.90745373,2.97195223,4.00299500,1.14219194,0.01533170,0.81293378,0.02783282,0.76543078
-4.90145073,2.91702137,3.96301937,1.12708059,0.01435926,0.79782970,0.02864265,0.74128318
-4.89544772,2.87262124,3.94174463,1.11453138,0.01351857,0.78712163,0.02954234,0.71974667
-4.88944472,2.83865393,3.93895002,1.10449479,0.01280467,0.78090071,0.03052224,0.70076268
-4.88344172,2.81472441,3.95392166,1.09683008,0.01221066,0.77914827,0.03157017,0.68420375
-4.87743872,2.80015715,3.98546865,1.09131184,0.01172796,0.78173514,0.03267163,0.66988118
-4.87143572,2.79402178,4.03195410,1.08763998,0.01134674,0.78842427,0.03381004,0.65755448
-4.86543272,2.79516741,4.09134081,1.08545268,0.01105619,0.79887675,0.03496703,0.64694232
-4.85942971,2.80226442,4.16125089,1.08434182,0.01084490,0.81266117,0.03612290,0.63773466
-4.85342671,2.81385249,4.23903776,1.08387038,0.01070114,0.82926629,0.03725692,0.62960554
-4.84742371,2.82839319,4.32186865,1.08359096,0.01061319,0.84811663,0.03834790,0.62222614
-4.84142071,2.84432533,4.40681498,1.08306482,0.01056961,0.86859050,0.03937458,0.61527763
-4.83541771,2.86012100,4.49094782,1.08188046,0.01055948,0.89004005,0.04031619,0.60846332
-4.82941471,2.87434033,4.57143477,1.07967111,0.01057264,0.91181249,0.04115292,0.60151969
-4.82341171,2.88568288,4.64563499,1.07613041,0.01059988,0.93327179,0.04186644,0.59422593
-4.81740870,2.89303358,4.71118844,1.07102549,0.01063312,0.95382000,0.04244032,0.58641160
-4.81140570,2.89550170,4.76609584,1.06420712,0.01066552,0.97291728,0.04286053,0.57796226
-4.80540270,2.89245098,4.80878576,1.05561636,0.01069154,0.99009981,0.04311577,0.56882277
-4.79939970,2.88351990,4.83816591,1.04528748,0.01070710,1.00499473,0.04319786,0.55899828
-4.79339670,2.86863110,4.85365608,1.03334701,0.01070950,1.01733140,0.04310195,0.54855285
-4.78739370,2.84798946,4.85520082,1.02000901,0.01069745,1.02694847,0.04282673,0.53760578
-4.78139070,2.82206885,4.84326095,1.00556654,0.01067102,1.03379611,0.04237449,0.52632589
-4.77538769,2.79158785,4.81878371,0.99037986,0.01063155,1.03793355,0.04175117,0.51492388
-4.76938469,2.75747541,4.78315240,0.97486162,0.01058151,1.03952162,0.04096621,0.50364316
-4.76338169,2.72082766,4.73811734,0.95945968,0.01052439,1.03881074,0.04003236,0.49274945
-4.75737869,2.68285761,4.68571097,0.94463816,0.01046450,1.03612479,0.03896540,0.48251965
-4.75137569,2.64483972,4.62815049,0.93085761,0.01040675,1.03184161,0.03778374,0.47323020
-4.74537269,2.60805181,4.56773252,0.91855487,0.01035650,1.02637102,0.03650797,0.46514564
-4.73936968,2.57371661,4.50672450,0.90812366,0.01031931,1.02013142,0.03516030,0.45850759
-4.73336668,2.54294571,4.44725787,0.89989666,0.01030074,1.01352624,0.03376405,0.45352466
-4.72736368,2.51668842,4.39122828,0.89412985,0.01030616,1.00692125,0.03234294,0.45036370
-4.72136068,2.49568778,4.34020750,0.89098989,0.01034058,1.00062415,0.03092057,0.44914273
-4.71535768,2.48044602,4.29537165,0.89054514,0.01040845,0.99486732,0.02951976,0.44992571
-4.70935468,2.47120098,4.25744920,0.89276077,0.01051363,0.98979485,0.02816201,0.45271956
-4.70335168,2.46791474,4.22669142,0.89749832,0.01065924,0.98545433,0.02686693,0.45747336
-4.69734867,2.47027502,4.20286687,0.90451978,0.01084766,0.98179411,0.02565185,0.46407979
-4.69134567,2.47770940,4.18528021,0.91349604,0.01108051,0.97866600,0.02453139,0.47237886
-4.68534267,2.48941154,4.17281427,0.92401949,0.01135871,0.97583337,0.02351721,0.48216354
-4.67933967,2.50437819,4.16399329,0.93562018,0.01168255,0.97298420,0.02261780,0.49318721
-4.67333667,2.52145523,4.15706395,0.94778475,0.01205176,0.96974827,0.02183838,0.50517244
-4.66733367,2.53939027,4.15008993,0.95997749,0.01246563,0.96571780,0.02118095,0.51782088
-4.66133067,2.55688930,4.14105521,0.97166225,0.01292318,0.96047014,0.02064431,0.53082357
-4.65532766,2.57267456,4.12797053,0.98232445,0.01342320,0.95359145,0.02022430,0.54387150
-4.64932466,2.58554087,4.10897781,0.99149201,0.01396438,0.94470011,0.01991398,0.55666572
-4.64332166,2.59440759,4.08244722,0.99875423,0.01454540,0.93346863,0.01970396,0.56892677
-4.63731866,2.59836402,4.04706201,1.00377789,0.01516496,0.91964286,0.01958275,0.58040296
-4.63131566,2.59670609,4.00188748,1.00631972,0.01582177,0.90305774,0.01953715,0.59087730
-4.62531266,2.58896311,3.94642067,1.00623487,0.01651453,0.88364867,0.01955263,0.60017288
-4.61930965,2.57491364,3.88061922,1.00348109,0.01724186,0.86145827,0.01961377,0.60815648
-4.61330665,2.55459019,3.80490843,0.99811855,0.01800218,0.83663808,0.01970467,0.61474064
-4.60730365,2.52827341,3.72016704,0.99030560,0.01879358,0.80944553,0.01980940,0.61988411
-4.60130065,2.49647645,3.62769326,0.98029074,0.01961366,0.78023633,0.01991238,0.62359080
-4.59529765,2.45992103,3.52915343,0.96840161,0.02045935,0.74945290,0.01999880,0.62590772
-4.58929465,2.41950703,3.42651658,0.95503150,0.02132677,0.71760964,0.02005496,0.62692187
-4.58329165,2.37627751,3.32197861,0.94062431,0.02221110,0.68527574,0.02006860,0.62675655
-4.57728864,2.33138131,3.21788003,0.92565885,0.02310645,0.65305658,0.02002921,0.62556736
-4.57128564,2.28603509,3.11662136,0.91063313,0.02400583,0.62157451,0.01992829,0.62353807
-4.56528264,2.24148700,3.02058001,0.89604958,0.02490109,0.59145003,0.01975950,0.62087667
-4.55927964,2.19898306,2.93203207,0.88240169,0.02578306,0.56328401,0.01951883,0.61781163
-4.55327664,2.15973801,2.85308197,0.87016262,0.02664159,0.53764165,0.01920468,0.61458869
-4.54727364,2.12491097,2.78560225,0.85977614,0.02746580,0.51503869,0.01881786,0.61146794
-4.54127064,2.09558670,2.73118498,0.85164992,0.02824426,0.49593019,0.01836153,0.60872137
-4.53526763,2.07276218,2.69110572,0.84615142,0.02896534,0.48070200,0.01784108,0.60663066
-4.52926463,2.05733834,2.66630030,0.84360590,0.02961752,0.46966498,0.01726395,0.60548521
-4.52326163,2.05011618,2.65735388,0.84429658,0.03018974,0.46305182,0.01663939,0.60558009
-4.51725863,2.05179644,2.66450157,0.84846632,0.03067179,0.46101627,0.01597813,0.60721380
-4.51125563,2.06298167,2.68763924,0.85632043,0.03105460,0.46363430,0.01529209,0.61068566
-4.50525263,2.08417969,2.72634309,0.86803022,0.03133063,0.47090706,0.01459395,0.61629255
-4.49924962,2.11580724,2.77989630,0.88373662,0.03149411,0.48276504,0.01389683,0.62432501
-4.49324662,2.15819285,2.84732107,0.90355342,0.03154127,0.49907317,0.01321387,0.63506232
-4.48724362,2.21157796,2.92741434,0.92756984,0.03147046,0.51963643,0.01255783,0.64876680
-4.48124062,2.27611571,3.01878568,0.95585186,0.03128225,0.54420569,0.01194079,0.66567706
-4.47523762,2.35186689,3.11989595,0.98844216,0.03097942,0.57248356,0.01137380,0.68600043
-4.46923462,2.43879286,3.22909544,1.02535850,0.03056681,0.60412998,0.01086661,0.70990452
-4.46323162,2.53674557,3.34466048,1.06659046,0.03005124,0.63876748,0.01042746,0.73750839
-4.45722861,2.64545505,3.46482769,1.11209454,0.02944120,0.67598611,0.01006296,0.76887328
-4.45122561,2.76451498,3.58782522,1.16178803,0.02874662,0.71534789,0.00977795,0.80399350
-4.44522261,2.89336727,3.71190052,1.21554162,0.02797852,0.75639102,0.00957550,0.84278771
-4.43921961,3.03128666,3.83534438,1.27317150,0.02714865,0.79863375,0.00945698,0.88509119
-4.43321661,3.17736672,3.95651113,1.33443121,0.02626920,0.84157827,0.00942207,0.93064945
-4.42721361,3.33050838,4.07383513,1.39900393,0.02535240,0.88471450,0.00946897,0.97911373
-4.42121061,3.48941267,4.18584365,1.46649588,0.02441023,0.92752415,0.00959454,1.03003881
-4.41520760,3.65257866,4.29116664,1.53643137,0.02345416,0.96948504,0.00979452,1.08288372
-4.40920460,3.81830807,4.38854374,1.60825018,0.02249491,1.01007585,0.01006371,1.13701545
-4.40320160,3.98471735,4.47682911,1.68130794,0.02154227,1.04878143,0.01039624,1.19171612
-4.39719860,4.14975812,4.55499468,1.75487976,0.02060501,1.08509856,0.01078576,1.24619365
-4.39119560,4.31124598,4.62213242,1.82816777,0.01969080,1.11854237,0.01122562,1.29959590
-4.38519260,4.46689797,4.67745618,1.90031241,0.01880620,1.14865312,0.01170910,1.35102809
-4.37918959,4.61437770,4.72030353,1.97040768,0.01795674,1.17500345,0.01222949,1.39957311
-4.37318659,4.75134743,4.75013803,2.03752003,0.01714696,1.19720573,0.01278025,1.44431418
-4.36718359,4.87552541,4.76655218,2.10071040,0.01638054,1.21491938,0.01335506,1.48435913
-4.36118059,4.98474650,4.76927087,2.15905874,0.01566041,1.22785800,0.01394788,1.51886547
-4.35517759,5.07702399,4.75815539,2.21169015,0.01498893,1.23579578,0.01455293,1.54706527
-4.34917459,5.15060995,4.73320766,2.25780165,0.01436799,1.23857309,0.01516472,1.56828887
-4.34317159,5.20405157,4.69457403,2.29668837,0.01379911,1.23610098,0.01577799,1.58198640
-4.33716858,5.23624088,4.64254825,2.32776803,0.01328363,1.22836418,0.01638767,1.58774616
-4.33116558,5.24645566,4.57757298,2.35060257,0.01282271,1.21542248,0.01698885,1.58530905
-4.32516258,5.23438912,4.50023900,2.36491585,0.01241743,1.19741040,0.01757672,1.57457833
-4.31915958,5.20016723,4.41128182,2.37060650,0.01206882,1.17453491,0.01814656,1.55562418
-4.31315658,5.14435222,4.31157500,2.36775517,0.01177787,1.14707140,0.01869375,1.52868299
-4.30715358,5.06793214,4.20212012,2.35662582,0.01154548,1.11535783,0.01921375,1.49415111
