energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.87393697,2.77430309,0.99909938,1.61023503,0.00412914,0.02467534,0.02774394,1.16344054,0.29710873,0.16051411
-5.86793397,2.71321106,0.95024888,1.58428432,0.00374356,0.02432510,0.02641136,1.13325144,0.28572852,0.15805933
-5.86193097,2.65316196,0.90387055,1.55913498,0.00338041,0.02394557,0.02513421,1.10344776,0.27479633,0.15540115
-5.85592796,2.59398674,0.86003810,1.53467501,0.00304052,0.02353342,0.02391451,1.07392580,0.26427582,0.15252226
-5.84992496,2.53541185,0.81875221,1.51071802,0.00272429,0.02308547,0.02275223,1.04454778,0.25411976,0.14940631
-5.84392196,2.47708313,0.77994998,1.48701629,0.00243176,0.02259899,0.02164562,1.01515320,0.24427366,0.14603911
-5.83791896,2.41859189,0.74351569,1.46327594,0.00216265,0.02207188,0.02059146,0.98557065,0.23467931,0.14240982
-5.83191596,2.35950176,0.70929205,1.43917331,0.00191639,0.02150276,0.01958550,0.95562926,0.22527817,0.13851188
-5.82591296,2.29937552,0.67709182,1.41437224,0.00169219,0.02089121,0.01862275,0.92516954,0.21601443,0.13434379
-5.81990995,2.23780087,0.64670919,1.38854135,0.00148908,0.02023774,0.01769784,0.89405313,0.20683769,0.12990971
-5.81390695,2.17441413,0.61793064,1.36137102,0.00130594,0.01954393,0.01680539,0.86217118,0.19770518,0.12521973
-5.80790395,2.10892138,0.59054500,1.33258927,0.00114156,0.01881235,0.01594024,0.82945102,0.18858346,0.12029004
-5.80190095,2.04111631,0.56435254,1.30197632,0.00099466,0.01804661,0.01509776,0.79586107,0.17944956,0.11514273
-5.79589795,1.97089435,0.53917284,1.26937721,0.00086395,0.01725125,0.01427400,0.76141381,0.17029158,0.10980550
-5.78989495,1.89826285,0.51485130,1.23471223,0.00074811,0.01643167,0.01346587,0.72616689,0.16110883,0.10431114
-5.78389195,1.82334709,0.49126444,1.19798491,0.00064585,0.01559403,0.01267117,0.69022239,0.15191140,0.09869685
-5.77788894,1.74639223,0.46832364,1.15928731,0.00055593,0.01474514,0.01188871,0.65372436,0.14271938,0.09300345
-5.77188594,1.66776117,0.44597762,1.11880252,0.00047715,0.01389232,0.01111818,0.61685489,0.13356162,0.08727451
-5.76588294,1.58792866,0.42421353,1.07680436,0.00040836,0.01304329,0.01036019,0.57982891,0.12447432,0.08155540
-5.75987994,1.50747195,0.40305671,1.03365423,0.00034852,0.01220599,0.00961608,0.54288797,0.11549929,0.07589235
-5.75387694,1.42705845,0.38256929,0.98979538,0.00029663,0.01138853,0.00888785,0.50629337,0.10668221,0.07033152
-5.74787394,1.34743072,0.36284765,0.94574449,0.00025178,0.01059897,0.00817797,0.47031884,0.09807072,0.06491807
-5.74187094,1.26938942,0.34401883,0.90208111,0.00021314,0.00984531,0.00748924,0.43524318,0.08971266,0.05969532
-5.73586793,1.19377477,0.32623605,0.85943492,0.00017996,0.00913527,0.00682461,0.40134304,0.08165435,0.05470406
-5.72986493,1.12144686,0.30967347,0.81847133,0.00015156,0.00847629,0.00618703,0.36888614,0.07393913,0.04998185
-5.72386193,1.05326548,0.29452021,0.77987562,0.00012733,0.00787534,0.00557931,0.33812513,0.06660598,0.04556249
-5.71785893,0.99006993,0.28097396,0.74433603,0.00010674,0.00733893,0.00500401,0.30929223,0.05968859,0.04147565
-5.71185593,0.93265916,0.26923409,0.71252628,0.00008931,0.00687295,0.00446330,0.28259487,0.05321458,0.03774653
-5.70585293,0.88177275,0.25949470,0.68508766,0.00007463,0.00648265,0.00395895,0.25821219,0.04720503,0.03439570
-5.69984992,0.83807308,0.25193745,0.66261141,0.00006234,0.00617255,0.00349220,0.23629267,0.04167440,0.03143904
-5.69384692,0.80212900,0.24672468,0.64562163,0.00005212,0.00594637,0.00306385,0.21695267,0.03663057,0.02888777
-5.68784392,0.77440141,0.24399268,0.63455923,0.00004373,0.00580701,0.00267415,0.20027598,0.03207528,0.02674855
-5.68184092,0.75523101,0.24384559,0.62976737,0.00003695,0.00575646,0.00232293,0.18631410,0.02800462,0.02502367
-5.67583792,0.74482846,0.24634994,0.63147891,0.00003160,0.00579579,0.00200958,0.17508734,0.02440982,0.02371131
-5.66983492,0.74326743,0.25153010,0.63980622,0.00002755,0.00592508,0.00173312,0.16658656,0.02127805,0.02280580
-5.66383192,0.75048052,0.25936475,0.65473393,0.00002469,0.00614345,0.00149230,0.16077532,0.01859335,0.02229801
-5.65782891,0.76625862,0.26978472,0.67611493,0.00002296,0.00644898,0.00128564,0.15759243,0.01633755,0.02217558
-5.65182591,0.79025358,0.28267215,0.70367005,0.00002233,0.00683880,0.00111152,0.15695484,0.01449116,0.02242342
-5.64582291,0.82198470,0.29786118,0.73699167,0.00002279,0.00730904,0.00096825,0.15876053,0.01303420,0.02302397
-5.63981991,0.86084870,0.31514028,0.77555140,0.00002437,0.00785492,0.00085413,0.16289159,0.01194694,0.02395763
-5.63381691,0.90613351,0.33425614,0.81871196,0.00002712,0.00847083,0.00076748,0.16921715,0.01121053,0.02520314
-5.62781391,0.95703538,0.35491913,0.86574311,0.00003113,0.00915037,0.00070676,0.17759628,0.01080742,0.02673792
-5.62181091,1.01267929,0.37681030,0.91584122,0.00003649,0.00988657,0.00067050,0.18788068,0.01072171,0.02853848
-5.61580790,1.07214190,0.39958953,0.96815226,0.00004332,0.01067193,0.00065739,0.19991705,0.01093925,0.03058075
-5.60980490,1.13447665,0.42290480,1.02179738,0.00005177,0.01149868,0.00066625,0.21354926,0.01144767,0.03284047
-5.60380190,1.19874012,0.44640217,1.07590024,0.00006198,0.01235892,0.00069605,0.22862012,0.01223618,0.03529344
-5.59779890,1.26401877,0.46973607,1.12961538,0.00007413,0.01324484,0.00074586,0.24497271,0.01329530,0.03791591
-5.59179590,1.32945513,0.49257966,1.18215620,0.00008835,0.01414894,0.00081482,0.26245137,0.01461636,0.04068479
-5.58579290,1.39427235,0.51463469,1.23282182,0.00010482,0.01506424,0.00090215,0.28090218,0.01619106,0.04357791
-5.57978989,1.45779621,0.53564054,1.28102134,0.00012366,0.01598444,0.00100705,0.30017304,0.01801082,0.04657416
-5.57378689,1.51947352,0.55538206,1.32629470,0.00014501,0.01690419,0.00112869,0.32011335,0.02006615,0.04965363
-5.56778389,1.57888613,0.57369591,1.36832900,0.00016894,0.01781916,0.00126616,0.34057329,0.02234601,0.05279765
-5.56178089,1.63575999,0.59047501,1.40696955,0.00019550,0.01872623,0.00141841,0.36140287,0.02483722,0.05598880
-5.55577789,1.68996865,0.60567106,1.44222503,0.00022471,0.01962353,0.00158423,0.38245077,0.02752386,0.05921082
-5.54977489,1.74153104,0.61929489,1.47426646,0.00025648,0.02051048,0.00176219,0.40356311,0.03038682,0.06244848
-5.54377189,1.79060365,0.63141478,1.50341979,0.00029072,0.02138778,0.00195067,0.42458234,0.03340343,0.06568740
-5.53776888,1.83746731,0.64215261,1.53015245,0.00032723,0.02225730,0.00214777,0.44534626,0.03654733,0.06891379
-5.53176588,1.88250906,0.65167818,1.55505416,0.00036575,0.02312196,0.00235139,0.46568747,0.03978835,0.07211426
-5.52576288,1.92619997,0.66020184,1.57881280,0.00040594,0.02398555,0.00255916,0.48543330,0.04309275,0.07527547
-5.51975988,1.96906967,0.66796569,1.60218618,0.00044741,0.02485245,0.00276854,0.50440627,0.04642350,0.07838391
-5.51375688,2.01167871,0.67523378,1.62597076,0.00048967,0.02572733,0.00297679,0.52242527,0.04974086,0.08142565
-5.50775388,2.05458972,0.68228148,1.65096862,0.00053220,0.02661488,0.00318109,0.53930739,0.05300309,0.08438611
-5.50175088,2.09833857,0.68938455,1.67795363,0.00057442,0.02751941,0.00337851,0.55487044,0.05616727,0.08724990
-5.49574787,2.14340659,0.69680822,1.70763842,0.00061571,0.02844451,0.00356617,0.56893611,0.05919041,0.09000074
-5.48974487,2.19019477,0.70479652,1.74064300,0.00065544,0.02939270,0.00374124,0.58133356,0.06203042,0.09262140
-5.48374187,2.23900096,0.71356237,1.77746640,0.00069298,0.03036511,0.00390106,0.59190345,0.06464734,0.09509377
-5.47773887,2.29000074,0.72327858,1.81846224,0.00072771,0.03136118,0.00404320,0.60050206,0.06700445,0.09739895
-5.47173587,2.34323274,0.73407012,1.86381905,0.00075906,0.03237844,0.00416552,0.60700545,0.06906940,0.09951752
-5.46573287,2.39858871,0.74600787,1.91354615,0.00078651,0.03341234,0.00426626,0.61131331,0.07081515,0.10142974
-5.45972986,2.45580893,0.75910407,1.96746554,0.00080963,0.03445619,0.00434408,0.61335242,0.07222092,0.10311596
-5.45372686,2.51448292,0.77330967,2.02521020,0.00082807,0.03550118,0.00439811,0.61307939,0.07327280,0.10455700
-5.44772386,2.57405569,0.78851374,2.08622891,0.00084160,0.03653648,0.00442801,0.61048274,0.07396423,0.10573459
-5.44172086,2.63383931,0.80454494,2.14979760,0.00085011,0.03754948,0.00443393,0.60558391,0.07429630,0.10663189
-5.43571786,2.69302963,0.82117528,2.21503694,0.00085362,0.03852606,0.00441655,0.59843747,0.07427763,0.10723396
-5.42971486,2.75072774,0.83812593,2.28093580,0.00085229,0.03945104,0.00437708,0.58913027,0.07392423,0.10752828
-5.42371186,2.80596559,0.85507527,2.34637994,0.00084641,0.04030865,0.00431720,0.57777966,0.07325894,0.10750524
-5.41770885,2.85773523,0.87166871,2.41018502,0.00083641,0.04108300,0.00423904,0.56453088,0.07231077,0.10715861
-5.41170585,2.90502062,0.88753042,2.47113308,0.00082281,0.04175873,0.00414510,0.54955377,0.07111401,0.10648590
-5.40570285,2.94683128,0.90227621,2.52801126,0.00080629,0.04232152,0.00403824,0.53303889,0.06970728,0.10548879
-5.39969985,2.98223660,0.91552760,2.57965151,0.00078758,0.04275870,0.00392156,0.51519323,0.06813238,0.10417331
-5.39369685,3.01039961,0.92692622,2.62496986,0.00076752,0.04305971,0.00379835,0.49623584,0.06643318,0.10255006
-5.38769385,3.03060914,0.93614835,2.66300400,0.00074699,0.04321666,0.00367200,0.47639332,0.06465449,0.10063426
-5.38169085,3.04230904,0.94291878,2.69294760,0.00072692,0.04322464,0.00354597,0.45589559,0.06284095,0.09844571
-5.37568784,3.04512342,0.94702357,2.71418018,0.00070823,0.04308202,0.00342363,0.43497187,0.06103599,0.09600865
-5.36968484,3.03887670,0.94832118,2.72629130,0.00069184,0.04279067,0.00330828,0.41384715,0.05928098,0.09335149
-5.36368184,3.02360783,0.94675142,2.72909812,0.00067866,0.04235600,0.00320304,0.39273914,0.05761439,0.09050645
-5.35767884,2.99957777,0.94234186,2.72265556,0.00066949,0.04178692,0.00311080,0.37185576,0.05607121,0.08750910
-5.35167584,2.96727006,0.93521149,2.70725870,0.00066510,0.04109571,0.00303416,0.35139324,0.05468241,0.08439783
-5.34567284,2.92738424,0.92557131,2.68343736,0.00066614,0.04029778,0.00297542,0.33153479,0.05347465,0.08121325
-5.33966983,2.88082246,0.91372200,2.65194297,0.00067313,0.03941134,0.00293651,0.31244980,0.05247008,0.07799756
-5.33366683,2.82866974,0.90004871,2.61372861,0.00068647,0.03845703,0.00291898,0.29429349,0.05168630,0.07479392
-5.32766383,2.77216881,0.88501323,2.56992280,0.00070642,0.03745750,0.00292399,0.27720711,0.05113642,0.07164581
-5.32166083,2.71269052,0.86914401,2.52179851,0.00073307,0.03643699,0.00295225,0.26131834,0.05082927,0.06859643
-5.31565783,2.65170117,0.85302425,2.47073863,0.00076634,0.03542086,0.00300410,0.24674210,0.05076964,0.06568813
-5.30965483,2.59072809,0.83727894,2.41819942,0.00080601,0.03443518,0.00307944,0.23358147,0.05095873,0.06296198
-5.30365183,2.53132493,0.82256105,2.36567341,0.00085168,0.03350636,0.00317776,0.22192889,0.05139453,0.06045733
-5.29764882,2.47503800,0.80953756,2.31465340,0.00090280,0.03266077,0.00329819,0.21186726,0.05207239,0.05821157
-5.29164582,2.42337483,0.79887586,2.26659866,0.00095869,0.03192447,0.00343947,0.20347118,0.05298557,0.05625986
-5.28564282,2.37777601,0.79123076,2.22290456,0.00101855,0.03132292,0.00360006,0.19680813,0.05412589,0.05463510
-5.27963982,2.33959102,0.78723258,2.18487647,0.00108147,0.03088086,0.00377810,0.19193950,0.05548441,0.05336785
-5.27363682,2.31005849,0.78747637,2.15370835,0.00114650,0.03062204,0.00397150,0.18892154,0.05705208,0.05248640
-5.26763382,2.29029088,0.79251247,2.13046625,0.00121264,0.03056921,0.00417801,0.18780608,0.05882049,0.05201688
-5.26163082,2.28126363,0.80283837,2.11607660,0.00127889,0.03074395,0.00439522,0.18864099,0.06078249,0.05198338
-5.25562781,2.28380795,0.81889165,2.11131877,0.00134431,0.03116665,0.00462068,0.19147047,0.06293289,0.05240812
-5.24962481,2.29860693,0.84104403,2.11682127,0.00140800,0.03185637,0.00485192,0.19633496,0.06526894,0.05331155
-5.24362181,2.32619386,0.86959622,2.13306089,0.00146922,0.03283080,0.00508652,0.20327069,0.06779084,0.05471247
-5.23761881,2.36695208,0.90477344,2.16036362,0.00152732,0.03410616,0.00532218,0.21230904,0.07050200,0.05662806
-5.23161581,2.42111538,0.94672140,2.19890678,0.00158187,0.03569705,0.00555675,0.22347544,0.07340917,0.05907384
-5.22561281,2.48876843,0.99550273,2.24872135,0.00163259,0.03761637,0.00578828,0.23678802,0.07652237,0.06206363
-5.21960980,2.56984647,1.05109385,2.30969406,0.00167943,0.03987512,0.00601507,0.25225598,0.07985460,0.06560927
-5.21360680,2.66413430,1.11338222,2.38156881,0.00172254,0.04248223,0.00623569,0.26987773,0.08342127,0.06972044
-5.20760380,2.77126428,1.18216434,2.46394742,0.00176226,0.04544444,0.00644898,0.28963894,0.08723948,0.07440428
-5.20160080,2.89071397,1.25714457,2.55628970,0.00179911,0.04876612,0.00665408,0.31151043,0.09132707,0.07966502
-5.19559780,3.02180362,1.33793516,2.65791360,0.00183378,0.05244912,0.00685040,0.33544622,0.09570147,0.08550355
-5.18959480,3.16369463,1.42405772,2.76799577,0.00186705,0.05649273,0.00703764,0.36138162,0.10037843,0.09191704
-5.18359180,3.31538962,1.51494655,2.88557359,0.00189982,0.06089359,0.00721574,0.38923164,0.10537074,0.09889846
-5.17758879,3.47573525,1.60995390,3.00954939,0.00193298,0.06564575,0.00738484,0.41888968,0.11068690,0.10643627
-5.17158579,3.64342853,1.70835751,3.13869776,0.00196741,0.07074077,0.00754528,0.45022675,0.11632988,0.11451412
-5.16558279,3.81702761,1.80937030,3.27167673,0.00200390,0.07616788,0.00769756,0.48309106,0.12229608,0.12311061
-5.15957979,3.99496732,1.91215226,3.40704320,0.00204314,0.08191426,0.00784227,0.51730831,0.12857446,0.13219925
-5.15357679,4.17557997,2.01582414,3.54327304,0.00208562,0.08796531,0.00798008,0.55268243,0.13514605,0.14174847
-5.14757379,4.35712100,2.11948272,3.67878565,0.00213162,0.09430507,0.00811169,0.58899697,0.14198373,0.15172178
-5.14157079,4.53779929,2.22221700,3.81197270,0.00218119,0.10091661,0.00823784,0.62601702,0.14905248,0.16207804
-5.13556778,4.71581102,2.32312476,3.94123013,0.00223408,0.10778240,0.00835921,0.66349160,0.15630995,0.17277190
-5.12956478,4.88937616,2.42132891,4.06499258,0.00228980,0.11488478,0.00847649,0.70115650,0.16370749,0.18375425
-5.12356178,5.05677588,2.51599273,4.18176869,0.00234759,0.12220624,0.00859029,0.73873745,0.17119148,0.19497283
-5.11755878,5.21638966,2.60633373,4.29017600,0.00240642,0.12972969,0.00870116,0.77595355,0.17870501,0.20637284
-5.11155578,5.36673015,2.69163526,4.38897387,0.00246507,0.13743863,0.00880962,0.81252078,0.18618975,0.21789755
-5.10555278,5.50647432,2.77125571,4.47709279,0.00252213,0.14531711,0.00891607,0.84815571,0.19358794,0.22948894
-5.09954977,5.63448948,2.84463500,4.55365887,0.00257605,0.15334956,0.00902089,0.88257900,0.20084441,0.24108825
-5.09354677,5.74985294,2.91129838,4.61801224,0.00262524,0.16152048,0.00912438,0.91551899,0.20790855,0.25263648
-5.08754377,5.85186442,2.97085759,4.66971847,0.00266809,0.16981387,0.00922674,0.94671498,0.21473598,0.26407472
-5.08154077,5.94005081,3.02300977,4.70857270,0.00270305,0.17821249,0.00932816,0.97592039,0.22129005,0.27534441
-5.07553777,6.01416310,3.06753462,4.73459603,0.00272868,0.18669701,0.00942870,1.00290571,0.22754278,0.28638749
-5.06953477,6.07416590,3.10429017,4.74802472,0.00274374,0.19524497,0.00952839,1.02746113,0.23347555,0.29714627
-5.06353177,6.12022027,3.13320794,4.74929267,0.00274719,0.20382965,0.00962711,1.04939897,0.23907909,0.30756338
-5.05752876,6.15266082,3.15428785,4.73900815,0.00273828,0.21241895,0.00972469,1.06855577,0.24435312,0.31758143
-5.05152576,6.17196850,3.16759342,4.71792594,0.00271654,0.22097428,0.00982080,1.08479421,0.24930540,0.32714270
-5.04552276,6.17874048,3.17324765,4.68691641,0.00268182,0.22944954,0.00991497,1.09800457,0.25395038,0.33618881
-5.03951976,6.17365873,3.17142966,4.64693275,0.00263429,0.23779033,0.01000658,1.10810599,0.25830751,0.34466036
-5.03351676,6.15745889,3.16237212,4.59897809,0.00257442,0.24593340,0.01009483,1.11504734,0.26239923,0.35249668
-5.02751376,6.13090076,3.14635942,4.54407373,0.00250300,0.25380651,0.01017872,1.11880773,0.26624880,0.35963575
-5.02151076,6.09474187,3.12372608,4.48322979,0.00242103,0.26132864,0.01025707,1.11939654,0.26987822,0.36601426
-5.01550775,6.04971501,3.09485515,4.41741942,0.00232979,0.26841075,0.01032850,1.11685312,0.27330608,0.37156801
-5.00950475,5.99651069,3.06017605,4.34755723,0.00223070,0.27495699,0.01039146,1.11124593,0.27654574,0.37623246
-5.00350175,5.93576473,3.02016130,4.27448259,0.00212530,0.28086649,0.01044424,1.10267127,0.27960386,0.37994375
-4.99749875,5.86805144,2.97532187,4.19894797,0.00201523,0.28603558,0.01048503,1.09125147,0.28247924,0.38263990
-4.99149575,5.79388197,2.92620072,4.12161246,0.00190214,0.29036054,0.01051193,1.07713268,0.28516229,0.38426240
-4.98549275,5.71370762,2.87336440,4.04303998,0.00178763,0.29374067,0.01052305,1.06048223,0.28763490,0.38475800
-4.97948974,5.62792733,2.81739279,3.96370200,0.00167326,0.29608164,0.01051658,1.04148561,0.28987090,0.38408072
-4.97348674,5.53689862,2.75886726,3.88398390,0.00156044,0.29729896,0.01049085,1.02034325,0.29183706,0.38219397
-4.96748374,5.44095098,2.69835761,3.80419439,0.00145047,0.29732144,0.01044441,0.99726698,0.29349444,0.37907269
-4.96148074,5.34040064,2.63640849,3.72457706,0.00134443,0.29609446,0.01037616,0.97247662,0.29480021,0.37470538
-4.95547774,5.23556586,2.57352597,3.64532332,0.00124325,0.29358289,0.01028537,0.94619640,0.29570975,0.36909591
-4.94947474,5.12678153,2.51016517,3.56658582,0.00114765,0.28977349,0.01017180,0.91865167,0.29617882,0.36226505
-4.94347174,5.01441235,2.44671968,3.48849171,0.00105813,0.28467672,0.01003576,0.89006578,0.29616590,0.35425151
-4.93746873,4.89886376,2.38351350,3.41115487,0.00097503,0.27832772,0.00987816,0.86065730,0.29563444,0.34511251
-4.93146573,4.78059000,2.32079616,3.33468677,0.00089848,0.27078654,0.00970053,0.83063768,0.29455485,0.33492378
-4.92546273,4.66009883,2.25874135,3.25920535,0.00082846,0.26213746,0.00950505,0.80020922,0.29290632,0.32377890
-4.91945973,4.53795281,2.19744933,3.18484163,0.00076481,0.25248747,0.00929454,0.76956364,0.29067826,0.31178807
-4.91345673,4.41476681,2.13695293,3.11174396,0.00070724,0.24196391,0.00907245,0.73888096,0.28787124,0.29907627
-4.90745373,4.29120217,2.07722690,3.04007968,0.00065537,0.23071151,0.00884278,0.70832885,0.28449760,0.28578092
-4.90145073,4.16795754,2.01820004,2.97003450,0.00060876,0.21888869,0.00861005,0.67806234,0.28058146,0.27204908
-4.89544772,4.04575696,1.95976926,2.90180945,0.00056693,0.20666355,0.00837921,0.64822375,0.27615837,0.25803427
-4.88944472,3.92533567,1.90181483,2.83561591,0.00052937,0.19420957,0.00815552,0.61894292,0.27127441,0.24389321
-4.88344172,3.80742426,1.84421572,2.77166902,0.00049559,0.18170125,0.00794449,0.59033754,0.26598497,0.22978233
-4.87743872,3.69273193,1.78686413,2.71017970,0.00046510,0.16930983,0.00775173,0.56251349,0.26035323,0.21585448
-4.87143572,3.58192936,1.72967839,2.65134595,0.00043747,0.15719933,0.00758285,0.53556527,0.25444825,0.20225576
-4.86543272,3.47563217,1.67261325,2.59534366,0.00041231,0.14552299,0.00744335,0.50957630,0.24834308,0.18912263
-4.85942971,3.37438538,1.61566726,2.54231767,0.00038928,0.13442027,0.00733850,0.48461914,0.24211259,0.17657951
-4.85342671,3.27864965,1.55888663,2.49237320,0.00036812,0.12401445,0.00727321,0.46075559,0.23583152,0.16473672
-4.84742371,3.18878971,1.50236570,2.44556840,0.00034861,0.11441091,0.00725200,0.43803671,0.22957242,0.15368904
-4.84142071,3.10506549,1.44624387,2.40190820,0.00033060,0.10569613,0.00727882,0.41650262,0.22340394,0.14351475
-4.83541771,3.02762616,1.39069959,2.36133979,0.00031401,0.09793732,0.00735702,0.39618235,0.21738924,0.13427520
-4.82941471,2.95650744,1.33594173,2.32375011,0.00029879,0.09118265,0.00748926,0.37709354,0.21158470,0.12601487
-4.82341171,2.89163201,1.28219921,2.28896537,0.00028494,0.08546205,0.00767744,0.35924225,0.20603905,0.11876183
-4.81740870,2.83281327,1.22970943,2.25675275,0.00027250,0.08078841,0.00792266,0.34262269,0.20079273,0.11252867
-4.81140570,2.77976198,1.17870646,2.22682423,0.00026151,0.07715916,0.00822516,0.32721717,0.19587767,0.10731363
-4.80540270,2.73209582,1.12940969,2.19884263,0.00025206,0.07455802,0.00858431,0.31299618,0.19131736,0.10310202
-4.79939970,2.68935132,1.08201368,2.17242941,0.00024420,0.07295694,0.00899856,0.29991863,0.18712729,0.09986771
-4.79339670,2.65099792,1.03667964,2.14717427,0.00023801,0.07231797,0.00946543,0.28793235,0.18331558,0.09757481
-4.78739370,2.61645366,0.99352924,2.12264618,0.00023355,0.07259517,0.00998157,0.27697483,0.17988386,0.09617918
-4.78139070,2.58510201,0.95264073,2.09840547,0.00023084,0.07373630,0.01054270,0.26697430,0.17682830,0.09563004
-4.77538769,2.55630952,0.91404764,2.07401669,0.00022991,0.07568437,0.01114374,0.25785095,0.17414067,0.09587139
-4.76938469,2.52944369,0.87773998,2.04906201,0.00023073,0.07837893,0.01177879,0.24951850,0.17180955,0.09684330
-4.76338169,2.50389078,0.84366759,2.02315453,0.00023329,0.08175719,0.01244128,0.24188602,0.16982132,0.09848307
-4.75737869,2.47907302,0.81174554,1.99595144,0.00023751,0.08575483,0.01312403,0.23485986,0.16816123,0.10072620
-4.75137569,2.45446499,0.78186091,1.96716660,0.00024333,0.09030659,0.01381940,0.22834580,0.16681418,0.10350720
-4.74537269,2.42960877,0.75388070,1.93658212,0.00025065,0.09534670,0.01451945,0.22225130,0.16576547,0.10676024
-4.73936968,2.40412762,0.72766019,1.90405882,0.00025937,0.10080907,0.01521609,0.21648775,0.16500127,0.11041967
-4.73336668,2.37773780,0.70305138,1.86954524,0.00026942,0.10662744,0.01590130,0.21097273,0.16450892,0.11442041
-4.72736368,2.35025841,0.67991106,1.83308481,0.00028069,0.11273536,0.01656728,0.20563208,0.16427708,0.11869828
-4.72136068,2.32161900,0.65810806,1.79482118,0.00029312,0.11906616,0.01720670,0.20040190,0.16429566,0.12319023
-4.71535768,2.29186458,0.63752945,1.75500120,0.00030669,0.12555293,0.01781291,0.19523021,0.16455572,0.12783458
-4.70935468,2.26115806,0.61808541,1.71397558,0.00032138,0.13212856,0.01838009,0.19007832,0.16504916,0.13257121
-4.70335168,2.22977979,0.59971265,1.67219691,0.00033724,0.13872579,0.01890346,0.18492178,0.16576846,0.13734180
-4.69734867,2.19812404,0.58237638,1.63021494,0.00035436,0.14527747,0.01937942,0.17975093,0.16670635,0.14209014
-4.69134567,2.16669241,0.56607072,1.58866896,0.00037287,0.15171688,0.01980569,0.17457093,0.16785555,0.14676239
-4.68534267,2.13608410,0.55081779,1.54827733,0.00039296,0.15797819,0.02018135,0.16940135,0.16920856,0.15130751
-4.67933967,2.10698290,0.53666556,1.50982407,0.00041485,0.16399710,0.02050689,0.16427513,0.17075758,0.15567768
-4.67333667,2.08014122,0.52368453,1.47414273,0.00043879,0.16971160,0.02078418,0.15923724,0.17249441,0.15982880
-4.66733367,2.05636114,0.51196362,1.44209761,0.00046508,0.17506282,0.02101643,0.15434272,0.17441064,0.16372100
-4.66133067,2.03647295,0.50160538,1.41456276,0.00049400,0.17999597,0.02120799,0.14965445,0.17649776,0.16731918
-4.65532766,2.02131134,0.49272070,1.39239902,0.00052585,0.18446134,0.02136426,0.14524054,0.17874743,0.17059352
-4.64932466,2.01169003,0.48542331,1.37642976,0.00056088,0.18841525,0.02149140,0.14117156,0.18115180,0.17351997
-4.64332166,2.00837519,0.47982416,1.36741581,0.00059930,0.19182104,0.02159613,0.13751757,0.18370374,0.17608060
