energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,W_p_up,W_d_up
-5.77188594,8.22021811,0.04929531,1.32512121,0.05144637,3.43331007,0.70808606,0.33503983,4.60071050,1.94095289
-5.76588294,8.15785844,0.05018996,1.29358323,0.05361541,3.45085107,0.72040199,0.33592637,4.35771130,1.91973463
-5.75987994,8.09003302,0.05090590,1.26228376,0.05564529,3.46385593,0.73391243,0.33613518,4.12823146,1.89715541
-5.75387694,8.01644217,0.05142697,1.23112697,0.05751198,3.47226829,0.74870494,0.33566087,3.91256385,1.87313230
-5.74787394,7.93702955,0.05174155,1.20000842,0.05919454,3.47621526,0.76489018,0.33451919,3.71071050,1.84764052
-5.74187094,7.85203024,0.05184299,1.16883054,0.06067544,3.47601418,0.78259843,0.33274792,3.52245398,1.82072559
-5.73586793,7.76199629,0.05172992,1.13751572,0.06194069,3.47216837,0.80197395,0.33040664,3.34742478,1.79251019
-5.72986493,7.66779842,0.05140622,1.10601605,0.06297993,3.46535171,0.82316722,0.32757524,3.18516106,1.76319505
-5.72386193,7.57060397,0.05088090,1.07431975,0.06378635,3.45638285,0.84632546,0.32435141,3.03515838,1.73305415
-5.71785893,7.47183289,0.05016768,1.04245379,0.06435656,3.44619035,0.87158196,0.32084707,2.89690777,1.70242457
-5.71185593,7.37309523,0.04928450,1.01048332,0.06469035,3.43577092,0.89904466,0.31718402,2.76992177,1.67169175
-5.70585293,7.27611433,0.04825276,0.97850792,0.06479040,3.42614280,0.92878480,0.31348904,2.65374878,1.64127133
-5.69984992,7.18264114,0.04709656,0.94665547,0.06466195,3.41829722,0.96082624,0.30988874,2.54797694,1.61158881
-5.69384692,7.09436515,0.04584179,0.91507426,0.06431247,3.41315053,0.99513614,0.30650431,2.45222929,1.58305820
-5.68784392,7.01282755,0.04451522,0.88392405,0.06375130,3.41149952,1.03161759,0.30344661,2.36615241,1.55606137
-5.68184092,6.93934185,0.04314367,0.85336683,0.06298934,3.41398244,1.07010470,0.30081171,2.28940084,1.53092894
-5.67583792,6.87492646,0.04175310,0.82355790,0.06203873,3.42104766,1.11036061,0.29867718,2.22161959,1.50792405
-5.66983492,6.82025281,0.04036787,0.79463800,0.06091259,3.43293137,1.15207845,0.29709923,2.16242696,1.48722986
-5.66383192,6.77561152,0.03901015,0.76672679,0.05962482,3.44964543,1.19488553,0.29611090,2.11139941,1.46894117
-5.65782891,6.74089797,0.03769934,0.73991802,0.05818985,3.47097562,1.23835052,0.29572127,2.06806012,1.45306069
-5.65182591,6.71561728,0.03645177,0.71427667,0.05662255,3.49649016,1.28199337,0.29591576,2.03187207,1.43949984
-5.64582291,6.69890787,0.03528040,0.68983798,0.05493805,3.52555778,1.32529763,0.29665742,2.00223629,1.42808392
-5.63981991,6.68958167,0.03419480,0.66660830,0.05315164,3.55737423,1.36772463,0.29788916,1.97849540,1.41856115
-5.63381691,6.68617811,0.03320114,0.64456754,0.05127863,3.59099558,1.40872883,0.29953675,1.95994204,1.41061493
-5.62781391,6.68702881,0.03230238,0.62367305,0.04933429,3.62537663,1.44777382,0.30151238,1.94583175,1.40387858
-5.62181091,6.69032910,0.03149849,0.60386432,0.04733373,3.65941237,1.48434825,0.30371863,1.93539914,1.39795165
-5.61580790,6.69421265,0.03078680,0.58506852,0.04529175,3.69198046,1.51798094,0.30605270,1.92787654,1.39241698
-5.60980490,6.69682542,0.03016235,0.56720610,0.04322278,3.72198275,1.54825459,0.30841051,1.92251377,1.38685759
-5.60380190,6.69639539,0.02961829,0.55019644,0.04114072,3.74838398,1.57481763,0.31069068,1.91859794,1.38087263
-5.59779890,6.69129499,0.02914630,0.53396300,0.03905884,3.77024601,1.59739359,0.31279801,1.91547219,1.37409165
-5.59179590,6.68009371,0.02873698,0.51843788,0.03698966,3.78675616,1.61578773,0.31464651,1.91255224,1.36618670
-5.58579290,6.66159889,0.02838021,0.50356547,0.03494482,3.79724881,1.62989074,0.31616170,1.90934011,1.35688179
-5.57978989,6.63488360,0.02806549,0.48930509,0.03293504,3.80121950,1.63967937,0.31728212,1.90543435,1.34595940
-5.57378689,6.59930110,0.02778224,0.47563268,0.03097000,3.79833141,1.64521410,0.31796021,1.90053633,1.33326409
-5.56778389,6.55448632,0.02752005,0.46254127,0.02905829,3.78841443,1.64663396,0.31816224,1.89445263,1.31870313
-5.56178089,6.50034512,0.02726883,0.45004063,0.02720742,3.77145736,1.64414905,0.31786768,1.88709363,1.30224451
-5.55577789,6.43703322,0.02701904,0.43815596,0.02542376,3.74759428,1.63803083,0.31706790,1.87846853,1.28391252
-5.54977489,6.36492676,0.02676170,0.42692587,0.02371264,3.71708623,1.62860111,0.31576445,1.86867754,1.26378153
-5.54377189,6.28458697,0.02648857,0.41639990,0.02207829,3.68029972,1.61621991,0.31396703,1.85790180,1.24196834
-5.53776888,6.19672172,0.02619213,0.40663568,0.02052402,3.63768350,1.60127309,0.31169129,1.84639178,1.21862388
-5.53176588,6.10214661,0.02586563,0.39769606,0.01905219,3.58974535,1.58416016,0.30895677,1.83445504,1.19392449
-5.52576288,6.00174809,0.02550317,0.38964632,0.01766438,3.53703016,1.56528285,0.30578504,1.82244411,1.16806378
-5.51975988,5.89645104,0.02509965,0.38255170,0.01636146,3.48010072,1.54503489,0.30219816,1.81074501,1.14124516
-5.51375688,5.78719230,0.02465087,0.37647538,0.01514369,3.41952219,1.52379335,0.29821780,1.79976727,1.11367559
-5.50775388,5.67490167,0.02415349,0.37147706,0.01401085,3.35585098,1.50191185,0.29386475,1.78993538,1.08556096
-5.50175088,5.56049075,0.02360516,0.36761212,0.01296231,3.28962827,1.47971563,0.28915914,1.78168226,1.05710294
-5.49574787,5.44484960,0.02300449,0.36493148,0.01199716,3.22137824,1.45749860,0.28412127,1.77544447,1.02849762
-5.48974487,5.32885056,0.02235113,0.36348201,0.01111432,3.15161044,1.43552212,0.27877287,1.77165898,0.99993571
-5.48374187,5.21335788,0.02164583,0.36330753,0.01031258,3.08082563,1.41401548,0.27313884,1.77076121,0.97160400
-5.47773887,5.09924166,0.02089044,0.36445014,0.00959074,3.00952411,1.39317752,0.26724918,1.77318376,0.94368797
-5.47173587,4.98739390,0.02008795,0.36695192,0.00894762,2.93821525,1.37317933,0.26114108,1.77935535,0.91637501
-5.46573287,4.87874484,0.01924249,0.37085662,0.00838219,2.86742723,1.35416757,0.25486082,1.78969945,0.88985792
-5.45972986,4.77427742,0.01835930,0.37621143,0.00789355,2.79771556,1.33626798,0.24846548,1.80463197,0.86433836
-5.45372686,4.67503822,0.01744465,0.38306843,0.00748103,2.72966953,1.31958911,0.24202411,1.82455795,0.84002971
-5.44772386,4.58214340,0.01650578,0.39148586,0.00714416,2.66391570,1.30422571,0.23561836,1.84986664,0.81715928
-5.44172086,4.49677866,0.01555079,0.40152884,0.00688274,2.60111790,1.29026193,0.22934244,1.88092534,0.79596940
-5.43571786,4.42019291,0.01458844,0.41326980,0.00669677,2.54197344,1.27777409,0.22330226,1.91807188,0.77671752
-5.42971486,4.35368570,0.01362803,0.42678825,0.00658652,2.48720568,1.26683312,0.21761392,1.96160622,0.75967498
-5.42371186,4.29858885,0.01267919,0.44217023,0.00655245,2.43755327,1.25750669,0.21240139,2.01178158,0.74512482
-5.41770885,4.25624350,0.01175168,0.45950725,0.00659520,2.39375670,1.24986112,0.20779364,2.06879565,0.73335849
-5.41170585,4.22797363,0.01085520,0.47889486,0.00671554,2.35654281,1.24396311,0.20392129,2.13278258,0.72467180
-5.40570285,4.21505756,0.00999918,0.50043098,0.00691432,2.32660829,1.23988146,0.20091285,2.20380621,0.71936026
-5.39969985,4.21869879,0.00919260,0.52421384,0.00719245,2.30460293,1.23768867,0.19889090,2.28185496,0.71771400
-5.39369685,4.23999760,0.00844382,0.55033988,0.00755077,2.29111345,1.23746239,0.19796823,2.36683889,0.72001258
-5.38769385,4.27992424,0.00776046,0.57890128,0.00799005,2.28664863,1.23928666,0.19824418,2.45858887,0.72651969
-5.38169085,4.33929476,0.00714925,0.60998340,0.00851091,2.29162630,1.24325274,0.19980142,2.55685775,0.73747804
-5.37568784,4.41874960,0.00661596,0.64366189,0.00911373,2.30636230,1.24945921,0.20270315,2.66132346,0.75310437
-5.36968484,4.51873521,0.00616535,0.67999959,0.00979859,2.33106184,1.25801111,0.20699092,2.77159326,0.77358461
-5.36368184,4.63948840,0.00580111,0.71904295,0.01056520,2.36581286,1.26901789,0.21268314,2.88720864,0.79906924
-5.35767884,4.78102286,0.00552589,0.76081806,0.01141284,2.41058140,1.28258980,0.21977426,3.00765028,0.82966873
-5.35167584,4.94311748,0.00534126,0.80532623,0.01234028,2.46520854,1.29883264,0.22823470,3.13234211,0.86544891
-5.34567284,5.12530583,0.00524780,0.85253901,0.01334568,2.52940870,1.31784080,0.23801132,3.26065410,0.90642636
-5.33966983,5.32686631,0.00524513,0.90239280,0.01442655,2.60276877,1.33968847,0.24902863,3.39190325,0.95256374
-5.33366683,5.54681304,0.00533194,0.95478317,0.01557967,2.68474821,1.36441952,0.26119037,3.52535254,1.00376504
-5.32766383,5.78388749,0.00550610,1.00955903,0.01680100,2.77467961,1.39203617,0.27438162,3.66020799,1.05987094
-5.32166083,6.03655144,0.00576474,1.06651702,0.01808565,2.87177029,1.42248710,0.28847118,3.79561423,1.12065439
-5.31565783,6.30298230,0.00610429,1.12539631,0.01942785,2.97510473,1.45565569,0.30331415,3.93064916,1.18581679
-5.30965483,6.58107198,0.00652063,1.18587453,0.02082086,3.08364860,1.49134912,0.31875475,4.06431888,1.25498494
-5.30365183,6.86843084,0.00700916,1.24756494,0.02225704,3.19625479,1.52928919,0.33462914,4.19555374,1.32770927
-5.29764882,7.16239832,0.00756491,1.31001548,0.02372781,3.31167191,1.56910564,0.35076828,4.32320707,1.40346363
-5.29164582,7.46006173,0.00818264,1.37271018,0.02522375,3.42855604,1.61033292,0.36700079,4.44605755,1.48164716
-5.28564282,7.75828464,0.00885699,1.43507308,0.02673470,3.54548605,1.65241078,0.38315567,4.56281655,1.56158835
-5.27963982,8.05374550,0.00958257,1.49647510,0.02824985,3.66098286,1.69468945,0.39906505,4.67214109,1.64255166
-5.27363682,8.34298711,0.01035409,1.55624377,0.02975795,3.77353265,1.73643938,0.41456670,4.77265310,1.72374687
-5.26763382,8.62247628,0.01116652,1.61367594,0.03124752,3.88161390,1.77686573,0.42950652,4.86296486,1.80434086
-5.26163082,8.88867280,0.01201516,1.66805306,0.03270708,3.98372763,1.81512713,0.44374079,4.94171032,1.88347193
-5.25562781,9.13810573,0.01289577,1.71865866,0.03412542,4.07843016,1.85035816,0.45713833,5.00758145,1.96026609
-5.24962481,9.36745463,0.01380472,1.76479748,0.03549190,4.16436715,1.88169478,0.46958235,5.05936802,2.03385488
-5.24362181,9.57363261,0.01473898,1.80581529,0.03679672,4.24030777,1.90830154,0.48097221,5.09599938,2.10339413
-5.23761881,9.75386780,0.01569630,1.84111893,0.03803121,4.30517745,1.92939935,0.49122475,5.11658599,2.16808297
-5.23161581,9.90577978,0.01667512,1.87019527,0.03918809,4.35808777,1.94429264,0.50027552,5.12045865,2.22718215
-5.22561281,10.02744740,0.01767468,1.89262852,0.04026169,4.39836218,1.95239442,0.50807955,5.10720334,2.28003129
-5.21960980,10.11746500,0.01869491,1.90811493,0.04124810,4.42555621,1.95324824,0.51461187,5.07668961,2.32606401
-5.21360680,10.17498453,0.01973639,1.91647422,0.04214531,4.43947120,1.94654580,0.51986769,5.02909089,2.36482061
-5.20760380,10.19974158,0.02080022,1.91765724,0.04295327,4.44016101,1.93213960,0.52386230,4.96489551,2.39595780
-5.20160080,10.19206464,0.02188788,1.91174956,0.04367380,4.42793135,1.91004987,0.52663068,4.88490773,2.41925522
-5.19559780,10.15286733,0.02300102,1.89897081,0.04431057,4.40333194,1.88046567,0.52822680,4.79023846,2.43461865
-5.18959480,10.08362458,0.02414126,1.87967007,0.04486887,4.36714184,1.84374022,0.52872279,4.68228630,2.44208002
-5.18359180,9.98633429,0.02530993,1.85431751,0.04535538,4.32034899,1.80038078,0.52820796,4.56270963,2.44179452
-5.17758879,9.86346683,0.02650778,1.82349281,0.04577794,4.26412482,1.75103369,0.52678762,4.43339111,2.43403508
-5.17158579,9.71790492,0.02773476,1.78787114,0.04614515,4.19979532,1.69646548,0.52458189,4.29639641,2.41918473
-5.16558279,9.55287691,0.02898971,1.74820727,0.04646604,4.12880975,1.63754093,0.52172440,4.15392881,2.39772734
-5.15957979,9.37188626,0.03027017,1.70531867,0.04674974,4.05270833,1.57519919,0.51836098,4.00828178,2.37023726
-5.15357679,9.17863979,0.03157210,1.66006827,0.04700505,3.97308997,1.51042895,0.51464816,3.86179125,2.33736817
-5.14757379,8.97697692,0.03288978,1.61334742,0.04724018,3.89158108,1.44424369,0.51075171,3.71678921,2.29984161
-5.14157079,8.77080156,0.03421570,1.56605975,0.04746243,3.80980594,1.37765787,0.50684480,3.57555999,2.25843533
-5.13556778,8.56401755,0.03554051,1.51910599,0.04767791,3.72935930,1.31166463,0.50310607,3.44030019,2.21397165
-5.12956478,8.36046811,0.03685314,1.47337005,0.04789142,3.65178108,1.24721575,0.49971731,3.31308268,2.16730577
-5.12356178,8.16387916,0.03814087,1.42970641,0.04810632,3.57853330,1.18520396,0.49686073,3.19582503,2.11931389
-5.11755878,7.97780585,0.03938964,1.38892857,0.04832444,3.51097883,1.12644790,0.49471576,3.09026219,2.07088107
-5.11155578,7.80558151,0.04058434,1.35179829,0.04854620,3.45036168,1.07167962,0.49345548,2.99792296,2.02288847
-5.10555278,7.65026801,0.04170923,1.31901548,0.04877063,3.39778835,1.02153457,0.49324239,2.92010972,1.97619994
-5.09954977,7.51460693,0.04274842,1.29120830,0.04899557,3.35420998,0.97654383,0.49422394,2.85788095,1.93164765
-5.09354677,7.40097081,0.04368641,1.26892326,0.04921786,3.32040514,0.93712832,0.49652750,2.81203587,1.89001690
-5.08754377,7.31131482,0.04450861,1.25261512,0.04943356,3.29696316,0.90359481,0.50025537,2.78310091,1.85203005
-5.08154077,7.24712916,0.04520196,1.24263675,0.04963822,3.28426836,0.87613359,0.50547951,2.77131787,1.81832992
-5.07553777,7.20939368,0.04575543,1.23922879,0.04982717,3.28248567,0.85481752,0.51223672,2.77663388,1.78946307
-5.06953477,7.19853647,0.04616053,1.24250980,0.04999572,3.29154836,0.83960266,0.52052411,2.79869365,1.76586349
-5.06353177,7.21439889,0.04641175,1.25246701,0.05013946,3.31114895,0.83033033,0.53029542,2.83683474,1.74783751
-5.05752876,7.25620988,0.04650690,1.26894866,0.05025441,3.34073422,0.82673092,0.54145831,2.89008673,1.73555071
-5.05152576,7.32257268,0.04644730,1.29165839,0.05033725,3.37950569,0.82842947,0.55387299,2.95717559,1.72901767
-5.04552276,7.41146677,0.04623796,1.32015260,0.05038541,3.42642661,0.83495331,0.56735235,3.03653412,1.72809554
-5.03951976,7.52026801,0.04588747,1.35384157,0.05039722,3.48023629,0.84574192,0.58166380,3.12631991,1.73248218
-5.03351676,7.64578896,0.04540791,1.39199491,0.05037189,3.53947275,0.86015912,0.59653295,3.22444143,1.74171951
-5.02751376,7.78434086,0.04481459,1.43375202,0.05030963,3.60250374,0.87750763,0.61164917,3.32859306,1.75520267
-5.02151076,7.93181761,0.04412563,1.47813786,0.05021157,3.66756626,0.89704586,0.62667290,3.43629919,1.77219510
-5.01550775,8.08380088,0.04336153,1.52408407,0.05007977,3.73281389,0.91800674,0.64124467,3.54496702,1.79184960
-5.00950475,8.23568441,0.04254462,1.57045523,0.04991717,3.79637081,0.93961818,0.65499550,3.65194747,1.81323488
-5.00350175,8.38281407,0.04169849,1.61607988,0.04972750,3.85639104,0.96112461,0.66755840,3.75460252,1.83536710
-4.99749875,8.52063938,0.04084737,1.65978529,0.04951528,3.91112068,0.98180881,0.67858043,3.85037739,1.85724517
-4.99149575,8.64487069,0.04001551,1.70043495,0.04928564,3.95896083,1.00101352,0.68773507,3.93687497,1.87788881
-4.98549275,8.75163618,0.03922659,1.73696752,0.04904430,3.99852854,1.01816163,0.69473416,4.01192991,1.89637764
-4.97948974,8.83763163,0.03850318,1.76843551,0.04879741,4.02871287,1.03277436,0.69933900,4.07367943,1.91188987
-4.97348674,8.90025626,0.03786614,1.79404225,0.04855142,4.04872344,1.04448644,0.70137012,4.12062770,1.92373877
-4.96748374,8.93772819,0.03733424,1.81317541,0.04831293,4.05812883,1.05305758,0.70071513,4.15170101,1.93140524
-4.96148074,8.94917345,0.03692367,1.82543543,0.04808847,4.05688271,1.05837969,0.69733440,4.16629092,1.93456501
-4.95547774,8.93468365,0.03664771,1.83065746,0.04788429,4.04533588,1.06047926,0.69126418,4.16428315,1.93310895
-4.94947474,8.89533872,0.03651644,1.82892557,0.04770613,4.02423330,1.05951482,0.68261696,4.14607034,1.92715537
-4.94347174,8.83319254,0.03653648,1.82057832,0.04755890,3.99469557,1.05576941,0.67157904,4.11254775,1.91705374
-4.93746873,8.75122085,0.03671085,1.80620503,0.04744643,3.95818527,1.04963830,0.65840532,4.06509132,1.90337907
-4.93146573,8.65323277,0.03703880,1.78663266,0.04737118,3.91645922,1.04161239,0.64341155,4.00551854,1.88691726
-4.92546273,8.54374876,0.03751582,1.76290336,0.04733399,3.87150834,1.03225803,0.62696425,3.93603316,1.86864163
-4.91945973,8.42784921,0.03813363,1.73624330,0.04733384,3.82548753,1.02219397,0.60946883,3.85915551,1.84968142
-4.91345673,8.31099950,0.03888026,1.70802386,0.04736766,3.78063839,1.01206651,0.59135627,3.77764093,1.83128344
-4.90745373,8.19885812,0.03974026,1.67971619,0.04743033,3.73920774,1.00252370,0.57306899,3.69438899,1.81476828
-4.90145073,8.09707518,0.04069489,1.65284089,0.04751459,3.70336554,0.99418987,0.55504640,3.61234695,1.80148260
-4.89544772,8.01108914,0.04172253,1.62891454,0.04761122,3.67512532,0.98764121,0.53771081,3.53441088,1.79274951
-4.88944472,7.94592948,0.04279904,1.60939490,0.04770923,3.65627037,0.98338366,0.52145411,3.46332786,1.78981873
-4.88344172,7.90603265,0.04389831,1.59562674,0.04779620,3.64828866,0.98183365,0.50662585,3.40160303,1.79381848
-4.87743872,7.89507829,0.04499284,1.58879044,0.04785877,3.65231882,0.98330252,0.49352306,3.35141446,1.80571094
-4.87143572,7.91585163,0.04605439,1.58985505,0.04788307,3.66910937,0.98798513,0.48238213,3.31453903,1.82625287
-4.86543272,7.97013692,0.04705467,1.59953765,0.04785541,3.69899245,0.99595295,0.47337312,3.29229178,1.85596297
-4.85942971,8.05864579,0.04796610,1.61827059,0.04776286,3.74187304,1.00715174,0.46659644,3.28548079,1.89509704
-4.85342671,8.18098279,0.04876255,1.64617789,0.04759390,3.79723374,1.02140393,0.46208219,3.29437904,1.94363215
-4.84742371,8.33564933,0.04942004,1.68306173,0.04733904,3.86415489,1.03841539,0.45979178,3.31871426,2.00126016
-4.84142071,8.52008569,0.04991745,1.72839981,0.04699138,3.94134899,1.05778623,0.45962202,3.35767700,2.06739119
-4.83541771,8.73074953,0.05023710,1.78135377,0.04654710,4.02720809,1.07902541,0.46141116,3.40994654,2.14116674
-4.82941471,8.96322820,0.05036528,1.84078862,0.04600580,4.11986214,1.10156818,0.46494672,3.47373386,2.22148236
-4.82341171,9.21238062,0.05029264,1.90530265,0.04537077,4.21724622,1.12479617,0.46997481,3.54684008,2.30701897
-4.81740870,9.47250394,0.05001448,1.97326697,0.04464902,4.31717389,1.14805901,0.47621031,3.62672840,2.39628184
-4.81140570,9.73751896,0.04953083,2.04287339,0.04385129,4.41741405,1.17069701,0.48334780,3.71060698,2.48764604
-4.80540270,10.00116768,0.04884645,2.11218910,0.04299181,4.51576828,1.19206394,0.49107253,3.79552006,2.57940661
-4.79939970,10.25721582,0.04797064,2.17921616,0.04208794,4.61014583,1.21154924,0.49907127,3.87844390,2.66983187
-4.79339670,10.49965291,0.04691700,2.24195378,0.04115967,4.69863318,1.22859885,0.50704241,3.95638426,2.75721763
-4.78739370,10.72288246,0.04570288,2.29846117,0.04022909,4.77955563,1.24273390,0.51470514,4.02647202,2.83994071
-4.78139070,10.92189515,0.04434897,2.34691845,0.03931964,4.85152843,1.25356670,0.52180728,4.08605329,2.91650924
-4.77538769,11.09241819,0.04287858,2.38568360,0.03845540,4.91349523,1.26081329,0.52813156,4.13277092,2.98560820
-4.76938469,11.23103536,0.04131699,2.41334308,0.03766027,4.96475251,1.26430222,0.53350017,4.16463439,3.04613816
-4.76338169,11.33527291,0.03969074,2.42875441,0.03695720,5.00495870,1.26397907,0.53777745,4.18007557,3.09724571
-4.75737869,11.40364820,0.03802685,2.43107896,0.03636736,5.03412792,1.25990669,0.54087073,4.17798841,3.13834442
-4.75137569,11.43567942,0.03635215,2.41980397,0.03590941,5.05260843,1.25226088,0.54272937,4.15775132,3.16912531
-4.74537269,11.43185643,0.03469256,2.39475290,0.03559878,5.06104696,1.24132192,0.54334208,4.11923170,3.18955672
-4.73936968,11.39357460,0.03307249,2.35608407,0.03544707,5.06034070,1.22746198,0.54273283,4.06277279,3.19987327
-4.73336668,11.32303509,0.03151425,2.30427782,0.03546154,5.05157919,1.21112921,0.54095558,3.98916394,3.20055487
-4.72736368,11.22311681,0.03003763,2.24011299,0.03564468,5.03597920,1.19282887,0.53808805,3.89959592,3.19229639
-4.72136068,11.09722627,0.02865954,2.16463400,0.03599400,5.01481567,1.17310255,0.53422511,3.79560367,3.17596982
-4.71535768,10.94913287,0.02739375,2.07911015,0.03650187,4.98935243,1.15250610,0.52947191,3.67899938,3.15258037
-4.70935468,10.78279754,0.02625078,1.98498900,0.03715562,4.96077610,1.13158750,0.52393730,3.55179905,3.12321878
-4.70335168,10.60220294,0.02523786,1.88384604,0.03793772,4.93013665,1.11086542,0.51772775,3.41614596,3.08901199
-4.69734867,10.41119307,0.02435904,1.77733272,0.03882617,4.89829748,1.09080945,0.51094212,3.27423450,3.05107436
-4.69134567,10.21332957,0.02361540,1.66712510,0.03979500,4.86589760,1.07182295,0.50366749,3.12823759,3.01046178
-4.68534267,10.01177071,0.02300529,1.55487496,0.04081502,4.83332761,1.05422910,0.49597627,2.98024046,2.96813055
-4.67933967,9.80917786,0.02252467,1.44216531,0.04185455,4.80072035,1.03826080,0.48792447,2.83218344,2.92490286
-4.67333667,9.60765255,0.02216756,1.33047160,0.04288040,4.76795655,1.02405471,0.47955148,2.68581537,2.88144018
-4.66733367,9.40870532,0.02192643,1.22112986,0.04385880,4.73468442,1.01164969,0.47088084,2.54265892,2.83822557
-4.66133067,9.21325614,0.02179261,1.11531226,0.04475646,4.70035184,1.00098946,0.46192226,2.40398828,2.79555537
-4.65532766,9.02166417,0.02175677,1.01401064,0.04554157,4.66424886,0.99192931,0.45267437,2.27081907,2.75354026
-4.64932466,8.83378340,0.02180922,0.91802770,0.04618482,4.62555770,0.98424637,0.44312814,2.14390962,2.71211535
-4.64332166,8.64903949,0.02194033,0.82797550,0.04666026,4.58340711,0.97765282,0.43327059,2.02377246,2.67105834
