energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.49574787,1.27140592,0.37829059,0.37269648,0.00706137,0.07913431,0.50702734,0.28256228,0.65091244,0.00000000
-5.48974487,1.27336135,0.36704723,0.37603773,0.00754360,0.07525434,0.50141614,0.28618595,0.64835131,0.00000000
-5.48374187,1.27927585,0.35749430,0.38130795,0.00806358,0.07189236,0.49680165,0.28967282,0.64832264,0.00000000
-5.47773887,1.28898250,0.34970219,0.38845748,0.00862060,0.06905371,0.49306910,0.29295059,0.65079523,0.00000000
-5.47173587,1.30225544,0.34370969,0.39741159,0.00921306,0.06673643,0.49008296,0.29594854,0.65569795,0.00000000
-5.46573287,1.31882135,0.33952520,0.40807346,0.00983844,0.06493217,0.48769437,0.29860073,0.66292424,0.00000000
-5.45972986,1.33837071,0.33712834,0.42032698,0.01049327,0.06362702,0.48574854,0.30084878,0.67233693,0.00000000
-5.45372686,1.36056853,0.33647191,0.43403949,0.01117302,0.06280243,0.48409184,0.30264453,0.68377293,0.00000000
-5.44772386,1.38506414,0.33748410,0.44906419,0.01187217,0.06243598,0.48257834,0.30395211,0.69704782,0.00000000
-5.44172086,1.41150003,0.34007107,0.46524253,0.01258419,0.06250217,0.48107559,0.30474953,0.71196035,0.00000000
-5.43571786,1.43951949,0.34411978,0.48240630,0.01330158,0.06297321,0.47946937,0.30502967,0.72829666,0.00000000
-5.42971486,1.46877316,0.34950106,0.50037984,0.01401600,0.06381961,0.47766741,0.30480058,0.74583441,0.00000000
-5.42371186,1.49892469,0.35607302,0.51898218,0.01471833,0.06501091,0.47560186,0.30408526,0.76434676,0.00000000
-5.41770885,1.52965530,0.36368458,0.53802936,0.01539887,0.06651619,0.47323064,0.30292079,0.78360624,0.00000000
-5.41170585,1.56066779,0.37217924,0.55733693,0.01604756,0.06830464,0.47053758,0.30135691,0.80338855,0.00000000
-5.40570285,1.59168981,0.38139883,0.57672272,0.01665412,0.07034606,0.46753147,0.29945422,0.82347628,0.00000000
-5.39969985,1.62247655,0.39118731,0.59600983,0.01720840,0.07261118,0.46424407,0.29728197,0.84366252,0.00000000
-5.39369685,1.65281286,0.40139427,0.61502987,0.01770059,0.07507204,0.46072727,0.29491556,0.86375417,0.00000000
-5.38769385,1.68251477,0.41187818,0.63362616,0.01812154,0.07770218,0.45704949,0.29243390,0.88357499,0.00000000
-5.38169085,1.71143008,0.42250910,0.65165705,0.01846300,0.08047667,0.45329146,0.28991665,0.90296808,0.00000000
-5.37568784,1.73943813,0.43317073,0.66899885,0.01871795,0.08337215,0.44954160,0.28744143,0.92179763,0.00000000
-5.36968484,1.76644825,0.44376160,0.68554834,0.01888077,0.08636655,0.44589109,0.28508111,0.93994987,0.00000000
-5.36368184,1.79239681,0.45419548,0.70122462,0.01894750,0.08943877,0.44242885,0.28290118,0.95733279,0.00000000
-5.35767884,1.81724280,0.46440063,0.71597001,0.01891595,0.09256824,0.43923653,0.28095733,0.97387485,0.00000000
-5.35167584,1.84096165,0.47431819,0.72974991,0.01878582,0.09573424,0.43638378,0.27929326,0.98952233,0.00000000
-5.34567284,1.86353759,0.48389961,0.74255142,0.01855873,0.09891530,0.43392386,0.27793871,1.00423548,0.00000000
-5.33966983,1.88495463,0.49310332,0.75438083,0.01823816,0.10208840,0.43188974,0.27690794,1.01798362,0.00000000
-5.33366683,1.90518644,0.50189075,0.76525978,0.01782939,0.10522830,0.43029097,0.27619848,1.03073936,0.00000000
-5.32766383,1.92418585,0.51022214,0.77522045,0.01733928,0.10830689,0.42911138,0.27579047,1.04247225,0.00000000
-5.32166083,1.94187445,0.51805220,0.78429989,0.01677607,0.11129269,0.42830768,0.27564641,1.05314238,0.00000000
-5.31565783,1.95813303,0.52532619,0.79253385,0.01614913,0.11415052,0.42780921,0.27571152,1.06269425,0.00000000
-5.30965483,1.97279372,0.53197662,0.79995040,0.01546865,0.11684147,0.42751880,0.27591471,1.07105148,0.00000000
-5.30365183,1.98563450,0.53792088,0.80656389,0.01474529,0.11932312,0.42731482,0.27617013,1.07811277,0.00000000
-5.29764882,1.99637677,0.54306006,0.81236944,0.01398991,0.12155011,0.42705439,0.27637941,1.08374965,0.00000000
-5.29164582,2.00468647,0.54727925,0.81733870,0.01321322,0.12347500,0.42657769,0.27643443,1.08780613,0.00000000
-5.28564282,2.01017922,0.55044924,0.82141684,0.01242550,0.12504946,0.42571322,0.27622063,1.09010069,0.00000000
-5.27963982,2.01242923,0.55242977,0.82452135,0.01163637,0.12622572,0.42428385,0.27562082,1.09043051,0.00000000
-5.27363682,2.01098223,0.55307413,0.82654274,0.01085455,0.12695821,0.42211342,0.27451916,1.08857790,0.00000000
-5.26763382,2.00537160,0.55223493,0.82734701,0.01008774,0.12720534,0.41903359,0.27280546,1.08431869,0.00000000
-5.26163082,1.99513715,0.54977074,0.82678021,0.00934250,0.12693130,0.41489071,0.27037933,1.07743215,0.00000000
-5.25562781,1.97984574,0.54555328,0.82467449,0.00862419,0.12610780,0.40955228,0.26715414,1.06771199,0.00000000
-5.24962481,1.95911251,0.53947460,0.82085564,0.00793700,0.12471564,0.40291283,0.26306068,1.05497770,0.00000000
-5.24362181,1.93262168,0.53145403,0.81515163,0.00728397,0.12274603,0.39489885,0.25805016,1.03908575,0.00000000
-5.23761881,1.90014586,0.52144429,0.80740165,0.00666710,0.12020150,0.38547256,0.25209654,1.01993995,0.00000000
-5.23161581,1.86156259,0.50943653,0.79746532,0.00608742,0.11709652,0.37463436,0.24519799,0.99750025,0.00000000
-5.22561281,1.81686751,0.49546391,0.78523135,0.00554518,0.11345760,0.36242383,0.23737752,0.97178965,0.00000000
-5.21960980,1.76618313,0.47960355,0.77062546,0.00503993,0.10932293,0.34891934,0.22868262,0.94289871,0.00000000
-5.21360680,1.70976298,0.46197676,0.75361692,0.00457074,0.10474162,0.33423611,0.21918398,0.91098744,0.00000000
-5.20760380,1.64799087,0.44274743,0.73422351,0.00413624,0.09977253,0.31852321,0.20897345,0.87628448,0.00000000
-5.20160080,1.58137538,0.42211886,0.71251466,0.00373484,0.09448274,0.30195922,0.19816118,0.83908368,0.00000000
-5.19559780,1.51053993,0.40032909,0.68861262,0.00336480,0.08894580,0.28474731,0.18687221,0.79973821,0.00000000
-5.18959480,1.43620904,0.37764505,0.66269169,0.00302430,0.08323980,0.26710955,0.17524273,0.75865263,0.00000000
-5.18359180,1.35919163,0.35435587,0.63497557,0.00271158,0.07744536,0.24928107,0.16341601,0.71627340,0.00000000
-5.17758879,1.28036214,0.33076574,0.60573304,0.00242492,0.07164369,0.23150425,0.15153839,0.67307818,0.00000000
-5.17158579,1.20064057,0.30718660,0.57527227,0.00216274,0.06591475,0.21402309,0.13975542,0.62956473,0.00000000
-5.16558279,1.12097233,0.28393113,0.54393399,0.00192356,0.06033567,0.19707825,0.12820829,0.58623965,0.00000000
-5.15957979,1.04230872,0.26130628,0.51208399,0.00170606,0.05497931,0.18090262,0.11703070,0.54360772,0.00000000
-5.15357679,0.96558896,0.23960761,0.48010522,0.00150907,0.04991332,0.16571780,0.10634640,0.50216203,0.00000000
-5.14757379,0.89172413,0.21911453,0.44838985,0.00133153,0.04519931,0.15173135,0.09626715,0.46237541,0.00000000
-5.14157079,0.82158371,0.20008670,0.41733158,0.00117250,0.04089253,0.13913489,0.08689146,0.42469317,0.00000000
-5.13556778,0.75598456,0.18276148,0.38731852,0.00103117,0.03704172,0.12810287,0.07830388,0.38952744,0.00000000
-5.12956478,0.69568259,0.16735230,0.35872672,0.00090680,0.03368927,0.11879200,0.07057481,0.35725294,0.00000000
-5.12356178,0.64136683,0.15404797,0.33191457,0.00079873,0.03087157,0.11134104,0.06376080,0.32820410,0.00000000
-5.11755878,0.59365542,0.14301267,0.30721796,0.00070640,0.02861947,0.10587082,0.05790524,0.30267339,0.00000000
-5.11155578,0.55309328,0.13438632,0.28494639,0.00062929,0.02695881,0.10248433,0.05303927,0.28091045,0.00000000
-5.10555278,0.52015064,0.12828516,0.26537980,0.00056698,0.02591094,0.10126650,0.04918279,0.26312184,0.00000000
-5.09954977,0.49522215,0.12480236,0.24876599,0.00051907,0.02549313,0.10228379,0.04634558,0.24947111,0.00000000
-5.09354677,0.47862568,0.12400833,0.23531858,0.00048526,0.02571885,0.10558325,0.04452823,0.24007880,0.00000000
-5.08754377,0.47060079,0.12595057,0.22521533,0.00046530,0.02659789,0.11119100,0.04372298,0.23502224,0.00000000
-5.08154077,0.47130605,0.13065308,0.21859655,0.00045901,0.02813618,0.11911027,0.04391433,0.23433488,0.00000000
-5.07553777,0.48081546,0.13811510,0.21556364,0.00046626,0.03033550,0.12931888,0.04507939,0.23800525,0.00000000
-5.06953477,0.49911358,0.14830933,0.21617750,0.00048696,0.03319285,0.14176642,0.04718797,0.24597524,0.00000000
-5.06353177,0.52608979,0.16117967,0.22045697,0.00052108,0.03669971,0.15637128,0.05020244,0.25813818,0.00000000
-5.05752876,0.56153187,0.17663867,0.22837698,0.00056861,0.04084115,0.17301765,0.05407743,0.27433653,0.00000000
-5.05152576,0.60511941,0.19456484,0.23986690,0.00062953,0.04559479,0.19155301,0.05875936,0.29435974,0.00000000
-5.04552276,0.65641776,0.21480025,0.25480875,0.00070380,0.05092982,0.21178614,0.06418602,0.31794243,0.00000000
-5.03951976,0.71487304,0.23714848,0.27303585,0.00079136,0.05680609,0.23348610,0.07028606,0.34476333,0.00000000
-5.03351676,0.77980926,0.26137350,0.29433180,0.00089204,0.06317329,0.25638246,0.07697881,0.37444526,0.00000000
-5.02751376,0.85042793,0.28719951,0.31843018,0.00100555,0.06997049,0.28016686,0.08417414,0.40655663,0.00000000
-5.02151076,0.92581124,0.31431219,0.34501520,0.00113150,0.07712590,0.30449622,0.09177282,0.44061463,0.00000000
-5.01550775,1.00492903,0.34236146,0.37372342,0.00126926,0.08455709,0.32899765,0.09966708,0.47609045,0.00000000
-5.00950475,1.08665023,0.37096592,0.40414689,0.00141804,0.09217163,0.35327496,0.10774173,0.51241651,0.00000000
-5.00350175,1.16975868,0.39971900,0.43583772,0.00157678,0.09986819,0.37691674,0.11587563,0.54899592,0.00000000
-4.99749875,1.25297362,0.42819679,0.46831424,0.00174420,0.10753815,0.39950588,0.12394357,0.58521384,0.00000000
-4.99149575,1.33497416,0.45596725,0.50106876,0.00191874,0.11506764,0.42063001,0.13181865,0.62045061,0.00000000
-4.98549275,1.41442753,0.48260082,0.53357677,0.00209855,0.12234000,0.43989270,0.13937478,0.65409631,0.00000000
-4.97948974,1.49001998,0.50768174,0.56530759,0.00228158,0.12923854,0.45692483,0.14648964,0.68556614,0.00000000
-4.97348674,1.56048959,0.53081996,0.59573600,0.00246548,0.13564962,0.47139571,0.15304757,0.71431611,0.00000000
-4.96748374,1.62465958,0.55166285,0.62435471,0.00264776,0.14146575,0.48302343,0.15894260,0.73985846,0.00000000
-4.96148074,1.68147094,0.56990654,0.65068714,0.00282573,0.14658875,0.49158394,0.16408128,0.76177607,0.00000000
-4.95547774,1.73001305,0.58530603,0.67430016,0.00299661,0.15093275,0.49691844,0.16838528,0.77973518,0.00000000
-4.94947474,1.76955093,0.59768383,0.69481627,0.00315761,0.15442692,0.49893876,0.17179367,0.79349593,0.00000000
-4.94347174,1.79954796,0.60693652,0.71192477,0.00330593,0.15701777,0.49763035,0.17426460,0.80292007,0.00000000
-4.93746873,1.81968297,0.61303903,0.72539136,0.00343894,0.15867097,0.49305283,0.17577658,0.80797551,0.00000000
-4.93146573,1.82986104,0.61604620,0.73506602,0.00355417,0.15937256,0.48533802,0.17632897,0.80873746,0.00000000
-4.92546273,1.83021730,0.61609171,0.74088853,0.00364942,0.15912951,0.47468551,0.17594192,0.80538590,0.00000000
-4.91945973,1.82111363,0.61338410,0.74289155,0.00372285,0.15796950,0.46135603,0.17465555,0.79819968,0.00000000
-4.91345673,1.80312832,0.60820031,0.74120111,0.00377304,0.15594016,0.44566291,0.17252860,0.78754724,0.00000000
-4.90745373,1.77703906,0.60087670,0.73603440,0.00379902,0.15310747,0.42796200,0.16963638,0.77387443,0.00000000
-4.90145073,1.74380006,0.59179818,0.72769497,0.00380034,0.14955371,0.40864050,0.16606824,0.75768997,0.00000000
-4.89544772,1.70451405,0.58138564,0.71656551,0.00377707,0.14537482,0.38810527,0.16192472,0.73954908,0.00000000
-4.88944472,1.66040055,0.57008248,0.70309849,0.00372982,0.14067738,0.36677102,0.15731430,0.72003594,0.00000000
-4.88344172,1.61276147,0.55834058,0.68780498,0.00365973,0.13557535,0.34504887,0.15235003,0.69974586,0.00000000
-4.87743872,1.56294545,0.54660641,0.67124204,0.00356846,0.13018667,0.32333575,0.14714622,0.67926766,0.00000000
-4.87143572,1.51231227,0.53530778,0.65399924,0.00345811,0.12462981,0.30200494,0.14181514,0.65916705,0.00000000
-4.86543272,1.46219854,0.52484178,0.63668458,0.00333115,0.11902056,0.28139805,0.13646397,0.63997158,0.00000000
-4.85942971,1.41388575,0.51556426,0.61991032,0.00319043,0.11346899,0.26181867,0.13119214,0.62215767,0.00000000
-4.85342671,1.36857159,0.50778123,0.60427918,0.00303899,0.10807679,0.24352762,0.12608905,0.60613999,0.00000000
-4.84742371,1.32734532,0.50174244,0.59037113,0.00288006,0.10293506,0.22674001,0.12123227,0.59226358,0.00000000
-4.84142071,1.29116736,0.49763704,0.57873113,0.00271691,0.09812250,0.21162387,0.11668631,0.58079860,0.00000000
-4.83541771,1.26085367,0.49559161,0.56985796,0.00255280,0.09370422,0.19830030,0.11250183,0.57193784,0.00000000
-4.82941471,1.23706447,0.49567017,0.56419431,0.00239088,0.08973091,0.18684482,0.10871547,0.56579672,0.00000000
-4.82341171,1.22029749,0.49787604,0.56211824,0.00223407,0.08623863,0.17728984,0.10535011,0.56241547,0.00000000
-4.81740870,1.21088491,0.50215540,0.56393587,0.00208508,0.08324894,0.16962787,0.10241551,0.56176325,0.00000000
-4.81140570,1.20899394,0.50840193,0.56987549,0.00194625,0.08076942,0.16381534,0.09990939,0.56374373,0.00000000
-4.80540270,1.21463013,0.51646249,0.58008291,0.00181958,0.07879457,0.15977663,0.09781870,0.56820166,0.00000000
-4.79939970,1.22764310,0.52614323,0.59461801,0.00170663,0.07730690,0.15740835,0.09612114,0.57493020,0.00000000
-4.79339670,1.24773407,0.53721603,0.61345258,0.00160856,0.07627819,0.15658349,0.09478666,0.58367843,0.00000000
-4.78739370,1.27446482,0.54942482,0.63646934,0.00152608,0.07567093,0.15715550,0.09377914,0.59415889,0.00000000
-4.78139070,1.30726784,0.56249169,0.66346221,0.00145946,0.07543978,0.15896204,0.09305790,0.60605483,0.00000000
-4.77538769,1.34545735,0.57612266,0.69413793,0.00140857,0.07553306,0.16182862,0.09257915,0.61902707,0.00000000
-4.76938469,1.38824133,0.59001293,0.72811908,0.00137286,0.07589418,0.16557184,0.09229725,0.63272039,0.00000000
-4.76338169,1.43473441,0.60385180,0.76494862,0.00135144,0.07646314,0.17000255,0.09216593,0.64676938,0.00000000
-4.75737869,1.48397190,0.61732716,0.80409608,0.00134309,0.07717786,0.17492872,0.09213914,0.66080405,0.00000000
-4.75137569,1.53492500,0.63012972,0.84496545,0.00134634,0.07797552,0.18015828,0.09217193,0.67445494,0.00000000
-4.74537269,1.58651734,0.64195715,0.88690479,0.00135948,0.07879385,0.18550181,0.09222101,0.68735824,0.00000000
-4.73936968,1.63764288,0.65251810,0.92921759,0.00138066,0.07957227,0.19077529,0.09224530,0.69916076,0.00000000
-4.73336668,1.68718532,0.66153636,0.97117571,0.00140790,0.08025313,0.19580276,0.09220633,0.70952502,0.00000000
-4.72736368,1.73403853,0.66875506,1.01203372,0.00143918,0.08078271,0.20041898,0.09206856,0.71813440,0.00000000
-4.72136068,1.77712808,0.67394106,1.05104440,0.00147251,0.08111229,0.20447203,0.09179966,0.72469841,0.00000000
-4.71535768,1.81543315,0.67688931,1.08747486,0.00150593,0.08119909,0.20782583,0.09137084,0.72895798,0.00000000
-4.70935468,1.84800834,0.67742729,1.12062306,0.00153760,0.08100707,0.21036249,0.09075704,0.73069074,0.00000000
-4.70335168,1.87400480,0.67541911,1.14983400,0.00156582,0.08050768,0.21198436,0.08993725,0.72971589,0.00000000
-4.69734867,1.89268975,0.67076932,1.17451518,0.00158910,0.07968043,0.21261576,0.08889473,0.72589872,0.00000000
-4.69134567,1.90346392,0.66342607,1.19415073,0.00160614,0.07851327,0.21220425,0.08761730,0.71915434,0.00000000
-4.68534267,1.90587586,0.65338343,1.20831372,0.00161591,0.07700288,0.21072144,0.08609757,0.70945049,0.00000000
-4.67933967,1.89963285,0.64068279,1.21667623,0.00161761,0.07515462,0.20816319,0.08433310,0.69680913,0.00000000
-4.67333667,1.88460772,0.62541301,1.21901681,0.00161073,0.07298237,0.20454919,0.08232659,0.68130677,0.00000000
-4.66733367,1.86084130,0.60770939,1.21522507,0.00159500,0.07050817,0.19992198,0.08008594,0.66307333,0.00000000
-4.66133067,1.82854053,0.58775133,1.20530334,0.00157041,0.06776159,0.19434539,0.07762424,0.64228956,0.00000000
-4.65532766,1.78807212,0.56575875,1.18936529,0.00153718,0.06477899,0.18790244,0.07495965,0.61918304,0.00000000
-4.64932466,1.73995225,0.54198745,1.16763181,0.00149576,0.06160262,0.18069281,0.07211525,0.59402289,0.00000000
-4.64332166,1.68483267,0.51672344,1.14042418,0.00144677,0.05827964,0.17282997,0.06911875,0.56711341,0.00000000
