energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.32766383,4.85280320,0.01025075,0.72784628,1.95449698,1.45111208,0.01832242,2.25366122,1.13980333,0.68445973
-5.32166083,4.98139609,0.01051860,0.73378033,2.00349842,1.49763194,0.01849323,2.32538195,1.17555928,0.69752905
-5.31565783,5.09689838,0.01073064,0.73665379,2.04501228,1.54110454,0.01857951,2.39162904,1.20797109,0.70881932
-5.30965483,5.19798858,0.01088222,0.73631973,2.07848554,1.58108918,0.01857821,2.45177553,1.23660354,0.71819439
-5.30365183,5.28358137,0.01096989,0.73269454,2.10351499,1.61719356,0.01848778,2.50529156,1.26108228,0.72555061
-5.29764882,5.35284393,0.01099145,0.72575951,2.11985508,1.64907856,0.01830824,2.55175161,1.28110252,0.73081873
-5.29164582,5.40520416,0.01094606,0.71556059,2.12742089,1.67646134,0.01804126,2.59083804,1.29643557,0.73396467
-5.28564282,5.44035055,0.01083424,0.70220622,2.12628596,1.69911678,0.01769005,2.62234070,1.30693287,0.73498894
-5.27963982,5.45822385,0.01065788,0.68586352,2.11667516,1.71687721,0.01725934,2.64615295,1.31252732,0.73392481
-5.27363682,5.45900134,0.01042011,0.66675271,2.09895281,1.72963074,0.01675526,2.66226425,1.31323193,0.73083540
-5.26763382,5.44307449,0.01012525,0.64514024,2.07360662,1.73731820,0.01618508,2.67075006,1.30913589,0.72580976
-5.26163082,5.41102164,0.00977864,0.62133060,2.04122823,1.73992927,0.01555711,2.67175969,1.30039830,0.71895819
-5.25562781,5.36357717,0.00938645,0.59565736,2.00249124,1.73749791,0.01488041,2.66550291,1.28724006,0.71040714
-5.24962481,5.30159892,0.00895550,0.56847366,1.95812768,1.73009751,0.01416453,2.65223633,1.26993414,0.70029380
-5.24362181,5.22603565,0.00849300,0.54014258,1.90890411,1.71783622,0.01341933,2.63225020,1.24879507,0.68876098
-5.23761881,5.13789611,0.00800642,0.51102760,1.85559824,1.70085254,0.01265470,2.60585665,1.22416790,0.67595215
-5.23161581,5.03822126,0.00750320,0.48148370,1.79897727,1.67931160,0.01188036,2.57337971,1.19641738,0.66200727
-5.22561281,4.92806065,0.00699058,0.45184924,1.73977850,1.65340222,0.01110567,2.53514791,1.16591774,0.64705936
-5.21960980,4.80845378,0.00647546,0.42243890,1.67869319,1.62333474,0.01033949,2.49148943,1.13304348,0.63123193
-5.21360680,4.68041691,0.00596419,0.39353797,1.61635393,1.58933985,0.00959003,2.44272997,1.09816162,0.61463757
-5.20760380,4.54493512,0.00546253,0.36539797,1.55332591,1.55166799,0.00886481,2.38919312,1.06162543,0.59737735
-5.20160080,4.40295936,0.00497548,0.33823378,1.49010206,1.51058946,0.00817057,2.33120296,1.02376990,0.57954125
-5.19559780,4.25540774,0.00450730,0.31222218,1.42710189,1.46639475,0.00751326,2.26908816,0.98490884,0.56120930
-5.18959480,4.10317008,0.00406144,0.28750182,1.36467371,1.41939501,0.00689807,2.20318720,0.94533354,0.54245344
-5.18359180,3.94711464,0.00364056,0.26417438,1.30309965,1.36992229,0.00632945,2.13385382,0.90531279,0.52333965
-5.17758879,3.78809573,0.00324658,0.24230681,1.24260290,1.31832928,0.00581115,2.06146222,0.86509388,0.50393043
-5.17158579,3.62696120,0.00288070,0.22193445,1.18335647,1.26498834,0.00534626,1.98641112,0.82490447,0.48428719
-5.16558279,3.46455861,0.00254348,0.20306476,1.12549270,1.21028969,0.00493729,1.90912647,0.78495482,0.46447247
-5.15957979,3.30173927,0.00223493,0.18568140,1.06911299,1.15463849,0.00458619,1.83006216,0.74544015,0.44455177
-5.15357679,3.13935951,0.00195455,0.16974852,1.01429684,1.09845103,0.00429442,1.74969857,0.70654285,0.42459496
-5.14757379,2.97827885,0.00170146,0.15521499,0.96111008,1.04214986,0.00406293,1.66853902,0.66843423,0.40467705
-5.14157079,2.81935491,0.00147446,0.14201835,0.90961143,0.98615804,0.00389223,1.58710399,0.63127575,0.38487834
-5.13556778,2.66343529,0.00127211,0.13008843,0.85985759,0.93089283,0.00378232,1.50592356,0.59521949,0.36528406
-5.12956478,2.51134686,0.00109280,0.11935045,0.81190628,0.87675895,0.00373270,1.42552834,0.56040793,0.34598340
-5.12356178,2.36388310,0.00093483,0.10972760,0.76581763,0.82414166,0.00374235,1.34643946,0.52697299,0.32706805
-5.11755878,2.22179023,0.00079644,0.10114294,0.72165382,0.77340015,0.00380964,1.26915801,0.49503454,0.30863044
-5.11155578,2.08575299,0.00067587,0.09352086,0.67947719,0.72486134,0.00393232,1.19415464,0.46469837,0.29076174
-5.10555278,1.95638095,0.00057139,0.08678793,0.63934733,0.67881458,0.00410744,1.12185975,0.43605394,0.27354977
-5.09954977,1.83419631,0.00048135,0.08087328,0.60131730,0.63550723,0.00433131,1.05265486,0.40917201,0.25707696
-5.09354677,1.71962371,0.00040415,0.07570870,0.56542950,0.59514166,0.00459948,0.98686547,0.38410252,0.24141842
-5.08754377,1.61298286,0.00033834,0.07122837,0.53171153,0.55787346,0.00490672,0.92475581,0.36087266,0.22664039
-5.08154077,1.51448438,0.00028252,0.06736852,0.50017238,0.52381118,0.00524701,0.86652567,0.33948562,0.21279894
-5.07553777,1.42422901,0.00023545,0.06406693,0.47079941,0.49301740,0.00561361,0.81230936,0.31991993,0.19993911
-5.06953477,1.34221042,0.00019598,0.06126255,0.44355608,0.46551115,0.00599908,0.76217683,0.30212961,0.18809445
-5.06353177,1.26832123,0.00016307,0.05889518,0.41838101,0.44127151,0.00639546,0.71613682,0.28604513,0.17728705
-5.05752876,1.20236217,0.00013579,0.05690525,0.39518802,0.42024212,0.00679430,0.67414174,0.27157524,0.16752785
-5.05152576,1.14405361,0.00011333,0.05523392,0.37386760,0.40233645,0.00718693,0.63609407,0.25860959,0.15881735
-5.04552276,1.09304909,0.00009494,0.05382327,0.35428936,0.38744339,0.00756456,0.60185384,0.24702198,0.15114660
-5.03951976,1.04894991,0.00007998,0.05261675,0.33630565,0.37543301,0.00791855,0.57124684,0.23667427,0.14449826
-5.03351676,1.01132027,0.00006790,0.05155977,0.31975585,0.36616209,0.00824061,0.54407313,0.22742057,0.13884786
-5.02751376,0.97970193,0.00005820,0.05060044,0.30447139,0.35947923,0.00852300,0.52011546,0.21911167,0.13416499
-5.02151076,0.95362794,0.00005047,0.04969042,0.29028096,0.35522916,0.00875881,0.49914713,0.21159951,0.13041437
-5.01550775,0.93263460,0.00004435,0.04878576,0.27701588,0.35325622,0.00894209,0.48093917,0.20474133,0.12755683
-5.00950475,0.91627139,0.00003953,0.04784767,0.26451514,0.35340682,0.00906806,0.46526635,0.19840351,0.12555003
-5.00350175,0.90410827,0.00003575,0.04684331,0.25263000,0.35553073,0.00913327,0.45191199,0.19246485,0.12434890
-4.99749875,0.89574039,0.00003280,0.04574631,0.24122792,0.35948145,0.00913565,0.44067137,0.18681914,0.12390590
-4.99149575,0.89079007,0.00003050,0.04453720,0.23019561,0.36511545,0.00907460,0.43135377,0.18137696,0.12417098
-4.98549275,0.88890636,0.00002871,0.04320357,0.21944111,0.37229077,0.00895096,0.42378323,0.17606670,0.12509139
-4.97948974,0.88976234,0.00002729,0.04174005,0.20889487,0.38086488,0.00876699,0.41779803,0.17083473,0.12661128
-4.97348674,0.89305085,0.00002617,0.04014796,0.19850977,0.39069232,0.00852628,0.41324926,0.16564483,0.12867132
-4.96748374,0.89847902,0.00002526,0.03843489,0.18826026,0.40162224,0.00823355,0.40999865,0.16047690,0.13120825
-4.96148074,0.90576232,0.00002449,0.03661394,0.17814060,0.41349614,0.00789457,0.40791585,0.15532514,0.13415459
-4.95547774,0.91461870,0.00002383,0.03470290,0.16816236,0.42614617,0.00751586,0.40687563,0.15019577,0.13743847
-4.94947474,0.92476340,0.00002324,0.03272324,0.15835147,0.43939407,0.00710454,0.40675511,0.14510446,0.14098379
-4.94347174,0.93590502,0.00002270,0.03069907,0.14874485,0.45305101,0.00666806,0.40743134,0.14007367,0.14471057
-4.93746873,0.94774304,0.00002217,0.02865605,0.13938694,0.46691842,0.00621396,0.40877937,0.13512994,0.14853569
-4.93146573,0.95996721,0.00002165,0.02662034,0.13032618,0.48078974,0.00574971,0.41067110,0.13030140,0.15237393
-4.92546273,0.97225876,0.00002112,0.02461759,0.12161178,0.49445318,0.00528242,0.41297474,0.12561552,0.15613935
-4.91945973,0.98429344,0.00002058,0.02267204,0.11329072,0.50769521,0.00481874,0.41555515,0.12109719,0.15974681
-4.91345673,0.99574608,0.00002003,0.02080575,0.10540525,0.52030465,0.00436468,0.41827481,0.11676722,0.16311381
-4.90745373,1.00629644,0.00001945,0.01903795,0.09799086,0.53207718,0.00392551,0.42099548,0.11264130,0.16616233
-4.90145073,1.01563584,0.00001886,0.01738463,0.09107484,0.54281993,0.00350568,0.42358023,0.10872936,0.16882067
-4.89544772,1.02347417,0.00001824,0.01585818,0.08467535,0.55235588,0.00310879,0.42589589,0.10503532,0.17102525
-4.88944472,1.02954680,0.00001760,0.01446730,0.07880109,0.56052790,0.00273757,0.42781553,0.10155730,0.17272212
-4.88344172,1.03362096,0.00001694,0.01321700,0.07345140,0.56720227,0.00239393,0.42922096,0.09828802,0.17386831
-4.87743872,1.03550127,0.00001627,0.01210874,0.06861684,0.57227133,0.00207899,0.43000502,0.09521551,0.17443273
-4.87143572,1.03503420,0.00001560,0.01114075,0.06428012,0.57565544,0.00179316,0.43007362,0.09232403,0.17439678
-4.86543272,1.03211119,0.00001493,0.01030833,0.06041733,0.57730406,0.00153621,0.42934739,0.08959504,0.17375451
-4.85942971,1.02667068,0.00001427,0.00960435,0.05699935,0.57719609,0.00130741,0.42776289,0.08700828,0.17251246
-4.85342671,1.01869878,0.00001364,0.00901975,0.05399343,0.57533955,0.00110557,0.42527355,0.08454284,0.17068909
-4.84742371,1.00822908,0.00001306,0.00854401,0.05136479,0.57177072,0.00092918,0.42185013,0.08217820,0.16831397
-4.84142071,0.99534164,0.00001255,0.00816579,0.04907829,0.56655302,0.00077652,0.41748100,0.07989525,0.16542670
-4.83541771,0.98016142,0.00001212,0.00787336,0.04709999,0.55977560,0.00064569,0.41217213,0.07767720,0.16207569
-4.82941471,0.96285640,0.00001182,0.00765520,0.04539866,0.55155198,0.00053474,0.40594693,0.07551044,0.15831689
-4.82341171,0.94363564,0.00001166,0.00750045,0.04394717,0.54201873,0.00044173,0.39884607,0.07338527,0.15421239
-4.81740870,0.92274728,0.00001169,0.00739934,0.04272374,0.53133431,0.00036478,0.39092717,0.07129656,0.14982919
-4.81140570,0.90047660,0.00001195,0.00734358,0.04171296,0.51967798,0.00030209,0.38226440,0.06924432,0.14523792
-4.80540270,0.87714405,0.00001249,0.00732670,0.04090671,0.50724887,0.00025204,0.37294809,0.06723411,0.14051172
-4.79939970,0.85310315,0.00001335,0.00734428,0.04030479,0.49426487,0.00021312,0.36308418,0.06527734,0.13572521
-4.79339670,0.82873797,0.00001460,0.00739415,0.03991539,0.48096143,0.00018403,0.35279339,0.06339151,0.13095349
-4.78739370,0.80446001,0.00001629,0.00747646,0.03975528,0.46758993,0.00016362,0.34221023,0.06160019,0.12627126
-4.78139070,0.78070423,0.00001850,0.00759379,0.03984975,0.45441539,0.00015093,0.33148155,0.05993290,0.12175193
-4.77538769,0.75792385,0.00002129,0.00775102,0.04023235,0.44171355,0.00014513,0.32076473,0.05842480,0.11746676
-4.76938469,0.73658394,0.00002474,0.00795525,0.04094427,0.42976696,0.00014557,0.31022528,0.05711620,0.11348391
-4.76338169,0.71715342,0.00002892,0.00821560,0.04203350,0.41886015,0.00015170,0.30003404,0.05605180,0.10986751
-4.75737869,0.70009571,0.00003393,0.00854294,0.04355377,0.40927381,0.00016309,0.29036386,0.05527980,0.10667659
-4.75137569,0.68585805,0.00003983,0.00894952,0.04556313,0.40127804,0.00017940,0.28138583,0.05485080,0.10396397
-4.74537269,0.67485968,0.00004669,0.00944863,0.04812238,0.39512488,0.00020033,0.27326524,0.05481645,0.10177517
-4.73936968,0.66747935,0.00005460,0.01005412,0.05129331,0.39104038,0.00022565,0.26615734,0.05522804,0.10014725
-4.73336668,0.66404261,0.00006360,0.01077993,0.05513675,0.38921636,0.00025512,0.26020312,0.05613488,0.09910770
-4.72736368,0.66480948,0.00007374,0.01163958,0.05971059,0.38980247,0.00028852,0.25552527,0.05758267,0.09867352
-4.72136068,0.66996308,0.00008507,0.01264568,0.06506773,0.39289882,0.00032559,0.25222453,0.05961183,0.09885039
-4.71535768,0.67959994,0.00009758,0.01380943,0.07125413,0.39854955,0.00036606,0.25037670,0.06225590,0.09963217
-4.70935468,0.69372256,0.00011129,0.01514015,0.07830702,0.40673795,0.00040960,0.25003038,0.06554003,0.10100068
-4.70335168,0.71223486,0.00012614,0.01664487,0.08625336,0.41738328,0.00045583,0.25120563,0.06947970,0.10292583
-4.69734867,0.73494090,0.00014209,0.01832798,0.09510860,0.43033977,0.00050430,0.25389376,0.07407969,0.10536622
-4.69134567,0.76154732,0.00015904,0.02019102,0.10487591,0.44539795,0.00055453,0.25805813,0.07933340,0.10827012
-4.68534267,0.79166955,0.00017688,0.02223249,0.11554587,0.46228839,0.00060597,0.26363621,0.08522255,0.11157692
-4.67933967,0.82484185,0.00019546,0.02444786,0.12709673,0.48068799,0.00065802,0.27054254,0.09171731,0.11521891
-4.67333667,0.86053095,0.00021459,0.02682964,0.13949520,0.50022855,0.00071008,0.27867286,0.09877687,0.11912348
-4.66733367,0.89815286,0.00023407,0.02936764,0.15269782,0.52050745,0.00076151,0.28790888,0.10635057,0.12321558
-4.66133067,0.93709221,0.00025366,0.03204928,0.16665288,0.54110006,0.00081167,0.29812378,0.11437936,0.12742031
-4.65532766,0.97672350,0.00027312,0.03486006,0.18130271,0.56157339,0.00085996,0.30918801,0.12279769,0.13166560
-4.64932466,1.01643316,0.00029219,0.03778412,0.19658637,0.58150046,0.00090581,0.32097515,0.13153578,0.13588491
-4.64332166,1.05564152,0.00031057,0.04080478,0.21244253,0.60047472,0.00094874,0.33336764,0.14052205,0.14001962
