energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.78989495,0.66751110,0.14494457,0.24738115,0.00589335,0.01160956,0.16828169,0.00430789,0.31451022
-5.78389195,0.64543016,0.13853771,0.23808366,0.00629801,0.01035420,0.16329153,0.00405620,0.30533528
-5.77788894,0.62341854,0.13236475,0.22864804,0.00669637,0.00933529,0.15853036,0.00387973,0.29592187
-5.77188594,0.60173403,0.12646942,0.21923009,0.00708300,0.00854756,0.15405726,0.00377895,0.28638500
-5.76588294,0.58066648,0.12090595,0.20999843,0.00745240,0.00798923,0.14991388,0.00375529,0.27685330
-5.75987994,0.56053583,0.11573766,0.20113329,0.00779912,0.00766206,0.14612504,0.00381119,0.26746796
-5.75387694,0.54169012,0.11103580,0.19282522,0.00811798,0.00757144,0.14270026,0.00395014,0.25838156
-5.74787394,0.52450323,0.10687835,0.18527364,0.00840425,0.00772628,0.13963597,0.00417667,0.24975701
-5.74187094,0.50937224,0.10334895,0.17868518,0.00865383,0.00813891,0.13691823,0.00449626,0.24176624
-5.73586793,0.49671421,0.10053569,0.17327171,0.00886348,0.00882483,0.13452587,0.00491528,0.23458879
-5.72986493,0.48696211,0.09853002,0.16924805,0.00903096,0.00980240,0.13243360,0.00544084,0.22841007
-5.72386193,0.48055973,0.09742533,0.16682921,0.00915517,0.01109240,0.13061512,0.00608058,0.22341929
-5.71785893,0.47795554,0.09731563,0.16622726,0.00923627,0.01271749,0.12904581,0.00684251,0.21980699
-5.71185593,0.47959532,0.09829382,0.16764777,0.00927575,0.01470161,0.12770507,0.00773464,0.21776213
-5.70585293,0.48591365,0.10045003,0.17128577,0.00927643,0.01706920,0.12657792,0.00876475,0.21746883
-5.69984992,0.49732429,0.10386959,0.17732141,0.00924245,0.01984440,0.12565597,0.00993998,0.21910260
-5.69384692,0.51420973,0.10863106,0.18591540,0.00917922,0.02305017,0.12493769,0.01126650,0.22282639
-5.68784392,0.53691017,0.11480410,0.19720435,0.00909321,0.02670735,0.12442793,0.01274912,0.22878630
-5.68184092,0.56571234,0.12244735,0.21129614,0.00899188,0.03083375,0.12413681,0.01439088,0.23710726
-5.67583792,0.60083846,0.13160642,0.22826563,0.00888340,0.03544327,0.12407816,0.01619276,0.24788880
-5.66983492,0.64243611,0.14231210,0.24815088,0.00877643,0.04054508,0.12426742,0.01815329,0.26120094
-5.66383192,0.69056928,0.15457869,0.27095007,0.00867986,0.04614296,0.12471949,0.02026830,0.27708057
-5.65782891,0.74521114,0.16840288,0.29661948,0.00860254,0.05223480,0.12544637,0.02253075,0.29552838
-5.65182591,0.80623920,0.18376290,0.32507252,0.00855296,0.05881237,0.12645501,0.02493056,0.31650643
-5.64582291,0.87343288,0.20061820,0.35618022,0.00853902,0.06586128,0.12774541,0.02745461,0.33993670
-5.63981991,0.94647417,0.21890975,0.38977309,0.00856773,0.07336127,0.12930910,0.03008678,0.36570041
-5.63381691,1.02495115,0.23856077,0.42564448,0.00864498,0.08128680,0.13112818,0.03280812,0.39363852
-5.62781391,1.10836465,0.25947810,0.46355542,0.00877536,0.08960794,0.13317484,0.03559709,0.42355309
-5.62181091,1.19613773,0.28155403,0.50324075,0.00896195,0.09829144,0.13541161,0.03842992,0.45520978
-5.61580790,1.28762770,0.30466866,0.54441633,0.00920620,0.10730216,0.13779208,0.04128097,0.48834111
-5.60980490,1.38214024,0.32869265,0.58678710,0.00950785,0.11660459,0.14026223,0.04412323,0.52265066
-5.60380190,1.47894505,0.35349034,0.63005559,0.00986490,0.12616444,0.14276214,0.04692881,0.55781794
-5.59779890,1.57729231,0.37892311,0.67393041,0.01027362,0.13595028,0.14522810,0.04966945,0.59350370
-5.59179590,1.67642936,0.40485300,0.71813440,0.01072859,0.14593513,0.14759491,0.05231702,0.62935574
-5.58579290,1.77561686,0.43114643,0.76241186,0.01122280,0.15609778,0.14979826,0.05484405,0.66501480
-5.57978989,1.87414380,0.45767799,0.80653466,0.01174785,0.16642394,0.15177701,0.05722419,0.70012063
-5.57378689,1.97134083,0.48433436,0.85030661,0.01229408,0.17690704,0.15347537,0.05943261,0.73431790
-5.56778389,2.06659158,0.51101814,0.89356617,0.01285082,0.18754864,0.15484475,0.06144637,0.76726201
-5.56178089,2.15934161,0.53765177,0.93618718,0.01340663,0.19835848,0.15584522,0.06324475,0.79862465
-5.55577789,2.24910503,0.56418136,0.97807756,0.01394963,0.20935409,0.15644661,0.06480952,0.82809902
-5.54977489,2.33546887,0.59058049,1.01917638,0.01446774,0.22056005,0.15662911,0.06612508,0.85540479
-5.54377189,2.41809528,0.61685384,1.05944926,0.01494903,0.23200692,0.15638347,0.06717870,0.88029266
-5.53776888,2.49672222,0.64304065,1.09888272,0.01538202,0.24372996,0.15571076,0.06796061,0.90254864
-5.53176588,2.57116265,0.66921779,1.13747777,0.01575599,0.25576761,0.15462174,0.06846408,0.92199784
-5.52576288,2.64130296,0.69550226,1.17524340,0.01606127,0.26816002,0.15313601,0.06868548,0.93850795
-5.51975988,2.70710083,0.72205304,1.21219034,0.01628952,0.28094747,0.15128084,0.06862437,0.95199210
-5.51375688,2.76858286,0.74907167,1.24832564,0.01643395,0.29416899,0.14908992,0.06828346,0.96241123
-5.50775388,2.82584208,0.77680164,1.28364851,0.01648950,0.30786113,0.14660197,0.06766866,0.96977567
-5.50175088,2.87903530,0.80552592,1.31814757,0.01645302,0.32205686,0.14385945,0.06678900,0.97414583
-5.49574787,2.92838021,0.83556249,1.35179972,0.01632332,0.33678471,0.14090713,0.06565663,0.97563195
-5.48974487,2.97415176,0.86725750,1.38457065,0.01610119,0.35206803,0.13779096,0.06428664,0.97439247
-5.48374187,3.01667739,0.90097581,1.41641671,0.01578940,0.36792437,0.13455686,0.06269694,0.97063117
-5.47773887,3.05633059,0.93708889,1.44728779,0.01539256,0.38436481,0.13124975,0.06090804,0.96459277
-5.47173587,3.09352235,0.97596006,1.47713092,0.01491700,0.40139325,0.12791264,0.05894274,0.95655702
-5.46573287,3.12868981,1.01792718,1.50589391,0.01437052,0.41900547,0.12458586,0.05682576,0.94683124
-5.45972986,3.16228208,1.06328349,1.53352857,0.01376220,0.43718790,0.12130635,0.05458334,0.93574153
-5.45372686,3.19474305,1.11225680,1.55999301,0.01310205,0.45591615,0.11810711,0.05224275,0.92362271
-5.44772386,3.22649135,1.16498830,1.58525261,0.01240074,0.47515307,0.11501660,0.04983170,0.91080740
-5.44172086,3.25789824,1.22151163,1.60927939,0.01166929,0.49484671,0.11205836,0.04737781,0.89761463
-5.43571786,3.28926413,1.28173354,1.63204969,0.01091872,0.51492788,0.10925059,0.04490801,0.88433845
-5.42971486,3.32079505,1.34541736,1.65354034,0.01015977,0.53530792,0.10660584,0.04244796,0.87123695
-5.42371186,3.35258051,1.41217046,1.67372347,0.00940265,0.55587651,0.10413086,0.04002146,0.85852256
-5.41770885,3.38457440,1.48143692,1.69256071,0.00865674,0.57650004,0.10182651,0.03765001,0.84635375
-5.41170585,3.41658061,1.55249644,1.70999722,0.00793045,0.59702061,0.09968784,0.03535236,0.83482906
-5.40570285,3.44824496,1.62447030,1.72595637,0.00723104,0.61725620,0.09770443,0.03314418,0.82398352
-5.39969985,3.47905486,1.69633479,1.74033587,0.00656451,0.63700192,0.09586082,0.03103787,0.81378806
-5.39369685,3.50834772,1.76694227,1.75300603,0.00593561,0.65603282,0.09413726,0.02904243,0.80415190
-5.38769385,3.53532860,1.83504947,1.76381075,0.00534777,0.67410820,0.09251066,0.02716355,0.79492794
-5.38169085,3.55909717,1.89935243,1.77257162,0.00480316,0.69097749,0.09095575,0.02540369,0.78592114
-5.37568784,3.57868326,1.95852667,1.77909538,0.00430283,0.70638758,0.08944649,0.02376235,0.77689933
-5.36968484,3.59308983,2.01127128,1.78318448,0.00384673,0.72009135,0.08795753,0.02223647,0.76760624
-5.36368184,3.60134138,2.05635483,1.78465047,0.00343393,0.73185711,0.08646593,0.02082077,0.75777585
-5.35767884,3.60253561,2.09266125,1.78332942,0.00306272,0.74147847,0.08495277,0.01950829,0.74714768
-5.35167584,3.59589546,2.11923330,1.77909846,0.00273081,0.74878411,0.08340486,0.01829088,0.73548196
-5.34567284,3.58081871,2.13531164,1.77189240,0.00243546,0.75364693,0.08181621,0.01715967,0.72257416
-5.33966983,3.55692223,2.14036744,1.76171910,0.00217363,0.75599200,0.08018944,0.01610562,0.70826793
-5.33366683,3.52407803,2.13412685,1.74867246,0.00194215,0.75580273,0.07853681,0.01511990,0.69246603
-5.32766383,3.48243885,2.11658598,1.73294189,0.00173782,0.75312484,0.07688098,0.01419436,0.67513845
-5.32166083,3.43245138,2.08801571,1.71481722,0.00155754,0.74806779,0.07525538,0.01332175,0.65632757
-5.31565783,3.37485597,2.04895583,1.69468848,0.00139837,0.74080339,0.07370409,0.01249607,0.63614990
-5.30965483,3.31067247,2.00019884,1.67303998,0.00125760,0.73156155,0.07228134,0.01171263,0.61479455
-5.30365183,3.24117240,1.94276426,1.65043892,0.00113282,0.72062334,0.07105046,0.01096819,0.59251840
-5.29764882,3.16783886,1.87786451,1.62751858,0.00102192,0.70831151,0.07008248,0.01026093,0.56963822
-5.29164582,3.09231576,1.80686416,1.60495698,0.00092311,0.69497902,0.06945418,0.00959039,0.54652035
-5.28564282,3.01634907,1.73123443,1.58345191,0.00083491,0.68099597,0.06924585,0.00895734,0.52356821
-5.27963982,2.94172269,1.65250499,1.56369365,0.00075616,0.66673573,0.06953872,0.00836360,0.50120839
-5.27363682,2.87019229,1.57221527,1.54633666,0.00068596,0.65256080,0.07041211,0.00781186,0.47987602
-5.26763382,2.80342018,1.49186739,1.53197193,0.00062371,0.63880919,0.07194048,0.00730546,0.45999979
-5.26163082,2.74291436,1.41288247,1.52110121,0.00056900,0.62578196,0.07419036,0.00684818,0.44198767
-5.25562781,2.68997443,1.33656204,1.51411471,0.00052165,0.61373247,0.07721740,0.00644405,0.42621350
-5.24962481,2.64564693,1.26405587,1.51127335,0.00048168,0.60285787,0.08106351,0.00609717,0.41300525
-5.24362181,2.61069174,1.19633689,1.51269643,0.00044925,0.59329318,0.08575432,0.00581156,0.40263515
-5.23761881,2.58556087,1.13418395,1.51835542,0.00042469,0.58510810,0.09129699,0.00559107,0.39531220
-5.23161581,2.57039025,1.07817234,1.52807416,0.00040845,0.57830671,0.09767852,0.00543933,0.39117707
-5.22561281,2.56500442,1.02867188,1.54153540,0.00040114,0.57282995,0.10486460,0.00535969,0.39029968
-5.21960980,2.56893345,0.98585199,1.55829333,0.00040348,0.56856055,0.11279917,0.00535528,0.39267927
-5.21360680,2.58144110,0.94969307,1.57779148,0.00041633,0.56533028,0.12140465,0.00542907,0.39824709
-5.20760380,2.60156239,0.92000301,1.59938510,0.00044070,0.56292886,0.13058295,0.00558390,0.40687130
-5.20160080,2.62814886,0.89643800,1.62236687,0.00047772,0.56111432,0.14021724,0.00582262,0.41836401
-5.19559780,2.65991920,0.87852636,1.64599489,0.00052869,0.55962400,0.15017444,0.00614821,0.43249004
-5.18959480,2.69551297,0.86569441,1.66952152,0.00059503,0.55818596,0.16030848,0.00656382,0.44897700
-5.18359180,2.73354517,0.85729329,1.69222190,0.00067832,0.55653012,0.17046402,0.00707293,0.46752642
-5.17758879,2.77265930,0.85262585,1.71342080,0.00078024,0.55439873,0.18048081,0.00767938,0.48782519
-5.17158579,2.81157676,0.85097265,1.73251681,0.00090261,0.55155583,0.19019825,0.00838736,0.50955717
-5.16558279,2.84914077,0.85161658,1.74900273,0.00104732,0.54779532,0.19946019,0.00920144,0.53241418
-5.15957979,2.88435301,0.85386518,1.76248141,0.00121630,0.54294746,0.20811963,0.01012643,0.55610601
-5.15357679,2.91640183,0.85707049,1.77267646,0.00141147,0.53688357,0.21604319,0.01116724,0.58036908
-5.14757379,2.94468079,0.86064579,1.77943727,0.00163468,0.52951895,0.22311518,0.01232867,0.60497319
-5.14157079,2.96879730,0.86407909,1.78273841,0.00188765,0.52081393,0.22924097,0.01361511,0.62972613
-5.13556778,2.98857076,0.86694308,1.78267335,0.00217186,0.51077318,0.23434964,0.01503019,0.65447585
-5.12956478,3.00402092,0.86890146,1.77944282,0.00248848,0.49944340,0.23839563,0.01657639,0.67911017
-5.12356178,3.01534670,0.86971163,1.77333848,0.00283828,0.48690952,0.24135949,0.01825460,0.70355384
-5.11755878,3.02289690,0.86922381,1.76472263,0.00322150,0.47328971,0.24324751,0.02006364,0.72776324
-5.11155578,3.02713408,0.86737665,1.75400486,0.00363780,0.45872942,0.24409039,0.02199986,0.75171896
-5.10555278,3.02859343,0.86418980,1.74161684,0.00408615,0.44339473,0.24394090,0.02405663,0.77541655
-5.09954977,3.02783880,0.85975355,1.72798647,0.00456474,0.42746533,0.24287076,0.02622407,0.79885608
-5.09354677,3.02541793,0.85421621,1.71351260,0.00507094,0.41112733,0.24096685,0.02848868,0.82203109
-5.08754377,3.02181933,0.84776957,1.69854161,0.00560124,0.39456635,0.23832694,0.03083321,0.84491752
-5.08154077,3.01743300,0.84063331,1.68334708,0.00615125,0.37796101,0.23505513,0.03323655,0.86746341
-5.07553777,3.01251699,0.83303883,1.66811346,0.00671572,0.36147710,0.23125736,0.03567391,0.88958005
-5.06953477,3.00717184,0.82521326,1.65292483,0.00728857,0.34526266,0.22703702,0.03811699,0.91113510
-5.06353177,3.00132408,0.81736441,1.63775908,0.00786297,0.32944411,0.22249099,0.04053444,0.93194835
-5.05752876,2.99471985,0.80966737,1.62248811,0.00843146,0.31412351,0.21770635,0.04289245,0.95179037
-5.05152576,2.98692910,0.80225316,1.60688379,0.00898608,0.29937707,0.21275766,0.04515543,0.97038435
-5.04552276,2.97736010,0.79520019,1.59062961,0.00951856,0.28525477,0.20770521,0.04728692,0.98741125
-5.03951976,2.96528370,0.78852871,1.57333727,0.01002052,0.27178126,0.20259404,0.04925051,1.00251788
-5.03351676,2.94986589,0.78219862,1.55456732,0.01048364,0.25895761,0.19745387,0.05101085,1.01532783
-5.02751376,2.93020710,0.77611052,1.53385288,0.01089995,0.24676413,0.19229980,0.05253474,1.02545462
-5.02151076,2.90538608,0.77011014,1.51072498,0.01126199,0.23516372,0.18713382,0.05379210,1.03251645
-5.01550775,2.87450604,0.76399562,1.48473830,0.01156308,0.22410584,0.18194680,0.05475695,1.03615178
-5.00950475,2.83674064,0.75752739,1.45549595,0.01179749,0.21353065,0.17672103,0.05540826,1.03603506
-5.00350175,2.79137741,0.75044006,1.42267195,0.01196064,0.20337323,0.17143300,0.05573067,1.03189166
-4.99749875,2.73785647,0.74245568,1.38603023,0.01204922,0.19356767,0.16605630,0.05571503,1.02351125
-4.99149575,2.67580246,0.73329768,1.34543945,0.01206134,0.18405075,0.16056445,0.05535869,1.01075913
-4.98549275,2.60504846,0.72270482,1.30088275,0.01199655,0.17476515,0.15493359,0.05466567,0.99358461
-4.97948974,2.52565062,0.71044434,1.25246212,0.01185588,0.16566208,0.14914478,0.05364653,0.97202642
-4.97348674,2.43789316,0.69632386,1.20039752,0.01164184,0.15670317,0.14318597,0.05231805,0.94621456
-4.96748374,2.34228375,0.68020137,1.14502070,0.01135829,0.14786164,0.13705339,0.05070272,0.91636878
-4.96148074,2.23953987,0.66199288,1.08676450,0.01101035,0.13912282,0.13075248,0.04882805,0.88279374
-4.95547774,2.13056705,0.64167750,1.02614818,0.01060425,0.13048395,0.12429832,0.04672570,0.84587109
-4.94947474,2.01643048,0.61929979,0.96375980,0.01014713,0.12195343,0.11771551,0.04443057,0.80604900
-4.94347174,1.89832157,0.59496934,0.90023658,0.00964684,0.11354957,0.11103765,0.04197978,0.76382965
-4.93746873,1.77752138,0.56885780,0.83624444,0.00911173,0.10529897,0.10430641,0.03941159,0.71975528
-4.93146573,1.65536254,0.54119355,0.77245751,0.00855037,0.09723469,0.09757041,0.03676444,0.67439345
-4.92546273,1.53319179,0.51225442,0.70953885,0.00797138,0.08939430,0.09088375,0.03407591,0.62832235
-4.91945973,1.41233450,0.48235887,0.64812296,0.00738318,0.08181788,0.08430460,0.03138190,0.58211646
-4.91345673,1.29406269,0.45185617,0.58880087,0.00679379,0.07454619,0.07789362,0.02871579,0.53633343
-4.90745373,1.17956767,0.42111608,0.53210822,0.00621069,0.06761895,0.07171258,0.02610789,0.49150248
-4.90145073,1.06993801,0.39051837,0.47851659,0.00564066,0.06107346,0.06582297,0.02358488,0.44811466
-4.89544772,0.96614331,0.36044292,0.42842812,0.00508968,0.05494340,0.06028487,0.02116951,0.40661529
-4.88944472,0.86902378,0.33126044,0.38217331,0.00456282,0.04925802,0.05515595,0.01888042,0.36739858
-4.88344172,0.77928546,0.30332443,0.34001182,0.00406427,0.04404159,0.05049072,0.01673209,0.33080443
-4.87743872,0.69750055,0.27696433,0.30213557,0.00359728,0.03931314,0.04633996,0.01473496,0.29711737
-4.87143572,0.62411201,0.25248016,0.26867399,0.00316418,0.03508642,0.04275027,0.01289562,0.26656724
-4.86543272,0.55944179,0.23013855,0.23970061,0.00276649,0.03137018,0.03976385,0.01121712,0.23933150
-4.85942971,0.50370151,0.21017018,0.21524057,0.00240494,0.02816843,0.03741830,0.00969935,0.21553866
-4.85342671,0.45700466,0.19276850,0.19527836,0.00207956,0.02548094,0.03574652,0.00833948,0.19527265
-4.84742371,0.41937949,0.17808939,0.17976555,0.00178982,0.02330374,0.03477661,0.00713237,0.17857756
-4.84142071,0.39078158,0.16625186,0.16862774,0.00153470,0.02162961,0.03453170,0.00607112,0.16546260
-4.83541771,0.37110556,0.15733923,0.16177072,0.00131284,0.02044861,0.03502979,0.00514744,0.15590689
-4.82941471,0.36019532,0.15140075,0.15908552,0.00112264,0.01974843,0.03628347,0.00435215,0.14986381
-4.82341171,0.35785248,0.14845350,0.16045216,0.00096234,0.01951479,0.03829958,0.00367557,0.14726492
-4.81740870,0.36384292,0.14848421,0.16574223,0.00083020,0.01973168,0.04107883,0.00310787,0.14802306
-4.81140570,0.37790143,0.15145114,0.17482032,0.00072453,0.02038151,0.04461533,0.00263941,0.15203499
-4.80540270,0.39973479,0.15728577,0.18754454,0.00064381,0.02144524,0.04889625,0.00226102,0.15918320
-4.79939970,0.42902353,0.16589440,0.20376630,0.00058677,0.02290241,0.05390143,0.00196422,0.16933741
-4.79339670,0.46542293,0.17715961,0.22332973,0.00055248,0.02473120,0.05960324,0.00174139,0.18235555
-4.78739370,0.50856373,0.19094179,0.24607097,0.00054040,0.02690840,0.06596657,0.00158594,0.19808469
-4.78139070,0.55805312,0.20708063,0.27181765,0.00055045,0.02940955,0.07294917,0.00149242,0.21636188
-4.77538769,0.61347652,0.22539696,0.30038885,0.00058305,0.03220901,0.08050223,0.00145655,0.23701529
-4.76938469,0.67440051,0.24569474,0.33159574,0.00063920,0.03528013,0.08857136,0.00147533,0.25986561
-4.76338169,0.74037721,0.26776361,0.36524302,0.00072047,0.03859563,0.09709802,0.00154701,0.28472803
-4.75737869,0.81095038,0.29138175,0.40113130,0.00082907,0.04212786,0.10602117,0.00167110,0.31141470
-4.75137569,0.88566296,0.31631929,0.43906028,0.00096784,0.04584939,0.11527938,0.00184835,0.33973773
-4.74537269,0.96406615,0.34234220,0.47883276,0.00114027,0.04973345,0.12481309,0.00208072,0.36951279
-4.73936968,1.04572940,0.36921648,0.52025912,0.00135048,0.05375460,0.13456714,0.00237127,0.40056294
-4.73336668,1.13025096,0.39671265,0.56316222,0.00160320,0.05788926,0.14449319,0.00272408,0.43272278
-4.72736368,1.21726831,0.42461040,0.60738214,0.00190369,0.06211635,0.15455213,0.00314415,0.46584253
-4.72136068,1.30646777,0.45270301,0.65278066,0.00225768,0.06641775,0.16471615,0.00363723,0.49979183
-4.71535768,1.39759254,0.48080166,0.69924494,0.00267126,0.07077868,0.17497035,0.00420966,0.53446302
-4.70935468,1.49044852,0.50873909,0.74669013,0.00315072,0.07518796,0.18531382,0.00486812,0.56977360
-4.70335168,1.58490725,0.53637267,0.79506066,0.00370235,0.07963802,0.19575987,0.00561943,0.60566771
-4.69734867,1.68090549,0.56358659,0.84432985,0.00433230,0.08412476,0.20633552,0.00647026,0.64211627
-4.69134567,1.77844113,0.59029297,0.89449783,0.00504626,0.08864709,0.21708002,0.00742681,0.67911582
-4.68534267,1.87756512,0.61643201,0.94558759,0.00584922,0.09320637,0.22804243,0.00849454,0.71668589
-4.67933967,1.97836979,0.64197081,0.99763926,0.00674517,0.09780551,0.23927833,0.00967778,0.75486488
-4.67333667,2.08097348,0.66690125,1.05070282,0.00773678,0.10244800,0.25084569,0.01097941,0.79370454
-4.66733367,2.18550216,0.69123658,1.10482927,0.00882510,0.10713675,0.26280012,0.01240056,0.83326323
-4.66133067,2.29206868,0.71500718,1.16006086,0.01000926,0.11187284,0.27518963,0.01394023,0.87359811
-4.65532766,2.40075031,0.73825535,1.21642055,0.01128619,0.11665432,0.28804921,0.01559508,0.91475655
-4.64932466,2.51156566,0.76102951,1.27390111,0.01265036,0.12147504,0.30139541,0.01735915,0.95676709
-4.64332166,2.62445181,0.78337790,1.33245461,0.01409364,0.12632353,0.31522135,0.01922370,0.99963033
-4.63731866,2.73924279,0.80534208,1.39198231,0.01560517,0.13118219,0.32949238,0.02117710,1.04331006
-4.63131566,2.85565029,0.82695040,1.45232585,0.01717133,0.13602668,0.34414258,0.02320486,1.08772503
-4.62531266,2.97324768,0.84821181,1.51325983,0.01877583,0.14082556,0.35907265,0.02528963,1.13274184
-4.61930965,3.09145813,0.86911011,1.57448637,0.02039991,0.14554033,0.37414902,0.02741141,1.17816914
-4.61330665,3.20954755,0.88959911,1.63563192,0.02202258,0.15012575,0.38920462,0.02954781,1.22375363
-4.60730365,3.32662306,0.90959864,1.69624649,0.02362104,0.15453058,0.40404122,0.03167440,1.26917802
-4.60130065,3.44163731,0.92899195,1.75580568,0.02517118,0.15869855,0.41843343,0.03376513,1.31406134
-4.59529765,3.55339892,0.94762448,1.81371550,0.02664818,0.16256968,0.43213417,0.03579290,1.35796154
-4.58929465,3.66058918,0.96530415,1.86932001,0.02802708,0.16608185,0.44488155,0.03773004,1.40038072
-4.58329165,3.76178465,0.98180350,1.92191181,0.02928355,0.16917249,0.45640672,0.03954903,1.44077287
-4.57728864,3.85548548,0.99686338,1.97074517,0.03039459,0.17178045,0.46644263,0.04122305,1.47855396
-4.57128564,3.94014865,1.01019850,2.01505157,0.03133919,0.17384784,0.47473313,0.04272670,1.51311443
-4.56528264,4.01422543,1.02150452,2.05405729,0.03209901,0.17532193,0.48104205,0.04403654,1.54383357
-4.55927964,4.07620191,1.03046665,2.08700271,0.03265899,0.17615680,0.48516194,0.04513176,1.57009548
-4.55327664,4.12464148,1.03676943,2.11316265,0.03300785,0.17631495,0.48692193,0.04599464,1.59130626
-4.54727364,4.15822781,1.04010734,2.13186723,0.03313840,0.17576860,0.48619452,0.04661105,1.60691165
-4.54127064,4.17580685,1.04019601,2.14252256,0.03304788,0.17450074,0.48290082,0.04697076,1.61641468
-4.53526763,4.17642640,1.03678335,2.14463050,0.03273798,0.17250583,0.47701408,0.04706775,1.61939258
-4.52926463,4.15937157,1.02966034,2.13780687,0.03221482,0.16979026,0.46856140,0.04690031,1.61551231
-4.52326163,4.12419477,1.01867084,2.12179712,0.03148870,0.16637233,0.45762341,0.04647111,1.60454407
-4.51725863,4.07073893,1.00372013,2.09648915,0.03057382,0.16228203,0.44433215,0.04578711,1.58637207
-4.51125563,3.99915273,0.98478151,2.06192230,0.02948776,0.15756046,0.42886704,0.04485935,1.56100228
-4.50525263,3.90989723,0.96190088,2.01829232,0.02825092,0.15225890,0.41144938,0.04370267,1.52856640
-4.49924962,3.80374320,0.93519885,1.96595185,0.02688590,0.14643780,0.39233540,0.04233532,1.48932223
-4.49324662,3.68175923,0.90487033,1.90540631,0.02541678,0.14016539,0.37180846,0.04077851,1.44364989
