energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.89794897,3.59446402,-3.76075037,2.68375332,-3.58896966,0.94640242,-0.63648038,0.01760321,-0.01312242,0.73666220,-0.61299722,0.02861150,-0.02569605,1.45201100,-1.84572137,0.66410060,-0.87277377,0.19620742,-0.18550062
-5.89194597,3.58797376,-3.85137888,2.67492027,-3.66984890,0.95852844,-0.65151211,0.01698513,-0.01348795,0.76071106,-0.63005295,0.02775100,-0.02708418,1.42149193,-1.88865096,0.65022790,-0.88884971,0.19253470,-0.19183287
-5.88594297,3.57582334,-3.92693106,2.66454909,-3.73415061,0.96888390,-0.66382688,0.01629552,-0.01382008,0.78390569,-0.64409675,0.02678257,-0.02839053,1.38834588,-1.92481541,0.63540692,-0.90173469,0.18839271,-0.19763260
-5.87993997,3.55791808,-3.98627522,2.65224616,-3.78090773,0.97734403,-0.67314096,0.01554481,-0.01411590,0.80600670,-0.65477729,0.02572061,-0.02959575,1.35277882,-1.95384848,0.61968930,-0.91134666,0.18382689,-0.20284337
-5.87393697,3.53421405,-4.02860942,2.63763704,-3.80948489,0.98380183,-0.67925105,0.01474400,-0.01437268,0.82677085,-0.66182876,0.02458050,-0.03068153,1.31503219,-1.97550786,0.60314360,-0.91766277,0.17888637,-0.20741670
-5.86793397,3.50470271,-4.05347424,2.62036633,-3.81959381,0.98816369,-0.68203947,0.01390443,-0.01458784,0.84594996,-0.66508031,0.02337821,-0.03163109,1.27537471,-1.98967345,0.58585271,-0.92071554,0.17362248,-0.21131245
-5.86193097,3.46939626,-4.06075657,2.60009689,-3.81129924,0.99034542,-0.68147692,0.01303745,-0.01475893,0.86329078,-0.66446279,0.02212985,-0.03242957,1.23409358,-1.99634259,0.56791066,-0.92058753,0.16808726,-0.21449913
-5.85592796,3.42831496,-4.05068459,2.57650941,-3.78501528,0.99026890,-0.67762279,0.01215424,-0.01488371,0.87853598,-0.66001267,0.02085131,-0.03306438,1.19148575,-1.99562256,0.54941935,-0.91740499,0.16233206,-0.21695393
-5.84992496,3.38147793,-4.02381449,2.54930299,-3.74149232,0.98785994,-0.67062301,0.01126553,-0.01496013,0.89142673,-0.65187288,0.01955790,-0.03352554,1.14784956,-1.98772100,0.53048531,-0.91133074,0.15640636,-0.21866270
-5.84392196,3.32889846,-3.98100969,2.51819784,-3.68179514,0.98304769,-0.66070564,0.01038143,-0.01498639,0.90170681,-0.64029062,0.01826399,-0.03380587,1.10347738,-1.97293475,0.51121669,-0.90255682,0.15035675,-0.21961984
-5.83791896,3.27058446,-3.92341350,2.48294022,-3.60727312,0.97576569,-0.64817425,0.00951123,-0.01496097,0.90912848,-0.62561209,0.01698281,-0.03390123,1.05864969,-1.95163768,0.49172077,-0.89129701,0.14422620,-0.21982805
-5.83191596,3.20654416,-3.85241650,2.44331021,-3.51952367,0.96595464,-0.63339956,0.00866327,-0.01488276,0.91345982,-0.60827441,0.01572622,-0.03381052,1.01363067,-1.92426818,0.47210209,-0.87777988,0.13805361,-0.21929811
-5.82591296,3.13679685,-3.76961998,2.39913182,-3.42035041,0.95356676,-0.61680944,0.00784484,-0.01475105,0.91449329,-0.58879498,0.01450456,-0.03353576,0.96866553,-1.89131683,0.45246113,-0.86224238,0.13187366,-0.21804857
-5.81990995,3.06138778,-3.67679658,2.35028528,-3.31171744,0.93857144,-0.59887781,0.00706210,-0.01456565,0.91205509,-0.56775868,0.01332659,-0.03308196,0.92397954,-1.85331459,0.43289381,-0.84492443,0.12571684,-0.21610547
-5.81390695,2.98040607,-3.57584970,2.29672059,-3.19570158,0.92096182,-0.58011273,0.00632009,-0.01432694,0.90601489,-0.54580324,0.01219944,-0.03245702,0.87977856,-1.81082219,0.41349149,-0.82606448,0.11960981,-0.21350201
-5.80790395,2.89400415,-3.46877257,2.23847132,-3.07444384,0.90076167,-0.56104400,0.00562267,-0.01403591,0.89629508,-0.52360347,0.01112866,-0.03167143,0.83625081,-1.76442062,0.39434146,-0.80589632,0.11357590,-0.21027831
-5.80190095,2.80241691,-3.35760832,2.17566764,-2.95010188,0.87803213,-0.54221073,0.00497259,-0.01369422,0.88287922,-0.50185456,0.01011829,-0.03073808,0.79356957,-1.71470316,0.37552779,-0.78464701,0.10763570,-0.20648105
-5.79589795,2.70597900,-3.24441156,2.10854720,-2.82480448,0.85287758,-0.52414911,0.00437154,-0.01330421,0.86581877,-0.48125509,0.00917095,-0.02967182,0.75189620,-1.66226882,0.35713234,-0.76253592,0.10180771,-0.20216320
-5.78989495,2.60513841,-3.13121231,2.03746283,-2.70060934,0.82545023,-0.50738060,0.00382024,-0.01286893,0.84523787,-0.46249024,0.00828799,-0.02848917,0.71138328,-1.60771708,0.33923562,-0.73977467,0.09610905,-0.19738365
-5.78389195,2.50046502,-3.01998238,1.96288583,-2.57946479,0.79595282,-0.49240082,0.00331850,-0.01239206,0.82133538,-0.44621532,0.00746966,-0.02720788,0.67217735,-1.55164376,0.32191747,-0.71656789,0.09055600,-0.19220673
-5.77788894,2.39265290,-2.91260463,1.88540435,-2.46317620,0.76463911,-0.47966922,0.00286538,-0.01187791,0.79438418,-0.43304034,0.00671523,-0.02584649,0.63442078,-1.49463774,0.30525736,-0.69311443,0.08516448,-0.18670177
-5.77188594,2.28251568,-2.81084476,1.80571606,-2.35337712,0.73181200,-0.46959969,0.00245927,-0.01133135,0.76472739,-0.42351553,0.00602320,-0.02442396,0.59825271,-1.43727814,0.28933410,-0.66960882,0.07995038,-0.18094239
-5.76588294,2.17097478,-2.71632567,1.72461523,-2.25150560,0.69781904,-0.46255202,0.00209800,-0.01075772,0.73277161,-0.41811828,0.00539143,-0.02295925,0.56380868,-1.38013161,0.27422498,-0.64624264,0.07492966,-0.17500570
-5.75987994,2.05904072,-2.63050410,1.64297424,-2.15878517,0.66304557,-0.45882449,0.00177902,-0.01016270,0.69897743,-0.41724155,0.00481731,-0.02147091,0.53121908,-1.32374940,0.26000434,-0.62320561,0.07011831,-0.16897136
-5.75387694,1.94778816,-2.55464925,1.56172035,-2.07621073,0.62790570,-0.45864728,0.00149943,-0.00955222,0.66384742,-0.42118396,0.00429787,-0.01997678,0.50060632,-1.26866391,0.24674153,-0.60068609,0.06553210,-0.16292038
-5.74787394,1.83832599,-2.48982336,1.48180845,-2.00453866,0.59283143,-0.46217706,0.00125616,-0.00893233,0.62791229,-0.43014157,0.00382993,-0.01849362,0.47208103,-1.21538437,0.23449846,-0.57887083,0.06118620,-0.15693381
-5.74187094,1.73176366,-2.43686403,1.40419107,-1.94428118,0.55826046,-0.46949247,0.00104603,-0.00830905,0.59171568,-0.44420160,0.00341017,-0.01703687,0.44573749,-1.16439171,0.22332684,-0.55794390,0.05709464,-0.15109123
-5.73586793,1.62917578,-2.39636856,1.32978706,-1.89570450,0.52462328,-0.48059087,0.00086582,-0.00768828,0.55579824,-0.46333807,0.00303522,-0.01562045,0.42164869,-1.11613239,0.21326528,-0.53808461,0.05326974,-0.14546906
-5.72986493,1.53156646,-2.36868048,1.25945039,-1.85883070,0.49233007,-0.49538617,0.00071238,-0.00707562,0.52068183,-0.48740951,0.00270172,-0.01425654,0.39986135,-1.07101144,0.20433655,-0.51946462,0.04972148,-0.14013889
-5.72386193,1.43983550,-2.35387885,1.19394050,-1.83344310,0.46175807,-0.51370802,0.00058268,-0.00647630,0.48685433,-0.51615889,0.00240637,-0.01295550,0.38039146,-1.02938478,0.19654508,-0.50224418,0.04645691,-0.13516561
-5.71785893,1.35474797,-2.35177084,1.13389576,-1.81909513,0.43323998,-0.53530250,0.00047383,-0.00589508,0.45475580,-0.54921584,0.00214598,-0.01172583,0.36322053,-0.99155126,0.18987500,-0.48656775,0.04347962,-0.13060572
-5.71185593,1.27690880,-2.36188847,1.07981120,-1.81512276,0.40705386,-0.55983437,0.00038316,-0.00533615,0.42476652,-0.58610126,0.00191743,-0.01057406,0.34829312,-0.95774470,0.18428893,-0.47255925,0.04078938,-0.12650560
-5.70585293,1.20674357,-2.38349022,1.03202159,-1.82066036,0.38341506,-0.58689114,0.00030820,-0.00480309,0.39719725,-0.62623446,0.00171778,-0.00950490,0.33551579,-0.92812654,0.17972757,-0.46031713,0.03838190,-0.12290010
-5.69984992,1.14448630,-2.41556830,0.99069058,-1.83466024,0.36247042,-0.61598901,0.00024674,-0.00429882,0.37228223,-0.66894285,0.00154419,-0.00852120,0.32475776,-0.90277937,0.17611020,-0.44990964,0.03624873,-0.11981125
-5.69384692,1.09017501,-2.45686228,0.95580652,-1.85591567,0.34429492,-0.64658078,0.00019681,-0.00382559,0.35017490,-0.71347411,0.00139397,-0.00762413,0.31585336,-0.88170211,0.17333626,-0.44137063,0.03437749,-0.11724738
-5.68784392,1.04365488,-2.50587951,0.92718492,-1.88308726,0.32889103,-0.67806575,0.00015667,-0.00338498,0.33094649,-0.75901088,0.00126459,-0.00681329,0.30860624,-0.86480699,0.17128783,-0.43469603,0.03275216,-0.11520262
-5.68184092,1.00458908,-2.56092265,0.90447754,-1.91473257,0.31619052,-0.70980158,0.00012486,-0.00297793,0.31458752,-0.80468765,0.00115366,-0.00608685,0.30279528,-0.85191892,0.16983302,-0.42984149,0.03135366,-0.11365683
-5.67583792,0.97247636,-2.62012403,0.88718759,-1.94933843,0.30605881,-0.74111781,0.00010015,-0.00260477,0.30101184,-0.84960961,0.00105894,-0.00544178,0.29818198,-0.84277744,0.16883015,-0.42672126,0.03016059,-0.11257598
-5.66983492,0.94667496,-2.68148668,0.87469031,-1.98535530,0.29830149,-0.77133101,0.00008153,-0.00226526,0.29006313,-0.89287313,0.00097837,-0.00487398,0.29451899,-0.83704136,0.16813256,-0.42520850,0.02915005,-0.11191303
-5.66383192,0.92643124,-2.74293081,0.86625811,-2.02123309,0.29267276,-0.79976100,0.00006827,-0.00195869,0.28152348,-0.93358722,0.00091005,-0.00437853,0.29155950,-0.83429618,0.16759375,-0.42513710,0.02829864,-0.11160929
-5.65782891,0.91091226,-2.80234494,0.86108906,-2.05545742,0.28888545,-0.82574770,0.00005982,-0.00168392,0.27512358,-0.97089553,0.00085226,-0.00394985,0.28906706,-0.83406401,0.16707279,-0.42630505,0.02758353,-0.11159617
-5.65182591,0.89924048,-2.85763989,0.85833759,-2.08658517,0.28662220,-0.84866829,0.00005591,-0.00143946,0.27055419,-1.00399814,0.00080350,-0.00358193,0.28682534,-0.83581594,0.16643956,-0.42847917,0.02698347,-0.11179735
-5.64582291,0.89052942,-2.90680385,0.85714617,-2.11327850,0.28554722,-0.86795377,0.00005648,-0.00122355,0.26747835,-1.03217235,0.00076245,-0.00326846,0.28464750,-0.83898615,0.16557981,-0.43140115,0.02647989,-0.11213115
-5.63981991,0.88391882,-2.94795681,0.85667668,-2.13433598,0.28531850,-0.88310463,0.00006173,-0.00103423,0.26554395,-1.05479196,0.00072801,-0.00300306,0.28238471,-0.84298749,0.16439957,-0.43479464,0.02605781,-0.11251324
-5.63381691,0.87860783,-2.97940197,0.85614025,-2.14871992,0.28559965,-0.89370481,0.00007213,-0.00086940,0.26439617,-1.07134410,0.00069932,-0.00277940,0.27993338,-0.84722783,0.16282898,-0.43837300,0.02570677,-0.11285929
-5.62781391,0.87388517,-2.99967242,0.85482450,-2.15557886,0.28607120,-0.89943352,0.00008842,-0.00072692,0.26368934,-1.08144305,0.00067574,-0.00259133,0.27724098,-0.85112649,0.16082511,-0.44184752,0.02542151,-0.11308772
-5.62181091,0.86915504,-3.00757106,0.85211725,-2.15426464,0.28644093,-0.90007430,0.00011168,-0.00060461,0.26309792,-1.08484060,0.00065688,-0.00243304,0.27430996,-0.85413023,0.15837394,-0.44493571,0.02520257,-0.11312230
-5.61580790,0.86395806,-3.00220229,0.84752577,-2.14434330,0.28645273,-0.89552115,0.00014333,-0.00050034,0.26232617,-1.08143232,0.00064256,-0.00229909,0.27119976,-0.85572804,0.15549116,-0.44736929,0.02505661,-0.11289444
-5.60980490,0.85798643,-2.98299414,0.84069109,-2.12559971,0.28589396,-0.88578119,0.00018518,-0.00041208,0.26111633,-1.07125973,0.00063287,-0.00218455,0.26802678,-0.85546431,0.15222197,-0.44890161,0.02499659,-0.11234527
-5.60380190,0.85109295,-2.94971004,0.83139695,-2.09803581,0.28460090,-0.87097397,0.00023944,-0.00033787,0.25925502,-1.05450801,0.00062810,-0.00208500,0.26496222,-0.85294981,0.14863977,-0.44931411,0.02504171,-0.11142726
-5.59779890,0.84329371,-2.90245001,0.81957315,-2.06186279,0.28246216,-0.85132732,0.00030884,-0.00027593,0.25657773,-1.03149957,0.00062877,-0.00199657,0.26222795,-0.84787018,0.14484393,-0.44842181,0.02521709,-0.11010541
-5.59179590,0.83476441,-2.84164120,0.80529342,-2.01748771,0.27942011,-0.82716996,0.00039658,-0.00022460,0.25297141,-1.00268359,0.00063560,-0.00191600,0.26009044,-0.83999177,0.14095658,-0.44607736,0.02555333,-0.10835793
-5.58579290,0.82583055,-2.76801855,0.78876800,-1.96549525,0.27547022,-0.79892115,0.00050642,-0.00018240,0.24837507,-0.96862203,0.00064948,-0.00184055,0.25885298,-0.82916464,0.13711873,-0.44217387,0.02608572,-0.10617647
-5.57978989,0.81695206,-2.68259658,0.77033138,-1.90662554,0.27065844,-0.76707791,0.00064269,-0.00014803,0.24277850,-0.92997262,0.00067148,-0.00176808,0.25884638,-0.81532294,0.13348568,-0.43664623,0.02685341,-0.10356586
-5.57378689,0.80870279,-2.58663368,0.75042586,-1.84174906,0.26507679,-0.73220024,0.00081031,-0.00012035,0.23621930,-0.88746961,0.00070278,-0.00169692,0.26041851,-0.79848267,0.13022207,-0.42947113,0.02789828,-0.10054341
-5.56778389,0.80174583,-2.48159062,0.72958149,-1.77183968,0.25885737,-0.69489494,0.00101480,-0.00009840,0.22877833,-0.84190287,0.00074471,-0.00162592,0.26392279,-0.77873735,0.12749658,-0.42066586,0.02926376,-0.09713788
-5.56178089,0.79680545,-2.36908514,0.70839349,-1.69794681,0.25216514,-0.65579876,0.00126222,-0.00008141,0.22057396,-0.79409628,0.00079866,-0.00155433,0.26970625,-0.75625173,0.12547653,-0.41028597,0.03099343,-0.09338807
-5.55577789,0.79463679,-2.25084450,0.68749780,-1.62116781,0.24518961,-0.61556143,0.00155918,-0.00006877,0.21175523,-0.74488609,0.00086609,-0.00148182,0.27809717,-0.73125416,0.12432254,-0.39842203,0.03312963,-0.08934130
-5.54977489,0.79599422,-2.12865797,0.66754580,-1.54262125,0.23813609,-0.57482917,0.00191269,-0.00006005,0.20249441,-0.69510000,0.00094850,-0.00140834,0.28939291,-0.70402795,0.12418330,-0.38519576,0.03571193,-0.08505165
-5.54377189,0.80159962,-2.00433093,0.64917924,-1.46342210,0.23121653,-0.53422926,0.00233009,-0.00005501,0.19297916,-0.64553766,0.00104742,-0.00133416,0.30384822,-0.67490229,0.12519075,-0.37075560,0.03877565,-0.08057827
-5.53776888,0.81211166,-1.87964222,0.63300595,-1.38465901,0.22464060,-0.49435617,0.00281889,-0.00005360,0.18340467,-0.59695307,0.00116438,-0.00125976,0.32166433,-0.64424301,0.12745563,-0.35527208,0.04235039,-0.07598363
-5.53176588,0.82809710,-1.75630583,0.61957757,-1.30737436,0.21860720,-0.45575944,0.00338656,-0.00005596,0.17396599,-0.55003938,0.00130090,-0.00118581,0.34297926,-0.61244367,0.13106362,-0.33893311,0.04645858,-0.07133197
-5.52576288,0.85000518,-1.63593813,0.60936964,-1.23254710,0.21329671,-0.41893376,0.00404031,-0.00006243,0.16485093,-0.50541635,0.00145849,-0.00111310,0.36785965,-0.57991724,0.13607215,-0.32193939,0.05111425,-0.06668789
-5.51975988,0.87814599,-1.52003106,0.60276489,-1.16107851,0.20886436,-0.38431133,0.00478680,-0.00007361,0.15623362,-0.46362063,0.00163867,-0.00104257,0.39629444,-0.54708858,0.14250782,-0.30450003,0.05632188,-0.06211510
-5.51375688,0.91267363,-1.40993153,0.60004023,-1.09378078,0.20543488,-0.35225641,0.00563187,-0.00009036,0.14826907,-0.42509896,0.00184292,-0.00097520,0.42819076,-0.51438787,0.15036480,-0.28682859,0.06207547,-0.05767555
-5.50775388,0.95357482,-1.30682720,0.60135759,-1.03136825,0.20309853,-0.32306222,0.00658015,-0.00011380,0.14108872,-0.39020414,0.00207278,-0.00091205,0.46337218,-0.48224504,0.15960395,-0.26913945,0.06835794,-0.05342868
-5.50175088,1.00066334,-1.21173807,0.60675908,-0.97445111,0.20190875,-0.29694989,0.00763479,-0.00014541,0.13479715,-0.35919366,0.00232978,-0.00085423,0.50157958,-0.45108522,0.17015295,-0.25164470,0.07514074,-0.04943097
-5.49574787,1.05358071,-1.12551355,0.61616637,-0.92353124,0.20188135,-0.27406925,0.00879704,-0.00018700,0.12946990,-0.33223075,0.00261553,-0.00080288,0.54247471,-0.42132509,0.18190730,-0.23455146,0.08238378,-0.04573574
-5.48974487,1.11180313,-1.04883420,0.62938432,-0.87900009,0.20299531,-0.25450138,0.01006599,-0.00024081,0.12515253,-0.30938755,0.00293172,-0.00075916,0.58564661,-0.39336991,0.19473238,-0.21805964,0.09003578,-0.04239310
-5.48374187,1.17465443,-0.98221730,0.64610858,-0.84113827,0.20519497,-0.23826242,0.01143818,-0.00030949,0.12186077,-0.29065008,0.00328015,-0.00072426,0.63062063,-0.36761117,0.20846638,-0.20236006,0.09803492,-0.03945003
-5.47773887,1.24132492,-0.92602547,0.66593703,-0.81011665,0.20839365,-0.22530860,0.01290743,-0.00039617,0.11958159,-0.27592480,0.00366275,-0.00069940,0.67687007,-0.34442459,0.22292426,-0.18763290,0.10630986,-0.03695061
-5.47173587,1.31089526,-0.88047743,0.68838438,-0.78599905,0.21247835,-0.21554201,0.01446458,-0.00050451,0.11827536,-0.26504623,0.00408158,-0.00068580,0.72383007,-0.32416811,0.23790250,-0.17404643,0.11478106,-0.03493620
-5.46573287,1.38236484,-0.84565997,0.71289965,-0.76874605,0.21731547,-0.20881699,0.01609743,-0.00063864,0.11787867,-0.25778563,0.00453887,-0.00068473,0.77091340,-0.30717988,0.25318470,-0.16175587,0.12336255,-0.03344568
-5.45972986,1.45468355,-0.82154051,0.73888590,-0.75822023,0.22275708,-0.20494690,0.01779070,-0.00080327,0.11830783,-0.25386022,0.00503696,-0.00069746,0.81752768,-0.29377578,0.26854784,-0.15090237,0.13196376,-0.03251556
-5.45372686,1.52678591,-0.80797945,0.76572139,-0.75419256,0.22864775,-0.20371100,0.01952615,-0.00100356,0.11946293,-0.25294292,0.00557826,-0.00072528,0.86309343,-0.28424651,0.28376906,-0.14161202,0.14049180,-0.03217994
-5.44772386,1.59762627,-0.80474180,0.79278174,-0.75634980,0.23483142,-0.20486137,0.02128279,-0.00124520,0.12123212,-0.25467222,0.00616525,-0.00076946,0.90706237,-0.27885389,0.29863269,-0.13399480,0.14885371,-0.03247038
-5.44172086,1.66621396,-0.81150766,0.81946212,-0.76430308,0.24115823,-0.20812969,0.02303723,-0.00153424,0.12349625,-0.25866214,0.00680029,-0.00083128,0.94893521,-0.27782650,0.31293754,-0.12814353,0.15695886,-0.03341552
-5.43571786,1.73164679,-0.82788114,0.84519892,-0.77759724,0.24749085,-0.21323373,0.02476413,-0.00187706,0.12613341,-0.26451204,0.00748560,-0.00091197,0.98827830,-0.28135449,0.32650383,-0.12413254,0.16472138,-0.03504046
-5.42971486,1.79314193,-0.85339772,0.86949007,-0.79572092,0.25371033,-0.21988352,0.02643678,-0.00228020,0.12902347,-0.27181614,0.00822301,-0.00101270,1.02473840,-0.28958372,0.33917995,-0.12201642,0.17206246,-0.03736603
-5.42371186,1.85006278,-0.88752983,0.89191343,-0.81811706,0.25972101,-0.22778710,0.02802777,-0.00275023,0.13205238,-0.28017259,0.00901388,-0.00113457,1.05805501,-0.30260926,0.35084837,-0.12182852,0.17891247,-0.04040775
-5.41770885,1.90194080,-0.92969072,0.91214256,-0.84419367,0.26545450,-0.23665579,0.02950967,-0.00329349,0.13511613,-0.28919192,0.00985881,-0.00127857,1.08806963,-0.32046868,0.36143074,-0.12357942,0.18521289,-0.04417470
-5.41170585,1.94849151,-0.97923702,0.92995930,-0.87333446,0.27087247,-0.24620886,0.03085591,-0.00391590,0.13812422,-0.29850474,0.01075750,-0.00144554,1.11473158,-0.34313511,0.37089176,-0.12725542,0.19091787,-0.04866824
-5.40570285,1.98962387,-1.03546998,0.94526287,-0.90490911,0.27596832,-0.25617775,0.03204146,-0.00462264,0.14100266,-0.30776854,0.01170849,-0.00163618,1.13809998,-0.37051085,0.37924172,-0.13281705,0.19599540,-0.05388070
-5.39969985,2.02544274,-1.09763611,0.95807490,-0.93828285,0.28076748,-0.26630948,0.03304370,-0.00541791,0.14369628,-0.31667342,0.01270899,-0.00185100,1.15834183,-0.40242157,0.38653748,-0.14019783,0.20042815,-0.05979405
-5.39369685,2.05624425,-1.16492751,0.96854046,-0.97282518,0.28532655,-0.27636964,0.03384310,-0.00630455,0.14617038,-0.32494665,0.01375463,-0.00209033,1.17572616,-0.43861182,0.39288174,-0.14930327,0.20421375,-0.06637873
-5.38769385,2.08250420,-1.23648253,0.97692471,-1.00791749,0.28973119,-0.28614458,0.03442385,-0.00728381,0.14841164,-0.33235600,0.01483938,-0.00235429,1.19061438,-0.47874229,0.39842066,-0.16001044,0.20736463,-0.07359265
-5.38169085,2.10485989,-1.31138743,0.98360556,-1.04295960,0.29409286,-0.29544306,0.03477443,-0.00835496,0.15042830,-0.33871169,0.01595540,-0.00264285,1.20344718,-0.52238922,0.40333976,-0.17216798,0.20990744,-0.08138045
-5.37568784,2.12408612,-1.38867946,0.98906216,-1.07737508,0.29854468,-0.30409727,0.03488797,-0.00951506,0.15224947,-0.34386702,0.01709302,-0.00295579,1.21472852,-0.56904640,0.40785812,-0.18559695,0.21188198,-0.08967318
-5.36968484,2.14106619,-1.46735225,0.99385985,-1.11061557,0.30323630,-0.31196333,0.03476248,-0.01075873,0.15392384,-0.34771771,0.01824077,-0.00329278,1.22500713,-0.61813021,0.41222124,-0.20009252,0.21333975,-0.09838842
-5.36368184,2.15675891,-1.54636368,0.99863186,-1.14216432,0.30832824,-0.31892128,0.03440094,-0.01207797,0.15551755,-0.35019999,0.01938548,-0.00365344,1.23485647,-0.66898773,0.41669251,-0.21542654,0.21434212,-0.10743090
-5.35767884,2.17216301,-1.62464684,1.00405835,-1.17153897,0.31398563,-0.32487472,0.03381116,-0.01346204,0.15711144,-0.35128764,0.02051253,-0.00403735,1.24485362,-0.72090822,0.42154378,-0.23135119,0.21495824,-0.11669366
-5.35167584,2.18828007,-1.70112426,1.01084339,-1.19829421,0.32037181,-0.32975009,0.03300554,-0.01489751,0.15879775,-0.35098813,0.02160611,-0.00444418,1.25555813,-0.77313774,0.42704531,-0.24760354,0.21526271,-0.12605983
-5.34567284,2.20607735,-1.77472530,1.01969074,-1.22202433,0.32764176,-0.33349581,0.03200065,-0.01636829,0.16067634,-0.34933809,0.02264959,-0.00487374,1.26749144,-0.82489669,0.43345531,-0.26391114,0.21533317,-0.13540493
