energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
1.14957479,2.59093394,-4.83145788,0.50585170,-0.94187196,1.14599177,-2.62482039,0.05011304,-0.05797391,0.18813970,-0.22131761,0.64750336,-1.37309382,0.88454693,-1.47269894,0.08794021,-0.10762407,0.17175868,-0.23750168
1.15557779,2.55993211,-4.81395817,0.48299836,-0.94531474,1.13241816,-2.61536544,0.04869730,-0.05814831,0.18756866,-0.21969344,0.62309163,-1.35626924,0.87053349,-1.47217109,0.09143175,-0.10685209,0.17242206,-0.23777737
1.16158079,2.52886683,-4.78168354,0.46061873,-0.94590559,1.11745753,-2.59808921,0.04716153,-0.05808627,0.18676960,-0.21756728,0.59980656,-1.33425139,0.85853640,-1.46693664,0.09454603,-0.10581680,0.17327548,-0.23740579
1.16758379,2.49762629,-4.73561182,0.43891975,-0.94376164,1.10113625,-2.57357877,0.04552546,-0.05779951,0.18571140,-0.21499744,0.57773177,-1.30742180,0.84850074,-1.45715353,0.09721272,-0.10455632,0.17426533,-0.23640437
1.17358679,2.46613098,-4.67693703,0.41810450,-0.93903602,1.08350215,-2.54254060,0.04380833,-0.05730457,0.18437055,-0.21203986,0.55694350,-1.27623280,0.84036660,-1.44305890,0.09936971,-0.10311012,0.17533886,-0.23480153
1.17958979,2.43433597,-4.60702304,0.39836636,-0.93191083,1.06462219,-2.50577309,0.04202851,-0.05662217,0.18273184,-0.20874617,0.53751035,-1.24119318,0.83407092,-1.42495840,0.10096502,-0.10151772,0.17644563,-0.23263556
1.18559280,2.40223169,-4.52735563,0.37988367,-0.92258981,1.04457987,-2.46413763,0.04020336,-0.05577634,0.18078873,-0.20516217,0.51949270,-1.20285333,0.82954845,-1.40321507,0.10195850,-0.09981722,0.17753864,-0.22995329
1.19159580,2.36984307,-4.43949519,0.36281508,-0.91129129,1.02347255,-2.41852977,0.03834906,-0.05479347,0.17854346,-0.20132680,0.50294187,-1.16179069,0.82673196,-1.37823812,0.10232303,-0.09804417,0.17857527,-0.22680863
1.19759880,2.33722716,-4.34503206,0.34729569,-0.89824158,1.00140874,-2.36985156,0.03648059,-0.05370129,0.17600677,-0.19727173,0.48789900,-1.11859591,0.82555164,-1.35047237,0.10204539,-0.09623038,0.17951795,-0.22326106
1.20360180,2.30446910,-4.24554598,0.33343398,-0.88366915,0.97850526,-2.31898609,0.03461172,-0.05252784,0.17319732,-0.19302142,0.47439394,-1.07386011,0.82593367,-1.32038845,0.10112658,-0.09440308,0.18033457,-0.21937417
1.20960480,2.27167678,-4.14257100,0.32130958,-0.86779963,0.95488451,-2.26677513,0.03275506,-0.05130044,0.17014086,-0.18859373,0.46244404,-1.02816365,0.82779825,-1.28847421,0.09958172,-0.09258423,0.18099863,-0.21521412
1.21560780,2.23897424,-4.03756660,0.31097191,-0.85085202,0.93067176,-2.21400051,0.03092216,-0.05004473,0.16686921,-0.18400095,0.45205315,-0.98206665,0.83105709,-1.25522720,0.09743943,-0.09079009,0.18148923,-0.21084832
1.22161081,2.20649428,-3.93189559,0.30243955,-0.83303593,0.90599254,-2.16136976,0.02912358,-0.04878388,0.16341890,-0.17925114,0.44321064,-0.93610118,0.83561070,-1.22114847,0.09474083,-0.08903109,0.18179074,-0.20634419
1.22761381,2.17437062,-3.82680862,0.29570037,-0.81454997,0.88097018,-2.10950603,0.02736893,-0.04753791,0.15982988,-0.17434981,0.43589095,-0.89076533,0.84134563,-1.18673717,0.09153805,-0.08731196,0.18189248,-0.20176804
1.23361681,2.14273006,-3.72343508,0.29071236,-0.79558113,0.85572368,-2.05894253,0.02566696,-0.04632318,0.15614410,-0.16930167,0.43005328,-0.84651892,0.84813203,-1.15248611,0.08789255,-0.08563202,0.18178815,-0.19718420
1.23961981,2.11168525,-3.62277979,0.28740504,-0.77630519,0.83036586,-2.01012111,0.02402560,-0.04515210,0.15240406,-0.16411240,0.42564196,-0.80378082,0.85582187,-1.11887763,0.08387313,-0.08398585,0.18147529,-0.19265429
1.24562281,2.08132855,-3.52572447,0.28568148,-0.75688784,0.80500195,-1.96339453,0.02245191,-0.04403306,0.14865159,-0.15879035,0.42258721,-0.76292753,0.86424785,-1.08637980,0.07955379,-0.08236405,0.18095475,-0.18823670
1.25162581,2.05172750,-3.43303319,0.28542076,-0.73748639,0.77972869,-1.91903215,0.02095214,-0.04297054,0.14492668,-0.15334812,0.42080656,-0.72429295,0.87322367,-1.05544243,0.07501154,-0.08075418,0.18023016,-0.18398621
1.25762881,2.02292239,-3.34536051,0.28648100,-0.71825189,0.75463410,-1.87722807,0.01953166,-0.04196540,0.14126663,-0.14780378,0.42020687,-0.68816893,0.88254544,-1.02649290,0.07032429,-0.07914184,0.17930749,-0.17995385
1.26363182,1.99492614,-3.26326140,0.28870261,-0.69933143,0.72979783,-1.83811123,0.01819496,-0.04101538,0.13770534,-0.14218185,0.42068688,-0.65480645,0.89199469,-0.99993144,0.06556881,-0.07751177,0.17819482,-0.17618678
1.26963482,1.96772691,-3.18720184,0.29191203,-0.68087043,0.70529220,-1.80175675,0.01694558,-0.04011563,0.13427306,-0.13651388,0.42214045,-0.62441720,0.90134274,-0.97612607,0.06081890,-0.07584899,0.17690220,-0.17272838
1.27563782,1.94129321,-3.11756927,0.29592565,-0.66301469,0.68118398,-1.76819765,0.01578616,-0.03925947,0.13099626,-0.13083871,0.42446020,-0.59717524,0.91035672,-0.95540702,0.05614380,-0.07413991,0.17544168,-0.16961833
1.28164082,1.91558168,-3.05468225,0.30055384,-0.64591217,0.65753676,-1.73743647,0.01471840,-0.03843905,0.12789792,-0.12520226,0.42754154,-0.57321872,0.91880665,-0.93806101,0.05160690,-0.07237329,0.17382755,-0.16689276
1.28764382,1.89054696,-2.99879871,0.30560519,-0.62971414,0.63441377,-1.70945613,0.01374316,-0.03764615,0.12499804,-0.11965704,0.43128699,-0.55265139,0.92647377,-0.92432548,0.04726478,-0.07054115,0.17207673,-0.16458436
1.29364682,1.86615339,-2.95012259,0.31089061,-0.61457593,0.61188129,-1.68422960,0.01286047,-0.03687279,0.12231435,-0.11426135,0.43561059,-0.53554388,0.93315946,-0.91438320,0.04316654,-0.06863945,0.17020927,-0.16272246
1.29964982,1.84238786,-2.90880877,0.31622736,-0.60065680,0.59001210,-1.66172810,0.01206973,-0.03611192,0.11986321,-0.10907810,0.44044221,-0.52193466,0.93869448,-0.90835754,0.03935348,-0.06666857,0.16824899,-0.16133306
1.30565283,1.81927303,-2.87496629,0.32144282,-0.58811939,0.56888902,-1.64192747,0.01136976,-0.03535785,0.11766058,-0.10417354,0.44573156,-0.51183068,0.94294813,-0.90630884,0.03585907,-0.06463363,0.16622413,-0.16043873
1.31165583,1.79688036,-2.84866017,0.32637792,-0.57712824,0.54860834,-1.62481276,0.01075905,-0.03460665,0.11572306,-0.09961577,0.45145177,-0.50520775,0.94583672,-0.90823213,0.03270917,-0.06254454,0.16416798,-0.16005844
1.31765883,1.77534193,-2.82991206,0.33089017,-0.56784789,0.52928269,-1.61038093,0.01023590,-0.03385636,0.11406881,-0.09547313,0.45760228,-0.50201060,0.94733106,-0.91405662,0.02992249,-0.06041583,0.16211952,-0.16020721
1.32366183,1.75486044,-2.81870007,0.33485617,-0.56044025,0.51104339,-1.59864189,0.00979867,-0.03310699,0.11271843,-0.09181260,0.46421091,-0.50215287,0.94746238,-0.92364696,0.02751117,-0.05826629,0.16012388,-0.16089577
1.32966483,1.73571668,-2.81495826,0.33817356,-0.55506152,0.49404185,-1.58961783,0.00944592,-0.03236049,0.11169555,-0.08869816,0.47133491,-0.50551702,0.94632648,-0.93680650,0.02548161,-0.05611842,0.15823257,-0.16212999
1.33566783,1.71827380,-2.81857589,0.34076241,-0.55185869,0.47845009,-1.58334129,0.00917663,-0.03162044,0.11102727,-0.08618932,0.47906095,-0.51195428,0.94408571,-0.95328256,0.02383517,-0.05399773,0.15650361,-0.16391037
1.34167084,1.70297804,-2.82939689,0.34256599,-0.55096570,0.46445995,-1.57985192,0.00899034,-0.03089176,0.11074425,-0.08433963,0.48750387,-0.52128490,0.94096868,-0.97277328,0.02256914,-0.05193187,0.15500124,-0.16623140
1.34767384,1.69035555,-2.84721955,0.34355102,-0.55249937,0.45228124,-1.57919245,0.00888728,-0.03018021,0.11088048,-0.08319541,0.49680425,-0.53329864,0.93726745,-0.99493614,0.02167745,-0.04994980,0.15379541,-0.16908096
1.35367684,1.68100516,-2.87179661,0.34370729,-0.55655525,0.44213849,-1.58140385,0.00886844,-0.02949194,0.11147279,-0.08279466,0.50712466,-0.54775580,0.93333245,-1.01939742,0.02115149,-0.04808079,0.15296089,-0.17243974
1.35967984,1.67558718,-2.90283561,0.34304692,-0.56320337,0.43426656,-1.58651991,0.00893560,-0.02883299,0.11255992,-0.08316612,0.51864471,-0.56438878,0.92956499,-1.04576236,0.02098079,-0.04635356,0.15257611,-0.17628077
1.36568284,1.67480836,-2.93999951,0.34160304,-0.57248419,0.42890509,-1.59456162,0.00909128,-0.02820877,0.11418135,-0.08432855,0.53155506,-0.58290434,0.92640770,-1.07362547,0.02115358,-0.04479536,0.15272152,-0.18056902
1.37168584,1.67940334,-2.98290729,0.33942822,-0.58440471,0.42629190,-1.60553117,0.00933867,-0.02762362,0.11637586,-0.08629025,0.54605025,-0.60298650,0.92433303,-1.10258041,0.02165719,-0.04343125,0.15347786,-0.18526122
1.37768884,1.69011307,-3.03113463,0.33659250,-0.59893490,0.42665563,-1.61940607,0.00968142,-0.02708049,0.11917977,-0.08904877,0.56232081,-0.62430035,0.92383024,-1.13222907,0.02247843,-0.04228342,0.15492391,-0.19030585
1.38369185,1.70766079,-3.08421424,0.33318119,-0.61600466,0.43020777,-1.63613325,0.01012352,-0.02658067,0.12262515,-0.09259083,0.58054462,-0.64649639,0.92539119,-1.16218932,0.02360371,-0.04137069,0.15713423,-0.19564333
1.38969485,1.73272617,-3.14163618,0.32929241,-0.63550141,0.43713431,-1.65562358,0.01066893,-0.02612363,0.12673780,-0.09689252,0.60087784,-0.66921573,0.92949518,-1.19210133,0.02501911,-0.04070819,0.16017659,-0.20120655
1.39569785,1.76591838,-3.20284795,0.32503451,-0.65726835,0.44758739,-1.67774678,0.01132136,-0.02570700,0.13153526,-0.10191964,0.62344573,-0.69209584,0.93659348,-1.22163200,0.02671031,-0.04030718,0.16410938,-0.20692156
1.40170085,1.80774884,-3.26725467,0.32052318,-0.68110388,0.46167718,-1.70232715,0.01208389,-0.02532670,0.13702489,-0.10762829,0.64833350,-0.71477676,0.94709374,-1.25047779,0.02866241,-0.04017502,0.16897894,-0.21270868
1.40770385,1.85860457,-3.33421976,0.31587853,-0.70676190,0.47946429,-1.72914027,0.01295859,-0.02497712,0.14320205,-0.11396561,0.67557769,-0.73690768,0.96134481,-1.27836572,0.03085972,-0.04031536,0.17481703,-0.21848372
1.41370685,1.91872288,-3.40306626,0.31122198,-0.73395362,0.50095294,-1.75791104,0.01394622,-0.02465141,0.15004853,-0.12087073,0.70515824,-0.75815368,0.97962229,-1.30505309,0.03328542,-0.04072838,0.18163846,-0.22415964
1.41970985,1.98816834,-3.47307966,0.30667303,-0.76235056,0.52608534,-1.78831328,0.01504580,-0.02434190,0.15753127,-0.12827591,0.73699178,-0.77820236,1.00211535,-1.33032598,0.03592127,-0.04141119,0.18943887,-0.22964832
1.42571286,2.06681281,-3.54351237,0.30234593,-0.79158922,0.55473722,-1.81997125,0.01625433,-0.02404046,0.16560144,-0.13610771,0.77092623,-0.79677030,1.02891502,-1.35399711,0.03874727,-0.04235832,0.19819304,-0.23486260
1.43171586,2.15431943,-3.61359055,0.29834642,-0.82127722,0.58671505,-1.85246335,0.01756650,-0.02373901,0.17419400,-0.14428835,0.80673734,-0.81360897,1.06000455,-1.37590350,0.04174134,-0.04356220,0.20785347,-0.23971846
1.43771886,2.25013133,-3.68252355,0.29476841,-0.85100094,0.62175483,-1.88532802,0.01897441,-0.02342991,0.18322765,-0.15273712,0.84412717,-0.82850999,1.09525203,-1.39590429,0.04487909,-0.04501369,0.21834956,-0.24413728
1.44372186,2.35346563,-3.74951617,0.29169086,-0.88033457,0.65952270,-1.91807206,0.02046749,-0.02310635,0.19260545,-0.16137184,0.88272486,-0.84130944,1.13440577,-1.41387913,0.04813360,-0.04670257,0.22958740,-0.24804819
1.44972486,2.46331353,-3.81378373,0.28917489,-0.90885038,0.69961746,-1.95018121,0.02203238,-0.02276277,0.20221577,-0.17011022,0.92208999,-0.85189118,1.17709261,-1.42972752,0.05147535,-0.04861801,0.24145013,-0.25139024
1.45572786,2.57844669,-3.87456956,0.28726130,-0.93612983,0.74157491,-1.98113270,0.02365300,-0.02239508,0.21193399,-0.17887132,0.96171832,-0.86018893,1.22281949,-1.44336918,0.05487220,-0.05074889,0.25379899,-0.25411456
1.46173087,2.69743046,-3.93116454,0.28596853,-0.96177523,0.78487401,-2.01040951,0.02531065,-0.02200089,0.22162454,-0.18757680,1.00105019,-0.86618699,1.27097851,-1.45474549,0.05828951,-0.05308407,0.26647515,-0.25618621
1.46773387,2.81864370,-3.98292764,0.28529138,-0.98542142,0.82894484,-2.03751566,0.02698431,-0.02157963,0.23114350,-0.19615205,1.03948129,-0.86991963,1.32085546,-1.46382200,0.06169040,-0.05561252,0.27930210,-0.25758573
1.47373687,2.94030547,-4.02930651,0.28520041,-1.00674695,0.87317805,-2.06199190,0.02865098,-0.02113252,0.24034160,-0.20452717,1.07637568,-0.87146905,1.37164190,-1.47059163,0.06503611,-0.05832326,0.29208875,-0.25831027
1.47973987,3.06050780,-4.06985695,0.28564221,-1.02548427,0.91693584,-2.08343108,0.03028611,-0.02066253,0.24906750,-0.21263775,1.11108066,-0.87096197,1.42245071,-1.47507818,0.06828646,-0.06120531,0.30463316,-0.25837427
1.48574287,3.17725434,-4.10425975,0.28654073,-1.04142829,0.95956393,-2.10149226,0.03186425,-0.02017423,0.25717136,-0.22042540,1.14294307,-0.86856496,1.47233475,-1.47733991,0.07140050,-0.06424733,0.31672667,-0.25780957
1.49174587,3.28850366,-4.13233384,0.28779947,-1.05444284,1.00040464,-2.11591278,0.03335960,-0.01967353,0.26450850,-0.22783803,1.17132665,-0.86447859,1.52030828,-1.47747232,0.07433717,-0.06743727,0.32815853,-0.25666494
1.49774887,3.39221646,-4.15404449,0.28930474,-1.06446471,1.03881040,-2.12651764,0.03474678,-0.01916743,0.27094310,-0.23482991,1.19562961,-0.85893062,1.56537075,-1.47561000,0.07705608,-0.07076188,0.33872078,-0.25500504
1.50375188,3.48640523,-4.16950552,0.29092982,-1.07150469,1.07415765,-2.13322532,0.03600155,-0.01866368,0.27635176,-0.24136152,1.21530213,-0.85216843,1.60653212,-1.47192688,0.07951842,-0.07420616,0.34821327,-0.25290873
1.50975488,3.56918496,-4.17897511,0.29253992,-1.07564576,1.10586069,-2.13604986,0.03710156,-0.01817045,0.28062686,-0.24739919,1.22986284,-0.84445101,1.64283912,-1.46663454,0.08168777,-0.07775279,0.35644863,-0.25046688
1.51575788,3.63882341,-4.18284488,0.29399787,-1.07703810,1.13338517,-2.13509877,0.03802709,-0.01769596,0.28367960,-0.25291453,1.23891389,-0.83604068,1.67340155,-1.45997848,0.08353107,-0.08138156,0.36325712,-0.24777965
1.52176088,3.69378939,-4.18162250,0.29517022,-1.07589135,1.15626082,-2.13056679,0.03876178,-0.01724817,0.28544259,-0.25788383,1.24215399,-0.82719493,1.69741779,-1.45223228,0.08501946,-0.08506885,0.36849114,-0.24495341
1.52776388,3.73279728,-4.17590848,0.29593369,-1.07246422,1.17409325,-2.12272594,0.03929322,-0.01683448,0.28587192,-0.26228737,1.23938880,-0.81815867,1.71419861,-1.44368959,0.08612915,-0.08878725,0.37202927,-0.24209732
1.53376688,3.75484651,-4.16636824,0.29618148,-1.06705212,1.18657438,-2.11191211,0.03961351,-0.01646145,0.28494872,-0.26610869,1.23053840,-0.80915714,1.72318841,-1.43465463,0.08684220,-0.09250521,0.37377967,-0.23931977
1.53976988,3.75925442,-4.15370107,0.29582947,-1.05997328,1.19349116,-2.09850911,0.03971965,-0.01613459,0.28268002,-0.26933397,1.21564159,-0.80038984,1.72398316,-1.42543122,0.08714719,-0.09618699,0.37368284,-0.23672488
1.54577289,3.74568140,-4.13860737,0.29482184,-1.05155421,1.19473256,-2.08293099,0.03961384,-0.01585823,0.27909902,-0.27195149,1.19485662,-0.79202561,1.71634423,-1.41631128,0.08703973,-0.09979276,0.37171346,-0.23440902
1.55177589,3.71414738,-4.12175637,0.29313589,-1.04211514,1.19029432,-2.06560364,0.03930359,-0.01563541,0.27426478,-0.27395126,1.16845863,-0.78419912,1.70020773,-1.40756334,0.08652295,-0.10327888,0.36788146,-0.23245772
1.55777889,3.66503886,-4.10375605,0.29078597,-1.03195626,1.18028149,-2.04694664,0.03880171,-0.01546787,0.26826116,-0.27532482,1.13683365,-0.77700890,1.67568879,-1.39942166,0.08560764,-0.10659852,0.36223208,-0.23094291
1.56378189,3.59910633,-4.08512694,0.28782608,-1.02134556,1.16490855,-2.02735647,0.03812609,-0.01535608,0.26119535,-0.27606521,1.10046953,-0.77051686,1.64308075,-1.39207679,0.08431236,-0.10970240,0.35484507,-0.22992082
1.56978489,3.51745183,-4.06628146,0.28435132,-1.01050872,1.14449692,-2.00719186,0.03729937,-0.01529933,0.25319577,-0.27616721,1.05994413,-0.76474953,1.60284918,-1.38566807,0.08266328,-0.11253986,0.34583303,-0.22943037
1.57578789,3.42150715,-4.04750988,0.28049775,-0.99962173,1.11947016,-1.98676209,0.03634844,-0.01529588,0.24440959,-0.27562767,1.01591114,-0.75970064,1.55562091,-1.38027860,0.08069384,-0.11506005,0.33533880,-0.22949235
1.58179090,3.31300318,-4.02897352,0.27644081,-0.98880644,1.09034649,-1.96631872,0.03530382,-0.01534314,0.23499990,-0.27444611,0.96908405,-0.75533504,1.50216850,-1.37593289,0.07844425,-0.11721328,0.32353230,-0.23010922
1.58779390,3.19393127,-4.01070550,0.27239230,-0.97812922,1.05772913,-1.94605106,0.03419888,-0.01543787,0.22514251,-0.27262527,0.92021896,-0.75159380,1.44339076,-1.37259747,0.07596072,-0.11895249,0.31060657,-0.23126576
1.59379690,3.06649800,-3.99261878,0.26859584,-0.96760274,1.02229436,-1.92608536,0.03306907,-0.01557641,0.21502271,-0.27017190,0.87009653,-0.74839997,1.38028990,-1.37018422,0.07329462,-0.12023474,0.29677338,-0.23293017
1.59979990,2.93307447,-3.97452063,0.26532098,-0.95719058,0.98477777,-1.90648758,0.03195098,-0.01575490,0.20483178,-0.26709734,0.81950398,-0.74566496,1.31394615,-1.36855628,0.07050145,-0.12102268,0.28225853,-0.23505595
1.60580290,2.79614185,-3.95613244,0.26285615,-0.94681426,0.94595892,-1.88726933,0.03088143,-0.01596952,0.19476353,-0.26341820,0.76921734,-0.74329496,1.24549084,-1.36753616,0.06763963,-0.12128594,0.26729690,-0.23758412
1.61180590,2.65823468,-3.93711354,0.26150055,-0.93636229,0.90664471,-1.86839630,0.02989650,-0.01621664,0.18501091,-0.25915682,0.71998477,-0.74119722,1.17607864,-1.36691533,0.06476930,-0.12100226,0.25212743,-0.24044587
1.61780890,2.52188375,-3.91708711,0.26155518,-0.92570047,0.86765215,-1.84979852,0.02903064,-0.01649307,0.17576271,-0.25434154,0.67251110,-0.73928570,1.10686008,-1.36646490,0.06195097,-0.12015855,0.23698830,-0.24356537
1.62381191,2.38955994,-3.89566683,0.26331336,-0.91468295,0.82979067,-1.83138175,0.02831579,-0.01679614,0.16720042,-0.24900680,0.62744415,-0.73748600,1.03895492,-1.36594650,0.05924418,-0.11875153,0.22211229,-0.24686274
1.62981491,2.26362092,-3.87248225,0.26705092,-0.90316327,0.79384474,-1.81303900,0.02778054,-0.01712384,0.15949532,-0.24319299,0.58536309,-0.73573916,0.97342742,-1.36512291,0.05670619,-0.11678813,0.20772248,-0.25025688
1.63581791,2.14626184,-3.84720173,0.27301640,-0.89100475,0.76055715,-1.79466171,0.02744946,-0.01747488,0.15280590,-0.23694598,0.54676889,-0.73400418,0.91126391,-1.36376767,0.05439064,-0.11428552,0.19402857,-0.25366816
1.64182091,2.03947143,-3.81955149,0.28142154,-0.87808984,0.73061344,-1.77614981,0.02734247,-0.01784874,0.14727550,-0.23031649,0.51207716,-0.73225929,0.85335341,-1.36167330,0.05234639,-0.11127084,0.18122358,-0.25702085
1.64782391,1.94499452,-3.78933011,0.29243241,-0.86432781,0.70462796,-1.75742009,0.02747438,-0.01824569,0.14303039,-0.22335922,0.48161336,-0.73050188,0.80047148,-1.35865777,0.05061640,-0.10778050,0.16948130,-0.26024511
1.65382691,1.86430185,-3.75641777,0.30616147,-0.84966059,0.68313207,-1.73841274,0.02785458,-0.01866674,0.14017812,-0.21613177,0.45561031,-0.72874709,0.75326774,-1.35456893,0.04923676,-0.10385932,0.15895436,-0.26327861
1.65982991,1.79856769,-3.72078033,0.32266084,-0.83406652,0.66656459,-1.71909567,0.02848682,-0.01911364,0.13880638,-0.20869346,0.43420795,-0.72702540,0.71225711,-1.34928693,0.04823590,-0.09955926,0.14977294,-0.26606764
1.66583292,1.74865564,-3.68246833,0.34191720,-0.81756207,0.65526499,-1.69946674,0.02936925,-0.01958883,0.13898216,-0.20110412,0.41745530,-0.72537930,0.67781474,-1.34272467,0.04763398,-0.09493804,0.14204413,-0.26856777
1.67183592,1.71511277,-3.64161155,0.36384839,-0.80020146,0.64946937,-1.67955390,0.03049448,-0.02009540,0.14075146,-0.19342286,0.40531428,-0.72385930,0.65017466,-1.33482652,0.04744246,-0.09005754,0.13585190,-0.27074412
1.67783892,1.69817180,-3.59840998,0.38830208,-0.78207453,0.64930936,-1.65941357,0.03184991,-0.02063702,0.14413927,-0.18570685,0.39766537,-0.72251966,0.62943175,-1.32556568,0.04766389,-0.08498222,0.13125767,-0.27257109
1.68384192,1.69776113,-3.55312203,0.41505666,-0.76330301,0.65481387,-1.63912749,0.03341814,-0.02121794,0.14915012,-0.17801031,0.39431476,-0.72141411,0.61554697,-1.31494050,0.04829190,-0.07977743,0.12830120,-0.27403186
1.68984492,1.71352190,-3.50605113,0.44382427,-0.74403561,0.66591355,-1.61879844,0.03517749,-0.02184291,0.15576894,-0.17038359,0.39500286,-0.72059177,0.60835536,-1.30297025,0.04931140,-0.07450781,0.12700208,-0.27511759
1.69584792,1.74483154,-3.45753170,0.47425634,-0.72444219,0.68244780,-1.59854525,0.03710269,-0.02251718,0.16396234,-0.16287251,0.39941382,-0.72009372,0.60757658,-1.28969075,0.05069898,-0.06923588,0.12736135,-0.27582636
1.70185093,1.79083266,-3.40791539,0.50595110,-0.70470743,0.70417383,-1.57849734,0.03916561,-0.02324641,0.17368015,-0.15551784,0.40718589,-0.71995020,0.61282742,-1.27515022,0.05242348,-0.06402063,0.12936338,-0.27616210
1.70785393,1.85046627,-3.35755839,0.53846340,-0.68502429,0.73077755,-1.55878925,0.04133603,-0.02403669,0.18485733,-0.14835511,0.41792234,-0.72017878,0.62363599,-1.25940577,0.05444677,-0.05891653,0.13297787,-0.27613337
1.71385693,1.92250806,-3.30681049,0.57131611,-0.66558754,0.76188564,-1.53955524,0.04358250,-0.02489438,0.19741597,-0.14141449,0.43120263,-0.72078352,0.63945705,-1.24252066,0.05672465,-0.05397257,0.13816181,-0.27575227
1.71985993,2.00560649,-3.25600606,0.60401309,-0.64658766,0.79707834,-1.52092437,0.04587321,-0.02582610,0.21126751,-0.13472099,0.44659365,-0.72175509,0.65968818,-1.22456253,0.05920789,-0.04923170,0.14486143,-0.27503340
1.72586293,2.09832139,-3.20545733,0.63605310,-0.62820514,0.83590247,-1.50301595,0.04817672,-0.02683852,0.22631481,-0.12829471,0.46366065,-0.72307191,0.68368609,-1.20560272,0.06184338,-0.04473041,0.15301389,-0.27399293
1.73186593,2.19916165,-3.15544985,0.66694419,-0.61060550,0.87788403,-1.48593560,0.05046285,-0.02793817,0.24245434,-0.12215128,0.48197774,-0.72470207,0.71078289,-1.18571646,0.06457533,-0.04049861,0.16254885,-0.27264796
1.73786893,2.30662078,-3.10623991,0.69621809,-0.59393499,0.92253992,-1.46977187,0.05270328,-0.02913128,0.25957798,-0.11630232,0.50113758,-0.72660600,0.74030173,-1.16498404,0.06734655,-0.03655968,0.17338966,-0.27101600
1.74387194,2.41920929,-3.05805372,0.72344388,-0.57831695,0.96938839,-1.45459338,0.05487221,-0.03042339,0.27757465,-0.11075593,0.52076005,-0.72873954,0.77157144,-1.14349251,0.07009973,-0.03293075,0.18545431,-0.26911464
1.74987494,2.53548270,-3.01108792,0.74824052,-0.56384904,1.01795775,-1.44044657,0.05694685,-0.03181909,0.29633155,-0.10551716,0.54049978,-0.73105731,0.80393982,-1.12133790,0.07277868,-0.02962311,0.19865602,-0.26696150
1.75587794,2.65406454,-2.96551099,0.77028758,-0.55060110,1.06779316,-1.42735387,0.05890780,-0.03332164,0.31573496,-0.10058850,0.56005223,-0.73351608,0.83678523,-1.09862755,0.07532953,-0.02664273,0.21290348,-0.26457433
1.76188094,2.77366380,-2.92146540,0.78933386,-0.53861386,1.11846132,-1.41531249,0.06073930,-0.03493252,0.33567057,-0.09597018,0.57915817,-0.73607791,0.86952624,-1.07548234,0.07770187,-0.02399088,0.22810080,-0.26197123
1.76788394,2.89308642,-2.87906985,0.80520333,-0.52789822,1.16955311,-1.40429369,0.06242935,-0.03665112,0.35602333,-0.09166050,0.59760660,-0.73871290,0.90162905,-1.05203857,0.07984974,-0.02166479,0.24414714,-0.25917106
1.77388694,3.01124108,-2.83842176,0.81779838,-0.51843540,1.22068418,-1.39424265,0.06396975,-0.03847427,0.37667698,-0.08765601,0.61523588,-0.74140136,0.93261280,-1.02844932,0.08173250,-0.01965830,0.26093621,-0.25619384
1.77988994,3.12713945,-2.79959955,0.82710003,-0.51017777,1.27149383,-1.38507900,0.06535596,-0.04039601,0.39751307,-0.08395167,0.63193325,-0.74413518,0.96205242,-1.00488503,0.08331554,-0.01796254,0.27835558,-0.25306123
1.78589295,3.23989163,-2.76266487,0.83316533,-0.50305031,1.32164252,-1.37669816,0.06658691,-0.04240721,0.41840983,-0.08054083,0.64763260,-0.74691847,0.98957950,-0.98153327,0.08457083,-0.01656657,0.29628591,-0.24979699
1.79189595,3.34869761,-2.72766459,0.83612196,-0.49695297,1.37080829,-1.36897337,0.06766470,-0.04449548,0.43924092,-0.07741537,0.66231084,-0.74976731,1.01488103,-0.95859763,0.08547723,-0.01545788,0.31460026,-0.24642730
1.79789895,3.45283582,-2.69463284,0.83616041,-0.49176367,1.41868280,-1.36175874,0.06859425,-0.04664510,0.45987418,-0.07456562,0.67598292,-0.75270867,1.03769648,-0.93629565,0.08602071,-0.01462297,0.33316360,-0.24298108
1.80390195,3.55165000,-2.66359294,0.83352417,-0.48734197,1.46496724,-1.35489307,0.06938287,-0.04883704,0.48017060,-0.07198040,0.68869565,-0.75577852,1.05781353,-0.91485597,0.08619426,-0.01404768,0.35183246,-0.23949003
1.80990495,3.64453567,-2.63455945,0.82849834,-0.48353348,1.50936868,-1.34820465,0.07003981,-0.05104919,0.49998371,-0.06964710,0.70052083,-0.75901932,1.07506290,-0.89451470,0.08599768,-0.01371761,0.37045498,-0.23598857
1.81590795,3.73092733,-2.60754038,0.82139735,-0.48017481,1.55159736,-1.34151676,0.07057580,-0.05325671,0.51915941,-0.06755178,0.71154771,-0.76247689,1.08931265,-0.87551106,0.08543725,-0.01361832,0.38887138,-0.23251355
