energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.80190095,1.49420790,0.38742547,0.24470251,0.00369039,0.06484439,0.20111886,0.33059094,0.01434862,0.89375644
-5.79589795,1.48114468,0.38182536,0.24496390,0.00390490,0.05900093,0.19092115,0.33407900,0.01376030,0.88475924
-5.78989495,1.46992086,0.37702404,0.24541363,0.00410812,0.05367438,0.18206945,0.33797527,0.01312505,0.87644960
-5.78389195,1.46024491,0.37288310,0.24599275,0.00429609,0.04884769,0.17449857,0.34223248,0.01245254,0.86864192
-5.77788894,1.45184548,0.36926327,0.24664979,0.00446502,0.04449956,0.16813751,0.34681083,0.01175316,0.86116303
-5.77188594,1.44448767,0.36603097,0.24734311,0.00461141,0.04060565,0.16291432,0.35168094,0.01103765,0.85386216
-5.76588294,1.43798689,0.36306437,0.24804292,0.00473213,0.03713968,0.15876023,0.35682628,0.01031683,0.84661971
-5.75987994,1.43221983,0.36025856,0.24873259,0.00482456,0.03407432,0.15561312,0.36224476,0.00960130,0.83935437
-5.75387694,1.42713195,0.35752968,0.24940958,0.00488659,0.03138207,0.15341999,0.36794957,0.00890122,0.83202836
-5.74787394,1.42274121,0.35481792,0.25008556,0.00491676,0.02903588,0.15213853,0.37396894,0.00822609,0.82465050
-5.74187094,1.41913778,0.35208927,0.25078602,0.00491426,0.02700962,0.15173766,0.38034499,0.00758465,0.81727712
-5.73586793,1.41647996,0.34933599,0.25154917,0.00487896,0.02527851,0.15219722,0.38713160,0.00698474,0.81001070
-5.72986493,1.41498632,0.34657588,0.25242431,0.00481145,0.02381931,0.15350670,0.39439136,0.00643326,0.80299628
-5.72386193,1.41492470,0.34385041,0.25346968,0.00471296,0.02261048,0.15566325,0.40219185,0.00593616,0.79641606
-5.71785893,1.41659848,0.34122184,0.25475001,0.00458535,0.02163215,0.15866916,0.41060129,0.00549839,0.79048221
-5.71185593,1.42033101,0.33876956,0.25633366,0.00443105,0.02086610,0.16252881,0.41968390,0.00512399,0.78542841
-5.70585293,1.42644884,0.33658580,0.25828980,0.00425298,0.02029563,0.16724541,0.42949522,0.00481608,0.78150046
-5.69984992,1.43526464,0.33477093,0.26068543,0.00405442,0.01990536,0.17281769,0.44007755,0.00457690,0.77894639
-5.69384692,1.44706072,0.33342865,0.26358266,0.00383894,0.01968107,0.17923661,0.45145592,0.00440789,0.77800651
-5.68784392,1.46207374,0.33266115,0.26703614,0.00361030,0.01960940,0.18648245,0.46363474,0.00430964,0.77890371
-5.68184092,1.48048141,0.33256457,0.27109087,0.00337229,0.01967770,0.19452222,0.47659531,0.00428196,0.78183458
-5.67583792,1.50239166,0.33322485,0.27578039,0.00312868,0.01987370,0.20330765,0.49029438,0.00432388,0.78696133
-5.66983492,1.52783456,0.33471407,0.28112534,0.00288308,0.02018540,0.21277378,0.50466389,0.00443362,0.79440501
-5.66383192,1.55675734,0.33708746,0.28713261,0.00263889,0.02060074,0.22283827,0.51961177,0.00460855,0.80424007
-5.65782891,1.58902235,0.34038104,0.29379472,0.00239919,0.02110756,0.23340136,0.53502387,0.00484521,0.81649037
-5.65182591,1.62440801,0.34460997,0.30108974,0.00216670,0.02169336,0.24434667,0.55076687,0.00513925,0.83112653
-5.64582291,1.66261234,0.34976759,0.30898146,0.00194376,0.02234522,0.25554257,0.56669199,0.00548543,0.84806485
-5.63981991,1.70325877,0.35582503,0.31741985,0.00173228,0.02304978,0.26684429,0.58263925,0.00587759,0.86716743
-5.63381691,1.74590381,0.36273145,0.32634177,0.00153374,0.02379317,0.27809652,0.59844216,0.00630869,0.88824361
-5.62781391,1.79004607,0.37041480,0.33567171,0.00134921,0.02456108,0.28913658,0.61393236,0.00677084,0.91105240
-5.62181091,1.83513628,0.37878299,0.34532282,0.00117934,0.02533879,0.29979787,0.62894427,0.00725535,0.93530602
-5.61580790,1.88058776,0.38772543,0.35519783,0.00102445,0.02611135,0.30991362,0.64331920,0.00775291,0.96067426
-5.60980490,1.92578708,0.39711493,0.36519014,0.00088450,0.02686371,0.31932072,0.65690897,0.00825363,0.98678956
-5.60380190,1.97010462,0.40680982,0.37518494,0.00075918,0.02758091,0.32786360,0.66957879,0.00874733,1.01325291
-5.59779890,2.01290477,0.41665631,0.38506042,0.00064796,0.02824839,0.33539792,0.68120932,0.00922366,1.03964023
-5.59179590,2.05355574,0.42649108,0.39468902,0.00055010,0.02885218,0.34179401,0.69169792,0.00967239,1.06550943
-5.58579290,2.09143885,0.43614397,0.40393893,0.00046473,0.02937921,0.34693997,0.70095906,0.01008362,1.09040786
-5.57978989,2.12595742,0.44544091,0.41267566,0.00039089,0.02981763,0.35074431,0.70892405,0.01044809,1.11388029
-5.57378689,2.15654512,0.45420687,0.42076387,0.00032757,0.03015704,0.35313802,0.71554023,0.01075739,1.13547713
-5.56778389,2.18267420,0.46226902,0.42806944,0.00027372,0.03038877,0.35407604,0.72076967,0.01100423,1.15476293
-5.56178089,2.20386326,0.46945992,0.43446168,0.00022831,0.03050611,0.35353818,0.72458782,0.01118264,1.17132501
-5.55577789,2.21968501,0.47562076,0.43981586,0.00019035,0.03050450,0.35152927,0.72698201,0.01128815,1.18478194
-5.54977489,2.22977388,0.48060457,0.44401588,0.00015889,0.03038165,0.34807885,0.72795034,0.01131793,1.19479190
-5.54377189,2.23383341,0.48427940,0.44695701,0.00013304,0.03013762,0.34324011,0.72750088,0.01127086,1.20106054
-5.53776888,2.23164364,0.48653138,0.44854880,0.00011199,0.02977484,0.33708842,0.72565146,0.01114756,1.20334820
-5.53176588,2.22306812,0.48726756,0.44871785,0.00009501,0.02929805,0.32971940,0.72243017,0.01095034,1.20147633
-5.52576288,2.20806060,0.48641849,0.44741051,0.00008144,0.02871421,0.32124655,0.71787651,0.01068316,1.19533280
-5.51975988,2.18667105,0.48394046,0.44459537,0.00007070,0.02803233,0.31179871,0.71204332,0.01035139,1.18487606
-5.51375688,2.15905090,0.47981731,0.44026535,0.00006229,0.02726326,0.30151732,0.70499928,0.00996173,1.17013787
-5.50775388,2.12545713,0.47406176,0.43443943,0.00005575,0.02641945,0.29055356,0.69683193,0.00952189,1.15122454
-5.50175088,2.08625498,0.46671616,0.42716384,0.00005073,0.02551470,0.27906561,0.68765086,0.00904039,1.12831663
-5.49574787,2.04191880,0.45785269,0.41851265,0.00004690,0.02456384,0.26721588,0.67759103,0.00852627,1.10166700
-5.48974487,1.99303100,0.44757284,0.40858770,0.00004400,0.02358252,0.25516845,0.66681566,0.00798883,1.07159731
-5.48374187,1.94027852,0.43600628,0.39751797,0.00004180,0.02258686,0.24308667,0.65551851,0.00743734,1.03849297
-5.47773887,1.88444669,0.42330902,0.38545806,0.00004014,0.02159324,0.23113097,0.64392524,0.00688081,1.00279665
-5.47173587,1.82641031,0.40966092,0.37258621,0.00003885,0.02061805,0.21945677,0.63229338,0.00632776,0.96500046
-5.46573287,1.76712169,0.39526251,0.35910148,0.00003784,0.01967745,0.20821275,0.62091081,0.00578603,0.92563704
-5.45972986,1.70759574,0.38033128,0.34522044,0.00003700,0.01878721,0.19753907,0.61009238,0.00526262,0.88526967
-5.45372686,1.64889203,0.36509734,0.33117330,0.00003629,0.01796248,0.18756587,0.60017469,0.00476360,0.84448160
-5.44772386,1.59209423,0.34979878,0.31719958,0.00003564,0.01721769,0.17841180,0.59150880,0.00429402,0.80386499
-5.44172086,1.53828700,0.33467648,0.30354343,0.00003503,0.01656633,0.17018257,0.58445120,0.00385786,0.76400941
-5.43571786,1.48853107,0.31996888,0.29044872,0.00003445,0.01602086,0.16296967,0.57935293,0.00345805,0.72549047
-5.42971486,1.44383691,0.30590653,0.27815393,0.00003387,0.01559251,0.15684901,0.57654751,0.00309651,0.68885855
-5.42371186,1.40513783,0.29270676,0.26688716,0.00003331,0.01529120,0.15187971,0.57633777,0.00277420,0.65462805
-5.41770885,1.37326336,0.28056847,0.25686112,0.00003277,0.01512532,0.14810290,0.57898242,0.00249118,0.62326729
-5.41170585,1.34891377,0.26966735,0.24826839,0.00003225,0.01510160,0.14554072,0.58468270,0.00224673,0.59518935
-5.40570285,1.33263675,0.26015153,0.24127709,0.00003176,0.01522497,0.14419545,0.59356996,0.00203943,0.57074404
-5.39969985,1.32480719,0.25213790,0.23602689,0.00003133,0.01549839,0.14404893,0.60569470,0.00186728,0.55021108
-5.39369685,1.32561095,0.24570919,0.23262570,0.00003095,0.01592268,0.14506225,0.62101784,0.00172784,0.53379491
-5.38769385,1.33503347,0.24091190,0.23114689,0.00003064,0.01649642,0.14717587,0.63940467,0.00161824,0.52162087
-5.38169085,1.35285392,0.23775521,0.23162733,0.00003039,0.01721586,0.15031017,0.66062213,0.00153539,0.51373326
-5.37568784,1.37864530,0.23621079,0.23406613,0.00003022,0.01807479,0.15436645,0.68433959,0.00147600,0.51009495
-5.36968484,1.41178084,0.23621375,0.23842430,0.00003011,0.01906455,0.15922848,0.71013351,0.00143670,0.51058887
-5.36368184,1.45144660,0.23766449,0.24462515,0.00003006,0.02017402,0.16476452,0.73749588,0.00141409,0.51502110
-5.35767884,1.49666020,0.24043146,0.25255558,0.00003006,0.02138973,0.17082987,0.76584628,0.00140484,0.52312565
-5.35167584,1.54629500,0.24435489,0.26206823,0.00003009,0.02269591,0.17726977,0.79454722,0.00140571,0.53457069
-5.34567284,1.59910905,0.24925110,0.27298437,0.00003015,0.02407476,0.18392275,0.82292230,0.00141365,0.54896619
-5.33966983,1.65377782,0.25491750,0.28509750,0.00003020,0.02550663,0.19062413,0.85027623,0.00142580,0.56587272
-5.33366683,1.70892956,0.26113797,0.29817765,0.00003022,0.02697035,0.19720975,0.87591620,0.00143957,0.58481110
-5.32766383,1.76318201,0.26768846,0.31197615,0.00003021,0.02844357,0.20351965,0.89917353,0.00145262,0.60527290
-5.32166083,1.81517915,0.27434278,0.32623087,0.00003013,0.02990316,0.20940172,0.91942464,0.00146293,0.62673125
-5.31565783,1.86362655,0.28087810,0.34067175,0.00002998,0.03132560,0.21471498,0.93611055,0.00146881,0.64865195
-5.30965483,1.90732427,0.28708032,0.35502646,0.00002972,0.03268749,0.21933268,0.94875392,0.00146889,0.67050443
-5.30365183,1.94519594,0.29274898,0.36902618,0.00002936,0.03396598,0.22314482,0.95697311,0.00146211,0.69177247
-5.29764882,1.97631331,0.29770160,0.38241113,0.00002888,0.03513924,0.22606027,0.96049241,0.00144779,0.71196432
-5.29164582,1.99991536,0.30177737,0.39493597,0.00002827,0.03618694,0.22800821,0.95914833,0.00142552,0.73062213
-5.28564282,2.01542174,0.30484015,0.40637476,0.00002754,0.03709068,0.22893909,0.95289164,0.00139521,0.74733037
-5.27963982,2.02244014,0.30678070,0.41652547,0.00002668,0.03783439,0.22882498,0.94178521,0.00135704,0.76172328
-5.27363682,2.02076789,0.30751815,0.42521384,0.00002570,0.03840472,0.22765935,0.92599792,0.00131143,0.77349104
-5.26763382,2.01038799,0.30700069,0.43229668,0.00002461,0.03879138,0.22545639,0.90579514,0.00125903,0.78238473
-5.26163082,1.99146018,0.30520561,0.43766428,0.00002342,0.03898735,0.22224988,0.88152620,0.00120064,0.78821989
-5.25562781,1.96430781,0.30213866,0.44124220,0.00002216,0.03898915,0.21809174,0.85360973,0.00113720,0.79087885
-5.24962481,1.92940124,0.29783284,0.44299217,0.00002083,0.03879694,0.21305032,0.82251752,0.00106974,0.79031162
-5.24362181,1.88733886,0.29234674,0.44291219,0.00001945,0.03841460,0.20720846,0.78875780,0.00099935,0.78653553
-5.23761881,1.83882643,0.28576246,0.44103586,0.00001804,0.03784969,0.20066151,0.75285855,0.00092712,0.77963362
-5.23161581,1.78465578,0.27818329,0.43743102,0.00001662,0.03711344,0.19351530,0.71535172,0.00085411,0.76975187
-5.22561281,1.72568356,0.26973109,0.43219758,0.00001521,0.03622049,0.18588418,0.67675881,0.00078136,0.75709535
-5.21960980,1.66281077,0.26054361,0.42546481,0.00001383,0.03518879,0.17788903,0.63757837,0.00070980,0.74192336
-5.21360680,1.59696348,0.25077173,0.41738803,0.00001248,0.03403920,0.16965552,0.59827564,0.00064026,0.72454377
-5.20760380,1.52907529,0.24057662,0.40814487,0.00001119,0.03279520,0.16131234,0.55927472,0.00057348,0.70530655
-5.20160080,1.46007160,0.23012700,0.39793112,0.00000996,0.03148250,0.15298965,0.52095296,0.00051004,0.68459674
-5.19559780,1.39085579,0.21959639,0.38695634,0.00000881,0.03012852,0.14481760,0.48363783,0.00045043,0.66282682
-5.18959480,1.32229742,0.20916048,0.37543928,0.00000773,0.02876199,0.13692486,0.44760587,0.00039498,0.64042888
-5.18359180,1.25522215,0.19899448,0.36360327,0.00000674,0.02741237,0.12943736,0.41308339,0.00034391,0.61784633
-5.17758879,1.19040332,0.18927067,0.35167157,0.00000584,0.02610936,0.12247687,0.38024878,0.00029733,0.59552570
-5.17158579,1.12855482,0.18015586,0.33986298,0.00000502,0.02488232,0.11615974,0.34923588,0.00025525,0.57390831
-5.16558279,1.07032525,0.17180904,0.32838750,0.00000428,0.02375972,0.11059547,0.32013810,0.00021757,0.55342208
-5.15957979,1.01629288,0.16437900,0.31744246,0.00000363,0.02276862,0.10588533,0.29301306,0.00018415,0.53447368
-5.15357679,0.96696143,0.15800204,0.30720890,0.00000306,0.02193411,0.10212090,0.26788722,0.00015475,0.51744091
-5.14757379,0.92275638,0.15279972,0.29784844,0.00000255,0.02127881,0.09938252,0.24476050,0.00012913,0.50266562
-5.14157079,0.88402185,0.14887671,0.28950060,0.00000212,0.02082238,0.09773773,0.22361055,0.00010699,0.49044719
-5.13556778,0.85101792,0.14631874,0.28228062,0.00000175,0.02058110,0.09723973,0.20439654,0.00008802,0.48103662
-5.12956478,0.82391843,0.14519066,0.27627783,0.00000143,0.02056745,0.09792578,0.18706255,0.00007190,0.47463152
-5.12356178,0.80280938,0.14553469,0.27155451,0.00000116,0.02078976,0.09981583,0.17154032,0.00005832,0.47137178
-5.11755878,0.78768800,0.14736898,0.26814531,0.00000094,0.02125198,0.10291111,0.15775160,0.00004697,0.47133634
-5.11155578,0.77846260,0.15068638,0.26605715,0.00000075,0.02195343,0.10719313,0.14560996,0.00003756,0.47454094
-5.10555278,0.77495340,0.15545365,0.26526968,0.00000060,0.02288871,0.11262282,0.13502231,0.00002982,0.48093693
-5.09954977,0.77689448,0.16161108,0.26573610,0.00000047,0.02404771,0.11914014,0.12589007,0.00002351,0.49041137
-5.09354677,0.78393699,0.16907261,0.26738457,0.00000037,0.02541561,0.12666404,0.11811017,0.00001840,0.50278823
-5.08754377,0.79565368,0.17772651,0.27011987,0.00000029,0.02697314,0.13509299,0.11157593,0.00001431,0.51783098
-5.08154077,0.81154496,0.18743667,0.27382558,0.00000022,0.02869682,0.14430597,0.10617784,0.00001104,0.53524636
-5.07553777,0.83104635,0.19804444,0.27836651,0.00000017,0.03055939,0.15416403,0.10180438,0.00000846,0.55468945
-5.06953477,0.85353746,0.20937114,0.28359151,0.00000013,0.03253028,0.16451246,0.09834289,0.00000644,0.57576998
-5.06353177,0.87835233,0.22122112,0.28933649,0.00000010,0.03457622,0.17518342,0.09568044,0.00000486,0.59805968
-5.05752876,0.90479097,0.23338534,0.29542773,0.00000007,0.03666191,0.18599904,0.09370483,0.00000365,0.62110070
-5.05152576,0.93213202,0.24564543,0.30168532,0.00000006,0.03875074,0.19677503,0.09230558,0.00000272,0.64441480
-5.04552276,0.95964613,0.25777810,0.30792678,0.00000004,0.04080560,0.20732444,0.09137508,0.00000201,0.66751326
-5.03951976,0.98660985,0.26955974,0.31397071,0.00000003,0.04278967,0.21746175,0.09080966,0.00000148,0.68990710
-5.03351676,1.01231972,0.28077121,0.31964048,0.00000002,0.04466722,0.22700695,0.09051068,0.00000108,0.71111750
-5.02751376,1.03610613,0.29120251,0.32476785,0.00000002,0.04640441,0.23578959,0.09038564,0.00000078,0.73068610
-5.02151076,1.05734665,0.30065738,0.32919647,0.00000001,0.04797000,0.24365259,0.09034921,0.00000056,0.74818496
-5.01550775,1.07547855,0.30895743,0.33278522,0.00000001,0.04933602,0.25045576,0.09032416,0.00000041,0.76322579
-5.00950475,1.09001001,0.31594608,0.33541119,0.00000001,0.05047837,0.25607890,0.09024220,0.00000029,0.77546841
-5.00350175,1.10052995,0.32149173,0.33697246,0.00000000,0.05137727,0.26042431,0.09004472,0.00000022,0.78462809
-4.99749875,1.10671616,0.32549047,0.33739044,0.00000000,0.05201760,0.26341877,0.08968338,0.00000016,0.79048159
-4.99149575,1.10834156,0.32786808,0.33661172,0.00000000,0.05238921,0.26501482,0.08912057,0.00000013,0.79287192
-4.98549275,1.10527847,0.32858132,0.33460953,0.00000000,0.05248696,0.26519145,0.08832976,0.00000012,0.79171151
-4.97948974,1.09750089,0.32761848,0.33138469,0.00000000,0.05231075,0.26395409,0.08729566,0.00000013,0.78698404
-4.97348674,1.08508478,0.32499931,0.32696598,0.00000000,0.05186545,0.26133397,0.08601429,0.00000015,0.77874461
-4.96748374,1.06820637,0.32077423,0.32140998,0.00000000,0.05116059,0.25738698,0.08449294,0.00000019,0.76711860
-4.96148074,1.04713860,0.31502294,0.31480046,0.00000000,0.05021013,0.25219191,0.08274999,0.00000026,0.75229904
-4.95547774,1.02224587,0.30785255,0.30724710,0.00000000,0.04903206,0.24584838,0.08081464,0.00000037,0.73454283
-4.94947474,0.99397716,0.29939512,0.29888383,0.00000000,0.04764789,0.23847438,0.07872652,0.00000052,0.71416567
-4.94347174,0.96285776,0.28980495,0.28986657,0.00000000,0.04608221,0.23020345,0.07653521,0.00000074,0.69153606
-4.93746873,0.92947966,0.27925543,0.28037052,0.00000000,0.04436212,0.22118185,0.07429973,0.00000104,0.66706834
-4.93146573,0.89449097,0.26793574,0.27058709,0.00000001,0.04251665,0.21156541,0.07208779,0.00000146,0.64121496
-4.92546273,0.85858420,0.25604725,0.26072028,0.00000001,0.04057619,0.20151654,0.06997506,0.00000203,0.61445812
-4.91945973,0.82248397,0.24380000,0.25098285,0.00000001,0.03857193,0.19120105,0.06804430,0.00000280,0.58730089
-4.91345673,0.78693388,0.23140890,0.24159208,0.00000002,0.03653525,0.18078515,0.06638428,0.00000384,0.56025790
-4.90745373,0.75268300,0.21909008,0.23276533,0.00000003,0.03449720,0.17043253,0.06508868,0.00000524,0.53384574
-4.90145073,0.72047206,0.20705726,0.22471541,0.00000004,0.03248798,0.16030151,0.06425479,0.00000709,0.50857322
-4.89544772,0.69101944,0.19551815,0.21764588,0.00000006,0.03053641,0.15054240,0.06398204,0.00000953,0.48493163
-4.88944472,0.66500726,0.18467101,0.21174626,0.00000008,0.02866956,0.14129505,0.06437042,0.00001272,0.46338499
-4.88344172,0.64306771,0.17470141,0.20718744,0.00000011,0.02691228,0.13268659,0.06551876,0.00001687,0.44436063
-4.87743872,0.62576993,0.16577917,0.20411724,0.00000016,0.02528696,0.12482934,0.06752289,0.00002222,0.42824015
-4.87143572,0.61360765,0.15805554,0.20265626,0.00000022,0.02381321,0.11781913,0.07047371,0.00002907,0.41535096
-4.86543272,0.60698795,0.15166068,0.20289423,0.00000031,0.02250769,0.11173370,0.07445525,0.00003777,0.40595855
-4.85942971,0.60622136,0.14670154,0.20488687,0.00000042,0.02138397,0.10663158,0.07954275,0.00004876,0.40025970
-4.85342671,0.61151372,0.14326000,0.20865350,0.00000058,0.02045252,0.10255121,0.08580087,0.00006253,0.39837695
-4.84742371,0.62296007,0.14139157,0.21417539,0.00000078,0.01972070,0.09951043,0.09328204,0.00007966,0.40035429
-4.84142071,0.64054091,0.14112446,0.22139502,0.00000105,0.01919290,0.09750638,0.10202512,0.00010081,0.40615454
-4.83541771,0.66412108,0.14245922,0.23021636,0.00000140,0.01887066,0.09651584,0.11205447,0.00012675,0.41565835
-4.82941471,0.69345151,0.14536888,0.24050614,0.00000186,0.01875292,0.09649594,0.12337940,0.00015835,0.42866522
-4.82341171,0.72817411,0.14979973,0.25209626,0.00000244,0.01883627,0.09738537,0.13599422,0.00019656,0.44489648
-4.81740870,0.76782965,0.15567259,0.26478715,0.00000319,0.01911531,0.09910603,0.14987888,0.00024244,0.46400033
-4.81140570,0.81186886,0.16288477,0.27835230,0.00000415,0.01958294,0.10156513,0.16500019,0.00029716,0.48555907
-4.80540270,0.85966648,0.17131251,0.29254360,0.00000535,0.02023072,0.10465765,0.18131374,0.00036197,0.50909826
-4.79939970,0.91053798,0.18081401,0.30709757,0.00000684,0.02104927,0.10826927,0.19876638,0.00043820,0.53409784
-4.79339670,0.96375857,0.19123290,0.32174222,0.00000870,0.02202859,0.11227950,0.21729924,0.00052726,0.56000484
-4.78739370,1.01858403,0.20240214,0.33620435,0.00001097,0.02315838,0.11656515,0.23685113,0.00063062,0.58624753
-4.78139070,1.07427252,0.21414819,0.35021706,0.00001375,0.02442836,0.12100384,0.25736225,0.00074978,0.61225036
-4.77538769,1.13010682,0.22629537,0.36352723,0.00001711,0.02582855,0.12547759,0.27877792,0.00088622,0.63744954
-4.76938469,1.18541599,0.23867030,0.37590271,0.00002114,0.02734942,0.12987632,0.30105223,0.00104145,0.66130843
-4.76338169,1.23959574,0.25110615,0.38713886,0.00002594,0.02898212,0.13410108,0.32415129,0.00121690,0.68333247
-4.75737869,1.29212645,0.26344675,0.39706434,0.00003161,0.03071858,0.13806696,0.34805588,0.00141394,0.70308284
-4.75137569,1.34258821,0.27555023,0.40554579,0.00003824,0.03255156,0.14170552,0.37276334,0.00163380,0.72018847
-4.74537269,1.39067201,0.28729220,0.41249116,0.00004594,0.03447465,0.14496658,0.39828844,0.00187758,0.73435587
-4.73936968,1.43618667,0.29856819,0.41785177,0.00005481,0.03648230,0.14781943,0.42466308,0.00214619,0.74537629
-4.73336668,1.47906086,0.30929542,0.42162271,0.00006494,0.03856967,0.15025316,0.45193479,0.00244030,0.75313002
-4.72736368,1.51934028,0.31941373,0.42384179,0.00007640,0.04073261,0.15227638,0.48016398,0.00276034,0.75758752
-4.72136068,1.55717984,0.32888561,0.42458691,0.00008925,0.04296745,0.15391595,0.50941987,0.00310645,0.75880739
-4.71535768,1.59283121,0.33769543,0.42397213,0.00010355,0.04527089,0.15521521,0.53977542,0.00347844,0.75693127
-4.70935468,1.62662620,0.34584781,0.42214236,0.00011930,0.04763980,0.15623131,0.57130129,0.00387579,0.75217581
-4.70335168,1.65895673,0.35336524,0.41926721,0.00013650,0.05007107,0.15703220,0.60405907,0.00429758,0.74482224
-4.69734867,1.69025221,0.36028501,0.41553396,0.00015509,0.05256138,0.15769298,0.63809431,0.00474256,0.73520381
-4.69134567,1.72095544,0.36665573,0.41114015,0.00017500,0.05510701,0.15829219,0.67342940,0.00520906,0.72369180
-4.68534267,1.75149804,0.37253332,0.40628605,0.00019610,0.05770366,0.15890788,0.71005691,0.00569500,0.71068075
-4.67933967,1.78227668,0.37797688,0.40116730,0.00021823,0.06034624,0.15961378,0.74793375,0.00619794,0.69657334
-4.67333667,1.81363107,0.38304460,0.39596802,0.00024118,0.06302868,0.16047585,0.78697632,0.00671506,0.68176590
-4.66733367,1.84582488,0.38778965,0.39085470,0.00026471,0.06574377,0.16154907,0.82705730,0.00724316,0.66663477
-4.66133067,1.87903029,0.39225660,0.38597109,0.00028855,0.06848297,0.16287499,0.86800400,0.00777873,0.65152437
-4.65532766,1.91331698,0.39647819,0.38143418,0.00031237,0.07123631,0.16447981,0.90959871,0.00831799,0.63673718
-4.64932466,1.94864598,0.40047276,0.37733149,0.00033585,0.07399223,0.16637331,0.95158100,0.00885687,0.62252606
-4.64332166,1.98486848,0.40424250,0.37371963,0.00035862,0.07673754,0.16854850,0.99365202,0.00939115,0.60908904
