energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.57378689,11.83054530,3.14467889,6.46491235,0.06645226,0.28427053,0.11045143,3.49875457,2.10147592,0.62402820
-5.56778389,12.01352204,3.16251690,6.60127779,0.06827561,0.28645430,0.11083951,3.52490659,2.13832795,0.62968379
-5.56178089,12.17852621,3.17386547,6.73121892,0.07003437,0.28805294,0.11090527,3.54361365,2.17001142,0.63381074
-5.55577789,12.32380898,3.17855890,6.85334531,0.07173121,0.28904222,0.11065557,3.55463763,2.19602473,0.63642187
-5.54977489,12.44793346,3.17651372,6.96638320,0.07337262,0.28940289,0.11010456,3.55787787,2.21596382,0.63755550
-5.54377189,12.54977139,3.16773668,7.06917231,0.07496784,0.28912205,0.10927305,3.55337008,2.22953635,0.63727212
-5.53776888,12.62848961,3.15232977,7.16065891,0.07652776,0.28819449,0.10818772,3.54128057,2.23657201,0.63565041
-5.53176588,12.68352743,3.13049166,7.23988587,0.07806365,0.28662366,0.10688012,3.52189613,2.23702852,0.63278285
-5.52576288,12.71456631,3.10251517,7.30598117,0.07958594,0.28442229,0.10538542,3.49560970,2.23099278,0.62877100
-5.51975988,12.72149437,3.06878093,7.35814601,0.08110306,0.28161268,0.10374118,3.46290280,2.21867706,0.62372087
-5.51375688,12.70436828,3.02974733,7.39564432,0.08262039,0.27822645,0.10198596,3.42432533,2.20041042,0.61773847
-5.50775388,12.66337554,2.98593724,7.41779500,0.08413937,0.27430404,0.10015795,3.38047391,2.17662579,0.61092587
-5.50175088,12.59880008,2.93792242,7.42396842,0.08565690,0.26989363,0.09829366,3.33196991,2.14784334,0.60337784
-5.49574787,12.51099386,2.88630623,7.41358812,0.08716496,0.26504993,0.09642673,3.27943826,2.11465105,0.59517934
-5.48974487,12.40035668,2.83170590,7.38613845,0.08865048,0.25983260,0.09458691,3.22348818,2.07768350,0.58640399
-5.48374187,12.26732573,2.77473512,7.34117814,0.09009558,0.25430457,0.09279921,3.16469668,2.03759991,0.57711333
-5.47773887,12.11237547,2.71598806,7.27835958,0.09147803,0.24853032,0.09108336,3.10359567,1.99506257,0.56735723
-5.47173587,11.93602768,2.65602550,7.19745254,0.09277192,0.24257422,0.08945346,3.04066317,1.95071668,0.55717502
-5.46573287,11.73887044,2.59536382,7.09837106,0.09394864,0.23649895,0.08791794,2.97631866,1.90517241,0.54659747
-5.45972986,11.52158418,2.53446718,6.98120150,0.09497790,0.23036417,0.08647979,2.91092266,1.85899006,0.53564927
-5.45372686,11.28497209,2.47374307,6.84622960,0.09582893,0.22422546,0.08513696,2.84478010,1.81266862,0.52435194
-5.44772386,11.02999177,2.41354120,6.69396425,0.09647166,0.21813347,0.08388301,2.77814681,1.76663818,0.51272680
-5.44172086,10.75778498,2.35415538,6.52515576,0.09687791,0.21213348,0.08270794,2.71123850,1.72125614,0.50079795
-5.43571786,10.46970212,2.29582798,6.34080675,0.09702246,0.20626511,0.08159902,2.64424122,1.67680704,0.48859483
-5.42971486,10.16731870,2.23875627,6.14217395,0.09688399,0.20056239,0.08054179,2.57732230,1.63350567,0.47615440
-5.42371186,9.85244141,2.18310003,5.93076014,0.09644588,0.19505398,0.07952098,2.51064102,1.59150291,0.46352254
-5.41770885,9.52710216,2.12898966,5.70829558,0.09569675,0.18976355,0.07852142,2.44435806,1.55089369,0.45075485
-5.41170585,9.19353960,2.07653407,5.47670939,0.09463079,0.18471026,0.07752884,2.37864302,1.51172635,0.43791655
-5.40570285,8.85416813,2.02582780,5.23809176,0.09324791,0.17990923,0.07653052,2.31367959,1.47401272,0.42508166
-5.39969985,8.51153554,1.97695690,4.99464842,0.09155363,0.17537211,0.07551585,2.24966814,1.43773824,0.41233146
-5.39369685,8.16827122,1.93000312,4.74864943,0.08955880,0.17110747,0.07447662,2.18682548,1.40287155,0.39975231
-5.38769385,7.82702741,1.88504633,4.50237454,0.08727912,0.16712115,0.07340727,2.12538213,1.36937301,0.38743305
-5.38169085,7.49041636,1.84216515,4.25805770,0.08473464,0.16341653,0.07230488,2.06557731,1.33720192,0.37546213
-5.37568784,7.16094673,1.80143576,4.01783313,0.08194901,0.15999468,0.07116904,2.00765214,1.30632198,0.36392452
-5.36968484,6.84096213,1.76292934,3.78368537,0.07894880,0.15685438,0.07000160,1.95184160,1.27670508,0.35289879
-5.36368184,6.53258495,1.72670827,3.55740534,0.07576278,0.15399208,0.06880634,1.89836589,1.24833334,0.34245435
-5.35767884,6.23766776,1.69282158,3.34055418,0.07242117,0.15140180,0.06758852,1.84742165,1.22119953,0.33264909
-5.35167584,5.95775441,1.66129999,3.13443586,0.06895498,0.14907494,0.06635444,1.79917375,1.19530598,0.32352741
-5.34567284,5.69405200,1.63215089,2.94007943,0.06539536,0.14700020,0.06511097,1.75374800,1.17066234,0.31511882
-5.33966983,5.44741441,1.60535371,2.75823093,0.06177311,0.14516337,0.06386511,1.71122519,1.14728236,0.30743715
-5.33366683,5.21833733,1.58085586,2.58935464,0.05811814,0.14354726,0.06262353,1.67163657,1.12518004,0.30048020
-5.32766383,5.00696433,1.55856951,2.43364287,0.05445911,0.14213170,0.06139224,1.63496116,1.10436535,0.29423002
-5.32166083,4.81310252,1.53836937,2.29103321,0.05082310,0.14089350,0.06017628,1.60112453,1.08483988,0.28865363
-5.31565783,4.63624680,1.52009153,2.16123187,0.04723533,0.13980665,0.05897947,1.56999936,1.06659252,0.28370408
-5.30965483,4.47561060,1.50353349,2.04374159,0.04371901,0.13884249,0.05780423,1.54140730,1.04959554,0.27932193
-5.30365183,4.33016159,1.48845527,1.93789262,0.04029513,0.13796999,0.05665156,1.51512219,1.03380103,0.27543687
-5.29764882,4.19866064,1.47458160,1.84287536,0.03698237,0.13715613,0.05552093,1.49087434,1.01913810,0.27196958
-5.29164582,4.07970227,1.46160523,1.75777318,0.03379705,0.13636636,0.05441034,1.46835570,1.00551074,0.26883362
-5.28564282,3.97175552,1.44919115,1.68159448,0.03075304,0.13556504,0.05331646,1.44722570,0.99279657,0.26593744
-5.27963982,3.87320392,1.43698182,1.61330290,0.02786175,0.13471604,0.05223467,1.42711783,0.98084649,0.26318633
-5.27363682,3.78238399,1.42460323,1.55184518,0.02513217,0.13378332,0.05115933,1.40764657,0.96948544,0.26048442
-5.26763382,3.69762157,1.41167173,1.49617603,0.02257087,0.13273155,0.05008393,1.38841483,0.95851411,0.25773661
-5.26163082,3.61726578,1.39780170,1.44527998,0.02018205,0.13152675,0.04900132,1.36902174,0.94771181,0.25485044
-5.25562781,3.53972049,1.38261364,1.39819005,0.01796767,0.13013696,0.04790402,1.34907081,0.93684040,0.25173801
-5.24962481,3.46347324,1.36574292,1.35400328,0.01592756,0.12853294,0.04678442,1.32817828,0.92564923,0.24831773
-5.24362181,3.38712164,1.34684868,1.31189351,0.01405956,0.12668876,0.04563512,1.30598171,0.91388113,0.24451607
-5.23761881,3.30939727,1.32562292,1.27112137,0.01235970,0.12458247,0.04444916,1.28214858,0.90127905,0.24026918
-5.23161581,3.22918699,1.30179929,1.23104195,0.01082244,0.12219669,0.04322035,1.25638472,0.88759350,0.23552443
-5.22561281,3.14555157,1.27516153,1.19111030,0.00944086,0.11951910,0.04194349,1.22844244,0.87259024,0.23024167
-5.21960980,3.05774138,1.24555097,1.15088506,0.00820696,0.11654292,0.04061464,1.19812798,0.85605812,0.22439442
-5.21360680,2.96520884,1.21287302,1.11003021,0.00711186,0.11326721,0.03923136,1.16530810,0.83781669,0.21797070
-5.20760380,2.86761731,1.17710211,1.06831544,0.00614615,0.10969712,0.03779286,1.12991539,0.81772323,0.21097353
-5.20160080,2.76484605,1.13828495,1.02561483,0.00530005,0.10584390,0.03630019,1.09195218,0.79567889,0.20342120
-5.19559780,2.65699098,1.09654177,0.98190432,0.00456379,0.10172490,0.03475631,1.05149270,0.77163359,0.19534699
-5.18959480,2.54436108,1.05206551,0.93725783,0.00392774,0.09736322,0.03316619,1.00868329,0.74558943,0.18679866
-5.18359180,2.42747031,1.00511874,0.89184221,0.00338273,0.09278738,0.03153678,0.96374070,0.71760234,0.17783746
-5.17758879,2.30702530,0.95602851,0.84591119,0.00292018,0.08803067,0.02987695,0.91694841,0.68778198,0.16853685
-5.17158579,2.18390901,0.90517915,0.79979834,0.00253234,0.08313047,0.02819747,0.86865096,0.65628956,0.15898084
-5.16558279,2.05916102,0.85300337,0.75390943,0.00221244,0.07812739,0.02651080,0.81924679,0.62333398,0.14926220
-5.15957979,1.93395501,0.79997195,0.70871414,0.00195480,0.07306429,0.02483100,0.76917953,0.58916616,0.13948040
-5.15357679,1.80957437,0.74658244,0.66473756,0.00175496,0.06798534,0.02317352,0.71892842,0.55407191,0.12973954
-5.14757379,1.68738679,0.69334739,0.62255151,0.00160979,0.06293490,0.02155501,0.66899810,0.51836366,0.12014635
-5.14157079,1.56881869,0.64078245,0.58276599,0.00151756,0.05795657,0.01999314,0.61990826,0.48237137,0.11080815
-5.13556778,1.45533049,0.58939503,0.54602084,0.00147801,0.05309217,0.01850646,0.57218365,0.44643309,0.10183120
-5.12956478,1.34839331,0.53967373,0.51297773,0.00149235,0.04838092,0.01711419,0.52634471,0.41088548,0.09331914
-5.12356178,1.24946784,0.49207910,0.48431245,0.00156338,0.04385861,0.01583617,0.48289932,0.37605481,0.08537181
-5.11755878,1.15998551,0.44703589,0.46070757,0.00169543,0.03955707,0.01469269,0.44233577,0.34224876,0.07808442
-5.11155578,1.08133224,0.40492699,0.44284517,0.00189441,0.03550363,0.01370446,0.40511710,0.30974919,0.07154694
-5.10555278,1.01483462,0.36608925,0.43139954,0.00216775,0.03172088,0.01289256,0.37167698,0.27880639,0.06584385
-5.09954977,0.96174788,0.33081097,0.42702953,0.00252439,0.02822655,0.01227835,0.34241682,0.24963471,0.06105413
-5.09354677,0.92324547,0.29933106,0.43037032,0.00297470,0.02503350,0.01188346,0.31770404,0.22240969,0.05725141
-5.08754377,0.90040904,0.27183965,0.44202419,0.00353033,0.02214995,0.01172967,0.29787126,0.19726678,0.05450412
-5.08154077,0.89421841,0.24847979,0.46255013,0.00420412,0.01957971,0.01183878,0.28321591,0.17430145,0.05287578
-5.07553777,0.90554050,0.22934996,0.49245194,0.00500981,0.01732262,0.01223243,0.27400004,0.15357051,0.05242503
-5.06953477,0.93511650,0.21450708,0.53216488,0.00596185,0.01537494,0.01293179,0.27044986,0.13509454,0.05320559
-5.06353177,0.98354685,0.20396965,0.58204076,0.00707502,0.01372987,0.01395718,0.27275464,0.11886105,0.05526582
-5.05752876,1.05127360,0.19772068,0.64233166,0.00836409,0.01237801,0.01532757,0.28106478,0.10482829,0.05864804
-5.05152576,1.13856031,0.19571025,0.71317269,0.00984332,0.01130783,0.01705997,0.29548873,0.09292928,0.06338747
-5.04552276,1.24546966,0.19785745,0.79456440,0.01152602,0.01050616,0.01916872,0.31608877,0.08307593,0.06951074
-5.03951976,1.37183965,0.20405164,0.88635532,0.01342393,0.00995850,0.02166466,0.34287559,0.07516305,0.07703412
-5.03351676,1.51725941,0.21415295,0.98822585,0.01554670,0.00964941,0.02455427,0.37580191,0.06907208,0.08596146
-5.02751376,1.68104599,0.22799222,1.09967425,0.01790122,0.00956276,0.02783872,0.41475547,0.06467437,0.09628186
-5.02151076,1.86222385,0.24537032,1.22000587,0.02049103,0.00968196,0.03151299,0.45955163,0.06183403,0.10796734
-5.01550775,2.05950879,0.26605730,1.34832685,0.02331573,0.00999013,0.03556496,0.50992633,0.06041029,0.12097053
-5.00950475,2.27129823,0.28979142,1.48354316,0.02637046,0.01047022,0.03997472,0.56552979,0.06025935,0.13522259
-5.00350175,2.49566967,0.31627847,1.62436602,0.02964538,0.01110513,0.04471390,0.62592167,0.06123586,0.15063144
-4.99749875,2.73038885,0.34519163,1.76932436,0.03312534,0.01187781,0.04974537,0.69056827,0.06319403,0.16708064
-4.99149575,2.97292888,0.37617217,1.91678482,0.03678962,0.01277133,0.05502303,0.75884229,0.06598851,0.18442875
-4.98549275,3.22050125,0.40883116,2.06497934,0.04061182,0.01376901,0.06049207,0.83002561,0.06947509,0.20250969
-4.97948974,3.47009885,0.44275248,2.21204020,0.04455996,0.01485459,0.06608944,0.90331552,0.07351146,0.22113382
-4.97348674,3.71855060,0.47749713,2.35604166,0.04859671,0.01601230,0.07174470,0.97783439,0.07795785,0.24009000
-4.96748374,3.96258682,0.51260893,2.49504738,0.05267981,0.01722714,0.07738124,1.05264293,0.08267794,0.25914861
-4.96148074,4.19891337,0.54762154,2.62716182,0.05676273,0.01848506,0.08291776,1.12675674,0.08753979,0.27806543
-4.95547774,4.42429237,0.58206655,2.75058417,0.06079546,0.01977316,0.08827007,1.19916581,0.09241706,0.29658632
-4.94947474,4.63562663,0.61548250,2.86366240,0.06472542,0.02107998,0.09335310,1.26885627,0.09719030,0.31445255
-4.94347174,4.83004429,0.64742448,2.96494535,0.06849863,0.02239565,0.09808307,1.33483378,0.10174842,0.33140667
-4.93746873,5.00498043,0.67747391,3.05323042,0.07206087,0.02371215,0.10237973,1.39614764,0.10599025,0.34719855
-4.93146573,5.15825169,0.70524807,3.12760462,0.07535894,0.02502339,0.10616854,1.45191458,0.10982605,0.36159164
-4.92546273,5.28812067,0.73040900,3.18747683,0.07834198,0.02632536,0.10938285,1.50134139,0.11317900,0.37436882
-4.91945973,5.39334685,0.75267135,3.23259943,0.08096271,0.02761604,0.11196574,1.54374542,0.11598650,0.38533804
-4.91345673,5.47322138,0.77180874,3.26307800,0.08317872,0.02889540,0.11387171,1.57857192,0.11820123,0.39433713
-4.90745373,5.52758389,0.78765845,3.27936815,0.08495348,0.03016516,0.11506796,1.60540771,0.11979184,0.40123793
-4.90145073,5.55682005,0.80012398,3.28225924,0.08625741,0.03142853,0.11553527,1.62399041,0.12074332,0.40594927
-4.89544772,5.56183983,0.80917560,3.27284524,0.08706859,0.03268981,0.11526845,1.63421293,0.12105684,0.40841894
-4.88944472,5.54403702,0.81484865,3.25248386,0.08737340,0.03395401,0.11427639,1.63612304,0.12074922,0.40863449
-4.88344172,5.50523175,0.81723970,3.22274540,0.08716686,0.03522628,0.11258159,1.62991816,0.11985186,0.40662279
-4.87743872,5.44759835,0.81650079,3.18535341,0.08645275,0.03651140,0.11021933,1.61593545,0.11840931,0.40244849
-4.87143572,5.37358182,0.81283199,3.14211975,0.08524348,0.03781324,0.10723640,1.59463795,0.11647734,0.39621143
-4.86543272,5.28580661,0.80647256,3.09487683,0.08355976,0.03913426,0.10368965,1.56659720,0.11412084,0.38804312
-4.85942971,5.18698165,0.79769118,3.04541011,0.08142998,0.04047502,0.09964413,1.53247330,0.11141136,0.37810247
-4.85342671,5.07980609,0.78677566,2.99539365,0.07888947,0.04183384,0.09517118,1.49299316,0.10842457,0.36657095
-4.84742371,4.96687961,0.77402263,2.94633188,0.07597953,0.04320656,0.09034637,1.44892793,0.10523769,0.35364740
-4.84142071,4.85062135,0.75972756,2.89950987,0.07274637,0.04458641,0.08524751,1.40107053,0.10192700,0.33954264
-4.83541771,4.73320072,0.74417561,2.85595445,0.06923987,0.04596409,0.07995262,1.35021409,0.09856548,0.32447415
-4.82941471,4.61648285,0.72763369,2.81640772,0.06551240,0.04732795,0.07453812,1.29713218,0.09522078,0.30866097
-4.82341171,4.50199064,0.71034396,2.78131406,0.06161753,0.04866443,0.06907717,1.24256139,0.09195351,0.29231895
-4.81740870,4.39088456,0.69251902,2.75082098,0.05760878,0.04995857,0.06363827,1.18718680,0.08881595,0.27565655
-4.81140570,4.28396047,0.67433893,2.72479365,0.05353849,0.05119470,0.05828407,1.13163075,0.08585116,0.25887120
-4.80540270,4.18166480,0.65595008,2.70284213,0.04945670,0.05235723,0.05307048,1.07644495,0.08309264,0.24214638
-4.79939970,4.08412585,0.63746581,2.68435999,0.04541024,0.05343158,0.04804612,1.02210614,0.08056439,0.22564942
-4.79339670,3.99119887,0.61896878,2.66857235,0.04144187,0.05440504,0.04325191,0.96901493,0.07828142,0.20952993
-4.78739370,3.90252253,0.60051461,2.65459093,0.03758968,0.05526768,0.03872105,0.91749777,0.07625065,0.19391903
-4.78139070,3.81758336,0.58213679,2.64147369,0.03388663,0.05601328,0.03447911,0.86781139,0.07447211,0.17892909
-4.77538769,3.73578502,0.56385229,2.62828617,0.03036021,0.05664000,0.03054440,0.82014950,0.07294044,0.16465406
-4.76938469,3.65651868,0.54566771,2.61416185,0.02703239,0.05715106,0.02692848,0.77465090,0.07164645,0.15117032
-4.76338169,3.57923127,0.52758540,2.59835886,0.02391959,0.05755514,0.02363670,0.73140872,0.07057879,0.13853777
-4.75737869,3.50348817,0.50960938,2.58031063,0.02103293,0.05786656,0.02066896,0.69047994,0.06972554,0.12680131
-4.75137569,3.42902764,0.49175061,2.55966831,0.01837850,0.05810530,0.01802043,0.65189480,0.06907570,0.11599233
-4.74537269,3.35580453,0.47403134,2.53633328,0.01595782,0.05829662,0.01568229,0.61566554,0.06862039,0.10613036
-4.73936968,3.28402144,0.45648836,2.51047859,0.01376831,0.05847053,0.01364248,0.58179409,0.06835378,0.09722466
-4.73336668,3.21414617,0.43917492,2.48255851,0.01180386,0.05866093,0.01188637,0.55027829,0.06827373,0.08927570
-4.72736368,3.14691502,0.42216138,2.45330600,0.01005540,0.05890456,0.01039745,0.52111651,0.06838190,0.08227645
-4.72136068,3.08332193,0.40553434,2.42371848,0.00851150,0.05923966,0.00915783,0.49431053,0.06868362,0.07621352
-4.71535768,3.02459450,0.38939457,2.39503263,0.00715898,0.05970459,0.00814876,0.46986664,0.06918730,0.07106805
-4.70935468,2.97215803,0.37385376,2.36868952,0.00598339,0.06033626,0.00735103,0.44779506,0.06990349,0.06681634
-4.70335168,2.92758959,0.35903028,2.34629157,0.00496959,0.06116850,0.00674529,0.42810793,0.07084371,0.06343032
-4.69734867,2.89256442,0.34504426,2.32955324,0.00410214,0.06223058,0.00631229,0.41081609,0.07201907,0.06087779
-4.69134567,2.86879695,0.33201232,2.32024759,0.00336573,0.06354568,0.00603307,0.39592497,0.07343868,0.05912247
-4.68534267,2.85797935,0.32004205,2.32015051,0.00274548,0.06512967,0.00588903,0.38342998,0.07510820,0.05812403
-4.67933967,2.86172004,0.30922688,2.33098510,0.00222721,0.06699006,0.00586211,0.37331184,0.07702838,0.05783795
-4.67333667,2.88148478,0.29964131,2.35436780,0.00179760,0.06912529,0.00593474,0.36553206,0.07919378,0.05821546
-4.66733367,2.91854250,0.29133696,2.39175823,0.00144440,0.07152438,0.00608991,0.36002914,0.08159183,0.05920351
-4.66133067,2.97391780,0.28433961,2.44441405,0.00115644,0.07416692,0.00631123,0.35671556,0.08420221,0.06074475
-4.65532766,3.04835157,0.27864733,2.51335214,0.00092373,0.07702355,0.00658288,0.35547600,0.08699661,0.06277775
-4.64932466,3.14227079,0.27422990,2.59931681,0.00073740,0.08005674,0.00688974,0.35616679,0.08993895,0.06523732
-4.64332166,3.25576786,0.27102942,2.70275544,0.00058976,0.08322202,0.00721738,0.35861675,0.09298607,0.06805498
