energy_ev,total_up,Au_p_up,Au_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.88594297,0.75413381,0.11861479,0.54852737,0.07596213,0.05982582,0.00092447,0.02251611,0.12450401,0.00000000
-5.87993997,0.78727445,0.12717613,0.56460262,0.08212909,0.06480774,0.00079955,0.02476704,0.13274824,0.00000000
-5.87393697,0.82491862,0.13630711,0.58447687,0.08851395,0.06999125,0.00068707,0.02708237,0.14160526,0.00000000
-5.86793397,0.86649260,0.14590384,0.60778841,0.09503569,0.07531128,0.00058659,0.02943960,0.15096564,0.00000000
-5.86193097,0.91133507,0.15584904,0.63410738,0.10160533,0.08069787,0.00049755,0.03181460,0.16070650,0.00000000
-5.85592796,0.95871741,0.16601500,0.66294992,0.10812821,0.08607807,0.00041929,0.03418235,0.17069481,0.00000000
-5.84992496,1.00786590,0.17626687,0.69379357,0.11450670,0.09137804,0.00035102,0.03651773,0.18079093,0.00000000
-5.84392196,1.05798499,0.18646616,0.72609342,0.12064294,0.09652521,0.00029195,0.03879635,0.19085250,0.00000000
-5.83791896,1.10828090,0.19647440,0.75929835,0.12644179,0.10145043,0.00024122,0.04099539,0.20073825,0.00000000
-5.83191596,1.15798458,0.20615674,0.79286685,0.13181368,0.10609007,0.00019799,0.04309443,0.21031185,0.00000000
-5.82591296,1.20637315,0.21538534,0.82628193,0.13667733,0.11038790,0.00016144,0.04507617,0.21944537,0.00000000
-5.81990995,1.25278915,0.22404252,0.85906460,0.14096220,0.11429666,0.00013077,0.04692710,0.22802246,0.00000000
-5.81390695,1.29665680,0.23202338,0.89078543,0.14461043,0.11777934,0.00010523,0.04863795,0.23594096,0.00000000
-5.80790395,1.33749485,0.23923796,0.92107409,0.14757848,0.12080995,0.00008414,0.05020400,0.24311489,0.00000000
-5.80190095,1.37492554,0.24561284,0.94962640,0.14983810,0.12337386,0.00006685,0.05162521,0.24947581,0.00000000
-5.79589795,1.40867970,0.25109205,0.97620903,0.15137671,0.12546770,0.00005281,0.05290615,0.25497344,0.00000000
-5.78989495,1.43859776,0.25563741,1.00066161,0.15219730,0.12709872,0.00004151,0.05405567,0.25957566,0.00000000
-5.78389195,1.46462709,0.25922829,1.02289661,0.15231766,0.12828379,0.00003252,0.05508643,0.26326781,0.00000000
-5.77788894,1.48681603,0.26186078,1.04289696,0.15176917,0.12904801,0.00002545,0.05601433,0.26605149,0.00000000
-5.77188594,1.50530491,0.26354657,1.06071179,0.15059515,0.12942308,0.00002002,0.05685763,0.26794296,0.00000000
-5.76588294,1.52031500,0.26431132,1.07645061,0.14884894,0.12944544,0.00001595,0.05763620,0.26897115,0.00000000
-5.75987994,1.53213571,0.26419294,1.09027621,0.14659169,0.12915443,0.00001307,0.05837054,0.26917556,0.00000000
-5.75387694,1.54111100,0.26323970,1.10239662,0.14389015,0.12859045,0.00001124,0.05908088,0.26860413,0.00000000
-5.74787394,1.54762544,0.26150837,1.11305657,0.14081451,0.12779323,0.00001039,0.05978638,0.26731118,0.00000000
-5.74187094,1.55209063,0.25906240,1.12252860,0.13743631,0.12680048,0.00001048,0.06050425,0.26535555,0.00000000
-5.73586793,1.55493237,0.25597033,1.13110418,0.13382665,0.12564669,0.00001158,0.06124918,0.26279903,0.00000000
-5.72986493,1.55657907,0.25230434,1.13908509,0.13005478,0.12436234,0.00001379,0.06203280,0.25970508,0.00000000
-5.72386193,1.55745155,0.24813911,1.14677516,0.12618692,0.12297360,0.00001730,0.06286332,0.25613798,0.00000000
-5.71785893,1.55795455,0.24355088,1.15447259,0.12228560,0.12150221,0.00002236,0.06374539,0.25216219,0.00000000
-5.71185593,1.55846981,0.23861679,1.16246293,0.11840936,0.11996585,0.00002935,0.06468008,0.24784217,0.00000000
-5.70585293,1.55935090,0.23341441,1.17101286,0.11461276,0.11837879,0.00003873,0.06566512,0.24324231,0.00000000
-5.69984992,1.56091964,0.22802141,1.18036483,0.11094683,0.11675270,0.00005110,0.06669515,0.23842714,0.00000000
-5.69384692,1.56346397,0.22251547,1.19073268,0.10745967,0.11509772,0.00006721,0.06776226,0.23346157,0.00000000
-5.68784392,1.56723718,0.21697410,1.20229830,0.10419731,0.11342349,0.00008794,0.06885653,0.22841116,0.00000000
-5.68184092,1.57245837,0.21147462,1.21520945,0.10120469,0.11174031,0.00011439,0.06996665,0.22334244,0.00000000
-5.67583792,1.57931406,0.20609409,1.22957875,0.09852663,0.11006016,0.00014784,0.07108065,0.21832297,0.00000000
-5.66983492,1.58796067,0.20090922,1.24548404,0.09620878,0.10839752,0.00018979,0.07218662,0.21342139,0.00000000
-5.66383192,1.59852796,0.19599614,1.26296997,0.09429844,0.10677017,0.00024199,0.07327337,0.20870721,0.00000000
-5.65782891,1.61112324,0.19143023,1.28205094,0.09284520,0.10519966,0.00030643,0.07433111,0.20425049,0.00000000
-5.65182591,1.62583607,0.18728573,1.30271528,0.09190135,0.10371155,0.00038535,0.07535206,0.20012128,0.00000000
-5.64582291,1.64274359,0.18363535,1.32493052,0.09152198,0.10233552,0.00048123,0.07633096,0.19638900,0.00000000
-5.63981991,1.66191599,0.18054977,1.34864957,0.09176472,0.10110515,0.00059682,0.07726547,0.19312160,0.00000000
-5.63381691,1.68342201,0.17809705,1.37381747,0.09268928,0.10005761,0.00073505,0.07815648,0.19038479,0.00000000
-5.62781391,1.70733414,0.17634198,1.40037841,0.09435644,0.09923309,0.00089902,0.07900828,0.18824103,0.00000000
-5.62181091,1.73373315,0.17534530,1.42828260,0.09682685,0.09867415,0.00109197,0.07982854,0.18674871,0.00000000
-5.61580790,1.76271167,0.17516288,1.45749243,0.10015940,0.09842495,0.00131717,0.08062824,0.18596121,0.00000000
-5.60980490,1.79437623,0.17584485,1.48798764,0.10440936,0.09853044,0.00157785,0.08142135,0.18592602,0.00000000
-5.60380190,1.82884769,0.17743454,1.51976886,0.10962618,0.09903541,0.00187710,0.08222443,0.18668398,0.00000000
-5.59779890,1.86625951,0.17996746,1.55285925,0.11585119,0.09998363,0.00221773,0.08305605,0.18826845,0.00000000
-5.59179590,1.90675381,0.18347014,1.58730399,0.12311508,0.10141691,0.00260216,0.08393612,0.19070466,0.00000000
-5.58579290,1.95047513,0.18795899,1.62316724,0.13143542,0.10337425,0.00303230,0.08488505,0.19400900,0.00000000
-5.57978989,1.99756193,0.19343911,1.66052680,0.14081426,0.10589095,0.00350935,0.08592294,0.19818846,0.00000000
-5.57378689,2.04813612,0.19990323,1.69946643,0.15123590,0.10899788,0.00403370,0.08706860,0.20324011,0.00000000
-5.56778389,2.10229114,0.20733067,1.74006625,0.16266501,0.11272082,0.00460480,0.08833865,0.20915068,0.00000000
-5.56178089,2.16007912,0.21568664,1.78239163,0.17504523,0.11707990,0.00522105,0.08974665,0.21589624,0.00000000
-5.55577789,2.22149793,0.22492174,1.82648123,0.18829836,0.12208930,0.00587967,0.09130226,0.22344216,0.00000000
-5.54977489,2.28647914,0.23497189,1.87233504,0.20232426,0.12775714,0.00657670,0.09301058,0.23174316,0.00000000
-5.54377189,2.35487772,0.24575878,1.91990302,0.21700160,0.13408556,0.00730695,0.09487168,0.24074378,0.00000000
-5.53776888,2.42646450,0.25719084,1.96907552,0.23218954,0.14107128,0.00806406,0.09688028,0.25037910,0.00000000
-5.53176588,2.50092240,0.26916493,2.01967597,0.24773028,0.14870633,0.00884053,0.09902577,0.26057595,0.00000000
-5.52576288,2.57784709,0.28156861,2.07145685,0.26345261,0.15697924,0.00962790,0.10129242,0.27125453,0.00000000
-5.51975988,2.65675261,0.29428320,2.12409946,0.27917635,0.16587661,0.01041691,0.10365992,0.28233047,0.00000000
-5.51375688,2.73708243,0.30718736,2.17721773,0.29471759,0.17538490,0.01119775,0.10610418,0.29371740,0.00000000
-5.50775388,2.81822563,0.32016129,2.23036650,0.30989447,0.18549269,0.01196031,0.10859839,0.30532990,0.00000000
-5.50175088,2.89953799,0.33309133,2.28305388,0.32453350,0.19619292,0.01269452,0.11111429,0.31708679,0.00000000
-5.49574787,2.98036711,0.34587473,2.33475749,0.33847594,0.20748541,0.01339069,0.11362357,0.32891467,0.00000000
-5.48974487,3.06008038,0.35842443,2.38494373,0.35158408,0.21937912,0.01403982,0.11609942,0.34075144,0.00000000
-5.48374187,3.13809446,0.37067360,2.43308930,0.36374708,0.23189430,0.01463394,0.11851802,0.35254970,0.00000000
-5.47773887,3.21390439,0.38257953,2.47870362,0.37488606,0.24506407,0.01516650,0.12086002,0.36427986,0.00000000
-5.47173587,3.28711056,0.39412681,2.52135103,0.38495804,0.25893539,0.01563253,0.12311181,0.37593255,0.00000000
-5.46573287,3.35744160,0.40532923,2.56067127,0.39395855,0.27356917,0.01602896,0.12526650,0.38752026,0.00000000
-5.45972986,3.42477120,0.41623045,2.59639693,0.40192272,0.28903928,0.01635475,0.12732469,0.39907794,0.00000000
-5.45372686,3.48912748,0.42690307,2.62836650,0.40892447,0.30543044,0.01661093,0.12929469,0.41066233,0.00000000
-5.44772386,3.55069327,0.43744596,2.65653204,0.41507394,0.32283472,0.01680065,0.13119235,0.42235000,0.00000000
-5.44172086,3.60979665,0.44798003,2.68096064,0.42051301,0.34134685,0.01692902,0.13304048,0.43423385,0.00000000
-5.43571786,3.66689137,0.45864216,2.70182911,0.42540914,0.36105821,0.01700294,0.13486767,0.44641828,0.00000000
-5.42971486,3.72252737,0.46957775,2.71941188,0.42994755,0.38204972,0.01703086,0.13670671,0.45901303,0.00000000
-5.42371186,3.77731244,0.48093204,2.73406255,0.43432220,0.40438391,0.01702237,0.13859268,0.47212580,0.00000000
-5.41770885,3.83186651,0.49284045,2.74618966,0.43872591,0.42809645,0.01698779,0.14056061,0.48585416,0.00000000
-5.41170585,3.88677078,0.50541858,2.75622800,0.44333991,0.45318749,0.01693778,0.14264301,0.50027681,0.00000000
-5.40570285,3.94251435,0.51875227,2.76460695,0.44832365,0.47961346,0.01688276,0.14486732,0.51544493,0.00000000
-5.39969985,3.99944140,0.53288819,2.77171764,0.45380500,0.50727968,0.01683251,0.14725338,0.53137388,0.00000000
-5.39369685,4.05770208,0.54782579,2.77788084,0.45987164,0.53603433,0.01679570,0.14981116,0.54803587,0.00000000
-5.38769385,4.11721043,0.56351077,2.78331766,0.46656406,0.56566437,0.01677943,0.15253879,0.56535406,0.00000000
-5.38169085,4.17761235,0.57983095,2.78812496,0.47387055,0.59589382,0.01678895,0.15542115,0.58319857,0.00000000
-5.37568784,4.23826626,0.59661464,2.79225722,0.48172454,0.62638466,0.01682737,0.15842898,0.60138481,0.00000000
-5.36968484,4.29823854,0.61363196,2.79551630,0.49000457,0.65674081,0.01689550,0.16151876,0.61967443,0.00000000
-5.36368184,4.35631504,0.63059919,2.79755015,0.49853698,0.68651510,0.01699182,0.16463331,0.63777900,0.00000000
-5.35767884,4.41102921,0.64718619,2.79786087,0.50710124,0.71521921,0.01711253,0.16770312,0.65536659,0.00000000
-5.35167584,4.46070623,0.66302662,2.79582226,0.51543786,0.74233649,0.01725172,0.17064852,0.67207098,0.00000000
-5.34567284,4.50352191,0.67773075,2.79070616,0.52325847,0.76733705,0.01740167,0.17338241,0.68750332,0.00000000
-5.33966983,4.53757384,0.69090022,2.78171649,0.53025771,0.78969464,0.01755322,0.17581362,0.70126578,0.00000000
-5.33366683,4.56096190,0.70214427,2.76802953,0.53612638,0.80890479,0.01769618,0.17785073,0.71296665,0.00000000
-5.32766383,4.57187424,0.71109655,2.74883822,0.54056528,0.82450310,0.01781991,0.17940605,0.72223614,0.00000000
-5.32166083,4.56867461,0.71743189,2.72339847,0.54329900,0.83608320,0.01791376,0.18039973,0.72874232,0.00000000
-5.31565783,4.54998671,0.72088208,2.69107496,0.54408917,0.84331321,0.01796770,0.18076376,0.73220621,0.00000000
-5.30965483,4.51477135,0.72124997,2.65138398,0.54274636,0.84595016,0.01797278,0.18044553,0.73241549,0.00000000
-5.30365183,4.46239225,0.71842108,2.60403115,0.53914020,0.84385142,0.01792163,0.17941100,0.72923596,0.00000000
-5.29764882,4.39266721,0.71237227,2.54894193,0.53320715,0.83698277,0.01780886,0.17764708,0.72262026,0.00000000
-5.29164582,4.30590188,0.70317669,2.48628333,0.52495568,0.82542244,0.01763142,0.17516325,0.71261337,0.00000000
-5.28564282,4.20290426,0.69100516,2.41647560,0.51446845,0.80936118,0.01738879,0.17199229,0.69935444,0.00000000
-5.27963982,4.08497905,0.67612334,2.34019327,0.50190153,0.78909802,0.01708316,0.16819000,0.68307507,0.00000000
-5.27363682,3.95390203,0.65888525,2.25835543,0.48748079,0.76503214,0.01671938,0.16383400,0.66409384,0.00000000
-5.26763382,3.81187548,0.63972300,2.17210566,0.47149537,0.73765102,0.01630492,0.15902162,0.64280742,0.00000000
-5.26163082,3.66146661,0.61913331,2.08278247,0.45428889,0.70751560,0.01584964,0.15386696,0.61967864,0.00000000
-5.25562781,3.50553172,0.59766147,1.99188156,0.43624853,0.67524288,0.01536550,0.14849726,0.59522197,0.00000000
-5.24962481,3.34712934,0.57588311,1.90101164,0.41779261,0.64148686,0.01486619,0.14304866,0.56998713,0.00000000
-5.24362181,3.18942599,0.55438484,1.81184555,0.39935718,0.60691863,0.01436669,0.13766166,0.54454141,0.00000000
-5.23761881,3.03559847,0.53374433,1.72606875,0.38138211,0.57220633,0.01388275,0.13247633,0.51945147,0.00000000
-5.23161581,2.88873636,0.51451065,1.64532726,0.36429729,0.53799581,0.01343039,0.12762760,0.49526542,0.00000000
-5.22561281,2.75174857,0.49718566,1.57117690,0.34850944,0.50489269,0.01302539,0.12324060,0.47249566,0.00000000
-5.21960980,2.62727701,0.48220717,1.50503568,0.33438986,0.47344645,0.01268271,0.11942648,0.45160339,0.00000000
-5.21360680,2.51762044,0.46993431,1.44814102,0.32226377,0.44413694,0.01241602,0.11627872,0.43298506,0.00000000
-5.20760380,2.42467066,0.46063586,1.40151299,0.31240123,0.41736382,0.01223725,0.11387001,0.41696131,0.00000000
-5.20160080,2.34986281,0.45448164,1.36592469,0.30501011,0.39343895,0.01215613,0.11224997,0.40376876,0.00000000
-5.19559780,2.29414092,0.45153753,1.34188050,0.30023115,0.37258203,0.01217989,0.11144360,0.39355466,0.00000000
-5.18959480,2.25793924,0.45176392,1.32960274,0.29813522,0.35491921,0.01231298,0.11145062,0.38637472,0.00000000
-5.18359180,2.24117932,0.45501785,1.32902666,0.29872268,0.34048475,0.01255682,0.11224570,0.38219385,0.00000000
-5.17758879,2.24328236,0.46105862,1.33980398,0.30192491,0.32922526,0.01290977,0.11377945,0.38088982,0.00000000
-5.17158579,2.26319588,0.46955649,1.36131436,0.30760773,0.32100648,0.01336703,0.11598026,0.38225952,0.00000000
-5.16558279,2.29943339,0.48010441,1.39268450,0.31557669,0.31562194,0.01392074,0.11875681,0.38602755,0.00000000
-5.15957979,2.35012545,0.49223209,1.43281392,0.32558377,0.31280331,0.01456015,0.12200124,0.39185679,0.00000000
-5.15357679,2.41308023,0.50542191,1.48040671,0.33733554,0.31223198,0.01527180,0.12559272,0.39936048,0.00000000
-5.14757379,2.48585164,0.51912625,1.53400824,0.35050224,0.31355141,0.01603990,0.12940142,0.40811536,0.00000000
-5.14157079,2.56581261,0.53278547,1.59204561,0.36472762,0.31637989,0.01684668,0.13329272,0.41767549,0.00000000
-5.13556778,2.65023159,0.54584586,1.65287075,0.37963918,0.32032326,0.01767284,0.13713141,0.42758620,0.00000000
-5.12956478,2.73634978,0.55777710,1.71480495,0.39485856,0.32498737,0.01849810,0.14078582,0.43739775,0.00000000
-5.12356178,2.82145700,0.56808843,1.77618348,0.41001166,0.32998972,0.01930168,0.14413174,0.44667830,0.00000000
-5.11755878,2.90296395,0.57634309,1.83539917,0.42473831,0.33497025,0.02006293,0.14705589,0.45502573,0.00000000
-5.11155578,2.97846898,0.58217045,1.89094362,0.43870118,0.33960082,0.02076184,0.14945904,0.46207811,0.00000000
-5.10555278,3.04581755,0.58527559,1.94144493,0.45159362,0.34359327,0.02137964,0.15125837,0.46752238,0.00000000
-5.09954977,3.10315275,0.58544590,1.98570093,0.46314627,0.34670589,0.02189932,0.15238934,0.47110119,0.00000000
-5.09354677,3.14895568,0.58255457,2.02270699,0.47313235,0.34874814,0.02230607,0.15280681,0.47261763,0.00000000
-5.08754377,3.18207480,0.57656111,2.05167763,0.48137132,0.34958368,0.02258773,0.15248540,0.47193794,0.00000000
-5.08154077,3.20174355,0.56750879,2.07206138,0.48773104,0.34913148,0.02273508,0.15141927,0.46899212,0.00000000
-5.07553777,3.20758614,0.55551938,2.08354854,0.49212831,0.34736531,0.02274209,0.14962123,0.46377247,0.00000000
-5.06953477,3.19961166,0.54078545,2.08607178,0.49452787,0.34431151,0.02260603,0.14712122,0.45633049,0.00000000
-5.06353177,3.17819699,0.52356073,2.07979954,0.49494000,0.34004518,0.02232749,0.14396444,0.44677198,0.00000000
-5.05752876,3.14405952,0.50414891,2.06512269,0.49341686,0.33468514,0.02191030,0.14020900,0.43525094,0.00000000
-5.05152576,3.09822075,0.48289158,2.04263495,0.49004774,0.32838763,0.02136132,0.13592336,0.42196237,0.00000000
-5.04552276,3.04196232,0.46015564,2.01310776,0.48495353,0.32133910,0.02069017,0.13118371,0.40713432,0.00000000
-5.03951976,2.97677608,0.43632085,1.97746063,0.47828057,0.31374847,0.01990887,0.12607120,0.39101959,0.00000000
-5.03351676,2.90431003,0.41176799,1.93672794,0.47019429,0.30583883,0.01903138,0.12066937,0.37388723,0.00000000
-5.02751376,2.82631208,0.38686799,1.89202331,0.46087279,0.29783913,0.01807319,0.11506169,0.35601435,0.00000000
-5.02151076,2.74457341,0.36197234,1.84450293,0.45050065,0.28997604,0.01705075,0.10932943,0.33767829,0.00000000
-5.01550775,2.66087343,0.33740517,1.79532889,0.43926330,0.28246615,0.01598104,0.10354977,0.31914951,0.00000000
-5.00950475,2.57692810,0.31345705,1.74563396,0.42734198,0.27550888,0.01488106,0.09779432,0.30068534,0.00000000
-5.00350175,2.49434309,0.29038051,1.69648878,0.41490961,0.26928026,0.01376736,0.09212794,0.28252469,0.00000000
-4.99749875,2.41457337,0.26838747,1.64887275,0.40212764,0.26392780,0.01265570,0.08660802,0.26488390,0.00000000
-4.99149575,2.33889033,0.24764831,1.60364949,0.38914383,0.25956650,0.01156068,0.08128397,0.24795370,0.00000000
-4.98549275,2.26835737,0.22829240,1.56154756,0.37609121,0.25627634,0.01049551,0.07619718,0.23189731,0.00000000
-4.97948974,2.20381446,0.21041014,1.52314729,0.36308792,0.25410102,0.00947180,0.07138111,0.21684968,0.00000000
-4.97348674,2.14587219,0.19405595,1.48887381,0.35023803,0.25304833,0.00849948,0.06686172,0.20291772,0.00000000
-4.96748374,2.09491504,0.17925221,1.45899672,0.33763313,0.25309181,0.00758677,0.06265801,0.19018157,0.00000000
-4.96148074,2.05111370,0.16599379,1.43363604,0.32535458,0.25417392,0.00674024,0.05878269,0.17869666,0.00000000
-4.95547774,2.01444564,0.15425301,1.41277426,0.31347617,0.25621042,0.00596492,0.05524303,0.16849650,0.00000000
-4.94947474,1.98472295,0.14398467,1.39627392,0.30206703,0.25909591,0.00526444,0.05204164,0.15959607,0.00000000
-4.94347174,1.96162622,0.13513111,1.38389967,0.29119457,0.26271026,0.00464127,0.04917730,0.15199552,0.00000000
-4.93746873,1.94474285,0.12762710,1.37534408,0.28092718,0.26692582,0.00409696,0.04664585,0.14568425,0.00000000
-4.93146573,1.93360807,0.12140424,1.37025577,0.27133668,0.27161501,0.00363237,0.04444090,0.14064497,0.00000000
-4.92546273,1.92774679,0.11639506,1.36826860,0.26250001,0.27665796,0.00324792,0.04255456,0.13685768,0.00000000
-4.91945973,1.92671428,0.11253640,1.36903050,0.25450037,0.28195011,0.00294389,0.04097812,0.13430337,0.00000000
-4.91345673,1.93013373,0.10977223,1.37223052,0.24742743,0.28740915,0.00272059,0.03970252,0.13296735,0.00000000
-4.90745373,1.93772875,0.10805576,1.37762269,0.24137662,0.29298120,0.00257858,0.03871882,0.13284191,0.00000000
-4.90145073,1.94934921,0.10735078,1.38504544,0.23644761,0.29864575,0.00251884,0.03801852,0.13392835,0.00000000
-4.89544772,1.96498879,0.10763229,1.39443548,0.23274171,0.30441928,0.00254287,0.03759375,0.13623808,0.00000000
-4.88944472,1.98479326,0.10888632,1.40583528,0.23035857,0.31035712,0.00265274,0.03743736,0.13979291,0.00000000
-4.88344172,2.00905875,0.11110904,1.41939369,0.22939208,0.31655357,0.00285112,0.03754288,0.14462432,0.00000000
-4.87743872,2.03821975,0.11430517,1.43535939,0.22992577,0.32314005,0.00314120,0.03790437,0.15077169,0.00000000
-4.87143572,2.07282703,0.11848572,1.45406729,0.23202787,0.33028130,0.00352659,0.03851615,0.15827973,0.00000000
-4.86543272,2.11351642,0.12366512,1.47591855,0.23574624,0.33816973,0.00401115,0.03937244,0.16719486,0.00000000
-4.85942971,2.16096953,0.12985800,1.50135495,0.24110350,0.34701796,0.00459874,0.04046698,0.17756096,0.00000000
-4.85342671,2.21586825,0.13707550,1.53082879,0.24809257,0.35704996,0.00529297,0.04179247,0.18941444,0.00000000
-4.84742371,2.27884504,0.14532146,1.56476993,0.25667295,0.36849083,0.00609689,0.04334015,0.20277898,0.00000000
-4.84142071,2.35043146,0.15458863,1.60355137,0.26676791,0.38155592,0.00701263,0.04509926,0.21766012,0.00000000
-4.83541771,2.43100746,0.16485493,1.64745544,0.27826293,0.39643938,0.00804107,0.04705663,0.23403991,0.00000000
-4.82941471,2.52075415,0.17608018,1.69664216,0.29100541,0.41330291,0.00918144,0.04919627,0.25187203,0.00000000
-4.82341171,2.61961248,0.18820329,1.75112164,0.30480594,0.43226496,0.01043103,0.05149911,0.27107759,0.00000000
-4.81740870,2.72725016,0.20114023,1.81073204,0.31944107,0.45339101,0.01178486,0.05394291,0.29154186,0.00000000
-4.81140570,2.84303898,0.21478278,1.87512442,0.33465753,0.47668531,0.01323543,0.05650221,0.31311221,0.00000000
-4.80540270,2.96604380,0.22899838,1.94375552,0.35017798,0.50208456,0.01477251,0.05914855,0.33559746,0.00000000
-4.79939970,3.09502446,0.24363096,2.01588898,0.36570787,0.52945377,0.01638311,0.06185083,0.35876881,0.00000000
-4.79339670,3.22845079,0.25850291,2.09060535,0.38094338,0.55858473,0.01805141,0.06457578,0.38236235,0.00000000
-4.78739370,3.36453060,0.27341820,2.16682051,0.39557998,0.58919707,0.01975891,0.06728860,0.40608320,0.00000000
-4.78139070,3.50124974,0.28816638,2.24331187,0.40932138,0.62094210,0.02148466,0.06995377,0.42961130,0.00000000
-4.77538769,3.63642271,0.30252763,2.31875139,0.42188841,0.65340941,0.02320560,0.07253583,0.45260847,0.00000000
-4.76938469,3.76775190,0.31627839,2.39174383,0.43302749,0.68613583,0.02489699,0.07500033,0.47472674,0.00000000
-4.76338169,3.89289300,0.32919758,2.46086875,0.44251830,0.71861679,0.02653300,0.07731461,0.49561751,0.00000000
-4.75737869,4.00952388,0.34107306,2.52472438,0.45018032,0.75031943,0.02808733,0.07944874,0.51494129,0.00000000
-4.75137569,4.11541417,0.35170800,2.58197138,0.45587804,0.78069714,0.02953391,0.08137621,0.53237751,0.00000000
-4.74537269,4.20849256,0.36092706,2.63137473,0.45952444,0.80920496,0.03084765,0.08307461,0.54763412,0.00000000
-4.73936968,4.28690915,0.36858199,2.67184198,0.46108288,0.83531529,0.03200518,0.08452610,0.56045654,0.00000000
-4.73336668,4.34909053,0.37455641,2.70245623,0.46056713,0.85853322,0.03298555,0.08571778,0.57063560,0.00000000
-4.72736368,4.39378538,0.37876969,2.72250282,0.45803977,0.87841112,0.03377091,0.08664186,0.57801408,0.00000000
-4.72136068,4.42009915,0.38117962,2.73148862,0.45360900,0.89456173,0.03434710,0.08729570,0.58249169,0.00000000
-4.71535768,4.42751686,0.38178392,2.72915355,0.44742412,0.90666942,0.03470411,0.08768167,0.58402827,0.00000000
-4.70935468,4.41591342,0.38062047,2.71547419,0.43966998,0.91449919,0.03483642,0.08780692,0.58264505,0.00000000
-4.70335168,4.38555188,0.37776625,2.69065967,0.43056058,0.91790311,0.03474320,0.08768303,0.57842399,0.00000000
-4.69734867,4.33706998,0.37333523,2.65514050,0.42033240,0.91682412,0.03442834,0.08732561,0.57150537,0.00000000
-4.69134567,4.27145629,0.36747509,2.60955115,0.40923747,0.91129694,0.03390035,0.08675382,0.56208355,0.00000000
-4.68534267,4.19001734,0.36036315,2.55470743,0.39753674,0.90144632,0.03317207,0.08598991,0.55040130,0.00000000
-4.67933967,4.09433741,0.35220150,2.49157993,0.38549385,0.88748278,0.03226030,0.08505874,0.53674293,0.00000000
-4.67333667,3.98623278,0.34321175,2.42126470,0.37336950,0.86969592,0.03118521,0.08398737,0.52142639,0.00000000
-4.66733367,3.86770231,0.33362927,2.34495238,0.36141658,0.84844577,0.02996978,0.08280458,0.50479479,0.00000000
-4.66133067,3.74087613,0.32369750,2.26389701,0.34987613,0.82415252,0.02863909,0.08154052,0.48720757,0.00000000
-4.65532766,3.60796386,0.31366208,2.17938527,0.33897394,0.79728499,0.02721955,0.08022633,0.46903156,0.00000000
-4.64932466,3.47120392,0.30376528,2.09270728,0.32891799,0.76834826,0.02573818,0.07889371,0.45063230,0.00000000
-4.64332166,3.33281487,0.29424062,2.00512928,0.31989632,0.73787087,0.02422187,0.07757459,0.43236570,0.00000000
