energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.90395198,5.97436866,1.37303607,3.60857696,0.79630203,0.49613932,0.00378578,0.48763378,0.00591727,1.27846819
-5.89794897,5.88098930,1.33200561,3.56673984,0.78336511,0.48787976,0.00347082,0.47208238,0.00539150,1.25961584
-5.89194597,5.78157456,1.29031278,3.52044379,0.77096090,0.47941125,0.00317453,0.45528047,0.00492123,1.24051706
-5.88594297,5.67677064,1.24818029,3.47007154,0.75906571,0.47075031,0.00289830,0.43742914,0.00450809,1.22115310
-5.87993997,5.56717452,1.20581867,3.41598380,0.74762625,0.46190429,0.00264293,0.41873839,0.00415256,1.20148013
-5.87393697,5.45333163,1.16342667,3.35851436,0.73656458,0.45287309,0.00240874,0.39942262,0.00385407,1.18143560
-5.86793397,5.33573479,1.12119151,3.29796628,0.72578352,0.44365109,0.00219558,0.37969609,0.00361112,1.16094472
-5.86193097,5.21482430,1.07928863,3.23460931,0.71517234,0.43422888,0.00200290,0.35976851,0.00342139,1.13992672
-5.85592796,5.09098889,1.03788121,3.16867846,0.70461222,0.42459511,0.00182981,0.33984079,0.00328183,1.11830071
-5.84992496,4.96456739,0.99711906,3.10037386,0.69398145,0.41473795,0.00167516,0.32010121,0.00318880,1.09599066
-5.84392196,4.83585096,0.95713731,3.02986174,0.68316011,0.40464646,0.00153760,0.30072202,0.00313818,1.07292965
-5.83791896,4.70508601,0.91805474,2.95727656,0.67203406,0.39431166,0.00141566,0.28185655,0.00312540,1.04906293
-5.83191596,4.57247765,0.87997207,2.88272424,0.66049825,0.38372734,0.00130777,0.26363709,0.00314563,1.02435009
-5.82591296,4.43819394,0.84297027,2.80628638,0.64845918,0.37289061,0.00121236,0.24617326,0.00319377,0.99876624
-5.81990995,4.30237076,0.80710918,2.72802540,0.63583677,0.36180228,0.00112787,0.22955127,0.00326457,0.97230231
-5.81390695,4.16511758,0.77242655,2.64799039,0.62256542,0.35046696,0.00105282,0.21383376,0.00335271,0.94496465
-5.80790395,4.02652406,0.73893761,2.56622358,0.60859461,0.33889313,0.00098580,0.19906036,0.00345288,0.91677418
-5.80190095,3.88666745,0.70663545,2.48276726,0.59388898,0.32709306,0.00092551,0.18524883,0.00355982,0.88776509
-5.79589795,3.74562079,0.67549206,2.39767087,0.57842805,0.31508262,0.00087080,0.17239681,0.00366845,0.85798350
-5.78989495,3.60346163,0.64546024,2.31099805,0.56220575,0.30288122,0.00082063,0.16048399,0.00377391,0.82748606
-5.78389195,3.46028120,0.61647623,2.22283349,0.54522977,0.29051160,0.00077410,0.14947462,0.00387166,0.79633868
-5.77788894,3.31619362,0.58846305,2.13328929,0.52752093,0.27799978,0.00073048,0.13932029,0.00395757,0.76461557
-5.77188594,3.17134482,0.56133432,2.04251045,0.50911240,0.26537491,0.00068912,0.12996284,0.00402794,0.73239842
-5.76588294,3.02592083,0.53499851,1.95067955,0.49004915,0.25266927,0.00064954,0.12133732,0.00407966,0.69977590
-5.75987994,2.88015494,0.50936335,1.85802016,0.47038726,0.23991817,0.00061135,0.11337478,0.00411018,0.66684347
-5.75387694,2.73433346,0.48434018,1.76479886,0.45019338,0.22715991,0.00057429,0.10600501,0.00411761,0.63370317
-5.74787394,2.58879956,0.45984804,1.67132592,0.42954407,0.21443565,0.00053816,0.09915890,0.00410074,0.60046361
-5.74187094,2.44395508,0.43581741,1.57795426,0.40852515,0.20178924,0.00050286,0.09277060,0.00405904,0.56723985
-5.73586793,2.30025995,0.41219317,1.48507703,0.38723089,0.18926691,0.00046836,0.08677920,0.00399266,0.53415317
-5.72986493,2.15822920,0.38893694,1.39312361,0.36576311,0.17691697,0.00043467,0.08113011,0.00390243,0.50133050
-5.72386193,2.01842763,0.36602851,1.30255421,0.34422999,0.16478920,0.00040186,0.07577598,0.00378980,0.46890365
-5.71785893,1.88146224,0.34346635,1.21385337,0.32274476,0.15293430,0.00037002,0.07067725,0.00365676,0.43700811
-5.71185593,1.74797257,0.32126730,1.12752250,0.30142411,0.14140315,0.00033926,0.06580228,0.00350580,0.40578143
-5.70585293,1.61861963,0.29946528,1.04407164,0.28038640,0.13024595,0.00030972,0.06112724,0.00333984,0.37536135
-5.69984992,1.49407351,0.27810942,0.96401100,0.25974974,0.11951141,0.00028152,0.05663562,0.00316209,0.34588355
-5.69384692,1.37500041,0.25726141,0.88784228,0.23962994,0.10924575,0.00025480,0.05231750,0.00297597,0.31747922
-5.68784392,1.26204944,0.23699250,0.81605031,0.22013837,0.09949189,0.00022968,0.04816874,0.00278504,0.29027249
-5.68184092,1.15583989,0.21738015,0.74909507,0.20137989,0.09028852,0.00020626,0.04418994,0.00259289,0.26437790
-5.67583792,1.05694916,0.19850457,0.68740445,0.18345092,0.08166943,0.00018466,0.04038539,0.00240305,0.23989796
-5.66983492,0.96590195,0.18044533,0.63136783,0.16643762,0.07366279,0.00016495,0.03676202,0.00221891,0.21692103
-5.66383192,0.88316088,0.16327818,0.58133061,0.15041438,0.06629067,0.00014720,0.03332840,0.00204367,0.19551942
-5.65782891,0.80911877,0.14707225,0.53758967,0.13544261,0.05956873,0.00013147,0.03009374,0.00188028,0.17574803
-5.65182591,0.74409259,0.13188762,0.50038975,0.12156989,0.05350602,0.00011779,0.02706712,0.00173140,0.15764347
-5.64582291,0.68831916,0.11777348,0.46992068,0.10882951,0.04810497,0.00010620,0.02425676,0.00159934,0.14122361
-5.63981991,0.64195230,0.10476686,0.44631533,0.09724036,0.04336157,0.00009672,0.02166945,0.00148611,0.12648776
-5.63381691,0.60506147,0.09289183,0.42964802,0.08680722,0.03926564,0.00008935,0.01931016,0.00139332,0.11341731
-5.62781391,0.57763139,0.08215935,0.41993342,0.07752136,0.03580125,0.00008409,0.01718178,0.00132226,0.10197674
-5.62181091,0.55956263,0.07256752,0.41712556,0.06936148,0.03294724,0.00008096,0.01528490,0.00127384,0.09211516
-5.61580790,0.55067282,0.06410226,0.42111713,0.06229479,0.03067776,0.00007994,0.01361786,0.00124864,0.08376806
-5.60980490,0.55069827,0.05673837,0.43173869,0.05627842,0.02896295,0.00008101,0.01217675,0.00124688,0.07685925
-5.60380190,0.55929593,0.05044069,0.44875804,0.05126072,0.02776951,0.00008417,0.01095555,0.00126844,0.07130303
-5.59779890,0.57604553,0.04516560,0.47187969,0.04718286,0.02706138,0.00008939,0.00994635,0.00131288,0.06700634
-5.59179590,0.60045212,0.04086238,0.50074466,0.04398020,0.02680039,0.00009664,0.00913948,0.00137943,0.06387088
-5.58579290,0.63194891,0.03747474,0.53493068,0.04158377,0.02694682,0.00010586,0.00852382,0.00146699,0.06179521
-5.57978989,0.66990070,0.03494215,0.57395316,0.03992156,0.02746004,0.00011701,0.00808696,0.00157414,0.06067664
-5.57378689,0.71360813,0.03320109,0.61726715,0.03891980,0.02829905,0.00013001,0.00781548,0.00169916,0.06041299
-5.56778389,0.76231308,0.03218622,0.66427057,0.03850398,0.02942299,0.00014474,0.00769509,0.00184000,0.06090414
-5.56178089,0.81520525,0.03183132,0.71430897,0.03859990,0.03079170,0.00016109,0.00771088,0.00199435,0.06205343
-5.55577789,0.87143046,0.03207010,0.76668205,0.03913445,0.03236620,0.00017891,0.00784743,0.00215961,0.06376875
-5.54977489,0.93010055,0.03283688,0.82065203,0.04003641,0.03410914,0.00019799,0.00808901,0.00233293,0.06596358
-5.54377189,0.99030512,0.03406718,0.87545392,0.04123705,0.03598531,0.00021813,0.00841972,0.00251126,0.06855770
-5.53776888,1.05112495,0.03569809,0.93030760,0.04267073,0.03796202,0.00023908,0.00882360,0.00269139,0.07147786
-5.53176588,1.11164688,0.03766875,0.98443153,0.04427538,0.04000953,0.00026056,0.00928479,0.00286999,0.07465818
-5.52576288,1.17097988,0.03992063,1.03705763,0.04599299,0.04210137,0.00028225,0.00978767,0.00304367,0.07804050
-5.51975988,1.22827185,0.04239782,1.08744705,0.04777001,0.04421462,0.00030383,0.01031700,0.00320906,0.08157444
-5.51375688,1.28272644,0.04504735,1.13490606,0.04955771,0.04633017,0.00032494,0.01085811,0.00336290,0.08521750
-5.50775388,1.33361930,0.04781946,1.17880158,0.05131256,0.04843272,0.00034523,0.01139703,0.00350208,0.08893481
-5.50175088,1.38031309,0.05066782,1.21857560,0.05299652,0.05051084,0.00036434,0.01192068,0.00362375,0.09269885
-5.49574787,1.42227044,0.05354981,1.25375780,0.05457723,0.05255682,0.00038192,0.01241702,0.00372536,0.09648898
-5.48974487,1.45906418,0.05642666,1.28397581,0.05602821,0.05456634,0.00039762,0.01287525,0.00380477,0.10029078
-5.48374187,1.49038432,0.05926369,1.30896243,0.05732891,0.05653811,0.00041114,0.01328594,0.00386027,0.10409521
-5.47773887,1.51604136,0.06203033,1.32855959,0.05846464,0.05847326,0.00042220,0.01364116,0.00389065,0.10789767
-5.47173587,1.53596548,0.06470013,1.34271852,0.05942643,0.06037476,0.00043059,0.01393458,0.00389521,0.11169682
-5.46573287,1.55020178,0.06725071,1.35149632,0.06021073,0.06224655,0.00043612,0.01416155,0.00387382,0.11549340
-5.45972986,1.55890155,0.06966354,1.35504889,0.06081896,0.06409283,0.00043868,0.01431912,0.00382685,0.11928881
-5.45372686,1.56230996,0.07192367,1.35362044,0.06125694,0.06591713,0.00043821,0.01440602,0.00375524,0.12308379
-5.44772386,1.56075075,0.07401934,1.34753030,0.06153424,0.06772154,0.00043474,0.01442258,0.00366038,0.12687703
-5.44172086,1.55460864,0.07594153,1.33715742,0.06166340,0.06950591,0.00042833,0.01437068,0.00354413,0.13066382
-5.43571786,1.54431028,0.07768343,1.32292348,0.06165911,0.07126719,0.00041914,0.01425354,0.00340873,0.13443491
-5.42971486,1.53030470,0.07923988,1.30527523,0.06153730,0.07299892,0.00040735,0.01407557,0.00325672,0.13817550
-5.42371186,1.51304425,0.08060688,1.28466719,0.06131433,0.07469088,0.00039324,0.01384215,0.00309090,0.14186449
-5.41770885,1.49296682,0.08178099,1.26154526,0.06100616,0.07632895,0.00037710,0.01355944,0.00291421,0.14547404
-5.41170585,1.47048040,0.08275895,1.23633213,0.06062763,0.07789522,0.00035928,0.01323410,0.00272970,0.14896949
-5.40570285,1.44595050,0.08353729,1.20941512,0.06019187,0.07936826,0.00034015,0.01287310,0.00254040,0.15230959
-5.39969985,1.41969100,0.08411212,1.18113690,0.05970988,0.08072370,0.00032010,0.01248352,0.00234929,0.15544721
-5.39369685,1.39195892,0.08447902,1.15178943,0.05919025,0.08193493,0.00029955,0.01207232,0.00215923,0.15833037
-5.38769385,1.36295293,0.08463310,1.12161123,0.05863918,0.08297408,0.00027890,0.01164624,0.00197291,0.16090359
-5.38169085,1.33281587,0.08456926,1.09078801,0.05806059,0.08381300,0.00025855,0.01121166,0.00179281,0.16310966
-5.37568784,1.30164061,0.08428246,1.05945627,0.05745655,0.08442451,0.00023892,0.01077453,0.00162121,0.16489157
-5.36968484,1.26947909,0.08376830,1.02770967,0.05682781,0.08478354,0.00022037,0.01034036,0.00146012,0.16619468
-5.36368184,1.23635365,0.08302351,0.99560750,0.05617458,0.08486841,0.00020328,0.00991424,0.00131134,0.16696894
-5.35767884,1.20227011,0.08204670,0.96318473,0.05549738,0.08466190,0.00018798,0.00950087,0.00117646,0.16717115
-5.35167584,1.16723162,0.08083898,0.93046298,0.05479798,0.08415239,0.00017479,0.00910468,0.00105688,0.16676712
-5.34567284,1.13125265,0.07940467,0.89746164,0.05408046,0.08333471,0.00016401,0.00872997,0.00095384,0.16573367
-5.33966983,1.09437212,0.07775193,0.86420860,0.05335215,0.08221091,0.00015589,0.00838099,0.00086846,0.16406029
-5.33366683,1.05666512,0.07589332,0.83074995,0.05262452,0.08079074,0.00015070,0.00806213,0.00080178,0.16175057
-5.32766383,1.01825251,0.07384625,0.79715805,0.05191405,0.07909193,0.00014864,0.00777807,0.00075482,0.15882311
-5.32166083,0.97930792,0.07163322,0.76353765,0.05124275,0.07714026,0.00014991,0.00753389,0.00072858,0.15531204
-5.31565783,0.94006175,0.06928202,0.73002983,0.05063862,0.07496933,0.00015469,0.00733518,0.00072409,0.15126705
-5.30965483,0.90080211,0.06682561,0.69681336,0.05013572,0.07262010,0.00016313,0.00718812,0.00074242,0.14675291
-5.30365183,0.86187252,0.06430194,0.66410375,0.04977404,0.07014026,0.00017533,0.00709953,0.00078471,0.14184852
-5.29764882,0.82366659,0.06175350,0.63214986,0.04959902,0.06758334,0.00019139,0.00707686,0.00085214,0.13664556
-5.29164582,0.78661988,0.05922675,0.60122839,0.04966073,0.06500768,0.00021136,0.00712811,0.00094590,0.13124667
-5.28564282,0.75119936,0.05677142,0.57163656,0.05001279,0.06247528,0.00023524,0.00726174,0.00106721,0.12576339
-5.27963982,0.71789093,0.05443963,0.54368328,0.05071096,0.06005050,0.00026301,0.00748648,0.00121720,0.12031371
-5.27363682,0.68718553,0.05228498,0.51767935,0.05181150,0.05779878,0.00029458,0.00781115,0.00139689,0.11501959
-5.26763382,0.65956446,0.05036151,0.49392708,0.05336930,0.05578526,0.00032981,0.00824437,0.00160712,0.11000428
-5.26163082,0.63548457,0.04872265,0.47270992,0.05543583,0.05407343,0.00036851,0.00879424,0.00184842,0.10538966
-5.25562781,0.61536376,0.04742020,0.45428244,0.05805708,0.05272384,0.00041042,0.00946807,0.00212095,0.10129363
-5.24962481,0.59956764,0.04650326,0.43886129,0.06127140,0.05179288,0.00045522,0.01027198,0.00242441,0.09782764
-5.24362181,0.58839760,0.04601726,0.42661728,0.06510746,0.05133166,0.00050256,0.01121054,0.00275792,0.09509441
-5.23761881,0.58208092,0.04600301,0.41766924,0.06958238,0.05138495,0.00055199,0.01228647,0.00311997,0.09318591
-5.23161581,0.58076326,0.04649586,0.41207965,0.07470006,0.05199036,0.00060308,0.01350030,0.00350830,0.09218151
-5.22561281,0.58450378,0.04752492,0.40985239,0.08044987,0.05317758,0.00065531,0.01485007,0.00391992,0.09214663
-5.21960980,0.59327306,0.04911237,0.41093258,0.08680576,0.05496779,0.00070819,0.01633114,0.00435103,0.09313148
-5.21360680,0.60695396,0.05127296,0.41520874,0.09372577,0.05737329,0.00076121,0.01793605,0.00479705,0.09517027
-5.20760380,0.62534528,0.05401346,0.42251683,0.10115214,0.06039723,0.00081389,0.01965439,0.00525262,0.09828067
-5.20160080,0.64816817,0.05733240,0.43264643,0.10901191,0.06403358,0.00086577,0.02147293,0.00571175,0.10246365
-5.19559780,0.67507504,0.06121982,0.44534841,0.11721812,0.06826718,0.00091648,0.02337565,0.00616782,0.10770351
-5.18959480,0.70566057,0.06565715,0.46034407,0.12567151,0.07307408,0.00096571,0.02534405,0.00661380,0.11396831
-5.18359180,0.73947457,0.07061731,0.47733532,0.13426275,0.07842198,0.00101327,0.02735743,0.00704240,0.12121056
-5.17758879,0.77603604,0.07606493,0.49601530,0.14287517,0.08427090,0.00105906,0.02939336,0.00744625,0.12936814
-5.17158579,0.81484821,0.08195665,0.51607936,0.15138777,0.09057402,0.00110313,0.03142823,0.00781813,0.13836562
-5.16558279,0.85541374,0.08824177,0.53723558,0.15967854,0.09727872,0.00114565,0.03343780,0.00815116,0.14811568
-5.15957979,0.89724979,0.09486298,0.55921477,0.16762799,0.10432777,0.00118692,0.03539790,0.00843910,0.15852102
-5.15357679,0.93990240,0.10175730,0.58177925,0.17512261,0.11166081,0.00122738,0.03728513,0.00867648,0.16947634
-5.14757379,0.98295968,0.10885731,0.60473028,0.18205832,0.11921584,0.00126758,0.03907763,0.00885885,0.18087073
-5.14157079,1.02606341,0.11609253,0.62791371,0.18834366,0.12693104,0.00130816,0.04075573,0.00898295,0.19259019
-5.13556778,1.06891870,0.12339101,0.65122377,0.19390261,0.13474661,0.00134984,0.04230272,0.00904683,0.20452044
-5.12956478,1.11130147,0.13068111,0.67460475,0.19867707,0.14260675,0.00139341,0.04370544,0.00904995,0.21654984
-5.12356178,1.15306349,0.13789341,0.69805061,0.20262868,0.15046168,0.00143963,0.04495489,0.00899322,0.22857240
-5.11755878,1.19413481,0.14496267,0.72160252,0.20574010,0.15826965,0.00148926,0.04604667,0.00887903,0.24049081
-5.11155578,1.23452371,0.15182989,0.74534444,0.20801566,0.16599889,0.00154302,0.04698135,0.00871114,0.25221943
-5.10555278,1.27431398,0.15844421,0.76939703,0.20948132,0.17362935,0.00160151,0.04776465,0.00849464,0.26368697
-5.09954977,1.31365977,0.16476476,0.79390996,0.21018397,0.18115425,0.00166521,0.04840754,0.00823577,0.27483894
-5.09354677,1.35277811,0.17076225,0.81905320,0.21019011,0.18858126,0.00173444,0.04892614,0.00794179,0.28563965
-5.08754377,1.39193933,0.17642021,0.84500729,0.20958400,0.19593327,0.00180935,0.04934144,0.00762072,0.29607356
-5.08154077,1.43145565,0.18173594,0.87195329,0.20846526,0.20324859,0.00188989,0.04967891,0.00728115,0.30614601
-5.07553777,1.47166826,0.18672090,0.90006256,0.20694606,0.21058072,0.00197578,0.04996794,0.00693200,0.31588321
-5.06953477,1.51293319,0.19140067,0.92948673,0.20514807,0.21799729,0.00206656,0.05024115,0.00658230,0.32533132
-5.06353177,1.55560649,0.19581441,0.96034841,0.20319916,0.22557852,0.00216153,0.05053353,0.00624095,0.33455473
-5.05752876,1.60002895,0.20001373,0.99273267,0.20122999,0.23341493,0.00225983,0.05088162,0.00591654,0.34363352
-5.05152576,1.64651107,0.20406116,1.02667978,0.19937077,0.24160447,0.00236040,0.05132248,0.00561714,0.35266015
-5.04552276,1.69531849,0.20802815,1.06217936,0.19774800,0.25024909,0.00246205,0.05189271,0.00535015,0.36173546
-5.03951976,1.74665863,0.21199279,1.09916623,0.19648157,0.25945090,0.00256347,0.05262752,0.00512220,0.37096428
-5.03351676,1.80066885,0.21603725,1.13751797,0.19568221,0.26930796,0.00266329,0.05355978,0.00493904,0.38045065
-5.02751376,1.85740669,0.22024515,1.17705445,0.19544925,0.27991000,0.00276009,0.05471914,0.00480552,0.39029300
-5.02151076,1.91684263,0.22469894,1.21753931,0.19586899,0.29133413,0.00285244,0.05613139,0.00472551,0.40057948
-5.01550775,1.97885566,0.22947743,1.25868339,0.19701347,0.30364080,0.00293895,0.05781781,0.00470194,0.41138370
-5.00950475,2.04323209,0.23465350,1.30015008,0.19893986,0.31687014,0.00301832,0.05979476,0.00473683,0.42276099
-5.00350175,2.10966755,0.24029221,1.34156246,0.20169024,0.33103893,0.00308933,0.06207348,0.00483133,0.43474553
-4.99749875,2.17777244,0.24644926,1.38251202,0.20529192,0.34613830,0.00315091,0.06465995,0.00498575,0.44734833
-4.99149575,2.24708048,0.25316982,1.42256879,0.20975817,0.36213226,0.00320213,0.06755501,0.00519968,0.46055627
-4.98549275,2.31706023,0.26048778,1.46129245,0.21508918,0.37895727,0.00324222,0.07075458,0.00547204,0.47433205
-4.97948974,2.38712907,0.26842534,1.49824415,0.22127332,0.39652269,0.00327061,0.07424993,0.00580111,0.48861521
-4.97348674,2.45666908,0.27699285,1.53299866,0.22828841,0.41471228,0.00328689,0.07802811,0.00618467,0.50332398
-4.96748374,2.52504411,0.28618879,1.56515633,0.23610310,0.43338656,0.00329087,0.08207233,0.00661999,0.51835785
-4.96148074,2.59161732,0.29599995,1.59435444,0.24467801,0.45238600,0.00328249,0.08636236,0.00710391,0.53360061
-4.95547774,2.65576840,0.30640142,1.62027765,0.25396672,0.47153488,0.00326192,0.09087484,0.00763288,0.54892375
-4.94947474,2.71690975,0.31735658,1.64266701,0.26391653,0.49064566,0.00322946,0.09558353,0.00820299,0.56418987
-4.94347174,2.77450084,0.32881690,1.66132727,0.27446886,0.50952358,0.00318558,0.10045941,0.00880999,0.57925603
-4.93746873,2.82806046,0.34072156,1.67613231,0.28555934,0.52797153,0.00313090,0.10547074,0.00944928,0.59397671
-4.93146573,2.87717622,0.35299685,1.68702847,0.29711771,0.54579473,0.00306616,0.11058293,0.01011601,0.60820638
-4.92546273,2.92151135,0.36555557,1.69403589,0.30906748,0.56280529,0.00299222,0.11575838,0.01080500,0.62180157
-4.91945973,2.96080873,0.37829630,1.69724777,0.32132551,0.57882635,0.00291005,0.12095627,0.01151085,0.63462233
-4.91345673,2.99489251,0.39110292,1.69682793,0.33380163,0.59369579,0.00282072,0.12613235,0.01222797,0.64653332
-4.90745373,3.02366755,0.40384441,1.69300678,0.34639853,0.60726946,0.00272536,0.13123881,0.01295058,0.65740453
-4.90145073,3.04711742,0.41637502,1.68607627,0.35901192,0.61942377,0.00262520,0.13622431,0.01367288,0.66711167
-4.89544772,3.06530151,0.42853524,1.67638400,0.37153114,0.63005779,0.00252149,0.14103415,0.01438906,0.67553669
-4.88944472,3.07835178,0.44015342,1.66432698,0.38384045,0.63909480,0.00241556,0.14561072,0.01509345,0.68256830
-4.88344172,3.08646997,0.45104827,1.65034554,0.39582083,0.64648334,0.00230873,0.14989422,0.01578063,0.68810293
-4.87743872,3.08992544,0.46103234,1.63491742,0.40735252,0.65219782,0.00220237,0.15382370,0.01644558,0.69204596
-4.87143572,3.08905426,0.46991628,1.61855262,0.41831813,0.65623871,0.00209784,0.15733835,0.01708382,0.69431370
-4.86543272,3.08425929,0.47751398,1.60178882,0.42860627,0.65863243,0.00199649,0.16037910,0.01769153,0.69483569
-4.85942971,3.07601149,0.48364827,1.58518766,0.43811551,0.65943084,0.00189964,0.16289038,0.01826569,0.69355767
-4.85342671,3.06485181,0.48815704,1.56933156,0.44675852,0.65871047,0.00180857,0.16482205,0.01880420,0.69044479
-4.84742371,3.05139331,0.49089949,1.55482102,0.45446608,0.65657136,0.00172452,0.16613136,0.01930594,0.68548512
-4.84142071,3.03632274,0.49176212,1.54227206,0.46119079,0.65313558,0.00164863,0.16678486,0.01977083,0.67869297
-4.83541771,3.02040075,0.49066428,1.53231339,0.46691014,0.64854538,0.00158199,0.16676009,0.02019982,0.67011208
-4.82941471,3.00446006,0.48756284,1.52558296,0.47162877,0.64296085,0.00152556,0.16604705,0.02059486,0.65981803
-4.82341171,2.98940062,0.48245573,1.52272355,0.47537970,0.63655716,0.00148022,0.16464930,0.02095879,0.64791994
-4.81740870,2.97618134,0.47538416,1.52437691,0.47822432,0.62952138,0.00144673,0.16258453,0.02129522,0.63456102
-4.81140570,2.96580770,0.46643332,1.53117632,0.48025119,0.62204869,0.00142569,0.15988473,0.02160831,0.61991786
-4.80540270,2.95931520,0.45573146,1.54373722,0.48157354,0.61433833,0.00141762,0.15659576,0.02190259,0.60419839
-4.79939970,2.95774864,0.44344740,1.56264605,0.48232553,0.60658900,0.00142287,0.15277644,0.02218267,0.58763848
-4.79339670,2.96213755,0.42978653,1.58844721,0.48265757,0.59899412,0.00144163,0.14849711,0.02245301,0.57049718
-4.78739370,2.97346842,0.41498553,1.62162838,0.48273066,0.59173695,0.00147400,0.14383779,0.02271761,0.55305088
-4.78139070,2.99265461,0.39930593,1.66260466,0.48271028,0.58498561,0.00151987,0.13888600,0.02297978,0.53558650
-4.77538769,3.02050513,0.38302698,1.71170192,0.48275988,0.57888850,0.00157903,0.13373427,0.02324191,0.51839406
-4.76938469,3.05769338,0.36643794,1.76913996,0.48303450,0.57356997,0.00165109,0.12847760,0.02350527,0.50175899
-4.76338169,3.10472736,0.34983040,1.83501623,0.48367469,0.56912668,0.00173552,0.12321089,0.02376987,0.48595441
-4.75737869,3.16192269,0.33349066,1.90929077,0.48480102,0.56562469,0.00183166,0.11802640,0.02403438,0.47123389
-4.75137569,3.22937963,0.31769276,1.99177308,0.48650958,0.56309755,0.00193869,0.11301150,0.02429615,0.45782486
-4.74537269,3.30696547,0.30269215,2.08211184,0.48886842,0.56154538,0.00205563,0.10824664,0.02455125,0.44592307
-4.73936968,3.39430303,0.28872042,2.17978785,0.49191527,0.56093511,0.00218140,0.10380374,0.02479457,0.43568816
-4.73336668,3.49076622,0.27598105,2.28411105,0.49565645,0.56120188,0.00231476,0.09974488,0.02502007,0.42724068
-4.72736368,3.59548293,0.26464641,2.39422188,0.50006714,0.56225154,0.00245434,0.09612150,0.02522099,0.42066043
-4.72136068,3.70734541,0.25485581,2.50909744,0.50509266,0.56396420,0.00259867,0.09297394,0.02539018,0.41598621
-4.71535768,3.82502804,0.24671467,2.62756244,0.51065093,0.56619862,0.00274617,0.09033140,0.02552035,0.41321678
-4.70935468,3.94701185,0.24029470,2.74830505,0.51663573,0.56879730,0.00289516,0.08821220,0.02560449,0.41231310
-4.70335168,4.07161520,0.23563485,2.86989729,0.52292065,0.57159207,0.00304388,0.08662434,0.02563611,0.41320133
-4.69734867,4.19702942,0.23274289,2.99081967,0.52936348,0.57440982,0.00319054,0.08556625,0.02560964,0.41577659
-4.69134567,4.32135848,0.23159749,3.10948948,0.53581083,0.57707829,0.00333328,0.08502773,0.02552060,0.41990717
-4.68534267,4.44266118,0.23215056,3.22429195,0.54210281,0.57943143,0.00347024,0.08499088,0.02536590,0.42543890
-4.67933967,4.55899469,0.23432967,3.33361357,0.54807755,0.58131436,0.00359960,0.08543109,0.02514396,0.43219952
-4.67333667,4.66845793,0.23804053,3.43587649,0.55357542,0.58258752,0.00371955,0.08631802,0.02485480,0.44000283
-4.66733367,4.76923366,0.24316933,3.52957317,0.55844289,0.58312999,0.00382836,0.08761645,0.02450006,0.44865254
-4.66133067,4.85962808,0.24958495,3.61330024,0.56253592,0.58284181,0.00392442,0.08928706,0.02408296,0.45794561
-4.65532766,4.93810682,0.25714099,3.68579048,0.56572292,0.58164532,0.00400624,0.09128708,0.02360814,0.46767527
-4.64932466,5.00332664,0.26567770,3.74594220,0.56788712,0.57948553,0.00407250,0.09357090,0.02308151,0.47763347
-4.64332166,5.05416216,0.27502384,3.79284504,0.56892868,0.57632951,0.00412207,0.09609053,0.02251001,0.48761313
