energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83791896,6.13087844,1.17852300,4.13603014,0.00581777,0.76036324,0.03790821,0.76470266
-5.83191596,6.24599539,1.20876421,4.21205541,0.00608964,0.76821962,0.03774660,0.78472161
-5.82591296,6.34888425,1.23655357,4.27992762,0.00637271,0.77434182,0.03745682,0.80341741
-5.81990995,6.43839351,1.26142535,4.33905622,0.00666507,0.77860234,0.03703849,0.82054727
-5.81390695,6.51364934,1.28298795,4.38901831,0.00696461,0.78091790,0.03649650,0.83589634
-5.80790395,6.57404002,1.30092929,4.42954295,0.00726892,0.78124812,0.03584058,0.84927760
-5.80190095,6.61919350,1.31501942,4.46049174,0.00757533,0.77959275,0.03508481,0.86053108
-5.79589795,6.64895017,1.32511045,4.48183752,0.00788083,0.77598810,0.03424686,0.86952282
-5.78989495,6.66333327,1.33113405,4.49364257,0.00818213,0.77050263,0.03334729,0.87614364
-5.78389195,6.66251901,1.33309664,4.49603817,0.00847567,0.76323201,0.03240860,0.88030803
-5.77788894,6.64680827,1.33107289,4.48920657,0.00875766,0.75429409,0.03145436,0.88195326
-5.77188594,6.61660160,1.32519766,4.47336647,0.00902417,0.74382364,0.03050832,0.88103879
-5.76588294,6.57237833,1.31565697,4.44876262,0.00927123,0.73196743,0.02959354,0.87754614
-5.75987994,6.51468076,1.30267834,4.41565966,0.00949493,0.71887948,0.02873155,0.87147910
-5.75387694,6.44410325,1.28652099,4.37434030,0.00969153,0.70471679,0.02794168,0.86286427
-5.74787394,6.36128609,1.26746619,4.32510700,0.00985760,0.68963553,0.02724042,0.85175192
-5.74187094,6.26691347,1.24580820,4.26828678,0.00999013,0.67378776,0.02664097,0.83821684
-5.73586793,6.16171443,1.22184607,4.20423782,0.01008667,0.65731869,0.02615287,0.82235922
-5.72986493,6.04646585,1.19587644,4.13335706,0.01014536,0.64036440,0.02578184,0.80430535
-5.72386193,5.92199605,1.16818763,4.05608757,0.01016510,0.62305013,0.02552969,0.78420780
-5.71785893,5.78918805,1.13905503,3.97292473,0.01014551,0.60548902,0.02539445,0.76224530
-5.71185593,5.64898138,1.10873782,3.88442036,0.01008702,0.58778122,0.02537053,0.73862188
-5.70585293,5.50237162,1.07747700,3.79118418,0.00999081,0.57001350,0.02544905,0.71356540
-5.69984992,5.35040736,1.04549467,3.69388230,0.00985884,0.55225920,0.02561827,0.68732540
-5.69384692,5.19418411,1.01299435,3.59323248,0.00969370,0.53457850,0.02586410,0.66017033
-5.68784392,5.03483556,0.98016220,3.48999655,0.00949861,0.51701908,0.02617060,0.63238416
-5.68184092,4.87352233,0.94716904,3.38497024,0.00927724,0.49961709,0.02652060,0.60426261
-5.67583792,4.71141893,0.91417271,3.27897112,0.00903365,0.48239840,0.02689627,0.57610899
-5.66983492,4.54969967,0.88132085,3.17282531,0.00877211,0.46538011,0.02727973,0.54822993
-5.66383192,4.38952415,0.84875369,3.06735389,0.00849701,0.44857227,0.02765360,0.52093110
-5.65782891,4.23202344,0.81660664,2.96335961,0.00821272,0.43197980,0.02800153,0.49451304
-5.65182591,4.07828730,0.78501268,2.86161482,0.00792350,0.41560445,0.02830866,0.46926730
-5.64582291,3.92935334,0.75410419,2.76285112,0.00763335,0.39944678,0.02856199,0.44547294
-5.63981991,3.78619824,0.72401425,2.66775113,0.00734601,0.38350818,0.02875072,0.42339344
-5.63381691,3.64973135,0.69487723,2.57694273,0.00706483,0.36779256,0.02886649,0.40327407
-5.62781391,3.52079061,0.66682873,2.49099571,0.00679278,0.35230795,0.02890348,0.38533970
-5.62181091,3.40014039,0.64000474,2.41042069,0.00653241,0.33706775,0.02885852,0.36979296
-5.61580790,3.28847090,0.61454013,2.33566990,0.00628586,0.32209153,0.02873104,0.35681273
-5.60980490,3.18639855,0.59056650,2.26713947,0.00605485,0.30740554,0.02852295,0.34655276
-5.60380190,3.09446652,0.56820951,2.20517239,0.00584077,0.29304263,0.02823852,0.33914040
-5.59779890,3.01314477,0.54758571,2.15006169,0.00564464,0.27904181,0.02788408,0.33467526
-5.59179590,2.94282895,0.52879915,2.10205295,0.00546717,0.26544733,0.02746782,0.33322771
-5.58579290,2.88383745,0.51193770,2.06134571,0.00530883,0.25230737,0.02699939,0.33483719
-5.57978989,2.83640618,0.49706944,2.02809315,0.00516983,0.23967240,0.02648958,0.33951027
-5.57378689,2.80068095,0.48423918,2.00239969,0.00505017,0.22759328,0.02594997,0.34721844
-5.56778389,2.77670728,0.47346519,1.98431630,0.00494967,0.21611918,0.02539251,0.35789573
-5.56178089,2.76441817,0.46473644,1.97383362,0.00486795,0.20529544,0.02482918,0.37143630
-5.55577789,2.76362003,0.45801040,1.97087307,0.00480443,0.19516147,0.02427159,0.38769206
-5.54977489,2.77397798,0.45321148,1.97527651,0.00475836,0.18574876,0.02373067,0.40647071
-5.54377189,2.79500124,0.45023034,1.98679503,0.00472876,0.17707916,0.02321631,0.42753423
-5.53776888,2.82603000,0.44892409,2.00507783,0.00471445,0.16916341,0.02273712,0.45059822
-5.53176588,2.86622498,0.44911742,2.02966213,0.00471402,0.16200008,0.02230013,0.47533232
-5.52576288,2.91456118,0.45060481,2.05996512,0.00472579,0.15557499,0.02191066,0.50136189
-5.51975988,2.96982688,0.45315366,2.09527911,0.00474789,0.14986101,0.02157210,0.52827121
-5.51375688,3.03062916,0.45650845,2.13477064,0.00477818,0.14481840,0.02128590,0.55560835
-5.50775388,3.09540667,0.46039583,2.17748458,0.00481433,0.14039565,0.02105150,0.58289171
-5.50175088,3.16245027,0.46453046,2.22235363,0.00485385,0.13653071,0.02086636,0.60961819
-5.49574787,3.22993143,0.46862150,2.26821353,0.00489408,0.13315264,0.02072609,0.63527303
-5.48974487,3.29593817,0.47237966,2.31382401,0.00493234,0.13018367,0.02062458,0.65934085
-5.48374187,3.35851768,0.47552432,2.35789502,0.00496590,0.12754142,0.02055422,0.68131776
-5.47773887,3.41572415,0.47779079,2.39911753,0.00499213,0.12514135,0.02050620,0.70072403
-5.47173587,3.46567029,0.47893727,2.43619774,0.00500852,0.12289930,0.02047078,0.71711693
-5.46573287,3.50658037,0.47875123,2.46789346,0.00501281,0.12073393,0.02043762,0.73010311
-5.45972986,3.53684249,0.47705507,2.49305097,0.00500303,0.11856912,0.02039620,0.73935012
-5.45372686,3.55505783,0.47371075,2.51064079,0.00497755,0.11633607,0.02033614,0.74459640
-5.44772386,3.56008440,0.46862320,2.51979050,0.00493519,0.11397513,0.02024758,0.74565942
-5.44172086,3.55107328,0.46174240,2.51981316,0.00487520,0.11143724,0.02012151,0.74244146
-5.43571786,3.52749544,0.45306403,2.51022965,0.00479734,0.10868497,0.01995013,0.73493280
-5.42971486,3.48915780,0.44262858,2.49078412,0.00470182,0.10569306,0.01972703,0.72321203
-5.42371186,3.43620773,0.43051914,2.46145134,0.00458937,0.10244849,0.01944747,0.70744362
-5.41770885,3.36912562,0.41685776,2.42243591,0.00446112,0.09895016,0.01910852,0.68787265
-5.41170585,3.28870596,0.40180073,2.37416324,0.00431864,0.09520809,0.01870911,0.66481698
-5.40570285,3.19602781,0.38553286,2.31726267,0.00416383,0.09124227,0.01825006,0.63865726
-5.39969985,3.09241615,0.36826106,2.25254389,0.00399887,0.08708118,0.01773406,0.60982513
-5.39369685,2.97939602,0.35020755,2.18096763,0.00382614,0.08276016,0.01716550,0.57879013
-5.38769385,2.85864159,0.33160288,2.10361222,0.00364814,0.07831961,0.01655033,0.54604599
-5.38169085,2.73192260,0.31267911,2.02163771,0.00346744,0.07380309,0.01589585,0.51209666
-5.37568784,2.60105061,0.29366342,1.93624912,0.00328658,0.06925551,0.01521047,0.47744281
-5.36968484,2.46782730,0.27477228,1.84866063,0.00310800,0.06472146,0.01450340,0.44256924
-5.36368184,2.33399692,0.25620656,1.76006218,0.00293403,0.06024363,0.01378442,0.40793366
-5.35767884,2.20120463,0.23814743,1.67158963,0.00276680,0.05586153,0.01306355,0.37395705
-5.35167584,2.07096194,0.22075341,1.58429967,0.00260822,0.05161045,0.01235082,0.34101610
-5.34567284,1.94462014,0.20415840,1.49915001,0.00246000,0.04752069,0.01165601,0.30943761
-5.33966983,1.82335198,0.18847073,1.41698519,0.00232359,0.04361708,0.01098842,0.27949503
-5.33366683,1.70814153,0.17377317,1.33852791,0.00220022,0.03991884,0.01035672,0.25140703
-5.32766383,1.59978156,0.16012380,1.26437562,0.00209091,0.03643958,0.00976875,0.22533794
-5.32166083,1.49887765,0.14755753,1.19500175,0.00199648,0.03318759,0.00923148,0.20139983
-5.31565783,1.40585782,0.13608816,1.13076081,0.00191758,0.03016633,0.00875089,0.17965597
-5.30965483,1.32098643,0.12571091,1.07189642,0.00185470,0.02737498,0.00833198,0.16012544
-5.30365183,1.24438106,0.11640511,1.01855139,0.00180825,0.02480913,0.00797874,0.14278841
-5.29764882,1.17603097,0.10813701,0.97077903,0.00177852,0.02246150,0.00769427,0.12759196
-5.29164582,1.11581614,0.10086259,0.92855475,0.00176572,0.02032266,0.00748077,0.11445607
-5.28564282,1.06352591,0.09453025,0.89178743,0.00177003,0.01838173,0.00733970,0.10327955
-5.27963982,1.01887639,0.08908329,0.86033008,0.00179156,0.01662699,0.00727190,0.09394577
-5.27363682,0.98152631,0.08446223,0.83398935,0.00183036,0.01504648,0.00727774,0.08632787
-5.26763382,0.95109103,0.08060679,0.81253399,0.00188647,0.01362841,0.00735728,0.08029356
-5.26163082,0.92715457,0.07745777,0.79570216,0.00195982,0.01236158,0.00751050,0.07570930
-5.25562781,0.90928008,0.07495854,0.78320773,0.00205031,0.01123563,0.00773745,0.07244386
-5.24962481,0.89701877,0.07305644,0.77474600,0.00215773,0.01024123,0.00803849,0.07037134
-5.24362181,0.88991782,0.07170396,0.76999889,0.00228177,0.00937022,0.00841451,0.06937356
-5.23761881,0.88752756,0.07085975,0.76864013,0.00242201,0.00861564,0.00886713,0.06934198
-5.23161581,0.88940836,0.07048954,0.77034055,0.00257789,0.00797169,0.00939890,0.07017917
-5.22561281,0.89513735,0.07056682,0.77477370,0.00274869,0.00743375,0.01001351,0.07179986
-5.21960980,0.90431524,0.07107347,0.78162195,0.00293358,0.00699821,0.01071592,0.07413171
-5.21360680,0.91657334,0.07200018,0.79058297,0.00313152,0.00666247,0.01151252,0.07711569
-5.20760380,0.93158050,0.07334665,0.80137660,0.00334137,0.00642471,0.01241114,0.08070630
-5.20160080,0.94904996,0.07512156,0.81375182,0.00356180,0.00628386,0.01342110,0.08487149
-5.19559780,0.96874577,0.07734223,0.82749349,0.00379139,0.00623940,0.01455315,0.08959236
-5.18959480,0.99048841,0.08003403,0.84242874,0.00402859,0.00629124,0.01581927,0.09486265
-5.18359180,1.01415916,0.08322928,0.85843241,0.00427177,0.00643957,0.01723246,0.10068797
-5.17758879,1.03970300,0.08696587,0.87543129,0.00451922,0.00668470,0.01880641,0.10708476
-5.17158579,1.06712941,0.09128545,0.89340685,0.00476919,0.00702689,0.02055501,0.11407898
-5.16558279,1.09651111,0.09623120,0.91239614,0.00501993,0.00746616,0.02249190,0.12170460
-5.15957979,1.12798023,0.10184529,0.93249066,0.00526967,0.00800214,0.02462979,0.13000162
-5.15357679,1.16172206,0.10816603,0.95383315,0.00551667,0.00863383,0.02697987,0.13901403
-5.14757379,1.19796625,0.11522486,0.97661218,0.00575922,0.00935945,0.02955102,0.14878738
-5.14157079,1.23697583,0.12304327,1.00105481,0.00599566,0.01017622,0.03234915,0.15936620
-5.13556778,1.27903421,0.13162970,1.02741739,0.00622435,0.01108020,0.03537648,0.17079123
-5.12956478,1.32443067,0.14097676,1.05597480,0.00644373,0.01206614,0.03863089,0.18309666
-5.12356178,1.37344484,0.15105874,1.08700870,0.00665226,0.01312737,0.04210538,0.19630730
-5.11755878,1.42633088,0.16182964,1.12079494,0.00684842,0.01425568,0.04578763,0.21043592
-5.11155578,1.48330179,0.17322188,1.15759089,0.00703074,0.01544135,0.04965972,0.22548081
-5.10555278,1.54451482,0.18514578,1.19762302,0.00719776,0.01667315,0.05369806,0.24142362
-5.09954977,1.61005831,0.19748985,1.24107529,0.00734808,0.01793843,0.05787349,0.25822773
-5.09354677,1.67994073,0.21012205,1.28807876,0.00748028,0.01922333,0.06215162,0.27583703
-5.08754377,1.75408234,0.22289198,1.33870289,0.00759303,0.02051297,0.06649332,0.29417538
-5.08154077,1.83230971,0.23563389,1.39294869,0.00768505,0.02179173,0.07085550,0.31314665
-5.07553777,1.91435355,0.24817054,1.45074419,0.00775517,0.02304367,0.07519203,0.33263544
-5.06953477,1.99984964,0.26031777,1.51194201,0.00780234,0.02425281,0.07945474,0.35250851
-5.06353177,2.08834302,0.27188948,1.57631941,0.00782570,0.02540362,0.08359461,0.37261673
-5.05752876,2.17929503,0.28270302,1.64358044,0.00782463,0.02648140,0.08756300,0.39279770
-5.05152576,2.27209295,0.29258464,1.71336019,0.00779877,0.02747268,0.09131283,0.41287881
-5.04552276,2.36606181,0.30137479,1.78523082,0.00774810,0.02836564,0.09479982,0.43268067
-5.03951976,2.46047782,0.30893307,1.85870918,0.00767295,0.02915041,0.09798355,0.45202085
-5.03351676,2.55458293,0.31514266,1.93326554,0.00757404,0.02981932,0.10082844,0.47071776
-5.02751376,2.64760001,0.31991397,2.00833328,0.00745253,0.03036719,0.10330456,0.48859453
-5.02151076,2.73874819,0.32318739,2.08331913,0.00730995,0.03079137,0.10538832,0.50548287
-5.01550775,2.82725790,0.32493515,2.15761378,0.00714827,0.03109185,0.10706283,0.52122670
-5.00950475,2.91238533,0.32516206,2.23060251,0.00696982,0.03127119,0.10831828,0.53568557
-5.00350175,2.99342604,0.32390527,2.30167577,0.00677727,0.03133442,0.10915191,0.54873769
-4.99749875,3.06972759,0.32123313,2.37023960,0.00657358,0.03128889,0.10956805,0.56028261
-4.99149575,3.14070105,0.31724306,2.43572561,0.00636190,0.03114402,0.10957786,0.57024347
-4.98549275,3.20583135,0.31205883,2.49760070,0.00614553,0.03091104,0.10919904,0.57856883
-4.97948974,3.26468651,0.30582714,2.55537622,0.00592787,0.03060272,0.10845547,0.58523400
-4.97348674,3.31692569,0.29871385,2.60861663,0.00571229,0.03023302,0.10737674,0.59024193
-4.96748374,3.36230597,0.29090006,2.65694751,0.00550211,0.02981684,0.10599777,0.59362366
-4.96148074,3.40068783,0.28257800,2.70006274,0.00530056,0.02936972,0.10435828,0.59543824
-4.95547774,3.43203924,0.27394709,2.73773069,0.00511068,0.02890754,0.10250235,0.59577222
-4.94947474,3.45643804,0.26521025,2.76979922,0.00493537,0.02844629,0.10047796,0.59473861
-4.94347174,3.47407246,0.25657049,2.79619923,0.00477733,0.02800189,0.09833651,0.59247538
-4.93746873,3.48523951,0.24822785,2.81694635,0.00463909,0.02758995,0.09613231,0.58914336
-4.93146573,3.49034103,0.24037684,2.83214086,0.00452300,0.02722562,0.09392211,0.58492376
-4.92546273,3.48987702,0.23320416,2.84196521,0.00443127,0.02692345,0.09176449,0.58001498
-4.91945973,3.48443636,0.22688692,2.84667934,0.00436601,0.02669725,0.08971927,0.57462909
-4.91345673,3.47468453,0.22159104,2.84661360,0.00432921,0.02655997,0.08784675,0.56898768
-4.90745373,3.46134878,0.21746998,2.84215933,0.00432281,0.02652354,0.08620701,0.56331736
-4.90145073,3.44520058,0.21466354,2.83375733,0.00434869,0.02659874,0.08485894,0.55784485
-4.89544772,3.42703603,0.21329681,2.82188455,0.00440866,0.02679507,0.08385931,0.55279182
-4.88944472,3.40765449,0.21347898,2.80703935,0.00450445,0.02712055,0.08326175,0.54836954
-4.88344172,3.38783627,0.21530217,2.78972592,0.00463769,0.02758156,0.08311556,0.54477353
-4.87743872,3.36831989,0.21884007,2.77043848,0.00480981,0.02818264,0.08346457,0.54217828
-4.87143572,3.34977992,0.22414642,2.74964585,0.00502202,0.02892629,0.08434597,0.54073231
-4.86543272,3.33280611,0.23125337,2.72777705,0.00527523,0.02981274,0.08578908,0.54055362
-4.85942971,3.31788462,0.24016969,2.70520857,0.00556992,0.03083978,0.08781423,0.54172573
-4.85342671,3.30538221,0.25087891,2.68225385,0.00590610,0.03200254,0.09043170,0.54429452
-4.84742371,3.29553396,0.26333759,2.65915540,0.00628321,0.03329334,0.09364078,0.54826590
-4.84142071,3.28843519,0.27747364,2.63607996,0.00670002,0.03470157,0.09742902,0.55360451
-4.83541771,3.28403789,0.29318501,2.61311684,0.00715463,0.03621362,0.10177163,0.56023353
-4.82941471,3.28215203,0.31033887,2.59027949,0.00764438,0.03781283,0.10663122,0.56803562
-4.82341171,3.28245179,0.32877129,2.56751035,0.00816590,0.03947961,0.11195780,0.57685506
-4.81740870,3.28448660,0.34828782,2.54468863,0.00871508,0.04119158,0.11768905,0.58650107
-4.81140570,3.28769692,0.36866488,2.52164087,0.00928717,0.04292379,0.12375104,0.59675228
-4.80540270,3.29143411,0.38965211,2.49815371,0.00987689,0.04464910,0.13005927,0.60736220
-4.79939970,3.29498411,0.41097592,2.47398853,0.01047847,0.04633863,0.13652007,0.61806574
-4.79339670,3.29759406,0.43234394,2.44889739,0.01108588,0.04796232,0.14303241,0.62858633
-4.78739370,3.29850116,0.45345056,2.42263959,0.01169295,0.04948953,0.14949002,0.63864378
-4.78139070,3.29696281,0.47398343,2.39499849,0.01229358,0.05088983,0.15578384,0.64796241
-4.77538769,3.29228714,0.49363057,2.36579775,0.01288191,0.05213370,0.16180462,0.65627926
-4.76938469,3.28386273,0.51208816,2.33491659,0.01345249,0.05319340,0.16744579,0.66335218
-4.76338169,3.27118666,0.52906845,2.30230341,0.01400048,0.05404375,0.17260635,0.66896745
-4.75737869,3.25388960,0.54430768,2.26798730,0.01452179,0.05466293,0.17719364,0.67294668
-4.75137569,3.23175721,0.55757361,2.23208697,0.01501323,0.05503316,0.18112615,0.67515270
-4.74537269,3.20474662,0.56867230,2.19481663,0.01547258,0.05514139,0.18433586,0.67549423
-4.73936968,3.17299743,0.57745397,2.15648864,0.01589866,0.05497972,0.18677039,0.67392915
-4.73336668,3.13683652,0.58381741,2.11751251,0.01629137,0.05454582,0.18839463,0.67046618
-4.72736368,3.09677621,0.58771306,2.07839025,0.01665169,0.05384303,0.18919177,0.66516490
-4.72136068,3.05350570,0.58914428,2.03970806,0.01698160,0.05288038,0.18916390,0.65813406
-4.71535768,3.00787577,0.58816693,2.00212435,0.01728400,0.05167239,0.18833181,0.64952830
-4.70935468,2.96087717,0.58488726,1.96635447,0.01756262,0.05023862,0.18673430,0.63954330
-4.70335168,2.91361320,0.57945805,1.93315246,0.01782185,0.04860314,0.18442679,0.62840960
-4.69734867,2.86726749,0.57207340,1.90329024,0.01806658,0.04679382,0.18147944,0.61638533
-4.69134567,2.82306793,0.56296219,1.87753500,0.01830206,0.04484143,0.17797477,0.60374809
-4.68534267,2.78224798,0.55238059,1.85662526,0.01853362,0.04277876,0.17400489,0.59078632
-4.67933967,2.74600683,0.54060401,1.84124653,0.01876658,0.04063965,0.16966849,0.57779055
-4.67333667,2.71546968,0.52791866,1.83200733,0.01900598,0.03845798,0.16506762,0.56504471
-4.66733367,2.69164963,0.51461318,1.82941620,0.01925645,0.03626674,0.16030457,0.55281803
-4.66133067,2.67541248,0.50097067,1.83386083,0.01952201,0.03409720,0.15547872,0.54135755
-4.65532766,2.66744568,0.48726127,1.84558970,0.01980593,0.03197810,0.15068372,0.53088176
-4.64932466,2.66823252,0.47373563,1.86469711,0.02011062,0.02993504,0.14600490,0.52157528
-4.64332166,2.67803233,0.46061938,1.89111218,0.02043751,0.02798999,0.14151717,0.51358492
-4.63731866,2.69686737,0.44810879,1.92459215,0.02078696,0.02616099,0.13728331,0.50701704
-4.63131566,2.72451687,0.43636752,1.96472049,0.02115826,0.02446194,0.13335283,0.50193622
-4.62531266,2.76051823,0.42552465,2.01090986,0.02154960,0.02290264,0.12976125,0.49836530
-4.61930965,2.80417532,0.41567376,2.06241012,0.02195804,0.02148888,0.12653001,0.49628648
-4.61330665,2.85457375,0.40687309,2.11832117,0.02237964,0.02022270,0.12366678,0.49564353
-4.60730365,2.91060231,0.39914663,2.17761047,0.02280946,0.01910275,0.12116621,0.49634484
-4.60130065,2.97098027,0.39248601,2.23913491,0.02324171,0.01812471,0.11901115,0.49826720
-4.59529765,3.03428945,0.38685305,2.30166635,0.02366982,0.01728177,0.11717404,0.50126000
-4.58929465,3.09901038,0.38218283,2.36392048,0.02408663,0.01656514,0.11561865,0.50514995
-4.58329165,3.16356147,0.37838719,2.42458812,0.02448453,0.01596456,0.11430198,0.50974587
-4.57728864,3.22634027,0.37535860,2.48236818,0.02485561,0.01546878,0.11317614,0.51484372
-4.57128564,3.28576578,0.37297414,2.53600152,0.02519191,0.01506604,0.11219044,0.52023157
-4.56528264,3.34032066,0.37109973,2.58430475,0.02548554,0.01474451,0.11129321,0.52569458
-4.55927964,3.38859257,0.36959443,2.62620303,0.02572892,0.01449262,0.11043373,0.53101987
-4.55327664,3.42931339,0.36831476,2.66076105,0.02591499,0.01429941,0.10956392,0.53600139
-4.54727364,3.46139554,0.36711905,2.68721112,0.02603737,0.01415478,0.10863983,0.54044454
-4.54127064,3.48396444,0.36587169,2.70497774,0.02609061,0.01404974,0.10762302,0.54417077
-4.53526763,3.49638614,0.36444730,2.71369762,0.02607037,0.01397649,0.10648163,0.54702198
-4.52926463,3.49828954,0.36273468,2.71323465,0.02597357,0.01392863,0.10519128,0.54886471
-4.52326163,3.48958224,0.36064051,2.70368904,0.02579858,0.01390115,0.10373572,0.54959402
-4.51725863,3.47045958,0.35809265,2.68540034,0.02554537,0.01389052,0.10210719,0.54913703
-4.51125563,3.44140615,0.35504296,2.65894387,0.02521560,0.01389467,0.10030664,0.54745588
-4.50525263,3.40318961,0.35146955,2.62512040,0.02481269,0.01391297,0.09834361,0.54455009
-4.49924962,3.35684638,0.34737825,2.58493922,0.02434188,0.01394617,0.09623594,0.54045803
-4.49324662,3.30365925,0.34280327,2.53959463,0.02381022,0.01399630,0.09400923,0.53525744
-4.48724362,3.24512716,0.33780695,2.49043629,0.02322644,0.01406660,0.09169612,0.52906482
-4.48124062,3.18292738,0.33247850,2.43893411,0.02260090,0.01416132,0.08933527,0.52203349
-4.47523762,3.11887086,0.32693165,2.38663823,0.02194536,0.01428557,0.08697026,0.51435040
-4.46923462,3.05485178,0.32130136,2.33513536,0.02127273,0.01444510,0.08464824,0.50623151
-4.46323162,2.99279234,0.31573945,2.28600229,0.02059679,0.01464607,0.08241847,0.49791583
-4.45722861,2.93458435,0.31040945,2.24075825,0.01993183,0.01489476,0.08033070,0.48965825
-4.45122561,2.88202938,0.30548063,2.20081713,0.01929224,0.01519731,0.07843357,0.48172137
-4.44522261,2.83677927,0.30112158,2.16744149,0.01869211,0.01555936,0.07677287,0.47436644
-4.43921961,2.80027915,0.29749341,2.14169965,0.01814474,0.01598576,0.07538990,0.46784393
-4.43321661,2.77371498,0.29474301,2.12442754,0.01766226,0.01648027,0.07431990,0.46238394
-4.42721361,2.75796780,0.29299653,2.11619677,0.01725516,0.01704523,0.07359059,0.45818692
-4.42121061,2.75357660,0.29235344,2.11729040,0.01693194,0.01768130,0.07322099,0.45541515
-4.41520760,2.76071159,0.29288141,2.12768740,0.01669871,0.01838728,0.07322042,0.45418527
-4.40920460,2.77915942,0.29461231,2.14705683,0.01655898,0.01915993,0.07358782,0.45456239
-4.40320160,2.80832126,0.29753950,2.17476240,0.01651347,0.01999389,0.07431151,0.45655595
-4.39719860,2.84722445,0.30161664,2.20987748,0.01656000,0.02088174,0.07536919,0.46011770
-4.39119560,2.89454780,0.30675806,2.25121049,0.01669351,0.02181406,0.07672844,0.46514183
-4.38519260,2.94865983,0.31284068,2.29734006,0.01690619,0.02277967,0.07834756,0.47146748
-4.37918959,3.00766909,0.31970757,2.34665891,0.01718774,0.02376591,0.08017676,0.47888330
-4.37318659,3.06948473,0.32717283,2.39742505,0.01752562,0.02475905,0.08215969,0.48713419
-4.36718359,3.13188523,0.33502777,2.44781854,0.01790555,0.02574473,0.08423522,0.49592973
-4.36118059,3.19259273,0.34304803,2.49600169,0.01831197,0.02670849,0.08633943,0.50495403
-4.35517759,3.24934995,0.35100124,2.54018049,0.01872858,0.02763630,0.08840769,0.51387659
-4.34917459,3.29999691,0.35865517,2.57866492,0.01913894,0.02851511,0.09037673,0.52236365
-4.34317159,3.34254407,0.36578559,2.60992571,0.01952706,0.02933337,0.09218674,0.53008952
-4.33716858,3.37523918,0.37218392,2.63264544,0.01987798,0.03008152,0.09378316,0.53674751
-4.33116558,3.39662506,0.37766391,2.64576192,0.02017829,0.03075236,0.09511840,0.54205981
-4.32516258,3.40558612,0.38206748,2.64850221,0.02041667,0.03134137,0.09615307,0.54578618
-4.31915958,3.40138193,0.38526908,2.64040608,0.02058420,0.03184689,0.09685704,0.54773079
-4.31315658,3.38366661,0.38717873,2.62133822,0.02067475,0.03227012,0.09720993,0.54774735
-4.30715358,3.35249384,0.38774343,2.59148881,0.02068507,0.03261512,0.09720131,0.54574206
