energy_ev,total_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.86193097,2.07420636,0.50112423,1.13869040,0.00386853,1.28466805,0.02296030,0.00015820
-5.85592796,2.04171493,0.49782754,1.11672599,0.00455659,1.26450495,0.02306422,0.00015940
-5.84992496,2.00333427,0.49318914,1.09118077,0.00535376,1.24015312,0.02326756,0.00016027
-5.84392196,1.95981955,0.48737276,1.06248953,0.00626453,1.21204718,0.02359441,0.00016087
-5.83791896,1.91208107,0.48058133,1.03116839,0.00729234,1.18072236,0.02407010,0.00016127
-5.83191596,1.86115031,0.47304843,0.99779731,0.00843912,1.14679442,0.02472052,0.00016155
-5.82591296,1.80814317,0.46502902,0.96300114,0.00970493,1.11093782,0.02557146,0.00016182
-5.81990995,1.75422197,0.45678977,0.92742999,0.01108755,1.07386287,0.02664797,0.00016219
-5.81390695,1.70055779,0.44859957,0.89173967,0.01258221,1.03629288,0.02797379,0.00016275
-5.80790395,1.64829461,0.44072031,0.85657308,0.01418130,0.99894223,0.02957082,0.00016364
-5.80190095,1.59851661,0.43339867,0.82254308,0.01587423,0.96249608,0.03145872,0.00016495
-5.79589795,1.55221989,0.42685896,0.79021764,0.01764736,0.92759262,0.03365463,0.00016682
-5.78989495,1.51028967,0.42129749,0.76010763,0.01948405,0.89480828,0.03617300,0.00016932
-5.78389195,1.47348355,0.41687861,0.73265777,0.02136489,0.86464654,0.03902559,0.00017258
-5.77788894,1.44242136,0.41373251,0.70824073,0.02326799,0.83753044,0.04222161,0.00017667
-5.77188594,1.41758175,0.41195500,0.68715464,0.02516944,0.81379904,0.04576799,0.00018167
-5.76588294,1.39930510,0.41160897,0.66962377,0.02704392,0.79370762,0.04966978,0.00018765
-5.75987994,1.38780252,0.41272771,0.65580211,0.02886534,0.77743142,0.05393067,0.00019467
-5.75387694,1.38316982,0.41531959,0.64577953,0.03060761,0.76507248,0.05855361,0.00020279
-5.74787394,1.38540569,0.41937405,0.63958990,0.03224545,0.75666897,0.06354141,0.00021203
-5.74187094,1.39443262,0.42486834,0.63722062,0.03375521,0.75220644,0.06889743,0.00022243
-5.73586793,1.41011935,0.43177480,0.63862291,0.03511568,0.75163012,0.07462619,0.00023403
-5.72986493,1.43230344,0.44006815,0.64372215,0.03630881,0.75485761,0.08073395,0.00024684
-5.72386193,1.46081244,0.44973235,0.65242765,0.03732035,0.76179104,0.08722912,0.00026088
-5.71785893,1.49548248,0.46076665,0.66464117,0.03814038,0.77232806,0.09412258,0.00027616
-5.71185593,1.53617309,0.47319044,0.68026377,0.03876362,0.78637098,0.10142778,0.00029269
-5.70585293,1.58277728,0.48704645,0.69920045,0.03918967,0.80383348,0.10916065,0.00031048
-5.69984992,1.63522625,0.50240226,0.72136239,0.03942293,0.82464446,0.11733928,0.00032952
-5.69384692,1.69348836,0.51934968,0.74666668,0.03947243,0.84874889,0.12598336,0.00034982
-5.68784392,1.75756231,0.53800202,0.77503344,0.03935145,0.87610542,0.13511337,0.00037134
-5.68184092,1.82746488,0.55848936,0.80638067,0.03907696,0.90668116,0.14474957,0.00039407
-5.67583792,1.90321373,0.58095176,0.84061716,0.03866894,0.94044356,0.15491072,0.00041798
-5.66983492,1.98480637,0.60553076,0.87763382,0.03814959,0.97735021,0.16561268,0.00044300
-5.66383192,2.07219620,0.63235940,0.91729416,0.03754248,1.01733701,0.17686678,0.00046908
-5.65782891,2.16526723,0.66155131,0.95942450,0.03687168,1.06030543,0.18867817,0.00049611
-5.65182591,2.26380873,0.69318915,1.00380468,0.03616085,1.10610976,0.20104401,0.00052401
-5.64582291,2.36749143,0.72731309,1.05015990,0.03543244,1.15454510,0.21395180,0.00055263
-5.63981991,2.47584671,0.76390979,1.09815440,0.03470698,1.20533692,0.22737760,0.00058181
-5.63381691,2.58825011,0.80290250,1.14738749,0.03400238,1.25813303,0.24128458,0.00061139
-5.62781391,2.70391044,0.84414276,1.19739247,0.03333350,1.31249844,0.25562168,0.00064115
-5.62181091,2.82186524,0.88740426,1.24763863,0.03271174,1.36791380,0.27032262,0.00067087
-5.61580790,2.94098342,0.93237926,1.29753660,0.03214488,1.42377762,0.28530528,0.00070029
-5.60980490,3.05997535,0.97867790,1.34644689,0.03163701,1.47941245,0.30047156,0.00072914
-5.60380190,3.17741028,1.02583064,1.39369143,0.03118860,1.53407497,0.31570772,0.00075713
-5.59779890,3.29174087,1.07329396,1.43856782,0.03079675,1.58696976,0.33088534,0.00078395
-5.59179590,3.40133403,1.12045923,1.48036559,0.03045551,1.63726621,0.34586287,0.00080928
-5.58579290,3.50450717,1.16666467,1.51838400,0.03015631,1.68411807,0.36048776,0.00083281
-5.57978989,3.59956854,1.21120998,1.55195049,0.02988844,1.72668481,0.37459919,0.00085420
-5.57378689,3.68486021,1.25337326,1.58043919,0.02963961,1.76415406,0.38803133,0.00087314
-5.56778389,3.75880222,1.29242961,1.60328847,0.02939649,1.79576406,0.40061699,0.00088933
-5.56178089,3.81993602,1.32767086,1.62001705,0.02914531,1.82082542,0.41219168,0.00090247
-5.55577789,3.86696580,1.35842545,1.63023779,0.02887238,1.83874118,0.42259770,0.00091231
-5.54977489,3.89879588,1.38407796,1.63366881,0.02856465,1.84902445,0.43168837,0.00091862
-5.54377189,3.91456295,1.40408733,1.63014124,0.02821014,1.85131286,0.43933199,0.00092120
-5.53776888,3.91366166,1.41800308,1.61960365,0.02779837,1.84537936,0.44541551,0.00091993
-5.53176588,3.89576287,1.42547885,1.60212274,0.02732070,1.83113889,0.44984762,0.00091470
-5.52576288,3.86082368,1.42628274,1.57788059,0.02677058,1.80865089,0.45256125,0.00090549
-5.51975988,3.80908898,1.42030398,1.54716846,0.02614377,1.77811727,0.45351525,0.00089232
-5.51375688,3.74108458,1.40755571,1.51037760,0.02543839,1.73987644,0.45269518,0.00087527
-5.50775388,3.65760223,1.38817374,1.46798753,0.02465500,1.69439335,0.45011336,0.00085450
-5.50175088,3.55967724,1.36241153,1.42055221,0.02379652,1.64224613,0.44580789,0.00083021
-5.49574787,3.44855980,1.33063148,1.36868487,0.02286812,1.58411003,0.43984107,0.00080267
-5.48974487,3.32568105,1.29329316,1.31304198,0.02187705,1.52073913,0.43229697,0.00077219
-5.48374187,3.19261548,1.25093895,1.25430711,0.02083240,1.45294674,0.42327866,0.00073913
-5.47773887,3.05104117,1.20417780,1.19317522,0.01974484,1.38158507,0.41290497,0.00070389
-5.47173587,2.90269934,1.15366789,1.13033788,0.01862635,1.30752509,0.40130712,0.00066690
-5.46573287,2.74935487,1.10009883,1.06646999,0.01748990,1.23163721,0.38862541,0.00062861
-5.45972986,2.59275898,1.04417427,1.00221825,0.01634916,1.15477328,0.37500603,0.00058946
-5.45372686,2.43461557,0.98659556,0.93819169,0.01521820,1.07775064,0.36059828,0.00054992
-5.44772386,2.27655191,0.92804690,0.87495445,0.01411124,1.00133846,0.34555218,0.00051044
-5.44172086,2.12009454,0.86918266,0.81302064,0.01304242,0.92624676,0.33001660,0.00047143
-5.43571786,1.96665076,0.81061697,0.75285151,0.01202559,0.85311808,0.31413797,0.00043332
-5.42971486,1.81749578,0.75291587,0.69485448,0.01107415,0.78252203,0.29805947,0.00039646
-5.42371186,1.67376544,0.69659210,0.63938396,0.01020096,0.71495244,0.28192072,0.00036119
-5.41770885,1.53645395,0.64210221,0.58674359,0.00941820,0.65082696,0.26585790,0.00032782
-5.41170585,1.40641618,0.58984600,0.53718963,0.00873738,0.59048879,0.25000410,0.00029660
-5.40570285,1.28437353,0.54016794,0.49093501,0.00816928,0.53421018,0.23448987,0.00026776
-5.39969985,1.17092264,0.49336001,0.44815386,0.00772390,0.48219729,0.21944385,0.00024147
-5.39369685,1.06654585,0.44966580,0.40898602,0.00741047,0.43459603,0.20499329,0.00021787
-5.38769385,0.97162257,0.40928535,0.37354138,0.00723743,0.39149835,0.19126440,0.00019707
-5.38169085,0.88644060,0.37238014,0.34190362,0.00721230,0.35294869,0.17838244,0.00017915
-5.37568784,0.81120668,0.33907821,0.31413327,0.00734166,0.31895020,0.16647145,0.00016416
-5.36968484,0.74605547,0.30947868,0.29026996,0.00763097,0.28947042,0.15565358,0.00015212
-5.36368184,0.69105659,0.28365568,0.27033360,0.00808442,0.26444623,0.14604802,0.00014302
-5.35767884,0.64621938,0.26166129,0.25432464,0.00870470,0.24378780,0.13776945,0.00013686
-5.35167584,0.61149509,0.24352749,0.24222344,0.00949275,0.22738166,0.13092612,0.00013359
-5.34567284,0.58677670,0.22926689,0.23398865,0.01044749,0.21509263,0.12561753,0.00013316
-5.33966983,0.57189645,0.21887240,0.22955507,0.01156552,0.20676484,0.12193178,0.00013550
-5.33366683,0.56662156,0.21231582,0.22883086,0.01284083,0.20222193,0.11994266,0.00014051
-5.32766383,0.57064853,0.20954548,0.23169458,0.01426457,0.20126656,0.11970665,0.00014809
-5.32166083,0.58359677,0.21048314,0.23799223,0.01582480,0.20367946,0.12125981,0.00015810
-5.31565783,0.60500216,0.21502051,0.24753451,0.01750640,0.20921834,0.12461475,0.00017038
-5.30965483,0.63431139,0.22301544,0.26009480,0.01929102,0.21761684,0.12975791,0.00018475
-5.30365183,0.67087789,0.23428836,0.27540787,0.02115713,0.22858389,0.13664709,0.00020101
-5.29764882,0.71396000,0.24861914,0.29316988,0.02308026,0.24180363,0.14520966,0.00021891
-5.29164582,0.76272216,0.26574481,0.31303967,0.02503332,0.25693621,0.15534138,0.00023820
-5.28564282,0.81623972,0.28535840,0.33464161,0.02698709,0.27361969,0.16690610,0.00025857
-5.27963982,0.87350766,0.30710935,0.35757019,0.02891085,0.29147302,0.17973647,0.00027972
-5.27363682,0.93345366,0.33060545,0.38139621,0.03077312,0.31010038,0.19363575,0.00030131
-5.26763382,0.99495536,0.35541687,0.40567471,0.03254249,0.32909672,0.20838081,0.00032298
-5.26163082,1.05686169,0.38108199,0.42995438,0.03418850,0.34805443,0.22372634,0.00034439
-5.25562781,1.11801773,0.40711531,0.45378821,0.03568267,0.36657111,0.23941021,0.00036516
-5.24962481,1.17729246,0.43301714,0.47674505,0.03699933,0.38425800,0.25515999,0.00038494
-5.24362181,1.23360846,0.45828485,0.49842180,0.03811658,0.40074894,0.27070031,0.00040341
-5.23761881,1.28597233,0.48242546,0.51845550,0.03901709,0.41570941,0.28576099,0.00042025
-5.23161581,1.33350475,0.50496887,0.53653506,0.03968874,0.42884529,0.30008557,0.00043520
-5.22561281,1.37546870,0.52548151,0.55241198,0.04012514,0.43991097,0.31343989,0.00044804
-5.21960980,1.41129459,0.54357957,0.56590949,0.04032598,0.44871634,0.32562041,0.00045860
-5.21360680,1.44060095,0.55894132,0.57692976,0.04029710,0.45513247,0.33646191,0.00046679
-5.20760380,1.46320968,0.57131793,0.58545864,0.04005040,0.45909542,0.34584402,0.00047255
-5.20160080,1.47915470,0.58054218,0.59156773,0.03960355,0.46060825,0.35369644,0.00047594
-5.19559780,1.48868362,0.58653466,0.59541339,0.03897938,0.45974085,0.36000241,0.00047706
-5.18959480,1.49225181,0.58930707,0.59723282,0.03820525,0.45662766,0.36480014,0.00047610
-5.18359180,1.49050905,0.58896228,0.59733707,0.03731214,0.45146335,0.36818225,0.00047330
-5.17758879,1.48427891,0.58569131,0.59610125,0.03633371,0.44449649,0.37029286,0.00046897
-5.17158579,1.47453166,0.57976703,0.59395226,0.03530518,0.43602163,0.37132266,0.00046347
-5.16558279,1.46235157,0.57153500,0.59135435,0.03426232,0.42636992,0.37150187,0.00045722
-5.15957979,1.44889982,0.56140169,0.58879326,0.03324032,0.41589875,0.37109150,0.00045064
-5.15357679,1.43537443,0.54982060,0.58675917,0.03227280,0.40498082,0.37037310,0.00044419
-5.14757379,1.42296875,0.53727691,0.58572944,0.03139085,0.39399293,0.36963758,0.00043833
-5.14157079,1.41283002,0.52427116,0.58615155,0.03062225,0.38330502,0.36917334,0.00043350
-5.13556778,1.40601964,0.51130274,0.58842692,0.02999075,0.37326981,0.36925445,0.00043014
-5.12956478,1.40347649,0.49885378,0.59289625,0.02951558,0.36421327,0.37012911,0.00042863
-5.12356178,1.40598473,0.48737404,0.59982680,0.02921106,0.35642625,0.37200923,0.00042931
-5.11755878,1.41414705,0.47726737,0.60940214,0.02908643,0.35015754,0.37506114,0.00043246
-5.11155578,1.42836431,0.46888022,0.62171466,0.02914579,0.34560829,0.37939827,0.00043830
-5.10555278,1.44882217,0.46249242,0.63676106,0.02938817,0.34292807,0.38507578,0.00044696
-5.09954977,1.47548496,0.45831065,0.65444099,0.02980780,0.34221235,0.39208755,0.00045851
-5.09354677,1.50809694,0.45646452,0.67455888,0.03039440,0.34350155,0.40036559,0.00047290
-5.08754377,1.54619065,0.45700547,0.69682877,0.03113357,0.34678142,0.40978195,0.00049005
-5.08154077,1.58910202,0.45990816,0.72088209,0.03200733,0.35198473,0.42015296,0.00050977
-5.07553777,1.63599150,0.46507444,0.74627802,0.03299463,0.35899407,0.43124572,0.00053178
-5.06953477,1.68587055,0.47233932,0.77251611,0.03407188,0.36764570,0.44278653,0.00055578
-5.06353177,1.73763227,0.48147893,0.79905076,0.03521358,0.37773421,0.45447088,0.00058136
-5.05752876,1.79008542,0.49221987,0.82530710,0.03639290,0.38901807,0.46597460,0.00060808
-5.05152576,1.84199050,0.50424963,0.85069769,0.03758232,0.40122566,0.47696578,0.00063548
-5.04552276,1.89209667,0.51722780,0.87463957,0.03875416,0.41406204,0.48711677,0.00066305
-5.03951976,1.93917856,0.53079737,0.89657115,0.03988123,0.42721596,0.49611599,0.00069027
-5.03351676,1.98207155,0.54459609,0.91596825,0.04093738,0.44036735,0.50367891,0.00071665
-5.02751376,2.01970455,0.55826714,0.93235895,0.04189806,0.45319494,0.50955775,0.00074168
-5.02151076,2.05112933,0.57146911,0.94533667,0.04274087,0.46538398,0.51354968,0.00076490
-5.01550775,2.07554532,0.58388478,0.95457111,0.04344599,0.47663388,0.51550289,0.00078588
-5.00950475,2.09231940,0.59522848,0.95981667,0.04399671,0.48666556,0.51532068,0.00080426
-5.00350175,2.10099992,0.60525192,0.96091813,0.04437975,0.49522844,0.51296313,0.00081971
-4.99749875,2.10132471,0.61374838,0.95781347,0.04458567,0.50210668,0.50844656,0.00083199
-4.99149575,2.09322304,0.62055503,0.95053368,0.04460904,0.50712467,0.50184077,0.00084092
-4.98549275,2.07681147,0.62555368,0.93919976,0.04444865,0.51015143,0.49326422,0.00084639
-4.97948974,2.05238409,0.62866980,0.92401704,0.04410759,0.51110385,0.48287766,0.00084836
-4.97348674,2.02039769,0.62987021,0.90526712,0.04359318,0.50994852,0.47087629,0.00084686
-4.96748374,1.98145250,0.62915942,0.88329776,0.04291685,0.50670224,0.45748106,0.00084200
-4.96148074,1.93626962,0.62657513,0.85851126,0.04209389,0.50143096,0.44292959,0.00083390
-4.95547774,1.88566595,0.62218304,0.83135179,0.04114310,0.49424730,0.42746700,0.00082278
-4.94947474,1.83052784,0.61607139,0.80229216,0.04008632,0.48530675,0.41133724,0.00080887
-4.94347174,1.77178447,0.60834547,0.77182064,0.03894790,0.47480252,0.39477527,0.00079242
-4.93746873,1.71038198,0.59912250,0.74042813,0.03775410,0.46295945,0.37800041,0.00077372
-4.93146573,1.64725927,0.58852702,0.70859638,0.03653241,0.45002700,0.36121105,0.00075307
-4.92546273,1.58332622,0.57668713,0.67678740,0.03531086,0.43627170,0.34458099,0.00073076
-4.91945973,1.51944489,0.56373158,0.64543432,0.03411728,0.42196925,0.32825736,0.00070708
-4.91345673,1.45641403,0.54978780,0.61493402,0.03297856,0.40739659,0.31236010,0.00068229
-4.90745373,1.39495709,0.53498096,0.58564147,0.03191998,0.39282413,0.29698286,0.00065667
-4.90145073,1.33571360,0.51943378,0.55786567,0.03096450,0.37850845,0.28219519,0.00063045
-4.89544772,1.27923381,0.50326700,0.53186734,0.03013219,0.36468561,0.26804555,0.00060386
-4.88944472,1.22597606,0.48660042,0.50785781,0.02943961,0.35156526,0.25456512,0.00057708
-4.88344172,1.17630656,0.46955402,0.48599925,0.02889941,0.33932570,0.24177179,0.00055029
-4.87743872,1.13050097,0.45224919,0.46640572,0.02851990,0.32810993,0.22967422,0.00052364
-4.87143572,1.08874739,0.43480956,0.44914497,0.02830485,0.31802284,0.21827563,0.00049727
-4.86543272,1.05115011,0.41736147,0.43424062,0.02825324,0.30912951,0.20757700,0.00047130
-4.85942971,1.01773396,0.40003373,0.42167474,0.02835932,0.30145466,0.19757960,0.00044583
-4.85342671,0.98844887,0.38295673,0.41139044,0.02861263,0.29498316,0.18828661,0.00042095
-4.84742371,0.96317449,0.36626068,0.40329462,0.02899829,0.28966171,0.17970389,0.00039674
-4.84142071,0.94172482,0.35007326,0.39726071,0.02949726,0.28540147,0.17183986,0.00037325
-4.83541771,0.92385301,0.33451658,0.39313145,0.03008691,0.28208169,0.16470449,0.00035055
-4.82941471,0.90925632,0.31970378,0.39072184,0.03074155,0.27955419,0.15830773,0.00032869
-4.82341171,0.89758160,0.30573528,0.38982217,0.03143313,0.27764853,0.15265735,0.00030770
-4.81740870,0.88843127,0.29269518,0.39020141,0.03213207,0.27617787,0.14775652,0.00028760
-4.81140570,0.88137024,0.28064786,0.39161092,0.03280804,0.27494520,0.14360131,0.00026843
-4.80540270,0.87593371,0.26963501,0.39378856,0.03343094,0.27374982,0.14017828,0.00025018
-4.79939970,0.87163592,0.25967351,0.39646322,0.03397171,0.27239396,0.13746248,0.00023286
-4.79339670,0.86797988,0.25075409,0.39935980,0.03440327,0.27068914,0.13541591,0.00021646
-4.78739370,0.86446791,0.24284101,0.40220448,0.03470132,0.26846223,0.13398664,0.00020095
-4.78139070,0.86061272,0.23587288,0.40473030,0.03484510,0.26556086,0.13310861,0.00018632
-4.77538769,0.85594870,0.22976441,0.40668276,0.03481799,0.26185811,0.13270233,0.00017253
-4.76938469,0.85004309,0.22440934,0.40782543,0.03460802,0.25725619,0.13267620,0.00015955
-4.76338169,0.84250657,0.21968407,0.40794522,0.03420816,0.25168900,0.13292860,0.00014734
-4.75737869,0.83300283,0.21545216,0.40685720,0.03361645,0.24512357,0.13335067,0.00013586
-4.75137569,0.82125671,0.21156926,0.40440875,0.03283602,0.23756021,0.13382941,0.00012506
-4.74537269,0.80706066,0.20788829,0.40048291,0.03187481,0.22903144,0.13425125,0.00011490
-4.73936968,0.79027903,0.20426480,0.39500068,0.03074523,0.21959985,0.13450569,0.00010535
-4.73336668,0.77085025,0.20056194,0.38792230,0.02946361,0.20935484,0.13448889,0.00009637
-4.72736368,0.74878661,0.19665518,0.37924734,0.02804958,0.19840856,0.13410708,0.00008793
-4.72136068,0.72417182,0.19243631,0.36901376,0.02652528,0.18689123,0.13327962,0.00008000
-4.71535768,0.69715639,0.18781672,0.35729571,0.02491464,0.17494599,0.13194147,0.00007256
-4.70935468,0.66795108,0.18272980,0.34420046,0.02324250,0.16272363,0.13004508,0.00006559
-4.70335168,0.63681877,0.17713234,0.32986443,0.02153389,0.15037729,0.12756156,0.00005907
-4.69734867,0.60406508,0.17100503,0.31444848,0.01981323,0.13805758,0.12448115,0.00005299
-4.69134567,0.57002811,0.16435198,0.29813272,0.01810366,0.12590807,0.12081291,0.00004733
-4.68534267,0.53506781,0.15719938,0.28111101,0.01642651,0.11406147,0.11658374,0.00004209
-4.67933967,0.49955537,0.14959346,0.26358532,0.01480084,0.10263652,0.11183676,0.00003726
-4.67333667,0.46386295,0.14159780,0.24576028,0.01324306,0.09173581,0.10662918,0.00003282
-4.66733367,0.42835427,0.13329022,0.22783790,0.01176679,0.08144435,0.10102975,0.00002878
-4.66133067,0.39337620,0.12475940,0.21001289,0.01038275,0.07182908,0.09511593,0.00002512
-4.65532766,0.35925173,0.11610141,0.19246843,0.00909882,0.06293911,0.08897100,0.00002182
-4.64932466,0.32627436,0.10741633,0.17537281,0.00792014,0.05480671,0.08268103,0.00001888
-4.64332166,0.29470414,0.09880515,0.15887668,0.00684939,0.04744897,0.07633216,0.00001630
-4.63731866,0.26476534,0.09036694,0.14311127,0.00588705,0.04086982,0.07000798,0.00001404
-4.63131566,0.23664573,0.08219659,0.12818738,0.00503177,0.03506262,0.06378730,0.00001212
-4.62531266,0.21049736,0.07438310,0.11419512,0.00428072,0.03001282,0.05774236,0.00001051
-4.61930965,0.18643875,0.06700840,0.10120448,0.00362999,0.02570088,0.05193741,0.00000921
-4.61330665,0.16455828,0.06014681,0.08926650,0.00307501,0.02210513,0.04642782,0.00000823
-4.60730365,0.14491853,0.05386512,0.07841505,0.00261087,0.01920466,0.04125960,0.00000756
-4.60130065,0.12756145,0.04822310,0.06866902,0.00223271,0.01698192,0.03646936,0.00000720
-4.59529765,0.11251394,0.04327453,0.06003486,0.00193599,0.01542519,0.03208469,0.00000718
-4.58929465,0.09979368,0.03906859,0.05250930,0.00171679,0.01453070,0.02812481,0.00000752
-4.58329165,0.08941489,0.03565136,0.04608215,0.00157204,0.01430444,0.02460144,0.00000823
-4.57728864,0.08139380,0.03306758,0.04073901,0.00149963,0.01476350,0.02151998,0.00000937
-4.57128564,0.07575345,0.03136222,0.03646381,0.00149860,0.01593701,0.01888061,0.00001097
-4.56528264,0.07252771,0.03058200,0.03324105,0.00156916,0.01786655,0.01667952,0.00001308
-4.55927964,0.07176420,0.03077646,0.03105766,0.00171271,0.02060606,0.01491008,0.00001578
-4.55327664,0.07352589,0.03199877,0.02990434,0.00193179,0.02422109,0.01356386,0.00001913
-4.54727364,0.07789136,0.03430583,0.02977640,0.00222998,0.02878748,0.01263152,0.00002322
-4.54127064,0.08495331,0.03775785,0.03067399,0.00261174,0.03438939,0.01210350,0.00002811
-4.53526763,0.09481559,0.04241721,0.03260170,0.00308220,0.04111661,0.01197045,0.00003390
-4.52926463,0.10758842,0.04834656,0.03556755,0.00364689,0.04906129,0.01222346,0.00004067
-4.52326163,0.12338209,0.05560629,0.03958142,0.00431143,0.05831394,0.01285403,0.00004850
-4.51725863,0.14229916,0.06425126,0.04465287,0.00508118,0.06895892,0.01385383,0.00005748
-4.51125563,0.16442532,0.07432694,0.05078857,0.00596082,0.08106944,0.01521418,0.00006767
-4.50525263,0.18981944,0.08586515,0.05798932,0.00695400,0.09470220,0.01692548,0.00007911
-4.49924962,0.21850293,0.09887950,0.06624686,0.00806285,0.10989189,0.01897639,0.00009185
-4.49324662,0.25044906,0.11336070,0.07554062,0.00928760,0.12664576,0.02135301,0.00010588
-4.48724362,0.28557269,0.12927207,0.08583452,0.01062619,0.14493844,0.02403802,0.00012119
-4.48124062,0.32372107,0.14654554,0.09707415,0.01207394,0.16470739,0.02700982,0.00013773
-4.47523762,0.36466621,0.16507822,0.10918433,0.01362321,0.18584921,0.03024182,0.00015540
-4.46923462,0.40809950,0.18473007,0.12206742,0.01526331,0.20821710,0.03370189,0.00017409
-4.46323162,0.45362909,0.20532267,0.13560238,0.01698032,0.23161974,0.03735195,0.00019364
-4.45722861,0.50078050,0.22663955,0.14964488,0.01875721,0.25582185,0.04114791,0.00021383
-4.45122561,0.54900083,0.24842802,0.16402850,0.02057398,0.28054654,0.04503983,0.00023445
-4.44522261,0.59766673,0.27040273,0.17856702,0.02240799,0.30547959,0.04897247,0.00025522
-4.43921961,0.64609621,0.29225093,0.19305794,0.02423444,0.33027564,0.05288603,0.00027584
-4.43321661,0.69356408,0.31363936,0.20728706,0.02602694,0.35456628,0.05671736,0.00029601
-4.42721361,0.73932057,0.33422256,0.22103406,0.02775828,0.37796965,0.06040131,0.00031540
-4.42121061,0.78261272,0.35365244,0.23407891,0.02940122,0.40010151,0.06387238,0.00033367
-4.41520760,0.82270749,0.37158860,0.24620882,0.03092941,0.42058710,0.06706653,0.00035050
-4.40920460,0.85891602,0.38770921,0.25722551,0.03231826,0.43907362,0.06992311,0.00036559
-4.40320160,0.89061763,0.40172170,0.26695243,0.03354595,0.45524251,0.07238671,0.00037866
-4.39719860,0.91728273,0.41337314,0.27524166,0.03459421,0.46882116,0.07440909,0.00038947
-4.39119560,0.93849348,0.42245938,0.28198008,0.03544916,0.47959345,0.07595083,0.00039783
-4.38519260,0.95396108,0.42883297,0.28709455,0.03610194,0.48740857,0.07698282,0.00040358
-4.37918959,0.96353894,0.43240901,0.29055583,0.03654919,0.49218763,0.07748739,0.00040667
-4.37318659,0.96723092,0.43316901,0.29238100,0.03679336,0.49392784,0.07745915,0.00040707
-4.36718359,0.96519420,0.43116223,0.29263422,0.03684274,0.49270381,0.07690538,0.00040483
-4.36118059,0.95773649,0.42650460,0.29142577,0.03671141,0.48866599,0.07584605,0.00040008
-4.35517759,0.94530781,0.41937516,0.28890944,0.03641876,0.48203633,0.07431343,0.00039300
-4.34917459,0.92848700,0.41001027,0.28527829,0.03598903,0.47310115,0.07235130,0.00038383
-4.34317159,0.90796362,0.39869564,0.28075904,0.03545049,0.46220170,0.07001389,0.00037287
-4.33716858,0.88451617,0.38575678,0.27560529,0.03483455,0.44972277,0.06736444,0.00036045
-4.33116558,0.85898753,0.37154827,0.27008995,0.03417477,0.43607990,0.06447372,0.00034696
-4.32516258,0.83225884,0.35644210,0.26449714,0.03350577,0.42170573,0.06141828,0.00033279
-4.31915958,0.80522292,0.34081604,0.25911405,0.03286215,0.40703623,0.05827874,0.00031835
-4.31315658,0.77875855,0.32504210,0.25422306,0.03227741,0.39249728,0.05513809,0.00030406
-4.30715358,0.75370663,0.30947585,0.25009442,0.03178306,0.37849225,0.05208009,0.00029034
