energy_ev,total_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.82591296,3.61463753,1.21069517,0.70634736,1.81531974,0.93900133,0.00709894,0.61390626,1.70450782,0.00000000
-5.81990995,3.56881850,1.20323334,0.68864276,1.78294418,0.93015125,0.00709369,0.60443724,1.68939730,0.00000000
-5.81390695,3.52136327,1.19515134,0.67138692,1.74673171,0.92067667,0.00708434,0.59521421,1.67332150,0.00000000
-5.80790395,3.47336929,1.18686459,0.65484761,1.70752144,0.91077104,0.00707365,0.58639986,1.65681920,0.00000000
-5.80190095,3.42580727,1.17874906,0.63923955,1.66615629,0.90060534,0.00706395,0.57812902,1.64036780,0.00000000
-5.79589795,3.37949421,1.17112742,0.62472034,1.62345676,0.89032421,0.00705705,0.57050666,1.62436688,0.00000000
-5.78989495,3.33507361,1.16425762,0.61138869,1.58019773,0.88004326,0.00705413,0.56360728,1.60912530,0.00000000
-5.78389195,3.29300371,1.15832453,0.59928487,1.53708954,0.86984755,0.00705571,0.55747569,1.59485257,0.00000000
-5.77788894,3.25355429,1.15343501,0.58839351,1.49476393,0.85979153,0.00706160,0.55212906,1.58165490,0.00000000
-5.77188594,3.21681210,1.14961664,0.57864835,1.45376525,0.84990024,0.00707093,0.54756030,1.56953612,0.00000000
-5.76588294,3.18269459,1.14682027,0.56993896,1.41454710,0.84017189,0.00708220,0.54374230,1.55840346,0.00000000
-5.75987994,3.15097115,1.14492610,0.56211882,1.37747400,0.83058156,0.00709340,0.54063299,1.54807792,0.00000000
-5.75387694,3.12129060,1.14375310,0.55501472,1.34282768,0.82108600,0.00710208,0.53818085,1.53830863,0.00000000
-5.74787394,3.09321343,1.14307103,0.54843671,1.31081703,0.81162908,0.00710552,0.53633044,1.52879046,0.00000000
-5.74187094,3.06624691,1.14261466,0.54218834,1.28159074,0.80214775,0.00710085,0.53502777,1.51918392,0.00000000
-5.73586793,3.03988096,1.14209902,0.53607662,1.25525135,0.79257809,0.00708524,0.53422502,1.50913618,0.00000000
-5.72986493,3.01362277,1.14123513,0.52992133,1.23186958,0.78286104,0.00705603,0.53388433,1.49830212,0.00000000
-5.72386193,2.98702820,1.13974510,0.52356309,1.21149760,0.77294756,0.00701090,0.53398052,1.48636416,0.00000000
-5.71785893,2.95972796,1.13737577,0.51687012,1.19418024,0.76280280,0.00694794,0.53450228,1.47304985,0.00000000
-5.71185593,2.93144728,1.13391029,0.50974303,1.17996313,0.75240906,0.00686579,0.53545202,1.45814609,0.00000000
-5.70585293,2.90201782,1.12917681,0.50211786,1.16889718,0.74176736,0.00676370,0.53684412,1.44150951,0.00000000
-5.69984992,2.87138145,1.12305404,0.49396700,1.16103892,0.73089739,0.00664157,0.53870173,1.42307220,0.00000000
-5.69384692,2.83958558,1.11547339,0.48529817,1.15644678,0.71983607,0.00649991,0.54105239,1.40284278,0.00000000
-5.68784392,2.80677079,1.10641766,0.47615155,1.15517338,0.70863459,0.00633985,0.54392260,1.38090282,0.00000000
-5.68184092,2.77315163,1.09591668,0.46659530,1.15725462,0.69735430,0.00616308,0.54733168,1.35739899,0.00000000
-5.67583792,2.73899206,1.08404019,0.45671981,1.16269621,0.68606161,0.00597172,0.55128549,1.33253149,0.00000000
-5.66983492,2.70457732,1.07088856,0.44663103,1.17145878,0.67482240,0.00576827,0.55577020,1.30653976,0.00000000
-5.66383192,2.67018423,1.05658223,0.43644326,1.18344280,0.66369623,0.00555545,0.56074671,1.27968631,0.00000000
-5.65782891,2.63605205,1.04125043,0.42627194,1.19847440,0.65273075,0.00533608,0.56614612,1.25223981,0.00000000
-5.65182591,2.60235587,1.02502025,0.41622670,1.21629352,0.64195685,0.00511299,0.57186651,1.22445861,0.00000000
-5.64582291,2.56918446,1.00800658,0.40640522,1.23654524,0.63138475,0.00488886,0.57777149,1.19657558,0.00000000
-5.63981991,2.53652410,0.99030371,0.39688810,1.25877555,0.62100144,0.00466617,0.58369056,1.16878537,0.00000000
-5.63381691,2.50424947,0.97197916,0.38773501,1.28243195,0.61076958,0.00444706,0.58942148,1.14123462,0.00000000
-5.62781391,2.47212240,0.95306993,0.37898240,1.30686947,0.60062807,0.00423334,0.59473466,1.11401590,0.00000000
-5.62181091,2.43979851,0.93358159,0.37064272,1.33136201,0.59049422,0.00402637,0.59937924,1.08716538,0.00000000
-5.61580790,2.40684141,0.91348989,0.36270521,1.35511899,0.58026741,0.00382712,0.60309088,1.06066447,0.00000000
-5.60980490,2.37274374,0.89274501,0.35513816,1.37730636,0.56983415,0.00363616,0.60560069,1.03444504,0.00000000
-5.60380190,2.33695363,0.87127781,0.34789242,1.39707150,0.55907409,0.00345366,0.60664499,1.00839797,0.00000000
-5.59779890,2.29890515,0.84900776,0.34090596,1.41357055,0.54786677,0.00327947,0.60597544,0.98238411,0.00000000
-5.59179590,2.25805089,0.82585191,0.33410924,1.42599708,0.53609866,0.00311319,0.60336888,0.95624723,0.00000000
-5.58579290,2.21389473,0.80173420,0.32743087,1.43361068,0.52367014,0.00295419,0.59863665,0.92982776,0.00000000
-5.57978989,2.16602308,0.77659467,0.32080347,1.43576403,0.51050195,0.00280173,0.59163265,0.90297681,0.00000000
-5.57378689,2.11413259,0.75039768,0.31416922,1.43192719,0.49654082,0.00265502,0.58225995,0.87556924,0.00000000
-5.56778389,2.05805296,0.72313893,0.30748486,1.42170780,0.48176393,0.00251329,0.57047546,0.84751536,0.00000000
-5.56178089,1.99776367,0.69485062,0.30072587,1.40486638,0.46618201,0.00237582,0.55629263,0.81877035,0.00000000
-5.55577789,1.93340353,0.66560456,0.29388954,1.38132585,0.44984085,0.00224204,0.53978184,0.78934107,0.00000000
-5.54977489,1.86527294,0.63551311,0.28699689,1.35117494,0.43282125,0.00211153,0.52106870,0.75928984,0.00000000
-5.54377189,1.79382848,0.60472782,0.28009322,1.31466539,0.41523726,0.00198404,0.50033026,0.72873508,0.00000000
-5.53776888,1.71967046,0.57343599,0.27324735,1.27220308,0.39723308,0.00185954,0.47778934,0.69784887,0.00000000
-5.53176588,1.64352399,0.54185535,0.26654952,1.22433369,0.37897843,0.00173816,0.45370733,0.66685161,0.00000000
-5.52576288,1.56621468,0.51022713,0.26010819,1.17172355,0.36066297,0.00162025,0.42837578,0.63600413,0.00000000
-5.51975988,1.48864017,0.47880806,0.25404570,1.11513668,0.34248983,0.00150628,0.40210727,0.60559774,0.00000000
-5.51375688,1.41173895,0.44786154,0.24849325,1.05540920,0.32466861,0.00139687,0.37522584,0.57594275,0.00000000
-5.50775388,1.33645790,0.41764865,0.24358520,0.99342217,0.30740825,0.00129274,0.34805753,0.54735620,0.00000000
-5.50175088,1.26372017,0.38841933,0.23945317,0.93007416,0.29090994,0.00119466,0.32092135,0.52014920,0.00000000
-5.49574787,1.19439460,0.36040415,0.23622012,0.86625460,0.27536054,0.00110342,0.29412108,0.49461472,0.00000000
-5.48974487,1.12926811,0.33380708,0.23399465,0.80281911,0.26092658,0.00101984,0.26793809,0.47101629,0.00000000
-5.48374187,1.06902203,0.30879952,0.23286592,0.74056747,0.24774926,0.00094466,0.24262547,0.44957809,0.00000000
-5.47773887,1.01421318,0.28551583,0.23289923,0.68022514,0.23594045,0.00087858,0.21840358,0.43047686,0.00000000
-5.47173587,0.96526027,0.26405047,0.23413264,0.62242863,0.22557992,0.00082219,0.19545704,0.41383598,0.00000000
-5.46573287,0.92243591,0.24445679,0.23657453,0.56771517,0.21671377,0.00077600,0.17393322,0.39972181,0.00000000
-5.45972986,0.88586422,0.22674749,0.24020250,0.51651653,0.20935411,0.00074037,0.15394208,0.38814231,0.00000000
-5.45372686,0.85552380,0.21089661,0.24496325,0.46915702,0.20347991,0.00071555,0.13555724,0.37904812,0.00000000
-5.44772386,0.83125563,0.19684282,0.25077379,0.42585524,0.19903892,0.00070163,0.11881813,0.37233566,0.00000000
-5.44172086,0.81277529,0.18449399,0.25752363,0.38672929,0.19595054,0.00069855,0.10373305,0.36785220,0.00000000
-5.43571786,0.79968874,0.17373254,0.26507792,0.35180464,0.19410947,0.00070613,0.09028284,0.36540260,0.00000000
-5.42971486,0.79151076,0.16442154,0.27328140,0.32102440,0.19338989,0.00072400,0.07842505,0.36475720,0.00000000
-5.42371186,0.78768534,0.15641106,0.28196298,0.29426105,0.19365008,0.00075168,0.06809828,0.36566075,0.00000000
-5.41770885,0.78760693,0.14954472,0.29094069,0.27132924,0.19473728,0.00078851,0.05922673,0.36784169,0.00000000
-5.41170585,0.79064199,0.14366603,0.30002684,0.25199898,0.19649248,0.00083370,0.05172449,0.37102166,0.00000000
-5.40570285,0.79614986,0.13862432,0.30903322,0.23600876,0.19875515,0.00088633,0.04549976,0.37492477,0.00000000
-5.39969985,0.80350250,0.13428011,0.31777618,0.22307817,0.20136768,0.00094533,0.04045862,0.37928628,0.00000000
-5.39369685,0.81210252,0.13050975,0.32608128,0.21291957,0.20417946,0.00100953,0.03650851,0.38386057,0.00000000
-5.38769385,0.82139900,0.12720918,0.33378769,0.20524869,0.20705043,0.00107763,0.03356115,0.38842803,0.00000000
-5.38169085,0.83090105,0.12429672,0.34075189,0.19979386,0.20985415,0.00114827,0.03153505,0.39280093,0.00000000
-5.37568784,0.84018868,0.12171494,0.34685090,0.19630376,0.21248035,0.00122001,0.03035751,0.39682787,0.00000000
-5.36968484,0.84892111,0.11943148,0.35198485,0.19455371,0.21483684,0.00129136,0.02996609,0.40039708,0.00000000
-5.36368184,0.85684234,0.11743894,0.35607883,0.19435032,0.21685088,0.00136083,0.03030960,0.40343834,0.00000000
-5.35767884,0.86378416,0.11575386,0.35908422,0.19553471,0.21846999,0.00142696,0.03134858,0.40592361,0.00000000
-5.35167584,0.86966661,0.11441486,0.36097921,0.19798417,0.21966223,0.00148830,0.03305536,0.40786647,0.00000000
-5.34567284,0.87449595,0.11348007,0.36176879,0.20161249,0.22041596,0.00154353,0.03541358,0.40932026,0.00000000
-5.33966983,0.87836040,0.11302387,0.36148404,0.20636885,0.22073912,0.00159143,0.03841734,0.41037528,0.00000000
-5.33366683,0.88142360,0.11313317,0.36018088,0.21223556,0.22065802,0.00163094,0.04206984,0.41115477,0.00000000
-5.32766383,0.88391611,0.11390325,0.35793811,0.21922458,0.22021570,0.00166118,0.04638171,0.41181015,0.00000000
-5.32166083,0.88612493,0.11543338,0.35485499,0.22737301,0.21946990,0.00168146,0.05136890,0.41251530,0.00000000
-5.31565783,0.88838148,0.11782222,0.35104818,0.23673776,0.21849063,0.00169135,0.05705036,0.41346023,0.00000000
-5.30965483,0.89104802,0.12116334,0.34664823,0.24738942,0.21735742,0.00169062,0.06344533,0.41484414,0.00000000
-5.30365183,0.89450311,0.12554073,0.34179559,0.25940565,0.21615625,0.00167931,0.07057061,0.41686818,0.00000000
-5.29764882,0.89912625,0.13102466,0.33663630,0.27286423,0.21497636,0.00165767,0.07843767,0.41972795,0.00000000
-5.29164582,0.90528234,0.13766794,0.33131741,0.28783611,0.21390690,0.00162619,0.08704983,0.42360609,0.00000000
-5.28564282,0.91330633,0.14550263,0.32598230,0.30437862,0.21303351,0.00158557,0.09639961,0.42866517,0.00000000
-5.27963982,0.92348877,0.15453750,0.32076606,0.32252930,0.21243514,0.00153666,0.10646638,0.43504104,0.00000000
-5.27363682,0.93606273,0.16475617,0.31579106,0.34230034,0.21218096,0.00148048,0.11721440,0.44283718,0.00000000
-5.26763382,0.95119276,0.17611609,0.31116297,0.36367428,0.21232777,0.00141814,0.12859146,0.45211989,0.00000000
-5.26163082,0.96896636,0.18854851,0.30696735,0.38660082,0.21291775,0.00135085,0.14052811,0.46291497,0.00000000
-5.25562781,0.98938838,0.20195921,0.30326700,0.41099517,0.21397690,0.00127981,0.15293768,0.47520578,0.00000000
-5.24962481,1.01237888,0.21623035,0.30010019,0.43673788,0.21551413,0.00120625,0.16571700,0.48893288,0.00000000
-5.24362181,1.03777423,0.23122303,0.29747991,0.46367626,0.21752107,0.00113134,0.17874799,0.50399534,0.00000000
-5.23761881,1.06533183,0.24678068,0.29539415,0.49162720,0.21997265,0.00105619,0.19189988,0.52025362,0.00000000
-5.23161581,1.09473795,0.26273308,0.29380723,0.52038139,0.22282834,0.00098181,0.20503219,0.53753385,0.00000000
-5.22561281,1.12561841,0.27890085,0.29266211,0.54970844,0.22603415,0.00090910,0.21799819,0.55563336,0.00000000
-5.21960980,1.15755148,0.29510011,0.29188358,0.57936280,0.22952512,0.00083883,0.23064875,0.57432715,0.00000000
-5.21360680,1.19008233,0.31114728,0.29138212,0.60908995,0.23322828,0.00077161,0.24283634,0.59337483,0.00000000
-5.20760380,1.22273816,0.32686356,0.29105829,0.63863258,0.23706583,0.00070797,0.25441912,0.61252783,0.00000000
-5.20160080,1.25504324,0.34207907,0.29080739,0.66773624,0.24095851,0.00064826,0.26526467,0.63153630,0.00000000
-5.19559780,1.28653302,0.35663633,0.29052406,0.69615427,0.24482882,0.00059275,0.27525338,0.65015548,0.00000000
-5.18959480,1.31676668,0.37039295,0.29010680,0.72365163,0.24860412,0.00054157,0.28428125,0.66815116,0.00000000
-5.18359180,1.34533744,0.38322354,0.28946190,0.75000747,0.25221927,0.00049481,0.29226195,0.68530402,0.00000000
-5.17758879,1.37188038,0.39502061,0.28850696,0.77501648,0.25561889,0.00045245,0.29912805,0.70141267,0.00000000
-5.17158579,1.39607759,0.40569466,0.28717347,0.79848897,0.25875908,0.00041444,0.30483149,0.71629555,0.00000000
-5.16558279,1.41766074,0.41517355,0.28540877,0.82024982,0.26160861,0.00038071,0.30934311,0.72979152,0.00000000
-5.15957979,1.43641128,0.42340112,0.28317707,0.84013687,0.26414960,0.00035118,0.31265159,0.74175968,0.00000000
-5.15357679,1.45215898,0.43033553,0.28045977,0.85799866,0.26637767,0.00032575,0.31476170,0.75207835,0.00000000
-5.14757379,1.46477917,0.43594732,0.27725503,0.87369241,0.26830179,0.00030438,0.31569209,0.76064394,0.00000000
-5.14157079,1.47418953,0.44021765,0.27357688,0.88708232,0.26994383,0.00028704,0.31547290,0.76736971,0.00000000
-5.13556778,1.48034711,0.44313667,0.26945384,0.89803867,0.27133790,0.00027372,0.31414326,0.77218516,0.00000000
-5.12956478,1.48324617,0.44470254,0.26492734,0.90643817,0.27252964,0.00026449,0.31174897,0.77503603,0.00000000
-5.12356178,1.48291736,0.44492103,0.26005009,0.91216555,0.27357558,0.00025944,0.30834037,0.77588537,0.00000000
-5.11755878,1.47942860,0.44380580,0.25488453,0.91511665,0.27454250,0.00025872,0.30397081,0.77471578,0.00000000
-5.11155578,1.47288772,0.44137953,0.24950140,0.91520292,0.27550700,0.00026249,0.29869544,0.77153266,0.00000000
-5.10555278,1.46344672,0.43767562,0.24397865,0.91235697,0.27655512,0.00027097,0.29257074,0.76636855,0.00000000
-5.09954977,1.45130739,0.43274050,0.23840059,0.90653909,0.27778207,0.00028439,0.28565439,0.75928815,0.00000000
-5.09354677,1.43672763,0.42663616,0.23285736,0.89774406,0.27929196,0.00030299,0.27800577,0.75039368,0.00000000
-5.08754377,1.42002772,0.41944288,0.22744464,0.88600786,0.28119754,0.00032702,0.26968667,0.73983017,0.00000000
-5.08154077,1.40159597,0.41126161,0.22226344,0.87141369,0.28361967,0.00035672,0.26076236,0.72779007,0.00000000
-5.07553777,1.38189252,0.40221593,0.21742006,0.85409669,0.28668660,0.00039229,0.25130253,0.71451672,0.00000000
-5.06953477,1.36145092,0.39245314,0.21302587,0.83424703,0.29053286,0.00043390,0.24138235,0.70030614,0.00000000
-5.06353177,1.34087640,0.38214435,0.20919697,0.81211073,0.29529772,0.00048168,0.23108307,0.68550674,0.00000000
-5.05752876,1.32084061,0.37148341,0.20605353,0.78798816,0.30112320,0.00053569,0.22049238,0.67051653,0.00000000
-5.05152576,1.30207237,0.36068440,0.20371875,0.76223004,0.30815151,0.00059591,0.20970422,0.65577783,0.00000000
-5.04552276,1.28534440,0.34997787,0.20231739,0.73523081,0.31652201,0.00066224,0.19881809,0.64176916,0.00000000
-5.03951976,1.27145625,0.33960577,0.20197386,0.70741993,0.32636779,0.00073450,0.18793785,0.62899465,0.00000000
-5.03351676,1.26121390,0.32981529,0.20280978,0.67925102,0.33781179,0.00081238,0.17716994,0.61797115,0.00000000
-5.02751376,1.25540668,0.32085171,0.20494128,0.65118970,0.35096276,0.00089551,0.16662123,0.60921351,0.00000000
-5.02151076,1.25478236,0.31295081,0.20847583,0.62370039,0.36591097,0.00098337,0.15639656,0.60321847,0.00000000
-5.01550775,1.26002148,0.30633086,0.21350900,0.59723286,0.38272407,0.00107537,0.14659597,0.60044803,0.00000000
-5.00950475,1.27171210,0.30118486,0.22012105,0.57220907,0.40144304,0.00117079,0.13731207,0.60131280,0.00000000
-5.00350175,1.29032581,0.29767323,0.22837366,0.54901086,0.42207847,0.00126881,0.12862733,0.60615621,0.00000000
-4.99749875,1.31619650,0.29591738,0.23830688,0.52796916,0.44460735,0.00136854,0.12061171,0.61524024,0.00000000
-4.99149575,1.34950252,0.29599449,0.24993643,0.50935497,0.46897049,0.00146898,0.11332067,0.62873348,0.00000000
-4.98549275,1.39025339,0.29793377,0.26325152,0.49337262,0.49507062,0.00156907,0.10679358,0.64670190,0.00000000
-4.97948974,1.43828156,0.30171440,0.27821340,0.48015541,0.52277148,0.00166769,0.10105277,0.66910308,0.00000000
-4.97348674,1.49323980,0.30726531,0.29475446,0.46976375,0.55189776,0.00176367,0.09610313,0.69578400,0.00000000
-4.96748374,1.55460445,0.31446683,0.31277834,0.46218586,0.58223615,0.00185581,0.09193233,0.72648275,0.00000000
-4.96148074,1.62168459,0.32315416,0.33216074,0.45734074,0.61353750,0.00194291,0.08851160,0.76083404,0.00000000
-4.95547774,1.69363690,0.33312250,0.35275108,0.45508331,0.64552007,0.00202380,0.08579713,0.79837846,0.00000000
-4.94947474,1.76948567,0.34413376,0.37437504,0.45521137,0.67787394,0.00209731,0.08373188,0.83857505,0.00000000
-4.94347174,1.84814755,0.35592435,0.39683771,0.45747402,0.71026648,0.00216237,0.08224775,0.88081677,0.00000000
-4.93746873,1.92845995,0.36821400,0.41992752,0.46158124,0.74234893,0.00221796,0.08126812,0.92444826,0.00000000
-4.93146573,2.00921234,0.38071495,0.44342054,0.46721413,0.77376382,0.00226319,0.08071052,0.96878515,0.00000000
-4.92546273,2.08917917,0.39314137,0.46708522,0.47403551,0.80415319,0.00229729,0.08048928,1.01313408,0.00000000
-4.91945973,2.16715345,0.40521847,0.49068736,0.48170050,0.83316747,0.00231965,0.08051832,1.05681280,0.00000000
-4.91345673,2.24197964,0.41669100,0.51399500,0.48986675,0.86047458,0.00232982,0.08071361,1.09916928,0.00000000
-4.90745373,2.31258484,0.42733081,0.53678329,0.49820401,0.88576928,0.00232754,0.08099557,1.13959929,0.00000000
-4.90145073,2.37800715,0.43694311,0.55883897,0.50640284,0.90878219,0.00231276,0.08129105,1.17756172,0.00000000
-4.89544772,2.43742015,0.44537136,0.57996446,0.51418223,0.92928843,0.00228563,0.08153507,1.21259092,0.00000000
-4.88944472,2.49015295,0.45250051,0.59998128,0.52129591,0.94711536,0.00224650,0.08167216,1.24430594,0.00000000
-4.88344172,2.53570482,0.45825867,0.61873288,0.52753742,0.96214920,0.00219596,0.08165724,1.27241607,0.00000000
-4.87743872,2.57375430,0.46261701,0.63608659,0.53274362,0.97434026,0.00213478,0.08145620,1.29672289,0.00000000
-4.87143572,2.60416243,0.46558824,0.65193486,0.53679681,0.98370655,0.00206393,0.08104607,1.31711870,0.00000000
-4.86543272,2.62697020,0.46722364,0.66619562,0.53962536,0.99033540,0.00198454,0.08041476,1.33358166,0.00000000
-4.85942971,2.64239036,0.46760890,0.67881190,0.54120292,0.99438321,0.00189791,0.07956059,1.34616801,0.00000000
-4.85342671,2.65079426,0.46685899,0.68975063,0.54154626,0.99607305,0.00180546,0.07849144,1.35500190,0.00000000
-4.84742371,2.65269403,0.46511246,0.69900094,0.54071191,0.99569023,0.00170869,0.07722373,1.36026332,0.00000000
-4.84142071,2.64872125,0.46252516,0.70657179,0.53879165,0.99357583,0.00160919,0.07578111,1.36217492,0.00000000
-4.83541771,2.63960262,0.45926405,0.71248929,0.53590706,0.99011850,0.00150855,0.07419317,1.36098825,0.00000000
-4.82941471,2.62613386,0.45550093,0.71679375,0.53220331,0.98574455,0.00140838,0.07249389,1.35697021,0.00000000
-4.82341171,2.60915259,0.45140664,0.71953659,0.52784247,0.98090678,0.00131025,0.07072015,1.35039015,0.00000000
-4.81740870,2.58951132,0.44714571,0.72077735,0.52299638,0.97607228,0.00121567,0.06891023,1.34150837,0.00000000
-4.81140570,2.56805131,0.44287169,0.72058087,0.51783959,0.97170961,0.00112606,0.06710230,1.33056627,0.00000000
-4.80540270,2.54557812,0.43872321,0.71901473,0.51254235,0.96827574,0.00104270,0.06533308,1.31777859,0.00000000
-4.79939970,2.52283968,0.43482081,0.71614725,0.50726406,0.96620308,0.00096676,0.06363655,1.30332797,0.00000000
-4.79339670,2.50050731,0.43126457,0.71204586,0.50214735,0.96588705,0.00089925,0.06204281,1.28736189,0.00000000
-4.78739370,2.47916015,0.42813252,0.70677613,0.49731291,0.96767448,0.00084101,0.06057717,1.26999202,0.00000000
-4.78139070,2.45927341,0.42547972,0.70040144,0.49285545,0.97185326,0.00079269,0.05925941,1.25129577,0.00000000
-4.77538769,2.44121041,0.42333803,0.69298318,0.48884064,0.97864333,0.00075477,0.05810318,1.23131997,0.00000000
-4.76938469,2.42521863,0.42171642,0.68458164,0.48530338,0.98818955,0.00072753,0.05711577,1.21008629,0.00000000
-4.76338169,2.41142952,0.42060179,0.67525732,0.48224724,1.00055627,0.00071107,0.05629798,1.18759804,0.00000000
-4.75737869,2.39986191,0.41996020,0.66507284,0.47964518,1.01572413,0.00070529,0.05564428,1.16384798,0.00000000
-4.75137569,2.39042874,0.41973845,0.65409502,0.47744146,1.03358885,0.00070991,0.05514314,1.13882669,0.00000000
-4.74537269,2.38294674,0.41986595,0.64239731,0.47555462,1.05396227,0.00072447,0.05477765,1.11253115,0.00000000
-4.73936968,2.37714852,0.42025691,0.63006223,0.47388134,1.07657553,0.00074834,0.05452620,1.08497287,0.00000000
-4.73336668,2.37269673,0.42081265,0.61718367,0.47230116,1.10108429,0.00078072,0.05436344,1.05618552,0.00000000
-4.72736368,2.36919967,0.42142425,0.60386899,0.47068161,1.12707608,0.00082065,0.05426124,1.02623135,0.00000000
-4.72136068,2.36622785,0.42197519,0.59024066,0.46888380,1.15407937,0.00086707,0.05418981,0.99520632,0.00000000
-4.71535768,2.36333103,0.42234436,0.57643736,0.46676804,1.18157438,0.00091876,0.05411886,0.96324361,0.00000000
-4.70935468,2.36005506,0.42240898,0.56261431,0.46419934,1.20900519,0.00097442,0.05401869,0.93051534,0.00000000
-4.70335168,2.35595822,0.42204780,0.54894278,0.46105266,1.23579315,0.00103267,0.05386134,0.89723239,0.00000000
-4.69734867,2.35062634,0.42114418,0.53560877,0.45721763,1.26135089,0.00109208,0.05362156,0.86364227,0.00000000
-4.69134567,2.34368652,0.41958927,0.52281062,0.45260262,1.28509689,0.00115120,0.05327774,0.83002529,0.00000000
-4.68534267,2.33481877,0.41728500,0.51075569,0.44713810,1.30647005,0.00120857,0.05281264,0.79668882,0.00000000
-4.67933967,2.32376545,0.41414700,0.49965615,0.44077906,1.32494389,0.00126280,0.05221401,0.76396012,0.00000000
-4.67333667,2.31033811,0.41010717,0.48972384,0.43350665,1.34003991,0.00131253,0.05147489,0.73217801,0.00000000
-4.66733367,2.29442152,0.40511589,0.48116448,0.42532883,1.35133975,0.00135652,0.05059392,0.70168339,0.00000000
-4.66133067,2.27597479,0.39914385,0.47417126,0.41628012,1.35849566,0.00139368,0.04957522,0.67280939,0.00000000
-4.65532766,2.25502959,0.39218329,0.46891813,0.40642053,1.36123899,0.00142305,0.04842824,0.64587116,0.00000000
-4.64932466,2.23168545,0.38424862,0.46555297,0.39583368,1.35938632,0.00144384,0.04716735,0.62115591,0.00000000
-4.64332166,2.20610241,0.37537636,0.46419098,0.38462414,1.35284300,0.00145550,0.04581129,0.59891345,0.00000000
