energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.78989495,7.57530253,7.16060889,2.14757488,0.05000962,1.93914145,0.07751564,2.82429434,1.28140422,0.57483729
-5.78389195,7.58633241,7.16470075,2.15654907,0.05071345,1.93526694,0.07369867,2.84185698,1.31954929,0.58037074
-5.77788894,7.57450779,7.13686833,2.15705554,0.05129155,1.92252231,0.06990083,2.85467259,1.35526060,0.58461210
-5.77188594,7.53879337,7.07728851,2.14884094,0.05172567,1.90102454,0.06615434,2.86182588,1.38764017,0.58736892
-5.76588294,7.47843668,6.98655164,2.13178539,0.05199867,1.87101059,0.06248687,2.86244075,1.41582868,0.58846670
-5.75987994,7.39298785,6.86564738,2.10590322,0.05209505,1.83283146,0.05892133,2.85570328,1.43902590,0.58775274
-5.75387694,7.28231916,6.71594551,2.07134173,0.05200147,1.78694463,0.05547597,2.84088681,1.45651105,0.58510014
-5.74787394,7.14664324,6.53917181,2.02837827,0.05170725,1.73390481,0.05216467,2.81737820,1.46766232,0.58041185
-5.74187094,6.98652859,6.33737942,1.97741540,0.05120488,1.67435342,0.04899747,2.78470401,1.47197485,0.57362447
-5.73586793,6.80291107,6.11291591,1.91897421,0.05049046,1.60900675,0.04598114,2.74255532,1.46907638,0.56471174
-5.72986493,6.59709958,5.86838601,1.85368586,0.04956402,1.53864315,0.04311997,2.69080973,1.45873984,0.55368751
-5.72386193,6.37077456,5.60661052,1.78228115,0.04842974,1.46408927,0.04041659,2.62954916,1.44089223,0.54060778
-5.71785893,6.12597797,5.33058165,1.70557842,0.04709614,1.38620572,0.03787270,2.55907233,1.41561928,0.52557192
-5.71185593,5.86509384,5.04341531,1.62446967,0.04557596,1.30587225,0.03548991,2.47990071,1.38316555,0.50872274
-5.70585293,5.59081900,4.74830121,1.53990526,0.04388607,1.22397286,0.03327037,2.39277760,1.34392986,0.49024528
-5.69984992,5.30612400,4.44845159,1.45287740,0.04204712,1.14138112,0.03121732,2.29865958,1.29845598,0.47036442
-5.69384692,5.01420502,4.14704978,1.36440274,0.04008312,1.05894599,0.02933554,2.19870084,1.24741911,0.44934127
-5.68784392,4.71842787,3.84719980,1.27550448,0.03802090,0.97747852,0.02763156,2.09423041,1.19160845,0.42746838
-5.68184092,4.42226566,3.55187832,1.18719458,0.03588945,0.89773985,0.02611375,1.98672340,1.13190661,0.40506396
-5.67583792,4.12923233,3.26389035,1.10045624,0.03371921,0.82043061,0.02479221,1.87776705,1.06926670,0.38246527
-5.66983492,3.84281399,2.98582977,1.01622750,0.03154137,0.74618225,0.02367852,1.76902309,1.00468798,0.36002149
-5.66383192,3.56640060,2.72004584,0.93538608,0.02938705,0.67555027,0.02278534,1.66218769,0.93919107,0.33808618
-5.65782891,3.30322006,2.46861643,0.85873599,0.02728663,0.60900965,0.02212582,1.55895051,0.87379351,0.31700969
-5.65182591,3.05627683,2.23332851,0.78699618,0.02526904,0.54695231,0.02171300,1.46095440,0.80948674,0.29713170
-5.64582291,2.82829669,2.01566601,0.72079145,0.02336114,0.48968681,0.02155907,1.36975680,0.74721504,0.27877422
-5.63981991,2.62167920,1.81680508,0.66064571,0.02158718,0.43743986,0.02167460,1.28679435,0.68785716,0.26223505
-5.63381691,2.43845860,1.63761596,0.60697763,0.01996839,0.39035968,0.02206777,1.21335135,0.63221097,0.24778204
-5.62781391,2.28027387,1.47867115,0.56009857,0.01852261,0.34852070,0.02274361,1.15053290,0.58098142,0.23564817
-5.62181091,2.14834797,1.34025852,0.52021267,0.01726408,0.31192952,0.02370328,1.09924325,0.53477185,0.22602751
-5.61580790,2.04347611,1.22239862,0.48741886,0.01620328,0.28053155,0.02494349,1.06016948,0.49407848,0.21907206
-5.60980490,1.96602268,1.12486485,0.46171459,0.01534689,0.25421813,0.02645597,1.03377059,0.45928794,0.21488958
-5.60380190,1.91592614,1.04720558,0.44300090,0.01469782,0.23283383,0.02822712,1.02027196,0.43067737,0.21354222
-5.59779890,1.89271123,0.98876710,0.43108875,0.01425533,0.21618356,0.03023784,1.01966489,0.40841681,0.21504602
-5.59179590,1.89550771,0.94871657,0.42570617,0.01401516,0.20403929,0.03246354,1.03171093,0.39257330,0.21937112
-5.58579290,1.92307511,0.92606459,0.42650620,0.01396976,0.19614633,0.03487433,1.05595070,0.38311640,0.22644274
-5.57978989,1.97383276,0.91968671,0.43307538,0.01410853,0.19222895,0.03743544,1.09171682,0.37992467,0.23614282
-5.57378689,2.04589468,0.92834396,0.44494270,0.01441810,0.19199543,0.04010789,1.13815066,0.38279282,0.24831222
-5.56778389,2.13710904,0.95070252,0.46158894,0.01488262,0.19514252,0.04284926,1.19422254,0.39143939,0.26275364
-5.56178089,2.24510188,0.98535256,0.48245647,0.01548411,0.20135953,0.04561476,1.25875524,0.40551466,0.27923502
-5.55577789,2.36732470,1.03082701,0.50695930,0.01620276,0.21033207,0.04835835,1.33045030,0.42460903,0.29749369
-5.54977489,2.50110592,1.08562042,0.53449372,0.01701730,0.22174571,0.05103406,1.40791705,0.44826157,0.31724097
-5.54377189,2.64370562,1.14820864,0.56444922,0.01790538,0.23528974,0.05359733,1.48970383,0.47596914,0.33816750
-5.53776888,2.79237322,1.21706955,0.59621992,0.01884397,0.25066103,0.05600643,1.57433115,0.50719592,0.35994907
-5.53176588,2.94440733,1.29070524,0.62921629,0.01980972,0.26756839,0.05822380,1.66032616,0.54138364,0.38225305
-5.52576288,3.09721695,1.36766569,0.66287724,0.02077941,0.28573725,0.06021741,1.74625788,0.57796249,0.40474531
-5.51975988,3.24838272,1.44657384,0.69668221,0.02173034,0.30491476,0.06196187,1.83077253,0.61636270,0.42709740
-5.51375688,3.39571685,1.52615158,0.73016328,0.02264079,0.32487522,0.06343950,1.91262796,0.65602664,0.44899408
-5.50775388,3.53732010,1.60524613,0.76291676,0.02349038,0.34542579,0.06464109,1.99072634,0.69642139,0.47014078
-5.50175088,3.67163376,1.68285589,0.79461411,0.02426052,0.36641198,0.06556648,2.06414413,0.73705131,0.49027087
-5.49574787,3.79748474,1.75815460,0.82501159,0.02493476,0.38772301,0.06622484,2.13215801,0.77747028,0.50915250
-5.48974487,3.91412176,1.83051271,0.85395839,0.02549910,0.40929631,0.06663463,2.19426599,0.81729304,0.52659462
-5.48374187,4.02124035,1.89951451,0.88140258,0.02594231,0.43112105,0.06682338,2.25020236,0.85620521,0.54245201
-5.47773887,4.11899516,1.96496984,0.90739453,0.02625614,0.45324023,0.06682707,2.29994575,0.89397120,0.55662898
-5.47173587,4.20799780,2.02691912,0.93208730,0.02643542,0.47575091,0.06668929,2.34371938,0.93043958,0.56908142
-5.46573287,4.28929904,2.08563070,0.95573370,0.02647818,0.49880235,0.06646016,2.38198309,0.96554542,0.57981724
-5.45972986,4.36435501,2.14158983,0.97867970,0.02638559,0.52259181,0.06619499,2.41541671,0.99930909,0.58889472
-5.45372686,4.43497708,2.19547878,1.00135399,0.02616185,0.54735787,0.06595280,2.44489502,1.03183135,0.59641903
-5.44772386,4.50326633,2.24814834,1.02425379,0.02581401,0.57337128,0.06579465,2.47145454,1.06328473,0.60253680
-5.44172086,4.57153397,2.30058101,1.04792707,0.02535164,0.60092353,0.06578189,2.49625310,1.09390117,0.60742888
-5.43571786,4.64221000,2.35384692,1.07295144,0.02478650,0.63031340,0.06597430,2.52052335,1.12395656,0.61130163
-5.42971486,4.71774282,2.40905392,1.09991035,0.02413211,0.66183198,0.06642825,2.54552163,1.15375249,0.61437704
-5.42371186,4.80049352,2.46729368,1.12936740,0.02340326,0.69574669,0.06719487,2.57247422,1.18359624,0.61688204
-5.41770885,4.89262885,2.52958587,1.16183953,0.02261556,0.73228514,0.06831831,2.60252298,1.21377988,0.61903763
-5.41170585,4.99601719,2.59682292,1.19777020,0.02178490,0.77161939,0.06983403,2.63667260,1.24455946,0.62104825
-5.40570285,5.11213215,2.66971785,1.23750375,0.02092695,0.81385163,0.07176739,2.67574183,1.27613559,0.62309194
-5.39969985,5.24196835,2.74875768,1.28126209,0.02005674,0.85900201,0.07413234,2.72032096,1.30863640,0.62531190
-5.39369685,5.38597339,2.83416483,1.32912486,0.01918822,0.90699923,0.07693046,2.77073750,1.34210387,0.62780977
-5.38769385,5.54399975,2.92586853,1.38101417,0.01833391,0.95767478,0.08015024,2.82703201,1.37648455,0.63064107
-5.38169085,5.71527950,3.02348805,1.43668494,0.01750464,1.01076101,0.08376673,2.88894527,1.41162505,0.63381315
-5.37568784,5.89842368,3.12632873,1.49572144,0.01670936,1.06589348,0.08774160,2.95591790,1.44727301,0.63728555
-5.36968484,6.09144710,3.23339168,1.55754064,0.01595505,1.12261761,0.09202356,3.02710255,1.48308328,0.64097300
-5.36368184,6.29181827,3.34339676,1.62140243,0.01524668,1.18039931,0.09654920,3.10138856,1.51862939,0.64475068
-5.35767884,6.49653287,3.45481849,1.68642664,0.01458728,1.23863936,0.10124432,3.17743816,1.55341946,0.64846168
-5.35167584,6.70220779,3.56593321,1.75161632,0.01397809,1.29669068,0.10602556,3.25373288,1.58691605,0.65192592
-5.34567284,6.90519223,3.67487598,1.81588649,0.01341873,1.35387786,0.11080243,3.32862813,1.61855870,0.65495037
-5.33966983,7.10169093,3.77970450,1.87809731,0.01290749,1.40951783,0.11547970,3.40041380,1.64778792,0.65733973
-5.33366683,7.28789439,3.87846768,1.93709024,0.01244152,1.46294075,0.11996000,3.46737814,1.67406965,0.65890702
-5.32766383,7.46011053,3.96927569,1.99172577,0.01201718,1.51351002,0.12414655,3.52787228,1.69691846,0.65948364
-5.32166083,7.61489197,4.05036876,2.04092120,0.01163027,1.56064045,0.12794608,3.58037256,1.71591870,0.65892813
-5.31565783,7.74915385,4.12018177,2.08368670,0.01127635,1.60381373,0.13127159,3.62353815,1.73074222,0.65713338
-5.30965483,7.86027717,4.17740205,2.11915844,0.01095090,1.64259051,0.13404508,3.65626156,1.74116207,0.65403182
-5.30365183,7.94619394,4.22101822,2.14662717,0.01064960,1.67661874,0.13620002,3.67771022,1.74706148,0.64959844
-5.29764882,8.00545109,4.25035826,2.16556142,0.01036844,1.70563794,0.13768348,3.68735749,1.74843788,0.64385160
-5.29164582,8.03725139,4.26511565,2.17562435,0.01010387,1.72947952,0.13845788,3.68500244,1.74540204,0.63685157
-5.28564282,8.04147079,4.26536299,2.17668391,0.00985284,1.74806354,0.13850225,3.67077782,1.73817270,0.62869722
-5.27963982,8.01865275,4.25155293,2.16881600,0.00961288,1.76139238,0.13781297,3.64514657,1.72706716,0.61952099
-5.27363682,7.96998109,4.22450701,2.15230103,0.00938205,1.76954197,0.13640397,3.60888744,1.71248871,0.60948262
-5.26763382,7.89723393,4.18539328,2.12761414,0.00915897,1.77265155,0.13430635,3.56307092,1.69491184,0.59876209
-5.26163082,7.80272169,4.13569401,2.09540996,0.00894271,1.77091272,0.13156747,3.50902682,1.67486615,0.58755227
-5.25562781,7.68921285,4.07716511,2.05650268,0.00873280,1.76455859,0.12824954,3.44830525,1.65291994,0.57605159
-5.24962481,7.55985088,4.01178898,2.01184249,0.00852908,1.75385387,0.12442779,3.38263258,1.62966444,0.56445738
-5.24362181,7.41806615,3.94172250,1.96248946,0.00833169,1.73908644,0.12018822,3.31386429,1.60569921,0.55295994
-5.23761881,7.26748584,3.86924198,1.90958579,0.00814099,1.72056070,0.11562509,3.24393619,1.58161954,0.54173778
-5.23161581,7.11184476,3.79668660,1.85432747,0.00795748,1.69859315,0.11083818,3.17481554,1.55800588,0.53095404
-5.22561281,6.95489924,3.72640167,1.79793608,0.00778177,1.67350976,0.10592999,3.10845324,1.53541559,0.52075416
-5.21960980,6.80034558,3.66068307,1.74163142,0.00761449,1.64564529,0.10100286,3.04673818,1.51437677,0.51126470
-5.21360680,6.65174419,3.60172361,1.68660551,0.00745634,1.61534378,0.09615624,2.99145425,1.49538392,0.50259317
-5.20760380,6.51244980,3.55156223,1.63399818,0.00730796,1.58295987,0.09148403,2.94424081,1.47889494,0.49482865
-5.20160080,6.38554789,3.51203665,1.58487469,0.00716995,1.54886027,0.08707221,2.90655670,1.46532906,0.48804291
-5.19559780,6.27379725,3.48473983,1.54020525,0.00704287,1.51342468,0.08299675,2.87964828,1.45506492,0.48229173
-5.18959480,6.17957845,3.47098097,1.50084671,0.00692712,1.47704569,0.07932179,2.86452141,1.44843863,0.47761630
-5.18359180,6.10484826,3.47175128,1.46752635,0.00682302,1.44012712,0.07609832,2.86191781,1.44574113,0.47404433
-5.17758879,6.05110006,3.48769538,1.44082792,0.00673070,1.40308060,0.07336311,2.87229593,1.44721476,0.47159082
-5.17158579,6.01933084,3.51908862,1.42117995,0.00665010,1.36632013,0.07113821,2.89581675,1.45304892,0.47025837
-5.16558279,6.01001552,3.56582148,1.40884664,0.00658090,1.33025493,0.06943070,2.93233484,1.46337495,0.47003712
-5.15957979,6.02308988,3.62739147,1.40392155,0.00652258,1.29528068,0.06823305,2.98139535,1.47826049,0.47090421
-5.15357679,6.05794331,3.70290366,1.40632431,0.00647426,1.26176971,0.06752369,3.04223743,1.49770382,0.47282318
-5.14757379,6.11342305,3.79108043,1.41580084,0.00643483,1.23006074,0.06726804,3.11380462,1.52162868,0.47574324
-5.14157079,6.18785124,3.89028117,1.43192737,0.00640281,1.20044884,0.06741992,3.19476276,1.54988029,0.47959880
-5.13556778,6.27905606,3.99853234,1.45411852,0.00637646,1.17317620,0.06792316,3.28352560,1.58222306,0.48430947
-5.12956478,6.38441760,4.11356792,1.48163972,0.00635376,1.14842463,0.06871349,3.37828830,1.61834064,0.48978060
-5.12356178,6.50092869,4.23287987,1.51362392,0.00633245,1.12631002,0.06972069,3.47706840,1.65783877,0.49590470
-5.11755878,6.62526993,4.35377797,1.54909260,0.00631011,1.10687950,0.07087072,3.57775365,1.70025106,0.50256364
-5.11155578,6.75389756,4.47345745,1.58698064,0.00628418,1.09011131,0.07208809,3.67815575,1.74504788,0.50963183
-5.10555278,6.88314173,4.58907278,1.62616447,0.00625213,1.07591760,0.07329807,3.77606829,1.79164805,0.51698011
-5.09954977,7.00931197,4.69781519,1.66549279,0.00621147,1.06414989,0.07442887,3.86932724,1.83943306,0.52448026
-5.09354677,7.12880618,4.79699129,1.70381887,0.00615988,1.05460697,0.07541376,3.95587177,1.88776299,0.53200994
-5.08754377,7.23821854,4.88409982,1.74003322,0.00609530,1.04704465,0.07619280,4.03380295,1.93599351,0.53945766
-5.08154077,7.33444189,4.95690338,1.77309542,0.00601605,1.04118678,0.07671448,4.10143814,1.98349287,0.54672744
-5.07553777,7.41475995,5.01349226,1.80206389,0.00592083,1.03673687,0.07693693,4.15735835,2.02965798,0.55374294
-5.06953477,7.47692502,5.05233742,1.82612228,0.00580885,1.03338961,0.07682879,4.20044677,2.07392870,0.56045049
-5.06353177,7.51921761,5.07233036,1.84460144,0.00567987,1.03084160,0.07636978,4.22991640,2.11579924,0.56682097
-5.05752876,7.54048515,5.07280805,1.85699608,0.00553417,1.02880068,0.07555076,4.24532561,2.15482630,0.57285020
-5.05152576,7.54015801,5.05356170,1.86297532,0.00537259,1.02699357,0.07437355,4.24658087,2.19063328,0.57855771
-5.04552276,7.51824243,5.01482929,1.86238700,0.00519654,1.02517124,0.07285031,4.23392664,2.22291042,0.58398399
-5.03951976,7.47529109,4.95727209,1.85525554,0.00500786,1.02311221,0.07100262,4.20792288,2.25141106,0.58918622
-5.03351676,7.41235334,4.88193672,1.84177369,0.00480887,1.02062360,0.06886032,4.16941170,2.27594441,0.59423281
-5.02751376,7.33090830,4.79020468,1.82228890,0.00460222,1.01754022,0.06646017,4.11947486,2.29636545,0.59919697
-5.02151076,7.23278485,4.68373209,1.79728508,0.00439084,1.01372214,0.06384427,4.05938448,2.31256293,0.60414983
-5.01550775,7.12007338,4.56438282,1.76736093,0.00417782,1.00905110,0.06105857,3.99054980,2.32444653,0.60915352
-5.00950475,6.99503433,4.43415836,1.73320610,0.00396637,1.00342631,0.05815123,3.91446262,2.33193428,0.61425471
-5.00350175,6.86000866,4.29512800,1.69557638,0.00375967,0.99676021,0.05517112,3.83264464,2.33494142,0.61947908
-4.99749875,6.71733525,4.14936266,1.65526943,0.00356083,0.98897473,0.05216644,3.74659896,2.33337164,0.62482717
-4.99149575,6.56927912,3.99887528,1.61310197,0.00337281,0.97999840,0.04918350,3.65776842,2.32711162,0.63027199
-4.98549275,6.41797411,3.84557030,1.56988955,0.00319833,0.96976472,0.04626567,3.56750234,2.31602949,0.63575858
-4.97948974,6.26538210,3.69120416,1.52642971,0.00303988,0.95821201,0.04345257,3.47703307,2.29997738,0.64120565
-4.97348674,6.11326970,3.53735767,1.48348888,0.00289963,0.94528469,0.04077954,3.38746270,2.27879812,0.64650931
-4.96748374,5.96320243,3.38542077,1.44179320,0.00277947,0.93093604,0.03827723,3.29975996,2.25233577,0.65154873
-4.96148074,5.81655489,3.23658915,1.40202332,0.00268096,0.91513210,0.03597149,3.21476635,2.22044918,0.65619339
-4.95547774,5.67453441,3.09187167,1.36481255,0.00260536,0.89785647,0.03388342,3.13321030,2.18302781,0.66031158
-4.94947474,5.53821517,2.95210673,1.33074794,0.00255363,0.87911551,0.03202953,3.05572729,2.14000857,0.66377950
-4.94347174,5.40857868,2.81798567,1.30037346,0.00252649,0.85894349,0.03042206,2.98288398,2.09139259,0.66649063
-4.93746873,5.28655681,2.69008063,1.27419434,0.00252439,0.83740721,0.02906938,2.91520384,2.03726058,0.66836456
-4.93146573,5.17307299,2.56887439,1.25268177,0.00254758,0.81460974,0.02797638,2.85319211,1.97778568,0.66935483
-4.92546273,5.06907794,2.45478992,1.23627706,0.00259614,0.79069262,0.02714491,2.79735768,1.91324276,0.66945525
-4.91945973,4.97557669,2.34821715,1.22539438,0.00266999,0.76583657,0.02657419,2.74823032,1.84401340,0.66870425
-4.91345673,4.89364428,2.24953533,1.22042167,0.00276891,0.74026027,0.02626115,2.70637147,1.77058597,0.66718696
-4.90745373,4.82442859,2.15912944,1.22171908,0.00289257,0.71421725,0.02620075,2.67237792,1.69355076,0.66503483
-4.90145073,4.76913967,2.07739980,1.22961483,0.00304058,0.68799093,0.02638617,2.64687778,1.61359014,0.66242278
-4.89544772,4.72902585,2.00476429,1.24439847,0.00321243,0.66188806,0.02680901,2.63051886,1.53146415,0.65956397
-4.88944472,4.70533787,1.94165357,1.26631169,0.00340758,0.63623078,0.02745938,2.62395029,1.44799240,0.65670248
-4.88344172,4.69928313,1.88849957,1.29553719,0.00362545,0.61134764,0.02832594,2.62779822,1.36403295,0.65410423
-4.87743872,4.71197255,1.84571840,1.33218598,0.00386539,0.58756413,0.02939593,2.64263726,1.28045944,0.65204669
-4.87143572,4.74436330,1.81368886,1.37628395,0.00412677,0.56519301,0.03065516,2.66895928,1.19813745,0.65080777
-4.86543272,4.79720060,1.79272804,1.42775835,0.00440891,0.54452505,0.03208805,2.70714145,1.11790132,0.65065468
-4.85942971,4.87096189,1.78306566,1.48642505,0.00471115,0.52582037,0.03367760,2.75741541,1.04053257,0.65183307
-4.85342671,4.96580659,1.78481868,1.55197728,0.00503285,0.50930099,0.03540549,2.81983930,0.96674072,0.65455718
-4.84742371,5.08153418,1.79796778,1.62397667,0.00537340,0.49514463,0.03725214,2.89427432,0.89714740,0.65900129
-4.84142071,5.21755290,1.82233713,1.70184720,0.00573222,0.48348009,0.03919688,2.98036706,0.83227434,0.66529295
-4.83541771,5.37286082,1.85757866,1.78487271,0.00610881,0.47438438,0.04121811,3.07753873,0.77253543,0.67350811
-4.82941471,5.54604036,1.90316175,1.87219834,0.00650271,0.46788139,0.04329356,3.18498177,0.71823310,0.68366838
-4.82341171,5.73526672,1.95836913,1.96283631,0.00691353,0.46394234,0.04540052,3.30166427,0.66955875,0.69574031
-4.81740870,5.93832999,2.02229931,2.05567616,0.00734097,0.46248767,0.04751619,3.42634202,0.62659700,0.70963673
-4.81140570,6.15267028,2.09387580,2.14949946,0.00778477,0.46339027,0.04961794,3.55757786,0.58933319,0.72521979
-4.80540270,6.37542462,2.17186279,2.24299890,0.00824469,0.46647988,0.05168365,3.69376760,0.55766355,0.74230556
-4.79939970,6.60348397,2.25488708,2.33480133,0.00872052,0.47154839,0.05369200,3.83317154,0.53140732,0.76066971
-4.79339670,6.83355840,2.34146546,2.42349450,0.00921205,0.47835575,0.05562274,3.97395065,0.51032011,0.78005419
-4.78739370,7.06224832,2.43003676,2.50765660,0.00971898,0.48663634,0.05745692,4.11420603,0.49410777,0.80017426
-4.78139070,7.28611954,2.51899751,2.58588802,0.01024092,0.49610562,0.05917713,4.25202044,0.48244017,0.82072579
-4.77538769,7.50177978,2.60674007,2.65684436,0.01077730,0.50646667,0.06076761,4.38550062,0.47496418,0.84139251
-4.76938469,7.70595447,2.69169194,2.71926972,0.01132737,0.51741672,0.06221436,4.51281912,0.47131551,0.86185290
-4.76338169,7.89555967,2.77235496,2.77202913,0.01189009,0.52865334,0.06350526,4.63225448,0.47112906,0.88178673
-4.75737869,8.06777015,2.84734304,2.81413906,0.01246412,0.53988029,0.06463001,4.74222860,0.47404735,0.90088099
-4.75137569,8.22008080,2.91541722,2.84479500,0.01304773,0.55081291,0.06558020,4.84134038,0.47972721,0.91883533
-4.74537269,8.35035988,2.97551682,2.86339488,0.01363882,0.56118304,0.06634924,4.92839475,0.48784447,0.93536687
-4.73936968,8.45689275,3.02678561,2.86955756,0.01423486,0.57074337,0.06693228,5.00242644,0.49809685,0.95021448
-4.73336668,8.53841506,3.06859217,2.86313566,0.01483290,0.57927125,0.06732624,5.06271782,0.51020531,0.96314254
-4.72736368,8.59413467,3.10054381,2.84422197,0.01542956,0.58657196,0.06752963,5.10881061,0.52391384,0.97394425
-4.72136068,8.62374187,3.12249349,2.81314931,0.01602108,0.59248136,0.06754258,5.14051102,0.53898816,0.98244441
-4.71535768,8.62740771,3.13453962,2.77048368,0.01660335,0.59686799,0.06736672,5.15788845,0.55521358,0.98850182
-4.70935468,8.60577066,3.13701896,2.71701091,0.01717196,0.59963454,0.06700516,5.16126770,0.57239221,0.99201107
-4.70335168,8.55991206,3.13049260,2.65371728,0.01772232,0.60071876,0.06646242,5.15121505,0.59033977,0.99290388
-4.69734867,8.49132119,3.11572598,2.58176479,0.01824973,0.60009375,0.06574439,5.12851854,0.60888244,0.99114972
-4.69134567,8.40185100,3.09366341,2.50246206,0.01874948,0.59776760,0.06485827,5.09416323,0.62785373,0.98675574
-4.68534267,8.29366582,3.06539824,2.41723186,0.01921696,0.59378249,0.06381254,5.04930184,0.64709158,0.97976596
-4.67933967,8.16918270,3.03213957,2.32757652,0.01964778,0.58821311,0.06261685,4.99522205,0.66643602,0.97025955
-4.67333667,8.03100814,2.99517686,2.23504244,0.02003789,0.58116455,0.06128201,4.93331102,0.68572721,0.95834824
-4.66733367,7.88187198,2.95584354,2.14118490,0.02038365,0.57276956,0.05981982,4.86501850,0.70480410,0.94417292
-4.66133067,7.72456064,2.91548076,2.04753430,0.02068193,0.56318538,0.05824303,4.79181955,0.72350375,0.92789940
-4.65532766,7.56185153,2.87540257,1.95556491,0.02093018,0.55258998,0.05656516,4.71517792,0.74166124,0.90971355
-4.64932466,7.39645064,2.83686346,1.86666687,0.02112649,0.54117805,0.05480038,4.63651142,0.75911015,0.88981590
-4.64332166,7.23093505,2.80102921,1.78212212,0.02126958,0.52915651,0.05296331,4.55716012,0.77568369,0.86841606
